Orthogroup	DBIA.longest_only	DBUS.longest_only
OG0008958	LOC108030848|XP_016959475.1|DBIA	LOC108598586|XP_017840769.1|DBUS
OG0008959	LOC108028097|XP_016955231.1|DBIA	LOC108599136|XP_017841414.1|DBUS
OG0008960	LOC108035085|XP_016965990.1|DBIA	LOC108601059|XP_033149669.1|DBUS
OG0008961	LOC108033745|XP_016963793.1|DBIA	LOC108600293|XP_017843266.2|DBUS
OG0008962	LOC108023900|XP_016949075.1|DBIA	LOC108606965|XP_017853016.1|DBUS
OG0008963	LOC108032957|XP_016962517.1|DBIA	LOC108604980|XP_017850039.1|DBUS
OG0008964	LOC108023198|XP_016947945.1|DBIA	LOC108605776|XP_017851068.1|DBUS
OG0008965	LOC108034727|XP_016965159.1|DBIA	LOC108607511|XP_017853867.2|DBUS, LOC117134868|XP_033150094.1|DBUS
OG0008966	LOC108032416|XP_016961724.1|DBIA	LOC108603243|XP_017848644.2|DBUS
OG0008967	LOC108035586|XP_016966746.1|DBIA	LOC108599163|XP_017841439.1|DBUS
OG0008968	LOC108027720|XP_016954762.1|DBIA	LOC108602977|XP_017846854.1|DBUS
OG0008969	LOC108027719|XP_016954758.1|DBIA	LOC108605685|XP_017850969.1|DBUS, LOC108604862|XP_017849965.1|DBUS
OG0008970	LOC108027692|XP_016954728.1|DBIA	LOC108603208|XP_017847287.1|DBUS
OG0008971	LOC108034749|XP_016965186.1|DBIA	LOC108599007|XP_017841272.1|DBUS
OG0008972	LOC108028053|XP_016955181.1|DBIA	LOC108599116|XP_017841394.1|DBUS
OG0008973	LOC108030528|XP_016958907.1|DBIA	LOC108599016|XP_017841284.2|DBUS
OG0008975	LOC108024342|XP_016949733.1|DBIA, LOC108036311|XP_016967810.1|DBIA	LOC117134848|XP_033149918.1|DBUS
OG0008978	LOC108029992|XP_016957995.1|DBIA	LOC108595754|XP_017836533.1|DBUS
OG0008979	LOC108032326|XP_016961624.1|DBIA	LOC108600095|XP_017842950.1|DBUS
OG0008985	LOC108034785|XP_016965233.1|DBIA	LOC108598105|XP_017840211.2|DBUS
OG0008987	LOC108029092|XP_016956671.1|DBIA	LOC108607485|XP_017853816.1|DBUS
OG0008989	LOC108025862|XP_016952019.1|DBIA	LOC108605620|XP_017850890.1|DBUS
OG0008990	LOC108034595|XP_016965016.1|DBIA	LOC108598189|XP_033149564.1|DBUS
OG0008992	LOC108032253|XP_016961607.1|DBIA	LOC108601592|XP_017844980.1|DBUS
OG0008993	LOC108028573|XP_016955968.1|DBIA	LOC108600777|XP_033149508.1|DBUS
OG0008994	LOC108036106|XP_016967569.1|DBIA	LOC108607543|XP_017853917.1|DBUS
OG0008995	LOC108026939|XP_016953641.1|DBIA	LOC108595607|XP_017836362.1|DBUS
OG0008997	LOC108023379|XP_016948273.1|DBIA	LOC108606395|XP_017851962.1|DBUS
OG0008999	LOC108027482|XP_016954416.1|DBIA	LOC108605412|XP_017850570.2|DBUS
OG0009001	LOC108033908|XP_016964063.1|DBIA	LOC108594396|XP_017835051.2|DBUS
OG0009002	LOC108031554|XP_016960585.1|DBIA	LOC108604031|XP_017848772.1|DBUS
OG0009003	LOC108028136|XP_016955281.1|DBIA	LOC108598940|XP_017841195.2|DBUS
OG0009005	LOC108036747|XP_016968545.1|DBIA	LOC108608535|XP_017855438.2|DBUS
OG0009006	LOC108032227|XP_016961579.1|DBIA	LOC108603495|XP_017847842.1|DBUS
OG0009007	LOC108030998|XP_016959691.1|DBIA	LOC108598451|XP_017840582.1|DBUS
OG0009008	LOC108031350|XP_016960104.1|DBIA	LOC108602927|XP_017846757.1|DBUS
OG0009009	LOC108028931|XP_016956442.1|DBIA	LOC108598124|XP_017840230.1|DBUS
OG0009010	LOC108035230|XP_016966248.1|DBIA	LOC108600584|XP_017843747.1|DBUS
OG0009011	LOC108034838|XP_016965449.1|DBIA	LOC108599744|XP_017842243.1|DBUS
OG0009012	LOC108026902|XP_016953600.1|DBIA	LOC108596572|XP_017837970.1|DBUS
OG0009013	LOC108023530|XP_016948583.1|DBIA	LOC108606656|XP_017852462.1|DBUS
OG0009014	LOC108034868|XP_016965540.1|DBIA	LOC108599755|XP_017842258.1|DBUS
OG0009015	LOC108028510|XP_016955882.1|DBIA	LOC108600998|XP_017844352.1|DBUS
OG0009016	LOC108035411|XP_016966520.1|DBIA	LOC108599909|XP_017842595.1|DBUS
OG0009017	LOC108027872|XP_016954975.1|DBIA	LOC108596538|XP_017837919.1|DBUS
OG0009018	LOC108036017|XP_016967427.1|DBIA	LOC108607365|XP_017853569.1|DBUS
OG0009019	LOC108024910|XP_016950571.1|DBIA	LOC108607395|XP_017853652.1|DBUS
OG0009020	LOC108026426|XP_016952847.1|DBIA	LOC108601695|XP_017845094.1|DBUS
OG0009021	LOC108032926|XP_016962484.1|DBIA	LOC108604638|XP_017849676.1|DBUS
OG0009022	LOC108023488|XP_016948506.1|DBIA	LOC108602118|XP_017845632.2|DBUS
OG0009023	LOC108024417|XP_016949822.1|DBIA	LOC108602505|XP_033149978.1|DBUS
OG0009024	LOC108031598|XP_016960665.1|DBIA	LOC108603177|XP_017847226.1|DBUS
OG0009025	LOC108027232|XP_016954054.1|DBIA	LOC108602944|XP_017846781.1|DBUS
OG0009026	LOC108026425|XP_016952846.1|DBIA	LOC108601490|XP_017844876.1|DBUS
OG0009027	LOC108029491|XP_016957249.1|DBIA	LOC108596368|XP_017837523.1|DBUS
OG0009028	LOC108035506|XP_016966655.1|DBIA	LOC108598916|XP_017841169.2|DBUS
OG0009029	LOC108023832|XP_016948967.1|DBIA	LOC108608401|XP_017855248.1|DBUS
OG0009030	LOC108027815|XP_016954882.1|DBIA	LOC108607635|XP_017854048.1|DBUS
OG0009031	LOC108027361|XP_016954272.1|DBIA	LOC108604410|XP_017849366.1|DBUS
OG0009032	LOC108027362|XP_016954273.1|DBIA	LOC108604411|XP_017849367.1|DBUS
OG0009033	LOC108036793|XP_016968629.1|DBIA	LOC108594225|XP_017834824.2|DBUS
OG0009034	LOC108032755|XP_016962234.1|DBIA	LOC108594500|XP_017835099.1|DBUS
OG0009035	LOC108032815|XP_016962318.1|DBIA	LOC108602895|XP_017850788.1|DBUS
OG0009036	LOC108036577|XP_016968318.1|DBIA	LOC108594633|XP_033150954.1|DBUS
OG0009037	LOC108034842|XP_016965466.1|DBIA	LOC108596920|XP_017838627.2|DBUS
OG0009038	LOC108024739|XP_016950325.1|DBIA	LOC108602766|XP_017846427.1|DBUS
OG0009039	LOC108026173|XP_016952435.1|DBIA	LOC108602268|XP_017845812.1|DBUS
OG0009040	LOC108022175|XP_016946508.1|DBIA	LOC108595439|XP_017836160.1|DBUS
OG0009041	LOC108031673|XP_016960802.1|DBIA	LOC108603733|XP_017848271.1|DBUS
OG0009043	LOC108032748|XP_016962225.1|DBIA	LOC108607823|XP_017854360.1|DBUS
OG0009044	LOC108029085|XP_016956661.1|DBIA	LOC108607480|XP_017853810.2|DBUS
OG0009045	LOC108027343|XP_016954250.1|DBIA	LOC108604284|XP_017849176.1|DBUS
OG0009046	LOC108030835|XP_016959448.1|DBIA	LOC108600640|XP_033149454.1|DBUS
OG0009047	LOC108030441|XP_016958820.1|DBIA	LOC108595318|XP_017836027.1|DBUS
OG0009048	LOC108032517|XP_016961841.1|DBIA	LOC108600047|XP_017842885.1|DBUS
OG0009049	LOC108026277|XP_016952629.1|DBIA	LOC108602103|XP_017845616.1|DBUS
OG0009050	LOC108032551|XP_016961917.1|DBIA	LOC108603311|XP_017847501.2|DBUS
OG0009051	LOC108029593|XP_016957450.1|DBIA	LOC108596579|XP_017837992.1|DBUS
OG0009052	LOC108027446|XP_016954386.1|DBIA	LOC108604570|XP_017849589.1|DBUS
OG0009053	LOC108026360|XP_016952756.1|DBIA	LOC108603377|XP_017847634.1|DBUS
OG0009054	LOC108031920|XP_016961180.1|DBIA	LOC108603851|XP_017848493.1|DBUS
OG0009055	LOC108033617|XP_016963469.1|DBIA	LOC108598937|XP_017841191.1|DBUS
OG0009056	LOC108033375|XP_016963182.1|DBIA	LOC108608468|XP_017855344.2|DBUS
OG0009057	LOC108029017|XP_016956555.1|DBIA	LOC108599697|XP_017842183.1|DBUS
OG0009058	LOC108036006|XP_016967391.1|DBIA	LOC108607348|XP_017853521.1|DBUS
OG0009059	LOC108028736|XP_016956191.1|DBIA	LOC108601026|XP_017844392.1|DBUS
OG0009060	LOC108024602|XP_016950105.1|DBIA	LOC108601472|XP_017844860.1|DBUS
OG0009061	LOC108022748|XP_016947330.1|DBIA	LOC108596928|XP_017838638.1|DBUS
OG0009062	LOC108036337|XP_016967868.1|DBIA	LOC108595236|XP_017835924.1|DBUS
OG0009064	LOC108030031|XP_016958077.1|DBIA	LOC108595053|XP_017835685.1|DBUS
OG0009065	LOC108024725|XP_016950308.1|DBIA	LOC108604505|XP_017849492.1|DBUS
OG0009066	LOC108034516|XP_016964929.1|DBIA	LOC108599019|XP_017841288.2|DBUS
OG0009067	LOC108030817|XP_016959406.1|DBIA	LOC108599986|XP_017842747.1|DBUS
OG0009068	LOC108029914|XP_016957896.1|DBIA	LOC108596265|XP_017837313.1|DBUS
OG0009069	LOC108033315|XP_016963083.1|DBIA	LOC108594379|XP_017835028.1|DBUS
OG0009070	LOC108036600|XP_016968349.1|DBIA	LOC108597566|XP_017839664.1|DBUS
OG0009071	LOC108026141|XP_016952359.1|DBIA	LOC108602884|XP_017846675.1|DBUS
OG0009072	LOC108027329|XP_016954228.1|DBIA	LOC108602266|XP_017845810.1|DBUS
OG0009073	LOC108032136|XP_016961460.1|DBIA	LOC108604322|XP_017849234.1|DBUS
OG0009074	LOC108024968|XP_016950700.1|DBIA	LOC108604626|XP_017849663.1|DBUS
OG0009075	LOC108032930|XP_016962489.1|DBIA	LOC108601932|XP_017845399.1|DBUS
OG0009076	LOC108031845|XP_016961084.1|DBIA	LOC108604596|XP_017849618.1|DBUS
OG0009077	LOC108032916|XP_016962468.1|DBIA	LOC108598138|XP_017840244.1|DBUS, LOC108605362|XP_017850520.1|DBUS
OG0009078	LOC108024517|XP_016949957.1|DBIA	LOC108603588|XP_017848018.1|DBUS
OG0009079	LOC108031411|XP_016960297.1|DBIA	LOC108603498|XP_017847850.1|DBUS
OG0009081	LOC108025156|XP_016950922.1|DBIA	LOC108602661|XP_017846296.1|DBUS
OG0009082	LOC108024378|XP_016949770.1|DBIA	LOC108602148|XP_017845669.1|DBUS
OG0009083	LOC108023794|XP_016948922.1|DBIA	LOC108605374|XP_033150268.1|DBUS
OG0009084	LOC108031790|XP_016960992.1|DBIA	LOC108604805|XP_017849896.1|DBUS
OG0009086	LOC108024982|XP_016950719.1|DBIA	LOC108604420|XP_017849375.1|DBUS
OG0009087	LOC108024801|XP_016950410.1|DBIA	LOC108604075|XP_017848833.1|DBUS
OG0009088	LOC108025400|XP_016951366.1|DBIA	LOC108601577|XP_033149787.1|DBUS
OG0009089	LOC108024351|XP_016949742.1|DBIA	LOC108607075|XP_017853184.1|DBUS
OG0009090	LOC108025427|XP_016951401.1|DBIA	LOC108602991|XP_017846874.1|DBUS
OG0009091	LOC108024934|XP_016950621.1|DBIA	LOC108602223|XP_017845759.1|DBUS
OG0009092	LOC108027434|XP_016954371.1|DBIA	LOC108602190|XP_017845726.2|DBUS
OG0009093	LOC108024759|XP_016950360.1|DBIA	LOC108603334|XP_017847548.1|DBUS
OG0009094	LOC108026093|XP_016952282.1|DBIA	LOC108601382|XP_017844771.1|DBUS
OG0009095	LOC108025988|XP_016952170.1|DBIA	LOC108601381|XP_033149909.1|DBUS
OG0009096	LOC108025139|XP_016950901.1|DBIA	LOC108602612|XP_017846238.1|DBUS
OG0009097	LOC108025154|XP_016950920.1|DBIA	LOC108602651|XP_017846286.1|DBUS
OG0009098	LOC108025389|XP_016951350.1|DBIA	LOC108604386|XP_017849331.1|DBUS
OG0009099	LOC108025482|XP_016951486.1|DBIA	LOC108604609|XP_017849637.1|DBUS
OG0009100	LOC108028985|XP_016956515.1|DBIA	LOC108600459|XP_033149877.1|DBUS
OG0009101	LOC108027721|XP_016954763.1|DBIA	LOC108607525|XP_017853931.1|DBUS
OG0009102	LOC108029137|XP_016956749.1|DBIA	LOC108608526|XP_017855425.1|DBUS
OG0009103	LOC108029009|XP_016956542.1|DBIA	LOC108608205|XP_017854967.1|DBUS
OG0009104	LOC108029264|XP_016956952.1|DBIA	LOC108603764|XP_017848342.1|DBUS
OG0009105	LOC108036812|XP_016968650.1|DBIA	LOC108601893|XP_017845361.1|DBUS
OG0009106	LOC108032807|XP_016962307.1|DBIA	LOC108608319|XP_017855179.2|DBUS
OG0009107	LOC108034227|XP_016964562.1|DBIA	LOC108597936|XP_017840044.1|DBUS
OG0009108	LOC108026434|XP_016952859.1|DBIA	LOC108602001|XP_017845491.1|DBUS
OG0009109	LOC108034319|XP_016964678.1|DBIA	LOC108607867|XP_017854444.1|DBUS
OG0009110	LOC108029058|XP_016956614.1|DBIA	LOC108607534|XP_017853903.1|DBUS
OG0009111	LOC108035100|XP_016966015.1|DBIA	LOC108598670|XP_017840875.1|DBUS
OG0009112	LOC108029133|XP_016956745.1|DBIA	LOC108607927|XP_017854530.1|DBUS
OG0009113	LOC108034181|XP_016964487.1|DBIA	LOC108596470|XP_033149904.1|DBUS
OG0009114	LOC108029164|XP_016956794.1|DBIA	LOC108600905|XP_017844224.1|DBUS
OG0009115	LOC108024073|XP_016949334.1|DBIA	LOC108606099|XP_017851434.2|DBUS
OG0009116	LOC108027679|XP_016954714.1|DBIA	LOC108594797|XP_017835428.1|DBUS
OG0009117	LOC108033316|XP_016963084.1|DBIA	LOC108603487|XP_017847554.2|DBUS
OG0009119	LOC108033560|XP_016963393.1|DBIA	LOC108607748|XP_017854265.1|DBUS
OG0009120	LOC108034463|XP_016964836.1|DBIA	LOC108598062|XP_033149586.1|DBUS
OG0009121	LOC108030424|XP_016958799.1|DBIA	LOC108597079|XP_017838903.1|DBUS
OG0009122	LOC108022246|XP_016946594.1|DBIA	LOC108595756|XP_017836535.1|DBUS
OG0009123	LOC108022924|XP_016947625.1|DBIA	LOC108595877|XP_017836656.1|DBUS
OG0009124	LOC108032402|XP_016961712.1|DBIA	LOC108594848|XP_017835475.1|DBUS
OG0009125	LOC108030203|XP_016958449.1|DBIA	LOC108595550|XP_017836297.1|DBUS
OG0009127	LOC108022932|XP_016947633.1|DBIA	LOC108596278|XP_017837339.1|DBUS
OG0009128	LOC108029938|XP_016957922.1|DBIA	LOC108595788|XP_017836569.1|DBUS
OG0009129	LOC108029407|XP_016957129.1|DBIA	LOC108595784|XP_017836565.1|DBUS
OG0009130	LOC108029521|XP_016957309.1|DBIA	LOC108595246|XP_017835936.1|DBUS
OG0009131	LOC108036349|XP_016967911.1|DBIA	LOC108596790|XP_017838382.1|DBUS
OG0009132	LOC108022594|XP_016947110.1|DBIA	LOC108596810|XP_017838414.1|DBUS
OG0009133	LOC108029427|XP_016957161.1|DBIA	LOC108594714|XP_017835342.1|DBUS
OG0009134	LOC108029897|XP_016957876.1|DBIA	LOC108594827|XP_017835454.1|DBUS, LOC108594826|XP_017835453.1|DBUS
OG0009135	LOC108036592|XP_016968341.1|DBIA	LOC108594646|XP_017835277.1|DBUS
OG0009136	LOC108030452|XP_016958834.1|DBIA	LOC108596068|XP_017836951.1|DBUS
OG0009137	LOC108022238|XP_016946585.1|DBIA	LOC108597740|XP_017839930.1|DBUS
OG0009138	LOC108022291|XP_016946639.1|DBIA	LOC108595835|XP_017836614.1|DBUS
OG0009139	LOC108023094|XP_016947844.1|DBIA	LOC108596276|XP_017837337.1|DBUS
OG0009140	LOC108022228|XP_016946575.1|DBIA	LOC108595502|XP_017836244.1|DBUS
OG0009141	LOC108029933|XP_016957917.1|DBIA	LOC108595495|XP_017836237.1|DBUS
OG0009142	LOC108030046|XP_016958110.1|DBIA	LOC108596135|XP_017837091.1|DBUS
OG0009143	LOC108026970|XP_016953675.1|DBIA	LOC108594932|XP_017835555.1|DBUS
OG0009144	LOC108026720|XP_016953317.1|DBIA	LOC108595783|XP_017836564.1|DBUS
OG0009145	LOC108022264|XP_016946610.1|DBIA	LOC108595500|XP_017836241.1|DBUS
OG0009146	LOC108029681|XP_016957620.1|DBIA	LOC108597422|XP_017839463.1|DBUS
OG0009147	LOC108036513|XP_016968207.1|DBIA	LOC108594996|XP_017835618.1|DBUS
OG0009148	LOC108029661|XP_016957577.1|DBIA	LOC108597434|XP_017839481.1|DBUS
OG0009149	LOC108026603|XP_016953065.1|DBIA	LOC108595641|XP_033149012.1|DBUS
OG0009150	LOC108029470|XP_016957213.1|DBIA	LOC108600034|XP_017842861.1|DBUS
OG0009151	LOC108022994|XP_016947712.1|DBIA	LOC108596607|XP_017838027.1|DBUS
OG0009152	LOC108036318|XP_016967819.1|DBIA	LOC108596530|XP_017838211.1|DBUS
OG0009153	LOC108026652|XP_016953179.1|DBIA	LOC108595603|XP_017836358.1|DBUS
OG0009154	LOC108026056|XP_016952239.1|DBIA	LOC108604273|XP_017849161.1|DBUS
OG0009155	LOC108029537|XP_016957335.1|DBIA	LOC108595479|XP_017836217.1|DBUS
OG0009156	LOC108032408|XP_016961717.1|DBIA	LOC108601269|XP_017844320.1|DBUS
OG0009157	LOC108034124|XP_016964401.1|DBIA	LOC108598610|XP_017840797.2|DBUS
OG0009158	LOC108031362|XP_016960124.1|DBIA	LOC108598714|XP_017840932.1|DBUS
OG0009159	LOC108026283|XP_016952641.1|DBIA	LOC108606438|XP_017852039.1|DBUS
OG0009160	LOC108027681|XP_016954717.1|DBIA	LOC108607014|XP_017853086.1|DBUS
OG0009161	LOC108023698|XP_016948813.1|DBIA	LOC108606775|XP_017852683.1|DBUS
OG0009162	LOC108034550|XP_016964966.1|DBIA	LOC108598999|XP_017841265.1|DBUS
OG0009163	LOC108035700|XP_016966910.1|DBIA	LOC108601164|XP_017844585.1|DBUS
OG0009164	LOC108035186|XP_016966155.1|DBIA	LOC108598602|XP_017840786.2|DBUS
OG0009165	LOC108027996|XP_016955112.1|DBIA	LOC108597968|XP_033149605.1|DBUS
OG0009166	LOC108034439|XP_016964812.1|DBIA	LOC108597887|XP_017839994.1|DBUS
OG0009167	LOC108028675|XP_016956098.1|DBIA	LOC108600282|XP_017843241.1|DBUS
OG0009168	LOC108028676|XP_016956100.1|DBIA	LOC108600283|XP_017843242.1|DBUS
OG0009169	LOC108034919|XP_016965661.1|DBIA	LOC108599735|XP_017842232.2|DBUS
OG0009170	LOC108034678|XP_016965109.1|DBIA	LOC108598893|XP_017841143.1|DBUS
OG0009171	LOC108034891|XP_016965591.1|DBIA	LOC108598596|XP_017840779.1|DBUS
OG0009172	LOC108030655|XP_016959160.1|DBIA	LOC108600205|XP_017843110.1|DBUS, LOC108598087|XP_017840190.1|DBUS
OG0009173	LOC108035226|XP_016966245.1|DBIA	LOC108599838|XP_017842437.1|DBUS
OG0009174	LOC108025650|XP_016951678.1|DBIA	LOC108605730|XP_017851014.1|DBUS
OG0009175	LOC108036773|XP_016968601.1|DBIA	LOC108607869|XP_017854450.1|DBUS
OG0009176	LOC108035650|XP_016966845.1|DBIA	LOC108598781|XP_017841010.2|DBUS
OG0009177	LOC108030699|XP_016959226.1|DBIA, LOC108036262|XP_016967762.1|DBIA	LOC108599507|XP_017841904.1|DBUS, LOC108599131|XP_017841408.2|DBUS, LOC108598870|XP_017841118.1|DBUS, LOC108599284|XP_017841571.1|DBUS, LOC108594830|XP_017835457.1|DBUS, LOC108598872|XP_017841121.1|DBUS, LOC108594832|XP_017835458.1|DBUS, LOC108608423|XP_017855282.2|DBUS
OG0009178	LOC108030672|XP_016959187.1|DBIA	LOC108598884|XP_017841134.2|DBUS
OG0009179	LOC108030764|XP_016959306.1|DBIA	LOC108599208|XP_017841492.1|DBUS
OG0009180	LOC108034957|XP_016965737.1|DBIA	LOC108599056|XP_017841325.1|DBUS
OG0009181	LOC108028711|XP_016956150.1|DBIA	LOC108598129|XP_017840236.1|DBUS, LOC108598277|XP_017840383.2|DBUS
OG0009182	LOC108030660|XP_016959171.1|DBIA	LOC108598750|XP_033149466.1|DBUS
OG0009183	LOC108034396|XP_016964766.1|DBIA	LOC108599232|XP_017841519.1|DBUS
OG0009185	LOC108030905|XP_016959573.1|DBIA	LOC108598426|XP_017840541.2|DBUS
OG0009186	LOC108028787|XP_016956256.1|DBIA	LOC108598959|XP_017841218.1|DBUS
OG0009187	LOC108032111|XP_016961431.1|DBIA	LOC108602363|XP_017845953.1|DBUS
OG0009188	LOC108023125|XP_016947883.1|DBIA	LOC108596236|XP_017837264.1|DBUS
OG0009189	LOC108035538|XP_016966694.1|DBIA	LOC108598643|XP_017841264.1|DBUS
OG0009190	LOC108034632|XP_016965059.1|DBIA	LOC108599260|XP_017841544.2|DBUS
OG0009191	LOC108022065|XP_016946399.1|DBIA	LOC108594650|XP_017835281.1|DBUS
OG0009192	LOC108023633|XP_016948738.1|DBIA	LOC108596074|XP_017836976.1|DBUS
OG0009193	LOC108032634|XP_016962067.1|DBIA	LOC108608063|XP_017854738.2|DBUS
OG0009194	LOC108029875|XP_016957855.1|DBIA	LOC108606310|XP_017851843.1|DBUS
OG0009195	LOC108034690|XP_016965120.1|DBIA	LOC108599024|XP_017841294.1|DBUS
OG0009196	LOC108034460|XP_016964833.1|DBIA	LOC108598082|XP_033149341.1|DBUS
OG0009197	LOC108028808|XP_016956282.1|DBIA	LOC108601024|XP_033149575.1|DBUS
OG0009198	LOC108030514|XP_016958891.1|DBIA	LOC108598633|XP_017840823.2|DBUS, LOC108599167|XP_017841441.2|DBUS
OG0009199	LOC108028135|XP_016955280.1|DBIA	LOC108599211|XP_033149402.1|DBUS
OG0009200	LOC108022898|XP_016947586.1|DBIA	LOC108597073|XP_017838892.1|DBUS
OG0009201	LOC108030455|XP_016958837.1|DBIA	LOC108597227|XP_017839159.1|DBUS
OG0009202	LOC108022374|XP_016946744.1|DBIA	LOC108595873|XP_017836654.1|DBUS
OG0009203	LOC108029414|XP_016957137.1|DBIA	LOC108595499|XP_017836240.1|DBUS
OG0009205	LOC108029390|XP_016957106.1|DBIA	LOC108594891|XP_017835518.1|DBUS
OG0009206	LOC108022494|XP_016946936.1|DBIA	LOC108596619|XP_017838053.1|DBUS
OG0009207	LOC108026087|XP_016952274.1|DBIA	LOC108602487|XP_017846100.1|DBUS
OG0009209	LOC108024318|XP_016949709.1|DBIA	LOC108602207|XP_017845743.1|DBUS
OG0009210	LOC108029970|XP_016957965.1|DBIA	LOC108595573|XP_017836322.1|DBUS
OG0009211	LOC108034185|XP_016964493.1|DBIA	LOC108608160|XP_017854906.1|DBUS
OG0009213	LOC108032988|XP_016962559.1|DBIA	LOC117135018|XP_033150707.1|DBUS
OG0009214	LOC108034684|XP_016965113.1|DBIA	LOC108600053|XP_017842889.1|DBUS
OG0009220	LOC108033146|XP_016962859.1|DBIA	LOC108607059|XP_017853161.1|DBUS
OG0009221	LOC108033458|XP_016963283.1|DBIA	LOC108604238|XP_017849103.1|DBUS
OG0009222	LOC108025887|XP_016952052.1|DBIA	LOC108605738|XP_017851023.1|DBUS
OG0009224	LOC108027018|XP_016953703.1|DBIA	LOC108601545|XP_017844933.1|DBUS
OG0009225	LOC108023547|XP_016948614.1|DBIA	LOC108607163|XP_017853302.1|DBUS
OG0009228	LOC108024016|XP_016949265.1|DBIA	LOC108605838|XP_017851135.1|DBUS
OG0009231	LOC108033012|XP_016962628.1|DBIA	LOC108605106|XP_017850158.1|DBUS
OG0009236	LOC108035139|XP_016966070.1|DBIA	LOC108602747|XP_017846393.1|DBUS
OG0009238	LOC108030674|XP_016959191.1|DBIA	LOC108598976|XP_017841239.2|DBUS
OG0009239	LOC108030755|XP_016959295.1|DBIA	LOC108598474|XP_017840612.1|DBUS
OG0009241	LOC108027874|XP_016954978.1|DBIA	LOC108608428|XP_017855285.2|DBUS
OG0009245	LOC108025396|XP_016951365.1|DBIA	LOC108601429|XP_017844816.1|DBUS
OG0009247	LOC108023472|XP_016948482.1|DBIA	LOC108602153|XP_017845675.1|DBUS
OG0009248	LOC108024005|XP_016949236.1|DBIA	LOC108607036|XP_017853118.1|DBUS
OG0009249	LOC108033383|XP_016963191.1|DBIA	LOC108607905|XP_033149912.1|DBUS
OG0009251	LOC108033416|XP_016963230.1|DBIA	LOC108605908|XP_017851212.1|DBUS
OG0009252	LOC108024194|XP_016949529.1|DBIA	LOC108606957|XP_017853004.1|DBUS
OG0009253	LOC108023650|XP_016948758.1|DBIA	LOC108605634|XP_017850906.1|DBUS
OG0009254	LOC108023710|XP_016948829.1|DBIA	LOC108607066|XP_017853171.1|DBUS
OG0009255	LOC108023437|XP_016948416.1|DBIA	LOC108605924|XP_017851230.1|DBUS
OG0009256	LOC108035806|XP_016967042.1|DBIA	LOC108607162|XP_017853301.1|DBUS
OG0009257	LOC108033077|XP_016962735.1|DBIA	LOC108605768|XP_017851060.1|DBUS
OG0009258	LOC108025793|XP_016951917.1|DBIA	LOC108605379|XP_033150356.1|DBUS
OG0009259	LOC108033089|XP_016962773.1|DBIA	LOC108605468|XP_017850643.1|DBUS
OG0009260	LOC108027168|XP_016953939.1|DBIA	LOC108606968|XP_017853020.1|DBUS
OG0009261	LOC108024010|XP_016949246.1|DBIA	LOC108606455|XP_017852057.1|DBUS
OG0009262	LOC108033213|XP_016962957.1|DBIA	LOC108605588|XP_017850847.1|DBUS
OG0009263	LOC108024164|XP_016949467.1|DBIA	LOC108606383|XP_017851937.1|DBUS
OG0009264	LOC108024264|XP_016949640.1|DBIA	LOC108605254|XP_017850363.1|DBUS
OG0009265	LOC108024095|XP_016949358.1|DBIA	LOC108606635|XP_017852419.1|DBUS
OG0009266	LOC108036732|XP_016968519.1|DBIA	LOC108608213|XP_033150684.1|DBUS
OG0009269	LOC108025076|XP_016950850.1|DBIA	LOC108601855|XP_017845295.1|DBUS
OG0009270	LOC108022239|XP_016946587.1|DBIA	LOC108594707|XP_017835336.1|DBUS
OG0009271	LOC108033118|XP_016962813.1|DBIA	LOC108606901|XP_017852921.1|DBUS
OG0009272	LOC108028064|XP_016955193.1|DBIA	LOC108598321|XP_017840427.1|DBUS
OG0009273	LOC108028999|XP_016956533.1|DBIA	LOC108601408|XP_017844799.1|DBUS
OG0009274	LOC108034947|XP_016965716.1|DBIA	LOC108599873|XP_017842514.1|DBUS
OG0009275	LOC108023331|XP_016948141.1|DBIA	LOC108604978|XP_017850036.1|DBUS
OG0009276	LOC108026548|XP_016952987.1|DBIA	LOC108595721|XP_017836491.1|DBUS
OG0009277	LOC108024085|XP_016949348.1|DBIA	LOC108605007|XP_017850062.1|DBUS
OG0009278	LOC108023195|XP_016947940.1|DBIA	LOC108604934|XP_033150259.1|DBUS
OG0009279	LOC108033491|XP_016963318.1|DBIA	LOC108603585|XP_017848019.1|DBUS
OG0009280	LOC108021972|XP_016946298.1|DBIA	LOC108606806|XP_017852765.1|DBUS
OG0009281	LOC108025918|XP_016952094.1|DBIA	LOC108607269|XP_017853451.1|DBUS
OG0009282	LOC108036841|XP_016968695.1|DBIA	LOC108606722|XP_017852597.1|DBUS
OG0009283	LOC108034927|XP_016965675.1|DBIA	LOC108594498|XP_017835185.2|DBUS
OG0009284	LOC108035964|XP_016967270.1|DBIA	LOC108598745|XP_017840969.1|DBUS
OG0009285	LOC108035998|XP_016967366.1|DBIA	LOC108607423|XP_017853717.1|DBUS
OG0009287	LOC108028806|XP_016956280.1|DBIA	LOC108599897|XP_017842577.1|DBUS
OG0009288	LOC108036112|XP_016967580.1|DBIA	LOC108605055|XP_017850111.1|DBUS
OG0009290	LOC108022082|XP_016946415.1|DBIA	LOC108595921|XP_017836699.1|DBUS
OG0009292	LOC108024053|XP_016949324.1|DBIA	LOC108605939|XP_017851249.1|DBUS
