Orthogroup	DBIA.longest_only	CPIP.longest_only
OG0007601	LOC108030522|XP_016958898.1|DBIA	LOC120422235|XP_039441553.1|CPIP
OG0007602	LOC108030926|XP_016959609.1|DBIA	LOC120422214|XP_039441533.1|CPIP
OG0007603	LOC108030886|XP_016959537.1|DBIA	LOC120422205|XP_039441520.1|CPIP
OG0007604	LOC108030127|XP_016958324.1|DBIA	LOC120416710|XP_039434460.1|CPIP
OG0007605	LOC108030736|XP_016959267.1|DBIA	LOC120427875|XP_039448739.1|CPIP
OG0007606	LOC108030575|XP_016958999.1|DBIA	LOC120427872|XP_039448735.1|CPIP
OG0007607	LOC108025260|XP_016951109.1|DBIA	LOC120428928|XP_039450003.1|CPIP
OG0007608	LOC108028324|XP_016955545.1|DBIA	LOC120423799|XP_039443653.1|CPIP
OG0007609	LOC108025825|XP_016951967.1|DBIA	LOC120423793|XP_039443646.1|CPIP
OG0007610	LOC108036675|XP_016968446.1|DBIA	LOC120423911|XP_039443826.1|CPIP
OG0007611	LOC108035728|XP_016966922.1|DBIA	LOC120423878|XP_039443762.1|CPIP
OG0007612	LOC108036574|XP_016968311.1|DBIA	LOC120423880|XP_039443773.1|CPIP
OG0007613	LOC108023011|XP_016947733.1|DBIA	LOC120423891|XP_039443801.1|CPIP
OG0007614	LOC108035472|XP_016966610.1|DBIA	LOC120423685|XP_039443512.1|CPIP
OG0007615	LOC108029892|XP_016957874.1|DBIA	LOC120423692|XP_039443521.1|CPIP
OG0007616	LOC108026287|XP_016952642.1|DBIA	LOC120423688|XP_039443514.1|CPIP
OG0007617	LOC108030616|XP_016959099.1|DBIA	LOC120423686|XP_039443513.1|CPIP
OG0007618	LOC108034620|XP_016965045.1|DBIA	LOC120423684|XP_039443511.1|CPIP
OG0007619	LOC108035155|XP_016966094.1|DBIA	LOC120423691|XP_039443519.1|CPIP
OG0007620	LOC108034836|XP_016965444.1|DBIA	LOC120423707|XP_039443546.1|CPIP
OG0007621	LOC108036651|XP_016968420.1|DBIA	LOC120423893|XP_039443807.1|CPIP
OG0007622	LOC108028246|XP_016955414.1|DBIA	LOC120429113|XP_039450218.1|CPIP
OG0007623	LOC108028333|XP_016955566.1|DBIA	LOC120429111|XP_039450209.1|CPIP
OG0007624	LOC108028771|XP_016956237.1|DBIA	LOC120429125|XP_039450250.1|CPIP
OG0007625	LOC108028351|XP_016955594.1|DBIA	LOC120429119|XP_039450242.1|CPIP
OG0007626	LOC108028334|XP_016955576.1|DBIA	LOC120428266|XP_039449192.1|CPIP
OG0007627	LOC108030858|XP_016959495.1|DBIA	LOC120428255|XP_039449179.1|CPIP
OG0007628	LOC108035643|XP_016966840.1|DBIA	LOC120415070|XP_039432398.1|CPIP
OG0007629	LOC108035380|XP_016966475.1|DBIA	LOC120420790|XP_039439837.1|CPIP
OG0007630	LOC108031339|XP_016960092.1|DBIA	LOC120429171|XP_039450317.1|CPIP
OG0007631	LOC108024621|XP_016950148.1|DBIA	LOC120421421|XP_039440569.1|CPIP
OG0007632	LOC108030166|XP_016958392.1|DBIA	LOC120420812|XP_039439866.1|CPIP
OG0007633	LOC108033757|XP_016963819.1|DBIA	LOC120423670|XP_039443490.1|CPIP
OG0007634	LOC108025507|XP_016951518.1|DBIA	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP
OG0007635	LOC108032703|XP_016962170.1|DBIA	LOC120424364|XP_039444393.1|CPIP
OG0007638	LOC108023360|XP_016948230.1|DBIA	LOC120427292|XP_039448078.1|CPIP
OG0007639	LOC108024240|XP_016949610.1|DBIA	LOC120418877|XP_039437344.1|CPIP
OG0007640	LOC108022566|XP_016947053.1|DBIA	LOC120428888|XP_039449961.1|CPIP
OG0007641	LOC108031844|XP_016961083.1|DBIA	LOC120424396|XP_039444428.1|CPIP
OG0007651	LOC108036509|XP_016968204.1|DBIA	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP
OG0007664	LOC108031126|XP_016959829.1|DBIA	LOC120432210|XP_039453304.1|CPIP
OG0007665	LOC108025735|XP_016951812.1|DBIA	LOC120421060|XP_039440139.1|CPIP
OG0007666	LOC108025800|XP_016951928.1|DBIA	LOC120422064|XP_039441334.1|CPIP
OG0007667	LOC108028888|XP_016956394.1|DBIA	LOC120421078|XP_039440157.1|CPIP
OG0007668	LOC108036151|XP_016967631.1|DBIA	LOC120415081|XP_039432417.1|CPIP
OG0007669	LOC108027158|XP_016953883.1|DBIA	LOC120432337|XP_039453459.1|CPIP
OG0007670	LOC108027144|XP_016953857.1|DBIA	LOC120432336|XP_039453458.1|CPIP
OG0007671	LOC108023600|XP_016948697.1|DBIA	LOC120415059|XP_039432379.1|CPIP
OG0007672	LOC108023200|XP_016947949.1|DBIA	LOC120413709|XP_039430564.1|CPIP
OG0007674	LOC108023948|XP_016949128.1|DBIA	LOC120418098|XP_039436300.1|CPIP
OG0007675	LOC108023993|XP_016949218.1|DBIA	LOC120418104|XP_039436308.1|CPIP
OG0007676	LOC108035803|XP_016967038.1|DBIA	LOC120418120|XP_039436332.1|CPIP
OG0007677	LOC108023742|XP_016948868.1|DBIA	LOC120418127|XP_039436338.1|CPIP
OG0007678	LOC108025884|XP_016952049.1|DBIA	LOC120432216|XP_039453315.1|CPIP
OG0007679	LOC108025840|XP_016951986.1|DBIA	LOC120432327|XP_039453446.1|CPIP
OG0007680	LOC108027873|XP_016954977.1|DBIA	LOC120432238|XP_039453347.1|CPIP
OG0007681	LOC108031957|XP_016961234.1|DBIA	LOC120413734|XP_039430594.1|CPIP
OG0007682	LOC108025636|XP_016951660.1|DBIA	LOC120421044|XP_039440121.1|CPIP
OG0007683	LOC108024188|XP_016949522.1|DBIA	LOC120421045|XP_039440122.1|CPIP
OG0007684	LOC108023962|XP_016949165.1|DBIA	LOC120429210|XP_039450362.1|CPIP
OG0007685	LOC108025702|XP_016951734.1|DBIA	LOC120412427|XP_039428823.1|CPIP
OG0007686	LOC108025865|XP_016952023.1|DBIA	LOC120430764|XP_039451812.1|CPIP
OG0007687	LOC108021955|XP_016946273.1|DBIA	LOC120430936|XP_039451990.1|CPIP
OG0007689	LOC108027605|XP_016954614.1|DBIA	LOC120429176|XP_039450323.1|CPIP
OG0007690	LOC108023954|XP_016949136.1|DBIA	LOC120416385|XP_039434053.1|CPIP
OG0007691	LOC108024740|XP_016950326.1|DBIA	LOC120419701|XP_039438422.1|CPIP
OG0007692	LOC108024043|XP_016949308.1|DBIA	LOC120417678|XP_039435745.1|CPIP
OG0007693	LOC108027526|XP_016954459.1|DBIA	LOC120417680|XP_039435747.1|CPIP
OG0007694	LOC108030709|XP_016959239.1|DBIA	LOC120422473|XP_039441862.1|CPIP
OG0007695	LOC108033207|XP_016962946.1|DBIA	LOC120424285|XP_039444290.1|CPIP
OG0007696	LOC108035969|XP_016967276.1|DBIA	LOC120415054|XP_039432369.1|CPIP
OG0007697	LOC108035099|XP_016966014.1|DBIA	LOC120431137|XP_039452218.1|CPIP
OG0007698	LOC108036127|XP_016967604.1|DBIA	LOC120431201|XP_039452279.1|CPIP
OG0007699	LOC108022043|XP_016946376.1|DBIA	LOC120422535|XP_039441931.1|CPIP
OG0007700	LOC108023577|XP_016948661.1|DBIA	LOC120422528|XP_039441922.1|CPIP
OG0007701	LOC108036148|XP_016967629.1|DBIA	LOC120422526|XP_039441918.1|CPIP
OG0007702	LOC108024130|XP_016949402.1|DBIA	LOC120424293|XP_039444309.1|CPIP
OG0007703	LOC108021973|XP_016946303.1|DBIA	LOC120420186|XP_039439102.1|CPIP
OG0007704	LOC108025103|XP_016950856.1|DBIA	LOC120422461|XP_039441838.1|CPIP
OG0007705	LOC108035794|XP_016967023.1|DBIA	LOC120422443|XP_039441820.1|CPIP
OG0007706	LOC108035804|XP_016967039.1|DBIA	LOC120420220|XP_039439142.1|CPIP
OG0007707	LOC108025733|XP_016951801.1|DBIA	LOC120420252|XP_039439178.1|CPIP
OG0007708	LOC108023975|XP_016949189.1|DBIA	LOC120416886|XP_039434713.1|CPIP
OG0007709	LOC108036351|XP_016967917.1|DBIA	LOC120413339|XP_039430049.1|CPIP
OG0007710	LOC108025886|XP_016952051.1|DBIA	LOC120412706|XP_039429220.1|CPIP
OG0007711	LOC108033163|XP_016962884.1|DBIA	LOC120412954|XP_039429532.1|CPIP
OG0007712	LOC108026475|XP_016952925.1|DBIA	LOC120432603|XP_039453786.1|CPIP
OG0007713	LOC108032084|XP_016961425.1|DBIA	LOC120413005|XP_039429591.1|CPIP
OG0007714	LOC108027555|XP_016954508.1|DBIA	LOC120412406|XP_039428805.1|CPIP
OG0007715	LOC108024035|XP_016949297.1|DBIA	LOC120432339|XP_039453464.1|CPIP
OG0007716	LOC108025719|XP_016951766.1|DBIA	LOC120421425|XP_039440571.1|CPIP
OG0007717	LOC108025357|XP_016951306.1|DBIA	LOC120417022|XP_039434895.1|CPIP
OG0007719	LOC108024179|XP_016949491.1|DBIA	LOC120428373|XP_039449338.1|CPIP
OG0007720	LOC108024205|XP_016949544.1|DBIA	LOC120426047|XP_039446701.1|CPIP
OG0007721	LOC108027577|XP_016954573.1|DBIA	LOC120415177|XP_039432603.1|CPIP
OG0007722	LOC108027510|XP_016954443.1|DBIA	LOC120413640|XP_039430525.1|CPIP
OG0007723	LOC108027495|XP_016954428.1|DBIA	LOC120429012|XP_039450115.1|CPIP
OG0007724	LOC108029134|XP_016956746.1|DBIA	LOC120423411|XP_039443183.1|CPIP
OG0007725	LOC108033174|XP_016962900.1|DBIA	LOC120413343|XP_039430056.1|CPIP
OG0007726	LOC108029229|XP_016956949.1|DBIA	LOC120424698|XP_039444811.1|CPIP
OG0007727	LOC108036546|XP_016968268.1|DBIA	LOC120424692|XP_039444805.1|CPIP
OG0007728	LOC108033098|XP_016962828.1|DBIA	LOC120424529|XP_039444622.1|CPIP
OG0007729	LOC108032878|XP_016962415.1|DBIA	LOC120424532|XP_039444627.1|CPIP
OG0007730	LOC108032993|XP_016962621.1|DBIA	LOC120416906|XP_039434739.1|CPIP
OG0007731	LOC108028192|XP_016955345.1|DBIA	LOC120430987|XP_039452086.1|CPIP
OG0007732	LOC108027602|XP_016954612.1|DBIA	LOC120413291|XP_039429981.1|CPIP
OG0007733	LOC108024030|XP_016949288.1|DBIA	LOC120413161|XP_039429807.1|CPIP
OG0007734	LOC108023937|XP_016949113.1|DBIA	LOC120432278|XP_039453402.1|CPIP
OG0007735	LOC108028867|XP_016956347.1|DBIA	LOC120426602|XP_039447329.1|CPIP
OG0007736	LOC108023616|XP_016948711.1|DBIA	LOC120414524|XP_039431666.1|CPIP
OG0007737	LOC108031775|XP_016960973.1|DBIA	LOC120414150|XP_039431121.1|CPIP
OG0007738	LOC108031756|XP_016960950.1|DBIA	LOC120414170|XP_039431162.1|CPIP
OG0007739	LOC108025876|XP_016952039.1|DBIA, LOC108032790|XP_016962287.1|DBIA	LOC120419613|XP_039438286.1|CPIP
OG0007740	LOC108023643|XP_016948748.1|DBIA	LOC120419627|XP_039438315.1|CPIP
OG0007741	LOC108031292|XP_016960059.1|DBIA	LOC120417756|XP_039435845.1|CPIP
OG0007742	LOC108025808|XP_016951940.1|DBIA	LOC120432667|XP_039453854.1|CPIP
OG0007743	LOC108026385|XP_016952795.1|DBIA	LOC120428363|XP_039449301.1|CPIP
OG0007744	LOC108033734|XP_016963774.1|DBIA	LOC120422227|XP_039441583.1|CPIP
OG0007746	LOC108032099|XP_016961416.1|DBIA	LOC120426471|XP_039447168.1|CPIP
OG0007747	LOC108033073|XP_016962730.1|DBIA	LOC120413292|XP_039429980.1|CPIP
OG0007748	LOC108027488|XP_016954420.1|DBIA	LOC120413272|XP_039429935.1|CPIP
OG0007749	LOC108023444|XP_016948424.1|DBIA	LOC120423866|XP_039443748.1|CPIP
OG0007750	LOC108025312|XP_016951201.1|DBIA	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP
OG0007751	LOC108029200|XP_016956866.1|DBIA	LOC120430115|XP_039451133.1|CPIP
OG0007752	LOC108028890|XP_016956397.1|DBIA	LOC120425535|XP_039446029.1|CPIP
OG0007753	LOC108023482|XP_016948492.1|DBIA	LOC120416279|XP_039433927.1|CPIP
OG0007754	LOC108023691|XP_016948804.1|DBIA	LOC120418065|XP_039436257.1|CPIP
OG0007755	LOC108023264|XP_016948036.1|DBIA	LOC120414210|XP_039431244.1|CPIP
OG0007756	LOC108023287|XP_016948067.1|DBIA	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP
OG0007757	LOC108024225|XP_016949585.1|DBIA	LOC120419905|XP_039438707.1|CPIP
OG0007758	LOC108034025|XP_016964253.1|DBIA	LOC120419890|XP_039438692.1|CPIP
OG0007760	LOC108033135|XP_016962846.1|DBIA	LOC120428463|XP_039449410.1|CPIP
OG0007761	LOC108027544|XP_016954485.1|DBIA	LOC120426438|XP_039447136.1|CPIP
OG0007762	LOC108027543|XP_016954482.1|DBIA	LOC120426431|XP_039447128.1|CPIP
OG0007763	LOC108029295|XP_016956986.1|DBIA	LOC120426439|XP_039447137.1|CPIP
OG0007764	LOC108028857|XP_016956334.1|DBIA	LOC120426430|XP_039447125.1|CPIP
OG0007765	LOC108028858|XP_016956335.1|DBIA	LOC120426447|XP_039447140.1|CPIP
OG0007766	LOC108031909|XP_016961166.1|DBIA	LOC120426424|XP_039447116.1|CPIP
OG0007767	LOC108036013|XP_016967421.1|DBIA	LOC120424148|XP_039444126.1|CPIP
OG0007768	LOC108033197|XP_016962932.1|DBIA	LOC120431852|XP_039452912.1|CPIP
OG0007771	LOC108029286|XP_016956974.1|DBIA	LOC120429691|XP_039450660.1|CPIP
OG0007772	LOC108023436|XP_016948415.1|DBIA	LOC120425008|XP_039445313.1|CPIP
OG0007775	LOC108024042|XP_016949306.1|DBIA	LOC120425624|XP_039446141.1|CPIP
OG0007776	LOC108033230|XP_016962986.1|DBIA	LOC120425635|XP_039446152.1|CPIP
OG0007777	LOC108024004|XP_016949234.1|DBIA	LOC120431415|XP_039452470.1|CPIP
OG0007778	LOC108025914|XP_016952088.1|DBIA	LOC120427650|XP_039448463.1|CPIP
OG0007780	LOC108025874|XP_016952037.1|DBIA	LOC120428525|XP_039449488.1|CPIP
OG0007781	LOC108027573|XP_016954567.1|DBIA	LOC120413004|XP_039429588.1|CPIP
OG0007782	LOC108024794|XP_016950401.1|DBIA	LOC120429010|XP_039450082.1|CPIP
OG0007788	LOC108031979|XP_016961262.1|DBIA	LOC120425477|XP_039445946.1|CPIP
OG0007789	LOC108031051|XP_016959740.1|DBIA	LOC120431710|XP_039452766.1|CPIP
OG0007790	LOC108026142|XP_016952360.1|DBIA	LOC120431864|XP_039452933.1|CPIP
OG0007791	LOC108025348|XP_016951294.1|DBIA	LOC120423859|XP_039443746.1|CPIP
OG0007792	LOC108025838|XP_016951985.1|DBIA	LOC120423835|XP_039443714.1|CPIP
OG0007794	LOC108024192|XP_016949527.1|DBIA	LOC120417203|XP_039435103.1|CPIP
OG0007795	LOC108023681|XP_016948792.1|DBIA	LOC120430959|XP_039452023.1|CPIP
OG0007796	LOC108026264|XP_016952612.1|DBIA	LOC120425733|XP_039446270.1|CPIP
OG0007797	LOC108025333|XP_016951251.1|DBIA	LOC120423295|XP_039442993.1|CPIP
OG0007798	LOC108025296|XP_016951174.1|DBIA	LOC120423294|XP_039442991.1|CPIP
OG0007800	LOC108032224|XP_016961575.1|DBIA	LOC120426742|XP_039447454.1|CPIP
OG0007802	LOC108032042|XP_016961343.1|DBIA	LOC120415992|XP_039433583.1|CPIP
OG0007803	LOC108030955|XP_016959644.1|DBIA	LOC120422571|XP_039441989.1|CPIP
OG0007804	LOC108023477|XP_016948487.1|DBIA	LOC120430217|XP_039451226.1|CPIP
OG0007805	LOC108027583|XP_016954587.1|DBIA	LOC120430222|XP_039451235.1|CPIP
OG0007806	LOC108027584|XP_016954588.1|DBIA	LOC120430221|XP_039451234.1|CPIP
OG0007808	LOC108026465|XP_016952895.1|DBIA	LOC120423723|XP_039443562.1|CPIP
OG0007809	LOC108025883|XP_016952048.1|DBIA	LOC120428284|XP_039449211.1|CPIP
OG0007810	LOC108032641|XP_016962076.1|DBIA	LOC120428287|XP_039449213.1|CPIP
OG0007812	LOC108023249|XP_016948018.1|DBIA	LOC120418356|XP_039436643.1|CPIP
OG0007813	LOC108031715|XP_016960870.1|DBIA	LOC120431840|XP_039452905.1|CPIP
OG0007814	LOC108023606|XP_016948701.1|DBIA	LOC120421190|XP_039440328.1|CPIP
OG0007815	LOC108023199|XP_016947947.1|DBIA	LOC120424262|XP_039444258.1|CPIP
OG0007816	LOC108028729|XP_016956180.1|DBIA	LOC120427406|XP_039448201.1|CPIP
OG0007817	LOC108027334|XP_016954235.1|DBIA	LOC120427405|XP_039448200.1|CPIP
OG0007818	LOC108026390|XP_016952801.1|DBIA	LOC120427156|XP_039447947.1|CPIP
OG0007819	LOC108023978|XP_016949195.1|DBIA	LOC120421191|XP_039440329.1|CPIP
OG0007820	LOC108025303|XP_016951187.1|DBIA	LOC120420713|XP_039439742.1|CPIP
OG0007821	LOC108025531|XP_016951545.1|DBIA	LOC120420733|XP_039439762.1|CPIP
OG0007822	LOC108025530|XP_016951543.1|DBIA	LOC120420732|XP_039439761.1|CPIP
OG0007823	LOC108025012|XP_016950756.1|DBIA	LOC120420718|XP_039439750.1|CPIP
OG0007824	LOC108026210|XP_016952515.1|DBIA	LOC120420721|XP_039439753.1|CPIP
OG0007825	LOC108023984|XP_016949206.1|DBIA	LOC120414293|XP_039431363.1|CPIP
OG0007826	LOC108024575|XP_016950060.1|DBIA	LOC120422546|XP_039441947.1|CPIP
OG0007827	LOC108023473|XP_016948484.1|DBIA	LOC120431640|XP_039452682.1|CPIP
OG0007828	LOC108028691|XP_016956124.1|DBIA	LOC120422325|XP_039441653.1|CPIP
OG0007829	LOC108024953|XP_016950675.1|DBIA	LOC120430493|XP_039451521.1|CPIP
OG0007830	LOC108023410|XP_016948360.1|DBIA	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP
OG0007831	LOC108033142|XP_016962853.1|DBIA	LOC120421186|XP_039440321.1|CPIP
OG0007832	LOC108027600|XP_016954610.1|DBIA	LOC120427413|XP_039448211.1|CPIP
OG0007833	LOC108023652|XP_016948761.1|DBIA	LOC120427403|XP_039448198.1|CPIP
OG0007834	LOC108026331|XP_016952716.1|DBIA	LOC120417014|XP_039434888.1|CPIP
OG0007835	LOC108026300|XP_016952672.1|DBIA	LOC120415630|XP_039433164.1|CPIP
OG0007836	LOC108031092|XP_016959788.1|DBIA	LOC120415785|XP_039433350.1|CPIP
OG0007837	LOC108027141|XP_016953849.1|DBIA	LOC120430150|XP_039451168.1|CPIP
OG0007838	LOC108027079|XP_016953783.1|DBIA	LOC120428854|XP_039449910.1|CPIP
OG0007839	LOC108023222|XP_016947983.1|DBIA	LOC120430275|XP_039451301.1|CPIP
OG0007840	LOC108025505|XP_016951516.1|DBIA	LOC120423556|XP_039443338.1|CPIP
OG0007841	LOC108031229|XP_016959953.1|DBIA	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP
OG0007842	LOC108026261|XP_016952603.1|DBIA	LOC120424276|XP_039444273.1|CPIP
OG0007843	LOC108026096|XP_016952285.1|DBIA	LOC120424267|XP_039444263.1|CPIP
OG0007846	LOC108024206|XP_016949548.1|DBIA	LOC120424856|XP_039445042.1|CPIP
OG0007847	LOC108026399|XP_016952811.1|DBIA	LOC120427163|XP_039447955.1|CPIP
OG0007848	LOC108026400|XP_016952812.1|DBIA	LOC120428710|XP_039449715.1|CPIP
OG0007849	LOC108031789|XP_016960991.1|DBIA	LOC120428705|XP_039449711.1|CPIP
OG0007850	LOC108031788|XP_016960990.1|DBIA	LOC120428704|XP_039449710.1|CPIP
OG0007851	LOC108025066|XP_016950812.1|DBIA	LOC120428708|XP_039449713.1|CPIP
OG0007852	LOC108027057|XP_016953755.1|DBIA	LOC120423341|XP_039443045.1|CPIP
OG0007853	LOC108024844|XP_016950471.1|DBIA	LOC120418336|XP_039436609.1|CPIP
OG0007854	LOC108026342|XP_016952735.1|DBIA	LOC120418337|XP_039436610.1|CPIP
OG0007855	LOC108031235|XP_016959960.1|DBIA	LOC120423527|XP_039443307.1|CPIP
OG0007856	LOC108026401|XP_016952813.1|DBIA	LOC120423533|XP_039443314.1|CPIP
OG0007857	LOC108024721|XP_016950302.1|DBIA	LOC120431748|XP_039452808.1|CPIP
OG0007858	LOC108036105|XP_016967566.1|DBIA	LOC120431826|XP_039452886.1|CPIP
OG0007865	LOC108035339|XP_016966413.1|DBIA	LOC120422580|XP_039442003.1|CPIP
OG0007866	LOC108024695|XP_016950263.1|DBIA	LOC120425371|XP_039445814.1|CPIP
OG0007867	LOC108031970|XP_016961251.1|DBIA	LOC120425368|XP_039445810.1|CPIP
OG0007868	LOC108026105|XP_016952294.1|DBIA	LOC120423558|XP_039443344.1|CPIP
OG0007869	LOC108033057|XP_016962687.1|DBIA	LOC120428080|XP_039448991.1|CPIP
OG0007870	LOC108028422|XP_016955738.1|DBIA	LOC120427621|XP_039448435.1|CPIP
OG0007871	LOC108026550|XP_016952992.1|DBIA	LOC120423015|XP_039442587.1|CPIP
OG0007872	LOC108028580|XP_016955976.1|DBIA	LOC120421742|XP_039440943.1|CPIP
OG0007873	LOC108028552|XP_016955944.1|DBIA	LOC120417842|XP_039435996.1|CPIP
OG0007874	LOC108032498|XP_016961809.1|DBIA	LOC120419493|XP_039438116.1|CPIP
OG0007875	LOC108036454|XP_016968105.1|DBIA	LOC120419498|XP_039438122.1|CPIP
OG0007876	LOC108033201|XP_016962936.1|DBIA	LOC120422633|XP_039442065.1|CPIP
OG0007877	LOC108026161|XP_016952387.1|DBIA	LOC120412890|XP_039429451.1|CPIP
OG0007878	LOC108030344|XP_016958698.1|DBIA	LOC120425584|XP_039446092.1|CPIP
OG0007879	LOC108028452|XP_016955784.1|DBIA	LOC120432628|XP_039453812.1|CPIP
OG0007880	LOC108023953|XP_016949135.1|DBIA	LOC120426012|XP_039446622.1|CPIP
OG0007881	LOC108035527|XP_016966685.1|DBIA	LOC120420565|XP_039439572.1|CPIP
OG0007882	LOC108035159|XP_016966103.1|DBIA	LOC120424871|XP_039445063.1|CPIP
OG0007883	LOC108035158|XP_016966096.1|DBIA	LOC120424784|XP_039444919.1|CPIP
OG0007884	LOC108034411|XP_016964783.1|DBIA	LOC120430318|XP_039451353.1|CPIP
OG0007885	LOC108036456|XP_016968109.1|DBIA	LOC120412394|XP_039428778.1|CPIP
OG0007886	LOC108032736|XP_016962208.1|DBIA	LOC120426796|XP_039447507.1|CPIP
OG0007887	LOC108035156|XP_016966095.1|DBIA	LOC120413192|XP_039429840.1|CPIP
OG0007888	LOC108028627|XP_016956036.1|DBIA	LOC120413186|XP_039429834.1|CPIP
OG0007889	LOC108028786|XP_016956255.1|DBIA	LOC120413205|XP_039429855.1|CPIP
OG0007890	LOC108035461|XP_016966592.1|DBIA	LOC120413268|XP_039429929.1|CPIP
OG0007891	LOC108026185|XP_016952463.1|DBIA	LOC120418480|XP_039436853.1|CPIP
OG0007892	LOC108025751|XP_016951838.1|DBIA	LOC120420078|XP_039438937.1|CPIP
OG0007893	LOC108022786|XP_016947401.1|DBIA	LOC120420084|XP_039438947.1|CPIP
OG0007894	LOC108030205|XP_016958455.1|DBIA	LOC120428829|XP_039449873.1|CPIP
OG0007895	LOC108029663|XP_016957582.1|DBIA	LOC120428828|XP_039449871.1|CPIP
OG0007896	LOC108035657|XP_016966853.1|DBIA	LOC120430782|XP_039451830.1|CPIP
OG0007897	LOC108035602|XP_016966769.1|DBIA	LOC120413448|XP_039430215.1|CPIP
OG0007898	LOC108034513|XP_016964926.1|DBIA	LOC120413454|XP_039430223.1|CPIP
OG0007899	LOC108028437|XP_016955756.1|DBIA	LOC120414636|XP_039431802.1|CPIP
OG0007902	LOC108026681|XP_016953256.1|DBIA	LOC120426141|XP_039446792.1|CPIP
OG0007903	LOC108035235|XP_016966256.1|DBIA	LOC120417624|XP_039435671.1|CPIP
OG0007904	LOC108028482|XP_016955834.1|DBIA	LOC120417611|XP_039435659.1|CPIP
OG0007905	LOC108036737|XP_016968533.1|DBIA	LOC120423601|XP_039443399.1|CPIP
OG0007906	LOC108035698|XP_016966908.1|DBIA	LOC120413404|XP_039430137.1|CPIP
OG0007907	LOC108035297|XP_016966354.1|DBIA	LOC120430384|XP_039451421.1|CPIP
OG0007908	LOC108035298|XP_016966355.1|DBIA	LOC120430385|XP_039451424.1|CPIP
OG0007909	LOC108023451|XP_016948437.1|DBIA	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP
OG0007910	LOC108035952|XP_016967244.1|DBIA	LOC120427935|XP_039448814.1|CPIP
OG0007911	LOC108035653|XP_016966849.1|DBIA	LOC120415805|XP_039433363.1|CPIP
OG0007912	LOC108034800|XP_016965290.1|DBIA	LOC120415789|XP_039433352.1|CPIP
OG0007913	LOC108035654|XP_016966850.1|DBIA	LOC120415790|XP_039433353.1|CPIP
OG0007914	LOC108035165|XP_016966109.1|DBIA	LOC120419000|XP_039437505.1|CPIP
OG0007915	LOC108035691|XP_016966898.1|DBIA	LOC120419540|XP_039438183.1|CPIP
OG0007916	LOC108033718|XP_016963740.1|DBIA	LOC120431460|XP_039452511.1|CPIP
OG0007917	LOC108036260|XP_016967760.1|DBIA	LOC120430640|XP_039451675.1|CPIP
OG0007918	LOC108030327|XP_016958673.1|DBIA	LOC120418835|XP_039437288.1|CPIP
OG0007922	LOC108031160|XP_016959865.1|DBIA	LOC120426166|XP_039446819.1|CPIP
OG0007926	LOC108030154|XP_016958371.1|DBIA	LOC120431736|XP_039452795.1|CPIP
OG0007931	LOC108021864|XP_016946144.1|DBIA	LOC120414657|XP_039431850.1|CPIP
OG0007932	LOC108025807|XP_016951939.1|DBIA	LOC120414661|XP_039431863.1|CPIP
OG0007933	LOC108024983|XP_016950725.1|DBIA	LOC120414723|XP_039431960.1|CPIP
OG0007934	LOC108024996|XP_016950741.1|DBIA	LOC120430914|XP_039451967.1|CPIP
OG0007935	LOC108032508|XP_016961823.1|DBIA	LOC120431073|XP_039452161.1|CPIP
OG0007936	LOC108034115|XP_016964384.1|DBIA	LOC120431281|XP_039452353.1|CPIP
OG0007937	LOC108036782|XP_016968613.1|DBIA	LOC120419177|XP_039437770.1|CPIP
OG0007938	LOC108033918|XP_016964078.1|DBIA	LOC120422800|XP_039442275.1|CPIP
OG0007941	LOC108036688|XP_016968469.1|DBIA	LOC120430183|XP_039451197.1|CPIP
OG0007942	LOC108025848|XP_016952000.1|DBIA	LOC120423660|XP_039443476.1|CPIP
OG0007943	LOC108032348|XP_016961647.1|DBIA	LOC120423664|XP_039443480.1|CPIP
OG0007944	LOC108034798|XP_016965288.1|DBIA	LOC120418313|XP_039436575.1|CPIP
OG0007945	LOC108034194|XP_016964511.1|DBIA	LOC120422981|XP_039442525.1|CPIP
OG0007946	LOC108026556|XP_016952996.1|DBIA	LOC120413563|XP_039430376.1|CPIP
OG0007947	LOC108032760|XP_016962242.1|DBIA	LOC120413629|XP_039430473.1|CPIP
OG0007948	LOC108032676|XP_016962134.1|DBIA	LOC120413625|XP_039430468.1|CPIP
OG0007949	LOC108032565|XP_016961954.1|DBIA	LOC120414097|XP_039431054.1|CPIP
OG0007950	LOC108033373|XP_016963180.1|DBIA	LOC120413637|XP_039430487.1|CPIP
OG0007951	LOC108029159|XP_016956788.1|DBIA	LOC120413632|XP_039430482.1|CPIP
OG0007952	LOC108027864|XP_016954963.1|DBIA	LOC120420132|XP_039439016.1|CPIP
