Orthogroup	DBIA.longest_only	CQUI.longest_only
OG0007175	LOC108035963|XP_016967265.1|DBIA	LOC6033083|XP_038118027.1|CQUI
OG0007176	LOC108026454|XP_016952883.1|DBIA	LOC6046343|XP_038121115.1|CQUI
OG0007177	LOC108023817|XP_016948952.1|DBIA	LOC6046349|XP_001863566.1|CQUI
OG0007178	LOC108031703|XP_016960853.1|DBIA	LOC6046352|XP_001863569.2|CQUI
OG0007179	LOC108027316|XP_016954205.1|DBIA	LOC6046354|XP_001863571.2|CQUI
OG0007180	LOC108023821|XP_016948957.1|DBIA	LOC6046355|XP_001863572.2|CQUI
OG0007181	LOC108023556|XP_016948629.1|DBIA	LOC6052289|XP_001868580.2|CQUI
OG0007182	LOC108032182|XP_016961526.1|DBIA	LOC6043573|XP_038116337.1|CQUI
OG0007183	LOC108031476|XP_016960426.1|DBIA	LOC6043570|XP_038121534.1|CQUI
OG0007184	LOC108030961|XP_016959649.1|DBIA	LOC6043569|XP_038121532.1|CQUI
OG0007185	LOC108027928|XP_016955043.1|DBIA	LOC6043561|XP_001859930.1|CQUI
OG0007186	LOC108024624|XP_016950155.1|DBIA	LOC6051495|XP_038115684.1|CQUI
OG0007187	LOC108025258|XP_016951104.1|DBIA	LOC6045114|XP_038122188.1|CQUI
OG0007188	LOC108031832|XP_016961064.1|DBIA	LOC6045115|XP_001862519.2|CQUI
OG0007189	LOC108024748|XP_016950344.1|DBIA	LOC6045117|XP_001862522.2|CQUI
OG0007190	LOC108025075|XP_016950822.1|DBIA	LOC6045112|XP_038115331.1|CQUI
OG0007191	LOC108028634|XP_016956046.1|DBIA	LOC6045124|XP_038119942.1|CQUI
OG0007192	LOC108024000|XP_016949229.1|DBIA	LOC6049904|XP_038118980.1|CQUI
OG0007193	LOC108023999|XP_016949228.1|DBIA	LOC6049902|XP_038118089.1|CQUI
OG0007194	LOC108032531|XP_016961884.1|DBIA	LOC6048705|XP_001865583.2|CQUI
OG0007195	LOC108032872|XP_016962361.1|DBIA	LOC6049101|XP_001865911.1|CQUI
OG0007196	LOC108024591|XP_016950087.1|DBIA	LOC6046219|XP_038119138.1|CQUI
OG0007197	LOC108035222|XP_016966239.1|DBIA	LOC6046233|XP_001863461.2|CQUI
OG0007198	LOC108031155|XP_016959859.1|DBIA	LOC6047453|XP_038121279.1|CQUI
OG0007199	LOC108024251|XP_016949626.1|DBIA	LOC6047440|XP_038116568.1|CQUI
OG0007200	LOC108025243|XP_016951079.1|DBIA	LOC6047436|XP_038116488.1|CQUI
OG0007201	LOC108035680|XP_016966879.1|DBIA	LOC6039338|XP_001848962.2|CQUI
OG0007202	LOC108034867|XP_016965536.1|DBIA	LOC6039337|XP_001848961.2|CQUI
OG0007203	LOC108034863|XP_016965527.1|DBIA	LOC6039326|XP_001848954.2|CQUI
OG0007204	LOC108025788|XP_016951906.1|DBIA	LOC6039331|XP_001848957.2|CQUI
OG0007205	LOC108035639|XP_016966833.1|DBIA	LOC6039324|XP_001848952.2|CQUI
OG0007206	LOC108026220|XP_016952532.1|DBIA	LOC6039322|XP_038119226.1|CQUI
OG0007207	LOC108026255|XP_016952598.1|DBIA	LOC6039318|XP_001848948.2|CQUI
OG0007208	LOC108024604|XP_016950108.1|DBIA	LOC6039317|XP_038119229.1|CQUI
OG0007209	LOC108024606|XP_016950110.1|DBIA	LOC6039342|XP_001848946.2|CQUI
OG0007210	LOC108031985|XP_016961268.1|DBIA	LOC6039313|XP_001848945.2|CQUI
OG0007211	LOC108026334|XP_016952726.1|DBIA	LOC6039341|XP_038118936.1|CQUI
OG0007212	LOC108025463|XP_016951454.1|DBIA	LOC6047793|XP_038120000.1|CQUI
OG0007213	LOC108036542|XP_016968254.1|DBIA	LOC6039473|XP_001849077.1|CQUI
OG0007214	LOC108028491|XP_016955850.1|DBIA	LOC6039476|XP_038118879.1|CQUI
OG0007215	LOC108024353|XP_016949744.1|DBIA	LOC6050622|XP_001867195.2|CQUI
OG0007216	LOC108025070|XP_016950817.1|DBIA	LOC6045187|XP_038117409.1|CQUI
OG0007217	LOC108026782|XP_016953429.1|DBIA	LOC6045183|XP_001862578.1|CQUI
OG0007218	LOC108023882|XP_016949055.1|DBIA	LOC6045168|XP_001862567.1|CQUI
OG0007219	LOC108031710|XP_016960864.1|DBIA	LOC6047886|XP_038116171.1|CQUI
OG0007220	LOC108032201|XP_016961548.1|DBIA	LOC6043262|XP_038120890.1|CQUI
OG0007221	LOC108025023|XP_016950767.1|DBIA	LOC6043257|XP_001857988.1|CQUI
OG0007222	LOC108026162|XP_016952384.1|DBIA	LOC6043247|XP_038115844.1|CQUI
OG0007223	LOC108023870|XP_016949038.1|DBIA	LOC6034970|XP_001845226.2|CQUI
OG0007224	LOC108032086|XP_016961399.1|DBIA	LOC6034969|XP_001845225.2|CQUI
OG0007225	LOC108031992|XP_016961275.1|DBIA	LOC6034984|XP_038118572.1|CQUI
OG0007226	LOC108031500|XP_016960490.1|DBIA	LOC6034985|XP_001845235.2|CQUI
OG0007227	LOC108028821|XP_016956297.1|DBIA	LOC6034986|XP_001845236.2|CQUI
OG0007228	LOC108035626|XP_016966808.1|DBIA	LOC6034987|XP_038119877.1|CQUI
OG0007229	LOC108027257|XP_016954108.1|DBIA	LOC6052122|XP_001868438.1|CQUI
OG0007230	LOC108024858|XP_016950492.1|DBIA	LOC6040341|XP_038120787.1|CQUI
OG0007231	LOC108031861|XP_016961104.1|DBIA	LOC6040346|XP_038114820.1|CQUI
OG0007232	LOC108034833|XP_016965434.1|DBIA	LOC6040349|XP_038118675.1|CQUI
OG0007233	LOC108035445|XP_016966569.1|DBIA	LOC6040351|XP_001849754.2|CQUI
OG0007234	LOC108034568|XP_016964988.1|DBIA	LOC6044684|XP_001862159.1|CQUI
OG0007235	LOC108035417|XP_016966528.1|DBIA	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC108031221|XP_016959946.1|DBIA	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC108031502|XP_016960493.1|DBIA	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC108035891|XP_016967137.1|DBIA	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC108032939|XP_016962500.1|DBIA	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC108023729|XP_016948859.1|DBIA	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC108023350|XP_016948183.1|DBIA	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC108023347|XP_016948176.1|DBIA	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC108032962|XP_016962521.1|DBIA	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC108026068|XP_016952252.1|DBIA	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC108025342|XP_016951265.1|DBIA	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC108027184|XP_016953974.1|DBIA	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC108036608|XP_016968358.1|DBIA	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC108023276|XP_016948051.1|DBIA	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC108024567|XP_016950051.1|DBIA	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC108025794|XP_016951914.1|DBIA	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC108031601|XP_016960668.1|DBIA	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC108032122|XP_016961444.1|DBIA	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC108035314|XP_016966377.1|DBIA	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC108025246|XP_016951089.1|DBIA	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC108027530|XP_016954463.1|DBIA	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC108023818|XP_016948954.1|DBIA	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC108023824|XP_016948963.1|DBIA	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC108023842|XP_016948979.1|DBIA	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC108024173|XP_016949482.1|DBIA	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC108034548|XP_016964964.1|DBIA	LOC6050949|XP_038121290.1|CQUI
OG0007261	LOC108022348|XP_016946699.1|DBIA	LOC6054034|XP_001870014.2|CQUI
OG0007262	LOC108023280|XP_016948061.1|DBIA	LOC6049610|XP_038115906.1|CQUI
OG0007263	LOC108028783|XP_016956252.1|DBIA	LOC6052876|XP_001869064.2|CQUI
OG0007264	LOC108030876|XP_016959520.1|DBIA	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC108023484|XP_016948496.1|DBIA	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC108031566|XP_016960609.1|DBIA	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC108023915|XP_016949092.1|DBIA	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC108022682|XP_016947242.1|DBIA	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC108024258|XP_016949634.1|DBIA	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC108031434|XP_016960335.1|DBIA	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC108026358|XP_016952753.1|DBIA	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC108028460|XP_016955805.1|DBIA	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC108024822|XP_016950441.1|DBIA	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC108031063|XP_016959758.1|DBIA	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC108035573|XP_016966733.1|DBIA	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC108035493|XP_016966633.1|DBIA	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC108030891|XP_016959553.1|DBIA	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC108030464|XP_016958852.1|DBIA	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC108035194|XP_016966173.1|DBIA	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC108028492|XP_016955855.1|DBIA	LOC6048494|XP_038116124.1|CQUI
OG0007281	LOC108026270|XP_016952620.1|DBIA	LOC6039132|XP_001848793.2|CQUI
OG0007282	LOC108026269|XP_016952619.1|DBIA	LOC119765004|XP_038118190.1|CQUI
OG0007283	LOC108025083|XP_016950831.1|DBIA	LOC6039137|XP_001848797.1|CQUI
OG0007284	LOC108024613|XP_016950129.1|DBIA	LOC6046876|XP_001864005.1|CQUI
OG0007285	LOC108024231|XP_016949592.1|DBIA	LOC6046872|XP_001864004.1|CQUI
OG0007286	LOC108024184|XP_016949509.1|DBIA	LOC6053746|XP_038114996.1|CQUI
OG0007287	LOC108029234|XP_016956917.1|DBIA	LOC6046881|XP_038114898.1|CQUI
OG0007288	LOC108023528|XP_016948579.1|DBIA	LOC6053749|XP_038114895.1|CQUI
OG0007289	LOC108033079|XP_016962737.1|DBIA	LOC6046886|XP_001864014.1|CQUI
OG0007290	LOC108025415|XP_016951389.1|DBIA	LOC6047589|XP_001864628.2|CQUI
OG0007291	LOC108032486|XP_016961798.1|DBIA	LOC6045152|XP_001862552.2|CQUI
OG0007292	LOC108032982|XP_016962548.1|DBIA	LOC6045144|XP_001862544.2|CQUI
OG0007293	LOC108025393|XP_016951358.1|DBIA	LOC6054245|XP_038121687.1|CQUI
OG0007294	LOC108031831|XP_016961061.1|DBIA	LOC6036958|XP_038118086.1|CQUI
OG0007295	LOC108026072|XP_016952259.1|DBIA	LOC6050139|XP_038119309.1|CQUI
OG0007296	LOC108026281|XP_016952635.1|DBIA	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC108031343|XP_016960096.1|DBIA	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC108023823|XP_016948961.1|DBIA	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC108032065|XP_016961372.1|DBIA	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC108024670|XP_016950231.1|DBIA	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC108027207|XP_016954008.1|DBIA	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC108032909|XP_016962462.1|DBIA	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC108032789|XP_016962283.1|DBIA	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC108028734|XP_016956189.1|DBIA	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC108028733|XP_016956188.1|DBIA	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC108024676|XP_016950235.1|DBIA	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC108024493|XP_016949916.1|DBIA	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC108025438|XP_016951418.1|DBIA	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC108026383|XP_016952792.1|DBIA	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC108026246|XP_016952575.1|DBIA	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC108036616|XP_016968368.1|DBIA	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC108024021|XP_016949271.1|DBIA	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC108023466|XP_016948471.1|DBIA	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC108025695|XP_016951722.1|DBIA	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC108031539|XP_016960565.1|DBIA	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC108027170|XP_016953940.1|DBIA	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC108027167|XP_016953934.1|DBIA	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC108035523|XP_016966680.1|DBIA	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC108025397|XP_016951361.1|DBIA	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC108023690|XP_016948802.1|DBIA	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC108024236|XP_016949598.1|DBIA	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC108023765|XP_016948894.1|DBIA	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC108027249|XP_016954092.1|DBIA	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC108032243|XP_016961596.1|DBIA	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC108027248|XP_016954089.1|DBIA	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC108035685|XP_016966889.1|DBIA	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC108026407|XP_016952822.1|DBIA	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC108026378|XP_016952788.1|DBIA	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC108023629|XP_016948732.1|DBIA	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC108023433|XP_016948409.1|DBIA	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC108035786|XP_016967005.1|DBIA	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC108024083|XP_016949350.1|DBIA	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC108029302|XP_016956994.1|DBIA	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC108030266|XP_016958582.1|DBIA	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC108028526|XP_016955941.1|DBIA	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC108035580|XP_016966739.1|DBIA	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC108035690|XP_016966897.1|DBIA	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC108031744|XP_016960930.1|DBIA	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC108024313|XP_016949705.1|DBIA	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC108023812|XP_016948946.1|DBIA	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC108024828|XP_016950448.1|DBIA	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC108026103|XP_016952292.1|DBIA	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC108027640|XP_016954646.1|DBIA	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC108026101|XP_016952290.1|DBIA	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC108035652|XP_016966847.1|DBIA	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC108025906|XP_016952083.1|DBIA	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC108025855|XP_016952015.1|DBIA	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC108025806|XP_016951943.1|DBIA	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC108024096|XP_016949359.1|DBIA	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC108035198|XP_016966181.1|DBIA	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC108029388|XP_016957104.1|DBIA	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC108032893|XP_016962418.1|DBIA	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC108023209|XP_016947963.1|DBIA	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC108027210|XP_016954013.1|DBIA	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC108036623|XP_016968383.1|DBIA	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC108027192|XP_016953983.1|DBIA	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC108026308|XP_016952681.1|DBIA	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC108024562|XP_016950040.1|DBIA	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC108031681|XP_016960813.1|DBIA	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC108023414|XP_016948363.1|DBIA	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC108033907|XP_016964062.1|DBIA	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC108021900|XP_016946207.1|DBIA	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC108021892|XP_016946184.1|DBIA	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC108021977|XP_016946307.1|DBIA	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC108032186|XP_016961531.1|DBIA	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC108035160|XP_016966105.1|DBIA	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC108027388|XP_016954313.1|DBIA	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC108025276|XP_016951130.1|DBIA	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC108029685|XP_016957628.1|DBIA	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC108026320|XP_016952698.1|DBIA	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC108031753|XP_016960948.1|DBIA	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC108026495|XP_016952934.1|DBIA	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC108023230|XP_016947994.1|DBIA	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC108023391|XP_016948301.1|DBIA	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC108025897|XP_016952071.1|DBIA	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC108033030|XP_016962645.1|DBIA	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC108023996|XP_016949221.1|DBIA	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC108033119|XP_016962817.1|DBIA	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC108023197|XP_016947944.1|DBIA	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC108033139|XP_016962851.1|DBIA	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC108023447|XP_016948428.1|DBIA	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC108023327|XP_016948119.1|DBIA	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC108023645|XP_016948751.1|DBIA	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC108023358|XP_016948227.1|DBIA	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC108024255|XP_016949631.1|DBIA	LOC6042028|XP_001851190.2|CQUI
OG0007387	LOC108025624|XP_016951648.1|DBIA	LOC6044848|XP_001862293.2|CQUI
OG0007388	LOC108025701|XP_016951726.1|DBIA	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC108023545|XP_016948611.1|DBIA	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC108026265|XP_016952614.1|DBIA	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC108023278|XP_016948053.1|DBIA	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC108027540|XP_016954474.1|DBIA	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC108023810|XP_016948943.1|DBIA	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC108022989|XP_016947706.1|DBIA	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC108023648|XP_016948754.1|DBIA	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC108023248|XP_016948017.1|DBIA	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC108027560|XP_016954525.1|DBIA	LOC6045828|XP_038107665.1|CQUI
OG0007402	LOC108031761|XP_016960958.1|DBIA	LOC6052539|XP_038108406.1|CQUI
OG0007403	LOC108031520|XP_016960527.1|DBIA	LOC6053523|XP_038109714.1|CQUI
OG0007404	LOC108031497|XP_016960481.1|DBIA	LOC6045498|XP_038110164.1|CQUI
OG0007405	LOC108026254|XP_016952597.1|DBIA	LOC6031509|XP_001842299.2|CQUI
OG0007406	LOC108027196|XP_016953991.1|DBIA	LOC6044665|XP_001862144.2|CQUI
OG0007408	LOC108035918|XP_016967183.1|DBIA	LOC119767372|XP_038111770.1|CQUI
OG0007409	LOC108027842|XP_016954922.1|DBIA	LOC119768052|XP_038114318.1|CQUI
OG0007410	LOC108025823|XP_016951964.1|DBIA	LOC6039948|XP_038108127.1|CQUI
OG0007411	LOC108023262|XP_016948033.1|DBIA	LOC6039945|XP_001849440.1|CQUI
OG0007412	LOC108035813|XP_016967050.1|DBIA	LOC6039944|XP_001849439.1|CQUI
OG0007413	LOC108022565|XP_016947052.1|DBIA	LOC6046176|XP_038107502.1|CQUI
OG0007414	LOC108024196|XP_016949532.1|DBIA	LOC6033792|XP_001844194.1|CQUI
OG0007415	LOC108024294|XP_016949683.1|DBIA	LOC6033772|XP_038111199.1|CQUI
OG0007416	LOC108030513|XP_016958927.1|DBIA	LOC6033770|XP_038110197.1|CQUI
OG0007417	LOC108021961|XP_016946280.1|DBIA	LOC6033766|XP_038112132.1|CQUI
OG0007418	LOC108022769|XP_016947366.1|DBIA	LOC6031517|XP_038109990.1|CQUI
OG0007419	LOC108024601|XP_016950104.1|DBIA	LOC6031507|XP_001842297.2|CQUI
OG0007420	LOC108029637|XP_016957529.1|DBIA	LOC6031504|XP_038108404.1|CQUI
OG0007421	LOC108024182|XP_016949507.1|DBIA	LOC6031479|XP_038114148.1|CQUI
OG0007422	LOC108023558|XP_016948632.1|DBIA	LOC6031453|XP_001842257.2|CQUI
OG0007423	LOC108025754|XP_016951837.1|DBIA	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC108028300|XP_016955512.1|DBIA	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC108030913|XP_016959591.1|DBIA	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC108023584|XP_016948671.1|DBIA	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC108023560|XP_016948636.1|DBIA	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC108023393|XP_016948307.1|DBIA	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC108029442|XP_016957179.1|DBIA	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC108030759|XP_016959304.1|DBIA	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC108027898|XP_016955006.1|DBIA	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC108030928|XP_016959611.1|DBIA	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC108028852|XP_016956325.1|DBIA	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC108030631|XP_016959124.1|DBIA	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC108030594|XP_016959060.1|DBIA	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC108028048|XP_016955176.1|DBIA	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC108035566|XP_016966724.1|DBIA	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC108028280|XP_016955474.1|DBIA	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC108031437|XP_016960339.1|DBIA	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC108028904|XP_016956412.1|DBIA	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC108030280|XP_016958595.1|DBIA	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC108023904|XP_016949081.1|DBIA	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC108022603|XP_016947127.1|DBIA	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC108022189|XP_016946531.1|DBIA	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC108022188|XP_016946530.1|DBIA	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC108033833|XP_016963949.1|DBIA	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC108033300|XP_016963058.1|DBIA	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC108036654|XP_016968423.1|DBIA	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC108030577|XP_016959002.1|DBIA	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC108033655|XP_016963578.1|DBIA	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC108030634|XP_016959130.1|DBIA	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC108030556|XP_016958940.1|DBIA	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC108028645|XP_016956058.1|DBIA	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC108030597|XP_016959066.1|DBIA	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC108026870|XP_016953546.1|DBIA	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC108023707|XP_016948825.1|DBIA	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC108031184|XP_016959896.1|DBIA	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC108022262|XP_016946646.1|DBIA	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC108031357|XP_016960116.1|DBIA	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC108022965|XP_016947676.1|DBIA	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC108028427|XP_016955746.1|DBIA	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC108035636|XP_016966826.1|DBIA	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC108034680|XP_016965110.1|DBIA	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC108028292|XP_016955492.1|DBIA	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC108034485|XP_016964879.1|DBIA	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC108030085|XP_016958212.1|DBIA	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC108030432|XP_016958808.1|DBIA	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC108036570|XP_016968307.1|DBIA	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC108028576|XP_016955970.1|DBIA	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC108034330|XP_016964696.1|DBIA	LOC119767800|XP_038113259.1|CQUI
