Orthogroup	DSUB.longest_only	DERE.longest_only
OG0010674	LOC117903271|XP_034671065.1|DSUB	LOC6550932|XP_026837857.1|DERE
OG0010675	LOC117894952|XP_034658174.1|DSUB	LOC6550190|XP_001977579.1|DERE
OG0010676	LOC117898924|XP_034664528.1|DSUB	LOC6546241|XP_001971288.1|DERE
OG0010677	LOC117903301|XP_034671125.1|DSUB	LOC6551416|XP_001977202.1|DERE
OG0010678	LOC117894895|XP_034658078.1|DSUB	LOC6550134|XP_001977663.1|DERE
OG0010679	LOC117902504|XP_034669823.1|DSUB	LOC6546376|XP_001971321.1|DERE
OG0010681	LOC117894770|XP_034657886.1|DSUB	LOC6551467|XP_001978548.1|DERE
OG0010682	LOC117903244|XP_034671037.1|DSUB	LOC6551465|XP_001978546.1|DERE
OG0010684	LOC117900520|XP_034666806.1|DSUB	LOC6543283|XP_026834901.1|DERE
OG0010685	LOC117900483|XP_034666758.1|DSUB	LOC6549066|XP_001974166.1|DERE
OG0010686	LOC117900780|XP_034667152.1|DSUB	LOC6542301|XP_001969619.2|DERE
OG0010687	LOC117901311|XP_034667911.1|DSUB	LOC6541729|XP_001969440.1|DERE
OG0010688	LOC117902387|XP_034669599.1|DSUB	LOC6542059|XP_001969781.1|DERE
OG0010689	LOC117901693|XP_034668445.1|DSUB	LOC6543111|XP_001970136.2|DERE
OG0010690	LOC117901757|XP_034668535.1|DSUB	LOC6541883|XP_026835142.1|DERE
OG0010691	LOC117900286|XP_034666488.1|DSUB	LOC6541557|XP_001969953.1|DERE
OG0010692	LOC117900282|XP_034666486.1|DSUB	LOC6541185|XP_001969956.2|DERE
OG0010693	LOC117900692|XP_034667035.1|DSUB	LOC6548803|XP_001974083.2|DERE
OG0010694	LOC117900016|XP_034666093.1|DSUB	LOC6541643|XP_001969682.2|DERE
OG0010695	LOC117900582|XP_034666883.1|DSUB	LOC6541528|XP_001970205.1|DERE
OG0010696	LOC117900756|XP_034667129.1|DSUB	LOC6542645|XP_001968343.1|DERE
OG0010697	LOC117902599|XP_034669999.1|DSUB	LOC6542361|XP_001970098.2|DERE
OG0010698	LOC117902613|XP_034670016.1|DSUB	LOC26526111|XP_015015451.1|DERE
OG0010699	LOC117902341|XP_034669531.1|DSUB	LOC6548585|XP_001973949.1|DERE
OG0010700	LOC117900862|XP_034667275.1|DSUB	LOC6541964|XP_001968979.1|DERE
OG0010701	LOC117901975|XP_034668870.1|DSUB	LOC6542427|XP_001968442.1|DERE
OG0010702	LOC117900390|XP_034666634.1|DSUB	LOC6541194|XP_001968196.1|DERE
OG0010703	LOC117900732|XP_034667097.1|DSUB	LOC6543178|XP_026834373.1|DERE
OG0010704	LOC117900581|XP_034666881.1|DSUB	LOC6542414|XP_001968651.1|DERE
OG0010705	LOC117893798|XP_034656434.1|DSUB	LOC6544392|XP_001971693.2|DERE
OG0010706	LOC117895443|XP_034658999.1|DSUB	LOC6543582|XP_001972295.3|DERE
OG0010707	LOC117892955|XP_034655179.1|DSUB	LOC6544192|XP_001971950.2|DERE
OG0010708	LOC117893392|XP_034655880.1|DSUB	LOC6544807|XP_026833621.1|DERE
OG0010709	LOC117893871|XP_034656534.1|DSUB	LOC6544524|XP_001973050.1|DERE
OG0010710	LOC117893828|XP_034656476.1|DSUB	LOC6543829|XP_001971879.2|DERE
OG0010711	LOC117898778|XP_034664305.1|DSUB	LOC6553286|XP_026831915.1|DERE
OG0010712	LOC117895389|XP_034658904.1|DSUB	LOC6544785|XP_001971605.1|DERE
OG0010713	LOC117895791|XP_034659584.1|DSUB	LOC6546280|XP_001972904.2|DERE
OG0010714	LOC117894945|XP_034658159.1|DSUB	LOC6544625|XP_015013724.1|DERE
OG0010715	LOC117895314|XP_034658766.1|DSUB	LOC26526432|XP_015014280.1|DERE
OG0010716	LOC117893677|XP_034656256.1|DSUB	LOC6543929|XP_001973664.1|DERE
OG0010717	LOC117893178|XP_034655560.1|DSUB	LOC6544116|XP_001973112.2|DERE
OG0010718	LOC117893868|XP_034656532.1|DSUB	LOC6545707|XP_001972720.1|DERE
OG0010719	LOC117896155|XP_034660125.1|DSUB	LOC6553280|XP_001979198.3|DERE
OG0010720	LOC117893587|XP_034656150.1|DSUB	LOC6544556|XP_015013057.1|DERE
OG0010721	LOC117895558|XP_034659158.1|DSUB	LOC6544342|XP_001973085.1|DERE
OG0010722	LOC117891558|XP_034652969.1|DSUB	LOC6548471|XP_001975190.1|DERE
OG0010723	LOC117894029|XP_034656759.1|DSUB	LOC6544199|XP_001973741.2|DERE
OG0010724	LOC117889826|XP_034650197.1|DSUB	LOC6547642|XP_001974959.2|DERE
OG0010725	LOC117889849|XP_034650234.1|DSUB	LOC6547638|XP_001974955.1|DERE
OG0010726	LOC117890612|XP_034651443.1|DSUB	LOC6548661|XP_001975383.1|DERE
OG0010727	LOC117890157|XP_034650741.1|DSUB	LOC6542094|XP_001970691.1|DERE
OG0010728	LOC117890399|XP_034651095.1|DSUB	LOC6541827|XP_001970672.1|DERE
OG0010729	LOC117892411|XP_034654532.1|DSUB	LOC6541650|XP_001970744.1|DERE
OG0010730	LOC117890555|XP_034651377.1|DSUB	LOC26526816|XP_015012861.1|DERE
OG0010731	LOC117889881|XP_034650281.1|DSUB	LOC6547597|XP_001974896.2|DERE
OG0010732	LOC117892383|XP_034654485.1|DSUB	LOC26527099|XP_015012909.1|DERE
OG0010734	LOC117891016|XP_034652065.1|DSUB	LOC6548817|XP_001975602.1|DERE
OG0010735	LOC117890203|XP_034650801.1|DSUB	LOC6547177|XP_001976075.1|DERE
OG0010736	LOC117890265|XP_034650915.1|DSUB	LOC6542677|XP_001970785.1|DERE
OG0010737	LOC117892596|XP_034654825.1|DSUB	LOC26526092|XP_015015446.1|DERE
OG0010738	LOC117899305|XP_034665121.1|DSUB	LOC6554421|XP_001981922.1|DERE
OG0010739	LOC117897099|XP_034661633.1|DSUB	LOC26526891|XP_026831562.1|DERE
OG0010740	LOC117896632|XP_034660966.1|DSUB	LOC6552335|XP_026837565.1|DERE
OG0010741	LOC117898055|XP_034663109.1|DSUB	LOC6553888|XP_026837663.1|DERE
OG0010742	LOC117897990|XP_034663006.1|DSUB	LOC6552504|XP_001979812.1|DERE
OG0010743	LOC117898402|XP_034663654.1|DSUB	LOC6553834|XP_001979499.1|DERE
OG0010744	LOC117897910|XP_034662879.1|DSUB	LOC6553232|XP_001979226.1|DERE
OG0010745	LOC117895979|XP_034659832.1|DSUB	LOC6553269|XP_001980128.1|DERE
OG0010746	LOC117899235|XP_034665000.1|DSUB	LOC6552465|XP_001980883.2|DERE
OG0010747	LOC117896034|XP_034659934.1|DSUB	LOC6555488|XP_026835724.1|DERE
OG0010748	LOC117899134|XP_034664824.1|DSUB	LOC6552467|XP_001979826.1|DERE
OG0010750	LOC117898828|XP_034664385.1|DSUB	LOC6554840|XP_026836704.1|DERE
OG0010751	LOC117896793|XP_034661180.1|DSUB	LOC6554049|XP_001979534.1|DERE
OG0010752	LOC117896803|XP_034661197.1|DSUB	LOC26526570|XP_015009387.2|DERE
OG0010753	LOC117897536|XP_034662348.1|DSUB	LOC6554879|XP_001982217.1|DERE
OG0010754	LOC117899161|XP_034664911.1|DSUB	LOC6551942|XP_001980630.1|DERE
OG0010755	LOC117899431|XP_034665324.1|DSUB	LOC6555405|XP_001981655.1|DERE
OG0010756	LOC117899429|XP_034665319.1|DSUB	LOC6555430|XP_001981656.2|DERE
OG0010757	LOC117897190|XP_034661781.1|DSUB	LOC6554623|XP_001981345.1|DERE
OG0010758	LOC117896935|XP_034661366.1|DSUB	LOC6554600|XP_001981335.1|DERE
OG0010759	LOC117899619|XP_034665659.1|DSUB	LOC6554812|XP_001981112.1|DERE
OG0010760	LOC117899603|XP_034665617.1|DSUB	LOC6551875|XP_001980599.1|DERE
OG0010761	LOC117898735|XP_034664246.1|DSUB	LOC6553014|XP_001979105.1|DERE
OG0010762	LOC117896649|XP_034660987.1|DSUB	LOC6554280|XP_001981476.2|DERE
OG0010763	LOC117899704|XP_034665802.1|DSUB	LOC6555394|XP_001982350.1|DERE
OG0010765	LOC117898969|XP_034664600.1|DSUB	LOC6555357|XP_001981436.1|DERE
OG0010766	LOC117897266|XP_034661882.1|DSUB	LOC6552255|XP_001980736.3|DERE
OG0010767	LOC117897670|XP_034662560.1|DSUB	LOC6555030|XP_026838313.1|DERE
OG0010768	LOC117896196|XP_034660183.1|DSUB	LOC6555238|XP_001981645.2|DERE
OG0010769	LOC117898188|XP_034663295.1|DSUB	LOC6554144|XP_001981903.1|DERE
OG0010770	LOC117898845|XP_034664412.1|DSUB	LOC6554363|XP_001981253.1|DERE
OG0010771	LOC117891614|XP_034653042.1|DSUB	LOC6542156|XP_001970535.1|DERE
OG0010772	LOC117898719|XP_034664227.1|DSUB	LOC6552197|XP_001979739.3|DERE
OG0010773	LOC117899090|XP_034664758.1|DSUB	LOC6552217|XP_001979740.1|DERE
OG0010775	LOC117899004|XP_034664642.1|DSUB	LOC113563743|XP_026831795.1|DERE
OG0010776	LOC117900766|XP_034667137.1|DSUB	LOC6548791|XP_001973979.1|DERE
OG0010778	LOC117896815|XP_034661211.1|DSUB	LOC6553870|XP_001980469.3|DERE
OG0010779	LOC117898176|XP_034663276.1|DSUB	LOC6553835|XP_001980474.1|DERE
OG0010780	LOC117897519|XP_034662326.1|DSUB	LOC6554794|XP_001982225.2|DERE
OG0010781	LOC117896683|XP_034661025.1|DSUB	LOC6552968|XP_001980969.1|DERE
OG0010782	LOC117896359|XP_034660525.1|DSUB	LOC6553909|XP_001979525.1|DERE
OG0010783	LOC117897343|XP_034662008.1|DSUB	LOC6553255|XP_001980122.1|DERE
OG0010784	LOC117892131|XP_034654058.1|DSUB	LOC6548164|XP_001975270.2|DERE
OG0010785	LOC117890882|XP_034651865.1|DSUB	LOC6546954|XP_001976023.2|DERE
OG0010786	LOC117891088|XP_034652159.1|DSUB	LOC6546701|XP_026836182.1|DERE
OG0010787	LOC117892643|XP_034654888.1|DSUB	LOC6546808|XP_001975918.1|DERE
OG0010788	LOC117892186|XP_034654164.1|DSUB	LOC26526246|XP_015012764.1|DERE
OG0010789	LOC117889976|XP_034650447.1|DSUB, LOC117891092|XP_034652164.1|DSUB	LOC6547119|XP_001975473.1|DERE
OG0010790	LOC117891497|XP_034652875.1|DSUB	LOC6548995|XP_001975546.1|DERE
OG0010791	LOC117900939|XP_034667396.1|DSUB, LOC117901182|XP_034667726.1|DSUB	LOC6555988|XP_001982853.1|DERE
OG0010792	LOC117900019|XP_034666099.1|DSUB	LOC6550255|XP_001977681.1|DERE
OG0010793	LOC117897654|XP_034662531.1|DSUB	LOC6549987|XP_026837295.1|DERE
OG0010794	LOC117895856|XP_034659713.1|DSUB	LOC6543947|XP_001971924.2|DERE
OG0010795	LOC117895673|XP_034659386.1|DSUB	LOC26526207|XP_015014240.1|DERE
OG0010797	LOC117894529|XP_034657537.1|DSUB	LOC6544970|XP_001973237.1|DERE
OG0010798	LOC117894916|XP_034658104.1|DSUB	LOC6545085|XP_026833492.1|DERE
OG0010799	LOC117893013|XP_034655259.1|DSUB	LOC6545292|XP_001972631.1|DERE
OG0010800	LOC117894381|XP_034657276.1|DSUB	LOC113563889|XP_026832622.1|DERE
OG0010801	LOC117900856|XP_034667267.1|DSUB	LOC6541179|XP_001969643.1|DERE
OG0010802	LOC117900775|XP_034667147.1|DSUB	LOC6543407|XP_001968702.1|DERE
OG0010803	LOC117900809|XP_034667190.1|DSUB	LOC6542665|XP_026835062.1|DERE
OG0010804	LOC117900503|XP_034666785.1|DSUB	LOC6543065|XP_026835033.1|DERE
OG0010805	LOC117901780|XP_034668579.1|DSUB	LOC6543125|XP_001969728.1|DERE
OG0010806	LOC117901805|XP_034668610.1|DSUB	LOC6541259|XP_001969879.1|DERE
OG0010807	LOC117901819|XP_034668628.1|DSUB	LOC6540688|XP_001968870.1|DERE
OG0010808	LOC117901130|XP_034667661.1|DSUB	LOC6550677|XP_001978035.3|DERE
OG0010810	LOC117892196|XP_034654178.1|DSUB	LOC6546992|XP_001976034.1|DERE
OG0010820	LOC117893734|XP_034656349.1|DSUB	LOC6544984|XP_001971552.1|DERE
OG0010821	LOC117900141|XP_034666264.1|DSUB, LOC117900140|XP_034666261.1|DSUB	LOC6548906|XP_001974173.1|DERE
OG0010824	LOC117895493|XP_034659080.1|DSUB	LOC6544407|XP_001972037.1|DERE
OG0010825	LOC117891518|XP_034652906.1|DSUB	LOC6549160|XP_001975720.3|DERE
OG0010827	LOC117898269|XP_034663414.1|DSUB	LOC6552498|XP_001980853.2|DERE
OG0010828	LOC117897107|XP_034661647.1|DSUB	LOC6549749|XP_001977352.1|DERE
OG0010830	LOC117901586|XP_034668286.1|DSUB	LOC6541694|XP_001969436.2|DERE
OG0010831	LOC117902823|XP_034670341.1|DSUB	LOC113564040|XP_026834028.1|DERE
OG0010832	LOC117890191|XP_034650788.1|DSUB	LOC6548504|XP_001976653.1|DERE
OG0010833	LOC117896260|XP_034660341.1|DSUB	LOC6547918|XP_026836253.1|DERE
OG0010834	LOC117899741|XP_034665880.1|DSUB	LOC6550001|XP_001977467.2|DERE
OG0010835	LOC117903190|XP_034670939.1|DSUB	LOC6550404|XP_026837699.1|DERE
OG0010837	LOC117894656|XP_034657723.1|DSUB	LOC6546296|XP_026832916.1|DERE
OG0010838	LOC117895725|XP_034659473.1|DSUB	LOC113563966|XP_026833871.1|DERE
OG0010839	LOC117894754|XP_034657858.1|DSUB	LOC6545752|XP_001973450.1|DERE
OG0010840	LOC117894757|XP_034657865.1|DSUB	LOC6545891|XP_026832509.1|DERE
OG0010841	LOC117902436|XP_034669709.1|DSUB	LOC6540895|XP_001969583.2|DERE
OG0010842	LOC117892273|XP_034654286.1|DSUB	LOC26526925|XP_015015575.2|DERE
OG0010843	LOC117892476|XP_034654619.1|DSUB	LOC26526265|XP_015012768.1|DERE
OG0010844	LOC117896610|XP_034660934.1|DSUB	LOC6555179|XP_001982277.1|DERE
OG0010845	LOC117893549|XP_034656094.1|DSUB	LOC6551278|XP_001976897.1|DERE
OG0010846	LOC117897874|XP_034662840.1|DSUB	LOC26526806|XP_015009408.1|DERE
OG0010847	LOC117903178|XP_034670918.1|DSUB	LOC6551500|XP_015010881.1|DERE
OG0010848	LOC117902560|XP_034669896.1|DSUB	LOC6550732|XP_001978155.1|DERE
OG0010849	LOC117903099|XP_034670802.1|DSUB	LOC6550987|XP_001976863.1|DERE
OG0010850	LOC117903128|XP_034670849.1|DSUB	LOC6551145|XP_026838090.1|DERE
OG0010851	LOC117903040|XP_034670665.1|DSUB	LOC6549738|XP_026837797.1|DERE, LOC113564581|XP_026838423.1|DERE
OG0010853	LOC117893575|XP_034656141.1|DSUB	LOC6555592|XP_026837674.1|DERE
OG0010854	LOC117893933|XP_034656610.1|DSUB	LOC6550232|XP_026837560.1|DERE
OG0010855	LOC117889729|XP_034650045.1|DSUB	LOC6550320|XP_001976768.1|DERE
OG0010856	LOC117898083|XP_034663156.1|DSUB	LOC6551574|XP_001977295.1|DERE
OG0010858	LOC117900057|XP_034666155.1|DSUB	LOC6550147|XP_001977544.1|DERE
OG0010859	LOC117900129|XP_034666244.1|DSUB	LOC6540863|XP_001969554.1|DERE
OG0010860	LOC117901098|XP_034667617.1|DSUB	LOC6548967|XP_001974199.1|DERE
OG0010862	LOC117900575|XP_034666876.1|DSUB	LOC6541197|XP_001968425.1|DERE
OG0010863	LOC117902021|XP_034668969.1|DSUB	LOC6542144|XP_001969366.1|DERE
OG0010865	LOC117901285|XP_034667869.1|DSUB	LOC6542705|XP_026834805.1|DERE
OG0010866	LOC117895144|XP_034658462.1|DSUB	LOC6545724|XP_015013561.1|DERE
OG0010867	LOC117893913|XP_034656585.1|DSUB	LOC26526638|XP_015014321.1|DERE
OG0010868	LOC117892956|XP_034655180.1|DSUB	LOC6543734|XP_001971941.1|DERE
OG0010869	LOC117895302|XP_034658752.1|DSUB	LOC26526355|XP_015014264.2|DERE
OG0010870	LOC117893630|XP_034656203.1|DSUB	LOC26526118|XP_015014223.1|DERE
OG0010871	LOC117895003|XP_034658241.1|DSUB	LOC26526508|XP_015014291.1|DERE
OG0010872	LOC117894904|XP_034658087.1|DSUB	LOC26527056|XP_026832821.1|DERE
OG0010873	LOC117893640|XP_034656218.1|DSUB	LOC6544086|XP_001972991.1|DERE
OG0010874	LOC117893192|XP_034655592.1|DSUB	LOC113563969|XP_026833876.1|DERE, LOC26526688|XP_026833877.1|DERE
OG0010875	LOC117895608|XP_034659247.1|DSUB	LOC6544300|XP_001971442.1|DERE
OG0010876	LOC117893772|XP_034656402.1|DSUB	LOC6544149|XP_001973004.1|DERE
OG0010877	LOC117893465|XP_034655974.1|DSUB	LOC6546217|XP_001972912.1|DERE
OG0010878	LOC117895086|XP_034658374.1|DSUB	LOC6545739|XP_001972746.1|DERE
OG0010879	LOC117895584|XP_034659208.1|DSUB	LOC26526774|XP_015014343.2|DERE
OG0010880	LOC117893434|XP_034655943.1|DSUB	LOC6546246|XP_001972853.2|DERE
OG0010881	LOC117890523|XP_034651322.1|DSUB	LOC6546632|XP_001975848.2|DERE
OG0010882	LOC117889866|XP_034650264.1|DSUB	LOC6548844|XP_001975358.1|DERE
OG0010883	LOC117893864|XP_034656525.1|DSUB	LOC6546003|XP_001972815.1|DERE
OG0010884	LOC117893350|XP_034655831.1|DSUB	LOC26526517|XP_015014293.1|DERE
OG0010885	LOC117894329|XP_034657204.1|DSUB	LOC6544958|XP_001972638.1|DERE
OG0010886	LOC117896320|XP_034660443.1|DSUB	LOC6546089|XP_001972781.1|DERE
OG0010887	LOC117893190|XP_034655591.1|DSUB	LOC6545140|XP_001972771.2|DERE
OG0010888	LOC117890805|XP_034651771.1|DSUB	LOC6547276|XP_001976099.1|DERE
OG0010889	LOC117902046|XP_034669003.1|DSUB	LOC6546900|XP_026836691.1|DERE
OG0010890	LOC117889965|XP_034650418.1|DSUB	LOC6541068|XP_001970370.2|DERE
OG0010891	LOC117891044|XP_034652104.1|DSUB, LOC117891045|XP_034652105.1|DSUB	LOC6543934|XP_001973024.1|DERE
OG0010892	LOC117891329|XP_034652639.1|DSUB	LOC6548351|XP_001975315.1|DERE
OG0010894	LOC117890013|XP_034650503.1|DSUB	LOC26526300|XP_015012777.1|DERE
OG0010895	LOC117890014|XP_034650504.1|DSUB	LOC6548325|XP_001975160.1|DERE
OG0010897	LOC117896420|XP_034660628.1|DSUB	LOC6552974|XP_001980115.2|DERE
OG0010898	LOC117897899|XP_034662867.1|DSUB	LOC6552375|XP_001978886.1|DERE
OG0010899	LOC117896491|XP_034660723.1|DSUB	LOC6551789|XP_001979614.3|DERE
OG0010900	LOC117896789|XP_034661177.1|DSUB	LOC6553499|XP_001980226.1|DERE
OG0010901	LOC117897207|XP_034661801.1|DSUB	LOC6553632|XP_026839570.1|DERE
OG0010902	LOC117899081|XP_034664741.1|DSUB	LOC6554622|XP_001981344.1|DERE
OG0010903	LOC117896978|XP_034661424.1|DSUB	LOC6554936|XP_001981117.1|DERE
OG0010904	LOC117897192|XP_034661783.1|DSUB	LOC6551879|XP_026835006.1|DERE
OG0010905	LOC117899054|XP_034664712.1|DSUB	LOC6554610|XP_001981562.1|DERE
OG0010907	LOC117896809|XP_034661203.1|DSUB	LOC6553211|XP_001979213.1|DERE
OG0010908	LOC117898415|XP_034663676.1|DSUB	LOC6554058|XP_026831970.1|DERE, LOC113563759|XP_026831972.1|DERE
OG0010909	LOC117896636|XP_034660973.1|DSUB	LOC26526890|XP_015010535.1|DERE
OG0010910	LOC117899293|XP_034665096.1|DSUB	LOC6555358|XP_001981437.1|DERE
OG0010911	LOC117897443|XP_034662176.1|DSUB	LOC6552100|XP_001978870.1|DERE
OG0010912	LOC117896519|XP_034660778.1|DSUB	LOC6553163|XP_001980023.3|DERE
OG0010913	LOC117897838|XP_034662793.1|DSUB	LOC6554909|XP_015009240.2|DERE
OG0010914	LOC117889924|XP_034650340.1|DSUB	LOC6549318|XP_001974489.3|DERE
OG0010915	LOC117892134|XP_034654061.1|DSUB	LOC6548000|XP_001975279.2|DERE
OG0010916	LOC117890551|XP_034651373.1|DSUB	LOC6548035|XP_001975248.1|DERE
OG0010917	LOC117891787|XP_034653350.1|DSUB	LOC26526057|XP_026835649.1|DERE
OG0010918	LOC117900269|XP_034666471.1|DSUB	LOC6548940|XP_001974218.2|DERE
OG0010919	LOC117901764|XP_034668543.1|DSUB	LOC6542626|XP_026835135.1|DERE
OG0010921	LOC117901607|XP_034668317.1|DSUB	LOC26527025|XP_015012899.1|DERE
OG0010922	LOC117900787|XP_034667157.1|DSUB	LOC6542833|XP_001968267.1|DERE
OG0010923	LOC117903398|XP_034671276.1|DSUB	LOC6551664|XP_026838478.1|DERE
OG0010924	LOC117901656|XP_034668386.1|DSUB	LOC113564133|XP_026835217.1|DERE
OG0010925	LOC117894977|XP_034658208.1|DSUB	LOC6544393|XP_026832945.1|DERE
OG0010926	LOC117895840|XP_034659683.1|DSUB	LOC6545703|XP_001972716.1|DERE
OG0010927	LOC117893985|XP_034656690.1|DSUB	LOC6543935|XP_026833285.1|DERE
OG0010928	LOC117895262|XP_034658674.1|DSUB	LOC6545113|XP_001972082.3|DERE
OG0010929	LOC117901513|XP_034668175.1|DSUB	LOC6541311|XP_001969663.1|DERE
OG0010930	LOC117902424|XP_034669675.1|DSUB	LOC6542227|XP_001969651.1|DERE
OG0010931	LOC117900857|XP_034667268.1|DSUB	LOC26526616|XP_015015538.1|DERE
OG0010932	LOC117900700|XP_034667043.1|DSUB	LOC6541817|XP_001969405.1|DERE
OG0010933	LOC117900917|XP_034667370.1|DSUB	LOC6543290|XP_001969874.1|DERE
OG0010934	LOC117902147|XP_034669176.1|DSUB	LOC6540787|XP_001968839.1|DERE
OG0010936	LOC117900391|XP_034666635.1|DSUB	LOC6550605|XP_001978027.1|DERE
OG0010937	LOC117901203|XP_034667748.1|DSUB	LOC6549579|XP_001974464.2|DERE, LOC6549576|XP_001974461.1|DERE
OG0010946	LOC117896419|XP_034660627.1|DSUB	LOC113563744|XP_026831799.1|DERE
OG0010957	LOC117896314|XP_034660434.1|DSUB	LOC6552918|XP_001980991.2|DERE
OG0010960	LOC117900447|XP_034666707.1|DSUB	LOC113564079|XP_026834593.1|DERE
OG0010962	LOC117902449|XP_034669735.1|DSUB	LOC6548321|XP_026838679.1|DERE
OG0010963	LOC117901376|XP_034667976.1|DSUB	LOC6543377|XP_001968950.1|DERE
OG0010964	LOC117900474|XP_034666744.1|DSUB	LOC6543448|XP_001970010.1|DERE
OG0010965	LOC117891131|XP_034652230.1|DSUB	LOC6547539|XP_001976305.2|DERE
OG0010966	LOC117895093|XP_034658380.1|DSUB, LOC117895092|XP_034658379.1|DSUB	LOC6546005|XP_001972817.1|DERE
OG0010967	LOC117893126|XP_034655469.1|DSUB	LOC6550323|XP_001976771.1|DERE
OG0010968	LOC117895597|XP_034659238.1|DSUB	LOC6546522|XP_026832709.1|DERE
OG0010972	LOC117898766|XP_034664289.1|DSUB	LOC6553957|XP_001979552.1|DERE
OG0010974	LOC117894934|XP_034658128.1|DSUB	LOC6545652|XP_001971611.1|DERE
OG0010975	LOC117899397|XP_034665273.1|DSUB	LOC26526293|XP_015010468.2|DERE
OG0010977	LOC117896530|XP_034660792.1|DSUB	LOC6551946|XP_001980634.1|DERE
OG0010978	LOC117903080|XP_034670769.1|DSUB	LOC6550187|XP_026838105.1|DERE
OG0010981	LOC117894598|XP_034657642.1|DSUB	LOC6555700|XP_001982477.1|DERE
OG0010982	LOC117896254|XP_034660331.1|DSUB	LOC6550519|XP_001977909.1|DERE
OG0010983	LOC117894902|XP_034658090.1|DSUB	LOC6550113|XP_026837665.1|DERE
OG0010984	LOC117893118|XP_034655457.1|DSUB	LOC6556101|XP_001982959.1|DERE
OG0010985	LOC117899522|XP_034665471.1|DSUB	LOC6552834|XP_001978979.2|DERE
OG0010987	LOC117896899|XP_034661329.1|DSUB	LOC6550986|XP_001976919.2|DERE
OG0010988	LOC117898183|XP_034663293.1|DSUB	LOC6551446|XP_001978544.2|DERE
OG0010989	LOC117899398|XP_034665274.1|DSUB	LOC6552348|XP_001979769.2|DERE
OG0010990	LOC117900873|XP_034667288.1|DSUB	LOC6549449|XP_001974271.1|DERE
OG0010991	LOC117900744|XP_034667113.1|DSUB	LOC6543447|XP_001969512.1|DERE
OG0010993	LOC117901668|XP_034668400.1|DSUB	LOC6541404|XP_026835173.1|DERE
OG0010995	LOC117894955|XP_034658176.1|DSUB	LOC6544396|XP_001971697.1|DERE
OG0010996	LOC117893262|XP_034655720.1|DSUB	LOC6546367|XP_001971328.1|DERE
OG0010997	LOC117893489|XP_034656012.1|DSUB	LOC26526320|XP_026833400.1|DERE
OG0010999	LOC117893697|XP_034656277.1|DSUB	LOC6544741|XP_001973203.1|DERE
OG0011000	LOC117895697|XP_034659435.1|DSUB	LOC26526756|XP_015014339.1|DERE
OG0011001	LOC117893451|XP_034655961.1|DSUB	LOC6545713|XP_001973413.2|DERE
OG0011002	LOC117895127|XP_034658429.1|DSUB	LOC6544561|XP_001973095.2|DERE
OG0011004	LOC117891447|XP_034652818.1|DSUB	LOC26526045|XP_015012726.1|DERE
OG0011005	LOC117891590|XP_034653008.1|DSUB	LOC6549553|XP_001975641.1|DERE
OG0011006	LOC117891273|XP_034652541.1|DSUB	LOC6548342|XP_001975513.1|DERE
OG0011007	LOC117892525|XP_034654706.1|DSUB	LOC113564087|XP_026834667.1|DERE
OG0011008	LOC117897267|XP_034661883.1|DSUB	LOC26526351|XP_026831822.1|DERE
OG0011009	LOC117899664|XP_034665739.1|DSUB	LOC26526765|XP_015010523.1|DERE
OG0011010	LOC117896113|XP_034660058.1|DSUB	LOC26526811|XP_015010528.1|DERE
OG0011011	LOC117899388|XP_034665263.1|DSUB	LOC6552322|XP_001979763.2|DERE
OG0011013	LOC117896989|XP_034661437.1|DSUB	LOC6552487|XP_001979836.1|DERE
OG0011014	LOC117896977|XP_034661423.1|DSUB	LOC6551969|XP_001980654.1|DERE
OG0011015	LOC117898127|XP_034663210.1|DSUB	LOC6552267|XP_001980748.1|DERE
OG0011016	LOC117893529|XP_034656063.1|DSUB	LOC6545377|XP_001972626.1|DERE
OG0011017	LOC117899022|XP_034664673.1|DSUB	LOC6552215|XP_001980734.1|DERE
OG0011018	LOC117899005|XP_034664643.1|DSUB	LOC6553549|XP_001980250.2|DERE
OG0011019	LOC117897229|XP_034661838.1|DSUB	LOC6553546|XP_001980247.1|DERE
OG0011020	LOC117896805|XP_034661199.1|DSUB	LOC6553200|XP_001979161.1|DERE
OG0011021	LOC117897220|XP_034661826.1|DSUB	LOC6552846|XP_001980954.1|DERE
OG0011022	LOC117896564|XP_034660857.1|DSUB	LOC6553865|XP_001979608.1|DERE
OG0011023	LOC117896476|XP_034660705.1|DSUB	LOC113563707|XP_026831499.1|DERE
OG0011025	LOC117896879|XP_034661299.1|DSUB	LOC6553390|XP_001980207.3|DERE
OG0011027	LOC117899372|XP_034665243.1|DSUB	LOC26526734|XP_015009405.1|DERE
OG0011028	LOC117892396|XP_034654502.1|DSUB	LOC6548657|XP_001975379.1|DERE
OG0011029	LOC117891409|XP_034652746.1|DSUB	LOC6549393|XP_001975611.2|DERE
OG0011030	LOC117891094|XP_034652168.1|DSUB	LOC26526878|XP_015012870.1|DERE
OG0011031	LOC117891735|XP_034653219.1|DSUB	LOC6548247|XP_001975196.1|DERE
OG0011032	LOC117892054|XP_034653873.1|DSUB	LOC6548372|XP_001976647.1|DERE
OG0011033	LOC117891033|XP_034652091.1|DSUB	LOC6548057|XP_001976518.1|DERE
OG0011034	LOC117891107|XP_034652188.1|DSUB	LOC6546810|XP_001975920.2|DERE
