Orthogroup	DSUB.longest_only	DFIC.longest_only
OG0008621	LOC117898119|XP_034663199.1|DSUB	LOC108098881|XP_017057557.1|DFIC
OG0008622	LOC117890495|XP_034651277.1|DSUB	LOC108093613|XP_017049229.1|DFIC
OG0008623	LOC117891480|XP_034652850.1|DSUB	LOC108094781|XP_017051043.1|DFIC
OG0008624	LOC117891249|XP_034652486.1|DSUB, LOC117892617|XP_034654859.1|DSUB	LOC108093838|XP_017049658.1|DFIC
OG0008625	LOC117890033|XP_034650540.1|DSUB	LOC108092167|XP_017047179.1|DFIC, LOC108100941|XP_017060575.1|DFIC, LOC108090774|XP_017045105.1|DFIC
OG0008626	LOC117889789|XP_034650151.1|DSUB, LOC117889788|XP_034650149.1|DSUB	LOC108096035|XP_017052870.1|DFIC
OG0008627	LOC117895162|XP_034658511.1|DSUB	LOC108093688|XP_017049359.1|DFIC
OG0008629	LOC117900799|XP_034667175.1|DSUB	LOC108094362|XP_017050391.1|DFIC
OG0008630	LOC117902977|XP_034670535.1|DSUB	LOC108095038|XP_017051418.1|DFIC
OG0008631	LOC117899696|XP_034665790.1|DSUB	LOC108099438|XP_017058464.1|DFIC
OG0008632	LOC117899327|XP_034665152.1|DSUB	LOC108098681|XP_017057279.1|DFIC
OG0008633	LOC117890980|XP_034652012.1|DSUB	LOC108087654|XP_017040622.1|DFIC
OG0008634	LOC117902186|XP_034669251.1|DSUB	LOC108095676|XP_017052337.1|DFIC
OG0008635	LOC117899716|XP_034665825.1|DSUB, LOC117890730|XP_034651674.1|DSUB	LOC108101487|XP_017061327.1|DFIC
OG0008636	LOC117896870|XP_034661291.1|DSUB	LOC108087924|XP_017040999.1|DFIC
OG0008637	LOC117893154|XP_034655507.1|DSUB	LOC108100717|XP_017060240.1|DFIC
OG0008638	LOC117899392|XP_034665267.1|DSUB	LOC108087169|XP_017039899.1|DFIC
OG0008639	LOC117897262|XP_034661876.1|DSUB	LOC108088518|XP_017041846.1|DFIC
OG0008640	LOC117898439|XP_034663735.1|DSUB	LOC108087885|XP_017040952.1|DFIC
OG0008641	LOC117896368|XP_034660538.1|DSUB, LOC117896357|XP_034660527.1|DSUB	LOC108097481|XP_017055270.1|DFIC
OG0008642	LOC117901045|XP_034667543.1|DSUB, LOC117891996|XP_034653773.1|DSUB, LOC117898577|XP_034663989.1|DSUB, LOC117896558|XP_034660848.1|DSUB	LOC108091989|XP_017046903.1|DFIC
OG0008643	LOC117897581|XP_034662426.1|DSUB	LOC108098675|XP_017057259.1|DFIC
OG0008644	LOC117898077|XP_034663143.1|DSUB	LOC108086849|XP_017039389.1|DFIC
OG0008645	LOC117901878|XP_034668727.1|DSUB	LOC108098186|XP_017056410.1|DFIC, LOC108101995|XP_017062078.1|DFIC
OG0008646	LOC117901387|XP_034668011.1|DSUB	LOC108090631|XP_017044899.1|DFIC
OG0008647	LOC117900591|XP_034666891.1|DSUB	LOC108092305|XP_017047328.1|DFIC, LOC108092301|XP_017047325.1|DFIC, LOC108092302|XP_017047326.1|DFIC, LOC108092468|XP_017047546.1|DFIC
OG0008648	LOC117901877|XP_034668726.1|DSUB	LOC108101994|XP_017062077.1|DFIC, LOC108098207|XP_017056436.1|DFIC
OG0008649	LOC117889791|XP_034650154.1|DSUB	LOC108096587|XP_017053775.1|DFIC, LOC108096569|XP_017053754.1|DFIC
OG0008650	LOC117897645|XP_034662512.1|DSUB	LOC108096231|XP_017053117.1|DFIC
OG0008651	LOC117891583|XP_034653002.1|DSUB	LOC108101610|XP_017061513.1|DFIC
OG0008652	LOC117890891|XP_034651875.1|DSUB	LOC108086316|XP_017038705.1|DFIC
OG0008653	LOC117891617|XP_034653044.1|DSUB	LOC108093668|XP_017049335.1|DFIC
OG0008654	LOC117892624|XP_034654867.1|DSUB	LOC108090958|XP_017045391.1|DFIC
OG0008655	LOC117890540|XP_034651356.1|DSUB	LOC108090313|XP_017044414.1|DFIC
OG0008656	LOC117903270|XP_034671064.1|DSUB	LOC108097001|XP_017054478.1|DFIC
OG0008656	LOC117903775|XP_034672089.1|DSUB	LOC108102115|XP_017062267.1|DFIC
OG0008657	LOC117903559|XP_034671657.1|DSUB	LOC108094717|XP_017050946.1|DFIC
OG0008659	LOC117894838|XP_034657977.1|DSUB	LOC108100471|XP_017059891.1|DFIC, LOC108097038|XP_017054556.1|DFIC
OG0008660	LOC117895784|XP_034659575.1|DSUB	LOC108099882|XP_017059025.1|DFIC
OG0008661	LOC117892936|XP_034655148.1|DSUB	LOC108099714|XP_017058826.1|DFIC
OG0008662	LOC117893899|XP_034656566.1|DSUB	LOC108088756|XP_017042192.1|DFIC
OG0008663	LOC117894386|XP_034657283.1|DSUB	LOC108088923|XP_017042428.1|DFIC
OG0008664	LOC117895135|XP_034658446.1|DSUB	LOC108100482|XP_017059905.1|DFIC
OG0008665	LOC117902651|XP_034670068.1|DSUB	LOC108090067|XP_017044067.1|DFIC
OG0008666	LOC117893436|XP_034655944.1|DSUB	LOC108088830|XP_017042286.1|DFIC
OG0008667	LOC117894743|XP_034657836.1|DSUB	LOC108100136|XP_017059377.1|DFIC
OG0008668	LOC117894794|XP_034657914.1|DSUB	LOC108100735|XP_017060261.1|DFIC
OG0008669	LOC117901923|XP_034668783.1|DSUB	LOC108086347|XP_017038737.1|DFIC
OG0008670	LOC117898075|XP_034663141.1|DSUB	LOC108091859|XP_017046728.1|DFIC
OG0008671	LOC117900537|XP_034666827.1|DSUB	LOC108097828|XP_017055841.1|DFIC, LOC108097830|XP_017055843.1|DFIC
OG0008672	LOC117901551|XP_034668239.1|DSUB	LOC108098260|XP_017056549.1|DFIC
OG0008673	LOC117902821|XP_034670338.1|DSUB, LOC117902813|XP_034670329.1|DSUB	LOC108092626|XP_017047752.1|DFIC
OG0008675	LOC117894027|XP_034656756.1|DSUB	LOC108087523|XP_017040416.1|DFIC, LOC108087520|XP_017040413.1|DFIC
OG0008677	LOC117897531|XP_034662342.1|DSUB	LOC108095982|XP_017052815.1|DFIC
OG0008679	LOC117898061|XP_034663123.1|DSUB	LOC108097777|XP_017055793.1|DFIC
OG0008680	LOC117903790|XP_034672109.1|DSUB, LOC117898305|XP_034663471.1|DSUB	LOC108092960|XP_017048332.1|DFIC
OG0008681	LOC117903361|XP_034671207.1|DSUB	LOC108088697|XP_017042127.1|DFIC
OG0008682	LOC117894888|XP_034658064.1|DSUB	LOC108088639|XP_017042046.1|DFIC
OG0008683	LOC117891881|XP_034653551.1|DSUB	LOC108097331|XP_017055049.1|DFIC
OG0008684	LOC117891475|XP_034652886.1|DSUB	LOC108097435|XP_017055194.1|DFIC
OG0008685	LOC117892012|XP_034653796.1|DSUB	LOC108096831|XP_017054225.1|DFIC
OG0008686	LOC117898458|XP_034663771.1|DSUB	LOC108091652|XP_017046446.1|DFIC
OG0008687	LOC117889840|XP_034650221.1|DSUB	LOC108090740|XP_017045052.1|DFIC
OG0008688	LOC117903462|XP_034671393.1|DSUB	LOC108097079|XP_017054610.1|DFIC
OG0008689	LOC117896452|XP_034660673.1|DSUB	LOC108098857|XP_017057513.1|DFIC
OG0008691	LOC117894585|XP_034657621.1|DSUB	LOC108093151|XP_017048586.1|DFIC
OG0008692	LOC117896349|XP_034660499.1|DSUB	LOC108098073|XP_017056254.1|DFIC
OG0008694	LOC117897868|XP_034662837.1|DSUB	LOC108088705|XP_017042136.1|DFIC
OG0008695	LOC117889745|XP_034650075.1|DSUB	LOC108094196|XP_017050138.1|DFIC
OG0008696	LOC117898509|XP_034663853.1|DSUB	LOC108095746|XP_017052415.1|DFIC
OG0008697	LOC117893478|XP_034655993.1|DSUB	LOC108100130|XP_017059372.1|DFIC
OG0008698	LOC117903290|XP_034671109.1|DSUB	LOC108091076|XP_017045567.1|DFIC
OG0008699	LOC117894975|XP_034658204.1|DSUB	LOC108088877|XP_017042360.1|DFIC
OG0008701	LOC117890113|XP_034650674.1|DSUB	LOC108090876|XP_017045259.1|DFIC
OG0008702	LOC117898245|XP_034663381.1|DSUB	LOC108088073|XP_017041212.1|DFIC
OG0008703	LOC117894041|XP_034656781.1|DSUB	LOC108089429|XP_017043125.1|DFIC
OG0008704	LOC117902373|XP_034669581.1|DSUB	LOC108092511|XP_017047618.1|DFIC
OG0008705	LOC117900875|XP_034667291.1|DSUB	LOC108100105|XP_017059340.1|DFIC
OG0008706	LOC117899655|XP_034665727.1|DSUB	LOC108100759|XP_017060282.1|DFIC
OG0008707	LOC117902042|XP_034668997.1|DSUB	LOC108094596|XP_017050732.1|DFIC
OG0008708	LOC117903523|XP_034671533.1|DSUB	LOC108097547|XP_017055391.1|DFIC
OG0008709	LOC117899052|XP_034664706.1|DSUB	LOC108088407|XP_017041653.1|DFIC
OG0008710	LOC117897653|XP_034662526.1|DSUB	LOC108087317|XP_017040133.1|DFIC
OG0008711	LOC117897686|XP_034662589.1|DSUB	LOC108098518|XP_017056972.1|DFIC
OG0008712	LOC117890467|XP_034651213.1|DSUB	LOC108093829|XP_017049648.1|DFIC
OG0008714	LOC117900937|XP_034667394.1|DSUB	LOC108092520|XP_017047631.1|DFIC
OG0008715	LOC117898400|XP_034663650.1|DSUB	LOC108099611|XP_017058723.1|DFIC
OG0008716	LOC117896845|XP_034661260.1|DSUB	LOC108091900|XP_017046773.1|DFIC
OG0008717	LOC117894135|XP_034656921.1|DSUB	LOC108096403|XP_017053463.1|DFIC
OG0008718	LOC117891850|XP_034653492.1|DSUB	LOC108093894|XP_017049739.1|DFIC
OG0008719	LOC117899648|XP_034665715.1|DSUB	LOC108100749|XP_017060266.1|DFIC
OG0008721	LOC117895407|XP_034658934.1|DSUB	LOC108095498|XP_017052094.1|DFIC
OG0008722	LOC117899500|XP_034665440.1|DSUB	LOC108099365|XP_017058346.1|DFIC
OG0008723	LOC117895305|XP_034658756.1|DSUB	LOC108096361|XP_017053399.1|DFIC
OG0008724	LOC117900832|XP_034667231.1|DSUB	LOC108088769|XP_017042615.1|DFIC, LOC108101223|XP_017060961.1|DFIC
OG0008725	LOC117889861|XP_034650253.1|DSUB	LOC108094824|XP_017051083.1|DFIC
OG0008726	LOC117890614|XP_034651446.1|DSUB	LOC108096825|XP_017054217.1|DFIC
OG0008727	LOC117896004|XP_034659891.1|DSUB	LOC108087390|XP_017040221.1|DFIC
OG0008728	LOC117899742|XP_034665877.1|DSUB	LOC108086999|XP_017039624.1|DFIC
OG0008729	LOC117902812|XP_034670332.1|DSUB	LOC108088736|XP_017042176.1|DFIC
OG0008730	LOC117903729|XP_034671973.1|DSUB	LOC108092790|XP_017048044.1|DFIC
OG0008731	LOC117898532|XP_034663893.1|DSUB	LOC108091949|XP_017046835.1|DFIC
OG0008732	LOC117900014|XP_034666090.1|DSUB	LOC108100886|XP_017060485.1|DFIC
OG0008734	LOC117897755|XP_034662687.1|DSUB	LOC108098564|XP_017057066.1|DFIC
OG0008735	LOC117892311|XP_034654353.1|DSUB	LOC108094961|XP_017051313.1|DFIC
OG0008736	LOC117889776|XP_034650132.1|DSUB	LOC108086444|XP_017038851.1|DFIC
OG0008737	LOC117899490|XP_034665429.1|DSUB	LOC108099389|XP_017058376.1|DFIC
OG0008738	LOC117902441|XP_034669722.1|DSUB	LOC108092995|XP_017048381.1|DFIC
OG0008739	LOC117895221|XP_034658606.1|DSUB	LOC108100620|XP_017060102.1|DFIC
OG0008740	LOC117890035|XP_034650544.1|DSUB	LOC108090700|XP_017044980.1|DFIC
OG0008741	LOC117891268|XP_034652533.1|DSUB	LOC108090750|XP_017045070.1|DFIC
OG0008742	LOC117894671|XP_034657740.1|DSUB	LOC108099156|XP_017057989.1|DFIC
OG0008743	LOC117890786|XP_034651752.1|DSUB	LOC108086451|XP_017038858.1|DFIC
OG0008744	LOC117892097|XP_034653984.1|DSUB	LOC108101475|XP_017061310.1|DFIC
OG0008745	LOC117895770|XP_034659555.1|DSUB	LOC108097602|XP_017055498.1|DFIC
OG0008746	LOC117896352|XP_034660517.1|DSUB	LOC108101103|XP_017060802.1|DFIC
OG0008747	LOC117893646|XP_034656223.1|DSUB	LOC108093229|XP_017048688.1|DFIC
OG0008748	LOC117901622|XP_034668341.1|DSUB	LOC108101302|XP_017061092.1|DFIC
OG0008749	LOC117902572|XP_034669922.1|DSUB	LOC108100045|XP_017059265.1|DFIC
OG0008750	LOC117901991|XP_034668894.1|DSUB	LOC108089214|XP_017042853.1|DFIC
OG0008751	LOC117896910|XP_034661337.1|DSUB	LOC108096109|XP_017052975.1|DFIC, LOC108096139|XP_017053008.1|DFIC
OG0008752	LOC117899487|XP_034665416.1|DSUB	LOC108099362|XP_017058337.1|DFIC
OG0008753	LOC117895528|XP_034659125.1|DSUB	LOC108099833|XP_017058953.1|DFIC
OG0008754	LOC117891476|XP_034652847.1|DSUB	LOC108094772|XP_017051034.1|DFIC
OG0008755	LOC117899256|XP_034665034.1|DSUB	LOC108088358|XP_017041593.1|DFIC
OG0008756	LOC117896496|XP_034660728.1|DSUB	LOC108087887|XP_017040954.1|DFIC
OG0008757	LOC117897369|XP_034662059.1|DSUB	LOC108099297|XP_017058180.1|DFIC
OG0008758	LOC117900816|XP_034667200.1|DSUB	LOC108091485|XP_017046195.1|DFIC
OG0008759	LOC117901527|XP_034668198.1|DSUB	LOC108098703|XP_017057305.1|DFIC
OG0008760	LOC117901286|XP_034667870.1|DSUB	LOC108100094|XP_017059327.1|DFIC
OG0008761	LOC117901588|XP_034668289.1|DSUB	LOC108098718|XP_017057326.1|DFIC, LOC108102197|XP_017062392.1|DFIC
OG0008762	LOC117890539|XP_034651355.1|DSUB	LOC108090312|XP_017044413.1|DFIC
OG0008763	LOC117900687|XP_034667026.1|DSUB	LOC108093010|XP_017048402.1|DFIC
OG0008764	LOC117901136|XP_034667669.1|DSUB	LOC108095537|XP_017052156.1|DFIC, LOC108098294|XP_017056592.1|DFIC
OG0008765	LOC117889908|XP_034650325.1|DSUB	LOC108096664|XP_017053926.1|DFIC
OG0008766	LOC117902434|XP_034669707.1|DSUB	LOC108094096|XP_017050009.1|DFIC
OG0008767	LOC117890106|XP_034650663.1|DSUB	LOC108086304|XP_017038685.1|DFIC
OG0008768	LOC117890562|XP_034651386.1|DSUB	LOC108101888|XP_017061932.1|DFIC
OG0008769	LOC117891887|XP_034653577.1|DSUB	LOC108101420|XP_017061235.1|DFIC
OG0008770	LOC117891929|XP_034653655.1|DSUB	LOC108094007|XP_017049923.1|DFIC
OG0008771	LOC117891123|XP_034652219.1|DSUB	LOC108086405|XP_017038796.1|DFIC
OG0008772	LOC117890792|XP_034651757.1|DSUB	LOC108086452|XP_017038859.1|DFIC
OG0008773	LOC117891878|XP_034653534.1|DSUB	LOC108094013|XP_017049929.1|DFIC
OG0008774	LOC117891477|XP_034652848.1|DSUB	LOC108094967|XP_017051319.1|DFIC
OG0008775	LOC117892435|XP_034654565.1|DSUB	LOC108093711|XP_017049398.1|DFIC
OG0008776	LOC117889722|XP_034650033.1|DSUB	LOC108086750|XP_017039279.1|DFIC
OG0008777	LOC117892500|XP_034654668.1|DSUB	LOC108096845|XP_017054247.1|DFIC
OG0008778	LOC117891336|XP_034652647.1|DSUB	LOC108094299|XP_017050304.1|DFIC
OG0008779	LOC117903397|XP_034671279.1|DSUB	LOC108097204|XP_017054839.1|DFIC
OG0008780	LOC117897445|XP_034662178.1|DSUB	LOC108091389|XP_017046059.1|DFIC
OG0008781	LOC117903861|XP_034672239.1|DSUB	LOC108097353|XP_017055078.1|DFIC
OG0008782	LOC117893069|XP_034655370.1|DSUB	LOC108096385|XP_017053434.1|DFIC
OG0008783	LOC117890257|XP_034650900.1|DSUB	LOC108096543|XP_017053719.1|DFIC
OG0008784	LOC117894083|XP_034656839.1|DSUB	LOC108100555|XP_017060016.1|DFIC
OG0008785	LOC117895445|XP_034659002.1|DSUB	LOC108089739|XP_017043610.1|DFIC
OG0008786	LOC117900755|XP_034667128.1|DSUB, LOC117901012|XP_034667502.1|DSUB	LOC108093392|XP_017048901.1|DFIC
OG0008787	LOC117894467|XP_034657459.1|DSUB	LOC108087550|XP_017040460.1|DFIC
OG0008788	LOC117895508|XP_034659098.1|DSUB	LOC108093237|XP_017048700.1|DFIC
OG0008789	LOC117894559|XP_034657574.1|DSUB	LOC108100734|XP_017060260.1|DFIC
OG0008790	LOC117890502|XP_034651287.1|DSUB	LOC108090464|XP_017044651.1|DFIC
OG0008791	LOC117889803|XP_034650171.1|DSUB	LOC108093791|XP_017049561.1|DFIC, LOC108093635|XP_017049282.1|DFIC
OG0008792	LOC117891989|XP_034653757.1|DSUB	LOC108090767|XP_017045095.1|DFIC
OG0008793	LOC117891457|XP_034652831.1|DSUB	LOC108089657|XP_017043517.1|DFIC
OG0008794	LOC117901579|XP_034668271.1|DSUB	LOC108102021|XP_017062114.1|DFIC, LOC108098286|XP_017056582.1|DFIC
OG0008795	LOC117897736|XP_034662661.1|DSUB	LOC108098975|XP_017057680.1|DFIC
OG0008796	LOC117896554|XP_034660831.1|DSUB	LOC108095718|XP_017052382.1|DFIC
OG0008797	LOC117896536|XP_034660810.1|DSUB	LOC108098971|XP_017057676.1|DFIC
OG0008798	LOC117897771|XP_034662708.1|DSUB	LOC108086865|XP_017039415.1|DFIC, LOC108086864|XP_017039414.1|DFIC
OG0008799	LOC117891841|XP_034653482.1|DSUB	LOC108101590|XP_017061491.1|DFIC
OG0008801	LOC117903741|XP_034671998.1|DSUB	LOC108093244|XP_017048708.1|DFIC, LOC108093247|XP_017048711.1|DFIC
OG0008805	LOC117893890|XP_034656560.1|DSUB	LOC108098079|XP_017056266.1|DFIC
OG0008806	LOC117903285|XP_034671099.1|DSUB	LOC108094566|XP_017050667.1|DFIC
OG0008807	LOC117903530|XP_034671591.1|DSUB	LOC108097990|XP_017056114.1|DFIC
OG0008808	LOC117903374|XP_034671234.1|DSUB	LOC108095564|XP_017052201.1|DFIC
OG0008809	LOC117897644|XP_034662511.1|DSUB	LOC108099635|XP_017058754.1|DFIC
OG0008811	LOC117898782|XP_034664309.1|DSUB	LOC108097477|XP_017055245.1|DFIC
OG0008813	LOC117897953|XP_034662946.1|DSUB	LOC108098921|XP_017057614.1|DFIC
OG0008814	LOC117889839|XP_034650219.1|DSUB	LOC108090801|XP_017045143.1|DFIC
OG0008815	LOC117895594|XP_034659235.1|DSUB	LOC108099010|XP_017057733.1|DFIC
OG0008816	LOC117894436|XP_034657393.1|DSUB	LOC108100426|XP_017059820.1|DFIC
OG0008819	LOC117892305|XP_034654342.1|DSUB	LOC108094940|XP_017051290.1|DFIC
OG0008820	LOC117902627|XP_034670037.1|DSUB	LOC108097836|XP_017055848.1|DFIC
OG0008822	LOC117901843|XP_034668677.1|DSUB	LOC108089117|XP_017042718.1|DFIC
OG0008824	LOC117890679|XP_034651554.1|DSUB	LOC108095419|XP_017052014.1|DFIC
OG0008825	LOC117893371|XP_034655855.1|DSUB	LOC108095418|XP_017052013.1|DFIC
OG0008826	LOC117897196|XP_034661789.1|DSUB	LOC108098621|XP_017057177.1|DFIC
OG0008829	LOC117903056|XP_034670691.1|DSUB	LOC108097136|XP_017054722.1|DFIC
OG0008830	LOC117901571|XP_034668264.1|DSUB	LOC108088593|XP_017041929.1|DFIC
OG0008831	LOC117903752|XP_034672052.1|DSUB	LOC108097159|XP_017054778.1|DFIC
OG0008832	LOC117903751|XP_034672048.1|DSUB	LOC108097092|XP_017054638.1|DFIC
OG0008833	LOC117896247|XP_034660301.1|DSUB	LOC108098094|XP_017056289.1|DFIC
OG0008834	LOC117898865|XP_034664434.1|DSUB	LOC108095849|XP_017052636.1|DFIC
OG0008835	LOC117896000|XP_034659886.1|DSUB	LOC108093337|XP_017048822.1|DFIC
OG0008836	LOC117892024|XP_034653810.1|DSUB	LOC108090519|XP_017044727.1|DFIC
OG0008837	LOC117889921|XP_034650338.1|DSUB	LOC108096532|XP_017053706.1|DFIC
OG0008838	LOC117900312|XP_034666532.1|DSUB	LOC108101195|XP_017060928.1|DFIC
OG0008839	LOC117892516|XP_034654693.1|DSUB	LOC108086679|XP_017039161.1|DFIC
OG0008840	LOC117900522|XP_034666811.1|DSUB	LOC108098385|XP_017056742.1|DFIC
OG0008841	LOC117893690|XP_034656271.1|DSUB	LOC108099218|XP_017058087.1|DFIC
OG0008842	LOC117892682|XP_034654978.1|DSUB	LOC108087606|XP_017040534.1|DFIC
OG0008843	LOC117893047|XP_034655315.1|DSUB	LOC108099131|XP_017057958.1|DFIC
OG0008845	LOC117901769|XP_034668557.1|DSUB	LOC108098447|XP_017056840.1|DFIC
OG0008846	LOC117901269|XP_034667855.1|DSUB, LOC117901270|XP_034667856.1|DSUB	LOC108088338|XP_017041571.1|DFIC
OG0008847	LOC117898637|XP_034664091.1|DSUB	LOC108091822|XP_017046689.1|DFIC
OG0008848	LOC117892701|XP_034655003.1|DSUB	LOC108090268|XP_017044366.1|DFIC
OG0008849	LOC117902162|XP_034669195.1|DSUB	LOC108095391|XP_017051960.1|DFIC
OG0008850	LOC117889823|XP_034650193.1|DSUB	LOC108095130|XP_017051559.1|DFIC
OG0008851	LOC117900280|XP_034666484.1|DSUB	LOC108089132|XP_017042737.1|DFIC
OG0008852	LOC117892071|XP_034653950.1|DSUB	LOC108101469|XP_017061303.1|DFIC
OG0008854	LOC117900818|XP_034667205.1|DSUB	LOC108091517|XP_017046264.1|DFIC
OG0008855	LOC117903365|XP_034671211.1|DSUB	LOC108095609|XP_017052262.1|DFIC
OG0008856	LOC117902994|XP_034670602.1|DSUB	LOC108098410|XP_017056793.1|DFIC
OG0008857	LOC117893446|XP_034655956.1|DSUB, LOC117895601|XP_034659240.1|DSUB	LOC108088245|XP_017041450.1|DFIC
OG0008858	LOC117899786|XP_034665951.1|DSUB	LOC108092024|XP_017046951.1|DFIC
OG0008859	LOC117894459|XP_034657450.1|DSUB	LOC108087469|XP_017040334.1|DFIC
OG0008860	LOC117898847|XP_034664415.1|DSUB	LOC108097640|XP_017055559.1|DFIC
OG0008861	LOC117889807|XP_034650177.1|DSUB	LOC108090437|XP_017044603.1|DFIC
OG0008862	LOC117896264|XP_034660346.1|DSUB	LOC108096815|XP_017054199.1|DFIC
OG0008863	LOC117901059|XP_034667561.1|DSUB	LOC108101373|XP_017061176.1|DFIC
OG0008864	LOC117890302|XP_034650967.1|DSUB	LOC108090637|XP_017044903.1|DFIC
OG0008865	LOC117902389|XP_034669604.1|DSUB	LOC108093512|XP_017049092.1|DFIC
OG0008866	LOC117901210|XP_034667761.1|DSUB	LOC108091507|XP_017046239.1|DFIC
OG0008867	LOC117896328|XP_034660460.1|DSUB	LOC108097999|XP_017056125.1|DFIC
OG0008868	LOC117890059|XP_034650583.1|DSUB	LOC108090279|XP_017044379.1|DFIC
OG0008869	LOC117895352|XP_034658825.1|DSUB	LOC108088774|XP_017042217.1|DFIC
OG0008870	LOC117894836|XP_034657975.1|DSUB	LOC108088262|XP_017041469.1|DFIC
OG0008871	LOC117894322|XP_034657193.1|DSUB	LOC108095424|XP_017052021.1|DFIC
OG0008872	LOC117900963|XP_034667429.1|DSUB	LOC108093454|XP_017049022.1|DFIC
OG0008873	LOC117902567|XP_034669902.1|DSUB	LOC108088167|XP_017041328.1|DFIC
OG0008874	LOC117891616|XP_034653043.1|DSUB	LOC108093692|XP_017049360.1|DFIC
OG0008875	LOC117890753|XP_034651703.1|DSUB	LOC108096969|XP_017054435.1|DFIC
OG0008876	LOC117902921|XP_034670391.1|DSUB	LOC108095045|XP_017051434.1|DFIC
OG0008877	LOC117894604|XP_034657646.1|DSUB	LOC108089418|XP_017043111.1|DFIC
OG0008878	LOC117901035|XP_034667531.1|DSUB	LOC108100950|XP_017060583.1|DFIC
OG0008879	LOC117890743|XP_034651688.1|DSUB	LOC108090267|XP_017044365.1|DFIC
OG0008880	LOC117898283|XP_034663428.1|DSUB, LOC117889625|XP_034649963.1|DSUB, LOC117889626|XP_034649964.1|DSUB	LOC108091998|XP_017046913.1|DFIC
OG0008881	LOC117890571|XP_034651395.1|DSUB	LOC108101811|XP_017061776.1|DFIC
OG0008882	LOC117900147|XP_034666270.1|DSUB	LOC108101624|XP_017061528.1|DFIC, LOC108101196|XP_017060929.1|DFIC
OG0008883	LOC117897552|XP_034662371.1|DSUB	LOC108092106|XP_017047090.1|DFIC
OG0008884	LOC117898841|XP_034664407.1|DSUB	LOC108095648|XP_017052302.1|DFIC
OG0008885	LOC117901304|XP_034667903.1|DSUB	LOC108101577|XP_017061516.1|DFIC, LOC108094473|XP_017050546.1|DFIC
OG0008886	LOC117892258|XP_034654265.1|DSUB	LOC108090476|XP_017044661.1|DFIC
OG0008887	LOC117892518|XP_034654696.1|DSUB	LOC108094914|XP_017051249.1|DFIC
OG0008888	LOC117893040|XP_034655299.1|DSUB	LOC108099897|XP_017059044.1|DFIC
OG0008889	LOC117891987|XP_034653755.1|DSUB	LOC108090764|XP_017045093.1|DFIC
OG0008890	LOC117896591|XP_034660907.1|DSUB	LOC108098958|XP_017057659.1|DFIC
OG0008891	LOC117894960|XP_034658181.1|DSUB	LOC108096333|XP_017053357.1|DFIC
OG0008892	LOC117892710|XP_034655017.1|DSUB	LOC108090894|XP_017045289.1|DFIC
OG0008893	LOC117893028|XP_034655277.1|DSUB	LOC108088987|XP_017042518.1|DFIC
OG0008894	LOC117899259|XP_034665037.1|DSUB	LOC108099485|XP_017058534.1|DFIC
OG0008895	LOC117896451|XP_034660672.1|DSUB	LOC108098856|XP_017057512.1|DFIC
OG0008896	LOC117895657|XP_034659365.1|DSUB	LOC108096332|XP_017053355.1|DFIC
OG0008897	LOC117896589|XP_034660905.1|DSUB	LOC108087226|XP_017039998.1|DFIC
OG0008898	LOC117891793|XP_034653356.1|DSUB	LOC108087778|XP_017040795.1|DFIC
OG0008899	LOC117900059|XP_034666152.1|DSUB	LOC108101204|XP_017060940.1|DFIC
OG0008900	LOC117900013|XP_034666089.1|DSUB	LOC108096080|XP_017052930.1|DFIC, LOC108087771|XP_017040829.1|DFIC
OG0008901	LOC117894944|XP_034658157.1|DSUB	LOC108089564|XP_017043397.1|DFIC
OG0008902	LOC117902982|XP_034670556.1|DSUB	LOC108098412|XP_017056796.1|DFIC
OG0008903	LOC117900824|XP_034667222.1|DSUB	LOC108091518|XP_017046266.1|DFIC
OG0008904	LOC117892582|XP_034654811.1|DSUB	LOC108093790|XP_017049560.1|DFIC
OG0008905	LOC117902901|XP_034670348.1|DSUB	LOC108095027|XP_017051386.1|DFIC
OG0008906	LOC117893847|XP_034656502.1|DSUB	LOC108089744|XP_017043616.1|DFIC
OG0008907	LOC117898887|XP_034664461.1|DSUB	LOC108091919|XP_017046794.1|DFIC
OG0008908	LOC117897924|XP_034662898.1|DSUB	LOC108093557|XP_017049140.1|DFIC
OG0008909	LOC117898966|XP_034664598.1|DSUB	LOC108086290|XP_017038668.1|DFIC
OG0008910	LOC117897885|XP_034662853.1|DSUB	LOC108099592|XP_017058688.1|DFIC
OG0008911	LOC117897310|XP_034661954.1|DSUB	LOC108092143|XP_017047143.1|DFIC
OG0008912	LOC117898292|XP_034663438.1|DSUB	LOC108098494|XP_017056903.1|DFIC
OG0008913	LOC117896370|XP_034660536.1|DSUB	LOC108099402|XP_017058397.1|DFIC
OG0008914	LOC117899479|XP_034665401.1|DSUB	LOC108091918|XP_017046793.1|DFIC
OG0008915	LOC117897969|XP_034662971.1|DSUB	LOC108089100|XP_017042704.1|DFIC
OG0008916	LOC117902548|XP_034669876.1|DSUB	LOC108100801|XP_017060348.1|DFIC
OG0008917	LOC117901913|XP_034668769.1|DSUB	LOC108100909|XP_017060512.1|DFIC
OG0008918	LOC117900210|XP_034666380.1|DSUB	LOC108097902|XP_017055928.1|DFIC
OG0008919	LOC117902468|XP_034669765.1|DSUB	LOC108091459|XP_017046150.1|DFIC
