Orthogroup	DSUB.longest_only	CQUI.longest_only
OG0005717	LOC117896461|XP_034660685.1|DSUB	LOC6047591|XP_001864630.2|CQUI
OG0005718	LOC117899788|XP_034665954.1|DSUB	LOC6047592|XP_001864631.2|CQUI
OG0005719	LOC117897273|XP_034661890.1|DSUB	LOC6049626|XP_001866353.1|CQUI
OG0005720	LOC117899026|XP_034664677.1|DSUB	LOC6049629|XP_038120637.1|CQUI
OG0005721	LOC117897875|XP_034662841.1|DSUB	LOC6045140|XP_038118666.1|CQUI
OG0005722	LOC117898891|XP_034664464.1|DSUB	LOC6042057|XP_038118659.1|CQUI
OG0005723	LOC117896399|XP_034660600.1|DSUB	LOC6042050|XP_038119530.1|CQUI
OG0005724	LOC117890420|XP_034651129.1|DSUB	LOC6049382|XP_038118043.1|CQUI
OG0005725	LOC117899088|XP_034664756.1|DSUB	LOC6049390|XP_038116132.1|CQUI
OG0005726	LOC117903077|XP_034670763.1|DSUB	LOC6054117|XP_038120498.1|CQUI
OG0005727	LOC117898681|XP_034664155.1|DSUB	LOC6036925|XP_038118378.1|CQUI
OG0005728	LOC117896861|XP_034661281.1|DSUB	LOC6054099|XP_038119757.1|CQUI
OG0005729	LOC117896851|XP_034661266.1|DSUB	LOC6053341|XP_038115779.1|CQUI
OG0005730	LOC117897189|XP_034661780.1|DSUB	LOC6039829|XP_038121515.1|CQUI
OG0005731	LOC117897188|XP_034661779.1|DSUB	LOC6039828|XP_038120326.1|CQUI
OG0005732	LOC117899268|XP_034665057.1|DSUB	LOC6039821|XP_001849333.2|CQUI
OG0005733	LOC117899267|XP_034665052.1|DSUB	LOC6039816|XP_038119809.1|CQUI
OG0005734	LOC117899577|XP_034665581.1|DSUB	LOC6039820|XP_038115148.1|CQUI
OG0005735	LOC117898647|XP_034664108.1|DSUB	LOC6039814|XP_038121738.1|CQUI
OG0005736	LOC117896962|XP_034661398.1|DSUB	LOC6039809|XP_038121737.1|CQUI
OG0005737	LOC117899573|XP_034665577.1|DSUB	LOC6039790|XP_038122090.1|CQUI
OG0005738	LOC117897427|XP_034662156.1|DSUB	LOC6039793|XP_038122091.1|CQUI
OG0005739	LOC117899574|XP_034665578.1|DSUB	LOC6039789|XP_038122092.1|CQUI
OG0005740	LOC117896886|XP_034661306.1|DSUB	LOC119769698|XP_038119039.1|CQUI
OG0005741	LOC117897494|XP_034662275.1|DSUB	LOC119769699|XP_038119041.1|CQUI
OG0005742	LOC117898358|XP_034663582.1|DSUB	LOC6054152|XP_038121686.1|CQUI
OG0005743	LOC117898234|XP_034663363.1|DSUB	LOC6049242|XP_001866038.2|CQUI
OG0005744	LOC117898909|XP_034664488.1|DSUB	LOC6054150|XP_001870113.2|CQUI
OG0005745	LOC117897485|XP_034662241.1|DSUB	LOC6051066|XP_038119546.1|CQUI
OG0005746	LOC117898086|XP_034663157.1|DSUB	LOC6050144|XP_001866801.2|CQUI
OG0005747	LOC117897450|XP_034662185.1|DSUB	LOC6050145|XP_038120735.1|CQUI
OG0005748	LOC117897350|XP_034662021.1|DSUB	LOC119768854|XP_038116241.1|CQUI
OG0005749	LOC117898150|XP_034663243.1|DSUB	LOC6051961|XP_038114795.1|CQUI
OG0005750	LOC117897132|XP_034661691.1|DSUB	LOC6043768|XP_038118602.1|CQUI
OG0005751	LOC117893414|XP_034655916.1|DSUB	LOC6045787|XP_001863089.2|CQUI
OG0005752	LOC117891538|XP_034652940.1|DSUB	LOC6051693|XP_001868084.2|CQUI
OG0005753	LOC117902494|XP_034669809.1|DSUB	LOC6039715|XP_001849270.2|CQUI
OG0005754	LOC117892127|XP_034654049.1|DSUB	LOC6039699|XP_001849258.1|CQUI
OG0005755	LOC117891025|XP_034652078.1|DSUB	LOC6039684|XP_038118470.1|CQUI
OG0005756	LOC117899244|XP_034665013.1|DSUB	LOC6048020|XP_038119125.1|CQUI
OG0005757	LOC117898235|XP_034663364.1|DSUB	LOC6047809|XP_038118855.1|CQUI
OG0005758	LOC117896460|XP_034660683.1|DSUB	LOC6042972|XP_038117984.1|CQUI
OG0005759	LOC117899625|XP_034665670.1|DSUB	LOC6044305|XP_038119603.1|CQUI
OG0005760	LOC117896857|XP_034661276.1|DSUB	LOC6032530|XP_038121179.1|CQUI
OG0005761	LOC117898501|XP_034663834.1|DSUB	LOC6032532|XP_038118595.1|CQUI
OG0005762	LOC117897688|XP_034662596.1|DSUB	LOC6032534|XP_001843115.2|CQUI
OG0005763	LOC117892416|XP_034654540.1|DSUB	LOC6032542|XP_001843122.1|CQUI
OG0005764	LOC117897142|XP_034661702.1|DSUB	LOC6032547|XP_038119212.1|CQUI
OG0005765	LOC117897130|XP_034661675.1|DSUB	LOC6032553|XP_038118544.1|CQUI
OG0005766	LOC117898575|XP_034663981.1|DSUB	LOC6032562|XP_038117788.1|CQUI
OG0005767	LOC117899656|XP_034665728.1|DSUB	LOC6032564|XP_001843140.2|CQUI
OG0005768	LOC117902443|XP_034669730.1|DSUB	LOC6048879|XP_038118825.1|CQUI
OG0005769	LOC117898807|XP_034664347.1|DSUB	LOC6039528|XP_038118455.1|CQUI
OG0005770	LOC117897510|XP_034662300.1|DSUB	LOC6039521|XP_038114864.1|CQUI
OG0005771	LOC117898394|XP_034663643.1|DSUB	LOC6039519|XP_001849121.2|CQUI
OG0005773	LOC117898527|XP_034663888.1|DSUB	LOC6039500|XP_001849103.1|CQUI
OG0005774	LOC117899421|XP_034665302.1|DSUB	LOC6039487|XP_001849093.2|CQUI
OG0005775	LOC117894408|XP_034657310.1|DSUB	LOC6039532|XP_038118951.1|CQUI
OG0005776	LOC117894251|XP_034657095.1|DSUB	LOC6043445|XP_038118008.1|CQUI
OG0005777	LOC117900271|XP_034666473.1|DSUB	LOC6043431|XP_001859028.2|CQUI
OG0005778	LOC117899501|XP_034665441.1|DSUB	LOC6044523|XP_038118948.1|CQUI
OG0005779	LOC117898038|XP_034663084.1|DSUB	LOC6045570|XP_038115075.1|CQUI
OG0005780	LOC117894986|XP_034658222.1|DSUB	LOC6045571|XP_038120833.1|CQUI
OG0005781	LOC117894950|XP_034658167.1|DSUB	LOC6042293|XP_038121388.1|CQUI
OG0005782	LOC117893718|XP_034656296.1|DSUB	LOC6042291|XP_001851427.2|CQUI
OG0005783	LOC117890009|XP_034650497.1|DSUB	LOC6042271|XP_001851408.1|CQUI
OG0005784	LOC117896416|XP_034660621.1|DSUB	LOC6046890|XP_038121578.1|CQUI
OG0005785	LOC117897301|XP_034661933.1|DSUB	LOC6046891|XP_038117596.1|CQUI
OG0005786	LOC117898408|XP_034663668.1|DSUB	LOC6046892|XP_038120400.1|CQUI
OG0005787	LOC117897777|XP_034662714.1|DSUB	LOC6046896|XP_038120311.1|CQUI
OG0005788	LOC117890699|XP_034651600.1|DSUB	LOC6050403|XP_038117894.1|CQUI
OG0005789	LOC117896069|XP_034659983.1|DSUB	LOC6046391|XP_001863604.1|CQUI
OG0005790	LOC117897284|XP_034661910.1|DSUB	LOC6046392|XP_001863605.1|CQUI
OG0005791	LOC117898515|XP_034663872.1|DSUB	LOC6040168|XP_038117873.1|CQUI
OG0005792	LOC117898529|XP_034663889.1|DSUB	LOC6040165|XP_038121985.1|CQUI
OG0005793	LOC117898522|XP_034663880.1|DSUB	LOC6040158|XP_038120510.1|CQUI
OG0005794	LOC117891119|XP_034652215.1|DSUB	LOC6040152|XP_001849607.1|CQUI
OG0005795	LOC117897952|XP_034662945.1|DSUB	LOC6037590|XP_001847486.2|CQUI
OG0005796	LOC117894402|XP_034657302.1|DSUB	LOC6037587|XP_038122009.1|CQUI
OG0005797	LOC117895874|XP_034659760.1|DSUB	LOC6037585|XP_001847481.1|CQUI
OG0005798	LOC117897553|XP_034662372.1|DSUB	LOC6037578|XP_001847474.1|CQUI
OG0005799	LOC117896252|XP_034660313.1|DSUB	LOC6037582|XP_038116552.1|CQUI
OG0005800	LOC117897144|XP_034661704.1|DSUB	LOC6037571|XP_001847467.1|CQUI
OG0005801	LOC117897143|XP_034661703.1|DSUB	LOC6037573|XP_001847469.2|CQUI
OG0005802	LOC117896102|XP_034660045.1|DSUB	LOC6037557|XP_038117507.1|CQUI
OG0005803	LOC117896255|XP_034660328.1|DSUB	LOC6037549|XP_038117491.1|CQUI
OG0005804	LOC117897780|XP_034662719.1|DSUB	LOC6044874|XP_001862316.2|CQUI
OG0005805	LOC117890296|XP_034650955.1|DSUB	LOC6041568|XP_038115070.1|CQUI
OG0005806	LOC117898822|XP_034664377.1|DSUB	LOC6048012|XP_001864986.2|CQUI
OG0005807	LOC117896997|XP_034661448.1|DSUB	LOC6048007|XP_038120180.1|CQUI
OG0005808	LOC117903551|XP_034671645.1|DSUB	LOC6039213|XP_001848854.2|CQUI
OG0005809	LOC117895579|XP_034659195.1|DSUB	LOC6032735|XP_038118555.1|CQUI
OG0005810	LOC117896258|XP_034660340.1|DSUB	LOC6032746|XP_001843292.2|CQUI
OG0005811	LOC117896261|XP_034660342.1|DSUB	LOC6032744|XP_001843290.2|CQUI
OG0005812	LOC117897627|XP_034662487.1|DSUB	LOC6032756|XP_001843298.1|CQUI
OG0005813	LOC117899020|XP_034664672.1|DSUB	LOC6032759|XP_001843300.1|CQUI
OG0005814	LOC117897484|XP_034662238.1|DSUB	LOC6032766|XP_001843306.2|CQUI
OG0005815	LOC117892329|XP_034654373.1|DSUB	LOC6032767|XP_038121181.1|CQUI
OG0005816	LOC117899338|XP_034665167.1|DSUB	LOC6033839|XP_038117555.1|CQUI
OG0005817	LOC117898936|XP_034664543.1|DSUB	LOC6033830|XP_001844224.2|CQUI
OG0005818	LOC117897125|XP_034661668.1|DSUB	LOC6033812|XP_038118895.1|CQUI
OG0005819	LOC117897006|XP_034661463.1|DSUB	LOC6037790|XP_001847667.2|CQUI
OG0005820	LOC117897007|XP_034661464.1|DSUB	LOC6037783|XP_001847661.2|CQUI
OG0005821	LOC117897399|XP_034662109.1|DSUB	LOC6037767|XP_038114725.1|CQUI
OG0005822	LOC117902606|XP_034670008.1|DSUB	LOC6037766|XP_038114724.1|CQUI
OG0005823	LOC117898302|XP_034663508.1|DSUB	LOC6037765|XP_001847645.2|CQUI
OG0005824	LOC117899190|XP_034664943.1|DSUB	LOC6037760|XP_001847640.1|CQUI
OG0005825	LOC117893267|XP_034655726.1|DSUB	LOC6040844|XP_001850179.2|CQUI
OG0005826	LOC117898101|XP_034663172.1|DSUB	LOC6040842|XP_001850177.1|CQUI
OG0005827	LOC117896443|XP_034660664.1|DSUB	LOC6040841|XP_001850176.2|CQUI
OG0005828	LOC117895263|XP_034658677.1|DSUB	LOC6040837|XP_001850172.1|CQUI
OG0005829	LOC117899492|XP_034665432.1|DSUB	LOC6040834|XP_001850169.2|CQUI
OG0005830	LOC117893166|XP_034655534.1|DSUB	LOC6035828|XP_001845948.1|CQUI
OG0005831	LOC117895319|XP_034658773.1|DSUB	LOC6035825|XP_038115160.1|CQUI
OG0005832	LOC117895318|XP_034658772.1|DSUB	LOC6035822|XP_038115159.1|CQUI
OG0005833	LOC117895165|XP_034658516.1|DSUB	LOC6035816|XP_038119142.1|CQUI
OG0005834	LOC117895170|XP_034658524.1|DSUB	LOC6035808|XP_038119145.1|CQUI
OG0005835	LOC117894490|XP_034657488.1|DSUB	LOC6035804|XP_001845926.2|CQUI
OG0005836	LOC117894742|XP_034657832.1|DSUB	LOC6035800|XP_038118277.1|CQUI
OG0005837	LOC117898821|XP_034664376.1|DSUB	LOC6035794|XP_001845916.2|CQUI
OG0005838	LOC117897471|XP_034662213.1|DSUB	LOC119770634|XP_038121818.1|CQUI
OG0005839	LOC117900223|XP_034666397.1|DSUB	LOC6042762|XP_038117820.1|CQUI
OG0005840	LOC117898351|XP_034663575.1|DSUB	LOC6051130|XP_001867614.2|CQUI
OG0005841	LOC117896147|XP_034660113.1|DSUB	LOC6038977|XP_038118674.1|CQUI
OG0005842	LOC117891982|XP_034653752.1|DSUB	LOC6038972|XP_038121601.1|CQUI
OG0005843	LOC117893896|XP_034656564.1|DSUB	LOC6038966|XP_001848655.2|CQUI
OG0005844	LOC117894663|XP_034657730.1|DSUB	LOC6038965|XP_038120818.1|CQUI
OG0005845	LOC117897147|XP_034661707.1|DSUB	LOC6038955|XP_001848645.2|CQUI
OG0005846	LOC117898295|XP_034663442.1|DSUB	LOC6038954|XP_038120817.1|CQUI
OG0005847	LOC117898905|XP_034664481.1|DSUB	LOC6038945|XP_038120802.1|CQUI
OG0005848	LOC117893316|XP_034655798.1|DSUB	LOC6033999|XP_001844386.2|CQUI
OG0005849	LOC117903529|XP_034671592.1|DSUB	LOC6034010|XP_038118706.1|CQUI
OG0005850	LOC117903525|XP_034671535.1|DSUB	LOC6034026|XP_038120229.1|CQUI
OG0005851	LOC117899972|XP_034666022.1|DSUB	LOC6034028|XP_001844413.2|CQUI
OG0005852	LOC117898348|XP_034663570.1|DSUB	LOC6034045|XP_038117124.1|CQUI
OG0005853	LOC117903873|XP_034672253.1|DSUB	LOC6047960|XP_001864942.2|CQUI
OG0005854	LOC117896257|XP_034660339.1|DSUB	LOC6047957|XP_001864940.2|CQUI
OG0005855	LOC117901407|XP_034668036.1|DSUB	LOC6047955|XP_038122311.1|CQUI, LOC119770036|XP_038120069.1|CQUI
OG0005856	LOC117902026|XP_034668979.1|DSUB	LOC6051347|XP_038119232.1|CQUI
OG0005857	LOC117898524|XP_034663884.1|DSUB	LOC6037298|XP_001847224.2|CQUI
OG0005858	LOC117898407|XP_034663666.1|DSUB	LOC6045831|XP_001863123.1|CQUI
OG0005859	LOC117900548|XP_034666843.1|DSUB	LOC6045829|XP_038113048.1|CQUI
OG0005860	LOC117898682|XP_034664156.1|DSUB	LOC6045493|XP_038110180.1|CQUI
OG0005861	LOC117898934|XP_034664534.1|DSUB	LOC6047387|XP_038107422.1|CQUI
OG0005863	LOC117890909|XP_034651914.1|DSUB	LOC6033708|XP_001844130.2|CQUI
OG0005864	LOC117898296|XP_034663458.1|DSUB	LOC119766572|XP_038107299.1|CQUI
OG0005865	LOC117896101|XP_034660044.1|DSUB	LOC6039959|XP_001849452.2|CQUI
OG0005866	LOC117892419|XP_034654543.1|DSUB	LOC6039950|XP_038113235.1|CQUI
OG0005867	LOC117901912|XP_034668768.1|DSUB	LOC6039942|XP_001849437.2|CQUI
OG0005868	LOC117891041|XP_034652101.1|DSUB	LOC6046195|XP_001863426.2|CQUI
OG0005869	LOC117889845|XP_034650233.1|DSUB	LOC6044742|XP_001862205.1|CQUI
OG0005870	LOC117897311|XP_034661957.1|DSUB	LOC6046200|XP_038113330.1|CQUI
OG0005873	LOC117898192|XP_034663302.1|DSUB	LOC6033774|XP_001844180.1|CQUI
OG0005874	LOC117893273|XP_034655733.1|DSUB	LOC6050587|XP_038107126.1|CQUI
OG0005875	LOC117891173|XP_034652387.1|DSUB	LOC6044626|XP_038110042.1|CQUI
OG0005876	LOC117897198|XP_034661795.1|DSUB	LOC6031492|XP_038107740.1|CQUI
OG0005877	LOC117891782|XP_034653384.1|DSUB	LOC6031450|XP_038108217.1|CQUI
OG0005878	LOC117903188|XP_034670941.1|DSUB	LOC6036854|XP_038113672.1|CQUI
OG0005879	LOC117891691|XP_034653172.1|DSUB	LOC119767453|XP_038112014.1|CQUI, LOC119767776|XP_038113169.1|CQUI
OG0005880	LOC117895682|XP_034659400.1|DSUB	LOC6036897|XP_038109603.1|CQUI
OG0005881	LOC117894166|XP_034656958.1|DSUB	LOC6036898|XP_001846874.1|CQUI
OG0005882	LOC117894046|XP_034656791.1|DSUB	LOC6036904|XP_038110785.1|CQUI
OG0005883	LOC117894714|XP_034657786.1|DSUB	LOC6036908|XP_038111603.1|CQUI
OG0005884	LOC117893476|XP_034655990.1|DSUB	LOC6036909|XP_038110107.1|CQUI
OG0005885	LOC117894980|XP_034658211.1|DSUB	LOC6046817|XP_001863956.2|CQUI
OG0005886	LOC117894400|XP_034657299.1|DSUB	LOC6046818|XP_038109778.1|CQUI
OG0005887	LOC117894160|XP_034656947.1|DSUB	LOC6037750|XP_038110619.1|CQUI
OG0005888	LOC117895542|XP_034659135.1|DSUB	LOC6048248|XP_038110893.1|CQUI
OG0005889	LOC117893306|XP_034655775.1|DSUB	LOC6040038|XP_038108356.1|CQUI
OG0005890	LOC117890536|XP_034651352.1|DSUB	LOC6040054|XP_038112362.1|CQUI
OG0005891	LOC117895481|XP_034659051.1|DSUB	LOC6040055|XP_001849526.1|CQUI
OG0005892	LOC117895073|XP_034658353.1|DSUB	LOC6040058|XP_001849529.2|CQUI
OG0005893	LOC117893679|XP_034656259.1|DSUB	LOC6033393|XP_038110306.1|CQUI
OG0005894	LOC117893680|XP_034656260.1|DSUB	LOC6033395|XP_001843851.1|CQUI
OG0005895	LOC117893681|XP_034656261.1|DSUB	LOC6033397|XP_001843850.1|CQUI
OG0005896	LOC117895207|XP_034658587.1|DSUB	LOC6033390|XP_001843845.1|CQUI
OG0005897	LOC117894219|XP_034657026.1|DSUB	LOC6042527|XP_038109560.1|CQUI
OG0005898	LOC117903641|XP_034671815.1|DSUB	LOC6037932|XP_001847786.2|CQUI
OG0005899	LOC117890897|XP_034651882.1|DSUB	LOC6038559|XP_001848345.2|CQUI
OG0005900	LOC117900230|XP_034666407.1|DSUB	LOC6038564|XP_038109521.1|CQUI
OG0005901	LOC117889989|XP_034650463.1|DSUB	LOC6043529|XP_001859584.2|CQUI
OG0005902	LOC117890737|XP_034651680.1|DSUB	LOC6043530|XP_038112651.1|CQUI
OG0005903	LOC117899602|XP_034665616.1|DSUB	LOC6043531|XP_001859594.1|CQUI, LOC119767684|XP_038112761.1|CQUI
OG0005904	LOC117898566|XP_034663944.1|DSUB	LOC6043533|XP_038106327.1|CQUI, LOC119767169|XP_038110994.1|CQUI
OG0005905	LOC117895307|XP_034658758.1|DSUB	LOC6036842|XP_038110154.1|CQUI
OG0005906	LOC117895721|XP_034659469.1|DSUB	LOC6051861|XP_001868222.2|CQUI
OG0005907	LOC117894972|XP_034658200.1|DSUB	LOC6048680|XP_038112010.1|CQUI
OG0005908	LOC117895834|XP_034659663.1|DSUB	LOC6032414|XP_038112350.1|CQUI
OG0005909	LOC117893925|XP_034656597.1|DSUB	LOC6032411|XP_038110424.1|CQUI
OG0005910	LOC117890432|XP_034651152.1|DSUB	LOC6032402|XP_038112653.1|CQUI
OG0005911	LOC117890434|XP_034651154.1|DSUB	LOC6032401|XP_038106341.1|CQUI
OG0005912	LOC117891599|XP_034653021.1|DSUB	LOC6032392|XP_001842997.2|CQUI
OG0005913	LOC117897817|XP_034662758.1|DSUB	LOC6045065|XP_038108256.1|CQUI
OG0005914	LOC117892337|XP_034654381.1|DSUB	LOC6045060|XP_038108563.1|CQUI
OG0005915	LOC117892338|XP_034654382.1|DSUB	LOC6043171|XP_038113050.1|CQUI
OG0005916	LOC117891656|XP_034653101.1|DSUB	LOC119766034|XP_038106313.1|CQUI, LOC119766036|XP_038106315.1|CQUI, LOC119767093|XP_038110614.1|CQUI
OG0005917	LOC117891822|XP_034653450.1|DSUB	LOC6053603|XP_001869661.2|CQUI
OG0005918	LOC117903814|XP_034672145.1|DSUB	LOC6053602|XP_001869660.2|CQUI
OG0005919	LOC117891382|XP_034652712.1|DSUB	LOC6048422|XP_038111306.1|CQUI
OG0005920	LOC117890463|XP_034651202.1|DSUB	LOC6038534|XP_001848322.2|CQUI
OG0005921	LOC117893572|XP_034656135.1|DSUB	LOC6038537|XP_038108185.1|CQUI
OG0005922	LOC117903248|XP_034671042.1|DSUB, LOC117891875|XP_034653535.1|DSUB	LOC6033399|XP_001843854.2|CQUI
OG0005923	LOC117894771|XP_034657885.1|DSUB	LOC119770607|XP_038121755.1|CQUI, LOC6040078|XP_001849547.2|CQUI
OG0005924	LOC117894777|XP_034657894.1|DSUB	LOC6040079|XP_001849548.2|CQUI
OG0005925	LOC117894287|XP_034657137.1|DSUB	LOC6052090|XP_038111073.1|CQUI
OG0005926	LOC117896346|XP_034660484.1|DSUB	LOC6043500|XP_038110673.1|CQUI
OG0005927	LOC117899523|XP_034665472.1|DSUB	LOC6045700|XP_038113244.1|CQUI
OG0005928	LOC117891169|XP_034652386.1|DSUB	LOC6045698|XP_038113245.1|CQUI
OG0005929	LOC117893554|XP_034656100.1|DSUB	LOC6045704|XP_001863011.2|CQUI
OG0005930	LOC117892424|XP_034654549.1|DSUB	LOC6033418|XP_001843871.2|CQUI
OG0005931	LOC117890263|XP_034650911.1|DSUB	LOC6033416|XP_038112897.1|CQUI
OG0005932	LOC117891686|XP_034653156.1|DSUB	LOC6033410|XP_038113724.1|CQUI
OG0005933	LOC117892295|XP_034654329.1|DSUB	LOC6038552|XP_038111301.1|CQUI
OG0005934	LOC117890526|XP_034651335.1|DSUB	LOC6038555|XP_038109586.1|CQUI
OG0005935	LOC117892902|XP_034655092.1|DSUB	LOC6034248|XP_038107120.1|CQUI
OG0005936	LOC117899970|XP_034666019.1|DSUB	LOC119767552|XP_038112329.1|CQUI
OG0005937	LOC117893002|XP_034655247.1|DSUB	LOC6053514|XP_038110134.1|CQUI
OG0005938	LOC117889946|XP_034650374.1|DSUB	LOC119766089|XP_038106409.1|CQUI
OG0005939	LOC117901309|XP_034667913.1|DSUB	LOC6048273|XP_001865217.2|CQUI
OG0005940	LOC117892084|XP_034653964.1|DSUB	LOC6048287|XP_038111185.1|CQUI
OG0005941	LOC117891199|XP_034652426.1|DSUB	LOC6048289|XP_001865227.2|CQUI
OG0005942	LOC117891757|XP_034653260.1|DSUB	LOC6045991|XP_038110220.1|CQUI
OG0005943	LOC117892570|XP_034654783.1|DSUB	LOC6043655|XP_038106402.1|CQUI
OG0005944	LOC117890963|XP_034651993.1|DSUB	LOC6043653|XP_038106204.1|CQUI
OG0005945	LOC117890005|XP_034650486.1|DSUB	LOC6043657|XP_038106401.1|CQUI
OG0005946	LOC117892590|XP_034654820.1|DSUB	LOC6043684|XP_001861313.2|CQUI
OG0005947	LOC117892004|XP_034653781.1|DSUB	LOC6042621|XP_038108523.1|CQUI
OG0005948	LOC117894860|XP_034658008.1|DSUB	LOC6049084|XP_001865900.2|CQUI
OG0005949	LOC117893283|XP_034655740.1|DSUB	LOC6049082|XP_001869959.1|CQUI
OG0005950	LOC117900461|XP_034666728.1|DSUB	LOC6047672|XP_038110562.1|CQUI
OG0005951	LOC117895876|XP_034659765.1|DSUB	LOC6054058|XP_038113345.1|CQUI
OG0005952	LOC117900460|XP_034666726.1|DSUB	LOC6044181|XP_001861724.2|CQUI
OG0005953	LOC117899962|XP_034666008.1|DSUB	LOC6044183|XP_001861726.2|CQUI
OG0005954	LOC117902666|XP_034670087.1|DSUB	LOC6044184|XP_001861727.2|CQUI
OG0005955	LOC117896408|XP_034660615.1|DSUB	LOC6036746|XP_038109986.1|CQUI
OG0005956	LOC117891737|XP_034653222.1|DSUB	LOC6036620|XP_038111445.1|CQUI
OG0005957	LOC117896840|XP_034661250.1|DSUB	LOC6036624|XP_001846652.1|CQUI
OG0005958	LOC117897502|XP_034662283.1|DSUB	LOC6036626|XP_038112287.1|CQUI
OG0005959	LOC117900042|XP_034666122.1|DSUB	LOC6054461|XP_038112286.1|CQUI
OG0005960	LOC117903456|XP_034671384.1|DSUB	LOC6037975|XP_001847825.2|CQUI
OG0005961	LOC117891565|XP_034652977.1|DSUB	LOC6044813|XP_038109931.1|CQUI
OG0005962	LOC117889880|XP_034650280.1|DSUB	LOC6045070|XP_001862482.2|CQUI
OG0005963	LOC117901610|XP_034668320.1|DSUB	LOC6038121|XP_038109251.1|CQUI
OG0005964	LOC117892009|XP_034653791.1|DSUB	LOC6038111|XP_038112179.1|CQUI
OG0005965	LOC117890358|XP_034651043.1|DSUB	LOC6035708|XP_001845840.2|CQUI
OG0005966	LOC117891057|XP_034652121.1|DSUB	LOC6054248|XP_038106105.1|CQUI
OG0005967	LOC117891245|XP_034652482.1|DSUB	LOC6047090|XP_001864194.1|CQUI
OG0005968	LOC117890402|XP_034651102.1|DSUB	LOC6051698|XP_038110551.1|CQUI
OG0005969	LOC117891021|XP_034652075.1|DSUB	LOC6039660|XP_038110909.1|CQUI
OG0005970	LOC117893807|XP_034656446.1|DSUB	LOC6039629|XP_038109901.1|CQUI
OG0005971	LOC117891152|XP_034652298.1|DSUB	LOC119765006|XP_038114464.1|CQUI
OG0005972	LOC117894241|XP_034657066.1|DSUB	LOC6037700|XP_038114453.1|CQUI
OG0005973	LOC117894403|XP_034657305.1|DSUB	LOC6037705|XP_001847590.2|CQUI
OG0005974	LOC117894693|XP_034657763.1|DSUB	LOC6037708|XP_038114457.1|CQUI
OG0005975	LOC117894244|XP_034657074.1|DSUB	LOC6037715|XP_001847598.1|CQUI
OG0005977	LOC117892606|XP_034654838.1|DSUB	LOC6037724|XP_001847605.1|CQUI
OG0005978	LOC117890081|XP_034650630.1|DSUB	LOC6037721|XP_038114461.1|CQUI
OG0005979	LOC117892149|XP_034654085.1|DSUB	LOC6037727|XP_001847608.2|CQUI
OG0005980	LOC117889986|XP_034650460.1|DSUB	LOC6037745|XP_001847625.2|CQUI
OG0005981	LOC117896273|XP_034660370.1|DSUB	LOC6048240|XP_038109133.1|CQUI
OG0005982	LOC117891792|XP_034653355.1|DSUB	LOC6048245|XP_038112371.1|CQUI
OG0005983	LOC117892322|XP_034654369.1|DSUB	LOC6048242|XP_038111211.1|CQUI
OG0005984	LOC117901080|XP_034667597.1|DSUB	LOC6036737|XP_038108724.1|CQUI
OG0005985	LOC117898397|XP_034663649.1|DSUB	LOC6036739|XP_001846738.2|CQUI
OG0005986	LOC117903855|XP_034672217.1|DSUB	LOC6035962|XP_001846070.1|CQUI
OG0005987	LOC117903399|XP_034671278.1|DSUB	LOC6035954|XP_038114266.1|CQUI
OG0005988	LOC117892191|XP_034654169.1|DSUB	LOC6035933|XP_038107133.1|CQUI
OG0005989	LOC117891500|XP_034652880.1|DSUB	LOC6052170|XP_038110916.1|CQUI
OG0005990	LOC117890028|XP_034650534.1|DSUB	LOC6038575|XP_001848361.2|CQUI
OG0005991	LOC117892293|XP_034654326.1|DSUB	LOC6038573|XP_001848359.1|CQUI
OG0005992	LOC117895440|XP_034658994.1|DSUB	LOC6038568|XP_001848354.2|CQUI
OG0005993	LOC117895441|XP_034658996.1|DSUB	LOC6038571|XP_038108670.1|CQUI
OG0005994	LOC117895779|XP_034659566.1|DSUB	LOC6035697|XP_038110510.1|CQUI
OG0005995	LOC117893861|XP_034656523.1|DSUB	LOC6035695|XP_038109839.1|CQUI
OG0005996	LOC117894795|XP_034657915.1|DSUB	LOC6035694|XP_001845828.1|CQUI
OG0005997	LOC117890563|XP_034651388.1|DSUB	LOC6035682|XP_001845816.1|CQUI
OG0005998	LOC117893211|XP_034655630.1|DSUB	LOC6035680|XP_038109187.1|CQUI
OG0005999	LOC117895015|XP_034658257.1|DSUB	LOC6046953|XP_001864072.1|CQUI
OG0006000	LOC117890704|XP_034651612.1|DSUB	LOC6034171|XP_038113272.1|CQUI
OG0006001	LOC117893672|XP_034656252.1|DSUB	LOC6045033|XP_038113151.1|CQUI
OG0006002	LOC117890370|XP_034651056.1|DSUB	LOC6051240|XP_001867714.1|CQUI
OG0006003	LOC117895739|XP_034659497.1|DSUB	LOC6051251|XP_038111054.1|CQUI
OG0006004	LOC117898488|XP_034663815.1|DSUB	LOC6054061|XP_001870039.2|CQUI
OG0006005	LOC117890781|XP_034651743.1|DSUB	LOC6042912|XP_001853956.1|CQUI
OG0006006	LOC117891777|XP_034653334.1|DSUB	LOC6035868|XP_001845982.2|CQUI
OG0006007	LOC117891758|XP_034653264.1|DSUB	LOC6037815|XP_001847690.2|CQUI
OG0006008	LOC117901547|XP_034668231.1|DSUB	LOC6048574|XP_038107386.1|CQUI
