Orthogroup	DSUB.longest_only	ASTE.longest_only
OG0006938	LOC117902024|XP_034668974.1|DSUB	LOC118511722|XP_035911051.1|ASTE
OG0006939	LOC117890623|XP_034651466.1|DSUB	LOC118514007|XP_035916351.1|ASTE
OG0006940	LOC117900941|XP_034667397.1|DSUB	LOC118513883|XP_035916085.1|ASTE
OG0006941	LOC117901802|XP_034668606.1|DSUB	LOC118511087|XP_035909663.1|ASTE
OG0006942	LOC117892030|XP_034653842.1|DSUB	LOC118511089|XP_035909676.1|ASTE
OG0006943	LOC117901000|XP_034667488.1|DSUB	LOC118513934|XP_035916200.1|ASTE
OG0006944	LOC117901927|XP_034668787.1|DSUB	LOC118514018|XP_035916382.1|ASTE
OG0006945	LOC117900012|XP_034666088.1|DSUB	LOC118514017|XP_035916381.1|ASTE
OG0006946	LOC117896002|XP_034659889.1|DSUB	LOC118513999|XP_035916329.1|ASTE
OG0006947	LOC117900804|XP_034667182.1|DSUB	LOC118514005|XP_035916347.1|ASTE
OG0006948	LOC117902636|XP_034670049.1|DSUB	LOC118511756|XP_035911116.1|ASTE
OG0006950	LOC117901864|XP_034668710.1|DSUB	LOC118510612|XP_035908517.1|ASTE
OG0006951	LOC117901037|XP_034667533.1|DSUB	LOC118511590|XP_035910733.1|ASTE
OG0006952	LOC117897290|XP_034661922.1|DSUB	LOC118511587|XP_035910731.1|ASTE
OG0006953	LOC117894138|XP_034656923.1|DSUB	LOC118513397|XP_035914970.1|ASTE
OG0006954	LOC117900254|XP_034666444.1|DSUB	LOC118513394|XP_035914968.1|ASTE
OG0006955	LOC117899663|XP_034665737.1|DSUB	LOC118509137|XP_035905231.1|ASTE
OG0006956	LOC117900030|XP_034666108.1|DSUB	LOC118512540|XP_035913004.1|ASTE
OG0006957	LOC117902453|XP_034669738.1|DSUB	LOC118512539|XP_035913002.1|ASTE
OG0006958	LOC117892622|XP_034654864.1|DSUB	LOC118512543|XP_035913008.1|ASTE
OG0006959	LOC117895012|XP_034658253.1|DSUB	LOC118511658|XP_035910897.1|ASTE
OG0006960	LOC117902298|XP_034669469.1|DSUB	LOC118511662|XP_035910903.1|ASTE
OG0006961	LOC117901519|XP_034668181.1|DSUB	LOC118511231|XP_035909959.1|ASTE
OG0006962	LOC117900807|XP_034667185.1|DSUB	LOC118512544|XP_035913010.1|ASTE
OG0006963	LOC117900598|XP_034666899.1|DSUB	LOC118513434|XP_035915058.1|ASTE
OG0006964	LOC117901830|XP_034668652.1|DSUB	LOC118513439|XP_035915072.1|ASTE
OG0006965	LOC117900566|XP_034666865.1|DSUB	LOC118509270|XP_035905517.1|ASTE
OG0006966	LOC117901381|XP_034667999.1|DSUB	LOC118509269|XP_035905516.1|ASTE
OG0006967	LOC117892264|XP_034654272.1|DSUB	LOC118509267|XP_035905511.1|ASTE
OG0006968	LOC117890694|XP_034651578.1|DSUB	LOC118509066|XP_035905078.1|ASTE
OG0006969	LOC117894866|XP_034658017.1|DSUB	LOC118509079|XP_035905105.1|ASTE
OG0006970	LOC117896186|XP_034660165.1|DSUB	LOC118508991|XP_035904882.1|ASTE
OG0006971	LOC117901363|XP_034667964.1|DSUB	LOC118511679|XP_035910940.1|ASTE
OG0006972	LOC117900195|XP_034666341.1|DSUB	LOC118511677|XP_035910933.1|ASTE
OG0006973	LOC117901395|XP_034668020.1|DSUB	LOC118511670|XP_035910921.1|ASTE
OG0006974	LOC117900691|XP_034667034.1|DSUB	LOC118511648|XP_035910875.1|ASTE
OG0006975	LOC117902722|XP_034670179.1|DSUB	LOC118512470|XP_035912849.1|ASTE
OG0006976	LOC117902149|XP_034669177.1|DSUB	LOC118511789|XP_035911200.1|ASTE
OG0006977	LOC117889702|XP_034650010.1|DSUB	LOC118511622|XP_035910813.1|ASTE
OG0006978	LOC117900538|XP_034666828.1|DSUB	LOC118511605|XP_035910781.1|ASTE
OG0006979	LOC117902475|XP_034669774.1|DSUB	LOC118509144|XP_035905244.1|ASTE
OG0006980	LOC117901723|XP_034668492.1|DSUB	LOC118509038|XP_035904971.1|ASTE
OG0006981	LOC117901882|XP_034668730.1|DSUB	LOC118514031|XP_035916400.1|ASTE
OG0006982	LOC117901985|XP_034668883.1|DSUB	LOC118513894|XP_035916101.1|ASTE
OG0006983	LOC117901215|XP_034667773.1|DSUB	LOC118513900|XP_035916110.1|ASTE
OG0006984	LOC117900415|XP_034666665.1|DSUB	LOC118513733|XP_035915781.1|ASTE
OG0006985	LOC117902794|XP_034670303.1|DSUB	LOC118513728|XP_035915774.1|ASTE
OG0006986	LOC117901104|XP_034667626.1|DSUB	LOC118513729|XP_035915776.1|ASTE
OG0006987	LOC117890298|XP_034650957.1|DSUB	LOC118510997|XP_035909404.1|ASTE
OG0006988	LOC117900011|XP_034666086.1|DSUB	LOC118510995|XP_035909402.1|ASTE
OG0006989	LOC117900880|XP_034667298.1|DSUB	LOC118511025|XP_035909496.1|ASTE
OG0006990	LOC117900542|XP_034666831.1|DSUB	LOC118511022|XP_035909486.1|ASTE
OG0006991	LOC117898937|XP_034664544.1|DSUB	LOC118511016|XP_035909437.1|ASTE
OG0006992	LOC117900958|XP_034667422.1|DSUB	LOC118512468|XP_035912836.1|ASTE
OG0006993	LOC117900897|XP_034667321.1|DSUB	LOC118512567|XP_035913053.1|ASTE
OG0006994	LOC117900204|XP_034666367.1|DSUB	LOC118510142|XP_035907522.1|ASTE
OG0006995	LOC117902242|XP_034669378.1|DSUB	LOC118511692|XP_035910986.1|ASTE
OG0006996	LOC117902247|XP_034669382.1|DSUB	LOC118513776|XP_035915847.1|ASTE
OG0006997	LOC117891671|XP_034653134.1|DSUB	LOC118510001|XP_035907278.1|ASTE
OG0006998	LOC117898621|XP_034664067.1|DSUB	LOC118513744|XP_035915794.1|ASTE
OG0006999	LOC117901928|XP_034668788.1|DSUB	LOC118513760|XP_035915827.1|ASTE
OG0007000	LOC117902471|XP_034669768.1|DSUB	LOC118514143|XP_035916644.1|ASTE
OG0007001	LOC117891302|XP_034652599.1|DSUB	LOC118513360|XP_035914885.1|ASTE
OG0007002	LOC117901298|XP_034667885.1|DSUB	LOC118511688|XP_035910971.1|ASTE
OG0007003	LOC117889767|XP_034650120.1|DSUB	LOC118513836|XP_035915996.1|ASTE
OG0007004	LOC117902786|XP_034670283.1|DSUB	LOC118512575|XP_035913087.1|ASTE
OG0007005	LOC117901665|XP_034668396.1|DSUB	LOC118512581|XP_035913102.1|ASTE
OG0007006	LOC117901743|XP_034668522.1|DSUB	LOC118510645|XP_035908637.1|ASTE
OG0007007	LOC117900250|XP_034666440.1|DSUB	LOC118514599|XP_035917489.1|ASTE
OG0007008	LOC117900658|XP_034666984.1|DSUB	LOC118510011|XP_035907290.1|ASTE
OG0007009	LOC117901844|XP_034668679.1|DSUB	LOC118510592|XP_035908487.1|ASTE
OG0007010	LOC117900489|XP_034666767.1|DSUB	LOC118514660|XP_035917591.1|ASTE
OG0007011	LOC117899480|XP_034665402.1|DSUB	LOC118514664|XP_035917599.1|ASTE
OG0007012	LOC117902075|XP_034669057.1|DSUB	LOC118514670|XP_035917605.1|ASTE
OG0007013	LOC117901634|XP_034668355.1|DSUB	LOC118511778|XP_035911177.1|ASTE
OG0007014	LOC117901268|XP_034667853.1|DSUB	LOC118511780|XP_035911179.1|ASTE
OG0007015	LOC117902686|XP_034670113.1|DSUB	LOC118511786|XP_035911196.1|ASTE
OG0007016	LOC117902094|XP_034669081.1|DSUB	LOC118509319|XP_035905664.1|ASTE
OG0007017	LOC117901018|XP_034667508.1|DSUB	LOC118514631|XP_035917526.1|ASTE
OG0007018	LOC117901886|XP_034668735.1|DSUB	LOC118514632|XP_035917529.1|ASTE
OG0007019	LOC117900738|XP_034667104.1|DSUB	LOC118511798|XP_035911221.1|ASTE
OG0007020	LOC117901456|XP_034668099.1|DSUB	LOC118512431|XP_035912782.1|ASTE
OG0007021	LOC117900728|XP_034667094.1|DSUB	LOC118514562|XP_035917451.1|ASTE
OG0007022	LOC117901083|XP_034667595.1|DSUB	LOC118514540|XP_035917416.1|ASTE
OG0007023	LOC117902383|XP_034669595.1|DSUB	LOC118514575|XP_035917469.1|ASTE
OG0007024	LOC117897351|XP_034662023.1|DSUB	LOC118514536|XP_035917412.1|ASTE
OG0007025	LOC117901891|XP_034668748.1|DSUB	LOC118513286|XP_035914747.1|ASTE
OG0007026	LOC117902469|XP_034669766.1|DSUB	LOC118513277|XP_035914736.1|ASTE
OG0007027	LOC117900035|XP_034666114.1|DSUB	LOC118509224|XP_035905418.1|ASTE
OG0007028	LOC117901149|XP_034667684.1|DSUB	LOC118509225|XP_035905419.1|ASTE
OG0007029	LOC117900021|XP_034666100.1|DSUB	LOC118513255|XP_035914711.1|ASTE
OG0007030	LOC117900786|XP_034667160.1|DSUB	LOC118512609|XP_035913175.1|ASTE
OG0007031	LOC117902331|XP_034669517.1|DSUB	LOC118512595|XP_035913141.1|ASTE
OG0007032	LOC117895762|XP_034659527.1|DSUB	LOC118512601|XP_035913150.1|ASTE
OG0007033	LOC117902043|XP_034668998.1|DSUB	LOC118512604|XP_035913166.1|ASTE
OG0007034	LOC117900227|XP_034666403.1|DSUB	LOC118513689|XP_035915701.1|ASTE
OG0007035	LOC117903662|XP_034671874.1|DSUB	LOC118513688|XP_035915700.1|ASTE
OG0007036	LOC117894773|XP_034657889.1|DSUB	LOC118513693|XP_035915710.1|ASTE
OG0007037	LOC117897230|XP_034661839.1|DSUB	LOC118513694|XP_035915711.1|ASTE
OG0007038	LOC117890705|XP_034651613.1|DSUB	LOC118512535|XP_035912983.1|ASTE
OG0007039	LOC117892348|XP_034654438.1|DSUB	LOC118511554|XP_035910676.1|ASTE
OG0007040	LOC117901703|XP_034668462.1|DSUB	LOC118509827|XP_035906890.1|ASTE
OG0007041	LOC117902465|XP_034669761.1|DSUB	LOC118510863|XP_035909102.1|ASTE
OG0007042	LOC117901324|XP_034667922.1|DSUB	LOC118510860|XP_035909086.1|ASTE
OG0007043	LOC117897912|XP_034662881.1|DSUB	LOC118505163|XP_035896453.1|ASTE
OG0007044	LOC117901616|XP_034668326.1|DSUB	LOC118513503|XP_035915243.1|ASTE
OG0007045	LOC117896717|XP_034661069.1|DSUB	LOC118509262|XP_035905504.1|ASTE
OG0007046	LOC117897844|XP_034662801.1|DSUB	LOC118514600|XP_035917490.1|ASTE
OG0007047	LOC117900555|XP_034666850.1|DSUB	LOC118513351|XP_035914876.1|ASTE
OG0007048	LOC117902683|XP_034670107.1|DSUB	LOC118513319|XP_035914818.1|ASTE
OG0007049	LOC117900889|XP_034667311.1|DSUB	LOC118509181|XP_035905340.1|ASTE
OG0007050	LOC117901872|XP_034668720.1|DSUB	LOC118513627|XP_035915583.1|ASTE
OG0007051	LOC117901047|XP_034667545.1|DSUB	LOC118513631|XP_035915588.1|ASTE
OG0007052	LOC117903864|XP_034672242.1|DSUB	LOC118510583|XP_035908468.1|ASTE
OG0007053	LOC117897312|XP_034661955.1|DSUB	LOC118510874|XP_035909129.1|ASTE
OG0007054	LOC117892284|XP_034654294.1|DSUB	LOC118512542|XP_035913007.1|ASTE
OG0007055	LOC117891939|XP_034653675.1|DSUB	LOC118513779|XP_035915850.1|ASTE
OG0007056	LOC117893991|XP_034656692.1|DSUB	LOC118513799|XP_035915889.1|ASTE
OG0007057	LOC117903866|XP_034672247.1|DSUB	LOC118513826|XP_035915955.1|ASTE
OG0007058	LOC117903342|XP_034671181.1|DSUB	LOC118513818|XP_035915944.1|ASTE
OG0007059	LOC117900368|XP_034666609.1|DSUB	LOC118510868|XP_035909109.1|ASTE
OG0007060	LOC117902546|XP_034669874.1|DSUB	LOC118513005|XP_035914159.1|ASTE
OG0007061	LOC117902553|XP_034669882.1|DSUB	LOC118512941|XP_035914038.1|ASTE
OG0007062	LOC117902558|XP_034669891.1|DSUB	LOC118513470|XP_035915154.1|ASTE
OG0007063	LOC117901560|XP_034668249.1|DSUB	LOC118511237|XP_035909968.1|ASTE
OG0007064	LOC117891778|XP_034653335.1|DSUB	LOC118513660|XP_035915647.1|ASTE
OG0007065	LOC117894334|XP_034657208.1|DSUB	LOC118513657|XP_035915636.1|ASTE
OG0007066	LOC117893326|XP_034655807.1|DSUB	LOC118514251|XP_035916858.1|ASTE
OG0007067	LOC117899984|XP_034666040.1|DSUB	LOC118509881|XP_035907013.1|ASTE
OG0007068	LOC117900831|XP_034667230.1|DSUB	LOC118509891|XP_035907030.1|ASTE
OG0007069	LOC117902542|XP_034669868.1|DSUB	LOC118511695|XP_035910988.1|ASTE
OG0007070	LOC117892382|XP_034654484.1|DSUB	LOC118515244|XP_035917821.1|ASTE
OG0007071	LOC117891959|XP_034653722.1|DSUB	LOC118513225|XP_035914645.1|ASTE
OG0007072	LOC117899461|XP_034665366.1|DSUB	LOC118511243|XP_035909976.1|ASTE
OG0007073	LOC117902367|XP_034669574.1|DSUB	LOC118513623|XP_035915574.1|ASTE
OG0007074	LOC117890961|XP_034651991.1|DSUB	LOC118510912|XP_035909208.1|ASTE
OG0007075	LOC117901636|XP_034668358.1|DSUB	LOC118510911|XP_035909205.1|ASTE
OG0007076	LOC117891567|XP_034652981.1|DSUB	LOC118512969|XP_035914089.1|ASTE
OG0007077	LOC117901501|XP_034668162.1|DSUB	LOC118511807|XP_035911240.1|ASTE
OG0007078	LOC117900025|XP_034666103.1|DSUB	LOC118511812|XP_035911244.1|ASTE
OG0007079	LOC117900029|XP_034666106.1|DSUB	LOC118509951|XP_035907175.1|ASTE
OG0007080	LOC117901115|XP_034667640.1|DSUB	LOC118510772|XP_035908931.1|ASTE
OG0007081	LOC117902336|XP_034669526.1|DSUB	LOC118510764|XP_035908910.1|ASTE
OG0007082	LOC117901212|XP_034667766.1|DSUB	LOC118510763|XP_035908909.1|ASTE
OG0007083	LOC117900290|XP_034666493.1|DSUB	LOC118510760|XP_035908897.1|ASTE
OG0007084	LOC117902433|XP_034669702.1|DSUB	LOC118510757|XP_035908894.1|ASTE
OG0007085	LOC117901926|XP_034668786.1|DSUB	LOC118510043|XP_035907324.1|ASTE
OG0007086	LOC117902544|XP_034669871.1|DSUB	LOC118514053|XP_035916439.1|ASTE
OG0007087	LOC117894331|XP_034657206.1|DSUB	LOC118514124|XP_035916602.1|ASTE
OG0007088	LOC117901377|XP_034667978.1|DSUB	LOC118514120|XP_035916592.1|ASTE
OG0007089	LOC117900720|XP_034667079.1|DSUB	LOC118509947|XP_035907172.1|ASTE
OG0007090	LOC117902805|XP_034670317.1|DSUB	LOC118514101|XP_035916559.1|ASTE
OG0007091	LOC117901495|XP_034668155.1|DSUB	LOC118514094|XP_035916523.1|ASTE
OG0007092	LOC117898720|XP_034664228.1|DSUB	LOC118509946|XP_035907171.1|ASTE
OG0007093	LOC117900316|XP_034666536.1|DSUB	LOC118511222|XP_035909937.1|ASTE
OG0007094	LOC117900322|XP_034666545.1|DSUB	LOC118513690|XP_035915703.1|ASTE
OG0007095	LOC117901302|XP_034667898.1|DSUB	LOC118513685|XP_035915683.1|ASTE
OG0007096	LOC117902316|XP_034669491.1|DSUB	LOC118513337|XP_035914851.1|ASTE
OG0007098	LOC117900078|XP_034666174.1|DSUB	LOC118510674|XP_035908728.1|ASTE
OG0007099	LOC117897667|XP_034662555.1|DSUB	LOC118514116|XP_035916585.1|ASTE
OG0007100	LOC117901821|XP_034668635.1|DSUB	LOC118510064|XP_035907347.1|ASTE
OG0007101	LOC117901399|XP_034668023.1|DSUB	LOC118514087|XP_035916513.1|ASTE
OG0007102	LOC117901402|XP_034668027.1|DSUB	LOC118514071|XP_035916490.1|ASTE
OG0007103	LOC117900040|XP_034666120.1|DSUB	LOC118510712|XP_035908804.1|ASTE
OG0007104	LOC117902167|XP_034669197.1|DSUB	LOC118510706|XP_035908798.1|ASTE
OG0007105	LOC117902464|XP_034669760.1|DSUB	LOC118510705|XP_035908797.1|ASTE
OG0007106	LOC117900572|XP_034666872.1|DSUB	LOC118510696|XP_035908768.1|ASTE
OG0007107	LOC117902684|XP_034670108.1|DSUB	LOC118510694|XP_035908762.1|ASTE
OG0007108	LOC117901277|XP_034667862.1|DSUB	LOC118510693|XP_035908760.1|ASTE
OG0007109	LOC117900121|XP_034666237.1|DSUB	LOC118510680|XP_035908736.1|ASTE
OG0007110	LOC117900032|XP_034666111.1|DSUB	LOC118510677|XP_035908731.1|ASTE
OG0007111	LOC117901150|XP_034667689.1|DSUB	LOC118510673|XP_035908713.1|ASTE
OG0007112	LOC117902472|XP_034669769.1|DSUB	LOC118510668|XP_035908705.1|ASTE
OG0007113	LOC117899451|XP_034665351.1|DSUB	LOC118510664|XP_035908697.1|ASTE
OG0007114	LOC117902388|XP_034669603.1|DSUB	LOC118510662|XP_035908689.1|ASTE
OG0007115	LOC117900253|XP_034666443.1|DSUB	LOC118510658|XP_035908676.1|ASTE
OG0007116	LOC117901654|XP_034668381.1|DSUB	LOC118514135|XP_035916624.1|ASTE
OG0007117	LOC117901626|XP_034668347.1|DSUB	LOC118514137|XP_035916626.1|ASTE
OG0007118	LOC117901940|XP_034668800.1|DSUB	LOC118514134|XP_035916621.1|ASTE
OG0007119	LOC117897438|XP_034662173.1|DSUB	LOC118505767|XP_035897903.1|ASTE
OG0007120	LOC117903330|XP_034671163.1|DSUB	LOC118505764|XP_035897887.1|ASTE
OG0007121	LOC117902550|XP_034669884.1|DSUB	LOC118503512|XP_035892756.1|ASTE
OG0007122	LOC117889573|XP_034649864.1|DSUB	LOC118505761|XP_035897882.1|ASTE
OG0007123	LOC117902127|XP_034669150.1|DSUB	LOC118505758|XP_035897868.1|ASTE
OG0007124	LOC117893817|XP_034656460.1|DSUB	LOC118505742|XP_035897829.1|ASTE
OG0007125	LOC117893720|XP_034656298.1|DSUB	LOC118505740|XP_035897823.1|ASTE
OG0007126	LOC117893531|XP_034656064.1|DSUB	LOC118505738|XP_035897821.1|ASTE
OG0007127	LOC117894700|XP_034657774.1|DSUB	LOC118505737|XP_035897820.1|ASTE
OG0007128	LOC117894736|XP_034657825.1|DSUB	LOC118505736|XP_035897819.1|ASTE
OG0007129	LOC117893721|XP_034656301.1|DSUB	LOC118505851|XP_035898123.1|ASTE
OG0007130	LOC117893320|XP_034655799.1|DSUB	LOC118505327|XP_035896866.1|ASTE
OG0007131	LOC117893668|XP_034656249.1|DSUB	LOC118505324|XP_035896860.1|ASTE
OG0007132	LOC117894474|XP_034657465.1|DSUB	LOC118507359|XP_035901659.1|ASTE
OG0007133	LOC117894432|XP_034657386.1|DSUB	LOC118507596|XP_035902157.1|ASTE
OG0007134	LOC117894275|XP_034657121.1|DSUB	LOC118507586|XP_035902141.1|ASTE
OG0007135	LOC117893400|XP_034655890.1|DSUB	LOC118507598|XP_035902161.1|ASTE
OG0007136	LOC117894394|XP_034657287.1|DSUB	LOC118507574|XP_035902112.1|ASTE
OG0007137	LOC117903818|XP_034672149.1|DSUB	LOC118506569|XP_035899786.1|ASTE
OG0007138	LOC117903297|XP_034671117.1|DSUB	LOC118506570|XP_035899803.1|ASTE
OG0007139	LOC117898421|XP_034663698.1|DSUB	LOC118506645|XP_035899926.1|ASTE
OG0007140	LOC117903794|XP_034672117.1|DSUB	LOC118506646|XP_035899938.1|ASTE
OG0007141	LOC117900324|XP_034666550.1|DSUB	LOC118506644|XP_035899925.1|ASTE
OG0007142	LOC117894815|XP_034657945.1|DSUB	LOC118505232|XP_035896658.1|ASTE
OG0007143	LOC117897716|XP_034662632.1|DSUB	LOC118517522|XP_035919644.1|ASTE
OG0007144	LOC117899227|XP_034664992.1|DSUB	LOC118517520|XP_035919642.1|ASTE
OG0007145	LOC117896839|XP_034661249.1|DSUB	LOC118502499|XP_035890624.1|ASTE
OG0007146	LOC117898744|XP_034664257.1|DSUB	LOC118517545|XP_035919677.1|ASTE
OG0007147	LOC117899667|XP_034665746.1|DSUB	LOC118517523|XP_035919645.1|ASTE
OG0007148	LOC117903278|XP_034671071.1|DSUB	LOC118505845|XP_035898097.1|ASTE
OG0007149	LOC117891823|XP_034653451.1|DSUB	LOC118502506|XP_035890638.1|ASTE
OG0007150	LOC117894305|XP_034657163.1|DSUB	LOC118505357|XP_035896924.1|ASTE
OG0007151	LOC117893683|XP_034656263.1|DSUB	LOC118505361|XP_035896944.1|ASTE
OG0007152	LOC117903695|XP_034671925.1|DSUB	LOC118505825|XP_035898068.1|ASTE
OG0007153	LOC117903699|XP_034671929.1|DSUB	LOC118505837|XP_035898088.1|ASTE
OG0007154	LOC117892126|XP_034654048.1|DSUB	LOC118504859|XP_035895788.1|ASTE
OG0007155	LOC117890943|XP_034651969.1|DSUB	LOC118517571|XP_035919711.1|ASTE
OG0007156	LOC117898671|XP_034664141.1|DSUB	LOC118505288|XP_035896766.1|ASTE
OG0007157	LOC117897139|XP_034661701.1|DSUB	LOC118505655|XP_035897635.1|ASTE
OG0007158	LOC117893101|XP_034655423.1|DSUB	LOC118505658|XP_035897642.1|ASTE
OG0007159	LOC117903121|XP_034670843.1|DSUB	LOC118505665|XP_035897670.1|ASTE
OG0007160	LOC117897077|XP_034661603.1|DSUB	LOC118505673|XP_035897696.1|ASTE
OG0007161	LOC117897493|XP_034662278.1|DSUB	LOC118505516|XP_035897309.1|ASTE
OG0007162	LOC117903151|XP_034670883.1|DSUB	LOC118505515|XP_035897308.1|ASTE
OG0007163	LOC117899654|XP_034665725.1|DSUB	LOC118506333|XP_035899200.1|ASTE
OG0007164	LOC117899651|XP_034665721.1|DSUB	LOC118505822|XP_035898064.1|ASTE
OG0007165	LOC117903856|XP_034672219.1|DSUB	LOC118504952|XP_035895963.1|ASTE
OG0007166	LOC117895129|XP_034658432.1|DSUB	LOC118504947|XP_035895939.1|ASTE
OG0007167	LOC117889580|XP_034649877.1|DSUB	LOC118505810|XP_035898045.1|ASTE
OG0007168	LOC117903698|XP_034671928.1|DSUB	LOC118508371|XP_035903991.1|ASTE
OG0007169	LOC117893595|XP_034656164.1|DSUB	LOC118508374|XP_035904002.1|ASTE
OG0007170	LOC117899006|XP_034664644.1|DSUB	LOC118505645|XP_035897616.1|ASTE
OG0007171	LOC117894235|XP_034657048.1|DSUB	LOC118505518|XP_035897311.1|ASTE
OG0007172	LOC117902911|XP_034670366.1|DSUB	LOC118502760|XP_035891232.1|ASTE
OG0007173	LOC117902890|XP_034670347.1|DSUB	LOC118502759|XP_035891230.1|ASTE
OG0007174	LOC117897513|XP_034662318.1|DSUB	LOC118506736|XP_035900175.1|ASTE
OG0007175	LOC117894415|XP_034657316.1|DSUB	LOC118506751|XP_035900226.1|ASTE
OG0007176	LOC117897808|XP_034662748.1|DSUB	LOC118505650|XP_035897625.1|ASTE
OG0007177	LOC117897917|XP_034662892.1|DSUB	LOC118517563|XP_035919698.1|ASTE
OG0007178	LOC117898368|XP_034663596.1|DSUB	LOC118517521|XP_035919643.1|ASTE
OG0007179	LOC117896544|XP_034660820.1|DSUB	LOC118517539|XP_035919668.1|ASTE
OG0007180	LOC117897918|XP_034662893.1|DSUB	LOC118517530|XP_035919657.1|ASTE
OG0007181	LOC117899100|XP_034664775.1|DSUB	LOC118505519|XP_035897312.1|ASTE
OG0007182	LOC117899724|XP_034665857.1|DSUB	LOC118506435|XP_035899448.1|ASTE
OG0007183	LOC117899722|XP_034665831.1|DSUB	LOC118506428|XP_035899422.1|ASTE
OG0007184	LOC117898665|XP_034664131.1|DSUB	LOC118506427|XP_035899420.1|ASTE
OG0007185	LOC117902093|XP_034669080.1|DSUB	LOC118506754|XP_035900244.1|ASTE
OG0007186	LOC117896080|XP_034660007.1|DSUB	LOC118506760|XP_035900246.1|ASTE
OG0007187	LOC117899715|XP_034665821.1|DSUB	LOC118508511|XP_035904248.1|ASTE
OG0007188	LOC117897830|XP_034662783.1|DSUB	LOC118508513|XP_035904254.1|ASTE
OG0007189	LOC117896488|XP_034660719.1|DSUB	LOC118508517|XP_035904263.1|ASTE
OG0007190	LOC117896592|XP_034660908.1|DSUB	LOC118508519|XP_035904266.1|ASTE
OG0007191	LOC117895454|XP_034659017.1|DSUB	LOC118508522|XP_035904274.1|ASTE
OG0007192	LOC117903765|XP_034672068.1|DSUB	LOC118504500|XP_035894915.1|ASTE
OG0007193	LOC117903763|XP_034672064.1|DSUB	LOC118504493|XP_035894909.1|ASTE
OG0007194	LOC117894509|XP_034657513.1|DSUB	LOC118504497|XP_035894913.1|ASTE
OG0007195	LOC117897209|XP_034661804.1|DSUB	LOC118505344|XP_035896896.1|ASTE
OG0007196	LOC117899055|XP_034664713.1|DSUB	LOC118504861|XP_035895790.1|ASTE
OG0007197	LOC117893014|XP_034655260.1|DSUB	LOC118505651|XP_035897626.1|ASTE
OG0007198	LOC117897307|XP_034661950.1|DSUB	LOC118506606|XP_035899866.1|ASTE
OG0007199	LOC117898344|XP_034663567.1|DSUB	LOC118506599|XP_035899858.1|ASTE
OG0007200	LOC117897064|XP_034661558.1|DSUB	LOC118506597|XP_035899855.1|ASTE
OG0007201	LOC117895816|XP_034659633.1|DSUB	LOC118505860|XP_035898135.1|ASTE
OG0007202	LOC117895064|XP_034658336.1|DSUB	LOC118505861|XP_035898137.1|ASTE
OG0007203	LOC117895060|XP_034658331.1|DSUB	LOC118503578|XP_035892911.1|ASTE
OG0007204	LOC117893336|XP_034655820.1|DSUB	LOC118503579|XP_035892912.1|ASTE
OG0007205	LOC117895065|XP_034658337.1|DSUB	LOC118503582|XP_035892914.1|ASTE
OG0007206	LOC117896756|XP_034661118.1|DSUB	LOC118506993|XP_035900766.1|ASTE
OG0007207	LOC117896009|XP_034659897.1|DSUB	LOC118502724|XP_035891173.1|ASTE
OG0007208	LOC117896490|XP_034660721.1|DSUB	LOC118502728|XP_035891181.1|ASTE
OG0007209	LOC117899243|XP_034665011.1|DSUB	LOC118502721|XP_035891170.1|ASTE
OG0007210	LOC117897205|XP_034661799.1|DSUB	LOC118511708|XP_035911022.1|ASTE
OG0007211	LOC117896755|XP_034661117.1|DSUB	LOC118502682|XP_035891083.1|ASTE
OG0007212	LOC117898849|XP_034664417.1|DSUB	LOC118503570|XP_035892896.1|ASTE
OG0007213	LOC117890269|XP_034650919.1|DSUB	LOC118506526|XP_035899671.1|ASTE
OG0007214	LOC117893891|XP_034656557.1|DSUB	LOC118506524|XP_035899658.1|ASTE
OG0007215	LOC117898362|XP_034663588.1|DSUB	LOC118506512|XP_035899631.1|ASTE
OG0007216	LOC117897567|XP_034662400.1|DSUB	LOC118502431|XP_035890552.1|ASTE
OG0007217	LOC117889890|XP_034650292.1|DSUB	LOC118506510|XP_035899627.1|ASTE
OG0007218	LOC117898948|XP_034664562.1|DSUB	LOC118505237|XP_035896669.1|ASTE
OG0007219	LOC117898556|XP_034663933.1|DSUB	LOC118504643|XP_035895287.1|ASTE
OG0007220	LOC117897811|XP_034662751.1|DSUB	LOC118505319|XP_035896857.1|ASTE
OG0007221	LOC117898750|XP_034664262.1|DSUB	LOC118505318|XP_035896855.1|ASTE
OG0007222	LOC117898428|XP_034663707.1|DSUB	LOC118504785|XP_035895629.1|ASTE
OG0007223	LOC117899652|XP_034665723.1|DSUB	LOC118503657|XP_035893073.1|ASTE
OG0007224	LOC117897448|XP_034662183.1|DSUB	LOC118503651|XP_035893065.1|ASTE
OG0007225	LOC117896663|XP_034661000.1|DSUB	LOC118503660|XP_035893078.1|ASTE
OG0007226	LOC117897089|XP_034661619.1|DSUB	LOC118503649|XP_035893061.1|ASTE
OG0007227	LOC117894571|XP_034657601.1|DSUB	LOC118506562|XP_035899777.1|ASTE
OG0007228	LOC117894739|XP_034657829.1|DSUB	LOC118504311|XP_035894506.1|ASTE
OG0007229	LOC117899506|XP_034665448.1|DSUB	LOC118505125|XP_035896334.1|ASTE
OG0007230	LOC117897356|XP_034662029.1|DSUB	LOC118505251|XP_035896697.1|ASTE
