Orthogroup	DSUB.longest_only	HILL.longest_only
OG0008169	LOC117903821|XP_034672162.1|DSUB	LOC119656206|XP_037918525.1|HILL
OG0008170	LOC117891345|XP_034652667.1|DSUB	LOC119656032|XP_037918225.1|HILL
OG0008171	LOC117903440|XP_034671363.1|DSUB	LOC119660725|XP_037925307.1|HILL
OG0008172	LOC117896688|XP_034661030.1|DSUB	LOC119654523|XP_037915892.1|HILL
OG0008173	LOC117901982|XP_034668882.1|DSUB	LOC119658417|XP_037921740.1|HILL
OG0008174	LOC117891153|XP_034652299.1|DSUB	LOC119653767|XP_037914686.1|HILL
OG0008175	LOC117893835|XP_034656493.1|DSUB	LOC119654277|XP_037915485.1|HILL
OG0008176	LOC117903120|XP_034670838.1|DSUB	LOC119659367|XP_037923354.1|HILL
OG0008177	LOC117903083|XP_034670778.1|DSUB	LOC119653423|XP_037913928.1|HILL
OG0008178	LOC117892142|XP_034654075.1|DSUB	LOC119656046|XP_037918240.1|HILL
OG0008179	LOC117900338|XP_034666571.1|DSUB	LOC119654837|XP_037916339.1|HILL
OG0008180	LOC117903616|XP_034671763.1|DSUB	LOC119655519|XP_037917357.1|HILL
OG0008181	LOC117903618|XP_034671765.1|DSUB	LOC119653718|XP_037914538.1|HILL
OG0008182	LOC117892300|XP_034654336.1|DSUB	LOC119654700|XP_037916142.1|HILL
OG0008183	LOC117890947|XP_034651973.1|DSUB	LOC119654478|XP_037915825.1|HILL
OG0008185	LOC117896180|XP_034660155.1|DSUB	LOC119653444|XP_037913964.1|HILL
OG0008186	LOC117892391|XP_034654498.1|DSUB	LOC119655698|XP_037917640.1|HILL
OG0008187	LOC117892398|XP_034654505.1|DSUB	LOC119656056|XP_037918257.1|HILL
OG0008188	LOC117902090|XP_034669077.1|DSUB	LOC119647910|XP_037905157.1|HILL
OG0008189	LOC117901888|XP_034668741.1|DSUB	LOC119655618|XP_037917516.1|HILL
OG0008190	LOC117895634|XP_034659280.1|DSUB	LOC119648049|XP_037905439.1|HILL
OG0008191	LOC117903780|XP_034672096.1|DSUB	LOC119653624|XP_037914325.1|HILL
OG0008192	LOC117897845|XP_034662806.1|DSUB	LOC119655410|XP_037917222.1|HILL
OG0008193	LOC117903473|XP_034671419.1|DSUB	LOC119657609|XP_037920536.1|HILL
OG0008194	LOC117900806|XP_034667184.1|DSUB	LOC119655480|XP_037917308.1|HILL
OG0008195	LOC117892644|XP_034654889.1|DSUB	LOC119654849|XP_037916357.1|HILL
OG0008196	LOC117892492|XP_034654649.1|DSUB	LOC119655919|XP_037918013.1|HILL
OG0008197	LOC117894154|XP_034656941.1|DSUB	LOC119650063|XP_037908484.1|HILL
OG0008198	LOC117903343|XP_034671182.1|DSUB	LOC119653882|XP_037914926.1|HILL
OG0008199	LOC117893854|XP_034656515.1|DSUB	LOC119647567|XP_037904491.1|HILL
OG0008200	LOC117890564|XP_034651389.1|DSUB	LOC119655992|XP_037918157.1|HILL
OG0008201	LOC117895076|XP_034658356.1|DSUB	LOC119648130|XP_037905595.1|HILL
OG0008202	LOC117894844|XP_034657985.1|DSUB	LOC119648084|XP_037905501.1|HILL
OG0008203	LOC117895283|XP_034658710.1|DSUB	LOC119649923|XP_037908254.1|HILL
OG0008204	LOC117903678|XP_034671907.1|DSUB	LOC119654817|XP_037916305.1|HILL
OG0008205	LOC117903362|XP_034671208.1|DSUB	LOC119649927|XP_037908274.1|HILL
OG0008206	LOC117895827|XP_034659655.1|DSUB	LOC119648659|XP_037906366.1|HILL
OG0008207	LOC117893106|XP_034655430.1|DSUB	LOC119650250|XP_037908768.1|HILL
OG0008208	LOC117890498|XP_034651280.1|DSUB	LOC119654714|XP_037916160.1|HILL
OG0008209	LOC117894906|XP_034658092.1|DSUB	LOC119656018|XP_037918198.1|HILL
OG0008211	LOC117901484|XP_034668143.1|DSUB	LOC119654519|XP_037915887.1|HILL
OG0008212	LOC117893878|XP_034656541.1|DSUB	LOC119649009|XP_037906887.1|HILL
OG0008213	LOC117897679|XP_034662584.1|DSUB	LOC119655816|XP_037917848.1|HILL
OG0008214	LOC117895197|XP_034658569.1|DSUB	LOC119654638|XP_037916041.1|HILL
OG0008215	LOC117894712|XP_034657826.1|DSUB	LOC119656107|XP_037918350.1|HILL
OG0008216	LOC117894772|XP_034657887.1|DSUB	LOC119655941|XP_037918056.1|HILL
OG0008217	LOC117903213|XP_034670994.1|DSUB	LOC119654955|XP_037916540.1|HILL
OG0008218	LOC117891600|XP_034653024.1|DSUB	LOC119655409|XP_037917220.1|HILL
OG0008219	LOC117903664|XP_034671876.1|DSUB	LOC119655043|XP_037916652.1|HILL
OG0008220	LOC117903824|XP_034672164.1|DSUB	LOC119653679|XP_037914451.1|HILL
OG0008221	LOC117902708|XP_034670153.1|DSUB	LOC119648657|XP_037906365.1|HILL
OG0008222	LOC117893004|XP_034655251.1|DSUB	LOC119647623|XP_037904595.1|HILL
OG0008223	LOC117893212|XP_034655631.1|DSUB	LOC119650419|XP_037909151.1|HILL
OG0008224	LOC117894645|XP_034657708.1|DSUB	LOC119650046|XP_037908457.1|HILL
OG0008225	LOC117903327|XP_034671161.1|DSUB	LOC119653817|XP_037914777.1|HILL
OG0008226	LOC117898968|XP_034664603.1|DSUB	LOC119657870|XP_037920924.1|HILL
OG0008227	LOC117898130|XP_034663215.1|DSUB	LOC119652848|XP_037913128.1|HILL
OG0008228	LOC117897715|XP_034662629.1|DSUB	LOC119650921|XP_037910074.1|HILL
OG0008229	LOC117896251|XP_034660312.1|DSUB	LOC119659771|XP_037923960.1|HILL
OG0008230	LOC117896691|XP_034661032.1|DSUB	LOC119659529|XP_037923594.1|HILL
OG0008232	LOC117895473|XP_034659042.1|DSUB	LOC119648618|XP_037906318.1|HILL
OG0008233	LOC117902317|XP_034669495.1|DSUB	LOC119650930|XP_037910084.1|HILL
OG0008234	LOC117891967|XP_034653731.1|DSUB	LOC119647131|XP_037903849.1|HILL
OG0008235	LOC117890087|XP_034650640.1|DSUB	LOC119646452|XP_037902830.1|HILL
OG0008236	LOC117892143|XP_034654073.1|DSUB	LOC119654405|XP_037915717.1|HILL
OG0008237	LOC117892662|XP_034654940.1|DSUB	LOC119659374|XP_037923358.1|HILL
OG0008239	LOC117893374|XP_034655859.1|DSUB	LOC119647458|XP_037904318.1|HILL
OG0008240	LOC117891630|XP_034653063.1|DSUB	LOC119646168|XP_037902475.1|HILL
OG0008243	LOC117892542|XP_034654742.1|DSUB	LOC119648025|XP_037905371.1|HILL
OG0008244	LOC117899143|XP_034664841.1|DSUB	LOC119657479|XP_037920327.1|HILL
OG0008246	LOC117890550|XP_034651371.1|DSUB	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL
OG0008248	LOC117898071|XP_034663137.1|DSUB	LOC119651615|XP_037911197.1|HILL
OG0008250	LOC117891100|XP_034652176.1|DSUB	LOC119658209|XP_037921403.1|HILL
OG0008254	LOC117892935|XP_034655144.1|DSUB	LOC119648698|XP_037906433.1|HILL
OG0008255	LOC117895544|XP_034659138.1|DSUB	LOC119658673|XP_037922163.1|HILL
OG0008266	LOC117899545|XP_034665518.1|DSUB	LOC119659659|XP_037923797.1|HILL
OG0008267	LOC117896575|XP_034660867.1|DSUB	LOC119650768|XP_037909798.1|HILL
OG0008268	LOC117899957|XP_034666002.1|DSUB	LOC119657907|XP_037921002.1|HILL
OG0008271	LOC117895229|XP_034658617.1|DSUB	LOC119656884|XP_037919481.1|HILL
OG0008272	LOC117903534|XP_034671604.1|DSUB	LOC119657131|XP_037919829.1|HILL
OG0008273	LOC117898134|XP_034663219.1|DSUB	LOC119660532|XP_037925088.1|HILL
OG0008274	LOC117901726|XP_034668499.1|DSUB	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL
OG0008275	LOC117903062|XP_034670707.1|DSUB	LOC119654348|XP_037915618.1|HILL
OG0008276	LOC117891416|XP_034652763.1|DSUB	LOC119656605|XP_037918967.1|HILL
OG0008277	LOC117903480|XP_034671427.1|DSUB	LOC119657813|XP_037920851.1|HILL
OG0008278	LOC117902308|XP_034669480.1|DSUB	LOC119657315|XP_037920101.1|HILL
OG0008279	LOC117903888|XP_034672278.1|DSUB	LOC119657968|XP_037921105.1|HILL
OG0008280	LOC117903891|XP_034672284.1|DSUB	LOC119656800|XP_037919338.1|HILL
OG0008281	LOC117898772|XP_034664300.1|DSUB	LOC119656789|XP_037919317.1|HILL
OG0008282	LOC117894922|XP_034658160.1|DSUB	LOC119653480|XP_037914039.1|HILL
OG0008283	LOC117903424|XP_034671330.1|DSUB	LOC119661755|XP_037927152.1|HILL
OG0008284	LOC117902975|XP_034670526.1|DSUB	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL
OG0008285	LOC117901700|XP_034668457.1|DSUB	LOC119657392|XP_037920206.1|HILL
OG0008286	LOC117903900|XP_034672296.1|DSUB	LOC119656966|XP_037919613.1|HILL
OG0008287	LOC117889603|XP_034649908.1|DSUB	LOC119657837|XP_037920886.1|HILL
OG0008288	LOC117897248|XP_034661861.1|DSUB	LOC119651970|XP_037911791.1|HILL
OG0008290	LOC117889907|XP_034650324.1|DSUB	LOC119656975|XP_037919637.1|HILL
OG0008291	LOC117891099|XP_034652179.1|DSUB	LOC119658297|XP_037921523.1|HILL
OG0008292	LOC117901716|XP_034668487.1|DSUB	LOC119656854|XP_037919434.1|HILL
OG0008293	LOC117897863|XP_034662827.1|DSUB	LOC119657480|XP_037920328.1|HILL
OG0008294	LOC117899039|XP_034664691.1|DSUB	LOC119650805|XP_037909872.1|HILL
OG0008295	LOC117890895|XP_034651924.1|DSUB	LOC119657054|XP_037919735.1|HILL
OG0008296	LOC117897299|XP_034661936.1|DSUB	LOC119660813|XP_037925582.1|HILL
OG0008297	LOC117889605|XP_034649914.1|DSUB	LOC119658223|XP_037921417.1|HILL
OG0008298	LOC117903189|XP_034670937.1|DSUB	LOC119657521|XP_037920391.1|HILL
OG0008299	LOC117899352|XP_034665210.1|DSUB	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL
OG0008300	LOC117903494|XP_034671461.1|DSUB	LOC119656799|XP_037919334.1|HILL
OG0008301	LOC117898121|XP_034663200.1|DSUB	LOC119651318|XP_037910777.1|HILL
OG0008302	LOC117899777|XP_034665944.1|DSUB	LOC119657146|XP_037919851.1|HILL
OG0008303	LOC117895646|XP_034659326.1|DSUB	LOC119656860|XP_037919441.1|HILL
OG0008304	LOC117902200|XP_034669296.1|DSUB	LOC119658002|XP_037921150.1|HILL
OG0008305	LOC117903287|XP_034671102.1|DSUB	LOC119650674|XP_037909554.1|HILL
OG0008306	LOC117903834|XP_034672176.1|DSUB	LOC119656911|XP_037919530.1|HILL
OG0008308	LOC117898860|XP_034664428.1|DSUB	LOC119653009|XP_037913369.1|HILL
OG0008309	LOC117902244|XP_034669380.1|DSUB	LOC119651537|XP_037911097.1|HILL
OG0008310	LOC117894060|XP_034656804.1|DSUB	LOC119649911|XP_037908238.1|HILL
OG0008311	LOC117897949|XP_034662944.1|DSUB	LOC119652273|XP_037912190.1|HILL
OG0008312	LOC117896560|XP_034660853.1|DSUB	LOC119658482|XP_037921855.1|HILL
OG0008313	LOC117901911|XP_034668771.1|DSUB	LOC119657974|XP_037921114.1|HILL
OG0008314	LOC117892517|XP_034654694.1|DSUB	LOC119661048|XP_037926184.1|HILL
OG0008315	LOC117895782|XP_034659571.1|DSUB	LOC119650949|XP_037910111.1|HILL
OG0008317	LOC117899314|XP_034665131.1|DSUB	LOC119652588|XP_037912737.1|HILL
OG0008318	LOC117889616|XP_034649931.1|DSUB	LOC119646714|XP_037903220.1|HILL
OG0008319	LOC117891846|XP_034653488.1|DSUB	LOC119653269|XP_037913819.1|HILL
OG0008320	LOC117890016|XP_034650511.1|DSUB	LOC119657029|XP_037919709.1|HILL
OG0008321	LOC117896143|XP_034660106.1|DSUB	LOC119652444|XP_037912514.1|HILL
OG0008323	LOC117897744|XP_034662677.1|DSUB	LOC119651186|XP_037910551.1|HILL
OG0008324	LOC117903547|XP_034671629.1|DSUB	LOC119652576|XP_037912718.1|HILL
OG0008326	LOC117896810|XP_034661204.1|DSUB	LOC119650573|XP_037909317.1|HILL
OG0008327	LOC117889841|XP_034650222.1|DSUB	LOC119651627|XP_037911220.1|HILL
OG0008328	LOC117903723|XP_034671963.1|DSUB	LOC119657563|XP_037920450.1|HILL
OG0008329	LOC117901738|XP_034668520.1|DSUB	LOC119647997|XP_037905311.1|HILL
OG0008332	LOC117895400|XP_034658918.1|DSUB	LOC119647937|XP_037905210.1|HILL
OG0008333	LOC117894453|XP_034657441.1|DSUB	LOC119649258|XP_037907272.1|HILL
OG0008334	LOC117894446|XP_034657422.1|DSUB	LOC119649189|XP_037907143.1|HILL
OG0008335	LOC117895223|XP_034658609.1|DSUB	LOC119648296|XP_037905883.1|HILL
OG0008337	LOC117889969|XP_034650423.1|DSUB	LOC119647142|XP_037903863.1|HILL
OG0008339	LOC117890800|XP_034651769.1|DSUB	LOC119652566|XP_037912707.1|HILL
OG0008341	LOC117893810|XP_034656448.1|DSUB	LOC119648181|XP_037905695.1|HILL
OG0008343	LOC117896126|XP_034660074.1|DSUB	LOC119657424|XP_037920254.1|HILL
OG0008344	LOC117895470|XP_034659038.1|DSUB	LOC119647984|XP_037905295.1|HILL
OG0008346	LOC117900233|XP_034666414.1|DSUB	LOC119653453|XP_037913994.1|HILL
OG0008349	LOC117894917|XP_034658107.1|DSUB	LOC119660324|XP_037924730.1|HILL
OG0008350	LOC117903901|XP_034672300.1|DSUB	LOC119652808|XP_037913059.1|HILL
OG0008351	LOC117893541|XP_034656081.1|DSUB	LOC119649434|XP_037907512.1|HILL
OG0008352	LOC117894517|XP_034657520.1|DSUB	LOC119649676|XP_037907863.1|HILL
OG0008354	LOC117903764|XP_034672066.1|DSUB	LOC119654286|XP_037915502.1|HILL
OG0008356	LOC117895193|XP_034658566.1|DSUB	LOC119648098|XP_037905526.1|HILL
OG0008357	LOC117899224|XP_034664989.1|DSUB	LOC119654494|XP_037915845.1|HILL
OG0008358	LOC117902116|XP_034669122.1|DSUB	LOC119653411|XP_037913906.1|HILL
OG0008359	LOC117891660|XP_034653106.1|DSUB	LOC119659306|XP_037923251.1|HILL
OG0008360	LOC117890721|XP_034651654.1|DSUB	LOC119660896|XP_037925761.1|HILL
OG0008361	LOC117901333|XP_034667932.1|DSUB	LOC119646622|XP_037903058.1|HILL
OG0008362	LOC117903501|XP_034671472.1|DSUB	LOC119655470|XP_037917300.1|HILL
OG0008363	LOC117890366|XP_034651051.1|DSUB	LOC119655874|XP_037917932.1|HILL
OG0008364	LOC117901790|XP_034668591.1|DSUB	LOC119648142|XP_037905617.1|HILL
OG0008365	LOC117892146|XP_034654081.1|DSUB	LOC119653677|XP_037914449.1|HILL
OG0008366	LOC117897456|XP_034662193.1|DSUB	LOC119659464|XP_037923479.1|HILL
OG0008368	LOC117902166|XP_034669196.1|DSUB	LOC119652448|XP_037912522.1|HILL
OG0008369	LOC117898244|XP_034663385.1|DSUB	LOC119658808|XP_037922458.1|HILL
OG0008370	LOC117898070|XP_034663133.1|DSUB	LOC119650773|XP_037909806.1|HILL
OG0008371	LOC117899792|XP_034665963.1|DSUB	LOC119651021|XP_037910252.1|HILL
OG0008372	LOC117902395|XP_034669612.1|DSUB	LOC119657132|XP_037919835.1|HILL
OG0008373	LOC117901837|XP_034668663.1|DSUB	LOC119652225|XP_037912106.1|HILL
OG0008374	LOC117902187|XP_034669253.1|DSUB	LOC119653093|XP_037913524.1|HILL
OG0008375	LOC117899958|XP_034666003.1|DSUB	LOC119657648|XP_037920583.1|HILL
OG0008376	LOC117902720|XP_034670176.1|DSUB	LOC119646421|XP_037902827.1|HILL
OG0008377	LOC117900343|XP_034666574.1|DSUB	LOC119651862|XP_037911600.1|HILL
OG0008378	LOC117900342|XP_034666572.1|DSUB	LOC119661748|XP_037927145.1|HILL
OG0008379	LOC117902030|XP_034668982.1|DSUB	LOC119653166|XP_037913637.1|HILL
OG0008380	LOC117901453|XP_034668093.1|DSUB	LOC119651008|XP_037910224.1|HILL
OG0008381	LOC117902074|XP_034669055.1|DSUB	LOC119646161|XP_037902462.1|HILL
OG0008383	LOC117901028|XP_034667522.1|DSUB	LOC119646932|XP_037903547.1|HILL
OG0008384	LOC117901102|XP_034667622.1|DSUB	LOC119646705|XP_037903210.1|HILL
OG0008385	LOC117902170|XP_034669201.1|DSUB	LOC119651251|XP_037910667.1|HILL
OG0008386	LOC117903112|XP_034670829.1|DSUB	LOC119658070|XP_037921257.1|HILL
OG0008387	LOC117899526|XP_034665479.1|DSUB	LOC119647133|XP_037903852.1|HILL
OG0008388	LOC117902300|XP_034669472.1|DSUB	LOC119647327|XP_037904193.1|HILL
OG0008389	LOC117900521|XP_034666809.1|DSUB	LOC119646633|XP_037903073.1|HILL
OG0008390	LOC117900676|XP_034667012.1|DSUB	LOC119659095|XP_037922944.1|HILL
OG0008391	LOC117900054|XP_034666142.1|DSUB	LOC119652222|XP_037912098.1|HILL
OG0008392	LOC117894766|XP_034657875.1|DSUB	LOC119653422|XP_037913927.1|HILL
OG0008394	LOC117893732|XP_034656347.1|DSUB	LOC119647559|XP_037904480.1|HILL
OG0008395	LOC117893809|XP_034656451.1|DSUB	LOC119658707|XP_037922245.1|HILL
OG0008396	LOC117903180|XP_034670915.1|DSUB	LOC119659220|XP_037923123.1|HILL
OG0008397	LOC117898330|XP_034663548.1|DSUB	LOC119653462|XP_037914001.1|HILL
OG0008398	LOC117890403|XP_034651107.1|DSUB	LOC119653763|XP_037914672.1|HILL
OG0008399	LOC117889587|XP_034649886.1|DSUB	LOC119654489|XP_037915840.1|HILL
OG0008400	LOC117895348|XP_034658820.1|DSUB	LOC119659902|XP_037924155.1|HILL
OG0008401	LOC117901503|XP_034668164.1|DSUB	LOC119646477|XP_037902859.1|HILL
OG0008402	LOC117898589|XP_034664024.1|DSUB	LOC119658664|XP_037922146.1|HILL
OG0008403	LOC117903090|XP_034670788.1|DSUB	LOC119655441|XP_037917263.1|HILL
OG0008404	LOC117898224|XP_034663349.1|DSUB	LOC119659299|XP_037923240.1|HILL
OG0008405	LOC117903131|XP_034670854.1|DSUB	LOC119654757|XP_037916226.1|HILL
OG0008406	LOC117892970|XP_034655199.1|DSUB	LOC119651075|XP_037910344.1|HILL
OG0008407	LOC117899322|XP_034665147.1|DSUB	LOC119659976|XP_037924270.1|HILL
OG0008409	LOC117893860|XP_034656521.1|DSUB	LOC119660967|XP_037925951.1|HILL
OG0008410	LOC117897707|XP_034662620.1|DSUB	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL
OG0008411	LOC117896372|XP_034660539.1|DSUB	LOC119659741|XP_037923931.1|HILL
OG0008412	LOC117903548|XP_034671631.1|DSUB	LOC119649391|XP_037907444.1|HILL
OG0008413	LOC117894397|XP_034657293.1|DSUB	LOC119647423|XP_037904248.1|HILL
OG0008414	LOC117896586|XP_034660904.1|DSUB	LOC119654340|XP_037915608.1|HILL
OG0008415	LOC117899930|XP_034665990.1|DSUB	LOC119658392|XP_037921707.1|HILL
OG0008417	LOC117903460|XP_034671389.1|DSUB	LOC119654935|XP_037916515.1|HILL
OG0008418	LOC117890995|XP_034652038.1|DSUB	LOC119654193|XP_037915316.1|HILL
OG0008419	LOC117892594|XP_034654827.1|DSUB	LOC119655546|XP_037917389.1|HILL
OG0008420	LOC117900540|XP_034666834.1|DSUB	LOC119655458|XP_037917287.1|HILL
OG0008421	LOC117903907|XP_034672304.1|DSUB	LOC119654170|XP_037915270.1|HILL
OG0008422	LOC117896423|XP_034660635.1|DSUB	LOC119654194|XP_037915318.1|HILL
OG0008423	LOC117890575|XP_034651403.1|DSUB	LOC119654987|XP_037916579.1|HILL
OG0008424	LOC117903808|XP_034672134.1|DSUB	LOC119659658|XP_037923796.1|HILL
OG0008425	LOC117896084|XP_034660014.1|DSUB	LOC119659896|XP_037924148.1|HILL
OG0008426	LOC117889885|XP_034650286.1|DSUB	LOC119654067|XP_037915158.1|HILL
OG0008427	LOC117903274|XP_034671068.1|DSUB	LOC119654509|XP_037915874.1|HILL
OG0008428	LOC117898643|XP_034664100.1|DSUB	LOC119656163|XP_037918434.1|HILL
OG0008429	LOC117897843|XP_034662800.1|DSUB	LOC119658929|XP_037922685.1|HILL
OG0008430	LOC117898230|XP_034663359.1|DSUB	LOC119653906|XP_037914971.1|HILL
OG0008431	LOC117891134|XP_034652233.1|DSUB	LOC119656132|XP_037918392.1|HILL
OG0008432	LOC117898739|XP_034664249.1|DSUB	LOC119654296|XP_037915529.1|HILL
OG0008433	LOC117893618|XP_034656185.1|DSUB	LOC119649810|XP_037908068.1|HILL
OG0008434	LOC117896656|XP_034660994.1|DSUB	LOC119655234|XP_037916943.1|HILL
OG0008435	LOC117902309|XP_034669481.1|DSUB	LOC119655831|XP_037917867.1|HILL
OG0008436	LOC117892400|XP_034654507.1|DSUB	LOC119656057|XP_037918258.1|HILL
OG0008438	LOC117897475|XP_034662218.1|DSUB	LOC119660408|XP_037924872.1|HILL
OG0008440	LOC117899632|XP_034665678.1|DSUB	LOC119655943|XP_037918060.1|HILL
OG0008442	LOC117892235|XP_034654231.1|DSUB	LOC119653907|XP_037914972.1|HILL
OG0008443	LOC117895121|XP_034658420.1|DSUB	LOC119649330|XP_037907363.1|HILL
OG0008444	LOC117895091|XP_034658378.1|DSUB	LOC119647406|XP_037904210.1|HILL
OG0008445	LOC117893974|XP_034656673.1|DSUB	LOC119651387|XP_037910893.1|HILL
OG0008446	LOC117897394|XP_034662101.1|DSUB	LOC119649052|XP_037906963.1|HILL
OG0008447	LOC117896737|XP_034661131.1|DSUB	LOC119656499|XP_037918765.1|HILL
OG0008448	LOC117903650|XP_034671842.1|DSUB	LOC119656739|XP_037919214.1|HILL
OG0008449	LOC117889613|XP_034649929.1|DSUB	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL
OG0008450	LOC117903583|XP_034671693.1|DSUB	LOC119656990|XP_037919653.1|HILL
OG0008451	LOC117896718|XP_034661070.1|DSUB	LOC119658424|XP_037922133.1|HILL
OG0008452	LOC117901437|XP_034668072.1|DSUB	LOC119657292|XP_037920066.1|HILL
OG0008453	LOC117892372|XP_034654473.1|DSUB	LOC119661580|XP_037926907.1|HILL
OG0008454	LOC117903748|XP_034672040.1|DSUB	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL
OG0008455	LOC117895322|XP_034658780.1|DSUB	LOC119647675|XP_037904680.1|HILL
OG0008456	LOC117898383|XP_034663628.1|DSUB	LOC119660776|XP_037925480.1|HILL
OG0008457	LOC117896505|XP_034660748.1|DSUB	LOC119658986|XP_037922796.1|HILL
OG0008458	LOC117890365|XP_034651050.1|DSUB	LOC119654864|XP_037916381.1|HILL
OG0008460	LOC117900885|XP_034667305.1|DSUB	LOC119650750|XP_037909768.1|HILL
OG0008461	LOC117902783|XP_034670276.1|DSUB	LOC119652350|XP_037912380.1|HILL
OG0008462	LOC117900936|XP_034667393.1|DSUB	LOC119660516|XP_037925064.1|HILL
OG0008463	LOC117900000|XP_034666062.1|DSUB	LOC119661749|XP_037927147.1|HILL
OG0008464	LOC117891966|XP_034653730.1|DSUB	LOC119647129|XP_037903846.1|HILL
OG0008465	LOC117889995|XP_034650470.1|DSUB	LOC119654772|XP_037916240.1|HILL
OG0008466	LOC117890922|XP_034651943.1|DSUB	LOC119659445|XP_037923461.1|HILL
OG0008468	LOC117901394|XP_034668019.1|DSUB	LOC119647453|XP_037904310.1|HILL
OG0008469	LOC117890233|XP_034650861.1|DSUB	LOC119656193|XP_037918479.1|HILL
OG0008470	LOC117892057|XP_034653876.1|DSUB	LOC119647064|XP_037903750.1|HILL
OG0008472	LOC117892339|XP_034654384.1|DSUB	LOC119652164|XP_037912037.1|HILL
OG0008473	LOC117895377|XP_034658880.1|DSUB	LOC119650546|XP_037909293.1|HILL
OG0008474	LOC117896090|XP_034660019.1|DSUB	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL
OG0008476	LOC117899221|XP_034664985.1|DSUB	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL
OG0008477	LOC117891202|XP_034652429.1|DSUB	LOC119651482|XP_037911021.1|HILL
OG0008478	LOC117896924|XP_034661355.1|DSUB	LOC119650952|XP_037910116.1|HILL
OG0008479	LOC117891780|XP_034653339.1|DSUB	LOC119651481|XP_037911020.1|HILL
OG0008480	LOC117893180|XP_034655563.1|DSUB	LOC119649602|XP_037907744.1|HILL
OG0008481	LOC117891187|XP_034652410.1|DSUB, LOC117903407|XP_034671297.1|DSUB	LOC119649501|XP_037907597.1|HILL
OG0008482	LOC117893995|XP_034656698.1|DSUB	LOC119660779|XP_037925482.1|HILL
OG0008483	LOC117901815|XP_034668621.1|DSUB	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL
OG0008484	LOC117898773|XP_034664297.1|DSUB	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL
OG0008485	LOC117901719|XP_034668486.1|DSUB	LOC119653213|XP_037913710.1|HILL
OG0008486	LOC117902929|XP_034670408.1|DSUB	LOC119660883|XP_037925726.1|HILL
OG0008488	LOC117897697|XP_034662609.1|DSUB	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL
OG0008496	LOC117889994|XP_034650469.1|DSUB	LOC119654774|XP_037916244.1|HILL
OG0008498	LOC117891164|XP_034652375.1|DSUB	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL
OG0008500	LOC117892299|XP_034654332.1|DSUB	LOC119655028|XP_037916630.1|HILL
OG0008505	LOC117901179|XP_034667722.1|DSUB, LOC117902502|XP_034669821.1|DSUB, LOC117889706|XP_034650018.1|DSUB, LOC117892733|XP_034655046.1|DSUB, LOC117902501|XP_034669820.1|DSUB, LOC117893801|XP_034656436.1|DSUB	LOC119649383|XP_037907429.1|HILL
OG0008508	LOC117894821|XP_034657961.1|DSUB	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL
OG0008527	LOC117903079|XP_034670767.1|DSUB	LOC119658475|XP_037921839.1|HILL
OG0008528	LOC117895114|XP_034658411.1|DSUB	LOC119651201|XP_037910571.1|HILL
OG0008529	LOC117890934|XP_034651962.1|DSUB	LOC119658351|XP_037921636.1|HILL
OG0008530	LOC117903393|XP_034671270.1|DSUB	LOC119657299|XP_037920073.1|HILL
OG0008531	LOC117903875|XP_034672255.1|DSUB	LOC119657125|XP_037919817.1|HILL
OG0008532	LOC117895677|XP_034659396.1|DSUB	LOC119658066|XP_037921251.1|HILL
OG0008534	LOC117893606|XP_034656176.1|DSUB	LOC119657089|XP_037919772.1|HILL
OG0008535	LOC117901976|XP_034668874.1|DSUB	LOC119658522|XP_037921926.1|HILL
OG0008536	LOC117901253|XP_034667840.1|DSUB	LOC119656731|XP_037919195.1|HILL
OG0008537	LOC117896501|XP_034660739.1|DSUB	LOC119651053|XP_037910310.1|HILL
