Orthogroup	DSUB.longest_only	DNOV.longest_only
OG0007465	LOC117895744|XP_034659503.1|DSUB	LOC115771506|XP_030573095.1|DNOV
OG0007466	LOC117892423|XP_034654546.1|DSUB	LOC115757864|XP_030554161.1|DNOV
OG0007467	LOC117892330|XP_034654374.1|DSUB	LOC115757971|XP_030554314.1|DNOV
OG0007468	LOC117892128|XP_034654050.1|DSUB	LOC115758190|XP_030554593.1|DNOV
OG0007469	LOC117895887|XP_034659782.1|DSUB	LOC115768530|XP_030568981.1|DNOV
OG0007470	LOC117902598|XP_034669997.1|DSUB	LOC115760103|XP_030557152.1|DNOV
OG0007471	LOC117889953|XP_034650399.1|DSUB	LOC115764467|XP_030563369.1|DNOV
OG0007472	LOC117901294|XP_034667883.1|DSUB	LOC115765183|XP_030564470.1|DNOV
OG0007473	LOC117894695|XP_034657767.1|DSUB	LOC115770232|XP_030571298.1|DNOV
OG0007474	LOC117890006|XP_034650487.1|DSUB	LOC115758546|XP_030555106.1|DNOV
OG0007475	LOC117893748|XP_034656375.1|DSUB	LOC115762747|XP_030560945.1|DNOV
OG0007476	LOC117903117|XP_034670835.1|DSUB	LOC115768590|XP_030569096.1|DNOV
OG0007477	LOC117903102|XP_034670806.1|DSUB	LOC115768571|XP_030569063.1|DNOV
OG0007478	LOC117901183|XP_034667727.1|DSUB	LOC115763058|XP_030561344.1|DNOV
OG0007479	LOC117891924|XP_034653650.1|DSUB	LOC115765123|XP_030564379.1|DNOV
OG0007480	LOC117897962|XP_034662961.1|DSUB	LOC115770754|XP_030572026.1|DNOV
OG0007482	LOC117902811|XP_034670326.1|DSUB	LOC115758324|XP_030554751.1|DNOV
OG0007483	LOC117890126|XP_034650699.1|DSUB	LOC115758238|XP_030554655.1|DNOV
OG0007484	LOC117903539|XP_034671617.1|DSUB	LOC115765202|XP_030564498.1|DNOV
OG0007485	LOC117903074|XP_034670750.1|DSUB	LOC115767598|XP_030567750.1|DNOV
OG0007486	LOC117903216|XP_034671008.1|DSUB	LOC115769006|XP_030569575.1|DNOV
OG0007487	LOC117902933|XP_034670427.1|DSUB	LOC115766753|XP_030566591.1|DNOV
OG0007488	LOC117894246|XP_034657076.1|DSUB	LOC115771453|XP_030573028.1|DNOV
OG0007489	LOC117899098|XP_034664767.1|DSUB	LOC115770594|XP_030571789.1|DNOV
OG0007490	LOC117893092|XP_034655414.1|DSUB	LOC115768303|XP_030568707.1|DNOV
OG0007491	LOC117902202|XP_034669392.1|DSUB	LOC115768026|XP_030568305.1|DNOV
OG0007492	LOC117891930|XP_034653656.1|DSUB	LOC115761683|XP_030559402.1|DNOV
OG0007493	LOC117899092|XP_034664763.1|DSUB	LOC115769067|XP_030569641.1|DNOV
OG0007494	LOC117901472|XP_034668126.1|DSUB	LOC115763557|XP_030562036.1|DNOV
OG0007495	LOC117903454|XP_034671380.1|DSUB	LOC115765112|XP_030564360.1|DNOV
OG0007496	LOC117894117|XP_034656887.1|DSUB	LOC115768218|XP_030568604.1|DNOV
OG0007497	LOC117895447|XP_034659005.1|DSUB	LOC115770502|XP_030571657.1|DNOV
OG0007498	LOC117894870|XP_034658021.1|DSUB	LOC115770076|XP_030571040.1|DNOV
OG0007499	LOC117893527|XP_034656061.1|DSUB	LOC115771523|XP_030573118.1|DNOV
OG0007500	LOC117895773|XP_034659560.1|DSUB	LOC115771524|XP_030573119.1|DNOV
OG0007501	LOC117895349|XP_034658821.1|DSUB	LOC115771455|XP_030573030.1|DNOV
OG0007502	LOC117892595|XP_034654824.1|DSUB	LOC115767477|XP_030567641.1|DNOV
OG0007503	LOC117901103|XP_034667625.1|DSUB	LOC115765503|XP_030564976.1|DNOV
OG0007504	LOC117895217|XP_034658600.1|DSUB	LOC115770212|XP_030571266.1|DNOV
OG0007505	LOC117895738|XP_034659496.1|DSUB	LOC115770107|XP_030571084.1|DNOV
OG0007506	LOC117895740|XP_034659498.1|DSUB	LOC115770105|XP_030571082.1|DNOV
OG0007507	LOC117900437|XP_034666697.1|DSUB	LOC115760167|XP_030557247.1|DNOV
OG0007508	LOC117901638|XP_034668359.1|DSUB	LOC115759313|XP_030556083.1|DNOV
OG0007509	LOC117902241|XP_034669377.1|DSUB	LOC115763511|XP_030561968.1|DNOV
OG0007511	LOC117901887|XP_034668740.1|DSUB	LOC115763481|XP_030561926.1|DNOV
OG0007512	LOC117896723|XP_034661076.1|DSUB	LOC115763674|XP_030562206.1|DNOV
OG0007513	LOC117902483|XP_034669785.1|DSUB	LOC115765892|XP_030565494.1|DNOV
OG0007515	LOC117900239|XP_034666419.1|DSUB	LOC115765470|XP_030564910.1|DNOV
OG0007516	LOC117900095|XP_034666206.1|DSUB	LOC115765959|XP_030565571.1|DNOV
OG0007517	LOC117894245|XP_034657075.1|DSUB	LOC115771512|XP_030573107.1|DNOV
OG0007518	LOC117890364|XP_034651048.1|DSUB	LOC115757827|XP_030554111.1|DNOV
OG0007519	LOC117891692|XP_034653167.1|DSUB	LOC115762907|XP_030561148.1|DNOV
OG0007520	LOC117900558|XP_034666859.1|DSUB	LOC115768914|XP_030569504.1|DNOV
OG0007521	LOC117903119|XP_034670837.1|DSUB	LOC115766383|XP_030566146.1|DNOV
OG0007522	LOC117897748|XP_034662682.1|DSUB	LOC115769007|XP_030569576.1|DNOV
OG0007523	LOC117892188|XP_034654166.1|DSUB	LOC115758225|XP_030554637.1|DNOV
OG0007524	LOC117902431|XP_034669694.1|DSUB	LOC115758756|XP_030555375.1|DNOV
OG0007525	LOC117901521|XP_034668189.1|DSUB	LOC115769304|XP_030569892.1|DNOV
OG0007526	LOC117897534|XP_034662346.1|DSUB	LOC115771885|XP_030573631.1|DNOV
OG0007527	LOC117895134|XP_034658445.1|DSUB	LOC115769907|XP_030570789.1|DNOV
OG0007528	LOC117891455|XP_034652828.1|DSUB	LOC115767458|XP_030567622.1|DNOV
OG0007529	LOC117892227|XP_034654221.1|DSUB	LOC115760209|XP_030557309.1|DNOV
OG0007530	LOC117898622|XP_034664069.1|DSUB	LOC115760369|XP_030557522.1|DNOV
OG0007531	LOC117891760|XP_034653266.1|DSUB	LOC115767469|XP_030567635.1|DNOV
OG0007532	LOC117891745|XP_034653241.1|DSUB	LOC115757950|XP_030554283.1|DNOV
OG0007533	LOC117893130|XP_034655471.1|DSUB	LOC115770217|XP_030571274.1|DNOV
OG0007534	LOC117894601|XP_034657641.1|DSUB	LOC115770388|XP_030571496.1|DNOV
OG0007535	LOC117894982|XP_034658217.1|DSUB	LOC115771543|XP_030573142.1|DNOV
OG0007536	LOC117896243|XP_034660291.1|DSUB	LOC115770620|XP_030571817.1|DNOV
OG0007537	LOC117894979|XP_034658210.1|DSUB	LOC115771546|XP_030573146.1|DNOV
OG0007538	LOC117894981|XP_034658212.1|DSUB	LOC115771485|XP_030573067.1|DNOV
OG0007539	LOC117900256|XP_034666446.1|DSUB	LOC115759872|XP_030556842.1|DNOV
OG0007540	LOC117898385|XP_034663631.1|DSUB	LOC115771613|XP_030573244.1|DNOV
OG0007541	LOC117892478|XP_034654623.1|DSUB	LOC115758001|XP_030554355.1|DNOV
OG0007542	LOC117890111|XP_034650671.1|DSUB	LOC115766587|XP_030566433.1|DNOV
OG0007543	LOC117902970|XP_034670515.1|DSUB	LOC115766735|XP_030566556.1|DNOV
OG0007544	LOC117894238|XP_034657049.1|DSUB	LOC115769312|XP_030569907.1|DNOV
OG0007545	LOC117902319|XP_034669498.1|DSUB	LOC115758818|XP_030555455.1|DNOV
OG0007546	LOC117898748|XP_034664260.1|DSUB	LOC115765729|XP_030565252.1|DNOV
OG0007547	LOC117890513|XP_034651307.1|DSUB	LOC115757953|XP_030554287.1|DNOV
OG0007548	LOC117895691|XP_034659425.1|DSUB	LOC115769504|XP_030570189.1|DNOV
OG0007549	LOC117895688|XP_034659412.1|DSUB	LOC115770284|XP_030571376.1|DNOV
OG0007550	LOC117893617|XP_034656184.1|DSUB	LOC115770466|XP_030571602.1|DNOV
OG0007551	LOC117890974|XP_034652002.1|DSUB	LOC115758557|XP_030555128.1|DNOV
OG0007552	LOC117900822|XP_034667220.1|DSUB	LOC115765899|XP_030565501.1|DNOV
OG0007553	LOC117900031|XP_034666109.1|DSUB	LOC115758724|XP_030555335.1|DNOV
OG0007554	LOC117894105|XP_034656872.1|DSUB	LOC115762594|XP_030560743.1|DNOV
OG0007555	LOC117892433|XP_034654562.1|DSUB	LOC115758234|XP_030554646.1|DNOV
OG0007556	LOC117890104|XP_034650661.1|DSUB	LOC115758082|XP_030554457.1|DNOV
OG0007557	LOC117890103|XP_034650658.1|DSUB	LOC115757977|XP_030554318.1|DNOV
OG0007558	LOC117891162|XP_034652368.1|DSUB	LOC115758596|XP_030555197.1|DNOV
OG0007559	LOC117900644|XP_034666966.1|DSUB	LOC115758615|XP_030555208.1|DNOV
OG0007560	LOC117894080|XP_034656833.1|DSUB	LOC115770164|XP_030571182.1|DNOV
OG0007561	LOC117895722|XP_034659470.1|DSUB	LOC115771515|XP_030573110.1|DNOV
OG0007562	LOC117893419|XP_034655923.1|DSUB	LOC115770373|XP_030571479.1|DNOV
OG0007563	LOC117892900|XP_034655091.1|DSUB	LOC115766527|XP_030566357.1|DNOV
OG0007564	LOC117893372|XP_034655856.1|DSUB	LOC115769669|XP_030570443.1|DNOV
OG0007566	LOC117891049|XP_034652113.1|DSUB	LOC115757942|XP_030554274.1|DNOV
OG0007567	LOC117896292|XP_034660401.1|DSUB	LOC115761638|XP_030559329.1|DNOV
OG0007568	LOC117891002|XP_034652050.1|DSUB	LOC115758195|XP_030554599.1|DNOV
OG0007569	LOC117890314|XP_034650992.1|DSUB	LOC115767428|XP_030567566.1|DNOV
OG0007570	LOC117891000|XP_034652045.1|DSUB	LOC115758285|XP_030554708.1|DNOV
OG0007571	LOC117891247|XP_034652484.1|DSUB	LOC115758194|XP_030554596.1|DNOV
OG0007572	LOC117900105|XP_034666219.1|DSUB	LOC115764555|XP_030563537.1|DNOV
OG0007573	LOC117890195|XP_034650791.1|DSUB	LOC115763948|XP_030562604.1|DNOV
OG0007574	LOC117892048|XP_034653864.1|DSUB	LOC115760573|XP_030557847.1|DNOV
OG0007575	LOC117890456|XP_034651190.1|DSUB	LOC115767426|XP_030567562.1|DNOV
OG0007576	LOC117891633|XP_034653071.1|DSUB	LOC115769154|XP_030569708.1|DNOV
OG0007577	LOC117903505|XP_034671476.1|DSUB	LOC115766413|XP_030566193.1|DNOV
OG0007578	LOC117900557|XP_034666852.1|DSUB	LOC115760144|XP_030557212.1|DNOV
OG0007579	LOC117890478|XP_034651235.1|DSUB	LOC115759478|XP_030556275.1|DNOV
OG0007580	LOC117893179|XP_034655562.1|DSUB	LOC115769963|XP_030570873.1|DNOV
OG0007581	LOC117900414|XP_034666663.1|DSUB	LOC115759011|XP_030555682.1|DNOV
OG0007582	LOC117896010|XP_034659898.1|DSUB	LOC115767922|XP_030568150.1|DNOV
OG0007583	LOC117892014|XP_034653797.1|DSUB	LOC115757833|XP_030554125.1|DNOV
OG0007584	LOC117902579|XP_034669968.1|DSUB	LOC115768173|XP_030568535.1|DNOV
OG0007585	LOC117894781|XP_034657897.1|DSUB	LOC115771475|XP_030573057.1|DNOV
OG0007586	LOC117902103|XP_034669098.1|DSUB	LOC115769266|XP_030569836.1|DNOV
OG0007587	LOC117891768|XP_034653305.1|DSUB	LOC115759102|XP_030555803.1|DNOV
OG0007588	LOC117900075|XP_034666170.1|DSUB	LOC115760156|XP_030557228.1|DNOV
OG0007590	LOC117895081|XP_034658367.1|DSUB	LOC115770473|XP_030571615.1|DNOV
OG0007591	LOC117891388|XP_034652720.1|DSUB	LOC115758302|XP_030554730.1|DNOV
OG0007592	LOC117891827|XP_034653459.1|DSUB	LOC115762198|XP_030560182.1|DNOV
OG0007593	LOC117903542|XP_034671621.1|DSUB	LOC115769043|XP_030569609.1|DNOV
OG0007594	LOC117891391|XP_034652725.1|DSUB	LOC115758304|XP_030554732.1|DNOV
OG0007595	LOC117891305|XP_034652604.1|DSUB	LOC115767436|XP_030567589.1|DNOV
OG0007596	LOC117895809|XP_034659626.1|DSUB	LOC115767125|XP_030567146.1|DNOV
OG0007597	LOC117895100|XP_034658388.1|DSUB	LOC115769796|XP_030570624.1|DNOV
OG0007598	LOC117890464|XP_034651210.1|DSUB	LOC115758158|XP_030554556.1|DNOV
OG0007599	LOC117894412|XP_034657313.1|DSUB	LOC115769540|XP_030570241.1|DNOV
OG0007600	LOC117895757|XP_034659521.1|DSUB	LOC115769870|XP_030570732.1|DNOV
OG0007601	LOC117895556|XP_034659154.1|DSUB	LOC115767270|XP_030567361.1|DNOV
OG0007602	LOC117894557|XP_034657572.1|DSUB	LOC115767259|XP_030567339.1|DNOV
OG0007603	LOC117894079|XP_034656832.1|DSUB	LOC115768005|XP_030568278.1|DNOV
OG0007604	LOC117892910|XP_034655112.1|DSUB	LOC115768091|XP_030568431.1|DNOV
OG0007605	LOC117895423|XP_034658954.1|DSUB	LOC115770509|XP_030571669.1|DNOV
OG0007606	LOC117895033|XP_034658295.1|DSUB	LOC115769691|XP_030570478.1|DNOV
OG0007607	LOC117896955|XP_034661389.1|DSUB	LOC115771602|XP_030573220.1|DNOV
OG0007608	LOC117894651|XP_034657715.1|DSUB	LOC115770498|XP_030571652.1|DNOV
OG0007609	LOC117891377|XP_034652709.1|DSUB	LOC115765118|XP_030564371.1|DNOV
OG0007610	LOC117890161|XP_034650746.1|DSUB	LOC115758260|XP_030554676.1|DNOV
OG0007611	LOC117902983|XP_034670561.1|DSUB	LOC115766716|XP_030566500.1|DNOV
OG0007612	LOC117891018|XP_034652068.1|DSUB	LOC115758206|XP_030554615.1|DNOV
OG0007613	LOC117891700|XP_034653183.1|DSUB	LOC115771130|XP_030572562.1|DNOV
OG0007614	LOC117894882|XP_034658049.1|DSUB	LOC115762785|XP_030560997.1|DNOV
OG0007615	LOC117894485|XP_034657483.1|DSUB	LOC115769610|XP_030570366.1|DNOV
OG0007616	LOC117896291|XP_034660400.1|DSUB	LOC115761637|XP_030559328.1|DNOV
OG0007617	LOC117895652|XP_034659350.1|DSUB	LOC115769849|XP_030570686.1|DNOV
OG0007618	LOC117893628|XP_034656201.1|DSUB	LOC115770137|XP_030571141.1|DNOV
OG0007619	LOC117894324|XP_034657196.1|DSUB	LOC115770017|XP_030570933.1|DNOV
OG0007620	LOC117895483|XP_034659057.1|DSUB	LOC115768917|XP_030569512.1|DNOV
OG0007621	LOC117891978|XP_034653744.1|DSUB	LOC115771796|XP_030573529.1|DNOV
OG0007622	LOC117893157|XP_034655510.1|DSUB	LOC115766484|XP_030566308.1|DNOV
OG0007623	LOC117894745|XP_034657838.1|DSUB	LOC115770401|XP_030571517.1|DNOV
OG0007624	LOC117894672|XP_034657741.1|DSUB	LOC115770291|XP_030571386.1|DNOV
OG0007625	LOC117895412|XP_034658935.1|DSUB	LOC115770309|XP_030571408.1|DNOV
OG0007626	LOC117895142|XP_034658459.1|DSUB	LOC115769686|XP_030570467.1|DNOV
OG0007627	LOC117895140|XP_034658455.1|DSUB	LOC115769523|XP_030570223.1|DNOV
OG0007628	LOC117902910|XP_034670361.1|DSUB	LOC115766802|XP_030566687.1|DNOV
OG0007629	LOC117895330|XP_034658793.1|DSUB	LOC115767166|XP_030567209.1|DNOV
OG0007630	LOC117896911|XP_034661338.1|DSUB	LOC115759644|XP_030556493.1|DNOV
OG0007631	LOC117898736|XP_034664247.1|DSUB	LOC115765036|XP_030564264.1|DNOV
OG0007632	LOC117892917|XP_034655123.1|DSUB	LOC115762570|XP_030560716.1|DNOV
OG0007633	LOC117902231|XP_034669356.1|DSUB	LOC115760125|XP_030557183.1|DNOV
OG0007634	LOC117898616|XP_034664059.1|DSUB	LOC115761182|XP_030558706.1|DNOV
OG0007635	LOC117902437|XP_034669711.1|DSUB	LOC115769192|XP_030569755.1|DNOV
OG0007636	LOC117894059|XP_034656803.1|DSUB	LOC115771432|XP_030572997.1|DNOV
OG0007637	LOC117900527|XP_034666817.1|DSUB	LOC115760161|XP_030557233.1|DNOV
OG0007638	LOC117901930|XP_034668793.1|DSUB	LOC115762337|XP_030560362.1|DNOV
OG0007639	LOC117898586|XP_034664025.1|DSUB	LOC115768158|XP_030568512.1|DNOV
OG0007640	LOC117890483|XP_034651246.1|DSUB	LOC115763303|XP_030561659.1|DNOV
OG0007641	LOC117899502|XP_034665443.1|DSUB	LOC115770736|XP_030571998.1|DNOV
OG0007642	LOC117890697|XP_034651596.1|DSUB	LOC115761020|XP_030558494.1|DNOV, LOC115760976|XP_030558439.1|DNOV
OG0007643	LOC117897743|XP_034662674.1|DSUB	LOC115770840|XP_030572135.1|DNOV, LOC115762970|XP_030561207.1|DNOV
OG0007644	LOC117899649|XP_034665719.1|DSUB	LOC115772043|XP_030573839.1|DNOV
OG0007645	LOC117896374|XP_034660541.1|DSUB	LOC115766154|XP_030565850.1|DNOV
OG0007646	LOC117903692|XP_034671921.1|DSUB, LOC117900553|XP_034666848.1|DSUB, LOC117903226|XP_034671016.1|DSUB, LOC117903222|XP_034671013.1|DSUB, LOC117903224|XP_034671015.1|DSUB, LOC117891418|XP_034652779.1|DSUB, LOC117903223|XP_034671014.1|DSUB	LOC115759015|XP_030555686.1|DNOV
OG0007647	LOC117902154|XP_034669182.1|DSUB	LOC115759219|XP_030555971.1|DNOV
OG0007648	LOC117891174|XP_034652389.1|DSUB	LOC115764368|XP_030563193.1|DNOV
OG0007649	LOC117894491|XP_034657489.1|DSUB	LOC115769760|XP_030570575.1|DNOV
OG0007650	LOC117892598|XP_034654828.1|DSUB	LOC115767422|XP_030567557.1|DNOV
OG0007651	LOC117903588|XP_034671699.1|DSUB	LOC115767396|XP_030567519.1|DNOV
OG0007652	LOC117890254|XP_034650894.1|DSUB	LOC115764456|XP_030563352.1|DNOV, LOC115764455|XP_030563350.1|DNOV
OG0007653	LOC117894336|XP_034657212.1|DSUB	LOC115770138|XP_030571147.1|DNOV
OG0007654	LOC117893252|XP_034655709.1|DSUB	LOC115770456|XP_030571594.1|DNOV
OG0007655	LOC117895702|XP_034659443.1|DSUB	LOC115764567|XP_030563552.1|DNOV, LOC115764624|XP_030563689.1|DNOV, LOC115769548|XP_030570254.1|DNOV
OG0007656	LOC117897694|XP_034662606.1|DSUB	LOC115763727|XP_030562282.1|DNOV
OG0007659	LOC117890175|XP_034650764.1|DSUB	LOC115758265|XP_030554686.1|DNOV
OG0007659	LOC117892758|XP_034655074.1|DSUB, LOC117891556|XP_034652968.1|DSUB, LOC117890173|XP_034650763.1|DSUB	LOC115758264|XP_030554685.1|DNOV
OG0007660	LOC117898107|XP_034663182.1|DSUB	LOC115770551|XP_030571714.1|DNOV, LOC115770563|XP_030571735.1|DNOV
OG0007664	LOC117896209|XP_034660229.1|DSUB	LOC115764790|XP_030563893.1|DNOV
OG0007665	LOC117901983|XP_034668925.1|DSUB	LOC115765429|XP_030564834.1|DNOV
OG0007666	LOC117903833|XP_034672175.1|DSUB	LOC115765375|XP_030564758.1|DNOV
OG0007667	LOC117900961|XP_034667432.1|DSUB	LOC115767815|XP_030568011.1|DNOV
OG0007668	LOC117902297|XP_034669468.1|DSUB	LOC115763330|XP_030561695.1|DNOV
OG0007669	LOC117890515|XP_034651314.1|DSUB	LOC115764376|XP_030563198.1|DNOV
OG0007670	LOC117890433|XP_034651156.1|DSUB	LOC115764375|XP_030563197.1|DNOV
OG0007671	LOC117903314|XP_034671141.1|DSUB	LOC115764260|XP_030563039.1|DNOV
OG0007672	LOC117903781|XP_034672097.1|DSUB	LOC115764409|XP_030563267.1|DNOV
OG0007673	LOC117896486|XP_034660717.1|DSUB	LOC115771837|XP_030573579.1|DNOV
OG0007674	LOC117903658|XP_034671866.1|DSUB	LOC115764383|XP_030563209.1|DNOV
OG0007675	LOC117903758|XP_034672059.1|DSUB	LOC115767243|XP_030567303.1|DNOV
OG0007676	LOC117901507|XP_034668172.1|DSUB	LOC115767019|XP_030567004.1|DNOV
OG0007677	LOC117903173|XP_034670909.1|DSUB	LOC115769065|XP_030569639.1|DNOV
OG0007678	LOC117895828|XP_034659660.1|DSUB	LOC115766407|XP_030566185.1|DNOV
OG0007679	LOC117903690|XP_034671919.1|DSUB	LOC115766459|XP_030566252.1|DNOV
OG0007680	LOC117900672|XP_034667008.1|DSUB	LOC115763337|XP_030561703.1|DNOV
OG0007681	LOC117899565|XP_034665562.1|DSUB	LOC115764927|XP_030564097.1|DNOV
OG0007682	LOC117890094|XP_034650653.1|DSUB	LOC115764336|XP_030563151.1|DNOV
OG0007683	LOC117898557|XP_034663937.1|DSUB	LOC115768131|XP_030568486.1|DNOV
OG0007684	LOC117903219|XP_034671010.1|DSUB	LOC115767247|XP_030567312.1|DNOV
OG0007685	LOC117903912|XP_034672307.1|DSUB	LOC115766294|XP_030566028.1|DNOV
OG0007686	LOC117892813|XP_034655084.1|DSUB	LOC115765347|XP_030564718.1|DNOV
OG0007687	LOC117898357|XP_034663584.1|DSUB	LOC115768750|XP_030569298.1|DNOV
OG0007688	LOC117897040|XP_034661513.1|DSUB	LOC115764088|XP_030562799.1|DNOV
OG0007689	LOC117898914|XP_034664505.1|DSUB	LOC115764338|XP_030563152.1|DNOV
OG0007690	LOC117889975|XP_034650439.1|DSUB	LOC115765167|XP_030564440.1|DNOV
OG0007691	LOC117898662|XP_034664129.1|DSUB	LOC115761609|XP_030559271.1|DNOV
OG0007692	LOC117903660|XP_034671872.1|DSUB	LOC115765306|XP_030564661.1|DNOV
OG0007693	LOC117898717|XP_034664229.1|DSUB	LOC115767802|XP_030567995.1|DNOV
OG0007694	LOC117895548|XP_034659142.1|DSUB	LOC115766754|XP_030566596.1|DNOV
OG0007695	LOC117903718|XP_034671958.1|DSUB	LOC115767553|XP_030567696.1|DNOV
OG0007696	LOC117894065|XP_034656808.1|DSUB	LOC115770434|XP_030571564.1|DNOV
OG0007697	LOC117894958|XP_034658179.1|DSUB	LOC115762641|XP_030560806.1|DNOV
OG0007698	LOC117895990|XP_034659870.1|DSUB	LOC115767386|XP_030567508.1|DNOV
OG0007699	LOC117890115|XP_034650681.1|DSUB	LOC115768495|XP_030568941.1|DNOV
OG0007700	LOC117894323|XP_034657198.1|DSUB	LOC115767985|XP_030568244.1|DNOV
OG0007701	LOC117894830|XP_034657972.1|DSUB	LOC115766825|XP_030566720.1|DNOV
OG0007702	LOC117899012|XP_034664664.1|DSUB	LOC115765131|XP_030564387.1|DNOV
OG0007703	LOC117903122|XP_034670839.1|DSUB	LOC115768768|XP_030569318.1|DNOV
OG0007704	LOC117897904|XP_034662874.1|DSUB	LOC115765023|XP_030564238.1|DNOV
OG0007705	LOC117897895|XP_034662866.1|DSUB	LOC115766329|XP_030566079.1|DNOV
OG0007706	LOC117903828|XP_034672171.1|DSUB	LOC115767322|XP_030567422.1|DNOV
OG0007707	LOC117903881|XP_034672261.1|DSUB	LOC115766308|XP_030566043.1|DNOV
OG0007708	LOC117894527|XP_034657536.1|DSUB	LOC115765345|XP_030564717.1|DNOV
OG0007709	LOC117903611|XP_034671760.1|DSUB	LOC115768803|XP_030569358.1|DNOV
OG0007710	LOC117903886|XP_034649855.1|DSUB	LOC115765271|XP_030564621.1|DNOV
OG0007711	LOC117896013|XP_034659914.1|DSUB	LOC115766371|XP_030566131.1|DNOV
OG0007712	LOC117903807|XP_034672132.1|DSUB	LOC115767755|XP_030567934.1|DNOV
OG0007713	LOC117900589|XP_034666893.1|DSUB	LOC115768283|XP_030568682.1|DNOV
OG0007714	LOC117903477|XP_034671423.1|DSUB	LOC115765249|XP_030564575.1|DNOV
OG0007715	LOC117890050|XP_034650565.1|DSUB	LOC115765210|XP_030564511.1|DNOV
OG0007716	LOC117903294|XP_034671118.1|DSUB	LOC115765380|XP_030564764.1|DNOV
OG0007717	LOC117899618|XP_034665657.1|DSUB	LOC115764883|XP_030564023.1|DNOV
OG0007718	LOC117898897|XP_034664515.1|DSUB	LOC115768308|XP_030568716.1|DNOV
OG0007719	LOC117890452|XP_034651189.1|DSUB	LOC115764390|XP_030563219.1|DNOV
OG0007720	LOC117890427|XP_034651143.1|DSUB	LOC115764366|XP_030563189.1|DNOV
OG0007721	LOC117895138|XP_034658457.1|DSUB	LOC115765263|XP_030564603.1|DNOV
OG0007722	LOC117895796|XP_034659608.1|DSUB	LOC115765419|XP_030564824.1|DNOV
OG0007723	LOC117897232|XP_034661843.1|DSUB	LOC115765356|XP_030564729.1|DNOV
OG0007724	LOC117901952|XP_034668817.1|DSUB	LOC115765958|XP_030565569.1|DNOV
OG0007725	LOC117903061|XP_034670702.1|DSUB	LOC115771349|XP_030572877.1|DNOV
OG0007726	LOC117903759|XP_034672063.1|DSUB	LOC115768804|XP_030569359.1|DNOV
OG0007727	LOC117903738|XP_034671991.1|DSUB	LOC115768802|XP_030569357.1|DNOV
OG0007728	LOC117903785|XP_034672106.1|DSUB	LOC115768675|XP_030569219.1|DNOV
OG0007729	LOC117903903|XP_034672298.1|DSUB	LOC115768838|XP_030569395.1|DNOV
OG0007730	LOC117900364|XP_034666608.1|DSUB	LOC115768683|XP_030569227.1|DNOV
OG0007731	LOC117894295|XP_034657147.1|DSUB	LOC115769728|XP_030570521.1|DNOV
OG0007732	LOC117903225|XP_034671019.1|DSUB	LOC115764414|XP_030563271.1|DNOV
OG0007733	LOC117903141|XP_034670870.1|DSUB	LOC115766432|XP_030566220.1|DNOV
OG0007734	LOC117903306|XP_034671129.1|DSUB	LOC115766481|XP_030566291.1|DNOV
OG0007735	LOC117894407|XP_034657312.1|DSUB	LOC115767838|XP_030568043.1|DNOV
OG0007736	LOC117894443|XP_034657420.1|DSUB	LOC115768910|XP_030569497.1|DNOV
OG0007737	LOC117899751|XP_034665890.1|DSUB	LOC115771801|XP_030573531.1|DNOV
OG0007738	LOC117899711|XP_034665816.1|DSUB	LOC115764644|XP_030563677.1|DNOV
OG0007739	LOC117897923|XP_034662901.1|DSUB	LOC115768350|XP_030568773.1|DNOV
OG0007740	LOC117896776|XP_034661147.1|DSUB	LOC115767608|XP_030567766.1|DNOV
OG0007741	LOC117896121|XP_034660070.1|DSUB	LOC115768670|XP_030569212.1|DNOV
OG0007742	LOC117894034|XP_034656772.1|DSUB	LOC115765211|XP_030564513.1|DNOV
OG0007744	LOC117893452|XP_034655966.1|DSUB	LOC115762651|XP_030560817.1|DNOV
OG0007745	LOC117896267|XP_034660349.1|DSUB	LOC115761449|XP_030559076.1|DNOV
OG0007746	LOC117898947|XP_034664561.1|DSUB	LOC115757759|XP_030554030.1|DNOV
OG0007747	LOC117899471|XP_034665390.1|DSUB	LOC115767271|XP_030567356.1|DNOV
OG0007748	LOC117903057|XP_034670692.1|DSUB	LOC115764395|XP_030563236.1|DNOV
OG0007749	LOC117893560|XP_034656117.1|DSUB	LOC115768759|XP_030569309.1|DNOV
OG0007750	LOC117899729|XP_034665864.1|DSUB	LOC115757703|XP_030553910.1|DNOV
OG0007751	LOC117900698|XP_034667042.1|DSUB	LOC115765884|XP_030565485.1|DNOV
OG0007752	LOC117900974|XP_034667454.1|DSUB	LOC115767832|XP_030568033.1|DNOV
OG0007753	LOC117893872|XP_034656538.1|DSUB	LOC115765228|XP_030564531.1|DNOV
OG0007754	LOC117903359|XP_034671205.1|DSUB	LOC115767809|XP_030568002.1|DNOV
OG0007755	LOC117892343|XP_034654461.1|DSUB	LOC115767843|XP_030568051.1|DNOV
OG0007756	LOC117892651|XP_034654903.1|DSUB	LOC115768267|XP_030568660.1|DNOV
OG0007757	LOC117903044|XP_034670676.1|DSUB	LOC115767594|XP_030567747.1|DNOV
OG0007758	LOC117902334|XP_034669520.1|DSUB	LOC115763558|XP_030562038.1|DNOV
