Orthogroup	DSUB.longest_only	DBUS.longest_only
OG0009870	LOC117892962|XP_034655185.1|DSUB	LOC108598112|XP_017840218.2|DBUS
OG0009871	LOC117890522|XP_034651319.1|DSUB	LOC108595730|XP_017836502.1|DBUS
OG0009872	LOC117891783|XP_034653344.1|DSUB	LOC108597127|XP_017839000.1|DBUS
OG0009873	LOC117891559|XP_034652970.1|DSUB	LOC108598048|XP_017840152.1|DBUS
OG0009874	LOC117894152|XP_034656939.1|DSUB	LOC108598196|XP_017840301.1|DBUS, LOC108598376|XP_033149631.1|DBUS
OG0009875	LOC117894661|XP_034657727.1|DSUB	LOC108598934|XP_017841188.1|DBUS
OG0009876	LOC117892641|XP_034654887.1|DSUB	LOC108597656|XP_017839801.1|DBUS, LOC108594800|XP_033149219.1|DBUS
OG0009877	LOC117890662|XP_034651526.1|DSUB	LOC108596272|XP_017837329.1|DBUS
OG0009878	LOC117890109|XP_034650668.1|DSUB	LOC108596932|XP_017838644.1|DBUS
OG0009879	LOC117890223|XP_034650851.1|DSUB	LOC108597542|XP_017839636.1|DBUS
OG0009880	LOC117889820|XP_034650191.1|DSUB	LOC108596182|XP_017837182.1|DBUS
OG0009881	LOC117890682|XP_034651556.1|DSUB	LOC108595747|XP_017836525.1|DBUS, LOC108597094|XP_017838946.1|DBUS
OG0009882	LOC117892739|XP_034655055.1|DSUB	LOC108595159|XP_017835818.1|DBUS
OG0009883	LOC117889883|XP_034650284.1|DSUB	LOC108595357|XP_017836070.1|DBUS
OG0009884	LOC117892310|XP_034654348.1|DSUB	LOC108595761|XP_017836538.1|DBUS
OG0009885	LOC117891019|XP_034652072.1|DSUB	LOC108597333|XP_017836889.1|DBUS
OG0009886	LOC117892124|XP_034654047.1|DSUB	LOC108596053|XP_017836935.1|DBUS
OG0009887	LOC117890905|XP_034651895.1|DSUB	LOC108595253|XP_017835947.1|DBUS
OG0009888	LOC117891528|XP_034652920.1|DSUB	LOC108595814|XP_017836593.1|DBUS
OG0009889	LOC117891474|XP_034652846.1|DSUB	LOC108595547|XP_017836295.1|DBUS
OG0009890	LOC117889963|XP_034650415.1|DSUB, LOC117892260|XP_034654267.1|DSUB	LOC108596467|XP_017837714.1|DBUS
OG0009891	LOC117891708|XP_034653193.1|DSUB	LOC108596897|XP_017838576.1|DBUS
OG0009892	LOC117898933|XP_034664533.1|DSUB	LOC108605993|XP_017851305.1|DBUS
OG0009893	LOC117892639|XP_034654885.1|DSUB	LOC108595401|XP_017836116.1|DBUS
OG0009894	LOC117897088|XP_034661618.1|DSUB	LOC108601319|XP_017844707.1|DBUS, LOC108602083|XP_017845596.1|DBUS, LOC108601293|XP_017844681.1|DBUS
OG0009895	LOC117898894|XP_034664468.1|DSUB	LOC108604027|XP_017848767.2|DBUS
OG0009896	LOC117895984|XP_034659857.1|DSUB	LOC108602276|XP_017845822.1|DBUS
OG0009897	LOC117896375|XP_034660542.1|DSUB	LOC108602453|XP_017846065.1|DBUS, LOC108602374|XP_017845968.1|DBUS
OG0009898	LOC117898558|XP_034663934.1|DSUB	LOC108601696|XP_017845097.1|DBUS
OG0009899	LOC117897079|XP_034661606.1|DSUB	LOC108602556|XP_017846180.1|DBUS
OG0009900	LOC117898873|XP_034664445.1|DSUB	LOC108601970|XP_017845451.1|DBUS
OG0009901	LOC117896567|XP_034660859.1|DSUB	LOC108604474|XP_017849450.1|DBUS
OG0009902	LOC117896687|XP_034661029.1|DSUB	LOC108602379|XP_017845972.1|DBUS, LOC108597461|XP_017839521.1|DBUS, LOC108602247|XP_017845785.1|DBUS
OG0009903	LOC117897402|XP_034662112.1|DSUB	LOC108603132|XP_017847142.1|DBUS, LOC108608027|XP_017854692.1|DBUS
OG0009904	LOC117896535|XP_034660809.1|DSUB	LOC108604730|XP_017849801.1|DBUS
OG0009905	LOC117899691|XP_034665786.1|DSUB	LOC108603986|XP_017848704.1|DBUS
OG0009907	LOC117896205|XP_034660223.1|DSUB	LOC108602227|XP_017845762.1|DBUS
OG0009909	LOC117899248|XP_034665019.1|DSUB	LOC108604513|XP_017849506.1|DBUS
OG0009910	LOC117898945|XP_034664557.1|DSUB	LOC108601264|XP_017844653.1|DBUS
OG0009911	LOC117891177|XP_034652392.1|DSUB	LOC108595817|XP_017836597.1|DBUS
OG0009912	LOC117901254|XP_034667838.1|DSUB	LOC108607675|XP_017854120.2|DBUS
OG0009913	LOC117901907|XP_034668764.1|DSUB	LOC108594267|XP_017834886.2|DBUS
OG0009916	LOC117900069|XP_034666163.1|DSUB	LOC108608532|XP_017855439.2|DBUS
OG0009925	LOC117897705|XP_034662618.1|DSUB	LOC108603820|XP_017848438.1|DBUS
OG0009930	LOC117892022|XP_034653812.1|DSUB	LOC108605389|XP_017850547.1|DBUS
OG0009931	LOC117892092|XP_034653975.1|DSUB	LOC108596164|XP_017837159.1|DBUS
OG0009932	LOC117890032|XP_034650539.1|DSUB	LOC108596729|XP_017838263.1|DBUS
OG0009937	LOC117896032|XP_034659931.1|DSUB	LOC108602742|XP_017846385.1|DBUS
OG0009938	LOC117899587|XP_034665600.1|DSUB	LOC108607225|XP_017853388.1|DBUS
OG0009941	LOC117900108|XP_034666222.1|DSUB	LOC108604744|XP_017849823.2|DBUS
OG0009942	LOC117891549|XP_034652956.1|DSUB	LOC108597119|XP_017838987.1|DBUS
OG0009943	LOC117902307|XP_034669479.1|DSUB	LOC108600793|XP_017844060.1|DBUS
OG0009945	LOC117903825|XP_034672165.1|DSUB	LOC108605581|XP_017850840.1|DBUS
OG0009946	LOC117898027|XP_034663056.1|DSUB	LOC108603752|XP_017848315.1|DBUS
OG0009947	LOC117895487|XP_034659068.1|DSUB	LOC108599597|XP_017842037.1|DBUS
OG0009948	LOC117903351|XP_034671193.1|DSUB	LOC108606623|XP_017852398.1|DBUS
OG0009949	LOC117897898|XP_034662865.1|DSUB	LOC108602701|XP_017846341.1|DBUS
OG0009950	LOC117896922|XP_034661353.1|DSUB	LOC108601597|XP_017844986.1|DBUS
OG0009951	LOC117896719|XP_034661071.1|DSUB	LOC108602510|XP_017846129.1|DBUS
OG0009953	LOC117896446|XP_034660666.1|DSUB	LOC108602229|XP_017845764.1|DBUS
OG0009957	LOC117898846|XP_034664414.1|DSUB	LOC108604315|XP_017849226.1|DBUS
OG0009958	LOC117899365|XP_034665235.1|DSUB	LOC108601904|XP_017845369.1|DBUS
OG0009960	LOC117899607|XP_034665627.1|DSUB	LOC108603211|XP_017847288.1|DBUS
OG0009961	LOC117896056|XP_034659956.1|DSUB	LOC108602526|XP_017846148.1|DBUS
OG0009962	LOC117896826|XP_034661225.1|DSUB	LOC108603205|XP_017847279.1|DBUS
OG0009963	LOC117899317|XP_034665140.1|DSUB	LOC108603909|XP_017848582.1|DBUS
OG0009964	LOC117897935|XP_034662917.1|DSUB	LOC108601792|XP_017845217.1|DBUS
OG0009965	LOC117897580|XP_034662425.1|DSUB	LOC108602599|XP_017846225.1|DBUS
OG0009966	LOC117902321|XP_034669501.1|DSUB	LOC108607847|XP_017854412.1|DBUS
OG0009967	LOC117901366|XP_034667966.1|DSUB	LOC108600023|XP_017842237.2|DBUS
OG0009968	LOC117901156|XP_034667698.1|DSUB, LOC117901159|XP_034667701.1|DSUB	LOC108607535|XP_017853904.1|DBUS
OG0009969	LOC117901575|XP_034668265.1|DSUB	LOC108594270|XP_017834891.1|DBUS
OG0009970	LOC117902261|XP_034669411.1|DSUB	LOC108599690|XP_017842178.1|DBUS
OG0009971	LOC117900949|XP_034667412.1|DSUB	LOC108606165|XP_017851509.1|DBUS
OG0009972	LOC117900395|XP_034666640.1|DSUB	LOC108596703|XP_017838218.2|DBUS
OG0009973	LOC117902333|XP_034669519.1|DSUB	LOC108596398|XP_017837573.1|DBUS
OG0009974	LOC117901096|XP_034667615.1|DSUB	LOC108607960|XP_017854580.1|DBUS
OG0009975	LOC117901981|XP_034668881.1|DSUB	LOC108596830|XP_017838445.1|DBUS
OG0009976	LOC117902268|XP_034669418.1|DSUB	LOC108607739|XP_017854252.1|DBUS
OG0009977	LOC117900599|XP_034666902.1|DSUB	LOC108607130|XP_017853259.2|DBUS
OG0009978	LOC117900600|XP_034666903.1|DSUB	LOC108607147|XP_017853271.1|DBUS
OG0009979	LOC117901614|XP_034668325.1|DSUB	LOC108599567|XP_017841958.2|DBUS
OG0009981	LOC117892587|XP_034654817.1|DSUB	LOC108595561|XP_017836310.1|DBUS
OG0009984	LOC117890275|XP_034650925.1|DSUB	LOC108601147|XP_017844565.1|DBUS
OG0009985	LOC117892361|XP_034654460.1|DSUB	LOC108597157|XP_017839053.1|DBUS
OG0009986	LOC117890140|XP_034650717.1|DSUB	LOC108597061|XP_017838874.1|DBUS
OG0009989	LOC117892087|XP_034653969.1|DSUB	LOC108596163|XP_017837158.1|DBUS
OG0009990	LOC117892498|XP_034654665.1|DSUB	LOC108595806|XP_017836586.1|DBUS
OG0009991	LOC117889769|XP_034650122.1|DSUB	LOC108596984|XP_017838729.1|DBUS
OG0009992	LOC117895734|XP_034659488.1|DSUB	LOC108605886|XP_017851188.1|DBUS
OG0009993	LOC117893227|XP_034655658.1|DSUB	LOC108606871|XP_017852872.2|DBUS
OG0009994	LOC117895847|XP_034659703.1|DSUB	LOC108606061|XP_017851397.1|DBUS
OG0009995	LOC117903267|XP_034671060.1|DSUB	LOC108605088|XP_033150416.1|DBUS
OG0009996	LOC117891111|XP_034652201.1|DSUB	LOC108606779|XP_017852691.1|DBUS
OG0009997	LOC117902518|XP_034669837.1|DSUB	LOC108605995|XP_017851307.1|DBUS
OG0009998	LOC117896212|XP_034660237.1|DSUB	LOC108605799|XP_017851091.1|DBUS
OG0009999	LOC117903608|XP_034671756.1|DSUB	LOC108605650|XP_017850923.1|DBUS
OG0010000	LOC117903647|XP_034671839.1|DSUB	LOC108606201|XP_017851554.1|DBUS
OG0010001	LOC117892945|XP_034655162.1|DSUB	LOC108607113|XP_017853233.1|DBUS
OG0010002	LOC117894723|XP_034657801.1|DSUB	LOC108599290|XP_017841578.1|DBUS
OG0010003	LOC117900194|XP_034666339.1|DSUB	LOC108608536|XP_017855440.2|DBUS
OG0010004	LOC117895510|XP_034659104.1|DSUB	LOC108605761|XP_017851053.1|DBUS
OG0010005	LOC117902570|XP_034669923.1|DSUB	LOC108607144|XP_017853275.1|DBUS
OG0010006	LOC117899989|XP_034666053.1|DSUB	LOC108606896|XP_017852912.1|DBUS
OG0010007	LOC117893736|XP_034656357.1|DSUB	LOC108605810|XP_017851103.1|DBUS
OG0010008	LOC117901589|XP_034668294.1|DSUB	LOC108605571|XP_017850828.1|DBUS
OG0010009	LOC117900993|XP_034667481.1|DSUB	LOC108601017|XP_017843564.2|DBUS
OG0010010	LOC117897327|XP_034661990.1|DSUB	LOC108607055|XP_017853156.1|DBUS
OG0010011	LOC117903273|XP_034671067.1|DSUB	LOC108604981|XP_017850040.1|DBUS
OG0010012	LOC117903087|XP_034670782.1|DSUB	LOC108605935|XP_017851245.1|DBUS
OG0010013	LOC117890395|XP_034651094.1|DSUB	LOC108606069|XP_017851404.1|DBUS
OG0010014	LOC117902315|XP_034669494.1|DSUB	LOC108606122|XP_017851465.1|DBUS
OG0010015	LOC117890902|XP_034651892.1|DSUB	LOC108605925|XP_017851232.1|DBUS
OG0010016	LOC117899219|XP_034664987.1|DSUB	LOC108605368|XP_017850525.2|DBUS
OG0010017	LOC117900259|XP_034666459.1|DSUB	LOC108605923|XP_017851229.1|DBUS
OG0010018	LOC117894332|XP_034657210.1|DSUB	LOC108606886|XP_017852901.1|DBUS
OG0010019	LOC117903528|XP_034671566.1|DSUB	LOC108605922|XP_033150314.1|DBUS
OG0010020	LOC117903666|XP_034671883.1|DSUB	LOC108607200|XP_017853352.1|DBUS
OG0010021	LOC117903429|XP_034671343.1|DSUB	LOC108606527|XP_017852191.1|DBUS
OG0010022	LOC117903291|XP_034671112.1|DSUB	LOC108606106|XP_017851440.1|DBUS
OG0010023	LOC117891157|XP_034652310.1|DSUB	LOC108606146|XP_017851486.1|DBUS
OG0010024	LOC117893744|XP_034656369.1|DSUB	LOC108605019|XP_017850074.1|DBUS
OG0010025	LOC117899032|XP_034664685.1|DSUB	LOC108606293|XP_017851767.1|DBUS
OG0010026	LOC117903663|XP_034671875.1|DSUB	LOC108605173|XP_017850248.1|DBUS
OG0010027	LOC117896354|XP_034660561.1|DSUB	LOC108605139|XP_033150242.1|DBUS
OG0010028	LOC117903329|XP_034671167.1|DSUB	LOC108606490|XP_017852122.1|DBUS
OG0010029	LOC117903209|XP_034670987.1|DSUB	LOC108606138|XP_017851481.1|DBUS
OG0010030	LOC117891825|XP_034653461.1|DSUB	LOC108606175|XP_017851515.1|DBUS
OG0010031	LOC117896389|XP_034660588.1|DSUB	LOC108605115|XP_033150243.1|DBUS
OG0010032	LOC117900660|XP_034666986.1|DSUB	LOC108604133|XP_017848932.1|DBUS
OG0010033	LOC117893078|XP_034655390.1|DSUB	LOC108604929|XP_033150304.1|DBUS
OG0010034	LOC117889699|XP_034650011.1|DSUB	LOC108605049|XP_017850106.1|DBUS
OG0010035	LOC117889708|XP_034650024.1|DSUB	LOC108605385|XP_017850544.1|DBUS
OG0010036	LOC117889644|XP_034650003.1|DSUB	LOC108605048|XP_017850105.1|DBUS
OG0010037	LOC117889719|XP_034650034.1|DSUB	LOC108605047|XP_017850104.1|DBUS
OG0010038	LOC117900739|XP_034667110.1|DSUB	LOC108606196|XP_033150365.1|DBUS
OG0010039	LOC117890867|XP_034651844.1|DSUB	LOC108597701|XP_017839875.1|DBUS
OG0010040	LOC117901602|XP_034668306.1|DSUB	LOC108594509|XP_017835199.1|DBUS
OG0010042	LOC117897241|XP_034661855.1|DSUB	LOC108605553|XP_017850803.1|DBUS
OG0010043	LOC117897251|XP_034661868.1|DSUB	LOC108605859|XP_017851159.1|DBUS
OG0010044	LOC117900303|XP_034666512.1|DSUB	LOC108605445|XP_017850616.1|DBUS
OG0010045	LOC117902633|XP_034670047.1|DSUB	LOC108606916|XP_017852946.1|DBUS
OG0010046	LOC117902641|XP_034670059.1|DSUB	LOC108606917|XP_017852947.1|DBUS
OG0010047	LOC117903217|XP_034671007.1|DSUB	LOC108605933|XP_017851241.1|DBUS
OG0010048	LOC117901637|XP_034668363.1|DSUB	LOC108607085|XP_017853196.1|DBUS
OG0010049	LOC117903522|XP_034671531.1|DSUB	LOC108607046|XP_017853141.1|DBUS
OG0010050	LOC117892133|XP_034654063.1|DSUB	LOC108607282|XP_017853468.1|DBUS
OG0010051	LOC117901675|XP_034668412.1|DSUB	LOC117134907|XP_033150247.1|DBUS
OG0010052	LOC117897630|XP_034662498.1|DSUB	LOC108606763|XP_017852664.1|DBUS
OG0010053	LOC117897146|XP_034661709.1|DSUB	LOC108605808|XP_017851101.1|DBUS
OG0010054	LOC117896204|XP_034660226.1|DSUB	LOC108606745|XP_017852632.1|DBUS
OG0010055	LOC117896321|XP_034660448.1|DSUB	LOC108607221|XP_017853382.1|DBUS
OG0010056	LOC117903328|XP_034671162.1|DSUB	LOC108606614|XP_017852373.1|DBUS
OG0010057	LOC117903617|XP_034671764.1|DSUB	LOC108606524|XP_017852186.1|DBUS
OG0010058	LOC117894786|XP_034657910.1|DSUB	LOC108604982|XP_033150399.1|DBUS
OG0010059	LOC117903304|XP_034671127.1|DSUB	LOC108606454|XP_017852055.1|DBUS
OG0010060	LOC117903202|XP_034670983.1|DSUB	LOC108605182|XP_017850263.1|DBUS
OG0010061	LOC117893053|XP_034655324.1|DSUB	LOC108597998|XP_017840103.1|DBUS
OG0010062	LOC117895259|XP_034658671.1|DSUB	LOC108598043|XP_017840147.1|DBUS
OG0010063	LOC117894007|XP_034656721.1|DSUB	LOC108598288|XP_033149366.1|DBUS
OG0010064	LOC117893511|XP_034656041.1|DSUB	LOC108599588|XP_017842022.2|DBUS
OG0010065	LOC117893589|XP_034656153.1|DSUB	LOC108599086|XP_017841363.1|DBUS
OG0010067	LOC117895593|XP_034659234.1|DSUB	LOC108599433|XP_017841747.1|DBUS
OG0010068	LOC117893286|XP_034655743.1|DSUB	LOC108600593|XP_017843760.1|DBUS
OG0010069	LOC117894297|XP_034657152.1|DSUB	LOC108598503|XP_017840663.1|DBUS
OG0010070	LOC117893607|XP_034656173.1|DSUB	LOC108599544|XP_017841917.1|DBUS
OG0010071	LOC117894362|XP_034657247.1|DSUB	LOC108600300|XP_017843271.1|DBUS
OG0010072	LOC117893733|XP_034656348.1|DSUB	LOC108599363|XP_017841656.1|DBUS
OG0010073	LOC117895306|XP_034658757.1|DSUB	LOC108598765|XP_017840994.1|DBUS
OG0010074	LOC117900610|XP_034666962.1|DSUB	LOC108606793|XP_017852741.1|DBUS
OG0010075	LOC117893917|XP_034656590.1|DSUB	LOC108600270|XP_033149318.1|DBUS
OG0010078	LOC117894540|XP_034657552.1|DSUB	LOC108599161|XP_017841437.1|DBUS
OG0010079	LOC117894518|XP_034657521.1|DSUB	LOC108598100|XP_017840205.1|DBUS
OG0010080	LOC117893612|XP_034656180.1|DSUB	LOC108599351|XP_017841643.2|DBUS
OG0010082	LOC117893742|XP_034656362.1|DSUB	LOC108599751|XP_017842253.1|DBUS
OG0010083	LOC117893196|XP_034655602.1|DSUB	LOC108598223|XP_017840406.2|DBUS
OG0010084	LOC117895083|XP_034658370.1|DSUB	LOC108600427|XP_017843484.2|DBUS
OG0010086	LOC117894253|XP_034657097.1|DSUB	LOC108600907|XP_017844225.1|DBUS
OG0010087	LOC117894985|XP_034658221.1|DSUB	LOC108600230|XP_017843147.2|DBUS
OG0010088	LOC117894554|XP_034657569.1|DSUB	LOC108599410|XP_017841709.1|DBUS
OG0010089	LOC117893243|XP_034655698.1|DSUB	LOC108600188|XP_017843084.1|DBUS
OG0010090	LOC117902944|XP_034670447.1|DSUB	LOC108607418|XP_017853702.1|DBUS
OG0010091	LOC117898399|XP_034663648.1|DSUB	LOC108601844|XP_017845280.1|DBUS
OG0010092	LOC117899639|XP_034665694.1|DSUB	LOC108604225|XP_017849079.1|DBUS
OG0010093	LOC117891829|XP_034653466.1|DSUB	LOC108597575|XP_017839676.1|DBUS
OG0010094	LOC117897516|XP_034662322.1|DSUB	LOC108602909|XP_017846710.1|DBUS
OG0010095	LOC117899566|XP_034665566.1|DSUB	LOC108603664|XP_017848145.1|DBUS
OG0010096	LOC117903034|XP_034670654.1|DSUB	LOC108605613|XP_017850883.1|DBUS
OG0010097	LOC117895019|XP_034658276.1|DSUB	LOC108606148|XP_017851490.1|DBUS
OG0010098	LOC117901936|XP_034668795.1|DSUB	LOC108599864|XP_033150732.1|DBUS
OG0010100	LOC117895459|XP_034659021.1|DSUB	LOC108600357|XP_017843372.2|DBUS
OG0010101	LOC117894560|XP_034657575.1|DSUB	LOC108598847|XP_017841092.1|DBUS
OG0010102	LOC117894301|XP_034657157.1|DSUB	LOC108600952|XP_017844289.2|DBUS
OG0010103	LOC117894553|XP_034657567.1|DSUB	LOC117134801|XP_033149618.1|DBUS
OG0010104	LOC117894111|XP_034656882.1|DSUB	LOC108599191|XP_017841476.1|DBUS
OG0010105	LOC117901562|XP_034668250.1|DSUB	LOC108600574|XP_017843732.2|DBUS
OG0010106	LOC117891237|XP_034652474.1|DSUB	LOC108595145|XP_017835800.1|DBUS
OG0010108	LOC117892101|XP_034653991.1|DSUB	LOC108594878|XP_017835504.1|DBUS
OG0010110	LOC117894600|XP_034657640.1|DSUB	LOC108598040|XP_017840143.1|DBUS
OG0010111	LOC117898728|XP_034664238.1|DSUB	LOC108603240|XP_017847356.1|DBUS
OG0010112	LOC117896698|XP_034661043.1|DSUB	LOC108602732|XP_017846372.1|DBUS
OG0010113	LOC117903719|XP_034671959.1|DSUB	LOC108606403|XP_017851977.1|DBUS
OG0010114	LOC117894282|XP_034657135.1|DSUB	LOC108606027|XP_017851343.1|DBUS
OG0010115	LOC117900717|XP_034667076.1|DSUB	LOC108605657|XP_017850933.1|DBUS
OG0010117	LOC117894078|XP_034656830.1|DSUB	LOC117134952|XP_033150466.1|DBUS
OG0010118	LOC117903441|XP_034671359.1|DSUB	LOC108606501|XP_017852158.1|DBUS
OG0010119	LOC117899807|XP_034665978.1|DSUB	LOC108604994|XP_017850050.1|DBUS
OG0010120	LOC117890835|XP_034651813.1|DSUB	LOC108605683|XP_017850964.1|DBUS
OG0010121	LOC117894911|XP_034658101.1|DSUB	LOC108605358|XP_017850515.1|DBUS
OG0010122	LOC117903218|XP_034671009.1|DSUB	LOC108606792|XP_017852740.1|DBUS
OG0010123	LOC117903092|XP_034670790.1|DSUB	LOC108605954|XP_017851263.1|DBUS
OG0010125	LOC117899154|XP_034664873.1|DSUB	LOC108605508|XP_017850745.1|DBUS
OG0010126	LOC117901968|XP_034668840.1|DSUB	LOC108595220|XP_017835112.2|DBUS
OG0010128	LOC117900448|XP_034666708.1|DSUB	LOC108600578|XP_017843740.1|DBUS
OG0010129	LOC117901767|XP_034668548.1|DSUB	LOC108594506|XP_017835193.2|DBUS
OG0010130	LOC117901326|XP_034667926.1|DSUB	LOC108608274|XP_017855070.1|DBUS
OG0010131	LOC117902044|XP_034669000.1|DSUB	LOC108607571|XP_017853951.1|DBUS
OG0010132	LOC117901951|XP_034668816.1|DSUB	LOC108608320|XP_017855143.2|DBUS
OG0010133	LOC117901776|XP_034668567.1|DSUB	LOC108607678|XP_017854124.2|DBUS
OG0010134	LOC117900319|XP_034666542.1|DSUB	LOC108607519|XP_017853878.1|DBUS
OG0010135	LOC117902000|XP_034668906.1|DSUB	LOC108599408|XP_017841710.1|DBUS
OG0010136	LOC117900370|XP_034666611.1|DSUB	LOC108601038|XP_017844413.1|DBUS
OG0010137	LOC117902357|XP_034669560.1|DSUB	LOC108600934|XP_017844302.1|DBUS
OG0010138	LOC117902451|XP_034669737.1|DSUB	LOC108607684|XP_017854134.1|DBUS
OG0010139	LOC117901811|XP_034668616.1|DSUB	LOC108608311|XP_017855127.2|DBUS
OG0010140	LOC117901348|XP_034667950.1|DSUB, LOC117901346|XP_034667948.1|DSUB	LOC108606273|XP_017851743.1|DBUS
OG0010141	LOC117900746|XP_034667115.1|DSUB	LOC108603720|XP_017848252.1|DBUS
OG0010142	LOC117900645|XP_034666968.1|DSUB	LOC108603446|XP_017847769.1|DBUS
OG0010143	LOC117898889|XP_034664466.1|DSUB, LOC117897365|XP_034662049.1|DSUB, LOC117901178|XP_034667721.1|DSUB	LOC108600514|XP_017843647.2|DBUS
OG0010144	LOC117901470|XP_034668123.1|DSUB	LOC108603918|XP_017848601.1|DBUS
OG0010145	LOC117900115|XP_034666231.1|DSUB	LOC108596185|XP_017837192.1|DBUS
OG0010146	LOC117900627|XP_034666947.1|DSUB	LOC108608246|XP_017855022.2|DBUS
OG0010147	LOC117900403|XP_034666650.1|DSUB	LOC108604093|XP_017848867.1|DBUS
OG0010148	LOC117902769|XP_034670253.1|DSUB	LOC108608036|XP_017854704.2|DBUS
OG0010149	LOC117900696|XP_034667040.1|DSUB	LOC108604612|XP_017849644.1|DBUS
OG0010150	LOC117900577|XP_034666878.1|DSUB	LOC108603687|XP_017848202.2|DBUS
OG0010151	LOC117901121|XP_034667649.1|DSUB	LOC108605638|XP_017850913.1|DBUS
OG0010152	LOC117900622|XP_034666941.1|DSUB	LOC108608053|XP_017854724.2|DBUS
OG0010153	LOC117901921|XP_034668780.1|DSUB	LOC108600058|XP_017842896.1|DBUS
OG0010154	LOC117901963|XP_034668834.1|DSUB	LOC108598861|XP_017841111.2|DBUS
OG0010155	LOC117901384|XP_034668001.1|DSUB	LOC108604484|XP_017849467.1|DBUS
OG0010156	LOC117894970|XP_034658196.1|DSUB	LOC108599190|XP_017841475.1|DBUS
OG0010157	LOC117893356|XP_034655838.1|DSUB	LOC108599089|XP_017841366.1|DBUS
OG0010158	LOC117893850|XP_034656509.1|DSUB	LOC108600130|XP_017843009.1|DBUS
OG0010159	LOC117895859|XP_034659717.1|DSUB	LOC108601174|XP_017844596.1|DBUS
OG0010160	LOC117901570|XP_034668260.1|DSUB	LOC108601170|XP_017844592.1|DBUS
OG0010161	LOC117894516|XP_034657517.1|DSUB	LOC108599118|XP_033149311.1|DBUS, LOC108599786|XP_033149368.1|DBUS
OG0010163	LOC117895737|XP_034659493.1|DSUB	LOC108599033|XP_017841303.2|DBUS
OG0010164	LOC117894903|XP_034658086.1|DSUB	LOC108600721|XP_017843948.1|DBUS
OG0010165	LOC117895029|XP_034658292.1|DSUB	LOC108599421|XP_017841723.1|DBUS
OG0010166	LOC117893112|XP_034655440.1|DSUB	LOC108599241|XP_017841527.2|DBUS
OG0010167	LOC117895005|XP_034658243.1|DSUB	LOC108598117|XP_017840223.1|DBUS
OG0010169	LOC117893229|XP_034655656.1|DSUB	LOC108600755|XP_033150648.1|DBUS
OG0010170	LOC117893663|XP_034656244.1|DSUB	LOC108599227|XP_017841512.2|DBUS
OG0010171	LOC117893352|XP_034655833.1|DSUB	LOC108599006|XP_017841271.1|DBUS
OG0010172	LOC117895555|XP_034659152.1|DSUB	LOC108599315|XP_017841607.1|DBUS
OG0010173	LOC117891179|XP_034652396.1|DSUB	LOC108597765|XP_017839966.1|DBUS
OG0010174	LOC117892011|XP_034653795.1|DSUB	LOC108596399|XP_017837571.1|DBUS
OG0010175	LOC117890881|XP_034651864.1|DSUB	LOC108595825|XP_017836604.1|DBUS
OG0010176	LOC117890863|XP_034651841.1|DSUB	LOC117134702|XP_033149098.1|DBUS
OG0010177	LOC117890333|XP_034651015.1|DSUB	LOC108597501|XP_017839576.1|DBUS
OG0010178	LOC117891006|XP_034652054.1|DSUB	LOC108594813|XP_017835441.1|DBUS
OG0010179	LOC117894822|XP_034657958.1|DSUB	LOC108601990|XP_017845473.1|DBUS, LOC108598131|XP_017840238.1|DBUS
OG0010180	LOC117893713|XP_034656291.1|DSUB	LOC108599359|XP_017841652.1|DBUS
OG0010181	LOC117894926|XP_034658121.1|DSUB	LOC108598830|XP_017841076.2|DBUS
OG0010182	LOC117890629|XP_034651470.1|DSUB	LOC108597272|XP_017839224.1|DBUS
OG0010183	LOC117890630|XP_034651471.1|DSUB	LOC108597273|XP_017839225.1|DBUS
OG0010184	LOC117892709|XP_034655016.1|DSUB	LOC108594937|XP_017835561.1|DBUS
OG0010185	LOC117891593|XP_034653012.1|DSUB	LOC108595956|XP_017836732.1|DBUS
OG0010186	LOC117894164|XP_034656956.1|DSUB	LOC108599344|XP_017841635.1|DBUS
OG0010187	LOC117891396|XP_034652730.1|DSUB	LOC108595175|XP_017835841.1|DBUS
OG0010188	LOC117889763|XP_034650101.1|DSUB	LOC108595805|XP_017836585.1|DBUS
OG0010189	LOC117890782|XP_034651744.1|DSUB	LOC108595944|XP_017836719.1|DBUS
OG0010190	LOC117890801|XP_034651766.1|DSUB	LOC108597772|XP_017839976.1|DBUS
OG0010192	LOC117890532|XP_034651343.1|DSUB	LOC108596004|XP_017836778.1|DBUS
OG0010193	LOC117890954|XP_034651986.1|DSUB	LOC108595274|XP_017835975.1|DBUS
OG0010194	LOC117893253|XP_034655710.1|DSUB	LOC108599066|XP_017841336.1|DBUS
OG0010195	LOC117893260|XP_034655718.1|DSUB	LOC108599238|XP_017841524.1|DBUS
OG0010196	LOC117892055|XP_034653874.1|DSUB	LOC108597174|XP_017839079.1|DBUS
OG0010197	LOC117890939|XP_034651964.1|DSUB	LOC108597444|XP_017839496.1|DBUS
OG0010198	LOC117891161|XP_034652360.1|DSUB	LOC108595070|XP_017835706.1|DBUS
OG0010199	LOC117891716|XP_034653200.1|DSUB	LOC108595755|XP_017836534.1|DBUS
OG0010200	LOC117890549|XP_034651366.1|DSUB	LOC108595575|XP_017836325.1|DBUS
OG0010201	LOC117891226|XP_034652463.1|DSUB	LOC108596677|XP_017838177.1|DBUS
