Orthogroup	DSUB.longest_only	DSAN.longest_only
OG0009420	LOC117889919|XP_034650336.1|DSUB	LOC120444547|XP_039480231.1|DSAN
OG0009421	LOC117890200|XP_034650798.1|DSUB	LOC120446341|XP_039483195.1|DSAN
OG0009422	LOC117890123|XP_034650693.1|DSUB	LOC120444635|XP_039480377.1|DSAN
OG0009423	LOC117892129|XP_034654052.1|DSUB	LOC120444340|XP_039479842.1|DSAN
OG0009424	LOC117889992|XP_034650467.1|DSUB	LOC120444273|XP_039479721.1|DSAN
OG0009425	LOC117891399|XP_034652733.1|DSUB	LOC120443779|XP_039479044.1|DSAN
OG0009426	LOC117891511|XP_034652896.1|DSUB	LOC120445217|XP_039481406.1|DSAN
OG0009427	LOC117892467|XP_034654610.1|DSUB	LOC120446958|XP_039484148.1|DSAN
OG0009428	LOC117890971|XP_034652001.1|DSUB	LOC120446800|XP_039483891.1|DSAN
OG0009429	LOC117890624|XP_034651462.1|DSUB	LOC120445163|XP_039481273.1|DSAN
OG0009430	LOC117892123|XP_034654046.1|DSUB	LOC120445750|XP_039482262.1|DSAN
OG0009431	LOC117890442|XP_034651163.1|DSUB	LOC120445213|XP_039481401.1|DSAN
OG0009432	LOC117891318|XP_034652624.1|DSUB	LOC120446092|XP_039482819.1|DSAN
OG0009433	LOC117891732|XP_034653216.1|DSUB	LOC120446298|XP_039483140.1|DSAN
OG0009434	LOC117891729|XP_034653212.1|DSUB	LOC120444262|XP_039479705.1|DSAN
OG0009435	LOC117891727|XP_034653209.1|DSUB	LOC120444261|XP_039479703.1|DSAN
OG0009436	LOC117890833|XP_034651807.1|DSUB	LOC120446493|XP_039483433.1|DSAN
OG0009437	LOC117891386|XP_034652718.1|DSUB	LOC120448296|XP_039486171.1|DSAN
OG0009438	LOC117892073|XP_034653952.1|DSUB	LOC120453527|XP_039494216.1|DSAN
OG0009439	LOC117890884|XP_034651868.1|DSUB	LOC120455601|XP_039497914.1|DSAN
OG0009440	LOC117892386|XP_034654487.1|DSUB	LOC120445515|XP_039481906.1|DSAN
OG0009441	LOC117895203|XP_034658591.1|DSUB	LOC120457318|XP_039500756.1|DSAN
OG0009442	LOC117903715|XP_034671953.1|DSUB	LOC120455543|XP_039497814.1|DSAN
OG0009443	LOC117890517|XP_034651312.1|DSUB	LOC120445638|XP_039482114.1|DSAN
OG0009444	LOC117900314|XP_034666538.1|DSUB	LOC120455708|XP_039498052.1|DSAN
OG0009445	LOC117903893|XP_034672286.1|DSUB	LOC120455929|XP_039498389.1|DSAN
OG0009446	LOC117897219|XP_034661863.1|DSUB	LOC120457393|XP_039500896.1|DSAN
OG0009448	LOC117901186|XP_034667734.1|DSUB	LOC120456924|XP_039499997.1|DSAN
OG0009449	LOC117901234|XP_034667801.1|DSUB	LOC120455318|XP_039497324.1|DSAN
OG0009450	LOC117889743|XP_034650073.1|DSUB	LOC120456534|XP_039499344.1|DSAN
OG0009451	LOC117900736|XP_034667102.1|DSUB	LOC120454871|XP_039496366.1|DSAN
OG0009452	LOC117896518|XP_034660781.1|DSUB, LOC117903776|XP_034672091.1|DSUB	LOC120456626|XP_039499482.1|DSAN
OG0009453	LOC117892028|XP_034653827.1|DSUB, LOC117898819|XP_034664372.1|DSUB	LOC120454694|XP_039496161.1|DSAN
OG0009454	LOC117894018|XP_034656743.1|DSUB	LOC120448722|XP_039486826.1|DSAN
OG0009455	LOC117898220|XP_034663347.1|DSUB	LOC120455050|XP_039496837.1|DSAN
OG0009456	LOC117902001|XP_034668909.1|DSUB	LOC120456898|XP_039499934.1|DSAN
OG0009457	LOC117895641|XP_034659312.1|DSUB	LOC120456907|XP_039499969.1|DSAN
OG0009458	LOC117903370|XP_034671232.1|DSUB	LOC120455595|XP_039497903.1|DSAN
OG0009459	LOC117893960|XP_034656644.1|DSUB	LOC120449714|XP_039488267.1|DSAN
OG0009460	LOC117894832|XP_034657970.1|DSUB	LOC120450004|XP_039488650.1|DSAN
OG0009461	LOC117894930|XP_034658123.1|DSUB	LOC120450155|XP_039488929.1|DSAN
OG0009462	LOC117895699|XP_034659438.1|DSUB	LOC120449361|XP_039487709.1|DSAN
OG0009463	LOC117893968|XP_034656659.1|DSUB	LOC120450502|XP_039489487.1|DSAN
OG0009464	LOC117894327|XP_034657202.1|DSUB	LOC120449673|XP_039488206.1|DSAN
OG0009465	LOC117894000|XP_034656705.1|DSUB	LOC120449613|XP_039488122.1|DSAN
OG0009466	LOC117894991|XP_034658230.1|DSUB	LOC120448072|XP_039485778.1|DSAN
OG0009467	LOC117894969|XP_034658195.1|DSUB	LOC120448737|XP_039486850.1|DSAN
OG0009468	LOC117894274|XP_034657120.1|DSUB	LOC120449156|XP_039487430.1|DSAN
OG0009469	LOC117894575|XP_034657606.1|DSUB	LOC120449384|XP_039487756.1|DSAN
OG0009470	LOC117895026|XP_034658287.1|DSUB	LOC120448617|XP_039486664.1|DSAN
OG0009471	LOC117901847|XP_034668685.1|DSUB	LOC120444533|XP_039480218.1|DSAN
OG0009472	LOC117895590|XP_034659230.1|DSUB	LOC120447836|XP_039485374.1|DSAN
OG0009473	LOC117898642|XP_034664096.1|DSUB, LOC117895814|XP_034659630.1|DSUB	LOC120449346|XP_039487690.1|DSAN
OG0009474	LOC117895633|XP_034659279.1|DSUB	LOC120449725|XP_039488287.1|DSAN
OG0009475	LOC117893550|XP_034656091.1|DSUB	LOC120448890|XP_039487041.1|DSAN
OG0009476	LOC117895232|XP_034658629.1|DSUB	LOC120448609|XP_039486653.1|DSAN
OG0009477	LOC117894526|XP_034657531.1|DSUB	LOC120448639|XP_039486696.1|DSAN
OG0009478	LOC117894535|XP_034657543.1|DSUB	LOC120449691|XP_039488240.1|DSAN
OG0009479	LOC117900508|XP_034666792.1|DSUB	LOC120454085|XP_039495033.1|DSAN
OG0009480	LOC117894383|XP_034657277.1|DSUB	LOC120449536|XP_039487991.1|DSAN
OG0009481	LOC117894497|XP_034657497.1|DSUB	LOC120448414|XP_039486347.1|DSAN
OG0009482	LOC117893095|XP_034655416.1|DSUB	LOC120449440|XP_039487845.1|DSAN
OG0009483	LOC117893693|XP_034656274.1|DSUB	LOC120449442|XP_039487849.1|DSAN
OG0009484	LOC117896598|XP_034660915.1|DSUB	LOC120453735|XP_039494499.1|DSAN
OG0009485	LOC117895148|XP_034658472.1|DSUB	LOC120447450|XP_039484743.1|DSAN
OG0009486	LOC117895151|XP_034658479.1|DSUB	LOC120447451|XP_039484744.1|DSAN
OG0009487	LOC117893824|XP_034656469.1|DSUB	LOC120448922|XP_039487086.1|DSAN
OG0009488	LOC117893593|XP_034656158.1|DSUB	LOC120448706|XP_039486799.1|DSAN
OG0009489	LOC117893710|XP_034656287.1|DSUB	LOC120449467|XP_039487872.1|DSAN
OG0009490	LOC117891522|XP_034652910.1|DSUB	LOC120445241|XP_039481442.1|DSAN
OG0009491	LOC117894789|XP_034657909.1|DSUB	LOC120449883|XP_039488494.1|DSAN
OG0009492	LOC117895619|XP_034659264.1|DSUB	LOC120448658|XP_039486725.1|DSAN
OG0009493	LOC117892998|XP_034655244.1|DSUB	LOC120448827|XP_039486958.1|DSAN
OG0009494	LOC117893001|XP_034655246.1|DSUB	LOC120448829|XP_039486963.1|DSAN
OG0009495	LOC117894091|XP_034656850.1|DSUB	LOC120447955|XP_039485578.1|DSAN
OG0009496	LOC117893926|XP_034656600.1|DSUB	LOC120448881|XP_039487029.1|DSAN
OG0009497	LOC117898315|XP_034663490.1|DSUB	LOC120451873|XP_039491814.1|DSAN
OG0009498	LOC117894649|XP_034657712.1|DSUB	LOC120449166|XP_039487442.1|DSAN
OG0009499	LOC117895206|XP_034658585.1|DSUB	LOC120449310|XP_039487636.1|DSAN
OG0009500	LOC117894992|XP_034658231.1|DSUB	LOC120449335|XP_039487673.1|DSAN
OG0009501	LOC117895550|XP_034659144.1|DSUB	LOC120449249|XP_039487558.1|DSAN
OG0009502	LOC117896386|XP_034660582.1|DSUB	LOC120452909|XP_039493305.1|DSAN
OG0009503	LOC117901799|XP_034668601.1|DSUB	LOC120458801|XP_039502528.1|DSAN
OG0009504	LOC117898006|XP_034663026.1|DSUB	LOC120454429|XP_039495653.1|DSAN
OG0009505	LOC117901229|XP_034667792.1|DSUB	LOC120458194|XP_039501698.1|DSAN
OG0009506	LOC117895382|XP_034658893.1|DSUB	LOC120449755|XP_039488324.1|DSAN
OG0009507	LOC117892941|XP_034655155.1|DSUB	LOC120449807|XP_039488386.1|DSAN
OG0009508	LOC117901492|XP_034668151.1|DSUB	LOC120455712|XP_039498063.1|DSAN
OG0009509	LOC117891539|XP_034652941.1|DSUB	LOC120446566|XP_039483520.1|DSAN
OG0009510	LOC117903600|XP_034671732.1|DSUB	LOC120454955|XP_039496668.1|DSAN
OG0009511	LOC117891448|XP_034652822.1|DSUB	LOC120452897|XP_039493289.1|DSAN
OG0009512	LOC117903100|XP_034670803.1|DSUB	LOC120456935|XP_039500009.1|DSAN
OG0009513	LOC117895931|XP_034659791.1|DSUB	LOC120456970|XP_039500051.1|DSAN
OG0009515	LOC117900118|XP_034666235.1|DSUB	LOC120446437|XP_039483342.1|DSAN
OG0009517	LOC117902705|XP_034670150.1|DSUB	LOC120444019|XP_039479452.1|DSAN
OG0009518	LOC117893357|XP_034655839.1|DSUB	LOC120447710|XP_039485175.1|DSAN
OG0009519	LOC117894793|XP_034657913.1|DSUB	LOC120450124|XP_039488878.1|DSAN
OG0009520	LOC117898034|XP_034663064.1|DSUB	LOC120453989|XP_039494878.1|DSAN
OG0009521	LOC117893275|XP_034655732.1|DSUB	LOC120448467|XP_039486420.1|DSAN
OG0009522	LOC117890580|XP_034651409.1|DSUB	LOC120444677|XP_039480471.1|DSAN
OG0009523	LOC117889878|XP_034650277.1|DSUB	LOC120444659|XP_039480435.1|DSAN
OG0009524	LOC117892397|XP_034654504.1|DSUB	LOC120446382|XP_039483249.1|DSAN
OG0009525	LOC117890791|XP_034651756.1|DSUB	LOC120457751|XP_039501184.1|DSAN
OG0009526	LOC117890605|XP_034651435.1|DSUB	LOC120457785|XP_039501214.1|DSAN
OG0009527	LOC117891358|XP_034652684.1|DSUB	LOC120444879|XP_039480795.1|DSAN, LOC120446660|XP_039483666.1|DSAN
OG0009528	LOC117890202|XP_034650800.1|DSUB	LOC120445720|XP_039482223.1|DSAN
OG0009529	LOC117890772|XP_034651734.1|DSUB	LOC120446187|XP_039482963.1|DSAN
OG0009530	LOC117892645|XP_034654890.1|DSUB	LOC120446373|XP_039483238.1|DSAN
OG0009531	LOC117891653|XP_034653096.1|DSUB	LOC120445332|XP_039481592.1|DSAN
OG0009532	LOC117890406|XP_034651108.1|DSUB	LOC120445940|XP_039482538.1|DSAN
OG0009533	LOC117891434|XP_034652797.1|DSUB	LOC120446717|XP_039483762.1|DSAN
OG0009534	LOC117890270|XP_034650920.1|DSUB	LOC120445303|XP_039481546.1|DSAN
OG0009535	LOC117891176|XP_034652391.1|DSUB	LOC120445786|XP_039482324.1|DSAN
OG0009536	LOC117889770|XP_034650123.1|DSUB, LOC117897947|XP_034662938.1|DSUB	LOC120453751|XP_039494518.1|DSAN
OG0009537	LOC117898319|XP_034663518.1|DSUB	LOC120451311|XP_039490814.1|DSAN
OG0009538	LOC117896794|XP_034661181.1|DSUB	LOC120452227|XP_039492287.1|DSAN
OG0009539	LOC117897690|XP_034662601.1|DSUB	LOC120453058|XP_039493516.1|DSAN
OG0009540	LOC117896933|XP_034661364.1|DSUB	LOC120453729|XP_039494491.1|DSAN
OG0009541	LOC117897110|XP_034661645.1|DSUB	LOC120452431|XP_039492594.1|DSAN
OG0009542	LOC117898078|XP_034663145.1|DSUB	LOC120452937|XP_039493352.1|DSAN
OG0009543	LOC117896748|XP_034661105.1|DSUB	LOC120451883|XP_039491824.1|DSAN
OG0009544	LOC117898271|XP_034663417.1|DSUB	LOC120453110|XP_039493579.1|DSAN
OG0009545	LOC117890633|XP_034651476.1|DSUB	LOC120450994|XP_039490233.1|DSAN
OG0009546	LOC117898963|XP_034664593.1|DSUB	LOC120453667|XP_039494411.1|DSAN
OG0009549	LOC117895888|XP_034659783.1|DSUB	LOC120448485|XP_039486448.1|DSAN
OG0009560	LOC117896250|XP_034660316.1|DSUB	LOC120456207|XP_039498820.1|DSAN
OG0009562	LOC117900339|XP_034666568.1|DSUB	LOC120446785|XP_039483863.1|DSAN
OG0009563	LOC117893200|XP_034655605.1|DSUB	LOC120449240|XP_039487549.1|DSAN
OG0009564	LOC117903150|XP_034670878.1|DSUB	LOC120455255|XP_039497188.1|DSAN
OG0009565	LOC117895388|XP_034658903.1|DSUB	LOC120448926|XP_039487095.1|DSAN
OG0009567	LOC117898531|XP_034663891.1|DSUB	LOC120454004|XP_039494927.1|DSAN
OG0009568	LOC117901029|XP_034667523.1|DSUB	LOC120444780|XP_039480654.1|DSAN
OG0009569	LOC117892711|XP_034655022.1|DSUB	LOC120457078|XP_039500190.1|DSAN
OG0009570	LOC117896739|XP_034661095.1|DSUB	LOC120454440|XP_039495669.1|DSAN
OG0009571	LOC117899586|XP_034665595.1|DSUB	LOC120450932|XP_039490133.1|DSAN
OG0009572	LOC117903811|XP_034672139.1|DSUB	LOC120456182|XP_039498787.1|DSAN
OG0009574	LOC117903704|XP_034671976.1|DSUB	LOC120457094|XP_039500213.1|DSAN
OG0009575	LOC117890763|XP_034651714.1|DSUB	LOC120457717|XP_039501150.1|DSAN
OG0009576	LOC117897453|XP_034662190.1|DSUB	LOC120452553|XP_039492760.1|DSAN
OG0009577	LOC117902648|XP_034670064.1|DSUB	LOC120456491|XP_039499293.1|DSAN
OG0009578	LOC117900801|XP_034667178.1|DSUB	LOC120445497|XP_039481880.1|DSAN
OG0009579	LOC117903484|XP_034671442.1|DSUB	LOC120455668|XP_039497997.1|DSAN
OG0009580	LOC117891781|XP_034653340.1|DSUB	LOC120458625|XP_039502282.1|DSAN
OG0009581	LOC117900480|XP_034666756.1|DSUB	LOC120452341|XP_039492447.1|DSAN
OG0009583	LOC117895553|XP_034659153.1|DSUB	LOC120455264|XP_039497199.1|DSAN
OG0009584	LOC117903580|XP_034671691.1|DSUB	LOC120456934|XP_039500008.1|DSAN
OG0009585	LOC117898858|XP_034664426.1|DSUB	LOC120450977|XP_039490207.1|DSAN
OG0009586	LOC117895234|XP_034658631.1|DSUB	LOC120449419|XP_039487811.1|DSAN
OG0009587	LOC117889918|XP_034650334.1|DSUB	LOC120445410|XP_039481759.1|DSAN
OG0009588	LOC117896511|XP_034660756.1|DSUB	LOC120454038|XP_039494964.1|DSAN
OG0009589	LOC117895571|XP_034659182.1|DSUB	LOC120450420|XP_039489360.1|DSAN
OG0009590	LOC117894946|XP_034658162.1|DSUB	LOC120448573|XP_039486570.1|DSAN
OG0009591	LOC117899239|XP_034665004.1|DSUB	LOC120453334|XP_039493934.1|DSAN
OG0009592	LOC117896968|XP_034661408.1|DSUB	LOC120451520|XP_039491222.1|DSAN
OG0009593	LOC117896356|XP_034660522.1|DSUB	LOC120453940|XP_039494819.1|DSAN
OG0009594	LOC117899232|XP_034664996.1|DSUB	LOC120453530|XP_039494215.1|DSAN
OG0009595	LOC117896817|XP_034661213.1|DSUB	LOC120452838|XP_039493200.1|DSAN
OG0009596	LOC117899402|XP_034665279.1|DSUB	LOC120452169|XP_039492208.1|DSAN
OG0009597	LOC117899401|XP_034665278.1|DSUB	LOC120452359|XP_039492468.1|DSAN
OG0009598	LOC117899400|XP_034665276.1|DSUB	LOC120452358|XP_039492465.1|DSAN
OG0009599	LOC117899783|XP_034665947.1|DSUB	LOC120451674|XP_039491489.1|DSAN
OG0009600	LOC117898242|XP_034663378.1|DSUB	LOC120453606|XP_039494317.1|DSAN
OG0009601	LOC117896844|XP_034661259.1|DSUB	LOC120450749|XP_039489805.1|DSAN
OG0009602	LOC117896553|XP_034660830.1|DSUB	LOC120453580|XP_039494273.1|DSAN
OG0009603	LOC117898375|XP_034663607.1|DSUB	LOC120454575|XP_039495909.1|DSAN
OG0009604	LOC117903853|XP_034672212.1|DSUB	LOC120455022|XP_039496786.1|DSAN
OG0009605	LOC117898754|XP_034664271.1|DSUB	LOC120453954|XP_039494835.1|DSAN
OG0009606	LOC117896546|XP_034660822.1|DSUB	LOC120451760|XP_039491622.1|DSAN
OG0009607	LOC117896545|XP_034660821.1|DSUB	LOC120451849|XP_039491765.1|DSAN
OG0009608	LOC117898825|XP_034664383.1|DSUB	LOC120453926|XP_039494794.1|DSAN
OG0009609	LOC117896103|XP_034660046.1|DSUB	LOC120451489|XP_039491169.1|DSAN
OG0009610	LOC117896360|XP_034660526.1|DSUB	LOC120452142|XP_039492166.1|DSAN
OG0009611	LOC117898060|XP_034663119.1|DSUB	LOC120453671|XP_039494415.1|DSAN
OG0009612	LOC117897696|XP_034662608.1|DSUB	LOC120453061|XP_039493520.1|DSAN
OG0009613	LOC117900020|XP_034666098.1|DSUB	LOC120444511|XP_039480162.1|DSAN
OG0009614	LOC117896436|XP_034660655.1|DSUB	LOC120452156|XP_039492186.1|DSAN
OG0009615	LOC117899368|XP_034665238.1|DSUB	LOC120452194|XP_039492241.1|DSAN
OG0009616	LOC117899351|XP_034665209.1|DSUB	LOC120452212|XP_039492266.1|DSAN
OG0009617	LOC117897049|XP_034661524.1|DSUB	LOC120452969|XP_039493396.1|DSAN
OG0009619	LOC117899315|XP_034665138.1|DSUB	LOC120452281|XP_039492346.1|DSAN
OG0009620	LOC117896313|XP_034660433.1|DSUB	LOC120450784|XP_039489880.1|DSAN
OG0009621	LOC117899070|XP_034664727.1|DSUB	LOC120453970|XP_039494855.1|DSAN
OG0009622	LOC117896670|XP_034661008.1|DSUB	LOC120453503|XP_039494184.1|DSAN
OG0009624	LOC117897995|XP_034663011.1|DSUB	LOC120452370|XP_039492495.1|DSAN
OG0009625	LOC117897940|XP_034662923.1|DSUB	LOC120454076|XP_039495019.1|DSAN
OG0009626	LOC117897520|XP_034662327.1|DSUB	LOC120453760|XP_039494527.1|DSAN
OG0009627	LOC117899113|XP_034664792.1|DSUB	LOC120454012|XP_039494936.1|DSAN
OG0009628	LOC117897517|XP_034662324.1|DSUB	LOC120451461|XP_039491077.1|DSAN
OG0009629	LOC117898477|XP_034663803.1|DSUB	LOC120454473|XP_039495739.1|DSAN
OG0009630	LOC117898483|XP_034663810.1|DSUB	LOC120454477|XP_039495744.1|DSAN
OG0009631	LOC117896005|XP_034659893.1|DSUB	LOC120451078|XP_039490373.1|DSAN
OG0009632	LOC117895581|XP_034659207.1|DSUB	LOC120455957|XP_039498433.1|DSAN
OG0009633	LOC117890181|XP_034650770.1|DSUB	LOC120447087|XP_039484423.1|DSAN
OG0009634	LOC117898389|XP_034663636.1|DSUB	LOC120452696|XP_039492986.1|DSAN
OG0009635	LOC117896210|XP_034660231.1|DSUB	LOC120452312|XP_039492396.1|DSAN
OG0009636	LOC117894084|XP_034656842.1|DSUB	LOC120448675|XP_039486746.1|DSAN
OG0009637	LOC117896071|XP_034659987.1|DSUB	LOC120451528|XP_039491233.1|DSAN
OG0009638	LOC117896495|XP_034660726.1|DSUB	LOC120453148|XP_039493638.1|DSAN
OG0009639	LOC117898102|XP_034663174.1|DSUB	LOC120452672|XP_039492948.1|DSAN
OG0009640	LOC117898035|XP_034663066.1|DSUB	LOC120453554|XP_039494241.1|DSAN
OG0009641	LOC117897371|XP_034662060.1|DSUB	LOC120452379|XP_039492506.1|DSAN
OG0009642	LOC117896021|XP_034659919.1|DSUB	LOC120453536|XP_039494221.1|DSAN
OG0009643	LOC117898605|XP_034664046.1|DSUB	LOC120453654|XP_039494382.1|DSAN
OG0009644	LOC117897908|XP_034662876.1|DSUB	LOC120453477|XP_039494143.1|DSAN
OG0009645	LOC117897068|XP_034661562.1|DSUB	LOC120453552|XP_039494239.1|DSAN
OG0009646	LOC117896054|XP_034659953.1|DSUB	LOC120452290|XP_039492359.1|DSAN
OG0009647	LOC117897577|XP_034662421.1|DSUB	LOC120453736|XP_039494500.1|DSAN
OG0009648	LOC117898922|XP_034664525.1|DSUB	LOC120451764|XP_039491628.1|DSAN
OG0009649	LOC117898668|XP_034664135.1|DSUB	LOC120454175|XP_039495189.1|DSAN
OG0009650	LOC117902403|XP_034669631.1|DSUB	LOC120445666|XP_039482146.1|DSAN
OG0009651	LOC117902138|XP_034669165.1|DSUB	LOC120447444|XP_039484738.1|DSAN
OG0009653	LOC117900187|XP_034666327.1|DSUB	LOC120455530|XP_039497757.1|DSAN
OG0009654	LOC117900188|XP_034666328.1|DSUB	LOC120455536|XP_039497771.1|DSAN
OG0009655	LOC117902067|XP_034669043.1|DSUB	LOC120444765|XP_039480632.1|DSAN
OG0009656	LOC117902193|XP_034669281.1|DSUB	LOC120443974|XP_039479383.1|DSAN
OG0009657	LOC117901250|XP_034667821.1|DSUB	LOC120458458|XP_039502040.1|DSAN
OG0009658	LOC117900650|XP_034666973.1|DSUB	LOC120455674|XP_039498015.1|DSAN
OG0009659	LOC117900724|XP_034667083.1|DSUB	LOC120458200|XP_039501712.1|DSAN
OG0009660	LOC117900209|XP_034666379.1|DSUB	LOC120458604|XP_039502243.1|DSAN
OG0009661	LOC117902552|XP_034669881.1|DSUB	LOC120449364|XP_039487730.1|DSAN
OG0009662	LOC117900505|XP_034666787.1|DSUB	LOC120454497|XP_039495785.1|DSAN
OG0009663	LOC117902784|XP_034670277.1|DSUB	LOC120443752|XP_039478949.1|DSAN
OG0009664	LOC117902656|XP_034670075.1|DSUB	LOC120449275|XP_039487595.1|DSAN
OG0009665	LOC117901643|XP_034668368.1|DSUB	LOC120458643|XP_039502306.1|DSAN
OG0009666	LOC117901573|XP_034668262.1|DSUB	LOC120445662|XP_039482141.1|DSAN
OG0009667	LOC117901808|XP_034668613.1|DSUB	LOC120447065|XP_039484389.1|DSAN
OG0009668	LOC117900860|XP_034667271.1|DSUB	LOC120457770|XP_039501201.1|DSAN
OG0009669	LOC117900583|XP_034666884.1|DSUB	LOC120445324|XP_039481580.1|DSAN
OG0009670	LOC117900839|XP_034667242.1|DSUB	LOC120453395|XP_039494021.1|DSAN
OG0009671	LOC117902260|XP_034669410.1|DSUB	LOC120445304|XP_039481547.1|DSAN
OG0009672	LOC117902624|XP_034670032.1|DSUB	LOC120449867|XP_039488464.1|DSAN
OG0009673	LOC117902626|XP_034670036.1|DSUB	LOC120444096|XP_039479557.1|DSAN
OG0009674	LOC117900260|XP_034666456.1|DSUB	LOC120445530|XP_039481926.1|DSAN
OG0009675	LOC117901662|XP_034668392.1|DSUB	LOC120456856|XP_039499868.1|DSAN
OG0009676	LOC117901013|XP_034667503.1|DSUB	LOC120445743|XP_039482252.1|DSAN
OG0009677	LOC117902620|XP_034670029.1|DSUB	LOC120458410|XP_039501978.1|DSAN
OG0009678	LOC117901428|XP_034668061.1|DSUB	LOC120456436|XP_039499203.1|DSAN
OG0009679	LOC117901659|XP_034668389.1|DSUB	LOC120458434|XP_039502011.1|DSAN
OG0009680	LOC117902758|XP_034670242.1|DSUB	LOC120444026|XP_039479466.1|DSAN
OG0009681	LOC117890819|XP_034651780.1|DSUB	LOC120446705|XP_039483739.1|DSAN
OG0009682	LOC117889854|XP_034650244.1|DSUB	LOC120446713|XP_039483758.1|DSAN
OG0009683	LOC117892324|XP_034654367.1|DSUB	LOC120452455|XP_039492622.1|DSAN
OG0009684	LOC117892318|XP_034654362.1|DSUB	LOC120452420|XP_039492580.1|DSAN
OG0009685	LOC117892320|XP_034654364.1|DSUB	LOC120452444|XP_039492611.1|DSAN
OG0009686	LOC117891265|XP_034652527.1|DSUB	LOC120446296|XP_039483125.1|DSAN
OG0009687	LOC117892586|XP_034654815.1|DSUB	LOC120445197|XP_039481354.1|DSAN
OG0009688	LOC117892111|XP_034654017.1|DSUB	LOC120445744|XP_039482253.1|DSAN
OG0009689	LOC117890816|XP_034651777.1|DSUB	LOC120444909|XP_039480835.1|DSAN
OG0009690	LOC117891582|XP_034653000.1|DSUB	LOC120446470|XP_039483407.1|DSAN
OG0009691	LOC117892249|XP_034654252.1|DSUB	LOC120445048|XP_039481097.1|DSAN
OG0009692	LOC117892399|XP_034654506.1|DSUB	LOC120446383|XP_039483250.1|DSAN
OG0009693	LOC117890020|XP_034650517.1|DSUB	LOC120446866|XP_039484002.1|DSAN
OG0009695	LOC117892460|XP_034654602.1|DSUB	LOC120445156|XP_039481265.1|DSAN
OG0009696	LOC117892020|XP_034653807.1|DSUB	LOC120455273|XP_039497217.1|DSAN
OG0009697	LOC117898641|XP_034664095.1|DSUB	LOC120448995|XP_039487195.1|DSAN
OG0009698	LOC117891420|XP_034652781.1|DSUB	LOC120458828|XP_039502583.1|DSAN
OG0009699	LOC117890785|XP_034651748.1|DSUB	LOC120457721|XP_039501154.1|DSAN
OG0009700	LOC117892044|XP_034653861.1|DSUB	LOC120444500|XP_039480146.1|DSAN
OG0009701	LOC117898886|XP_034664460.1|DSUB	LOC120453653|XP_039494381.1|DSAN
OG0009702	LOC117897906|XP_034662875.1|DSUB	LOC120458726|XP_039502410.1|DSAN
OG0009703	LOC117902564|XP_034669897.1|DSUB	LOC120454249|XP_039495312.1|DSAN
OG0009704	LOC117890186|XP_034650782.1|DSUB	LOC120458844|XP_039502603.1|DSAN
OG0009705	LOC117892384|XP_034654486.1|DSUB	LOC120444770|XP_039480635.1|DSAN
OG0009706	LOC117892378|XP_034654480.1|DSUB	LOC120445306|XP_039481550.1|DSAN
OG0009707	LOC117898116|XP_034663194.1|DSUB	LOC120450917|XP_039490113.1|DSAN
OG0009708	LOC117892326|XP_034654370.1|DSUB	LOC120449672|XP_039488208.1|DSAN
OG0009709	LOC117892323|XP_034654366.1|DSUB	LOC120458489|XP_039502087.1|DSAN
OG0009710	LOC117892317|XP_034654361.1|DSUB	LOC120444148|XP_039479649.1|DSAN
OG0009711	LOC117889733|XP_034650047.1|DSUB	LOC120443751|XP_039478948.1|DSAN
OG0009712	LOC117894531|XP_034657539.1|DSUB	LOC120447863|XP_039485405.1|DSAN
OG0009713	LOC117889805|XP_034650173.1|DSUB	LOC120458668|XP_039502335.1|DSAN
OG0009714	LOC117890129|XP_034650707.1|DSUB	LOC120444636|XP_039480378.1|DSAN
OG0009715	LOC117890581|XP_034651410.1|DSUB	LOC120444679|XP_039480473.1|DSAN
OG0009716	LOC117892629|XP_034654873.1|DSUB	LOC120458541|XP_039502158.1|DSAN
OG0009717	LOC117890616|XP_034651448.1|DSUB	LOC120445592|XP_039482020.1|DSAN
OG0009718	LOC117891509|XP_034652894.1|DSUB	LOC120445802|XP_039482348.1|DSAN
OG0009719	LOC117891225|XP_034652462.1|DSUB	LOC120445710|XP_039482204.1|DSAN
OG0009720	LOC117892547|XP_034654748.1|DSUB	LOC120447253|XP_039484715.1|DSAN
OG0009721	LOC117890858|XP_034651835.1|DSUB	LOC120446820|XP_039483932.1|DSAN
OG0009722	LOC117892510|XP_034654683.1|DSUB	LOC120446871|XP_039484011.1|DSAN
OG0009723	LOC117893874|XP_034656536.1|DSUB	LOC120448908|XP_039487066.1|DSAN
OG0009724	LOC117891697|XP_034653179.1|DSUB	LOC120445027|XP_039481036.1|DSAN
OG0009725	LOC117891725|XP_034653208.1|DSUB	LOC120444595|XP_039480303.1|DSAN
OG0009726	LOC117898210|XP_034663325.1|DSUB	LOC120452817|XP_039493157.1|DSAN
OG0009727	LOC117890352|XP_034651035.1|DSUB	LOC120446069|XP_039482782.1|DSAN
OG0009728	LOC117892597|XP_034654826.1|DSUB	LOC120445697|XP_039482189.1|DSAN
OG0009729	LOC117890932|XP_034651958.1|DSUB	LOC120445823|XP_039482374.1|DSAN
OG0009730	LOC117903143|XP_034670872.1|DSUB	LOC120455128|XP_039496954.1|DSAN
