Orthogroup	DSUB.longest_only	DSUZ.longest_only
OG0009616	LOC117899351|XP_034665209.1|DSUB	LOC108017599|XP_036675663.1|DSUZ
OG0009617	LOC117897049|XP_034661524.1|DSUB	LOC108020297|XP_036677914.1|DSUZ
OG0009619	LOC117899315|XP_034665138.1|DSUB	LOC108020515|XP_016944338.2|DSUZ
OG0009620	LOC117896313|XP_034660433.1|DSUB	LOC108006093|XP_016925029.2|DSUZ
OG0009621	LOC117899070|XP_034664727.1|DSUB	LOC108006469|XP_036673147.1|DSUZ
OG0009622	LOC117896670|XP_034661008.1|DSUB	LOC108020115|XP_016943705.1|DSUZ
OG0009624	LOC117897995|XP_034663011.1|DSUB	LOC108010820|XP_016931256.2|DSUZ
OG0009625	LOC117897940|XP_034662923.1|DSUB	LOC108017262|XP_016939764.2|DSUZ
OG0009626	LOC117897520|XP_034662327.1|DSUB	LOC108010542|XP_036672959.1|DSUZ
OG0009627	LOC117899113|XP_034664792.1|DSUB	LOC108010541|XP_016930909.2|DSUZ
OG0009628	LOC117897517|XP_034662324.1|DSUB	LOC108005963|XP_036672990.1|DSUZ
OG0009629	LOC117898477|XP_034663803.1|DSUB	LOC108020811|XP_016944679.1|DSUZ
OG0009630	LOC117898483|XP_034663810.1|DSUB	LOC108020797|XP_016944664.1|DSUZ
OG0009631	LOC117896005|XP_034659893.1|DSUB	LOC108011584|XP_016932241.1|DSUZ
OG0009632	LOC117895581|XP_034659207.1|DSUB	LOC108004645|XP_016923085.1|DSUZ
OG0009633	LOC117890181|XP_034650770.1|DSUB	LOC108008663|XP_016928042.1|DSUZ
OG0009634	LOC117898389|XP_034663636.1|DSUB	LOC108010852|XP_016931313.2|DSUZ
OG0009635	LOC117896210|XP_034660231.1|DSUB	LOC108015944|XP_016938015.2|DSUZ
OG0009636	LOC117894084|XP_034656842.1|DSUB	LOC108012552|XP_016933453.1|DSUZ
OG0009637	LOC117896071|XP_034659987.1|DSUB	LOC108016439|XP_016938582.2|DSUZ
OG0009638	LOC117896495|XP_034660726.1|DSUB	LOC108014892|XP_016936599.1|DSUZ
OG0009639	LOC117898102|XP_034663174.1|DSUB	LOC108014246|XP_016935773.2|DSUZ
OG0009640	LOC117898035|XP_034663066.1|DSUB	LOC108006367|XP_016925377.2|DSUZ
OG0009641	LOC117897371|XP_034662060.1|DSUB	LOC108014166|XP_036673044.1|DSUZ
OG0009642	LOC117896021|XP_034659919.1|DSUB	LOC108020506|XP_016944325.2|DSUZ
OG0009643	LOC117898605|XP_034664046.1|DSUB	LOC108004933|XP_036673742.1|DSUZ
OG0009644	LOC117897908|XP_034662876.1|DSUB	LOC108007843|XP_036674682.1|DSUZ
OG0009645	LOC117897068|XP_034661562.1|DSUB	LOC108007850|XP_016927101.1|DSUZ
OG0009646	LOC117896054|XP_034659953.1|DSUB	LOC108017243|XP_016939731.2|DSUZ
OG0009647	LOC117897577|XP_034662421.1|DSUB	LOC108016504|XP_036675524.1|DSUZ
OG0009648	LOC117898922|XP_034664525.1|DSUB	LOC108015822|XP_016937877.2|DSUZ
OG0009649	LOC117898668|XP_034664135.1|DSUB	LOC108007630|XP_036673486.1|DSUZ
OG0009650	LOC117902403|XP_034669631.1|DSUB	LOC108021304|XP_036668830.1|DSUZ
OG0009651	LOC117902138|XP_034669165.1|DSUB	LOC108011491|XP_016932132.1|DSUZ
OG0009653	LOC117900187|XP_034666327.1|DSUB	LOC108009798|XP_016929955.1|DSUZ
OG0009654	LOC117900188|XP_034666328.1|DSUB	LOC108006209|XP_016925138.1|DSUZ
OG0009655	LOC117902067|XP_034669043.1|DSUB	LOC108018901|XP_016941981.1|DSUZ
OG0009656	LOC117902193|XP_034669281.1|DSUB	LOC108020644|XP_016944492.1|DSUZ
OG0009657	LOC117901250|XP_034667821.1|DSUB	LOC108005490|XP_016924312.1|DSUZ
OG0009658	LOC117900650|XP_034666973.1|DSUB	LOC108021723|XP_016946048.1|DSUZ
OG0009659	LOC117900724|XP_034667083.1|DSUB	LOC108021196|XP_016945278.1|DSUZ
OG0009660	LOC117900209|XP_034666379.1|DSUB	LOC108008983|XP_016928418.1|DSUZ
OG0009661	LOC117902552|XP_034669881.1|DSUB	LOC108005935|XP_016924851.1|DSUZ
OG0009662	LOC117900505|XP_034666787.1|DSUB	LOC108021402|XP_036676184.1|DSUZ
OG0009663	LOC117902784|XP_034670277.1|DSUB	LOC108021332|XP_016945492.1|DSUZ
OG0009664	LOC117902656|XP_034670075.1|DSUB	LOC108021652|XP_036677827.1|DSUZ
OG0009665	LOC117901643|XP_034668368.1|DSUB	LOC108007365|XP_016926510.1|DSUZ
OG0009666	LOC117901573|XP_034668262.1|DSUB	LOC108014680|XP_016936343.1|DSUZ
OG0009667	LOC117901808|XP_034668613.1|DSUB	LOC108021024|XP_016944993.1|DSUZ
OG0009668	LOC117900860|XP_034667271.1|DSUB	LOC108006078|XP_016925016.1|DSUZ
OG0009669	LOC117900583|XP_034666884.1|DSUB	LOC108021541|XP_016945796.1|DSUZ
OG0009670	LOC117900839|XP_034667242.1|DSUB	LOC108021210|XP_016945298.1|DSUZ
OG0009671	LOC117902260|XP_034669410.1|DSUB	LOC108009394|XP_016929198.1|DSUZ
OG0009672	LOC117902624|XP_034670032.1|DSUB	LOC108008974|XP_016928408.1|DSUZ
OG0009673	LOC117902626|XP_034670036.1|DSUB	LOC108016786|XP_016939085.1|DSUZ
OG0009674	LOC117900260|XP_034666456.1|DSUB	LOC108014749|XP_036672991.1|DSUZ
OG0009675	LOC117901662|XP_034668392.1|DSUB	LOC108007722|XP_016926966.1|DSUZ
OG0009676	LOC117901013|XP_034667503.1|DSUB	LOC108021563|XP_016945826.1|DSUZ
OG0009677	LOC117902620|XP_034670029.1|DSUB	LOC108006760|XP_016925803.1|DSUZ
OG0009678	LOC117901428|XP_034668061.1|DSUB	LOC108017524|XP_016940088.1|DSUZ
OG0009679	LOC117901659|XP_034668389.1|DSUB	LOC108005680|XP_016924496.1|DSUZ
OG0009680	LOC117902758|XP_034670242.1|DSUB	LOC108017155|XP_016939642.1|DSUZ
OG0009681	LOC117890819|XP_034651780.1|DSUB	LOC108008492|XP_016927841.1|DSUZ
OG0009682	LOC117889854|XP_034650244.1|DSUB	LOC108008999|XP_036668998.1|DSUZ
OG0009683	LOC117892324|XP_034654367.1|DSUB	LOC108017761|XP_016940365.1|DSUZ
OG0009684	LOC117892318|XP_034654362.1|DSUB	LOC108017750|XP_016940351.1|DSUZ
OG0009685	LOC117892320|XP_034654364.1|DSUB	LOC108017754|XP_016940355.1|DSUZ
OG0009686	LOC117891265|XP_034652527.1|DSUB	LOC108008573|XP_016927936.2|DSUZ
OG0009687	LOC117892586|XP_034654815.1|DSUB	LOC108008400|XP_016927734.1|DSUZ
OG0009688	LOC117892111|XP_034654017.1|DSUB	LOC108018215|XP_016941222.1|DSUZ
OG0009689	LOC117890816|XP_034651777.1|DSUB	LOC108018234|XP_036669938.1|DSUZ
OG0009690	LOC117891582|XP_034653000.1|DSUB	LOC108008455|XP_016927797.1|DSUZ
OG0009691	LOC117892249|XP_034654252.1|DSUB	LOC108009352|XP_016929139.1|DSUZ
OG0009692	LOC117892399|XP_034654506.1|DSUB	LOC108008923|XP_016928319.1|DSUZ
OG0009693	LOC117890020|XP_034650517.1|DSUB	LOC108009349|XP_016929129.1|DSUZ
OG0009694	LOC117890850|XP_034651828.1|DSUB	LOC108010007|XP_016930286.1|DSUZ
OG0009695	LOC117892460|XP_034654602.1|DSUB	LOC108008973|XP_016928406.1|DSUZ
OG0009696	LOC117892020|XP_034653807.1|DSUB	LOC108018190|XP_016941189.1|DSUZ
OG0009697	LOC117898641|XP_034664095.1|DSUB	LOC108012772|XP_016933695.1|DSUZ
OG0009698	LOC117891420|XP_034652781.1|DSUB	LOC108018033|XP_016940897.1|DSUZ
OG0009699	LOC117890785|XP_034651748.1|DSUB	LOC108010301|XP_016930668.1|DSUZ
OG0009700	LOC117892044|XP_034653861.1|DSUB	LOC108010188|XP_016930520.1|DSUZ
OG0009701	LOC117898886|XP_034664460.1|DSUB	LOC108015463|XP_016937383.2|DSUZ
OG0009702	LOC117897906|XP_034662875.1|DSUB	LOC108017868|XP_016940517.1|DSUZ
OG0009703	LOC117902564|XP_034669897.1|DSUB	LOC108014220|XP_016935744.1|DSUZ
OG0009704	LOC117890186|XP_034650782.1|DSUB	LOC108019643|XP_016943016.1|DSUZ
OG0009705	LOC117892384|XP_034654486.1|DSUB	LOC108008172|XP_036669119.1|DSUZ
OG0009706	LOC117892378|XP_034654480.1|DSUB	LOC108008171|XP_016927451.1|DSUZ
OG0009707	LOC117898116|XP_034663194.1|DSUB	LOC108016217|XP_016938336.2|DSUZ
OG0009708	LOC117892326|XP_034654370.1|DSUB	LOC108017763|XP_016940369.1|DSUZ
OG0009709	LOC117892323|XP_034654366.1|DSUB	LOC108017760|XP_016940362.1|DSUZ
OG0009710	LOC117892317|XP_034654361.1|DSUB	LOC108017746|XP_016940346.1|DSUZ
OG0009711	LOC117889733|XP_034650047.1|DSUB	LOC108018080|XP_016940971.1|DSUZ
OG0009712	LOC117894531|XP_034657539.1|DSUB	LOC108016489|XP_016938644.2|DSUZ
OG0009713	LOC117889805|XP_034650173.1|DSUB	LOC108019852|XP_016943383.1|DSUZ
OG0009714	LOC117890129|XP_034650707.1|DSUB	LOC108017851|XP_016940496.1|DSUZ
OG0009715	LOC117890581|XP_034651410.1|DSUB	LOC108010067|XP_016930370.1|DSUZ
OG0009716	LOC117892629|XP_034654873.1|DSUB	LOC108019812|XP_016943312.1|DSUZ
OG0009717	LOC117890616|XP_034651448.1|DSUB	LOC108017787|XP_016940418.1|DSUZ
OG0009718	LOC117891509|XP_034652894.1|DSUB	LOC108019639|XP_016943011.1|DSUZ
OG0009719	LOC117891225|XP_034652462.1|DSUB	LOC108010051|XP_016930351.1|DSUZ
OG0009720	LOC117892547|XP_034654748.1|DSUB	LOC108009387|XP_016929186.1|DSUZ
OG0009721	LOC117890858|XP_034651835.1|DSUB	LOC108008660|XP_016928038.1|DSUZ
OG0009722	LOC117892510|XP_034654683.1|DSUB	LOC108009230|XP_016928881.1|DSUZ
OG0009723	LOC117893874|XP_034656536.1|DSUB	LOC108020195|XP_036671566.1|DSUZ
OG0009724	LOC117891697|XP_034653179.1|DSUB	LOC108009931|XP_016930162.1|DSUZ
OG0009725	LOC117891725|XP_034653208.1|DSUB	LOC108008114|XP_016927393.2|DSUZ
OG0009726	LOC117898210|XP_034663325.1|DSUB	LOC108007418|XP_016926563.1|DSUZ
OG0009727	LOC117890352|XP_034651035.1|DSUB	LOC108019559|XP_016942885.1|DSUZ
OG0009728	LOC117892597|XP_034654826.1|DSUB	LOC108008959|XP_016928359.1|DSUZ
OG0009729	LOC117890932|XP_034651958.1|DSUB	LOC108008859|XP_016928252.1|DSUZ
OG0009730	LOC117903143|XP_034670872.1|DSUB	LOC108004599|XP_016923028.1|DSUZ
OG0009731	LOC117892756|XP_034655073.1|DSUB	LOC108008156|XP_016927433.1|DSUZ
OG0009732	LOC117891430|XP_034652792.1|DSUB	LOC108019644|XP_016943017.1|DSUZ
OG0009733	LOC117903446|XP_034671369.1|DSUB	LOC108016739|XP_016938970.1|DSUZ
OG0009734	LOC117903232|XP_034671023.1|DSUB	LOC108021805|XP_016946097.1|DSUZ
OG0009735	LOC117901959|XP_034668830.1|DSUB	LOC108012731|XP_016933651.1|DSUZ
OG0009736	LOC117903841|XP_034672187.1|DSUB	LOC108015314|XP_016937183.1|DSUZ
OG0009737	LOC117897256|XP_034661871.1|DSUB	LOC108018776|XP_016941848.1|DSUZ
OG0009738	LOC117891820|XP_034653448.1|DSUB	LOC108010430|XP_036675980.1|DSUZ
OG0009739	LOC117903585|XP_034671696.1|DSUB	LOC108010439|XP_016930788.1|DSUZ
OG0009740	LOC117897509|XP_034662303.1|DSUB	LOC108019157|XP_016942397.1|DSUZ
OG0009741	LOC117900777|XP_034667149.1|DSUB	LOC108012144|XP_016932928.1|DSUZ
OG0009742	LOC117890075|XP_034650614.1|DSUB	LOC108006519|XP_036676650.1|DSUZ
OG0009743	LOC117901152|XP_034667697.1|DSUB	LOC108005398|XP_016924149.1|DSUZ
OG0009744	LOC117903552|XP_034671643.1|DSUB	LOC108011153|XP_016931728.1|DSUZ
OG0009745	LOC117889607|XP_034649917.1|DSUB	LOC108019109|XP_016942319.1|DSUZ
OG0009746	LOC117893770|XP_034656404.1|DSUB, LOC117894248|XP_034657087.1|DSUB	LOC108012683|XP_016933598.1|DSUZ
OG0009747	LOC117901374|XP_034667975.1|DSUB	LOC108008776|XP_016928166.1|DSUZ
OG0009748	LOC117902274|XP_034669433.1|DSUB	LOC108015227|XP_016937060.1|DSUZ
OG0009749	LOC117893711|XP_034656289.1|DSUB	LOC108017649|XP_016940248.2|DSUZ
OG0009750	LOC117893121|XP_034655461.1|DSUB	LOC108012654|XP_016933570.1|DSUZ
OG0009751	LOC117903836|XP_034672179.1|DSUB	LOC108014962|XP_036676830.1|DSUZ
OG0009752	LOC117903820|XP_034672154.1|DSUB	LOC108016654|XP_016938851.1|DSUZ
OG0009753	LOC117903822|XP_034672166.1|DSUB	LOC108016660|XP_016938859.2|DSUZ
OG0009754	LOC117891961|XP_034653724.1|DSUB	LOC108008975|XP_016928407.1|DSUZ
OG0009755	LOC117896905|XP_034661368.1|DSUB	LOC108006328|XP_016925319.1|DSUZ
OG0009756	LOC117903483|XP_034671438.1|DSUB	LOC108014989|XP_016936700.1|DSUZ
OG0009757	LOC117901793|XP_034668594.1|DSUB	LOC108008511|XP_016927867.1|DSUZ
OG0009758	LOC117897787|XP_034662727.1|DSUB, LOC117896016|XP_034659913.1|DSUB	LOC108007233|XP_036674590.1|DSUZ
OG0009759	LOC117897603|XP_034662455.1|DSUB	LOC108005654|XP_016924458.1|DSUZ
OG0009760	LOC117894590|XP_034657632.1|DSUB	LOC108015154|XP_016936919.1|DSUZ
OG0009761	LOC117901075|XP_034667582.1|DSUB	LOC108015160|XP_016936928.1|DSUZ
OG0009762	LOC117894481|XP_034657478.1|DSUB	LOC108016744|XP_016938974.1|DSUZ
OG0009763	LOC117895567|XP_034659174.1|DSUB	LOC108012819|XP_016933751.1|DSUZ
OG0009764	LOC117895233|XP_034658630.1|DSUB	LOC108006848|XP_016925886.1|DSUZ
OG0009765	LOC117894738|XP_034657828.1|DSUB	LOC108013571|XP_016934981.1|DSUZ
OG0009766	LOC117895267|XP_034658681.1|DSUB	LOC108013581|XP_016934998.1|DSUZ
OG0009767	LOC117895266|XP_034658680.1|DSUB	LOC108012442|XP_016933299.1|DSUZ
OG0009768	LOC117894833|XP_034657971.1|DSUB	LOC108007145|XP_016926237.1|DSUZ
OG0009769	LOC117893730|XP_034656342.1|DSUB	LOC108012995|XP_016934057.1|DSUZ
OG0009770	LOC117893449|XP_034655959.1|DSUB	LOC108005811|XP_016924629.2|DSUZ
OG0009771	LOC117895117|XP_034658414.1|DSUB	LOC108013051|XP_016934150.1|DSUZ
OG0009772	LOC117893428|XP_034655937.1|DSUB	LOC108012484|XP_016933375.1|DSUZ
OG0009773	LOC117893982|XP_034656685.1|DSUB	LOC108006672|XP_016925699.2|DSUZ
OG0009774	LOC117893588|XP_034656151.1|DSUB	LOC108012812|XP_016933740.1|DSUZ
OG0009775	LOC117894988|XP_034658226.1|DSUB	LOC108006866|XP_016925924.1|DSUZ
OG0009776	LOC117894021|XP_034656749.1|DSUB	LOC108013242|XP_016934477.1|DSUZ
OG0009777	LOC117893849|XP_034656507.1|DSUB	LOC108013434|XP_016934794.1|DSUZ
OG0009778	LOC117894853|XP_034657999.1|DSUB	LOC108012495|XP_016933393.1|DSUZ
OG0009779	LOC117894579|XP_034657611.1|DSUB	LOC108012479|XP_016933365.1|DSUZ
OG0009780	LOC117894568|XP_034657592.1|DSUB	LOC108013608|XP_036671775.1|DSUZ
OG0009781	LOC117894228|XP_034657035.1|DSUB	LOC108012294|XP_036671752.1|DSUZ
OG0009782	LOC117893008|XP_034655255.1|DSUB	LOC108007089|XP_016926182.1|DSUZ
OG0009783	LOC117895364|XP_034658839.1|DSUB	LOC108012401|XP_016933250.1|DSUZ
OG0009784	LOC117895592|XP_034659233.1|DSUB	LOC108012456|XP_016933332.2|DSUZ
OG0009785	LOC117893378|XP_034655863.1|DSUB	LOC108012302|XP_016933092.1|DSUZ
OG0009786	LOC117895523|XP_034659119.1|DSUB	LOC108012601|XP_016933510.1|DSUZ
OG0009787	LOC117895516|XP_034659112.1|DSUB	LOC108013330|XP_016934618.1|DSUZ
OG0009788	LOC117893123|XP_034655463.1|DSUB	LOC108012398|XP_016933246.1|DSUZ
OG0009789	LOC117894669|XP_034657737.1|DSUB	LOC118877254|XP_036670865.1|DSUZ
OG0009790	LOC117892041|XP_034653857.1|DSUB	LOC108008909|XP_016928305.1|DSUZ
OG0009791	LOC117895161|XP_034658507.1|DSUB	LOC108012586|XP_016933492.1|DSUZ
OG0009792	LOC117895149|XP_034658473.1|DSUB	LOC108013311|XP_016934592.1|DSUZ
OG0009793	LOC117894608|XP_034657650.1|DSUB	LOC108013292|XP_016934559.1|DSUZ
OG0009794	LOC117898490|XP_034663817.1|DSUB	LOC108012103|XP_016932871.1|DSUZ
OG0009795	LOC117896650|XP_034660991.1|DSUB	LOC108018441|XP_016941487.1|DSUZ
OG0009796	LOC117893804|XP_034656441.1|DSUB	LOC108018741|XP_016941805.2|DSUZ
OG0009797	LOC117894143|XP_034656928.1|DSUB	LOC108006877|XP_016925945.1|DSUZ
OG0009798	LOC117893702|XP_034656281.1|DSUB	LOC108006872|XP_036672334.1|DSUZ
OG0009799	LOC117893858|XP_034656518.1|DSUB	LOC108012885|XP_016933872.1|DSUZ
OG0009800	LOC117893542|XP_034656083.1|DSUB	LOC108006898|XP_016925976.2|DSUZ
OG0009801	LOC117894856|XP_034658004.1|DSUB	LOC108018790|XP_016941864.2|DSUZ
OG0009802	LOC117893034|XP_034655286.1|DSUB	LOC108011799|XP_036671968.1|DSUZ
OG0009803	LOC117894515|XP_034657516.1|DSUB	LOC108011322|XP_016931920.2|DSUZ
OG0009804	LOC117894533|XP_034657541.1|DSUB	LOC108007322|XP_016942694.1|DSUZ
OG0009805	LOC117894525|XP_034657530.1|DSUB	LOC118877425|XP_036672093.1|DSUZ
OG0009806	LOC117894514|XP_034657515.1|DSUB	LOC108019377|XP_016942689.2|DSUZ
OG0009807	LOC117894549|XP_034657561.1|DSUB	LOC108019375|XP_016942687.2|DSUZ
OG0009808	LOC117893011|XP_034655257.1|DSUB	LOC108007090|XP_036670521.1|DSUZ
OG0009809	LOC117894636|XP_034657699.1|DSUB	LOC108005812|XP_016924630.1|DSUZ
OG0009810	LOC117893657|XP_034656239.1|DSUB	LOC108012303|XP_036671359.1|DSUZ
OG0009811	LOC117893658|XP_034656240.1|DSUB	LOC108012749|XP_016933671.1|DSUZ
OG0009812	LOC117893769|XP_034656400.1|DSUB	LOC108013288|XP_016934548.1|DSUZ
OG0009813	LOC117894255|XP_034657099.1|DSUB	LOC108010671|XP_036670651.1|DSUZ
OG0009814	LOC117894388|XP_034657285.1|DSUB	LOC108012575|XP_016933478.1|DSUZ
OG0009815	LOC117893604|XP_034656171.1|DSUB	LOC118877520|XP_036672449.1|DSUZ, LOC118877324|XP_036671489.1|DSUZ
OG0009816	LOC117893467|XP_034655979.1|DSUB	LOC108013345|XP_016934638.1|DSUZ
OG0009817	LOC117893023|XP_034655271.1|DSUB	LOC108012626|XP_016933537.1|DSUZ
OG0009818	LOC117893885|XP_034656548.1|DSUB	LOC108005545|XP_016924328.2|DSUZ
OG0009819	LOC117893460|XP_034655970.1|DSUB	LOC108005544|XP_016924327.2|DSUZ
OG0009820	LOC117894411|XP_034657311.1|DSUB	LOC108005532|XP_036671353.1|DSUZ
OG0009821	LOC117894647|XP_034657710.1|DSUB	LOC108012500|XP_016933397.1|DSUZ
OG0009822	LOC117894222|XP_034657029.1|DSUB	LOC108019416|XP_036671600.1|DSUZ
OG0009823	LOC117895331|XP_034658795.1|DSUB	LOC108012355|XP_016933196.1|DSUZ
OG0009824	LOC117893754|XP_034656379.1|DSUB	LOC108015912|XP_016937974.2|DSUZ
OG0009825	LOC117895748|XP_034659510.1|DSUB	LOC108012570|XP_016933473.1|DSUZ
OG0009826	LOC117892999|XP_034655245.1|DSUB	LOC108007424|XP_036672151.1|DSUZ
OG0009827	LOC117892997|XP_034655243.1|DSUB	LOC108007423|XP_036672152.1|DSUZ
OG0009828	LOC117895177|XP_034658530.1|DSUB	LOC108015890|XP_036671698.1|DSUZ
OG0009829	LOC117894284|XP_034657133.1|DSUB	LOC108013776|XP_036672343.1|DSUZ
OG0009830	LOC117894556|XP_034657571.1|DSUB	LOC108015881|XP_016937938.2|DSUZ
OG0009831	LOC117893431|XP_034655940.1|DSUB	LOC108015877|XP_016937933.2|DSUZ
OG0009832	LOC117894118|XP_034656891.1|DSUB	LOC108015880|XP_016937937.2|DSUZ
OG0009833	LOC117894727|XP_034657807.1|DSUB	LOC108007521|XP_016926696.2|DSUZ
OG0009834	LOC117891165|XP_034652379.1|DSUB	LOC108010095|XP_016930403.1|DSUZ
OG0009835	LOC117891168|XP_034652382.1|DSUB	LOC108008920|XP_016928316.1|DSUZ
OG0009836	LOC117897449|XP_034662184.1|DSUB	LOC108017557|XP_016940129.2|DSUZ
OG0009837	LOC117897989|XP_034663005.1|DSUB	LOC108007725|XP_016926965.2|DSUZ
OG0009838	LOC117900181|XP_034666318.1|DSUB	LOC108010628|XP_016931012.1|DSUZ
OG0009839	LOC117892543|XP_034654743.1|DSUB	LOC108017931|XP_016940613.1|DSUZ
OG0009840	LOC117900759|XP_034667132.1|DSUB	LOC108021064|XP_016945062.1|DSUZ
OG0009841	LOC117901949|XP_034668814.1|DSUB	LOC108014282|XP_016935818.1|DSUZ
OG0009842	LOC117895088|XP_034658376.1|DSUB	LOC108013167|XP_016934353.1|DSUZ
OG0009843	LOC117893921|XP_034656594.1|DSUB	LOC118877290|XP_036671216.1|DSUZ
OG0009844	LOC117895582|XP_034659203.1|DSUB	LOC108013319|XP_016934600.1|DSUZ
OG0009845	LOC117890981|XP_034652021.1|DSUB	LOC108009521|XP_016929439.1|DSUZ
OG0009846	LOC117901967|XP_034668839.1|DSUB	LOC108009853|XP_016930043.1|DSUZ
OG0009847	LOC117891084|XP_034652158.1|DSUB	LOC108019068|XP_016942198.1|DSUZ
OG0009848	LOC117896749|XP_034661110.1|DSUB	LOC108004766|XP_016923298.1|DSUZ
OG0009849	LOC117899304|XP_034665116.1|DSUB	LOC108017319|XP_036673995.1|DSUZ
OG0009850	LOC117902687|XP_034670118.1|DSUB	LOC108020464|XP_016944277.1|DSUZ
OG0009851	LOC117900509|XP_034666793.1|DSUB	LOC108019087|XP_016942250.1|DSUZ
OG0009852	LOC117891533|XP_034652933.1|DSUB	LOC108014515|XP_016936141.2|DSUZ
OG0009853	LOC117890031|XP_034650542.1|DSUB	LOC108006541|XP_016925562.1|DSUZ
OG0009855	LOC117900649|XP_034666972.1|DSUB	LOC108019033|XP_016942135.1|DSUZ
OG0009856	LOC117900407|XP_034666653.1|DSUB	LOC108009615|XP_016929593.1|DSUZ
OG0009857	LOC117900762|XP_034667134.1|DSUB	LOC108021068|XP_016945069.1|DSUZ
OG0009858	LOC117901123|XP_034667652.1|DSUB	LOC108016906|XP_016939351.1|DSUZ
OG0009859	LOC117901261|XP_034667845.1|DSUB	LOC108020915|XP_016944824.1|DSUZ
OG0009860	LOC117901937|XP_034668796.1|DSUB	LOC108009261|XP_016928957.1|DSUZ
OG0009861	LOC117900636|XP_034666956.1|DSUB	LOC108010761|XP_016931181.1|DSUZ
OG0009862	LOC117901436|XP_034668071.1|DSUB	LOC108009770|XP_016929891.1|DSUZ
OG0009863	LOC117902561|XP_034669893.1|DSUB	LOC108014164|XP_016935691.1|DSUZ, LOC108008230|XP_036678581.1|DSUZ
OG0009864	LOC117900919|XP_034667373.1|DSUB	LOC108021317|XP_016945467.1|DSUZ
OG0009865	LOC117900770|XP_034667141.1|DSUB	LOC108014015|XP_016935515.1|DSUZ
OG0009866	LOC117895444|XP_034659001.1|DSUB	LOC108012262|XP_016933051.1|DSUZ
OG0009867	LOC117895861|XP_034659720.1|DSUB	LOC108010945|XP_016931446.1|DSUZ
OG0009868	LOC117894405|XP_034657308.1|DSUB	LOC108005845|XP_016924685.2|DSUZ
OG0009869	LOC117901567|XP_034668256.1|DSUB, LOC117901804|XP_034668609.1|DSUB, LOC117901939|XP_034668799.1|DSUB, LOC117897200|XP_034661793.1|DSUB, LOC117901803|XP_034668607.1|DSUB, LOC117901565|XP_034668254.1|DSUB	LOC118877605|XP_036672831.1|DSUZ, LOC118878070|XP_036675175.1|DSUZ
OG0009870	LOC117892962|XP_034655185.1|DSUB	LOC108019387|XP_016942700.2|DSUZ
OG0009871	LOC117890522|XP_034651319.1|DSUB	LOC108019671|XP_016943050.1|DSUZ
OG0009872	LOC117891783|XP_034653344.1|DSUB	LOC108010032|XP_016930327.1|DSUZ
OG0009873	LOC117891559|XP_034652970.1|DSUB	LOC108008457|XP_016927800.1|DSUZ
OG0009874	LOC117894152|XP_034656939.1|DSUB	LOC108010504|XP_016930868.2|DSUZ
OG0009875	LOC117894661|XP_034657727.1|DSUB	LOC108007440|XP_016926590.2|DSUZ
OG0009876	LOC117892641|XP_034654887.1|DSUB	LOC108008169|XP_016927448.1|DSUZ
OG0009877	LOC117890662|XP_034651526.1|DSUB	LOC108009169|XP_016928787.1|DSUZ
OG0009878	LOC117890109|XP_034650668.1|DSUB	LOC108019795|XP_016943284.1|DSUZ
OG0009879	LOC117890223|XP_034650851.1|DSUB	LOC108008879|XP_016928273.1|DSUZ
OG0009880	LOC117889820|XP_034650191.1|DSUB	LOC108010317|XP_016930702.1|DSUZ
OG0009881	LOC117890682|XP_034651556.1|DSUB	LOC108019697|XP_016943080.1|DSUZ
OG0009882	LOC117892739|XP_034655055.1|DSUB	LOC108008802|XP_016928195.1|DSUZ
OG0009883	LOC117889883|XP_034650284.1|DSUB	LOC108008703|XP_016928088.1|DSUZ
OG0009884	LOC117892310|XP_034654348.1|DSUB	LOC108008854|XP_016928249.1|DSUZ
OG0009885	LOC117891019|XP_034652072.1|DSUB	LOC108009671|XP_016929691.1|DSUZ
OG0009886	LOC117892124|XP_034654047.1|DSUB	LOC108009288|XP_016929007.1|DSUZ
OG0009887	LOC117890905|XP_034651895.1|DSUB	LOC108019830|XP_016943337.1|DSUZ
OG0009888	LOC117891528|XP_034652920.1|DSUB	LOC108008886|XP_016928280.1|DSUZ
OG0009889	LOC117891474|XP_034652846.1|DSUB	LOC108008262|XP_036669284.1|DSUZ
OG0009890	LOC117889963|XP_034650415.1|DSUB, LOC117892260|XP_034654267.1|DSUB	LOC108010156|XP_016930479.1|DSUZ
OG0009891	LOC117891708|XP_034653193.1|DSUB	LOC108011609|XP_016932270.1|DSUZ
OG0009893	LOC117892639|XP_034654885.1|DSUB	LOC108008421|XP_016927758.1|DSUZ
OG0009894	LOC117897088|XP_034661618.1|DSUB	LOC108016091|XP_016938177.2|DSUZ, LOC108011780|XP_016932506.2|DSUZ
OG0009895	LOC117898894|XP_034664468.1|DSUB	LOC108011277|XP_036674999.1|DSUZ
OG0009896	LOC117895984|XP_034659857.1|DSUB	LOC108007933|XP_036674187.1|DSUZ
OG0009897	LOC117896375|XP_034660542.1|DSUB	LOC108007005|XP_016926100.2|DSUZ
OG0009898	LOC117898558|XP_034663934.1|DSUB	LOC108014160|XP_016935683.2|DSUZ
OG0009899	LOC117897079|XP_034661606.1|DSUB	LOC108017468|XP_016939995.2|DSUZ
