Orthogroup	DSUB.longest_only	CPIP.longest_only
OG0007297	LOC117897473|XP_034662215.1|DSUB	LOC120413805|XP_039430696.1|CPIP
OG0007298	LOC117895961|XP_034659807.1|DSUB	LOC120413809|XP_039430698.1|CPIP
OG0007299	LOC117896638|XP_034660976.1|DSUB	LOC120413744|XP_039430603.1|CPIP
OG0007300	LOC117896089|XP_034660018.1|DSUB	LOC120413803|XP_039430694.1|CPIP
OG0007301	LOC117897305|XP_034661947.1|DSUB	LOC120413763|XP_039430631.1|CPIP
OG0007302	LOC117899175|XP_034664927.1|DSUB	LOC120422478|XP_039441869.1|CPIP
OG0007303	LOC117903093|XP_034670792.1|DSUB	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP
OG0007304	LOC117902041|XP_034668996.1|DSUB	LOC120422603|XP_039442028.1|CPIP
OG0007305	LOC117894236|XP_034657044.1|DSUB	LOC120414831|XP_039432092.1|CPIP
OG0007306	LOC117894234|XP_034657042.1|DSUB	LOC120414830|XP_039432091.1|CPIP
OG0007307	LOC117898241|XP_034663377.1|DSUB	LOC120414803|XP_039432053.1|CPIP
OG0007308	LOC117899257|XP_034665035.1|DSUB	LOC120414847|XP_039432106.1|CPIP
OG0007309	LOC117897870|XP_034662835.1|DSUB	LOC120414838|XP_039432098.1|CPIP
OG0007310	LOC117896390|XP_034660585.1|DSUB	LOC120414794|XP_039432039.1|CPIP
OG0007311	LOC117897672|XP_034662565.1|DSUB	LOC120414843|XP_039432100.1|CPIP
OG0007312	LOC117892390|XP_034654497.1|DSUB	LOC120414810|XP_039432065.1|CPIP
OG0007313	LOC117896199|XP_034660213.1|DSUB	LOC120413927|XP_039430850.1|CPIP
OG0007314	LOC117903537|XP_034671616.1|DSUB	LOC120413979|XP_039430921.1|CPIP
OG0007315	LOC117893616|XP_034656213.1|DSUB	LOC120413919|XP_039430827.1|CPIP
OG0007316	LOC117898507|XP_034663850.1|DSUB	LOC120413908|XP_039430818.1|CPIP
OG0007317	LOC117897137|XP_034661699.1|DSUB	LOC120413968|XP_039430909.1|CPIP
OG0007318	LOC117897133|XP_034661692.1|DSUB	LOC120413955|XP_039430893.1|CPIP
OG0007319	LOC117894100|XP_034656866.1|DSUB	LOC120413046|XP_039429672.1|CPIP
OG0007320	LOC117901511|XP_034668173.1|DSUB	LOC120413055|XP_039429693.1|CPIP
OG0007321	LOC117897773|XP_034662713.1|DSUB	LOC120413070|XP_039429707.1|CPIP
OG0007322	LOC117903619|XP_034671766.1|DSUB	LOC120413053|XP_039429684.1|CPIP
OG0007323	LOC117895638|XP_034659296.1|DSUB	LOC120413074|XP_039429710.1|CPIP
OG0007324	LOC117898227|XP_034663353.1|DSUB	LOC120412961|XP_039429539.1|CPIP
OG0007325	LOC117897791|XP_034662732.1|DSUB	LOC120412988|XP_039429572.1|CPIP
OG0007326	LOC117898222|XP_034663345.1|DSUB	LOC120412942|XP_039429513.1|CPIP
OG0007327	LOC117894886|XP_034658059.1|DSUB	LOC120412984|XP_039429567.1|CPIP
OG0007328	LOC117898043|XP_034663093.1|DSUB	LOC120412949|XP_039429523.1|CPIP
OG0007329	LOC117898993|XP_034664627.1|DSUB	LOC120413007|XP_039429590.1|CPIP
OG0007331	LOC117899707|XP_034665851.1|DSUB	LOC120414381|XP_039431485.1|CPIP
OG0007332	LOC117898573|XP_034664099.1|DSUB	LOC120414375|XP_039431477.1|CPIP
OG0007333	LOC117896105|XP_034660049.1|DSUB	LOC120417908|XP_039436071.1|CPIP
OG0007334	LOC117900790|XP_034667161.1|DSUB	LOC120417903|XP_039436067.1|CPIP
OG0007335	LOC117893072|XP_034655378.1|DSUB	LOC120419331|XP_039437934.1|CPIP
OG0007336	LOC117903130|XP_034670853.1|DSUB	LOC120419355|XP_039437959.1|CPIP
OG0007337	LOC117893514|XP_034656045.1|DSUB	LOC120419363|XP_039437966.1|CPIP
OG0007338	LOC117893031|XP_034655281.1|DSUB	LOC120414013|XP_039430963.1|CPIP
OG0007339	LOC117899097|XP_034664765.1|DSUB	LOC120414011|XP_039430960.1|CPIP
OG0007340	LOC117899025|XP_034664676.1|DSUB	LOC120413993|XP_039430936.1|CPIP
OG0007341	LOC117897916|XP_034662887.1|DSUB	LOC120413989|XP_039430930.1|CPIP
OG0007342	LOC117898730|XP_034664241.1|DSUB	LOC120414006|XP_039430953.1|CPIP
OG0007343	LOC117897474|XP_034662216.1|DSUB	LOC120425925|XP_039446479.1|CPIP
OG0007344	LOC117901460|XP_034668105.1|DSUB	LOC120425924|XP_039446478.1|CPIP
OG0007345	LOC117896841|XP_034661255.1|DSUB	LOC120425927|XP_039446481.1|CPIP
OG0007346	LOC117894967|XP_034658192.1|DSUB	LOC120425931|XP_039446486.1|CPIP
OG0007347	LOC117903628|XP_034671791.1|DSUB	LOC120425934|XP_039446490.1|CPIP
OG0007348	LOC117903538|XP_034671619.1|DSUB	LOC120425941|XP_039446508.1|CPIP
OG0007349	LOC117903545|XP_034671630.1|DSUB	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP
OG0007350	LOC117903066|XP_034670723.1|DSUB	LOC120425655|XP_039446170.1|CPIP
OG0007351	LOC117893507|XP_034656035.1|DSUB	LOC120426303|XP_039446985.1|CPIP
OG0007352	LOC117890758|XP_034651710.1|DSUB	LOC120426309|XP_039446991.1|CPIP
OG0007354	LOC117903865|XP_034672246.1|DSUB	LOC120422369|XP_039441712.1|CPIP
OG0007355	LOC117899520|XP_034665463.1|DSUB	LOC120422358|XP_039441699.1|CPIP
OG0007356	LOC117890315|XP_034650993.1|DSUB	LOC120422370|XP_039441713.1|CPIP
OG0007357	LOC117899430|XP_034665320.1|DSUB	LOC120422365|XP_039441708.1|CPIP
OG0007358	LOC117896418|XP_034660626.1|DSUB	LOC120422359|XP_039441702.1|CPIP
OG0007359	LOC117899710|XP_034665811.1|DSUB	LOC120423438|XP_039443187.1|CPIP
OG0007360	LOC117899187|XP_034664940.1|DSUB	LOC120421504|XP_039440659.1|CPIP
OG0007361	LOC117903367|XP_034671221.1|DSUB	LOC120421822|XP_039441036.1|CPIP
OG0007362	LOC117902753|XP_034670233.1|DSUB	LOC120422093|XP_039441379.1|CPIP
OG0007363	LOC117900222|XP_034666401.1|DSUB	LOC120421952|XP_039441200.1|CPIP
OG0007364	LOC117900176|XP_034666316.1|DSUB	LOC120422116|XP_039441422.1|CPIP
OG0007365	LOC117897270|XP_034661891.1|DSUB	LOC120421868|XP_039441102.1|CPIP
OG0007366	LOC117898030|XP_034663058.1|DSUB	LOC120422084|XP_039441368.1|CPIP
OG0007367	LOC117893170|XP_034655539.1|DSUB	LOC120422053|XP_039441323.1|CPIP
OG0007368	LOC117898345|XP_034663568.1|DSUB	LOC120421179|XP_039440310.1|CPIP
OG0007369	LOC117896403|XP_034660607.1|DSUB	LOC120421153|XP_039440281.1|CPIP
OG0007370	LOC117892716|XP_034655027.1|DSUB	LOC120422175|XP_039441488.1|CPIP
OG0007371	LOC117897440|XP_034662171.1|DSUB	LOC120421441|XP_039440585.1|CPIP
OG0007372	LOC117898906|XP_034664486.1|DSUB	LOC120422751|XP_039442227.1|CPIP
OG0007373	LOC117891615|XP_034653046.1|DSUB	LOC120422753|XP_039442230.1|CPIP
OG0007374	LOC117890880|XP_034651867.1|DSUB	LOC120422722|XP_039442186.1|CPIP
OG0007375	LOC117903161|XP_034670891.1|DSUB	LOC120418243|XP_039436490.1|CPIP
OG0007376	LOC117903595|XP_034671722.1|DSUB	LOC120418240|XP_039436481.1|CPIP
OG0007377	LOC117898926|XP_034664529.1|DSUB	LOC120418273|XP_039436526.1|CPIP
OG0007378	LOC117890247|XP_034650888.1|DSUB	LOC120418252|XP_039436499.1|CPIP
OG0007379	LOC117889578|XP_034649874.1|DSUB	LOC120418235|XP_039436471.1|CPIP
OG0007381	LOC117897986|XP_034663003.1|DSUB	LOC120431179|XP_039452250.1|CPIP
OG0007382	LOC117893566|XP_034656130.1|DSUB	LOC120431924|XP_039452998.1|CPIP
OG0007383	LOC117900795|XP_034667172.1|DSUB	LOC120431650|XP_039452691.1|CPIP
OG0007386	LOC117890558|XP_034651384.1|DSUB	LOC120417194|XP_039435095.1|CPIP
OG0007387	LOC117902086|XP_034669073.1|DSUB	LOC120426737|XP_039447448.1|CPIP
OG0007388	LOC117903449|XP_034671373.1|DSUB	LOC120427315|XP_039448103.1|CPIP
OG0007389	LOC117902467|XP_034669764.1|DSUB	LOC120431003|XP_039452096.1|CPIP
OG0007393	LOC117898820|XP_034664373.1|DSUB	LOC120431558|XP_039452600.1|CPIP
OG0007394	LOC117903749|XP_034672042.1|DSUB	LOC120429482|XP_039450488.1|CPIP
OG0007395	LOC117903800|XP_034672122.1|DSUB	LOC120424737|XP_039444862.1|CPIP
OG0007396	LOC117897915|XP_034662886.1|DSUB	LOC120430955|XP_039452017.1|CPIP
OG0007398	LOC117890883|XP_034651866.1|DSUB	LOC120424119|XP_039444094.1|CPIP
OG0007399	LOC117898872|XP_034664448.1|DSUB	LOC120424133|XP_039444107.1|CPIP
OG0007400	LOC117903495|XP_034671466.1|DSUB	LOC120419414|XP_039438026.1|CPIP
OG0007401	LOC117903788|XP_034672107.1|DSUB	LOC120419394|XP_039438000.1|CPIP
OG0007402	LOC117896364|XP_034660531.1|DSUB	LOC120419423|XP_039438030.1|CPIP
OG0007403	LOC117896791|XP_034661179.1|DSUB, LOC117899557|XP_034665536.1|DSUB	LOC120417930|XP_039436101.1|CPIP
OG0007404	LOC117898761|XP_034664283.1|DSUB	LOC120417925|XP_039436095.1|CPIP
OG0007405	LOC117896007|XP_034659895.1|DSUB	LOC120419553|XP_039438201.1|CPIP
OG0007406	LOC117898954|XP_034664583.1|DSUB	LOC120420571|XP_039439583.1|CPIP
OG0007409	LOC117901345|XP_034667947.1|DSUB	LOC120428915|XP_039449992.1|CPIP
OG0007410	LOC117903688|XP_034671918.1|DSUB	LOC120423157|XP_039442771.1|CPIP
OG0007411	LOC117903047|XP_034670677.1|DSUB	LOC120423154|XP_039442767.1|CPIP
OG0007412	LOC117898967|XP_034664638.1|DSUB	LOC120423151|XP_039442766.1|CPIP
OG0007413	LOC117890487|XP_034651266.1|DSUB	LOC120419395|XP_039438001.1|CPIP
OG0007414	LOC117902412|XP_034669645.1|DSUB	LOC120431824|XP_039452880.1|CPIP
OG0007415	LOC117899069|XP_034664730.1|DSUB	LOC120421353|XP_039440472.1|CPIP
OG0007416	LOC117903146|XP_034670876.1|DSUB	LOC120421370|XP_039440496.1|CPIP
OG0007417	LOC117899125|XP_034664812.1|DSUB	LOC120421372|XP_039440498.1|CPIP
OG0007418	LOC117892252|XP_034654254.1|DSUB	LOC120419573|XP_039438232.1|CPIP
OG0007419	LOC117898201|XP_034663312.1|DSUB	LOC120419555|XP_039438203.1|CPIP
OG0007420	LOC117890776|XP_034651737.1|DSUB	LOC120419563|XP_039438226.1|CPIP
OG0007421	LOC117903569|XP_034671667.1|DSUB	LOC120416673|XP_039434422.1|CPIP
OG0007422	LOC117900420|XP_034666676.1|DSUB	LOC120416626|XP_039434367.1|CPIP
OG0007423	LOC117903401|XP_034671287.1|DSUB	LOC120416635|XP_039434381.1|CPIP
OG0007424	LOC117895514|XP_034659110.1|DSUB	LOC120416653|XP_039434398.1|CPIP
OG0007425	LOC117893839|XP_034656495.1|DSUB	LOC120416619|XP_039434353.1|CPIP
OG0007426	LOC117889619|XP_034649944.1|DSUB	LOC120416642|XP_039434386.1|CPIP
OG0007427	LOC117903727|XP_034671970.1|DSUB	LOC120416641|XP_039434385.1|CPIP
OG0007428	LOC117903624|XP_034671773.1|DSUB	LOC120415003|XP_039432294.1|CPIP
OG0007429	LOC117891369|XP_034652697.1|DSUB	LOC120419934|XP_039438732.1|CPIP
OG0007430	LOC117895289|XP_034658725.1|DSUB	LOC120424353|XP_039444387.1|CPIP
OG0007431	LOC117900731|XP_034667096.1|DSUB	LOC120425265|XP_039445647.1|CPIP
OG0007432	LOC117895617|XP_034659258.1|DSUB	LOC120425213|XP_039445580.1|CPIP
OG0007433	LOC117894399|XP_034657301.1|DSUB	LOC120417984|XP_039436162.1|CPIP
OG0007434	LOC117895478|XP_034659046.1|DSUB	LOC120418006|XP_039436184.1|CPIP
OG0007435	LOC117895072|XP_034658349.1|DSUB	LOC120417978|XP_039436152.1|CPIP
OG0007436	LOC117895214|XP_034658596.1|DSUB	LOC120417553|XP_039435578.1|CPIP
OG0007437	LOC117894162|XP_034656954.1|DSUB	LOC120417579|XP_039435623.1|CPIP
OG0007438	LOC117894971|XP_034658198.1|DSUB	LOC120423636|XP_039443439.1|CPIP
OG0007439	LOC117903149|XP_034670877.1|DSUB	LOC120425152|XP_039445518.1|CPIP
OG0007440	LOC117903773|XP_034672081.1|DSUB	LOC120412535|XP_039428965.1|CPIP
OG0007441	LOC117891752|XP_034653255.1|DSUB	LOC120415276|XP_039432680.1|CPIP
OG0007442	LOC117897349|XP_034662020.1|DSUB	LOC120415318|XP_039432733.1|CPIP
OG0007443	LOC117891214|XP_034652447.1|DSUB	LOC120415299|XP_039432704.1|CPIP
OG0007444	LOC117891915|XP_034653629.1|DSUB	LOC120416757|XP_039434524.1|CPIP
OG0007445	LOC117891913|XP_034653627.1|DSUB	LOC120416756|XP_039434523.1|CPIP
OG0007446	LOC117900562|XP_034666861.1|DSUB	LOC120416720|XP_039434480.1|CPIP
OG0007447	LOC117900492|XP_034666774.1|DSUB	LOC120416753|XP_039434520.1|CPIP
OG0007448	LOC117890360|XP_034651045.1|DSUB	LOC120418471|XP_039436838.1|CPIP
OG0007449	LOC117895035|XP_034658299.1|DSUB	LOC120424598|XP_039444696.1|CPIP
OG0007450	LOC117900111|XP_034666226.1|DSUB	LOC120424596|XP_039444694.1|CPIP
OG0007451	LOC117895825|XP_034659653.1|DSUB	LOC120422163|XP_039441474.1|CPIP
OG0007452	LOC117895823|XP_034659651.1|DSUB	LOC120422164|XP_039441475.1|CPIP
OG0007453	LOC117895413|XP_034658936.1|DSUB	LOC120420424|XP_039439379.1|CPIP
OG0007454	LOC117895654|XP_034659357.1|DSUB	LOC120420398|XP_039439342.1|CPIP
OG0007456	LOC117889595|XP_034649896.1|DSUB	LOC120431767|XP_039452819.1|CPIP
OG0007457	LOC117894698|XP_034657769.1|DSUB	LOC120417560|XP_039435584.1|CPIP
OG0007458	LOC117900655|XP_034666980.1|DSUB	LOC120417554|XP_039435579.1|CPIP
OG0007459	LOC117897521|XP_034662328.1|DSUB	LOC120417550|XP_039435574.1|CPIP
OG0007460	LOC117892226|XP_034654220.1|DSUB	LOC120417564|XP_039435593.1|CPIP
OG0007461	LOC117894744|XP_034657837.1|DSUB	LOC120425789|XP_039446331.1|CPIP
OG0007462	LOC117894767|XP_034657876.1|DSUB	LOC120425801|XP_039446347.1|CPIP
OG0007463	LOC117894780|XP_034657896.1|DSUB	LOC120425800|XP_039446345.1|CPIP
OG0007464	LOC117894746|XP_034657848.1|DSUB	LOC120425806|XP_039446353.1|CPIP
OG0007466	LOC117892423|XP_034654546.1|DSUB	LOC120417572|XP_039435610.1|CPIP
OG0007467	LOC117892330|XP_034654374.1|DSUB	LOC120417589|XP_039435635.1|CPIP
OG0007469	LOC117895887|XP_034659782.1|DSUB	LOC120415313|XP_039432729.1|CPIP
OG0007470	LOC117902598|XP_034669997.1|DSUB	LOC120415338|XP_039432761.1|CPIP
OG0007471	LOC117889953|XP_034650399.1|DSUB	LOC120415306|XP_039432714.1|CPIP
OG0007472	LOC117901294|XP_034667883.1|DSUB	LOC120415302|XP_039432708.1|CPIP
OG0007473	LOC117894695|XP_034657767.1|DSUB	LOC120415328|XP_039432749.1|CPIP
OG0007474	LOC117890006|XP_034650487.1|DSUB	LOC120424674|XP_039444786.1|CPIP
OG0007475	LOC117893748|XP_034656375.1|DSUB	LOC120426476|XP_039447173.1|CPIP
OG0007476	LOC117903117|XP_034670835.1|DSUB	LOC120423246|XP_039442898.1|CPIP
OG0007477	LOC117903102|XP_034670806.1|DSUB	LOC120423258|XP_039442922.1|CPIP
OG0007478	LOC117901183|XP_034667727.1|DSUB	LOC120423261|XP_039442927.1|CPIP
OG0007479	LOC117891924|XP_034653650.1|DSUB	LOC120414907|XP_039432171.1|CPIP
OG0007480	LOC117897962|XP_034662961.1|DSUB	LOC120414910|XP_039432175.1|CPIP
OG0007481	LOC117895730|XP_034659476.1|DSUB	LOC120414909|XP_039432174.1|CPIP
OG0007482	LOC117902811|XP_034670326.1|DSUB	LOC120414892|XP_039432148.1|CPIP
OG0007483	LOC117890126|XP_034650699.1|DSUB	LOC120427765|XP_039448611.1|CPIP
OG0007484	LOC117903539|XP_034671617.1|DSUB	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP
OG0007485	LOC117903074|XP_034670750.1|DSUB	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP
OG0007486	LOC117903216|XP_034671008.1|DSUB	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP
OG0007487	LOC117902933|XP_034670427.1|DSUB	LOC120424448|XP_039444515.1|CPIP
OG0007488	LOC117894246|XP_034657076.1|DSUB	LOC120424438|XP_039444502.1|CPIP
OG0007489	LOC117899098|XP_034664767.1|DSUB	LOC120425130|XP_039445492.1|CPIP
OG0007490	LOC117893092|XP_034655414.1|DSUB	LOC120424259|XP_039444259.1|CPIP
OG0007491	LOC117902202|XP_034669392.1|DSUB	LOC120424326|XP_039444356.1|CPIP
OG0007492	LOC117891930|XP_034653656.1|DSUB	LOC120424399|XP_039444436.1|CPIP
OG0007493	LOC117899092|XP_034664763.1|DSUB	LOC120421453|XP_039440599.1|CPIP
OG0007495	LOC117903454|XP_034671380.1|DSUB	LOC120421447|XP_039440587.1|CPIP
OG0007496	LOC117894117|XP_034656887.1|DSUB	LOC120416731|XP_039434491.1|CPIP
OG0007497	LOC117895447|XP_034659005.1|DSUB	LOC120416718|XP_039434477.1|CPIP
OG0007498	LOC117894870|XP_034658021.1|DSUB	LOC120427336|XP_039448121.1|CPIP
OG0007499	LOC117893527|XP_034656061.1|DSUB	LOC120427338|XP_039448122.1|CPIP
OG0007500	LOC117895773|XP_034659560.1|DSUB	LOC120427345|XP_039448135.1|CPIP
OG0007501	LOC117895349|XP_034658821.1|DSUB	LOC120426853|XP_039447587.1|CPIP
OG0007502	LOC117892595|XP_034654824.1|DSUB	LOC120422965|XP_039442487.1|CPIP
OG0007503	LOC117901103|XP_034667625.1|DSUB	LOC120422956|XP_039442474.1|CPIP
OG0007504	LOC117895217|XP_034658600.1|DSUB	LOC120422958|XP_039442481.1|CPIP
OG0007505	LOC117895738|XP_034659496.1|DSUB	LOC120422936|XP_039442449.1|CPIP
OG0007506	LOC117895740|XP_034659498.1|DSUB	LOC120422961|XP_039442484.1|CPIP
OG0007507	LOC117900437|XP_034666697.1|DSUB	LOC120415213|XP_039432605.1|CPIP
OG0007508	LOC117901638|XP_034668359.1|DSUB	LOC120430228|XP_039451242.1|CPIP
OG0007509	LOC117902241|XP_034669377.1|DSUB	LOC120424462|XP_039444528.1|CPIP
OG0007511	LOC117901887|XP_034668740.1|DSUB	LOC120428240|XP_039449153.1|CPIP
OG0007512	LOC117896723|XP_034661076.1|DSUB	LOC120428226|XP_039449138.1|CPIP
OG0007513	LOC117902483|XP_034669785.1|DSUB	LOC120415154|XP_039432523.1|CPIP
OG0007514	LOC117893551|XP_034656092.1|DSUB	LOC120415099|XP_039432451.1|CPIP
OG0007515	LOC117900239|XP_034666419.1|DSUB	LOC120412355|XP_039428703.1|CPIP
OG0007516	LOC117900095|XP_034666206.1|DSUB	LOC120415101|XP_039432453.1|CPIP
OG0007517	LOC117894245|XP_034657075.1|DSUB	LOC120415106|XP_039432458.1|CPIP
OG0007518	LOC117890364|XP_034651048.1|DSUB	LOC120415143|XP_039432511.1|CPIP
OG0007519	LOC117891692|XP_034653167.1|DSUB	LOC120425533|XP_039446022.1|CPIP
OG0007520	LOC117900558|XP_034666859.1|DSUB	LOC120412760|XP_039429286.1|CPIP
OG0007521	LOC117903119|XP_034670837.1|DSUB	LOC120415391|XP_039432849.1|CPIP
OG0007522	LOC117897748|XP_034662682.1|DSUB	LOC120419150|XP_039437722.1|CPIP
OG0007523	LOC117892188|XP_034654166.1|DSUB	LOC120412718|XP_039429236.1|CPIP
OG0007524	LOC117902431|XP_034669694.1|DSUB	LOC120430842|XP_039451903.1|CPIP
OG0007525	LOC117901521|XP_034668189.1|DSUB	LOC120419304|XP_039437905.1|CPIP
OG0007526	LOC117897534|XP_034662346.1|DSUB	LOC120430001|XP_039451033.1|CPIP
OG0007527	LOC117895134|XP_034658445.1|DSUB	LOC120430727|XP_039451773.1|CPIP
OG0007528	LOC117891455|XP_034652828.1|DSUB	LOC120415091|XP_039432444.1|CPIP
OG0007529	LOC117892227|XP_034654221.1|DSUB	LOC120429848|XP_039450857.1|CPIP
OG0007530	LOC117898622|XP_034664069.1|DSUB	LOC120429686|XP_039450655.1|CPIP
OG0007531	LOC117891760|XP_034653266.1|DSUB	LOC120429117|XP_039450235.1|CPIP
OG0007532	LOC117891745|XP_034653241.1|DSUB	LOC120428784|XP_039449809.1|CPIP
OG0007534	LOC117894601|XP_034657641.1|DSUB	LOC120429667|XP_039450633.1|CPIP
OG0007535	LOC117894982|XP_034658217.1|DSUB	LOC120426730|XP_039447437.1|CPIP
OG0007536	LOC117896243|XP_034660291.1|DSUB	LOC120415371|XP_039432827.1|CPIP
OG0007537	LOC117894979|XP_034658210.1|DSUB	LOC120415418|XP_039432881.1|CPIP
OG0007538	LOC117894981|XP_034658212.1|DSUB	LOC120415429|XP_039432905.1|CPIP
OG0007539	LOC117900256|XP_034666446.1|DSUB	LOC120415414|XP_039432877.1|CPIP
OG0007540	LOC117898385|XP_034663631.1|DSUB	LOC120415411|XP_039432873.1|CPIP
OG0007541	LOC117892478|XP_034654623.1|DSUB	LOC120415394|XP_039432854.1|CPIP
OG0007542	LOC117890111|XP_034650671.1|DSUB	LOC120415352|XP_039432774.1|CPIP
OG0007543	LOC117902970|XP_034670515.1|DSUB	LOC120420332|XP_039439261.1|CPIP
OG0007544	LOC117894238|XP_034657049.1|DSUB	LOC120429986|XP_039451011.1|CPIP
OG0007545	LOC117902319|XP_034669498.1|DSUB	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP
OG0007546	LOC117898748|XP_034664260.1|DSUB	LOC120428810|XP_039449845.1|CPIP
OG0007547	LOC117890513|XP_034651307.1|DSUB	LOC120432666|XP_039453849.1|CPIP
OG0007548	LOC117895691|XP_034659425.1|DSUB	LOC120412351|XP_039428698.1|CPIP
OG0007549	LOC117895688|XP_034659412.1|DSUB	LOC120425248|XP_039445628.1|CPIP
OG0007550	LOC117893617|XP_034656184.1|DSUB	LOC120425245|XP_039445614.1|CPIP
OG0007551	LOC117890974|XP_034652002.1|DSUB	LOC120425963|XP_039446544.1|CPIP
OG0007552	LOC117900822|XP_034667220.1|DSUB	LOC120425959|XP_039446540.1|CPIP
OG0007553	LOC117900031|XP_034666109.1|DSUB	LOC120425961|XP_039446542.1|CPIP
OG0007554	LOC117894105|XP_034656872.1|DSUB	LOC120421975|XP_039441219.1|CPIP
OG0007555	LOC117892433|XP_034654562.1|DSUB	LOC120416836|XP_039434658.1|CPIP
OG0007556	LOC117890104|XP_034650661.1|DSUB	LOC120416857|XP_039434688.1|CPIP
OG0007557	LOC117890103|XP_034650658.1|DSUB	LOC120416814|XP_039434624.1|CPIP
OG0007558	LOC117891162|XP_034652368.1|DSUB	LOC120416854|XP_039434678.1|CPIP
OG0007559	LOC117900644|XP_034666966.1|DSUB	LOC120416839|XP_039434662.1|CPIP
OG0007560	LOC117894080|XP_034656833.1|DSUB	LOC120416808|XP_039434615.1|CPIP
OG0007561	LOC117895722|XP_034659470.1|DSUB	LOC120416848|XP_039434671.1|CPIP
OG0007562	LOC117893419|XP_034655923.1|DSUB	LOC120428655|XP_039449636.1|CPIP
OG0007563	LOC117892900|XP_034655091.1|DSUB	LOC120416989|XP_039434849.1|CPIP
OG0007564	LOC117893372|XP_034655856.1|DSUB	LOC120417015|XP_039434885.1|CPIP
OG0007565	LOC117899195|XP_034664952.1|DSUB	LOC120421866|XP_039441098.1|CPIP
OG0007566	LOC117891049|XP_034652113.1|DSUB	LOC120421855|XP_039441079.1|CPIP
OG0007567	LOC117896292|XP_034660401.1|DSUB	LOC120426912|XP_039447652.1|CPIP
OG0007568	LOC117891002|XP_034652050.1|DSUB	LOC120426913|XP_039447653.1|CPIP
OG0007569	LOC117890314|XP_034650992.1|DSUB	LOC120415858|XP_039433429.1|CPIP
OG0007570	LOC117891000|XP_034652045.1|DSUB	LOC120415874|XP_039433444.1|CPIP
OG0007571	LOC117891247|XP_034652484.1|DSUB	LOC120415859|XP_039433430.1|CPIP
OG0007572	LOC117900105|XP_034666219.1|DSUB	LOC120420288|XP_039439221.1|CPIP
OG0007573	LOC117890195|XP_034650791.1|DSUB	LOC120426514|XP_039447218.1|CPIP
OG0007574	LOC117892048|XP_034653864.1|DSUB	LOC120426519|XP_039447221.1|CPIP
OG0007575	LOC117890456|XP_034651190.1|DSUB	LOC120426498|XP_039447202.1|CPIP
OG0007576	LOC117891633|XP_034653071.1|DSUB	LOC120415163|XP_039432532.1|CPIP
OG0007577	LOC117903505|XP_034671476.1|DSUB	LOC120415183|XP_039432574.1|CPIP
OG0007578	LOC117900557|XP_034666852.1|DSUB	LOC120415166|XP_039432538.1|CPIP
OG0007579	LOC117890478|XP_034651235.1|DSUB	LOC120424720|XP_039444837.1|CPIP
OG0007580	LOC117893179|XP_034655562.1|DSUB	LOC120424717|XP_039444834.1|CPIP
OG0007581	LOC117900414|XP_034666663.1|DSUB	LOC120424721|XP_039444838.1|CPIP
OG0007582	LOC117896010|XP_034659898.1|DSUB	LOC120424718|XP_039444835.1|CPIP
OG0007583	LOC117892014|XP_034653797.1|DSUB	LOC120424722|XP_039444839.1|CPIP
OG0007584	LOC117902579|XP_034669968.1|DSUB	LOC120418576|XP_039436955.1|CPIP
OG0007585	LOC117894781|XP_034657897.1|DSUB	LOC120418580|XP_039436962.1|CPIP
OG0007586	LOC117902103|XP_034669098.1|DSUB	LOC120431047|XP_039452136.1|CPIP
OG0007587	LOC117891768|XP_034653305.1|DSUB	LOC120425092|XP_039445419.1|CPIP
OG0007588	LOC117900075|XP_034666170.1|DSUB	LOC120421829|XP_039441039.1|CPIP
OG0007590	LOC117895081|XP_034658367.1|DSUB	LOC120421565|XP_039440726.1|CPIP
OG0007591	LOC117891388|XP_034652720.1|DSUB	LOC120421578|XP_039440742.1|CPIP
OG0007592	LOC117891827|XP_034653459.1|DSUB	LOC120428804|XP_039449838.1|CPIP
OG0007593	LOC117903542|XP_034671621.1|DSUB	LOC120420319|XP_039439244.1|CPIP
OG0007594	LOC117891391|XP_034652725.1|DSUB	LOC120427504|XP_039448292.1|CPIP
OG0007595	LOC117891305|XP_034652604.1|DSUB	LOC120432585|XP_039453753.1|CPIP
OG0007596	LOC117895809|XP_034659626.1|DSUB	LOC120432560|XP_039453722.1|CPIP
OG0007597	LOC117895100|XP_034658388.1|DSUB	LOC120425837|XP_039446392.1|CPIP
OG0007598	LOC117890464|XP_034651210.1|DSUB	LOC120421558|XP_039440718.1|CPIP
OG0007599	LOC117894412|XP_034657313.1|DSUB	LOC120423744|XP_039443591.1|CPIP
OG0007600	LOC117895757|XP_034659521.1|DSUB	LOC120423746|XP_039443594.1|CPIP
OG0007601	LOC117895556|XP_034659154.1|DSUB	LOC120422235|XP_039441553.1|CPIP
OG0007602	LOC117894557|XP_034657572.1|DSUB	LOC120422214|XP_039441533.1|CPIP
