Orthogroup	DSUB.longest_only	AEAL.longest_only
OG0006013	LOC117892667|XP_034654947.1|DSUB	LOC109412033|XP_029721014.1|AEAL
OG0006014	LOC117894326|XP_034657201.1|DSUB	LOC109412042|XP_019541229.2|AEAL
OG0006015	LOC117890095|XP_034650649.1|DSUB	LOC109412048|XP_019541236.1|AEAL
OG0006016	LOC117892290|XP_034654322.1|DSUB	LOC109424657|XP_019555372.2|AEAL
OG0006017	LOC117892512|XP_034654685.1|DSUB	LOC109412056|XP_019541246.2|AEAL
OG0006018	LOC117892234|XP_034654229.1|DSUB	LOC109412058|XP_019541248.1|AEAL
OG0006019	LOC117890149|XP_034650729.1|DSUB	LOC109412061|XP_019541254.2|AEAL
OG0006020	LOC117894085|XP_034656843.1|DSUB	LOC109408624|XP_019537506.1|AEAL, LOC109424644|XP_019555351.2|AEAL
OG0006021	LOC117895649|XP_034659323.1|DSUB	LOC109424642|XP_029720881.1|AEAL, LOC109408623|XP_029720903.1|AEAL
OG0006022	LOC117900044|XP_034666123.1|DSUB	LOC109421953|XP_029720887.1|AEAL, LOC109408617|XP_029720913.1|AEAL
OG0006023	LOC117899254|XP_034665032.1|DSUB	LOC109421944|XP_029720925.1|AEAL
OG0006024	LOC117903527|XP_034671537.1|DSUB	LOC109432678|XP_029720946.1|AEAL, LOC109421922|XP_029721012.1|AEAL
OG0006025	LOC117889937|XP_034650360.1|DSUB	LOC109421919|XP_029721001.1|AEAL, LOC109432664|XP_029720876.1|AEAL
OG0006026	LOC117899263|XP_034665049.1|DSUB	LOC115267705|XP_029730716.1|AEAL, LOC109401974|XP_029730709.1|AEAL
OG0006027	LOC117892707|XP_034655012.1|DSUB	LOC109432670|XP_029730759.1|AEAL
OG0006028	LOC117891568|XP_034652982.1|DSUB	LOC115267731|XP_029730785.1|AEAL
OG0006029	LOC117892294|XP_034654327.1|DSUB	LOC109428956|XP_029730788.1|AEAL
OG0006030	LOC117897798|XP_034662739.1|DSUB	LOC115267736|XP_029730793.1|AEAL, LOC109408825|XP_019537750.1|AEAL
OG0006031	LOC117892638|XP_034654884.1|DSUB	LOC109408737|XP_029730795.1|AEAL, LOC109428949|XP_029730749.1|AEAL
OG0006032	LOC117889602|XP_034649911.1|DSUB	LOC109408731|XP_029714133.1|AEAL, LOC109428942|XP_029730801.1|AEAL
OG0006033	LOC117892511|XP_034654684.1|DSUB	LOC109428930|XP_019560315.2|AEAL
OG0006034	LOC117898707|XP_034664215.1|DSUB	LOC115268095|XP_029731975.1|AEAL, LOC109408816|XP_029730825.1|AEAL
OG0006035	LOC117898976|XP_034664608.1|DSUB	LOC109428912|XP_019560298.2|AEAL, LOC115259954|XP_029716613.1|AEAL
OG0006036	LOC117900449|XP_034666710.1|DSUB	LOC109414915|XP_019544311.2|AEAL
OG0006037	LOC117891909|XP_034653622.1|DSUB	LOC109428910|XP_019560296.2|AEAL, LOC109414914|XP_019544310.2|AEAL
OG0006038	LOC117897492|XP_034662274.1|DSUB	LOC109428901|XP_019560282.2|AEAL
OG0006039	LOC117891453|XP_034652825.1|DSUB	LOC109428893|XP_029715550.1|AEAL
OG0006040	LOC117891150|XP_034652294.1|DSUB	LOC109428880|XP_019560263.2|AEAL
OG0006041	LOC117893958|XP_034656647.1|DSUB	LOC115261072|XP_029718307.1|AEAL, LOC109416893|XP_019546543.1|AEAL
OG0006042	LOC117891751|XP_034653249.1|DSUB	LOC109416894|XP_029730889.1|AEAL
OG0006043	LOC117892929|XP_034655136.1|DSUB	LOC109416899|XP_029730883.1|AEAL, LOC109428868|XP_029714134.1|AEAL
OG0006044	LOC117903349|XP_034671190.1|DSUB	LOC109411427|XP_019540486.2|AEAL, LOC109428860|XP_019560241.2|AEAL
OG0006045	LOC117891013|XP_034652062.1|DSUB	LOC115267758|XP_029730856.1|AEAL, LOC109428852|XP_019560227.2|AEAL
OG0006046	LOC117892115|XP_034654023.1|DSUB	LOC115253597|XP_029731030.1|AEAL, LOC109432245|XP_029730679.1|AEAL
OG0006047	LOC117893022|XP_034655270.1|DSUB	LOC109432292|XP_029731015.1|AEAL, LOC109397122|XP_029716996.1|AEAL
OG0006048	LOC117893234|XP_034655682.1|DSUB	LOC109397145|XP_019525030.2|AEAL
OG0006049	LOC117891059|XP_034652162.1|DSUB	LOC109397161|XP_019525043.2|AEAL
OG0006050	LOC117898384|XP_034663630.1|DSUB	LOC109397123|XP_019525004.2|AEAL
OG0006051	LOC117894130|XP_034656915.1|DSUB	LOC109432316|XP_019564201.1|AEAL
OG0006052	LOC117892648|XP_034654894.1|DSUB	LOC109432310|XP_029730996.1|AEAL, LOC109432309|XP_029732011.1|AEAL
OG0006053	LOC117894626|XP_034657683.1|DSUB	LOC115267804|XP_029730992.1|AEAL, LOC109432295|XP_029731050.1|AEAL
OG0006054	LOC117902997|XP_034670609.1|DSUB	LOC109397120|XP_029731049.1|AEAL, LOC109432308|XP_029730990.1|AEAL
OG0006055	LOC117898584|XP_034664019.1|DSUB	LOC109397057|XP_029730910.1|AEAL, LOC109432273|XP_029730982.1|AEAL
OG0006056	LOC117891753|XP_034653256.1|DSUB	LOC109409837|XP_029730968.1|AEAL, LOC109397140|XP_029730917.1|AEAL
OG0006057	LOC117895133|XP_034658441.1|DSUB	LOC109409839|XP_029730962.1|AEAL, LOC109397097|XP_029714411.1|AEAL
OG0006058	LOC117899744|XP_034665879.1|DSUB	LOC109397116|XP_029730952.1|AEAL, LOC109409854|XP_029730930.1|AEAL
OG0006059	LOC117895308|XP_034658759.1|DSUB	LOC109409885|XP_029731075.1|AEAL
OG0006060	LOC117895310|XP_034658761.1|DSUB	LOC109409886|XP_019538947.2|AEAL
OG0006061	LOC117895280|XP_034658750.1|DSUB	LOC109409901|XP_019538963.2|AEAL
OG0006062	LOC117897618|XP_034662475.1|DSUB	LOC109399072|XP_019527042.1|AEAL
OG0006063	LOC117901997|XP_034668902.1|DSUB	LOC109399134|XP_019527117.2|AEAL
OG0006064	LOC117890701|XP_034651602.1|DSUB	LOC109399094|XP_019527070.2|AEAL
OG0006065	LOC117895588|XP_034659228.1|DSUB	LOC109409911|XP_019538977.2|AEAL
OG0006066	LOC117890641|XP_034651484.1|DSUB	LOC109399104|XP_029731072.1|AEAL, LOC109409914|XP_029731085.1|AEAL
OG0006067	LOC117891723|XP_034653206.1|DSUB	LOC109399084|XP_029731093.1|AEAL
OG0006068	LOC117897734|XP_034662663.1|DSUB	LOC115267825|XP_029731126.1|AEAL, LOC109399098|XP_029731123.1|AEAL
OG0006069	LOC117894877|XP_034658035.1|DSUB	LOC109399634|XP_029731142.1|AEAL
OG0006071	LOC117897650|XP_034662516.1|DSUB	LOC109399594|XP_029731143.1|AEAL
OG0006072	LOC117895595|XP_034659236.1|DSUB	LOC109399622|XP_019527663.2|AEAL, LOC115267829|XP_029731155.1|AEAL
OG0006073	LOC117894189|XP_034656994.1|DSUB	LOC109399616|XP_029731190.1|AEAL, LOC115267843|XP_029731196.1|AEAL
OG0006074	LOC117903326|XP_034671160.1|DSUB	LOC115267840|XP_029731191.1|AEAL, LOC109399559|XP_019527553.2|AEAL
OG0006075	LOC117902155|XP_034669186.1|DSUB	LOC115267841|XP_029731192.1|AEAL
OG0006076	LOC117889721|XP_034650032.1|DSUB	LOC109398945|XP_029731205.1|AEAL
OG0006077	LOC117894043|XP_034656783.1|DSUB	LOC109399665|XP_029731236.1|AEAL, LOC109401443|XP_029731230.1|AEAL
OG0006078	LOC117895719|XP_034659468.1|DSUB	LOC109399657|XP_029731232.1|AEAL, LOC109401597|XP_029731238.1|AEAL
OG0006079	LOC117893105|XP_034655429.1|DSUB	LOC109401928|XP_029731263.1|AEAL
OG0006080	LOC117893360|XP_034655842.1|DSUB	LOC109399659|XP_019527699.2|AEAL
OG0006081	LOC117891383|XP_034652713.1|DSUB	LOC109421146|XP_019551183.2|AEAL
OG0006082	LOC117891394|XP_034652727.1|DSUB	LOC109410554|XP_029731278.1|AEAL
OG0006083	LOC117894665|XP_034657732.1|DSUB	LOC109417172|XP_029731290.1|AEAL, LOC109410363|XP_029731299.1|AEAL
OG0006084	LOC117895655|XP_034659359.1|DSUB	LOC109417384|XP_019547032.1|AEAL, LOC115267876|XP_029731304.1|AEAL
OG0006085	LOC117895681|XP_034659399.1|DSUB	LOC109426529|XP_029731351.1|AEAL, LOC109408341|XP_029731341.1|AEAL
OG0006086	LOC117895687|XP_034659405.1|DSUB	LOC115253736|XP_029731352.1|AEAL, LOC109408342|XP_029731342.1|AEAL
OG0006087	LOC117892119|XP_034654039.1|DSUB	LOC109408348|XP_029719490.1|AEAL, LOC109426523|XP_029731347.1|AEAL
OG0006088	LOC117893596|XP_034656161.1|DSUB	LOC109426522|XP_019557600.1|AEAL, LOC109408349|XP_029719489.1|AEAL
OG0006089	LOC117900868|XP_034667319.1|DSUB	LOC115267886|XP_029731349.1|AEAL, LOC109426519|XP_019557595.2|AEAL
OG0006090	LOC117894799|XP_034657920.1|DSUB	LOC109408359|XP_029710106.1|AEAL, LOC115253958|XP_029710109.1|AEAL
OG0006091	LOC117894102|XP_034656868.1|DSUB	LOC109426502|XP_029710111.1|AEAL, LOC109408361|XP_029710104.1|AEAL
OG0006092	LOC117903051|XP_034670681.1|DSUB	LOC115256007|XP_029710091.1|AEAL, LOC109408991|XP_029710116.1|AEAL, LOC109426510|XP_029710071.1|AEAL
OG0006093	LOC117891450|XP_034652821.1|DSUB	LOC109426481|XP_019557547.2|AEAL
OG0006094	LOC117895036|XP_034658301.1|DSUB	LOC115267896|XP_029731366.1|AEAL, LOC109408980|XP_029710080.1|AEAL
OG0006095	LOC117891774|XP_034653328.1|DSUB	LOC109403958|XP_019532390.2|AEAL
OG0006096	LOC117892225|XP_034654219.1|DSUB	LOC109426375|XP_019557393.2|AEAL
OG0006097	LOC117895875|XP_034659761.1|DSUB	LOC109431571|XP_029715545.1|AEAL, LOC109622245|XP_029731478.1|AEAL
OG0006098	LOC117901704|XP_034668464.1|DSUB	LOC109622243|XP_019932054.2|AEAL
OG0006099	LOC117890499|XP_034651282.1|DSUB	LOC109622293|XP_029731502.1|AEAL
OG0006100	LOC117890650|XP_034651494.1|DSUB	LOC109431589|XP_019563371.2|AEAL
OG0006101	LOC117901760|XP_034668539.1|DSUB	LOC109622232|XP_019932034.2|AEAL
OG0006102	LOC117890912|XP_034651918.1|DSUB	LOC109431570|XP_029731514.1|AEAL
OG0006103	LOC117903703|XP_034671939.1|DSUB	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL
OG0006104	LOC117898917|XP_034664520.1|DSUB	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL
OG0006105	LOC117896527|XP_034660793.1|DSUB	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL
OG0006106	LOC117894300|XP_034657156.1|DSUB	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL
OG0006107	LOC117891694|XP_034653174.1|DSUB	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL
OG0006108	LOC117902943|XP_034670449.1|DSUB	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL
OG0006109	LOC117894312|XP_034657169.1|DSUB	LOC109403370|XP_019531732.1|AEAL
OG0006110	LOC117895009|XP_034658250.1|DSUB	LOC109410749|XP_029731587.1|AEAL
OG0006111	LOC117889951|XP_034650397.1|DSUB	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL
OG0006112	LOC117892166|XP_034654123.1|DSUB	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL
OG0006113	LOC117894473|XP_034657464.1|DSUB	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL
OG0006114	LOC117896290|XP_034660399.1|DSUB	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL
OG0006115	LOC117890857|XP_034651834.1|DSUB	LOC109410630|XP_029731613.1|AEAL
OG0006116	LOC117890504|XP_034651290.1|DSUB	LOC109433505|XP_029731616.1|AEAL
OG0006117	LOC117891577|XP_034652992.1|DSUB	LOC109433481|XP_019565447.2|AEAL
OG0006118	LOC117892130|XP_034654056.1|DSUB	LOC109433516|XP_029731638.1|AEAL
OG0006119	LOC117891517|XP_034652904.1|DSUB	LOC109410652|XP_019539731.1|AEAL
OG0006120	LOC117891701|XP_034653184.1|DSUB	LOC109410665|XP_019539748.2|AEAL
OG0006121	LOC117894974|XP_034658203.1|DSUB	LOC109407648|XP_019536346.1|AEAL
OG0006122	LOC117902915|XP_034670380.1|DSUB	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL
OG0006123	LOC117891224|XP_034652461.1|DSUB	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL
OG0006124	LOC117898946|XP_034664559.1|DSUB	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL
OG0006125	LOC117895841|XP_034659684.1|DSUB	LOC109621450|XP_019931031.2|AEAL
OG0006126	LOC117893296|XP_034655760.1|DSUB	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL
OG0006127	LOC117893818|XP_034656461.1|DSUB	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL
OG0006128	LOC117895554|XP_034659151.1|DSUB	LOC109425900|XP_019556821.1|AEAL
OG0006129	LOC117893696|XP_034656276.1|DSUB	LOC109426026|XP_019557003.2|AEAL
OG0006130	LOC117893146|XP_034655498.1|DSUB	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL
OG0006131	LOC117895120|XP_034658419.1|DSUB	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL
OG0006132	LOC117895122|XP_034658422.1|DSUB	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL
OG0006133	LOC117893147|XP_034655499.1|DSUB	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL
OG0006134	LOC117893205|XP_034655620.1|DSUB	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL
OG0006135	LOC117895835|XP_034659666.1|DSUB	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL
OG0006136	LOC117895843|XP_034659687.1|DSUB	LOC109425968|XP_019556925.1|AEAL
OG0006137	LOC117893788|XP_034656423.1|DSUB	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL
OG0006138	LOC117892072|XP_034653951.1|DSUB	LOC109425885|XP_019556809.2|AEAL
OG0006139	LOC117889928|XP_034650346.1|DSUB	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL
OG0006140	LOC117891746|XP_034653243.1|DSUB	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL
OG0006142	LOC117892933|XP_034655142.1|DSUB	LOC109425818|XP_019556706.1|AEAL
OG0006143	LOC117895761|XP_034659524.1|DSUB	LOC109425815|XP_019556703.2|AEAL
OG0006144	LOC117895490|XP_034659077.1|DSUB	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL
OG0006145	LOC117894156|XP_034656944.1|DSUB	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL
OG0006146	LOC117902296|XP_034669467.1|DSUB	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL
OG0006147	LOC117896233|XP_034660269.1|DSUB	LOC109425784|XP_029720450.1|AEAL
OG0006148	LOC117893132|XP_034655473.1|DSUB	LOC109425780|XP_019556649.1|AEAL
OG0006149	LOC117895767|XP_034659532.1|DSUB	LOC109425778|XP_019556645.2|AEAL
OG0006150	LOC117895758|XP_034659522.1|DSUB	LOC109407516|XP_019536118.2|AEAL
OG0006151	LOC117901995|XP_034668900.1|DSUB	LOC109425771|XP_019556638.2|AEAL
OG0006152	LOC117898862|XP_034664431.1|DSUB	LOC109430291|XP_029722909.1|AEAL
OG0006153	LOC117890519|XP_034651315.1|DSUB	LOC109408451|XP_029735124.1|AEAL
OG0006155	LOC117897639|XP_034662505.1|DSUB	LOC109427245|XP_019558308.2|AEAL
OG0006156	LOC117899495|XP_034665435.1|DSUB	LOC109398936|XP_029718519.1|AEAL
OG0006157	LOC117891030|XP_034652084.1|DSUB	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL
OG0006158	LOC117895637|XP_034659290.1|DSUB	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL
OG0006159	LOC117891571|XP_034652984.1|DSUB	LOC109407649|XP_019536347.2|AEAL
OG0006160	LOC117891027|XP_034652081.1|DSUB	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL
OG0006161	LOC117890654|XP_034651512.1|DSUB	LOC109426613|XP_029725528.1|AEAL
OG0006181	LOC117897245|XP_034661857.1|DSUB	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL
OG0006182	LOC117897848|XP_034662807.1|DSUB	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL
OG0006183	LOC117898679|XP_034664153.1|DSUB	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL
OG0006184	LOC117896986|XP_034661432.1|DSUB	LOC109405397|XP_019534002.2|AEAL
OG0006185	LOC117896920|XP_034661351.1|DSUB	LOC109431068|XP_019562751.2|AEAL
OG0006186	LOC117899705|XP_034665803.1|DSUB	LOC109431069|XP_019562752.2|AEAL
OG0006187	LOC117899111|XP_034664790.1|DSUB	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL
OG0006188	LOC117902470|XP_034669771.1|DSUB	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL
OG0006189	LOC117902507|XP_034669825.1|DSUB	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL
OG0006190	LOC117897383|XP_034662083.1|DSUB	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL
OG0006191	LOC117897252|XP_034661865.1|DSUB	LOC109397820|XP_029715577.1|AEAL
OG0006192	LOC117903176|XP_034670912.1|DSUB	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL
OG0006193	LOC117890972|XP_034652042.1|DSUB	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL
OG0006194	LOC117889614|XP_034649927.1|DSUB	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL
OG0006195	LOC117891606|XP_034653034.1|DSUB	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL
OG0006196	LOC117899621|XP_034665662.1|DSUB	LOC109413202|XP_019542453.2|AEAL
OG0006197	LOC117902989|XP_034670591.1|DSUB	LOC109424927|XP_019555652.2|AEAL
OG0006198	LOC117892502|XP_034654673.1|DSUB	LOC109424932|XP_029710833.1|AEAL
OG0006199	LOC117896278|XP_034660372.1|DSUB	LOC109413211|XP_019542478.2|AEAL
OG0006200	LOC117897729|XP_034662647.1|DSUB	LOC109431146|XP_019562886.2|AEAL
OG0006201	LOC117901525|XP_034668196.1|DSUB	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL
OG0006202	LOC117902306|XP_034669482.1|DSUB	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL
OG0006203	LOC117899419|XP_034665304.1|DSUB	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL
OG0006204	LOC117899445|XP_034665342.1|DSUB	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL
OG0006205	LOC117889875|XP_034650278.1|DSUB	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL
OG0006206	LOC117902095|XP_034669086.1|DSUB	LOC109431166|XP_029711688.1|AEAL
OG0006207	LOC117900104|XP_034666218.1|DSUB	LOC109431185|XP_019562944.2|AEAL
OG0006208	LOC117895105|XP_034658397.1|DSUB	LOC109431184|XP_029710723.1|AEAL
OG0006209	LOC117903114|XP_034670831.1|DSUB	LOC109412265|XP_029711492.1|AEAL
OG0006210	LOC117903643|XP_034671816.1|DSUB	LOC109424776|XP_029711088.1|AEAL
OG0006211	LOC117901552|XP_034668240.1|DSUB	LOC109424772|XP_019555497.1|AEAL
OG0006212	LOC117901549|XP_034668238.1|DSUB	LOC109417225|XP_029711755.1|AEAL
OG0006213	LOC117899460|XP_034665365.1|DSUB	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL
OG0006214	LOC117894122|XP_034656902.1|DSUB	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL
OG0006215	LOC117903403|XP_034671293.1|DSUB	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL
OG0006216	LOC117897548|XP_034662366.1|DSUB	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL
OG0006217	LOC117894797|XP_034657922.1|DSUB	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL
OG0006218	LOC117902454|XP_034669741.1|DSUB	LOC109433598|XP_019565582.2|AEAL
OG0006219	LOC117889632|XP_034649982.1|DSUB	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL
OG0006220	LOC117893709|XP_034656286.1|DSUB	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL
OG0006221	LOC117897600|XP_034662449.1|DSUB	LOC109428348|XP_019559612.2|AEAL
OG0006222	LOC117896814|XP_034661210.1|DSUB	LOC109415239|XP_019544671.2|AEAL
OG0006223	LOC117901242|XP_034667812.1|DSUB	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL
OG0006224	LOC117889886|XP_034650290.1|DSUB	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL
OG0006225	LOC117889640|XP_034649989.1|DSUB	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL
OG0006226	LOC117892537|XP_034654736.1|DSUB	LOC109428390|XP_019559657.1|AEAL
OG0006227	LOC117903292|XP_034671113.1|DSUB	LOC109415199|XP_019544627.2|AEAL
OG0006228	LOC117892665|XP_034654944.1|DSUB	LOC109415195|XP_019544624.2|AEAL
OG0006229	LOC117902927|XP_034670401.1|DSUB	LOC109428414|XP_019559689.1|AEAL
OG0006230	LOC117889577|XP_034649871.1|DSUB	LOC109428417|XP_019559694.2|AEAL
OG0006231	LOC117903215|XP_034670998.1|DSUB	LOC109428419|XP_029711365.1|AEAL
OG0006232	LOC117903448|XP_034671371.1|DSUB	LOC109428422|XP_019559720.2|AEAL
OG0006233	LOC117902066|XP_034669040.1|DSUB	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL
OG0006234	LOC117903316|XP_034671144.1|DSUB	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL
OG0006235	LOC117898763|XP_034664288.1|DSUB	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL
OG0006236	LOC117901652|XP_034668383.1|DSUB	LOC109428447|XP_019559757.2|AEAL, LOC109422110|XP_029710411.1|AEAL
OG0006237	LOC117889900|XP_034650309.1|DSUB	LOC109422156|XP_019552345.2|AEAL, LOC109428448|XP_019559759.2|AEAL
OG0006238	LOC117893160|XP_034655564.1|DSUB	LOC109428455|XP_019559764.2|AEAL, LOC109422166|XP_019552351.2|AEAL
OG0006239	LOC117897587|XP_034662435.1|DSUB	LOC109422169|XP_019552355.2|AEAL, LOC109428460|XP_019559769.2|AEAL
OG0006240	LOC117899142|XP_034664840.1|DSUB	LOC109422170|XP_019552356.2|AEAL, LOC109428461|XP_019559770.2|AEAL
OG0006241	LOC117903310|XP_034671135.1|DSUB	LOC109428464|XP_019559773.2|AEAL, LOC109422174|XP_019552361.2|AEAL
OG0006242	LOC117903904|XP_034672299.1|DSUB	LOC109428474|XP_029710979.1|AEAL, LOC109422187|XP_029712471.1|AEAL
OG0006243	LOC117897595|XP_034662441.1|DSUB	LOC109428475|XP_029710803.1|AEAL, LOC115260009|XP_029716703.1|AEAL
OG0006244	LOC117897655|XP_034662527.1|DSUB	LOC109428482|XP_019559803.2|AEAL
OG0006245	LOC117896177|XP_034660151.1|DSUB	LOC115256538|XP_029711091.1|AEAL, LOC109428487|XP_019559810.2|AEAL, LOC109415173|XP_029721794.1|AEAL
OG0006246	LOC117890866|XP_034651847.1|DSUB	LOC109428490|XP_019559814.2|AEAL, LOC115253966|XP_029710800.1|AEAL
OG0006247	LOC117890055|XP_034650577.1|DSUB	LOC109430084|XP_019561661.2|AEAL, LOC109428504|XP_019559844.2|AEAL
OG0006248	LOC117899755|XP_034665897.1|DSUB	LOC109416837|XP_019546467.2|AEAL
OG0006249	LOC117902363|XP_034669567.1|DSUB	LOC109413163|XP_029730095.1|AEAL
OG0006250	LOC117903711|XP_034671948.1|DSUB	LOC109402639|XP_029710679.1|AEAL, LOC109413155|XP_019542414.2|AEAL
OG0006251	LOC117896125|XP_034660073.1|DSUB	LOC109402633|XP_019530882.1|AEAL
OG0006252	LOC117896124|XP_034660072.1|DSUB	LOC109402640|XP_019530889.2|AEAL
OG0006253	LOC117890773|XP_034651738.1|DSUB	LOC109402629|XP_029710542.1|AEAL
OG0006254	LOC117897134|XP_034661698.1|DSUB	LOC109397859|XP_029710861.1|AEAL
OG0006255	LOC117897525|XP_034662334.1|DSUB	LOC109397898|XP_019525780.2|AEAL
OG0006256	LOC117903315|XP_034671142.1|DSUB	LOC109397867|XP_029711467.1|AEAL
OG0006257	LOC117899616|XP_034665655.1|DSUB	LOC109397852|XP_019525726.2|AEAL
OG0006258	LOC117903108|XP_034670823.1|DSUB	LOC109397853|XP_019525728.2|AEAL, LOC109406968|XP_029708041.1|AEAL
OG0006259	LOC117898677|XP_034664150.1|DSUB	LOC109406977|XP_019535543.2|AEAL
OG0006260	LOC117903394|XP_034671271.1|DSUB	LOC109397918|XP_019525804.1|AEAL
OG0006261	LOC117902734|XP_034670200.1|DSUB	LOC109397896|XP_019525779.2|AEAL
OG0006262	LOC117903478|XP_034671424.1|DSUB	LOC109397889|XP_019525775.2|AEAL, LOC109416119|XP_029729610.1|AEAL
OG0006263	LOC117903103|XP_034670812.1|DSUB	LOC109416120|XP_029729611.1|AEAL, LOC109397884|XP_029710956.1|AEAL
OG0006264	LOC117894371|XP_034657268.1|DSUB	LOC109416121|XP_019545634.2|AEAL
OG0006265	LOC117890196|XP_034650792.1|DSUB	LOC109397881|XP_019525762.2|AEAL
OG0006266	LOC117894359|XP_034657246.1|DSUB	LOC109416128|XP_019545639.2|AEAL
OG0006267	LOC117891506|XP_034652892.1|DSUB	LOC109416133|XP_029732898.1|AEAL, LOC109397923|XP_029710867.1|AEAL
