Orthogroup	DSUB.longest_only	CCAP.longest_only
OG0008640	LOC117898439|XP_034663735.1|DSUB	CCAP1982_LOCUS1423|CAD6992575.1|CCAP
OG0008641	LOC117896368|XP_034660538.1|DSUB, LOC117896357|XP_034660527.1|DSUB	CCAP1982_LOCUS1076|CAD6992204.1|CCAP
OG0008642	LOC117901045|XP_034667543.1|DSUB, LOC117891996|XP_034653773.1|DSUB, LOC117898577|XP_034663989.1|DSUB, LOC117896558|XP_034660848.1|DSUB	CCAP1982_LOCUS3079|CAD6994323.1|CCAP
OG0008643	LOC117897581|XP_034662426.1|DSUB	CCAP1982_LOCUS3686|CAD6994953.1|CCAP
OG0008644	LOC117898077|XP_034663143.1|DSUB	CCAP1982_LOCUS1846|CAD6993011.1|CCAP, CCAP1982_LOCUS1845|CAD6993010.1|CCAP
OG0008645	LOC117901878|XP_034668727.1|DSUB	CCAP1982_LOCUS7065|CAD6998468.1|CCAP
OG0008646	LOC117901387|XP_034668011.1|DSUB	CCAP1982_LOCUS7050|CAD6998452.1|CCAP, CCAP1982_LOCUS7051|CAD6998453.1|CCAP
OG0008647	LOC117900591|XP_034666891.1|DSUB	CCAP1982_LOCUS8746|CAD7000256.1|CCAP
OG0008648	LOC117901877|XP_034668726.1|DSUB	CCAP1982_LOCUS8386|CAD6999877.1|CCAP
OG0008649	LOC117889791|XP_034650154.1|DSUB	CCAP1982_LOCUS22995|CAD7015038.1|CCAP, CCAP1982_LOCUS22993|CAD7015036.1|CCAP
OG0008650	LOC117897645|XP_034662512.1|DSUB	CCAP1982_LOCUS22795|CAD7014828.1|CCAP
OG0008651	LOC117891583|XP_034653002.1|DSUB	CCAP1982_LOCUS7105|CAD6998517.1|CCAP
OG0008652	LOC117890891|XP_034651875.1|DSUB	CCAP1982_LOCUS19490|CAD7011390.1|CCAP
OG0008653	LOC117891617|XP_034653044.1|DSUB	CCAP1982_LOCUS19684|CAD7011595.1|CCAP
OG0008654	LOC117892624|XP_034654867.1|DSUB	CCAP1982_LOCUS20501|CAD7012415.1|CCAP
OG0008655	LOC117890540|XP_034651356.1|DSUB	CCAP1982_LOCUS20957|CAD7012858.1|CCAP
OG0008660	LOC117895784|XP_034659575.1|DSUB	CCAP1982_LOCUS12825|CAD7004416.1|CCAP, CCAP1982_LOCUS12826|CAD7004417.1|CCAP, CCAP1982_LOCUS12824|CAD7004414.1|CCAP
OG0008661	LOC117892936|XP_034655148.1|DSUB	CCAP1982_LOCUS14772|CAD7006454.1|CCAP
OG0008662	LOC117893899|XP_034656566.1|DSUB	CCAP1982_LOCUS14653|CAD7006331.1|CCAP, CCAP1982_LOCUS14654|CAD7006332.1|CCAP
OG0008663	LOC117894386|XP_034657283.1|DSUB	CCAP1982_LOCUS14615|CAD7006293.1|CCAP
OG0008664	LOC117895135|XP_034658446.1|DSUB	CCAP1982_LOCUS14399|CAD7006064.1|CCAP
OG0008665	LOC117902651|XP_034670068.1|DSUB	CCAP1982_LOCUS14102|CAD7005754.1|CCAP, CCAP1982_LOCUS14106|CAD7005758.1|CCAP
OG0008666	LOC117893436|XP_034655944.1|DSUB	CCAP1982_LOCUS13516|CAD7005155.1|CCAP, CCAP1982_LOCUS13511|CAD7005150.1|CCAP, CCAP1982_LOCUS13513|CAD7005152.1|CCAP
OG0008667	LOC117894743|XP_034657836.1|DSUB	CCAP1982_LOCUS13449|CAD7005086.1|CCAP, CCAP1982_LOCUS13448|CAD7005085.1|CCAP
OG0008668	LOC117894794|XP_034657914.1|DSUB	CCAP1982_LOCUS2470|CAD6993664.1|CCAP
OG0008669	LOC117901923|XP_034668783.1|DSUB	CCAP1982_LOCUS6213|CAD6997574.1|CCAP, CCAP1982_LOCUS6212|CAD6997573.1|CCAP, CCAP1982_LOCUS6214|CAD6997575.1|CCAP
OG0008686	LOC117898458|XP_034663771.1|DSUB	CCAP1982_LOCUS2227|CAD6993412.1|CCAP
OG0008689	LOC117896452|XP_034660673.1|DSUB	CCAP1982_LOCUS521|CAD6991604.1|CCAP
OG0008691	LOC117894585|XP_034657621.1|DSUB	CCAP1982_LOCUS12637|CAD7004218.1|CCAP
OG0008695	LOC117889745|XP_034650075.1|DSUB	CCAP1982_LOCUS8897|CAD7000421.1|CCAP
OG0008696	LOC117898509|XP_034663853.1|DSUB	CCAP1982_LOCUS4783|CAD6996076.1|CCAP
OG0008697	LOC117893478|XP_034655993.1|DSUB	CCAP1982_LOCUS12730|CAD7004310.1|CCAP
OG0008699	LOC117894975|XP_034658204.1|DSUB	CCAP1982_LOCUS11790|CAD7003330.1|CCAP
OG0008700	LOC117896738|XP_034661094.1|DSUB	CCAP1982_LOCUS639|CAD6991726.1|CCAP
OG0008701	LOC117890113|XP_034650674.1|DSUB	CCAP1982_LOCUS20548|CAD7012468.1|CCAP
OG0008703	LOC117894041|XP_034656781.1|DSUB	CCAP1982_LOCUS12414|CAD7003992.1|CCAP
OG0008704	LOC117902373|XP_034669581.1|DSUB	CCAP1982_LOCUS6717|CAD6998103.1|CCAP
OG0008705	LOC117900875|XP_034667291.1|DSUB	CCAP1982_LOCUS5541|CAD6996868.1|CCAP
OG0008706	LOC117899655|XP_034665727.1|DSUB	CCAP1982_LOCUS152|CAD6991214.1|CCAP
OG0008709	LOC117899052|XP_034664706.1|DSUB	CCAP1982_LOCUS452|CAD6991534.1|CCAP
OG0008710	LOC117897653|XP_034662526.1|DSUB	CCAP1982_LOCUS2383|CAD6993571.1|CCAP
OG0008711	LOC117897686|XP_034662589.1|DSUB	CCAP1982_LOCUS666|CAD6991757.1|CCAP
OG0008712	LOC117890467|XP_034651213.1|DSUB	CCAP1982_LOCUS22119|CAD7014113.1|CCAP
OG0008715	LOC117898400|XP_034663650.1|DSUB	CCAP1982_LOCUS3692|CAD6994960.1|CCAP
OG0008716	LOC117896845|XP_034661260.1|DSUB	CCAP1982_LOCUS4582|CAD6995881.1|CCAP
OG0008717	LOC117894135|XP_034656921.1|DSUB	CCAP1982_LOCUS10957|CAD7002468.1|CCAP
OG0008718	LOC117891850|XP_034653492.1|DSUB	CCAP1982_LOCUS22609|CAD7014618.1|CCAP
OG0008719	LOC117899648|XP_034665715.1|DSUB	CCAP1982_LOCUS147|CAD6991209.1|CCAP
OG0008723	LOC117895305|XP_034658756.1|DSUB	CCAP1982_LOCUS19903|CAD7011793.1|CCAP
OG0008724	LOC117900832|XP_034667231.1|DSUB	CCAP1982_LOCUS5746|CAD6997094.1|CCAP
OG0008725	LOC117889861|XP_034650253.1|DSUB	CCAP1982_LOCUS22054|CAD7014047.1|CCAP
OG0008726	LOC117890614|XP_034651446.1|DSUB	CCAP1982_LOCUS23099|CAD7015150.1|CCAP, CCAP1982_LOCUS23098|CAD7015149.1|CCAP
OG0008727	LOC117896004|XP_034659891.1|DSUB	CCAP1982_LOCUS3998|CAD6995279.1|CCAP
OG0008728	LOC117899742|XP_034665877.1|DSUB	CCAP1982_LOCUS3859|CAD6995136.1|CCAP
OG0008731	LOC117898532|XP_034663893.1|DSUB	CCAP1982_LOCUS4085|CAD6995366.1|CCAP, CCAP1982_LOCUS4086|CAD6995367.1|CCAP
OG0008732	LOC117900014|XP_034666090.1|DSUB	CCAP1982_LOCUS8792|CAD7000304.1|CCAP
OG0008734	LOC117897755|XP_034662687.1|DSUB	CCAP1982_LOCUS1995|CAD6993171.1|CCAP
OG0008736	LOC117889776|XP_034650132.1|DSUB	CCAP1982_LOCUS21754|CAD7013717.1|CCAP
OG0008738	LOC117902441|XP_034669722.1|DSUB	CCAP1982_LOCUS6139|CAD6997498.1|CCAP
OG0008739	LOC117895221|XP_034658606.1|DSUB	CCAP1982_LOCUS13810|CAD7005450.1|CCAP
OG0008740	LOC117890035|XP_034650544.1|DSUB	CCAP1982_LOCUS20281|CAD7012179.1|CCAP
OG0008741	LOC117891268|XP_034652533.1|DSUB	CCAP1982_LOCUS10476|CAD7001989.1|CCAP
OG0008742	LOC117894671|XP_034657740.1|DSUB	CCAP1982_LOCUS11287|CAD7002817.1|CCAP
OG0008743	LOC117890786|XP_034651752.1|DSUB	CCAP1982_LOCUS22592|CAD7014599.1|CCAP, CCAP1982_LOCUS22587|CAD7014593.1|CCAP
OG0008744	LOC117892097|XP_034653984.1|DSUB	CCAP1982_LOCUS21204|CAD7013132.1|CCAP, CCAP1982_LOCUS21207|CAD7013136.1|CCAP
OG0008746	LOC117896352|XP_034660517.1|DSUB	CCAP1982_LOCUS4934|CAD6996251.1|CCAP
OG0008747	LOC117893646|XP_034656223.1|DSUB	CCAP1982_LOCUS13028|CAD7004633.1|CCAP
OG0008748	LOC117901622|XP_034668341.1|DSUB	CCAP1982_LOCUS8870|CAD7000395.1|CCAP
OG0008750	LOC117901991|XP_034668894.1|DSUB	CCAP1982_LOCUS6281|CAD6997649.1|CCAP
OG0008751	LOC117896910|XP_034661337.1|DSUB	CCAP1982_LOCUS4713|CAD6996007.1|CCAP
OG0008752	LOC117899487|XP_034665416.1|DSUB	CCAP1982_LOCUS4966|CAD6996283.1|CCAP
OG0008754	LOC117891476|XP_034652847.1|DSUB	CCAP1982_LOCUS1543|CAD6992698.1|CCAP, CCAP1982_LOCUS1552|CAD6992707.1|CCAP, CCAP1982_LOCUS1550|CAD6992705.1|CCAP, CCAP1982_LOCUS1541|CAD6992696.1|CCAP
OG0008755	LOC117899256|XP_034665034.1|DSUB	CCAP1982_LOCUS2695|CAD6993902.1|CCAP
OG0008756	LOC117896496|XP_034660728.1|DSUB	CCAP1982_LOCUS3007|CAD6994246.1|CCAP
OG0008757	LOC117897369|XP_034662059.1|DSUB	CCAP1982_LOCUS3713|CAD6994982.1|CCAP
OG0008758	LOC117900816|XP_034667200.1|DSUB	CCAP1982_LOCUS8687|CAD7000194.1|CCAP, CCAP1982_LOCUS8685|CAD7000192.1|CCAP, CCAP1982_LOCUS8686|CAD7000193.1|CCAP
OG0008759	LOC117901527|XP_034668198.1|DSUB	CCAP1982_LOCUS8539|CAD7000035.1|CCAP
OG0008760	LOC117901286|XP_034667870.1|DSUB	CCAP1982_LOCUS7945|CAD6999419.1|CCAP
OG0008761	LOC117901588|XP_034668289.1|DSUB	CCAP1982_LOCUS5384|CAD6996700.1|CCAP
OG0008762	LOC117890539|XP_034651355.1|DSUB	CCAP1982_LOCUS20993|CAD7012894.1|CCAP
OG0008763	LOC117900687|XP_034667026.1|DSUB	CCAP1982_LOCUS6155|CAD6997516.1|CCAP
OG0008764	LOC117901136|XP_034667669.1|DSUB	CCAP1982_LOCUS6030|CAD6997389.1|CCAP
OG0008765	LOC117889908|XP_034650325.1|DSUB	CCAP1982_LOCUS21954|CAD7013942.1|CCAP
OG0008766	LOC117902434|XP_034669707.1|DSUB	CCAP1982_LOCUS23200|CAD7015251.1|CCAP
OG0008767	LOC117890106|XP_034650663.1|DSUB	CCAP1982_LOCUS23255|CAD7015310.1|CCAP
OG0008768	LOC117890562|XP_034651386.1|DSUB	CCAP1982_LOCUS8440|CAD6999927.1|CCAP, CCAP1982_LOCUS23404|CAD7015464.1|CCAP, CCAP1982_LOCUS23405|CAD7015465.1|CCAP
OG0008769	LOC117891887|XP_034653577.1|DSUB	CCAP1982_LOCUS22208|CAD7014204.1|CCAP
OG0008770	LOC117891929|XP_034653655.1|DSUB	CCAP1982_LOCUS21615|CAD7013557.1|CCAP
OG0008771	LOC117891123|XP_034652219.1|DSUB	CCAP1982_LOCUS21633|CAD7013577.1|CCAP
OG0008772	LOC117890792|XP_034651757.1|DSUB	CCAP1982_LOCUS21275|CAD7013204.1|CCAP
OG0008773	LOC117891878|XP_034653534.1|DSUB	CCAP1982_LOCUS19409|CAD7011303.1|CCAP
OG0008774	LOC117891477|XP_034652848.1|DSUB	CCAP1982_LOCUS19458|CAD7011355.1|CCAP, CCAP1982_LOCUS19456|CAD7011353.1|CCAP, CCAP1982_LOCUS19457|CAD7011354.1|CCAP
OG0008776	LOC117889722|XP_034650033.1|DSUB	CCAP1982_LOCUS20440|CAD7012346.1|CCAP
OG0008777	LOC117892500|XP_034654668.1|DSUB	CCAP1982_LOCUS20433|CAD7012339.1|CCAP, CCAP1982_LOCUS20434|CAD7012340.1|CCAP, CCAP1982_LOCUS20435|CAD7012341.1|CCAP
OG0008778	LOC117891336|XP_034652647.1|DSUB	CCAP1982_LOCUS20836|CAD7012732.1|CCAP, CCAP1982_LOCUS20835|CAD7012731.1|CCAP, CCAP1982_LOCUS20834|CAD7012730.1|CCAP
OG0008782	LOC117893069|XP_034655370.1|DSUB	CCAP1982_LOCUS12075|CAD7003636.1|CCAP
OG0008783	LOC117890257|XP_034650900.1|DSUB	CCAP1982_LOCUS12958|CAD7004562.1|CCAP
OG0008784	LOC117894083|XP_034656839.1|DSUB	CCAP1982_LOCUS14038|CAD7005686.1|CCAP
OG0008811	LOC117898782|XP_034664309.1|DSUB	CCAP1982_LOCUS2036|CAD6993217.1|CCAP
OG0008814	LOC117889839|XP_034650219.1|DSUB	CCAP1982_LOCUS7259|CAD6998702.1|CCAP
OG0008819	LOC117892305|XP_034654342.1|DSUB	CCAP1982_LOCUS19691|CAD7011602.1|CCAP
OG0008820	LOC117902627|XP_034670037.1|DSUB	CCAP1982_LOCUS5750|CAD6997098.1|CCAP
OG0008824	LOC117890679|XP_034651554.1|DSUB	CCAP1982_LOCUS22196|CAD7014191.1|CCAP
OG0008825	LOC117893371|XP_034655855.1|DSUB	CCAP1982_LOCUS14388|CAD7006053.1|CCAP
OG0008836	LOC117892024|XP_034653810.1|DSUB	CCAP1982_LOCUS22544|CAD7014543.1|CCAP
OG0008838	LOC117900312|XP_034666532.1|DSUB	CCAP1982_LOCUS7720|CAD6999183.1|CCAP
OG0008839	LOC117892516|XP_034654693.1|DSUB	CCAP1982_LOCUS20062|CAD7011951.1|CCAP
OG0008840	LOC117900522|XP_034666811.1|DSUB	CCAP1982_LOCUS7606|CAD6999059.1|CCAP
OG0008841	LOC117893690|XP_034656271.1|DSUB	CCAP1982_LOCUS12504|CAD7004081.1|CCAP
OG0008842	LOC117892682|XP_034654978.1|DSUB	CCAP1982_LOCUS22249|CAD7014246.1|CCAP
OG0008843	LOC117893047|XP_034655315.1|DSUB	CCAP1982_LOCUS14974|CAD7006672.1|CCAP
OG0008845	LOC117901769|XP_034668557.1|DSUB	CCAP1982_LOCUS8635|CAD7000142.1|CCAP
OG0008848	LOC117892701|XP_034655003.1|DSUB	CCAP1982_LOCUS21393|CAD7013323.1|CCAP
OG0008852	LOC117892071|XP_034653950.1|DSUB	CCAP1982_LOCUS21004|CAD7012905.1|CCAP
OG0008854	LOC117900818|XP_034667205.1|DSUB	CCAP1982_LOCUS9420|CAD7000947.1|CCAP
OG0008856	LOC117902994|XP_034670602.1|DSUB	CCAP1982_LOCUS10194|CAD7001704.1|CCAP
OG0008857	LOC117893446|XP_034655956.1|DSUB, LOC117895601|XP_034659240.1|DSUB	CCAP1982_LOCUS12355|CAD7003933.1|CCAP
OG0008858	LOC117899786|XP_034665951.1|DSUB	CCAP1982_LOCUS11044|CAD7002555.1|CCAP
OG0008859	LOC117894459|XP_034657450.1|DSUB	CCAP1982_LOCUS11266|CAD7002796.1|CCAP
OG0008860	LOC117898847|XP_034664415.1|DSUB	CCAP1982_LOCUS174|CAD6991237.1|CCAP, CCAP1982_LOCUS172|CAD6991235.1|CCAP
OG0008861	LOC117889807|XP_034650177.1|DSUB	CCAP1982_LOCUS19444|CAD7011339.1|CCAP
OG0008862	LOC117896264|XP_034660346.1|DSUB	CCAP1982_LOCUS4205|CAD6995490.1|CCAP
OG0008863	LOC117901059|XP_034667561.1|DSUB	CCAP1982_LOCUS5963|CAD6997329.1|CCAP
OG0008865	LOC117902389|XP_034669604.1|DSUB	CCAP1982_LOCUS22724|CAD7014747.1|CCAP, CCAP1982_LOCUS192|CAD6991258.1|CCAP
OG0008866	LOC117901210|XP_034667761.1|DSUB	CCAP1982_LOCUS6672|CAD6998056.1|CCAP
OG0008868	LOC117890059|XP_034650583.1|DSUB	CCAP1982_LOCUS7217|CAD6998649.1|CCAP
OG0008869	LOC117895352|XP_034658825.1|DSUB	CCAP1982_LOCUS14637|CAD7006315.1|CCAP
OG0008870	LOC117894836|XP_034657975.1|DSUB	CCAP1982_LOCUS14603|CAD7006280.1|CCAP
OG0008871	LOC117894322|XP_034657193.1|DSUB	CCAP1982_LOCUS14487|CAD7006160.1|CCAP
OG0008872	LOC117900963|XP_034667429.1|DSUB	CCAP1982_LOCUS6870|CAD6998261.1|CCAP
OG0008875	LOC117890753|XP_034651703.1|DSUB	CCAP1982_LOCUS21585|CAD7013525.1|CCAP
OG0008876	LOC117902921|XP_034670391.1|DSUB	CCAP1982_LOCUS10392|CAD7001905.1|CCAP
OG0008877	LOC117894604|XP_034657646.1|DSUB	CCAP1982_LOCUS14436|CAD7006104.1|CCAP
OG0008878	LOC117901035|XP_034667531.1|DSUB	CCAP1982_LOCUS7850|CAD6999323.1|CCAP
OG0008879	LOC117890743|XP_034651688.1|DSUB	CCAP1982_LOCUS21392|CAD7013322.1|CCAP
OG0008881	LOC117890571|XP_034651395.1|DSUB	CCAP1982_LOCUS19739|CAD7011653.1|CCAP
OG0008882	LOC117900147|XP_034666270.1|DSUB	CCAP1982_LOCUS7724|CAD6999188.1|CCAP
OG0008883	LOC117897552|XP_034662371.1|DSUB	CCAP1982_LOCUS4530|CAD6995828.1|CCAP
OG0008884	LOC117898841|XP_034664407.1|DSUB	CCAP1982_LOCUS4838|CAD6996145.1|CCAP, CCAP1982_LOCUS4837|CAD6996144.1|CCAP
OG0008885	LOC117901304|XP_034667903.1|DSUB	CCAP1982_LOCUS5772|CAD6997126.1|CCAP
OG0008886	LOC117892258|XP_034654265.1|DSUB	CCAP1982_LOCUS20331|CAD7012234.1|CCAP
OG0008887	LOC117892518|XP_034654696.1|DSUB	CCAP1982_LOCUS21718|CAD7013676.1|CCAP
OG0008888	LOC117893040|XP_034655299.1|DSUB	CCAP1982_LOCUS12807|CAD7004397.1|CCAP
OG0008889	LOC117891987|XP_034653755.1|DSUB	CCAP1982_LOCUS19841|CAD7011727.1|CCAP
OG0008890	LOC117896591|XP_034660907.1|DSUB	CCAP1982_LOCUS20631|CAD7012546.1|CCAP, CCAP1982_LOCUS20630|CAD7012545.1|CCAP, CCAP1982_LOCUS20629|CAD7012544.1|CCAP, CCAP1982_LOCUS20628|CAD7012543.1|CCAP
OG0008891	LOC117894960|XP_034658181.1|DSUB	CCAP1982_LOCUS12910|CAD7004511.1|CCAP
OG0008892	LOC117892710|XP_034655017.1|DSUB	CCAP1982_LOCUS22399|CAD7014407.1|CCAP
OG0008893	LOC117893028|XP_034655277.1|DSUB	CCAP1982_LOCUS13223|CAD7004834.1|CCAP
OG0008894	LOC117899259|XP_034665037.1|DSUB	CCAP1982_LOCUS3280|CAD6994537.1|CCAP
OG0008895	LOC117896451|XP_034660672.1|DSUB	CCAP1982_LOCUS520|CAD6991603.1|CCAP
OG0008897	LOC117896589|XP_034660905.1|DSUB	CCAP1982_LOCUS740|CAD6991841.1|CCAP
OG0008898	LOC117891793|XP_034653356.1|DSUB	CCAP1982_LOCUS19439|CAD7011334.1|CCAP
OG0008899	LOC117900059|XP_034666152.1|DSUB	CCAP1982_LOCUS8803|CAD7000318.1|CCAP, CCAP1982_LOCUS8802|CAD7000317.1|CCAP
OG0008900	LOC117900013|XP_034666089.1|DSUB	CCAP1982_LOCUS6726|CAD6998112.1|CCAP
OG0008901	LOC117894944|XP_034658157.1|DSUB	CCAP1982_LOCUS11548|CAD7003085.1|CCAP
OG0008902	LOC117902982|XP_034670556.1|DSUB	CCAP1982_LOCUS10029|CAD7001533.1|CCAP
OG0008903	LOC117900824|XP_034667222.1|DSUB	CCAP1982_LOCUS7300|CAD6998746.1|CCAP
OG0008904	LOC117892582|XP_034654811.1|DSUB	CCAP1982_LOCUS23071|CAD7015121.1|CCAP
OG0008905	LOC117902901|XP_034670348.1|DSUB	CCAP1982_LOCUS10031|CAD7001535.1|CCAP
OG0008906	LOC117893847|XP_034656502.1|DSUB	CCAP1982_LOCUS12106|CAD7003668.1|CCAP, CCAP1982_LOCUS12107|CAD7003669.1|CCAP
OG0008907	LOC117898887|XP_034664461.1|DSUB	CCAP1982_LOCUS413|CAD6991489.1|CCAP
OG0008908	LOC117897924|XP_034662898.1|DSUB	CCAP1982_LOCUS4378|CAD6995671.1|CCAP, CCAP1982_LOCUS4376|CAD6995669.1|CCAP, CCAP1982_LOCUS4377|CAD6995670.1|CCAP
OG0008909	LOC117898966|XP_034664598.1|DSUB	CCAP1982_LOCUS1393|CAD6992545.1|CCAP
OG0008910	LOC117897885|XP_034662853.1|DSUB	CCAP1982_LOCUS1337|CAD6992485.1|CCAP, CCAP1982_LOCUS1332|CAD6992480.1|CCAP
OG0008911	LOC117897310|XP_034661954.1|DSUB	CCAP1982_LOCUS2275|CAD6993462.1|CCAP
OG0008912	LOC117898292|XP_034663438.1|DSUB	CCAP1982_LOCUS2311|CAD6993498.1|CCAP, CCAP1982_LOCUS2310|CAD6993497.1|CCAP
OG0008913	LOC117896370|XP_034660536.1|DSUB	CCAP1982_LOCUS2840|CAD6994069.1|CCAP
OG0008914	LOC117899479|XP_034665401.1|DSUB	CCAP1982_LOCUS2760|CAD6993977.1|CCAP
OG0008915	LOC117897969|XP_034662971.1|DSUB	CCAP1982_LOCUS3581|CAD6994846.1|CCAP
OG0008916	LOC117902548|XP_034669876.1|DSUB	CCAP1982_LOCUS8302|CAD6999780.1|CCAP, CCAP1982_LOCUS8300|CAD6999778.1|CCAP
OG0008917	LOC117901913|XP_034668769.1|DSUB	CCAP1982_LOCUS8136|CAD6999613.1|CCAP, CCAP1982_LOCUS8138|CAD6999615.1|CCAP
OG0008918	LOC117900210|XP_034666380.1|DSUB	CCAP1982_LOCUS7279|CAD6998722.1|CCAP
OG0008919	LOC117902468|XP_034669765.1|DSUB	CCAP1982_LOCUS7561|CAD6999014.1|CCAP, CCAP1982_LOCUS7562|CAD6999015.1|CCAP, CCAP1982_LOCUS7563|CAD6999016.1|CCAP, CCAP1982_LOCUS7560|CAD6999013.1|CCAP
OG0008920	LOC117895128|XP_034658431.1|DSUB	CCAP1982_LOCUS7759|CAD6999225.1|CCAP, CCAP1982_LOCUS7760|CAD6999226.1|CCAP
OG0008921	LOC117900267|XP_034666469.1|DSUB	CCAP1982_LOCUS2132|CAD6993315.1|CCAP, CCAP1982_LOCUS9115|CAD7000641.1|CCAP
OG0008922	LOC117901039|XP_034667539.1|DSUB	CCAP1982_LOCUS6595|CAD6997979.1|CCAP
OG0008923	LOC117891129|XP_034652226.1|DSUB	CCAP1982_LOCUS21920|CAD7013907.1|CCAP
OG0008924	LOC117892604|XP_034654836.1|DSUB	CCAP1982_LOCUS22040|CAD7014034.1|CCAP
OG0008925	LOC117891012|XP_034652061.1|DSUB	CCAP1982_LOCUS23261|CAD7015316.1|CCAP
OG0008926	LOC117890804|XP_034651770.1|DSUB, LOC117889961|XP_034650410.1|DSUB	CCAP1982_LOCUS23319|CAD7015375.1|CCAP
OG0008927	LOC117891078|XP_034652148.1|DSUB	CCAP1982_LOCUS23406|CAD7015466.1|CCAP, CCAP1982_LOCUS23407|CAD7015467.1|CCAP
OG0008928	LOC117892327|XP_034654371.1|DSUB	CCAP1982_LOCUS23369|CAD7015427.1|CCAP
OG0008929	LOC117892616|XP_034654858.1|DSUB	CCAP1982_LOCUS22113|CAD7014107.1|CCAP
OG0008930	LOC117896214|XP_034660238.1|DSUB	CCAP1982_LOCUS22409|CAD7014413.1|CCAP
OG0008931	LOC117891527|XP_034652918.1|DSUB	CCAP1982_LOCUS22283|CAD7014280.1|CCAP
OG0008932	LOC117890409|XP_034651112.1|DSUB	CCAP1982_LOCUS21274|CAD7013203.1|CCAP, CCAP1982_LOCUS21273|CAD7013202.1|CCAP
OG0008933	LOC117890777|XP_034651739.1|DSUB	CCAP1982_LOCUS21287|CAD7013216.1|CCAP
OG0008935	LOC117891372|XP_034652700.1|DSUB	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP
OG0008936	LOC117890145|XP_034650725.1|DSUB	CCAP1982_LOCUS19449|CAD7011346.1|CCAP
OG0008938	LOC117890830|XP_034651803.1|DSUB	CCAP1982_LOCUS20561|CAD7012484.1|CCAP
OG0008939	LOC117890331|XP_034651013.1|DSUB	CCAP1982_LOCUS20782|CAD7012675.1|CCAP
OG0008940	LOC117891883|XP_034653568.1|DSUB	CCAP1982_LOCUS21046|CAD7012952.1|CCAP
OG0008949	LOC117895030|XP_034658293.1|DSUB	CCAP1982_LOCUS12415|CAD7003993.1|CCAP
OG0008950	LOC117903339|XP_034671176.1|DSUB	CCAP1982_LOCUS12886|CAD7004481.1|CCAP
OG0008951	LOC117894167|XP_034656959.1|DSUB	CCAP1982_LOCUS12900|CAD7004501.1|CCAP
OG0008952	LOC117899956|XP_034666004.1|DSUB	CCAP1982_LOCUS12363|CAD7003941.1|CCAP, CCAP1982_LOCUS12373|CAD7003951.1|CCAP
OG0008953	LOC117893599|XP_034656165.1|DSUB	CCAP1982_LOCUS13060|CAD7004665.1|CCAP
OG0008955	LOC117893888|XP_034656551.1|DSUB	CCAP1982_LOCUS11543|CAD7003080.1|CCAP
OG0008956	LOC117896051|XP_034659951.1|DSUB, LOC117894846|XP_034657993.1|DSUB	CCAP1982_LOCUS14575|CAD7006249.1|CCAP
OG0008957	LOC117893021|XP_034655269.1|DSUB	CCAP1982_LOCUS12274|CAD7003841.1|CCAP
OG0008958	LOC117893311|XP_034655790.1|DSUB	CCAP1982_LOCUS13525|CAD7005164.1|CCAP
OG0008959	LOC117894760|XP_034657868.1|DSUB	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP
OG0008960	LOC117893418|XP_034655921.1|DSUB	CCAP1982_LOCUS13422|CAD7005052.1|CCAP
OG0008961	LOC117900397|XP_034666642.1|DSUB, LOC117900844|XP_034667250.1|DSUB	CCAP1982_LOCUS7054|CAD6998457.1|CCAP
OG0008985	LOC117894805|XP_034657930.1|DSUB	CCAP1982_LOCUS12236|CAD7003803.1|CCAP
OG0008986	LOC117897423|XP_034662151.1|DSUB	CCAP1982_LOCUS5702|CAD6997047.1|CCAP
OG0008990	LOC117893682|XP_034656262.1|DSUB	CCAP1982_LOCUS11431|CAD7002967.1|CCAP
OG0008991	LOC117898002|XP_034663021.1|DSUB	CCAP1982_LOCUS4200|CAD6995485.1|CCAP
OG0008993	LOC117895174|XP_034658528.1|DSUB	CCAP1982_LOCUS13676|CAD7005315.1|CCAP
OG0008994	LOC117902806|XP_034670318.1|DSUB	CCAP1982_LOCUS6730|CAD6998118.1|CCAP
OG0008995	LOC117892483|XP_034654627.1|DSUB	CCAP1982_LOCUS19479|CAD7011378.1|CCAP
OG0008999	LOC117890890|XP_034651879.1|DSUB	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP
OG0009003	LOC117890984|XP_034652028.1|DSUB	CCAP1982_LOCUS14538|CAD7006210.1|CCAP
OG0009005	LOC117900335|XP_034666564.1|DSUB	CCAP1982_LOCUS8449|CAD6999940.1|CCAP
OG0009006	LOC117897896|XP_034662863.1|DSUB	CCAP1982_LOCUS3116|CAD6994363.1|CCAP
OG0009007	LOC117894208|XP_034657013.1|DSUB	CCAP1982_LOCUS14979|CAD7006678.1|CCAP
OG0009008	LOC117898523|XP_034663883.1|DSUB	CCAP1982_LOCUS93|CAD6991153.1|CCAP
OG0009009	LOC117892985|XP_034655228.1|DSUB	CCAP1982_LOCUS12773|CAD7004361.1|CCAP
