Orthogroup	DSUB.longest_only	AAEG.longest_only
OG0007018	LOC117901886|XP_034668735.1|DSUB	LOC5566800|XP_021702552.1|AAEG
OG0007019	LOC117900738|XP_034667104.1|DSUB	LOC5576032|XP_021702615.1|AAEG
OG0007020	LOC117901456|XP_034668099.1|DSUB	LOC5564911|XP_021702621.1|AAEG
OG0007021	LOC117900728|XP_034667094.1|DSUB	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG
OG0007022	LOC117901083|XP_034667595.1|DSUB	LOC5572816|XP_021702701.1|AAEG
OG0007023	LOC117902383|XP_034669595.1|DSUB	LOC23687450|XP_011493524.1|AAEG
OG0007024	LOC117897351|XP_034662023.1|DSUB	LOC5572828|XP_001654224.2|AAEG
OG0007025	LOC117901891|XP_034668748.1|DSUB	LOC5570694|XP_021702717.1|AAEG
OG0007026	LOC117902469|XP_034669766.1|DSUB	LOC5570696|XP_021702721.1|AAEG
OG0007027	LOC117900035|XP_034666114.1|DSUB	LOC5572901|XP_021702739.1|AAEG
OG0007028	LOC117901149|XP_034667684.1|DSUB	LOC5572902|XP_021702740.1|AAEG
OG0007029	LOC117900021|XP_034666100.1|DSUB	LOC5568614|XP_021702769.1|AAEG
OG0007030	LOC117900786|XP_034667160.1|DSUB	LOC5568605|XP_001652439.1|AAEG
OG0007031	LOC117902331|XP_034669517.1|DSUB	LOC5568611|XP_021702789.1|AAEG
OG0007032	LOC117895762|XP_034659527.1|DSUB	LOC5577539|XP_021702804.1|AAEG
OG0007033	LOC117902043|XP_034668998.1|DSUB	LOC5577537|XP_001656550.2|AAEG
OG0007034	LOC117900227|XP_034666403.1|DSUB	LOC5564020|XP_001648342.1|AAEG
OG0007035	LOC117903662|XP_034671874.1|DSUB	LOC5564021|XP_001648343.1|AAEG
OG0007036	LOC117894773|XP_034657889.1|DSUB	LOC5564022|XP_001648345.1|AAEG
OG0007037	LOC117897230|XP_034661839.1|DSUB	LOC5564024|XP_001648346.1|AAEG
OG0007038	LOC117890705|XP_034651613.1|DSUB	LOC5566784|XP_021702855.1|AAEG
OG0007039	LOC117892348|XP_034654438.1|DSUB	LOC5573247|XP_001654456.2|AAEG
OG0007040	LOC117901703|XP_034668462.1|DSUB	LOC5573251|XP_001654461.1|AAEG
OG0007041	LOC117902465|XP_034669761.1|DSUB	LOC5571858|XP_021702924.1|AAEG
OG0007042	LOC117901324|XP_034667922.1|DSUB	LOC5571857|XP_021702927.1|AAEG
OG0007043	LOC117897912|XP_034662881.1|DSUB	LOC5571860|XP_021702937.1|AAEG
OG0007044	LOC117901616|XP_034668326.1|DSUB	LOC5564830|XP_021703000.1|AAEG
OG0007045	LOC117896717|XP_034661069.1|DSUB	LOC5564842|XP_021703006.1|AAEG
OG0007046	LOC117897844|XP_034662801.1|DSUB	LOC5564845|XP_021703016.1|AAEG
OG0007047	LOC117900555|XP_034666850.1|DSUB	LOC5569074|XP_001658304.1|AAEG
OG0007048	LOC117902683|XP_034670107.1|DSUB	LOC5569077|XP_021703044.1|AAEG
OG0007049	LOC117900889|XP_034667311.1|DSUB	LOC5567973|XP_001657795.1|AAEG
OG0007050	LOC117901872|XP_034668720.1|DSUB	LOC5573699|XP_001661025.1|AAEG
OG0007051	LOC117901047|XP_034667545.1|DSUB	LOC5571525|XP_021703126.1|AAEG
OG0007052	LOC117903864|XP_034672242.1|DSUB	LOC5568941|XP_021703172.1|AAEG
OG0007053	LOC117897312|XP_034661955.1|DSUB	LOC5568923|XP_021703194.1|AAEG
OG0007054	LOC117892284|XP_034654294.1|DSUB	LOC5573119|XP_001660735.2|AAEG
OG0007055	LOC117891939|XP_034653675.1|DSUB	LOC5573122|XP_001660738.2|AAEG
OG0007056	LOC117893991|XP_034656692.1|DSUB	LOC5573139|XP_001660755.1|AAEG
OG0007057	LOC117903866|XP_034672247.1|DSUB	LOC5573186|XP_001660803.2|AAEG
OG0007058	LOC117903342|XP_034671181.1|DSUB	LOC5573192|XP_001660809.2|AAEG
OG0007059	LOC117900368|XP_034666609.1|DSUB	LOC5573895|XP_001654928.2|AAEG
OG0007060	LOC117902546|XP_034669874.1|DSUB	LOC5573893|XP_001654933.2|AAEG
OG0007061	LOC117902553|XP_034669882.1|DSUB	LOC5573899|XP_021703333.1|AAEG
OG0007062	LOC117902558|XP_034669891.1|DSUB	LOC5573960|XP_001654980.1|AAEG
OG0007063	LOC117901560|XP_034668249.1|DSUB	LOC5573958|XP_001654982.2|AAEG
OG0007064	LOC117891778|XP_034653335.1|DSUB	LOC5573949|XP_001654986.2|AAEG
OG0007065	LOC117894334|XP_034657208.1|DSUB	LOC5573950|XP_001654988.2|AAEG
OG0007066	LOC117893326|XP_034655807.1|DSUB	LOC5573952|XP_001654990.2|AAEG
OG0007067	LOC117899984|XP_034666040.1|DSUB	LOC5573954|XP_001654992.2|AAEG
OG0007068	LOC117900831|XP_034667230.1|DSUB	LOC5573956|XP_001654994.2|AAEG
OG0007069	LOC117902542|XP_034669868.1|DSUB	LOC5575585|XP_021703482.1|AAEG
OG0007070	LOC117892382|XP_034654484.1|DSUB	LOC110677119|XP_021703531.1|AAEG
OG0007071	LOC117891959|XP_034653722.1|DSUB	LOC5567995|XP_001657822.1|AAEG
OG0007072	LOC117899461|XP_034665366.1|DSUB	LOC110677123|XP_021703537.1|AAEG
OG0007073	LOC117902367|XP_034669574.1|DSUB	LOC5567987|XP_001657814.1|AAEG
OG0007074	LOC117890961|XP_034651991.1|DSUB	LOC5572057|XP_001653821.1|AAEG
OG0007075	LOC117901636|XP_034668358.1|DSUB	LOC5572056|XP_001653823.1|AAEG
OG0007076	LOC117891567|XP_034652981.1|DSUB	LOC5572074|XP_021703591.1|AAEG
OG0007077	LOC117901501|XP_034668162.1|DSUB	LOC5572075|XP_001653843.1|AAEG
OG0007078	LOC117900025|XP_034666103.1|DSUB	LOC5565855|XP_021703597.1|AAEG
OG0007079	LOC117900029|XP_034666106.1|DSUB	LOC5565829|XP_001650198.2|AAEG
OG0007080	LOC117901115|XP_034667640.1|DSUB	LOC5564923|XP_021703753.1|AAEG
OG0007081	LOC117902336|XP_034669526.1|DSUB	LOC5564926|XP_001649289.2|AAEG
OG0007082	LOC117901212|XP_034667766.1|DSUB	LOC5564938|XP_001649290.2|AAEG
OG0007083	LOC117900290|XP_034666493.1|DSUB	LOC5564936|XP_021703763.1|AAEG
OG0007084	LOC117902433|XP_034669702.1|DSUB	LOC23687794|XP_011493653.2|AAEG
OG0007085	LOC117901926|XP_034668786.1|DSUB	LOC5570859|XP_021703784.1|AAEG
OG0007086	LOC117902544|XP_034669871.1|DSUB	LOC5565919|XP_001650271.2|AAEG
OG0007087	LOC117894331|XP_034657206.1|DSUB	LOC5565909|XP_001650253.2|AAEG
OG0007088	LOC117901377|XP_034667978.1|DSUB	LOC5565906|XP_021703840.1|AAEG
OG0007089	LOC117900720|XP_034667079.1|DSUB	LOC5569698|XP_021703852.1|AAEG
OG0007090	LOC117902805|XP_034670317.1|DSUB	LOC5569699|XP_021703853.1|AAEG
OG0007091	LOC117901495|XP_034668155.1|DSUB	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG
OG0007092	LOC117898720|XP_034664228.1|DSUB	LOC5569709|XP_001658697.2|AAEG
OG0007093	LOC117900316|XP_034666536.1|DSUB	LOC5569713|XP_021703871.1|AAEG
OG0007094	LOC117900322|XP_034666545.1|DSUB	LOC5577910|XP_001656680.1|AAEG
OG0007095	LOC117901302|XP_034667898.1|DSUB	LOC5577907|XP_001656685.2|AAEG
OG0007096	LOC117902316|XP_034669491.1|DSUB	LOC5577906|XP_001656686.2|AAEG
OG0007097	LOC117901195|XP_034667739.1|DSUB	LOC5568179|XP_001652118.2|AAEG
OG0007098	LOC117900078|XP_034666174.1|DSUB	LOC5568181|XP_021703906.1|AAEG
OG0007099	LOC117897667|XP_034662555.1|DSUB	LOC5564525|XP_021703941.1|AAEG
OG0007100	LOC117901821|XP_034668635.1|DSUB	LOC5575670|XP_021703944.1|AAEG
OG0007101	LOC117901399|XP_034668023.1|DSUB	LOC5568087|XP_001652025.1|AAEG
OG0007102	LOC117901402|XP_034668027.1|DSUB	LOC5568085|XP_021703979.1|AAEG
OG0007103	LOC117900040|XP_034666120.1|DSUB	LOC5569517|XP_001652823.2|AAEG
OG0007104	LOC117902167|XP_034669197.1|DSUB	LOC5569529|XP_001652827.1|AAEG
OG0007105	LOC117902464|XP_034669760.1|DSUB	LOC5569520|XP_001652832.2|AAEG
OG0007106	LOC117900572|XP_034666872.1|DSUB	LOC5569525|XP_021704022.1|AAEG
OG0007107	LOC117902684|XP_034670108.1|DSUB	LOC5567332|XP_021704031.1|AAEG
OG0007108	LOC117901277|XP_034667862.1|DSUB	LOC110677245|XP_021704040.1|AAEG
OG0007109	LOC117900121|XP_034666237.1|DSUB	LOC5567342|XP_001651772.1|AAEG
OG0007110	LOC117900032|XP_034666111.1|DSUB	LOC5567343|XP_001651773.1|AAEG
OG0007111	LOC117901150|XP_034667689.1|DSUB	LOC5567344|XP_021704052.1|AAEG
OG0007112	LOC117902472|XP_034669769.1|DSUB	LOC23687430|XP_011493248.1|AAEG
OG0007113	LOC117899451|XP_034665351.1|DSUB	LOC5569772|XP_001653000.2|AAEG
OG0007114	LOC117902388|XP_034669603.1|DSUB	LOC5569771|XP_001652998.2|AAEG
OG0007115	LOC117900253|XP_034666443.1|DSUB	LOC5569757|XP_001652994.2|AAEG
OG0007116	LOC117901654|XP_034668381.1|DSUB	LOC5569763|XP_021704085.1|AAEG
OG0007117	LOC117901626|XP_034668347.1|DSUB	LOC5569765|XP_001652986.2|AAEG
OG0007118	LOC117901940|XP_034668800.1|DSUB	LOC5569768|XP_021704087.1|AAEG
OG0007119	LOC117897438|XP_034662173.1|DSUB	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG
OG0007120	LOC117903330|XP_034671163.1|DSUB	LOC5568559|XP_001652390.2|AAEG
OG0007121	LOC117902550|XP_034669884.1|DSUB	LOC5568553|XP_001652385.1|AAEG
OG0007122	LOC117889573|XP_034649864.1|DSUB	LOC5568556|XP_021709379.1|AAEG
OG0007123	LOC117902127|XP_034669150.1|DSUB	LOC5568551|XP_021706949.1|AAEG
OG0007124	LOC117893817|XP_034656460.1|DSUB	LOC5567867|XP_021708822.1|AAEG
OG0007125	LOC117893720|XP_034656298.1|DSUB	LOC5575370|XP_021706049.1|AAEG
OG0007126	LOC117893531|XP_034656064.1|DSUB	LOC5575374|XP_001661901.2|AAEG
OG0007127	LOC117894700|XP_034657774.1|DSUB	LOC5575372|XP_001661903.1|AAEG
OG0007128	LOC117894736|XP_034657825.1|DSUB	LOC5575376|XP_001661906.1|AAEG
OG0007129	LOC117893721|XP_034656301.1|DSUB	LOC5575377|XP_001661907.1|AAEG
OG0007130	LOC117893320|XP_034655799.1|DSUB	LOC5568419|XP_001652245.1|AAEG
OG0007131	LOC117893668|XP_034656249.1|DSUB	LOC5568426|XP_001652254.1|AAEG
OG0007132	LOC117894474|XP_034657465.1|DSUB	LOC5568427|XP_001652255.3|AAEG
OG0007133	LOC117894432|XP_034657386.1|DSUB	LOC5568435|XP_001652267.1|AAEG
OG0007134	LOC117894275|XP_034657121.1|DSUB	LOC5570307|XP_001653128.1|AAEG
OG0007135	LOC117893400|XP_034655890.1|DSUB	LOC5570309|XP_021708394.1|AAEG
OG0007136	LOC117894394|XP_034657287.1|DSUB	LOC5570315|XP_021708637.1|AAEG
OG0007137	LOC117903818|XP_034672149.1|DSUB	LOC5571891|XP_021704737.1|AAEG
OG0007138	LOC117903297|XP_034671117.1|DSUB	LOC5571895|XP_021706110.1|AAEG
OG0007139	LOC117898421|XP_034663698.1|DSUB	LOC5571898|XP_021705906.1|AAEG
OG0007140	LOC117903794|XP_034672117.1|DSUB	LOC5571899|XP_001653815.1|AAEG
OG0007141	LOC117900324|XP_034666550.1|DSUB	LOC5571901|XP_001653816.1|AAEG
OG0007142	LOC117894815|XP_034657945.1|DSUB	LOC5570133|XP_001653114.1|AAEG
OG0007143	LOC117897716|XP_034662632.1|DSUB	LOC5568063|XP_021706338.1|AAEG
OG0007144	LOC117899227|XP_034664992.1|DSUB	LOC5568062|XP_021706333.1|AAEG
OG0007145	LOC117896839|XP_034661249.1|DSUB	LOC110679831|XP_021711285.1|AAEG
OG0007146	LOC117898744|XP_034664257.1|DSUB	LOC5568059|XP_001651995.1|AAEG
OG0007147	LOC117899667|XP_034665746.1|DSUB	LOC5568050|XP_021710032.1|AAEG
OG0007148	LOC117903278|XP_034671071.1|DSUB	LOC5569395|XP_021707871.1|AAEG
OG0007149	LOC117891823|XP_034653451.1|DSUB	LOC5572510|XP_021709936.1|AAEG
OG0007150	LOC117894305|XP_034657163.1|DSUB	LOC5566760|XP_001651163.1|AAEG
OG0007151	LOC117893683|XP_034656263.1|DSUB	LOC5566759|XP_001651161.1|AAEG
OG0007152	LOC117903695|XP_034671925.1|DSUB	LOC5575113|XP_021709386.1|AAEG
OG0007153	LOC117903699|XP_034671929.1|DSUB	LOC5575108|XP_001661830.1|AAEG
OG0007154	LOC117892126|XP_034654048.1|DSUB	LOC5575102|XP_001661824.1|AAEG
OG0007155	LOC117890943|XP_034651969.1|DSUB	LOC5575100|XP_001661823.1|AAEG
OG0007156	LOC117898671|XP_034664141.1|DSUB	LOC5575099|XP_001661820.1|AAEG
OG0007157	LOC117897139|XP_034661701.1|DSUB	LOC5572232|XP_001653924.1|AAEG
OG0007158	LOC117893101|XP_034655423.1|DSUB	LOC5572236|XP_001653923.1|AAEG
OG0007159	LOC117903121|XP_034670843.1|DSUB	LOC5571956|XP_021709182.1|AAEG
OG0007160	LOC117897077|XP_034661603.1|DSUB	LOC5576666|XP_001656205.1|AAEG
OG0007161	LOC117897493|XP_034662278.1|DSUB	LOC5567645|XP_021710629.1|AAEG
OG0007162	LOC117903151|XP_034670883.1|DSUB	LOC5567646|XP_001651840.1|AAEG
OG0007163	LOC117899654|XP_034665725.1|DSUB	LOC5563791|XP_001648060.1|AAEG
OG0007164	LOC117899651|XP_034665721.1|DSUB	LOC5563784|XP_001648071.1|AAEG
OG0007165	LOC117903856|XP_034672219.1|DSUB	LOC5578562|XP_021708688.1|AAEG
OG0007166	LOC117895129|XP_034658432.1|DSUB	LOC5563810|XP_021710831.1|AAEG
OG0007167	LOC117889580|XP_034649877.1|DSUB	LOC5563812|XP_001648095.1|AAEG
OG0007168	LOC117903698|XP_034671928.1|DSUB	LOC5570780|XP_021708848.1|AAEG
OG0007169	LOC117893595|XP_034656164.1|DSUB	LOC5570779|XP_001659370.1|AAEG
OG0007170	LOC117899006|XP_034664644.1|DSUB	LOC5579219|XP_021708060.1|AAEG
OG0007171	LOC117894235|XP_034657048.1|DSUB	LOC5567820|XP_021704643.1|AAEG
OG0007172	LOC117902911|XP_034670366.1|DSUB	LOC5567824|XP_001657730.2|AAEG
OG0007173	LOC117902890|XP_034670347.1|DSUB	LOC5567826|XP_021711081.1|AAEG
OG0007174	LOC117897513|XP_034662318.1|DSUB	LOC5577686|XP_021705453.1|AAEG
OG0007175	LOC117894415|XP_034657316.1|DSUB	LOC5566392|XP_021710584.1|AAEG
OG0007176	LOC117897808|XP_034662748.1|DSUB	LOC5574394|XP_001655107.1|AAEG
OG0007177	LOC117897917|XP_034662892.1|DSUB	LOC5574401|XP_001655108.1|AAEG
OG0007178	LOC117898368|XP_034663596.1|DSUB	LOC5574406|XP_001655113.1|AAEG
OG0007179	LOC117896544|XP_034660820.1|DSUB	LOC5574409|XP_001655116.1|AAEG
OG0007180	LOC117897918|XP_034662893.1|DSUB	LOC5574410|XP_001655117.1|AAEG
OG0007181	LOC117899100|XP_034664775.1|DSUB	LOC5580266|XP_001662893.1|AAEG
OG0007182	LOC117899724|XP_034665857.1|DSUB	LOC5580264|XP_021711480.1|AAEG
OG0007183	LOC117899722|XP_034665831.1|DSUB	LOC5580270|XP_021704264.1|AAEG
OG0007184	LOC117898665|XP_034664131.1|DSUB	LOC5580271|XP_021707734.1|AAEG
OG0007185	LOC117902093|XP_034669080.1|DSUB	LOC5580278|XP_001662904.1|AAEG
OG0007186	LOC117896080|XP_034660007.1|DSUB	LOC5570551|XP_021710343.1|AAEG
OG0007187	LOC117899715|XP_034665821.1|DSUB	LOC5570549|XP_021706869.1|AAEG
OG0007188	LOC117897830|XP_034662783.1|DSUB	LOC5570556|XP_021710715.1|AAEG
OG0007189	LOC117896488|XP_034660719.1|DSUB	LOC5570559|XP_001653215.1|AAEG
OG0007190	LOC117896592|XP_034660908.1|DSUB	LOC5570550|XP_021706979.1|AAEG
OG0007191	LOC117895454|XP_034659017.1|DSUB	LOC5570555|XP_021705253.1|AAEG
OG0007192	LOC117903765|XP_034672068.1|DSUB	LOC5575629|XP_021707063.1|AAEG
OG0007193	LOC117903763|XP_034672064.1|DSUB	LOC5575632|XP_001655773.1|AAEG
OG0007194	LOC117894509|XP_034657513.1|DSUB	LOC5575628|XP_021706178.1|AAEG
OG0007195	LOC117897209|XP_034661804.1|DSUB	LOC5570066|XP_001653052.1|AAEG
OG0007196	LOC117899055|XP_034664713.1|DSUB	LOC5571237|XP_021710952.1|AAEG
OG0007197	LOC117893014|XP_034655260.1|DSUB	LOC5574517|XP_001661490.1|AAEG
OG0007198	LOC117897307|XP_034661950.1|DSUB	LOC5576018|XP_021708175.1|AAEG
OG0007199	LOC117898344|XP_034663567.1|DSUB	LOC5570240|XP_021710073.1|AAEG
OG0007200	LOC117897064|XP_034661558.1|DSUB	LOC5576751|XP_021708355.1|AAEG
OG0007201	LOC117895816|XP_034659633.1|DSUB	LOC5579918|XP_001657892.1|AAEG
OG0007202	LOC117895064|XP_034658336.1|DSUB	LOC5579911|XP_001657891.1|AAEG
OG0007203	LOC117895060|XP_034658331.1|DSUB	LOC5579907|XP_021709805.1|AAEG
OG0007204	LOC117893336|XP_034655820.1|DSUB	LOC5579906|XP_001657887.1|AAEG
OG0007205	LOC117895065|XP_034658337.1|DSUB	LOC5579902|XP_001657882.2|AAEG
OG0007206	LOC117896756|XP_034661118.1|DSUB	LOC5579898|XP_021708390.1|AAEG
OG0007207	LOC117896009|XP_034659897.1|DSUB	LOC5579897|XP_001657877.2|AAEG
OG0007208	LOC117896490|XP_034660721.1|DSUB	LOC5579896|XP_021710250.1|AAEG
OG0007209	LOC117899243|XP_034665011.1|DSUB	LOC5579894|XP_021710248.1|AAEG
OG0007210	LOC117897205|XP_034661799.1|DSUB	LOC5579893|XP_001657871.2|AAEG
OG0007211	LOC117896755|XP_034661117.1|DSUB	LOC5579891|XP_001657869.2|AAEG
OG0007212	LOC117898849|XP_034664417.1|DSUB	LOC5579887|XP_021705483.1|AAEG
OG0007213	LOC117890269|XP_034650919.1|DSUB	LOC5567684|XP_001657613.1|AAEG
OG0007214	LOC117893891|XP_034656557.1|DSUB	LOC5567681|XP_021704958.1|AAEG
OG0007215	LOC117898362|XP_034663588.1|DSUB	LOC5564520|XP_021707222.1|AAEG
OG0007216	LOC117897567|XP_034662400.1|DSUB	LOC5578739|XP_021707388.1|AAEG
OG0007217	LOC117889890|XP_034650292.1|DSUB	LOC5578734|XP_001657106.1|AAEG
OG0007218	LOC117898948|XP_034664562.1|DSUB	LOC5578749|XP_001657116.1|AAEG
OG0007219	LOC117898556|XP_034663933.1|DSUB	LOC5574464|XP_021704646.1|AAEG
OG0007220	LOC117897811|XP_034662751.1|DSUB	LOC5573339|XP_021709525.1|AAEG
OG0007221	LOC117898750|XP_034664262.1|DSUB	LOC5573343|XP_001660822.1|AAEG
OG0007222	LOC117898428|XP_034663707.1|DSUB	LOC5567517|XP_021708406.1|AAEG
OG0007223	LOC117899652|XP_034665723.1|DSUB	LOC5567528|XP_001657523.1|AAEG
OG0007224	LOC117897448|XP_034662183.1|DSUB	LOC5567529|XP_001657524.1|AAEG
OG0007225	LOC117896663|XP_034661000.1|DSUB	LOC5567531|XP_021710585.1|AAEG
OG0007226	LOC117897089|XP_034661619.1|DSUB	LOC5567532|XP_001657527.2|AAEG
OG0007227	LOC117894571|XP_034657601.1|DSUB	LOC5567533|XP_001657528.2|AAEG
OG0007228	LOC117894739|XP_034657829.1|DSUB	LOC5567534|XP_021705905.1|AAEG
OG0007229	LOC117899506|XP_034665448.1|DSUB	LOC5567538|XP_001657533.1|AAEG
OG0007230	LOC117897356|XP_034662029.1|DSUB	LOC5568784|XP_001658149.1|AAEG
OG0007231	LOC117896999|XP_034661450.1|DSUB	LOC5568787|XP_021704811.1|AAEG
OG0007232	LOC117892949|XP_034655163.1|DSUB	LOC5568788|XP_021709249.1|AAEG
OG0007233	LOC117892952|XP_034655172.1|DSUB	LOC5568791|XP_021705790.1|AAEG
OG0007234	LOC117892958|XP_034655183.1|DSUB	LOC5569950|XP_001658850.1|AAEG
OG0007235	LOC117892950|XP_034655171.1|DSUB	LOC5569948|XP_021704129.1|AAEG
OG0007236	LOC117896417|XP_034660625.1|DSUB	LOC5576837|XP_001662944.2|AAEG
OG0007237	LOC117897096|XP_034661631.1|DSUB	LOC5576836|XP_001662943.2|AAEG
OG0007238	LOC117902971|XP_034670519.1|DSUB	LOC5572681|XP_021707150.1|AAEG
OG0007239	LOC117897710|XP_034662623.1|DSUB	LOC5578005|XP_001656743.2|AAEG
OG0007240	LOC117896760|XP_034661125.1|DSUB	LOC5578002|XP_021708497.1|AAEG
OG0007241	LOC117903860|XP_034672237.1|DSUB	LOC5577997|XP_001656735.1|AAEG
OG0007242	LOC117903849|XP_034672201.1|DSUB	LOC5577988|XP_021706142.1|AAEG
OG0007243	LOC117897662|XP_034662544.1|DSUB	LOC5565984|XP_021706674.1|AAEG
OG0007244	LOC117898876|XP_034664450.1|DSUB	LOC5577457|XP_001663383.1|AAEG
OG0007245	LOC117896703|XP_034661052.1|DSUB	LOC5577454|XP_021710132.1|AAEG
OG0007246	LOC117898011|XP_034663031.1|DSUB	LOC5579169|XP_001664263.1|AAEG
OG0007247	LOC117890703|XP_034651610.1|DSUB	LOC5579180|XP_001664275.2|AAEG
OG0007248	LOC117897757|XP_034662694.1|DSUB	LOC110678610|XP_021707413.1|AAEG
OG0007250	LOC117903466|XP_034671405.1|DSUB	LOC5566166|XP_021710285.1|AAEG
OG0007251	LOC117898374|XP_034663605.1|DSUB	LOC5566161|XP_021705624.1|AAEG
OG0007252	LOC117897175|XP_034661765.1|DSUB	LOC110678681|XP_021707579.1|AAEG
OG0007253	LOC117893318|XP_034655796.1|DSUB	LOC5566152|XP_021709420.1|AAEG
OG0007254	LOC117898016|XP_034663035.1|DSUB	LOC5564630|XP_021707585.1|AAEG
OG0007255	LOC117898756|XP_034664275.1|DSUB	LOC5564666|XP_021705426.1|AAEG
OG0007256	LOC117897919|XP_034662894.1|DSUB	LOC5564648|XP_021707148.1|AAEG
OG0007257	LOC117896079|XP_034660006.1|DSUB	LOC5564643|XP_001648991.2|AAEG
OG0007258	LOC117896092|XP_034660024.1|DSUB	LOC5564645|XP_021709010.1|AAEG
OG0007259	LOC117903615|XP_034671761.1|DSUB	LOC5570973|XP_001659442.2|AAEG
OG0007260	LOC117894614|XP_034657660.1|DSUB	LOC5570982|XP_021706632.1|AAEG
OG0007261	LOC117890355|XP_034651040.1|DSUB	LOC5576190|XP_001662527.2|AAEG
OG0007262	LOC117903754|XP_034672055.1|DSUB	LOC5576337|XP_001656078.2|AAEG
OG0007263	LOC117895774|XP_034659561.1|DSUB	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG
OG0007264	LOC117893708|XP_034656285.1|DSUB	LOC5576333|XP_001656071.2|AAEG
OG0007265	LOC117903408|XP_034671298.1|DSUB	LOC5577678|XP_001663461.1|AAEG
OG0007266	LOC117897286|XP_034661914.1|DSUB	LOC5569287|XP_021707892.1|AAEG
OG0007267	LOC117897355|XP_034662026.1|DSUB	LOC5563625|XP_001647946.2|AAEG
OG0007268	LOC117890319|XP_034650995.1|DSUB	LOC5563582|XP_021704841.1|AAEG
OG0007269	LOC117900346|XP_034666583.1|DSUB	LOC5563562|XP_021707408.1|AAEG
OG0007270	LOC117898726|XP_034664235.1|DSUB	LOC5573555|XP_021704600.1|AAEG
OG0007271	LOC117896097|XP_034660039.1|DSUB	LOC5563639|XP_001647891.2|AAEG
OG0007272	LOC117894592|XP_034657633.1|DSUB	LOC5563647|XP_001647890.2|AAEG
OG0007273	LOC117899600|XP_034665614.1|DSUB	LOC5563644|XP_021705396.1|AAEG
OG0007274	LOC117897958|XP_034662951.1|DSUB	LOC5563563|XP_001647885.1|AAEG
OG0007275	LOC117894921|XP_034658116.1|DSUB	LOC5563659|XP_001647883.2|AAEG
OG0007276	LOC117894920|XP_034658115.1|DSUB	LOC5563652|XP_001647882.2|AAEG
OG0007277	LOC117895685|XP_034659404.1|DSUB	LOC23687755|XP_021706437.1|AAEG
OG0007278	LOC117895242|XP_034658644.1|DSUB	LOC5563572|XP_001647861.1|AAEG
OG0007279	LOC117895241|XP_034658641.1|DSUB	LOC5563620|XP_021709402.1|AAEG
OG0007280	LOC117894316|XP_034657178.1|DSUB	LOC5563558|XP_021705604.1|AAEG
OG0007281	LOC117898777|XP_034664304.1|DSUB	LOC5570157|XP_001658959.1|AAEG
OG0007282	LOC117898774|XP_034664298.1|DSUB	LOC5570158|XP_021709430.1|AAEG
OG0007283	LOC117897970|XP_034662972.1|DSUB	LOC5570161|XP_001658963.1|AAEG
OG0007284	LOC117897764|XP_034662700.1|DSUB	LOC5570002|XP_001658891.1|AAEG
OG0007285	LOC117896600|XP_034660924.1|DSUB	LOC5570059|XP_001658892.1|AAEG
OG0007286	LOC117898628|XP_034664081.1|DSUB	LOC5570058|XP_021711449.1|AAEG
OG0007287	LOC117900723|XP_034667082.1|DSUB	LOC5564869|XP_001649227.1|AAEG
OG0007288	LOC117903852|XP_034672208.1|DSUB	LOC5564882|XP_021710112.1|AAEG, LOC110680370|XP_021711868.1|AAEG
OG0007289	LOC117903687|XP_034671916.1|DSUB	LOC110678485|XP_021707130.1|AAEG, LOC5564862|XP_001649220.1|AAEG
OG0007290	LOC117898355|XP_034663579.1|DSUB	LOC5564872|XP_001649208.2|AAEG
OG0007291	LOC117898037|XP_034663075.1|DSUB	LOC5575417|XP_001661938.2|AAEG
OG0007292	LOC117903282|XP_034671093.1|DSUB	LOC5575410|XP_001661930.2|AAEG
OG0007293	LOC117896996|XP_034661447.1|DSUB	LOC5566932|XP_001651346.2|AAEG
OG0007294	LOC117898555|XP_034663931.1|DSUB	LOC5564353|XP_001648704.1|AAEG
OG0007295	LOC117896665|XP_034661003.1|DSUB	LOC5572146|XP_001660223.2|AAEG
OG0007296	LOC117896889|XP_034661310.1|DSUB	LOC5566886|XP_021709054.1|AAEG
OG0007297	LOC117897473|XP_034662215.1|DSUB	LOC5566884|XP_001651259.2|AAEG
OG0007298	LOC117895961|XP_034659807.1|DSUB	LOC5566843|XP_001651256.1|AAEG
OG0007299	LOC117896638|XP_034660976.1|DSUB	LOC5566842|XP_001651252.1|AAEG
OG0007300	LOC117896089|XP_034660018.1|DSUB	LOC5572552|XP_001654071.1|AAEG
OG0007301	LOC117897305|XP_034661947.1|DSUB	LOC5572565|XP_021710773.1|AAEG
OG0007302	LOC117899175|XP_034664927.1|DSUB	LOC5575776|XP_021704892.1|AAEG
OG0007303	LOC117903093|XP_034670792.1|DSUB	LOC5576103|XP_001662448.1|AAEG
OG0007304	LOC117902041|XP_034668996.1|DSUB	LOC5569943|XP_001658839.2|AAEG
OG0007305	LOC117894236|XP_034657044.1|DSUB	LOC5571079|XP_001659519.2|AAEG
OG0007306	LOC117894234|XP_034657042.1|DSUB	LOC5571078|XP_001659518.1|AAEG
