Orthogroup	DSUB.longest_only	DMAU.longest_only
OG0008551	LOC117895476|XP_034659044.1|DSUB	LOC117140630|XP_033159541.1|DMAU
OG0008552	LOC117893114|XP_034655442.1|DSUB	LOC117139471|XP_033157679.1|DMAU
OG0008553	LOC117891362|XP_034652689.1|DSUB	LOC117137923|XP_033155564.1|DMAU
OG0008554	LOC117896578|XP_034660888.1|DSUB	LOC117146422|XP_033168516.1|DMAU
OG0008555	LOC117889633|XP_034649983.1|DSUB	LOC117147895|XP_033170889.1|DMAU
OG0008556	LOC117889939|XP_034650362.1|DSUB	LOC117136570|XP_033153417.1|DMAU
OG0008557	LOC117898615|XP_034664058.1|DSUB	LOC117145195|XP_033166648.1|DMAU
OG0008558	LOC117901510|XP_034668171.1|DSUB	LOC117147527|XP_033170342.1|DMAU
OG0008560	LOC117900060|XP_034666156.1|DSUB	LOC117146300|XP_033168227.1|DMAU
OG0008561	LOC117901390|XP_034668015.1|DSUB	LOC117143183|XP_033163596.1|DMAU
OG0008562	LOC117902445|XP_034669728.1|DSUB	LOC117150241|XP_033172926.1|DMAU
OG0008563	LOC117899713|XP_034665819.1|DSUB	LOC117142825|XP_033162938.1|DMAU
OG0008564	LOC117900657|XP_034666983.1|DSUB	LOC117150286|XP_033172996.1|DMAU
OG0008565	LOC117903606|XP_034671752.1|DSUB	LOC117141852|XP_033161419.1|DMAU
OG0008566	LOC117900123|XP_034666239.1|DSUB	LOC117146254|XP_033168095.1|DMAU
OG0008567	LOC117901368|XP_034667969.1|DSUB	LOC117137535|XP_033154924.1|DMAU
OG0008569	LOC117891943|XP_034653686.1|DSUB	LOC117148298|XP_033171510.1|DMAU
OG0008570	LOC117895360|XP_034658838.1|DSUB	LOC117146662|XP_033168895.1|DMAU
OG0008571	LOC117893113|XP_034655441.1|DSUB	LOC117139470|XP_033157678.1|DMAU
OG0008572	LOC117897501|XP_034662282.1|DSUB	LOC117143281|XP_033163750.1|DMAU
OG0008573	LOC117903514|XP_034671511.1|DSUB	LOC117147215|XP_033169920.1|DMAU
OG0008576	LOC117897610|XP_034662468.1|DSUB	LOC117148915|XP_033172525.1|DMAU
OG0008577	LOC117894101|XP_034656867.1|DSUB	LOC117141858|XP_033161428.1|DMAU
OG0008579	LOC117893077|XP_034655386.1|DSUB	LOC117140003|XP_033158605.1|DMAU
OG0008581	LOC117893879|XP_034656542.1|DSUB	LOC117140226|XP_033158915.1|DMAU
OG0008582	LOC117897352|XP_034662028.1|DSUB	LOC117147138|XP_033169808.1|DMAU
OG0008583	LOC117902986|XP_034670579.1|DSUB	LOC117147846|XP_033170806.1|DMAU
OG0008584	LOC117903750|XP_034672047.1|DSUB	LOC117146728|XP_033169061.1|DMAU
OG0008585	LOC117895424|XP_034659000.1|DSUB	LOC117147968|XP_033171009.1|DMAU
OG0008586	LOC117895356|XP_034658874.1|DSUB	LOC117147965|XP_033171005.1|DMAU
OG0008587	LOC117896967|XP_034661402.1|DSUB	LOC117142723|XP_033162775.1|DMAU
OG0008588	LOC117898765|XP_034664286.1|DSUB	LOC117143268|XP_033163738.1|DMAU
OG0008589	LOC117903111|XP_034670828.1|DSUB	LOC117146659|XP_033168892.1|DMAU
OG0008590	LOC117898749|XP_034664261.1|DSUB	LOC117142763|XP_033162835.1|DMAU
OG0008592	LOC117892017|XP_034653801.1|DSUB	LOC117135800|XP_033152187.1|DMAU
OG0008593	LOC117893111|XP_034655438.1|DSUB	LOC117141840|XP_033161391.1|DMAU
OG0008594	LOC117897897|XP_034662864.1|DSUB	LOC117144857|XP_033166150.1|DMAU
OG0008595	LOC117890465|XP_034651211.1|DSUB	LOC117137738|XP_033155212.1|DMAU
OG0008596	LOC117890459|XP_034651196.1|DSUB	LOC117138182|XP_033155971.1|DMAU
OG0008597	LOC117898831|XP_034664389.1|DSUB	LOC117143403|XP_033163987.1|DMAU
OG0008598	LOC117903059|XP_034670697.1|DSUB	LOC117147841|XP_033170790.1|DMAU
OG0008599	LOC117894141|XP_034656966.1|DSUB	LOC117148508|XP_033171804.1|DMAU
OG0008600	LOC117897613|XP_034662469.1|DSUB	LOC117142963|XP_033163181.1|DMAU
OG0008601	LOC117900240|XP_034666420.1|DSUB	LOC117150224|XP_033172911.1|DMAU
OG0008602	LOC117897442|XP_034662175.1|DSUB	LOC117142284|XP_033162058.1|DMAU
OG0008603	LOC117898875|XP_034664447.1|DSUB	LOC117145375|XP_033166890.1|DMAU
OG0008604	LOC117891964|XP_034653727.1|DSUB	LOC117135717|XP_033152040.1|DMAU
OG0008605	LOC117901307|XP_034667908.1|DSUB	LOC117135277|XP_033151335.1|DMAU
OG0008606	LOC117900398|XP_034666644.1|DSUB	LOC117150494|XP_033173289.1|DMAU
OG0008607	LOC117897138|XP_034661700.1|DSUB	LOC117143875|XP_033164651.1|DMAU
OG0008608	LOC117894881|XP_034658052.1|DSUB	LOC117147987|XP_033171028.1|DMAU
OG0008609	LOC117897609|XP_034662464.1|DSUB	LOC117143215|XP_033163655.1|DMAU
OG0008610	LOC117890990|XP_034652032.1|DSUB	LOC117137721|XP_033155184.1|DMAU
OG0008612	LOC117901032|XP_034667524.1|DSUB, LOC117901351|XP_034667953.1|DSUB, LOC117890921|XP_034651942.1|DSUB	LOC117137439|XP_033154767.1|DMAU
OG0008613	LOC117897073|XP_034661597.1|DSUB	LOC117142469|XP_033162374.1|DMAU
OG0008614	LOC117902280|XP_034669446.1|DSUB	LOC117148937|XP_033172554.1|DMAU
OG0008615	LOC117898895|XP_034664469.1|DSUB	LOC117144233|XP_033165192.1|DMAU
OG0008616	LOC117897403|XP_034662117.1|DSUB	LOC117144103|XP_033165013.1|DMAU
OG0008617	LOC117896713|XP_034661063.1|DSUB	LOC117144587|XP_033165756.1|DMAU
OG0008619	LOC117900552|XP_034666846.1|DSUB	LOC117150797|XP_033173746.1|DMAU
OG0008620	LOC117892727|XP_034655041.1|DSUB	LOC117137995|XP_033155673.1|DMAU
OG0008621	LOC117898119|XP_034663199.1|DSUB	LOC117146055|XP_033167886.1|DMAU
OG0008622	LOC117890495|XP_034651277.1|DSUB	LOC117137135|XP_033154326.1|DMAU
OG0008623	LOC117891480|XP_034652850.1|DSUB	LOC117137710|XP_033155173.1|DMAU
OG0008624	LOC117891249|XP_034652486.1|DSUB, LOC117892617|XP_034654859.1|DSUB	LOC117138363|XP_033156321.1|DMAU
OG0008625	LOC117890033|XP_034650540.1|DSUB	LOC117136066|XP_033152606.1|DMAU
OG0008626	LOC117889789|XP_034650151.1|DSUB, LOC117889788|XP_034650149.1|DSUB	LOC117136189|XP_033152827.1|DMAU
OG0008627	LOC117895162|XP_034658511.1|DSUB	LOC117141137|XP_033160353.1|DMAU
OG0008629	LOC117900799|XP_034667175.1|DSUB	LOC117150384|XP_033173137.1|DMAU
OG0008630	LOC117902977|XP_034670535.1|DSUB	LOC117146241|XP_033168049.1|DMAU
OG0008631	LOC117899696|XP_034665790.1|DSUB	LOC117143159|XP_033163558.1|DMAU
OG0008632	LOC117899327|XP_034665152.1|DSUB	LOC117145787|XP_033167458.1|DMAU
OG0008633	LOC117890980|XP_034652012.1|DSUB	LOC117135598|XP_033151832.1|DMAU
OG0008634	LOC117902186|XP_034669251.1|DSUB	LOC117135981|XP_033152489.1|DMAU
OG0008635	LOC117899716|XP_034665825.1|DSUB, LOC117890730|XP_034651674.1|DSUB	LOC117137987|XP_033155662.1|DMAU
OG0008636	LOC117896870|XP_034661291.1|DSUB	LOC117145808|XP_033167500.1|DMAU
OG0008637	LOC117893154|XP_034655507.1|DSUB	LOC117141474|XP_033160835.1|DMAU
OG0008638	LOC117899392|XP_034665267.1|DSUB	LOC117143098|XP_033163468.1|DMAU
OG0008639	LOC117897262|XP_034661876.1|DSUB	LOC117143032|XP_033163313.1|DMAU
OG0008640	LOC117898439|XP_034663735.1|DSUB	LOC117142334|XP_033162141.1|DMAU
OG0008641	LOC117896368|XP_034660538.1|DSUB, LOC117896357|XP_034660527.1|DSUB	LOC117145477|XP_033167043.1|DMAU
OG0008642	LOC117901045|XP_034667543.1|DSUB, LOC117891996|XP_034653773.1|DSUB, LOC117898577|XP_034663989.1|DSUB, LOC117896558|XP_034660848.1|DSUB	LOC117145058|XP_033166463.1|DMAU
OG0008643	LOC117897581|XP_034662426.1|DSUB	LOC117145788|XP_033167459.1|DMAU
OG0008644	LOC117898077|XP_034663143.1|DSUB	LOC117145243|XP_033166714.1|DMAU
OG0008645	LOC117901878|XP_034668727.1|DSUB	LOC117145976|XP_033167777.1|DMAU
OG0008646	LOC117901387|XP_034668011.1|DSUB	LOC117150894|XP_033173922.1|DMAU
OG0008647	LOC117900591|XP_034666891.1|DSUB	LOC117150994|XP_033174090.1|DMAU
OG0008648	LOC117901877|XP_034668726.1|DSUB	LOC117139612|XP_033157953.1|DMAU
OG0008649	LOC117889791|XP_034650154.1|DSUB	LOC117137158|XP_033154359.1|DMAU
OG0008650	LOC117897645|XP_034662512.1|DSUB	LOC117143702|XP_033164389.1|DMAU
OG0008651	LOC117891583|XP_034653002.1|DSUB	LOC117135502|XP_033151616.1|DMAU
OG0008652	LOC117890891|XP_034651875.1|DSUB	LOC117137049|XP_033154149.1|DMAU, LOC117149088|XP_033172627.1|DMAU, LOC117136414|XP_033153213.1|DMAU
OG0008653	LOC117891617|XP_034653044.1|DSUB	LOC117137289|XP_033154554.1|DMAU
OG0008654	LOC117892624|XP_034654867.1|DSUB	LOC117135579|XP_033151794.1|DMAU
OG0008655	LOC117890540|XP_034651356.1|DSUB	LOC117137099|XP_033154276.1|DMAU
OG0008656	LOC117903270|XP_034671064.1|DSUB	LOC117147094|XP_033169749.1|DMAU
OG0008657	LOC117903559|XP_034671657.1|DSUB	LOC117146395|XP_033168460.1|DMAU
OG0008658	LOC117902543|XP_034669872.1|DSUB	LOC117146533|XP_033168694.1|DMAU
OG0008659	LOC117894838|XP_034657977.1|DSUB	LOC117141417|XP_033160735.1|DMAU
OG0008660	LOC117895784|XP_034659575.1|DSUB	LOC117139861|XP_033158406.1|DMAU
OG0008661	LOC117892936|XP_034655148.1|DSUB	LOC117139925|XP_033158500.1|DMAU
OG0008662	LOC117893899|XP_034656566.1|DSUB	LOC117140375|XP_033159131.1|DMAU
OG0008663	LOC117894386|XP_034657283.1|DSUB	LOC117140803|XP_033159793.1|DMAU
OG0008664	LOC117895135|XP_034658446.1|DSUB	LOC117139656|XP_033158011.1|DMAU
OG0008665	LOC117902651|XP_034670068.1|DSUB	LOC117150435|XP_033173208.1|DMAU
OG0008666	LOC117893436|XP_034655944.1|DSUB	LOC117139941|XP_033158516.1|DMAU
OG0008667	LOC117894743|XP_034657836.1|DSUB	LOC117139285|XP_033157407.1|DMAU
OG0008668	LOC117894794|XP_034657914.1|DSUB	LOC117140118|XP_033158773.1|DMAU
OG0008669	LOC117901923|XP_034668783.1|DSUB	LOC117150618|XP_033173478.1|DMAU
OG0008670	LOC117898075|XP_034663141.1|DSUB	LOC117145367|XP_033166881.1|DMAU
OG0008672	LOC117901551|XP_034668239.1|DSUB	LOC117150217|XP_033172906.1|DMAU
OG0008673	LOC117902821|XP_034670338.1|DSUB, LOC117902813|XP_034670329.1|DSUB	LOC117150834|XP_033173792.1|DMAU
OG0008675	LOC117894027|XP_034656756.1|DSUB	LOC117140035|XP_033158659.1|DMAU, LOC117140042|XP_033158665.1|DMAU
OG0008677	LOC117897531|XP_034662342.1|DSUB	LOC117143610|XP_033164255.1|DMAU
OG0008679	LOC117898061|XP_034663123.1|DSUB	LOC117148324|XP_033171547.1|DMAU
OG0008680	LOC117903790|XP_034672109.1|DSUB, LOC117898305|XP_034663471.1|DSUB	LOC117148763|XP_033172250.1|DMAU
OG0008681	LOC117903361|XP_034671207.1|DSUB	LOC117147610|XP_033170459.1|DMAU
OG0008682	LOC117894888|XP_034658064.1|DSUB	LOC117147428|XP_033170199.1|DMAU
OG0008683	LOC117891881|XP_034653551.1|DSUB	LOC117146619|XP_033168839.1|DMAU
OG0008684	LOC117891475|XP_034652886.1|DSUB	LOC117146800|XP_033169231.1|DMAU
OG0008685	LOC117892012|XP_034653796.1|DSUB	LOC117137323|XP_033154602.1|DMAU
OG0008686	LOC117898458|XP_034663771.1|DSUB	LOC117142260|XP_033162013.1|DMAU
OG0008687	LOC117889840|XP_034650221.1|DSUB	LOC117136234|XP_033152908.1|DMAU
OG0008688	LOC117903462|XP_034671393.1|DSUB	LOC117147644|XP_033170505.1|DMAU
OG0008689	LOC117896452|XP_034660673.1|DSUB	LOC117143800|XP_033164535.1|DMAU
OG0008691	LOC117894585|XP_034657621.1|DSUB	LOC117142068|XP_033161837.1|DMAU
OG0008692	LOC117896349|XP_034660499.1|DSUB	LOC117147115|XP_033169775.1|DMAU
OG0008694	LOC117897868|XP_034662837.1|DSUB	LOC117147556|XP_033170389.1|DMAU
OG0008695	LOC117889745|XP_034650075.1|DSUB	LOC117137119|XP_033154302.1|DMAU
OG0008696	LOC117898509|XP_034663853.1|DSUB	LOC117142307|XP_033162089.1|DMAU
OG0008697	LOC117893478|XP_034655993.1|DSUB	LOC117139173|XP_033157226.1|DMAU
OG0008698	LOC117903290|XP_034671109.1|DSUB	LOC117147356|XP_033170110.1|DMAU
OG0008699	LOC117894975|XP_034658204.1|DSUB	LOC117140568|XP_033159456.1|DMAU
OG0008700	LOC117896738|XP_034661094.1|DSUB	LOC117142728|XP_033162788.1|DMAU
OG0008701	LOC117890113|XP_034650674.1|DSUB	LOC117138628|XP_033156731.1|DMAU
OG0008702	LOC117898245|XP_034663381.1|DSUB	LOC117145497|XP_033167068.1|DMAU
OG0008703	LOC117894041|XP_034656781.1|DSUB	LOC117141493|XP_033160869.1|DMAU
OG0008704	LOC117902373|XP_034669581.1|DSUB	LOC117135292|XP_033151353.1|DMAU
OG0008705	LOC117900875|XP_034667291.1|DSUB	LOC117150355|XP_033173104.1|DMAU
OG0008706	LOC117899655|XP_034665727.1|DSUB	LOC117146028|XP_033167850.1|DMAU
OG0008707	LOC117902042|XP_034668997.1|DSUB	LOC117146541|XP_033168721.1|DMAU
OG0008708	LOC117903523|XP_034671533.1|DSUB	LOC117147576|XP_033170412.1|DMAU
OG0008709	LOC117899052|XP_034664706.1|DSUB	LOC117144900|XP_033166221.1|DMAU
OG0008710	LOC117897653|XP_034662526.1|DSUB	LOC117144947|XP_033166293.1|DMAU
OG0008711	LOC117897686|XP_034662589.1|DSUB	LOC117143148|XP_033163536.1|DMAU
OG0008712	LOC117890467|XP_034651213.1|DSUB	LOC117137740|XP_033155214.1|DMAU
OG0008714	LOC117900937|XP_034667394.1|DSUB	LOC117150375|XP_033173131.1|DMAU
OG0008715	LOC117898400|XP_034663650.1|DSUB	LOC117143566|XP_033164202.1|DMAU
OG0008716	LOC117896845|XP_034661260.1|DSUB	LOC117142244|XP_033161987.1|DMAU
OG0008717	LOC117894135|XP_034656921.1|DSUB	LOC117139620|XP_033157964.1|DMAU
OG0008718	LOC117891850|XP_034653492.1|DSUB	LOC117135523|XP_033151678.1|DMAU
OG0008719	LOC117899648|XP_034665715.1|DSUB	LOC117143538|XP_033164162.1|DMAU
OG0008721	LOC117895407|XP_034658934.1|DSUB	LOC117148223|XP_033171404.1|DMAU
OG0008722	LOC117899500|XP_034665440.1|DSUB	LOC117145891|XP_033167623.1|DMAU
OG0008723	LOC117895305|XP_034658756.1|DSUB	LOC117140650|XP_033159580.1|DMAU
OG0008724	LOC117900832|XP_034667231.1|DSUB	LOC117150448|XP_033173225.1|DMAU
OG0008725	LOC117889861|XP_034650253.1|DSUB	LOC117138393|XP_033156356.1|DMAU
OG0008726	LOC117890614|XP_034651446.1|DSUB	LOC117136559|XP_033153403.1|DMAU
OG0008727	LOC117896004|XP_034659891.1|DSUB	LOC117145200|XP_033166653.1|DMAU
OG0008728	LOC117899742|XP_034665877.1|DSUB	LOC117142498|XP_033162423.1|DMAU
OG0008729	LOC117902812|XP_034670332.1|DSUB	LOC117148153|XP_033171276.1|DMAU
OG0008730	LOC117903729|XP_034671973.1|DSUB	LOC117148794|XP_033172298.1|DMAU
OG0008731	LOC117898532|XP_034663893.1|DSUB	LOC117145576|XP_033167173.1|DMAU
OG0008732	LOC117900014|XP_034666090.1|DSUB	LOC117150261|XP_033172959.1|DMAU
OG0008734	LOC117897755|XP_034662687.1|DSUB	LOC117144666|XP_033165874.1|DMAU
OG0008735	LOC117892311|XP_034654353.1|DSUB	LOC117136706|XP_033153616.1|DMAU
OG0008736	LOC117889776|XP_034650132.1|DSUB	LOC117135731|XP_033152066.1|DMAU
OG0008737	LOC117899490|XP_034665429.1|DSUB	LOC117142941|XP_033163146.1|DMAU
OG0008738	LOC117902441|XP_034669722.1|DSUB	LOC117141327|XP_033160622.1|DMAU
OG0008739	LOC117895221|XP_034658606.1|DSUB	LOC117139044|XP_033157038.1|DMAU
OG0008740	LOC117890035|XP_034650544.1|DSUB	LOC117137159|XP_033154361.1|DMAU
OG0008741	LOC117891268|XP_034652533.1|DSUB	LOC117136456|XP_033153271.1|DMAU
OG0008742	LOC117894671|XP_034657740.1|DSUB	LOC117139845|XP_033158382.1|DMAU
OG0008743	LOC117890786|XP_034651752.1|DSUB	LOC117136275|XP_033152997.1|DMAU
OG0008744	LOC117892097|XP_034653984.1|DSUB	LOC117138206|XP_033156031.1|DMAU
OG0008745	LOC117895770|XP_034659555.1|DSUB	LOC117148724|XP_033172167.1|DMAU
OG0008746	LOC117896352|XP_034660517.1|DSUB	LOC117142724|XP_033162780.1|DMAU
OG0008747	LOC117893646|XP_034656223.1|DSUB	LOC117141902|XP_033161495.1|DMAU
OG0008748	LOC117901622|XP_034668341.1|DSUB	LOC117150933|XP_033173994.1|DMAU
OG0008749	LOC117902572|XP_034669922.1|DSUB	LOC117135872|XP_033152304.1|DMAU
OG0008750	LOC117901991|XP_034668894.1|DSUB	LOC117139184|XP_033157246.1|DMAU
OG0008751	LOC117896910|XP_034661337.1|DSUB	LOC117144318|XP_033165321.1|DMAU
OG0008752	LOC117899487|XP_034665416.1|DSUB	LOC117145888|XP_033167621.1|DMAU
OG0008753	LOC117895528|XP_034659125.1|DSUB	LOC117140355|XP_033159101.1|DMAU
OG0008754	LOC117891476|XP_034652847.1|DSUB	LOC117137709|XP_033155172.1|DMAU
OG0008756	LOC117896496|XP_034660728.1|DSUB	LOC117144175|XP_033165111.1|DMAU
OG0008757	LOC117897369|XP_034662059.1|DSUB	LOC117143673|XP_033164349.1|DMAU
OG0008758	LOC117900816|XP_034667200.1|DSUB	LOC117150449|XP_033173226.1|DMAU
OG0008759	LOC117901527|XP_034668198.1|DSUB	LOC117137928|XP_033155573.1|DMAU
OG0008760	LOC117901286|XP_034667870.1|DSUB	LOC117150615|XP_033173472.1|DMAU
OG0008761	LOC117901588|XP_034668289.1|DSUB	LOC117150221|XP_033172909.1|DMAU
OG0008762	LOC117890539|XP_034651355.1|DSUB	LOC117137098|XP_033154274.1|DMAU
OG0008763	LOC117900687|XP_034667026.1|DSUB	LOC117150255|XP_033172946.1|DMAU
OG0008764	LOC117901136|XP_034667669.1|DSUB	LOC117141351|XP_033160652.1|DMAU
OG0008765	LOC117889908|XP_034650325.1|DSUB	LOC117136425|XP_033153226.1|DMAU
OG0008766	LOC117902434|XP_034669707.1|DSUB	LOC117145104|XP_033166518.1|DMAU
OG0008767	LOC117890106|XP_034650663.1|DSUB	LOC117137050|XP_033154150.1|DMAU, LOC117136689|XP_033153594.1|DMAU
OG0008768	LOC117890562|XP_034651386.1|DSUB	LOC117138303|XP_033156195.1|DMAU
OG0008769	LOC117891887|XP_034653577.1|DSUB	LOC117136749|XP_033153672.1|DMAU
OG0008770	LOC117891929|XP_034653655.1|DSUB	LOC117136629|XP_033153508.1|DMAU
OG0008771	LOC117891123|XP_034652219.1|DSUB	LOC117135707|XP_033152016.1|DMAU
OG0008772	LOC117890792|XP_034651757.1|DSUB	LOC117136276|XP_033152998.1|DMAU
OG0008773	LOC117891878|XP_034653534.1|DSUB	LOC117137184|XP_033154398.1|DMAU
OG0008774	LOC117891477|XP_034652848.1|DSUB	LOC117137526|XP_033154905.1|DMAU
OG0008775	LOC117892435|XP_034654565.1|DSUB	LOC117138575|XP_033156637.1|DMAU
OG0008776	LOC117889722|XP_034650033.1|DSUB	LOC117136759|XP_033153686.1|DMAU
OG0008777	LOC117892500|XP_034654668.1|DSUB	LOC117135963|XP_033152456.1|DMAU
OG0008778	LOC117891336|XP_034652647.1|DSUB	LOC117137208|XP_033154453.1|DMAU
OG0008779	LOC117903397|XP_034671279.1|DSUB	LOC117148517|XP_033171815.1|DMAU
OG0008780	LOC117897445|XP_034662178.1|DSUB	LOC117144135|XP_033165052.1|DMAU
OG0008781	LOC117903861|XP_034672239.1|DSUB	LOC117147975|XP_033171015.1|DMAU
OG0008782	LOC117893069|XP_034655370.1|DSUB	LOC117139885|XP_033158444.1|DMAU
OG0008783	LOC117890257|XP_034650900.1|DSUB	LOC117136603|XP_033153477.1|DMAU
OG0008784	LOC117894083|XP_034656839.1|DSUB	LOC117139207|XP_033157273.1|DMAU
OG0008785	LOC117895445|XP_034659002.1|DSUB	LOC117141726|XP_033161235.1|DMAU
OG0008786	LOC117900755|XP_034667128.1|DSUB, LOC117901012|XP_034667502.1|DSUB	LOC117147979|XP_033171024.1|DMAU
OG0008787	LOC117894467|XP_034657459.1|DSUB	LOC117140774|XP_033159751.1|DMAU
OG0008788	LOC117895508|XP_034659098.1|DSUB	LOC117140854|XP_033159872.1|DMAU
OG0008789	LOC117894559|XP_034657574.1|DSUB	LOC117140051|XP_033158679.1|DMAU
OG0008790	LOC117890502|XP_034651287.1|DSUB	LOC117135892|XP_033152330.1|DMAU
OG0008791	LOC117889803|XP_034650171.1|DSUB	LOC117136484|XP_033153314.1|DMAU
OG0008792	LOC117891989|XP_034653757.1|DSUB	LOC117135905|XP_033152359.1|DMAU
OG0008793	LOC117891457|XP_034652831.1|DSUB	LOC117137304|XP_033154574.1|DMAU
OG0008794	LOC117901579|XP_034668271.1|DSUB	LOC117148882|XP_033172476.1|DMAU
OG0008795	LOC117897736|XP_034662661.1|DSUB	LOC117143026|XP_033163301.1|DMAU
OG0008796	LOC117896554|XP_034660831.1|DSUB	LOC117144715|XP_033165945.1|DMAU
OG0008797	LOC117896536|XP_034660810.1|DSUB	LOC117143002|XP_033163258.1|DMAU
OG0008798	LOC117897771|XP_034662708.1|DSUB	LOC117143627|XP_033164292.1|DMAU
OG0008799	LOC117891841|XP_034653482.1|DSUB	LOC117137823|XP_033155397.1|DMAU
OG0008805	LOC117893890|XP_034656560.1|DSUB	LOC117147589|XP_033170427.1|DMAU
OG0008806	LOC117903285|XP_034671099.1|DSUB	LOC117146710|XP_033169017.1|DMAU
OG0008807	LOC117903530|XP_034671591.1|DSUB	LOC117147235|XP_033169938.1|DMAU
OG0008808	LOC117903374|XP_034671234.1|DSUB	LOC117146769|XP_033169174.1|DMAU
OG0008809	LOC117897644|XP_034662511.1|DSUB	LOC117145459|XP_033167021.1|DMAU
OG0008811	LOC117898782|XP_034664309.1|DSUB	LOC117143271|XP_033163740.1|DMAU
OG0008813	LOC117897953|XP_034662946.1|DSUB	LOC117145773|XP_033167441.1|DMAU
OG0008814	LOC117889839|XP_034650219.1|DSUB	LOC117136233|XP_033152906.1|DMAU
OG0008815	LOC117895594|XP_034659235.1|DSUB	LOC117142001|XP_033161741.1|DMAU
OG0008816	LOC117894436|XP_034657393.1|DSUB	LOC117141093|XP_033160299.1|DMAU
OG0008819	LOC117892305|XP_034654342.1|DSUB	LOC117137245|XP_033154497.1|DMAU
OG0008820	LOC117902627|XP_034670037.1|DSUB	LOC117150463|XP_033173249.1|DMAU
OG0008822	LOC117901843|XP_034668677.1|DSUB	LOC117148547|XP_033171875.1|DMAU
OG0008824	LOC117890679|XP_034651554.1|DSUB	LOC117141303|XP_033160574.1|DMAU
OG0008825	LOC117893371|XP_034655855.1|DSUB	LOC117140065|XP_033158702.1|DMAU
OG0008826	LOC117897196|XP_034661789.1|DSUB	LOC117142781|XP_033162862.1|DMAU
OG0008829	LOC117903056|XP_034670691.1|DSUB	LOC117146630|XP_033168853.1|DMAU
OG0008830	LOC117901571|XP_034668264.1|DSUB	LOC117147804|XP_033170746.1|DMAU
OG0008831	LOC117903752|XP_034672052.1|DSUB	LOC117146732|XP_033169067.1|DMAU
OG0008832	LOC117903751|XP_034672048.1|DSUB	LOC117146729|XP_033169062.1|DMAU
OG0008833	LOC117896247|XP_034660301.1|DSUB	LOC117148336|XP_033171562.1|DMAU
OG0008834	LOC117898865|XP_034664434.1|DSUB	LOC117143633|XP_033164300.1|DMAU
OG0008835	LOC117896000|XP_034659886.1|DSUB	LOC117145895|XP_033167637.1|DMAU
OG0008836	LOC117892024|XP_034653810.1|DSUB	LOC117136890|XP_033153891.1|DMAU
OG0008837	LOC117889921|XP_034650338.1|DSUB	LOC117136010|XP_033152517.1|DMAU
OG0008838	LOC117900312|XP_034666532.1|DSUB	LOC117139972|XP_033158568.1|DMAU
OG0008839	LOC117892516|XP_034654693.1|DSUB	LOC117137693|XP_033155153.1|DMAU
OG0008840	LOC117900522|XP_034666811.1|DSUB	LOC117140109|XP_033158766.1|DMAU
OG0008841	LOC117893690|XP_034656271.1|DSUB	LOC117141433|XP_033160765.1|DMAU
OG0008842	LOC117892682|XP_034654978.1|DSUB	LOC117138078|XP_033155793.1|DMAU
OG0008843	LOC117893047|XP_034655315.1|DSUB	LOC117141969|XP_033161658.1|DMAU
OG0008845	LOC117901769|XP_034668557.1|DSUB	LOC117150203|XP_033172884.1|DMAU
OG0008846	LOC117901269|XP_034667855.1|DSUB, LOC117901270|XP_034667856.1|DSUB	LOC117139943|XP_033158521.1|DMAU
OG0008847	LOC117898637|XP_034664091.1|DSUB	LOC117145722|XP_033167362.1|DMAU
OG0008848	LOC117892701|XP_034655003.1|DSUB	LOC117136349|XP_033153106.1|DMAU
OG0008849	LOC117902162|XP_034669195.1|DSUB	LOC117147333|XP_033170078.1|DMAU
OG0008850	LOC117889823|XP_034650193.1|DSUB	LOC117138540|XP_033156569.1|DMAU
OG0008851	LOC117900280|XP_034666484.1|DSUB	LOC117145623|XP_033167236.1|DMAU
OG0008852	LOC117892071|XP_034653950.1|DSUB	LOC117137431|XP_033154754.1|DMAU
OG0008854	LOC117900818|XP_034667205.1|DSUB	LOC117143388|XP_033163963.1|DMAU
OG0008855	LOC117903365|XP_034671211.1|DSUB	LOC117146375|XP_033168426.1|DMAU, LOC117146374|XP_033168425.1|DMAU
OG0008856	LOC117902994|XP_034670602.1|DSUB	LOC117146284|XP_033168182.1|DMAU
OG0008857	LOC117893446|XP_034655956.1|DSUB, LOC117895601|XP_034659240.1|DSUB	LOC117139889|XP_033158459.1|DMAU
OG0008858	LOC117899786|XP_034665951.1|DSUB	LOC117145648|XP_033167268.1|DMAU
OG0008859	LOC117894459|XP_034657450.1|DSUB	LOC117141004|XP_033160148.1|DMAU
OG0008860	LOC117898847|XP_034664415.1|DSUB	LOC117142354|XP_033162167.1|DMAU
OG0008861	LOC117889807|XP_034650177.1|DSUB	LOC117137404|XP_033154718.1|DMAU
OG0008862	LOC117896264|XP_034660346.1|DSUB	LOC117144227|XP_033165182.1|DMAU
OG0008863	LOC117901059|XP_034667561.1|DSUB	LOC117150405|XP_033173159.1|DMAU
OG0008864	LOC117890302|XP_034650967.1|DSUB	LOC117136637|XP_033153518.1|DMAU
OG0008865	LOC117902389|XP_034669604.1|DSUB	LOC117150673|XP_033173568.1|DMAU
OG0008866	LOC117901210|XP_034667761.1|DSUB	LOC117144449|XP_033165537.1|DMAU
OG0008867	LOC117896328|XP_034660460.1|DSUB	LOC117148344|XP_033171570.1|DMAU
