Orthogroup	DSUB.longest_only	BCOP.longest_only
OG0007622	LOC117893157|XP_034655510.1|DSUB	LOC119066659|XP_037025127.1|BCOP
OG0007623	LOC117894745|XP_034657838.1|DSUB	LOC119071525|XP_037032293.1|BCOP
OG0007624	LOC117894672|XP_034657741.1|DSUB	LOC119072080|XP_037033126.1|BCOP
OG0007625	LOC117895412|XP_034658935.1|DSUB	LOC119079869|XP_037043842.1|BCOP
OG0007626	LOC117895142|XP_034658459.1|DSUB	LOC119066196|XP_037024410.1|BCOP
OG0007627	LOC117895140|XP_034658455.1|DSUB	LOC119066195|XP_037024407.1|BCOP
OG0007628	LOC117902910|XP_034670361.1|DSUB	LOC119081017|XP_037045594.1|BCOP
OG0007629	LOC117895330|XP_034658793.1|DSUB	LOC119070302|XP_037030463.1|BCOP
OG0007630	LOC117896911|XP_034661338.1|DSUB	LOC119085723|XP_037052067.1|BCOP
OG0007631	LOC117898736|XP_034664247.1|DSUB	LOC119067824|XP_037026883.1|BCOP
OG0007632	LOC117892917|XP_034655123.1|DSUB	LOC119079681|XP_037043633.1|BCOP
OG0007633	LOC117902231|XP_034669356.1|DSUB	LOC119071501|XP_037032254.1|BCOP
OG0007635	LOC117902437|XP_034669711.1|DSUB	LOC119076977|XP_037039973.1|BCOP
OG0007637	LOC117900527|XP_034666817.1|DSUB	LOC119075303|XP_037037609.1|BCOP
OG0007638	LOC117901930|XP_034668793.1|DSUB	LOC119069631|XP_037029628.1|BCOP
OG0007639	LOC117898586|XP_034664025.1|DSUB	LOC119076548|XP_037039239.1|BCOP
OG0007640	LOC117890483|XP_034651246.1|DSUB	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP
OG0007642	LOC117890697|XP_034651596.1|DSUB	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP
OG0007643	LOC117897743|XP_034662674.1|DSUB	LOC119076163|XP_037038743.1|BCOP
OG0007644	LOC117899649|XP_034665719.1|DSUB	LOC119077913|XP_037041183.1|BCOP
OG0007664	LOC117896209|XP_034660229.1|DSUB	LOC119068333|XP_037027782.1|BCOP
OG0007665	LOC117901983|XP_034668925.1|DSUB	LOC119083291|XP_037048883.1|BCOP
OG0007666	LOC117903833|XP_034672175.1|DSUB	LOC119069059|XP_037028828.1|BCOP
OG0007667	LOC117900961|XP_034667432.1|DSUB	LOC119067831|XP_037026900.1|BCOP
OG0007668	LOC117902297|XP_034669468.1|DSUB	LOC119068502|XP_037028007.1|BCOP
OG0007669	LOC117890515|XP_034651314.1|DSUB	LOC119068119|XP_037027463.1|BCOP
OG0007670	LOC117890433|XP_034651156.1|DSUB	LOC119068118|XP_037027462.1|BCOP
OG0007671	LOC117903314|XP_034671141.1|DSUB	LOC119080749|XP_037045198.1|BCOP
OG0007672	LOC117903781|XP_034672097.1|DSUB	LOC119068347|XP_037027798.1|BCOP
OG0007673	LOC117896486|XP_034660717.1|DSUB	LOC119068170|XP_037027549.1|BCOP
OG0007674	LOC117903658|XP_034671866.1|DSUB	LOC119069180|XP_037029004.1|BCOP
OG0007675	LOC117903758|XP_034672059.1|DSUB	LOC119067178|XP_037025898.1|BCOP
OG0007676	LOC117901507|XP_034668172.1|DSUB	LOC119085646|XP_037051978.1|BCOP
OG0007677	LOC117903173|XP_034670909.1|DSUB	LOC119067686|XP_037026700.1|BCOP
OG0007678	LOC117895828|XP_034659660.1|DSUB	LOC119071242|XP_037031972.1|BCOP
OG0007679	LOC117903690|XP_034671919.1|DSUB	LOC119068314|XP_037027753.1|BCOP
OG0007680	LOC117900672|XP_034667008.1|DSUB	LOC119077111|XP_037040174.1|BCOP
OG0007681	LOC117899565|XP_034665562.1|DSUB	LOC119080411|XP_037044643.1|BCOP
OG0007682	LOC117890094|XP_034650653.1|DSUB	LOC119069894|XP_037029989.1|BCOP
OG0007683	LOC117898557|XP_034663937.1|DSUB	LOC119067313|XP_037026117.1|BCOP
OG0007684	LOC117903219|XP_034671010.1|DSUB	LOC119068608|XP_037028162.1|BCOP
OG0007685	LOC117903912|XP_034672307.1|DSUB	LOC119069639|XP_037029641.1|BCOP
OG0007686	LOC117892813|XP_034655084.1|DSUB	LOC119068852|XP_037028564.1|BCOP
OG0007687	LOC117898357|XP_034663584.1|DSUB	LOC119070117|XP_037030326.1|BCOP
OG0007688	LOC117897040|XP_034661513.1|DSUB	LOC119070012|XP_037030186.1|BCOP
OG0007689	LOC117898914|XP_034664505.1|DSUB	LOC119067159|XP_037025848.1|BCOP
OG0007690	LOC117889975|XP_034650439.1|DSUB	LOC119067161|XP_037025850.1|BCOP
OG0007691	LOC117898662|XP_034664129.1|DSUB	LOC119068212|XP_037027600.1|BCOP
OG0007692	LOC117903660|XP_034671872.1|DSUB	LOC119067017|XP_037025639.1|BCOP
OG0007693	LOC117898717|XP_034664229.1|DSUB	LOC119068346|XP_037027797.1|BCOP
OG0007694	LOC117895548|XP_034659142.1|DSUB	LOC119070597|XP_037030911.1|BCOP
OG0007695	LOC117903718|XP_034671958.1|DSUB	LOC119067674|XP_037026681.1|BCOP
OG0007696	LOC117894065|XP_034656808.1|DSUB	LOC119077927|XP_037041202.1|BCOP
OG0007697	LOC117894958|XP_034658179.1|DSUB	LOC119082150|XP_037047449.1|BCOP
OG0007698	LOC117895990|XP_034659870.1|DSUB	LOC119067031|XP_037025662.1|BCOP
OG0007699	LOC117890115|XP_034650681.1|DSUB	LOC119080688|XP_037045024.1|BCOP
OG0007700	LOC117894323|XP_034657198.1|DSUB	LOC119070385|XP_037030593.1|BCOP
OG0007701	LOC117894830|XP_034657972.1|DSUB	LOC119070389|XP_037030602.1|BCOP
OG0007702	LOC117899012|XP_034664664.1|DSUB	LOC119084825|XP_037050804.1|BCOP
OG0007703	LOC117903122|XP_034670839.1|DSUB	LOC119067391|XP_037026216.1|BCOP
OG0007704	LOC117897904|XP_034662874.1|DSUB	LOC119068080|XP_037027382.1|BCOP
OG0007706	LOC117903828|XP_034672171.1|DSUB	LOC119069507|XP_037029479.1|BCOP
OG0007707	LOC117903881|XP_034672261.1|DSUB	LOC119081617|XP_037046562.1|BCOP
OG0007708	LOC117894527|XP_034657536.1|DSUB	LOC119070332|XP_037030498.1|BCOP
OG0007709	LOC117903611|XP_034671760.1|DSUB	LOC119069570|XP_037029545.1|BCOP
OG0007710	LOC117903886|XP_034649855.1|DSUB	LOC119067621|XP_037026608.1|BCOP
OG0007711	LOC117896013|XP_034659914.1|DSUB	LOC119076091|XP_037038641.1|BCOP
OG0007712	LOC117903807|XP_034672132.1|DSUB	LOC119068621|XP_037028177.1|BCOP
OG0007713	LOC117900589|XP_034666893.1|DSUB	LOC119070005|XP_037030156.1|BCOP
OG0007715	LOC117890050|XP_034650565.1|DSUB	LOC119080283|XP_037044448.1|BCOP
OG0007716	LOC117903294|XP_034671118.1|DSUB	LOC119070395|XP_037030609.1|BCOP
OG0007717	LOC117899618|XP_034665657.1|DSUB	LOC119067538|XP_037026489.1|BCOP
OG0007718	LOC117898897|XP_034664515.1|DSUB	LOC119077098|XP_037040150.1|BCOP
OG0007719	LOC117890452|XP_034651189.1|DSUB	LOC119068645|XP_037028213.1|BCOP
OG0007720	LOC117890427|XP_034651143.1|DSUB	LOC119068648|XP_037028218.1|BCOP
OG0007721	LOC117895138|XP_034658457.1|DSUB	LOC119069643|XP_037029656.1|BCOP
OG0007722	LOC117895796|XP_034659608.1|DSUB	LOC119069655|XP_037029669.1|BCOP
OG0007723	LOC117897232|XP_034661843.1|DSUB	LOC119069572|XP_037029550.1|BCOP
OG0007724	LOC117901952|XP_034668817.1|DSUB	LOC119067668|XP_037026669.1|BCOP
OG0007725	LOC117903061|XP_034670702.1|DSUB	LOC119068859|XP_037028590.1|BCOP
OG0007726	LOC117903759|XP_034672063.1|DSUB	LOC119067273|XP_037026047.1|BCOP
OG0007727	LOC117903738|XP_034671991.1|DSUB	LOC119067335|XP_037026135.1|BCOP
OG0007729	LOC117903903|XP_034672298.1|DSUB	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP
OG0007730	LOC117900364|XP_034666608.1|DSUB	LOC119068093|XP_037027407.1|BCOP
OG0007731	LOC117894295|XP_034657147.1|DSUB	LOC119080881|XP_037045358.1|BCOP
OG0007732	LOC117903225|XP_034671019.1|DSUB	LOC119081740|XP_037046804.1|BCOP
OG0007733	LOC117903141|XP_034670870.1|DSUB	LOC119069152|XP_037028952.1|BCOP
OG0007734	LOC117903306|XP_034671129.1|DSUB	LOC119067213|XP_037025952.1|BCOP
OG0007735	LOC117894407|XP_034657312.1|DSUB	LOC119068095|XP_037027413.1|BCOP
OG0007736	LOC117894443|XP_034657420.1|DSUB	LOC119069184|XP_037029012.1|BCOP
OG0007737	LOC117899751|XP_034665890.1|DSUB	LOC119079340|XP_037043061.1|BCOP
OG0007738	LOC117899711|XP_034665816.1|DSUB	LOC119069482|XP_037029444.1|BCOP
OG0007739	LOC117897923|XP_034662901.1|DSUB	LOC119085601|XP_037051919.1|BCOP
OG0007740	LOC117896776|XP_034661147.1|DSUB	LOC119070341|XP_037030524.1|BCOP
OG0007741	LOC117896121|XP_034660070.1|DSUB	LOC119069910|XP_037030011.1|BCOP
OG0007742	LOC117894034|XP_034656772.1|DSUB	LOC119070344|XP_037030529.1|BCOP
OG0007745	LOC117896267|XP_034660349.1|DSUB	LOC119069933|XP_037030052.1|BCOP
OG0007746	LOC117898947|XP_034664561.1|DSUB	LOC119067680|XP_037026688.1|BCOP
OG0007747	LOC117899471|XP_034665390.1|DSUB	LOC119070077|XP_037030273.1|BCOP
OG0007748	LOC117903057|XP_034670692.1|DSUB	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP
OG0007749	LOC117893560|XP_034656117.1|DSUB	LOC119069838|XP_037029900.1|BCOP
OG0007750	LOC117899729|XP_034665864.1|DSUB	LOC119085968|XP_037052425.1|BCOP
OG0007751	LOC117900698|XP_034667042.1|DSUB	LOC119069217|XP_037029089.1|BCOP
OG0007752	LOC117900974|XP_034667454.1|DSUB	LOC119077701|XP_037040869.1|BCOP
OG0007753	LOC117893872|XP_034656538.1|DSUB	LOC119067613|XP_037026602.1|BCOP
OG0007754	LOC117903359|XP_034671205.1|DSUB	LOC119070133|XP_037030352.1|BCOP
OG0007755	LOC117892343|XP_034654461.1|DSUB	LOC119080613|XP_037044911.1|BCOP
OG0007756	LOC117892651|XP_034654903.1|DSUB	LOC119068054|XP_037027344.1|BCOP
OG0007757	LOC117903044|XP_034670676.1|DSUB	LOC119078897|XP_037042524.1|BCOP
OG0007758	LOC117902334|XP_034669520.1|DSUB	LOC119068279|XP_037027705.1|BCOP
OG0007759	LOC117897447|XP_034662182.1|DSUB	LOC119068280|XP_037027707.1|BCOP
OG0007760	LOC117897829|XP_034662786.1|DSUB	LOC119069919|XP_037030035.1|BCOP
OG0007761	LOC117893603|XP_034656209.1|DSUB	LOC119068142|XP_037027498.1|BCOP
OG0007762	LOC117893272|XP_034655769.1|DSUB	LOC119068145|XP_037027508.1|BCOP
OG0007763	LOC117901438|XP_034668073.1|DSUB	LOC119071309|XP_037032082.1|BCOP
OG0007764	LOC117903412|XP_034671317.1|DSUB	LOC119082115|XP_037047388.1|BCOP
OG0007765	LOC117895877|XP_034659770.1|DSUB	LOC119067679|XP_037026687.1|BCOP
OG0007766	LOC117899115|XP_034664794.1|DSUB	LOC119069847|XP_037029912.1|BCOP
OG0007767	LOC117902950|XP_034670463.1|DSUB	LOC119081005|XP_037045580.1|BCOP
OG0007768	LOC117903714|XP_034671952.1|DSUB	LOC119067126|XP_037025795.1|BCOP
OG0007769	LOC117893395|XP_034655888.1|DSUB	LOC119067348|XP_037026154.1|BCOP
OG0007770	LOC117893435|XP_034655947.1|DSUB	LOC119069586|XP_037029571.1|BCOP
OG0007771	LOC117900803|XP_034667179.1|DSUB	LOC119067267|XP_037026040.1|BCOP
OG0007772	LOC117903052|XP_034670682.1|DSUB	LOC119069501|XP_037029468.1|BCOP
OG0007773	LOC117902115|XP_034669121.1|DSUB	LOC119066237|XP_037024449.1|BCOP, LOC119070827|XP_037031224.1|BCOP
OG0007774	LOC117895710|XP_034659452.1|DSUB	LOC119068831|XP_037028496.1|BCOP
OG0007775	LOC117890653|XP_034651552.1|DSUB	LOC119070255|XP_037030418.1|BCOP
OG0007776	LOC117901321|XP_034667923.1|DSUB	LOC119082322|XP_037047720.1|BCOP
OG0007777	LOC117903761|XP_034672061.1|DSUB	LOC119070253|XP_037030416.1|BCOP
OG0007778	LOC117902623|XP_034670035.1|DSUB	LOC119085583|XP_037051896.1|BCOP
OG0007779	LOC117894501|XP_034657502.1|DSUB	LOC119068861|XP_037028592.1|BCOP
OG0007780	LOC117898339|XP_034663561.1|DSUB	LOC119083624|XP_037049254.1|BCOP
OG0007781	LOC117898219|XP_034663384.1|DSUB	LOC119069875|XP_037029945.1|BCOP
OG0007782	LOC117898299|XP_034663465.1|DSUB	LOC119075779|XP_037038234.1|BCOP
OG0007783	LOC117897753|XP_034662685.1|DSUB, LOC117899631|XP_034665722.1|DSUB	LOC119078608|XP_037042097.1|BCOP
OG0007784	LOC117896465|XP_034660688.1|DSUB	LOC119085053|XP_037051164.1|BCOP
OG0007785	LOC117903626|XP_034671784.1|DSUB	LOC119068756|XP_037028387.1|BCOP
OG0007786	LOC117900624|XP_034666944.1|DSUB	LOC119066224|XP_037024442.1|BCOP
OG0007787	LOC117898611|XP_034664055.1|DSUB	LOC119084486|XP_037050383.1|BCOP
OG0007789	LOC117899024|XP_034664674.1|DSUB	LOC119085137|XP_037051305.1|BCOP
OG0007790	LOC117898180|XP_034663279.1|DSUB	LOC119067874|XP_037027035.1|BCOP
OG0007791	LOC117898182|XP_034663289.1|DSUB	LOC119081421|XP_037046224.1|BCOP, LOC119067885|XP_037027061.1|BCOP
OG0007792	LOC117903196|XP_034670972.1|DSUB	LOC119069533|XP_037029504.1|BCOP
OG0007793	LOC117899289|XP_034665092.1|DSUB	LOC119068479|XP_037027985.1|BCOP
OG0007794	LOC117889583|XP_034649880.1|DSUB	LOC119067042|XP_037025681.1|BCOP
OG0007795	LOC117903796|XP_034672115.1|DSUB	LOC119070611|XP_037030935.1|BCOP
OG0007796	LOC117899198|XP_034664961.1|DSUB	LOC119081576|XP_037046509.1|BCOP
OG0007797	LOC117896139|XP_034660100.1|DSUB	LOC119068358|XP_037027821.1|BCOP
OG0007798	LOC117896140|XP_034660103.1|DSUB	LOC119068355|XP_037027818.1|BCOP
OG0007799	LOC117897933|XP_034662914.1|DSUB	LOC119068490|XP_037027997.1|BCOP
OG0007801	LOC117898620|XP_034664066.1|DSUB	LOC119066779|XP_037025333.1|BCOP
OG0007802	LOC117897640|XP_034662507.1|DSUB	LOC119068427|XP_037027890.1|BCOP
OG0007803	LOC117899169|XP_034664919.1|DSUB	LOC119068511|XP_037028011.1|BCOP
OG0007804	LOC117903303|XP_034671130.1|DSUB	LOC119068766|XP_037028408.1|BCOP
OG0007805	LOC117895769|XP_034659539.1|DSUB	LOC119068758|XP_037028390.1|BCOP
OG0007806	LOC117895759|XP_034659526.1|DSUB	LOC119068762|XP_037028393.1|BCOP
OG0007808	LOC117897938|XP_034662920.1|DSUB	LOC119069960|XP_037030087.1|BCOP
OG0007809	LOC117903199|XP_034670975.1|DSUB	LOC119067570|XP_037026549.1|BCOP
OG0007810	LOC117900236|XP_034666416.1|DSUB	LOC119070116|XP_037030324.1|BCOP
OG0007811	LOC117898316|XP_034663491.1|DSUB	LOC119070357|XP_037030545.1|BCOP
OG0007812	LOC117889631|XP_034649979.1|DSUB	LOC119078776|XP_037042381.1|BCOP
OG0007813	LOC117897377|XP_034662070.1|DSUB	LOC119068055|XP_037027345.1|BCOP
OG0007814	LOC117903869|XP_034672250.1|DSUB	LOC119068777|XP_037028432.1|BCOP
OG0007815	LOC117897061|XP_034661552.1|DSUB	LOC119069315|XP_037029262.1|BCOP
OG0007818	LOC117897029|XP_034661499.1|DSUB	LOC119068663|XP_037028239.1|BCOP
OG0007819	LOC117903521|XP_034671526.1|DSUB	LOC119068784|XP_037028439.1|BCOP
OG0007820	LOC117898387|XP_034663633.1|DSUB	LOC119069216|XP_037029087.1|BCOP
OG0007823	LOC117899105|XP_034664777.1|DSUB	LOC119069178|XP_037029000.1|BCOP
OG0007825	LOC117897661|XP_034662539.1|DSUB	LOC119069308|XP_037029254.1|BCOP
OG0007826	LOC117899635|XP_034665685.1|DSUB	LOC119070377|XP_037030587.1|BCOP
OG0007827	LOC117903410|XP_034671305.1|DSUB	LOC119074698|XP_037036879.1|BCOP
OG0007828	LOC117894572|XP_034657602.1|DSUB	LOC119073805|XP_037035462.1|BCOP
OG0007829	LOC117896907|XP_034661334.1|DSUB	LOC119069130|XP_037028928.1|BCOP
OG0007830	LOC117897048|XP_034661523.1|DSUB	LOC119069036|XP_037028800.1|BCOP
OG0007831	LOC117897994|XP_034663015.1|DSUB	LOC119079591|XP_037043480.1|BCOP
OG0007832	LOC117903485|XP_034671443.1|DSUB	LOC119069259|XP_037029208.1|BCOP
OG0007833	LOC117903376|XP_034671236.1|DSUB	LOC119068099|XP_037027418.1|BCOP
OG0007834	LOC117898625|XP_034664072.1|DSUB	LOC119069819|XP_037029877.1|BCOP
OG0007837	LOC117897183|XP_034661773.1|DSUB	LOC119068818|XP_037028487.1|BCOP
OG0007839	LOC117897084|XP_034661617.1|DSUB	LOC119068595|XP_037028144.1|BCOP
OG0007840	LOC117898612|XP_034664056.1|DSUB	LOC119069244|XP_037029192.1|BCOP
OG0007842	LOC117897788|XP_034662728.1|DSUB	LOC119070437|XP_037030676.1|BCOP
OG0007843	LOC117897182|XP_034661772.1|DSUB	LOC119070438|XP_037030683.1|BCOP
OG0007844	LOC117892522|XP_034654702.1|DSUB	LOC119068546|XP_037028069.1|BCOP
OG0007846	LOC117902780|XP_034670315.1|DSUB	LOC119083478|XP_037049094.1|BCOP
OG0007847	LOC117897045|XP_034661519.1|DSUB	LOC119067223|XP_037025964.1|BCOP
OG0007848	LOC117897023|XP_034661491.1|DSUB	LOC119076743|XP_037039583.1|BCOP
OG0007849	LOC117896142|XP_034660105.1|DSUB	LOC119070356|XP_037030544.1|BCOP
OG0007850	LOC117896141|XP_034660104.1|DSUB	LOC119067876|XP_037027040.1|BCOP
OG0007851	LOC117898131|XP_034663216.1|DSUB	LOC119067932|XP_037027141.1|BCOP
OG0007852	LOC117898592|XP_034664029.1|DSUB	LOC119070489|XP_037030738.1|BCOP
OG0007853	LOC117898965|XP_034664597.1|DSUB	LOC119068429|XP_037027892.1|BCOP
OG0007854	LOC117896641|XP_034660978.1|DSUB	LOC119082558|XP_037047979.1|BCOP
OG0007855	LOC117898476|XP_034663801.1|DSUB	LOC119067194|XP_037025920.1|BCOP
OG0007856	LOC117897042|XP_034661516.1|DSUB	LOC119067463|XP_037026344.1|BCOP
OG0007857	LOC117898466|XP_034663780.1|DSUB	LOC119070457|XP_037030707.1|BCOP
OG0007858	LOC117902792|XP_034670299.1|DSUB	LOC119074395|XP_037036410.1|BCOP
OG0007859	LOC117900380|XP_034666626.1|DSUB	LOC119080612|XP_037044909.1|BCOP
OG0007860	LOC117897657|XP_034662532.1|DSUB	LOC119070507|XP_037030759.1|BCOP
OG0007861	LOC117896940|XP_034661375.1|DSUB	LOC119070615|XP_037030938.1|BCOP
OG0007862	LOC117892736|XP_034655056.1|DSUB, LOC117896337|XP_034660473.1|DSUB	LOC119070616|XP_037030939.1|BCOP, LOC119070527|XP_037030796.1|BCOP
OG0007863	LOC117900955|XP_034667419.1|DSUB	LOC119066732|XP_037025248.1|BCOP
OG0007864	LOC117896312|XP_034660428.1|DSUB	LOC119067416|XP_037026265.1|BCOP
OG0007865	LOC117894843|XP_034657984.1|DSUB	LOC119070561|XP_037030864.1|BCOP
OG0007867	LOC117899260|XP_034665041.1|DSUB	LOC119075684|XP_037038094.1|BCOP
OG0007868	LOC117896014|XP_034659910.1|DSUB	LOC119069885|XP_037029957.1|BCOP
OG0007869	LOC117903670|XP_034671888.1|DSUB	LOC119067673|XP_037026675.1|BCOP
OG0007871	LOC117903630|XP_034671792.1|DSUB	LOC119073700|XP_037035195.1|BCOP
OG0007872	LOC117893291|XP_034655752.1|DSUB	LOC119080393|XP_037044607.1|BCOP
OG0007874	LOC117894938|XP_034658148.1|DSUB	LOC119078928|XP_037042565.1|BCOP
OG0007875	LOC117890183|XP_034650773.1|DSUB	LOC119075655|XP_037038049.1|BCOP
OG0007876	LOC117903720|XP_034671960.1|DSUB	LOC119067690|XP_037026707.1|BCOP
OG0007877	LOC117893100|XP_034655426.1|DSUB	LOC119073250|XP_037034497.1|BCOP
OG0007879	LOC117894684|XP_034657754.1|DSUB	LOC119080656|XP_037044968.1|BCOP
OG0007880	LOC117902295|XP_034669470.1|DSUB	LOC119078287|XP_037041672.1|BCOP
OG0007881	LOC117894010|XP_034656725.1|DSUB	LOC119073697|XP_037035192.1|BCOP
OG0007882	LOC117895735|XP_034659484.1|DSUB	LOC119080179|XP_037044300.1|BCOP
OG0007884	LOC117894437|XP_034657394.1|DSUB	LOC119077327|XP_037040405.1|BCOP
OG0007885	LOC117890184|XP_034650779.1|DSUB	LOC119080378|XP_037044578.1|BCOP
OG0007886	LOC117902265|XP_034669416.1|DSUB	LOC119084171|XP_037049924.1|BCOP
OG0007887	LOC117895729|XP_034659474.1|DSUB	LOC119080217|XP_037044353.1|BCOP
OG0007888	LOC117894900|XP_034658083.1|DSUB	LOC119073507|XP_037034918.1|BCOP
OG0007889	LOC117894612|XP_034657655.1|DSUB	LOC119073407|XP_037034736.1|BCOP
OG0007890	LOC117893036|XP_034655293.1|DSUB	LOC119081778|XP_037046880.1|BCOP
OG0007891	LOC117897530|XP_034662341.1|DSUB	LOC119068438|XP_037027905.1|BCOP
OG0007892	LOC117889894|XP_034650296.1|DSUB	LOC119072049|XP_037033072.1|BCOP
OG0007893	LOC117892117|XP_034654036.1|DSUB	LOC119078870|XP_037042492.1|BCOP
OG0007894	LOC117893722|XP_034656302.1|DSUB	LOC119079870|XP_037043849.1|BCOP
OG0007895	LOC117895102|XP_034658389.1|DSUB	LOC119072486|XP_037033618.1|BCOP
OG0007896	LOC117893808|XP_034656447.1|DSUB	LOC119074353|XP_037036352.1|BCOP
OG0007897	LOC117895818|XP_034659641.1|DSUB	LOC119073707|XP_037035208.1|BCOP
OG0007898	LOC117894956|XP_034658177.1|DSUB	LOC119078759|XP_037042362.1|BCOP
OG0007899	LOC117895789|XP_034659582.1|DSUB	LOC119077505|XP_037040629.1|BCOP
OG0007900	LOC117891104|XP_034652183.1|DSUB	LOC119084822|XP_037050798.1|BCOP
OG0007901	LOC117895869|XP_034659733.1|DSUB	LOC119075188|XP_037037475.1|BCOP
OG0007902	LOC117903871|XP_034672252.1|DSUB	LOC119067381|XP_037026197.1|BCOP
OG0007903	LOC117893097|XP_034655420.1|DSUB	LOC119075191|XP_037037481.1|BCOP
OG0007904	LOC117895416|XP_034658941.1|DSUB	LOC119079640|XP_037043563.1|BCOP
OG0007905	LOC117901193|XP_034667737.1|DSUB	LOC119071568|XP_037032400.1|BCOP
OG0007906	LOC117893491|XP_034656015.1|DSUB	LOC119076793|XP_037039656.1|BCOP
OG0007907	LOC117893018|XP_034655265.1|DSUB	LOC119080467|XP_037044741.1|BCOP
OG0007908	LOC117893019|XP_034655266.1|DSUB	LOC119080489|XP_037044776.1|BCOP
OG0007909	LOC117903377|XP_034671238.1|DSUB	LOC119081693|XP_037046685.1|BCOP
OG0007910	LOC117892932|XP_034655139.1|DSUB	LOC119071198|XP_037031879.1|BCOP
OG0007911	LOC117893576|XP_034656139.1|DSUB	LOC119081120|XP_037045759.1|BCOP
OG0007912	LOC117893570|XP_034656132.1|DSUB	LOC119080161|XP_037044277.1|BCOP
OG0007913	LOC117893577|XP_034656140.1|DSUB	LOC119080811|XP_037045278.1|BCOP
OG0007914	LOC117894749|XP_034657851.1|DSUB	LOC119079936|XP_037043935.1|BCOP
OG0007915	LOC117894036|XP_034656774.1|DSUB	LOC119073557|XP_037035008.1|BCOP
OG0007917	LOC117891433|XP_034652796.1|DSUB	LOC119073905|XP_037035690.1|BCOP
OG0007918	LOC117890100|XP_034650655.1|DSUB	LOC119078168|XP_037041539.1|BCOP
OG0007919	LOC117890688|XP_034651566.1|DSUB	LOC119076961|XP_037039950.1|BCOP
OG0007921	LOC117890341|XP_034651023.1|DSUB	LOC119073626|XP_037035111.1|BCOP
OG0007922	LOC117896681|XP_034661020.1|DSUB	LOC119072786|XP_037033978.1|BCOP
OG0007923	LOC117903701|XP_034671930.1|DSUB	LOC119075770|XP_037038210.1|BCOP
OG0007924	LOC117890764|XP_034651719.1|DSUB	LOC119077374|XP_037040464.1|BCOP
OG0007925	LOC117891642|XP_034653080.1|DSUB	LOC119085942|XP_037052391.1|BCOP, LOC119086054|XP_037052523.1|BCOP
OG0007926	LOC117890468|XP_034651214.1|DSUB	LOC119075479|XP_037037824.1|BCOP
OG0007927	LOC117900008|XP_034666082.1|DSUB	LOC119070821|XP_037031207.1|BCOP
OG0007928	LOC117902415|XP_034669653.1|DSUB	LOC119066252|XP_037024473.1|BCOP
OG0007929	LOC117899964|XP_034666010.1|DSUB	LOC119066431|XP_037024812.1|BCOP
OG0007930	LOC117890419|XP_034651128.1|DSUB	LOC119081476|XP_037046369.1|BCOP
OG0007931	LOC117902444|XP_034669725.1|DSUB	LOC119084630|XP_037050593.1|BCOP, LOC119080416|XP_037044652.1|BCOP
OG0007932	LOC117894064|XP_034656811.1|DSUB	LOC119084844|XP_037050845.1|BCOP
OG0007933	LOC117896284|XP_034660379.1|DSUB	LOC119073341|XP_037034630.1|BCOP
OG0007935	LOC117901883|XP_034668731.1|DSUB	LOC119075182|XP_037037470.1|BCOP
OG0007936	LOC117902399|XP_034669621.1|DSUB	LOC119085153|XP_037051341.1|BCOP
OG0007937	LOC117902589|XP_034669979.1|DSUB	LOC119077093|XP_037040148.1|BCOP
OG0007938	LOC117900362|XP_034666602.1|DSUB	LOC119066952|XP_037025568.1|BCOP
OG0007939	LOC117901088|XP_034667604.1|DSUB	LOC119066953|XP_037025569.1|BCOP
OG0007940	LOC117900518|XP_034666804.1|DSUB	LOC119082781|XP_037048268.1|BCOP
OG0007941	LOC117889782|XP_034650139.1|DSUB	LOC119073475|XP_037034876.1|BCOP
OG0007942	LOC117903284|XP_034671098.1|DSUB	LOC119071039|XP_037031532.1|BCOP
OG0007943	LOC117901116|XP_034667642.1|DSUB	LOC119083202|XP_037048758.1|BCOP
OG0007944	LOC117893553|XP_034656099.1|DSUB	LOC119072741|XP_037033917.1|BCOP
OG0007945	LOC117900004|XP_034666069.1|DSUB	LOC119085886|XP_037052297.1|BCOP
OG0007947	LOC117901449|XP_034668085.1|DSUB	LOC119070956|XP_037031406.1|BCOP
OG0007948	LOC117902775|XP_034670259.1|DSUB	LOC119077139|XP_037040213.1|BCOP
OG0007949	LOC117903562|XP_034671658.1|DSUB	LOC119082109|XP_037047379.1|BCOP
OG0007950	LOC117901894|XP_034668747.1|DSUB	LOC119070761|XP_037031129.1|BCOP
OG0007951	LOC117900837|XP_034667239.1|DSUB	LOC119070762|XP_037031130.1|BCOP
OG0007952	LOC117900933|XP_034667390.1|DSUB	LOC119075605|XP_037037970.1|BCOP
OG0007953	LOC117902450|XP_034669736.1|DSUB	LOC119078452|XP_037041878.1|BCOP
OG0007954	LOC117901601|XP_034668304.1|DSUB	LOC119072754|XP_037033937.1|BCOP
OG0007955	LOC117902016|XP_034668954.1|DSUB	LOC119075757|XP_037038190.1|BCOP
OG0007956	LOC117902158|XP_034669188.1|DSUB	LOC119078423|XP_037041827.1|BCOP
