Orthogroup	DSUB.longest_only	DVIR.longest_only
OG0009981	LOC117892587|XP_034654817.1|DSUB	LOC6626301|XP_015029189.1|DVIR
OG0009982	LOC117889808|XP_034650178.1|DSUB	LOC6626299|XP_032292155.1|DVIR
OG0009984	LOC117890275|XP_034650925.1|DSUB	LOC6635941|XP_032292523.1|DVIR
OG0009985	LOC117892361|XP_034654460.1|DSUB	LOC26530760|XP_032291819.1|DVIR
OG0009986	LOC117890140|XP_034650717.1|DSUB	LOC6636417|XP_002059970.1|DVIR
OG0009987	LOC117889912|XP_034650329.1|DSUB	LOC6625364|XP_032291821.1|DVIR
OG0009988	LOC117889917|XP_034650333.1|DSUB	LOC6625363|XP_002050235.1|DVIR
OG0009989	LOC117892087|XP_034653969.1|DSUB	LOC6625626|XP_002049070.2|DVIR
OG0009990	LOC117892498|XP_034654665.1|DSUB	LOC6626055|XP_002049611.1|DVIR
OG0009991	LOC117889769|XP_034650122.1|DSUB	LOC6624748|XP_002049708.2|DVIR
OG0009992	LOC117895734|XP_034659488.1|DSUB	LOC6634518|XP_002058067.1|DVIR
OG0009993	LOC117893227|XP_034655658.1|DSUB	LOC6636684|XP_032295801.1|DVIR
OG0009994	LOC117895847|XP_034659703.1|DSUB	LOC6633374|XP_002057327.1|DVIR
OG0009995	LOC117903267|XP_034671060.1|DSUB	LOC6633821|XP_002057042.3|DVIR
OG0009996	LOC117891111|XP_034652201.1|DSUB	LOC6633314|XP_002056891.1|DVIR
OG0009997	LOC117902518|XP_034669837.1|DSUB	LOC6635460|XP_002058968.2|DVIR
OG0009998	LOC117896212|XP_034660237.1|DSUB	LOC6633670|XP_002056929.1|DVIR
OG0009999	LOC117903608|XP_034671756.1|DSUB	LOC6634613|XP_002058098.2|DVIR
OG0010000	LOC117903647|XP_034671839.1|DSUB	LOC6635533|XP_002059104.1|DVIR
OG0010001	LOC117892945|XP_034655162.1|DSUB	LOC6633817|XP_002057038.1|DVIR
OG0010002	LOC117894723|XP_034657801.1|DSUB	LOC116650840|XP_032291538.1|DVIR
OG0010003	LOC117900194|XP_034666339.1|DSUB	LOC6627757|XP_002051130.1|DVIR
OG0010004	LOC117895510|XP_034659104.1|DSUB	LOC6633560|XP_032295947.1|DVIR
OG0010005	LOC117902570|XP_034669923.1|DSUB	LOC6631940|XP_002055033.1|DVIR
OG0010006	LOC117899989|XP_034666053.1|DSUB	LOC6636115|XP_002059657.3|DVIR
OG0010007	LOC117893736|XP_034656357.1|DSUB	LOC6636039|XP_002059566.1|DVIR
OG0010008	LOC117901589|XP_034668294.1|DSUB	LOC6635458|XP_002059060.1|DVIR
OG0010009	LOC117900993|XP_034667481.1|DSUB	LOC6628328|XP_002051201.1|DVIR
OG0010010	LOC117897327|XP_034661990.1|DSUB	LOC6631904|XP_002055216.1|DVIR
OG0010011	LOC117903273|XP_034671067.1|DSUB	LOC6634392|XP_032296434.1|DVIR
OG0010012	LOC117903087|XP_034670782.1|DSUB	LOC6631884|XP_032295859.1|DVIR
OG0010013	LOC117890395|XP_034651094.1|DSUB	LOC6634565|XP_002058177.2|DVIR
OG0010014	LOC117902315|XP_034669494.1|DSUB	LOC26531586|XP_032295923.1|DVIR
OG0010015	LOC117890902|XP_034651892.1|DSUB	LOC6634567|XP_015025088.1|DVIR
OG0010016	LOC117899219|XP_034664987.1|DSUB	LOC6631426|XP_002055534.1|DVIR
OG0010017	LOC117900259|XP_034666459.1|DSUB	LOC6634564|XP_002058176.1|DVIR
OG0010018	LOC117894332|XP_034657210.1|DSUB	LOC6633397|XP_002057207.1|DVIR
OG0010019	LOC117903528|XP_034671566.1|DSUB	LOC6631922|XP_002055749.1|DVIR
OG0010020	LOC117903666|XP_034671883.1|DSUB	LOC6631609|XP_002055067.1|DVIR
OG0010021	LOC117903429|XP_034671343.1|DSUB	LOC6631732|XP_032295715.1|DVIR
OG0010022	LOC117903291|XP_034671112.1|DSUB	LOC6631687|XP_002055457.1|DVIR
OG0010023	LOC117891157|XP_034652310.1|DSUB	LOC6634596|XP_002058251.1|DVIR
OG0010024	LOC117893744|XP_034656369.1|DSUB	LOC6634598|XP_032296344.1|DVIR
OG0010025	LOC117899032|XP_034664685.1|DSUB	LOC6634432|XP_032289236.1|DVIR
OG0010026	LOC117903663|XP_034671875.1|DSUB	LOC6632012|XP_002055385.1|DVIR
OG0010027	LOC117896354|XP_034660561.1|DSUB	LOC6632010|XP_002055383.1|DVIR
OG0010028	LOC117903329|XP_034671167.1|DSUB	LOC6635469|XP_032295858.1|DVIR
OG0010029	LOC117903209|XP_034670987.1|DSUB	LOC6631374|XP_002055648.1|DVIR
OG0010030	LOC117891825|XP_034653461.1|DSUB	LOC6631553|XP_032295662.1|DVIR
OG0010031	LOC117896389|XP_034660588.1|DSUB	LOC6631780|XP_002055707.2|DVIR
OG0010032	LOC117900660|XP_034666986.1|DSUB	LOC6628608|XP_002052169.2|DVIR
OG0010033	LOC117893078|XP_034655390.1|DSUB	LOC6635513|XP_002058931.1|DVIR
OG0010034	LOC117889699|XP_034650011.1|DSUB	LOC6635570|XP_002058925.1|DVIR
OG0010035	LOC117889708|XP_034650024.1|DSUB	LOC6635567|XP_032295972.1|DVIR
OG0010036	LOC117889644|XP_034650003.1|DSUB	LOC6635565|XP_032296028.1|DVIR
OG0010037	LOC117889719|XP_034650034.1|DSUB	LOC6635564|XP_002058919.1|DVIR
OG0010038	LOC117900739|XP_034667110.1|DSUB	LOC6633693|XP_032296636.1|DVIR
OG0010039	LOC117890867|XP_034651844.1|DSUB	LOC6625948|XP_002049385.1|DVIR
OG0010040	LOC117901602|XP_034668306.1|DSUB	LOC6628173|XP_002051444.1|DVIR
OG0010042	LOC117897241|XP_034661855.1|DSUB	LOC6631621|XP_002055563.1|DVIR
OG0010043	LOC117897251|XP_034661868.1|DSUB	LOC6631619|XP_002055561.1|DVIR
OG0010044	LOC117900303|XP_034666512.1|DSUB	LOC6633513|XP_002057231.2|DVIR
OG0010045	LOC117902633|XP_034670047.1|DSUB	LOC6634482|XP_002058159.2|DVIR
OG0010046	LOC117902641|XP_034670059.1|DSUB	LOC6634483|XP_002058160.1|DVIR
OG0010047	LOC117903217|XP_034671007.1|DSUB	LOC6631529|XP_002055336.1|DVIR
OG0010048	LOC117901637|XP_034668363.1|DSUB	LOC6634757|XP_002058050.2|DVIR
OG0010049	LOC117903522|XP_034671531.1|DSUB	LOC6636071|XP_002059602.1|DVIR
OG0010050	LOC117892133|XP_034654063.1|DSUB	LOC6636070|XP_002059601.1|DVIR
OG0010051	LOC117901675|XP_034668412.1|DSUB	LOC6633794|XP_002057314.1|DVIR
OG0010052	LOC117897630|XP_034662498.1|DSUB	LOC6633346|XP_032296745.1|DVIR
OG0010053	LOC117897146|XP_034661709.1|DSUB	LOC6636147|XP_002059493.1|DVIR
OG0010054	LOC117896204|XP_034660226.1|DSUB	LOC6631892|XP_002055493.2|DVIR
OG0010055	LOC117896321|XP_034660448.1|DSUB	LOC6632031|XP_002055497.2|DVIR
OG0010056	LOC117903328|XP_034671162.1|DSUB	LOC6631444|XP_015026715.1|DVIR
OG0010057	LOC117903617|XP_034671764.1|DSUB	LOC6635597|XP_002059022.3|DVIR
OG0010058	LOC117894786|XP_034657910.1|DSUB	LOC6633646|XP_032289031.1|DVIR
OG0010059	LOC117903304|XP_034671127.1|DSUB	LOC6631404|XP_002055674.1|DVIR
OG0010060	LOC117903202|XP_034670983.1|DSUB	LOC6633334|XP_002056862.1|DVIR
OG0010061	LOC117893053|XP_034655324.1|DSUB	LOC6636590|XP_002060027.1|DVIR
OG0010062	LOC117895259|XP_034658671.1|DSUB	LOC6623403|XP_002046146.1|DVIR
OG0010063	LOC117894007|XP_034656721.1|DSUB	LOC6622668|XP_002046711.2|DVIR
OG0010064	LOC117893511|XP_034656041.1|DSUB	LOC6622376|XP_002046701.1|DVIR
OG0010065	LOC117893589|XP_034656153.1|DSUB	LOC6623922|XP_002047381.2|DVIR
OG0010066	LOC117893895|XP_034656563.1|DSUB	LOC6624130|XP_002046388.2|DVIR
OG0010067	LOC117895593|XP_034659234.1|DSUB	LOC6636809|XP_002060291.1|DVIR
OG0010068	LOC117893286|XP_034655743.1|DSUB	LOC6623838|XP_002048273.1|DVIR
OG0010069	LOC117894297|XP_034657152.1|DSUB	LOC6622400|XP_002046547.1|DVIR
OG0010070	LOC117893607|XP_034656173.1|DSUB	LOC26531686|XP_015031783.1|DVIR
OG0010071	LOC117894362|XP_034657247.1|DSUB	LOC116650527|XP_032290310.1|DVIR
OG0010072	LOC117893733|XP_034656348.1|DSUB	LOC6624265|XP_002046932.1|DVIR
OG0010073	LOC117895306|XP_034658757.1|DSUB	LOC6624416|XP_002046926.1|DVIR
OG0010074	LOC117900610|XP_034666962.1|DSUB	LOC6633739|XP_015025648.2|DVIR
OG0010075	LOC117893917|XP_034656590.1|DSUB	LOC6623739|XP_002046983.2|DVIR
OG0010076	LOC117894596|XP_034657637.1|DSUB	LOC6622940|XP_002048168.1|DVIR
OG0010077	LOC117894522|XP_034657527.1|DSUB	LOC6623524|XP_002046224.1|DVIR
OG0010078	LOC117894540|XP_034657552.1|DSUB	LOC6623606|XP_002046223.1|DVIR
OG0010079	LOC117894518|XP_034657521.1|DSUB	LOC6623376|XP_002046207.2|DVIR
OG0010080	LOC117893612|XP_034656180.1|DSUB	LOC6622446|XP_002046415.1|DVIR
OG0010081	LOC117894484|XP_034657482.1|DSUB	LOC26531479|XP_032290559.1|DVIR
OG0010082	LOC117893742|XP_034656362.1|DSUB	LOC6624518|XP_002047185.1|DVIR
OG0010083	LOC117893196|XP_034655602.1|DSUB	LOC6624676|XP_002048382.1|DVIR
OG0010084	LOC117895083|XP_034658370.1|DSUB	LOC6624394|XP_002047898.1|DVIR
OG0010085	LOC117893231|XP_034655674.1|DSUB	LOC6622406|XP_032290608.1|DVIR
OG0010087	LOC117894985|XP_034658221.1|DSUB	LOC6623105|XP_032290445.1|DVIR
OG0010088	LOC117894554|XP_034657569.1|DSUB	LOC6624640|XP_002048650.1|DVIR
OG0010089	LOC117893243|XP_034655698.1|DSUB	LOC26531769|XP_032289991.1|DVIR
OG0010090	LOC117902944|XP_034670447.1|DSUB	LOC6636198|XP_002059744.1|DVIR
OG0010091	LOC117898399|XP_034663648.1|DSUB	LOC6630212|XP_002053715.1|DVIR
OG0010092	LOC117899639|XP_034665694.1|DSUB	LOC26531841|XP_015024811.1|DVIR
OG0010093	LOC117891829|XP_034653466.1|DSUB	LOC6625487|XP_032292397.1|DVIR
OG0010094	LOC117897516|XP_034662322.1|DSUB	LOC6635170|XP_002058372.2|DVIR
OG0010095	LOC117899566|XP_034665566.1|DSUB	LOC26530696|XP_015024975.1|DVIR
OG0010096	LOC117903034|XP_034670654.1|DSUB	LOC6633656|XP_002056850.3|DVIR
OG0010097	LOC117895019|XP_034658276.1|DSUB	LOC6631515|XP_032295951.1|DVIR
OG0010098	LOC117901936|XP_034668795.1|DSUB	LOC6629030|XP_002051377.1|DVIR
OG0010099	LOC117901523|XP_034668191.1|DSUB	LOC6627938|XP_032294494.1|DVIR
OG0010100	LOC117895459|XP_034659021.1|DSUB	LOC6623248|XP_002047389.2|DVIR
OG0010101	LOC117894560|XP_034657575.1|DSUB	LOC6623185|XP_002047463.1|DVIR
OG0010102	LOC117894301|XP_034657157.1|DSUB	LOC6623817|XP_002048643.2|DVIR
OG0010103	LOC117894553|XP_034657567.1|DSUB	LOC6624223|XP_002048651.1|DVIR
OG0010104	LOC117894111|XP_034656882.1|DSUB	LOC6624194|XP_002046354.2|DVIR
OG0010105	LOC117901562|XP_034668250.1|DSUB	LOC6622963|XP_002046505.1|DVIR
OG0010106	LOC117891237|XP_034652474.1|DSUB	LOC6626066|XP_002049374.1|DVIR
OG0010107	LOC117892451|XP_034654591.1|DSUB	LOC6636325|XP_032292057.1|DVIR
OG0010108	LOC117892101|XP_034653991.1|DSUB	LOC6626022|XP_032291707.1|DVIR
OG0010110	LOC117894600|XP_034657640.1|DSUB	LOC6623416|XP_002046128.1|DVIR
OG0010111	LOC117898728|XP_034664238.1|DSUB	LOC6630171|XP_002054791.1|DVIR
OG0010112	LOC117896698|XP_034661043.1|DSUB	LOC6632420|XP_002056092.1|DVIR
OG0010113	LOC117903719|XP_034671959.1|DSUB	LOC6634731|XP_002058330.1|DVIR
OG0010114	LOC117894282|XP_034657135.1|DSUB	LOC6634808|XP_002057921.1|DVIR
OG0010115	LOC117900717|XP_034667076.1|DSUB	LOC6633694|XP_002057011.1|DVIR
OG0010116	LOC117903813|XP_034672142.1|DSUB	LOC116652266|XP_032296406.1|DVIR
OG0010117	LOC117894078|XP_034656830.1|DSUB	LOC6634485|XP_002058162.1|DVIR
OG0010118	LOC117903441|XP_034671359.1|DSUB	LOC6634748|XP_032296280.1|DVIR
OG0010119	LOC117899807|XP_034665978.1|DSUB	LOC6631886|XP_032295654.1|DVIR
OG0010120	LOC117890835|XP_034651813.1|DSUB	LOC6632022|XP_002055237.1|DVIR
OG0010121	LOC117894911|XP_034658101.1|DSUB	LOC116652197|XP_032296101.1|DVIR, LOC6631841|XP_002055083.2|DVIR
OG0010122	LOC117903218|XP_034671009.1|DSUB	LOC6636662|XP_002060140.1|DVIR
OG0010123	LOC117903092|XP_034670790.1|DSUB	LOC6632198|XP_002054983.2|DVIR
OG0010125	LOC117899154|XP_034664873.1|DSUB	LOC6631627|XP_002055569.1|DVIR
OG0010126	LOC117901968|XP_034668840.1|DSUB	LOC6633891|XP_002057585.1|DVIR, LOC116651442|XP_032293693.1|DVIR
OG0010127	LOC117901122|XP_034667651.1|DSUB	LOC6634185|XP_002057778.1|DVIR
OG0010128	LOC117900448|XP_034666708.1|DSUB	LOC6634037|XP_002057774.2|DVIR
OG0010129	LOC117901767|XP_034668548.1|DSUB	LOC6634331|XP_002057684.1|DVIR
OG0010130	LOC117901326|XP_034667926.1|DSUB	LOC6627414|XP_002051087.1|DVIR
OG0010131	LOC117902044|XP_034669000.1|DSUB	LOC6634160|XP_002057527.2|DVIR
OG0010132	LOC117901951|XP_034668816.1|DSUB	LOC6634295|XP_002057447.1|DVIR
OG0010133	LOC117901776|XP_034668567.1|DSUB	LOC6634293|XP_002057445.1|DVIR
OG0010134	LOC117900319|XP_034666542.1|DSUB	LOC6628801|XP_002051224.1|DVIR
OG0010135	LOC117902000|XP_034668906.1|DSUB	LOC6627944|XP_002051417.1|DVIR
OG0010136	LOC117900370|XP_034666611.1|DSUB	LOC6628010|XP_002051415.1|DVIR
OG0010137	LOC117902357|XP_034669560.1|DSUB	LOC6628287|XP_002051344.1|DVIR
OG0010138	LOC117902451|XP_034669737.1|DSUB	LOC26530863|XP_015028870.1|DVIR
OG0010139	LOC117901811|XP_034668616.1|DSUB	LOC6628199|XP_002052208.1|DVIR
OG0010140	LOC117901348|XP_034667950.1|DSUB, LOC117901346|XP_034667948.1|DSUB	LOC6628419|XP_002052332.2|DVIR
OG0010141	LOC117900746|XP_034667115.1|DSUB	LOC6635777|XP_002059173.1|DVIR
OG0010142	LOC117900645|XP_034666968.1|DSUB	LOC6627626|XP_002051717.1|DVIR
OG0010143	LOC117898889|XP_034664466.1|DSUB, LOC117897365|XP_034662049.1|DSUB, LOC117901178|XP_034667721.1|DSUB	LOC6627716|XP_002051638.2|DVIR
OG0010144	LOC117901470|XP_034668123.1|DSUB	LOC6628215|XP_002052701.1|DVIR
OG0010145	LOC117900115|XP_034666231.1|DSUB	LOC6628031|XP_002052908.1|DVIR
OG0010146	LOC117900627|XP_034666947.1|DSUB	LOC6627471|XP_002052902.2|DVIR
OG0010147	LOC117900403|XP_034666650.1|DSUB	LOC6627403|XP_002051914.1|DVIR
OG0010148	LOC117902769|XP_034670253.1|DSUB	LOC6627698|XP_032294088.1|DVIR
OG0010149	LOC117900696|XP_034667040.1|DSUB	LOC6628444|XP_032293976.1|DVIR
OG0010150	LOC117900577|XP_034666878.1|DSUB	LOC6627917|XP_002052792.1|DVIR
OG0010151	LOC117901121|XP_034667649.1|DSUB	LOC26531681|XP_015028976.1|DVIR
OG0010152	LOC117900622|XP_034666941.1|DSUB	LOC6635670|XP_002059205.1|DVIR
OG0010153	LOC117901921|XP_034668780.1|DSUB	LOC6627436|XP_002052162.1|DVIR
OG0010154	LOC117901963|XP_034668834.1|DSUB	LOC6627427|XP_002052153.2|DVIR
OG0010155	LOC117901384|XP_034668001.1|DSUB	LOC6627394|XP_002052146.1|DVIR
OG0010156	LOC117894970|XP_034658196.1|DSUB	LOC6623952|XP_002047862.2|DVIR
OG0010157	LOC117893356|XP_034655838.1|DSUB	LOC26530955|XP_015031671.1|DVIR
OG0010158	LOC117893850|XP_034656509.1|DSUB	LOC6623234|XP_002047826.1|DVIR
OG0010159	LOC117895859|XP_034659717.1|DSUB	LOC116650809|XP_032291415.1|DVIR, LOC6636609|XP_002060046.1|DVIR
OG0010160	LOC117901570|XP_034668260.1|DSUB	LOC6636571|XP_002060074.1|DVIR
OG0010161	LOC117894516|XP_034657517.1|DSUB	LOC6623480|XP_002046221.1|DVIR
OG0010162	LOC117903771|XP_034672077.1|DSUB	LOC116650685|XP_032290964.1|DVIR, LOC26531726|XP_015031790.1|DVIR, LOC26531031|XP_015031680.1|DVIR
OG0010163	LOC117895737|XP_034659493.1|DSUB	LOC6624132|XP_002046298.1|DVIR
OG0010164	LOC117894903|XP_034658086.1|DSUB	LOC6623747|XP_002047368.1|DVIR
OG0010165	LOC117895029|XP_034658292.1|DSUB	LOC6623283|XP_002047309.1|DVIR
OG0010166	LOC117893112|XP_034655440.1|DSUB	LOC6623086|XP_002047277.1|DVIR
OG0010167	LOC117895005|XP_034658243.1|DSUB	LOC6623301|XP_002047288.3|DVIR
OG0010168	LOC117893901|XP_034656570.1|DSUB	LOC26531661|XP_015031779.1|DVIR
OG0010169	LOC117893229|XP_034655656.1|DSUB	LOC6623732|XP_032289875.1|DVIR
OG0010170	LOC117893663|XP_034656244.1|DSUB	LOC6623094|XP_032290972.1|DVIR
OG0010171	LOC117893352|XP_034655833.1|DSUB	LOC6624201|XP_002048362.1|DVIR
OG0010172	LOC117895555|XP_034659152.1|DSUB	LOC6622946|XP_002048237.1|DVIR
OG0010173	LOC117891179|XP_034652396.1|DSUB	LOC6625836|XP_002050495.1|DVIR
OG0010174	LOC117892011|XP_034653795.1|DSUB	LOC6626880|XP_002049717.1|DVIR
OG0010175	LOC117890881|XP_034651864.1|DSUB	LOC6624739|XP_002049741.1|DVIR
OG0010176	LOC117890863|XP_034651841.1|DSUB	LOC6624740|XP_002049742.1|DVIR
OG0010177	LOC117890333|XP_034651015.1|DSUB	LOC6626500|XP_002050869.1|DVIR
OG0010178	LOC117891006|XP_034652054.1|DSUB	LOC6627105|XP_002050845.1|DVIR
OG0010179	LOC117894822|XP_034657958.1|DSUB	LOC6624589|XP_002048505.3|DVIR
OG0010180	LOC117893713|XP_034656291.1|DSUB	LOC6623078|XP_002047574.2|DVIR
OG0010181	LOC117894926|XP_034658121.1|DSUB	LOC6623581|XP_002048320.1|DVIR
OG0010182	LOC117890629|XP_034651470.1|DSUB	LOC116650903|XP_032291830.1|DVIR
OG0010183	LOC117890630|XP_034651471.1|DSUB	LOC6635896|XP_002059421.1|DVIR
OG0010184	LOC117892709|XP_034655016.1|DSUB	LOC6627069|XP_002050188.1|DVIR
OG0010185	LOC117891593|XP_034653012.1|DSUB	LOC6627070|XP_002050189.1|DVIR
OG0010186	LOC117894164|XP_034656956.1|DSUB	LOC6622743|XP_002048001.1|DVIR
OG0010187	LOC117891396|XP_034652730.1|DSUB	LOC6635916|XP_002059289.1|DVIR
OG0010188	LOC117889763|XP_034650101.1|DSUB	LOC26531284|XP_015023963.1|DVIR
OG0010189	LOC117890782|XP_034651744.1|DSUB	LOC6636414|XP_002059870.1|DVIR
OG0010190	LOC117890801|XP_034651766.1|DSUB	LOC6636405|XP_002059862.1|DVIR, LOC116650970|XP_032292227.1|DVIR
OG0010191	LOC117890790|XP_034651755.1|DSUB	LOC116650804|XP_032291420.1|DVIR, LOC6636450|XP_002059839.1|DVIR
OG0010192	LOC117890532|XP_034651343.1|DSUB	LOC6625447|XP_002050997.1|DVIR
OG0010193	LOC117890954|XP_034651986.1|DSUB	LOC6635938|XP_002059377.1|DVIR
OG0010194	LOC117893253|XP_034655710.1|DSUB	LOC6623884|XP_002048561.1|DVIR
OG0010195	LOC117893260|XP_034655718.1|DSUB	LOC6623254|XP_002048565.1|DVIR
OG0010196	LOC117892055|XP_034653874.1|DSUB	LOC6626986|XP_002048803.1|DVIR
OG0010197	LOC117890939|XP_034651964.1|DSUB	LOC116651052|XP_032292615.1|DVIR
OG0010198	LOC117891161|XP_034652360.1|DSUB	LOC6626777|XP_002050090.2|DVIR
OG0010199	LOC117891716|XP_034653200.1|DSUB	LOC6625687|XP_002049813.2|DVIR
OG0010200	LOC117890549|XP_034651366.1|DSUB	LOC6625817|XP_002049508.2|DVIR
OG0010201	LOC117891226|XP_034652463.1|DSUB	LOC6624968|XP_002049476.2|DVIR
OG0010202	LOC117891984|XP_034653753.1|DSUB	LOC6626794|XP_002049832.1|DVIR
OG0010203	LOC117891810|XP_034653395.1|DSUB	LOC6627039|XP_002050718.1|DVIR
OG0010204	LOC117890872|XP_034651852.1|DSUB	LOC6626456|XP_002049685.2|DVIR
OG0010205	LOC117890012|XP_034650502.1|DSUB	LOC6627271|XP_002049913.1|DVIR
OG0010206	LOC117891992|XP_034653761.1|DSUB	LOC6627269|XP_002049911.2|DVIR
OG0010207	LOC117890731|XP_034651676.1|DSUB	LOC6626866|XP_002049257.1|DVIR
OG0010208	LOC117891629|XP_034653062.1|DSUB	LOC6625990|XP_032293051.1|DVIR
OG0010209	LOC117891628|XP_034653057.1|DSUB	LOC6625991|XP_032293049.1|DVIR
OG0010210	LOC117890164|XP_034650751.1|DSUB	LOC6626746|XP_002049309.1|DVIR
OG0010211	LOC117892121|XP_034654044.1|DSUB	LOC6625883|XP_002049333.3|DVIR
OG0010212	LOC117890969|XP_034651999.1|DSUB	LOC6626657|XP_002049887.2|DVIR
OG0010213	LOC117890970|XP_034652000.1|DSUB	LOC6626566|XP_002049891.1|DVIR
OG0010214	LOC117890152|XP_034650733.1|DSUB	LOC6626696|XP_002049896.1|DVIR
OG0010215	LOC117890446|XP_034651168.1|DSUB	LOC6625776|XP_002049126.1|DVIR
OG0010216	LOC117891607|XP_034653031.1|DSUB	LOC6625611|XP_002049106.1|DVIR
OG0010217	LOC117890966|XP_034651996.1|DSUB	LOC6625331|XP_002049058.1|DVIR
OG0010218	LOC117891207|XP_034652437.1|DSUB	LOC6625328|XP_032293306.1|DVIR
OG0010219	LOC117890248|XP_034650885.1|DSUB	LOC6624942|XP_002049041.1|DVIR
OG0010220	LOC117889959|XP_034650408.1|DSUB	LOC6625374|XP_002048990.1|DVIR
OG0010221	LOC117889956|XP_034650405.1|DSUB	LOC6625372|XP_002048988.2|DVIR
OG0010222	LOC117891790|XP_034653352.1|DSUB	LOC6627129|XP_002048947.1|DVIR
OG0010223	LOC117891785|XP_034653347.1|DSUB	LOC6626330|XP_015029532.1|DVIR
OG0010224	LOC117890509|XP_034651300.1|DSUB	LOC6626737|XP_002049571.2|DVIR
OG0010225	LOC117898300|XP_034663461.1|DSUB	LOC6632346|XP_002056708.2|DVIR
OG0010226	LOC117896504|XP_034660747.1|DSUB	LOC6632279|XP_002056417.2|DVIR
OG0010227	LOC117896435|XP_034660654.1|DSUB	LOC26531605|XP_015026296.1|DVIR
OG0010228	LOC117897481|XP_034662234.1|DSUB	LOC6630185|XP_002053254.2|DVIR
OG0010229	LOC117898762|XP_034664284.1|DSUB	LOC6630675|XP_002054608.1|DVIR
OG0010230	LOC117898768|XP_034664293.1|DSUB	LOC6630539|XP_015027740.1|DVIR
OG0010231	LOC117896798|XP_034661188.1|DSUB	LOC6632797|XP_002056113.1|DVIR
OG0010232	LOC117899486|XP_034665415.1|DSUB	LOC26531060|XP_015026272.1|DVIR
OG0010233	LOC117896369|XP_034660535.1|DSUB	LOC6635204|XP_002058392.1|DVIR
OG0010234	LOC117897999|XP_034663018.1|DSUB	LOC26530675|XP_015024974.1|DVIR
OG0010235	LOC117897725|XP_034662643.1|DSUB	LOC6632216|XP_002055884.1|DVIR
OG0010236	LOC117897865|XP_034662829.1|DSUB	LOC6633057|XP_002055946.1|DVIR
OG0010237	LOC117898441|XP_034663737.1|DSUB	LOC6629373|XP_032295348.1|DVIR
OG0010238	LOC117898017|XP_034663037.1|DSUB	LOC6632991|XP_002056492.1|DVIR
OG0010239	LOC117896662|XP_034660999.1|DSUB	LOC6630885|XP_002053797.1|DVIR
OG0010240	LOC117900516|XP_034666803.1|DSUB	LOC6630878|XP_002053790.1|DVIR
OG0010241	LOC117899674|XP_034665753.1|DSUB	LOC116651611|XP_032294245.1|DVIR
OG0010242	LOC117899307|XP_034665123.1|DSUB	LOC6630713|XP_002054206.2|DVIR
OG0010243	LOC117896921|XP_034661352.1|DSUB	LOC6631060|XP_002054226.1|DVIR
OG0010244	LOC117896714|XP_034661064.1|DSUB	LOC6632696|XP_002056029.1|DVIR
OG0010245	LOC117897086|XP_034661615.1|DSUB	LOC6629296|XP_002054697.1|DVIR
OG0010246	LOC117897320|XP_034661982.1|DSUB	LOC6630181|XP_032292528.1|DVIR
OG0010247	LOC117898313|XP_034663488.1|DSUB	LOC6629553|XP_002053843.1|DVIR
OG0010248	LOC117899396|XP_034665272.1|DSUB	LOC116651930|XP_032295320.1|DVIR
OG0010249	LOC117896603|XP_034660927.1|DSUB	LOC6632779|XP_002056340.3|DVIR
OG0010250	LOC117896062|XP_034659968.1|DSUB	LOC6632374|XP_002056204.1|DVIR
OG0010251	LOC117896206|XP_034660224.1|DSUB	LOC6629909|XP_002054155.1|DVIR, LOC6629911|XP_002054157.1|DVIR
OG0010253	LOC117889871|XP_034650270.1|DSUB	LOC6626080|XP_032292571.1|DVIR
OG0010254	LOC117891085|XP_034652155.1|DSUB	LOC6627052|XP_002050833.1|DVIR
OG0010256	LOC117899473|XP_034665391.1|DSUB	LOC6629551|XP_002053841.1|DVIR
OG0010258	LOC117895010|XP_034658251.1|DSUB	LOC6624471|XP_002048510.1|DVIR
OG0010259	LOC117893355|XP_034655836.1|DSUB	LOC6623953|XP_002047850.2|DVIR
OG0010260	LOC117901905|XP_034668762.1|DSUB	LOC6633977|XP_002057842.1|DVIR
OG0010276	LOC117896482|XP_034660716.1|DSUB	LOC6631652|XP_032295636.1|DVIR
OG0010277	LOC117898702|XP_034664211.1|DSUB	LOC116651919|XP_032295281.1|DVIR
OG0010279	LOC117897384|XP_034662084.1|DSUB	LOC6632511|XP_002056016.2|DVIR
OG0010280	LOC117895537|XP_034659134.1|DSUB	LOC6631605|XP_002055722.1|DVIR
OG0010281	LOC117893249|XP_034655705.1|DSUB	LOC6622583|XP_032290779.1|DVIR
OG0010282	LOC117899053|XP_034664710.1|DSUB	LOC6630445|XP_002053720.2|DVIR
OG0010283	LOC117895987|XP_034659863.1|DSUB	LOC6630985|XP_002053230.1|DVIR
OG0010284	LOC117896484|XP_034660714.1|DSUB	LOC6629759|XP_002053901.2|DVIR
OG0010286	LOC117899093|XP_034664760.1|DSUB	LOC6632215|XP_002055883.2|DVIR
OG0010288	LOC117896563|XP_034660856.1|DSUB	LOC6634981|XP_032295001.1|DVIR
OG0010289	LOC117898547|XP_034663916.1|DSUB	LOC6635040|XP_002058683.1|DVIR
OG0010290	LOC117897117|XP_034661660.1|DSUB	LOC26531062|XP_015027854.1|DVIR
OG0010292	LOC117898667|XP_034664133.1|DSUB	LOC116651917|XP_032295276.1|DVIR
OG0010293	LOC117902798|XP_034670308.1|DSUB	LOC6628921|XP_002052344.3|DVIR
