Orthogroup	DNOV.longest_only	AALB.longest_only
OG0005843	LOC115770044|XP_030570985.1|DNOV	LOC118461324|XP_035782422.1|AALB
OG0005844	LOC115771558|XP_030573163.1|DNOV	LOC118461323|XP_035782420.1|AALB
OG0005845	LOC115763667|XP_030562198.1|DNOV	LOC118461509|XP_035782831.1|AALB
OG0005846	LOC115770671|XP_030571899.1|DNOV	LOC118458750|XP_035777423.1|AALB
OG0005847	LOC115766122|XP_030565803.1|DNOV	LOC118459357|XP_035778541.1|AALB
OG0005848	LOC115767771|XP_030567954.1|DNOV	LOC118459604|XP_035779044.1|AALB
OG0005849	LOC115766821|XP_030566717.1|DNOV	LOC118468756|XP_035795811.1|AALB
OG0005850	LOC115766297|XP_030566031.1|DNOV	LOC118458015|XP_035776006.1|AALB, LOC118458155|XP_035776243.1|AALB
OG0005851	LOC115759891|XP_030556866.1|DNOV	LOC118467661|XP_035794302.1|AALB
OG0005852	LOC115761680|XP_030559396.1|DNOV	LOC118456519|XP_035773255.1|AALB
OG0005853	LOC115768898|XP_030569474.1|DNOV	LOC118460546|XP_035780830.1|AALB
OG0005854	LOC115763860|XP_030562494.1|DNOV	LOC118459127|XP_035778090.1|AALB
OG0005855	LOC115764253|XP_030563031.1|DNOV	LOC118458189|XP_035776325.1|AALB
OG0005856	LOC115768332|XP_030568750.1|DNOV	LOC118457902|XP_035775782.1|AALB
OG0005857	LOC115763869|XP_030562507.1|DNOV	LOC118459069|XP_035777999.1|AALB
OG0005858	LOC115761972|XP_030559875.1|DNOV	LOC118463673|XP_035786323.1|AALB
OG0005859	LOC115758533|XP_030555085.1|DNOV	LOC118460017|XP_035779841.1|AALB
OG0005860	LOC115761766|XP_030559539.1|DNOV	LOC118468441|XP_035795099.1|AALB
OG0005861	LOC115757749|XP_030554006.1|DNOV	LOC118468933|XP_035796150.1|AALB
OG0005862	LOC115762134|XP_030560104.1|DNOV	LOC118466352|XP_035791377.1|AALB
OG0005863	LOC115760556|XP_030557821.1|DNOV	LOC118461484|XP_035782751.1|AALB
OG0005864	LOC115770672|XP_030571915.1|DNOV	LOC118468936|XP_035796161.1|AALB
OG0005865	LOC115770778|XP_030572058.1|DNOV	LOC118466586|XP_035792039.1|AALB
OG0005866	LOC115758177|XP_030554578.1|DNOV	LOC118466382|XP_035791506.1|AALB
OG0005867	LOC115758796|XP_030555430.1|DNOV	LOC118463377|XP_035785798.1|AALB
OG0005869	LOC115767785|XP_030567973.1|DNOV	LOC118467835|XP_035794620.1|AALB
OG0005870	LOC115767735|XP_030567907.1|DNOV	LOC118466348|XP_035791374.1|AALB
OG0005871	LOC115768788|XP_030569345.1|DNOV	LOC118464780|XP_035788303.1|AALB
OG0005872	LOC115761286|XP_030558870.1|DNOV	LOC118464779|XP_035788301.1|AALB
OG0005873	LOC115770936|XP_030572253.1|DNOV	LOC118467218|XP_035793356.1|AALB
OG0005874	LOC115769158|XP_030569716.1|DNOV	LOC118462560|XP_035784240.1|AALB
OG0005875	LOC115764353|XP_030563175.1|DNOV	LOC118464732|XP_035788221.1|AALB
OG0005876	LOC115767982|XP_030568240.1|DNOV	LOC118463202|XP_035785530.1|AALB
OG0005877	LOC115768328|XP_030568745.1|DNOV	LOC118467671|XP_035794320.1|AALB
OG0005878	LOC115768587|XP_030569093.1|DNOV	LOC118466791|XP_035792425.1|AALB
OG0005880	LOC115770148|XP_030571160.1|DNOV	LOC118466874|XP_035792616.1|AALB
OG0005881	LOC115770161|XP_030571180.1|DNOV	LOC118466880|XP_035792628.1|AALB
OG0005882	LOC115766387|XP_030566152.1|DNOV	LOC118464891|XP_035788529.1|AALB
OG0005883	LOC115768068|XP_030568380.1|DNOV	LOC118464637|XP_035787977.1|AALB
OG0005884	LOC115762716|XP_030560903.1|DNOV	LOC118462738|XP_035784587.1|AALB
OG0005885	LOC115766892|XP_030566828.1|DNOV	LOC118462722|XP_035784559.1|AALB
OG0005886	LOC115770186|XP_030571211.1|DNOV	LOC118462720|XP_035784556.1|AALB
OG0005887	LOC115770062|XP_030571018.1|DNOV	LOC118466804|XP_035792449.1|AALB
OG0005888	LOC115771488|XP_030573073.1|DNOV	LOC118466805|XP_035792450.1|AALB
OG0005889	LOC115765760|XP_030565286.1|DNOV	LOC118466853|XP_035792574.1|AALB
OG0005890	LOC115764415|XP_030563272.1|DNOV	LOC118467268|XP_035793449.1|AALB
OG0005891	LOC115767383|XP_030567507.1|DNOV	LOC118467273|XP_035793463.1|AALB
OG0005892	LOC115766289|XP_030566021.1|DNOV	LOC118467272|XP_035793462.1|AALB
OG0005893	LOC115770529|XP_030571688.1|DNOV	LOC118466798|XP_035792442.1|AALB
OG0005894	LOC115770530|XP_030571689.1|DNOV	LOC118466800|XP_035792444.1|AALB
OG0005895	LOC115770531|XP_030571691.1|DNOV	LOC118466803|XP_035792448.1|AALB
OG0005896	LOC115770228|XP_030571295.1|DNOV	LOC118466799|XP_035792443.1|AALB
OG0005897	LOC115770270|XP_030571351.1|DNOV	LOC118464367|XP_035787594.1|AALB
OG0005898	LOC115766439|XP_030566228.1|DNOV	LOC118464333|XP_035787543.1|AALB
OG0005899	LOC115759142|XP_030555854.1|DNOV	LOC118466735|XP_035792310.1|AALB
OG0005900	LOC115765934|XP_030565540.1|DNOV	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB
OG0005901	LOC115760477|XP_030557672.1|DNOV	LOC118463087|XP_035785260.1|AALB
OG0005902	LOC115761022|XP_030558496.1|DNOV	LOC118463086|XP_035785258.1|AALB
OG0005903	LOC115770558|XP_030571731.1|DNOV	LOC118462471|XP_035784062.1|AALB
OG0005904	LOC115764798|XP_030563905.1|DNOV	LOC118465860|XP_035790385.1|AALB
OG0005905	LOC115768157|XP_030568515.1|DNOV	LOC118463332|XP_035785722.1|AALB
OG0005906	LOC115771436|XP_030573001.1|DNOV	LOC118464795|XP_035788321.1|AALB
OG0005907	LOC115770195|XP_030571217.1|DNOV	LOC118463726|XP_035786413.1|AALB
OG0005908	LOC115771501|XP_030573087.1|DNOV	LOC118467982|XP_035794864.1|AALB
OG0005909	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV	LOC118464442|XP_035787710.1|AALB
OG0005910	LOC115767502|XP_030567673.1|DNOV	LOC118465076|XP_035788866.1|AALB
OG0005911	LOC115767499|XP_030567668.1|DNOV	LOC118465079|XP_035788875.1|AALB
OG0005912	LOC115767500|XP_030567669.1|DNOV	LOC118463172|XP_035785460.1|AALB
OG0005913	LOC115761622|XP_030559311.1|DNOV	LOC118466332|XP_035791345.1|AALB
OG0005914	LOC115760791|XP_030558147.1|DNOV	LOC118464076|XP_035787025.1|AALB
OG0005915	LOC115761052|XP_030558527.1|DNOV	LOC118462882|XP_035784848.1|AALB
OG0005916	LOC115761178|XP_030558704.1|DNOV	LOC118466937|XP_035792723.1|AALB
OG0005917	LOC115764491|XP_030563438.1|DNOV	LOC118464643|XP_035788001.1|AALB
OG0005918	LOC115766425|XP_030566209.1|DNOV	LOC118465561|XP_035789805.1|AALB
OG0005919	LOC115758185|XP_030554585.1|DNOV	LOC118464432|XP_035787697.1|AALB
OG0005920	LOC115758157|XP_030554554.1|DNOV	LOC118466741|XP_035792320.1|AALB
OG0005922	LOC115768862|XP_030569425.1|DNOV	LOC118466591|XP_035792046.1|AALB
OG0005923	LOC115768427|XP_030568852.1|DNOV	LOC118465887|XP_035790431.1|AALB
OG0005924	LOC115771426|XP_030572989.1|DNOV	LOC118465890|XP_035790434.1|AALB
OG0005925	LOC115769799|XP_030570630.1|DNOV	LOC118467036|XP_035792914.1|AALB
OG0005926	LOC115765281|XP_030564631.1|DNOV	LOC118467436|XP_035793835.1|AALB
OG0005927	LOC115765665|XP_030565182.1|DNOV	LOC118463235|XP_035785586.1|AALB
OG0005928	LOC115764304|XP_030563099.1|DNOV	LOC118463236|XP_035785588.1|AALB
OG0005929	LOC115768077|XP_030568401.1|DNOV	LOC118463228|XP_035785571.1|AALB
OG0005930	LOC115757862|XP_030554157.1|DNOV	LOC118467614|XP_035794209.1|AALB
OG0005931	LOC115758023|XP_030554387.1|DNOV	LOC118466595|XP_035792056.1|AALB
OG0005932	LOC115771725|XP_030573413.1|DNOV	LOC118463901|XP_035786725.1|AALB
OG0005933	LOC115764585|XP_030563595.1|DNOV	LOC118465557|XP_035789795.1|AALB
OG0005934	LOC115761995|XP_030559926.1|DNOV	LOC118467660|XP_035794298.1|AALB
OG0005935	LOC115771400|XP_030572950.1|DNOV	LOC118466000|XP_035790687.1|AALB
OG0005936	LOC115760181|XP_030557269.1|DNOV	LOC118466006|XP_035790696.1|AALB
OG0005937	LOC115771402|XP_030572958.1|DNOV	LOC118466002|XP_035790690.1|AALB
OG0005938	LOC115764466|XP_030563367.1|DNOV	LOC118464226|XP_035787299.1|AALB
OG0005939	LOC115765184|XP_030564473.1|DNOV	LOC118467454|XP_035793852.1|AALB
OG0005940	LOC115766516|XP_030566340.1|DNOV	LOC118467210|XP_035793330.1|AALB
OG0005941	LOC115758178|XP_030554579.1|DNOV	LOC118467211|XP_035793332.1|AALB
OG0005942	LOC115758169|XP_030554570.1|DNOV	LOC118464075|XP_035787024.1|AALB
OG0005943	LOC115758170|XP_030554571.1|DNOV	LOC118467911|XP_035794734.1|AALB
OG0005944	LOC115758291|XP_030554717.1|DNOV	LOC118464787|XP_035788312.1|AALB
OG0005945	LOC115761896|XP_030559766.1|DNOV	LOC118464137|XP_035787133.1|AALB
OG0005946	LOC115764507|XP_030563458.1|DNOV	LOC118463729|XP_035786416.1|AALB
OG0005947	LOC115766586|XP_030566432.1|DNOV	LOC118467159|XP_035793196.1|AALB
OG0005948	LOC115771471|XP_030573054.1|DNOV	LOC118464023|XP_035786972.1|AALB
OG0005949	LOC115769553|XP_030570257.1|DNOV	LOC118464024|XP_035786973.1|AALB
OG0005950	LOC115759262|XP_030556024.1|DNOV	LOC118466011|XP_035790710.1|AALB
OG0005951	LOC115769880|XP_030570744.1|DNOV	LOC118466673|XP_035792170.1|AALB
OG0005952	LOC115758721|XP_030555332.1|DNOV	LOC118463618|XP_035786203.1|AALB
OG0005953	LOC115768563|XP_030569038.1|DNOV	LOC118463622|XP_035786213.1|AALB
OG0005954	LOC115765943|XP_030565549.1|DNOV	LOC118463111|XP_035785328.1|AALB
OG0005955	LOC115761697|XP_030559427.1|DNOV	LOC118466055|XP_035790797.1|AALB
OG0005956	LOC115765539|XP_030565026.1|DNOV	LOC118465576|XP_035789836.1|AALB
OG0005957	LOC115770777|XP_030572057.1|DNOV	LOC118462826|XP_035784748.1|AALB
OG0005958	LOC115764638|XP_030563667.1|DNOV	LOC118466973|XP_035792777.1|AALB
OG0005959	LOC115759864|XP_030556831.1|DNOV	LOC118464759|XP_035788271.1|AALB
OG0005960	LOC115765192|XP_030564479.1|DNOV	LOC118464753|XP_035788265.1|AALB
OG0005961	LOC115757976|XP_030554317.1|DNOV	LOC118466236|XP_035791168.1|AALB
OG0005962	LOC115762106|XP_030560071.1|DNOV	LOC118466331|XP_035791344.1|AALB
OG0005963	LOC115759016|XP_030555688.1|DNOV	LOC118465731|XP_035790086.1|AALB
OG0005964	LOC115761718|XP_030559460.1|DNOV	LOC118467821|XP_035794603.1|AALB
OG0005965	LOC115764001|XP_030562684.1|DNOV	LOC118467826|XP_035794609.1|AALB
OG0005966	LOC115759377|XP_030556145.1|DNOV	LOC118467820|XP_035794602.1|AALB
OG0005967	LOC115766540|XP_030566369.1|DNOV	LOC118463609|XP_035786182.1|AALB
OG0005968	LOC115766510|XP_030566328.1|DNOV	LOC118463607|XP_035786171.1|AALB
OG0005969	LOC115757943|XP_030554278.1|DNOV	LOC118467486|XP_035793919.1|AALB
OG0005970	LOC115762914|XP_030561155.1|DNOV	LOC118464156|XP_035787176.1|AALB
OG0005971	LOC115757808|XP_030554090.1|DNOV	LOC118465974|XP_035790627.1|AALB
OG0005972	LOC115771509|XP_030573100.1|DNOV	LOC118465971|XP_035790619.1|AALB
OG0005973	LOC115769129|XP_030569698.1|DNOV	LOC118462562|XP_035784244.1|AALB
OG0005974	LOC115770527|XP_030571686.1|DNOV	LOC118465460|XP_035789648.1|AALB
OG0005975	LOC115771511|XP_030573106.1|DNOV	LOC118467392|XP_035793742.1|AALB
OG0005977	LOC115762111|XP_030560075.1|DNOV	LOC118465170|XP_035789023.1|AALB
OG0005978	LOC115757790|XP_030554063.1|DNOV	LOC118465169|XP_035789022.1|AALB
OG0005979	LOC115761621|XP_030559314.1|DNOV	LOC118465165|XP_035789017.1|AALB
OG0005980	LOC115760331|XP_030557479.1|DNOV	LOC118467887|XP_035794693.1|AALB
OG0005981	LOC115766809|XP_030566694.1|DNOV	LOC118467894|XP_035794705.1|AALB
OG0005982	LOC115761930|XP_030559825.1|DNOV	LOC118467890|XP_035794699.1|AALB
OG0005983	LOC115768775|XP_030569327.1|DNOV	LOC118467892|XP_035794702.1|AALB
OG0005984	LOC115766397|XP_030566174.1|DNOV	LOC118466190|XP_035791089.1|AALB
OG0005985	LOC115768300|XP_030568705.1|DNOV	LOC118467376|XP_035793690.1|AALB
OG0005986	LOC115768885|XP_030569457.1|DNOV	LOC118467391|XP_035793738.1|AALB
OG0005987	LOC115769097|XP_030569667.1|DNOV	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC115758228|XP_030554639.1|DNOV	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC115757837|XP_030554129.1|DNOV	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC115757875|XP_030554174.1|DNOV	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC115764511|XP_030563467.1|DNOV	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC115770500|XP_030571654.1|DNOV	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC115770501|XP_030571655.1|DNOV	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC115771526|XP_030573123.1|DNOV	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC115771534|XP_030573132.1|DNOV	LOC118467419|XP_035793798.1|AALB
OG0005996	LOC115769387|XP_030570042.1|DNOV	LOC118467422|XP_035793801.1|AALB
OG0005997	LOC115772025|XP_030573819.1|DNOV	LOC118467536|XP_035794022.1|AALB
OG0005998	LOC115770035|XP_030570961.1|DNOV	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC115770839|XP_030572133.1|DNOV	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC115763100|XP_030561435.1|DNOV	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC115769456|XP_030570128.1|DNOV	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC115761537|XP_030559174.1|DNOV	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC115770104|XP_030571080.1|DNOV	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC115763750|XP_030562315.1|DNOV	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC115762186|XP_030560168.1|DNOV	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC115762265|XP_030560289.1|DNOV	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC115767454|XP_030567615.1|DNOV	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC115760295|XP_030557438.1|DNOV	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC115770505|XP_030571660.1|DNOV	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC115771382|XP_030572926.1|DNOV	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC115762549|XP_030560683.1|DNOV	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC115768994|XP_030569566.1|DNOV	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC115760729|XP_030558063.1|DNOV	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC115770468|XP_030571606.1|DNOV	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC115759093|XP_030555790.1|DNOV	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC115764583|XP_030563592.1|DNOV	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC115757995|XP_030554348.1|DNOV	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC115764441|XP_030563309.1|DNOV	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC115764464|XP_030563365.1|DNOV	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC115770221|XP_030571281.1|DNOV	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC115770287|XP_030571382.1|DNOV	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC115763364|XP_030561752.1|DNOV	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC115763903|XP_030562548.1|DNOV	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC115765171|XP_030564451.1|DNOV	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC115757957|XP_030554292.1|DNOV	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC115764654|XP_030563696.1|DNOV	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC115760456|XP_030557633.1|DNOV	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC115760567|XP_030557841.1|DNOV	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC115764499|XP_030563448.1|DNOV	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC115761964|XP_030559865.1|DNOV	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC115757846|XP_030554140.1|DNOV	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC115765254|XP_030564591.1|DNOV	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC115758003|XP_030554360.1|DNOV	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC115771678|XP_030573353.1|DNOV	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC115770834|XP_030572129.1|DNOV	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC115763554|XP_030562032.1|DNOV	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC115758257|XP_030554672.1|DNOV	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC115765704|XP_030565226.1|DNOV	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC115767432|XP_030567584.1|DNOV	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC115758021|XP_030554385.1|DNOV	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC115768979|XP_030569555.1|DNOV	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC115758026|XP_030554390.1|DNOV	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC115769738|XP_030570537.1|DNOV	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC115767039|XP_030567028.1|DNOV	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC115767447|XP_030567604.1|DNOV	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC115760487|XP_030557695.1|DNOV	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC115770042|XP_030570982.1|DNOV	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC115769004|XP_030569577.1|DNOV	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC115758909|XP_030555565.1|DNOV, LOC115767264|XP_030567349.1|DNOV	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC115771612|XP_030573241.1|DNOV	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC115766888|XP_030566819.1|DNOV	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC115764492|XP_030563439.1|DNOV	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC115762831|XP_030561058.1|DNOV	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC115766728|XP_030566545.1|DNOV	LOC118466241|XP_035791184.1|AALB
OG0006055	LOC115771733|XP_030573419.1|DNOV	LOC118467320|XP_035793551.1|AALB
OG0006056	LOC115758027|XP_030554396.1|DNOV	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC115769602|XP_030570350.1|DNOV	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC115764076|XP_030562784.1|DNOV	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC115769749|XP_030570556.1|DNOV	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC115769757|XP_030570571.1|DNOV	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC115767877|XP_030568099.1|DNOV	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC115765784|XP_030565318.1|DNOV	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC115763607|XP_030562095.1|DNOV	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC115760591|XP_030557880.1|DNOV	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC115769948|XP_030570853.1|DNOV	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC115761921|XP_030559803.1|DNOV	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC115764452|XP_030563328.1|DNOV	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC115769013|XP_030569584.1|DNOV	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC115768790|XP_030569349.1|DNOV	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC115771973|XP_030573753.1|DNOV	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC115764999|XP_030564199.1|DNOV	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC115769954|XP_030570859.1|DNOV	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC115769793|XP_030570621.1|DNOV	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC115768853|XP_030569413.1|DNOV	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC115768263|XP_030568653.1|DNOV	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC115762626|XP_030560792.1|DNOV	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC115771442|XP_030573011.1|DNOV	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC115771441|XP_030573010.1|DNOV	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC115770302|XP_030571397.1|DNOV	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC115770300|XP_030571396.1|DNOV	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC115758296|XP_030554723.1|DNOV	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC115758305|XP_030554733.1|DNOV	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC115771559|XP_030573164.1|DNOV	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC115767826|XP_030568030.1|DNOV	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC115770424|XP_030571553.1|DNOV	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC115770250|XP_030571321.1|DNOV	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC115760489|XP_030557696.1|DNOV	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC115766536|XP_030566368.1|DNOV	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC115768277|XP_030568675.1|DNOV	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC115762705|XP_030560889.1|DNOV	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC115762779|XP_030560990.1|DNOV	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC115768840|XP_030569397.1|DNOV	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC115763967|XP_030562631.1|DNOV	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC115768409|XP_030568841.1|DNOV	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC115762103|XP_030560065.1|DNOV	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC115764167|XP_030562915.1|DNOV	LOC118464426|XP_035787682.1|AALB
OG0006097	LOC115768035|XP_030568321.1|DNOV	LOC118466459|XP_035791705.1|AALB
OG0006098	LOC115758594|XP_030555174.1|DNOV	LOC118466465|XP_035791716.1|AALB
OG0006099	LOC115769123|XP_030569707.1|DNOV	LOC118465437|XP_035789580.1|AALB
OG0006100	LOC115757921|XP_030554245.1|DNOV	LOC118465473|XP_035789661.1|AALB
OG0006101	LOC115763958|XP_030562608.1|DNOV	LOC118465823|XP_035790303.1|AALB
OG0006102	LOC115760942|XP_030558386.1|DNOV	LOC118464359|XP_035787575.1|AALB
OG0006103	LOC115768179|XP_030568546.1|DNOV	LOC118465477|XP_035789671.1|AALB
OG0006104	LOC115767209|XP_030567263.1|DNOV	LOC118464372|XP_035787606.1|AALB
OG0006105	LOC115767193|XP_030567244.1|DNOV	LOC118464709|XP_035788133.1|AALB
OG0006106	LOC115769499|XP_030570183.1|DNOV	LOC118467921|XP_035794756.1|AALB
OG0006107	LOC115770678|XP_030571961.1|DNOV	LOC118466991|XP_035792805.1|AALB
OG0006108	LOC115764436|XP_030563299.1|DNOV	LOC118463767|XP_035786475.1|AALB
OG0006109	LOC115771460|XP_030573036.1|DNOV	LOC118466030|XP_035790747.1|AALB
OG0006110	LOC115770199|XP_030571252.1|DNOV	LOC118465149|XP_035788988.1|AALB
OG0006111	LOC115765580|XP_030565124.1|DNOV	LOC118462739|XP_035784591.1|AALB
OG0006112	LOC115758288|XP_030554716.1|DNOV	LOC118464947|XP_035788629.1|AALB
OG0006113	LOC115771023|XP_030572409.1|DNOV	LOC118464940|XP_035788619.1|AALB
OG0006114	LOC115763972|XP_030562635.1|DNOV	LOC118463464|XP_035785947.1|AALB
OG0006115	LOC115757958|XP_030554294.1|DNOV	LOC118463683|XP_035786342.1|AALB
OG0006116	LOC115757815|XP_030554097.1|DNOV	LOC118465729|XP_035790083.1|AALB
OG0006117	LOC115767498|XP_030567667.1|DNOV	LOC118465024|XP_035788782.1|AALB
OG0006118	LOC115758268|XP_030554689.1|DNOV	LOC118463366|XP_035785778.1|AALB
OG0006119	LOC115757888|XP_030554192.1|DNOV	LOC118464202|XP_035787254.1|AALB
OG0006120	LOC115764561|XP_030563545.1|DNOV	LOC118466019|XP_035790728.1|AALB
OG0006121	LOC115770183|XP_030571204.1|DNOV	LOC118463280|XP_035785649.1|AALB
OG0006122	LOC115766804|XP_030566689.1|DNOV	LOC118464654|XP_035788014.1|AALB
OG0006123	LOC115757885|XP_030554184.1|DNOV	LOC118463071|XP_035785223.1|AALB
OG0006124	LOC115771917|XP_030573668.1|DNOV	LOC118463073|XP_035785225.1|AALB
OG0006125	LOC115767866|XP_030568088.1|DNOV	LOC118464697|XP_035788112.1|AALB
OG0006126	LOC115770989|XP_030572340.1|DNOV	LOC118462731|XP_035784570.1|AALB
OG0006127	LOC115770168|XP_030571188.1|DNOV	LOC118462717|XP_035784554.1|AALB
OG0006128	LOC115770073|XP_030571038.1|DNOV	LOC118465685|XP_035790009.1|AALB
OG0006129	LOC115771301|XP_030573192.1|DNOV, LOC115770241|XP_030571308.1|DNOV	LOC118465824|XP_035790304.1|AALB
OG0006130	LOC115766319|XP_030566071.1|DNOV	LOC118463868|XP_035786678.1|AALB
OG0006131	LOC115768102|XP_030568459.1|DNOV	LOC118466316|XP_035791321.1|AALB
OG0006132	LOC115769824|XP_030570659.1|DNOV	LOC118464345|XP_035787558.1|AALB
OG0006133	LOC115766328|XP_030566082.1|DNOV	LOC118466317|XP_035791323.1|AALB
OG0006134	LOC115770033|XP_030570956.1|DNOV	LOC118466312|XP_035791316.1|AALB
OG0006135	LOC115770544|XP_030571711.1|DNOV	LOC118462634|XP_035784371.1|AALB
OG0006136	LOC115766995|XP_030566979.1|DNOV	LOC118466390|XP_035791520.1|AALB
OG0006137	LOC115770319|XP_030571415.1|DNOV	LOC118463470|XP_035785953.1|AALB
OG0006138	LOC115757902|XP_030554210.1|DNOV	LOC118465882|XP_035790412.1|AALB
OG0006139	LOC115764587|XP_030563598.1|DNOV	LOC118466490|XP_035791782.1|AALB
OG0006140	LOC115758022|XP_030554386.1|DNOV	LOC118464882|XP_035788518.1|AALB
OG0006141	LOC115766549|XP_030566384.1|DNOV	LOC118467209|XP_035793328.1|AALB
