Orthogroup	DNOV.longest_only	DHYD.longest_only
OG0008889	LOC115758996|XP_030555698.1|DNOV	LOC111597025|XP_023167303.2|DHYD
OG0008891	LOC115762621|XP_030560778.1|DNOV	LOC111591925|XP_023159619.2|DHYD
OG0008892	LOC115758297|XP_030554727.1|DNOV	LOC111600636|XP_023172610.2|DHYD, LOC115483361|XP_030080905.1|DHYD
OG0008893	LOC115771263|XP_030572739.1|DNOV	LOC111601659|XP_023174111.1|DHYD
OG0008894	LOC115764665|XP_030563713.1|DNOV	LOC111602710|XP_023175715.1|DHYD
OG0008895	LOC115770808|XP_030572091.1|DNOV	LOC111593320|XP_023161793.2|DHYD
OG0008897	LOC115759433|XP_030556200.1|DNOV	LOC111603616|XP_023177052.1|DHYD
OG0008898	LOC115758241|XP_030554658.1|DNOV	LOC111592101|XP_023159895.2|DHYD
OG0008899	LOC115759761|XP_030556673.1|DNOV	LOC111595760|XP_023165401.2|DHYD
OG0008900	LOC115767723|XP_030567892.1|DNOV	LOC111595438|XP_023164931.2|DHYD
OG0008901	LOC115771117|XP_030572541.1|DNOV	LOC111601082|XP_030081487.1|DHYD
OG0008902	LOC115766789|XP_030566668.1|DNOV	LOC111598104|XP_023168928.1|DHYD
OG0008903	LOC115765980|XP_030565598.1|DNOV	LOC111599116|XP_023170445.1|DHYD
OG0008904	LOC115764027|XP_030562722.1|DNOV	LOC111600764|XP_030080943.1|DHYD
OG0008905	LOC115766747|XP_030566584.1|DNOV	LOC111593706|XP_023162432.2|DHYD
OG0008906	LOC115770194|XP_030571216.1|DNOV	LOC111597533|XP_023168079.2|DHYD
OG0008907	LOC115770860|XP_030572156.1|DNOV	LOC111593378|XP_023161865.2|DHYD
OG0008908	LOC115761504|XP_030559132.1|DNOV	LOC111603413|XP_030081733.1|DHYD
OG0008909	LOC115772116|XP_030573949.1|DNOV	LOC111596153|XP_023166010.1|DHYD
OG0008910	LOC115761894|XP_030559760.1|DNOV	LOC111595702|XP_030081556.1|DHYD
OG0008911	LOC115764144|XP_030562877.1|DNOV	LOC111604207|XP_023177936.2|DHYD
OG0008912	LOC115764183|XP_030562930.1|DNOV	LOC111602673|XP_023175634.1|DHYD
OG0008913	LOC115761192|XP_030558724.1|DNOV	LOC111600049|XP_023171746.1|DHYD
OG0008914	LOC115759547|XP_030556363.1|DNOV	LOC111602656|XP_023175596.2|DHYD, LOC115483716|XP_030081662.1|DHYD
OG0008915	LOC115765626|XP_030565136.1|DNOV	LOC111595819|XP_023165496.2|DHYD
OG0008916	LOC115765976|XP_030565593.1|DNOV	LOC111599067|XP_023170356.2|DHYD
OG0008917	LOC115759118|XP_030555820.1|DNOV	LOC111602485|XP_023175316.1|DHYD
OG0008918	LOC115759245|XP_030556004.1|DNOV	LOC111602172|XP_023174901.2|DHYD
OG0008919	LOC115765863|XP_030565453.1|DNOV	LOC111599176|XP_030080393.1|DHYD
OG0008920	LOC115768624|XP_030569147.1|DNOV	LOC111595120|XP_023164458.1|DHYD
OG0008921	LOC115760058|XP_030557097.1|DNOV	LOC111603922|XP_023177515.2|DHYD
OG0008922	LOC115763328|XP_030561692.1|DNOV	LOC111600607|XP_030079090.1|DHYD
OG0008923	LOC115761010|XP_030558480.1|DNOV	LOC111592403|XP_023160346.1|DHYD
OG0008924	LOC115762220|XP_030560214.1|DNOV	LOC111602119|XP_023174836.1|DHYD
OG0008925	LOC115761095|XP_030558577.1|DNOV	LOC111602225|XP_023174973.1|DHYD
OG0008926	LOC115762044|XP_030559981.1|DNOV	LOC111593882|XP_023162720.1|DHYD
OG0008927	LOC115770465|XP_030571641.1|DNOV	LOC111604086|XP_023177745.2|DHYD
OG0008928	LOC115762497|XP_030560594.1|DNOV	LOC111593905|XP_023162744.1|DHYD
OG0008929	LOC115762843|XP_030561081.1|DNOV	LOC111593293|XP_030081016.1|DHYD
OG0008930	LOC115761526|XP_030559157.1|DNOV	LOC111596564|XP_023166609.2|DHYD
OG0008931	LOC115760828|XP_030558212.1|DNOV	LOC111597685|XP_023168283.2|DHYD
OG0008932	LOC115762380|XP_030560420.1|DNOV	LOC111593837|XP_023162642.1|DHYD
OG0008933	LOC115762350|XP_030560378.1|DNOV	LOC111605221|XP_023179412.2|DHYD
OG0008934	LOC115771039|XP_030572436.1|DNOV	LOC111593203|XP_023161603.2|DHYD
OG0008935	LOC115762434|XP_030560491.1|DNOV	LOC115482738|XP_030078929.1|DHYD, LOC111593817|XP_023162614.2|DHYD
OG0008936	LOC115764460|XP_030563358.1|DNOV	LOC111598019|XP_023168799.2|DHYD
OG0008937	LOC115758188|XP_030554589.1|DNOV	LOC111592190|XP_023160025.2|DHYD
OG0008938	LOC115764552|XP_030563533.1|DNOV	LOC111599733|XP_030078582.1|DHYD
OG0008939	LOC115766582|XP_030566428.1|DNOV	LOC111593836|XP_023162645.2|DHYD
OG0008940	LOC115768745|XP_030569330.1|DNOV	LOC111596992|XP_023167251.2|DHYD
OG0008941	LOC115767789|XP_030567980.1|DNOV	LOC111598140|XP_023168970.2|DHYD
OG0008942	LOC115767854|XP_030568067.1|DNOV	LOC111596635|XP_023166690.2|DHYD
OG0008943	LOC115768976|XP_030569552.1|DNOV	LOC111592978|XP_023161241.2|DHYD
OG0008944	LOC115767782|XP_030567971.1|DNOV	LOC111598138|XP_023168968.2|DHYD
OG0008945	LOC115768337|XP_030568761.1|DNOV	LOC111603170|XP_023176418.1|DHYD
OG0008946	LOC115768480|XP_030568919.1|DNOV	LOC111597373|XP_030079954.1|DHYD
OG0008948	LOC115768667|XP_030569207.1|DNOV	LOC111605602|XP_023179982.2|DHYD
OG0008949	LOC115769598|XP_030570345.1|DNOV	LOC111598066|XP_030080057.1|DHYD
OG0008951	LOC115762892|XP_030561127.1|DNOV	LOC111604723|XP_030079625.1|DHYD
OG0008952	LOC115767292|XP_030567384.1|DNOV	LOC111603164|XP_023176410.2|DHYD
OG0008953	LOC115769546|XP_030570249.1|DNOV, LOC115769545|XP_030570248.1|DNOV	LOC111601719|XP_023174208.2|DHYD
OG0008953	LOC115771414|XP_030572974.1|DNOV	LOC111592879|XP_023161097.2|DHYD
OG0008955	LOC115771236|XP_030572697.1|DNOV	LOC111597378|XP_023167803.2|DHYD
OG0008956	LOC115771541|XP_030573140.1|DNOV	LOC111591871|XP_023159522.2|DHYD
OG0008957	LOC115770041|XP_030570980.1|DNOV, LOC115770390|XP_030571499.1|DNOV	LOC111600927|XP_030082035.1|DHYD
OG0008958	LOC115766734|XP_030566559.1|DNOV, LOC115770766|XP_030572041.1|DNOV	LOC111600999|XP_023173162.2|DHYD
OG0008959	LOC115770314|XP_030571410.1|DNOV	LOC111600952|XP_023173097.2|DHYD
OG0008960	LOC115770371|XP_030571477.1|DNOV	LOC115483738|XP_030081796.1|DHYD
OG0008961	LOC115765504|XP_030564977.1|DNOV	LOC111595183|XP_023164530.2|DHYD
OG0008962	LOC115765280|XP_030564629.1|DNOV	LOC111594993|XP_023164261.1|DHYD
OG0008963	LOC115767316|XP_030567416.1|DNOV	LOC111603143|XP_023176387.2|DHYD
OG0008964	LOC115767088|XP_030567096.1|DNOV	LOC111601827|XP_023174421.1|DHYD
OG0008964	LOC115767095|XP_030567103.1|DNOV	LOC111601824|XP_023174416.1|DHYD
OG0008965	LOC115763455|XP_030561886.1|DNOV	LOC111603956|XP_023177559.2|DHYD
OG0008967	LOC115758505|XP_030555055.1|DNOV	LOC111595864|XP_023165548.2|DHYD
OG0008967	LOC115769242|XP_030569819.1|DNOV	LOC111604454|XP_023178300.2|DHYD
OG0008968	LOC115759268|XP_030556029.1|DNOV	LOC111595835|XP_023165511.2|DHYD
OG0008969	LOC115759095|XP_030555788.1|DNOV, LOC115759094|XP_030555787.1|DNOV	LOC111595868|XP_023165552.1|DHYD
OG0008970	LOC115758646|XP_030555241.1|DNOV	LOC111595845|XP_023165523.2|DHYD
OG0008971	LOC115762780|XP_030560991.1|DNOV	LOC111592849|XP_030079474.1|DHYD
OG0008972	LOC115771234|XP_030572695.1|DNOV	LOC111601087|XP_023173282.2|DHYD, LOC111601064|XP_023173255.2|DHYD
OG0008973	LOC115770349|XP_030571446.1|DNOV	LOC111595073|XP_023164397.1|DHYD
OG0008977	LOC115763567|XP_030562047.1|DNOV	LOC111603985|XP_023177598.1|DHYD
OG0008978	LOC115762488|XP_030560585.1|DNOV	LOC111600905|XP_023173029.1|DHYD
OG0008979	LOC115758770|XP_030555394.1|DNOV	LOC111594772|XP_023163990.2|DHYD
OG0008988	LOC115764792|XP_030563895.1|DNOV	LOC111602786|XP_023175826.1|DHYD
OG0008989	LOC115764329|XP_030563139.1|DNOV	LOC111603091|XP_023176320.1|DHYD
OG0008990	LOC115769771|XP_030570595.1|DNOV	LOC111595653|XP_023165244.2|DHYD
OG0008991	LOC115761925|XP_030559806.1|DNOV	LOC111598554|XP_023169615.2|DHYD
OG0008993	LOC115767930|XP_030568165.1|DNOV	LOC111592812|XP_030080595.1|DHYD
OG0008994	LOC115758519|XP_030555072.1|DNOV	LOC111601876|XP_023174486.1|DHYD
OG0008995	LOC115757825|XP_030554108.1|DNOV	LOC111599667|XP_023171140.2|DHYD
OG0008996	LOC115767350|XP_030567461.1|DNOV	LOC111596727|XP_023166824.2|DHYD
OG0008997	LOC115768351|XP_030568774.1|DNOV	LOC111593039|XP_023161374.2|DHYD
OG0008999	LOC115767104|XP_030567111.1|DNOV	LOC111596042|XP_023165846.1|DHYD
OG0009000	LOC115768282|XP_030568680.1|DNOV	LOC111593517|XP_023162074.2|DHYD
OG0009001	LOC115763457|XP_030561889.1|DNOV	LOC111603894|XP_023177480.1|DHYD
OG0009002	LOC115761968|XP_030559870.1|DNOV	LOC111601775|XP_023174289.1|DHYD
OG0009003	LOC115768895|XP_030569473.1|DNOV	LOC111597347|XP_030081680.1|DHYD, LOC111597345|XP_030081678.1|DHYD
OG0009004	LOC115758918|XP_030555576.1|DNOV	LOC111603875|XP_023177454.1|DHYD
OG0009005	LOC115758447|XP_030554972.1|DNOV	LOC111605529|XP_023179858.1|DHYD
OG0009006	LOC115771925|XP_030573684.1|DNOV	LOC115483787|XP_030081905.1|DHYD, LOC111595031|XP_023164323.1|DHYD
OG0009007	LOC115770215|XP_030571271.1|DNOV	LOC111599837|XP_023171399.2|DHYD
OG0009008	LOC115763693|XP_030562238.1|DNOV	LOC111596706|XP_023166794.1|DHYD
OG0009009	LOC115769978|XP_030570899.1|DNOV	LOC111603716|XP_030081519.1|DHYD
OG0009010	LOC115767156|XP_030567189.1|DNOV	LOC111601604|XP_023174037.2|DHYD
OG0009011	LOC115762772|XP_030560982.1|DNOV	LOC111596025|XP_030079501.1|DHYD
OG0009012	LOC115761049|XP_030558524.1|DNOV	LOC111592524|XP_023160547.2|DHYD
OG0009013	LOC115767967|XP_030568226.1|DNOV	LOC111597354|XP_023167770.2|DHYD
OG0009014	LOC115762929|XP_030561169.1|DNOV	LOC111604686|XP_023178622.2|DHYD
OG0009015	LOC115771173|XP_030572616.1|DNOV	LOC111602897|XP_023176002.2|DHYD
OG0009016	LOC115769617|XP_030570380.1|DNOV	LOC111603040|XP_023176238.2|DHYD
OG0009017	LOC115763507|XP_030561964.1|DNOV	LOC111596329|XP_023166262.2|DHYD
OG0009018	LOC115766790|XP_030566669.1|DNOV	LOC111597780|XP_030081715.1|DHYD
OG0009019	LOC115766743|XP_030566568.1|DNOV	LOC111597814|XP_030081707.1|DHYD
OG0009020	LOC115761382|XP_030558994.1|DNOV	LOC111603299|XP_023176592.2|DHYD
OG0009021	LOC115759444|XP_030556225.1|DNOV	LOC111599572|XP_023171011.1|DHYD
OG0009022	LOC115761484|XP_030559110.1|DNOV	LOC111596623|XP_023166681.1|DHYD
OG0009023	LOC115764934|XP_030564104.1|DNOV	LOC111597865|XP_023168556.2|DHYD
OG0009024	LOC115761886|XP_030559749.1|DNOV	LOC111593672|XP_030081548.1|DHYD
OG0009025	LOC115771834|XP_030573575.1|DNOV	LOC111598530|XP_023169587.2|DHYD
OG0009026	LOC115757660|XP_030553835.1|DNOV	LOC111597026|XP_023167308.2|DHYD
OG0009027	LOC115757763|XP_030554051.1|DNOV	LOC111603980|XP_023177596.2|DHYD
OG0009028	LOC115769672|XP_030570447.1|DNOV	LOC111605682|XP_023180117.2|DHYD
OG0009029	LOC115759201|XP_030555946.1|DNOV	LOC111602258|XP_023175021.1|DHYD
OG0009030	LOC115765996|XP_030565623.1|DNOV	LOC111599086|XP_023170390.2|DHYD
OG0009031	LOC115761756|XP_030559521.1|DNOV	LOC111603390|XP_023176721.1|DHYD
OG0009032	LOC115761757|XP_030559522.1|DNOV	LOC111603392|XP_023176724.2|DHYD
OG0009033	LOC115759071|XP_030555761.1|DNOV	LOC111605493|XP_023179809.2|DHYD
OG0009034	LOC115763089|XP_030561387.1|DNOV	LOC111601155|XP_023173399.2|DHYD
OG0009035	LOC115759335|XP_030556113.1|DNOV	LOC111594682|XP_023163870.2|DHYD
OG0009036	LOC115758199|XP_030554604.1|DNOV	LOC111592135|XP_023159943.2|DHYD
OG0009037	LOC115759256|XP_030556016.1|DNOV	LOC111599361|XP_023170761.2|DHYD
OG0009038	LOC115761608|XP_030559270.1|DNOV	LOC111603292|XP_023176580.2|DHYD
OG0009039	LOC115770702|XP_030571956.1|DNOV	LOC111602953|XP_023176093.2|DHYD
OG0009040	LOC115758262|XP_030554680.1|DNOV	LOC111592122|XP_023159923.2|DHYD
OG0009041	LOC115764731|XP_030563802.1|DNOV	LOC111599555|XP_023170990.2|DHYD
OG0009042	LOC115765511|XP_030564989.1|DNOV	LOC111591952|XP_023159654.1|DHYD
OG0009043	LOC115763375|XP_030561769.1|DNOV	LOC111600516|XP_023172416.2|DHYD
OG0009044	LOC115758429|XP_030554945.1|DNOV	LOC111599309|XP_023170686.2|DHYD
OG0009045	LOC115763810|XP_030562421.1|DNOV	LOC111592374|XP_023160310.2|DHYD
OG0009046	LOC115770348|XP_030571449.1|DNOV	LOC111599221|XP_030081818.1|DHYD
OG0009047	LOC115762136|XP_030560105.1|DNOV	LOC111593848|XP_023162662.1|DHYD
OG0009048	LOC115769204|XP_030569771.1|DNOV	LOC111594788|XP_023164012.1|DHYD
OG0009049	LOC115770805|XP_030572088.1|DNOV	LOC111604632|XP_023178537.2|DHYD
OG0009050	LOC115769306|XP_030569895.1|DNOV	LOC111600406|XP_023172255.2|DHYD
OG0009051	LOC115766539|XP_030566367.1|DNOV	LOC111594860|XP_023164110.2|DHYD
OG0009052	LOC115764633|XP_030563662.1|DNOV	LOC111595283|XP_023164707.1|DHYD
OG0009053	LOC115770851|XP_030572148.1|DNOV	LOC111593376|XP_023161862.2|DHYD
OG0009054	LOC115761924|XP_030559802.1|DNOV	LOC111592029|XP_023159792.1|DHYD
OG0009055	LOC115763613|XP_030562101.1|DNOV	LOC111600400|XP_023172251.2|DHYD
OG0009056	LOC115759970|XP_030556981.1|DNOV	LOC111598780|XP_023169961.2|DHYD
OG0009057	LOC115768101|XP_030568454.1|DNOV	LOC111596511|XP_023166544.1|DHYD
OG0009058	LOC115766724|XP_030566539.1|DNOV	LOC111594137|XP_030080179.1|DHYD
OG0009059	LOC115769896|XP_030570772.1|DNOV	LOC111601694|XP_023174173.2|DHYD
OG0009060	LOC115761573|XP_030559220.1|DNOV	LOC111603448|XP_023176802.2|DHYD
OG0009061	LOC115757794|XP_030554067.1|DNOV	LOC111595584|XP_023165159.2|DHYD
OG0009062	LOC115762509|XP_030560612.1|DNOV	LOC111605217|XP_023179407.2|DHYD
OG0009063	LOC115767701|XP_030567854.1|DNOV	LOC111595506|XP_023165046.2|DHYD
OG0009064	LOC115769036|XP_030569638.1|DNOV	LOC111602580|XP_023175504.2|DHYD
OG0009065	LOC115761357|XP_030558964.1|DNOV	LOC111594823|XP_023164056.2|DHYD
OG0009066	LOC115762596|XP_030560748.1|DNOV	LOC111595272|XP_023164687.2|DHYD
OG0009067	LOC115770026|XP_030570942.1|DNOV	LOC111597631|XP_023168200.2|DHYD
OG0009068	LOC115760193|XP_030557287.1|DNOV	LOC111604119|XP_023177795.2|DHYD
OG0009069	LOC115758583|XP_030555161.1|DNOV	LOC111602508|XP_023175354.2|DHYD
OG0009070	LOC115758282|XP_030554705.1|DNOV	LOC111592206|XP_023160041.2|DHYD
OG0009071	LOC115763632|XP_030562120.1|DNOV	LOC111603027|XP_023176228.1|DHYD
OG0009072	LOC115761475|XP_030559102.1|DNOV	LOC111602753|XP_023175773.2|DHYD
OG0009073	LOC115763837|XP_030562456.1|DNOV	LOC111596691|XP_023166773.2|DHYD
OG0009074	LOC115767932|XP_030568164.1|DNOV	LOC111596453|XP_023166446.2|DHYD
OG0009075	LOC115763833|XP_030562453.1|DNOV	LOC111595730|XP_023165347.2|DHYD
OG0009076	LOC115770687|XP_030571937.1|DNOV	LOC111598575|XP_023169647.2|DHYD
OG0009077	LOC115767849|XP_030568062.1|DNOV	LOC111592362|XP_023160290.1|DHYD
OG0009078	LOC115765783|XP_030565317.1|DNOV	LOC111601370|XP_030081634.1|DHYD
OG0009079	LOC115770776|XP_030572055.1|DNOV	LOC111593346|XP_023161827.2|DHYD
OG0009080	LOC115770653|XP_030571878.1|DNOV	LOC111602976|XP_023176135.2|DHYD
OG0009081	LOC115765772|XP_030565303.1|DNOV	LOC111595173|XP_023164521.2|DHYD
OG0009082	LOC115770621|XP_030571818.1|DNOV	LOC111604633|XP_023178538.2|DHYD
OG0009083	LOC115768504|XP_030568949.1|DNOV	LOC115482972|XP_030079421.1|DHYD
OG0009084	LOC115766184|XP_030565886.1|DNOV	LOC111598584|XP_030081606.1|DHYD
OG0009085	LOC115770547|XP_030571709.1|DNOV	LOC111600275|XP_023172091.2|DHYD
OG0009086	LOC115771737|XP_030573424.1|DNOV	LOC111601990|XP_023174647.1|DHYD
OG0009087	LOC115765056|XP_030564289.1|DNOV	LOC111594965|XP_023164231.2|DHYD
OG0009088	LOC115759636|XP_030556485.1|DNOV	LOC111592486|XP_023160474.2|DHYD
OG0009089	LOC115768305|XP_030568710.1|DNOV	LOC111594274|XP_023163273.1|DHYD
OG0009090	LOC115764862|XP_030563998.1|DNOV	LOC111592683|XP_023160816.1|DHYD
OG0009091	LOC115764182|XP_030562929.1|DNOV	LOC111602630|XP_023175560.2|DHYD
OG0009092	LOC115764174|XP_030562921.1|DNOV, LOC115759658|XP_030556507.1|DNOV	LOC111602642|XP_023175575.2|DHYD
OG0009093	LOC115761246|XP_030558804.1|DNOV	LOC111603271|XP_023176551.2|DHYD
OG0009094	LOC115764946|XP_030564127.1|DNOV, LOC115765070|XP_030564305.1|DNOV	LOC111599422|XP_023170841.2|DHYD
OG0009095	LOC115765072|XP_030564308.1|DNOV	LOC111599427|XP_030080824.1|DHYD
OG0009096	LOC115771674|XP_030573348.1|DNOV	LOC111601968|XP_023174610.1|DHYD
OG0009097	LOC115772022|XP_030573815.1|DNOV	LOC111602023|XP_023174691.1|DHYD
OG0009098	LOC115764779|XP_030563878.1|DNOV	LOC111602898|XP_023176007.1|DHYD
OG0009099	LOC115759405|XP_030556155.1|DNOV	LOC111596422|XP_023166402.1|DHYD
OG0009100	LOC115763262|XP_030561601.1|DNOV	LOC111601196|XP_023173451.2|DHYD
OG0009101	LOC115758686|XP_030555289.1|DNOV	LOC111595863|XP_023165546.2|DHYD
OG0009102	LOC115766012|XP_030565646.1|DNOV	LOC111605519|XP_023179845.1|DHYD
OG0009103	LOC115760213|XP_030557323.1|DNOV	LOC111601080|XP_023173278.1|DHYD
OG0009104	LOC115760016|XP_030557037.1|DNOV	LOC111601189|XP_023173440.1|DHYD
OG0009105	LOC115759063|XP_030555751.1|DNOV	LOC111592912|XP_023161128.1|DHYD
OG0009106	LOC115759918|XP_030556913.1|DNOV	LOC111594706|XP_023163896.2|DHYD
OG0009107	LOC115760069|XP_030557109.1|DNOV	LOC111600968|XP_023173123.1|DHYD
OG0009108	LOC115766201|XP_030565911.1|DNOV	LOC111604937|XP_023178975.1|DHYD
OG0009109	LOC115760271|XP_030557401.1|DNOV	LOC111594220|XP_023163186.1|DHYD
OG0009110	LOC115759167|XP_030555897.1|DNOV, LOC115759166|XP_030555895.1|DNOV	LOC111596123|XP_030080384.1|DHYD
OG0009111	LOC115762765|XP_030560969.1|DNOV	LOC111591912|XP_023159602.1|DHYD
OG0009112	LOC115766000|XP_030565628.1|DNOV	LOC111599076|XP_023170375.2|DHYD
OG0009113	LOC115758752|XP_030555370.1|DNOV	LOC111602268|XP_023175035.2|DHYD
OG0009114	LOC115758385|XP_030554847.1|DNOV	LOC111602486|XP_023175317.2|DHYD
OG0009115	LOC115759211|XP_030555962.1|DNOV	LOC111596356|XP_023166319.1|DHYD
OG0009116	LOC115763271|XP_030561609.1|DNOV	LOC111597209|XP_023167545.2|DHYD
OG0009117	LOC115758665|XP_030555263.1|DNOV	LOC111602245|XP_023175005.2|DHYD
OG0009118	LOC115771330|XP_030572856.1|DNOV	LOC111602816|XP_023175886.2|DHYD
OG0009119	LOC115769187|XP_030569751.1|DNOV	LOC115483394|XP_030081033.1|DHYD, LOC111600337|XP_023172168.2|DHYD
OG0009120	LOC115769482|XP_030570159.1|DNOV	LOC111595661|XP_023165252.2|DHYD
OG0009121	LOC115760633|XP_030557945.1|DNOV	LOC111592408|XP_023160352.2|DHYD
OG0009122	LOC115760945|XP_030558387.1|DNOV	LOC111603820|XP_023177349.1|DHYD
OG0009123	LOC115762221|XP_030560215.1|DNOV	LOC111602141|XP_023174858.2|DHYD
OG0009124	LOC115758078|XP_030554452.1|DNOV	LOC111594332|XP_023163345.2|DHYD
OG0009125	LOC115762411|XP_030560459.1|DNOV	LOC111593977|XP_023162836.1|DHYD
OG0009126	LOC115762461|XP_030560533.1|DNOV	LOC111600672|XP_023172690.1|DHYD
OG0009127	LOC115771112|XP_030572539.1|DNOV	LOC111604094|XP_023177759.2|DHYD
OG0009128	LOC115762377|XP_030560417.1|DNOV	LOC111593902|XP_023162741.1|DHYD
OG0009129	LOC115761078|XP_030558556.1|DNOV	LOC111602335|XP_023175108.2|DHYD
OG0009130	LOC115762291|XP_030560316.1|DNOV	LOC111599886|XP_023171474.2|DHYD
OG0009131	LOC115762430|XP_030560487.1|DNOV	LOC111599934|XP_023171549.2|DHYD
OG0009132	LOC115762394|XP_030560434.1|DNOV	LOC111604554|XP_023178419.2|DHYD
OG0009133	LOC115760728|XP_030558062.1|DNOV	LOC111595748|XP_023165376.2|DHYD
OG0009134	LOC115760840|XP_030558244.1|DNOV	LOC111603325|XP_023176621.2|DHYD
OG0009135	LOC115760750|XP_030558088.1|DNOV	LOC111597730|XP_023168340.2|DHYD
OG0009136	LOC115762206|XP_030560191.1|DNOV	LOC111603465|XP_023176825.1|DHYD
OG0009137	LOC115760919|XP_030558352.1|DNOV	LOC111597900|XP_023168604.2|DHYD
OG0009138	LOC115760892|XP_030558318.1|DNOV	LOC111597902|XP_023168606.1|DHYD
OG0009139	LOC115759674|XP_030556523.1|DNOV	LOC111604153|XP_023177845.2|DHYD
OG0009140	LOC115762191|XP_030560174.1|DNOV	LOC111605240|XP_023179443.1|DHYD
OG0009141	LOC115762499|XP_030560595.1|DNOV	LOC111593886|XP_023162721.2|DHYD
OG0009142	LOC115762038|XP_030559964.1|DNOV	LOC111593815|XP_023162610.2|DHYD, LOC115482836|XP_030078930.1|DHYD
OG0009143	LOC115760854|XP_030558303.1|DNOV	LOC111600657|XP_023172650.1|DHYD
OG0009144	LOC115758162|XP_030554564.1|DNOV	LOC111600684|XP_023172706.1|DHYD
OG0009145	LOC115764141|XP_030562878.1|DNOV	LOC111597063|XP_023167358.1|DHYD
OG0009146	LOC115757886|XP_030554185.1|DNOV	LOC111595400|XP_023164875.1|DHYD
OG0009147	LOC115766622|XP_030566474.1|DNOV	LOC111594935|XP_023164198.2|DHYD
OG0009148	LOC115761691|XP_030559417.1|DNOV	LOC111597103|XP_023167414.2|DHYD
OG0009149	LOC115767421|XP_030567556.1|DNOV	LOC111594773|XP_030082001.1|DHYD
OG0009150	LOC115764553|XP_030563534.1|DNOV, LOC115760451|XP_030557624.1|DNOV	LOC111599689|XP_023171163.2|DHYD
OG0009151	LOC115758210|XP_030554620.1|DNOV	LOC111592143|XP_023159957.1|DHYD
OG0009152	LOC115758294|XP_030554721.1|DNOV	LOC111592167|XP_023159989.1|DHYD
OG0009153	LOC115771824|XP_030573566.1|DNOV	LOC111600078|XP_023171786.1|DHYD
OG0009154	LOC115764936|XP_030564107.1|DNOV	LOC111594969|XP_023164237.1|DHYD
OG0009155	LOC115764512|XP_030563469.1|DNOV	LOC111598042|XP_023168847.1|DHYD
OG0009156	LOC115763219|XP_030561552.1|DNOV	LOC111593148|XP_023161520.1|DHYD
OG0009157	LOC115770451|XP_030571589.1|DNOV	LOC111599799|XP_023171345.2|DHYD
OG0009158	LOC115762969|XP_030561206.1|DNOV, LOC115762788|XP_030561001.1|DNOV	LOC111596889|XP_023167107.1|DHYD
OG0009159	LOC115767393|XP_030567517.1|DNOV	LOC111598863|XP_023170078.1|DHYD
OG0009159	LOC115767966|XP_030568225.1|DNOV	LOC111596834|XP_023166976.2|DHYD
OG0009160	LOC115768127|XP_030568481.1|DNOV	LOC111593400|XP_023161889.2|DHYD
OG0009161	LOC115768359|XP_030568786.1|DNOV	LOC111604029|XP_030079985.1|DHYD
OG0009162	LOC115771110|XP_030572530.1|DNOV	LOC111605173|XP_023179330.2|DHYD
OG0009163	LOC115769662|XP_030570435.1|DNOV	LOC111598715|XP_023169872.2|DHYD
OG0009164	LOC115767159|XP_030567194.1|DNOV	LOC111601560|XP_023173970.2|DHYD
OG0009165	LOC115767653|XP_030567799.1|DNOV	LOC111592446|XP_023160397.2|DHYD
OG0009166	LOC115768103|XP_030568455.1|DNOV	LOC111597180|XP_023167510.2|DHYD
OG0009167	LOC115769541|XP_030570242.1|DNOV	LOC111601661|XP_023174113.2|DHYD
OG0009168	LOC115769544|XP_030570245.1|DNOV	LOC111601663|XP_023174114.1|DHYD
OG0009169	LOC115769981|XP_030570902.1|DNOV	LOC111605660|XP_023180091.2|DHYD
OG0009170	LOC115762633|XP_030560797.1|DNOV	LOC111600478|XP_023172357.2|DHYD
OG0009171	LOC115762703|XP_030560887.1|DNOV	LOC111595310|XP_023164736.2|DHYD
OG0009172	LOC115769049|XP_030569623.1|DNOV	LOC111603468|XP_030081145.1|DHYD
OG0009173	LOC115771278|XP_030572758.1|DNOV	LOC111602922|XP_023176036.2|DHYD
OG0009174	LOC115765300|XP_030564652.1|DNOV	LOC111598243|XP_023169178.2|DHYD
OG0009175	LOC115758527|XP_030555078.1|DNOV	LOC111599481|XP_023170917.2|DHYD
OG0009176	LOC115770087|XP_030571056.1|DNOV	LOC111600923|XP_023173055.2|DHYD
OG0009178	LOC115767091|XP_030567102.1|DNOV	LOC111597269|XP_023167650.1|DHYD
OG0009179	LOC115771378|XP_030572923.1|DNOV	LOC111592876|XP_030081559.1|DHYD
OG0009180	LOC115768291|XP_030568699.1|DNOV	LOC111603335|XP_023176639.2|DHYD
OG0009181	LOC115770231|XP_030571297.1|DNOV	LOC111605661|XP_023180092.2|DHYD
OG0009181	LOC115770307|XP_030571402.1|DNOV	LOC111605639|XP_030081552.1|DHYD
OG0009182	LOC115770235|XP_030571299.1|DNOV, LOC115759383|XP_030556525.1|DNOV	LOC111595125|XP_023164465.2|DHYD
OG0009183	LOC115771372|XP_030572915.1|DNOV	LOC111599798|XP_023171344.2|DHYD
OG0009184	LOC115770323|XP_030571420.1|DNOV	LOC111597561|XP_023168128.2|DHYD
OG0009185	LOC115768512|XP_030568961.1|DNOV, LOC115770773|XP_030572054.1|DNOV	LOC111600998|XP_023173160.2|DHYD
