Orthogroup	DNOV.longest_only	DBUS.longest_only
OG0008546	LOC115769790|XP_030570617.1|DNOV	LOC108598722|XP_017840941.1|DBUS
OG0008547	LOC115767616|XP_030567776.1|DNOV	LOC108605309|XP_017850468.1|DBUS
OG0008548	LOC115758766|XP_030555387.1|DNOV	LOC108608308|XP_033149112.1|DBUS
OG0008549	LOC115761838|XP_030559680.1|DNOV	LOC108603504|XP_017847866.1|DBUS
OG0008550	LOC115769666|XP_030570442.1|DNOV	LOC108598157|XP_017840263.1|DBUS
OG0008550	LOC115769725|XP_030570520.1|DNOV	LOC108599164|XP_017841440.1|DBUS
OG0008552	LOC115771002|XP_030572364.1|DNOV	LOC108599079|XP_017841355.2|DBUS
OG0008553	LOC115762070|XP_030560019.1|DNOV	LOC108595484|XP_017836224.1|DBUS
OG0008554	LOC115767016|XP_030567001.1|DNOV	LOC108607259|XP_017853434.1|DBUS
OG0008555	LOC115768899|XP_030569475.1|DNOV	LOC108606292|XP_017851766.1|DBUS
OG0008556	LOC115759159|XP_030555926.1|DNOV	LOC108595027|XP_017835651.1|DBUS
OG0008557	LOC115761181|XP_030558705.1|DNOV	LOC108601864|XP_017845310.1|DBUS
OG0008558	LOC115763359|XP_030561746.1|DNOV	LOC108607106|XP_033150210.1|DBUS
OG0008560	LOC115763065|XP_030561349.1|DNOV	LOC108607786|XP_017854314.1|DBUS
OG0008561	LOC115763096|XP_030561393.1|DNOV	LOC108594456|XP_017835121.1|DBUS
OG0008562	LOC115758531|XP_030555082.1|DNOV	LOC108607453|XP_017852976.1|DBUS
OG0008563	LOC115764645|XP_030563679.1|DNOV	LOC108604179|XP_017849007.1|DBUS
OG0008564	LOC115758509|XP_030555060.1|DNOV	LOC108607799|XP_033149011.1|DBUS
OG0008565	LOC115766264|XP_030565987.1|DNOV	LOC117134956|XP_033150487.1|DBUS
OG0008566	LOC115769212|XP_030569782.1|DNOV	LOC108607779|XP_033150056.1|DBUS
OG0008569	LOC115768875|XP_030569443.1|DNOV	LOC108606506|XP_017852162.1|DBUS
OG0008571	LOC115771001|XP_030572363.1|DNOV	LOC108600874|XP_017844176.2|DBUS
OG0008572	LOC115763688|XP_030562230.1|DNOV	LOC108602098|XP_017845610.1|DBUS
OG0008573	LOC115768003|XP_030568273.1|DNOV	LOC108605430|XP_017850595.1|DBUS
OG0008574	LOC115770293|XP_030571388.1|DNOV	LOC108597979|XP_017840085.1|DBUS
OG0008575	LOC115771872|XP_030573614.1|DNOV	LOC108603954|XP_017848636.1|DBUS
OG0008576	LOC115767562|XP_030567703.1|DNOV	LOC108606762|XP_017852662.1|DBUS
OG0008577	LOC115771253|XP_030572718.1|DNOV	LOC108601109|XP_017844515.1|DBUS
OG0008578	LOC115764687|XP_030563736.1|DNOV	LOC108601907|XP_017845373.1|DBUS
OG0008579	LOC115769932|XP_030570834.1|DNOV	LOC108599314|XP_033149478.1|DBUS
OG0008582	LOC115768009|XP_030568280.1|DNOV	LOC108607073|XP_017853181.1|DBUS
OG0008583	LOC115767194|XP_030567245.1|DNOV	LOC108604972|XP_017850031.1|DBUS
OG0008584	LOC115765360|XP_030564737.1|DNOV	LOC108606724|XP_017852596.1|DBUS
OG0008585	LOC115768986|XP_030569562.1|DNOV	LOC108605548|XP_017850798.1|DBUS
OG0008586	LOC115768984|XP_030569559.1|DNOV	LOC108605689|XP_017850970.1|DBUS
OG0008587	LOC115759447|XP_030556230.1|DNOV	LOC108603225|XP_017847323.1|DBUS
OG0008588	LOC115759451|XP_030556242.1|DNOV	LOC108603538|XP_017847939.1|DBUS
OG0008589	LOC115766820|XP_030566716.1|DNOV	LOC117134955|XP_033150484.1|DBUS
OG0008590	LOC115765730|XP_030565253.1|DNOV	LOC108602222|XP_017845758.1|DBUS
OG0008593	LOC115770244|XP_030571312.1|DNOV	LOC108598759|XP_017840984.1|DBUS
OG0008594	LOC115771926|XP_030573685.1|DNOV	LOC108603496|XP_017847844.1|DBUS
OG0008595	LOC115761012|XP_030558486.1|DNOV	LOC108597108|XP_017838975.1|DBUS, LOC108596227|XP_017837245.1|DBUS
OG0008596	LOC115760536|XP_030557781.1|DNOV	LOC108596021|XP_017836867.1|DBUS
OG0008597	LOC115770722|XP_030571981.1|DNOV	LOC108602455|XP_017846067.1|DBUS
OG0008598	LOC115769098|XP_030569669.1|DNOV	LOC108606699|XP_017852562.2|DBUS
OG0008599	LOC115767969|XP_030568227.1|DNOV	LOC108605347|XP_017850505.1|DBUS
OG0008600	LOC115770668|XP_030571895.1|DNOV	LOC108602800|XP_017846512.1|DBUS
OG0008601	LOC115765475|XP_030564915.1|DNOV	LOC108600385|XP_017843424.1|DBUS
OG0008602	LOC115761979|XP_030559885.1|DNOV	LOC108604463|XP_017849433.1|DBUS
OG0008603	LOC115761258|XP_030558831.1|DNOV	LOC108601972|XP_017845453.1|DBUS
OG0008604	LOC115760903|XP_030558330.1|DNOV	LOC108597451|XP_017839506.1|DBUS
OG0008605	LOC115763528|XP_030561999.1|DNOV	LOC108607528|XP_017853895.1|DBUS
OG0008606	LOC115763503|XP_030561960.1|DNOV	LOC108608337|XP_017855169.1|DBUS
OG0008607	LOC115765663|XP_030565180.1|DNOV	LOC108602418|XP_017846022.1|DBUS
OG0008608	LOC115767769|XP_030567952.1|DNOV	LOC108606180|XP_017851520.1|DBUS
OG0008609	LOC115765778|XP_030565311.1|DNOV	LOC108601965|XP_017845441.1|DBUS
OG0008610	LOC115760952|XP_030558400.1|DNOV	LOC108595565|XP_017836315.1|DBUS
OG0008612	LOC115762164|XP_030560141.1|DNOV	LOC108596073|XP_017836975.1|DBUS
OG0008613	LOC115764217|XP_030562988.1|DNOV	LOC108602961|XP_017846826.1|DBUS
OG0008614	LOC115768702|XP_030569251.1|DNOV	LOC108606685|XP_017852525.1|DBUS
OG0008615	LOC115761602|XP_030559263.1|DNOV	LOC108602152|XP_017845674.1|DBUS
OG0008616	LOC115761971|XP_030559874.1|DNOV	LOC108601946|XP_017845414.1|DBUS
OG0008617	LOC115761495|XP_030559122.1|DNOV	LOC108602665|XP_017846301.1|DBUS
OG0008619	LOC115759014|XP_030555685.1|DNOV	LOC108602986|XP_017846868.1|DBUS
OG0008620	LOC115762142|XP_030560116.1|DNOV	LOC108595412|XP_017836129.1|DBUS
OG0008621	LOC115759534|XP_030556346.1|DNOV	LOC108602159|XP_017845680.1|DBUS
OG0008622	LOC115764450|XP_030563319.1|DNOV	LOC108594979|XP_017835601.1|DBUS
OG0008623	LOC115761811|XP_030559622.1|DNOV	LOC108595735|XP_017836511.1|DBUS
OG0008624	LOC115761121|XP_030558617.1|DNOV	LOC108596571|XP_017837968.2|DBUS
OG0008625	LOC115760915|XP_030558346.1|DNOV	LOC108596730|XP_017838264.1|DBUS
OG0008626	LOC115763149|XP_030561462.1|DNOV	LOC117135085|XP_033150909.1|DBUS
OG0008627	LOC115770978|XP_030572309.1|DNOV	LOC108599793|XP_017842341.2|DBUS
OG0008629	LOC115759291|XP_030556053.1|DNOV	LOC108596071|XP_033149830.1|DBUS
OG0008630	LOC115766738|XP_030566561.1|DNOV	LOC108607398|XP_017853662.1|DBUS
OG0008631	LOC115771747|XP_030573451.1|DNOV	LOC108604836|XP_017849941.1|DBUS
OG0008633	LOC115771172|XP_030572617.1|DNOV	LOC108596865|XP_017838506.1|DBUS
OG0008634	LOC115758834|XP_030555473.1|DNOV	LOC108596095|XP_033150103.1|DBUS
OG0008635	LOC115765001|XP_030564210.1|DNOV	LOC108597038|XP_017838822.1|DBUS
OG0008636	LOC115763877|XP_030562512.1|DNOV	LOC108602393|XP_017845994.1|DBUS
OG0008638	LOC115772008|XP_030573799.1|DNOV	LOC108602675|XP_017846308.1|DBUS
OG0008639	LOC115764892|XP_030564039.1|DNOV	LOC108603699|XP_017848217.1|DBUS
OG0008640	LOC115763970|XP_030562629.1|DNOV	LOC108603429|XP_017847737.1|DBUS
OG0008641	LOC115761476|XP_030559103.1|DNOV	LOC108601395|XP_017844784.1|DBUS
OG0008642	LOC115772066|XP_030573877.1|DNOV	LOC108601819|XP_017845245.1|DBUS
OG0008644	LOC115772122|XP_030573957.1|DNOV	LOC108604833|XP_017849937.1|DBUS
OG0008645	LOC115760033|XP_030557060.1|DNOV	LOC108596443|XP_017837676.1|DBUS, LOC108604995|XP_017850054.2|DBUS
OG0008646	LOC115765533|XP_030565011.1|DNOV	LOC108600234|XP_017843152.1|DBUS
OG0008647	LOC115760194|XP_030557284.1|DNOV	LOC108603071|XP_017847035.1|DBUS
OG0008648	LOC115760006|XP_030557024.1|DNOV	LOC108599371|XP_017841669.1|DBUS
OG0008649	LOC115762064|XP_030560014.1|DNOV	LOC117135034|XP_033150753.1|DBUS
OG0008650	LOC115766104|XP_030565784.1|DNOV	LOC108601952|XP_017845426.1|DBUS
OG0008651	LOC115759334|XP_030556116.1|DNOV	LOC108595552|XP_017836299.1|DBUS
OG0008652	LOC115760811|XP_030558187.1|DNOV	LOC108595143|XP_017835797.1|DBUS
OG0008653	LOC115757898|XP_030554203.1|DNOV	LOC108595863|XP_017836644.1|DBUS
OG0008654	LOC115758226|XP_030554640.1|DNOV	LOC108595728|XP_017836499.1|DBUS
OG0008655	LOC115771945|XP_030573710.1|DNOV	LOC108596361|XP_017837511.1|DBUS
OG0008657	LOC115766813|XP_030566708.1|DNOV	LOC108606245|XP_017851679.1|DBUS
OG0008658	LOC115768819|XP_030569377.1|DNOV	LOC108598320|XP_017840426.1|DBUS
OG0008659	LOC115766707|XP_030566489.1|DNOV	LOC108601612|XP_017844999.1|DBUS
OG0008660	LOC115771225|XP_030572686.1|DNOV	LOC108600496|XP_033149364.1|DBUS
OG0008661	LOC115769945|XP_030570849.1|DNOV	LOC108598907|XP_017841159.1|DBUS
OG0008662	LOC115771548|XP_030573149.1|DNOV	LOC108598869|XP_017841117.2|DBUS
OG0008663	LOC115771439|XP_030573003.1|DNOV	LOC108598455|XP_017840586.1|DBUS
OG0008664	LOC115769522|XP_030570222.1|DNOV	LOC108597934|XP_017840039.1|DBUS
OG0008665	LOC115769270|XP_030569841.1|DNOV	LOC108594463|XP_017835135.2|DBUS
OG0008666	LOC115767728|XP_030567902.1|DNOV	LOC108599035|XP_017841304.1|DBUS
OG0008667	LOC115768653|XP_030569190.1|DNOV	LOC108599442|XP_017841761.2|DBUS
OG0008668	LOC115765824|XP_030565407.1|DNOV	LOC108598565|XP_017840738.2|DBUS
OG0008670	LOC115764789|XP_030563892.1|DNOV	LOC108601868|XP_017845315.1|DBUS
OG0008672	LOC115763009|XP_030561260.1|DNOV, LOC115763132|XP_030561436.1|DNOV	LOC108607732|XP_017854245.1|DBUS, LOC108607334|XP_017849983.2|DBUS
OG0008673	LOC115760294|XP_030557437.1|DNOV	LOC108607976|XP_017854618.1|DBUS
OG0008677	LOC115757692|XP_030553891.1|DNOV	LOC108601982|XP_017845466.1|DBUS
OG0008679	LOC115765296|XP_030564648.1|DNOV	LOC108605609|XP_017850876.1|DBUS
OG0008680	LOC115767094|XP_030567101.1|DNOV	LOC108607169|XP_017853311.1|DBUS
OG0008681	LOC115765390|XP_030564778.1|DNOV	LOC108606462|XP_017852073.1|DBUS
OG0008683	LOC115765199|XP_030564495.1|DNOV	LOC108604974|XP_033150349.1|DBUS
OG0008685	LOC115765339|XP_030564709.1|DNOV	LOC108596397|XP_017837569.1|DBUS
OG0008686	LOC115764648|XP_030563683.1|DNOV	LOC108604260|XP_017849143.1|DBUS
OG0008688	LOC115768779|XP_030569334.1|DNOV	LOC108606157|XP_017851498.1|DBUS
OG0008689	LOC115770809|XP_030572092.1|DNOV	LOC108602787|XP_017846488.1|DBUS
OG0008690	LOC115759206|XP_030555953.1|DNOV	LOC108607278|XP_033150896.1|DBUS
OG0008691	LOC115767672|XP_030567823.1|DNOV	LOC108599029|XP_017841256.2|DBUS
OG0008692	LOC115765423|XP_030564829.1|DNOV	LOC108605695|XP_017850976.1|DBUS
OG0008694	LOC115766284|XP_030566012.1|DNOV	LOC108605320|XP_017850479.1|DBUS
OG0008695	LOC115767486|XP_030567654.1|DNOV	LOC108597416|XP_017839455.1|DBUS
OG0008697	LOC115762895|XP_030561130.1|DNOV	LOC108598113|XP_017840219.1|DBUS
OG0008698	LOC115766272|XP_030565997.1|DNOV	LOC108606820|XP_017852790.1|DBUS
OG0008704	LOC115760141|XP_030557206.1|DNOV	LOC108599194|XP_017841482.1|DBUS
OG0008705	LOC115763381|XP_030561779.1|DNOV	LOC108600641|XP_017843825.1|DBUS
OG0008706	LOC115766114|XP_030565795.1|DNOV	LOC108601694|XP_017845093.1|DBUS
OG0008708	LOC115768757|XP_030569307.1|DNOV	LOC108606804|XP_017852763.1|DBUS
OG0008709	LOC115761284|XP_030558866.1|DNOV	LOC108604033|XP_017848777.1|DBUS
OG0008710	LOC115761270|XP_030558843.1|DNOV	LOC108603337|XP_017847551.1|DBUS
OG0008711	LOC115763686|XP_030562226.1|DNOV	LOC108603486|XP_017847824.1|DBUS
OG0008712	LOC115761013|XP_030558487.1|DNOV	LOC108597109|XP_017838976.1|DBUS
OG0008714	LOC115758640|XP_030555236.1|DNOV	LOC108594306|XP_017834940.2|DBUS
OG0008715	LOC115761436|XP_030559064.1|DNOV	LOC108601940|XP_017845409.1|DBUS
OG0008716	LOC115770723|XP_030571982.1|DNOV	LOC108602128|XP_017845644.2|DBUS
OG0008717	LOC115770503|XP_030571661.1|DNOV	LOC108600627|XP_017843802.2|DBUS
OG0008719	LOC115766066|XP_030565727.1|DNOV, LOC115766024|XP_030565655.1|DNOV	LOC108603497|XP_017847846.1|DBUS
OG0008721	LOC115768776|XP_030569328.1|DNOV	LOC108605071|XP_017850127.1|DBUS
OG0008722	LOC115770852|XP_030572150.1|DNOV	LOC108602889|XP_017846687.1|DBUS
OG0008723	LOC115769407|XP_030570069.1|DNOV	LOC108600624|XP_017843796.1|DBUS
OG0008724	LOC115759964|XP_030556973.1|DNOV	LOC108602765|XP_033149878.1|DBUS
OG0008725	LOC115762335|XP_030560360.1|DNOV	LOC108594780|XP_017835408.1|DBUS
OG0008726	LOC115760731|XP_030558066.1|DNOV	LOC108594678|XP_033149154.1|DBUS
OG0008727	LOC115761642|XP_030559335.1|DNOV	LOC108602217|XP_017845752.1|DBUS
OG0008728	LOC115772078|XP_030573891.1|DNOV	LOC108604234|XP_017849092.1|DBUS
OG0008729	LOC115764427|XP_030563288.1|DNOV	LOC108605784|XP_017851076.1|DBUS
OG0008730	LOC115768783|XP_030569339.1|DNOV	LOC108607241|XP_017853408.1|DBUS
OG0008731	LOC115771631|XP_030573290.1|DNOV	LOC108603215|XP_017847299.1|DBUS
OG0008732	LOC115759069|XP_030555757.1|DNOV	LOC108608554|XP_017855465.1|DBUS
OG0008734	LOC115771735|XP_030573422.1|DNOV	LOC108601599|XP_033149791.1|DBUS, LOC108601824|XP_017845250.1|DBUS
OG0008735	LOC115757894|XP_030554199.1|DNOV, LOC115758145|XP_030554539.1|DNOV	LOC108595830|XP_017836610.1|DBUS
OG0008736	LOC115762079|XP_030560031.1|DNOV	LOC108596551|XP_017837937.1|DBUS
OG0008737	LOC115770661|XP_030571888.1|DNOV	LOC108603768|XP_017848344.1|DBUS
OG0008738	LOC115758423|XP_030554934.1|DNOV	LOC108608140|XP_017854865.2|DBUS
OG0008739	LOC115770230|XP_030571296.1|DNOV	LOC108600764|XP_017844014.1|DBUS
OG0008740	LOC115763215|XP_030561547.1|DNOV	LOC108595987|XP_017836764.2|DBUS
OG0008741	LOC115762231|XP_030560231.1|DNOV	LOC108597725|XP_017839908.1|DBUS
OG0008742	LOC115769328|XP_030569926.1|DNOV	LOC108599480|XP_017841810.1|DBUS
OG0008743	LOC115762253|XP_030560266.1|DNOV	LOC108595880|XP_017836660.1|DBUS
OG0008744	LOC115759684|XP_030556537.1|DNOV	LOC108595828|XP_017836608.1|DBUS
OG0008745	LOC115765403|XP_030564798.1|DNOV	LOC108605103|XP_017850156.1|DBUS
OG0008746	LOC115759548|XP_030556364.1|DNOV	LOC108603227|XP_017847327.1|DBUS
OG0008747	LOC115769623|XP_030570386.1|DNOV	LOC108601039|XP_017844409.1|DBUS
OG0008748	LOC115758722|XP_030555334.1|DNOV	LOC108608124|XP_017854842.1|DBUS
OG0008749	LOC115758558|XP_030555125.1|DNOV	LOC108607648|XP_017854077.1|DBUS
OG0008750	LOC115763356|XP_030561741.1|DNOV	LOC108599088|XP_017854621.2|DBUS
OG0008753	LOC115766237|XP_030565963.1|DNOV	LOC108598544|XP_017840717.1|DBUS
OG0008754	LOC115764518|XP_030563475.1|DNOV	LOC108595137|XP_017835789.1|DBUS
OG0008755	LOC115764836|XP_030563945.1|DNOV, LOC115764837|XP_030563946.1|DNOV	LOC108601277|XP_017844666.2|DBUS
OG0008756	LOC115759630|XP_030556479.1|DNOV	LOC108602614|XP_017846241.1|DBUS
OG0008757	LOC115761693|XP_030559420.1|DNOV	LOC108602520|XP_017846143.1|DBUS
OG0008758	LOC115765868|XP_030565460.1|DNOV	LOC108608545|XP_017855452.2|DBUS
OG0008759	LOC115758971|XP_030555634.1|DNOV	LOC108608010|XP_033150844.1|DBUS
OG0008760	LOC115759239|XP_030555997.1|DNOV	LOC108601567|XP_017844959.2|DBUS
OG0008761	LOC115763196|XP_030561517.1|DNOV	LOC108608273|XP_017855069.1|DBUS
OG0008762	LOC115771874|XP_030573622.1|DNOV	LOC108596360|XP_017837510.1|DBUS
OG0008763	LOC115759066|XP_030555754.1|DNOV	LOC108605865|XP_017851197.2|DBUS
OG0008764	LOC115769191|XP_030569754.1|DNOV	LOC108594216|XP_033150067.1|DBUS
OG0008765	LOC115760505|XP_030557726.1|DNOV	LOC108596187|XP_017837191.1|DBUS
OG0008766	LOC115760036|XP_030557064.1|DNOV	LOC108606970|XP_017853026.2|DBUS
OG0008767	LOC115760909|XP_030558340.1|DNOV	LOC108605937|XP_017851247.1|DBUS, LOC108595606|XP_017836361.1|DBUS
OG0008768	LOC115760512|XP_030557733.1|DNOV	LOC108597251|XP_017839193.1|DBUS
OG0008769	LOC115760907|XP_030558337.1|DNOV	LOC108597557|XP_017839653.1|DBUS
OG0008770	LOC115759231|XP_030555992.1|DNOV	LOC108597615|XP_017839743.1|DBUS
OG0008771	LOC115763947|XP_030562630.1|DNOV	LOC108594735|XP_017835362.1|DBUS
OG0008772	LOC115762351|XP_030560379.1|DNOV	LOC108595802|XP_017836581.1|DBUS
OG0008773	LOC115767494|XP_030567662.1|DNOV	LOC108597441|XP_017839494.1|DBUS
OG0008774	LOC115757987|XP_030554336.1|DNOV	LOC108595267|XP_017835969.1|DBUS
OG0008775	LOC115758213|XP_030554624.1|DNOV	LOC108596197|XP_017837201.1|DBUS
OG0008776	LOC115762173|XP_030560155.1|DNOV	LOC108596781|XP_017838370.1|DBUS
OG0008777	LOC115767803|XP_030568034.1|DNOV	LOC108597190|XP_017839107.1|DBUS
OG0008778	LOC115758198|XP_030554603.1|DNOV	LOC108595148|XP_017835803.1|DBUS
OG0008779	LOC115767800|XP_030567991.1|DNOV	LOC108605466|XP_017850640.1|DBUS
OG0008780	LOC115768452|XP_030568873.1|DNOV	LOC108606407|XP_017851981.1|DBUS
OG0008781	LOC115766436|XP_030566223.1|DNOV	LOC108605273|XP_017850394.1|DBUS
OG0008782	LOC115769571|XP_030570287.1|DNOV	LOC108600515|XP_017843643.2|DBUS
OG0008783	LOC115766581|XP_030566427.1|DNOV	LOC108595644|XP_017836406.1|DBUS
OG0008784	LOC115770220|XP_030571279.1|DNOV	LOC108600844|XP_017844133.1|DBUS
OG0008785	LOC115758793|XP_030555426.1|DNOV	LOC108607469|XP_017853796.2|DBUS
OG0008786	LOC115758747|XP_030555366.1|DNOV	LOC108603537|XP_017847936.1|DBUS
OG0008787	LOC115769787|XP_030570615.1|DNOV	LOC108599635|XP_017842096.1|DBUS, LOC108599634|XP_017842095.1|DBUS, LOC108599632|XP_017842093.1|DBUS, LOC108599633|XP_017842094.1|DBUS
OG0008788	LOC115769399|XP_030570062.1|DNOV	LOC108599279|XP_017841565.1|DBUS
OG0008788	LOC115769664|XP_030570437.1|DNOV	LOC108598128|XP_017840234.1|DBUS
OG0008789	LOC115765807|XP_030565382.1|DNOV, LOC115765816|XP_030565398.1|DNOV	LOC108598785|XP_017841017.1|DBUS
OG0008790	LOC115762734|XP_030560930.1|DNOV	LOC108597435|XP_017839482.1|DBUS
OG0008791	LOC115758406|XP_030554917.1|DNOV	LOC108597475|XP_017839538.1|DBUS
OG0008792	LOC115757868|XP_030554169.1|DNOV, LOC115759411|XP_030556166.1|DNOV	LOC108596978|XP_017838721.1|DBUS
OG0008793	LOC115767468|XP_030567633.1|DNOV	LOC108596808|XP_017838408.1|DBUS
OG0008794	LOC115772126|XP_030573964.1|DNOV, LOC115764490|XP_030563437.1|DNOV	LOC108596035|XP_017836888.1|DBUS
OG0008795	LOC115766213|XP_030565924.1|DNOV	LOC108601697|XP_017845098.2|DBUS
OG0008796	LOC115765754|XP_030565276.1|DNOV, LOC115765764|XP_030565288.1|DNOV	LOC108601448|XP_017844835.1|DBUS
OG0008797	LOC115772068|XP_030573879.1|DNOV, LOC115772067|XP_030573878.1|DNOV	LOC108602115|XP_017845629.1|DBUS
OG0008805	LOC115764407|XP_030563263.1|DNOV	LOC108606831|XP_017852805.1|DBUS
OG0008806	LOC115766270|XP_030565994.1|DNOV	LOC117134923|XP_033150318.1|DBUS
OG0008807	LOC115765104|XP_030564349.1|DNOV	LOC108606533|XP_017852201.1|DBUS
OG0008808	LOC115768154|XP_030568509.1|DNOV	LOC108606584|XP_017852302.1|DBUS
OG0008809	LOC115761934|XP_030559824.1|DNOV	LOC108602461|XP_017846073.1|DBUS
OG0008811	LOC115765043|XP_030564276.1|DNOV	LOC108604165|XP_017848987.1|DBUS
OG0008816	LOC115769488|XP_030570167.1|DNOV	LOC108598497|XP_017840654.2|DBUS
OG0008819	LOC115757842|XP_030554134.1|DNOV	LOC108595177|XP_017835842.1|DBUS
OG0008820	LOC115759969|XP_030556980.1|DNOV	LOC108605109|XP_017850164.2|DBUS
OG0008821	LOC115768326|XP_030568741.1|DNOV	LOC108606316|XP_017851814.1|DBUS
OG0008822	LOC115763099|XP_030561399.1|DNOV	LOC108596606|XP_017838032.1|DBUS
OG0008823	LOC115767766|XP_030567947.1|DNOV	LOC108605763|XP_017851054.1|DBUS
OG0008829	LOC115767332|XP_030567444.1|DNOV	LOC108605192|XP_017850273.1|DBUS
OG0008830	LOC115767067|XP_030567067.1|DNOV	LOC108605408|XP_033150330.1|DBUS
OG0008831	LOC115765416|XP_030564821.1|DNOV	LOC108606689|XP_017852533.1|DBUS
OG0008832	LOC115765265|XP_030564611.1|DNOV	LOC108606688|XP_017852530.1|DBUS
OG0008833	LOC115765279|XP_030564628.1|DNOV	LOC108605813|XP_017851108.1|DBUS
OG0008835	LOC115772071|XP_030573882.1|DNOV, LOC115772062|XP_030573866.1|DNOV	LOC108601708|XP_017845113.1|DBUS
OG0008836	LOC115760550|XP_030557807.1|DNOV	LOC108597023|XP_017838793.1|DBUS
OG0008837	LOC115771129|XP_030572597.1|DNOV	LOC108597065|XP_017838878.1|DBUS
OG0008838	LOC115758968|XP_030555629.1|DNOV	LOC108607707|XP_017854196.2|DBUS
OG0008839	LOC115758004|XP_030554361.1|DNOV	LOC108596104|XP_017837013.1|DBUS
OG0008840	LOC115759931|XP_030556929.1|DNOV	LOC108602385|XP_017845988.1|DBUS
OG0008841	LOC115766947|XP_030566895.1|DNOV	LOC108597950|XP_033149603.1|DBUS
OG0008842	LOC115762151|XP_030560124.1|DNOV	LOC108595599|XP_033149140.1|DBUS, LOC108594779|XP_017835407.1|DBUS
OG0008843	LOC115762799|XP_030561015.1|DNOV	LOC108599644|XP_017842109.1|DBUS
OG0008845	LOC115763216|XP_030561543.1|DNOV	LOC108599607|XP_017842053.2|DBUS
OG0008846	LOC115771080|XP_030572491.1|DNOV	LOC108601062|XP_017844443.1|DBUS
OG0008847	LOC115765616|XP_030565127.1|DNOV	LOC108603369|XP_017847621.1|DBUS
OG0008849	LOC115768264|XP_030568654.1|DNOV	LOC108606931|XP_017852970.1|DBUS
OG0008850	LOC115762187|XP_030560169.1|DNOV	LOC108594792|XP_017835420.1|DBUS
OG0008851	LOC115759100|XP_030555794.1|DNOV	LOC108601229|XP_017844620.2|DBUS
OG0008852	LOC115758043|XP_030554416.1|DNOV	LOC108594689|XP_017835318.1|DBUS
OG0008854	LOC115765937|XP_030565543.1|DNOV	LOC108594393|XP_017835045.1|DBUS
OG0008855	LOC115768619|XP_030569137.1|DNOV	LOC108605147|XP_017850210.1|DBUS
OG0008856	LOC115767949|XP_030568187.1|DNOV	LOC108607346|XP_017853519.1|DBUS
OG0008857	LOC115771267|XP_030572743.1|DNOV	LOC108599943|XP_017842656.1|DBUS
OG0008858	LOC115770020|XP_030570936.1|DNOV	LOC108598768|XP_017840997.2|DBUS
OG0008859	LOC115762565|XP_030560708.1|DNOV	LOC108598813|XP_017841047.1|DBUS
OG0008860	LOC115761235|XP_030558787.1|DNOV	LOC108604391|XP_017849338.1|DBUS
OG0008861	LOC115764502|XP_030563451.1|DNOV	LOC108595481|XP_017836220.1|DBUS
OG0008862	LOC115764944|XP_030564120.1|DNOV	LOC108603940|XP_017848623.1|DBUS
OG0008863	LOC115769177|XP_030569742.1|DNOV	LOC108608481|XP_017855365.2|DBUS
OG0008864	LOC115762116|XP_030560083.1|DNOV	LOC108595006|XP_017835630.1|DBUS
OG0008865	LOC115759110|XP_030555810.1|DNOV	LOC108597253|XP_017839198.2|DBUS
OG0008866	LOC115765490|XP_030564952.1|DNOV	LOC108596405|XP_017837587.2|DBUS
OG0008867	LOC115765336|XP_030564701.1|DNOV	LOC108605021|XP_017850077.1|DBUS
OG0008868	LOC115760747|XP_030558084.1|DNOV	LOC108597331|XP_017839315.1|DBUS
OG0008869	LOC115771457|XP_030573033.1|DNOV	LOC108600899|XP_017844213.2|DBUS
OG0008870	LOC115771576|XP_030573190.1|DNOV	LOC108598972|XP_017841234.1|DBUS
OG0008871	LOC115770533|XP_030571694.1|DNOV	LOC108600945|XP_017844277.1|DBUS
OG0008872	LOC115760020|XP_030557042.1|DNOV	LOC108596422|XP_017837635.1|DBUS
OG0008873	LOC115760214|XP_030557324.1|DNOV	LOC108603942|XP_017848666.1|DBUS
OG0008874	LOC115757908|XP_030554218.1|DNOV	LOC108594888|XP_017835514.1|DBUS
OG0008875	LOC115762458|XP_030560522.1|DNOV	LOC108596435|XP_017837653.1|DBUS
OG0008876	LOC115766782|XP_030566661.1|DNOV	LOC108607421|XP_017853709.1|DBUS
OG0008877	LOC115770248|XP_030571317.1|DNOV	LOC108600681|XP_017843877.1|DBUS
OG0008878	LOC115763533|XP_030562008.1|DNOV	LOC108598158|XP_017840267.1|DBUS
OG0008879	LOC115762176|XP_030560156.1|DNOV	LOC108605897|XP_017851201.1|DBUS
OG0008880	LOC115764669|XP_030563717.1|DNOV	LOC108597448|XP_017839502.2|DBUS
OG0008881	LOC115757866|XP_030554164.1|DNOV	LOC108597483|XP_017839549.1|DBUS
OG0008882	LOC115758585|XP_030555165.1|DNOV	LOC108607715|XP_033149961.1|DBUS
OG0008883	LOC115766249|XP_030565970.1|DNOV, LOC115766228|XP_030565947.1|DNOV	LOC108603437|XP_017847748.1|DBUS
OG0008884	LOC115763897|XP_030562535.1|DNOV	LOC108602590|XP_017846218.1|DBUS
OG0008885	LOC115763396|XP_030561799.1|DNOV	LOC108594513|XP_017835205.2|DBUS
OG0008886	LOC115766511|XP_030566332.1|DNOV	LOC108596466|XP_017837712.1|DBUS
OG0008887	LOC115762269|XP_030560290.1|DNOV	LOC108597116|XP_017838982.1|DBUS
