Orthogroup	DNOV.longest_only	DSEC.longest_only
OG0009984	LOC115762053|XP_030559993.1|DNOV	LOC6608861|XP_002033575.1|DSEC
OG0009985	LOC115767560|XP_030567743.1|DNOV	LOC116800640|XP_032572599.1|DSEC
OG0009986	LOC115762493|XP_030560590.1|DNOV	LOC6607945|XP_002032695.1|DSEC
OG0009987	LOC115770202|XP_030571640.1|DNOV	LOC6615577|XP_002039951.1|DSEC
OG0009988	LOC115771040|XP_030572480.1|DNOV	LOC6615576|XP_002039950.1|DSEC
OG0009989	LOC115766517|XP_030566343.1|DNOV	LOC6615407|XP_002039789.1|DSEC
OG0009990	LOC115757992|XP_030554346.1|DNOV	LOC6610063|XP_032571772.1|DSEC
OG0009991	LOC115762037|XP_030559967.1|DNOV	LOC6609158|XP_002033860.2|DSEC
OG0009992	LOC115767763|XP_030567945.1|DNOV	LOC6620376|XP_002044558.1|DSEC
OG0009993	LOC115765107|XP_030564351.1|DNOV	LOC6620222|XP_032581923.1|DSEC
OG0009994	LOC115768380|XP_030568812.1|DNOV	LOC6612516|XP_032580823.1|DSEC
OG0009995	LOC115767333|XP_030567445.1|DNOV	LOC6620198|XP_032581128.1|DSEC
OG0009996	LOC115768603|XP_030569116.1|DNOV	LOC6620190|XP_002044401.1|DSEC
OG0009997	LOC115767066|XP_030567066.1|DNOV	LOC6619782|XP_002043995.1|DSEC
OG0009998	LOC115766843|XP_030566750.1|DNOV	LOC6619916|XP_002044128.1|DSEC
OG0009999	LOC115768817|XP_030569375.1|DNOV	LOC6619003|XP_002043248.1|DSEC
OG0010000	LOC115767289|XP_030567381.1|DNOV	LOC6619743|XP_002043958.1|DSEC
OG0010001	LOC115769027|XP_030569595.1|DNOV	LOC6620315|XP_002044523.2|DSEC
OG0010002	LOC115768074|XP_030568399.1|DNOV	LOC116801122|XP_032574741.1|DSEC
OG0010003	LOC115763020|XP_030561274.1|DNOV	LOC6612094|XP_002036611.1|DSEC
OG0010004	LOC115767977|XP_030568236.1|DNOV	LOC6612226|XP_002036738.1|DSEC
OG0010005	LOC115767808|XP_030568001.1|DNOV	LOC6611029|XP_002035586.2|DSEC
OG0010006	LOC115767276|XP_030567367.1|DNOV	LOC6618058|XP_002042356.1|DSEC
OG0010007	LOC115768681|XP_030569225.1|DNOV	LOC6612329|XP_002036839.2|DSEC
OG0010008	LOC115767083|XP_030567089.1|DNOV	LOC6614861|XP_002039279.2|DSEC
OG0010009	LOC115759216|XP_030555968.1|DNOV	LOC6614727|XP_002039151.1|DSEC
OG0010010	LOC115764342|XP_030563157.1|DNOV	LOC6615150|XP_032580750.1|DSEC
OG0010011	LOC115768737|XP_030569281.1|DNOV	LOC6612494|XP_002037002.2|DSEC
OG0010013	LOC115768194|XP_030568565.1|DNOV	LOC6617618|XP_002041931.1|DSEC
OG0010014	LOC115764371|XP_030563192.1|DNOV	LOC6617534|XP_032580338.1|DSEC
OG0010015	LOC115768192|XP_030568562.1|DNOV	LOC6617617|XP_032581973.1|DSEC
OG0010016	LOC115765421|XP_030564827.1|DNOV	LOC6620304|XP_002044512.1|DSEC
OG0010017	LOC115768200|XP_030568573.1|DNOV	LOC6617619|XP_002041932.1|DSEC
OG0010018	LOC115767983|XP_030568242.1|DNOV	LOC6616113|XP_002040478.1|DSEC
OG0010019	LOC115766303|XP_030566040.1|DNOV	LOC6619548|XP_032580776.1|DSEC
OG0010020	LOC115767851|XP_030568064.1|DNOV	LOC6619754|XP_032580280.1|DSEC
OG0010021	LOC115766379|XP_030566143.1|DNOV	LOC6617978|XP_002042286.1|DSEC
OG0010022	LOC115765412|XP_030564816.1|DNOV	LOC6615218|XP_032581425.1|DSEC
OG0010023	LOC115768144|XP_030568499.1|DNOV	LOC6615854|XP_002040224.2|DSEC
OG0010024	LOC115768151|XP_030568506.1|DNOV	LOC6615853|XP_002040223.1|DSEC
OG0010025	LOC115768900|XP_030569476.1|DNOV	LOC6616019|XP_032581770.1|DSEC
OG0010026	LOC115765342|XP_030564712.1|DNOV	LOC116802102|XP_032581133.1|DSEC
OG0010027	LOC115765222|XP_030564524.1|DNOV	LOC6619824|XP_032580859.1|DSEC
OG0010028	LOC115767107|XP_030567119.1|DNOV	LOC6619863|XP_032581499.1|DSEC
OG0010029	LOC115766415|XP_030566196.1|DNOV	LOC6615084|XP_002039500.1|DSEC
OG0010030	LOC115771326|XP_030572851.1|DNOV	LOC6618419|XP_002042692.1|DSEC
OG0010031	LOC115771362|XP_030572903.1|DNOV	LOC6618420|XP_002042693.2|DSEC
OG0010032	LOC115763124|XP_030561430.1|DNOV	LOC6611373|XP_002035918.1|DSEC
OG0010033	LOC115768834|XP_030569390.1|DNOV	LOC6616218|XP_002040583.1|DSEC
OG0010034	LOC115769082|XP_030569655.1|DNOV	LOC6616214|XP_002040579.1|DSEC
OG0010035	LOC115769075|XP_030569648.1|DNOV	LOC6616210|XP_002040575.1|DSEC
OG0010036	LOC115769073|XP_030569646.1|DNOV	LOC6616208|XP_032581814.1|DSEC
OG0010037	LOC115769083|XP_030569656.1|DNOV	LOC6616207|XP_002040572.1|DSEC
OG0010038	LOC115768256|XP_030568646.1|DNOV	LOC6612439|XP_032580527.1|DSEC
OG0010039	LOC115758071|XP_030554444.1|DNOV	LOC6608789|XP_002033508.1|DSEC
OG0010040	LOC115759018|XP_030555690.1|DNOV	LOC6611437|XP_002035981.1|DSEC
OG0010041	LOC115768797|XP_030569353.1|DNOV	LOC6612360|XP_032580880.1|DSEC
OG0010042	LOC115765307|XP_030564662.1|DNOV	LOC6617495|XP_002041812.1|DSEC
OG0010043	LOC115765384|XP_030564769.1|DNOV	LOC6617499|XP_002041816.1|DSEC
OG0010044	LOC115768006|XP_030568275.1|DNOV	LOC6616142|XP_002040507.2|DSEC
OG0010045	LOC115768201|XP_030568574.1|DNOV	LOC6615126|XP_002039542.1|DSEC
OG0010046	LOC115768202|XP_030568575.1|DNOV	LOC6615125|XP_002039541.2|DSEC
OG0010047	LOC115767213|XP_030567268.1|DNOV	LOC6618457|XP_002042727.1|DSEC
OG0010048	LOC115767742|XP_030567913.1|DNOV	LOC6619589|XP_032580017.1|DSEC
OG0010049	LOC115767187|XP_030567238.1|DNOV	LOC6619964|XP_032580360.1|DSEC
OG0010050	LOC115767250|XP_030567316.1|DNOV	LOC6619968|XP_032580359.1|DSEC
OG0010051	LOC115768377|XP_030568808.1|DNOV	LOC6612528|XP_032581869.1|DSEC
OG0010052	LOC115767559|XP_030567702.1|DNOV	LOC6620592|XP_032581446.1|DSEC
OG0010053	LOC115769095|XP_030569665.1|DNOV	LOC6617538|XP_002041853.1|DSEC
OG0010054	LOC115765256|XP_030564595.1|DNOV	LOC6620168|XP_002044379.2|DSEC
OG0010055	LOC115765290|XP_030564641.1|DNOV	LOC6620172|XP_002044383.1|DSEC
OG0010056	LOC115771364|XP_030572907.1|DNOV	LOC6619892|XP_002044104.1|DSEC
OG0010057	LOC115767022|XP_030567006.1|DNOV	LOC6615939|XP_002040306.1|DSEC
OG0010058	LOC115767552|XP_030567694.1|DNOV	LOC6618641|XP_032582408.1|DSEC
OG0010059	LOC115771371|XP_030572914.1|DNOV	LOC6617591|XP_002041904.1|DSEC
OG0010060	LOC115768600|XP_030569111.1|DNOV	LOC6618569|XP_002042828.1|DSEC
OG0010061	LOC115766937|XP_030566885.1|DNOV	LOC6610796|XP_002035362.2|DSEC
OG0010062	LOC115762771|XP_030560981.1|DNOV	LOC6610990|XP_002035547.1|DSEC
OG0010063	LOC115771212|XP_030572671.1|DNOV	LOC6606075|XP_002030884.1|DSEC
OG0010064	LOC115770944|XP_030572266.1|DNOV	LOC6606085|XP_002030894.1|DSEC
OG0010065	LOC115769595|XP_030570339.1|DNOV	LOC6610882|XP_002035445.1|DSEC
OG0010066	LOC115762724|XP_030560913.1|DNOV	LOC6610381|XP_032575816.1|DSEC
OG0010067	LOC115768088|XP_030568423.1|DNOV	LOC6610484|XP_032575593.1|DSEC
OG0010068	LOC115767510|XP_030567675.1|DNOV	LOC6616408|XP_002040768.1|DSEC
OG0010069	LOC115767664|XP_030567811.1|DNOV	LOC6610412|XP_002034994.1|DSEC
OG0010070	LOC115770047|XP_030570990.1|DNOV	LOC116801236|XP_032575367.1|DSEC
OG0010071	LOC115769922|XP_030570807.1|DNOV	LOC6606091|XP_032574308.1|DSEC
OG0010072	LOC115771168|XP_030572610.1|DNOV	LOC6610851|XP_002035417.1|DSEC
OG0010073	LOC115771031|XP_030572426.1|DNOV	LOC6604825|XP_032574837.1|DSEC
OG0010074	LOC115768274|XP_030568671.1|DNOV	LOC6612424|XP_032580956.1|DSEC
OG0010075	LOC115769424|XP_030570092.1|DNOV	LOC6610591|XP_002035164.1|DSEC
OG0010076	LOC115770370|XP_030571476.1|DNOV	LOC6605457|XP_002030290.1|DSEC
OG0010077	LOC115762849|XP_030561085.1|DNOV	LOC6605934|XP_002030747.1|DSEC
OG0010078	LOC115762860|XP_030561096.1|DNOV	LOC6605933|XP_002030746.1|DSEC
OG0010079	LOC115762887|XP_030561121.1|DNOV	LOC6605918|XP_032573433.1|DSEC
OG0010080	LOC115762678|XP_030560852.1|DNOV	LOC6604838|XP_002029683.2|DSEC
OG0010081	LOC115769609|XP_030570364.1|DNOV	LOC6605025|XP_002029868.2|DSEC
OG0010082	LOC115769402|XP_030570065.1|DNOV	LOC6610642|XP_002035209.1|DSEC
OG0010083	LOC115768762|XP_030569315.1|DNOV	LOC6605667|XP_002030485.2|DSEC
OG0010084	LOC115770474|XP_030571618.1|DNOV	LOC6605690|XP_002030506.1|DSEC
OG0010085	LOC115770321|XP_030571418.1|DNOV	LOC6616566|XP_032573971.1|DSEC
OG0010087	LOC115771547|XP_030573147.1|DNOV	LOC6605610|XP_002030428.1|DSEC
OG0010088	LOC115767702|XP_030567857.1|DNOV	LOC6616499|XP_002040859.1|DSEC
OG0010089	LOC115766338|XP_030566094.1|DNOV	LOC6605282|XP_032574860.1|DSEC
OG0010090	LOC115766771|XP_030566641.1|DNOV	LOC6619480|XP_002043695.1|DSEC
OG0010091	LOC115761402|XP_030559020.1|DNOV	LOC6609186|XP_002033877.1|DSEC
OG0010092	LOC115760362|XP_030557512.1|DNOV	LOC116801205|XP_032575222.1|DSEC
OG0010093	LOC115762371|XP_030560406.1|DNOV	LOC6615559|XP_002039933.1|DSEC
OG0010094	LOC115761201|XP_030558746.1|DNOV	LOC6607497|XP_002032266.2|DSEC
OG0010095	LOC115764173|XP_030562920.1|DNOV	LOC116801483|XP_032577290.1|DSEC
OG0010096	LOC115767604|XP_030567759.1|DNOV	LOC6612307|XP_002036817.1|DSEC
OG0010097	LOC115767203|XP_030567253.1|DNOV	LOC116802039|XP_032580934.1|DSEC
OG0010098	LOC115759317|XP_030556088.1|DNOV	LOC6613550|XP_002038018.1|DSEC
OG0010099	LOC115759765|XP_030556682.1|DNOV	LOC6614610|XP_002039038.1|DSEC
OG0010100	LOC115769722|XP_030570514.1|DNOV	LOC6610889|XP_032574074.1|DSEC
OG0010101	LOC115769413|XP_030570081.1|DNOV	LOC6616517|XP_002040877.1|DSEC
OG0010102	LOC115768588|XP_030569098.1|DNOV	LOC6616507|XP_002040867.1|DSEC
OG0010103	LOC115769068|XP_030569644.1|DNOV	LOC6616498|XP_002040858.1|DSEC
OG0010104	LOC115762750|XP_030560948.1|DNOV	LOC6605032|XP_002029874.1|DSEC
OG0010105	LOC115765828|XP_030565412.1|DNOV	LOC6611686|XP_002036220.1|DSEC
OG0010106	LOC115757963|XP_030554303.1|DNOV	LOC6608803|XP_002033522.1|DSEC
OG0010107	LOC115762153|XP_030560125.1|DNOV	LOC6615729|XP_002040100.2|DSEC
OG0010108	LOC115760762|XP_030558107.1|DNOV	LOC6609730|XP_002034387.1|DSEC
OG0010110	LOC115762720|XP_030560906.1|DNOV	LOC6610968|XP_002035525.1|DSEC
OG0010111	LOC115764760|XP_030563855.1|DNOV	LOC6612626|XP_032578168.1|DSEC
OG0010112	LOC115761582|XP_030559231.1|DNOV	LOC6606552|XP_002031353.1|DSEC
OG0010113	LOC115768451|XP_030568872.1|DNOV	LOC6612321|XP_002036831.1|DSEC
OG0010114	LOC115768227|XP_030568614.1|DNOV	LOC6612448|XP_002036956.1|DSEC
OG0010115	LOC115768284|XP_030568683.1|DNOV	LOC6612438|XP_002036946.1|DSEC
OG0010116	LOC115768511|XP_030568958.1|DNOV	LOC6620242|XP_002044452.1|DSEC
OG0010117	LOC115768191|XP_030568561.1|DNOV	LOC6615123|XP_032581305.1|DSEC
OG0010118	LOC115768197|XP_030568570.1|DNOV	LOC6612563|XP_032580373.1|DSEC
OG0010119	LOC115765425|XP_030564831.1|DNOV	LOC6617529|XP_032581467.1|DSEC
OG0010120	LOC115764284|XP_030563075.1|DNOV	LOC6619776|XP_002043989.1|DSEC
OG0010121	LOC115768707|XP_030569255.1|DNOV	LOC6614839|XP_032582085.1|DSEC
OG0010122	LOC115765087|XP_030564327.1|DNOV	LOC6618465|XP_002042735.1|DSEC
OG0010123	LOC115765170|XP_030564450.1|DNOV	LOC6618508|XP_002042768.1|DSEC
OG0010125	LOC115765417|XP_030564822.1|DNOV, LOC115765331|XP_030564693.1|DNOV	LOC6617489|XP_002041806.1|DSEC
OG0010126	LOC115763495|XP_030561948.1|DNOV	LOC6611293|XP_002035840.1|DSEC
OG0010127	LOC115763552|XP_030562030.1|DNOV	LOC6611838|XP_032583159.1|DSEC
OG0010128	LOC115763553|XP_030562031.1|DNOV	LOC6611831|XP_002036353.1|DSEC
OG0010129	LOC115763388|XP_030561788.1|DNOV	LOC6617849|XP_002042157.1|DSEC
OG0010130	LOC115763037|XP_030561311.1|DNOV	LOC6611770|XP_002036293.1|DSEC
OG0010131	LOC115769282|XP_030569867.1|DNOV	LOC6611265|XP_002035820.1|DSEC
OG0010132	LOC115769257|XP_030569826.1|DNOV	LOC6614692|XP_002039119.1|DSEC
OG0010133	LOC115769237|XP_030569813.1|DNOV	LOC6614691|XP_032581657.1|DSEC
OG0010134	LOC115758360|XP_030554808.1|DNOV	LOC6611845|XP_002036367.1|DSEC
OG0010135	LOC115758926|XP_030555583.1|DNOV	LOC6613506|XP_032583467.1|DSEC
OG0010136	LOC115759067|XP_030555755.1|DNOV	LOC6613504|XP_032583651.1|DSEC
OG0010137	LOC115759337|XP_030556115.1|DNOV	LOC6613604|XP_002038074.1|DSEC
OG0010138	LOC115759030|XP_030555706.1|DNOV	LOC6619337|XP_032583167.1|DSEC
OG0010139	LOC115763244|XP_030561583.1|DNOV	LOC6618169|XP_002042447.1|DSEC
OG0010140	LOC115760135|XP_030557195.1|DNOV	LOC6613077|XP_032573113.1|DSEC
OG0010141	LOC115765512|XP_030564990.1|DNOV	LOC6612081|XP_032579043.1|DSEC
OG0010142	LOC115758734|XP_030555344.1|DNOV	LOC6617376|XP_002041701.1|DSEC
OG0010143	LOC115759013|XP_030555684.1|DNOV	LOC6612183|XP_002036700.2|DSEC
OG0010144	LOC115760035|XP_030557062.1|DNOV	LOC6614493|XP_002038926.1|DSEC
OG0010145	LOC115765953|XP_030565562.1|DNOV	LOC6613495|XP_002037964.1|DSEC
OG0010146	LOC115765847|XP_030565433.1|DNOV	LOC6618255|XP_002042529.2|DSEC
OG0010147	LOC115758988|XP_030555649.1|DNOV	LOC6613304|XP_002037781.1|DSEC
OG0010148	LOC115760145|XP_030557213.1|DNOV	LOC6614781|XP_002038815.1|DSEC
OG0010149	LOC115760030|XP_030557057.1|DNOV	LOC6617416|XP_002041741.1|DSEC
OG0010150	LOC115767711|XP_030567867.1|DNOV	LOC6614540|XP_002038971.1|DSEC
OG0010151	LOC115759107|XP_030555806.1|DNOV	LOC116802352|XP_032582736.1|DSEC
OG0010152	LOC115765495|XP_030564964.1|DNOV	LOC6617743|XP_002042055.1|DSEC
OG0010153	LOC115763151|XP_030561459.1|DNOV	LOC6611366|XP_002035911.1|DSEC
OG0010154	LOC115763233|XP_030561569.1|DNOV	LOC6611353|XP_002035899.1|DSEC
OG0010155	LOC115763113|XP_030561416.1|DNOV	LOC6618123|XP_002042421.1|DSEC
OG0010156	LOC115770209|XP_030571264.1|DNOV	LOC6604974|XP_032575280.1|DSEC
OG0010157	LOC115770384|XP_030571492.1|DNOV	LOC6605164|XP_002030003.1|DSEC
OG0010158	LOC115770256|XP_030571331.1|DNOV	LOC6605140|XP_002029981.2|DSEC
OG0010159	LOC115766981|XP_030566937.1|DNOV	LOC6610818|XP_002035384.1|DSEC
OG0010160	LOC115766958|XP_030566905.1|DNOV	LOC6610606|XP_002035174.1|DSEC
OG0010161	LOC115762846|XP_030561082.1|DNOV	LOC6605931|XP_002030744.1|DSEC
OG0010162	LOC115762589|XP_030560736.1|DNOV, LOC115762712|XP_030560897.1|DNOV	LOC116801035|XP_032574239.1|DSEC
OG0010163	LOC115762667|XP_030560840.1|DNOV	LOC6616387|XP_002040747.1|DSEC
OG0010164	LOC115769875|XP_030570737.1|DNOV	LOC6605223|XP_002030061.1|DSEC
OG0010165	LOC115769473|XP_030570151.1|DNOV	LOC6611006|XP_002035563.1|DSEC
OG0010166	LOC115769714|XP_030570503.1|DNOV	LOC6605072|XP_002029913.1|DSEC
OG0010167	LOC115769477|XP_030570155.1|DNOV, LOC115769478|XP_030570156.1|DNOV	LOC6605052|XP_002029893.1|DSEC
OG0010168	LOC115770182|XP_030571203.1|DNOV	LOC116800909|XP_032573277.1|DSEC
OG0010169	LOC115769024|XP_030569594.1|DNOV	LOC6605302|XP_032574127.1|DSEC
OG0010170	LOC115768136|XP_030568494.1|DNOV	LOC6618305|XP_002042578.1|DSEC
OG0010171	LOC115768081|XP_030568411.1|DNOV	LOC6618303|XP_032575196.1|DSEC
OG0010172	LOC115769444|XP_030570118.1|DNOV	LOC6605773|XP_002030588.1|DSEC
OG0010173	LOC115766278|XP_030566045.1|DNOV	LOC6608901|XP_032572273.1|DSEC
OG0010174	LOC115772073|XP_030573888.1|DNOV	LOC6615433|XP_002039815.1|DSEC
OG0010175	LOC115762544|XP_030560681.1|DNOV	LOC6620710|XP_002044913.1|DSEC
OG0010176	LOC115761196|XP_030558739.1|DNOV	LOC6615459|XP_002039839.1|DSEC
OG0010177	LOC115760939|XP_030558379.1|DNOV	LOC6608016|XP_002032764.2|DSEC
OG0010178	LOC115761059|XP_030558536.1|DNOV	LOC6609447|XP_002034132.1|DSEC
OG0010179	LOC115769253|XP_030569827.1|DNOV	LOC6619397|XP_002043612.1|DSEC
OG0010180	LOC115771587|XP_030573210.1|DNOV	LOC6618375|XP_032575937.1|DSEC
OG0010181	LOC115769377|XP_030570028.1|DNOV	LOC6616532|XP_002040891.1|DSEC
OG0010182	LOC115762226|XP_030560221.1|DNOV	LOC6615262|XP_002039667.1|DSEC
OG0010183	LOC115762294|XP_030560320.1|DNOV	LOC6615261|XP_002039666.1|DSEC
OG0010184	LOC115763158|XP_030561473.1|DNOV	LOC116800452|XP_032571389.1|DSEC
OG0010185	LOC115763176|XP_030561495.1|DNOV	LOC6609132|XP_032571392.1|DSEC
OG0010186	LOC115770407|XP_030571526.1|DNOV	LOC6605702|XP_002030518.1|DSEC
OG0010187	LOC115762403|XP_030560451.1|DNOV	LOC6608586|XP_002033320.2|DSEC
OG0010188	LOC115762516|XP_030560629.1|DNOV	LOC6609431|XP_002034116.2|DSEC
OG0010189	LOC115762268|XP_030560288.1|DNOV	LOC6608892|XP_002033606.1|DSEC
OG0010190	LOC115762264|XP_030560285.1|DNOV	LOC6608634|XP_002033368.1|DSEC
OG0010191	LOC115762237|XP_030560239.1|DNOV	LOC6608609|XP_002033343.1|DSEC
OG0010192	LOC115761005|XP_030558476.1|DNOV	LOC116800471|XP_032571579.1|DSEC
OG0010193	LOC115762424|XP_030560480.1|DNOV	LOC6608004|XP_002032752.1|DSEC
OG0010194	LOC115769683|XP_030570466.1|DNOV	LOC6605269|XP_002030107.1|DSEC
OG0010195	LOC115769674|XP_030570453.1|DNOV	LOC6605266|XP_032575499.1|DSEC
OG0010196	LOC115760575|XP_030557852.1|DNOV	LOC6618850|XP_002043099.1|DSEC
OG0010197	LOC115760646|XP_030557968.1|DNOV	LOC6608926|XP_002033640.2|DSEC
OG0010198	LOC115760882|XP_030558308.1|DNOV	LOC6609615|XP_002034292.1|DSEC
OG0010199	LOC115771140|XP_030572574.1|DNOV	LOC6615309|XP_002039713.1|DSEC
OG0010200	LOC115758033|XP_030554402.1|DNOV	LOC6609561|XP_002034244.1|DSEC
OG0010201	LOC115758059|XP_030554433.1|DNOV	LOC6618812|XP_002043061.1|DSEC
OG0010202	LOC115758400|XP_030554906.1|DNOV	LOC6610055|XP_002034671.1|DSEC
OG0010203	LOC115760739|XP_030558076.1|DNOV	LOC6615388|XP_002039770.1|DSEC
OG0010204	LOC115762399|XP_030560448.1|DNOV	LOC6609241|XP_002033931.1|DSEC
OG0010205	LOC115762886|XP_030561124.1|DNOV	LOC6615488|XP_002039868.1|DSEC
OG0010206	LOC115762670|XP_030560848.1|DNOV	LOC6615486|XP_032571970.1|DSEC
OG0010207	LOC115758219|XP_030554628.1|DNOV	LOC6609182|XP_002033873.1|DSEC
OG0010208	LOC115758307|XP_030554735.1|DNOV	LOC6608405|XP_002033139.2|DSEC
OG0010209	LOC115758306|XP_030554734.1|DNOV	LOC6608406|XP_002033140.1|DSEC
OG0010210	LOC115758281|XP_030554703.1|DNOV	LOC6608580|XP_002033314.1|DSEC
OG0010211	LOC115758165|XP_030554566.1|DNOV, LOC115757802|XP_030554080.1|DNOV	LOC6609530|XP_002034213.1|DSEC
OG0010212	LOC115758895|XP_030555555.1|DNOV	LOC6615464|XP_002039844.2|DSEC
OG0010213	LOC115760269|XP_030557403.1|DNOV	LOC6615467|XP_002039847.1|DSEC
OG0010214	LOC115771355|XP_030572892.1|DNOV	LOC6615472|XP_002039852.1|DSEC
OG0010215	LOC115767478|XP_030567642.1|DNOV	LOC6609984|XP_002034620.1|DSEC
OG0010216	LOC115766611|XP_030566460.1|DNOV	LOC6608793|XP_002033512.1|DSEC
OG0010217	LOC115766598|XP_030566445.1|DNOV	LOC6615682|XP_032571281.1|DSEC
OG0010218	LOC115766591|XP_030566437.1|DNOV	LOC6615678|XP_002040049.1|DSEC
OG0010219	LOC115766595|XP_030566442.1|DNOV	LOC6615663|XP_032572416.1|DSEC
OG0010220	LOC115764495|XP_030563443.1|DNOV	LOC6609510|XP_002034194.2|DSEC
OG0010221	LOC115764468|XP_030563370.1|DNOV	LOC6609513|XP_002034197.1|DSEC
OG0010222	LOC115764509|XP_030563464.1|DNOV	LOC6609082|XP_032570691.1|DSEC
OG0010223	LOC115764458|XP_030563355.1|DNOV	LOC6609086|XP_032570697.1|DSEC
OG0010224	LOC115758035|XP_030554406.1|DNOV	LOC6608744|XP_002033467.1|DSEC
OG0010225	LOC115763830|XP_030562442.1|DNOV	LOC6606722|XP_002031520.1|DSEC
OG0010226	LOC115761737|XP_030559483.1|DNOV	LOC6614239|XP_032578655.1|DSEC
OG0010227	LOC115763671|XP_030562201.1|DNOV	LOC116801769|XP_032579083.1|DSEC
OG0010228	LOC115770717|XP_030571977.1|DNOV	LOC6619293|XP_002043510.1|DSEC
OG0010229	LOC115759589|XP_030556418.1|DNOV	LOC116801734|XP_032578836.1|DSEC
OG0010230	LOC115759607|XP_030556438.1|DNOV	LOC6620800|XP_002044998.1|DSEC
OG0010231	LOC115761409|XP_030559029.1|DNOV	LOC6612853|XP_002037345.1|DSEC
OG0010232	LOC115761231|XP_030558783.1|DNOV	LOC116801419|XP_032576668.1|DSEC
OG0010233	LOC115761185|XP_030558708.1|DNOV	LOC6607437|XP_002032206.1|DSEC
OG0010234	LOC115764046|XP_030562746.1|DNOV	LOC116801586|XP_032578008.1|DSEC
OG0010235	LOC115765014|XP_030564227.1|DNOV	LOC6612724|XP_002037227.1|DSEC
OG0010236	LOC115765062|XP_030564296.1|DNOV	LOC6612770|XP_002037271.2|DSEC
OG0010237	LOC115772081|XP_030573894.1|DNOV	LOC6619541|XP_032578624.1|DSEC
OG0010238	LOC115763866|XP_030562502.1|DNOV	LOC6616966|XP_002041294.1|DSEC
OG0010239	LOC115761417|XP_030559033.1|DNOV	LOC6607378|XP_002032151.1|DSEC
OG0010240	LOC115761789|XP_030559583.1|DNOV	LOC6611221|XP_002035777.1|DSEC
OG0010241	LOC115761446|XP_030559073.1|DNOV	LOC116801466|XP_032577127.1|DSEC
OG0010242	LOC115771688|XP_030573365.1|DNOV	LOC6607823|XP_002032581.1|DSEC
OG0010243	LOC115771664|XP_030573338.1|DNOV	LOC6612987|XP_002037478.1|DSEC
OG0010244	LOC115761456|XP_030559082.1|DNOV	LOC6616791|XP_002041128.1|DSEC
OG0010245	LOC115759530|XP_030556340.1|DNOV	LOC6616716|XP_002041061.1|DSEC
OG0010246	LOC115761497|XP_030559125.1|DNOV	LOC6606516|XP_002031317.1|DSEC
OG0010247	LOC115761679|XP_030559395.1|DNOV	LOC6607588|XP_032578675.1|DSEC
OG0010248	LOC115771601|XP_030573219.1|DNOV	LOC6616760|XP_032578352.1|DSEC
OG0010249	LOC115766157|XP_030565857.1|DNOV	LOC6606783|XP_002031580.1|DSEC
OG0010250	LOC115761305|XP_030558892.1|DNOV	LOC6606595|XP_002031396.1|DSEC
OG0010251	LOC115757736|XP_030553981.1|DNOV, LOC115757735|XP_030553980.1|DNOV	LOC6619223|XP_002043442.1|DSEC
OG0010253	LOC115760560|XP_030557825.1|DNOV	LOC6615740|XP_002040111.1|DSEC
OG0010254	LOC115760949|XP_030558394.1|DNOV	LOC6615718|XP_002040089.1|DSEC
OG0010256	LOC115761293|XP_030558880.1|DNOV	LOC6607583|XP_032578729.1|DSEC
OG0010258	LOC115769350|XP_030569984.1|DNOV	LOC6605393|XP_002030226.1|DSEC
OG0010259	LOC115770383|XP_030571491.1|DNOV	LOC116801206|XP_032575225.1|DSEC
OG0010260	LOC115763116|XP_030561420.1|DNOV	LOC6611750|XP_002036273.1|DSEC
OG0010272	LOC115758085|XP_030554459.1|DNOV	LOC6609039|XP_002033742.1|DSEC
OG0010275	LOC115764012|XP_030562699.1|DNOV	LOC6614062|XP_002038516.1|DSEC
OG0010276	LOC115767181|XP_030567230.1|DNOV	LOC6620454|XP_032581470.1|DSEC
OG0010279	LOC115761566|XP_030559214.1|DNOV	LOC6607832|XP_002032590.2|DSEC
OG0010280	LOC115771359|XP_030572902.1|DNOV	LOC6619816|XP_002044029.1|DSEC
OG0010282	LOC115761655|XP_030559357.1|DNOV	LOC6617165|XP_002041492.2|DSEC
OG0010283	LOC115770704|XP_030571959.1|DNOV	LOC6606183|XP_002030991.1|DSEC
OG0010284	LOC115772006|XP_030573798.1|DNOV	LOC6617133|XP_002041460.1|DSEC
OG0010285	LOC115761202|XP_030558747.1|DNOV	LOC6607498|XP_002032267.1|DSEC
OG0010286	LOC115765068|XP_030564303.1|DNOV	LOC6612722|XP_002037225.1|DSEC
OG0010288	LOC115759479|XP_030556272.1|DNOV	LOC6613726|XP_002038196.1|DSEC
OG0010289	LOC115764146|XP_030562882.1|DNOV	LOC6617071|XP_002041399.1|DSEC
OG0010290	LOC115762011|XP_030559940.1|DNOV	LOC6607777|XP_002032536.1|DSEC
OG0010292	LOC115757711|XP_030553929.1|DNOV	LOC6612619|XP_032578723.1|DSEC
OG0010293	LOC115760022|XP_030557044.1|DNOV	LOC6613087|XP_032573023.1|DSEC
OG0010294	LOC115763093|XP_030561391.1|DNOV	LOC6618270|XP_002042543.1|DSEC
OG0010295	LOC115758578|XP_030555154.1|DNOV	LOC6613502|XP_002037971.2|DSEC
OG0010296	LOC115764337|XP_030563155.1|DNOV	LOC6608109|XP_002032857.1|DSEC
