Orthogroup	DNOV.longest_only	DSUZ.longest_only
OG0007363	LOC115768366|XP_030568798.1|DNOV	LOC108013680|XP_016935088.1|DSUZ
OG0007364	LOC115768401|XP_030568834.1|DNOV	LOC108013709|XP_016935125.1|DSUZ
OG0007365	LOC115768399|XP_030568832.1|DNOV	LOC108017008|XP_016939450.1|DSUZ
OG0007366	LOC115766115|XP_030565796.1|DNOV	LOC108017558|XP_036672759.1|DSUZ
OG0007367	LOC115762556|XP_030560693.1|DNOV	LOC108013976|XP_016935480.2|DSUZ
OG0007368	LOC115764628|XP_030563655.1|DNOV	LOC108017194|XP_036672881.1|DSUZ
OG0007369	LOC115767906|XP_030568139.1|DNOV	LOC108012036|XP_036675325.1|DSUZ
OG0007370	LOC115765008|XP_030564222.1|DNOV	LOC108019712|XP_016943100.1|DSUZ
OG0007371	LOC115764200|XP_030562948.1|DNOV	LOC108007219|XP_016926342.2|DSUZ
OG0007372	LOC115766131|XP_030565813.1|DNOV	LOC108011550|XP_016932205.2|DSUZ
OG0007373	LOC115767733|XP_030567904.1|DNOV	LOC108005477|XP_016924267.1|DSUZ
OG0007374	LOC115764285|XP_030563076.1|DNOV	LOC108016641|XP_016938828.1|DSUZ
OG0007375	LOC115767318|XP_030567418.1|DNOV	LOC108014975|XP_036676736.1|DSUZ
OG0007376	LOC115766842|XP_030566749.1|DNOV	LOC108005116|XP_016923779.2|DSUZ
OG0007377	LOC115769001|XP_030569571.1|DNOV	LOC108011127|XP_016931687.1|DSUZ
OG0007378	LOC115768809|XP_030569366.1|DNOV	LOC108013669|XP_036676233.1|DSUZ
OG0007379	LOC115767731|XP_030567901.1|DNOV	LOC108019180|XP_016942438.1|DSUZ
OG0007380	LOC115768505|XP_030568950.1|DNOV	LOC108016577|XP_016938746.2|DSUZ
OG0007381	LOC115767724|XP_030567893.1|DNOV	LOC108019141|XP_016942378.1|DSUZ
OG0007382	LOC115768760|XP_030569310.1|DNOV	LOC108016829|XP_016939135.1|DSUZ
OG0007383	LOC115768668|XP_030569208.1|DNOV	LOC108016740|XP_036676276.1|DSUZ
OG0007384	LOC115766472|XP_030566276.1|DNOV	LOC108016830|XP_016939136.1|DSUZ
OG0007385	LOC115768186|XP_030568554.1|DNOV	LOC108016942|XP_016939360.1|DSUZ
OG0007386	LOC115768923|XP_030569519.1|DNOV	LOC108015393|XP_016937302.1|DSUZ
OG0007387	LOC115765275|XP_030564625.1|DNOV	LOC108018980|XP_016942074.1|DSUZ
OG0007388	LOC115766349|XP_030566105.1|DNOV	LOC108019093|XP_016942270.1|DSUZ
OG0007389	LOC115763165|XP_030561478.1|DNOV	LOC108018067|XP_016940957.1|DSUZ
OG0007390	LOC115768490|XP_030568932.1|DNOV	LOC108016933|XP_016939350.1|DSUZ
OG0007391	LOC115766192|XP_030565896.1|DNOV	LOC108005055|XP_036673280.1|DSUZ
OG0007392	LOC115767976|XP_030568235.1|DNOV	LOC108016862|XP_016939221.1|DSUZ
OG0007393	LOC115770849|XP_030572145.1|DNOV	LOC108017592|XP_036673223.1|DSUZ
OG0007394	LOC115765404|XP_030564801.1|DNOV	LOC108016643|XP_016938831.1|DSUZ
OG0007395	LOC115764364|XP_030563186.1|DNOV	LOC108015282|XP_036676715.1|DSUZ
OG0007396	LOC115759619|XP_030556462.1|DNOV	LOC108016285|XP_016938406.2|DSUZ
OG0007397	LOC115759962|XP_030556964.1|DNOV	LOC108021046|XP_016945038.1|DSUZ
OG0007398	LOC115761991|XP_030559913.1|DNOV	LOC108009331|XP_016929096.1|DSUZ
OG0007399	LOC115767308|XP_030567406.1|DNOV	LOC108014974|XP_036676583.1|DSUZ
OG0007400	LOC115767795|XP_030567986.1|DNOV	LOC108016662|XP_016938862.1|DSUZ
OG0007401	LOC115764310|XP_030563108.1|DNOV	LOC108014955|XP_036676168.1|DSUZ
OG0007402	LOC115759476|XP_030556270.1|DNOV	LOC108013749|XP_036672592.1|DSUZ
OG0007403	LOC115759537|XP_030556348.1|DNOV	LOC108017563|XP_036672554.1|DSUZ
OG0007404	LOC115759450|XP_030556239.1|DNOV	LOC108010741|XP_036672556.1|DSUZ
OG0007405	LOC115759622|XP_030556466.1|DNOV	LOC108007938|XP_016927198.1|DSUZ
OG0007406	LOC115764618|XP_030563638.1|DNOV	LOC108016088|XP_036675043.1|DSUZ
OG0007407	LOC115759345|XP_030556125.1|DNOV	LOC108018304|XP_016941331.1|DSUZ
OG0007408	LOC115771564|XP_030573175.1|DNOV	LOC108011769|XP_036670978.1|DSUZ, LOC108020710|XP_036672439.1|DSUZ
OG0007409	LOC115759020|XP_030555691.1|DNOV	LOC108021044|XP_016945035.1|DSUZ
OG0007410	LOC115765237|XP_030564554.1|DNOV	LOC108006331|XP_016925322.1|DSUZ
OG0007411	LOC115766864|XP_030566783.1|DNOV	LOC108016679|XP_016938888.1|DSUZ
OG0007412	LOC115768312|XP_030568719.1|DNOV	LOC108011208|XP_016931788.1|DSUZ
OG0007413	LOC115763407|XP_030561822.1|DNOV	LOC108009283|XP_016929002.1|DSUZ
OG0007414	LOC115767027|XP_030567013.1|DNOV	LOC108015260|XP_016937104.1|DSUZ
OG0007415	LOC115769087|XP_030569659.1|DNOV	LOC108005253|XP_016923935.1|DSUZ
OG0007416	LOC115766819|XP_030566715.1|DNOV	LOC108005138|XP_036677282.1|DSUZ
OG0007417	LOC115765312|XP_030564670.1|DNOV	LOC108016997|XP_036676158.1|DSUZ
OG0007418	LOC115764758|XP_030563857.1|DNOV	LOC108009885|XP_016930082.1|DSUZ
OG0007419	LOC115771777|XP_030573495.1|DNOV	LOC108017486|XP_016940022.2|DSUZ
OG0007420	LOC115762476|XP_030560556.1|DNOV	LOC108019821|XP_016943326.1|DSUZ
OG0007421	LOC115765253|XP_030564589.1|DNOV	LOC108015098|XP_036676388.1|DSUZ
OG0007422	LOC115766850|XP_030566761.1|DNOV	LOC108016837|XP_016939148.1|DSUZ
OG0007423	LOC115769101|XP_030569671.1|DNOV	LOC108019086|XP_016942249.1|DSUZ
OG0007424	LOC115766178|XP_030565883.1|DNOV	LOC108013933|XP_016935432.2|DSUZ
OG0007425	LOC115771503|XP_030573090.1|DNOV	LOC108010661|XP_016931049.2|DSUZ
OG0007426	LOC115767302|XP_030567397.1|DNOV	LOC108015312|XP_016937181.1|DSUZ
OG0007427	LOC115768761|XP_030569311.1|DNOV	LOC108016904|XP_016939309.1|DSUZ
OG0007428	LOC115766836|XP_030566733.1|DNOV	LOC108016831|XP_036676812.1|DSUZ
OG0007429	LOC115767414|XP_030567550.1|DNOV	LOC108017932|XP_016940614.1|DSUZ
OG0007430	LOC115762614|XP_030560772.1|DNOV	LOC108013358|XP_016934665.1|DSUZ
OG0007431	LOC115768543|XP_030569009.1|DNOV	LOC108021203|XP_016945292.1|DSUZ
OG0007432	LOC115771406|XP_030572966.1|DNOV	LOC108007670|XP_016926880.2|DSUZ
OG0007433	LOC115768892|XP_030569464.1|DNOV	LOC108004693|XP_016923192.1|DSUZ
OG0007434	LOC115767320|XP_030567424.1|DNOV	LOC108010712|XP_016931115.1|DSUZ
OG0007435	LOC115766267|XP_030565993.1|DNOV	LOC108010715|XP_036671486.1|DSUZ
OG0007436	LOC115770226|XP_030571292.1|DNOV	LOC108012580|XP_016933484.1|DSUZ
OG0007437	LOC115770386|XP_030571495.1|DNOV	LOC108012369|XP_016933213.1|DSUZ
OG0007438	LOC115770147|XP_030571157.1|DNOV	LOC108004791|XP_036671705.1|DSUZ
OG0007439	LOC115766300|XP_030566036.1|DNOV	LOC118877596|XP_036672789.1|DSUZ
OG0007440	LOC115764246|XP_030563024.1|DNOV	LOC108007884|XP_016927142.1|DSUZ
OG0007441	LOC115757836|XP_030554128.1|DNOV	LOC108018070|XP_016940958.1|DSUZ
OG0007442	LOC115765720|XP_030565244.1|DNOV	LOC118877731|XP_036673611.1|DSUZ, LOC108018612|XP_036675700.1|DSUZ
OG0007443	LOC115762453|XP_030560516.1|DNOV	LOC108009454|XP_016929311.1|DSUZ
OG0007444	LOC115763584|XP_030562067.1|DNOV	LOC108008540|XP_016927900.1|DSUZ
OG0007445	LOC115763529|XP_030562004.1|DNOV	LOC108008539|XP_016927898.1|DSUZ
OG0007446	LOC115760127|XP_030557185.1|DNOV	LOC108021253|XP_016945359.1|DSUZ
OG0007447	LOC115767708|XP_030567861.1|DNOV	LOC108006793|XP_016925834.1|DSUZ
OG0007448	LOC115760388|XP_030557548.1|DNOV	LOC108008408|XP_016927743.1|DSUZ
OG0007449	LOC115769608|XP_030570367.1|DNOV	LOC108014984|XP_036671713.1|DSUZ
OG0007450	LOC115765964|XP_030565577.1|DNOV	LOC108015451|XP_016937375.1|DSUZ
OG0007451	LOC115771427|XP_030572990.1|DNOV	LOC108014028|XP_016935534.1|DSUZ
OG0007452	LOC115771495|XP_030573080.1|DNOV	LOC108013777|XP_016935230.2|DSUZ
OG0007453	LOC115767587|XP_030567738.1|DNOV	LOC108005095|XP_036671341.1|DSUZ
OG0007454	LOC115767240|XP_030567304.1|DNOV	LOC108020535|XP_016944367.2|DSUZ
OG0007455	LOC115758116|XP_030554529.1|DNOV	LOC108008505|XP_016927860.1|DSUZ
OG0007456	LOC115766854|XP_030566769.1|DNOV	LOC108016801|XP_016939066.1|DSUZ
OG0007457	LOC115769961|XP_030570867.1|DNOV	LOC108012404|XP_016933253.1|DSUZ
OG0007458	LOC115758840|XP_030555481.1|DNOV	LOC108015837|XP_016937894.1|DSUZ
OG0007459	LOC115761205|XP_030558749.1|DNOV	LOC108005965|XP_036672995.1|DSUZ
OG0007460	LOC115766478|XP_030566320.1|DNOV	LOC108009058|XP_016928553.1|DSUZ
OG0007461	LOC115770118|XP_030571101.1|DNOV	LOC108006222|XP_036670682.1|DSUZ
OG0007462	LOC115768416|XP_030568848.1|DNOV	LOC108014660|XP_036671875.1|DSUZ
OG0007463	LOC115768468|XP_030568905.1|DNOV	LOC108014651|XP_036672201.1|DSUZ
OG0007464	LOC115770119|XP_030571103.1|DNOV	LOC108006223|XP_036672367.1|DSUZ
OG0007465	LOC115771506|XP_030573095.1|DNOV	LOC108012508|XP_036671975.1|DSUZ
OG0007466	LOC115757864|XP_030554161.1|DNOV	LOC108009225|XP_016928876.1|DSUZ
OG0007467	LOC115757971|XP_030554314.1|DNOV	LOC108014320|XP_016935881.1|DSUZ
OG0007468	LOC115758190|XP_030554593.1|DNOV	LOC108009291|XP_016929010.1|DSUZ
OG0007469	LOC115768530|XP_030568981.1|DNOV	LOC108007739|XP_036670425.1|DSUZ
OG0007470	LOC115760103|XP_030557152.1|DNOV	LOC108020953|XP_016944884.1|DSUZ
OG0007471	LOC115764467|XP_030563369.1|DNOV	LOC108009564|XP_016929516.1|DSUZ
OG0007472	LOC115765183|XP_030564470.1|DNOV	LOC108006536|XP_016925550.1|DSUZ
OG0007473	LOC115770232|XP_030571298.1|DNOV	LOC108005784|XP_016924602.1|DSUZ
OG0007474	LOC115758546|XP_030555106.1|DNOV	LOC108009518|XP_036668936.1|DSUZ
OG0007475	LOC115762747|XP_030560945.1|DNOV	LOC108013438|XP_016934797.1|DSUZ
OG0007476	LOC115768590|XP_030569096.1|DNOV	LOC108005186|XP_016923859.1|DSUZ
OG0007477	LOC115768571|XP_030569063.1|DNOV	LOC108005322|XP_016924026.1|DSUZ
OG0007478	LOC115763058|XP_030561344.1|DNOV	LOC108021187|XP_016945264.1|DSUZ
OG0007479	LOC115765123|XP_030564379.1|DNOV	LOC108016600|XP_036676309.1|DSUZ
OG0007480	LOC115770754|XP_030572026.1|DNOV	LOC108016084|XP_036673327.1|DSUZ
OG0007482	LOC115758324|XP_030554751.1|DNOV	LOC108005698|XP_016924517.1|DSUZ
OG0007483	LOC115758238|XP_030554655.1|DNOV	LOC108010021|XP_016930308.1|DSUZ
OG0007484	LOC115765202|XP_030564498.1|DNOV	LOC108005425|XP_016924192.1|DSUZ
OG0007485	LOC115767598|XP_030567750.1|DNOV	LOC108020466|XP_016944280.1|DSUZ
OG0007486	LOC115769006|XP_030569575.1|DNOV	LOC108014986|XP_016936696.1|DSUZ
OG0007487	LOC115766753|XP_030566591.1|DNOV	LOC108020429|XP_016944237.1|DSUZ
OG0007488	LOC115771453|XP_030573028.1|DNOV	LOC108005824|XP_016924646.1|DSUZ
OG0007489	LOC115770594|XP_030571789.1|DNOV	LOC108018450|XP_036672982.1|DSUZ
OG0007490	LOC115768303|XP_030568707.1|DNOV	LOC108019147|XP_016942385.1|DSUZ
OG0007491	LOC115768026|XP_030568305.1|DNOV	LOC108015204|XP_016937018.1|DSUZ
OG0007492	LOC115761683|XP_030559402.1|DNOV	LOC108018153|XP_016941109.1|DSUZ
OG0007493	LOC115769067|XP_030569641.1|DNOV	LOC108019203|XP_016942485.1|DSUZ
OG0007494	LOC115763557|XP_030562036.1|DNOV	LOC108005314|XP_016924019.1|DSUZ
OG0007495	LOC115765112|XP_030564360.1|DNOV	LOC108011218|XP_016931800.1|DSUZ
OG0007496	LOC115768218|XP_030568604.1|DNOV	LOC108005563|XP_016924350.1|DSUZ
OG0007497	LOC115770502|XP_030571657.1|DNOV	LOC108013267|XP_016934517.1|DSUZ
OG0007498	LOC115770076|XP_030571040.1|DNOV	LOC108013224|XP_036670740.1|DSUZ
OG0007499	LOC115771523|XP_030573118.1|DNOV	LOC108006911|XP_016925996.2|DSUZ
OG0007500	LOC115771524|XP_030573119.1|DNOV	LOC108006913|XP_016925999.2|DSUZ
OG0007501	LOC115771455|XP_030573030.1|DNOV	LOC108007700|XP_016926927.1|DSUZ
OG0007502	LOC115767477|XP_030567641.1|DNOV	LOC108011575|XP_016932234.1|DSUZ
OG0007503	LOC115765503|XP_030564976.1|DNOV	LOC108021610|XP_016945895.1|DSUZ
OG0007504	LOC115770212|XP_030571266.1|DNOV	LOC108012569|XP_016933472.1|DSUZ
OG0007505	LOC115770107|XP_030571084.1|DNOV	LOC108013459|XP_016934826.1|DSUZ
OG0007506	LOC115770105|XP_030571082.1|DNOV	LOC108012477|XP_016933363.1|DSUZ
OG0007507	LOC115760167|XP_030557247.1|DNOV	LOC108021173|XP_016945244.1|DSUZ
OG0007508	LOC115759313|XP_030556083.1|DNOV	LOC108020916|XP_016944825.1|DSUZ
OG0007509	LOC115763511|XP_030561968.1|DNOV	LOC108021086|XP_016945096.1|DSUZ
OG0007510	LOC115764590|XP_030563601.1|DNOV	LOC108018101|XP_016941004.1|DSUZ
OG0007511	LOC115763481|XP_030561926.1|DNOV	LOC108020925|XP_016944837.1|DSUZ
OG0007512	LOC115763674|XP_030562206.1|DNOV	LOC108015561|XP_036672614.1|DSUZ
OG0007513	LOC115765892|XP_030565494.1|DNOV	LOC108021006|XP_016944970.1|DSUZ
OG0007515	LOC115765470|XP_030564910.1|DNOV	LOC108007709|XP_016926946.1|DSUZ
OG0007516	LOC115765959|XP_030565571.1|DNOV	LOC108015405|XP_016937318.1|DSUZ
OG0007517	LOC115771512|XP_030573107.1|DNOV	LOC108005822|XP_016924644.1|DSUZ
OG0007518	LOC115757827|XP_030554111.1|DNOV	LOC108009811|XP_016929977.1|DSUZ
OG0007519	LOC115762907|XP_030561148.1|DNOV	LOC108010060|XP_016930362.1|DSUZ
OG0007520	LOC115768914|XP_030569504.1|DNOV	LOC108005317|XP_016924020.1|DSUZ
OG0007521	LOC115766383|XP_030566146.1|DNOV	LOC108005478|XP_016924268.2|DSUZ
OG0007522	LOC115769007|XP_030569576.1|DNOV	LOC108015142|XP_016936901.1|DSUZ
OG0007523	LOC115758225|XP_030554637.1|DNOV	LOC108009971|XP_016930223.1|DSUZ
OG0007524	LOC115758756|XP_030555375.1|DNOV	LOC108021045|XP_016945037.1|DSUZ
OG0007525	LOC115769304|XP_030569892.1|DNOV	LOC108006149|XP_016925095.1|DSUZ
OG0007526	LOC115771885|XP_030573631.1|DNOV	LOC108018730|XP_036673296.1|DSUZ
OG0007527	LOC115769907|XP_030570789.1|DNOV	LOC108013422|XP_016934775.1|DSUZ
OG0007528	LOC115767458|XP_030567622.1|DNOV	LOC108019790|XP_016943274.1|DSUZ
OG0007529	LOC115760209|XP_030557309.1|DNOV	LOC108008704|XP_016928090.1|DSUZ
OG0007530	LOC115760369|XP_030557522.1|DNOV	LOC108006623|XP_016925637.2|DSUZ
OG0007531	LOC115767469|XP_030567635.1|DNOV	LOC108019651|XP_016943023.1|DSUZ
OG0007532	LOC115757950|XP_030554283.1|DNOV	LOC108010249|XP_016930592.1|DSUZ
OG0007533	LOC115770217|XP_030571274.1|DNOV	LOC108006909|XP_036670925.1|DSUZ
OG0007534	LOC115770388|XP_030571496.1|DNOV	LOC108012531|XP_016933433.1|DSUZ
OG0007535	LOC115771543|XP_030573142.1|DNOV	LOC108005531|XP_036672105.1|DSUZ
OG0007536	LOC115770620|XP_030571817.1|DNOV	LOC108006649|XP_036673483.1|DSUZ
OG0007537	LOC115771546|XP_030573146.1|DNOV	LOC108013063|XP_036672317.1|DSUZ
OG0007538	LOC115771485|XP_030573067.1|DNOV	LOC108013339|XP_016934634.1|DSUZ
OG0007539	LOC115759872|XP_030556842.1|DNOV	LOC108021122|XP_016945161.1|DSUZ
OG0007540	LOC115771613|XP_030573244.1|DNOV	LOC108010834|XP_016931290.2|DSUZ
OG0007541	LOC115758001|XP_030554355.1|DNOV	LOC108019600|XP_016942930.1|DSUZ
OG0007542	LOC115766587|XP_030566433.1|DNOV	LOC108009689|XP_016929725.1|DSUZ
OG0007543	LOC115766735|XP_030566556.1|DNOV	LOC108020380|XP_016944123.1|DSUZ
OG0007544	LOC115769312|XP_030569907.1|DNOV	LOC108014668|XP_036670688.1|DSUZ
OG0007545	LOC115758818|XP_030555455.1|DNOV	LOC108021552|XP_016945809.1|DSUZ
OG0007546	LOC115765729|XP_030565252.1|DNOV	LOC108014055|XP_016935561.2|DSUZ
OG0007547	LOC115757953|XP_030554287.1|DNOV	LOC108006183|XP_016925106.1|DSUZ
OG0007548	LOC115769504|XP_030570189.1|DNOV	LOC108013172|XP_016934356.1|DSUZ
OG0007549	LOC115770284|XP_030571376.1|DNOV	LOC108006892|XP_016925969.2|DSUZ
OG0007550	LOC115770466|XP_030571602.1|DNOV	LOC108013336|XP_016934627.1|DSUZ
OG0007551	LOC115758557|XP_030555128.1|DNOV	LOC108019565|XP_036670000.1|DSUZ
OG0007552	LOC115765899|XP_030565501.1|DNOV	LOC108008743|XP_016928133.1|DSUZ
OG0007553	LOC115758724|XP_030555335.1|DNOV	LOC108005009|XP_016923636.1|DSUZ
OG0007554	LOC115762594|XP_030560743.1|DNOV	LOC108013498|XP_016934870.1|DSUZ
OG0007555	LOC115758234|XP_030554646.1|DNOV	LOC108009321|XP_016929080.1|DSUZ
OG0007556	LOC115758082|XP_030554457.1|DNOV	LOC108010294|XP_016930655.1|DSUZ
OG0007557	LOC115757977|XP_030554318.1|DNOV	LOC108010045|XP_016930343.1|DSUZ
OG0007558	LOC115758596|XP_030555197.1|DNOV	LOC108010308|XP_016930681.1|DSUZ
OG0007559	LOC115758615|XP_030555208.1|DNOV	LOC108007871|XP_016927125.1|DSUZ
OG0007560	LOC115770164|XP_030571182.1|DNOV	LOC108013484|XP_016934856.1|DSUZ
OG0007561	LOC115771515|XP_030573110.1|DNOV	LOC108020750|XP_036672482.1|DSUZ, LOC118877351|XP_036671661.1|DSUZ
OG0007562	LOC115770373|XP_030571479.1|DNOV	LOC108014678|XP_036671160.1|DSUZ
OG0007563	LOC115766527|XP_030566357.1|DNOV	LOC108010516|XP_016930879.1|DSUZ
OG0007564	LOC115769669|XP_030570443.1|DNOV	LOC108006701|XP_016925730.1|DSUZ
OG0007566	LOC115757942|XP_030554274.1|DNOV	LOC108010113|XP_016930426.1|DSUZ
OG0007567	LOC115761638|XP_030559329.1|DNOV	LOC108007216|XP_016926339.2|DSUZ
OG0007568	LOC115758195|XP_030554599.1|DNOV	LOC108019849|XP_016943376.1|DSUZ
OG0007569	LOC115767428|XP_030567566.1|DNOV	LOC108009851|XP_016930037.1|DSUZ
OG0007570	LOC115758285|XP_030554708.1|DNOV	LOC108019848|XP_016943373.1|DSUZ
OG0007571	LOC115758194|XP_030554596.1|DNOV	LOC108019908|XP_016943495.1|DSUZ
OG0007572	LOC115764555|XP_030563537.1|DNOV	LOC108015440|XP_016937362.1|DSUZ
OG0007573	LOC115763948|XP_030562604.1|DNOV	LOC108009374|XP_016929167.1|DSUZ
OG0007574	LOC115760573|XP_030557847.1|DNOV	LOC108009265|XP_016928958.1|DSUZ
OG0007575	LOC115767426|XP_030567562.1|DNOV	LOC108018142|XP_016941090.1|DSUZ
OG0007576	LOC115769154|XP_030569708.1|DNOV	LOC108004717|XP_016923222.1|DSUZ
OG0007577	LOC115766413|XP_030566193.1|DNOV	LOC108016668|XP_016938873.1|DSUZ
OG0007578	LOC115760144|XP_030557212.1|DNOV	LOC108017279|XP_016939788.2|DSUZ
OG0007579	LOC115759478|XP_030556275.1|DNOV	LOC108019889|XP_016943456.1|DSUZ
OG0007580	LOC115769963|XP_030570873.1|DNOV	LOC108015705|XP_036671490.1|DSUZ
OG0007581	LOC115759011|XP_030555682.1|DNOV	LOC108021127|XP_016945173.1|DSUZ
OG0007582	LOC115767922|XP_030568150.1|DNOV	LOC108007936|XP_016927196.2|DSUZ
OG0007583	LOC115757833|XP_030554125.1|DNOV	LOC108010087|XP_016930395.1|DSUZ
OG0007584	LOC115768173|XP_030568535.1|DNOV	LOC108018863|XP_036675839.1|DSUZ
OG0007585	LOC115771475|XP_030573057.1|DNOV	LOC108014663|XP_016936314.2|DSUZ
OG0007586	LOC115769266|XP_030569836.1|DNOV	LOC108021446|XP_016945655.1|DSUZ
OG0007587	LOC115759102|XP_030555803.1|DNOV	LOC108009463|XP_016929328.1|DSUZ
OG0007588	LOC115760156|XP_030557228.1|DNOV	LOC108005714|XP_016924531.1|DSUZ
OG0007589	LOC115765350|XP_030564723.1|DNOV	LOC108019185|XP_016942445.1|DSUZ
OG0007590	LOC115770473|XP_030571615.1|DNOV	LOC108013132|XP_016934300.1|DSUZ
OG0007591	LOC115758302|XP_030554730.1|DNOV	LOC108009149|XP_016928741.1|DSUZ
OG0007592	LOC115762198|XP_030560182.1|DNOV	LOC108009547|XP_016929478.1|DSUZ
OG0007593	LOC115769043|XP_030569609.1|DNOV	LOC108011166|XP_016931743.1|DSUZ
OG0007594	LOC115758304|XP_030554732.1|DNOV	LOC108008386|XP_016927720.1|DSUZ
OG0007595	LOC115767436|XP_030567589.1|DNOV	LOC108008462|XP_016927805.1|DSUZ
OG0007596	LOC115767125|XP_030567146.1|DNOV	LOC108012609|XP_016933517.1|DSUZ
OG0007597	LOC115769796|XP_030570624.1|DNOV	LOC108015538|XP_016937505.1|DSUZ
OG0007598	LOC115758158|XP_030554556.1|DNOV	LOC108018135|XP_016941079.1|DSUZ
OG0007599	LOC115769540|XP_030570241.1|DNOV	LOC108005564|XP_016924352.1|DSUZ
OG0007600	LOC115769870|XP_030570732.1|DNOV	LOC108016315|XP_016938440.1|DSUZ, LOC118877516|XP_036672445.1|DSUZ
OG0007601	LOC115767270|XP_030567361.1|DNOV	LOC108019358|XP_016942669.2|DSUZ
OG0007602	LOC115767259|XP_030567339.1|DNOV	LOC108017614|XP_036670550.1|DSUZ
OG0007603	LOC115768005|XP_030568278.1|DNOV	LOC108017638|XP_016940238.2|DSUZ
OG0007604	LOC115768091|XP_030568431.1|DNOV	LOC108013120|XP_016934280.1|DSUZ
OG0007605	LOC115770509|XP_030571669.1|DNOV	LOC108007430|XP_036671841.1|DSUZ
OG0007606	LOC115769691|XP_030570478.1|DNOV	LOC108015410|XP_036670426.1|DSUZ
OG0007607	LOC115771602|XP_030573220.1|DNOV	LOC108020314|XP_036675698.1|DSUZ
OG0007608	LOC115770498|XP_030571652.1|DNOV	LOC108012840|XP_016933796.1|DSUZ
OG0007609	LOC115765118|XP_030564371.1|DNOV	LOC108006548|XP_016925568.1|DSUZ
OG0007610	LOC115758260|XP_030554676.1|DNOV	LOC108008535|XP_016927894.1|DSUZ
OG0007611	LOC115766716|XP_030566500.1|DNOV	LOC108020353|XP_036674584.1|DSUZ
OG0007612	LOC115758206|XP_030554615.1|DNOV	LOC108009669|XP_016929688.1|DSUZ
OG0007613	LOC115771130|XP_030572562.1|DNOV	LOC108008291|XP_016927591.2|DSUZ
OG0007614	LOC115762785|XP_030560997.1|DNOV	LOC108007098|XP_036671088.1|DSUZ
OG0007615	LOC115769610|XP_030570366.1|DNOV	LOC108013068|XP_016934175.1|DSUZ
OG0007616	LOC115761637|XP_030559328.1|DNOV	LOC108007207|XP_036674142.1|DSUZ
OG0007617	LOC115769849|XP_030570686.1|DNOV	LOC108013766|XP_036671113.1|DSUZ
OG0007618	LOC115770137|XP_030571141.1|DNOV	LOC108012769|XP_016933690.1|DSUZ
OG0007619	LOC115770017|XP_030570933.1|DNOV	LOC108013000|XP_016934071.1|DSUZ
OG0007620	LOC115768917|XP_030569512.1|DNOV	LOC108012901|XP_016933898.1|DSUZ
OG0007621	LOC115771796|XP_030573529.1|DNOV	LOC108008347|XP_016927665.1|DSUZ
OG0007622	LOC115766484|XP_030566308.1|DNOV	LOC108010479|XP_036672297.1|DSUZ
OG0007623	LOC115770401|XP_030571517.1|DNOV	LOC108006216|XP_036671540.1|DSUZ
OG0007624	LOC115770291|XP_030571386.1|DNOV	LOC108012588|XP_016933495.1|DSUZ
OG0007625	LOC115770309|XP_030571408.1|DNOV	LOC108015895|XP_036672063.1|DSUZ
OG0007626	LOC115769686|XP_030570467.1|DNOV	LOC108013585|XP_016935002.1|DSUZ
OG0007627	LOC115769523|XP_030570223.1|DNOV	LOC108013223|XP_016934439.1|DSUZ
OG0007628	LOC115766802|XP_030566687.1|DNOV	LOC108020347|XP_016944003.1|DSUZ
OG0007629	LOC115767166|XP_030567209.1|DNOV	LOC108012352|XP_016933193.1|DSUZ
OG0007630	LOC115759644|XP_030556493.1|DNOV	LOC108010742|XP_036672765.1|DSUZ
OG0007631	LOC115765036|XP_030564264.1|DNOV	LOC108013870|XP_036673203.1|DSUZ
OG0007632	LOC115762570|XP_030560716.1|DNOV	LOC108013125|XP_016934291.1|DSUZ
OG0007633	LOC115760125|XP_030557183.1|DNOV	LOC108013895|XP_016935391.1|DSUZ
OG0007634	LOC115761182|XP_030558706.1|DNOV	LOC108015485|XP_016937406.1|DSUZ
OG0007635	LOC115769192|XP_030569755.1|DNOV	LOC108021001|XP_016944958.1|DSUZ
OG0007636	LOC115771432|XP_030572997.1|DNOV	LOC108020743|XP_016944608.1|DSUZ
OG0007637	LOC115760161|XP_030557233.1|DNOV	LOC108011693|XP_036677411.1|DSUZ
OG0007638	LOC115762337|XP_030560362.1|DNOV	LOC108016758|XP_036676332.1|DSUZ
OG0007639	LOC115768158|XP_030568512.1|DNOV	LOC108015006|XP_016936723.1|DSUZ
OG0007640	LOC115763303|XP_030561659.1|DNOV	LOC108009282|XP_016929001.1|DSUZ
OG0007641	LOC115770736|XP_030571998.1|DNOV	LOC108018538|XP_016941581.1|DSUZ
OG0007642	LOC115761020|XP_030558494.1|DNOV, LOC115760976|XP_030558439.1|DNOV	LOC108009478|XP_016929348.1|DSUZ
OG0007643	LOC115770840|XP_030572135.1|DNOV, LOC115762970|XP_030561207.1|DNOV	LOC108014549|XP_036673359.1|DSUZ
OG0007644	LOC115772043|XP_030573839.1|DNOV	LOC108010857|XP_036675651.1|DSUZ
OG0007645	LOC115766154|XP_030565850.1|DNOV	LOC108007016|XP_016926111.1|DSUZ
OG0007646	LOC115759015|XP_030555686.1|DNOV	LOC108010073|XP_016930379.1|DSUZ
OG0007647	LOC115759219|XP_030555971.1|DNOV	LOC108016282|XP_016938407.1|DSUZ
