Orthogroup	DNOV.longest_only	CQUI.longest_only
OG0007676	LOC115767019|XP_030567004.1|DNOV	LOC6049042|XP_001865858.2|CQUI
OG0007677	LOC115769065|XP_030569639.1|DNOV	LOC6049041|XP_001865868.2|CQUI
OG0007678	LOC115766407|XP_030566185.1|DNOV	LOC6047028|XP_001864138.2|CQUI
OG0007679	LOC115766459|XP_030566252.1|DNOV	LOC119771142|XP_038122489.1|CQUI
OG0007680	LOC115763337|XP_030561703.1|DNOV	LOC6038192|XP_001848022.2|CQUI
OG0007681	LOC115764927|XP_030564097.1|DNOV	LOC6051663|XP_038122699.1|CQUI
OG0007682	LOC115764336|XP_030563151.1|DNOV	LOC6042758|XP_038105041.1|CQUI
OG0007684	LOC115767247|XP_030567312.1|DNOV	LOC6044975|XP_001862397.1|CQUI
OG0007685	LOC115766294|XP_030566028.1|DNOV	LOC6046579|XP_038104974.1|CQUI
OG0007686	LOC115765347|XP_030564718.1|DNOV	LOC6043384|XP_038114144.1|CQUI
OG0007687	LOC115768750|XP_030569298.1|DNOV	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	LOC115764338|XP_030563152.1|DNOV	LOC6048471|XP_038117109.1|CQUI
OG0007690	LOC115765167|XP_030564440.1|DNOV	LOC6034319|XP_001844652.1|CQUI
OG0007691	LOC115761609|XP_030559271.1|DNOV	LOC119765259|XP_038104684.1|CQUI
OG0007692	LOC115765306|XP_030564661.1|DNOV	LOC6051501|XP_038104423.1|CQUI
OG0007693	LOC115767802|XP_030567995.1|DNOV	LOC6051499|XP_001867935.2|CQUI
OG0007694	LOC115766754|XP_030566596.1|DNOV	LOC6051125|XP_001867609.2|CQUI
OG0007695	LOC115767553|XP_030567696.1|DNOV	LOC6045741|XP_038107976.1|CQUI
OG0007696	LOC115770434|XP_030571564.1|DNOV	LOC6050066|XP_001866734.2|CQUI
OG0007697	LOC115762641|XP_030560806.1|DNOV	LOC6049761|XP_001866461.2|CQUI
OG0007698	LOC115767386|XP_030567508.1|DNOV	LOC6052316|XP_038104291.1|CQUI
OG0007699	LOC115768495|XP_030568941.1|DNOV	LOC6054358|XP_038122937.1|CQUI
OG0007700	LOC115767985|XP_030568244.1|DNOV	LOC6052349|XP_038122556.1|CQUI
OG0007701	LOC115766825|XP_030566720.1|DNOV	LOC6052276|XP_038105152.1|CQUI
OG0007702	LOC115765131|XP_030564387.1|DNOV	LOC6052275|XP_038104618.1|CQUI
OG0007703	LOC115768768|XP_030569318.1|DNOV	LOC6047713|XP_001864735.2|CQUI
OG0007704	LOC115765023|XP_030564238.1|DNOV	LOC6046907|XP_038104744.1|CQUI
OG0007705	LOC115766329|XP_030566079.1|DNOV	LOC6053691|XP_038104567.1|CQUI
OG0007706	LOC115767322|XP_030567422.1|DNOV	LOC6050932|XP_038104334.1|CQUI
OG0007707	LOC115766308|XP_030566043.1|DNOV	LOC6050933|XP_038105671.1|CQUI
OG0007708	LOC115765345|XP_030564717.1|DNOV	LOC6051386|XP_038112207.1|CQUI
OG0007709	LOC115768803|XP_030569358.1|DNOV	LOC6049207|XP_038106397.1|CQUI
OG0007710	LOC115765271|XP_030564621.1|DNOV	LOC119766105|XP_038106427.1|CQUI
OG0007711	LOC115766371|XP_030566131.1|DNOV	LOC6054433|XP_001870346.1|CQUI
OG0007712	LOC115767755|XP_030567934.1|DNOV	LOC6053047|XP_038121443.1|CQUI
OG0007714	LOC115765249|XP_030564575.1|DNOV	LOC6044149|XP_001861702.1|CQUI
OG0007715	LOC115765210|XP_030564511.1|DNOV	LOC6049180|XP_038106734.1|CQUI
OG0007716	LOC115765380|XP_030564764.1|DNOV	LOC6045251|XP_001862643.2|CQUI
OG0007717	LOC115764883|XP_030564023.1|DNOV	LOC6050924|XP_001867440.1|CQUI
OG0007718	LOC115768308|XP_030568716.1|DNOV	LOC6045343|XP_001862732.2|CQUI
OG0007719	LOC115764390|XP_030563219.1|DNOV	LOC6052025|XP_038105554.1|CQUI
OG0007720	LOC115764366|XP_030563189.1|DNOV	LOC6044216|XP_001861756.2|CQUI
OG0007721	LOC115765263|XP_030564603.1|DNOV	LOC6044208|XP_038113186.1|CQUI
OG0007722	LOC115765419|XP_030564824.1|DNOV	LOC6054682|XP_038121853.1|CQUI
OG0007723	LOC115765356|XP_030564729.1|DNOV	LOC6054604|XP_038104460.1|CQUI
OG0007724	LOC115765958|XP_030565569.1|DNOV	LOC6044431|XP_001861949.2|CQUI
OG0007725	LOC115771349|XP_030572877.1|DNOV	LOC6054480|XP_038122541.1|CQUI
OG0007727	LOC115768802|XP_030569357.1|DNOV	LOC6052595|XP_038105045.1|CQUI
OG0007728	LOC115768675|XP_030569219.1|DNOV	LOC6044992|XP_038112317.1|CQUI
OG0007729	LOC115768838|XP_030569395.1|DNOV	LOC6044996|XP_038122829.1|CQUI
OG0007730	LOC115768683|XP_030569227.1|DNOV	LOC6044762|XP_038122691.1|CQUI
OG0007732	LOC115764414|XP_030563271.1|DNOV	LOC6048958|XP_038117502.1|CQUI
OG0007735	LOC115767838|XP_030568043.1|DNOV	LOC6045131|XP_001862533.1|CQUI
OG0007736	LOC115768910|XP_030569497.1|DNOV	LOC6036921|XP_038104006.1|CQUI
OG0007737	LOC115771801|XP_030573531.1|DNOV	LOC6037927|XP_038109365.1|CQUI
OG0007738	LOC115764644|XP_030563677.1|DNOV	LOC6037939|XP_038122583.1|CQUI
OG0007739	LOC115768350|XP_030568773.1|DNOV	LOC6042681|XP_001853435.2|CQUI
OG0007740	LOC115767608|XP_030567766.1|DNOV	LOC6042695|XP_038104246.1|CQUI
OG0007741	LOC115768670|XP_030569212.1|DNOV	LOC6042499|XP_038122803.1|CQUI
OG0007742	LOC115765211|XP_030564513.1|DNOV	LOC6039063|XP_038112797.1|CQUI
OG0007743	LOC115764899|XP_030564050.1|DNOV	LOC6046975|XP_038122746.1|CQUI
OG0007744	LOC115762651|XP_030560817.1|DNOV	LOC6053775|XP_001869804.2|CQUI
OG0007745	LOC115761449|XP_030559076.1|DNOV	LOC6048774|XP_038105485.1|CQUI
OG0007747	LOC115767271|XP_030567356.1|DNOV	LOC6050775|XP_038107338.1|CQUI
OG0007748	LOC115764395|XP_030563236.1|DNOV	LOC6038330|XP_038122467.1|CQUI
OG0007750	LOC115757703|XP_030553910.1|DNOV	LOC6047654|XP_001864690.2|CQUI
OG0007752	LOC115767832|XP_030568033.1|DNOV	LOC6053536|XP_001869600.2|CQUI
OG0007755	LOC115767843|XP_030568051.1|DNOV	LOC6052578|XP_038121672.1|CQUI
OG0007756	LOC115768267|XP_030568660.1|DNOV	LOC6034417|XP_038122766.1|CQUI
OG0007757	LOC115767594|XP_030567747.1|DNOV	LOC6034428|XP_038108334.1|CQUI
OG0007760	LOC115764320|XP_030563125.1|DNOV	LOC6034457|XP_001844770.2|CQUI
OG0007761	LOC115767825|XP_030568026.1|DNOV	LOC6034471|XP_038122821.1|CQUI
OG0007762	LOC115767874|XP_030568094.1|DNOV	LOC6034472|XP_038115983.1|CQUI
OG0007763	LOC115765862|XP_030565452.1|DNOV	LOC6034474|XP_001844784.1|CQUI
OG0007764	LOC115767353|XP_030567466.1|DNOV	LOC6034476|XP_038122923.1|CQUI
OG0007765	LOC115767389|XP_030567512.1|DNOV	LOC6034480|XP_038104014.1|CQUI
OG0007766	LOC115761750|XP_030559509.1|DNOV	LOC6034483|XP_038104015.1|CQUI
OG0007768	LOC115764327|XP_030563137.1|DNOV	LOC6052779|XP_038113508.1|CQUI
OG0007769	LOC115767751|XP_030567927.1|DNOV	LOC6051179|XP_001867661.1|CQUI
OG0007770	LOC115767747|XP_030567920.1|DNOV	LOC6049167|XP_038122974.1|CQUI
OG0007771	LOC115758350|XP_030554792.1|DNOV	LOC6031445|XP_001842249.2|CQUI
OG0007772	LOC115767329|XP_030567434.1|DNOV	LOC6042570|XP_038105036.1|CQUI
OG0007773	LOC115759198|XP_030555940.1|DNOV	LOC6034791|XP_038112738.1|CQUI
OG0007774	LOC115771153|XP_030572586.1|DNOV	LOC6031438|XP_038105652.1|CQUI
OG0007775	LOC115765141|XP_030564404.1|DNOV	LOC6052605|XP_038105818.1|CQUI
OG0007776	LOC115764348|XP_030563166.1|DNOV	LOC6053471|XP_038122686.1|CQUI
OG0007777	LOC115765258|XP_030564597.1|DNOV	LOC6043994|XP_038116333.1|CQUI
OG0007779	LOC115762606|XP_030560762.1|DNOV	LOC119765085|XP_038104145.1|CQUI
OG0007780	LOC115767840|XP_030568046.1|DNOV	LOC6052646|XP_038105404.1|CQUI
OG0007781	LOC115768297|XP_030568702.1|DNOV	LOC119769479|XP_038118005.1|CQUI
OG0007782	LOC115768367|XP_030568799.1|DNOV	LOC6039069|XP_038104568.1|CQUI
OG0007784	LOC115771797|XP_030573526.1|DNOV	LOC6051726|XP_001868120.2|CQUI
OG0007786	LOC115765991|XP_030565619.1|DNOV	LOC6053054|XP_038105741.1|CQUI
OG0007787	LOC115761212|XP_030558758.1|DNOV	LOC119765323|XP_038104889.1|CQUI
OG0007788	LOC115771767|XP_030573479.1|DNOV	LOC6034808|XP_001845080.2|CQUI
OG0007789	LOC115761186|XP_030558709.1|DNOV	LOC6046774|XP_038104944.1|CQUI
OG0007790	LOC115764895|XP_030564046.1|DNOV	LOC6036488|XP_038105712.1|CQUI
OG0007792	LOC115768215|XP_030568592.1|DNOV	LOC6042419|XP_038113154.1|CQUI
OG0007793	LOC115765642|XP_030565159.1|DNOV	LOC119769520|XP_038118274.1|CQUI
OG0007794	LOC115769122|XP_030569687.1|DNOV	LOC6034931|XP_038113474.1|CQUI
OG0007795	LOC115766848|XP_030566758.1|DNOV	LOC6048844|XP_001865691.2|CQUI
OG0007797	LOC115761517|XP_030559146.1|DNOV	LOC6047473|XP_038122879.1|CQUI
OG0007798	LOC115761519|XP_030559149.1|DNOV	LOC6054407|XP_038112909.1|CQUI
OG0007799	LOC115761176|XP_030558698.1|DNOV	LOC6052080|XP_001868407.1|CQUI
OG0007800	LOC115761371|XP_030558980.1|DNOV	LOC6044840|XP_001862290.2|CQUI
OG0007801	LOC115760423|XP_030557593.1|DNOV	LOC6035567|XP_038107035.1|CQUI
OG0007802	LOC115761945|XP_030559841.1|DNOV	LOC119771186|XP_038122713.1|CQUI
OG0007803	LOC115759657|XP_030556506.1|DNOV	LOC6032576|XP_038104221.1|CQUI
OG0007804	LOC115767105|XP_030567112.1|DNOV	LOC6035085|XP_038122773.1|CQUI
OG0007805	LOC115767109|XP_030567121.1|DNOV	LOC6048399|XP_001865322.2|CQUI
OG0007806	LOC115767106|XP_030567118.1|DNOV	LOC6048398|XP_038122542.1|CQUI
OG0007811	LOC115761935|XP_030559826.1|DNOV	LOC6032633|XP_038105259.1|CQUI
OG0007812	LOC115767294|XP_030567387.1|DNOV	LOC6032652|XP_001843219.2|CQUI
OG0007814	LOC115766403|XP_030566180.1|DNOV	LOC6037468|XP_038104007.1|CQUI
OG0007815	LOC115766445|XP_030566232.1|DNOV	LOC6039935|XP_001849432.2|CQUI
OG0007816	LOC115771530|XP_030573127.1|DNOV	LOC6035392|XP_001845592.2|CQUI
OG0007817	LOC115771760|XP_030573471.1|DNOV	LOC6035391|XP_038104697.1|CQUI
OG0007818	LOC115764092|XP_030562805.1|DNOV	LOC6031659|XP_038104431.1|CQUI
OG0007819	LOC115768756|XP_030569306.1|DNOV	LOC6037472|XP_001847381.2|CQUI
OG0007820	LOC115771718|XP_030573397.1|DNOV	LOC6033670|XP_038113389.1|CQUI
OG0007821	LOC115761354|XP_030558960.1|DNOV	LOC6033667|XP_001844093.2|CQUI
OG0007822	LOC115761353|XP_030558959.1|DNOV	LOC6033666|XP_038104214.1|CQUI
OG0007823	LOC115761335|XP_030558931.1|DNOV	LOC6051326|XP_038105826.1|CQUI
OG0007824	LOC115764204|XP_030562953.1|DNOV	LOC6041355|XP_038107049.1|CQUI
OG0007825	LOC115761669|XP_030559378.1|DNOV	LOC6037412|XP_001847327.2|CQUI
OG0007826	LOC115772123|XP_030573958.1|DNOV	LOC6040884|XP_001850213.1|CQUI
OG0007827	LOC115767998|XP_030568264.1|DNOV	LOC6037321|XP_001847246.1|CQUI
OG0007828	LOC115762920|XP_030561161.1|DNOV	LOC6041458|XP_001850715.2|CQUI
OG0007829	LOC115761555|XP_030559198.1|DNOV	LOC6035345|XP_038104353.1|CQUI
OG0007831	LOC115767727|XP_030567897.1|DNOV	LOC6032186|XP_001842833.1|CQUI
OG0007832	LOC115766314|XP_030566056.1|DNOV	LOC6035415|XP_038122502.1|CQUI
OG0007833	LOC115767408|XP_030567543.1|DNOV	LOC6035410|XP_001845603.2|CQUI
OG0007836	LOC115764058|XP_030562765.1|DNOV	LOC6046151|XP_001863390.2|CQUI
OG0007837	LOC115764191|XP_030562938.1|DNOV	LOC6040252|XP_001849689.2|CQUI
OG0007838	LOC115764195|XP_030562942.1|DNOV	LOC6040269|XP_038104570.1|CQUI
OG0007841	LOC115771755|XP_030573465.1|DNOV	LOC6033728|XP_001844148.2|CQUI
OG0007842	LOC115764228|XP_030563002.1|DNOV	LOC6039898|XP_038113940.1|CQUI
OG0007843	LOC115764232|XP_030563009.1|DNOV	LOC6039904|XP_001849402.1|CQUI
OG0007844	LOC115760934|XP_030558370.1|DNOV	LOC6052629|XP_038122933.1|CQUI
OG0007845	LOC115761347|XP_030558952.1|DNOV	LOC119765509|XP_038105422.1|CQUI
OG0007846	LOC115767590|XP_030567740.1|DNOV	LOC6040938|XP_001850266.2|CQUI
OG0007847	LOC115764103|XP_030562815.1|DNOV	LOC6031652|XP_001842400.2|CQUI
OG0007855	LOC115761459|XP_030559086.1|DNOV	LOC6033943|XP_038105454.1|CQUI
OG0007856	LOC115764106|XP_030562819.1|DNOV	LOC6033930|XP_001844319.2|CQUI
OG0007857	LOC115757724|XP_030553949.1|DNOV	LOC6036794|XP_001846788.2|CQUI
OG0007859	LOC115767086|XP_030567094.1|DNOV	LOC6040911|XP_001850239.2|CQUI
OG0007860	LOC115764898|XP_030564049.1|DNOV	LOC6040918|XP_001850246.1|CQUI
OG0007861	LOC115765078|XP_030564314.1|DNOV	LOC6040926|XP_001850254.1|CQUI
OG0007863	LOC115763154|XP_030561464.1|DNOV	LOC6040935|XP_001850263.2|CQUI
OG0007864	LOC115764987|XP_030564175.1|DNOV	LOC6036806|XP_038116777.1|CQUI
OG0007866	LOC115757768|XP_030554053.1|DNOV	LOC6033962|XP_001844350.2|CQUI
OG0007867	LOC115764631|XP_030563657.1|DNOV	LOC6033974|XP_001844362.1|CQUI
OG0007869	LOC115767607|XP_030567764.1|DNOV	LOC6032780|XP_001843319.2|CQUI
OG0007870	LOC115770170|XP_030571189.1|DNOV	LOC6032822|XP_038120396.1|CQUI
OG0007871	LOC115768276|XP_030568674.1|DNOV	LOC6032912|XP_038116283.1|CQUI
OG0007872	LOC115762634|XP_030560798.1|DNOV	LOC6038676|XP_038115877.1|CQUI
OG0007874	LOC115768607|XP_030569120.1|DNOV	LOC6053032|XP_038115021.1|CQUI
OG0007876	LOC115767617|XP_030567777.1|DNOV	LOC6043343|XP_001870941.1|CQUI
OG0007877	LOC115768916|XP_030569506.1|DNOV	LOC6047532|XP_038114601.1|CQUI
OG0007878	LOC115762112|XP_030560076.1|DNOV	LOC6049346|XP_001866125.1|CQUI
OG0007879	LOC115771227|XP_030572688.1|DNOV	LOC6034081|XP_038120157.1|CQUI
OG0007880	LOC115768394|XP_030568828.1|DNOV	LOC6039271|XP_001848907.2|CQUI
OG0007881	LOC115766977|XP_030566932.1|DNOV	LOC6044954|XP_038116490.1|CQUI
OG0007884	LOC115769823|XP_030570654.1|DNOV	LOC6051409|XP_038118934.1|CQUI
OG0007886	LOC115769197|XP_030569761.1|DNOV	LOC6041123|XP_038115925.1|CQUI
OG0007888	LOC115769794|XP_030570622.1|DNOV	LOC6048919|XP_001865759.1|CQUI
OG0007889	LOC115770919|XP_030572236.1|DNOV	LOC6050245|XP_038121269.1|CQUI
OG0007891	LOC115771881|XP_030573629.1|DNOV	LOC6038607|XP_001848383.1|CQUI
OG0007892	LOC115760620|XP_030557929.1|DNOV	LOC6050484|XP_001867087.1|CQUI
OG0007893	LOC115760720|XP_030558051.1|DNOV	LOC6036285|XP_038120891.1|CQUI
OG0007896	LOC115762916|XP_030561156.1|DNOV	LOC6040211|XP_001849657.1|CQUI
OG0007897	LOC115769404|XP_030570067.1|DNOV	LOC6041246|XP_038117905.1|CQUI
OG0007898	LOC115769451|XP_030570124.1|DNOV	LOC6041253|XP_001850543.1|CQUI
OG0007900	LOC115761113|XP_030558603.1|DNOV	LOC6048328|XP_001865264.2|CQUI
OG0007901	LOC115771298|XP_030572782.1|DNOV	LOC6035616|XP_001845765.2|CQUI
OG0007902	LOC115766844|XP_030566752.1|DNOV	LOC6040601|XP_038121775.1|CQUI
OG0007903	LOC115767657|XP_030567804.1|DNOV	LOC6040625|XP_038118997.1|CQUI
OG0007904	LOC115762909|XP_030561149.1|DNOV	LOC6040631|XP_038118240.1|CQUI
OG0007905	LOC115758637|XP_030555233.1|DNOV	LOC6036407|XP_001846460.2|CQUI
OG0007906	LOC115769667|XP_030570439.1|DNOV	LOC6044194|XP_038116507.1|CQUI
OG0007907	LOC115771182|XP_030572630.1|DNOV	LOC6041976|XP_001851151.1|CQUI
OG0007908	LOC115771183|XP_030572631.1|DNOV	LOC6041975|XP_038118179.1|CQUI
OG0007909	LOC115767366|XP_030567483.1|DNOV	LOC6041970|XP_001851144.2|CQUI
OG0007910	LOC115771563|XP_030573174.1|DNOV	LOC6043157|XP_001870893.2|CQUI
OG0007914	LOC115769433|XP_030570101.1|DNOV	LOC6037181|XP_038118242.1|CQUI
OG0007915	LOC115765827|XP_030565411.1|DNOV	LOC6035489|XP_001845670.2|CQUI
OG0007916	LOC115769695|XP_030570479.1|DNOV	LOC119770305|XP_038120863.1|CQUI
OG0007917	LOC115762400|XP_030560445.1|DNOV	LOC119770730|XP_038122061.1|CQUI
OG0007920	LOC115760587|XP_030557873.1|DNOV	LOC6036142|XP_038110797.1|CQUI
OG0007921	LOC115760650|XP_030557977.1|DNOV	LOC6030957|XP_038121867.1|CQUI
OG0007923	LOC115768178|XP_030568544.1|DNOV	LOC6053863|XP_038116111.1|CQUI
OG0007927	LOC115759059|XP_030555744.1|DNOV	LOC6050100|XP_038107685.1|CQUI
OG0007928	LOC115763299|XP_030561647.1|DNOV	LOC6042610|XP_001852944.2|CQUI
OG0007929	LOC115760260|XP_030557383.1|DNOV	LOC6042604|XP_038109733.1|CQUI
OG0007930	LOC115764546|XP_030563521.1|DNOV	LOC6054296|XP_038113999.1|CQUI
OG0007931	LOC115758873|XP_030555527.1|DNOV	LOC6032443|XP_038111279.1|CQUI
OG0007932	LOC115765212|XP_030564515.1|DNOV	LOC6032467|XP_001843060.1|CQUI
OG0007933	LOC115765671|XP_030565194.1|DNOV	LOC6032469|XP_038112410.1|CQUI
OG0007934	LOC115759347|XP_030556130.1|DNOV	LOC6043623|XP_038111348.1|CQUI
OG0007935	LOC115763453|XP_030561884.1|DNOV	LOC6038600|XP_038108223.1|CQUI
OG0007936	LOC115759926|XP_030556923.1|DNOV	LOC6034117|XP_001844485.1|CQUI
OG0007937	LOC115758758|XP_030555377.1|DNOV	LOC6046043|XP_038109540.1|CQUI
OG0007938	LOC115759938|XP_030556937.1|DNOV	LOC6034156|XP_001844514.2|CQUI
OG0007939	LOC115759294|XP_030556056.1|DNOV	LOC6034163|XP_001844519.2|CQUI
OG0007940	LOC115759296|XP_030556058.1|DNOV	LOC6034164|XP_038108636.1|CQUI
OG0007941	LOC115772098|XP_030573924.1|DNOV	LOC6048891|XP_038110338.1|CQUI
OG0007942	LOC115766330|XP_030566080.1|DNOV	LOC6032935|XP_001843455.2|CQUI
OG0007943	LOC115763571|XP_030562050.1|DNOV	LOC6032945|XP_038108155.1|CQUI
OG0007945	LOC115765450|XP_030564872.1|DNOV	LOC6041620|XP_001850853.2|CQUI
OG0007946	LOC115769180|XP_030569744.1|DNOV	LOC6036144|XP_001846235.2|CQUI
OG0007947	LOC115763476|XP_030561920.1|DNOV	LOC6031331|XP_038112363.1|CQUI
OG0007948	LOC115763544|XP_030562020.1|DNOV	LOC6031340|XP_038111689.1|CQUI
OG0007949	LOC115768868|XP_030569433.1|DNOV	LOC6053570|XP_038110150.1|CQUI
OG0007950	LOC115758579|XP_030555155.1|DNOV	LOC6049612|XP_001866340.2|CQUI
OG0007951	LOC115758564|XP_030555133.1|DNOV	LOC6049613|XP_001866341.2|CQUI
OG0007952	LOC115758648|XP_030555243.1|DNOV	LOC6037377|XP_001847297.1|CQUI
OG0007953	LOC115758424|XP_030554935.1|DNOV	LOC6039578|XP_038113523.1|CQUI
OG0007954	LOC115759017|XP_030555689.1|DNOV	LOC6047192|XP_038111329.1|CQUI
OG0007955	LOC115759904|XP_030556886.1|DNOV	LOC6046731|XP_038107136.1|CQUI
OG0007956	LOC115759225|XP_030555982.1|DNOV	LOC6044545|XP_001862047.2|CQUI
OG0007957	LOC115769195|XP_030569759.1|DNOV	LOC6037104|XP_038114374.1|CQUI
OG0007958	LOC115765178|XP_030564460.1|DNOV	LOC6031942|XP_038107792.1|CQUI
OG0007959	LOC115767710|XP_030567865.1|DNOV	LOC6031944|XP_001842623.2|CQUI
OG0007960	LOC115763192|XP_030561514.1|DNOV	LOC6038267|XP_001848091.2|CQUI
OG0007962	LOC115767758|XP_030567936.1|DNOV	LOC6050857|XP_001867383.2|CQUI
OG0007963	LOC115763416|XP_030561832.1|DNOV	LOC6050870|XP_001867395.2|CQUI
OG0007964	LOC115763044|XP_030561326.1|DNOV	LOC6043906|XP_038109110.1|CQUI
OG0007965	LOC115758484|XP_030555019.1|DNOV	LOC6037001|XP_038114193.1|CQUI
OG0007967	LOC115759053|XP_030555737.1|DNOV	LOC6035248|XP_038112313.1|CQUI
OG0007968	LOC115758504|XP_030555054.1|DNOV	LOC6035256|XP_038107348.1|CQUI
OG0007969	LOC115758511|XP_030555063.1|DNOV	LOC6042127|XP_001851276.2|CQUI
OG0007970	LOC115758119|XP_030554535.1|DNOV	LOC6033188|XP_001843668.1|CQUI
OG0007971	LOC115767028|XP_030567014.1|DNOV	LOC6033134|XP_038109208.1|CQUI
OG0007972	LOC115760676|XP_030558003.1|DNOV	LOC6042108|XP_038113524.1|CQUI
OG0007973	LOC115759914|XP_030556905.1|DNOV	LOC6044258|XP_038113110.1|CQUI
OG0007974	LOC115767387|XP_030567510.1|DNOV	LOC6035273|XP_001845494.2|CQUI
OG0007975	LOC115765761|XP_030565283.1|DNOV	LOC6038621|XP_038113294.1|CQUI
OG0007976	LOC115764238|XP_030563013.1|DNOV	LOC6033140|XP_001843630.2|CQUI
OG0007978	LOC115760049|XP_030557080.1|DNOV	LOC6046363|XP_001863580.1|CQUI
OG0007979	LOC115758589|XP_030555168.1|DNOV	LOC6038927|XP_038109016.1|CQUI
OG0007980	LOC115759932|XP_030556930.1|DNOV	LOC6044234|XP_038109535.1|CQUI
OG0007981	LOC115767725|XP_030567895.1|DNOV	LOC6044232|XP_038112894.1|CQUI
OG0007982	LOC115763018|XP_030561273.1|DNOV	LOC6054392|XP_038107203.1|CQUI
OG0007984	LOC115763600|XP_030562085.1|DNOV	LOC6034404|XP_038111335.1|CQUI
OG0007985	LOC115760159|XP_030557231.1|DNOV	LOC119767549|XP_038112319.1|CQUI
OG0007986	LOC115765454|XP_030564878.1|DNOV	LOC6038879|XP_001848578.1|CQUI
OG0007987	LOC115763426|XP_030561846.1|DNOV	LOC6046635|XP_038112393.1|CQUI
OG0007989	LOC115768711|XP_030569265.1|DNOV	LOC6037900|XP_038114338.1|CQUI
OG0007990	LOC115763186|XP_030561503.1|DNOV	LOC6035778|XP_001845903.1|CQUI
OG0007991	LOC115759696|XP_030556554.1|DNOV	LOC6050920|XP_038111847.1|CQUI
OG0007992	LOC115760059|XP_030557098.1|DNOV	LOC6033303|XP_001843769.1|CQUI
OG0007993	LOC115757730|XP_030553966.1|DNOV	LOC6045774|XP_038110349.1|CQUI
OG0007994	LOC115763587|XP_030562068.1|DNOV	LOC6034885|XP_001845153.2|CQUI
OG0007995	LOC115763302|XP_030561653.1|DNOV	LOC6053417|XP_038107383.1|CQUI
OG0007996	LOC115768050|XP_030568345.1|DNOV	LOC6041782|XP_038108196.1|CQUI
OG0007997	LOC115770200|XP_030571253.1|DNOV	LOC6033314|XP_001843780.1|CQUI
OG0007998	LOC115759796|XP_030556736.1|DNOV	LOC6033321|XP_001843786.2|CQUI
OG0007999	LOC115760131|XP_030557190.1|DNOV	LOC6036011|XP_038113483.1|CQUI
OG0008000	LOC115759799|XP_030556742.1|DNOV	LOC6036012|XP_001846116.2|CQUI
OG0008001	LOC115765521|XP_030564999.1|DNOV	LOC6033632|XP_001844059.1|CQUI
OG0008002	LOC115765853|XP_030565441.1|DNOV	LOC6051686|XP_038108712.1|CQUI
OG0008003	LOC115765485|XP_030564937.1|DNOV	LOC119767122|XP_038110742.1|CQUI
OG0008004	LOC115771337|XP_030572866.1|DNOV	LOC6042667|XP_038118165.1|CQUI
OG0008005	LOC115767298|XP_030567392.1|DNOV	LOC6042666|XP_038116527.1|CQUI
OG0008006	LOC115769002|XP_030569572.1|DNOV	LOC6054098|XP_038120134.1|CQUI
OG0008007	LOC115768854|XP_030569415.1|DNOV	LOC6046099|XP_038115720.1|CQUI
OG0008008	LOC115771519|XP_030573113.1|DNOV	LOC6046094|XP_001863346.1|CQUI
OG0008009	LOC115768390|XP_030568821.1|DNOV	LOC6042671|XP_001853367.2|CQUI
OG0008010	LOC115765109|XP_030564354.1|DNOV	LOC6038998|XP_038114729.1|CQUI
OG0008011	LOC115761065|XP_030558546.1|DNOV	LOC6038989|XP_001848673.1|CQUI
OG0008012	LOC115772001|XP_030573796.1|DNOV	LOC6038988|XP_038120511.1|CQUI
OG0008013	LOC115767472|XP_030567637.1|DNOV	LOC6044755|XP_001862218.2|CQUI
OG0008014	LOC115764774|XP_030563873.1|DNOV	LOC6044751|XP_038120563.1|CQUI
OG0008015	LOC115767652|XP_030567802.1|DNOV	LOC6044746|XP_038117027.1|CQUI
OG0008016	LOC115767663|XP_030567814.1|DNOV	LOC6044745|XP_001862208.1|CQUI
OG0008017	LOC115767364|XP_030567481.1|DNOV	LOC6044724|XP_038119574.1|CQUI
OG0008018	LOC115767012|XP_030566994.1|DNOV	LOC6046262|XP_038118392.1|CQUI
OG0008020	LOC115763807|XP_030562411.1|DNOV	LOC6032219|XP_038117588.1|CQUI
OG0008021	LOC115768066|XP_030568377.1|DNOV	LOC6042209|XP_001851350.2|CQUI
OG0008022	LOC115771638|XP_030573298.1|DNOV	LOC6048309|XP_038120796.1|CQUI
OG0008023	LOC115764321|XP_030563127.1|DNOV	LOC6033044|XP_038118853.1|CQUI
OG0008024	LOC115764247|XP_030563025.1|DNOV	LOC6033051|XP_001843555.2|CQUI
OG0008025	LOC115767061|XP_030567061.1|DNOV	LOC6033059|XP_001843561.2|CQUI
OG0008026	LOC115767029|XP_030567015.1|DNOV	LOC6048223|XP_001865173.2|CQUI
OG0008027	LOC115767773|XP_030567958.1|DNOV	LOC6048229|XP_038121864.1|CQUI
OG0008028	LOC115764719|XP_030563778.1|DNOV	LOC6046350|XP_038114573.1|CQUI
OG0008029	LOC115770639|XP_030571845.1|DNOV	LOC6046357|XP_038118636.1|CQUI
OG0008030	LOC115763787|XP_030562375.1|DNOV	LOC6046066|XP_001863321.2|CQUI
OG0008031	LOC115763349|XP_030561727.1|DNOV	LOC6046064|XP_001863319.1|CQUI
OG0008032	LOC115757776|XP_030554060.1|DNOV	LOC6047437|XP_001864492.1|CQUI
