Orthogroup	DNOV.longest_only	CCAP.longest_only
OG0006565	LOC115771704|XP_030573384.1|DNOV	CCAP1982_LOCUS3833|CAD6995110.1|CCAP
OG0006566	LOC115757717|XP_030553939.1|DNOV	CCAP1982_LOCUS2038|CAD6993219.1|CCAP
OG0006567	LOC115761875|XP_030559738.1|DNOV	CCAP1982_LOCUS4007|CAD6995288.1|CCAP
OG0006568	LOC115771870|XP_030573612.1|DNOV	CCAP1982_LOCUS4006|CAD6995287.1|CCAP
OG0006569	LOC115769641|XP_030570412.1|DNOV	CCAP1982_LOCUS11917|CAD7003464.1|CCAP
OG0006570	LOC115763659|XP_030562190.1|DNOV	CCAP1982_LOCUS222|CAD6991293.1|CCAP
OG0006571	LOC115772120|XP_030573955.1|DNOV	CCAP1982_LOCUS3269|CAD6994525.1|CCAP
OG0006572	LOC115764891|XP_030564038.1|DNOV	CCAP1982_LOCUS3507|CAD6994776.1|CCAP
OG0006573	LOC115763794|XP_030562385.1|DNOV	CCAP1982_LOCUS15|CAD6991066.1|CCAP
OG0006574	LOC115761933|XP_030559823.1|DNOV	CCAP1982_LOCUS3661|CAD6994928.1|CCAP
OG0006576	LOC115761852|XP_030559694.1|DNOV	CCAP1982_LOCUS2021|CAD6993201.1|CCAP
OG0006577	LOC115764980|XP_030564168.1|DNOV	CCAP1982_LOCUS3770|CAD6995040.1|CCAP
OG0006578	LOC115761850|XP_030559692.1|DNOV	CCAP1982_LOCUS2020|CAD6993199.1|CCAP
OG0006579	LOC115759859|XP_030556823.1|DNOV	CCAP1982_LOCUS22005|CAD7013998.1|CCAP
OG0006580	LOC115757769|XP_030554054.1|DNOV	CCAP1982_LOCUS2469|CAD6993663.1|CCAP
OG0006581	LOC115763655|XP_030562183.1|DNOV	CCAP1982_LOCUS225|CAD6991296.1|CCAP
OG0006582	LOC115759525|XP_030556334.1|DNOV	CCAP1982_LOCUS4643|CAD6995941.1|CCAP
OG0006583	LOC115771597|XP_030573212.1|DNOV	CCAP1982_LOCUS1162|CAD6992294.1|CCAP
OG0006584	LOC115759858|XP_030556822.1|DNOV	CCAP1982_LOCUS8772|CAD7000282.1|CCAP
OG0006586	LOC115759474|XP_030556268.1|DNOV	CCAP1982_LOCUS1357|CAD6992508.1|CCAP
OG0006587	LOC115759473|XP_030556267.1|DNOV	CCAP1982_LOCUS1358|CAD6992509.1|CCAP
OG0006588	LOC115764877|XP_030564015.1|DNOV	CCAP1982_LOCUS3538|CAD6994808.1|CCAP
OG0006589	LOC115765747|XP_030565269.1|DNOV	CCAP1982_LOCUS3570|CAD6994839.1|CCAP
OG0006590	LOC115765623|XP_030565133.1|DNOV	CCAP1982_LOCUS3580|CAD6994845.1|CCAP
OG0006591	LOC115770638|XP_030571848.1|DNOV	CCAP1982_LOCUS12523|CAD7004100.1|CCAP
OG0006592	LOC115761291|XP_030558878.1|DNOV	CCAP1982_LOCUS3756|CAD6995026.1|CCAP
OG0006593	LOC115761290|XP_030558877.1|DNOV	CCAP1982_LOCUS3757|CAD6995027.1|CCAP
OG0006595	LOC115760783|XP_030558137.1|DNOV	CCAP1982_LOCUS22772|CAD7014804.1|CCAP
OG0006596	LOC115760640|XP_030557958.1|DNOV	CCAP1982_LOCUS21922|CAD7013909.1|CCAP
OG0006597	LOC115771167|XP_030572609.1|DNOV	CCAP1982_LOCUS11798|CAD7003338.1|CCAP
OG0006598	LOC115769227|XP_030569799.1|DNOV	CCAP1982_LOCUS6456|CAD6997832.1|CCAP
OG0006599	LOC115770171|XP_030571190.1|DNOV	CCAP1982_LOCUS11053|CAD7002565.1|CCAP
OG0006600	LOC115771026|XP_030572412.1|DNOV	CCAP1982_LOCUS12381|CAD7003958.1|CCAP
OG0006601	LOC115771133|XP_030572561.1|DNOV	CCAP1982_LOCUS11576|CAD7003113.1|CCAP
OG0006602	LOC115771134|XP_030572563.1|DNOV	CCAP1982_LOCUS11575|CAD7003112.1|CCAP
OG0006603	LOC115771123|XP_030572547.1|DNOV	CCAP1982_LOCUS11574|CAD7003111.1|CCAP
OG0006604	LOC115769879|XP_030570743.1|DNOV	CCAP1982_LOCUS12340|CAD7003912.1|CCAP
OG0006606	LOC115769460|XP_030570133.1|DNOV	CCAP1982_LOCUS14795|CAD7006478.1|CCAP
OG0006607	LOC115769703|XP_030570490.1|DNOV	CCAP1982_LOCUS12804|CAD7004394.1|CCAP
OG0006608	LOC115767935|XP_030568168.1|DNOV	CCAP1982_LOCUS212|CAD6991282.1|CCAP
OG0006609	LOC115759615|XP_030556454.1|DNOV	CCAP1982_LOCUS3263|CAD6994519.1|CCAP
OG0006610	LOC115769592|XP_030570334.1|DNOV	CCAP1982_LOCUS10927|CAD7002436.1|CCAP
OG0006611	LOC115769852|XP_030570691.1|DNOV	CCAP1982_LOCUS10926|CAD7002435.1|CCAP
OG0006612	LOC115769627|XP_030570395.1|DNOV	CCAP1982_LOCUS10925|CAD7002434.1|CCAP
OG0006613	LOC115769734|XP_030570529.1|DNOV	CCAP1982_LOCUS11123|CAD7002639.1|CCAP
OG0006615	LOC115769410|XP_030570076.1|DNOV	CCAP1982_LOCUS11114|CAD7002630.1|CCAP
OG0006616	LOC115771269|XP_030572744.1|DNOV	CCAP1982_LOCUS11070|CAD7002583.1|CCAP
OG0006617	LOC115771064|XP_030572476.1|DNOV	CCAP1982_LOCUS11068|CAD7002581.1|CCAP
OG0006618	LOC115769758|XP_030570572.1|DNOV	CCAP1982_LOCUS12142|CAD7003705.1|CCAP
OG0006619	LOC115769967|XP_030570879.1|DNOV	CCAP1982_LOCUS11406|CAD7002941.1|CCAP
OG0006620	LOC115769949|XP_030570854.1|DNOV	CCAP1982_LOCUS11409|CAD7002944.1|CCAP
OG0006621	LOC115762635|XP_030560799.1|DNOV	CCAP1982_LOCUS12885|CAD7004480.1|CCAP
OG0006622	LOC115769524|XP_030570224.1|DNOV	CCAP1982_LOCUS11526|CAD7003063.1|CCAP
OG0006623	LOC115769946|XP_030570851.1|DNOV	CCAP1982_LOCUS14775|CAD7006457.1|CCAP
OG0006625	LOC115758301|XP_030554764.1|DNOV	CCAP1982_LOCUS21813|CAD7013792.1|CCAP
OG0006626	LOC115760616|XP_030557925.1|DNOV	CCAP1982_LOCUS22832|CAD7014867.1|CCAP
OG0006627	LOC115760636|XP_030557956.1|DNOV	CCAP1982_LOCUS22824|CAD7014857.1|CCAP
OG0006628	LOC115759759|XP_030556675.1|DNOV	CCAP1982_LOCUS22825|CAD7014859.1|CCAP
OG0006629	LOC115765500|XP_030565008.1|DNOV	CCAP1982_LOCUS21787|CAD7013761.1|CCAP
OG0006630	LOC115762445|XP_030560509.1|DNOV	CCAP1982_LOCUS21623|CAD7013567.1|CCAP
OG0006631	LOC115770535|XP_030571702.1|DNOV	CCAP1982_LOCUS10962|CAD7002473.1|CCAP
OG0006632	LOC115760503|XP_030557722.1|DNOV	CCAP1982_LOCUS21952|CAD7013941.1|CCAP
OG0006633	LOC115762816|XP_030561039.1|DNOV	CCAP1982_LOCUS14728|CAD7006408.1|CCAP
OG0006634	LOC115765851|XP_030565438.1|DNOV	CCAP1982_LOCUS7489|CAD6998943.1|CCAP
OG0006635	LOC115758488|XP_030555027.1|DNOV	CCAP1982_LOCUS8563|CAD7000059.1|CCAP
OG0006637	LOC115769892|XP_030570769.1|DNOV	CCAP1982_LOCUS11319|CAD7002850.1|CCAP
OG0006638	LOC115759456|XP_030556252.1|DNOV	CCAP1982_LOCUS22003|CAD7013994.1|CCAP
OG0006639	LOC115764876|XP_030564017.1|DNOV	CCAP1982_LOCUS21997|CAD7013988.1|CCAP
OG0006640	LOC115760651|XP_030557976.1|DNOV	CCAP1982_LOCUS22600|CAD7014608.1|CCAP
OG0006641	LOC115760972|XP_030558433.1|DNOV	CCAP1982_LOCUS22281|CAD7014278.1|CCAP
OG0006642	LOC115760610|XP_030557916.1|DNOV	CCAP1982_LOCUS21367|CAD7013296.1|CCAP
OG0006644	LOC115767175|XP_030567228.1|DNOV	CCAP1982_LOCUS13359|CAD7004982.1|CCAP
OG0006645	LOC115769261|XP_030569831.1|DNOV	CCAP1982_LOCUS7859|CAD6999332.1|CCAP
OG0006647	LOC115763683|XP_030562224.1|DNOV	CCAP1982_LOCUS23042|CAD7015088.1|CCAP
OG0006648	LOC115767654|XP_030567800.1|DNOV	CCAP1982_LOCUS11612|CAD7003151.1|CCAP
OG0006649	LOC115761106|XP_030558594.1|DNOV	CCAP1982_LOCUS22576|CAD7014577.1|CCAP
OG0006650	LOC115762564|XP_030560744.1|DNOV	CCAP1982_LOCUS22640|CAD7014652.1|CCAP
OG0006651	LOC115762668|XP_030560841.1|DNOV	CCAP1982_LOCUS13148|CAD7004755.1|CCAP
OG0006652	LOC115770136|XP_030571139.1|DNOV	CCAP1982_LOCUS13149|CAD7004756.1|CCAP
OG0006653	LOC115768097|XP_030568446.1|DNOV	CCAP1982_LOCUS13104|CAD7004711.1|CCAP
OG0006654	LOC115769723|XP_030570515.1|DNOV	CCAP1982_LOCUS11324|CAD7002855.1|CCAP
OG0006655	LOC115769367|XP_030570010.1|DNOV	CCAP1982_LOCUS13134|CAD7004741.1|CCAP
OG0006656	LOC115766984|XP_030566942.1|DNOV	CCAP1982_LOCUS11743|CAD7003281.1|CCAP
OG0006657	LOC115762200|XP_030560184.1|DNOV	CCAP1982_LOCUS22052|CAD7014046.1|CCAP
OG0006658	LOC115770207|XP_030571261.1|DNOV	CCAP1982_LOCUS11182|CAD7002705.1|CCAP
OG0006659	LOC115770354|XP_030571452.1|DNOV	CCAP1982_LOCUS11184|CAD7002707.1|CCAP
OG0006660	LOC115762872|XP_030561107.1|DNOV	CCAP1982_LOCUS12555|CAD7004135.1|CCAP
OG0006661	LOC115762689|XP_030560870.1|DNOV	CCAP1982_LOCUS12527|CAD7004104.1|CCAP
OG0006662	LOC115766003|XP_030565632.1|DNOV	CCAP1982_LOCUS7042|CAD6998444.1|CCAP
OG0006663	LOC115762680|XP_030560854.1|DNOV	CCAP1982_LOCUS14938|CAD7006632.1|CCAP
OG0006664	LOC115761197|XP_030558735.1|DNOV	CCAP1982_LOCUS2839|CAD6994068.1|CCAP
OG0006665	LOC115762748|XP_030560946.1|DNOV	CCAP1982_LOCUS14792|CAD7006474.1|CCAP, CCAP1982_LOCUS14791|CAD7006473.1|CCAP
OG0006666	LOC115762109|XP_030560070.1|DNOV	CCAP1982_LOCUS22636|CAD7014647.1|CCAP
OG0006667	LOC115762912|XP_030561151.1|DNOV	CCAP1982_LOCUS11261|CAD7002788.1|CCAP
OG0006668	LOC115763071|XP_030561364.1|DNOV	CCAP1982_LOCUS7109|CAD6998521.1|CCAP
OG0006669	LOC115769743|XP_030570543.1|DNOV	CCAP1982_LOCUS14930|CAD7006623.1|CCAP
OG0006671	LOC115769539|XP_030570239.1|DNOV	CCAP1982_LOCUS14928|CAD7006621.1|CCAP
OG0006672	LOC115771257|XP_030572728.1|DNOV	CCAP1982_LOCUS11196|CAD7002721.1|CCAP
OG0006673	LOC115771262|XP_030572738.1|DNOV	CCAP1982_LOCUS13220|CAD7004831.1|CCAP
OG0006674	LOC115770191|XP_030571214.1|DNOV	CCAP1982_LOCUS11002|CAD7002513.1|CCAP
OG0006675	LOC115762838|XP_030561072.1|DNOV	CCAP1982_LOCUS7205|CAD6998634.1|CCAP
OG0006677	LOC115767151|XP_030567182.1|DNOV	CCAP1982_LOCUS14896|CAD7006582.1|CCAP
OG0006678	LOC115770499|XP_030571653.1|DNOV	CCAP1982_LOCUS13806|CAD7005446.1|CCAP
OG0006679	LOC115770974|XP_030572298.1|DNOV	CCAP1982_LOCUS11898|CAD7003444.1|CCAP
OG0006680	LOC115765063|XP_030564297.1|DNOV	CCAP1982_LOCUS2136|CAD6993319.1|CCAP
OG0006681	LOC115769538|XP_030570238.1|DNOV	CCAP1982_LOCUS14917|CAD7006607.1|CCAP
OG0006682	LOC115769781|XP_030570606.1|DNOV	CCAP1982_LOCUS14914|CAD7006604.1|CCAP
OG0006683	LOC115769856|XP_030570702.1|DNOV	CCAP1982_LOCUS14913|CAD7006602.1|CCAP
OG0006684	LOC115767154|XP_030567188.1|DNOV	CCAP1982_LOCUS14897|CAD7006585.1|CCAP
OG0006686	LOC115771037|XP_030572433.1|DNOV	CCAP1982_LOCUS11873|CAD7003417.1|CCAP
OG0006688	LOC115762603|XP_030560755.1|DNOV	CCAP1982_LOCUS12564|CAD7004144.1|CCAP
OG0006689	LOC115762723|XP_030560912.1|DNOV	CCAP1982_LOCUS11516|CAD7003053.1|CCAP
OG0006690	LOC115764875|XP_030564014.1|DNOV	CCAP1982_LOCUS3531|CAD6994800.1|CCAP
OG0006692	LOC115762814|XP_030561037.1|DNOV	CCAP1982_LOCUS14727|CAD7006407.1|CCAP
OG0006693	LOC115762569|XP_030560713.1|DNOV	CCAP1982_LOCUS14966|CAD7006664.1|CCAP
OG0006695	LOC115767165|XP_030567208.1|DNOV	CCAP1982_LOCUS11878|CAD7003422.1|CCAP
OG0006696	LOC115759348|XP_030556131.1|DNOV	CCAP1982_LOCUS9008|CAD7000530.1|CCAP
OG0006697	LOC115769782|XP_030570609.1|DNOV	CCAP1982_LOCUS11380|CAD7002912.1|CCAP
OG0006698	LOC115762935|XP_030561176.1|DNOV	CCAP1982_LOCUS11378|CAD7002909.1|CCAP
OG0006699	LOC115762868|XP_030561103.1|DNOV	CCAP1982_LOCUS12611|CAD7004192.1|CCAP
OG0006700	LOC115769931|XP_030570833.1|DNOV	CCAP1982_LOCUS14947|CAD7006642.1|CCAP
OG0006702	LOC115768095|XP_030568439.1|DNOV	CCAP1982_LOCUS11337|CAD7002868.1|CCAP
OG0006703	LOC115771292|XP_030572777.1|DNOV	CCAP1982_LOCUS11941|CAD7003491.1|CCAP
OG0006705	LOC115761087|XP_030558568.1|DNOV	CCAP1982_LOCUS7218|CAD6998650.1|CCAP
OG0006706	LOC115762414|XP_030560464.1|DNOV	CCAP1982_LOCUS22322|CAD7014324.1|CCAP
OG0006707	LOC115762045|XP_030559979.1|DNOV	CCAP1982_LOCUS21888|CAD7013871.1|CCAP
OG0006708	LOC115768155|XP_030568510.1|DNOV	CCAP1982_LOCUS600|CAD6991687.1|CCAP
OG0006709	LOC115768589|XP_030569094.1|DNOV	CCAP1982_LOCUS21316|CAD7013245.1|CCAP
OG0006710	LOC115769983|XP_030570903.1|DNOV	CCAP1982_LOCUS14796|CAD7006479.1|CCAP
OG0006711	LOC115769420|XP_030570088.1|DNOV	CCAP1982_LOCUS14801|CAD7006484.1|CCAP, CCAP1982_LOCUS14800|CAD7006483.1|CCAP, CCAP1982_LOCUS14799|CAD7006482.1|CCAP
OG0006712	LOC115770997|XP_030572353.1|DNOV	CCAP1982_LOCUS11065|CAD7002577.1|CCAP
OG0006713	LOC115769912|XP_030570794.1|DNOV	CCAP1982_LOCUS12231|CAD7003798.1|CCAP
OG0006714	LOC115769908|XP_030570790.1|DNOV	CCAP1982_LOCUS12230|CAD7003797.1|CCAP
OG0006715	LOC115769638|XP_030570410.1|DNOV	CCAP1982_LOCUS11732|CAD7003270.1|CCAP
OG0006716	LOC115758345|XP_030554782.1|DNOV	CCAP1982_LOCUS8575|CAD7000077.1|CCAP
OG0006717	LOC115770395|XP_030571504.1|DNOV	CCAP1982_LOCUS10793|CAD7002302.1|CCAP
OG0006718	LOC115770399|XP_030571511.1|DNOV	CCAP1982_LOCUS10791|CAD7002299.1|CCAP
OG0006719	LOC115769822|XP_030570653.1|DNOV	CCAP1982_LOCUS12921|CAD7004523.1|CCAP
OG0006721	LOC115769379|XP_030570034.1|DNOV	CCAP1982_LOCUS11809|CAD7003350.1|CCAP
OG0006722	LOC115762842|XP_030561077.1|DNOV	CCAP1982_LOCUS14832|CAD7006518.1|CCAP
OG0006723	LOC115759792|XP_030556731.1|DNOV	CCAP1982_LOCUS5763|CAD6997114.1|CCAP
OG0006724	LOC115761561|XP_030559205.1|DNOV	CCAP1982_LOCUS859|CAD6991972.1|CCAP
OG0006725	LOC115761839|XP_030559681.1|DNOV	CCAP1982_LOCUS21249|CAD7013178.1|CCAP
OG0006726	LOC115771779|XP_030573499.1|DNOV	CCAP1982_LOCUS4097|CAD6995379.1|CCAP
OG0006727	LOC115761837|XP_030559678.1|DNOV	CCAP1982_LOCUS855|CAD6991968.1|CCAP
OG0006728	LOC115770939|XP_030572259.1|DNOV	CCAP1982_LOCUS4866|CAD6996174.1|CCAP
OG0006731	LOC115759770|XP_030556697.1|DNOV	CCAP1982_LOCUS13323|CAD7004944.1|CCAP
OG0006732	LOC115771245|XP_030572706.1|DNOV	CCAP1982_LOCUS13216|CAD7004827.1|CCAP, CCAP1982_LOCUS13201|CAD7004812.1|CCAP
OG0006733	LOC115771136|XP_030572567.1|DNOV	CCAP1982_LOCUS10803|CAD7002312.1|CCAP
OG0006734	LOC115770868|XP_030572168.1|DNOV	CCAP1982_LOCUS10806|CAD7002315.1|CCAP
OG0006735	LOC115762946|XP_030561191.1|DNOV	CCAP1982_LOCUS13034|CAD7004639.1|CCAP
OG0006736	LOC115771264|XP_030572740.1|DNOV	CCAP1982_LOCUS13219|CAD7004830.1|CCAP
OG0006737	LOC115771067|XP_030572479.1|DNOV	CCAP1982_LOCUS12179|CAD7003743.1|CCAP
OG0006738	LOC115757852|XP_030554146.1|DNOV	CCAP1982_LOCUS12246|CAD7003813.1|CCAP
OG0006739	LOC115769360|XP_030570003.1|DNOV	CCAP1982_LOCUS11321|CAD7002852.1|CCAP
OG0006740	LOC115769906|XP_030570788.1|DNOV	CCAP1982_LOCUS10795|CAD7002305.1|CCAP
OG0006741	LOC115769904|XP_030570785.1|DNOV	CCAP1982_LOCUS10794|CAD7002304.1|CCAP
OG0006742	LOC115761646|XP_030559340.1|DNOV	CCAP1982_LOCUS4684|CAD6995974.1|CCAP
OG0006743	LOC115759185|XP_030555921.1|DNOV	CCAP1982_LOCUS6983|CAD6998383.1|CCAP
OG0006744	LOC115762560|XP_030560702.1|DNOV	CCAP1982_LOCUS13326|CAD7004947.1|CCAP
OG0006745	LOC115770771|XP_030572045.1|DNOV	CCAP1982_LOCUS902|CAD6992018.1|CCAP
OG0006746	LOC115771124|XP_030572548.1|DNOV	CCAP1982_LOCUS11201|CAD7002726.1|CCAP
OG0006747	LOC115762558|XP_030560698.1|DNOV	CCAP1982_LOCUS13041|CAD7004646.1|CCAP
OG0006752	LOC115766924|XP_030566869.1|DNOV	CCAP1982_LOCUS13058|CAD7004663.1|CCAP
OG0006753	LOC115766983|XP_030566941.1|DNOV	CCAP1982_LOCUS13065|CAD7004670.1|CCAP
OG0006754	LOC115762688|XP_030560869.1|DNOV	CCAP1982_LOCUS12574|CAD7004154.1|CCAP
OG0006755	LOC115769729|XP_030570525.1|DNOV	CCAP1982_LOCUS11812|CAD7003353.1|CCAP
OG0006756	LOC115762805|XP_030561019.1|DNOV	CCAP1982_LOCUS12567|CAD7004147.1|CCAP
OG0006757	LOC115762653|XP_030560819.1|DNOV	CCAP1982_LOCUS12568|CAD7004148.1|CCAP
OG0006758	LOC115771155|XP_030572588.1|DNOV	CCAP1982_LOCUS13299|CAD7004916.1|CCAP
OG0006759	LOC115771082|XP_030572493.1|DNOV	CCAP1982_LOCUS13042|CAD7004647.1|CCAP
OG0006760	LOC115770046|XP_030570989.1|DNOV	CCAP1982_LOCUS12975|CAD7004579.1|CCAP
OG0006761	LOC115765702|XP_030565223.1|DNOV	CCAP1982_LOCUS767|CAD6991875.1|CCAP
OG0006763	LOC115760525|XP_030557763.1|DNOV	CCAP1982_LOCUS23418|CAD7015479.1|CCAP
OG0006764	LOC115764578|XP_030563587.1|DNOV	CCAP1982_LOCUS19731|CAD7011644.1|CCAP
OG0006765	LOC115761115|XP_030558606.1|DNOV	CCAP1982_LOCUS22759|CAD7014789.1|CCAP
OG0006766	LOC115769973|XP_030570886.1|DNOV	CCAP1982_LOCUS12772|CAD7004360.1|CCAP
OG0006767	LOC115767550|XP_030567695.1|DNOV	CCAP1982_LOCUS13073|CAD7004679.1|CCAP
OG0006768	LOC115767431|XP_030567582.1|DNOV	CCAP1982_LOCUS13072|CAD7004678.1|CCAP
OG0006769	LOC115768085|XP_030568424.1|DNOV	CCAP1982_LOCUS13074|CAD7004680.1|CCAP
OG0006770	LOC115769883|XP_030570747.1|DNOV	CCAP1982_LOCUS11920|CAD7003467.1|CCAP
OG0006772	LOC115760796|XP_030558151.1|DNOV	CCAP1982_LOCUS21652|CAD7013598.1|CCAP
OG0006773	LOC115771019|XP_030572400.1|DNOV	CCAP1982_LOCUS12324|CAD7003894.1|CCAP
OG0006774	LOC115771579|XP_030573194.1|DNOV	CCAP1982_LOCUS14523|CAD7006195.1|CCAP
OG0006775	LOC115762919|XP_030561159.1|DNOV	CCAP1982_LOCUS14926|CAD7006618.1|CCAP
OG0006776	LOC115769359|XP_030570001.1|DNOV	CCAP1982_LOCUS11503|CAD7003040.1|CCAP
OG0006777	LOC115769365|XP_030570007.1|DNOV	CCAP1982_LOCUS11504|CAD7003041.1|CCAP
OG0006778	LOC115769780|XP_030570605.1|DNOV	CCAP1982_LOCUS11498|CAD7003035.1|CCAP
OG0006779	LOC115765808|XP_030565383.1|DNOV	CCAP1982_LOCUS12215|CAD7003779.1|CCAP
OG0006780	LOC115771154|XP_030572587.1|DNOV	CCAP1982_LOCUS12379|CAD7003956.1|CCAP
OG0006782	LOC115762793|XP_030561006.1|DNOV	CCAP1982_LOCUS10877|CAD7002384.1|CCAP
OG0006783	LOC115762088|XP_030560043.1|DNOV	CCAP1982_LOCUS7224|CAD6998659.1|CCAP
OG0006784	LOC115769502|XP_030570182.1|DNOV	CCAP1982_LOCUS10883|CAD7002390.1|CCAP
OG0006785	LOC115762139|XP_030560110.1|DNOV	CCAP1982_LOCUS7106|CAD6998518.1|CCAP
OG0006786	LOC115760776|XP_030558126.1|DNOV	CCAP1982_LOCUS21704|CAD7013662.1|CCAP
OG0006787	LOC115765875|XP_030565476.1|DNOV	CCAP1982_LOCUS14017|CAD7005660.1|CCAP
OG0006788	LOC115765961|XP_030565578.1|DNOV	CCAP1982_LOCUS14016|CAD7005659.1|CCAP
OG0006791	LOC115769325|XP_030569921.1|DNOV	CCAP1982_LOCUS10830|CAD7002344.1|CCAP
OG0006792	LOC115769775|XP_030570600.1|DNOV	CCAP1982_LOCUS11819|CAD7003360.1|CCAP
OG0006793	LOC115769603|XP_030570353.1|DNOV	CCAP1982_LOCUS11825|CAD7003366.1|CCAP
OG0006794	LOC115759775|XP_030556705.1|DNOV	CCAP1982_LOCUS22771|CAD7014803.1|CCAP
OG0006795	LOC115770487|XP_030571630.1|DNOV	CCAP1982_LOCUS11223|CAD7002749.1|CCAP
OG0006796	LOC115771420|XP_030572982.1|DNOV	CCAP1982_LOCUS13876|CAD7005516.1|CCAP
OG0006797	LOC115763098|XP_030561398.1|DNOV	CCAP1982_LOCUS23178|CAD7015230.1|CCAP
OG0006798	LOC115771219|XP_030572680.1|DNOV	CCAP1982_LOCUS11086|CAD7002600.1|CCAP
OG0006799	LOC115769507|XP_030570198.1|DNOV	CCAP1982_LOCUS11439|CAD7002976.1|CCAP
OG0006800	LOC115769498|XP_030570177.1|DNOV	CCAP1982_LOCUS14319|CAD7005982.1|CCAP
OG0006802	LOC115762373|XP_030560409.1|DNOV	CCAP1982_LOCUS22732|CAD7014758.1|CCAP
OG0006803	LOC115762084|XP_030560036.1|DNOV	CCAP1982_LOCUS22731|CAD7014754.1|CCAP
OG0006804	LOC115769916|XP_030570799.1|DNOV	CCAP1982_LOCUS12218|CAD7003782.1|CCAP
OG0006805	LOC115762457|XP_030560520.1|DNOV	CCAP1982_LOCUS21586|CAD7013526.1|CCAP
OG0006806	LOC115762605|XP_030560760.1|DNOV	CCAP1982_LOCUS10782|CAD7002290.1|CCAP
OG0006808	LOC115762180|XP_030560161.1|DNOV	CCAP1982_LOCUS22812|CAD7014845.1|CCAP
OG0006809	LOC115771056|XP_030572464.1|DNOV	CCAP1982_LOCUS11949|CAD7003499.1|CCAP
OG0006810	LOC115770056|XP_030571008.1|DNOV	CCAP1982_LOCUS12057|CAD7003613.1|CCAP
OG0006811	LOC115771644|XP_030573307.1|DNOV	CCAP1982_LOCUS12056|CAD7003612.1|CCAP
OG0006812	LOC115770897|XP_030572195.1|DNOV	CCAP1982_LOCUS11262|CAD7002791.1|CCAP
OG0006813	LOC115765677|XP_030565231.1|DNOV	CCAP1982_LOCUS21788|CAD7013763.1|CCAP
OG0006814	LOC115771125|XP_030572551.1|DNOV	CCAP1982_LOCUS11577|CAD7003114.1|CCAP
OG0006815	LOC115771055|XP_030572463.1|DNOV	CCAP1982_LOCUS11766|CAD7003305.1|CCAP
OG0006816	LOC115771043|XP_030572443.1|DNOV	CCAP1982_LOCUS11759|CAD7003298.1|CCAP
OG0006817	LOC115769809|XP_030570637.1|DNOV	CCAP1982_LOCUS11401|CAD7002935.1|CCAP
OG0006820	LOC115771448|XP_030573022.1|DNOV	CCAP1982_LOCUS11817|CAD7003358.1|CCAP
OG0006822	LOC115761833|XP_030559657.1|DNOV	CCAP1982_LOCUS7185|CAD6998610.1|CCAP
OG0006823	LOC115769801|XP_030570628.1|DNOV	CCAP1982_LOCUS12185|CAD7003749.1|CCAP
OG0006825	LOC115769766|XP_030570589.1|DNOV	CCAP1982_LOCUS12860|CAD7004454.1|CCAP, CCAP1982_LOCUS12847|CAD7004441.1|CCAP
OG0006826	LOC115769685|XP_030570465.1|DNOV	CCAP1982_LOCUS11999|CAD7003551.1|CCAP
OG0006827	LOC115759431|XP_030556198.1|DNOV	CCAP1982_LOCUS4679|CAD6995969.1|CCAP
OG0006828	LOC115769269|XP_030569840.1|DNOV	CCAP1982_LOCUS6487|CAD6997867.1|CCAP
OG0006831	LOC115767164|XP_030567206.1|DNOV	CCAP1982_LOCUS11877|CAD7003421.1|CCAP
OG0006832	LOC115771164|XP_030572605.1|DNOV	CCAP1982_LOCUS11240|CAD7002768.1|CCAP
OG0006833	LOC115769393|XP_030570054.1|DNOV	CCAP1982_LOCUS13013|CAD7004618.1|CCAP
OG0006835	LOC115771006|XP_030572367.1|DNOV	CCAP1982_LOCUS12992|CAD7004597.1|CCAP
OG0006836	LOC115760425|XP_030557597.1|DNOV	CCAP1982_LOCUS13163|CAD7004773.1|CCAP
OG0006837	LOC115762822|XP_030561043.1|DNOV	CCAP1982_LOCUS12319|CAD7003889.1|CCAP
OG0006838	LOC115769635|XP_030570407.1|DNOV	CCAP1982_LOCUS12084|CAD7003645.1|CCAP
OG0006839	LOC115762823|XP_030561045.1|DNOV	CCAP1982_LOCUS12316|CAD7003886.1|CCAP
OG0006840	LOC115763536|XP_030562012.1|DNOV	CCAP1982_LOCUS13320|CAD7004940.1|CCAP
OG0006841	LOC115762867|XP_030561101.1|DNOV	CCAP1982_LOCUS12909|CAD7004510.1|CCAP
OG0006842	LOC115767168|XP_030567211.1|DNOV	CCAP1982_LOCUS12429|CAD7004006.1|CCAP
OG0006844	LOC115761936|XP_030559831.1|DNOV	CCAP1982_LOCUS3657|CAD6994924.1|CCAP
OG0006845	LOC115769939|XP_030570842.1|DNOV	CCAP1982_LOCUS11172|CAD7002695.1|CCAP
OG0006846	LOC115771060|XP_030572471.1|DNOV	CCAP1982_LOCUS11858|CAD7003402.1|CCAP
OG0006847	LOC115771051|XP_030572458.1|DNOV	CCAP1982_LOCUS11863|CAD7003407.1|CCAP
OG0006848	LOC115760904|XP_030558331.1|DNOV	CCAP1982_LOCUS21649|CAD7013594.1|CCAP
OG0006849	LOC115771092|XP_030572510.1|DNOV	CCAP1982_LOCUS11226|CAD7002752.1|CCAP
OG0006850	LOC115771093|XP_030572511.1|DNOV	CCAP1982_LOCUS11227|CAD7002753.1|CCAP
