Orthogroup	DNOV.longest_only	AAEG.longest_only
OG0006614	LOC115769854|XP_030570700.1|DNOV	LOC5579861|XP_001664322.3|AAEG
OG0006615	LOC115769410|XP_030570076.1|DNOV	LOC5567814|XP_021695570.1|AAEG
OG0006616	LOC115771269|XP_030572744.1|DNOV	LOC5567811|XP_021695577.1|AAEG
OG0006617	LOC115771064|XP_030572476.1|DNOV	LOC5567808|XP_001657712.2|AAEG
OG0006618	LOC115769758|XP_030570572.1|DNOV	LOC5569147|XP_021695600.1|AAEG
OG0006619	LOC115769967|XP_030570879.1|DNOV	LOC5569150|XP_001658335.2|AAEG
OG0006620	LOC115769949|XP_030570854.1|DNOV	LOC5571220|XP_001659598.2|AAEG
OG0006621	LOC115762635|XP_030560799.1|DNOV	LOC5571216|XP_021695605.1|AAEG
OG0006622	LOC115769524|XP_030570224.1|DNOV	LOC5575759|XP_021695618.1|AAEG
OG0006623	LOC115769946|XP_030570851.1|DNOV	LOC5575760|XP_001662181.2|AAEG
OG0006624	LOC115757892|XP_030554238.1|DNOV	LOC5578213|XP_001656857.2|AAEG
OG0006625	LOC115758301|XP_030554764.1|DNOV	LOC5578216|XP_021695645.1|AAEG
OG0006626	LOC115760616|XP_030557925.1|DNOV	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG
OG0006627	LOC115760636|XP_030557956.1|DNOV	LOC5578219|XP_021695649.1|AAEG
OG0006628	LOC115759759|XP_030556675.1|DNOV	LOC5578220|XP_021695658.1|AAEG
OG0006629	LOC115765500|XP_030565008.1|DNOV	LOC5575746|XP_021695709.1|AAEG
OG0006630	LOC115762445|XP_030560509.1|DNOV	LOC5575738|XP_021695717.1|AAEG
OG0006631	LOC115770535|XP_030571702.1|DNOV	LOC5566723|XP_001651131.1|AAEG
OG0006632	LOC115760503|XP_030557722.1|DNOV	LOC5569288|XP_021695732.1|AAEG
OG0006633	LOC115762816|XP_030561039.1|DNOV	LOC5579241|XP_021695737.1|AAEG
OG0006634	LOC115765851|XP_030565438.1|DNOV	LOC5571773|XP_001659905.2|AAEG
OG0006635	LOC115758488|XP_030555027.1|DNOV	LOC5571771|XP_001659904.1|AAEG
OG0006636	LOC115766845|XP_030566754.1|DNOV	LOC5570670|XP_001659261.1|AAEG
OG0006637	LOC115769892|XP_030570769.1|DNOV	LOC5570666|XP_001659265.1|AAEG
OG0006638	LOC115759456|XP_030556252.1|DNOV	LOC5571299|XP_001653603.2|AAEG
OG0006639	LOC115764876|XP_030564017.1|DNOV	LOC5571296|XP_021695823.1|AAEG
OG0006640	LOC115760651|XP_030557976.1|DNOV	LOC110675376|XP_021695875.1|AAEG
OG0006641	LOC115760972|XP_030558433.1|DNOV	LOC5571277|XP_021695876.1|AAEG
OG0006642	LOC115760610|XP_030557916.1|DNOV	LOC5571274|XP_021695903.1|AAEG
OG0006643	LOC115761734|XP_030559482.1|DNOV	LOC5579290|XP_021695906.1|AAEG
OG0006644	LOC115767175|XP_030567228.1|DNOV	LOC5571258|XP_001653556.1|AAEG
OG0006645	LOC115769261|XP_030569831.1|DNOV	LOC5578052|XP_021695953.1|AAEG
OG0006646	LOC115762410|XP_030560458.1|DNOV	LOC5578053|XP_021695958.1|AAEG
OG0006647	LOC115763683|XP_030562224.1|DNOV	LOC5568469|XP_021695997.1|AAEG
OG0006648	LOC115767654|XP_030567800.1|DNOV	LOC5573484|XP_001654632.1|AAEG
OG0006649	LOC115761106|XP_030558594.1|DNOV	LOC5575041|XP_001661771.2|AAEG
OG0006650	LOC115762564|XP_030560744.1|DNOV	LOC5573236|XP_021696049.1|AAEG
OG0006651	LOC115762668|XP_030560841.1|DNOV	LOC110675422|XP_021696083.1|AAEG
OG0006652	LOC115770136|XP_030571139.1|DNOV	LOC5574113|XP_001661185.1|AAEG
OG0006653	LOC115768097|XP_030568446.1|DNOV	LOC5574095|XP_021696112.1|AAEG
OG0006654	LOC115769723|XP_030570515.1|DNOV	LOC5574088|XP_021696127.1|AAEG
OG0006655	LOC115769367|XP_030570010.1|DNOV	LOC5574085|XP_021696132.1|AAEG
OG0006656	LOC115766984|XP_030566942.1|DNOV	LOC5565105|XP_021696171.1|AAEG
OG0006657	LOC115762200|XP_030560184.1|DNOV	LOC5572889|XP_001654239.2|AAEG
OG0006658	LOC115770207|XP_030571261.1|DNOV	LOC5574850|XP_001661673.2|AAEG
OG0006659	LOC115770354|XP_030571452.1|DNOV	LOC5566569|XP_021696260.1|AAEG
OG0006660	LOC115762872|XP_030561107.1|DNOV	LOC5574852|XP_021696264.1|AAEG
OG0006661	LOC115762689|XP_030560870.1|DNOV	LOC5579990|XP_021696271.1|AAEG
OG0006662	LOC115766003|XP_030565632.1|DNOV	LOC5574519|XP_001661488.1|AAEG
OG0006663	LOC115762680|XP_030560854.1|DNOV	LOC23687518|XP_011493493.2|AAEG
OG0006664	LOC115761197|XP_030558735.1|DNOV	LOC5577071|XP_021696368.1|AAEG
OG0006665	LOC115762748|XP_030560946.1|DNOV	LOC110675498|XP_021696371.1|AAEG
OG0006666	LOC115762109|XP_030560070.1|DNOV	LOC5570511|XP_021696425.1|AAEG
OG0006667	LOC115762912|XP_030561151.1|DNOV	LOC5570529|XP_021696429.1|AAEG
OG0006668	LOC115763071|XP_030561364.1|DNOV	LOC5570473|XP_021696469.1|AAEG
OG0006669	LOC115769743|XP_030570543.1|DNOV	LOC5571688|XP_021696474.1|AAEG
OG0006670	LOC115769744|XP_030570545.1|DNOV	LOC5571685|XP_001659821.1|AAEG
OG0006671	LOC115769539|XP_030570239.1|DNOV	LOC5571684|XP_021696476.1|AAEG
OG0006672	LOC115771257|XP_030572728.1|DNOV	LOC5567636|XP_021696480.1|AAEG
OG0006673	LOC115771262|XP_030572738.1|DNOV	LOC5567634|XP_001657589.2|AAEG
OG0006674	LOC115770191|XP_030571214.1|DNOV	LOC5567619|XP_001657593.2|AAEG
OG0006675	LOC115762838|XP_030561072.1|DNOV	LOC110675521|XP_021696504.1|AAEG
OG0006676	LOC115769576|XP_030570300.1|DNOV	LOC5564100|XP_021696522.1|AAEG
OG0006677	LOC115767151|XP_030567182.1|DNOV	LOC5564099|XP_001648425.2|AAEG
OG0006678	LOC115770499|XP_030571653.1|DNOV	LOC5566286|XP_021696527.1|AAEG
OG0006679	LOC115770974|XP_030572298.1|DNOV	LOC5566296|XP_001650672.2|AAEG
OG0006680	LOC115765063|XP_030564297.1|DNOV	LOC5566273|XP_021696539.1|AAEG
OG0006681	LOC115769538|XP_030570238.1|DNOV	LOC5566279|XP_021696554.1|AAEG
OG0006682	LOC115769781|XP_030570606.1|DNOV	LOC5566283|XP_021696559.1|AAEG
OG0006683	LOC115769856|XP_030570702.1|DNOV	LOC110675561|XP_021696569.1|AAEG
OG0006684	LOC115767154|XP_030567188.1|DNOV	LOC5566291|XP_021696570.1|AAEG
OG0006685	LOC115765227|XP_030564534.1|DNOV	LOC5570091|XP_001653078.1|AAEG
OG0006686	LOC115771037|XP_030572433.1|DNOV	LOC5570087|XP_021696585.1|AAEG
OG0006688	LOC115762603|XP_030560755.1|DNOV	LOC5568098|XP_001652035.1|AAEG
OG0006689	LOC115762723|XP_030560912.1|DNOV	LOC5568104|XP_001652043.2|AAEG
OG0006690	LOC115764875|XP_030564014.1|DNOV	LOC5566341|XP_021696745.1|AAEG
OG0006691	LOC115771131|XP_030572559.1|DNOV	LOC5578957|XP_001664136.2|AAEG
OG0006692	LOC115762814|XP_030561037.1|DNOV	LOC5564626|XP_001648971.2|AAEG
OG0006693	LOC115762569|XP_030560713.1|DNOV	LOC5564627|XP_021696772.1|AAEG
OG0006694	LOC115768017|XP_030568290.1|DNOV	LOC5567126|XP_001651548.1|AAEG
OG0006695	LOC115767165|XP_030567208.1|DNOV	LOC5564573|XP_021696810.1|AAEG
OG0006696	LOC115759348|XP_030556131.1|DNOV	LOC5572350|XP_021702586.1|AAEG
OG0006697	LOC115769782|XP_030570609.1|DNOV	LOC5566237|XP_021696840.1|AAEG
OG0006698	LOC115762935|XP_030561176.1|DNOV	LOC5566233|XP_001650607.1|AAEG
OG0006699	LOC115762868|XP_030561103.1|DNOV	LOC5565645|XP_021696877.1|AAEG
OG0006700	LOC115769931|XP_030570833.1|DNOV	LOC5565664|XP_001650012.1|AAEG
OG0006702	LOC115768095|XP_030568439.1|DNOV	LOC5573780|XP_021696923.1|AAEG
OG0006703	LOC115771292|XP_030572777.1|DNOV	LOC5576413|XP_001656115.2|AAEG
OG0006704	LOC115771297|XP_030572781.1|DNOV	LOC5576414|XP_021696953.1|AAEG
OG0006705	LOC115761087|XP_030558568.1|DNOV	LOC5568904|XP_021696995.1|AAEG
OG0006706	LOC115762414|XP_030560464.1|DNOV	LOC5568900|XP_001658223.2|AAEG
OG0006707	LOC115762045|XP_030559979.1|DNOV	LOC5574793|XP_001655350.2|AAEG
OG0006708	LOC115768155|XP_030568510.1|DNOV	LOC5574797|XP_021697006.1|AAEG
OG0006709	LOC115768589|XP_030569094.1|DNOV	LOC5574825|XP_021697020.1|AAEG
OG0006710	LOC115769983|XP_030570903.1|DNOV	LOC5578225|XP_021697046.1|AAEG
OG0006711	LOC115769420|XP_030570088.1|DNOV	LOC5576452|XP_021697043.1|AAEG
OG0006712	LOC115770997|XP_030572353.1|DNOV	LOC5568326|XP_021697052.1|AAEG
OG0006713	LOC115769912|XP_030570794.1|DNOV	LOC5568323|XP_021697067.1|AAEG
OG0006714	LOC115769908|XP_030570790.1|DNOV	LOC5568322|XP_001652200.1|AAEG
OG0006715	LOC115769638|XP_030570410.1|DNOV	LOC5568301|XP_001652178.2|AAEG
OG0006716	LOC115758345|XP_030554782.1|DNOV	LOC5568300|XP_021697096.1|AAEG
OG0006717	LOC115770395|XP_030571504.1|DNOV	LOC5568299|XP_001652176.1|AAEG
OG0006718	LOC115770399|XP_030571511.1|DNOV	LOC5568296|XP_001652173.1|AAEG
OG0006719	LOC115769822|XP_030570653.1|DNOV	LOC5568293|XP_021697100.1|AAEG
OG0006720	LOC115768535|XP_030568994.1|DNOV	LOC110675714|XP_021697113.1|AAEG
OG0006721	LOC115769379|XP_030570034.1|DNOV	LOC5571810|XP_001659942.1|AAEG
OG0006722	LOC115762842|XP_030561077.1|DNOV	LOC5571811|XP_021697116.1|AAEG
OG0006723	LOC115759792|XP_030556731.1|DNOV	LOC5574704|XP_021697229.1|AAEG
OG0006724	LOC115761561|XP_030559205.1|DNOV	LOC5572699|XP_001660517.1|AAEG
OG0006725	LOC115761839|XP_030559681.1|DNOV	LOC5572697|XP_001660516.1|AAEG
OG0006726	LOC115771779|XP_030573499.1|DNOV	LOC5572696|XP_001660515.1|AAEG
OG0006727	LOC115761837|XP_030559678.1|DNOV	LOC5572694|XP_021697243.1|AAEG
OG0006728	LOC115770939|XP_030572259.1|DNOV	LOC5571605|XP_001653725.2|AAEG
OG0006731	LOC115759770|XP_030556697.1|DNOV	LOC5564512|XP_021697371.1|AAEG
OG0006732	LOC115771245|XP_030572706.1|DNOV	LOC5565659|XP_021697379.1|AAEG
OG0006733	LOC115771136|XP_030572567.1|DNOV	LOC5577724|XP_001656668.1|AAEG
OG0006734	LOC115770868|XP_030572168.1|DNOV	LOC5574452|XP_021697405.1|AAEG
OG0006735	LOC115762946|XP_030561191.1|DNOV	LOC5571389|XP_021697404.1|AAEG
OG0006736	LOC115771264|XP_030572740.1|DNOV	LOC5579060|XP_001657257.2|AAEG
OG0006737	LOC115771067|XP_030572479.1|DNOV	LOC5567091|XP_001651451.1|AAEG
OG0006738	LOC115757852|XP_030554146.1|DNOV	LOC5576075|XP_001662412.1|AAEG
OG0006739	LOC115769360|XP_030570003.1|DNOV	LOC5576082|XP_001662411.1|AAEG
OG0006740	LOC115769906|XP_030570788.1|DNOV	LOC5576078|XP_001662409.1|AAEG
OG0006741	LOC115769904|XP_030570785.1|DNOV	LOC5576076|XP_001662408.2|AAEG
OG0006742	LOC115761646|XP_030559340.1|DNOV	LOC5578252|XP_021697471.1|AAEG
OG0006743	LOC115759185|XP_030555921.1|DNOV	LOC5578257|XP_021697473.1|AAEG
OG0006744	LOC115762560|XP_030560702.1|DNOV	LOC5576852|XP_021697528.1|AAEG
OG0006745	LOC115770771|XP_030572045.1|DNOV	LOC5574228|XP_021697557.1|AAEG
OG0006746	LOC115771124|XP_030572548.1|DNOV	LOC5574062|XP_021697583.1|AAEG
OG0006747	LOC115762558|XP_030560698.1|DNOV	LOC5574061|XP_021697595.1|AAEG
OG0006748	LOC115769156|XP_030569710.1|DNOV	LOC5567758|XP_021697604.1|AAEG
OG0006750	LOC115765197|XP_030564493.1|DNOV	LOC5573546|XP_021697677.1|AAEG
OG0006752	LOC115766924|XP_030566869.1|DNOV	LOC5565551|XP_001649918.2|AAEG
OG0006753	LOC115766983|XP_030566941.1|DNOV	LOC5565561|XP_001649914.2|AAEG
OG0006754	LOC115762688|XP_030560869.1|DNOV	LOC5565536|XP_021697747.1|AAEG
OG0006755	LOC115769729|XP_030570525.1|DNOV	LOC5565556|XP_001649893.1|AAEG
OG0006756	LOC115762805|XP_030561019.1|DNOV	LOC5565532|XP_021697759.1|AAEG
OG0006757	LOC115762653|XP_030560819.1|DNOV	LOC5563838|XP_001648155.1|AAEG
OG0006758	LOC115771155|XP_030572588.1|DNOV	LOC5563841|XP_001648157.1|AAEG
OG0006759	LOC115771082|XP_030572493.1|DNOV	LOC5563839|XP_021697761.1|AAEG
OG0006760	LOC115770046|XP_030570989.1|DNOV	LOC5565543|XP_021697770.1|AAEG
OG0006761	LOC115765702|XP_030565223.1|DNOV	LOC5564146|XP_001648476.1|AAEG
OG0006762	LOC115765247|XP_030564573.1|DNOV	LOC5576549|XP_021697835.1|AAEG
OG0006763	LOC115760525|XP_030557763.1|DNOV	LOC5573513|XP_001660911.1|AAEG
OG0006764	LOC115764578|XP_030563587.1|DNOV	LOC5574925|XP_021697878.1|AAEG
OG0006765	LOC115761115|XP_030558606.1|DNOV	LOC5566529|XP_001650919.1|AAEG
OG0006766	LOC115769973|XP_030570886.1|DNOV	LOC5566494|XP_021697881.1|AAEG
OG0006767	LOC115767550|XP_030567695.1|DNOV	LOC5575135|XP_001655512.2|AAEG
OG0006768	LOC115767431|XP_030567582.1|DNOV	LOC5575136|XP_001655513.1|AAEG
OG0006769	LOC115768085|XP_030568424.1|DNOV	LOC5575137|XP_001655514.1|AAEG
OG0006770	LOC115769883|XP_030570747.1|DNOV	LOC5578617|XP_001657036.2|AAEG
OG0006771	LOC115768758|XP_030569308.1|DNOV	LOC5571183|XP_021697944.1|AAEG
OG0006772	LOC115760796|XP_030558151.1|DNOV	LOC5571188|XP_001653516.2|AAEG
OG0006773	LOC115771019|XP_030572400.1|DNOV	LOC5573990|XP_021697979.1|AAEG
OG0006774	LOC115771579|XP_030573194.1|DNOV	LOC5573997|XP_021698005.1|AAEG
OG0006775	LOC115762919|XP_030561159.1|DNOV	LOC5573999|XP_001661086.1|AAEG
OG0006776	LOC115769359|XP_030570001.1|DNOV	LOC5568730|XP_001658110.2|AAEG
OG0006777	LOC115769365|XP_030570007.1|DNOV	LOC5574003|XP_001661090.1|AAEG
OG0006778	LOC115769780|XP_030570605.1|DNOV	LOC5574004|XP_021698010.1|AAEG
OG0006779	LOC115765808|XP_030565383.1|DNOV	LOC5574358|XP_021698013.1|AAEG
OG0006780	LOC115771154|XP_030572587.1|DNOV	LOC5568735|XP_021698016.1|AAEG
OG0006782	LOC115762793|XP_030561006.1|DNOV	LOC5568748|XP_001658129.2|AAEG
OG0006783	LOC115762088|XP_030560043.1|DNOV	LOC5566824|XP_021698068.1|AAEG
OG0006784	LOC115769502|XP_030570182.1|DNOV	LOC5569157|XP_021698137.1|AAEG
OG0006785	LOC115762139|XP_030560110.1|DNOV	LOC5572098|XP_021698148.1|AAEG
OG0006786	LOC115760776|XP_030558126.1|DNOV	LOC5569163|XP_021698171.1|AAEG
OG0006787	LOC115765875|XP_030565476.1|DNOV	LOC5574864|XP_021698278.1|AAEG
OG0006788	LOC115765961|XP_030565578.1|DNOV	LOC5574863|XP_001661687.2|AAEG
OG0006789	LOC115765379|XP_030564763.1|DNOV	LOC5575957|XP_001662311.1|AAEG
OG0006790	LOC115763153|XP_030561463.1|DNOV	LOC5574862|XP_001661688.1|AAEG
OG0006791	LOC115769325|XP_030569921.1|DNOV	LOC5565671|XP_001650026.1|AAEG
OG0006792	LOC115769775|XP_030570600.1|DNOV	LOC5574453|XP_001661470.1|AAEG
OG0006793	LOC115769603|XP_030570353.1|DNOV	LOC5564220|XP_001648568.2|AAEG
OG0006794	LOC115759775|XP_030556705.1|DNOV	LOC5564228|XP_001648564.1|AAEG
OG0006795	LOC115770487|XP_030571630.1|DNOV	LOC5564217|XP_001648559.2|AAEG
OG0006796	LOC115771420|XP_030572982.1|DNOV	LOC5564317|XP_001648653.1|AAEG
OG0006797	LOC115763098|XP_030561398.1|DNOV	LOC5564300|XP_001648651.1|AAEG
OG0006798	LOC115771219|XP_030572680.1|DNOV	LOC5569020|XP_001658276.1|AAEG
OG0006799	LOC115769507|XP_030570198.1|DNOV	LOC5574158|XP_021698429.1|AAEG
OG0006800	LOC115769498|XP_030570177.1|DNOV	LOC5569603|XP_001652883.2|AAEG
OG0006801	LOC115765292|XP_030564643.1|DNOV	LOC5577968|XP_001663631.1|AAEG
OG0006802	LOC115762373|XP_030560409.1|DNOV	LOC5570796|XP_021698590.1|AAEG
OG0006803	LOC115762084|XP_030560036.1|DNOV	LOC5570783|XP_001653286.2|AAEG
OG0006804	LOC115769916|XP_030570799.1|DNOV	LOC5570793|XP_021698604.1|AAEG
OG0006805	LOC115762457|XP_030560520.1|DNOV	LOC5570791|XP_021698606.1|AAEG
OG0006806	LOC115762605|XP_030560760.1|DNOV	LOC5579155|XP_021698640.1|AAEG
OG0006807	LOC115771568|XP_030573177.1|DNOV	LOC5568754|XP_021698685.1|AAEG
OG0006808	LOC115762180|XP_030560161.1|DNOV	LOC5572534|XP_001654061.2|AAEG
OG0006809	LOC115771056|XP_030572464.1|DNOV	LOC5572289|XP_001653975.2|AAEG
OG0006810	LOC115770056|XP_030571008.1|DNOV	LOC5572287|XP_001653972.2|AAEG
OG0006811	LOC115771644|XP_030573307.1|DNOV	LOC5572286|XP_001653971.2|AAEG
OG0006812	LOC115770897|XP_030572195.1|DNOV	LOC23687584|XP_021698727.1|AAEG
OG0006813	LOC115765677|XP_030565231.1|DNOV	LOC5572277|XP_021698748.1|AAEG
OG0006814	LOC115771125|XP_030572551.1|DNOV	LOC5572195|XP_001653862.1|AAEG
OG0006815	LOC115771055|XP_030572463.1|DNOV	LOC5564563|XP_021698821.1|AAEG
OG0006816	LOC115771043|XP_030572443.1|DNOV	LOC5571886|XP_021698823.1|AAEG
OG0006817	LOC115769809|XP_030570637.1|DNOV	LOC5566090|XP_001650458.2|AAEG
OG0006818	LOC115769709|XP_030570498.1|DNOV	LOC5566034|XP_021698857.1|AAEG
OG0006819	LOC115769958|XP_030570863.1|DNOV	LOC5574351|XP_001661386.2|AAEG
OG0006820	LOC115771448|XP_030573022.1|DNOV	LOC5574348|XP_021698908.1|AAEG
OG0006821	LOC115763294|XP_030561642.1|DNOV	LOC5574342|XP_021698910.1|AAEG
OG0006822	LOC115761833|XP_030559657.1|DNOV	LOC5577977|XP_021698914.1|AAEG
OG0006823	LOC115769801|XP_030570628.1|DNOV	LOC5574338|XP_001661371.1|AAEG
OG0006824	LOC115769920|XP_030570805.1|DNOV	LOC5574333|XP_001661366.1|AAEG
OG0006825	LOC115769766|XP_030570589.1|DNOV	LOC5577266|XP_021698973.1|AAEG
OG0006826	LOC115769685|XP_030570465.1|DNOV	LOC5577270|XP_021698987.1|AAEG
OG0006827	LOC115759431|XP_030556198.1|DNOV	LOC5573289|XP_021699051.1|AAEG
OG0006828	LOC115769269|XP_030569840.1|DNOV	LOC5573299|XP_021699066.1|AAEG
OG0006829	LOC115769769|XP_030570592.1|DNOV	LOC5575939|XP_001662292.2|AAEG
OG0006831	LOC115767164|XP_030567206.1|DNOV	LOC5572503|XP_001660443.2|AAEG
OG0006832	LOC115771164|XP_030572605.1|DNOV	LOC5577144|XP_021699221.1|AAEG
OG0006833	LOC115769393|XP_030570054.1|DNOV	LOC5577147|XP_021699228.1|AAEG
OG0006834	LOC115770444|XP_030571580.1|DNOV	LOC5573014|XP_001654342.2|AAEG
OG0006835	LOC115771006|XP_030572367.1|DNOV	LOC5573011|XP_021699250.1|AAEG
OG0006836	LOC115760425|XP_030557597.1|DNOV	LOC5573010|XP_001654338.2|AAEG
OG0006837	LOC115762822|XP_030561043.1|DNOV	LOC5573001|XP_001654328.1|AAEG
OG0006838	LOC115769635|XP_030570407.1|DNOV	LOC5574542|XP_021699261.1|AAEG
OG0006839	LOC115762823|XP_030561045.1|DNOV	LOC5574541|XP_021699268.1|AAEG
OG0006840	LOC115763536|XP_030562012.1|DNOV	LOC5578845|XP_021699292.1|AAEG
OG0006841	LOC115762867|XP_030561101.1|DNOV	LOC5578859|XP_021699353.1|AAEG
OG0006842	LOC115767168|XP_030567211.1|DNOV	LOC5571041|XP_021699362.1|AAEG
OG0006843	LOC115765140|XP_030564403.1|DNOV	LOC110676304|XP_021699379.1|AAEG
OG0006844	LOC115761936|XP_030559831.1|DNOV	LOC5578061|XP_001663683.2|AAEG
OG0006845	LOC115769939|XP_030570842.1|DNOV	LOC5570325|XP_001653153.1|AAEG
OG0006846	LOC115771060|XP_030572471.1|DNOV	LOC5570323|XP_021699516.1|AAEG
OG0006847	LOC115771051|XP_030572458.1|DNOV	LOC5578493|XP_021699519.1|AAEG
OG0006848	LOC115760904|XP_030558331.1|DNOV	LOC5570720|XP_001659313.2|AAEG
OG0006849	LOC115771092|XP_030572510.1|DNOV	LOC5576986|XP_001663087.2|AAEG
OG0006850	LOC115771093|XP_030572511.1|DNOV	LOC5576985|XP_001663086.2|AAEG
OG0006851	LOC115771202|XP_030572659.1|DNOV	LOC5576984|XP_021699580.1|AAEG
OG0006852	LOC115761287|XP_030558874.1|DNOV	LOC5570872|XP_001659378.1|AAEG
OG0006853	LOC115762898|XP_030561132.1|DNOV	LOC5569275|XP_021699681.1|AAEG
OG0006854	LOC115761015|XP_030558489.1|DNOV	LOC5578326|XP_021699692.1|AAEG
OG0006855	LOC115770357|XP_030571458.1|DNOV	LOC5575625|XP_021699709.1|AAEG
OG0006856	LOC115760804|XP_030558163.1|DNOV	LOC5573556|XP_021699711.1|AAEG
OG0006857	LOC115762308|XP_030560334.1|DNOV	LOC110676379|XP_021699724.1|AAEG
OG0006858	LOC115770403|XP_030571525.1|DNOV	LOC5576383|XP_021699727.1|AAEG
OG0006859	LOC115760634|XP_030557947.1|DNOV	LOC5569576|XP_001658637.2|AAEG
OG0006861	LOC115762171|XP_030560147.1|DNOV	LOC5567692|XP_021699794.1|AAEG
OG0006862	LOC115770408|XP_030571527.1|DNOV	LOC5565716|XP_001650075.2|AAEG
OG0006863	LOC115764362|XP_030563182.1|DNOV	LOC5564741|XP_021699864.1|AAEG
OG0006864	LOC115760692|XP_030558020.1|DNOV	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG
OG0006865	LOC115772009|XP_030573800.1|DNOV	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG
OG0006866	LOC115762145|XP_030560117.1|DNOV	LOC5574641|XP_001661556.2|AAEG
OG0006867	LOC115761136|XP_030558656.1|DNOV	LOC110676410|XP_021699895.1|AAEG
OG0006868	LOC115761135|XP_030558654.1|DNOV	LOC5574640|XP_021699897.1|AAEG
OG0006869	LOC115760520|XP_030557748.1|DNOV	LOC5574645|XP_021699909.1|AAEG
OG0006871	LOC115765017|XP_030564234.1|DNOV	LOC5572050|XP_001660156.2|AAEG
OG0006872	LOC115759301|XP_030556067.1|DNOV	LOC110676417|XP_021699960.1|AAEG
OG0006873	LOC115757984|XP_030554337.1|DNOV	LOC5564188|XP_021699967.1|AAEG
OG0006874	LOC115759307|XP_030556072.1|DNOV	LOC5574548|XP_001661497.1|AAEG
OG0006875	LOC115760128|XP_030557187.1|DNOV	LOC5574376|XP_021700082.1|AAEG
OG0006876	LOC115771149|XP_030572585.1|DNOV	LOC5574374|XP_021700091.1|AAEG
OG0006877	LOC115765929|XP_030565534.1|DNOV	LOC23687406|XP_021700101.1|AAEG
OG0006878	LOC115758562|XP_030555130.1|DNOV	LOC5574390|XP_001661408.2|AAEG
OG0006879	LOC115762277|XP_030560299.1|DNOV	LOC5575906|XP_021700113.1|AAEG
OG0006880	LOC115758404|XP_030554912.1|DNOV	LOC5575901|XP_001662278.1|AAEG
OG0006881	LOC115763471|XP_030561916.1|DNOV	LOC5574362|XP_001661395.3|AAEG
OG0006882	LOC115763002|XP_030561255.1|DNOV	LOC5571154|XP_001653470.1|AAEG
OG0006883	LOC115758453|XP_030554981.1|DNOV	LOC5575437|XP_021700362.1|AAEG
OG0006884	LOC115763454|XP_030561885.1|DNOV	LOC5575441|XP_021700369.1|AAEG
OG0006885	LOC115759277|XP_030556038.1|DNOV	LOC5575449|XP_021700372.1|AAEG
OG0006886	LOC115761706|XP_030559438.1|DNOV	LOC5578152|XP_001663724.2|AAEG
OG0006887	LOC115766907|XP_030566845.1|DNOV	LOC5578153|XP_021700394.1|AAEG
OG0006888	LOC115759924|XP_030556921.1|DNOV	LOC5578155|XP_021700401.1|AAEG
OG0006889	LOC115758454|XP_030554982.1|DNOV	LOC5578158|XP_001663730.1|AAEG
OG0006890	LOC115768568|XP_030569052.1|DNOV	LOC5571936|XP_001660046.2|AAEG
OG0006891	LOC115760200|XP_030557293.1|DNOV	LOC5571942|XP_021700428.1|AAEG
OG0006892	LOC115765870|XP_030565467.1|DNOV	LOC5571945|XP_001660049.1|AAEG
OG0006893	LOC115758375|XP_030554829.1|DNOV	LOC5571947|XP_001660051.2|AAEG
OG0006894	LOC115758374|XP_030554827.1|DNOV	LOC5571949|XP_021700441.1|AAEG
OG0006895	LOC115767605|XP_030567760.1|DNOV	LOC5569506|XP_021700483.1|AAEG
OG0006897	LOC115763477|XP_030561922.1|DNOV	LOC5569512|XP_021700487.1|AAEG
OG0006898	LOC115760129|XP_030557188.1|DNOV	LOC5568223|XP_001652155.2|AAEG
OG0006899	LOC115758477|XP_030555014.1|DNOV	LOC5580327|XP_001663279.1|AAEG
OG0006900	LOC115771365|XP_030572909.1|DNOV	LOC5569011|XP_001652665.1|AAEG
OG0006901	LOC115759186|XP_030555922.1|DNOV	LOC5564161|XP_001648490.1|AAEG
OG0006902	LOC115769074|XP_030569647.1|DNOV	LOC5565619|XP_001649973.1|AAEG
OG0006903	LOC115765016|XP_030564230.1|DNOV	LOC5566449|XP_001650817.2|AAEG
OG0006904	LOC115769243|XP_030569816.1|DNOV	LOC5565700|XP_001650043.1|AAEG
OG0006905	LOC115758529|XP_030555080.1|DNOV	LOC5565680|XP_001650055.2|AAEG
OG0006906	LOC115758668|XP_030555271.1|DNOV	LOC5570925|XP_001653405.2|AAEG
OG0006907	LOC115768534|XP_030568983.1|DNOV	LOC5570922|XP_021700604.1|AAEG
OG0006908	LOC115758452|XP_030554980.1|DNOV	LOC5570916|XP_001653395.1|AAEG
OG0006909	LOC115759725|XP_030556604.1|DNOV	LOC5570914|XP_001653393.1|AAEG
OG0006910	LOC115763379|XP_030561776.1|DNOV	LOC5570913|XP_021700629.1|AAEG
OG0006911	LOC115766388|XP_030566153.1|DNOV	LOC5574739|XP_021700699.1|AAEG
OG0006912	LOC115763447|XP_030561876.1|DNOV	LOC5571728|XP_021700724.1|AAEG
OG0006913	LOC115759776|XP_030556702.1|DNOV	LOC5571738|XP_021700728.1|AAEG
