Orthogroup	DNOV.longest_only	DMIR.longest_only
OG0007042	LOC115763035|XP_030561306.1|DNOV	LOC108164279|XP_017155414.1|DMIR
OG0007043	LOC115759617|XP_030556456.1|DNOV	LOC108155261|XP_017141448.1|DMIR
OG0007044	LOC115760152|XP_030557223.1|DNOV	LOC108162806|XP_017153205.1|DMIR
OG0007045	LOC115763867|XP_030562503.1|DNOV	LOC108156762|XP_017143914.1|DMIR
OG0007046	LOC115763656|XP_030562184.1|DNOV	LOC108156020|XP_033245482.1|DMIR
OG0007047	LOC115758892|XP_030555549.1|DNOV	LOC108162226|XP_017152336.1|DMIR
OG0007048	LOC115763034|XP_030561304.1|DNOV	LOC108163243|XP_017153895.1|DMIR
OG0007049	LOC115759884|XP_030556859.1|DNOV	LOC108163520|XP_017154355.1|DMIR
OG0007050	LOC115759995|XP_030557012.1|DNOV	LOC108164089|XP_017155168.1|DMIR
OG0007051	LOC115760225|XP_030557338.1|DNOV	LOC108164033|XP_017155098.1|DMIR
OG0007052	LOC115768846|XP_030569403.1|DNOV	LOC108154862|XP_017140781.1|DMIR
OG0007053	LOC115766138|XP_030565826.1|DNOV	LOC108156289|XP_017143160.1|DMIR
OG0007054	LOC115762060|XP_030560006.1|DNOV	LOC108159160|XP_017147655.1|DMIR
OG0007055	LOC115762392|XP_030560432.1|DNOV	LOC108160121|XP_017149403.1|DMIR
OG0007056	LOC115769950|XP_030570856.1|DNOV	LOC108152634|XP_017137602.1|DMIR
OG0007057	LOC115768894|XP_030569468.1|DNOV	LOC108154872|XP_017140803.1|DMIR
OG0007058	LOC115767842|XP_030568050.1|DNOV	LOC108164696|XP_017156057.1|DMIR
OG0007062	LOC115758381|XP_030554843.1|DNOV	LOC108162273|XP_017152420.2|DMIR
OG0007063	LOC115763386|XP_030561786.1|DNOV	LOC108163499|XP_017154313.1|DMIR
OG0007064	LOC115762245|XP_030560256.1|DNOV	LOC108158668|XP_017146666.1|DMIR
OG0007065	LOC115765581|XP_030565089.1|DNOV	LOC108151583|XP_017135751.1|DMIR
OG0007066	LOC115770243|XP_030571311.1|DNOV	LOC108152497|XP_017137361.1|DMIR
OG0007067	LOC115760044|XP_030557071.1|DNOV	LOC108163213|XP_033248438.1|DMIR
OG0007068	LOC115763589|XP_030562071.1|DNOV	LOC108162604|XP_017152912.2|DMIR
OG0007069	LOC115762987|XP_030561231.1|DNOV	LOC108162207|XP_017152307.1|DMIR
OG0007070	LOC115760499|XP_030557710.1|DNOV	LOC117187856|XP_033246632.1|DMIR, LOC108158159|XP_017145871.2|DMIR
OG0007071	LOC115760902|XP_030558329.1|DNOV	LOC108159645|XP_017148601.1|DMIR
OG0007072	LOC115761565|XP_030559213.1|DNOV	LOC108156279|XP_017143141.1|DMIR
OG0007073	LOC115765908|XP_030565513.1|DNOV	LOC108163397|XP_017154148.1|DMIR
OG0007074	LOC115758506|XP_030555059.1|DNOV	LOC108159680|XP_017148662.1|DMIR
OG0007075	LOC115768554|XP_030569024.1|DNOV	LOC108162423|XP_017152639.1|DMIR
OG0007076	LOC115757822|XP_030554109.1|DNOV	LOC108160314|XP_017149724.1|DMIR
OG0007077	LOC115760132|XP_030557191.1|DNOV	LOC108161652|XP_017151443.1|DMIR
OG0007078	LOC115758344|XP_030554781.1|DNOV	LOC108161984|XP_017151939.1|DMIR
OG0007079	LOC115758346|XP_030554783.1|DNOV	LOC108161989|XP_017151944.1|DMIR
OG0007080	LOC115762995|XP_030561240.1|DNOV	LOC108163983|XP_017155033.1|DMIR
OG0007081	LOC115763559|XP_030562039.1|DNOV	LOC108163320|XP_017154035.1|DMIR
OG0007082	LOC115765523|XP_030565001.1|DNOV	LOC108162463|XP_017152697.1|DMIR
OG0007083	LOC115759134|XP_030555843.1|DNOV	LOC108161467|XP_017151223.1|DMIR
OG0007084	LOC115768835|XP_030569391.1|DNOV	LOC108153335|XP_017138751.1|DMIR
OG0007085	LOC115759712|XP_030556572.1|DNOV	LOC108163146|XP_017153749.1|DMIR
OG0007086	LOC115758948|XP_030555608.1|DNOV	LOC108161893|XP_017151777.1|DMIR
OG0007087	LOC115770198|XP_030571247.1|DNOV	LOC108152644|XP_017137624.1|DMIR
OG0007088	LOC115759693|XP_030556551.1|DNOV	LOC108162430|XP_033249719.1|DMIR
OG0007089	LOC115765894|XP_030565497.1|DNOV	LOC108162770|XP_017153155.1|DMIR
OG0007090	LOC115760314|XP_030557461.1|DNOV	LOC108163348|XP_017154077.1|DMIR
OG0007091	LOC115759204|XP_030555950.1|DNOV	LOC108161311|XP_033248807.1|DMIR
OG0007092	LOC115759650|XP_030556498.1|DNOV	LOC108155085|XP_017141193.1|DMIR
OG0007093	LOC115758538|XP_030555091.1|DNOV	LOC108163003|XP_017153515.1|DMIR
OG0007094	LOC115758540|XP_030555094.1|DNOV	LOC108163004|XP_017153516.1|DMIR
OG0007095	LOC115763580|XP_030562059.1|DNOV	LOC108163221|XP_017153864.1|DMIR
OG0007096	LOC115758994|XP_030555656.1|DNOV	LOC108160165|XP_017149475.1|DMIR
OG0007097	LOC115758915|XP_030555572.1|DNOV	LOC108161798|XP_017151637.2|DMIR
OG0007098	LOC115758417|XP_030554925.1|DNOV	LOC108164188|XP_033249338.1|DMIR
OG0007099	LOC115761675|XP_030559389.1|DNOV	LOC108154182|XP_017139846.1|DMIR
OG0007100	LOC115759732|XP_030556611.1|DNOV	LOC108163274|XP_017153963.1|DMIR
OG0007101	LOC115758654|XP_030555251.1|DNOV	LOC108164029|XP_017155093.1|DMIR
OG0007102	LOC115765456|XP_030564880.1|DNOV	LOC108161840|XP_017151692.1|DMIR
OG0007103	LOC115759820|XP_030556772.1|DNOV	LOC108162967|XP_017153455.1|DMIR
OG0007104	LOC115763147|XP_030561457.1|DNOV	LOC108162741|XP_017153109.1|DMIR
OG0007105	LOC115759901|XP_030556883.1|DNOV	LOC117188620|XP_033248527.1|DMIR
OG0007106	LOC115765860|XP_030565450.1|DNOV	LOC108163581|XP_017154441.1|DMIR
OG0007107	LOC115763125|XP_030561431.1|DNOV	LOC108163457|XP_017154235.1|DMIR
OG0007108	LOC115763371|XP_030561762.1|DNOV	LOC108164042|XP_017155109.1|DMIR
OG0007109	LOC115759828|XP_030556778.1|DNOV	LOC108163108|XP_017153691.1|DMIR
OG0007110	LOC115758347|XP_030554787.1|DNOV	LOC108161995|XP_017151953.1|DMIR
OG0007111	LOC115758584|XP_030555163.1|DNOV	LOC108162014|XP_017151993.1|DMIR
OG0007112	LOC115765984|XP_030565605.1|DNOV	LOC108161814|XP_017151663.1|DMIR
OG0007113	LOC115757685|XP_030553882.1|DNOV	LOC108155954|XP_017142607.1|DMIR
OG0007114	LOC115758329|XP_030554758.1|DNOV	LOC108163750|XP_017154707.1|DMIR
OG0007115	LOC115765534|XP_030565012.1|DNOV	LOC108161570|XP_033248612.1|DMIR
OG0007116	LOC115759709|XP_030556568.1|DNOV	LOC108162711|XP_017153060.1|DMIR
OG0007117	LOC115758629|XP_030555224.1|DNOV	LOC108161772|XP_017151600.1|DMIR, LOC117188614|XP_033248510.1|DMIR
OG0007118	LOC115759355|XP_030556137.1|DNOV	LOC108164298|XP_017155433.2|DMIR
OG0007119	LOC115768883|XP_030569454.1|DNOV	LOC108156013|XP_017142720.1|DMIR
OG0007120	LOC115768577|XP_030569076.1|DNOV	LOC108163940|XP_017154969.1|DMIR
OG0007121	LOC115768855|XP_030569416.1|DNOV	LOC108164949|XP_017156430.1|DMIR
OG0007122	LOC115769127|XP_030569693.1|DNOV	LOC108160489|XP_017150015.1|DMIR
OG0007123	LOC115768793|XP_030569348.1|DNOV	LOC108156911|XP_033244792.1|DMIR
OG0007124	LOC115770239|XP_030571303.1|DNOV	LOC108152382|XP_017137165.1|DMIR
OG0007125	LOC115771477|XP_030573063.1|DNOV	LOC108153435|XP_017138929.1|DMIR
OG0007126	LOC115770528|XP_030571687.1|DNOV	LOC108151407|XP_017135484.1|DMIR
OG0007127	LOC115770292|XP_030571387.1|DNOV	LOC108151628|XP_017135816.1|DMIR
OG0007128	LOC115770140|XP_030571145.1|DNOV	LOC108153341|XP_033242793.1|DMIR
OG0007129	LOC115771532|XP_030573130.1|DNOV	LOC108152985|XP_017138201.1|DMIR
OG0007130	LOC115771551|XP_030573156.1|DNOV	LOC108151581|XP_017135746.1|DMIR
OG0007131	LOC115767881|XP_030568107.1|DNOV	LOC108150990|XP_017134830.1|DMIR
OG0007132	LOC115769414|XP_030570085.1|DNOV	LOC108150999|XP_033243708.1|DMIR
OG0007133	LOC115762760|XP_030560963.1|DNOV	LOC108153182|XP_017138482.1|DMIR
OG0007134	LOC115770420|XP_030571546.1|DNOV	LOC108151251|XP_017135255.1|DMIR
OG0007135	LOC115767698|XP_030567852.1|DNOV	LOC108152017|XP_017136482.1|DMIR
OG0007136	LOC115767613|XP_030567775.1|DNOV	LOC108152130|XP_017136707.1|DMIR
OG0007137	LOC115767031|XP_030567017.1|DNOV	LOC108151729|XP_017136007.1|DMIR
OG0007138	LOC115768852|XP_030569411.1|DNOV	LOC108152373|XP_017137152.1|DMIR
OG0007139	LOC115768302|XP_030568706.1|DNOV	LOC108152583|XP_017137521.1|DMIR
OG0007140	LOC115767986|XP_030568245.1|DNOV	LOC108164630|XP_017155964.1|DMIR
OG0007141	LOC115766365|XP_030566124.1|DNOV	LOC108165259|XP_033243983.1|DMIR
OG0007142	LOC115771445|XP_030573016.1|DNOV	LOC108152412|XP_017137214.1|DMIR
OG0007143	LOC115764938|XP_030564109.1|DNOV	LOC108156175|XP_017142993.1|DMIR
OG0007144	LOC115766118|XP_030565798.1|DNOV	LOC108156825|XP_017144012.1|DMIR
OG0007145	LOC115770841|XP_030572137.1|DNOV	LOC108156057|XP_033244342.1|DMIR
OG0007146	LOC115765727|XP_030565249.1|DNOV	LOC108155067|XP_017141143.1|DMIR
OG0007147	LOC115761444|XP_030559070.1|DNOV	LOC108156784|XP_017143947.1|DMIR
OG0007148	LOC115764254|XP_030563032.1|DNOV	LOC108162384|XP_017152591.1|DMIR
OG0007149	LOC115760734|XP_030558069.1|DNOV	LOC108159460|XP_017148254.1|DMIR
OG0007150	LOC115766773|XP_030566654.1|DNOV	LOC108150988|XP_017134826.1|DMIR
OG0007151	LOC115769476|XP_030570154.1|DNOV	LOC117186403|XP_033243048.1|DMIR
OG0007152	LOC115769017|XP_030569587.1|DNOV	LOC108163069|XP_017153635.1|DMIR
OG0007153	LOC115768998|XP_030569568.1|DNOV	LOC108164944|XP_017156421.1|DMIR
OG0007154	LOC115758189|XP_030554591.1|DNOV	LOC108159731|XP_017148754.1|DMIR
OG0007155	LOC115764213|XP_030562981.1|DNOV	LOC108160651|XP_017150274.1|DMIR
OG0007156	LOC115757677|XP_030553869.1|DNOV	LOC108155668|XP_017142121.1|DMIR
OG0007157	LOC115770667|XP_030571894.1|DNOV	LOC108155872|XP_017142480.1|DMIR
OG0007158	LOC115769355|XP_030569989.1|DNOV	LOC108150966|XP_017134790.1|DMIR
OG0007159	LOC115768689|XP_030569235.1|DNOV	LOC108153026|XP_017138270.1|DMIR
OG0007160	LOC115767878|XP_030568100.1|DNOV	LOC108155495|XP_017141812.1|DMIR
OG0007161	LOC115768004|XP_030568274.1|DNOV	LOC108151141|XP_017135055.1|DMIR
OG0007162	LOC115768858|XP_030569420.1|DNOV	LOC108151091|XP_017134965.1|DMIR
OG0007163	LOC115766160|XP_030565860.1|DNOV	LOC108154642|XP_017140460.1|DMIR
OG0007164	LOC115766159|XP_030565859.1|DNOV	LOC108154896|XP_017140834.1|DMIR
OG0007165	LOC115768740|XP_030569284.1|DNOV	LOC108153016|XP_033246409.1|DMIR
OG0007166	LOC115767055|XP_030567049.1|DNOV	LOC108152567|XP_017137492.1|DMIR
OG0007167	LOC115767726|XP_030567896.1|DNOV	LOC108162006|XP_017151984.1|DMIR
OG0007168	LOC115768997|XP_030569567.1|DNOV	LOC108164643|XP_017155982.1|DMIR
OG0007169	LOC115766855|XP_030566770.1|DNOV	LOC108155239|XP_017141421.1|DMIR
OG0007170	LOC115761785|XP_030559579.1|DNOV	LOC108155959|XP_017142612.1|DMIR
OG0007171	LOC115766880|XP_030566807.1|DNOV	LOC108159057|XP_017147489.1|DMIR
OG0007172	LOC115764435|XP_030563298.1|DNOV	LOC108153237|XP_017138563.1|DMIR
OG0007173	LOC115767015|XP_030567000.1|DNOV	LOC108152224|XP_017136896.1|DMIR
OG0007174	LOC115771875|XP_030573619.1|DNOV	LOC108156202|XP_017143024.2|DMIR
OG0007175	LOC115770247|XP_030571315.1|DNOV	LOC108153125|XP_017138403.1|DMIR
OG0007176	LOC115766048|XP_030565685.1|DNOV	LOC108154683|XP_017140513.1|DMIR
OG0007177	LOC115759620|XP_030556464.1|DNOV	LOC108155264|XP_017141456.1|DMIR
OG0007178	LOC115759556|XP_030556378.1|DNOV	LOC108155013|XP_017141053.1|DMIR
OG0007179	LOC115759490|XP_030556288.1|DNOV	LOC108155742|XP_017142249.1|DMIR
OG0007180	LOC115759418|XP_030556173.1|DNOV	LOC108155265|XP_017141457.1|DMIR
OG0007181	LOC115768913|XP_030569502.1|DNOV	LOC108160470|XP_017149981.1|DMIR
OG0007182	LOC115763732|XP_030562289.1|DNOV	LOC108157111|XP_017144474.1|DMIR
OG0007183	LOC115763905|XP_030562561.1|DNOV	LOC108157080|XP_033244924.1|DMIR
OG0007184	LOC115763838|XP_030562458.1|DNOV	LOC108157110|XP_033246078.1|DMIR
OG0007185	LOC115759876|XP_030556849.1|DNOV	LOC108163507|XP_017154326.1|DMIR
OG0007186	LOC115770679|XP_030571922.1|DNOV	LOC108156461|XP_017143412.1|DMIR
OG0007187	LOC115765598|XP_030565108.1|DNOV	LOC108155630|XP_017142049.1|DMIR
OG0007188	LOC115763854|XP_030562488.1|DNOV	LOC108155965|XP_017142631.1|DMIR
OG0007189	LOC115761576|XP_030559222.1|DNOV	LOC108155459|XP_017141767.1|DMIR
OG0007190	LOC115766235|XP_030565956.1|DNOV	LOC108155232|XP_017141409.1|DMIR
OG0007191	LOC115771054|XP_030572462.1|DNOV	LOC108151386|XP_017135450.2|DMIR
OG0007192	LOC115764269|XP_030563052.1|DNOV	LOC108151990|XP_017136444.1|DMIR
OG0007193	LOC115764268|XP_030563051.1|DNOV	LOC108151989|XP_017136443.1|DMIR
OG0007194	LOC115768262|XP_030568652.1|DNOV	LOC108151092|XP_017134971.1|DMIR
OG0007195	LOC115763885|XP_030562522.1|DNOV	LOC108154108|XP_017139720.1|DMIR
OG0007196	LOC115761285|XP_030558869.1|DNOV	LOC108154756|XP_033245967.1|DMIR
OG0007197	LOC115770537|XP_030571701.1|DNOV	LOC108152780|XP_017137851.1|DMIR
OG0007198	LOC115763720|XP_030562273.1|DNOV	LOC108156213|XP_017143040.1|DMIR
OG0007199	LOC115764726|XP_030563794.1|DNOV	LOC108155834|XP_017142434.1|DMIR
OG0007200	LOC115763739|XP_030562300.1|DNOV	LOC108155570|XP_017141959.1|DMIR
OG0007201	LOC115771075|XP_030572487.1|DNOV	LOC108152550|XP_017137452.1|DMIR
OG0007202	LOC115762928|XP_030561168.1|DNOV	LOC108151148|XP_017135063.1|DMIR
OG0007203	LOC115762925|XP_030561166.1|DNOV	LOC108151145|XP_017135060.1|DMIR
OG0007204	LOC115767750|XP_030567925.1|DNOV	LOC117186310|XP_033242805.1|DMIR
OG0007205	LOC115762764|XP_030560968.1|DNOV	LOC108151150|XP_017135064.1|DMIR
OG0007206	LOC115766099|XP_030565774.1|DNOV	LOC108155665|XP_017142117.1|DMIR
OG0007207	LOC115761314|XP_030558905.1|DNOV	LOC108154694|XP_017140532.1|DMIR
OG0007208	LOC115761579|XP_030559227.1|DNOV	LOC108155461|XP_017141769.1|DMIR
OG0007209	LOC115761580|XP_030559229.1|DNOV	LOC108155463|XP_017141771.1|DMIR
OG0007210	LOC115763701|XP_030562250.1|DNOV	LOC108156212|XP_017143039.1|DMIR
OG0007211	LOC115766077|XP_030565741.1|DNOV	LOC108155842|XP_017142441.1|DMIR
OG0007212	LOC115761236|XP_030558788.1|DNOV	LOC108156417|XP_017143353.1|DMIR
OG0007213	LOC115764514|XP_030563471.1|DNOV	LOC108159194|XP_017147739.1|DMIR, LOC117191304|XP_033252101.1|DMIR
OG0007214	LOC115768487|XP_030568933.1|DNOV	LOC108152786|XP_017137858.1|DMIR
OG0007215	LOC115770649|XP_030571872.1|DNOV	LOC108155413|XP_017141700.1|DMIR
OG0007216	LOC115771670|XP_030573345.1|DNOV	LOC108157659|XP_017145305.1|DMIR
OG0007217	LOC115758223|XP_030554634.1|DNOV	LOC108160224|XP_017149563.1|DMIR, LOC117190264|XP_033251212.1|DMIR
OG0007218	LOC115771606|XP_030573229.1|DNOV	LOC108156643|XP_017143734.1|DMIR
OG0007219	LOC115764666|XP_030563714.1|DNOV	LOC108156737|XP_017143885.1|DMIR
OG0007220	LOC115764206|XP_030562956.1|DNOV	LOC108157467|XP_017145033.1|DMIR
OG0007221	LOC115765788|XP_030565333.1|DNOV	LOC108155060|XP_033245635.1|DMIR
OG0007222	LOC115771873|XP_030573616.1|DNOV	LOC108156492|XP_017143471.2|DMIR
OG0007223	LOC115771762|XP_030573474.1|DNOV	LOC108154640|XP_017140457.1|DMIR
OG0007224	LOC115766156|XP_030565852.1|DNOV	LOC108156994|XP_017144276.2|DMIR
OG0007225	LOC115766057|XP_030565698.1|DNOV	LOC108154816|XP_017140706.1|DMIR
OG0007226	LOC115763699|XP_030562247.1|DNOV	LOC108155908|XP_017142541.1|DMIR
OG0007227	LOC115769515|XP_030570213.1|DNOV	LOC108153232|XP_017138556.1|DMIR
OG0007228	LOC115769765|XP_030570587.1|DNOV	LOC108152538|XP_033242695.1|DMIR
OG0007229	LOC115764139|XP_030562873.1|DNOV	LOC108156086|XP_017142864.1|DMIR
OG0007230	LOC115765650|XP_030565167.1|DNOV	LOC108155798|XP_017142367.1|DMIR
OG0007231	LOC115763736|XP_030562296.1|DNOV	LOC108156819|XP_017144003.1|DMIR
OG0007232	LOC115766914|XP_030566853.1|DNOV	LOC108151815|XP_033243576.1|DMIR
OG0007233	LOC115766915|XP_030566857.1|DNOV	LOC108152921|XP_017138090.1|DMIR
OG0007234	LOC115766965|XP_030566912.1|DNOV	LOC108153637|XP_017139230.1|DMIR
OG0007235	LOC115766921|XP_030566865.1|DNOV	LOC108153309|XP_017138709.1|DMIR
OG0007236	LOC115765653|XP_030565170.1|DNOV	LOC108155662|XP_017142112.1|DMIR
OG0007237	LOC115763636|XP_030562125.1|DNOV	LOC108155867|XP_017142474.1|DMIR
OG0007238	LOC115766730|XP_030566550.1|DNOV	LOC108164442|XP_017155634.1|DMIR
OG0007239	LOC115765717|XP_030565238.1|DNOV	LOC108154128|XP_017139750.1|DMIR
OG0007240	LOC115764826|XP_030563935.1|DNOV	LOC108155562|XP_017141944.1|DMIR
OG0007241	LOC115768880|XP_030569450.1|DNOV	LOC108157528|XP_017145124.1|DMIR
OG0007242	LOC115768879|XP_030569446.1|DNOV	LOC108157512|XP_017145106.1|DMIR
OG0007243	LOC115767571|XP_030567717.1|DNOV	LOC108159438|XP_017148209.1|DMIR
OG0007244	LOC115766030|XP_030565661.1|DNOV	LOC108154430|XP_017140187.1|DMIR
OG0007245	LOC115757751|XP_030554014.1|DNOV	LOC108155703|XP_033244186.1|DMIR
OG0007246	LOC115761397|XP_030559014.1|DNOV	LOC108154245|XP_017139969.2|DMIR
OG0007247	LOC115760965|XP_030558416.1|DNOV	LOC117192236|XP_033252792.1|DMIR, LOC108158588|XP_017146528.1|DMIR
OG0007248	LOC115768014|XP_030568287.1|DNOV	LOC108164790|XP_017156206.1|DMIR
OG0007249	LOC115766474|XP_030566279.1|DNOV	LOC108158260|XP_033244825.1|DMIR
OG0007250	LOC115767299|XP_030567395.1|DNOV	LOC108161810|XP_017151662.1|DMIR
OG0007251	LOC115759465|XP_030556259.1|DNOV	LOC108155022|XP_017141066.1|DMIR
OG0007252	LOC115771988|XP_030573769.1|DNOV	LOC108157361|XP_017144873.1|DMIR
OG0007253	LOC115770057|XP_030571011.1|DNOV	LOC108151250|XP_017135254.1|DMIR
OG0007254	LOC115765755|XP_030565277.1|DNOV	LOC108157600|XP_033245142.1|DMIR
OG0007255	LOC115765235|XP_030564552.1|DNOV	LOC108161263|XP_017150975.1|DMIR
OG0007256	LOC115759621|XP_030556465.1|DNOV	LOC108155266|XP_017141458.1|DMIR
OG0007257	LOC115770955|XP_030572283.1|DNOV	LOC108154265|XP_017139990.1|DMIR
OG0007258	LOC115770573|XP_030571754.1|DNOV	LOC108154272|XP_033245286.1|DMIR
OG0007259	LOC115767014|XP_030566997.1|DNOV	LOC108152761|XP_017137814.1|DMIR
OG0007260	LOC115767093|XP_030567100.1|DNOV	LOC108151125|XP_017135034.1|DMIR
OG0007261	LOC115764391|XP_030563227.1|DNOV	LOC108160269|XP_017149632.2|DMIR, LOC117187706|XP_033246309.1|DMIR
OG0007262	LOC115765405|XP_030564804.1|DNOV	LOC108164562|XP_033254942.1|DMIR
OG0007263	LOC115766807|XP_030566691.1|DNOV, LOC115766805|XP_030566690.1|DNOV	LOC108153262|XP_017138613.1|DMIR
OG0007264	LOC115770098|XP_030571070.1|DNOV	LOC108152622|XP_017137581.1|DMIR
OG0007265	LOC115767991|XP_030568252.1|DNOV	LOC108152748|XP_017137795.1|DMIR
OG0007266	LOC115772082|XP_030573895.1|DNOV	LOC108154858|XP_017140769.1|DMIR
OG0007267	LOC115765721|XP_030565245.1|DNOV	LOC108155616|XP_017142034.1|DMIR
OG0007268	LOC115757876|XP_030554175.1|DNOV	LOC117189977|XP_033250951.1|DMIR, LOC108159668|XP_017148637.1|DMIR
OG0007269	LOC115767050|XP_030567042.1|DNOV	LOC108153766|XP_017139394.1|DMIR
OG0007270	LOC115764607|XP_030563610.1|DNOV	LOC108155493|XP_033246005.1|DMIR
OG0007271	LOC115766183|XP_030565885.1|DNOV	LOC108155282|XP_017141487.1|DMIR
OG0007272	LOC115769520|XP_030570220.1|DNOV	LOC108152117|XP_017136683.1|DMIR
OG0007273	LOC115766021|XP_030565648.1|DNOV	LOC108157003|XP_017144288.1|DMIR
OG0007274	LOC115771996|XP_030573786.1|DNOV	LOC108157219|XP_017144666.1|DMIR
OG0007275	LOC115767153|XP_030567186.1|DNOV	LOC108152304|XP_017137018.1|DMIR
OG0007276	LOC115767115|XP_030567128.1|DNOV	LOC108152302|XP_017137017.1|DMIR
OG0007277	LOC115771476|XP_030573059.1|DNOV	LOC108153397|XP_017138872.1|DMIR
OG0007279	LOC115770389|XP_030571497.1|DNOV	LOC108152165|XP_017136773.1|DMIR
OG0007280	LOC115770111|XP_030571088.1|DNOV	LOC108152936|XP_017138118.1|DMIR
OG0007281	LOC115761779|XP_030559570.1|DNOV	LOC108156294|XP_017143166.1|DMIR
OG0007282	LOC115761775|XP_030559565.1|DNOV	LOC108156293|XP_017143165.1|DMIR
OG0007283	LOC115765711|XP_030565232.1|DNOV	LOC108155062|XP_017141137.1|DMIR
OG0007284	LOC115761352|XP_030558958.1|DNOV	LOC108154991|XP_017141024.1|DMIR
OG0007285	LOC115768025|XP_030568304.1|DNOV	LOC108158250|XP_017145979.1|DMIR
OG0007286	LOC115768020|XP_030568294.1|DNOV	LOC108158234|XP_017145959.1|DMIR
OG0007287	LOC115765910|XP_030565515.1|DNOV	LOC108162771|XP_017153156.1|DMIR
OG0007288	LOC115766404|XP_030566181.1|DNOV	LOC108156230|XP_017143062.1|DMIR
OG0007289	LOC115768313|XP_030568720.1|DNOV	LOC108164771|XP_017156173.1|DMIR
OG0007290	LOC115764763|XP_030563859.1|DNOV	LOC108155455|XP_017141759.1|DMIR
OG0007291	LOC115768606|XP_030569119.1|DNOV	LOC108163888|XP_017154896.1|DMIR
OG0007292	LOC115766269|XP_030565992.1|DNOV	LOC117186324|XP_033242846.1|DMIR
OG0007293	LOC115770767|XP_030572037.1|DNOV	LOC108157356|XP_017144867.1|DMIR
OG0007294	LOC115766067|XP_030565730.1|DNOV	LOC108156689|XP_017143821.1|DMIR
OG0007295	LOC115766078|XP_030565742.1|DNOV	LOC108154371|XP_017140125.1|DMIR
OG0007296	LOC115764914|XP_030564075.1|DNOV	LOC108156682|XP_017143807.1|DMIR
OG0007297	LOC115759531|XP_030556341.1|DNOV	LOC108157839|XP_017145531.1|DMIR
OG0007298	LOC115759420|XP_030556177.1|DNOV	LOC108156121|XP_017142916.1|DMIR
OG0007299	LOC115759560|XP_030556386.1|DNOV	LOC108154126|XP_017139746.2|DMIR
OG0007300	LOC115770960|XP_030572289.1|DNOV	LOC108154269|XP_017139994.1|DMIR
OG0007301	LOC115765794|XP_030565359.1|DNOV	LOC108154740|XP_017140597.1|DMIR
OG0007302	LOC115767891|XP_030568117.1|DNOV	LOC108156158|XP_017142971.1|DMIR
OG0007303	LOC115767054|XP_030567047.1|DNOV	LOC108158514|XP_017146384.1|DMIR
OG0007304	LOC115769290|XP_030569877.1|DNOV	LOC108161676|XP_017151472.1|DMIR
OG0007305	LOC115766119|XP_030565802.1|DNOV	LOC108152930|XP_017138106.1|DMIR
OG0007306	LOC115766100|XP_030565781.1|DNOV	LOC108152928|XP_017138103.1|DMIR
OG0007307	LOC115770727|XP_030571987.1|DNOV	LOC108156844|XP_017144050.1|DMIR
OG0007308	LOC115764839|XP_030563948.1|DNOV	LOC108153973|XP_017139559.1|DMIR
OG0007309	LOC115770557|XP_030571728.1|DNOV	LOC108157474|XP_017145042.1|DMIR
OG0007310	LOC115770796|XP_030572078.1|DNOV	LOC108154839|XP_033245489.1|DMIR
OG0007311	LOC115770636|XP_030571841.1|DNOV	LOC108154835|XP_017140739.1|DMIR
OG0007312	LOC115762290|XP_030560315.1|DNOV	LOC108159145|XP_017147630.1|DMIR, LOC117189451|XP_033250467.1|DMIR
OG0007313	LOC115765351|XP_030564725.1|DNOV	LOC108156589|XP_017143621.1|DMIR
OG0007314	LOC115768483|XP_030568923.1|DNOV	LOC108151702|XP_017135945.1|DMIR
OG0007315	LOC115767556|XP_030567699.1|DNOV	LOC108164705|XP_033247276.1|DMIR
OG0007316	LOC115763741|XP_030562305.1|DNOV	LOC108155184|XP_017141344.1|DMIR
OG0007317	LOC115765703|XP_030565225.1|DNOV	LOC108155141|XP_017141283.1|DMIR
OG0007318	LOC115765699|XP_030565216.1|DNOV	LOC108155135|XP_017141275.1|DMIR
OG0007319	LOC115771251|XP_030572712.1|DNOV	LOC108152549|XP_017137450.1|DMIR
OG0007320	LOC115763187|XP_030561505.1|DNOV	LOC108163726|XP_017154669.1|DMIR
OG0007321	LOC115768029|XP_030568311.1|DNOV	LOC108160177|XP_017149494.1|DMIR
OG0007322	LOC115767058|XP_030567054.1|DNOV	LOC108152660|XP_033243380.1|DMIR
OG0007323	LOC115766429|XP_030566212.1|DNOV	LOC108164737|XP_017156119.1|DMIR
OG0007324	LOC115766217|XP_030565930.1|DNOV	LOC108155675|XP_017142128.1|DMIR
OG0007325	LOC115761619|XP_030559308.1|DNOV	LOC108155640|XP_017142076.1|DMIR
OG0007326	LOC115766221|XP_030565935.1|DNOV	LOC108155673|XP_017142124.1|DMIR
OG0007327	LOC115762782|XP_030560995.1|DNOV	LOC108151759|XP_017136090.1|DMIR
OG0007328	LOC115761396|XP_030559013.1|DNOV	LOC108153971|XP_017139556.1|DMIR
OG0007329	LOC115770760|XP_030572033.1|DNOV	LOC108156912|XP_017144149.1|DMIR
OG0007330	LOC115766466|XP_030566265.1|DNOV	LOC108156565|XP_033253925.1|DMIR
OG0007331	LOC115768364|XP_030568794.1|DNOV	LOC108159252|XP_017147870.1|DMIR
OG0007332	LOC115768324|XP_030568739.1|DNOV	LOC108156481|XP_017143454.1|DMIR
