Orthogroup	DNOV.longest_only	CPIP.longest_only
OG0005952	LOC115758721|XP_030555332.1|DNOV	LOC120416200|XP_039433819.1|CPIP
OG0005953	LOC115768563|XP_030569038.1|DNOV	LOC120416202|XP_039433823.1|CPIP
OG0005954	LOC115765943|XP_030565549.1|DNOV	LOC120416209|XP_039433835.1|CPIP
OG0005955	LOC115761697|XP_030559427.1|DNOV	LOC120416222|XP_039433855.1|CPIP
OG0005956	LOC115765539|XP_030565026.1|DNOV	LOC120414865|XP_039432117.1|CPIP
OG0005957	LOC115770777|XP_030572057.1|DNOV	LOC120414916|XP_039432182.1|CPIP
OG0005958	LOC115764638|XP_030563667.1|DNOV	LOC120414922|XP_039432188.1|CPIP
OG0005959	LOC115759864|XP_030556831.1|DNOV	LOC120414912|XP_039432180.1|CPIP
OG0005960	LOC115765192|XP_030564479.1|DNOV	LOC120414887|XP_039432144.1|CPIP
OG0005961	LOC115757976|XP_030554317.1|DNOV	LOC120414871|XP_039432124.1|CPIP
OG0005962	LOC115762106|XP_030560071.1|DNOV	LOC120414906|XP_039432170.1|CPIP
OG0005963	LOC115759016|XP_030555688.1|DNOV	LOC120416742|XP_039434511.1|CPIP, LOC120418457|XP_039436816.1|CPIP
OG0005964	LOC115761718|XP_030559460.1|DNOV	LOC120418439|XP_039436781.1|CPIP
OG0005965	LOC115764001|XP_030562684.1|DNOV	LOC120431263|XP_039452330.1|CPIP
OG0005966	LOC115759377|XP_030556145.1|DNOV	LOC120431266|XP_039452333.1|CPIP
OG0005967	LOC115766540|XP_030566369.1|DNOV	LOC120427769|XP_039448623.1|CPIP
OG0005968	LOC115766510|XP_030566328.1|DNOV	LOC120427767|XP_039448622.1|CPIP
OG0005969	LOC115757943|XP_030554278.1|DNOV	LOC120421730|XP_039440920.1|CPIP
OG0005970	LOC115762914|XP_030561155.1|DNOV	LOC120423073|XP_039442677.1|CPIP
OG0005971	LOC115757808|XP_030554090.1|DNOV	LOC120425073|XP_039445391.1|CPIP
OG0005972	LOC115771509|XP_030573100.1|DNOV	LOC120424527|XP_039444624.1|CPIP
OG0005973	LOC115769129|XP_030569698.1|DNOV	LOC120424197|XP_039444193.1|CPIP
OG0005974	LOC115770527|XP_030571686.1|DNOV	LOC120424427|XP_039444481.1|CPIP
OG0005975	LOC115771511|XP_030573106.1|DNOV	LOC120425241|XP_039445612.1|CPIP
OG0005977	LOC115762111|XP_030560075.1|DNOV	LOC120424363|XP_039444396.1|CPIP
OG0005978	LOC115757790|XP_030554063.1|DNOV	LOC120425146|XP_039445509.1|CPIP
OG0005979	LOC115761621|XP_030559314.1|DNOV	LOC120425017|XP_039445323.1|CPIP
OG0005980	LOC115760331|XP_030557479.1|DNOV	LOC120425392|XP_039445845.1|CPIP
OG0005981	LOC115766809|XP_030566694.1|DNOV	LOC120417983|XP_039436159.1|CPIP
OG0005982	LOC115761930|XP_030559825.1|DNOV	LOC120418001|XP_039436179.1|CPIP
OG0005983	LOC115768775|XP_030569327.1|DNOV	LOC120417986|XP_039436165.1|CPIP
OG0005984	LOC115766397|XP_030566174.1|DNOV	LOC120416203|XP_039433824.1|CPIP
OG0005985	LOC115768300|XP_030568705.1|DNOV	LOC120416217|XP_039433848.1|CPIP
OG0005986	LOC115768885|XP_030569457.1|DNOV	LOC120421473|XP_039440624.1|CPIP
OG0005987	LOC115769097|XP_030569667.1|DNOV	LOC120421452|XP_039440597.1|CPIP
OG0005988	LOC115758228|XP_030554639.1|DNOV	LOC120421445|XP_039440584.1|CPIP
OG0005989	LOC115757837|XP_030554129.1|DNOV	LOC120416722|XP_039434482.1|CPIP
OG0005990	LOC115757875|XP_030554174.1|DNOV	LOC120416740|XP_039434508.1|CPIP
OG0005991	LOC115764511|XP_030563467.1|DNOV	LOC120416730|XP_039434490.1|CPIP
OG0005992	LOC115770500|XP_030571654.1|DNOV	LOC120416715|XP_039434472.1|CPIP
OG0005993	LOC115770501|XP_030571655.1|DNOV	LOC120416716|XP_039434473.1|CPIP
OG0005994	LOC115771526|XP_030573123.1|DNOV	LOC120427341|XP_039448129.1|CPIP
OG0005995	LOC115771534|XP_030573132.1|DNOV	LOC120427339|XP_039448126.1|CPIP, LOC120426854|XP_039447588.1|CPIP
OG0005996	LOC115769387|XP_030570042.1|DNOV	LOC120427347|XP_039448138.1|CPIP, LOC120426860|XP_039447598.1|CPIP
OG0005997	LOC115772025|XP_030573819.1|DNOV	LOC120426864|XP_039447602.1|CPIP
OG0005998	LOC115770035|XP_030570961.1|DNOV	LOC120426852|XP_039447582.1|CPIP
OG0005999	LOC115770839|XP_030572133.1|DNOV	LOC120428191|XP_039449105.1|CPIP
OG0006000	LOC115763100|XP_030561435.1|DNOV	LOC120415155|XP_039432524.1|CPIP
OG0006001	LOC115769456|XP_030570128.1|DNOV	LOC120428604|XP_039449561.1|CPIP
OG0006002	LOC115761537|XP_030559174.1|DNOV	LOC120422957|XP_039442480.1|CPIP
OG0006003	LOC115770104|XP_030571080.1|DNOV	LOC120422953|XP_039442471.1|CPIP
OG0006004	LOC115763750|XP_030562315.1|DNOV	LOC120421838|XP_039441055.1|CPIP
OG0006005	LOC115762186|XP_030560168.1|DNOV	LOC120425529|XP_039446017.1|CPIP
OG0006006	LOC115762265|XP_030560289.1|DNOV	LOC120424473|XP_039444540.1|CPIP
OG0006007	LOC115767454|XP_030567615.1|DNOV	LOC120415354|XP_039432776.1|CPIP
OG0006008	LOC115760295|XP_030557438.1|DNOV	LOC120415886|XP_039433458.1|CPIP
OG0006009	LOC115770505|XP_030571660.1|DNOV	LOC120415851|XP_039433421.1|CPIP
OG0006010	LOC115771382|XP_030572926.1|DNOV	LOC120428243|XP_039449157.1|CPIP
OG0006011	LOC115762549|XP_030560683.1|DNOV	LOC120428228|XP_039449141.1|CPIP
OG0006012	LOC115768994|XP_030569566.1|DNOV	LOC120415125|XP_039432482.1|CPIP
OG0006013	LOC115760729|XP_030558063.1|DNOV	LOC120415135|XP_039432495.1|CPIP
OG0006014	LOC115770468|XP_030571606.1|DNOV	LOC120415107|XP_039432459.1|CPIP
OG0006015	LOC115759093|XP_030555790.1|DNOV	LOC120415148|XP_039432516.1|CPIP
OG0006016	LOC115764583|XP_030563592.1|DNOV	LOC120415111|XP_039432463.1|CPIP
OG0006017	LOC115757995|XP_030554348.1|DNOV	LOC120415131|XP_039432491.1|CPIP
OG0006018	LOC115764441|XP_030563309.1|DNOV	LOC120425534|XP_039446024.1|CPIP
OG0006019	LOC115764464|XP_030563365.1|DNOV	LOC120425539|XP_039446034.1|CPIP
OG0006020	LOC115770221|XP_030571281.1|DNOV	LOC120412761|XP_039429287.1|CPIP
OG0006021	LOC115770287|XP_030571382.1|DNOV	LOC120412715|XP_039429224.1|CPIP
OG0006022	LOC115763364|XP_030561752.1|DNOV	LOC120412731|XP_039429255.1|CPIP
OG0006023	LOC115763903|XP_030562548.1|DNOV	LOC120415404|XP_039432864.1|CPIP
OG0006024	LOC115765171|XP_030564451.1|DNOV	LOC120419138|XP_039437661.1|CPIP
OG0006025	LOC115757957|XP_030554292.1|DNOV	LOC120419134|XP_039437656.1|CPIP
OG0006026	LOC115764654|XP_030563696.1|DNOV	LOC120412768|XP_039429296.1|CPIP
OG0006027	LOC115760456|XP_030557633.1|DNOV	LOC120412717|XP_039429235.1|CPIP
OG0006028	LOC115760567|XP_030557841.1|DNOV	LOC120415884|XP_039433455.1|CPIP
OG0006029	LOC115764499|XP_030563448.1|DNOV	LOC120415355|XP_039432778.1|CPIP
OG0006030	LOC115761964|XP_030559865.1|DNOV	LOC120415405|XP_039432865.1|CPIP
OG0006031	LOC115757846|XP_030554140.1|DNOV	LOC120415374|XP_039432831.1|CPIP
OG0006032	LOC115765254|XP_030564591.1|DNOV	LOC120415362|XP_039432786.1|CPIP
OG0006033	LOC115758003|XP_030554360.1|DNOV	LOC120415409|XP_039432871.1|CPIP
OG0006034	LOC115771678|XP_030573353.1|DNOV	LOC120419310|XP_039437912.1|CPIP
OG0006035	LOC115770834|XP_030572129.1|DNOV	LOC120419303|XP_039437904.1|CPIP
OG0006036	LOC115763554|XP_030562032.1|DNOV	LOC120419302|XP_039437903.1|CPIP
OG0006037	LOC115758257|XP_030554672.1|DNOV	LOC120419323|XP_039437929.1|CPIP
OG0006038	LOC115765704|XP_030565226.1|DNOV	LOC120431571|XP_039452613.1|CPIP, LOC120429996|XP_039451027.1|CPIP
OG0006039	LOC115767432|XP_030567584.1|DNOV	LOC120430726|XP_039451772.1|CPIP
OG0006040	LOC115758021|XP_030554385.1|DNOV	LOC120425516|XP_039445999.1|CPIP
OG0006041	LOC115768979|XP_030569555.1|DNOV	LOC120429566|XP_039450550.1|CPIP, LOC120431793|XP_039452846.1|CPIP
OG0006042	LOC115758026|XP_030554390.1|DNOV	LOC120429527|XP_039450527.1|CPIP
OG0006043	LOC115769738|XP_030570537.1|DNOV	LOC120429284|XP_039450443.1|CPIP
OG0006044	LOC115767039|XP_030567028.1|DNOV	LOC120429256|XP_039450409.1|CPIP
OG0006045	LOC115767447|XP_030567604.1|DNOV	LOC120429626|XP_039450594.1|CPIP
OG0006046	LOC115760487|XP_030557695.1|DNOV	LOC120429109|XP_039450212.1|CPIP
OG0006047	LOC115770042|XP_030570982.1|DNOV	LOC120426724|XP_039447429.1|CPIP
OG0006048	LOC115769004|XP_030569577.1|DNOV	LOC120415431|XP_039432913.1|CPIP
OG0006049	LOC115758909|XP_030555565.1|DNOV, LOC115767264|XP_030567349.1|DNOV	LOC120415413|XP_039432876.1|CPIP
OG0006050	LOC115771612|XP_030573241.1|DNOV	LOC120415350|XP_039432773.1|CPIP
OG0006051	LOC115766888|XP_030566819.1|DNOV	LOC120415353|XP_039432775.1|CPIP
OG0006052	LOC115764492|XP_030563439.1|DNOV	LOC120415416|XP_039432879.1|CPIP
OG0006053	LOC115762831|XP_030561058.1|DNOV	LOC120420342|XP_039439271.1|CPIP
OG0006054	LOC115766728|XP_030566545.1|DNOV	LOC120420318|XP_039439243.1|CPIP
OG0006055	LOC115771733|XP_030573419.1|DNOV	LOC120418156|XP_039436388.1|CPIP
OG0006056	LOC115758027|XP_030554396.1|DNOV	LOC120415864|XP_039433433.1|CPIP
OG0006057	LOC115769602|XP_030570350.1|DNOV	LOC120415879|XP_039433451.1|CPIP
OG0006058	LOC115764076|XP_030562784.1|DNOV	LOC120418138|XP_039436362.1|CPIP
OG0006059	LOC115769749|XP_030570556.1|DNOV	LOC120432647|XP_039453827.1|CPIP
OG0006060	LOC115769757|XP_030570571.1|DNOV	LOC120432649|XP_039453828.1|CPIP
OG0006061	LOC115767877|XP_030568099.1|DNOV	LOC120432664|XP_039453844.1|CPIP
OG0006062	LOC115765784|XP_030565318.1|DNOV	LOC120412325|XP_039428660.1|CPIP
OG0006063	LOC115763607|XP_030562095.1|DNOV	LOC120412334|XP_039428669.1|CPIP
OG0006064	LOC115760591|XP_030557880.1|DNOV	LOC120432671|XP_039453859.1|CPIP
OG0006065	LOC115769948|XP_030570853.1|DNOV	LOC120412327|XP_039428662.1|CPIP
OG0006066	LOC115761921|XP_030559803.1|DNOV	LOC120412362|XP_039428720.1|CPIP
OG0006067	LOC115764452|XP_030563328.1|DNOV	LOC120412345|XP_039428680.1|CPIP
OG0006068	LOC115769013|XP_030569584.1|DNOV	LOC120432669|XP_039453856.1|CPIP
OG0006069	LOC115768790|XP_030569349.1|DNOV	LOC120412361|XP_039428719.1|CPIP
OG0006070	LOC115771973|XP_030573753.1|DNOV	LOC120425249|XP_039445629.1|CPIP
OG0006071	LOC115764999|XP_030564199.1|DNOV	LOC120425244|XP_039445611.1|CPIP
OG0006072	LOC115769954|XP_030570859.1|DNOV	LOC120425960|XP_039446541.1|CPIP
OG0006073	LOC115769793|XP_030570621.1|DNOV	LOC120421974|XP_039441218.1|CPIP
OG0006074	LOC115768853|XP_030569413.1|DNOV	LOC120416819|XP_039434636.1|CPIP
OG0006075	LOC115768263|XP_030568653.1|DNOV	LOC120427642|XP_039448460.1|CPIP
OG0006076	LOC115762626|XP_030560792.1|DNOV	LOC120416859|XP_039434689.1|CPIP
OG0006077	LOC115771442|XP_030573011.1|DNOV	LOC120416835|XP_039434656.1|CPIP
OG0006078	LOC115771441|XP_030573010.1|DNOV	LOC120416842|XP_039434664.1|CPIP
OG0006079	LOC115770302|XP_030571397.1|DNOV	LOC120416825|XP_039434645.1|CPIP
OG0006080	LOC115770300|XP_030571396.1|DNOV	LOC120428644|XP_039449618.1|CPIP
OG0006081	LOC115758296|XP_030554723.1|DNOV	LOC120427132|XP_039447922.1|CPIP
OG0006082	LOC115758305|XP_030554733.1|DNOV	LOC120427134|XP_039447924.1|CPIP
OG0006083	LOC115771559|XP_030573164.1|DNOV	LOC120423486|XP_039443254.1|CPIP
OG0006084	LOC115767826|XP_030568030.1|DNOV	LOC120418194|XP_039436433.1|CPIP
OG0006085	LOC115770424|XP_030571553.1|DNOV	LOC120416991|XP_039434860.1|CPIP
OG0006086	LOC115770250|XP_030571321.1|DNOV	LOC120416997|XP_039434873.1|CPIP
OG0006087	LOC115760489|XP_030557696.1|DNOV	LOC120416996|XP_039434864.1|CPIP
OG0006088	LOC115766536|XP_030566368.1|DNOV	LOC120416998|XP_039434874.1|CPIP
OG0006089	LOC115768277|XP_030568675.1|DNOV	LOC120417008|XP_039434881.1|CPIP
OG0006090	LOC115762705|XP_030560889.1|DNOV	LOC120417006|XP_039434880.1|CPIP
OG0006091	LOC115762779|XP_030560990.1|DNOV	LOC120416994|XP_039434863.1|CPIP
OG0006092	LOC115768840|XP_030569397.1|DNOV	LOC120416990|XP_039434850.1|CPIP
OG0006093	LOC115763967|XP_030562631.1|DNOV	LOC120421870|XP_039441100.1|CPIP
OG0006094	LOC115768409|XP_030568841.1|DNOV	LOC120421860|XP_039441093.1|CPIP
OG0006095	LOC115762103|XP_030560065.1|DNOV	LOC120426493|XP_039447196.1|CPIP
OG0006096	LOC115764167|XP_030562915.1|DNOV	LOC120415180|XP_039432572.1|CPIP
OG0006097	LOC115768035|XP_030568321.1|DNOV	LOC120415173|XP_039432551.1|CPIP
OG0006098	LOC115758594|XP_030555174.1|DNOV	LOC120424714|XP_039444830.1|CPIP
OG0006099	LOC115769123|XP_030569707.1|DNOV	LOC120422674|XP_039442116.1|CPIP
OG0006100	LOC115757921|XP_030554245.1|DNOV	LOC120422679|XP_039442123.1|CPIP
OG0006101	LOC115763958|XP_030562608.1|DNOV	LOC120422664|XP_039442102.1|CPIP
OG0006102	LOC115760942|XP_030558386.1|DNOV	LOC120418579|XP_039436958.1|CPIP
OG0006103	LOC115768179|XP_030568546.1|DNOV	LOC120418594|XP_039436974.1|CPIP
OG0006104	LOC115767209|XP_030567263.1|DNOV	LOC120418589|XP_039436970.1|CPIP
OG0006105	LOC115767193|XP_030567244.1|DNOV	LOC120429781|XP_039450774.1|CPIP, LOC120430862|XP_039451921.1|CPIP
OG0006106	LOC115769499|XP_030570183.1|DNOV	LOC120430087|XP_039451108.1|CPIP
OG0006107	LOC115770678|XP_030571961.1|DNOV	LOC120421835|XP_039441050.1|CPIP
OG0006108	LOC115764436|XP_030563299.1|DNOV	LOC120429552|XP_039450542.1|CPIP
OG0006109	LOC115771460|XP_030573036.1|DNOV	LOC120416353|XP_039434020.1|CPIP
OG0006110	LOC115770199|XP_030571252.1|DNOV	LOC120421567|XP_039440730.1|CPIP
OG0006111	LOC115765580|XP_030565124.1|DNOV	LOC120420325|XP_039439254.1|CPIP
OG0006112	LOC115758288|XP_030554716.1|DNOV	LOC120415866|XP_039433436.1|CPIP
OG0006113	LOC115771023|XP_030572409.1|DNOV	LOC120415875|XP_039433445.1|CPIP
OG0006114	LOC115763972|XP_030562635.1|DNOV	LOC120415843|XP_039433413.1|CPIP
OG0006115	LOC115757958|XP_030554294.1|DNOV	LOC120414943|XP_039432208.1|CPIP
OG0006116	LOC115757815|XP_030554097.1|DNOV	LOC120425101|XP_039445430.1|CPIP
OG0006117	LOC115767498|XP_030567667.1|DNOV	LOC120427509|XP_039448305.1|CPIP, LOC120425093|XP_039445420.1|CPIP
OG0006118	LOC115758268|XP_030554689.1|DNOV	LOC120432574|XP_039453734.1|CPIP
OG0006119	LOC115757888|XP_030554192.1|DNOV	LOC120432575|XP_039453738.1|CPIP
OG0006120	LOC115764561|XP_030563545.1|DNOV	LOC120432589|XP_039453763.1|CPIP
OG0006121	LOC115770183|XP_030571204.1|DNOV	LOC120425832|XP_039446385.1|CPIP
OG0006122	LOC115766804|XP_030566689.1|DNOV	LOC120425822|XP_039446369.1|CPIP
OG0006123	LOC115757885|XP_030554184.1|DNOV	LOC120425838|XP_039446393.1|CPIP
OG0006124	LOC115771917|XP_030573668.1|DNOV	LOC120425840|XP_039446394.1|CPIP
OG0006125	LOC115767866|XP_030568088.1|DNOV	LOC120423743|XP_039443589.1|CPIP
OG0006126	LOC115770989|XP_030572340.1|DNOV	LOC120423736|XP_039443579.1|CPIP
OG0006127	LOC115770168|XP_030571188.1|DNOV	LOC120423323|XP_039443019.1|CPIP
OG0006128	LOC115770073|XP_030571038.1|DNOV	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP
OG0006129	LOC115771301|XP_030573192.1|DNOV, LOC115770241|XP_030571308.1|DNOV	LOC120422206|XP_039441522.1|CPIP
OG0006130	LOC115766319|XP_030566071.1|DNOV	LOC120416372|XP_039434039.1|CPIP
OG0006131	LOC115768102|XP_030568459.1|DNOV	LOC120416344|XP_039434006.1|CPIP
OG0006132	LOC115769824|XP_030570659.1|DNOV	LOC120416348|XP_039434012.1|CPIP
OG0006133	LOC115766328|XP_030566082.1|DNOV	LOC120416345|XP_039434008.1|CPIP
OG0006134	LOC115770033|XP_030570956.1|DNOV	LOC120416701|XP_039434451.1|CPIP
OG0006135	LOC115770544|XP_030571711.1|DNOV	LOC120416711|XP_039434462.1|CPIP
OG0006136	LOC115766995|XP_030566979.1|DNOV	LOC120427874|XP_039448738.1|CPIP
OG0006137	LOC115770319|XP_030571415.1|DNOV	LOC120423803|XP_039443654.1|CPIP
OG0006138	LOC115757902|XP_030554210.1|DNOV	LOC120423914|XP_039443829.1|CPIP
OG0006139	LOC115764587|XP_030563598.1|DNOV	LOC120423888|XP_039443796.1|CPIP
OG0006140	LOC115758022|XP_030554386.1|DNOV	LOC120423705|XP_039443542.1|CPIP
OG0006141	LOC115766549|XP_030566384.1|DNOV	LOC120423704|XP_039443541.1|CPIP
OG0006142	LOC115771575|XP_030573189.1|DNOV	LOC120423690|XP_039443516.1|CPIP
OG0006143	LOC115769381|XP_030570040.1|DNOV	LOC120423709|XP_039443549.1|CPIP
OG0006144	LOC115769178|XP_030569746.1|DNOV	LOC120423708|XP_039443548.1|CPIP
OG0006145	LOC115770219|XP_030571282.1|DNOV	LOC120423710|XP_039443550.1|CPIP
OG0006146	LOC115763547|XP_030562023.1|DNOV	LOC120423896|XP_039443811.1|CPIP
OG0006147	LOC115761911|XP_030559788.1|DNOV	LOC120429122|XP_039450245.1|CPIP
OG0006148	LOC115770276|XP_030571360.1|DNOV	LOC120429124|XP_039450247.1|CPIP
OG0006149	LOC115766871|XP_030566795.1|DNOV	LOC120428260|XP_039449186.1|CPIP
OG0006150	LOC115766853|XP_030566772.1|DNOV	LOC120428259|XP_039449184.1|CPIP
OG0006151	LOC115763605|XP_030562093.1|DNOV	LOC120428258|XP_039449181.1|CPIP
OG0006153	LOC115758159|XP_030554558.1|DNOV	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP
OG0006155	LOC115761943|XP_030559839.1|DNOV	LOC120422738|XP_039442211.1|CPIP
OG0006156	LOC115770785|XP_030572065.1|DNOV	LOC120414004|XP_039430951.1|CPIP
OG0006158	LOC115769326|XP_030569923.1|DNOV	LOC120422394|XP_039441747.1|CPIP
OG0006159	LOC115757913|XP_030554228.1|DNOV	LOC120429108|XP_039450206.1|CPIP
OG0006160	LOC115760433|XP_030557607.1|DNOV	LOC120412519|XP_039428948.1|CPIP
OG0006161	LOC115762197|XP_030560181.1|DNOV	LOC120417400|XP_039435365.1|CPIP
OG0006162	LOC115766799|XP_030566684.1|DNOV	LOC120429201|XP_039450342.1|CPIP
OG0006181	LOC115761897|XP_030559763.1|DNOV	LOC120415038|XP_039432345.1|CPIP
OG0006183	LOC115764829|XP_030563938.1|DNOV	LOC120432314|XP_039453431.1|CPIP
OG0006184	LOC115771752|XP_030573462.1|DNOV	LOC120415855|XP_039433425.1|CPIP
OG0006185	LOC115764003|XP_030562682.1|DNOV	LOC120431097|XP_039452189.1|CPIP
OG0006186	LOC115771757|XP_030573466.1|DNOV	LOC120415065|XP_039432385.1|CPIP
OG0006187	LOC115761389|XP_030559001.1|DNOV	LOC120431108|XP_039452198.1|CPIP
OG0006188	LOC115767330|XP_030567435.1|DNOV	LOC120422044|XP_039441305.1|CPIP
OG0006189	LOC115767331|XP_030567440.1|DNOV	LOC120422045|XP_039441306.1|CPIP
OG0006190	LOC115761748|XP_030559507.1|DNOV	LOC120422065|XP_039441339.1|CPIP
OG0006191	LOC115764811|XP_030563917.1|DNOV	LOC120421059|XP_039440138.1|CPIP
OG0006192	LOC115769046|XP_030569615.1|DNOV	LOC120421082|XP_039440163.1|CPIP
OG0006193	LOC115767821|XP_030568020.1|DNOV	LOC120421070|XP_039440149.1|CPIP
OG0006196	LOC115761864|XP_030559716.1|DNOV	LOC120415053|XP_039432360.1|CPIP
OG0006197	LOC115766788|XP_030566664.1|DNOV	LOC120415067|XP_039432388.1|CPIP
OG0006198	LOC115766867|XP_030566788.1|DNOV	LOC120415071|XP_039432399.1|CPIP
OG0006199	LOC115771794|XP_030573524.1|DNOV	LOC120415050|XP_039432358.1|CPIP
OG0006200	LOC115772110|XP_030573937.1|DNOV	LOC120424019|XP_039443967.1|CPIP
OG0006202	LOC115764372|XP_030563194.1|DNOV	LOC120429963|XP_039450989.1|CPIP
OG0006203	LOC115767257|XP_030567333.1|DNOV	LOC120429961|XP_039450985.1|CPIP
OG0006204	LOC115757718|XP_030553942.1|DNOV	LOC120428471|XP_039449421.1|CPIP
OG0006205	LOC115765116|XP_030564370.1|DNOV	LOC120430286|XP_039451313.1|CPIP
OG0006206	LOC115769258|XP_030569828.1|DNOV	LOC120413710|XP_039430566.1|CPIP
OG0006207	LOC115765963|XP_030565576.1|DNOV	LOC120413715|XP_039430572.1|CPIP
OG0006208	LOC115759979|XP_030556992.1|DNOV	LOC120413714|XP_039430569.1|CPIP
OG0006209	LOC115765400|XP_030564795.1|DNOV	LOC120413733|XP_039430593.1|CPIP
OG0006210	LOC115767282|XP_030567373.1|DNOV	LOC120431692|XP_039452772.1|CPIP
OG0006211	LOC115758476|XP_030555013.1|DNOV	LOC120430283|XP_039451309.1|CPIP
OG0006212	LOC115758473|XP_030555009.1|DNOV	LOC120430282|XP_039451308.1|CPIP
OG0006213	LOC115764704|XP_030563762.1|DNOV	LOC120419293|XP_039437893.1|CPIP
OG0006214	LOC115766394|XP_030566166.1|DNOV	LOC120419283|XP_039437883.1|CPIP
OG0006215	LOC115767382|XP_030567502.1|DNOV	LOC120419270|XP_039437865.1|CPIP
OG0006216	LOC115772047|XP_030573846.1|DNOV	LOC120418131|XP_039436343.1|CPIP
OG0006217	LOC115764332|XP_030563142.1|DNOV	LOC120418118|XP_039436327.1|CPIP
OG0006218	LOC115769284|XP_030569868.1|DNOV	LOC120418128|XP_039436340.1|CPIP
OG0006219	LOC115768901|XP_030569477.1|DNOV	LOC120432272|XP_039453386.1|CPIP
OG0006220	LOC115766925|XP_030566874.1|DNOV	LOC120432270|XP_039453385.1|CPIP
OG0006221	LOC115761889|XP_030559752.1|DNOV	LOC120432330|XP_039453452.1|CPIP
OG0006222	LOC115761905|XP_030559783.1|DNOV	LOC120432332|XP_039453456.1|CPIP
OG0006223	LOC115764279|XP_030563068.1|DNOV	LOC120432298|XP_039453418.1|CPIP
OG0006224	LOC115764292|XP_030563085.1|DNOV	LOC120432227|XP_039453335.1|CPIP
OG0006225	LOC115768685|XP_030569230.1|DNOV	LOC120432241|XP_039453349.1|CPIP
OG0006226	LOC115765208|XP_030564512.1|DNOV	LOC120424295|XP_039444312.1|CPIP
OG0006227	LOC115765139|XP_030564401.1|DNOV	LOC120419274|XP_039437873.1|CPIP
OG0006228	LOC115763981|XP_030562653.1|DNOV	LOC120416301|XP_039433990.1|CPIP
OG0006229	LOC115766720|XP_030566520.1|DNOV	LOC120413704|XP_039430557.1|CPIP
OG0006230	LOC115767204|XP_030567254.1|DNOV	LOC120424021|XP_039443970.1|CPIP
OG0006231	LOC115764437|XP_030563300.1|DNOV	LOC120424025|XP_039443975.1|CPIP
OG0006232	LOC115764394|XP_030563235.1|DNOV	LOC120421071|XP_039440150.1|CPIP
OG0006233	LOC115764291|XP_030563083.1|DNOV	LOC120421066|XP_039440145.1|CPIP
OG0006234	LOC115765358|XP_030564733.1|DNOV	LOC120432472|XP_039453633.1|CPIP
OG0006235	LOC115765234|XP_030564550.1|DNOV	LOC120432321|XP_039453443.1|CPIP
OG0006236	LOC115767734|XP_030567905.1|DNOV	LOC120432248|XP_039453357.1|CPIP
OG0006237	LOC115765438|XP_030564863.1|DNOV	LOC120432257|XP_039453372.1|CPIP
OG0006238	LOC115765299|XP_030564651.1|DNOV	LOC120430647|XP_039451690.1|CPIP
OG0006239	LOC115767564|XP_030567705.1|DNOV	LOC120431218|XP_039452299.1|CPIP
OG0006240	LOC115764951|XP_030564133.1|DNOV	LOC120424110|XP_039444070.1|CPIP
OG0006241	LOC115765357|XP_030564732.1|DNOV	LOC120432260|XP_039453375.1|CPIP
OG0006242	LOC115768842|XP_030569398.1|DNOV	LOC120432220|XP_039453323.1|CPIP
OG0006243	LOC115759455|XP_030556247.1|DNOV	LOC120432219|XP_039453320.1|CPIP
OG0006244	LOC115761871|XP_030559732.1|DNOV	LOC120432294|XP_039453414.1|CPIP
OG0006245	LOC115761195|XP_030558731.1|DNOV	LOC120424014|XP_039443962.1|CPIP
OG0006246	LOC115768049|XP_030568342.1|DNOV	LOC120413336|XP_039430046.1|CPIP
OG0006247	LOC115762067|XP_030560015.1|DNOV	LOC120413345|XP_039430057.1|CPIP
OG0006248	LOC115771869|XP_030573608.1|DNOV	LOC120422085|XP_039441364.1|CPIP
OG0006249	LOC115760215|XP_030557325.1|DNOV	LOC120416394|XP_039434064.1|CPIP
OG0006250	LOC115764322|XP_030563128.1|DNOV	LOC120419690|XP_039438411.1|CPIP
OG0006251	LOC115764781|XP_030563880.1|DNOV	LOC120432362|XP_039453492.1|CPIP
OG0006252	LOC115764780|XP_030563879.1|DNOV	LOC120414180|XP_039431190.1|CPIP
OG0006253	LOC115768062|XP_030568364.1|DNOV	LOC120414193|XP_039431207.1|CPIP
OG0006254	LOC115770957|XP_030572286.1|DNOV	LOC120417691|XP_039435761.1|CPIP
OG0006255	LOC115757690|XP_030553889.1|DNOV	LOC120431152|XP_039452226.1|CPIP
OG0006256	LOC115765349|XP_030564722.1|DNOV	LOC120422446|XP_039441824.1|CPIP
OG0006257	LOC115767805|XP_030567997.1|DNOV	LOC120422466|XP_039441853.1|CPIP
OG0006258	LOC115765398|XP_030564788.1|DNOV	LOC120422465|XP_039441852.1|CPIP
OG0006260	LOC115766486|XP_030566307.1|DNOV	LOC120424286|XP_039444291.1|CPIP
OG0006261	LOC115759289|XP_030556050.1|DNOV	LOC120424296|XP_039444313.1|CPIP
OG0006262	LOC115766277|XP_030566005.1|DNOV	LOC120424299|XP_039444318.1|CPIP
OG0006263	LOC115767602|XP_030567755.1|DNOV	LOC120424308|XP_039444327.1|CPIP
OG0006264	LOC115766827|XP_030566722.1|DNOV	LOC120424306|XP_039444325.1|CPIP
