Orthogroup	DNOV.longest_only	DVIR.longest_only
OG0007975	LOC115765761|XP_030565283.1|DNOV	LOC6629645|XP_032292889.1|DVIR
OG0007976	LOC115764238|XP_030563013.1|DNOV	LOC6632178|XP_002055276.1|DVIR
OG0007977	LOC115759731|XP_030556610.1|DNOV	LOC6628037|XP_002052685.1|DVIR
OG0007978	LOC115760049|XP_030557080.1|DNOV	LOC6628824|XP_002052589.1|DVIR
OG0007979	LOC115758589|XP_030555168.1|DNOV	LOC6628228|XP_002051176.3|DVIR
OG0007980	LOC115759932|XP_030556930.1|DNOV	LOC6628837|XP_032293989.1|DVIR
OG0007981	LOC115767725|XP_030567895.1|DNOV	LOC6634627|XP_002058026.1|DVIR
OG0007982	LOC115763018|XP_030561273.1|DNOV	LOC6627759|XP_002051132.2|DVIR
OG0007984	LOC115763600|XP_030562085.1|DNOV	LOC6633935|XP_015025300.1|DVIR
OG0007985	LOC115760159|XP_030557231.1|DNOV	LOC6629173|XP_002052368.2|DVIR
OG0007986	LOC115765454|XP_030564878.1|DNOV	LOC116651793|XP_032294712.1|DVIR
OG0007987	LOC115763426|XP_030561846.1|DNOV	LOC6628988|XP_002052119.2|DVIR
OG0007988	LOC115763167|XP_030561480.1|DNOV	LOC6634008|XP_002057829.1|DVIR
OG0007989	LOC115768711|XP_030569265.1|DNOV	LOC6636626|XP_002060090.1|DVIR
OG0007990	LOC115763186|XP_030561503.1|DNOV	LOC6628093|XP_002051153.1|DVIR
OG0007991	LOC115759696|XP_030556554.1|DNOV	LOC6627690|XP_032294474.1|DVIR
OG0007992	LOC115760059|XP_030557098.1|DNOV	LOC26530858|XP_015028869.1|DVIR
OG0007993	LOC115757730|XP_030553966.1|DNOV	LOC6629755|XP_002053897.3|DVIR
OG0007994	LOC115763587|XP_030562068.1|DNOV	LOC6633961|XP_002057763.1|DVIR
OG0007995	LOC115763302|XP_030561653.1|DNOV	LOC6634019|XP_032293421.1|DVIR
OG0007996	LOC115768050|XP_030568345.1|DNOV	LOC6635412|XP_015024632.1|DVIR
OG0007997	LOC115770200|XP_030571253.1|DNOV	LOC6622920|XP_002048034.2|DVIR
OG0007998	LOC115759796|XP_030556736.1|DNOV	LOC6627936|XP_002052661.1|DVIR
OG0007999	LOC115760131|XP_030557190.1|DNOV	LOC6629236|XP_015028501.1|DVIR
OG0008000	LOC115759799|XP_030556742.1|DNOV	LOC6629235|XP_002052611.1|DVIR
OG0008001	LOC115765521|XP_030564999.1|DNOV	LOC6635749|XP_002059220.1|DVIR
OG0008002	LOC115765853|XP_030565441.1|DNOV	LOC6627596|XP_002052827.1|DVIR
OG0008003	LOC115765485|XP_030564937.1|DNOV	LOC6635750|XP_002059221.2|DVIR
OG0008004	LOC115771337|XP_030572866.1|DNOV	LOC6631445|XP_032296252.1|DVIR
OG0008005	LOC115767298|XP_030567392.1|DNOV	LOC6636128|XP_032296267.1|DVIR
OG0008006	LOC115769002|XP_030569572.1|DNOV	LOC6634826|XP_032296372.1|DVIR
OG0008007	LOC115768854|XP_030569415.1|DNOV	LOC6633527|XP_002057355.1|DVIR
OG0008008	LOC115771519|XP_030573113.1|DNOV	LOC6622452|XP_002047596.2|DVIR
OG0008009	LOC115768390|XP_030568821.1|DNOV	LOC6633772|XP_002057304.1|DVIR
OG0008010	LOC115765109|XP_030564354.1|DNOV	LOC6636665|XP_002060143.2|DVIR
OG0008011	LOC115761065|XP_030558546.1|DNOV	LOC6627044|XP_002050074.2|DVIR
OG0008012	LOC115772001|XP_030573796.1|DNOV	LOC6626688|XP_002049825.3|DVIR
OG0008013	LOC115767472|XP_030567637.1|DNOV	LOC6625777|XP_002049127.2|DVIR
OG0008014	LOC115764774|XP_030563873.1|DNOV	LOC6629999|XP_002054712.1|DVIR
OG0008015	LOC115767652|XP_030567802.1|DNOV	LOC6623288|XP_002048549.1|DVIR
OG0008016	LOC115767663|XP_030567814.1|DNOV	LOC6623241|XP_002048551.1|DVIR
OG0008017	LOC115767364|XP_030567481.1|DNOV	LOC6633250|XP_032296576.1|DVIR
OG0008018	LOC115767012|XP_030566994.1|DNOV	LOC6635475|XP_002059004.2|DVIR
OG0008020	LOC115763807|XP_030562411.1|DNOV	LOC6632646|XP_002056545.1|DVIR
OG0008021	LOC115768066|XP_030568377.1|DNOV	LOC6635519|XP_002058937.2|DVIR
OG0008022	LOC115771638|XP_030573298.1|DNOV	LOC6630246|XP_002053910.1|DVIR
OG0008023	LOC115764321|XP_030563127.1|DNOV	LOC6631768|XP_002055176.1|DVIR
OG0008024	LOC115764247|XP_030563025.1|DNOV	LOC6631766|XP_002055174.1|DVIR
OG0008025	LOC115767061|XP_030567061.1|DNOV	LOC6635584|XP_032295673.1|DVIR
OG0008026	LOC115767029|XP_030567015.1|DNOV	LOC6635448|XP_032295915.1|DVIR
OG0008027	LOC115767773|XP_030567958.1|DNOV	LOC6634629|XP_032296425.1|DVIR
OG0008028	LOC115764719|XP_030563778.1|DNOV	LOC6630364|XP_002054900.1|DVIR
OG0008029	LOC115770639|XP_030571845.1|DNOV	LOC6630421|XP_002053296.1|DVIR
OG0008030	LOC115763787|XP_030562375.1|DNOV	LOC6632392|XP_002056628.1|DVIR
OG0008031	LOC115763349|XP_030561727.1|DNOV	LOC6634194|XP_002057787.1|DVIR
OG0008032	LOC115757776|XP_030554060.1|DNOV	LOC6629750|XP_002053892.2|DVIR
OG0008033	LOC115766109|XP_030565789.1|DNOV	LOC6632569|XP_002056328.2|DVIR
OG0008034	LOC115765407|XP_030564806.1|DNOV	LOC6631887|XP_032295406.1|DVIR
OG0008035	LOC115765091|XP_030564335.1|DNOV	LOC6631463|XP_002054927.2|DVIR
OG0008036	LOC115766175|XP_030565878.1|DNOV	LOC6632617|XP_002056317.1|DVIR
OG0008037	LOC115770948|XP_030572268.1|DNOV	LOC6629820|XP_032289718.1|DVIR
OG0008038	LOC115764250|XP_030563028.1|DNOV	LOC6631715|XP_032295616.1|DVIR
OG0008039	LOC115771685|XP_030573362.1|DNOV	LOC6629989|XP_002054171.3|DVIR
OG0008040	LOC115766112|XP_030565793.1|DNOV	LOC6629329|XP_002053870.1|DVIR
OG0008041	LOC115765344|XP_030564715.1|DNOV	LOC6631427|XP_015026366.1|DVIR
OG0008042	LOC115757723|XP_030553948.1|DNOV	LOC6629849|XP_002054470.1|DVIR
OG0008043	LOC115767961|XP_030568220.1|DNOV	LOC6633430|XP_002057223.1|DVIR
OG0008044	LOC115767589|XP_030567735.1|DNOV	LOC6633594|XP_002056806.1|DVIR
OG0008045	LOC115767052|XP_030567044.1|DNOV	LOC6635579|XP_002058993.3|DVIR
OG0008046	LOC115771928|XP_030573686.1|DNOV	LOC6629994|XP_002054176.1|DVIR
OG0008047	LOC115765682|XP_030565200.1|DNOV	LOC6629649|XP_002053559.2|DVIR
OG0008048	LOC115772084|XP_030573899.1|DNOV	LOC6629992|XP_002054174.1|DVIR
OG0008049	LOC115765654|XP_030565171.1|DNOV	LOC6629648|XP_002053558.3|DVIR
OG0008050	LOC115763704|XP_030562253.1|DNOV	LOC6632976|XP_032289409.1|DVIR
OG0008051	LOC115761705|XP_030559436.1|DNOV	LOC6630425|XP_002053737.1|DVIR
OG0008052	LOC115770601|XP_030571799.1|DNOV	LOC6630988|XP_002053233.3|DVIR
OG0008054	LOC115768002|XP_030568271.1|DNOV	LOC6633585|XP_002057263.1|DVIR
OG0008055	LOC115767087|XP_030567095.1|DNOV	LOC6635449|XP_002058989.2|DVIR
OG0008056	LOC115768442|XP_030568860.1|DNOV	LOC6634726|XP_002058325.1|DVIR
OG0008057	LOC115763641|XP_030562134.1|DNOV	LOC6633164|XP_002056613.1|DVIR
OG0008058	LOC115771775|XP_030573489.1|DNOV	LOC6631204|XP_002054435.1|DVIR
OG0008059	LOC115766218|XP_030565932.1|DNOV	LOC6629565|XP_002053653.1|DVIR
OG0008060	LOC115765780|XP_030565314.1|DNOV	LOC6629661|XP_002053600.1|DVIR
OG0008061	LOC115768130|XP_030568485.1|DNOV	LOC6634495|XP_002058233.1|DVIR
OG0008062	LOC115766441|XP_030566231.1|DNOV	LOC6633874|XP_032296185.1|DVIR
OG0008063	LOC115771714|XP_030573394.1|DNOV	LOC6629848|XP_032295214.1|DVIR
OG0008064	LOC115766299|XP_030566035.1|DNOV	LOC6636699|XP_002060172.1|DVIR
OG0008065	LOC115768028|XP_030568310.1|DNOV	LOC6633843|XP_002057195.2|DVIR
OG0008066	LOC115765223|XP_030564525.1|DNOV	LOC6631945|XP_015026431.2|DVIR
OG0008067	LOC115766841|XP_030566743.1|DNOV	LOC6633444|XP_032288722.1|DVIR
OG0008068	LOC115765397|XP_030564786.1|DNOV	LOC6631394|XP_002055531.1|DVIR
OG0008069	LOC115761393|XP_030559009.1|DNOV	LOC6633013|XP_002056134.1|DVIR
OG0008070	LOC115772085|XP_030573901.1|DNOV	LOC6629991|XP_015027600.1|DVIR
OG0008071	LOC115768870|XP_030569434.1|DNOV	LOC6633529|XP_032295876.1|DVIR
OG0008072	LOC115769121|XP_030569685.1|DNOV	LOC6634680|XP_002057996.1|DVIR
OG0008073	LOC115771346|XP_030572876.1|DNOV	LOC6631866|XP_032295980.1|DVIR
OG0008074	LOC115771310|XP_030572824.1|DNOV	LOC6631864|XP_015026323.1|DVIR
OG0008075	LOC115762609|XP_030560769.1|DNOV	LOC6624742|XP_015029827.1|DVIR
OG0008076	LOC115768781|XP_030569336.1|DNOV	LOC6634666|XP_002057982.2|DVIR
OG0008077	LOC115765628|XP_030565139.1|DNOV	LOC6629594|XP_002053547.1|DVIR
OG0008078	LOC115768289|XP_030568692.1|DNOV	LOC6634510|XP_032296364.1|DVIR
OG0008079	LOC115766423|XP_030566207.1|DNOV	LOC6633859|XP_032295879.1|DVIR
OG0008080	LOC115767987|XP_030568246.1|DNOV	LOC6633402|XP_002057212.2|DVIR
OG0008081	LOC115768489|XP_030568931.1|DNOV	LOC6633267|XP_002057148.1|DVIR
OG0008082	LOC115768908|XP_030569494.1|DNOV	LOC6634686|XP_002058339.1|DVIR
OG0008084	LOC115771650|XP_030573316.1|DNOV	LOC6630850|XP_002053932.2|DVIR
OG0008085	LOC115771906|XP_030573656.1|DNOV	LOC6630757|XP_002054496.1|DVIR
OG0008086	LOC115763809|XP_030562413.1|DNOV	LOC6632398|XP_015025800.1|DVIR
OG0008087	LOC115764388|XP_030563216.1|DNOV	LOC6631497|XP_002055131.1|DVIR
OG0008088	LOC115766358|XP_030566118.1|DNOV	LOC6631852|XP_002055588.2|DVIR
OG0008089	LOC115769863|XP_030570721.1|DNOV	LOC6622711|XP_002047040.2|DVIR
OG0008090	LOC115767023|XP_030567007.1|DNOV	LOC6635598|XP_002059023.2|DVIR
OG0008091	LOC115764086|XP_030562797.1|DNOV	LOC6635008|XP_002058652.1|DVIR
OG0008092	LOC115763676|XP_030562208.1|DNOV	LOC6632550|XP_032289407.1|DVIR
OG0008093	LOC115766830|XP_030566728.1|DNOV	LOC6633600|XP_002056996.1|DVIR
OG0008094	LOC115760202|XP_030557295.1|DNOV	LOC6627548|XP_002052283.2|DVIR
OG0008095	LOC115767931|XP_030568163.1|DNOV	LOC6632579|XP_002056744.2|DVIR
OG0008096	LOC115767545|XP_030567687.1|DNOV	LOC6633309|XP_032289127.1|DVIR
OG0008097	LOC115767310|XP_030567408.1|DNOV	LOC6635497|XP_032296262.1|DVIR
OG0008098	LOC115770155|XP_030571168.1|DNOV	LOC6624205|XP_002047881.2|DVIR
OG0008099	LOC115770128|XP_030571121.1|DNOV	LOC6622369|XP_002048138.2|DVIR
OG0008100	LOC115770640|XP_030571847.1|DNOV	LOC6629877|XP_002053386.2|DVIR
OG0008101	LOC115765148|XP_030564411.1|DNOV	LOC6631335|XP_032294824.1|DVIR
OG0008102	LOC115770703|XP_030571958.1|DNOV	LOC26531622|XP_015027917.1|DVIR
OG0008103	LOC115768052|XP_030568351.1|DNOV	LOC6635607|XP_002058950.1|DVIR
OG0008104	LOC115768106|XP_030568473.1|DNOV	LOC6623583|XP_002048258.1|DVIR
OG0008105	LOC115761633|XP_030559323.1|DNOV	LOC6633039|XP_002056262.1|DVIR
OG0008106	LOC115771462|XP_030573040.1|DNOV	LOC6622607|XP_002047669.1|DVIR
OG0008107	LOC115766083|XP_030565749.1|DNOV	LOC6632835|XP_032289591.1|DVIR
OG0008108	LOC115768001|XP_030568270.1|DNOV	LOC6633586|XP_002057264.1|DVIR
OG0008109	LOC115766470|XP_030566274.1|DNOV	LOC6633298|XP_002057397.3|DVIR
OG0008110	LOC115767551|XP_030567693.1|DNOV	LOC6633596|XP_002056808.3|DVIR
OG0008111	LOC115768162|XP_030568518.1|DNOV	LOC6634398|XP_002058151.1|DVIR
OG0008112	LOC115767297|XP_030567389.1|DNOV	LOC6636126|XP_032295491.1|DVIR
OG0008113	LOC115767375|XP_030567494.1|DNOV	LOC116652303|XP_032296592.1|DVIR
OG0008114	LOC115767374|XP_030567493.1|DNOV	LOC6633254|XP_002057132.1|DVIR
OG0008115	LOC115765232|XP_030564544.1|DNOV	LOC6632097|XP_032295465.1|DVIR
OG0008116	LOC115765266|XP_030564613.1|DNOV	LOC6632095|XP_032295529.1|DVIR
OG0008118	LOC115768353|XP_030568777.1|DNOV	LOC6636078|XP_002059609.1|DVIR
OG0008119	LOC115769010|XP_030569581.1|DNOV	LOC6634821|XP_002058210.1|DVIR
OG0008120	LOC115768479|XP_030568917.1|DNOV	LOC6633273|XP_032296584.1|DVIR
OG0008121	LOC115766533|XP_030566360.1|DNOV	LOC6626483|XP_002049077.2|DVIR
OG0008122	LOC115768021|XP_030568298.1|DNOV	LOC6633556|XP_032295944.1|DVIR
OG0008123	LOC115768516|XP_030568962.1|DNOV	LOC6634794|XP_002058130.1|DVIR
OG0008124	LOC115766859|XP_030566778.1|DNOV	LOC6633406|XP_032288761.1|DVIR
OG0008125	LOC115768018|XP_030568291.1|DNOV	LOC6633842|XP_002057194.1|DVIR
OG0008126	LOC115768918|XP_030569510.1|DNOV	LOC6633368|XP_002057172.1|DVIR
OG0008127	LOC115768007|XP_030568276.1|DNOV	LOC6633543|XP_002057240.1|DVIR
OG0008128	LOC115767994|XP_030568256.1|DNOV	LOC6633539|XP_002057237.1|DVIR
OG0008129	LOC115768362|XP_030568790.1|DNOV	LOC6636075|XP_015024188.1|DVIR
OG0008130	LOC115766455|XP_030566247.1|DNOV	LOC6632188|XP_002055643.1|DVIR
OG0008131	LOC115767230|XP_030567289.1|DNOV	LOC6636068|XP_002059599.3|DVIR
OG0008132	LOC115770600|XP_030571797.1|DNOV	LOC6630626|XP_002053300.2|DVIR
OG0008133	LOC115767574|XP_030567720.1|DNOV	LOC6633652|XP_032289169.1|DVIR
OG0008134	LOC115766368|XP_030566127.1|DNOV	LOC6633301|XP_032296059.1|DVIR
OG0008135	LOC115759559|XP_030556385.1|DNOV	LOC6629606|XP_002054671.1|DVIR
OG0008136	LOC115768556|XP_030569025.1|DNOV	LOC6635677|XP_002059248.2|DVIR
OG0008137	LOC115767790|XP_030567982.1|DNOV	LOC6634630|XP_002058029.1|DVIR
OG0008138	LOC115762663|XP_030560831.1|DNOV	LOC6623705|XP_002046185.2|DVIR
OG0008139	LOC115765177|XP_030564457.1|DNOV	LOC6636776|XP_002060238.1|DVIR
OG0008140	LOC115768036|XP_030568318.1|DNOV	LOC6633624|XP_032295687.1|DVIR
OG0008141	LOC115771366|XP_030572910.1|DNOV	LOC6631802|XP_032295610.1|DVIR
OG0008142	LOC115768156|XP_030568511.1|DNOV	LOC116652293|XP_032296492.1|DVIR, LOC6634492|XP_002058230.1|DVIR
OG0008143	LOC115763306|XP_030561660.1|DNOV	LOC6627665|XP_002051105.2|DVIR
OG0008144	LOC115762478|XP_030560562.1|DNOV	LOC6636409|XP_002059865.1|DVIR, LOC116650971|XP_032292228.1|DVIR
OG0008145	LOC115768584|XP_030569089.1|DNOV	LOC6633337|XP_002056865.2|DVIR
OG0008146	LOC115767235|XP_030567296.1|DNOV	LOC6636099|XP_015024167.1|DVIR
OG0008147	LOC115767205|XP_030567257.1|DNOV	LOC6636097|XP_032295501.1|DVIR
OG0008148	LOC115768736|XP_030569279.1|DNOV	LOC6634816|XP_002058142.2|DVIR
OG0008149	LOC115766857|XP_030566773.1|DNOV	LOC6633783|XP_002056955.1|DVIR
OG0008150	LOC115768314|XP_030568723.1|DNOV	LOC6634546|XP_002058290.1|DVIR
OG0008151	LOC115768172|XP_030568530.1|DNOV	LOC6634488|XP_015025018.1|DVIR
OG0008152	LOC115767279|XP_030567371.1|DNOV	LOC6636124|XP_032295494.1|DVIR
OG0008153	LOC115760930|XP_030558364.1|DNOV	LOC6625043|XP_002048814.2|DVIR
OG0008154	LOC115770475|XP_030571619.1|DNOV	LOC6624504|XP_032290736.1|DVIR
OG0008155	LOC115766305|XP_030566046.1|DNOV	LOC26531753|XP_015031796.1|DVIR
OG0008156	LOC115772059|XP_030573863.1|DNOV	LOC6629753|XP_002053895.2|DVIR
OG0008157	LOC115761956|XP_030559854.1|DNOV	LOC6629411|XP_002053067.3|DVIR
OG0008158	LOC115765125|XP_030564381.1|DNOV	LOC6631967|XP_002055014.1|DVIR
OG0008159	LOC115766402|XP_030566183.1|DNOV	LOC26530925|XP_015031667.1|DVIR
OG0008160	LOC115758079|XP_030554456.1|DNOV	LOC6626795|XP_015029862.1|DVIR
OG0008161	LOC115766298|XP_030566033.1|DNOV	LOC6636693|XP_002060171.1|DVIR
OG0008162	LOC115766485|XP_030566306.1|DNOV	LOC6632087|XP_002055635.1|DVIR
OG0008163	LOC115769693|XP_030570476.1|DNOV	LOC6622478|XP_002047204.1|DVIR
OG0008164	LOC115767603|XP_030567756.1|DNOV	LOC6633350|XP_002056791.2|DVIR
OG0008165	LOC115766863|XP_030566782.1|DNOV	LOC6633354|XP_002056978.1|DVIR
OG0008166	LOC115766898|XP_030566834.1|DNOV	LOC6633355|XP_002056979.1|DVIR
OG0008167	LOC115768591|XP_030569100.1|DNOV	LOC6633288|XP_002056871.1|DVIR
OG0008168	LOC115768597|XP_030569107.1|DNOV	LOC6633286|XP_002056869.2|DVIR
OG0008169	LOC115767113|XP_030567127.1|DNOV	LOC6635451|XP_032296044.1|DVIR
OG0008170	LOC115757964|XP_030554304.1|DNOV	LOC6626093|XP_002049402.1|DVIR
OG0008171	LOC115766375|XP_030566134.1|DNOV	LOC6631361|XP_032296000.1|DVIR
OG0008172	LOC115765679|XP_030565198.1|DNOV	LOC6629651|XP_002053561.1|DVIR
OG0008173	LOC115758879|XP_030555533.1|DNOV	LOC6627606|XP_002051408.1|DVIR
OG0008174	LOC115757809|XP_030554092.1|DNOV	LOC6624787|XP_002049338.1|DVIR
OG0008175	LOC115767207|XP_030567259.1|DNOV	LOC6631651|XP_032295803.1|DVIR
OG0008176	LOC115767544|XP_030567686.1|DNOV	LOC6633308|XP_002056779.1|DVIR
OG0008177	LOC115767601|XP_030567754.1|DNOV	LOC6633385|XP_002056796.1|DVIR
OG0008178	LOC115768999|XP_030569569.1|DNOV	LOC6634772|XP_032296460.1|DVIR
OG0008179	LOC115769008|XP_030569578.1|DNOV	LOC6634775|XP_002058201.1|DVIR
OG0008180	LOC115767072|XP_030567073.1|DNOV	LOC6635599|XP_002059024.1|DVIR
OG0008181	LOC115767073|XP_030567074.1|DNOV	LOC6635551|XP_002059025.3|DVIR
OG0008182	LOC115764501|XP_030563450.1|DNOV	LOC6626441|XP_002048909.2|DVIR
OG0008183	LOC115757954|XP_030554289.1|DNOV	LOC6626005|XP_002049448.2|DVIR
OG0008184	LOC115763174|XP_030561487.1|DNOV	LOC6628048|XP_002051159.3|DVIR
OG0008185	LOC115771897|XP_030573642.1|DNOV	LOC6629387|XP_002054456.1|DVIR
OG0008186	LOC115761387|XP_030559003.1|DNOV	LOC6626505|XP_002050204.1|DVIR
OG0008187	LOC115761406|XP_030559027.1|DNOV	LOC6626506|XP_002050205.1|DVIR
OG0008188	LOC115759694|XP_030556552.1|DNOV	LOC6628934|XP_002052750.1|DVIR
OG0008189	LOC115763482|XP_030561927.1|DNOV	LOC6634363|XP_002057704.1|DVIR
OG0008190	LOC115769471|XP_030570148.1|DNOV	LOC6622787|XP_032290636.1|DVIR
OG0008191	LOC115764392|XP_030563230.1|DNOV	LOC6632060|XP_002055113.1|DVIR
OG0008192	LOC115768996|XP_030569564.1|DNOV	LOC6634822|XP_002058211.1|DVIR
OG0008193	LOC115765260|XP_030564599.1|DNOV	LOC6631592|XP_002055444.1|DVIR
OG0008194	LOC115758352|XP_030554795.1|DNOV	LOC6628658|XP_002051508.2|DVIR
OG0008195	LOC115758050|XP_030554424.1|DNOV	LOC6626922|XP_002049536.2|DVIR
OG0008196	LOC115771050|XP_030572461.1|DNOV	LOC6626179|XP_002050243.1|DVIR
OG0008197	LOC115770433|XP_030571563.1|DNOV	LOC6622979|XP_032290666.1|DVIR
OG0008198	LOC115767057|XP_030567053.1|DNOV	LOC6635505|XP_002059045.3|DVIR
OG0008199	LOC115767182|XP_030567232.1|DNOV	LOC6631653|XP_002055343.1|DVIR
OG0008200	LOC115772035|XP_030573832.1|DNOV	LOC6626686|XP_002049823.1|DVIR
OG0008201	LOC115766295|XP_030566034.1|DNOV	LOC6623726|XP_002048614.1|DVIR
OG0008202	LOC115771540|XP_030573137.1|DNOV	LOC6624682|XP_015031351.1|DVIR
OG0008203	LOC115762798|XP_030561014.1|DNOV	LOC6622246|XP_002046371.1|DVIR
OG0008204	LOC115766882|XP_030566812.1|DNOV	LOC6633451|XP_002056913.1|DVIR
OG0008205	LOC115767811|XP_030568003.1|DNOV	LOC6631939|XP_002055032.1|DVIR
OG0008206	LOC115771560|XP_030573169.1|DNOV	LOC6622103|XP_015030611.1|DVIR
OG0008207	LOC115770303|XP_030571398.1|DNOV	LOC6622882|XP_002048084.1|DVIR
OG0008208	LOC115767451|XP_030567609.1|DNOV	LOC6626461|XP_002049150.1|DVIR
OG0008209	LOC115767707|XP_030567860.1|DNOV	LOC6627925|XP_002052800.1|DVIR
OG0008210	LOC115764445|XP_030563315.1|DNOV	LOC6627132|XP_002048950.1|DVIR
OG0008211	LOC115763561|XP_030562041.1|DNOV	LOC6634121|XP_002057722.2|DVIR
OG0008212	LOC115771520|XP_030573114.1|DNOV	LOC6622818|XP_002047542.1|DVIR
OG0008213	LOC115771358|XP_030572900.1|DNOV	LOC6631548|XP_032295861.1|DVIR
OG0008214	LOC115770361|XP_030571465.1|DNOV	LOC26530594|XP_015031627.1|DVIR
OG0008215	LOC115767216|XP_030567270.1|DNOV	LOC6631704|XP_002055352.1|DVIR
OG0008216	LOC115770404|XP_030571522.1|DNOV	LOC6622997|XP_002048062.1|DVIR
OG0008217	LOC115769009|XP_030569579.1|DNOV	LOC6634777|XP_002058203.1|DVIR
OG0008218	LOC115767501|XP_030567671.1|DNOV	LOC26531552|XP_015030346.1|DVIR
OG0008219	LOC115768697|XP_030569242.1|DNOV	LOC6631613|XP_002055071.2|DVIR
OG0008220	LOC115768872|XP_030569438.1|DNOV	LOC6633456|XP_002057339.2|DVIR
OG0008221	LOC115767712|XP_030567868.1|DNOV	LOC6627920|XP_002052795.3|DVIR
OG0008222	LOC115771405|XP_030572963.1|DNOV	LOC6622866|XP_002047684.2|DVIR
OG0008223	LOC115770294|XP_030571390.1|DNOV	LOC6624479|XP_032290711.1|DVIR
OG0008224	LOC115770496|XP_030571649.1|DNOV	LOC6622260|XP_002048079.1|DVIR
OG0008225	LOC115771363|XP_030572904.1|DNOV	LOC6631443|XP_002055681.2|DVIR
OG0008226	LOC115771336|XP_030572863.1|DNOV	LOC6631585|XP_002055695.1|DVIR
OG0008227	LOC115761725|XP_030559466.1|DNOV	LOC6630617|XP_002053746.3|DVIR
OG0008228	LOC115764887|XP_030564029.1|DNOV	LOC6632222|XP_032288758.1|DVIR
OG0008229	LOC115761828|XP_030559630.1|DNOV	LOC6631249|XP_015027259.1|DVIR
OG0008230	LOC115765740|XP_030565264.1|DNOV	LOC6629355|XP_002053564.1|DVIR
OG0008232	LOC115767146|XP_030567175.1|DNOV	LOC6622849|XP_002046553.1|DVIR
OG0008233	LOC115758739|XP_030555349.1|DNOV	LOC6628321|XP_002051194.1|DVIR
OG0008234	LOC115760545|XP_030557793.1|DNOV	LOC6626603|XP_015030072.1|DVIR
OG0008235	LOC115768622|XP_030569140.1|DNOV	LOC6636007|XP_002059507.1|DVIR
OG0008236	LOC115760623|XP_030557933.1|DNOV	LOC6625532|XP_002051014.1|DVIR
OG0008237	LOC115765195|XP_030564520.1|DNOV	LOC6626375|XP_002050352.2|DVIR
OG0008238	LOC115765832|XP_030565416.1|DNOV	LOC6622899|XP_002046493.1|DVIR
OG0008239	LOC115770463|XP_030571599.1|DNOV	LOC6623612|XP_015031385.1|DVIR
OG0008240	LOC115760774|XP_030558122.1|DNOV	LOC6625197|XP_002048750.1|DVIR
OG0008243	LOC115762049|XP_030559987.1|DNOV	LOC6635810|XP_002059319.1|DVIR
OG0008244	LOC115761522|XP_030559153.1|DNOV	LOC6631085|XP_002053811.1|DVIR
OG0008245	LOC115766556|XP_030566395.1|DNOV	LOC6624913|XP_002049110.1|DVIR
OG0008246	LOC115757805|XP_030554082.1|DNOV	LOC6625830|XP_032292978.1|DVIR
OG0008247	LOC115771816|XP_030573555.1|DNOV, LOC115771815|XP_030573554.1|DNOV, LOC115771814|XP_030573553.1|DNOV	LOC6631079|XP_015027620.2|DVIR, LOC6631077|XP_015027618.2|DVIR, LOC116651953|XP_032295389.1|DVIR
OG0008248	LOC115761312|XP_030558903.1|DNOV	LOC6630616|XP_002053745.1|DVIR
OG0008249	LOC115758551|XP_030555108.1|DNOV	LOC6628153|XP_032294436.1|DVIR
OG0008249	LOC115759549|XP_030556367.1|DNOV	LOC6629836|XP_002054536.1|DVIR
OG0008250	LOC115761111|XP_030558600.1|DNOV	LOC6626641|XP_002048777.1|DVIR
OG0008251	LOC115762284|XP_030560308.1|DNOV	LOC6636347|XP_002059946.1|DVIR
OG0008252	LOC115765015|XP_030564228.1|DNOV	LOC6632923|XP_002055926.1|DVIR
OG0008252	LOC115762404|XP_030560452.1|DNOV	LOC116650928|XP_032292049.1|DVIR, LOC6635977|XP_032292633.1|DVIR
OG0008253	LOC115771884|XP_030573632.1|DNOV	LOC6624842|XP_002049658.3|DVIR
OG0008254	LOC115769942|XP_030570846.1|DNOV	LOC6623073|XP_002047095.1|DVIR
OG0008255	LOC115771377|XP_030572922.1|DNOV	LOC6622128|XP_002047678.1|DVIR
OG0008255	LOC115767121|XP_030567140.1|DNOV	LOC6624209|XP_002046561.1|DVIR
OG0008256	LOC115762036|XP_030559963.1|DNOV	LOC6636508|XP_002059988.2|DVIR
OG0008257	LOC115768459|XP_030568887.1|DNOV	LOC6634722|XP_002058321.1|DVIR
OG0008258	LOC115765548|XP_030565038.1|DNOV	LOC6635722|XP_002059159.1|DVIR
OG0008259	LOC115763470|XP_030561913.1|DNOV	LOC6627476|XP_032294293.1|DVIR
OG0008260	LOC115769590|XP_030570325.1|DNOV	LOC6623861|XP_032290800.1|DVIR
OG0008261	LOC115761099|XP_030558585.1|DNOV	LOC6624960|XP_002050615.2|DVIR
OG0008262	LOC115762484|XP_030560582.1|DNOV	LOC6635866|XP_002059340.1|DVIR
OG0008264	LOC115757872|XP_030554171.1|DNOV, LOC115758153|XP_030554547.1|DNOV	LOC116652037|XP_032295808.1|DVIR, LOC6626026|XP_002049602.1|DVIR
OG0008265	LOC115764963|XP_030564148.1|DNOV, LOC115764974|XP_030564159.1|DNOV	LOC6632546|XP_002055840.1|DVIR, LOC6632545|XP_002055839.1|DVIR
OG0008266	LOC115761805|XP_030559610.1|DNOV	LOC6632538|XP_002056181.1|DVIR
