Orthogroup	DNOV.longest_only	DKIK.longest_only
OG0007981	LOC115767725|XP_030567895.1|DNOV	LOC108080540|XP_017030832.1|DKIK
OG0007982	LOC115763018|XP_030561273.1|DNOV	LOC108077008|XP_017025572.1|DKIK
OG0007984	LOC115763600|XP_030562085.1|DNOV	LOC108072589|XP_017019285.1|DKIK
OG0007985	LOC115760159|XP_030557231.1|DNOV	LOC108083315|XP_017034541.1|DKIK
OG0007986	LOC115765454|XP_030564878.1|DNOV	LOC108077069|XP_017025725.1|DKIK
OG0007987	LOC115763426|XP_030561846.1|DNOV	LOC108086252|XP_017038624.1|DKIK
OG0007988	LOC115763167|XP_030561480.1|DNOV	LOC108072501|XP_017019157.1|DKIK
OG0007989	LOC115768711|XP_030569265.1|DNOV	LOC108077279|XP_017026042.1|DKIK
OG0007990	LOC115763186|XP_030561503.1|DNOV	LOC108077186|XP_017025919.1|DKIK
OG0007991	LOC115759696|XP_030556554.1|DNOV	LOC108074324|XP_017021817.1|DKIK
OG0007992	LOC115760059|XP_030557098.1|DNOV	LOC108074821|XP_017022507.1|DKIK
OG0007993	LOC115757730|XP_030553966.1|DNOV	LOC108084983|XP_017036896.1|DKIK
OG0007994	LOC115763587|XP_030562068.1|DNOV	LOC108082046|XP_017032812.1|DKIK
OG0007995	LOC115763302|XP_030561653.1|DNOV	LOC108077942|XP_017026969.1|DKIK
OG0007996	LOC115768050|XP_030568345.1|DNOV	LOC108082960|XP_017034066.1|DKIK
OG0007997	LOC115770200|XP_030571253.1|DNOV	LOC108085525|XP_017037646.1|DKIK
OG0007998	LOC115759796|XP_030556736.1|DNOV	LOC108079597|XP_017029435.1|DKIK
OG0007999	LOC115760131|XP_030557190.1|DNOV	LOC108077064|XP_017025718.1|DKIK
OG0008000	LOC115759799|XP_030556742.1|DNOV	LOC108077137|XP_017025840.1|DKIK
OG0008001	LOC115765521|XP_030564999.1|DNOV	LOC108077153|XP_017025874.1|DKIK
OG0008002	LOC115765853|XP_030565441.1|DNOV	LOC108086131|XP_017038472.1|DKIK
OG0008003	LOC115765485|XP_030564937.1|DNOV	LOC108077155|XP_017025876.1|DKIK
OG0008004	LOC115771337|XP_030572866.1|DNOV	LOC108079369|XP_017029169.1|DKIK
OG0008005	LOC115767298|XP_030567392.1|DNOV	LOC108083827|XP_017035272.1|DKIK
OG0008006	LOC115769002|XP_030569572.1|DNOV	LOC108080184|XP_017030324.1|DKIK
OG0008007	LOC115768854|XP_030569415.1|DNOV	LOC108080372|XP_017030581.1|DKIK
OG0008008	LOC115771519|XP_030573113.1|DNOV	LOC108085491|XP_017037599.1|DKIK
OG0008009	LOC115768390|XP_030568821.1|DNOV	LOC108084678|XP_017036498.1|DKIK
OG0008010	LOC115765109|XP_030564354.1|DNOV	LOC108083533|XP_017034856.1|DKIK
OG0008011	LOC115761065|XP_030558546.1|DNOV	LOC108078344|XP_017027637.1|DKIK
OG0008012	LOC115772001|XP_030573796.1|DNOV	LOC108078530|XP_017027929.1|DKIK
OG0008013	LOC115767472|XP_030567637.1|DNOV	LOC108082181|XP_017032987.1|DKIK
OG0008014	LOC115764774|XP_030563873.1|DNOV	LOC108080825|XP_017031218.1|DKIK
OG0008015	LOC115767652|XP_030567802.1|DNOV	LOC108083122|XP_017034285.1|DKIK
OG0008016	LOC115767663|XP_030567814.1|DNOV	LOC108083123|XP_017034286.1|DKIK
OG0008017	LOC115767364|XP_030567481.1|DNOV	LOC108079922|XP_017029945.1|DKIK
OG0008018	LOC115767012|XP_030566994.1|DNOV	LOC108076060|XP_017024241.1|DKIK
OG0008020	LOC115763807|XP_030562411.1|DNOV	LOC108073381|XP_017020452.1|DKIK
OG0008021	LOC115768066|XP_030568377.1|DNOV	LOC108071707|XP_017018013.1|DKIK
OG0008022	LOC115771638|XP_030573298.1|DNOV	LOC108084905|XP_017036789.1|DKIK
OG0008023	LOC115764321|XP_030563127.1|DNOV	LOC108084667|XP_017036479.1|DKIK
OG0008024	LOC115764247|XP_030563025.1|DNOV	LOC108084639|XP_017036419.1|DKIK
OG0008025	LOC115767061|XP_030567061.1|DNOV	LOC108076083|XP_017024285.1|DKIK
OG0008026	LOC115767029|XP_030567015.1|DNOV	LOC108075097|XP_017022870.1|DKIK
OG0008027	LOC115767773|XP_030567958.1|DNOV	LOC108071244|XP_017017418.1|DKIK
OG0008028	LOC115764719|XP_030563778.1|DNOV	LOC108083187|XP_017034375.1|DKIK
OG0008029	LOC115770639|XP_030571845.1|DNOV	LOC108073214|XP_017020231.1|DKIK
OG0008030	LOC115763787|XP_030562375.1|DNOV	LOC108080834|XP_017031226.1|DKIK
OG0008031	LOC115763349|XP_030561727.1|DNOV	LOC108075894|XP_017024000.1|DKIK
OG0008032	LOC115757776|XP_030554060.1|DNOV	LOC108085051|XP_017037000.1|DKIK
OG0008033	LOC115766109|XP_030565789.1|DNOV	LOC108072027|XP_017018497.1|DKIK
OG0008034	LOC115765407|XP_030564806.1|DNOV	LOC108080478|XP_017030718.1|DKIK
OG0008035	LOC115765091|XP_030564335.1|DNOV	LOC108074193|XP_017021624.1|DKIK
OG0008036	LOC115766175|XP_030565878.1|DNOV	LOC108072182|XP_017018726.1|DKIK
OG0008037	LOC115770948|XP_030572268.1|DNOV	LOC108072051|XP_017018524.1|DKIK
OG0008038	LOC115764250|XP_030563028.1|DNOV	LOC108075982|XP_017024124.1|DKIK
OG0008039	LOC115771685|XP_030573362.1|DNOV	LOC108083998|XP_017035500.1|DKIK
OG0008040	LOC115766112|XP_030565793.1|DNOV	LOC108084963|XP_017036868.1|DKIK
OG0008041	LOC115765344|XP_030564715.1|DNOV	LOC108075108|XP_017022879.1|DKIK
OG0008042	LOC115757723|XP_030553948.1|DNOV	LOC108077881|XP_017026906.1|DKIK
OG0008043	LOC115767961|XP_030568220.1|DNOV	LOC108083489|XP_017034776.1|DKIK
OG0008044	LOC115767589|XP_030567735.1|DNOV	LOC108071738|XP_017018052.1|DKIK
OG0008045	LOC115767052|XP_030567044.1|DNOV	LOC108080180|XP_017030317.1|DKIK
OG0008046	LOC115771928|XP_030573686.1|DNOV	LOC108075642|XP_017023674.1|DKIK
OG0008047	LOC115765682|XP_030565200.1|DNOV	LOC108084839|XP_017036702.1|DKIK
OG0008048	LOC115772084|XP_030573899.1|DNOV	LOC108084121|XP_017035642.1|DKIK
OG0008049	LOC115765654|XP_030565171.1|DNOV	LOC108084838|XP_017036701.1|DKIK
OG0008050	LOC115763704|XP_030562253.1|DNOV	LOC108082859|XP_017033930.1|DKIK
OG0008051	LOC115761705|XP_030559436.1|DNOV	LOC108085739|XP_017037958.1|DKIK
OG0008052	LOC115770601|XP_030571799.1|DNOV	LOC108081120|XP_017031616.1|DKIK
OG0008054	LOC115768002|XP_030568271.1|DNOV	LOC108079372|XP_017029173.1|DKIK
OG0008055	LOC115767087|XP_030567095.1|DNOV	LOC108075295|XP_017023179.1|DKIK
OG0008056	LOC115768442|XP_030568860.1|DNOV	LOC108076111|XP_017024324.1|DKIK
OG0008057	LOC115763641|XP_030562134.1|DNOV	LOC108085447|XP_017037548.1|DKIK
OG0008058	LOC115771775|XP_030573489.1|DNOV	LOC108077605|XP_017026497.1|DKIK
OG0008059	LOC115766218|XP_030565932.1|DNOV	LOC108075498|XP_017023449.1|DKIK
OG0008060	LOC115765780|XP_030565314.1|DNOV	LOC108084881|XP_017036765.1|DKIK
OG0008061	LOC115768130|XP_030568485.1|DNOV	LOC108083437|XP_017034681.1|DKIK
OG0008062	LOC115766441|XP_030566231.1|DNOV	LOC108083881|XP_017035362.1|DKIK
OG0008063	LOC115771714|XP_030573394.1|DNOV	LOC108077882|XP_017026907.1|DKIK
OG0008064	LOC115766299|XP_030566035.1|DNOV	LOC108079275|XP_017029059.1|DKIK
OG0008065	LOC115768028|XP_030568310.1|DNOV	LOC108079284|XP_017029070.1|DKIK
OG0008066	LOC115765223|XP_030564525.1|DNOV	LOC108079782|XP_017029717.1|DKIK
OG0008067	LOC115766841|XP_030566743.1|DNOV	LOC108071767|XP_017018097.1|DKIK
OG0008068	LOC115765397|XP_030564786.1|DNOV	LOC108075312|XP_017023205.1|DKIK
OG0008069	LOC115761393|XP_030559009.1|DNOV	LOC108080940|XP_017031335.1|DKIK
OG0008070	LOC115772085|XP_030573901.1|DNOV	LOC108084123|XP_017035647.1|DKIK
OG0008071	LOC115768870|XP_030569434.1|DNOV	LOC108079427|XP_017029247.1|DKIK
OG0008072	LOC115769121|XP_030569685.1|DNOV	LOC108079398|XP_017029212.1|DKIK
OG0008073	LOC115771346|XP_030572876.1|DNOV	LOC108074120|XP_017021509.1|DKIK
OG0008074	LOC115771310|XP_030572824.1|DNOV	LOC108081018|XP_017031454.1|DKIK
OG0008075	LOC115762609|XP_030560769.1|DNOV	LOC108072220|XP_017018772.1|DKIK
OG0008076	LOC115768781|XP_030569336.1|DNOV	LOC108083425|XP_017034670.1|DKIK
OG0008077	LOC115765628|XP_030565139.1|DNOV	LOC108080753|XP_017031096.1|DKIK
OG0008078	LOC115768289|XP_030568692.1|DNOV	LOC108083885|XP_017035364.1|DKIK
OG0008079	LOC115766423|XP_030566207.1|DNOV	LOC108085073|XP_017037031.1|DKIK
OG0008080	LOC115767987|XP_030568246.1|DNOV	LOC108083561|XP_017034905.1|DKIK
OG0008081	LOC115768489|XP_030568931.1|DNOV	LOC108083424|XP_017034669.1|DKIK
OG0008082	LOC115768908|XP_030569494.1|DNOV	LOC108084926|XP_017036812.1|DKIK
OG0008083	LOC115763698|XP_030562245.1|DNOV	LOC108084373|XP_017036046.1|DKIK
OG0008084	LOC115771650|XP_030573316.1|DNOV	LOC108073357|XP_017020410.1|DKIK
OG0008085	LOC115771906|XP_030573656.1|DNOV	LOC108077681|XP_017026592.1|DKIK
OG0008087	LOC115764388|XP_030563216.1|DNOV	LOC108083558|XP_017034897.1|DKIK
OG0008089	LOC115769863|XP_030570721.1|DNOV	LOC108080653|XP_017030965.1|DKIK
OG0008090	LOC115767023|XP_030567007.1|DNOV	LOC108080147|XP_017030274.1|DKIK
OG0008091	LOC115764086|XP_030562797.1|DNOV	LOC108084553|XP_017036294.1|DKIK
OG0008092	LOC115763676|XP_030562208.1|DNOV	LOC108075523|XP_017023546.1|DKIK
OG0008093	LOC115766830|XP_030566728.1|DNOV	LOC108083444|XP_017034693.1|DKIK
OG0008094	LOC115760202|XP_030557295.1|DNOV	LOC108076151|XP_017024369.1|DKIK
OG0008095	LOC115767931|XP_030568163.1|DNOV	LOC108082985|XP_017034099.1|DKIK
OG0008096	LOC115767545|XP_030567687.1|DNOV	LOC108077174|XP_017025900.1|DKIK
OG0008097	LOC115767310|XP_030567408.1|DNOV	LOC108071819|XP_017018214.1|DKIK
OG0008098	LOC115770155|XP_030571168.1|DNOV	LOC108072785|XP_017019556.1|DKIK
OG0008099	LOC115770128|XP_030571121.1|DNOV	LOC108075009|XP_017022746.1|DKIK
OG0008100	LOC115770640|XP_030571847.1|DNOV	LOC108073228|XP_017020254.1|DKIK
OG0008101	LOC115765148|XP_030564411.1|DNOV	LOC108076977|XP_017025521.1|DKIK
OG0008102	LOC115770703|XP_030571958.1|DNOV	LOC108081058|XP_017031526.1|DKIK
OG0008103	LOC115768052|XP_030568351.1|DNOV	LOC108076749|XP_017025236.1|DKIK
OG0008104	LOC115768106|XP_030568473.1|DNOV	LOC108083054|XP_017034171.1|DKIK
OG0008105	LOC115761633|XP_030559323.1|DNOV	LOC108075534|XP_017023521.1|DKIK
OG0008106	LOC115771462|XP_030573040.1|DNOV	LOC108083319|XP_017034550.1|DKIK
OG0008107	LOC115766083|XP_030565749.1|DNOV	LOC108082685|XP_017033680.1|DKIK
OG0008108	LOC115768001|XP_030568270.1|DNOV	LOC108072812|XP_017019595.1|DKIK
OG0008109	LOC115766470|XP_030566274.1|DNOV	LOC108084681|XP_017036501.1|DKIK
OG0008110	LOC115767551|XP_030567693.1|DNOV	LOC108085922|XP_017038186.1|DKIK
OG0008111	LOC115768162|XP_030568518.1|DNOV	LOC108082941|XP_017034043.1|DKIK
OG0008112	LOC115767297|XP_030567389.1|DNOV	LOC108080321|XP_017030501.1|DKIK
OG0008113	LOC115767375|XP_030567494.1|DNOV	LOC108079243|XP_017029018.1|DKIK
OG0008114	LOC115767374|XP_030567493.1|DNOV	LOC108079161|XP_017028900.1|DKIK
OG0008115	LOC115765232|XP_030564544.1|DNOV	LOC108080089|XP_017030179.1|DKIK
OG0008116	LOC115765266|XP_030564613.1|DNOV	LOC108083838|XP_017035304.1|DKIK
OG0008118	LOC115768353|XP_030568777.1|DNOV	LOC108083795|XP_017035211.1|DKIK
OG0008119	LOC115769010|XP_030569581.1|DNOV	LOC108082927|XP_017034007.1|DKIK
OG0008120	LOC115768479|XP_030568917.1|DNOV	LOC108084477|XP_017036188.1|DKIK
OG0008121	LOC115766533|XP_030566360.1|DNOV	LOC108078454|XP_017027831.1|DKIK
OG0008122	LOC115768021|XP_030568298.1|DNOV	LOC108079383|XP_017029193.1|DKIK
OG0008123	LOC115768516|XP_030568962.1|DNOV	LOC108079148|XP_017028884.1|DKIK
OG0008124	LOC115766859|XP_030566778.1|DNOV	LOC108085754|XP_017037981.1|DKIK
OG0008125	LOC115768018|XP_030568291.1|DNOV	LOC108080358|XP_017030559.1|DKIK
OG0008126	LOC115768918|XP_030569510.1|DNOV	LOC108080262|XP_017030414.1|DKIK
OG0008127	LOC115768007|XP_030568276.1|DNOV	LOC108076512|XP_017024911.1|DKIK
OG0008128	LOC115767994|XP_030568256.1|DNOV	LOC108074955|XP_017022678.1|DKIK
OG0008129	LOC115768362|XP_030568790.1|DNOV	LOC108079324|XP_017029110.1|DKIK
OG0008130	LOC115766455|XP_030566247.1|DNOV	LOC108080139|XP_017030262.1|DKIK
OG0008131	LOC115767230|XP_030567289.1|DNOV	LOC108080361|XP_017030564.1|DKIK
OG0008132	LOC115770600|XP_030571797.1|DNOV	LOC108073165|XP_017020161.1|DKIK
OG0008133	LOC115767574|XP_030567720.1|DNOV	LOC108080389|XP_017030604.1|DKIK
OG0008134	LOC115766368|XP_030566127.1|DNOV	LOC108080547|XP_017030838.1|DKIK
OG0008135	LOC115759559|XP_030556385.1|DNOV	LOC108085436|XP_017037520.1|DKIK
OG0008136	LOC115768556|XP_030569025.1|DNOV	LOC108076885|XP_017025405.1|DKIK
OG0008137	LOC115767790|XP_030567982.1|DNOV	LOC108071229|XP_017017402.1|DKIK
OG0008138	LOC115762663|XP_030560831.1|DNOV	LOC108078906|XP_017028528.1|DKIK
OG0008139	LOC115765177|XP_030564457.1|DNOV	LOC108070912|XP_017017057.1|DKIK
OG0008140	LOC115768036|XP_030568318.1|DNOV	LOC108080385|XP_017030597.1|DKIK
OG0008141	LOC115771366|XP_030572910.1|DNOV	LOC108074126|XP_017021514.1|DKIK
OG0008142	LOC115768156|XP_030568511.1|DNOV	LOC108083581|XP_017034930.1|DKIK
OG0008143	LOC115763306|XP_030561660.1|DNOV	LOC108084791|XP_017036628.1|DKIK
OG0008144	LOC115762478|XP_030560562.1|DNOV	LOC108078260|XP_017027487.1|DKIK
OG0008145	LOC115768584|XP_030569089.1|DNOV	LOC108076068|XP_017024260.1|DKIK
OG0008146	LOC115767235|XP_030567296.1|DNOV	LOC108079455|XP_017029282.1|DKIK
OG0008147	LOC115767205|XP_030567257.1|DNOV	LOC108079414|XP_017029229.1|DKIK
OG0008148	LOC115768736|XP_030569279.1|DNOV	LOC108083826|XP_017035271.1|DKIK
OG0008149	LOC115766857|XP_030566773.1|DNOV	LOC108076071|XP_017024266.1|DKIK
OG0008150	LOC115768314|XP_030568723.1|DNOV	LOC108084488|XP_017036209.1|DKIK
OG0008151	LOC115768172|XP_030568530.1|DNOV	LOC108079935|XP_017029959.1|DKIK
OG0008152	LOC115767279|XP_030567371.1|DNOV	LOC108080218|XP_017030363.1|DKIK
OG0008153	LOC115760930|XP_030558364.1|DNOV	LOC108076309|XP_017024574.1|DKIK
OG0008154	LOC115770475|XP_030571619.1|DNOV	LOC108072741|XP_017019497.1|DKIK
OG0008155	LOC115766305|XP_030566046.1|DNOV	LOC108073974|XP_017021306.1|DKIK
OG0008156	LOC115772059|XP_030573863.1|DNOV	LOC108084999|XP_017036916.1|DKIK
OG0008157	LOC115761956|XP_030559854.1|DNOV	LOC108077861|XP_017026883.1|DKIK
OG0008158	LOC115765125|XP_030564381.1|DNOV	LOC108079955|XP_017030003.1|DKIK
OG0008159	LOC115766402|XP_030566183.1|DNOV	LOC108080623|XP_017030936.1|DKIK
OG0008160	LOC115758079|XP_030554456.1|DNOV	LOC108076612|XP_017025016.1|DKIK
OG0008161	LOC115766298|XP_030566033.1|DNOV	LOC108079274|XP_017029057.1|DKIK
OG0008162	LOC115766485|XP_030566306.1|DNOV	LOC108085959|XP_017038241.1|DKIK
OG0008163	LOC115769693|XP_030570476.1|DNOV	LOC108084406|XP_017036093.1|DKIK
OG0008164	LOC115767603|XP_030567756.1|DNOV	LOC108074254|XP_017021713.1|DKIK
OG0008165	LOC115766863|XP_030566782.1|DNOV	LOC108084672|XP_017036488.1|DKIK
OG0008166	LOC115766898|XP_030566834.1|DNOV	LOC108084995|XP_017036914.1|DKIK
OG0008167	LOC115768591|XP_030569100.1|DNOV	LOC108083395|XP_017034635.1|DKIK
OG0008168	LOC115768597|XP_030569107.1|DNOV	LOC108083553|XP_017034892.1|DKIK
OG0008169	LOC115767113|XP_030567127.1|DNOV	LOC108080313|XP_017030492.1|DKIK
OG0008170	LOC115757964|XP_030554304.1|DNOV	LOC108074748|XP_017022412.1|DKIK
OG0008171	LOC115766375|XP_030566134.1|DNOV	LOC108083451|XP_017034708.1|DKIK
OG0008172	LOC115765679|XP_030565198.1|DNOV	LOC108084837|XP_017036700.1|DKIK
OG0008173	LOC115758879|XP_030555533.1|DNOV	LOC108073643|XP_017020851.1|DKIK
OG0008174	LOC115757809|XP_030554092.1|DNOV	LOC108085123|XP_017037113.1|DKIK
OG0008175	LOC115767207|XP_030567259.1|DNOV	LOC108083597|XP_017034951.1|DKIK
OG0008176	LOC115767544|XP_030567686.1|DNOV	LOC108071689|XP_017017992.1|DKIK
OG0008177	LOC115767601|XP_030567754.1|DNOV	LOC108083788|XP_017035202.1|DKIK
OG0008178	LOC115768999|XP_030569569.1|DNOV	LOC108084486|XP_017036207.1|DKIK
OG0008179	LOC115769008|XP_030569578.1|DNOV	LOC108080118|XP_017030239.1|DKIK
OG0008180	LOC115767072|XP_030567073.1|DNOV	LOC108080099|XP_017030203.1|DKIK
OG0008181	LOC115767073|XP_030567074.1|DNOV	LOC108080108|XP_017030216.1|DKIK
OG0008182	LOC115764501|XP_030563450.1|DNOV	LOC108082498|XP_017033407.1|DKIK
OG0008183	LOC115757954|XP_030554289.1|DNOV	LOC108070901|XP_017017046.1|DKIK
OG0008184	LOC115763174|XP_030561487.1|DNOV	LOC108077272|XP_017026030.1|DKIK
OG0008185	LOC115771897|XP_030573642.1|DNOV	LOC108077795|XP_017026785.1|DKIK
OG0008186	LOC115761387|XP_030559003.1|DNOV	LOC108076324|XP_017024596.1|DKIK
OG0008187	LOC115761406|XP_030559027.1|DNOV	LOC108076328|XP_017024602.1|DKIK
OG0008188	LOC115759694|XP_030556552.1|DNOV	LOC108076322|XP_017024598.1|DKIK
OG0008189	LOC115763482|XP_030561927.1|DNOV	LOC108072575|XP_017019270.1|DKIK
OG0008190	LOC115769471|XP_030570148.1|DNOV	LOC108073935|XP_017021230.1|DKIK
OG0008191	LOC115764392|XP_030563230.1|DNOV	LOC108083589|XP_017034938.1|DKIK
OG0008192	LOC115768996|XP_030569564.1|DNOV	LOC108082934|XP_017034027.1|DKIK
OG0008193	LOC115765260|XP_030564599.1|DNOV	LOC108074191|XP_017021622.1|DKIK
OG0008194	LOC115758352|XP_030554795.1|DNOV	LOC108085251|XP_017037287.1|DKIK
OG0008195	LOC115758050|XP_030554424.1|DNOV	LOC108083518|XP_017034831.1|DKIK
OG0008196	LOC115771050|XP_030572461.1|DNOV	LOC108076178|XP_017024397.1|DKIK
OG0008197	LOC115770433|XP_030571563.1|DNOV	LOC108082993|XP_017034105.1|DKIK
OG0008198	LOC115767057|XP_030567053.1|DNOV	LOC108080374|XP_017030583.1|DKIK
OG0008199	LOC115767182|XP_030567232.1|DNOV	LOC108083572|XP_017034918.1|DKIK
OG0008200	LOC115772035|XP_030573832.1|DNOV	LOC108078529|XP_017027927.1|DKIK
OG0008201	LOC115766295|XP_030566034.1|DNOV	LOC108073973|XP_017021305.1|DKIK
OG0008202	LOC115771540|XP_030573137.1|DNOV	LOC108073816|XP_017021083.1|DKIK
OG0008203	LOC115762798|XP_030561014.1|DNOV	LOC108079802|XP_017029771.1|DKIK
OG0008204	LOC115766882|XP_030566812.1|DNOV	LOC108071193|XP_017017366.1|DKIK
OG0008205	LOC115767811|XP_030568003.1|DNOV	LOC108071843|XP_017018246.1|DKIK
OG0008206	LOC115771560|XP_030573169.1|DNOV	LOC108083658|XP_017035019.1|DKIK
OG0008207	LOC115770303|XP_030571398.1|DNOV	LOC108075079|XP_017022850.1|DKIK
OG0008208	LOC115767451|XP_030567609.1|DNOV	LOC108082565|XP_017033505.1|DKIK
OG0008209	LOC115767707|XP_030567860.1|DNOV	LOC108079860|XP_017029861.1|DKIK
OG0008210	LOC115764445|XP_030563315.1|DNOV	LOC108084752|XP_017036553.1|DKIK
OG0008211	LOC115763561|XP_030562041.1|DNOV	LOC108074601|XP_017022205.1|DKIK
OG0008212	LOC115771520|XP_030573114.1|DNOV	LOC108083289|XP_017034508.1|DKIK
OG0008213	LOC115771358|XP_030572900.1|DNOV	LOC108076046|XP_017024206.1|DKIK
OG0008214	LOC115770361|XP_030571465.1|DNOV	LOC108070475|XP_017016448.1|DKIK
OG0008215	LOC115767216|XP_030567270.1|DNOV	LOC108082657|XP_017033643.1|DKIK
OG0008216	LOC115770404|XP_030571522.1|DNOV	LOC108075031|XP_017022775.1|DKIK
OG0008217	LOC115769009|XP_030569579.1|DNOV	LOC108080086|XP_017030172.1|DKIK
OG0008218	LOC115767501|XP_030567671.1|DNOV	LOC108082418|XP_017033258.1|DKIK
OG0008219	LOC115768697|XP_030569242.1|DNOV	LOC108083807|XP_017035237.1|DKIK
OG0008220	LOC115768872|XP_030569438.1|DNOV	LOC108085947|XP_017038223.1|DKIK
OG0008221	LOC115767712|XP_030567868.1|DNOV	LOC108074273|XP_017021734.1|DKIK
OG0008222	LOC115771405|XP_030572963.1|DNOV	LOC108072788|XP_017019563.1|DKIK
OG0008223	LOC115770294|XP_030571390.1|DNOV	LOC108072766|XP_017019531.1|DKIK
OG0008224	LOC115770496|XP_030571649.1|DNOV	LOC108075205|XP_017023029.1|DKIK
OG0008225	LOC115771363|XP_030572904.1|DNOV	LOC108079267|XP_017029047.1|DKIK
OG0008226	LOC115771336|XP_030572863.1|DNOV	LOC108076009|XP_017024154.1|DKIK
OG0008227	LOC115761725|XP_030559466.1|DNOV	LOC108084900|XP_017036783.1|DKIK
OG0008228	LOC115764887|XP_030564029.1|DNOV	LOC108073439|XP_017020548.1|DKIK
OG0008229	LOC115761828|XP_030559630.1|DNOV	LOC108085887|XP_017038139.1|DKIK
OG0008230	LOC115765740|XP_030565264.1|DNOV	LOC108084843|XP_017036706.1|DKIK
OG0008232	LOC115767146|XP_030567175.1|DNOV	LOC108079748|XP_017029652.1|DKIK
OG0008233	LOC115758739|XP_030555349.1|DNOV	LOC108082678|XP_017033665.1|DKIK
OG0008234	LOC115760545|XP_030557793.1|DNOV	LOC108072339|XP_017018916.1|DKIK
OG0008235	LOC115768622|XP_030569140.1|DNOV	LOC108083818|XP_017035259.1|DKIK
OG0008236	LOC115760623|XP_030557933.1|DNOV	LOC108084302|XP_017035954.1|DKIK, LOC108070933|XP_017017074.1|DKIK
OG0008237	LOC115765195|XP_030564520.1|DNOV	LOC108070893|XP_017017027.1|DKIK
OG0008238	LOC115765832|XP_030565416.1|DNOV	LOC108079047|XP_017028741.1|DKIK
OG0008239	LOC115770463|XP_030571599.1|DNOV	LOC108080208|XP_017030355.1|DKIK
OG0008240	LOC115760774|XP_030558122.1|DNOV	LOC108081181|XP_017031729.1|DKIK
OG0008243	LOC115762049|XP_030559987.1|DNOV	LOC108072881|XP_017019690.1|DKIK
OG0008244	LOC115761522|XP_030559153.1|DNOV	LOC108073333|XP_017020384.1|DKIK
OG0008245	LOC115766556|XP_030566395.1|DNOV	LOC108082119|XP_017032909.1|DKIK
OG0008246	LOC115757805|XP_030554082.1|DNOV	LOC108077988|XP_017027020.1|DKIK
OG0008247	LOC115771816|XP_030573555.1|DNOV, LOC115771815|XP_030573554.1|DNOV, LOC115771814|XP_030573553.1|DNOV	LOC108075405|XP_017023318.1|DKIK
OG0008248	LOC115761312|XP_030558903.1|DNOV	LOC108084916|XP_017036802.1|DKIK
OG0008249	LOC115758551|XP_030555108.1|DNOV, LOC115759549|XP_030556367.1|DNOV	LOC108073731|XP_017020979.1|DKIK
OG0008250	LOC115761111|XP_030558600.1|DNOV	LOC108081011|XP_017031436.1|DKIK
OG0008251	LOC115762284|XP_030560308.1|DNOV	LOC108080736|XP_017031084.1|DKIK, LOC108080711|XP_017031036.1|DKIK, LOC108080701|XP_017031028.1|DKIK
OG0008252	LOC115765015|XP_030564228.1|DNOV, LOC115762404|XP_030560452.1|DNOV	LOC108077982|XP_017027014.1|DKIK
OG0008253	LOC115771884|XP_030573632.1|DNOV	LOC108070788|XP_017016877.1|DKIK
OG0008254	LOC115769942|XP_030570846.1|DNOV	LOC108072657|XP_017019380.1|DKIK, LOC108080359|XP_017030563.1|DKIK, LOC108080246|XP_017030392.1|DKIK
OG0008255	LOC115771377|XP_030572922.1|DNOV	LOC108083311|XP_017034538.1|DKIK
OG0008257	LOC115768459|XP_030568887.1|DNOV	LOC108079443|XP_017029266.1|DKIK
OG0008258	LOC115765548|XP_030565038.1|DNOV	LOC108076957|XP_017025496.1|DKIK, LOC108079231|XP_017029003.1|DKIK
OG0008259	LOC115763470|XP_030561913.1|DNOV	LOC108076951|XP_017025489.1|DKIK
OG0008260	LOC115769590|XP_030570325.1|DNOV, LOC115769656|XP_030570428.1|DNOV	LOC108075083|XP_017022854.1|DKIK
OG0008261	LOC115761099|XP_030558585.1|DNOV	LOC108072918|XP_017019746.1|DKIK
OG0008262	LOC115762484|XP_030560582.1|DNOV	LOC108070622|XP_017016676.1|DKIK
OG0008264	LOC115757872|XP_030554171.1|DNOV, LOC115758153|XP_030554547.1|DNOV	LOC108076811|XP_017025330.1|DKIK
OG0008265	LOC115764963|XP_030564148.1|DNOV, LOC115764974|XP_030564159.1|DNOV	LOC108074371|XP_017021884.1|DKIK
OG0008266	LOC115761805|XP_030559610.1|DNOV	LOC108081217|XP_017031784.1|DKIK
OG0008267	LOC115761252|XP_030558822.1|DNOV	LOC108075602|XP_017023618.1|DKIK
OG0008268	LOC115768538|XP_030568998.1|DNOV	LOC108081424|XP_017032095.1|DKIK
OG0008269	LOC115758972|XP_030555635.1|DNOV	LOC108079631|XP_017029503.1|DKIK
OG0008270	LOC115767841|XP_030568049.1|DNOV	LOC108078986|XP_017028651.1|DKIK
OG0008271	LOC115770066|XP_030571022.1|DNOV	LOC108075194|XP_017023018.1|DKIK
OG0008272	LOC115768583|XP_030569088.1|DNOV	LOC108083837|XP_017035303.1|DKIK
OG0008273	LOC115764806|XP_030563913.1|DNOV	LOC108072036|XP_017018508.1|DKIK
OG0008274	LOC115765090|XP_030564333.1|DNOV	LOC108079176|XP_017028916.1|DKIK
OG0008275	LOC115767600|XP_030567753.1|DNOV	LOC108071795|XP_017018164.1|DKIK
OG0008276	LOC115769066|XP_030569640.1|DNOV	LOC108079214|XP_017028980.1|DKIK
