Orthogroup	DNOV.longest_only	DPSE.longest_only
OG0007832	LOC115766314|XP_030566056.1|DNOV	LOC4814332|XP_001354421.4|DPSE
OG0007833	LOC115767408|XP_030567543.1|DNOV	LOC4814477|XP_015041435.1|DPSE
OG0007836	LOC115764058|XP_030562765.1|DNOV	LOC6897371|XP_002137524.1|DPSE
OG0007837	LOC115764191|XP_030562938.1|DNOV	LOC4801897|XP_001358918.3|DPSE
OG0007838	LOC115764195|XP_030562942.1|DNOV	LOC4801905|XP_001358925.2|DPSE
OG0007839	LOC115767280|XP_030567372.1|DNOV	LOC4814842|XP_001354930.1|DPSE
OG0007840	LOC115761180|XP_030558703.1|DNOV	LOC4800271|XP_001357620.3|DPSE
OG0007841	LOC115771755|XP_030573465.1|DNOV	LOC4800974|XP_001358155.4|DPSE
OG0007842	LOC115764228|XP_030563002.1|DNOV	LOC4800456|XP_033237571.1|DPSE
OG0007843	LOC115764232|XP_030563009.1|DNOV	LOC4800457|XP_001357729.2|DPSE
OG0007844	LOC115760934|XP_030558370.1|DNOV	LOC6898647|XP_033234010.1|DPSE
OG0007845	LOC115761347|XP_030558952.1|DNOV	LOC4801263|XP_015037118.2|DPSE
OG0007846	LOC115767590|XP_030567740.1|DNOV	LOC6901184|XP_002133885.2|DPSE
OG0007847	LOC115764103|XP_030562815.1|DNOV	LOC4801768|XP_001358809.1|DPSE
OG0007848	LOC115764105|XP_030562817.1|DNOV	LOC6897334|XP_002137487.1|DPSE
OG0007849	LOC115759585|XP_030556412.1|DNOV	LOC6897241|XP_002137412.1|DPSE
OG0007850	LOC115759584|XP_030556411.1|DNOV	LOC4801515|XP_001358594.3|DPSE
OG0007851	LOC115761724|XP_030559465.1|DNOV	LOC6897075|XP_002137259.1|DPSE
OG0007852	LOC115771846|XP_030573587.1|DNOV	LOC4800817|XP_001358023.4|DPSE
OG0007853	LOC115772061|XP_030573864.1|DNOV	LOC6896836|XP_002137039.2|DPSE
OG0007854	LOC115764061|XP_030562768.1|DNOV	LOC4801784|XP_001358821.1|DPSE
OG0007855	LOC115761459|XP_030559086.1|DNOV	LOC4800770|XP_001357985.4|DPSE
OG0007856	LOC115764106|XP_030562819.1|DNOV	LOC4801774|XP_033232487.1|DPSE
OG0007857	LOC115757724|XP_030553949.1|DNOV	LOC4800575|XP_033241698.1|DPSE
OG0007858	LOC115758513|XP_030555065.1|DNOV	LOC4817065|XP_015036038.2|DPSE
OG0007859	LOC115767086|XP_030567094.1|DNOV	LOC4815093|XP_001354923.2|DPSE
OG0007860	LOC115764898|XP_030564049.1|DNOV	LOC4802111|XP_033235978.1|DPSE
OG0007861	LOC115765078|XP_030564314.1|DNOV	LOC6903806|XP_033236221.1|DPSE
OG0007863	LOC115763154|XP_030561464.1|DNOV	LOC4817707|XP_001357086.1|DPSE
OG0007864	LOC115764987|XP_030564175.1|DNOV	LOC4801802|XP_033232564.1|DPSE
OG0007865	LOC115771539|XP_030573136.1|DNOV	LOC4812561|XP_001352776.1|DPSE
OG0007866	LOC115757768|XP_030554053.1|DNOV	LOC4801049|XP_001358212.3|DPSE
OG0007867	LOC115764631|XP_030563657.1|DNOV	LOC4800616|XP_003736275.1|DPSE
OG0007868	LOC115771694|XP_030573371.1|DNOV	LOC4801376|XP_001358480.2|DPSE
OG0007869	LOC115767607|XP_030567764.1|DNOV	LOC4814942|XP_033240957.1|DPSE
OG0007870	LOC115770170|XP_030571189.1|DNOV	LOC4812944|XP_001354020.2|DPSE
OG0007871	LOC115768276|XP_030568674.1|DNOV	LOC4814790|XP_001355194.4|DPSE
OG0007872	LOC115762634|XP_030560798.1|DNOV	LOC4812286|XP_033240557.1|DPSE
OG0007873	LOC115762832|XP_030561059.1|DNOV	LOC6900082|XP_002135440.1|DPSE
OG0007874	LOC115768607|XP_030569120.1|DNOV	LOC4814969|XP_001355132.3|DPSE
OG0007876	LOC115767617|XP_030567777.1|DNOV	LOC6901456|XP_033240955.1|DPSE
OG0007877	LOC115768916|XP_030569506.1|DNOV	LOC4815459|XP_033239812.1|DPSE
OG0007878	LOC115762112|XP_030560076.1|DNOV	LOC4804425|XP_015039943.1|DPSE
OG0007879	LOC115771227|XP_030572688.1|DNOV	LOC4813295|XP_033238307.1|DPSE
OG0007880	LOC115768394|XP_030568828.1|DNOV	LOC4814435|XP_001354510.2|DPSE
OG0007881	LOC115766977|XP_030566932.1|DNOV	LOC4812087|XP_033239018.1|DPSE
OG0007884	LOC115769823|XP_030570654.1|DNOV	LOC6900159|XP_002135498.3|DPSE
OG0007886	LOC115769197|XP_030569761.1|DNOV	LOC4817826|XP_015035385.2|DPSE
OG0007888	LOC115769794|XP_030570622.1|DNOV	LOC4813146|XP_001353437.1|DPSE
OG0007889	LOC115770919|XP_030572236.1|DNOV	LOC4813992|XP_001354189.1|DPSE
OG0007890	LOC115762725|XP_030560914.1|DNOV	LOC4814128|XP_015042414.1|DPSE
OG0007891	LOC115771881|XP_030573629.1|DNOV	LOC4800950|XP_001358133.3|DPSE
OG0007892	LOC115760620|XP_030557929.1|DNOV	LOC4804847|XP_001361341.2|DPSE
OG0007893	LOC115760720|XP_030558051.1|DNOV	LOC4804469|XP_001361027.3|DPSE
OG0007894	LOC115762682|XP_030560855.1|DNOV	LOC6900909|XP_033241315.1|DPSE
OG0007895	LOC115762871|XP_030561106.1|DNOV	LOC4812633|XP_001352510.4|DPSE
OG0007896	LOC115762916|XP_030561156.1|DNOV	LOC4812489|XP_001352757.2|DPSE
OG0007897	LOC115769404|XP_030570067.1|DNOV	LOC4813647|XP_001353393.2|DPSE
OG0007898	LOC115769451|XP_030570124.1|DNOV	LOC4813623|XP_001354045.3|DPSE
OG0007899	LOC115771229|XP_030572690.1|DNOV	LOC6900502|XP_033237390.1|DPSE
OG0007900	LOC115761113|XP_030558603.1|DNOV	LOC6898161|XP_015039213.1|DPSE
OG0007901	LOC115771298|XP_030572782.1|DNOV	LOC4812715|XP_001353094.3|DPSE
OG0007902	LOC115766844|XP_030566752.1|DNOV	LOC4815422|XP_001355611.2|DPSE
OG0007903	LOC115767657|XP_030567804.1|DNOV	LOC4811987|XP_001352530.3|DPSE
OG0007904	LOC115762909|XP_030561149.1|DNOV	LOC4813075|XP_001353226.3|DPSE
OG0007905	LOC115758637|XP_030555233.1|DNOV	LOC4817102|XP_001356875.3|DPSE
OG0007906	LOC115769667|XP_030570439.1|DNOV	LOC6900666|XP_002135032.2|DPSE
OG0007907	LOC115771182|XP_030572630.1|DNOV	LOC6900990|XP_002134686.1|DPSE
OG0007908	LOC115771183|XP_030572631.1|DNOV	LOC4814142|XP_001354279.3|DPSE
OG0007909	LOC115767366|XP_030567483.1|DNOV	LOC4815074|XP_001354536.4|DPSE
OG0007910	LOC115771563|XP_030573174.1|DNOV	LOC4812352|XP_001352923.3|DPSE
OG0007914	LOC115769433|XP_030570101.1|DNOV	LOC4812779|XP_015042708.2|DPSE
OG0007915	LOC115765827|XP_030565411.1|DNOV	LOC4812676|XP_001353060.2|DPSE
OG0007916	LOC115769695|XP_030570479.1|DNOV	LOC4818054|XP_001357214.3|DPSE
OG0007917	LOC115762400|XP_030560445.1|DNOV	LOC6898510|XP_002138551.1|DPSE
OG0007918	LOC115762052|XP_030559992.1|DNOV	LOC4803447|XP_001360169.3|DPSE
OG0007919	LOC115760971|XP_030558432.1|DNOV	LOC4804858|XP_001361350.3|DPSE
OG0007920	LOC115760587|XP_030557873.1|DNOV	LOC4805290|XP_001361712.4|DPSE
OG0007921	LOC115760650|XP_030557977.1|DNOV	LOC4805020|XP_001361490.2|DPSE
OG0007923	LOC115768178|XP_030568544.1|DNOV	LOC4814696|XP_033237355.1|DPSE
OG0007924	LOC115762515|XP_030560625.1|DNOV	LOC4804765|XP_015040189.1|DPSE
OG0007925	LOC115760986|XP_030558454.1|DNOV	LOC4803566|XP_001360273.3|DPSE
OG0007926	LOC115761014|XP_030558488.1|DNOV	LOC4805660|XP_001362022.1|DPSE
OG0007927	LOC115759059|XP_030555744.1|DNOV	LOC4818041|XP_033235193.1|DPSE
OG0007928	LOC115763299|XP_030561647.1|DNOV	LOC4816103|XP_015036953.2|DPSE
OG0007929	LOC115760260|XP_030557383.1|DNOV	LOC4816114|XP_001355767.3|DPSE
OG0007930	LOC115764546|XP_030563521.1|DNOV	LOC6898564|XP_002138584.2|DPSE
OG0007931	LOC115758873|XP_030555527.1|DNOV	LOC4816232|XP_001355853.2|DPSE
OG0007932	LOC115765212|XP_030564515.1|DNOV	LOC4815128|XP_033239281.1|DPSE
OG0007933	LOC115765671|XP_030565194.1|DNOV	LOC4802070|XP_001359063.3|DPSE
OG0007934	LOC115759347|XP_030556130.1|DNOV	LOC6903324|XP_002132205.1|DPSE
OG0007935	LOC115763453|XP_030561884.1|DNOV	LOC4816743|XP_001356142.3|DPSE
OG0007936	LOC115759926|XP_030556923.1|DNOV	LOC6903648|XP_033235779.1|DPSE
OG0007937	LOC115758758|XP_030555377.1|DNOV	LOC6902986|XP_002132708.1|DPSE
OG0007938	LOC115759938|XP_030556937.1|DNOV	LOC6898813|XP_002138787.2|DPSE
OG0007939	LOC115759294|XP_030556056.1|DNOV	LOC4817472|XP_001356490.4|DPSE
OG0007940	LOC115759296|XP_030556058.1|DNOV	LOC6902849|XP_015035870.2|DPSE
OG0007941	LOC115772098|XP_030573924.1|DNOV	LOC4811771|XP_001352340.3|DPSE
OG0007942	LOC115766330|XP_030566080.1|DNOV	LOC6899788|XP_033240620.1|DPSE
OG0007943	LOC115763571|XP_030562050.1|DNOV	LOC4816199|XP_001355757.4|DPSE
OG0007945	LOC115765450|XP_030564872.1|DNOV	LOC4816723|XP_001356043.3|DPSE
OG0007946	LOC115769180|XP_030569744.1|DNOV	LOC4803517|XP_001360230.4|DPSE
OG0007947	LOC115763476|XP_030561920.1|DNOV	LOC4816222|XP_001355753.3|DPSE
OG0007948	LOC115763544|XP_030562020.1|DNOV	LOC4816733|XP_001356167.4|DPSE
OG0007949	LOC115768868|XP_030569433.1|DNOV	LOC4815054|XP_001355141.3|DPSE
OG0007950	LOC115758579|XP_030555155.1|DNOV	LOC4817448|XP_033236253.1|DPSE
OG0007951	LOC115758564|XP_030555133.1|DNOV	LOC4816682|XP_001355959.1|DPSE
OG0007952	LOC115758648|XP_030555243.1|DNOV	LOC4817687|XP_001357072.3|DPSE
OG0007953	LOC115758424|XP_030554935.1|DNOV	LOC4816235|XP_001355856.3|DPSE
OG0007954	LOC115759017|XP_030555689.1|DNOV	LOC4817987|XP_001357410.2|DPSE
OG0007955	LOC115759904|XP_030556886.1|DNOV	LOC6902771|XP_033235200.1|DPSE
OG0007956	LOC115759225|XP_030555982.1|DNOV	LOC4816206|XP_001355745.2|DPSE
OG0007957	LOC115769195|XP_030569759.1|DNOV	LOC6903316|XP_015035696.2|DPSE
OG0007958	LOC115765178|XP_030564460.1|DNOV	LOC4814498|XP_001354822.2|DPSE
OG0007959	LOC115767710|XP_030567865.1|DNOV	LOC4817200|XP_001356587.3|DPSE
OG0007960	LOC115763192|XP_030561514.1|DNOV	LOC4817773|XP_001357165.3|DPSE
OG0007961	LOC115761649|XP_030559348.1|DNOV	LOC4802415|XP_033241774.1|DPSE
OG0007962	LOC115767758|XP_030567936.1|DNOV	LOC4814717|XP_015041837.1|DPSE
OG0007963	LOC115763416|XP_030561832.1|DNOV	LOC4816350|XP_001356139.1|DPSE
OG0007964	LOC115763044|XP_030561326.1|DNOV	LOC4817829|XP_001357296.3|DPSE
OG0007965	LOC115758484|XP_030555019.1|DNOV	LOC4817865|XP_015035236.2|DPSE
OG0007966	LOC115760258|XP_030557380.1|DNOV	LOC4817508|XP_001356926.1|DPSE
OG0007967	LOC115759053|XP_030555737.1|DNOV	LOC4818199|XP_001357510.4|DPSE
OG0007968	LOC115758504|XP_030555054.1|DNOV	LOC4817644|XP_015036393.1|DPSE
OG0007969	LOC115758511|XP_030555063.1|DNOV	LOC26534315|XP_033236573.1|DPSE
OG0007970	LOC115758119|XP_030554535.1|DNOV	LOC4805557|XP_001361942.1|DPSE
OG0007971	LOC115767028|XP_030567014.1|DNOV	LOC4814628|XP_001354881.2|DPSE
OG0007972	LOC115760676|XP_030558003.1|DNOV	LOC4804277|XP_001360858.1|DPSE
OG0007973	LOC115759914|XP_030556905.1|DNOV	LOC4816833|XP_015036135.2|DPSE
OG0007974	LOC115767387|XP_030567510.1|DNOV	LOC26533336|XP_015041337.2|DPSE
OG0007975	LOC115765761|XP_030565283.1|DNOV	LOC4802052|XP_001359045.3|DPSE
OG0007976	LOC115764238|XP_030563013.1|DNOV	LOC4814218|XP_001354317.3|DPSE
OG0007977	LOC115759731|XP_030556610.1|DNOV	LOC4816654|XP_001355924.2|DPSE
OG0007978	LOC115760049|XP_030557080.1|DNOV	LOC4817158|XP_001356724.1|DPSE
OG0007979	LOC115758589|XP_030555168.1|DNOV	LOC4816604|XP_033236929.1|DPSE
OG0007980	LOC115759932|XP_030556930.1|DNOV	LOC4816687|XP_001356036.1|DPSE
OG0007981	LOC115767725|XP_030567895.1|DNOV	LOC4815659|XP_001355688.2|DPSE
OG0007982	LOC115763018|XP_030561273.1|DNOV	LOC26533298|XP_033236339.1|DPSE
OG0007984	LOC115763600|XP_030562085.1|DNOV	LOC4817913|XP_015035358.2|DPSE
OG0007985	LOC115760159|XP_030557231.1|DNOV	LOC117184109|XP_033236204.1|DPSE
OG0007986	LOC115765454|XP_030564878.1|DNOV	LOC4817256|XP_001356554.3|DPSE
OG0007987	LOC115763426|XP_030561846.1|DNOV	LOC4816290|XP_001355999.3|DPSE
OG0007988	LOC115763167|XP_030561480.1|DNOV	LOC4816409|XP_033236186.1|DPSE
OG0007989	LOC115768711|XP_030569265.1|DNOV	LOC4817762|XP_015035687.1|DPSE
OG0007991	LOC115759696|XP_030556554.1|DNOV	LOC4817474|XP_015036093.2|DPSE
OG0007992	LOC115760059|XP_030557098.1|DNOV	LOC26533575|XP_015035318.1|DPSE
OG0007993	LOC115757730|XP_030553966.1|DNOV	LOC4801123|XP_001358267.3|DPSE
OG0007994	LOC115763587|XP_030562068.1|DNOV	LOC4816979|XP_001356329.2|DPSE
OG0007995	LOC115763302|XP_030561653.1|DNOV	LOC4817940|XP_001357312.3|DPSE
OG0007996	LOC115768050|XP_030568345.1|DNOV	LOC4815373|XP_033239685.1|DPSE
OG0007997	LOC115770200|XP_030571253.1|DNOV	LOC4813767|XP_001353491.2|DPSE
OG0007998	LOC115759796|XP_030556736.1|DNOV	LOC4816927|XP_001356890.4|DPSE
OG0007999	LOC115760131|XP_030557190.1|DNOV	LOC4816497|XP_015036680.1|DPSE
OG0008000	LOC115759799|XP_030556742.1|DNOV	LOC4816498|XP_001356063.3|DPSE
OG0008001	LOC115765521|XP_030564999.1|DNOV	LOC4816499|XP_001355884.1|DPSE
OG0008002	LOC115765853|XP_030565441.1|DNOV	LOC4817178|XP_001356441.1|DPSE
OG0008003	LOC115765485|XP_030564937.1|DNOV	LOC4816571|XP_001355886.3|DPSE
OG0008004	LOC115771337|XP_030572866.1|DNOV	LOC4815124|XP_033238341.1|DPSE
OG0008005	LOC115767298|XP_030567392.1|DNOV	LOC6901478|XP_033241416.1|DPSE
OG0008006	LOC115769002|XP_030569572.1|DNOV	LOC4815304|XP_001354572.3|DPSE
OG0008007	LOC115768854|XP_030569415.1|DNOV	LOC4815358|XP_001354672.3|DPSE
OG0008008	LOC115771519|XP_030573113.1|DNOV	LOC6900516|XP_002134904.2|DPSE
OG0008009	LOC115768390|XP_030568821.1|DNOV	LOC4815355|XP_001354507.4|DPSE
OG0008010	LOC115765109|XP_030564354.1|DNOV	LOC6901730|XP_033239676.1|DPSE
OG0008011	LOC115761065|XP_030558546.1|DNOV	LOC4804212|XP_001360807.2|DPSE
OG0008012	LOC115772001|XP_030573796.1|DNOV	LOC6898686|XP_033234100.1|DPSE
OG0008013	LOC115767472|XP_030567637.1|DNOV	LOC6898713|XP_002138709.3|DPSE
OG0008014	LOC115764774|XP_030563873.1|DNOV	LOC6897558|XP_002137703.3|DPSE
OG0008015	LOC115767652|XP_030567802.1|DNOV	LOC4813297|XP_001353930.4|DPSE
OG0008016	LOC115767663|XP_030567814.1|DNOV	LOC4813357|XP_001353931.2|DPSE
OG0008017	LOC115767364|XP_030567481.1|DNOV	LOC4814427|XP_001354436.3|DPSE
OG0008018	LOC115767012|XP_030566994.1|DNOV	LOC4815526|XP_001355443.3|DPSE
OG0008020	LOC115763807|XP_030562411.1|DNOV	LOC4803067|XP_001359867.4|DPSE
OG0008021	LOC115768066|XP_030568377.1|DNOV	LOC4814904|XP_001354663.4|DPSE
OG0008022	LOC115771638|XP_030573298.1|DNOV	LOC4801137|XP_003736406.3|DPSE
OG0008023	LOC115764321|XP_030563127.1|DNOV	LOC6902192|XP_002133719.2|DPSE
OG0008024	LOC115764247|XP_030563025.1|DNOV	LOC4815576|XP_001355454.3|DPSE
OG0008025	LOC115767061|XP_030567061.1|DNOV	LOC4816092|XP_001355441.2|DPSE
OG0008026	LOC115767029|XP_030567015.1|DNOV	LOC4814730|XP_001354882.2|DPSE
OG0008027	LOC115767773|XP_030567958.1|DNOV	LOC6901801|XP_002134469.2|DPSE
OG0008028	LOC115764719|XP_030563778.1|DNOV	LOC4802241|XP_001359202.1|DPSE
OG0008029	LOC115770639|XP_030571845.1|DNOV	LOC4802169|XP_001359142.2|DPSE
OG0008030	LOC115763787|XP_030562375.1|DNOV	LOC4802525|XP_001359430.2|DPSE
OG0008031	LOC115763349|XP_030561727.1|DNOV	LOC4816737|XP_001356153.1|DPSE
OG0008032	LOC115757776|XP_030554060.1|DNOV	LOC4801117|XP_001358264.3|DPSE
OG0008033	LOC115766109|XP_030565789.1|DNOV	LOC4802377|XP_033239225.1|DPSE
OG0008034	LOC115765407|XP_030564806.1|DNOV	LOC4802597|XP_015037937.2|DPSE
OG0008035	LOC115765091|XP_030564335.1|DNOV	LOC4814445|XP_001354819.3|DPSE
OG0008036	LOC115766175|XP_030565878.1|DNOV	LOC4803045|XP_001359846.3|DPSE
OG0008037	LOC115770948|XP_030572268.1|DNOV	LOC6897901|XP_033232388.1|DPSE
OG0008038	LOC115764250|XP_030563028.1|DNOV	LOC4815692|XP_001355642.3|DPSE
OG0008039	LOC115771685|XP_030573362.1|DNOV	LOC6896787|XP_033237425.1|DPSE
OG0008040	LOC115766112|XP_030565793.1|DNOV	LOC4801979|XP_001358991.4|DPSE
OG0008041	LOC115765344|XP_030564715.1|DNOV	LOC4814518|XP_001355076.3|DPSE
OG0008042	LOC115757723|XP_030553948.1|DNOV	LOC4800833|XP_001358037.2|DPSE
OG0008043	LOC115767961|XP_030568220.1|DNOV	LOC4815677|XP_001355241.3|DPSE
OG0008044	LOC115767589|XP_030567735.1|DNOV	LOC4814831|XP_001354548.4|DPSE
OG0008045	LOC115767052|XP_030567044.1|DNOV	LOC4814438|XP_001355026.2|DPSE
OG0008046	LOC115771928|XP_030573686.1|DNOV	LOC4800532|XP_033237448.1|DPSE
OG0008047	LOC115765682|XP_030565200.1|DNOV	LOC6897520|XP_033241694.1|DPSE
OG0008048	LOC115772084|XP_030573899.1|DNOV	LOC4800530|XP_001357794.1|DPSE
OG0008049	LOC115765654|XP_030565171.1|DNOV	LOC6897521|XP_002137670.3|DPSE
OG0008050	LOC115763704|XP_030562253.1|DNOV	LOC4802673|XP_001359543.2|DPSE
OG0008051	LOC115761705|XP_030559436.1|DNOV	LOC4801352|XP_001358461.2|DPSE
OG0008052	LOC115770601|XP_030571799.1|DNOV	LOC4802339|XP_001359276.3|DPSE
OG0008054	LOC115768002|XP_030568271.1|DNOV	LOC4815417|XP_001355262.1|DPSE
OG0008055	LOC115767087|XP_030567095.1|DNOV	LOC4815303|XP_001354883.4|DPSE
OG0008056	LOC115768442|XP_030568860.1|DNOV	LOC4815603|XP_001355434.2|DPSE
OG0008057	LOC115763641|XP_030562134.1|DNOV	LOC6897434|XP_015037555.2|DPSE
OG0008058	LOC115771775|XP_030573489.1|DNOV	LOC4801947|XP_015037491.2|DPSE
OG0008059	LOC115766218|XP_030565932.1|DNOV	LOC4802677|XP_001359547.3|DPSE
OG0008060	LOC115765780|XP_030565314.1|DNOV	LOC4803151|XP_001359941.3|DPSE
OG0008061	LOC115768130|XP_030568485.1|DNOV	LOC4814451|XP_001354530.2|DPSE
OG0008062	LOC115766441|XP_030566231.1|DNOV	LOC4815038|XP_001355201.1|DPSE
OG0008063	LOC115771714|XP_030573394.1|DNOV	LOC4800832|XP_001358036.4|DPSE
OG0008064	LOC115766299|XP_030566035.1|DNOV	LOC4814663|XP_015041978.1|DPSE
OG0008065	LOC115768028|XP_030568310.1|DNOV	LOC4815509|XP_001355391.3|DPSE
OG0008066	LOC115765223|XP_030564525.1|DNOV	LOC4815414|XP_001355284.4|DPSE
OG0008067	LOC115766841|XP_030566743.1|DNOV	LOC6901416|XP_002134102.2|DPSE
OG0008068	LOC115765397|XP_030564786.1|DNOV	LOC4814848|XP_001355078.3|DPSE
OG0008069	LOC115761393|XP_030559009.1|DNOV	LOC6897127|XP_015037117.2|DPSE
OG0008070	LOC115772085|XP_030573901.1|DNOV	LOC4800529|XP_015038645.2|DPSE
OG0008071	LOC115768870|XP_030569434.1|DNOV	LOC4815232|XP_033238306.1|DPSE
OG0008072	LOC115769121|XP_030569685.1|DNOV	LOC4815424|XP_001355486.3|DPSE
OG0008073	LOC115771346|XP_030572876.1|DNOV	LOC4814784|XP_033237457.1|DPSE
OG0008074	LOC115771310|XP_030572824.1|DNOV	LOC4815342|XP_001354715.2|DPSE
OG0008075	LOC115762609|XP_030560769.1|DNOV	LOC15382874|XP_033234520.1|DPSE
OG0008076	LOC115768781|XP_030569336.1|DNOV	LOC4815912|XP_001355232.3|DPSE
OG0008077	LOC115765628|XP_030565139.1|DNOV	LOC4802712|XP_001359578.1|DPSE
OG0008078	LOC115768289|XP_030568692.1|DNOV	LOC4814776|XP_001355097.2|DPSE
OG0008079	LOC115766423|XP_030566207.1|DNOV	LOC4815271|XP_001355199.3|DPSE
OG0008080	LOC115767987|XP_030568246.1|DNOV	LOC4815790|XP_001355234.3|DPSE
OG0008081	LOC115768489|XP_030568931.1|DNOV	LOC4814373|XP_001354448.1|DPSE
OG0008082	LOC115768908|XP_030569494.1|DNOV	LOC4801152|XP_001358289.3|DPSE
OG0008083	LOC115763698|XP_030562245.1|DNOV	LOC4802039|XP_015037560.1|DPSE
OG0008084	LOC115771650|XP_030573316.1|DNOV	LOC4800962|XP_001358143.2|DPSE
OG0008085	LOC115771906|XP_030573656.1|DNOV	LOC4801079|XP_001358238.3|DPSE
OG0008086	LOC115763809|XP_030562413.1|DNOV	LOC4802036|XP_015037557.1|DPSE
OG0008087	LOC115764388|XP_030563216.1|DNOV	LOC6901875|XP_033239491.1|DPSE
OG0008088	LOC115766358|XP_030566118.1|DNOV	LOC4815194|XP_001354644.4|DPSE
OG0008089	LOC115769863|XP_030570721.1|DNOV	LOC4812438|XP_001352455.4|DPSE
OG0008090	LOC115767023|XP_030567007.1|DNOV	LOC6902107|XP_002133638.2|DPSE
OG0008091	LOC115764086|XP_030562797.1|DNOV	LOC4801761|XP_033232480.1|DPSE
OG0008092	LOC115763676|XP_030562208.1|DNOV	LOC6899355|XP_033241066.1|DPSE
OG0008093	LOC115766830|XP_030566728.1|DNOV	LOC4815323|XP_001354829.2|DPSE
OG0008094	LOC115760202|XP_030557295.1|DNOV	LOC4817088|XP_001356838.2|DPSE
OG0008095	LOC115767931|XP_030568163.1|DNOV	LOC4802840|XP_001359676.3|DPSE
OG0008096	LOC115767545|XP_030567687.1|DNOV	LOC6902176|XP_002133707.2|DPSE
OG0008097	LOC115767310|XP_030567408.1|DNOV	LOC4814711|XP_015041853.1|DPSE
OG0008098	LOC115770155|XP_030571168.1|DNOV	LOC4813162|XP_001353698.4|DPSE
OG0008099	LOC115770128|XP_030571121.1|DNOV	LOC4813763|XP_001353322.3|DPSE
OG0008100	LOC115770640|XP_030571847.1|DNOV	LOC4803322|XP_033233037.1|DPSE
OG0008101	LOC115765148|XP_030564411.1|DNOV	LOC4814578|XP_001354821.3|DPSE
OG0008102	LOC115770703|XP_030571958.1|DNOV	LOC4802335|XP_001359273.4|DPSE
OG0008103	LOC115768052|XP_030568351.1|DNOV	LOC4814764|XP_001355016.2|DPSE
OG0008104	LOC115768106|XP_030568473.1|DNOV	LOC4813171|XP_001353144.1|DPSE
OG0008105	LOC115761633|XP_030559323.1|DNOV	LOC6897026|XP_015038899.2|DPSE
OG0008106	LOC115771462|XP_030573040.1|DNOV	LOC4813886|XP_001353381.1|DPSE
OG0008107	LOC115766083|XP_030565749.1|DNOV	LOC4802842|XP_033241778.1|DPSE
OG0008108	LOC115768001|XP_030568270.1|DNOV	LOC4816079|XP_001355263.2|DPSE
OG0008109	LOC115766470|XP_030566274.1|DNOV	LOC4815756|XP_001355221.1|DPSE
OG0008110	LOC115767551|XP_030567693.1|DNOV	LOC4814467|XP_001354550.1|DPSE
OG0008111	LOC115768162|XP_030568518.1|DNOV	LOC4815091|XP_001354790.2|DPSE
OG0008112	LOC115767297|XP_030567389.1|DNOV	LOC4815522|XP_015041046.2|DPSE
OG0008113	LOC115767375|XP_030567494.1|DNOV	LOC4814234|XP_015042292.1|DPSE
OG0008114	LOC115767374|XP_030567493.1|DNOV	LOC4814233|XP_001354438.3|DPSE
OG0008115	LOC115765232|XP_030564544.1|DNOV	LOC4814721|XP_033237601.1|DPSE
OG0008116	LOC115765266|XP_030564613.1|DNOV	LOC6901390|XP_033238058.1|DPSE
OG0008118	LOC115768353|XP_030568777.1|DNOV	LOC4814865|XP_033237348.1|DPSE
OG0008119	LOC115769010|XP_030569581.1|DNOV	LOC4815354|XP_001354568.1|DPSE
OG0008120	LOC115768479|XP_030568917.1|DNOV	LOC4815005|XP_001354689.3|DPSE
OG0008121	LOC115766533|XP_030566360.1|DNOV	LOC4804359|XP_001360933.3|DPSE
OG0008122	LOC115768021|XP_030568298.1|DNOV	LOC4815974|XP_033241435.1|DPSE
OG0008123	LOC115768516|XP_030568962.1|DNOV	LOC4814665|XP_001354695.2|DPSE
OG0008124	LOC115766859|XP_030566778.1|DNOV	LOC4814343|XP_033238275.1|DPSE
OG0008125	LOC115768018|XP_030568291.1|DNOV	LOC4815503|XP_001355393.3|DPSE
OG0008126	LOC115768918|XP_030569510.1|DNOV	LOC4815600|XP_001355608.1|DPSE
OG0008127	LOC115768007|XP_030568276.1|DNOV	LOC4815731|XP_033241432.1|DPSE
OG0008128	LOC115767994|XP_030568256.1|DNOV	LOC4815691|XP_001355247.2|DPSE
OG0008129	LOC115768362|XP_030568790.1|DNOV	LOC4814346|XP_033241262.1|DPSE
OG0008130	LOC115766455|XP_030566247.1|DNOV	LOC4814496|XP_001354946.1|DPSE
OG0008131	LOC115767230|XP_030567289.1|DNOV	LOC6901851|XP_015040905.2|DPSE
OG0008132	LOC115770600|XP_030571797.1|DNOV	LOC4802165|XP_001359138.2|DPSE
OG0008133	LOC115767574|XP_030567720.1|DNOV	LOC4814458|XP_001355088.3|DPSE
OG0008134	LOC115766368|XP_030566127.1|DNOV	LOC4815599|XP_033238628.1|DPSE
OG0008135	LOC115759559|XP_030556385.1|DNOV	LOC4803011|XP_001359813.2|DPSE
OG0008136	LOC115768556|XP_030569025.1|DNOV	LOC4817099|XP_001356575.4|DPSE
OG0008137	LOC115767790|XP_030567982.1|DNOV	LOC4815275|XP_001355176.2|DPSE
OG0008138	LOC115762663|XP_030560831.1|DNOV	LOC6900002|XP_002135367.2|DPSE
OG0008139	LOC115765177|XP_030564457.1|DNOV	LOC6898764|XP_033234479.1|DPSE
OG0008140	LOC115768036|XP_030568318.1|DNOV	LOC6902033|XP_002133567.2|DPSE
