Orthogroup	DNOV.longest_only	BCOP.longest_only
OG0006512	LOC115771955|XP_030573719.1|DNOV	LOC119070569|XP_037030869.1|BCOP
OG0006513	LOC115761536|XP_030559168.1|DNOV	LOC119067793|XP_037026832.1|BCOP
OG0006514	LOC115757686|XP_030553883.1|DNOV	LOC119067999|XP_037027255.1|BCOP
OG0006515	LOC115757684|XP_030553881.1|DNOV	LOC119067998|XP_037027254.1|BCOP
OG0006516	LOC115762012|XP_030559941.1|DNOV	LOC119067840|XP_037026910.1|BCOP
OG0006517	LOC115761978|XP_030559884.1|DNOV	LOC119070399|XP_037030617.1|BCOP
OG0006518	LOC115761831|XP_030559643.1|DNOV	LOC119067844|XP_037026923.1|BCOP
OG0006519	LOC115761980|XP_030559887.1|DNOV	LOC119067507|XP_037026414.1|BCOP
OG0006520	LOC115759462|XP_030556256.1|DNOV	LOC119069134|XP_037028935.1|BCOP
OG0006521	LOC115764647|XP_030563680.1|DNOV	LOC119068028|XP_037027286.1|BCOP
OG0006522	LOC115759406|XP_030556157.1|DNOV	LOC119069712|XP_037029731.1|BCOP
OG0006523	LOC115765047|XP_030564280.1|DNOV	LOC119069676|XP_037029690.1|BCOP
OG0006524	LOC115759869|XP_030556839.1|DNOV	LOC119067573|XP_037026552.1|BCOP
OG0006528	LOC115764188|XP_030562934.1|DNOV	LOC119068812|XP_037028482.1|BCOP
OG0006529	LOC115764189|XP_030562935.1|DNOV	LOC119068813|XP_037028483.1|BCOP
OG0006530	LOC115764190|XP_030562936.1|DNOV	LOC119068817|XP_037028485.1|BCOP
OG0006532	LOC115764148|XP_030562884.1|DNOV	LOC119069225|XP_037029146.1|BCOP
OG0006533	LOC115759025|XP_030555701.1|DNOV	LOC119069215|XP_037029086.1|BCOP
OG0006534	LOC115765022|XP_030564237.1|DNOV	LOC119077417|XP_037040524.1|BCOP
OG0006535	LOC115764087|XP_030562798.1|DNOV	LOC119067085|XP_037025738.1|BCOP
OG0006536	LOC115757727|XP_030553960.1|DNOV	LOC119069946|XP_037030069.1|BCOP
OG0006537	LOC115757773|XP_030554058.1|DNOV	LOC119069811|XP_037029864.1|BCOP
OG0006538	LOC115764762|XP_030563858.1|DNOV	LOC119069725|XP_037029744.1|BCOP
OG0006539	LOC115763978|XP_030562643.1|DNOV	LOC119068196|XP_037027591.1|BCOP
OG0006540	LOC115771751|XP_030573460.1|DNOV	LOC119070315|XP_037030475.1|BCOP
OG0006541	LOC115764229|XP_030563006.1|DNOV	LOC119070439|XP_037030684.1|BCOP
OG0006542	LOC115764231|XP_030563008.1|DNOV	LOC119070440|XP_037030685.1|BCOP
OG0006543	LOC115771913|XP_030573662.1|DNOV	LOC119068708|XP_037028292.1|BCOP
OG0006544	LOC115763815|XP_030562427.1|DNOV	LOC119074598|XP_037036738.1|BCOP
OG0006545	LOC115766417|XP_030566198.1|DNOV	LOC119069592|XP_037029577.1|BCOP
OG0006546	LOC115768649|XP_030569180.1|DNOV	LOC119069588|XP_037029573.1|BCOP
OG0006547	LOC115762007|XP_030559934.1|DNOV	LOC119070084|XP_037030292.1|BCOP
OG0006548	LOC115761423|XP_030559044.1|DNOV	LOC119067347|XP_037026153.1|BCOP
OG0006549	LOC115770820|XP_030572102.1|DNOV	LOC119067009|XP_037025631.1|BCOP
OG0006550	LOC115772091|XP_030573911.1|DNOV	LOC119067008|XP_037025629.1|BCOP
OG0006551	LOC115766285|XP_030566013.1|DNOV	LOC119071215|XP_037031919.1|BCOP
OG0006552	LOC115766266|XP_030565989.1|DNOV	LOC119068033|XP_037027335.1|BCOP
OG0006553	LOC115771864|XP_030573604.1|DNOV	LOC119068666|XP_037028243.1|BCOP
OG0006554	LOC115764020|XP_030562709.1|DNOV	LOC119069418|XP_037029360.1|BCOP
OG0006555	LOC115764737|XP_030563812.1|DNOV	LOC119068773|XP_037028424.1|BCOP
OG0006557	LOC115770665|XP_030571892.1|DNOV	LOC119084789|XP_037050749.1|BCOP
OG0006558	LOC115761694|XP_030559421.1|DNOV	LOC119084022|XP_037049739.1|BCOP
OG0006559	LOC115759536|XP_030556347.1|DNOV	LOC119069785|XP_037029822.1|BCOP
OG0006560	LOC115761643|XP_030559336.1|DNOV	LOC119072547|XP_037033676.1|BCOP
OG0006561	LOC115761685|XP_030559400.1|DNOV	LOC119074461|XP_037036497.1|BCOP
OG0006562	LOC115761626|XP_030559316.1|DNOV	LOC119067919|XP_037027116.1|BCOP
OG0006563	LOC115771836|XP_030573577.1|DNOV	LOC119070491|XP_037030739.1|BCOP
OG0006564	LOC115771847|XP_030573588.1|DNOV	LOC119070488|XP_037030736.1|BCOP
OG0006565	LOC115771704|XP_030573384.1|DNOV	LOC119070486|XP_037030734.1|BCOP
OG0006566	LOC115757717|XP_030553939.1|DNOV	LOC119067282|XP_037026057.1|BCOP
OG0006567	LOC115761875|XP_030559738.1|DNOV	LOC119068689|XP_037028271.1|BCOP
OG0006568	LOC115771870|XP_030573612.1|DNOV	LOC119068688|XP_037028270.1|BCOP
OG0006569	LOC115769641|XP_030570412.1|DNOV	LOC119072870|XP_037034070.1|BCOP
OG0006570	LOC115763659|XP_030562190.1|DNOV	LOC119067115|XP_037025784.1|BCOP
OG0006571	LOC115772120|XP_030573955.1|DNOV	LOC119070515|XP_037030774.1|BCOP
OG0006572	LOC115764891|XP_030564038.1|DNOV	LOC119078819|XP_037042420.1|BCOP
OG0006573	LOC115763794|XP_030562385.1|DNOV	LOC119067184|XP_037025902.1|BCOP
OG0006574	LOC115761933|XP_030559823.1|DNOV	LOC119069196|XP_037029039.1|BCOP
OG0006575	LOC115764885|XP_030564027.1|DNOV	LOC119069120|XP_037028912.1|BCOP
OG0006577	LOC115764980|XP_030564168.1|DNOV	LOC119082471|XP_037047888.1|BCOP
OG0006578	LOC115761850|XP_030559692.1|DNOV	LOC119070558|XP_037030857.1|BCOP
OG0006579	LOC115759859|XP_030556823.1|DNOV	LOC119068985|XP_037028750.1|BCOP
OG0006580	LOC115757769|XP_030554054.1|DNOV	LOC119070355|XP_037030543.1|BCOP
OG0006581	LOC115763655|XP_030562183.1|DNOV	LOC119067105|XP_037025764.1|BCOP
OG0006582	LOC115759525|XP_030556334.1|DNOV	LOC119067113|XP_037025782.1|BCOP
OG0006583	LOC115771597|XP_030573212.1|DNOV	LOC119080704|XP_037045058.1|BCOP
OG0006584	LOC115759858|XP_030556822.1|DNOV	LOC119078674|XP_037042228.1|BCOP
OG0006585	LOC115760265|XP_030557395.1|DNOV	LOC119081167|XP_037045802.1|BCOP
OG0006586	LOC115759474|XP_030556268.1|DNOV	LOC119068489|XP_037027996.1|BCOP
OG0006587	LOC115759473|XP_030556267.1|DNOV	LOC119068475|XP_037027981.1|BCOP
OG0006588	LOC115764877|XP_030564015.1|DNOV	LOC119085742|XP_037052106.1|BCOP
OG0006589	LOC115765747|XP_030565269.1|DNOV	LOC119085755|XP_037052133.1|BCOP
OG0006590	LOC115765623|XP_030565133.1|DNOV	LOC119085759|XP_037052138.1|BCOP
OG0006591	LOC115770638|XP_030571848.1|DNOV	LOC119073991|XP_037035802.1|BCOP
OG0006592	LOC115761291|XP_030558878.1|DNOV	LOC119085729|XP_037052089.1|BCOP
OG0006593	LOC115761290|XP_030558877.1|DNOV	LOC119085728|XP_037052088.1|BCOP
OG0006594	LOC115769467|XP_030570141.1|DNOV	LOC119084887|XP_037050929.1|BCOP
OG0006595	LOC115760783|XP_030558137.1|DNOV	LOC119081724|XP_037046762.1|BCOP
OG0006596	LOC115760640|XP_030557958.1|DNOV	LOC119081745|XP_037046811.1|BCOP
OG0006597	LOC115771167|XP_030572609.1|DNOV	LOC119082180|XP_037047489.1|BCOP, LOC119083072|XP_037048590.1|BCOP
OG0006598	LOC115769227|XP_030569799.1|DNOV	LOC119083065|XP_037048583.1|BCOP
OG0006599	LOC115770171|XP_030571190.1|DNOV	LOC119075457|XP_037037795.1|BCOP
OG0006600	LOC115771026|XP_030572412.1|DNOV	LOC119076288|XP_037038848.1|BCOP
OG0006601	LOC115771133|XP_030572561.1|DNOV	LOC119080529|XP_037044835.1|BCOP
OG0006602	LOC115771134|XP_030572563.1|DNOV	LOC119084908|XP_037050958.1|BCOP
OG0006603	LOC115771123|XP_030572547.1|DNOV	LOC119075845|XP_037038296.1|BCOP
OG0006604	LOC115769879|XP_030570743.1|DNOV	LOC119074579|XP_037036708.1|BCOP
OG0006605	LOC115767619|XP_030567779.1|DNOV	LOC119072799|XP_037033992.1|BCOP
OG0006606	LOC115769460|XP_030570133.1|DNOV	LOC119079662|XP_037043607.1|BCOP
OG0006607	LOC115769703|XP_030570490.1|DNOV	LOC119079302|XP_037042984.1|BCOP
OG0006608	LOC115767935|XP_030568168.1|DNOV	LOC119073748|XP_037035303.1|BCOP
OG0006609	LOC115759615|XP_030556454.1|DNOV	LOC119073542|XP_037034984.1|BCOP
OG0006610	LOC115769592|XP_030570334.1|DNOV	LOC119073694|XP_037035185.1|BCOP
OG0006611	LOC115769852|XP_030570691.1|DNOV	LOC119073711|XP_037035228.1|BCOP
OG0006612	LOC115769627|XP_030570395.1|DNOV	LOC119073718|XP_037035236.1|BCOP
OG0006613	LOC115769734|XP_030570529.1|DNOV	LOC119073602|XP_037035070.1|BCOP
OG0006614	LOC115769854|XP_030570700.1|DNOV	LOC119079802|XP_037043759.1|BCOP
OG0006615	LOC115769410|XP_030570076.1|DNOV	LOC119079800|XP_037043757.1|BCOP
OG0006616	LOC115771269|XP_030572744.1|DNOV	LOC119084849|XP_037050861.1|BCOP
OG0006617	LOC115771064|XP_030572476.1|DNOV	LOC119078726|XP_037042302.1|BCOP
OG0006618	LOC115769758|XP_030570572.1|DNOV	LOC119080862|XP_037045334.1|BCOP
OG0006619	LOC115769967|XP_030570879.1|DNOV	LOC119080517|XP_037044821.1|BCOP
OG0006620	LOC115769949|XP_030570854.1|DNOV	LOC119080421|XP_037044657.1|BCOP
OG0006621	LOC115762635|XP_030560799.1|DNOV	LOC119080497|XP_037044791.1|BCOP
OG0006622	LOC115769524|XP_030570224.1|DNOV	LOC119074129|XP_037036011.1|BCOP
OG0006624	LOC115757892|XP_030554238.1|DNOV	LOC119081376|XP_037046152.1|BCOP
OG0006626	LOC115760616|XP_030557925.1|DNOV	LOC119073842|XP_037035576.1|BCOP
OG0006627	LOC115760636|XP_030557956.1|DNOV	LOC119073835|XP_037035541.1|BCOP
OG0006628	LOC115759759|XP_030556675.1|DNOV	LOC119073975|XP_037035776.1|BCOP
OG0006629	LOC115765500|XP_030565008.1|DNOV	LOC119081559|XP_037046483.1|BCOP
OG0006630	LOC115762445|XP_030560509.1|DNOV	LOC119074484|XP_037036526.1|BCOP
OG0006631	LOC115770535|XP_030571702.1|DNOV	LOC119078214|XP_037041571.1|BCOP
OG0006632	LOC115760503|XP_030557722.1|DNOV	LOC119079634|XP_037043549.1|BCOP
OG0006633	LOC115762816|XP_030561039.1|DNOV	LOC119079543|XP_037043425.1|BCOP
OG0006634	LOC115765851|XP_030565438.1|DNOV	LOC119070936|XP_037031377.1|BCOP
OG0006635	LOC115758488|XP_030555027.1|DNOV	LOC119068110|XP_037027451.1|BCOP
OG0006636	LOC115766845|XP_030566754.1|DNOV	LOC119073903|XP_037035688.1|BCOP
OG0006637	LOC115769892|XP_030570769.1|DNOV	LOC119081284|XP_037045941.1|BCOP
OG0006638	LOC115759456|XP_030556252.1|DNOV	LOC119080313|XP_037044483.1|BCOP
OG0006639	LOC115764876|XP_030564017.1|DNOV	LOC119080599|XP_037044888.1|BCOP
OG0006640	LOC115760651|XP_030557976.1|DNOV	LOC119074115|XP_037035977.1|BCOP
OG0006641	LOC115760972|XP_030558433.1|DNOV	LOC119074119|XP_037035981.1|BCOP
OG0006642	LOC115760610|XP_030557916.1|DNOV	LOC119080876|XP_037045347.1|BCOP
OG0006643	LOC115761734|XP_030559482.1|DNOV	LOC119080902|XP_037045381.1|BCOP
OG0006644	LOC115767175|XP_030567228.1|DNOV	LOC119079577|XP_037043463.1|BCOP
OG0006645	LOC115769261|XP_030569831.1|DNOV	LOC119079979|XP_037044017.1|BCOP
OG0006646	LOC115762410|XP_030560458.1|DNOV	LOC119080058|XP_037044159.1|BCOP
OG0006647	LOC115763683|XP_030562224.1|DNOV	LOC119081401|XP_037046187.1|BCOP
OG0006648	LOC115767654|XP_030567800.1|DNOV	LOC119071592|XP_037032434.1|BCOP
OG0006649	LOC115761106|XP_030558594.1|DNOV	LOC119084946|XP_037050988.1|BCOP
OG0006650	LOC115762564|XP_030560744.1|DNOV	LOC119081367|XP_037046131.1|BCOP
OG0006651	LOC115762668|XP_030560841.1|DNOV	LOC119080376|XP_037044574.1|BCOP
OG0006652	LOC115770136|XP_030571139.1|DNOV	LOC119080348|XP_037044541.1|BCOP
OG0006653	LOC115768097|XP_030568446.1|DNOV	LOC119077363|XP_037040435.1|BCOP
OG0006654	LOC115769723|XP_030570515.1|DNOV	LOC119073808|XP_037035474.1|BCOP
OG0006655	LOC115769367|XP_030570010.1|DNOV	LOC119080624|XP_037044926.1|BCOP
OG0006656	LOC115766984|XP_030566942.1|DNOV	LOC119081147|XP_037045789.1|BCOP
OG0006657	LOC115762200|XP_030560184.1|DNOV	LOC119077961|XP_037041237.1|BCOP
OG0006658	LOC115770207|XP_030571261.1|DNOV	LOC119080437|XP_037044691.1|BCOP
OG0006659	LOC115770354|XP_030571452.1|DNOV	LOC119080450|XP_037044709.1|BCOP
OG0006660	LOC115762872|XP_030561107.1|DNOV	LOC119081099|XP_037045733.1|BCOP
OG0006661	LOC115762689|XP_030560870.1|DNOV	LOC119074285|XP_037036199.1|BCOP
OG0006662	LOC115766003|XP_030565632.1|DNOV	LOC119066135|XP_037024321.1|BCOP
OG0006663	LOC115762680|XP_030560854.1|DNOV	LOC119083661|XP_037049336.1|BCOP
OG0006664	LOC115761197|XP_030558735.1|DNOV	LOC119073541|XP_037034982.1|BCOP
OG0006665	LOC115762748|XP_030560946.1|DNOV	LOC119073141|XP_037034334.1|BCOP
OG0006666	LOC115762109|XP_030560070.1|DNOV	LOC119081812|XP_037046939.1|BCOP
OG0006667	LOC115762912|XP_030561151.1|DNOV	LOC119085831|XP_037052226.1|BCOP
OG0006668	LOC115763071|XP_030561364.1|DNOV	LOC119079219|XP_037042907.1|BCOP
OG0006669	LOC115769743|XP_030570543.1|DNOV	LOC119077319|XP_037040394.1|BCOP
OG0006670	LOC115769744|XP_030570545.1|DNOV	LOC119078014|XP_037041300.1|BCOP, LOC119080623|XP_037044923.1|BCOP
OG0006671	LOC115769539|XP_030570239.1|DNOV	LOC119080618|XP_037044915.1|BCOP
OG0006672	LOC115771257|XP_030572728.1|DNOV	LOC119073425|XP_037034765.1|BCOP
OG0006673	LOC115771262|XP_030572738.1|DNOV	LOC119066904|XP_037025489.1|BCOP
OG0006675	LOC115762838|XP_030561072.1|DNOV	LOC119082137|XP_037047409.1|BCOP
OG0006676	LOC115769576|XP_030570300.1|DNOV	LOC119078202|XP_037041563.1|BCOP
OG0006677	LOC115767151|XP_030567182.1|DNOV	LOC119075855|XP_037038306.1|BCOP
OG0006678	LOC115770499|XP_030571653.1|DNOV	LOC119068628|XP_037028190.1|BCOP
OG0006679	LOC115770974|XP_030572298.1|DNOV	LOC119074809|XP_037036992.1|BCOP
OG0006680	LOC115765063|XP_030564297.1|DNOV	LOC119067490|XP_037026393.1|BCOP
OG0006681	LOC115769538|XP_030570238.1|DNOV	LOC119081231|XP_037045851.1|BCOP
OG0006682	LOC115769781|XP_030570606.1|DNOV	LOC119081868|XP_037046995.1|BCOP
OG0006683	LOC115769856|XP_030570702.1|DNOV	LOC119073274|XP_037034551.1|BCOP
OG0006684	LOC115767154|XP_030567188.1|DNOV	LOC119080655|XP_037044965.1|BCOP
OG0006685	LOC115765227|XP_030564534.1|DNOV	LOC119080659|XP_037044974.1|BCOP
OG0006688	LOC115762603|XP_030560755.1|DNOV	LOC119077343|XP_037040424.1|BCOP
OG0006691	LOC115771131|XP_030572559.1|DNOV	LOC119078299|XP_037041688.1|BCOP
OG0006692	LOC115762814|XP_030561037.1|DNOV	LOC119077270|XP_037040315.1|BCOP
OG0006693	LOC115762569|XP_030560713.1|DNOV	LOC119083316|XP_037048897.1|BCOP, LOC119079530|XP_037043409.1|BCOP
OG0006694	LOC115768017|XP_030568290.1|DNOV	LOC119070382|XP_037030590.1|BCOP
OG0006695	LOC115767165|XP_030567208.1|DNOV	LOC119080436|XP_037044689.1|BCOP
OG0006696	LOC115759348|XP_030556131.1|DNOV	LOC119080694|XP_037045037.1|BCOP
OG0006697	LOC115769782|XP_030570609.1|DNOV	LOC119076568|XP_037039257.1|BCOP
OG0006698	LOC115762935|XP_030561176.1|DNOV	LOC119077692|XP_037040857.1|BCOP
OG0006699	LOC115762868|XP_030561103.1|DNOV	LOC119080400|XP_037044624.1|BCOP
OG0006700	LOC115769931|XP_030570833.1|DNOV	LOC119069263|XP_037029216.1|BCOP
OG0006702	LOC115768095|XP_030568439.1|DNOV	LOC119080931|XP_037045444.1|BCOP
OG0006703	LOC115771292|XP_030572777.1|DNOV	LOC119072692|XP_037033859.1|BCOP
OG0006704	LOC115771297|XP_030572781.1|DNOV	LOC119072690|XP_037033855.1|BCOP, LOC119066905|XP_037025490.1|BCOP
OG0006705	LOC115761087|XP_030558568.1|DNOV	LOC119075445|XP_037037780.1|BCOP
OG0006706	LOC115762414|XP_030560464.1|DNOV	LOC119075436|XP_037037770.1|BCOP
OG0006707	LOC115762045|XP_030559979.1|DNOV	LOC119080440|XP_037044698.1|BCOP
OG0006708	LOC115768155|XP_030568510.1|DNOV	LOC119076537|XP_037039226.1|BCOP
OG0006709	LOC115768589|XP_030569094.1|DNOV	LOC119073473|XP_037034874.1|BCOP
OG0006710	LOC115769983|XP_030570903.1|DNOV	LOC119080325|XP_037044498.1|BCOP
OG0006711	LOC115769420|XP_030570088.1|DNOV	LOC119080324|XP_037044497.1|BCOP
OG0006712	LOC115770997|XP_030572353.1|DNOV	LOC119080328|XP_037044508.1|BCOP
OG0006713	LOC115769912|XP_030570794.1|DNOV	LOC119080205|XP_037044339.1|BCOP
OG0006714	LOC115769908|XP_030570790.1|DNOV	LOC119080204|XP_037044338.1|BCOP
OG0006715	LOC115769638|XP_030570410.1|DNOV	LOC119073301|XP_037034578.1|BCOP
OG0006716	LOC115758345|XP_030554782.1|DNOV	LOC119074467|XP_037036503.1|BCOP
OG0006717	LOC115770395|XP_030571504.1|DNOV	LOC119081264|XP_037045900.1|BCOP
OG0006718	LOC115770399|XP_030571511.1|DNOV	LOC119080796|XP_037045262.1|BCOP
OG0006719	LOC115769822|XP_030570653.1|DNOV	LOC119077324|XP_037040400.1|BCOP
OG0006720	LOC115768535|XP_030568994.1|DNOV	LOC119084240|XP_037050035.1|BCOP
OG0006721	LOC115769379|XP_030570034.1|DNOV	LOC119081572|XP_037046501.1|BCOP
OG0006722	LOC115762842|XP_030561077.1|DNOV	LOC119080973|XP_037045511.1|BCOP
OG0006723	LOC115759792|XP_030556731.1|DNOV	LOC119068582|XP_037028122.1|BCOP
OG0006724	LOC115761561|XP_030559205.1|DNOV	LOC119079358|XP_037043098.1|BCOP
OG0006725	LOC115761839|XP_030559681.1|DNOV	LOC119079337|XP_037043059.1|BCOP
OG0006726	LOC115771779|XP_030573499.1|DNOV	LOC119085459|XP_037051777.1|BCOP
OG0006727	LOC115761837|XP_030559678.1|DNOV	LOC119080025|XP_037044102.1|BCOP
OG0006728	LOC115770939|XP_030572259.1|DNOV	LOC119075130|XP_037037409.1|BCOP, LOC119070241|XP_037030410.1|BCOP
OG0006731	LOC115759770|XP_030556697.1|DNOV	LOC119067332|XP_037026131.1|BCOP
OG0006733	LOC115771136|XP_030572567.1|DNOV	LOC119073404|XP_037034732.1|BCOP
OG0006734	LOC115770868|XP_030572168.1|DNOV	LOC119079677|XP_037043630.1|BCOP
OG0006735	LOC115762946|XP_030561191.1|DNOV	LOC119081259|XP_037045891.1|BCOP
OG0006736	LOC115771264|XP_030572740.1|DNOV	LOC119081874|XP_037047009.1|BCOP
OG0006737	LOC115771067|XP_030572479.1|DNOV	LOC119079278|XP_037042959.1|BCOP
OG0006738	LOC115757852|XP_030554146.1|DNOV	LOC119079276|XP_037042955.1|BCOP
OG0006739	LOC115769360|XP_030570003.1|DNOV	LOC119073413|XP_037034756.1|BCOP
OG0006740	LOC115769906|XP_030570788.1|DNOV	LOC119073549|XP_037034997.1|BCOP
OG0006741	LOC115769904|XP_030570785.1|DNOV	LOC119073482|XP_037034882.1|BCOP
OG0006742	LOC115761646|XP_030559340.1|DNOV	LOC119080210|XP_037044343.1|BCOP
OG0006743	LOC115759185|XP_030555921.1|DNOV	LOC119085220|XP_037051428.1|BCOP
OG0006744	LOC115762560|XP_030560702.1|DNOV	LOC119080910|XP_037045408.1|BCOP
OG0006745	LOC115770771|XP_030572045.1|DNOV	LOC119077303|XP_037040362.1|BCOP
OG0006746	LOC115771124|XP_030572548.1|DNOV	LOC119083352|XP_037048957.1|BCOP
OG0006747	LOC115762558|XP_030560698.1|DNOV	LOC119080388|XP_037044594.1|BCOP
OG0006748	LOC115769156|XP_030569710.1|DNOV	LOC119073383|XP_037034704.1|BCOP
OG0006750	LOC115765197|XP_030564493.1|DNOV	LOC119069613|XP_037029600.1|BCOP
OG0006752	LOC115766924|XP_030566869.1|DNOV	LOC119077698|XP_037040870.1|BCOP
OG0006753	LOC115766983|XP_030566941.1|DNOV	LOC119073746|XP_037035300.1|BCOP
OG0006754	LOC115762688|XP_030560869.1|DNOV	LOC119068399|XP_037027858.1|BCOP
OG0006755	LOC115769729|XP_030570525.1|DNOV	LOC119077931|XP_037041207.1|BCOP
OG0006756	LOC115762805|XP_030561019.1|DNOV	LOC119080171|XP_037044285.1|BCOP
OG0006757	LOC115762653|XP_030560819.1|DNOV	LOC119080202|XP_037044337.1|BCOP
OG0006758	LOC115771155|XP_030572588.1|DNOV	LOC119080781|XP_037045245.1|BCOP
OG0006759	LOC115771082|XP_030572493.1|DNOV	LOC119084836|XP_037050821.1|BCOP
OG0006760	LOC115770046|XP_030570989.1|DNOV	LOC119081727|XP_037046782.1|BCOP
OG0006761	LOC115765702|XP_030565223.1|DNOV	LOC119075242|XP_037037532.1|BCOP
OG0006762	LOC115765247|XP_030564573.1|DNOV	LOC119082655|XP_037048133.1|BCOP
OG0006763	LOC115760525|XP_030557763.1|DNOV	LOC119073392|XP_037034713.1|BCOP
OG0006764	LOC115764578|XP_030563587.1|DNOV	LOC119073377|XP_037034697.1|BCOP
OG0006765	LOC115761115|XP_030558606.1|DNOV	LOC119073390|XP_037034711.1|BCOP
OG0006766	LOC115769973|XP_030570886.1|DNOV	LOC119066043|XP_037024165.1|BCOP
OG0006767	LOC115767550|XP_030567695.1|DNOV	LOC119080809|XP_037045275.1|BCOP
OG0006768	LOC115767431|XP_030567582.1|DNOV	LOC119077316|XP_037040381.1|BCOP
OG0006769	LOC115768085|XP_030568424.1|DNOV	LOC119077300|XP_037040359.1|BCOP
OG0006770	LOC115769883|XP_030570747.1|DNOV	LOC119080474|XP_037044749.1|BCOP
OG0006772	LOC115760796|XP_030558151.1|DNOV	LOC119079409|XP_037043194.1|BCOP
OG0006773	LOC115771019|XP_030572400.1|DNOV	LOC119073747|XP_037035301.1|BCOP
OG0006774	LOC115771579|XP_030573194.1|DNOV	LOC119081610|XP_037046546.1|BCOP
OG0006775	LOC115762919|XP_030561159.1|DNOV	LOC119083631|XP_037049260.1|BCOP
OG0006776	LOC115769359|XP_030570001.1|DNOV	LOC119078749|XP_037042349.1|BCOP
OG0006777	LOC115769365|XP_030570007.1|DNOV	LOC119081296|XP_037045954.1|BCOP
OG0006778	LOC115769780|XP_030570605.1|DNOV	LOC119078797|XP_037042403.1|BCOP
OG0006779	LOC115765808|XP_030565383.1|DNOV	LOC119080196|XP_037044331.1|BCOP
OG0006780	LOC115771154|XP_030572587.1|DNOV	LOC119080192|XP_037044329.1|BCOP
OG0006782	LOC115762793|XP_030561006.1|DNOV	LOC119077174|XP_037040253.1|BCOP
OG0006783	LOC115762088|XP_030560043.1|DNOV	LOC119081717|XP_037046736.1|BCOP
OG0006784	LOC115769502|XP_030570182.1|DNOV	LOC119076362|XP_037038963.1|BCOP
OG0006785	LOC115762139|XP_030560110.1|DNOV	LOC119079887|XP_037043865.1|BCOP
OG0006786	LOC115760776|XP_030558126.1|DNOV	LOC119079889|XP_037043868.1|BCOP
OG0006787	LOC115765875|XP_030565476.1|DNOV	LOC119083659|XP_037049330.1|BCOP
OG0006788	LOC115765961|XP_030565578.1|DNOV	LOC119066021|XP_037024137.1|BCOP
OG0006789	LOC115765379|XP_030564763.1|DNOV	LOC119066012|XP_037024128.1|BCOP
OG0006790	LOC115763153|XP_030561463.1|DNOV	LOC119067437|XP_037026306.1|BCOP
OG0006791	LOC115769325|XP_030569921.1|DNOV	LOC119080737|XP_037045176.1|BCOP
OG0006792	LOC115769775|XP_030570600.1|DNOV	LOC119077295|XP_037040356.1|BCOP
OG0006793	LOC115769603|XP_030570353.1|DNOV	LOC119085392|XP_037051683.1|BCOP
OG0006794	LOC115759775|XP_030556705.1|DNOV	LOC119079674|XP_037043621.1|BCOP
OG0006795	LOC115770487|XP_030571630.1|DNOV	LOC119080029|XP_037044106.1|BCOP
OG0006796	LOC115771420|XP_030572982.1|DNOV	LOC119077007|XP_037040016.1|BCOP
OG0006797	LOC115763098|XP_030561398.1|DNOV	LOC119076840|XP_037039741.1|BCOP
OG0006798	LOC115771219|XP_030572680.1|DNOV	LOC119080207|XP_037044341.1|BCOP
OG0006799	LOC115769507|XP_030570198.1|DNOV	LOC119081390|XP_037046172.1|BCOP
OG0006800	LOC115769498|XP_030570177.1|DNOV	LOC119069052|XP_037028814.1|BCOP
OG0006801	LOC115765292|XP_030564643.1|DNOV	LOC119067342|XP_037026145.1|BCOP
OG0006802	LOC115762373|XP_030560409.1|DNOV	LOC119079041|XP_037042727.1|BCOP
OG0006803	LOC115762084|XP_030560036.1|DNOV	LOC119081624|XP_037046568.1|BCOP
OG0006804	LOC115769916|XP_030570799.1|DNOV	LOC119079620|XP_037043515.1|BCOP
OG0006805	LOC115762457|XP_030560520.1|DNOV	LOC119073359|XP_037034656.1|BCOP
OG0006806	LOC115762605|XP_030560760.1|DNOV	LOC119080291|XP_037044457.1|BCOP
OG0006807	LOC115771568|XP_030573177.1|DNOV	LOC119073233|XP_037034440.1|BCOP
OG0006808	LOC115762180|XP_030560161.1|DNOV	LOC119073261|XP_037034531.1|BCOP
OG0006809	LOC115771056|XP_030572464.1|DNOV	LOC119080444|XP_037044704.1|BCOP
OG0006810	LOC115770056|XP_030571008.1|DNOV	LOC119073734|XP_037035261.1|BCOP
OG0006811	LOC115771644|XP_030573307.1|DNOV	LOC119073675|XP_037035176.1|BCOP
OG0006812	LOC115770897|XP_030572195.1|DNOV	LOC119073260|XP_037034528.1|BCOP
OG0006813	LOC115765677|XP_030565231.1|DNOV	LOC119066162|XP_037024356.1|BCOP
OG0006814	LOC115771125|XP_030572551.1|DNOV	LOC119076437|XP_037039087.1|BCOP
OG0006815	LOC115771055|XP_030572463.1|DNOV	LOC119080475|XP_037044750.1|BCOP
OG0006816	LOC115771043|XP_030572443.1|DNOV	LOC119080395|XP_037044609.1|BCOP
OG0006817	LOC115769809|XP_030570637.1|DNOV	LOC119066069|XP_037024195.1|BCOP
OG0006818	LOC115769709|XP_030570498.1|DNOV	LOC119066072|XP_037024211.1|BCOP
OG0006820	LOC115771448|XP_030573022.1|DNOV	LOC119079359|XP_037043101.1|BCOP
OG0006821	LOC115763294|XP_030561642.1|DNOV	LOC119067434|XP_037026301.1|BCOP
