Orthogroup	DNOV.longest_only	DSIM.longest_only
OG0010000	LOC115767289|XP_030567381.1|DNOV	LOC6725488|XP_002106504.1|DSIM
OG0010001	LOC115769027|XP_030569595.1|DNOV	LOC6725752|XP_002106752.2|DSIM
OG0010002	LOC115768074|XP_030568399.1|DNOV	LOC27209210|XP_016029669.2|DSIM
OG0010003	LOC115763020|XP_030561274.1|DNOV	LOC6731918|XP_002079053.1|DSIM
OG0010004	LOC115767977|XP_030568236.1|DNOV	LOC6739998|XP_002076889.1|DSIM
OG0010005	LOC115767808|XP_030568001.1|DNOV	LOC6737025|XP_002083872.2|DSIM
OG0010006	LOC115767276|XP_030567367.1|DNOV	LOC6726250|XP_002107213.1|DSIM
OG0010007	LOC115768681|XP_030569225.1|DNOV	LOC6725235|XP_002106257.1|DSIM
OG0010008	LOC115767083|XP_030567089.1|DNOV	LOC6726349|XP_002107309.2|DSIM
OG0010009	LOC115759216|XP_030555968.1|DNOV	LOC6732855|XP_002079965.2|DSIM
OG0010010	LOC115764342|XP_030563157.1|DNOV	LOC6726537|XP_002107492.2|DSIM
OG0010011	LOC115768737|XP_030569281.1|DNOV	LOC6725107|XP_039152708.1|DSIM
OG0010013	LOC115768194|XP_030568565.1|DNOV	LOC6725641|XP_016038860.1|DSIM
OG0010014	LOC115764371|XP_030563192.1|DNOV	LOC27206579|XP_016038775.1|DSIM
OG0010015	LOC115768192|XP_030568562.1|DNOV	LOC6740071|XP_016038858.1|DSIM
OG0010016	LOC115765421|XP_030564827.1|DNOV	LOC6725742|XP_002106742.1|DSIM
OG0010017	LOC115768200|XP_030568573.1|DNOV	LOC6725642|XP_002106649.1|DSIM
OG0010018	LOC115767983|XP_030568242.1|DNOV	LOC27207421|XP_039152532.1|DSIM
OG0010019	LOC115766303|XP_030566040.1|DNOV	LOC6725954|XP_016039306.1|DSIM
OG0010020	LOC115767851|XP_030568064.1|DNOV	LOC6725497|XP_016038622.2|DSIM
OG0010021	LOC115766379|XP_030566143.1|DNOV	LOC120284215|XP_039153465.1|DSIM
OG0010022	LOC115765412|XP_030564816.1|DNOV	LOC6726589|XP_016040257.1|DSIM
OG0010023	LOC115768144|XP_030568499.1|DNOV	LOC6724768|XP_016037526.1|DSIM
OG0010024	LOC115768151|XP_030568506.1|DNOV	LOC27207722|XP_039152882.1|DSIM
OG0010025	LOC115768900|XP_030569476.1|DNOV	LOC6739920|XP_039153118.1|DSIM
OG0010026	LOC115765342|XP_030564712.1|DNOV	LOC6725880|XP_002106876.1|DSIM
OG0010027	LOC115765222|XP_030564524.1|DNOV	LOC6725459|XP_002106475.2|DSIM
OG0010028	LOC115767107|XP_030567119.1|DNOV	LOC6725677|XP_016038937.1|DSIM
OG0010029	LOC115766415|XP_030566196.1|DNOV	LOC6726498|XP_002107454.1|DSIM
OG0010030	LOC115771326|XP_030572851.1|DNOV	LOC6725873|XP_002106869.1|DSIM
OG0010031	LOC115771362|XP_030572903.1|DNOV	LOC6740111|XP_039153238.1|DSIM
OG0010032	LOC115763124|XP_030561430.1|DNOV	LOC6732433|XP_016025082.1|DSIM
OG0010033	LOC115768834|XP_030569390.1|DNOV	LOC6724998|XP_016037949.1|DSIM
OG0010034	LOC115769082|XP_030569655.1|DNOV	LOC27208946|XP_039154068.1|DSIM
OG0010035	LOC115769075|XP_030569648.1|DNOV	LOC6724990|XP_002106025.3|DSIM
OG0010036	LOC115769073|XP_030569646.1|DNOV	LOC6724988|XP_016037945.2|DSIM
OG0010037	LOC115769083|XP_030569656.1|DNOV	LOC27208880|XP_016037944.2|DSIM
OG0010038	LOC115768256|XP_030568646.1|DNOV	LOC27206383|XP_016038133.1|DSIM
OG0010039	LOC115758071|XP_030554444.1|DNOV	LOC6739424|XP_002081137.1|DSIM
OG0010040	LOC115759018|XP_030555690.1|DNOV	LOC6731262|XP_002078421.1|DSIM
OG0010041	LOC115768797|XP_030569353.1|DNOV	LOC6725206|XP_016038232.1|DSIM
OG0010042	LOC115765307|XP_030564662.1|DNOV	LOC6740534|XP_002077360.1|DSIM
OG0010043	LOC115765384|XP_030564769.1|DNOV	LOC27206590|XP_016038717.1|DSIM
OG0010044	LOC115768006|XP_030568275.1|DNOV	LOC27207979|XP_016037817.1|DSIM
OG0010045	LOC115768201|XP_030568574.1|DNOV	LOC6726521|XP_002107477.1|DSIM
OG0010046	LOC115768202|XP_030568575.1|DNOV	LOC27206975|XP_016040163.1|DSIM
OG0010047	LOC115767213|XP_030567268.1|DNOV	LOC27208495|XP_016039262.1|DSIM
OG0010048	LOC115767742|XP_030567913.1|DNOV	LOC6725986|XP_016039357.1|DSIM
OG0010049	LOC115767187|XP_030567238.1|DNOV	LOC6726060|XP_002107042.1|DSIM
OG0010050	LOC115767250|XP_030567316.1|DNOV	LOC6726061|XP_002107043.2|DSIM
OG0010051	LOC115768377|XP_030568808.1|DNOV	LOC6725072|XP_002106100.2|DSIM
OG0010052	LOC115767559|XP_030567702.1|DNOV	LOC6740292|XP_016026101.1|DSIM
OG0010053	LOC115769095|XP_030569665.1|DNOV	LOC6739883|XP_039153020.1|DSIM
OG0010054	LOC115765256|XP_030564595.1|DNOV	LOC6725420|XP_002106436.2|DSIM
OG0010055	LOC115765290|XP_030564641.1|DNOV	LOC6739895|XP_002076785.2|DSIM
OG0010056	LOC115771364|XP_030572907.1|DNOV	LOC6725694|XP_016038959.1|DSIM
OG0010057	LOC115767022|XP_030567006.1|DNOV	LOC6724839|XP_002105879.2|DSIM
OG0010058	LOC115767552|XP_030567694.1|DNOV	LOC6725836|XP_039152887.1|DSIM
OG0010059	LOC115771371|XP_030572914.1|DNOV	LOC6725626|XP_016038836.1|DSIM
OG0010060	LOC115768600|XP_030569111.1|DNOV	LOC6740089|XP_002076972.1|DSIM
OG0010061	LOC115766937|XP_030566885.1|DNOV	LOC6736792|XP_002083648.1|DSIM
OG0010062	LOC115762771|XP_030560981.1|DNOV	LOC6736990|XP_002083837.1|DSIM
OG0010063	LOC115771212|XP_030572671.1|DNOV	LOC6738450|XP_002085257.1|DSIM
OG0010064	LOC115770944|XP_030572266.1|DNOV	LOC6738461|XP_002085268.1|DSIM
OG0010065	LOC115769595|XP_030570339.1|DNOV	LOC6736883|XP_002083736.1|DSIM
OG0010066	LOC115762724|XP_030560913.1|DNOV	LOC6736391|XP_002083263.2|DSIM
OG0010067	LOC115768088|XP_030568423.1|DNOV	LOC6736490|XP_016030045.1|DSIM
OG0010068	LOC115767510|XP_030567675.1|DNOV	LOC6738962|XP_016032788.1|DSIM
OG0010069	LOC115767664|XP_030567811.1|DNOV	LOC6736418|XP_002083290.2|DSIM
OG0010070	LOC115770047|XP_030570990.1|DNOV	LOC27207767|XP_016032776.1|DSIM
OG0010071	LOC115769922|XP_030570807.1|DNOV	LOC6738466|XP_016032297.1|DSIM
OG0010072	LOC115771168|XP_030572610.1|DNOV	LOC6736849|XP_002083705.1|DSIM
OG0010073	LOC115771031|XP_030572426.1|DNOV	LOC27207159|XP_016030929.1|DSIM
OG0010074	LOC115768274|XP_030568671.1|DNOV	LOC27208287|XP_016038144.1|DSIM
OG0010075	LOC115769424|XP_030570092.1|DNOV	LOC6736596|XP_002083458.1|DSIM
OG0010076	LOC115770370|XP_030571476.1|DNOV	LOC6737839|XP_002084667.1|DSIM
OG0010077	LOC115762849|XP_030561085.1|DNOV	LOC6738302|XP_039149227.1|DSIM
OG0010078	LOC115762860|XP_030561096.1|DNOV	LOC6738301|XP_002085112.1|DSIM
OG0010079	LOC115762887|XP_030561121.1|DNOV	LOC6738282|XP_016032148.1|DSIM
OG0010080	LOC115762678|XP_030560852.1|DNOV	LOC6739624|XP_002076519.2|DSIM
OG0010081	LOC115769609|XP_030570364.1|DNOV	LOC27206952|XP_016031191.1|DSIM
OG0010082	LOC115769402|XP_030570065.1|DNOV	LOC6736649|XP_002083505.1|DSIM
OG0010083	LOC115768762|XP_030569315.1|DNOV	LOC6738039|XP_002084854.1|DSIM
OG0010084	LOC115770474|XP_030571618.1|DNOV	LOC27206225|XP_039149535.1|DSIM
OG0010085	LOC115770321|XP_030571418.1|DNOV	LOC6739120|XP_016032961.2|DSIM
OG0010087	LOC115771547|XP_030573147.1|DNOV	LOC6737981|XP_016031780.1|DSIM
OG0010088	LOC115767702|XP_030567857.1|DNOV	LOC6739053|XP_002085847.1|DSIM
OG0010089	LOC115766338|XP_030566094.1|DNOV	LOC6739637|XP_016031429.1|DSIM
OG0010090	LOC115766771|XP_030566641.1|DNOV	LOC6724720|XP_016037329.1|DSIM
OG0010091	LOC115761402|XP_030559020.1|DNOV	LOC6734520|XP_002081529.1|DSIM
OG0010092	LOC115760362|XP_030557512.1|DNOV	LOC27206742|XP_016033088.1|DSIM
OG0010093	LOC115762371|XP_030560406.1|DNOV	LOC6735729|XP_016029098.1|DSIM
OG0010094	LOC115761201|XP_030558746.1|DNOV	LOC6729163|XP_016035815.1|DSIM
OG0010095	LOC115764173|XP_030562920.1|DNOV	LOC27206433|XP_016036010.1|DSIM
OG0010096	LOC115767604|XP_030567759.1|DNOV	LOC6725258|XP_002106280.1|DSIM
OG0010097	LOC115767203|XP_030567253.1|DNOV	LOC27208159|XP_016037597.1|DSIM
OG0010098	LOC115759317|XP_030556088.1|DNOV	LOC6731138|XP_002078296.1|DSIM
OG0010099	LOC115759765|XP_030556682.1|DNOV	LOC6732736|XP_002079850.1|DSIM
OG0010100	LOC115769722|XP_030570514.1|DNOV	LOC6736890|XP_016030539.1|DSIM
OG0010101	LOC115769413|XP_030570081.1|DNOV	LOC6739076|XP_016032901.1|DSIM
OG0010102	LOC115768588|XP_030569098.1|DNOV	LOC6739063|XP_002085857.1|DSIM
OG0010103	LOC115769068|XP_030569644.1|DNOV	LOC6739052|XP_002085846.1|DSIM
OG0010104	LOC115762750|XP_030560948.1|DNOV	LOC6737426|XP_002084263.1|DSIM
OG0010105	LOC115765828|XP_030565412.1|DNOV	LOC6731510|XP_002078658.1|DSIM
OG0010106	LOC115757963|XP_030554303.1|DNOV	LOC27206338|XP_016027132.1|DSIM
OG0010107	LOC115762153|XP_030560125.1|DNOV	LOC6735893|XP_002082803.1|DSIM
OG0010108	LOC115760762|XP_030558107.1|DNOV	LOC6735044|XP_016028332.1|DSIM
OG0010110	LOC115762720|XP_030560906.1|DNOV	LOC6736969|XP_002083816.1|DSIM
OG0010111	LOC115764760|XP_030563855.1|DNOV	LOC6729975|XP_016036751.1|DSIM
OG0010112	LOC115761582|XP_030559231.1|DNOV	LOC27206469|XP_016034883.1|DSIM
OG0010113	LOC115768451|XP_030568872.1|DNOV	LOC6725241|XP_002106263.2|DSIM
OG0010114	LOC115768227|XP_030568614.1|DNOV	LOC6725141|XP_002106167.2|DSIM
OG0010115	LOC115768284|XP_030568683.1|DNOV	LOC6739980|XP_002076868.1|DSIM
OG0010116	LOC115768511|XP_030568958.1|DNOV	LOC6725394|XP_002106410.3|DSIM
OG0010117	LOC115768191|XP_030568561.1|DNOV	LOC6740256|XP_002077137.1|DSIM
OG0010118	LOC115768197|XP_030568570.1|DNOV	LOC6725041|XP_016038010.1|DSIM
OG0010119	LOC115765425|XP_030564831.1|DNOV	LOC6739876|XP_016038770.1|DSIM
OG0010120	LOC115764284|XP_030563075.1|DNOV	LOC6725509|XP_002106522.1|DSIM
OG0010121	LOC115768707|XP_030569255.1|DNOV	LOC6726328|XP_016039906.1|DSIM
OG0010122	LOC115765087|XP_030564327.1|DNOV	LOC6725893|XP_002106888.2|DSIM
OG0010123	LOC115765170|XP_030564450.1|DNOV	LOC6725928|XP_002106913.2|DSIM
OG0010125	LOC115765417|XP_030564822.1|DNOV, LOC115765331|XP_030564693.1|DNOV	LOC27208586|XP_016038713.1|DSIM
OG0010126	LOC115763495|XP_030561948.1|DNOV	LOC6732348|XP_039154594.1|DSIM
OG0010127	LOC115763552|XP_030562030.1|DNOV	LOC27206547|XP_016024338.2|DSIM
OG0010128	LOC115763553|XP_030562031.1|DNOV	LOC6731651|XP_016024333.1|DSIM
OG0010129	LOC115763388|XP_030561788.1|DNOV	LOC6732192|XP_002079321.1|DSIM
OG0010130	LOC115763037|XP_030561311.1|DNOV	LOC6731590|XP_002078731.1|DSIM
OG0010131	LOC115769282|XP_030569867.1|DNOV	LOC6732319|XP_002079447.1|DSIM
OG0010132	LOC115769257|XP_030569826.1|DNOV	LOC6732818|XP_002079931.1|DSIM
OG0010133	LOC115769237|XP_030569813.1|DNOV	LOC6732817|XP_016025543.1|DSIM
OG0010134	LOC115758360|XP_030554808.1|DNOV	LOC27206548|XP_016024357.1|DSIM
OG0010135	LOC115758926|XP_030555583.1|DNOV	LOC6731098|XP_002078255.1|DSIM
OG0010136	LOC115759067|XP_030555755.1|DNOV	LOC6731096|XP_039152998.1|DSIM
OG0010137	LOC115759337|XP_030556115.1|DNOV	LOC6731188|XP_002078347.1|DSIM
OG0010138	LOC115759030|XP_030555706.1|DNOV	LOC27207125|XP_039154593.1|DSIM
OG0010139	LOC115763244|XP_030561583.1|DNOV	LOC6732968|XP_002080050.1|DSIM
OG0010140	LOC115760135|XP_030557195.1|DNOV	LOC6730690|XP_016023119.2|DSIM
OG0010141	LOC115765512|XP_030564990.1|DNOV	LOC6731905|XP_016024569.1|DSIM
OG0010142	LOC115758734|XP_030555344.1|DNOV	LOC6730573|XP_016023017.1|DSIM
OG0010143	LOC115759013|XP_030555684.1|DNOV	LOC6732005|XP_016024686.1|DSIM
OG0010144	LOC115760035|XP_030557062.1|DNOV	LOC6732620|XP_002079739.1|DSIM
OG0010145	LOC115765953|XP_030565562.1|DNOV	LOC6731089|XP_016023621.1|DSIM
OG0010146	LOC115765847|XP_030565433.1|DNOV	LOC6733054|XP_016025735.1|DSIM
OG0010147	LOC115758988|XP_030555649.1|DNOV	LOC6730933|XP_002078097.1|DSIM
OG0010148	LOC115760145|XP_030557213.1|DNOV	LOC6732517|XP_016025172.1|DSIM
OG0010149	LOC115760030|XP_030557057.1|DNOV	LOC6730613|XP_002077792.1|DSIM
OG0010150	LOC115767711|XP_030567867.1|DNOV	LOC6732666|XP_002079783.1|DSIM
OG0010151	LOC115759107|XP_030555806.1|DNOV	LOC27208954|XP_016025829.1|DSIM
OG0010152	LOC115765495|XP_030564964.1|DNOV	LOC6732095|XP_002079227.3|DSIM
OG0010153	LOC115763151|XP_030561459.1|DNOV	LOC6732424|XP_016025078.1|DSIM
OG0010154	LOC115763233|XP_030561569.1|DNOV	LOC6732414|XP_002079535.1|DSIM
OG0010155	LOC115763113|XP_030561416.1|DNOV	LOC6732913|XP_016025631.1|DSIM
OG0010156	LOC115770209|XP_030571264.1|DNOV	LOC6737375|XP_016031116.1|DSIM
OG0010157	LOC115770384|XP_030571492.1|DNOV	LOC6737557|XP_002084390.1|DSIM
OG0010158	LOC115770256|XP_030571331.1|DNOV	LOC6737529|XP_016031326.1|DSIM
OG0010159	LOC115766981|XP_030566937.1|DNOV	LOC6736813|XP_002083669.1|DSIM
OG0010160	LOC115766958|XP_030566905.1|DNOV	LOC6736612|XP_002083469.1|DSIM
OG0010161	LOC115762846|XP_030561082.1|DNOV	LOC6738299|XP_016032154.1|DSIM
OG0010162	LOC115762589|XP_030560736.1|DNOV, LOC115762712|XP_030560897.1|DNOV	LOC27207902|XP_016032190.1|DSIM
OG0010163	LOC115762667|XP_030560840.1|DNOV	LOC6738937|XP_002085732.1|DSIM
OG0010164	LOC115769875|XP_030570737.1|DNOV	LOC6737616|XP_002084448.1|DSIM
OG0010165	LOC115769473|XP_030570151.1|DNOV	LOC6737003|XP_002083850.1|DSIM
OG0010166	LOC115769714|XP_030570503.1|DNOV	LOC6737459|XP_002084295.2|DSIM
OG0010167	LOC115769477|XP_030570155.1|DNOV, LOC115769478|XP_030570156.1|DNOV	LOC6737445|XP_002084281.1|DSIM
OG0010168	LOC115770182|XP_030571203.1|DNOV	LOC27206650|XP_016032968.1|DSIM
OG0010169	LOC115769024|XP_030569594.1|DNOV	LOC27206235|XP_039149508.1|DSIM
OG0010170	LOC115768136|XP_030568494.1|DNOV	LOC27206783|XP_016032421.1|DSIM
OG0010171	LOC115768081|XP_030568411.1|DNOV	LOC27206211|XP_016032420.1|DSIM
OG0010172	LOC115769444|XP_030570118.1|DNOV	LOC27206762|XP_016031976.1|DSIM
OG0010173	LOC115766278|XP_030566045.1|DNOV	LOC6734222|XP_002081251.1|DSIM
OG0010174	LOC115772073|XP_030573888.1|DNOV	LOC6735618|XP_002082538.1|DSIM
OG0010175	LOC115762544|XP_030560681.1|DNOV	LOC6735642|XP_002082560.1|DSIM
OG0010176	LOC115761196|XP_030558739.1|DNOV	LOC27206601|XP_016029003.1|DSIM
OG0010177	LOC115760939|XP_030558379.1|DNOV	LOC6733390|XP_016026314.1|DSIM
OG0010178	LOC115761059|XP_030558536.1|DNOV	LOC6734772|XP_002081775.2|DSIM
OG0010179	LOC115769253|XP_030569827.1|DNOV	LOC6738735|XP_002085535.1|DSIM
OG0010180	LOC115771587|XP_030573210.1|DNOV	LOC6738635|XP_002085437.1|DSIM
OG0010181	LOC115769377|XP_030570028.1|DNOV	LOC6739091|XP_002085884.2|DSIM
OG0010182	LOC115762226|XP_030560221.1|DNOV	LOC120284339|XP_039147330.1|DSIM
OG0010183	LOC115762294|XP_030560320.1|DNOV	LOC6735448|XP_002082388.1|DSIM
OG0010184	LOC115763158|XP_030561473.1|DNOV	LOC27206678|XP_016027596.1|DSIM
OG0010185	LOC115763176|XP_030561495.1|DNOV	LOC6734471|XP_016027597.1|DSIM
OG0010186	LOC115770407|XP_030571526.1|DNOV	LOC6738075|XP_002084889.1|DSIM
OG0010187	LOC115762403|XP_030560451.1|DNOV	LOC6733926|XP_002080970.2|DSIM
OG0010188	LOC115762516|XP_030560629.1|DNOV	LOC6734756|XP_016027963.1|DSIM
OG0010189	LOC115762268|XP_030560288.1|DNOV	LOC6734212|XP_016027253.1|DSIM
OG0010190	LOC115762264|XP_030560285.1|DNOV	LOC6733974|XP_002081018.1|DSIM
OG0010191	LOC115762237|XP_030560239.1|DNOV	LOC6733950|XP_002080994.1|DSIM
OG0010192	LOC115761005|XP_030558476.1|DNOV	LOC27207766|XP_016028365.1|DSIM
OG0010193	LOC115762424|XP_030560480.1|DNOV	LOC6733379|XP_002080436.1|DSIM
OG0010194	LOC115769683|XP_030570466.1|DNOV	LOC6737661|XP_002084493.1|DSIM
OG0010195	LOC115769674|XP_030570453.1|DNOV	LOC6737658|XP_002084490.2|DSIM
OG0010196	LOC115760575|XP_030557852.1|DNOV	LOC6736102|XP_002083003.1|DSIM
OG0010197	LOC115760646|XP_030557968.1|DNOV	LOC27206618|XP_016027298.1|DSIM
OG0010198	LOC115760882|XP_030558308.1|DNOV	LOC6734925|XP_016028201.1|DSIM
OG0010199	LOC115771140|XP_030572574.1|DNOV	LOC6735494|XP_016028832.1|DSIM
OG0010200	LOC115758033|XP_030554402.1|DNOV	LOC6734876|XP_002081877.3|DSIM
OG0010201	LOC115758059|XP_030554433.1|DNOV	LOC6736065|XP_002082966.1|DSIM
OG0010202	LOC115758400|XP_030554906.1|DNOV	LOC6735366|XP_002082313.1|DSIM
OG0010203	LOC115760739|XP_030558076.1|DNOV	LOC6735572|XP_016028934.1|DSIM
OG0010204	LOC115762399|XP_030560448.1|DNOV	LOC6734575|XP_016027694.1|DSIM
OG0010205	LOC115762886|XP_030561124.1|DNOV	LOC6735672|XP_002082590.2|DSIM
OG0010206	LOC115762670|XP_030560848.1|DNOV	LOC6735670|XP_002082588.1|DSIM
OG0010207	LOC115758219|XP_030554628.1|DNOV	LOC6734517|XP_002081526.1|DSIM
OG0010208	LOC115758307|XP_030554735.1|DNOV	LOC6733765|XP_016026722.1|DSIM
OG0010209	LOC115758306|XP_030554734.1|DNOV	LOC6733766|XP_002080810.1|DSIM
OG0010210	LOC115758281|XP_030554703.1|DNOV	LOC6739379|XP_016026974.1|DSIM
OG0010211	LOC115758165|XP_030554566.1|DNOV, LOC115757802|XP_030554080.1|DNOV	LOC27208020|XP_016028091.1|DSIM
OG0010212	LOC115758895|XP_030555555.1|DNOV	LOC6735650|XP_016029006.1|DSIM
OG0010213	LOC115760269|XP_030557403.1|DNOV	LOC6739482|XP_002076379.1|DSIM
OG0010214	LOC115771355|XP_030572892.1|DNOV	LOC6735656|XP_016029012.1|DSIM
OG0010215	LOC115767478|XP_030567642.1|DNOV	LOC27206605|XP_016028652.1|DSIM
OG0010216	LOC115766611|XP_030566460.1|DNOV	LOC6734108|XP_002081141.1|DSIM
OG0010217	LOC115766598|XP_030566445.1|DNOV	LOC6735845|XP_039147903.1|DSIM
OG0010218	LOC115766591|XP_030566437.1|DNOV	LOC6735840|XP_002082750.1|DSIM
OG0010219	LOC115766595|XP_030566442.1|DNOV	LOC6735825|XP_002082735.1|DSIM
OG0010220	LOC115764495|XP_030563443.1|DNOV	LOC6734831|XP_002081833.1|DSIM
OG0010221	LOC115764468|XP_030563370.1|DNOV	LOC6734833|XP_002081835.1|DSIM
OG0010222	LOC115764509|XP_030563464.1|DNOV	LOC27206170|XP_016027521.1|DSIM
OG0010223	LOC115764458|XP_030563355.1|DNOV	LOC27209419|XP_016027530.1|DSIM
OG0010224	LOC115758035|XP_030554406.1|DNOV	LOC6734075|XP_002081110.1|DSIM
OG0010225	LOC115763830|XP_030562442.1|DNOV	LOC6728416|XP_002103762.2|DSIM
OG0010226	LOC115761737|XP_030559483.1|DNOV	LOC6727078|XP_039150955.1|DSIM
OG0010227	LOC115763671|XP_030562201.1|DNOV	LOC27208933|XP_016033260.1|DSIM
OG0010228	LOC115770717|XP_030571977.1|DNOV	LOC6727366|XP_002102751.1|DSIM
OG0010229	LOC115759589|XP_030556418.1|DNOV	LOC6727476|XP_002102856.1|DSIM
OG0010230	LOC115759607|XP_030556438.1|DNOV	LOC6727472|XP_002102852.1|DSIM
OG0010231	LOC115761409|XP_030559029.1|DNOV	LOC6730211|XP_002105494.1|DSIM
OG0010232	LOC115761231|XP_030558783.1|DNOV	LOC27208585|XP_016034882.1|DSIM
OG0010233	LOC115761185|XP_030558708.1|DNOV	LOC6729105|XP_002104426.1|DSIM
OG0010234	LOC115764046|XP_030562746.1|DNOV	LOC27208355|XP_016034781.2|DSIM
OG0010235	LOC115765014|XP_030564227.1|DNOV	LOC6730082|XP_002105375.1|DSIM
OG0010236	LOC115765062|XP_030564296.1|DNOV	LOC6730129|XP_002105420.2|DSIM
OG0010237	LOC115772081|XP_030573894.1|DNOV	LOC6730388|XP_016037181.1|DSIM
OG0010238	LOC115763866|XP_030562502.1|DNOV	LOC6729661|XP_002104967.1|DSIM
OG0010239	LOC115761417|XP_030559033.1|DNOV	LOC6739756|XP_002076649.1|DSIM
OG0010240	LOC115761789|XP_030559583.1|DNOV	LOC6732277|XP_002079406.1|DSIM
OG0010241	LOC115761446|XP_030559073.1|DNOV	LOC27208967|XP_016034957.1|DSIM
OG0010242	LOC115771688|XP_030573365.1|DNOV	LOC27208118|XP_039151077.1|DSIM
OG0010243	LOC115771664|XP_030573338.1|DNOV	LOC6730341|XP_002105623.1|DSIM
OG0010244	LOC115761456|XP_030559082.1|DNOV	LOC6727741|XP_002103103.1|DSIM
OG0010245	LOC115759530|XP_030556340.1|DNOV	LOC6727671|XP_002103039.1|DSIM
OG0010246	LOC115761497|XP_030559125.1|DNOV	LOC6728207|XP_002103556.1|DSIM
OG0010247	LOC115761679|XP_030559395.1|DNOV	LOC27206434|XP_016035899.1|DSIM
OG0010248	LOC115771601|XP_030573219.1|DNOV	LOC6727714|XP_016034289.1|DSIM
OG0010249	LOC115766157|XP_030565857.1|DNOV	LOC6728480|XP_002103825.1|DSIM
OG0010250	LOC115761305|XP_030558892.1|DNOV	LOC6728287|XP_002103636.1|DSIM
OG0010251	LOC115757736|XP_030553981.1|DNOV, LOC115757735|XP_030553980.1|DNOV	LOC6727297|XP_002102684.1|DSIM
OG0010253	LOC115760560|XP_030557825.1|DNOV	LOC6735902|XP_002082812.1|DSIM
OG0010254	LOC115760949|XP_030558394.1|DNOV	LOC6735882|XP_039147246.1|DSIM
OG0010256	LOC115761293|XP_030558880.1|DNOV	LOC6729239|XP_002104560.1|DSIM
OG0010258	LOC115769350|XP_030569984.1|DNOV	LOC27206294|XP_016031552.1|DSIM
OG0010259	LOC115770383|XP_030571491.1|DNOV	LOC6737556|XP_016031345.1|DSIM
OG0010260	LOC115763116|XP_030561420.1|DNOV	LOC6731569|XP_016024235.1|DSIM
OG0010267	LOC115769716|XP_030570505.1|DNOV	LOC6736452|XP_016029995.1|DSIM
OG0010272	LOC115758085|XP_030554459.1|DNOV	LOC6734350|XP_002081371.1|DSIM
OG0010275	LOC115764012|XP_030562699.1|DNOV	LOC6726918|XP_002102320.1|DSIM
OG0010276	LOC115767181|XP_030567230.1|DNOV	LOC6725527|XP_016038670.1|DSIM
OG0010279	LOC115761566|XP_030559214.1|DNOV	LOC6729495|XP_016036169.1|DSIM
OG0010280	LOC115771359|XP_030572902.1|DNOV	LOC6725454|XP_002106470.1|DSIM
OG0010282	LOC115761655|XP_030559357.1|DNOV	LOC27208672|XP_016036564.2|DSIM
OG0010283	LOC115770704|XP_030571959.1|DNOV	LOC6727889|XP_002103244.1|DSIM
OG0010284	LOC115772006|XP_030573798.1|DNOV	LOC6729823|XP_002105126.2|DSIM
OG0010285	LOC115761202|XP_030558747.1|DNOV	LOC6729164|XP_002104485.1|DSIM
OG0010286	LOC115765068|XP_030564303.1|DNOV	LOC27206491|XP_016036849.1|DSIM
OG0010288	LOC115759479|XP_030556272.1|DNOV	LOC27209119|XP_016034114.1|DSIM
OG0010289	LOC115764146|XP_030562882.1|DNOV	LOC27206487|XP_016036451.2|DSIM
OG0010290	LOC115762011|XP_030559940.1|DNOV	LOC6729437|XP_002104748.1|DSIM
OG0010292	LOC115757711|XP_030553929.1|DNOV	LOC27207011|XP_016036733.1|DSIM
OG0010293	LOC115760022|XP_030557044.1|DNOV	LOC6730700|XP_002077870.1|DSIM
OG0010294	LOC115763093|XP_030561391.1|DNOV	LOC6733068|XP_016025771.1|DSIM
OG0010295	LOC115758578|XP_030555154.1|DNOV	LOC6731094|XP_002078252.1|DSIM
OG0010296	LOC115764337|XP_030563155.1|DNOV	LOC6733487|XP_002080544.2|DSIM
OG0010297	LOC115762056|XP_030560002.1|DNOV	LOC27207513|XP_016026645.1|DSIM
OG0010298	LOC115764059|XP_030562769.1|DNOV	LOC6735030|XP_002082011.1|DSIM
OG0010299	LOC115762301|XP_030560328.1|DNOV	LOC6733455|XP_039148867.1|DSIM
OG0010300	LOC115762344|XP_030560370.1|DNOV	LOC6733947|XP_002080991.1|DSIM
OG0010301	LOC115763840|XP_030562460.1|DNOV	LOC6726979|XP_002102380.1|DSIM
OG0010302	LOC115764574|XP_030563572.1|DNOV	LOC27206789|XP_016027391.1|DSIM
OG0010303	LOC115764830|XP_030563942.1|DNOV	LOC6735974|XP_002082883.1|DSIM
OG0010304	LOC115767197|XP_030567247.1|DNOV	LOC6726203|XP_002107178.2|DSIM
OG0010305	LOC115766380|XP_030566144.1|DNOV	LOC6726169|XP_016039697.2|DSIM
OG0010306	LOC115767191|XP_030567242.1|DNOV	LOC6726175|XP_002107151.1|DSIM
OG0010307	LOC115768686|XP_030569232.1|DNOV	LOC6725227|XP_002106249.1|DSIM
OG0010308	LOC115771342|XP_030572873.1|DNOV	LOC27208227|XP_016038542.1|DSIM
OG0010310	LOC115768448|XP_030568867.1|DNOV	LOC6739910|XP_002076799.2|DSIM
OG0010311	LOC115766440|XP_030566229.1|DNOV	LOC6726442|XP_002107399.2|DSIM
OG0010312	LOC115766357|XP_030566117.1|DNOV	LOC6726428|XP_002107385.1|DSIM
