Orthogroup	DNOV.longest_only	DSER.longest_only
OG0008123	LOC115768516|XP_030568962.1|DNOV	LOC110179432|XP_020802624.1|DSER
OG0008124	LOC115766859|XP_030566778.1|DNOV	LOC110179546|XP_020802784.1|DSER
OG0008125	LOC115768018|XP_030568291.1|DNOV	LOC110181849|XP_020805416.1|DSER
OG0008126	LOC115768918|XP_030569510.1|DNOV	LOC110178853|XP_020801772.1|DSER
OG0008127	LOC115768007|XP_030568276.1|DNOV	LOC110187152|XP_020812228.1|DSER
OG0008128	LOC115767994|XP_030568256.1|DNOV	LOC110187096|XP_020812159.1|DSER
OG0008129	LOC115768362|XP_030568790.1|DNOV	LOC110179457|XP_020802672.1|DSER
OG0008130	LOC115766455|XP_030566247.1|DNOV	LOC110184125|XP_020808190.1|DSER
OG0008131	LOC115767230|XP_030567289.1|DNOV	LOC110180435|XP_020803765.1|DSER
OG0008132	LOC115770600|XP_030571797.1|DNOV	LOC110186171|XP_020810884.1|DSER
OG0008133	LOC115767574|XP_030567720.1|DNOV	LOC110180326|XP_020803642.1|DSER
OG0008134	LOC115766368|XP_030566127.1|DNOV	LOC110179422|XP_020802609.1|DSER
OG0008135	LOC115759559|XP_030556385.1|DNOV	LOC110188224|XP_020813530.1|DSER
OG0008136	LOC115768556|XP_030569025.1|DNOV	LOC110179151|XP_020802199.1|DSER
OG0008137	LOC115767790|XP_030567982.1|DNOV	LOC110183256|XP_020807140.1|DSER
OG0008138	LOC115762663|XP_030560831.1|DNOV	LOC110190655|XP_020816914.1|DSER
OG0008139	LOC115765177|XP_030564457.1|DNOV	LOC110191322|XP_020817809.1|DSER
OG0008140	LOC115768036|XP_030568318.1|DNOV	LOC110181658|XP_020805123.1|DSER
OG0008141	LOC115771366|XP_030572910.1|DNOV	LOC110176035|XP_020797906.1|DSER
OG0008142	LOC115768156|XP_030568511.1|DNOV	LOC110180109|XP_020803402.1|DSER
OG0008143	LOC115763306|XP_030561660.1|DNOV	LOC110184388|XP_020808553.1|DSER
OG0008144	LOC115762478|XP_030560562.1|DNOV	LOC110182269|XP_020805949.1|DSER
OG0008145	LOC115768584|XP_030569089.1|DNOV	LOC110178202|XP_020800896.1|DSER
OG0008146	LOC115767235|XP_030567296.1|DNOV	LOC110183514|XP_020807459.1|DSER
OG0008147	LOC115767205|XP_030567257.1|DNOV	LOC110183533|XP_020807489.1|DSER
OG0008148	LOC115768736|XP_030569279.1|DNOV	LOC110182062|XP_020805683.1|DSER
OG0008149	LOC115766857|XP_030566773.1|DNOV	LOC110182456|XP_020806150.1|DSER
OG0008150	LOC115768314|XP_030568723.1|DNOV	LOC110181564|XP_020805012.1|DSER
OG0008151	LOC115768172|XP_030568530.1|DNOV	LOC110182084|XP_020805723.1|DSER
OG0008152	LOC115767279|XP_030567371.1|DNOV	LOC110180407|XP_020803720.1|DSER
OG0008153	LOC115760930|XP_030558364.1|DNOV	LOC110176297|XP_020798280.1|DSER
OG0008154	LOC115770475|XP_030571619.1|DNOV	LOC110176249|XP_020798212.1|DSER
OG0008155	LOC115766305|XP_030566046.1|DNOV	LOC110178912|XP_020801850.1|DSER
OG0008156	LOC115772059|XP_030573863.1|DNOV	LOC110186582|XP_020811454.1|DSER
OG0008157	LOC115761956|XP_030559854.1|DNOV	LOC110189873|XP_020815776.1|DSER
OG0008158	LOC115765125|XP_030564381.1|DNOV	LOC110181647|XP_020805120.1|DSER
OG0008159	LOC115766402|XP_030566183.1|DNOV	LOC110185238|XP_020809633.1|DSER
OG0008160	LOC115758079|XP_030554456.1|DNOV	LOC110176395|XP_020798391.1|DSER
OG0008161	LOC115766298|XP_030566033.1|DNOV	LOC110179516|XP_020802752.1|DSER
OG0008162	LOC115766485|XP_030566306.1|DNOV	LOC110181578|XP_020805030.1|DSER
OG0008163	LOC115769693|XP_030570476.1|DNOV	LOC110190824|XP_020817139.1|DSER
OG0008164	LOC115767603|XP_030567756.1|DNOV	LOC110180337|XP_020803655.1|DSER
OG0008165	LOC115766863|XP_030566782.1|DNOV	LOC110179440|XP_020802644.1|DSER
OG0008166	LOC115766898|XP_030566834.1|DNOV	LOC110182527|XP_020806235.1|DSER
OG0008167	LOC115768591|XP_030569100.1|DNOV	LOC110179544|XP_020802783.1|DSER
OG0008168	LOC115768597|XP_030569107.1|DNOV	LOC110179475|XP_020802707.1|DSER
OG0008169	LOC115767113|XP_030567127.1|DNOV	LOC110179468|XP_020802697.1|DSER
OG0008170	LOC115757964|XP_030554304.1|DNOV	LOC110189375|XP_020815082.1|DSER
OG0008171	LOC115766375|XP_030566134.1|DNOV	LOC110184336|XP_020808491.1|DSER
OG0008172	LOC115765679|XP_030565198.1|DNOV	LOC110190287|XP_020816327.1|DSER
OG0008173	LOC115758879|XP_030555533.1|DNOV	LOC110182732|XP_020806491.1|DSER
OG0008174	LOC115757809|XP_030554092.1|DNOV	LOC110189724|XP_020815574.1|DSER
OG0008175	LOC115767207|XP_030567259.1|DNOV	LOC110184302|XP_020808450.1|DSER
OG0008176	LOC115767544|XP_030567686.1|DNOV	LOC110182574|XP_020806282.1|DSER
OG0008177	LOC115767601|XP_030567754.1|DNOV	LOC110187027|XP_020812051.1|DSER
OG0008178	LOC115768999|XP_030569569.1|DNOV	LOC110181507|XP_020804935.1|DSER
OG0008179	LOC115769008|XP_030569578.1|DNOV	LOC110175970|XP_020797823.1|DSER
OG0008180	LOC115767072|XP_030567073.1|DNOV	LOC110179446|XP_020802653.1|DSER
OG0008181	LOC115767073|XP_030567074.1|DNOV	LOC110179447|XP_020802654.1|DSER
OG0008182	LOC115764501|XP_030563450.1|DNOV	LOC110178405|XP_020801205.1|DSER
OG0008183	LOC115757954|XP_030554289.1|DNOV	LOC110190958|XP_020817308.1|DSER
OG0008184	LOC115763174|XP_030561487.1|DNOV	LOC110183350|XP_020807264.1|DSER
OG0008185	LOC115771897|XP_030573642.1|DNOV	LOC110176490|XP_020798523.1|DSER
OG0008186	LOC115761387|XP_030559003.1|DNOV	LOC110179719|XP_020802998.1|DSER
OG0008187	LOC115761406|XP_030559027.1|DNOV	LOC110179801|XP_020803069.1|DSER
OG0008188	LOC115759694|XP_030556552.1|DNOV	LOC110183026|XP_020806872.1|DSER
OG0008189	LOC115763482|XP_030561927.1|DNOV	LOC110185893|XP_020810563.1|DSER
OG0008190	LOC115769471|XP_030570148.1|DNOV	LOC110187324|XP_020812374.1|DSER
OG0008191	LOC115764392|XP_030563230.1|DNOV	LOC110179434|XP_020802630.1|DSER
OG0008192	LOC115768996|XP_030569564.1|DNOV	LOC110180116|XP_020803414.1|DSER
OG0008193	LOC115765260|XP_030564599.1|DNOV	LOC110175925|XP_020797762.1|DSER
OG0008194	LOC115758352|XP_030554795.1|DNOV	LOC110185781|XP_020810443.1|DSER
OG0008195	LOC115758050|XP_030554424.1|DNOV	LOC110189331|XP_020815033.1|DSER
OG0008196	LOC115771050|XP_030572461.1|DNOV	LOC110177280|XP_020799592.1|DSER
OG0008197	LOC115770433|XP_030571563.1|DNOV	LOC110190277|XP_020816310.1|DSER
OG0008198	LOC115767057|XP_030567053.1|DNOV	LOC110179608|XP_020802864.1|DSER
OG0008199	LOC115767182|XP_030567232.1|DNOV	LOC110184294|XP_020808440.1|DSER
OG0008200	LOC115772035|XP_030573832.1|DNOV	LOC110189619|XP_020815417.1|DSER
OG0008201	LOC115766295|XP_030566034.1|DNOV	LOC110178911|XP_020801849.1|DSER
OG0008202	LOC115771540|XP_030573137.1|DNOV	LOC110179027|XP_020802035.1|DSER
OG0008203	LOC115762798|XP_030561014.1|DNOV	LOC110177558|XP_020799990.1|DSER
OG0008204	LOC115766882|XP_030566812.1|DNOV	LOC110182838|XP_020806630.1|DSER
OG0008205	LOC115767811|XP_030568003.1|DNOV	LOC110183223|XP_020807096.1|DSER
OG0008206	LOC115771560|XP_030573169.1|DNOV	LOC110189995|XP_020815952.1|DSER
OG0008207	LOC115770303|XP_030571398.1|DNOV	LOC110176710|XP_020798809.1|DSER
OG0008208	LOC115767451|XP_030567609.1|DNOV	LOC110176331|XP_020798309.1|DSER
OG0008209	LOC115767707|XP_030567860.1|DNOV	LOC110177588|XP_020800031.1|DSER
OG0008210	LOC115764445|XP_030563315.1|DNOV	LOC110190045|XP_020816011.1|DSER
OG0008211	LOC115763561|XP_030562041.1|DNOV	LOC110187298|XP_020812346.1|DSER
OG0008212	LOC115771520|XP_030573114.1|DNOV	LOC110190226|XP_020816245.1|DSER
OG0008213	LOC115771358|XP_030572900.1|DNOV	LOC110179662|XP_020802932.1|DSER
OG0008214	LOC115770361|XP_030571465.1|DNOV	LOC110190699|XP_020816969.1|DSER
OG0008215	LOC115767216|XP_030567270.1|DNOV	LOC110175959|XP_020797807.1|DSER
OG0008216	LOC115770404|XP_030571522.1|DNOV	LOC110178578|XP_020801415.1|DSER
OG0008217	LOC115769009|XP_030569579.1|DNOV	LOC110176051|XP_020797924.1|DSER
OG0008218	LOC115767501|XP_030567671.1|DNOV	LOC110176340|XP_020798321.1|DSER
OG0008219	LOC115768697|XP_030569242.1|DNOV	LOC110182107|XP_020805772.1|DSER
OG0008220	LOC115768872|XP_030569438.1|DNOV	LOC110181513|XP_020804946.1|DSER
OG0008221	LOC115767712|XP_030567868.1|DNOV	LOC110178104|XP_020800773.1|DSER
OG0008222	LOC115771405|XP_030572963.1|DNOV	LOC110190424|XP_020816561.1|DSER
OG0008224	LOC115770496|XP_030571649.1|DNOV	LOC110176700|XP_020798794.1|DSER
OG0008225	LOC115771363|XP_030572904.1|DNOV	LOC110187142|XP_020812215.1|DSER
OG0008226	LOC115771336|XP_030572863.1|DNOV	LOC110182462|XP_020806158.1|DSER
OG0008227	LOC115761725|XP_030559466.1|DNOV	LOC110186361|XP_020811169.1|DSER
OG0008228	LOC115764887|XP_030564029.1|DNOV	LOC110189010|XP_020814622.1|DSER
OG0008229	LOC115761828|XP_030559630.1|DNOV	LOC110186205|XP_020810927.1|DSER
OG0008230	LOC115765740|XP_030565264.1|DNOV	LOC110190304|XP_020816351.1|DSER
OG0008232	LOC115767146|XP_030567175.1|DNOV	LOC110177552|XP_020799983.1|DSER
OG0008233	LOC115758739|XP_030555349.1|DNOV	LOC110181383|XP_020804773.1|DSER, LOC110178703|XP_020801562.1|DSER
OG0008234	LOC115760545|XP_030557793.1|DNOV	LOC110184101|XP_020808151.1|DSER
OG0008235	LOC115768622|XP_030569140.1|DNOV	LOC110181901|XP_020805491.1|DSER
OG0008236	LOC115760623|XP_030557933.1|DNOV	LOC110188343|XP_020813710.1|DSER, LOC110189358|XP_020815059.1|DSER
OG0008237	LOC115765195|XP_030564520.1|DNOV	LOC110188683|XP_020814185.1|DSER
OG0008238	LOC115765832|XP_030565416.1|DNOV	LOC110178728|XP_020801608.1|DSER
OG0008239	LOC115770463|XP_030571599.1|DNOV	LOC110190232|XP_020816252.1|DSER
OG0008240	LOC115760774|XP_030558122.1|DNOV	LOC110189469|XP_020815206.1|DSER
OG0008243	LOC115762049|XP_030559987.1|DNOV	LOC110178473|XP_020801274.1|DSER
OG0008244	LOC115761522|XP_030559153.1|DNOV	LOC110191020|XP_020817395.1|DSER
OG0008245	LOC115766556|XP_030566395.1|DNOV	LOC110178251|XP_020800965.1|DSER
OG0008246	LOC115757805|XP_030554082.1|DNOV	LOC110180066|XP_020803351.1|DSER
OG0008247	LOC115771816|XP_030573555.1|DNOV, LOC115771815|XP_030573554.1|DNOV, LOC115771814|XP_030573553.1|DNOV	LOC110190913|XP_020817233.1|DSER
OG0008248	LOC115761312|XP_030558903.1|DNOV	LOC110186509|XP_020811363.1|DSER
OG0008249	LOC115758551|XP_030555108.1|DNOV, LOC115759549|XP_030556367.1|DNOV	LOC110186617|XP_020811511.1|DSER
OG0008250	LOC115761111|XP_030558600.1|DNOV	LOC110189442|XP_020815171.1|DSER
OG0008251	LOC115762284|XP_030560308.1|DNOV	LOC110189361|XP_020815062.1|DSER, LOC110189360|XP_020815061.1|DSER, LOC110189764|XP_020815643.1|DSER
OG0008252	LOC115765015|XP_030564228.1|DNOV, LOC115762404|XP_030560452.1|DNOV	LOC110188978|XP_020814586.1|DSER
OG0008253	LOC115771884|XP_030573632.1|DNOV	LOC110176173|XP_020798076.1|DSER
OG0008254	LOC115769942|XP_030570846.1|DNOV	LOC110183667|XP_020807660.1|DSER
OG0008255	LOC115771377|XP_030572922.1|DNOV	LOC110190237|XP_020816256.1|DSER
OG0008257	LOC115768459|XP_030568887.1|DNOV	LOC110184607|XP_020808859.1|DSER
OG0008258	LOC115765548|XP_030565038.1|DNOV	LOC110184917|XP_020809221.1|DSER, LOC110178019|XP_020800693.1|DSER
OG0008259	LOC115763470|XP_030561913.1|DNOV	LOC110179163|XP_020802216.1|DSER
OG0008260	LOC115769590|XP_030570325.1|DNOV, LOC115769656|XP_030570428.1|DNOV	LOC110188864|XP_020814433.1|DSER
OG0008261	LOC115761099|XP_030558585.1|DNOV	LOC110177921|XP_020800560.1|DSER
OG0008262	LOC115762484|XP_030560582.1|DNOV	LOC110189696|XP_020815530.1|DSER
OG0008264	LOC115757872|XP_030554171.1|DNOV, LOC115758153|XP_030554547.1|DNOV	LOC110182916|XP_020806736.1|DSER
OG0008265	LOC115764963|XP_030564148.1|DNOV, LOC115764974|XP_030564159.1|DNOV	LOC110186833|XP_020811781.1|DSER, LOC110186786|XP_020811720.1|DSER
OG0008266	LOC115761805|XP_030559610.1|DNOV	LOC110188111|XP_020813342.1|DSER
OG0008267	LOC115761252|XP_030558822.1|DNOV	LOC110191263|XP_020817713.1|DSER
OG0008268	LOC115768538|XP_030568998.1|DNOV	LOC110187420|XP_020812468.1|DSER
OG0008269	LOC115758972|XP_030555635.1|DNOV	LOC110176826|XP_020798936.1|DSER
OG0008270	LOC115767841|XP_030568049.1|DNOV	LOC110179110|XP_020802159.1|DSER
OG0008271	LOC115770066|XP_030571022.1|DNOV	LOC110185300|XP_020809710.1|DSER
OG0008272	LOC115768583|XP_030569088.1|DNOV	LOC110183051|XP_020806894.1|DSER
OG0008273	LOC115764806|XP_030563913.1|DNOV	LOC110186448|XP_020811291.1|DSER
OG0008274	LOC115765090|XP_030564333.1|DNOV	LOC110187147|XP_020812220.1|DSER
OG0008275	LOC115767600|XP_030567753.1|DNOV	LOC110182573|XP_020806279.1|DSER
OG0008276	LOC115769066|XP_030569640.1|DNOV	LOC110187097|XP_020812160.1|DSER
OG0008277	LOC115766333|XP_030566084.1|DNOV	LOC110182220|XP_020805905.1|DSER
OG0008278	LOC115763108|XP_030561412.1|DNOV	LOC110183360|XP_020807281.1|DSER
OG0008279	LOC115766275|XP_030566000.1|DNOV	LOC110181927|XP_020805521.1|DSER
OG0008280	LOC115767249|XP_030567315.1|DNOV	LOC110181704|XP_020805207.1|DSER
OG0008281	LOC115766276|XP_030566003.1|DNOV	LOC110181718|XP_020805231.1|DSER
OG0008282	LOC115769085|XP_030569657.1|DNOV	LOC110182482|XP_020806188.1|DSER
OG0008283	LOC115767229|XP_030567286.1|DNOV	LOC110181612|XP_020805073.1|DSER
OG0008284	LOC115766767|XP_030566624.1|DNOV	LOC110185411|XP_020809877.1|DSER
OG0008285	LOC115765393|XP_030564782.1|DNOV	LOC110179061|XP_020802082.1|DSER
OG0008286	LOC115768847|XP_030569406.1|DNOV	LOC110179504|XP_020802739.1|DSER
OG0008287	LOC115767871|XP_030568091.1|DNOV	LOC110179083|XP_020802128.1|DSER
OG0008288	LOC115761985|XP_030559892.1|DNOV	LOC110188702|XP_020814168.1|DSER
OG0008289	LOC115771691|XP_030573367.1|DNOV	LOC110188063|XP_020813272.1|DSER
OG0008290	LOC115764412|XP_030563270.1|DNOV	LOC110180291|XP_020803607.1|DSER
OG0008291	LOC115768602|XP_030569115.1|DNOV	LOC110184282|XP_020808422.1|DSER
OG0008292	LOC115765089|XP_030564332.1|DNOV	LOC110187101|XP_020812166.1|DSER
OG0008293	LOC115766023|XP_030565654.1|DNOV	LOC110186824|XP_020811770.1|DSER
OG0008294	LOC115761367|XP_030558976.1|DNOV	LOC110191342|XP_020817846.1|DSER
OG0008295	LOC115765119|XP_030564372.1|DNOV	LOC110180625|XP_020803970.1|DSER
OG0008296	LOC115765176|XP_030564456.1|DNOV	LOC110184246|XP_020808361.1|DSER
OG0008297	LOC115767855|XP_030568071.1|DNOV	LOC110179085|XP_020802129.1|DSER
OG0008298	LOC115768236|XP_030568621.1|DNOV	LOC110184130|XP_020808197.1|DSER
OG0008299	LOC115771784|XP_030573506.1|DNOV	LOC110186576|XP_020811447.1|DSER
OG0008300	LOC115766389|XP_030566157.1|DNOV	LOC110179749|XP_020803025.1|DSER
OG0008301	LOC115759642|XP_030556491.1|DNOV	LOC110188654|XP_020814091.1|DSER
OG0008302	LOC115767244|XP_030567305.1|DNOV	LOC110184387|XP_020808552.1|DSER
OG0008303	LOC115768383|XP_030568816.1|DNOV	LOC110181799|XP_020805340.1|DSER
OG0008304	LOC115771335|XP_030572861.1|DNOV	LOC110182649|XP_020806375.1|DSER
OG0008305	LOC115766331|XP_030566081.1|DNOV	LOC110179577|XP_020802826.1|DSER
OG0008306	LOC115765352|XP_030564726.1|DNOV	LOC110184380|XP_020808543.1|DSER
OG0008307	LOC115764640|XP_030563668.1|DNOV	LOC110189200|XP_020814833.1|DSER
OG0008309	LOC115763389|XP_030561789.1|DNOV	LOC110185844|XP_020810511.1|DSER
OG0008310	LOC115771434|XP_030573000.1|DNOV	LOC110185246|XP_020809640.1|DSER
OG0008312	LOC115759477|XP_030556271.1|DNOV	LOC110186254|XP_020810995.1|DSER
OG0008313	LOC115764350|XP_030563168.1|DNOV	LOC110179387|XP_020802571.1|DSER
OG0008314	LOC115758005|XP_030554362.1|DNOV	LOC110189237|XP_020814879.1|DSER
OG0008315	LOC115769575|XP_030570299.1|DNOV	LOC110176183|XP_020798092.1|DSER, LOC110182019|XP_020805609.1|DSER
OG0008317	LOC115772101|XP_030573923.1|DNOV	LOC110187785|XP_020812915.1|DSER
OG0008318	LOC115765121|XP_030564376.1|DNOV	LOC110184257|XP_020808380.1|DSER
OG0008319	LOC115761131|XP_030558651.1|DNOV	LOC110177905|XP_020800534.1|DSER
OG0008320	LOC115765209|XP_030564509.1|DNOV	LOC110179472|XP_020802701.1|DSER
OG0008321	LOC115759586|XP_030556415.1|DNOV	LOC110191888|XP_020818532.1|DSER
OG0008322	LOC115763956|XP_030562606.1|DNOV	LOC110183398|XP_020807327.1|DSER
OG0008323	LOC115764933|XP_030564103.1|DNOV	LOC110191047|XP_020817430.1|DSER
OG0008324	LOC115769054|XP_030569627.1|DNOV	LOC110183047|XP_020806890.1|DSER
OG0008325	LOC115765198|XP_030564494.1|DNOV	LOC110184337|XP_020808493.1|DSER
OG0008326	LOC115765004|XP_030564211.1|DNOV	LOC110190972|XP_020817322.1|DSER
OG0008328	LOC115767583|XP_030567729.1|DNOV	LOC110182011|XP_020805602.1|DSER
OG0008330	LOC115761041|XP_030558516.1|DNOV	LOC110178726|XP_020801609.1|DSER
OG0008331	LOC115769391|XP_030570046.1|DNOV	LOC110190552|XP_020816766.1|DSER
OG0008332	LOC115769754|XP_030570558.1|DNOV	LOC110190293|XP_020816336.1|DSER
OG0008333	LOC115769380|XP_030570035.1|DNOV	LOC110190508|XP_020816688.1|DSER
OG0008334	LOC115769378|XP_030570030.1|DNOV	LOC110190601|XP_020816853.1|DSER
OG0008335	LOC115770522|XP_030571680.1|DNOV	LOC110185292|XP_020809700.1|DSER
OG0008336	LOC115769834|XP_030570667.1|DNOV	LOC110190369|XP_020816440.1|DSER
OG0008337	LOC115760846|XP_030558252.1|DNOV	LOC110189004|XP_020814615.1|DSER
OG0008338	LOC115769345|XP_030569972.1|DNOV	LOC110178989|XP_020801963.1|DSER
OG0008339	LOC115767263|XP_030567347.1|DNOV	LOC110184423|XP_020808617.1|DSER
OG0008340	LOC115761098|XP_030558584.1|DNOV	LOC110177918|XP_020800555.1|DSER
OG0008341	LOC115762917|XP_030561157.1|DNOV	LOC110178596|XP_020801441.1|DSER
OG0008342	LOC115771083|XP_030572495.1|DNOV	LOC110188802|XP_020814336.1|DSER
OG0008343	LOC115764782|XP_030563881.1|DNOV	LOC110191268|XP_020817723.1|DSER
OG0008344	LOC115767140|XP_030567165.1|DNOV	LOC110177625|XP_020800092.1|DSER
OG0008345	LOC115771016|XP_030572397.1|DNOV	LOC110182803|XP_020806597.1|DSER
OG0008346	LOC115769157|XP_030569712.1|DNOV	LOC110181510|XP_020804941.1|DSER
OG0008347	LOC115759270|XP_030556032.1|DNOV	LOC110185930|XP_020810603.1|DSER
OG0008348	LOC115770959|XP_030572291.1|DNOV	LOC110189846|XP_020815714.1|DSER
OG0008349	LOC115769886|XP_030570756.1|DNOV	LOC110191024|XP_020817400.1|DSER
OG0008350	LOC115764275|XP_030563060.1|DNOV	LOC110175919|XP_020797756.1|DSER
OG0008351	LOC115767640|XP_030567788.1|DNOV	LOC110188905|XP_020814485.1|DSER
OG0008352	LOC115762613|XP_030560771.1|DNOV	LOC110190485|XP_020816656.1|DSER
OG0008353	LOC115771293|XP_030572778.1|DNOV	LOC110183651|XP_020807634.1|DSER
OG0008354	LOC115764235|XP_030563010.1|DNOV	LOC110181677|XP_020805171.1|DSER
OG0008355	LOC115771443|XP_030573017.1|DNOV	LOC110179353|XP_020802524.1|DSER
OG0008356	LOC115768575|XP_030569074.1|DNOV	LOC110190489|XP_020816664.1|DSER
OG0008357	LOC115766177|XP_030565880.1|DNOV	LOC110186349|XP_020811156.1|DSER
OG0008358	LOC115759200|XP_030555942.1|DNOV	LOC110185931|XP_020810604.1|DSER
OG0008359	LOC115760984|XP_030558448.1|DNOV	LOC110184073|XP_020808111.1|DSER
OG0008360	LOC115760968|XP_030558429.1|DNOV	LOC110177249|XP_020799562.1|DSER
OG0008361	LOC115763515|XP_030561973.1|DNOV	LOC110183870|XP_020807882.1|DSER
OG0008362	LOC115767757|XP_030567935.1|DNOV	LOC110179509|XP_020802745.1|DSER
OG0008363	LOC115764496|XP_030563483.1|DNOV	LOC110190924|XP_020817245.1|DSER
OG0008364	LOC115769982|XP_030570907.1|DNOV	LOC110176185|XP_020798094.1|DSER
OG0008365	LOC115757697|XP_030553904.1|DNOV	LOC110179203|XP_020802280.1|DSER
OG0008366	LOC115761282|XP_030558863.1|DNOV	LOC110177355|XP_020799706.1|DSER
OG0008367	LOC115767043|XP_030567032.1|DNOV	LOC110179480|XP_020802712.1|DSER
OG0008368	LOC115763146|XP_030561456.1|DNOV	LOC110183477|XP_020807416.1|DSER
OG0008369	LOC115771312|XP_030572826.1|DNOV	LOC110175917|XP_020797753.1|DSER
OG0008370	LOC115760395|XP_030557554.1|DNOV	LOC110191078|XP_020817472.1|DSER
OG0008371	LOC115765596|XP_030565106.1|DNOV	LOC110187619|XP_020812668.1|DSER
OG0008372	LOC115770510|XP_030571673.1|DNOV	LOC110187185|XP_020812243.1|DSER
OG0008373	LOC115759922|XP_030556916.1|DNOV	LOC110183286|XP_020807175.1|DSER
OG0008374	LOC115758824|XP_030555460.1|DNOV	LOC110182817|XP_020806612.1|DSER
OG0008375	LOC115768539|XP_030569000.1|DNOV	LOC110187421|XP_020812470.1|DSER
OG0008376	LOC115758435|XP_030554950.1|DNOV	LOC110182307|XP_020805982.1|DSER
OG0008379	LOC115763102|XP_030561402.1|DNOV	LOC110185711|XP_020810346.1|DSER
OG0008380	LOC115763188|XP_030561506.1|DNOV	LOC110183316|XP_020807220.1|DSER
OG0008381	LOC115760046|XP_030557075.1|DNOV	LOC110182314|XP_020805999.1|DSER
OG0008383	LOC115759933|XP_030556931.1|DNOV	LOC110177051|XP_020799226.1|DSER
OG0008384	LOC115759282|XP_030556044.1|DNOV	LOC110184011|XP_020808036.1|DSER
OG0008385	LOC115760219|XP_030557332.1|DNOV	LOC110187385|XP_020812435.1|DSER
OG0008386	LOC115766370|XP_030566129.1|DNOV	LOC110184447|XP_020808646.1|DSER
OG0008387	LOC115764907|XP_030564064.1|DNOV	LOC110176483|XP_020798512.1|DSER
OG0008388	LOC115763332|XP_030561697.1|DNOV	LOC110183828|XP_020807840.1|DSER
OG0008389	LOC115759991|XP_030557004.1|DNOV	LOC110182719|XP_020806478.1|DSER
OG0008390	LOC115758883|XP_030555538.1|DNOV	LOC110179894|XP_020803151.1|DSER
OG0008391	LOC115758794|XP_030555427.1|DNOV	LOC110182283|XP_020805960.1|DSER
OG0008392	LOC115770122|XP_030571115.1|DNOV	LOC110178551|XP_020801375.1|DSER
OG0008393	LOC115770277|XP_030571362.1|DNOV	LOC110178547|XP_020801365.1|DSER
OG0008394	LOC115769347|XP_030569975.1|DNOV	LOC110190916|XP_020817236.1|DSER
OG0008395	LOC115767217|XP_030567271.1|DNOV	LOC110184319|XP_020808468.1|DSER
OG0008396	LOC115766910|XP_030566847.1|DNOV	LOC110184219|XP_020808330.1|DSER
OG0008397	LOC115764359|XP_030563179.1|DNOV	LOC110178022|XP_020800696.1|DSER
OG0008398	LOC115768592|XP_030569101.1|DNOV	LOC110182192|XP_020805859.1|DSER
OG0008399	LOC115768691|XP_030569238.1|DNOV	LOC110180526|XP_020803853.1|DSER
OG0008400	LOC115769953|XP_030570858.1|DNOV	LOC110188814|XP_020814351.1|DSER
OG0008401	LOC115759188|XP_030555924.1|DNOV	LOC110178096|XP_020800764.1|DSER
OG0008402	LOC115771739|XP_030573426.1|DNOV	LOC110191297|XP_020817765.1|DSER
OG0008403	LOC115767053|XP_030567046.1|DNOV	LOC110181916|XP_020805511.1|DSER
OG0008404	LOC115759409|XP_030556160.1|DNOV	LOC110177244|XP_020799546.1|DSER
OG0008405	LOC115768595|XP_030569105.1|DNOV	LOC110179519|XP_020802755.1|DSER
OG0008406	LOC115768739|XP_030569283.1|DNOV	LOC110184241|XP_020808357.1|DSER
OG0008407	LOC115763645|XP_030562147.1|DNOV	LOC110186568|XP_020811435.1|DSER
OG0008408	LOC115767997|XP_030568262.1|DNOV	LOC110187089|XP_020812148.1|DSER
OG0008409	LOC115771383|XP_030572927.1|DNOV	LOC110184626|XP_020808883.1|DSER
OG0008410	LOC115764802|XP_030563909.1|DNOV	LOC110186449|XP_020811293.1|DSER
OG0008411	LOC115766209|XP_030565921.1|DNOV	LOC110191878|XP_020818521.1|DSER
OG0008412	LOC115768491|XP_030568934.1|DNOV	LOC110180576|XP_020803929.1|DSER
OG0008413	LOC115770101|XP_030571078.1|DNOV	LOC110178991|XP_020801965.1|DSER
OG0008414	LOC115768500|XP_030568946.1|DNOV	LOC110178855|XP_020801777.1|DSER
OG0008415	LOC115767272|XP_030567363.1|DNOV	LOC110181855|XP_020805432.1|DSER
OG0008416	LOC115765193|XP_030564480.1|DNOV	LOC110179564|XP_020802805.1|DSER
OG0008417	LOC115768782|XP_030569337.1|DNOV	LOC110180189|XP_020803504.1|DSER
OG0008418	LOC115764249|XP_030563027.1|DNOV	LOC110180533|XP_020803868.1|DSER
OG0008419	LOC115769012|XP_030569583.1|DNOV	LOC110176052|XP_020797925.1|DSER
OG0008420	LOC115767579|XP_030567724.1|DNOV	LOC110187074|XP_020812123.1|DSER
OG0008421	LOC115765343|XP_030564713.1|DNOV	LOC110184371|XP_020808528.1|DSER
OG0008423	LOC115766593|XP_030566440.1|DNOV	LOC110185494|XP_020810048.1|DSER
OG0008424	LOC115768867|XP_030569432.1|DNOV	LOC110187064|XP_020812113.1|DSER
OG0008425	LOC115770884|XP_030572179.1|DNOV	LOC110177395|XP_020799758.1|DSER
OG0008426	LOC115757792|XP_030554065.1|DNOV	LOC110176324|XP_020798302.1|DSER
OG0008427	LOC115766369|XP_030566128.1|DNOV	LOC110179556|XP_020802797.1|DSER
OG0008428	LOC115759214|XP_030555966.1|DNOV	LOC110179045|XP_020802058.1|DSER
