Orthogroup	DNOV.longest_only	SLEB.longest_only
OG0009714	LOC115758290|XP_030554715.1|DNOV	LOC115633365|XP_030386673.1|SLEB
OG0009716	LOC115759825|XP_030556779.1|DNOV	LOC115634240|XP_030387694.1|SLEB
OG0009718	LOC115757912|XP_030554227.1|DNOV	LOC115634568|XP_030388251.1|SLEB
OG0009719	LOC115757882|XP_030554182.1|DNOV	LOC115627624|XP_030379223.1|SLEB
OG0009720	LOC115766624|XP_030566477.1|DNOV	LOC115634642|XP_030388359.1|SLEB
OG0009721	LOC115758074|XP_030554448.1|DNOV	LOC115624845|XP_030375549.1|SLEB
OG0009723	LOC115766927|XP_030566873.1|DNOV	LOC115624939|XP_030375650.1|SLEB
OG0009724	LOC115762863|XP_030561135.1|DNOV	LOC115624273|XP_030374762.1|SLEB
OG0009726	LOC115765684|XP_030565202.1|DNOV	LOC115629460|XP_030381788.1|SLEB
OG0009727	LOC115764530|XP_030563488.1|DNOV	LOC115634589|XP_030388278.1|SLEB
OG0009728	LOC115767425|XP_030567561.1|DNOV	LOC115634303|XP_030387820.1|SLEB
OG0009729	LOC115767466|XP_030567630.1|DNOV	LOC115634311|XP_030387832.1|SLEB
OG0009730	LOC115768481|XP_030568920.1|DNOV	LOC115630032|XP_030382525.1|SLEB
OG0009731	LOC115758172|XP_030554572.1|DNOV	LOC115624880|XP_030375586.1|SLEB
OG0009732	LOC115771286|XP_030572771.1|DNOV	LOC115634660|XP_030388380.1|SLEB
OG0009733	LOC115766999|XP_030566981.1|DNOV	LOC115628758|XP_030380833.1|SLEB
OG0009734	LOC115768508|XP_030568955.1|DNOV	LOC115627659|XP_030379260.1|SLEB, LOC115627656|XP_030379257.1|SLEB
OG0009735	LOC115765957|XP_030565568.1|DNOV	LOC115631534|XP_030384167.1|SLEB
OG0009736	LOC115768034|XP_030568317.1|DNOV	LOC115629661|XP_030382035.1|SLEB
OG0009737	LOC115761428|XP_030559050.1|DNOV	LOC115621449|XP_030370962.1|SLEB
OG0009738	LOC115767034|XP_030567021.1|DNOV	LOC115627584|XP_030379168.1|SLEB
OG0009739	LOC115767037|XP_030567026.1|DNOV	LOC115627611|XP_030379201.1|SLEB
OG0009740	LOC115767314|XP_030567414.1|DNOV	LOC115629509|XP_030381850.1|SLEB
OG0009741	LOC115763004|XP_030561254.1|DNOV	LOC115629473|XP_030381804.1|SLEB, LOC115626480|XP_030377727.1|SLEB
OG0009742	LOC115765102|XP_030564347.1|DNOV	LOC115627373|XP_030378885.1|SLEB
OG0009743	LOC115766451|XP_030566243.1|DNOV	LOC115628110|XP_030379956.1|SLEB, LOC115627271|XP_030378760.1|SLEB
OG0009744	LOC115769056|XP_030569629.1|DNOV	LOC115627264|XP_030378752.1|SLEB
OG0009746	LOC115767762|XP_030567944.1|DNOV	LOC115633969|XP_030387350.1|SLEB
OG0009747	LOC115768506|XP_030568952.1|DNOV	LOC115631914|XP_030384625.1|SLEB
OG0009748	LOC115765144|XP_030564407.1|DNOV	LOC115629133|XP_030381335.1|SLEB
OG0009749	LOC115766953|XP_030566903.1|DNOV	LOC115626887|XP_030378257.1|SLEB
OG0009750	LOC115769681|XP_030570459.1|DNOV	LOC115629691|XP_030382072.1|SLEB
OG0009751	LOC115764410|XP_030563268.1|DNOV	LOC115630084|XP_030382569.1|SLEB
OG0009752	LOC115768030|XP_030568312.1|DNOV	LOC115627875|XP_030379619.1|SLEB
OG0009753	LOC115768027|XP_030568307.1|DNOV	LOC115627919|XP_030379674.1|SLEB
OG0009754	LOC115762416|XP_030560468.1|DNOV	LOC115634347|XP_030387862.1|SLEB
OG0009755	LOC115767861|XP_030568079.1|DNOV	LOC115627857|XP_030379578.1|SLEB
OG0009756	LOC115765316|XP_030564676.1|DNOV	LOC115629668|XP_030382044.1|SLEB
OG0009757	LOC115764494|XP_030563442.1|DNOV	LOC115632929|XP_030386081.1|SLEB
OG0009758	LOC115764199|XP_030562947.1|DNOV	LOC115620182|XP_030369165.1|SLEB
OG0009759	LOC115769055|XP_030569628.1|DNOV	LOC115627886|XP_030379632.1|SLEB
OG0009760	LOC115767001|XP_030566983.1|DNOV	LOC115627932|XP_030379685.1|SLEB
OG0009761	LOC115767020|XP_030567005.1|DNOV	LOC115627788|XP_030379469.1|SLEB
OG0009762	LOC115766906|XP_030566844.1|DNOV	LOC115629960|XP_030382433.1|SLEB
OG0009764	LOC115769485|XP_030570163.1|DNOV	LOC115632720|XP_030385826.1|SLEB
OG0009765	LOC115762939|XP_030561179.1|DNOV	LOC115632172|XP_030385061.1|SLEB
OG0009766	LOC115762692|XP_030560874.1|DNOV	LOC115632924|XP_030386077.1|SLEB
OG0009767	LOC115762876|XP_030561110.1|DNOV	LOC115632681|XP_030385775.1|SLEB
OG0009768	LOC115766948|XP_030566896.1|DNOV	LOC115628407|XP_030380356.1|SLEB
OG0009769	LOC115762657|XP_030560824.1|DNOV	LOC115628231|XP_030380094.1|SLEB
OG0009770	LOC115771210|XP_030572669.1|DNOV	LOC115632598|XP_030385683.1|SLEB
OG0009771	LOC115760021|XP_030557043.1|DNOV	LOC115632892|XP_030386043.1|SLEB
OG0009772	LOC115765839|XP_030565427.1|DNOV	LOC115628434|XP_030380382.1|SLEB
OG0009773	LOC115769644|XP_030570414.1|DNOV	LOC115632531|XP_030385587.1|SLEB
OG0009774	LOC115771214|XP_030572674.1|DNOV	LOC115632706|XP_030385807.1|SLEB
OG0009775	LOC115770159|XP_030571178.1|DNOV	LOC115628264|XP_030380143.1|SLEB
OG0009776	LOC115769581|XP_030570317.1|DNOV	LOC115632921|XP_030386073.1|SLEB
OG0009777	LOC115770254|XP_030571329.1|DNOV	LOC115622665|XP_030372538.1|SLEB
OG0009778	LOC115771108|XP_030572528.1|DNOV	LOC115622797|XP_030372722.1|SLEB
OG0009779	LOC115767669|XP_030567818.1|DNOV	LOC115632217|XP_030385135.1|SLEB
OG0009780	LOC115767667|XP_030567815.1|DNOV	LOC115632723|XP_030385829.1|SLEB
OG0009781	LOC115769461|XP_030570134.1|DNOV	LOC115632787|XP_030385899.1|SLEB
OG0009783	LOC115769532|XP_030570234.1|DNOV	LOC115622731|XP_030372632.1|SLEB
OG0009784	LOC115768087|XP_030568422.1|DNOV	LOC115632877|XP_030386012.1|SLEB
OG0009785	LOC115769547|XP_030570250.1|DNOV	LOC115622511|XP_030372324.1|SLEB
OG0009786	LOC115770135|XP_030571138.1|DNOV	LOC115622608|XP_030372469.1|SLEB
OG0009787	LOC115770139|XP_030571144.1|DNOV	LOC115622750|XP_030372663.1|SLEB
OG0009788	LOC115769563|XP_030570275.1|DNOV	LOC115622864|XP_030372809.1|SLEB
OG0009789	LOC115769568|XP_030570284.1|DNOV	LOC115632747|XP_030385855.1|SLEB
OG0009790	LOC115759402|XP_030556154.1|DNOV	LOC115624952|XP_030375664.1|SLEB
OG0009791	LOC115771216|XP_030572676.1|DNOV	LOC115632742|XP_030385849.1|SLEB
OG0009792	LOC115769750|XP_030570552.1|DNOV	LOC115632326|XP_030385290.1|SLEB
OG0009793	LOC115762951|XP_030561200.1|DNOV	LOC115624728|XP_030375414.1|SLEB
OG0009794	LOC115770657|XP_030571883.1|DNOV	LOC115625373|XP_030376270.1|SLEB
OG0009795	LOC115764264|XP_030563046.1|DNOV	LOC115630202|XP_030382630.1|SLEB
OG0009796	LOC115770347|XP_030571445.1|DNOV	LOC115622430|XP_030372231.1|SLEB
OG0009797	LOC115769839|XP_030570673.1|DNOV	LOC115632267|XP_030385206.1|SLEB
OG0009798	LOC115769740|XP_030570541.1|DNOV	LOC115632212|XP_030385130.1|SLEB
OG0009799	LOC115762811|XP_030561029.1|DNOV	LOC115632996|XP_030386176.1|SLEB
OG0009800	LOC115771380|XP_030572925.1|DNOV	LOC115624925|XP_030375636.1|SLEB
OG0009801	LOC115767130|XP_030567152.1|DNOV	LOC115632652|XP_030385742.1|SLEB
OG0009802	LOC115767169|XP_030567212.1|DNOV	LOC115632607|XP_030385694.1|SLEB
OG0009803	LOC115762845|XP_030561080.1|DNOV	LOC115632833|XP_030385947.1|SLEB
OG0009804	LOC115762858|XP_030561094.1|DNOV	LOC115632587|XP_030385671.1|SLEB
OG0009806	LOC115762901|XP_030561137.1|DNOV	LOC115633046|XP_030386250.1|SLEB
OG0009807	LOC115762808|XP_030561026.1|DNOV	LOC115633013|XP_030386198.1|SLEB
OG0009808	LOC115769352|XP_030569981.1|DNOV	LOC115632196|XP_030385102.1|SLEB
OG0009809	LOC115769746|XP_030570547.1|DNOV	LOC115632967|XP_030386127.1|SLEB
OG0009810	LOC115767890|XP_030568119.1|DNOV	LOC115622508|XP_030372320.1|SLEB
OG0009811	LOC115767846|XP_030568060.1|DNOV	LOC115622506|XP_030372315.1|SLEB
OG0009812	LOC115770879|XP_030572177.1|DNOV	LOC115622306|XP_030372071.1|SLEB
OG0009813	LOC115769332|XP_030569953.1|DNOV	LOC115631893|XP_030384605.1|SLEB
OG0009814	LOC115771302|XP_030572800.1|DNOV	LOC115623545|XP_030373795.1|SLEB
OG0009815	LOC115771533|XP_030573131.1|DNOV	LOC115633924|XP_030387299.1|SLEB
OG0009816	LOC115770185|XP_030571206.1|DNOV	LOC115622290|XP_030372053.1|SLEB
OG0009817	LOC115770043|XP_030570984.1|DNOV	LOC115622289|XP_030372052.1|SLEB
OG0009818	LOC115769437|XP_030570104.1|DNOV	LOC115634055|XP_030387462.1|SLEB
OG0009819	LOC115769435|XP_030570103.1|DNOV	LOC115634044|XP_030387451.1|SLEB
OG0009820	LOC115769434|XP_030570102.1|DNOV	LOC115634035|XP_030387440.1|SLEB
OG0009821	LOC115757655|XP_030557685.1|DNOV, LOC115770145|XP_030571154.1|DNOV	LOC115627763|XP_030379456.1|SLEB
OG0009822	LOC115769741|XP_030570544.1|DNOV	LOC115622634|XP_030372501.1|SLEB
OG0009823	LOC115765181|XP_030564465.1|DNOV	LOC115622766|XP_030372682.1|SLEB
OG0009824	LOC115767671|XP_030567826.1|DNOV	LOC115622154|XP_030371883.1|SLEB
OG0009825	LOC115771451|XP_030573026.1|DNOV	LOC115624887|XP_030375594.1|SLEB
OG0009826	LOC115770512|XP_030571672.1|DNOV	LOC115622137|XP_030371856.1|SLEB
OG0009827	LOC115770514|XP_030571675.1|DNOV	LOC115622138|XP_030371857.1|SLEB
OG0009828	LOC115765983|XP_030565608.1|DNOV	LOC115623085|XP_030373149.1|SLEB
OG0009829	LOC115771409|XP_030572969.1|DNOV	LOC115634792|XP_030388563.1|SLEB
OG0009830	LOC115767134|XP_030567159.1|DNOV	LOC115624961|XP_030375676.1|SLEB
OG0009831	LOC115768520|XP_030568974.1|DNOV	LOC115624921|XP_030375631.1|SLEB
OG0009832	LOC115770015|XP_030570930.1|DNOV	LOC115624922|XP_030375632.1|SLEB
OG0009833	LOC115768821|XP_030569383.1|DNOV	LOC115623172|XP_030373249.1|SLEB
OG0009834	LOC115761851|XP_030559697.1|DNOV	LOC115632366|XP_030385347.1|SLEB
OG0009836	LOC115766207|XP_030565919.1|DNOV	LOC115624164|XP_030374622.1|SLEB
OG0009837	LOC115765075|XP_030564311.1|DNOV	LOC115627261|XP_030378748.1|SLEB
OG0009838	LOC115760040|XP_030557068.1|DNOV	LOC115630778|XP_030383293.1|SLEB
OG0009839	LOC115764694|XP_030563752.1|DNOV	LOC115620900|XP_030370252.1|SLEB
OG0009840	LOC115769165|XP_030569723.1|DNOV	LOC115625720|XP_030376726.1|SLEB
OG0009841	LOC115758799|XP_030555433.1|DNOV	LOC115626285|XP_030377470.1|SLEB
OG0009842	LOC115770476|XP_030571621.1|DNOV	LOC115632932|XP_030386085.1|SLEB
OG0009843	LOC115769370|XP_030570013.1|DNOV	LOC115632594|XP_030385678.1|SLEB
OG0009844	LOC115766545|XP_030566381.1|DNOV	LOC115633106|XP_030386349.1|SLEB
OG0009845	LOC115771200|XP_030572661.1|DNOV	LOC115632293|XP_030385248.1|SLEB
OG0009846	LOC115759054|XP_030555738.1|DNOV	LOC115626473|XP_030377717.1|SLEB
OG0009847	LOC115768582|XP_030569087.1|DNOV	LOC115626772|XP_030378094.1|SLEB
OG0009848	LOC115768261|XP_030568651.1|DNOV	LOC115627334|XP_030378839.1|SLEB
OG0009849	LOC115771940|XP_030573700.1|DNOV	LOC115621064|XP_030370449.1|SLEB
OG0009850	LOC115767566|XP_030567711.1|DNOV	LOC115627618|XP_030379208.1|SLEB, LOC115634060|XP_030387464.1|SLEB
OG0009851	LOC115769103|XP_030569674.1|DNOV	LOC115629534|XP_030381873.1|SLEB
OG0009852	LOC115767176|XP_030567226.1|DNOV, LOC115764343|XP_030563158.1|DNOV	LOC115629694|XP_030382075.1|SLEB, LOC115632923|XP_030386075.1|SLEB
OG0009853	LOC115765215|XP_030564519.1|DNOV	LOC115622107|XP_030371809.1|SLEB
OG0009854	LOC115767069|XP_030567068.1|DNOV	LOC115627612|XP_030379202.1|SLEB
OG0009855	LOC115763027|XP_030561293.1|DNOV	LOC115626500|XP_030377746.1|SLEB
OG0009856	LOC115763114|XP_030561417.1|DNOV	LOC115626526|XP_030377768.1|SLEB
OG0009857	LOC115769193|XP_030569757.1|DNOV	LOC115625792|XP_030376827.1|SLEB
OG0009858	LOC115758659|XP_030555258.1|DNOV	LOC115626057|XP_030377169.1|SLEB
OG0009859	LOC115758761|XP_030555381.1|DNOV	LOC115629088|XP_030381261.1|SLEB, LOC115629002|XP_030381148.1|SLEB
OG0009860	LOC115765530|XP_030565007.1|DNOV	LOC115630111|XP_030382584.1|SLEB
OG0009861	LOC115758649|XP_030555244.1|DNOV	LOC115631652|XP_030384324.1|SLEB
OG0009862	LOC115758427|XP_030554942.1|DNOV, LOC115759275|XP_030556037.1|DNOV	LOC115630647|XP_030383146.1|SLEB
OG0009863	LOC115758383|XP_030554845.1|DNOV	LOC115631670|XP_030384344.1|SLEB
OG0009864	LOC115758607|XP_030555194.1|DNOV	LOC115631014|XP_030383484.1|SLEB
OG0009865	LOC115763411|XP_030561821.1|DNOV	LOC115630759|XP_030383274.1|SLEB
OG0009866	LOC115770213|XP_030571267.1|DNOV	LOC115622990|XP_030373010.1|SLEB
OG0009867	LOC115766975|XP_030566930.1|DNOV	LOC115622548|XP_030372375.1|SLEB
OG0009868	LOC115766979|XP_030566939.1|DNOV	LOC115622585|XP_030372437.1|SLEB
OG0009870	LOC115766899|XP_030566840.1|DNOV	LOC115622298|XP_030372062.1|SLEB, LOC115622632|XP_030372498.1|SLEB
OG0009871	LOC115762202|XP_030560189.1|DNOV	LOC115634698|XP_030388436.1|SLEB
OG0009872	LOC115760488|XP_030557700.1|DNOV	LOC115624632|XP_030375251.1|SLEB
OG0009874	LOC115770274|XP_030571358.1|DNOV	LOC115622949|XP_030372944.1|SLEB
OG0009875	LOC115770516|XP_030571677.1|DNOV	LOC115625301|XP_030376182.1|SLEB, LOC115630769|XP_030383284.1|SLEB, LOC115622205|XP_030371961.1|SLEB
OG0009877	LOC115758256|XP_030554675.1|DNOV	LOC115634243|XP_030387697.1|SLEB
OG0009878	LOC115760508|XP_030557729.1|DNOV	LOC115634605|XP_030388314.1|SLEB
OG0009879	LOC115761040|XP_030558515.1|DNOV	LOC115623088|XP_030373153.1|SLEB
OG0009880	LOC115762209|XP_030560195.1|DNOV, LOC115762140|XP_030560111.1|DNOV	LOC115634194|XP_030387642.1|SLEB
OG0009881	LOC115760887|XP_030558310.1|DNOV	LOC115634318|XP_030387838.1|SLEB
OG0009882	LOC115761074|XP_030558553.1|DNOV	LOC115633778|XP_030387115.1|SLEB
OG0009883	LOC115757922|XP_030554246.1|DNOV, LOC115758152|XP_030554546.1|DNOV	LOC115634017|XP_030387403.1|SLEB
OG0009884	LOC115758146|XP_030554540.1|DNOV, LOC115757899|XP_030554205.1|DNOV	LOC115634137|XP_030387563.1|SLEB
OG0009885	LOC115758207|XP_030554618.1|DNOV	LOC115634767|XP_030388525.1|SLEB
OG0009886	LOC115758163|XP_030554562.1|DNOV, LOC115757799|XP_030554077.1|DNOV	LOC115631162|XP_030383711.1|SLEB
OG0009887	LOC115762005|XP_030559936.1|DNOV	LOC115624049|XP_030374493.1|SLEB
OG0009888	LOC115767484|XP_030567651.1|DNOV	LOC115634280|XP_030387773.1|SLEB
OG0009889	LOC115766610|XP_030566459.1|DNOV	LOC115633787|XP_030387122.1|SLEB
OG0009890	LOC115766512|XP_030566333.1|DNOV	LOC115620226|XP_030369231.1|SLEB
OG0009891	LOC115764493|XP_030563441.1|DNOV	LOC115626728|XP_030378034.1|SLEB, LOC115626858|XP_030378219.1|SLEB
OG0009892	LOC115758089|XP_030554466.1|DNOV	LOC115625191|XP_030376017.1|SLEB
OG0009893	LOC115758053|XP_030554426.1|DNOV	LOC115634563|XP_030388247.1|SLEB
OG0009895	LOC115761648|XP_030559344.1|DNOV	LOC115623849|XP_030374252.1|SLEB
OG0009896	LOC115770701|XP_030571955.1|DNOV	LOC115624126|XP_030374581.1|SLEB
OG0009897	LOC115766206|XP_030565918.1|DNOV	LOC115623508|XP_030373748.1|SLEB
OG0009898	LOC115766105|XP_030565785.1|DNOV	LOC115624070|XP_030374516.1|SLEB
OG0009899	LOC115771930|XP_030573690.1|DNOV	LOC115620455|XP_030369545.1|SLEB, LOC115621583|XP_030371134.1|SLEB, LOC115627685|XP_030379288.1|SLEB
OG0009900	LOC115761254|XP_030558827.1|DNOV	LOC115621376|XP_030370862.1|SLEB
OG0009901	LOC115770554|XP_030571724.1|DNOV	LOC115625141|XP_030375919.1|SLEB
OG0009902	LOC115765622|XP_030565132.1|DNOV	LOC115623046|XP_030373082.1|SLEB
OG0009903	LOC115759439|XP_030556214.1|DNOV	LOC115623807|XP_030374211.1|SLEB
OG0009904	LOC115757666|XP_030553843.1|DNOV	LOC115633791|XP_030387129.1|SLEB, LOC115621085|XP_030370478.1|SLEB
OG0009905	LOC115761723|XP_030559464.1|DNOV	LOC115621460|XP_030370977.1|SLEB
OG0009906	LOC115761499|XP_030559127.1|DNOV	LOC115621954|XP_030371661.1|SLEB
OG0009907	LOC115771681|XP_030573357.1|DNOV, LOC115757737|XP_030553982.1|DNOV	LOC115622035|XP_030371762.1|SLEB
OG0009909	LOC115772032|XP_030573822.1|DNOV	LOC115621312|XP_030370786.1|SLEB
OG0009910	LOC115757758|XP_030554029.1|DNOV	LOC115621024|XP_030370404.1|SLEB
OG0009913	LOC115763069|XP_030561358.1|DNOV	LOC115627697|XP_030379299.1|SLEB
OG0009916	LOC115769171|XP_030569735.1|DNOV	LOC115626025|XP_030377135.1|SLEB
OG0009925	LOC115764804|XP_030563910.1|DNOV	LOC115624264|XP_030374748.1|SLEB
OG0009932	LOC115760914|XP_030558345.1|DNOV	LOC115634558|XP_030388239.1|SLEB
OG0009933	LOC115760538|XP_030557783.1|DNOV	LOC115634213|XP_030387665.1|SLEB
OG0009937	LOC115760357|XP_030557506.1|DNOV	LOC115629990|XP_030382476.1|SLEB
OG0009938	LOC115767202|XP_030567252.1|DNOV	LOC115627939|XP_030379691.1|SLEB
OG0009940	LOC115763900|XP_030562544.1|DNOV	LOC115624111|XP_030374565.1|SLEB
OG0009941	LOC115765966|XP_030565579.1|DNOV	LOC115628607|XP_030380651.1|SLEB
OG0009942	LOC115760670|XP_030557996.1|DNOV	LOC115633728|XP_030387056.1|SLEB
OG0009943	LOC115763022|XP_030561279.1|DNOV	LOC115621439|XP_030370952.1|SLEB
OG0009944	LOC115768503|XP_030568948.1|DNOV	LOC115629197|XP_030381457.1|SLEB
OG0009945	LOC115771351|XP_030572884.1|DNOV	LOC115627235|XP_030378717.1|SLEB
OG0009946	LOC115770757|XP_030572029.1|DNOV	LOC115625127|XP_030375901.1|SLEB
OG0009947	LOC115769885|XP_030570754.1|DNOV	LOC115622355|XP_030372130.1|SLEB
OG0009948	LOC115767035|XP_030567023.1|DNOV	LOC115626821|XP_030378162.1|SLEB
OG0009949	LOC115763658|XP_030562189.1|DNOV	LOC115624108|XP_030374561.1|SLEB
OG0009950	LOC115766161|XP_030565861.1|DNOV	LOC115624163|XP_030374620.1|SLEB
OG0009951	LOC115763757|XP_030562331.1|DNOV	LOC115624157|XP_030374613.1|SLEB
OG0009953	LOC115763904|XP_030562549.1|DNOV	LOC115624015|XP_030374447.1|SLEB
OG0009954	LOC115770961|XP_030572290.1|DNOV	LOC115623760|XP_030374155.1|SLEB
OG0009956	LOC115767557|XP_030567700.1|DNOV	LOC115626967|XP_030378341.1|SLEB
OG0009957	LOC115761295|XP_030558882.1|DNOV	LOC115621210|XP_030370652.1|SLEB
OG0009958	LOC115772046|XP_030573845.1|DNOV	LOC115621474|XP_030370994.1|SLEB
OG0009960	LOC115763979|XP_030562644.1|DNOV	LOC115621785|XP_030371404.1|SLEB
OG0009961	LOC115764178|XP_030562924.1|DNOV	LOC115621041|XP_030370422.1|SLEB
OG0009962	LOC115761795|XP_030559594.1|DNOV	LOC115621087|XP_030370480.1|SLEB
OG0009964	LOC115771849|XP_030573591.1|DNOV	LOC115620467|XP_030369558.1|SLEB
OG0009965	LOC115759600|XP_030556431.1|DNOV	LOC115620262|XP_030369281.1|SLEB
OG0009966	LOC115765463|XP_030564898.1|DNOV	LOC115630520|XP_030382981.1|SLEB
OG0009967	LOC115760096|XP_030557141.1|DNOV	LOC115631548|XP_030384183.1|SLEB, LOC115630658|XP_030383159.1|SLEB
OG0009969	LOC115758657|XP_030555256.1|DNOV	LOC115631045|XP_030383537.1|SLEB
OG0009970	LOC115759830|XP_030556782.1|DNOV	LOC115631442|XP_030384044.1|SLEB
OG0009971	LOC115765540|XP_030565023.1|DNOV	LOC115630506|XP_030382963.1|SLEB
OG0009972	LOC115759998|XP_030557014.1|DNOV	LOC115625454|XP_030376362.1|SLEB
OG0009975	LOC115758689|XP_030555293.1|DNOV	LOC115628614|XP_030380658.1|SLEB
OG0009976	LOC115763045|XP_030561328.1|DNOV	LOC115629033|XP_030381195.1|SLEB
OG0009977	LOC115763361|XP_030561749.1|DNOV	LOC115625944|XP_030377040.1|SLEB
OG0009978	LOC115763362|XP_030561750.1|DNOV	LOC115626014|XP_030377121.1|SLEB
OG0009979	LOC115763498|XP_030561953.1|DNOV	LOC115626164|XP_030377299.1|SLEB
OG0009980	LOC115761089|XP_030558570.1|DNOV	LOC115634352|XP_030387870.1|SLEB
OG0009981	LOC115758586|XP_030555169.1|DNOV	LOC115633997|XP_030387380.1|SLEB
OG0009983	LOC115760933|XP_030558369.1|DNOV, LOC115760932|XP_030558368.1|DNOV	LOC115633421|XP_030386744.1|SLEB
OG0009984	LOC115762053|XP_030559993.1|DNOV	LOC115634273|XP_030387761.1|SLEB
OG0009985	LOC115767560|XP_030567743.1|DNOV	LOC115634123|XP_030387553.1|SLEB
OG0009986	LOC115762493|XP_030560590.1|DNOV	LOC115634067|XP_030387472.1|SLEB
OG0009987	LOC115770202|XP_030571640.1|DNOV	LOC115633717|XP_030387042.1|SLEB
OG0009988	LOC115771040|XP_030572480.1|DNOV	LOC115634174|XP_030387620.1|SLEB
OG0009989	LOC115766517|XP_030566343.1|DNOV	LOC115634351|XP_030387869.1|SLEB
OG0009990	LOC115757992|XP_030554346.1|DNOV	LOC115634110|XP_030387529.1|SLEB
OG0009991	LOC115762037|XP_030559967.1|DNOV	LOC115634431|XP_030387998.1|SLEB
OG0009992	LOC115767763|XP_030567945.1|DNOV	LOC115629886|XP_030382345.1|SLEB
OG0009993	LOC115765107|XP_030564351.1|DNOV	LOC115627988|XP_030379744.1|SLEB
OG0009994	LOC115768380|XP_030568812.1|DNOV	LOC115629524|XP_030381864.1|SLEB
OG0009995	LOC115767333|XP_030567445.1|DNOV	LOC115629919|XP_030382383.1|SLEB
OG0009996	LOC115768603|XP_030569116.1|DNOV	LOC115626657|XP_030377927.1|SLEB
OG0009997	LOC115767066|XP_030567066.1|DNOV	LOC115630200|XP_030382628.1|SLEB
OG0009998	LOC115766843|XP_030566750.1|DNOV	LOC115629713|XP_030382093.1|SLEB
OG0009999	LOC115768817|XP_030569375.1|DNOV	LOC115627486|XP_030379026.1|SLEB
OG0010000	LOC115767289|XP_030567381.1|DNOV	LOC115633422|XP_030386741.1|SLEB
OG0010001	LOC115769027|XP_030569595.1|DNOV	LOC115629914|XP_030382380.1|SLEB
OG0010002	LOC115768074|XP_030568399.1|DNOV	LOC115632985|XP_030386162.1|SLEB
OG0010003	LOC115763020|XP_030561274.1|DNOV	LOC115632032|XP_030384844.1|SLEB
OG0010004	LOC115767977|XP_030568236.1|DNOV	LOC115629679|XP_030382060.1|SLEB
OG0010005	LOC115767808|XP_030568001.1|DNOV	LOC115629131|XP_030381333.1|SLEB
OG0010006	LOC115767276|XP_030567367.1|DNOV	LOC115633397|XP_030386700.1|SLEB
OG0010007	LOC115768681|XP_030569225.1|DNOV	LOC115628895|XP_030381013.1|SLEB
OG0010008	LOC115767083|XP_030567089.1|DNOV	LOC115627560|XP_030379141.1|SLEB
OG0010009	LOC115759216|XP_030555968.1|DNOV	LOC115626010|XP_030377118.1|SLEB
OG0010010	LOC115764342|XP_030563157.1|DNOV	LOC115627702|XP_030379305.1|SLEB
OG0010011	LOC115768737|XP_030569281.1|DNOV	LOC115626978|XP_030378354.1|SLEB
OG0010013	LOC115768194|XP_030568565.1|DNOV	LOC115626928|XP_030378295.1|SLEB
OG0010014	LOC115764371|XP_030563192.1|DNOV	LOC115629279|XP_030381571.1|SLEB
OG0010015	LOC115768192|XP_030568562.1|DNOV	LOC115626886|XP_030378255.1|SLEB
OG0010016	LOC115765421|XP_030564827.1|DNOV	LOC115627983|XP_030379739.1|SLEB
OG0010017	LOC115768200|XP_030568573.1|DNOV	LOC115626963|XP_030378338.1|SLEB
OG0010018	LOC115767983|XP_030568242.1|DNOV	LOC115628866|XP_030380980.1|SLEB
OG0010019	LOC115766303|XP_030566040.1|DNOV	LOC115627354|XP_030378862.1|SLEB
OG0010020	LOC115767851|XP_030568064.1|DNOV	LOC115627200|XP_030378678.1|SLEB
OG0010021	LOC115766379|XP_030566143.1|DNOV	LOC115629202|XP_030381462.1|SLEB
OG0010022	LOC115765412|XP_030564816.1|DNOV	LOC115633428|XP_030386748.1|SLEB
OG0010023	LOC115768144|XP_030568499.1|DNOV	LOC115626901|XP_030378271.1|SLEB
OG0010024	LOC115768151|XP_030568506.1|DNOV	LOC115626916|XP_030378286.1|SLEB
OG0010025	LOC115768900|XP_030569476.1|DNOV	LOC115626799|XP_030378128.1|SLEB
OG0010026	LOC115765342|XP_030564712.1|DNOV	LOC115626885|XP_030378254.1|SLEB
OG0010027	LOC115765222|XP_030564524.1|DNOV	LOC115626986|XP_030378362.1|SLEB
OG0010028	LOC115767107|XP_030567119.1|DNOV	LOC115628672|XP_030380702.1|SLEB
OG0010029	LOC115766415|XP_030566196.1|DNOV	LOC115627311|XP_030378814.1|SLEB
OG0010030	LOC115771326|XP_030572851.1|DNOV	LOC115627400|XP_030378915.1|SLEB
OG0010031	LOC115771362|XP_030572903.1|DNOV	LOC115627399|XP_030378914.1|SLEB
OG0010032	LOC115763124|XP_030561430.1|DNOV	LOC115631877|XP_030384585.1|SLEB
OG0010033	LOC115768834|XP_030569390.1|DNOV	LOC115633368|XP_030386672.1|SLEB
OG0010034	LOC115769082|XP_030569655.1|DNOV	LOC115633369|XP_030386674.1|SLEB
OG0010035	LOC115769075|XP_030569648.1|DNOV	LOC115633372|XP_030386676.1|SLEB
OG0010036	LOC115769073|XP_030569646.1|DNOV	LOC115633373|XP_030386677.1|SLEB
OG0010037	LOC115769083|XP_030569656.1|DNOV	LOC115633359|XP_030386659.1|SLEB
OG0010038	LOC115768256|XP_030568646.1|DNOV	LOC115629714|XP_030382094.1|SLEB
OG0010039	LOC115758071|XP_030554444.1|DNOV	LOC115622255|XP_030372014.1|SLEB
