Orthogroup	DNOV.longest_only	DMEL.longest_only
OG0009650	LOC115760191|XP_030557281.1|DNOV	CG5953|NP_609796.1|DMEL
OG0009651	LOC115759687|XP_030556540.1|DNOV	esc|NP_477431.1|DMEL
OG0009652	LOC115759824|XP_030556775.1|DNOV	CG8851|NP_722917.2|DMEL
OG0009653	LOC115759920|XP_030556915.1|DNOV	CG31777|NP_722933.1|DMEL
OG0009654	LOC115760212|XP_030557321.1|DNOV	CG31778|NP_722932.1|DMEL
OG0009655	LOC115759950|XP_030556952.1|DNOV	pes|NP_001137808.1|DMEL
OG0009656	LOC115758944|XP_030555604.1|DNOV	CG34134|NP_001036347.1|DMEL
OG0009657	LOC115758868|XP_030555520.1|DNOV	CG34448|NP_001097059.1|DMEL
OG0009658	LOC115758669|XP_030555272.1|DNOV	CG14947|NP_609546.1|DMEL
OG0009659	LOC115768542|XP_030569008.1|DNOV	CG11927|NP_608867.1|DMEL
OG0009660	LOC115759897|XP_030556873.1|DNOV	Tengl2|NP_722779.1|DMEL
OG0009662	LOC115758440|XP_030554955.1|DNOV	CG31705|NP_609509.2|DMEL
OG0009663	LOC115758929|XP_030555587.1|DNOV	Atxn7|NP_608677.1|DMEL
OG0009664	LOC115763429|XP_030561849.1|DNOV	Bacc|NP_608706.1|DMEL
OG0009665	LOC115765987|XP_030565611.1|DNOV	GluRIIC|NP_608557.4|DMEL
OG0009666	LOC115758656|XP_030555255.1|DNOV	Cyt-c-d|NP_477164.1|DMEL
OG0009667	LOC115762985|XP_030561227.1|DNOV	CG2611|NP_610043.1|DMEL
OG0009668	LOC115758808|XP_030555446.1|DNOV	twit|NP_610067.1|DMEL
OG0009669	LOC115765886|XP_030565487.1|DNOV	Cyp310a1|NP_609891.1|DMEL
OG0009670	LOC115758566|XP_030555135.1|DNOV	CG14042|NP_001036336.1|DMEL
OG0009671	LOC115760018|XP_030557040.1|DNOV	CG17325|NP_001137836.1|DMEL
OG0009672	LOC115760025|XP_030557047.1|DNOV	CG17855|NP_609294.1|DMEL
OG0009673	LOC115759967|XP_030556975.1|DNOV	CG13113|NP_609296.1|DMEL
OG0009674	LOC115759221|XP_030555976.1|DNOV	CG10462|NP_609996.2|DMEL
OG0009675	LOC115763383|XP_030561783.1|DNOV	Pol32|NP_609743.1|DMEL
OG0009676	LOC115758778|XP_030555404.1|DNOV	tsh|NP_523615.2|DMEL
OG0009677	LOC115763493|XP_030561944.1|DNOV	prg|NP_609232.2|DMEL
OG0009678	LOC115763074|XP_030561369.1|DNOV	Cyp6t1|NP_608457.1|DMEL
OG0009679	LOC115759036|XP_030555718.1|DNOV	CG7239|NP_608960.2|DMEL
OG0009680	LOC115758769|XP_030555393.1|DNOV	CG16853|NP_609663.2|DMEL
OG0009681	LOC115760947|XP_030558389.1|DNOV	CG9815|NP_001097434.1|DMEL
OG0009682	LOC115762325|XP_030560352.1|DNOV	CG34202|NP_001097386.1|DMEL
OG0009683	LOC115762141|XP_030560112.1|DNOV	Tsp42Eg|NP_523633.1|DMEL
OG0009684	LOC115762208|XP_030560194.1|DNOV	Tsp42Eh|NP_523634.1|DMEL
OG0009685	LOC115762218|XP_030560212.1|DNOV	Tsp42Ej|NP_523636.1|DMEL
OG0009686	LOC115763675|XP_030562210.1|DNOV	CG10910|NP_611280.2|DMEL
OG0009687	LOC115758577|XP_030555157.1|DNOV	CG14495|NP_611284.2|DMEL
OG0009688	LOC115760999|XP_030558473.1|DNOV	MFS14|NP_725829.2|DMEL
OG0009689	LOC115760656|XP_030557983.1|DNOV	CG30120|NP_725795.2|DMEL
OG0009690	LOC115757831|XP_030554124.1|DNOV	CG8617|NP_610954.1|DMEL
OG0009691	LOC115763901|XP_030562550.1|DNOV	CG44245|NP_001286669.1|DMEL
OG0009692	LOC115766949|XP_030566935.1|DNOV	CG15705|NP_611109.1|DMEL
OG0009693	LOC115762500|XP_030560596.1|DNOV	Dh44-R2|NP_610789.3|DMEL
OG0009694	LOC115762087|XP_030560042.1|DNOV	CG13230|NP_652388.1|DMEL
OG0009695	LOC115762418|XP_030560469.1|DNOV	Tpc2|NP_001246511.1|DMEL
OG0009696	LOC115760549|XP_030557806.1|DNOV	CG8229|NP_724730.2|DMEL
OG0009697	LOC115758737|XP_030555347.1|DNOV	CG34241|NP_001097591.1|DMEL
OG0009698	LOC115762519|XP_030560638.1|DNOV	Spn42Dc|NP_610245.2|DMEL
OG0009700	LOC115760517|XP_030557744.1|DNOV	CG4707|NP_611944.1|DMEL
OG0009701	LOC115759408|XP_030556159.1|DNOV	CG34298|NP_001097976.1|DMEL
OG0009703	LOC115758390|XP_030554853.1|DNOV	CG11555|NP_608510.2|DMEL
OG0009704	LOC115760459|XP_030557648.1|DNOV	CG11191|NP_610345.1|DMEL
OG0009705	LOC115760495|XP_030557706.1|DNOV	CG13154|NP_610782.1|DMEL
OG0009706	LOC115760675|XP_030558002.1|DNOV	CG13157|NP_610778.2|DMEL
OG0009707	LOC115759543|XP_030556358.1|DNOV	Whamy|NP_001036699.1|DMEL
OG0009708	LOC115762496|XP_030560593.1|DNOV	Tsp42El|NP_523638.1|DMEL
OG0009709	LOC115762492|XP_030560589.1|DNOV	Tsp42Eo|NP_523641.2|DMEL
OG0009710	LOC115762491|XP_030560588.1|DNOV	Tsp42Ep|NP_523642.1|DMEL
OG0009711	LOC115762039|XP_030559965.1|DNOV	Spn43Ab|NP_001027395.1|DMEL
OG0009712	LOC115762852|XP_030561088.1|DNOV	CG13062|NP_648871.3|DMEL
OG0009713	LOC115764500|XP_030563449.1|DNOV	ana2|NP_610415.1|DMEL
OG0009714	LOC115758290|XP_030554715.1|DNOV	CG18568|NP_610919.1|DMEL
OG0009715	LOC115762646|XP_030560815.1|DNOV	CG13561|NP_611830.3|DMEL
OG0009716	LOC115759825|XP_030556779.1|DNOV	CG30356|NP_724709.1|DMEL
OG0009717	LOC115764545|XP_030563519.1|DNOV	CG11906|NP_611402.2|DMEL
OG0009718	LOC115757912|XP_030554227.1|DNOV	CG6347|NP_610906.1|DMEL
OG0009719	LOC115757882|XP_030554182.1|DNOV	CG3492|NP_611914.1|DMEL
OG0009720	LOC115766624|XP_030566477.1|DNOV	Idgf6|NP_477081.1|DMEL
OG0009721	LOC115758074|XP_030554448.1|DNOV	CG30203|NP_725128.2|DMEL
OG0009723	LOC115766927|XP_030566873.1|DNOV	CG12607|NP_647903.1|DMEL
OG0009724	LOC115762863|XP_030561135.1|DNOV	CG9394|NP_611548.1|DMEL
OG0009725	LOC115760704|XP_030558029.1|DNOV	ppk12|NP_611672.1|DMEL
OG0009726	LOC115765684|XP_030565202.1|DNOV	CG31275|NP_732175.1|DMEL
OG0009727	LOC115764530|XP_030563488.1|DNOV	link|NP_610887.1|DMEL
OG0009728	LOC115767425|XP_030567561.1|DNOV	Obp56c|NP_995902.1|DMEL
OG0009729	LOC115767466|XP_030567630.1|DNOV	Obp56b|NP_611443.1|DMEL
OG0009730	LOC115768481|XP_030568920.1|DNOV	CG15201|NP_572691.1|DMEL
OG0009731	LOC115758172|XP_030554572.1|DNOV	pyr|NP_001097275.1|DMEL
OG0009732	LOC115771286|XP_030572771.1|DNOV	Cyp4ad1|NP_610380.1|DMEL
OG0009733	LOC115766999|XP_030566981.1|DNOV	Gr10a|NP_727523.1|DMEL
OG0009734	LOC115768508|XP_030568955.1|DNOV	Ir7b|NP_572410.2|DMEL
OG0009735	LOC115765957|XP_030565568.1|DNOV	Mis12|NP_648066.1|DMEL
OG0009736	LOC115768034|XP_030568317.1|DNOV	CG14441|NP_572344.2|DMEL
OG0009737	LOC115761428|XP_030559050.1|DNOV	CG14380|NP_650262.2|DMEL
OG0009738	LOC115767034|XP_030567021.1|DNOV	CG15046|NP_573298.1|DMEL
OG0009739	LOC115767037|XP_030567026.1|DNOV	CG15044|NP_573299.1|DMEL
OG0009740	LOC115767314|XP_030567414.1|DNOV	Hmr|NP_572637.2|DMEL
OG0009741	LOC115763004|XP_030561254.1|DNOV	CG34181|NP_001097130.1|DMEL
OG0009742	LOC115765102|XP_030564347.1|DNOV	mamo|NP_727743.3|DMEL
OG0009743	LOC115766451|XP_030566243.1|DNOV	CG4991|NP_001259638.1|DMEL
OG0009744	LOC115769056|XP_030569629.1|DNOV	CG15772|NP_572255.1|DMEL
OG0009746	LOC115767762|XP_030567944.1|DNOV	CG8757|NP_648664.2|DMEL
OG0009747	LOC115768506|XP_030568952.1|DNOV	CG15357|NP_001259888.1|DMEL
OG0009748	LOC115765144|XP_030564407.1|DNOV	CG32537|NP_728236.1|DMEL
OG0009749	LOC115766953|XP_030566903.1|DNOV	CG32187|NP_730303.1|DMEL
OG0009750	LOC115769681|XP_030570459.1|DNOV	CG13810|NP_647697.2|DMEL
OG0009751	LOC115764410|XP_030563268.1|DNOV	CG32700|NP_727344.1|DMEL
OG0009752	LOC115768030|XP_030568312.1|DNOV	CG3091|NP_569990.2|DMEL
OG0009753	LOC115768027|XP_030568307.1|DNOV	CG3191|NP_726804.1|DMEL
OG0009754	LOC115762416|XP_030560468.1|DNOV	CG9083|NP_611976.3|DMEL
OG0009755	LOC115767861|XP_030568079.1|DNOV	CG3679|NP_573113.1|DMEL
OG0009756	LOC115765316|XP_030564676.1|DNOV	Yp1|NP_511103.1|DMEL
OG0009757	LOC115764494|XP_030563442.1|DNOV	CG30429|NP_726512.1|DMEL
OG0009758	LOC115764199|XP_030562947.1|DNOV	CG11898|NP_651679.2|DMEL
OG0009759	LOC115769055|XP_030569628.1|DNOV	ATbp|NP_001104481.2|DMEL
OG0009760	LOC115767001|XP_030566983.1|DNOV	CG14625|NP_569892.1|DMEL
OG0009761	LOC115767020|XP_030567005.1|DNOV	CG11378|NP_569886.1|DMEL
OG0009762	LOC115766906|XP_030566844.1|DNOV	CG12496|NP_570003.1|DMEL
OG0009763	LOC115771193|XP_030572648.1|DNOV	CG12105|NP_647632.2|DMEL
OG0009764	LOC115769485|XP_030570163.1|DNOV	CG13023|NP_648935.1|DMEL
OG0009765	LOC115762939|XP_030561179.1|DNOV	CG13912|NP_612079.1|DMEL
OG0009766	LOC115762692|XP_030560874.1|DNOV	Cpr65Au|NP_652661.1|DMEL
OG0009767	LOC115762876|XP_030561110.1|DNOV	Cpr65Ay|NP_001097524.1|DMEL
OG0009768	LOC115766948|XP_030566896.1|DNOV	CG34265|NP_001097491.1|DMEL
OG0009769	LOC115762657|XP_030560824.1|DNOV	CG13315|NP_652443.1|DMEL
OG0009770	LOC115771210|XP_030572669.1|DNOV	CG14837|NP_648136.2|DMEL
OG0009771	LOC115760021|XP_030557043.1|DNOV	CG13877|NP_612014.2|DMEL
OG0009772	LOC115765839|XP_030565427.1|DNOV	ru|NP_524790.1|DMEL
OG0009773	LOC115769644|XP_030570414.1|DNOV	PGRP-SB1|NP_648917.1|DMEL
OG0009774	LOC115771214|XP_030572674.1|DNOV	CG13724|NP_648966.1|DMEL
OG0009775	LOC115770159|XP_030571178.1|DNOV	CG7492|NP_648146.1|DMEL
OG0009776	LOC115769581|XP_030570317.1|DNOV	CG6685|NP_648376.1|DMEL
OG0009777	LOC115770254|XP_030571329.1|DNOV	dpr10|NP_729591.1|DMEL
OG0009778	LOC115771108|XP_030572528.1|DNOV	CG1143|NP_647735.1|DMEL
OG0009779	LOC115767669|XP_030567818.1|DNOV	CG10479|NP_001261458.1|DMEL
OG0009780	LOC115767667|XP_030567815.1|DNOV	PVRAP|NP_729124.1|DMEL
OG0009781	LOC115769461|XP_030570134.1|DNOV	CG13300|NP_648043.1|DMEL
OG0009782	LOC115759297|XP_030556060.1|DNOV	CG14958|NP_647782.1|DMEL
OG0009783	LOC115769532|XP_030570234.1|DNOV	CG42554|NP_001163314.1|DMEL
OG0009784	LOC115768087|XP_030568422.1|DNOV	CG16762|NP_647722.1|DMEL
OG0009785	LOC115769547|XP_030570250.1|DNOV	CG12971|NP_001262154.1|DMEL
OG0009786	LOC115770135|XP_030571138.1|DNOV	Hsp67Bc|NP_523994.1|DMEL
OG0009787	LOC115770139|XP_030571144.1|DNOV	CG4461|NP_648304.1|DMEL
OG0009788	LOC115769563|XP_030570275.1|DNOV	CG5707|NP_001246563.1|DMEL
OG0009789	LOC115769568|XP_030570284.1|DNOV	CG14963|NP_647778.1|DMEL
OG0009790	LOC115759402|XP_030556154.1|DNOV	CG34204|NP_001097401.1|DMEL
OG0009791	LOC115771216|XP_030572676.1|DNOV	CG13305|NP_001137913.1|DMEL
OG0009792	LOC115769750|XP_030570552.1|DNOV	CG6683|NP_648232.1|DMEL
OG0009793	LOC115762951|XP_030561200.1|DNOV	mthl9|NP_612029.1|DMEL
OG0009794	LOC115770657|XP_030571883.1|DNOV	CG31437|NP_733105.1|DMEL
OG0009795	LOC115764264|XP_030563046.1|DNOV	CG7101|NP_573329.2|DMEL
OG0009796	LOC115770347|XP_030571445.1|DNOV	CG14147|NP_648422.1|DMEL
OG0009797	LOC115769839|XP_030570673.1|DNOV	CG7409|NP_648155.1|DMEL
OG0009798	LOC115769740|XP_030570541.1|DNOV	CG13685|NP_001303397.1|DMEL
OG0009799	LOC115762811|XP_030561029.1|DNOV	CG3288|NP_649264.1|DMEL
OG0009800	LOC115771380|XP_030572925.1|DNOV	CG7173|NP_649330.1|DMEL
OG0009801	LOC115767130|XP_030567152.1|DNOV	ImpE2|NP_476580.1|DMEL
OG0009802	LOC115767169|XP_030567212.1|DNOV	CG10359|NP_001137882.1|DMEL
OG0009803	LOC115762845|XP_030561080.1|DNOV	retinin|NP_524995.2|DMEL
OG0009804	LOC115762858|XP_030561094.1|DNOV	CG4982|NP_648866.1|DMEL
OG0009805	LOC115762751|XP_030560949.1|DNOV	CG4962|NP_648865.1|DMEL
OG0009806	LOC115762901|XP_030561137.1|DNOV	CG13046|NP_648863.2|DMEL
OG0009807	LOC115762808|XP_030561026.1|DNOV	CG13054|NP_648852.1|DMEL
OG0009808	LOC115769352|XP_030569981.1|DNOV	CG42525|NP_001163335.1|DMEL
OG0009809	LOC115769746|XP_030570547.1|DNOV	Acbp6|NP_648082.1|DMEL
OG0009810	LOC115767890|XP_030568119.1|DNOV	Cpr78Cb|NP_001262144.1|DMEL
OG0009811	LOC115767846|XP_030568060.1|DNOV	Cpr78Ca|NP_649298.2|DMEL
OG0009812	LOC115770879|XP_030572177.1|DNOV	CG10063|NP_648068.1|DMEL
OG0009813	LOC115769332|XP_030569953.1|DNOV	CG9279|NP_649124.1|DMEL
OG0009814	LOC115771302|XP_030572800.1|DNOV	CG4669|NP_647956.2|DMEL
OG0009815	LOC115771533|XP_030573131.1|DNOV	CG14075|NP_649080.1|DMEL
OG0009816	LOC115770185|XP_030571206.1|DNOV	Fbp1|NP_524065.1|DMEL
OG0009817	LOC115770043|XP_030570984.1|DNOV	CG8100|NP_648693.2|DMEL
OG0009818	LOC115769437|XP_030570104.1|DNOV	CG14107|NP_648637.2|DMEL
OG0009819	LOC115769435|XP_030570103.1|DNOV	ImpL1|NP_729885.1|DMEL
OG0009820	LOC115769434|XP_030570102.1|DNOV	CG14110|NP_648638.1|DMEL
OG0009821	LOC115757655|XP_030557685.1|DNOV, LOC115770145|XP_030571154.1|DNOV	kni|NP_001287130.1|DMEL
OG0009822	LOC115769741|XP_030570544.1|DNOV	hid|NP_524136.2|DMEL
OG0009823	LOC115765181|XP_030564465.1|DNOV	mtrm|NP_648223.1|DMEL
OG0009824	LOC115767671|XP_030567826.1|DNOV	CG7607|NP_648449.1|DMEL
OG0009825	LOC115771451|XP_030573026.1|DNOV	CG14109|NP_648649.1|DMEL
OG0009826	LOC115770512|XP_030571672.1|DNOV	CG11438|NP_649392.1|DMEL
OG0009827	LOC115770514|XP_030571675.1|DNOV	laza|NP_649391.1|DMEL
OG0009828	LOC115765983|XP_030565608.1|DNOV	CG6163|NP_648460.1|DMEL
OG0009829	LOC115771409|XP_030572969.1|DNOV	CG17032|NP_648817.1|DMEL
OG0009830	LOC115767134|XP_030567159.1|DNOV	CG14568|NP_649355.1|DMEL
OG0009831	LOC115768520|XP_030568974.1|DNOV	CG14572|NP_649359.1|DMEL
OG0009832	LOC115770015|XP_030570930.1|DNOV	CG14565|NP_649360.1|DMEL
OG0009833	LOC115768821|XP_030569383.1|DNOV	CG34452|NP_001097611.2|DMEL
OG0009834	LOC115761851|XP_030559697.1|DNOV	BEAF-32|NP_523747.1|DMEL
OG0009835	LOC115763087|XP_030561385.1|DNOV	CG34193|NP_001097357.1|DMEL
OG0009836	LOC115766207|XP_030565919.1|DNOV	CG14282|NP_650788.1|DMEL
OG0009837	LOC115765075|XP_030564311.1|DNOV	CG4009|NP_650588.2|DMEL
OG0009838	LOC115760040|XP_030557068.1|DNOV	CG15152|NP_609865.1|DMEL
OG0009839	LOC115764694|XP_030563752.1|DNOV	CG43341|NP_001246190.1|DMEL
OG0009840	LOC115769165|XP_030569723.1|DNOV	CG18094|NP_001260584.1|DMEL
OG0009841	LOC115758799|XP_030555433.1|DNOV	Vm26Ab|NP_476784.1|DMEL
OG0009842	LOC115770476|XP_030571621.1|DNOV	CG13474|NP_648714.1|DMEL
OG0009843	LOC115769370|XP_030570013.1|DNOV	CG32270|NP_728837.1|DMEL
OG0009844	LOC115766545|XP_030566381.1|DNOV	stwl|NP_524068.2|DMEL
OG0009845	LOC115771200|XP_030572661.1|DNOV	Cyp317a1|NP_611004.1|DMEL
OG0009846	LOC115759054|XP_030555738.1|DNOV	CG42585|NP_001162977.1|DMEL, CG31835|NP_723881.1|DMEL
OG0009847	LOC115768582|XP_030569087.1|DNOV	CG15773|NP_572251.1|DMEL
OG0009848	LOC115768261|XP_030568651.1|DNOV	CG17764|NP_572211.1|DMEL
OG0009849	LOC115771940|XP_030573700.1|DNOV	Elal|NP_524491.1|DMEL
OG0009850	LOC115767566|XP_030567711.1|DNOV	CG12061|NP_001104467.2|DMEL
OG0009851	LOC115769103|XP_030569674.1|DNOV	CG2898|NP_572623.1|DMEL
OG0009852	LOC115767176|XP_030567226.1|DNOV, LOC115764343|XP_030563158.1|DNOV	CG10752|NP_648614.1|DMEL
OG0009853	LOC115765215|XP_030564519.1|DNOV	CG11068|NP_572936.1|DMEL
OG0009855	LOC115763027|XP_030561293.1|DNOV	CG12438|NP_609249.1|DMEL
OG0009856	LOC115763114|XP_030561417.1|DNOV	CG9014|NP_609668.2|DMEL
OG0009857	LOC115769193|XP_030569757.1|DNOV	CG13083|NP_995727.1|DMEL
OG0009858	LOC115758659|XP_030555258.1|DNOV	ppk11|NP_001334672.1|DMEL
OG0009859	LOC115758761|XP_030555381.1|DNOV	OS9|NP_652666.2|DMEL
OG0009860	LOC115765530|XP_030565007.1|DNOV	CG7309|NP_609468.4|DMEL
OG0009861	LOC115758649|XP_030555244.1|DNOV	CG33128|NP_787961.1|DMEL
OG0009862	LOC115758427|XP_030554942.1|DNOV, LOC115759275|XP_030556037.1|DNOV	CG4983|NP_609513.1|DMEL
OG0009863	LOC115758383|XP_030554845.1|DNOV	CG17078|NP_608512.2|DMEL
OG0009864	LOC115758607|XP_030555194.1|DNOV	CG33322|NP_995734.1|DMEL
OG0009865	LOC115763411|XP_030561821.1|DNOV	Elba3|NP_608850.1|DMEL
OG0009866	LOC115770213|XP_030571267.1|DNOV	CG43127|NP_001097575.2|DMEL
OG0009867	LOC115766975|XP_030566930.1|DNOV	CG13712|NP_647926.1|DMEL
OG0009868	LOC115766979|XP_030566939.1|DNOV	CG32221|NP_730456.2|DMEL
OG0009870	LOC115766899|XP_030566840.1|DNOV	Cyp312a1|NP_649030.1|DMEL
OG0009871	LOC115762202|XP_030560189.1|DNOV	CG17575|NP_001188917.1|DMEL
OG0009872	LOC115760488|XP_030557700.1|DNOV	CG4286|NP_611560.1|DMEL
OG0009873	LOC115760701|XP_030558026.1|DNOV	pgc|NP_001097411.1|DMEL
OG0009874	LOC115770274|XP_030571358.1|DNOV	CG5506|NP_649021.1|DMEL
OG0009875	LOC115770516|XP_030571677.1|DNOV	CG11425|NP_649395.1|DMEL
OG0009876	LOC115763296|XP_030561648.1|DNOV, LOC115760678|XP_030558005.1|DNOV	CG33626|NP_001027405.2|DMEL
OG0009877	LOC115758256|XP_030554675.1|DNOV	Tsen15|NP_724774.1|DMEL
OG0009878	LOC115760508|XP_030557729.1|DNOV	CG30056|NP_725186.1|DMEL
OG0009879	LOC115761040|XP_030558515.1|DNOV	CG10931|NP_611261.1|DMEL
OG0009880	LOC115762209|XP_030560195.1|DNOV, LOC115762140|XP_030560111.1|DNOV	CG30278|NP_726180.1|DMEL
OG0009881	LOC115760887|XP_030558310.1|DNOV	CG17048|NP_610866.1|DMEL
OG0009882	LOC115761074|XP_030558553.1|DNOV	CG10332|NP_611809.2|DMEL
OG0009883	LOC115757922|XP_030554246.1|DNOV, LOC115758152|XP_030554546.1|DNOV	CG13423|NP_611485.1|DMEL
OG0009884	LOC115758146|XP_030554540.1|DNOV, LOC115757899|XP_030554205.1|DNOV	CG13428|NP_611487.1|DMEL
OG0009885	LOC115758207|XP_030554618.1|DNOV	CG1690|NP_610515.1|DMEL
OG0009886	LOC115758163|XP_030554562.1|DNOV, LOC115757799|XP_030554077.1|DNOV	ste24c|NP_001261038.1|DMEL
OG0009887	LOC115762005|XP_030559936.1|DNOV	CG8586|NP_610402.1|DMEL
OG0009888	LOC115767484|XP_030567651.1|DNOV	CG15124|NP_611435.1|DMEL
OG0009889	LOC115766610|XP_030566459.1|DNOV	Gpdh2|NP_611760.2|DMEL
OG0009890	LOC115766512|XP_030566333.1|DNOV	CG5089|NP_611142.3|DMEL
OG0009891	LOC115764493|XP_030563441.1|DNOV	CG14644|NP_649445.3|DMEL
OG0009892	LOC115758089|XP_030554466.1|DNOV	CG8260|NP_573069.1|DMEL
OG0009893	LOC115758053|XP_030554426.1|DNOV	Drep3|NP_610723.2|DMEL
OG0009895	LOC115761648|XP_030559344.1|DNOV	RacGAP84C|NP_476704.1|DMEL
OG0009896	LOC115770701|XP_030571955.1|DNOV	CHKov2|NP_651387.1|DMEL
OG0009897	LOC115766206|XP_030565918.1|DNOV	CG5399|NP_650481.1|DMEL
OG0009898	LOC115766105|XP_030565785.1|DNOV	CG3987|NP_650421.3|DMEL
OG0009899	LOC115771930|XP_030573690.1|DNOV	soti|NP_650358.1|DMEL
OG0009900	LOC115761254|XP_030558827.1|DNOV	Ravus|NP_731779.1|DMEL
OG0009901	LOC115770554|XP_030571724.1|DNOV	Hex-t1|NP_788744.1|DMEL
OG0009902	LOC115765622|XP_030565132.1|DNOV	CG14691|NP_650012.2|DMEL
OG0009903	LOC115759439|XP_030556214.1|DNOV	e_y_2b|NP_652310.1|DMEL
OG0009904	LOC115757666|XP_030553843.1|DNOV	CG14857|NP_650392.1|DMEL
OG0009905	LOC115761723|XP_030559464.1|DNOV	Rbp4|NP_476935.1|DMEL
OG0009906	LOC115761499|XP_030559127.1|DNOV	CG9759|NP_650296.1|DMEL
OG0009907	LOC115771681|XP_030573357.1|DNOV, LOC115757737|XP_030553982.1|DNOV	CG31199|NP_732546.1|DMEL
OG0009909	LOC115772032|XP_030573822.1|DNOV	CG6059|NP_651541.2|DMEL
OG0009910	LOC115757758|XP_030554029.1|DNOV	CG18749|NP_001287228.1|DMEL, CG15864|NP_652183.2|DMEL
OG0009912	LOC115758852|XP_030555499.1|DNOV, LOC115758853|XP_030555501.1|DNOV	CG10481|NP_995731.1|DMEL
OG0009913	LOC115763069|XP_030561358.1|DNOV	CG18558|NP_608720.2|DMEL
OG0009916	LOC115769171|XP_030569735.1|DNOV	NimC1|NP_001260453.1|DMEL
OG0009922	LOC115769357|XP_030569997.1|DNOV	CG14104|NP_652408.2|DMEL
OG0009925	LOC115764804|XP_030563910.1|DNOV	CG14710|NP_650092.4|DMEL
OG0009930	LOC115766817|XP_030566713.1|DNOV	CG12986|NP_573243.1|DMEL
OG0009932	LOC115760914|XP_030558345.1|DNOV	CG12923|NP_610532.1|DMEL
OG0009933	LOC115760538|XP_030557783.1|DNOV	COX6AL|NP_725504.1|DMEL
OG0009937	LOC115760357|XP_030557506.1|DNOV	CG43968|NP_001262238.1|DMEL
OG0009938	LOC115767202|XP_030567252.1|DNOV	CG8568|NP_573217.1|DMEL
OG0009940	LOC115763900|XP_030562544.1|DNOV	CG4730|NP_651413.1|DMEL
OG0009941	LOC115765966|XP_030565579.1|DNOV	tomb|NP_608936.1|DMEL
OG0009942	LOC115760670|XP_030557996.1|DNOV	CG12744|NP_610530.1|DMEL
OG0009943	LOC115763022|XP_030561279.1|DNOV	CG12253|NP_652056.2|DMEL
OG0009944	LOC115768503|XP_030568948.1|DNOV	CG11382|NP_569895.1|DMEL
OG0009945	LOC115771351|XP_030572884.1|DNOV	CG2202|NP_572657.2|DMEL
OG0009946	LOC115770757|XP_030572029.1|DNOV	CG34307|NP_001097753.2|DMEL
OG0009947	LOC115769885|XP_030570754.1|DNOV	CG10486|NP_647998.2|DMEL
OG0009948	LOC115767035|XP_030567023.1|DNOV	CG3699|NP_569875.2|DMEL
OG0009949	LOC115763658|XP_030562189.1|DNOV	dpr16|NP_001287169.1|DMEL
OG0009950	LOC115766161|XP_030565861.1|DNOV	CG18765|NP_001097750.1|DMEL
OG0009951	LOC115763757|XP_030562331.1|DNOV	Xport-B|NP_001163658.1|DMEL
OG0009952	LOC115764770|XP_030563868.1|DNOV	CG18598|NP_650698.1|DMEL
OG0009953	LOC115763904|XP_030562549.1|DNOV	CG5039|NP_651414.1|DMEL
OG0009954	LOC115770961|XP_030572290.1|DNOV	CG3281|NP_650132.1|DMEL
OG0009956	LOC115767557|XP_030567700.1|DNOV	CG42449|NP_572244.1|DMEL
OG0009957	LOC115761295|XP_030558882.1|DNOV	ZIPIC|NP_651765.1|DMEL
OG0009958	LOC115772046|XP_030573845.1|DNOV	CG14259|NP_651532.1|DMEL
OG0009960	LOC115763979|XP_030562644.1|DNOV	Nepl11|NP_649449.1|DMEL
OG0009961	LOC115764178|XP_030562924.1|DNOV	CG14642|NP_730791.1|DMEL
OG0009962	LOC115761795|XP_030559594.1|DNOV	Lip3|NP_477331.1|DMEL
OG0009964	LOC115771849|XP_030573591.1|DNOV	CG10300|NP_651174.2|DMEL
OG0009965	LOC115759600|XP_030556431.1|DNOV	CG31371|NP_733375.2|DMEL
OG0009966	LOC115765463|XP_030564898.1|DNOV	Dif|NP_001162998.1|DMEL
OG0009967	LOC115760096|XP_030557141.1|DNOV	CG10650|NP_609929.2|DMEL
OG0009968	LOC115759168|XP_030555898.1|DNOV	CG11912|NP_608517.1|DMEL
OG0009969	LOC115758657|XP_030555256.1|DNOV	CG31808|NP_001188822.1|DMEL
OG0009970	LOC115759830|XP_030556782.1|DNOV	CG10570|NP_652585.1|DMEL
OG0009971	LOC115765540|XP_030565023.1|DNOV	CG31805|NP_001246052.1|DMEL
OG0009972	LOC115759998|XP_030557014.1|DNOV	l_2_SH0834|NP_609376.1|DMEL
OG0009973	LOC115760291|XP_030557424.1|DNOV	udd|NP_610353.1|DMEL
OG0009974	LOC115763266|XP_030561605.1|DNOV	Gr39b|NP_724336.1|DMEL
OG0009975	LOC115758689|XP_030555293.1|DNOV	GluRIIA|NP_523484.2|DMEL
OG0009976	LOC115763045|XP_030561328.1|DNOV	CG13766|NP_609050.1|DMEL
OG0009977	LOC115763361|XP_030561749.1|DNOV	Spn31A|NP_609341.1|DMEL
OG0009978	LOC115763362|XP_030561750.1|DNOV	CG13133|NP_609343.1|DMEL
OG0009979	LOC115763498|XP_030561953.1|DNOV	CG16820|NP_609627.1|DMEL
OG0009980	LOC115761089|XP_030558570.1|DNOV	CG30161|NP_611953.2|DMEL
OG0009981	LOC115758586|XP_030555169.1|DNOV	CG34005|NP_001033957.2|DMEL
