Orthogroup	DNOV.longest_only	ASTE.longest_only
OG0007218	LOC115771606|XP_030573229.1|DNOV	LOC118505237|XP_035896669.1|ASTE
OG0007219	LOC115764666|XP_030563714.1|DNOV	LOC118504643|XP_035895287.1|ASTE
OG0007220	LOC115764206|XP_030562956.1|DNOV	LOC118505319|XP_035896857.1|ASTE
OG0007221	LOC115765788|XP_030565333.1|DNOV	LOC118505318|XP_035896855.1|ASTE
OG0007222	LOC115771873|XP_030573616.1|DNOV	LOC118504785|XP_035895629.1|ASTE
OG0007223	LOC115771762|XP_030573474.1|DNOV	LOC118503657|XP_035893073.1|ASTE
OG0007224	LOC115766156|XP_030565852.1|DNOV	LOC118503651|XP_035893065.1|ASTE
OG0007225	LOC115766057|XP_030565698.1|DNOV	LOC118503660|XP_035893078.1|ASTE
OG0007226	LOC115763699|XP_030562247.1|DNOV	LOC118503649|XP_035893061.1|ASTE
OG0007227	LOC115769515|XP_030570213.1|DNOV	LOC118506562|XP_035899777.1|ASTE
OG0007228	LOC115769765|XP_030570587.1|DNOV	LOC118504311|XP_035894506.1|ASTE
OG0007229	LOC115764139|XP_030562873.1|DNOV	LOC118505125|XP_035896334.1|ASTE
OG0007230	LOC115765650|XP_030565167.1|DNOV	LOC118505251|XP_035896697.1|ASTE
OG0007231	LOC115763736|XP_030562296.1|DNOV	LOC118507615|XP_035902220.1|ASTE
OG0007232	LOC115766914|XP_030566853.1|DNOV	LOC118505502|XP_035897256.1|ASTE
OG0007233	LOC115766915|XP_030566857.1|DNOV	LOC118505504|XP_035897265.1|ASTE
OG0007234	LOC115766965|XP_030566912.1|DNOV	LOC118505525|XP_035897330.1|ASTE
OG0007235	LOC115766921|XP_030566865.1|DNOV	LOC118505526|XP_035897331.1|ASTE
OG0007236	LOC115765653|XP_030565170.1|DNOV	LOC118505473|XP_035897179.1|ASTE
OG0007237	LOC115763636|XP_030562125.1|DNOV	LOC118505472|XP_035897178.1|ASTE
OG0007238	LOC115766730|XP_030566550.1|DNOV	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE
OG0007239	LOC115765717|XP_030565238.1|DNOV	LOC118506575|XP_035899811.1|ASTE
OG0007241	LOC115768880|XP_030569450.1|DNOV	LOC118504278|XP_035894445.1|ASTE
OG0007242	LOC115768879|XP_030569446.1|DNOV	LOC118504276|XP_035894435.1|ASTE
OG0007243	LOC115767571|XP_030567717.1|DNOV	LOC118507727|XP_035902574.1|ASTE
OG0007244	LOC115766030|XP_030565661.1|DNOV	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE
OG0007245	LOC115757751|XP_030554014.1|DNOV	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE
OG0007246	LOC115761397|XP_030559014.1|DNOV	LOC118505461|XP_035897156.1|ASTE
OG0007247	LOC115760965|XP_030558416.1|DNOV	LOC118507637|XP_035902289.1|ASTE
OG0007248	LOC115768014|XP_030568287.1|DNOV	LOC118506340|XP_035899216.1|ASTE
OG0007249	LOC115766474|XP_030566279.1|DNOV	LOC118506330|XP_035899193.1|ASTE
OG0007250	LOC115767299|XP_030567395.1|DNOV	LOC118508545|XP_035904321.1|ASTE
OG0007251	LOC115759465|XP_030556259.1|DNOV	LOC118502617|XP_035890883.1|ASTE
OG0007252	LOC115771988|XP_030573769.1|DNOV	LOC118502612|XP_035890872.1|ASTE
OG0007253	LOC115770057|XP_030571011.1|DNOV	LOC118502594|XP_035890842.1|ASTE
OG0007254	LOC115765755|XP_030565277.1|DNOV	LOC118508354|XP_035903948.1|ASTE
OG0007255	LOC115765235|XP_030564552.1|DNOV	LOC118517566|XP_035919703.1|ASTE
OG0007256	LOC115759621|XP_030556465.1|DNOV	LOC118517537|XP_035919665.1|ASTE
OG0007257	LOC115770955|XP_030572283.1|DNOV	LOC118507000|XP_035900786.1|ASTE
OG0007258	LOC115770573|XP_030571754.1|DNOV	LOC118507005|XP_035900792.1|ASTE
OG0007259	LOC115767014|XP_030566997.1|DNOV	LOC118507041|XP_035900889.1|ASTE
OG0007260	LOC115767093|XP_030567100.1|DNOV	LOC118507040|XP_035900888.1|ASTE
OG0007261	LOC115764391|XP_030563227.1|DNOV	LOC118507049|XP_035900902.1|ASTE
OG0007262	LOC115765405|XP_030564804.1|DNOV	LOC118504336|XP_035894586.1|ASTE
OG0007263	LOC115766807|XP_030566691.1|DNOV, LOC115766805|XP_030566690.1|DNOV	LOC118504339|XP_035894593.1|ASTE
OG0007264	LOC115770098|XP_030571070.1|DNOV	LOC118504342|XP_035894596.1|ASTE
OG0007265	LOC115767991|XP_030568252.1|DNOV	LOC118504354|XP_035894632.1|ASTE
OG0007266	LOC115772082|XP_030573895.1|DNOV	LOC118505152|XP_035896425.1|ASTE
OG0007267	LOC115765721|XP_030565245.1|DNOV	LOC118504632|XP_035895242.1|ASTE
OG0007268	LOC115757876|XP_030554175.1|DNOV	LOC118504628|XP_035895234.1|ASTE
OG0007269	LOC115767050|XP_030567042.1|DNOV	LOC118505052|XP_035896218.1|ASTE
OG0007270	LOC115764607|XP_030563610.1|DNOV	LOC118505029|XP_035896137.1|ASTE
OG0007271	LOC115766183|XP_030565885.1|DNOV	LOC118508539|XP_035904312.1|ASTE
OG0007272	LOC115769520|XP_030570220.1|DNOV	LOC118508553|XP_035904338.1|ASTE
OG0007273	LOC115766021|XP_030565648.1|DNOV	LOC118508543|XP_035904318.1|ASTE
OG0007274	LOC115771996|XP_030573786.1|DNOV	LOC118502367|XP_035890479.1|ASTE
OG0007275	LOC115767153|XP_030567186.1|DNOV	LOC118502615|XP_035890882.1|ASTE
OG0007276	LOC115767115|XP_030567128.1|DNOV	LOC118506980|XP_035900734.1|ASTE
OG0007277	LOC115771476|XP_030573059.1|DNOV	LOC118506972|XP_035900711.1|ASTE
OG0007278	LOC115770438|XP_030571571.1|DNOV	LOC118506982|XP_035900743.1|ASTE
OG0007279	LOC115770389|XP_030571497.1|DNOV	LOC118506687|XP_035900050.1|ASTE
OG0007280	LOC115770111|XP_030571088.1|DNOV	LOC118506685|XP_035900044.1|ASTE
OG0007281	LOC115761779|XP_030559570.1|DNOV	LOC118502749|XP_035891208.1|ASTE
OG0007282	LOC115761775|XP_030559565.1|DNOV	LOC118502708|XP_035891145.1|ASTE
OG0007283	LOC115765711|XP_030565232.1|DNOV	LOC118502726|XP_035891179.1|ASTE
OG0007284	LOC115761352|XP_030558958.1|DNOV	LOC118505734|XP_035897815.1|ASTE
OG0007285	LOC115768025|XP_030568304.1|DNOV	LOC118505729|XP_035897809.1|ASTE
OG0007286	LOC115768020|XP_030568294.1|DNOV	LOC118505727|XP_035897803.1|ASTE
OG0007287	LOC115765910|XP_030565515.1|DNOV	LOC118505730|XP_035897811.1|ASTE
OG0007288	LOC115766404|XP_030566181.1|DNOV	LOC118507720|XP_035902562.1|ASTE
OG0007289	LOC115768313|XP_030568720.1|DNOV	LOC118504362|XP_035894648.1|ASTE
OG0007290	LOC115764763|XP_030563859.1|DNOV	LOC118506835|XP_035900440.1|ASTE
OG0007291	LOC115768606|XP_030569119.1|DNOV	LOC118517559|XP_035919694.1|ASTE
OG0007292	LOC115766269|XP_030565992.1|DNOV	LOC118517562|XP_035919697.1|ASTE
OG0007293	LOC115770767|XP_030572037.1|DNOV	LOC118508268|XP_035903798.1|ASTE
OG0007294	LOC115766067|XP_030565730.1|DNOV	LOC118503215|XP_035892097.1|ASTE
OG0007295	LOC115766078|XP_030565742.1|DNOV	LOC118503522|XP_035892774.1|ASTE
OG0007296	LOC115764914|XP_030564075.1|DNOV	LOC118505046|XP_035896193.1|ASTE
OG0007297	LOC115759531|XP_030556341.1|DNOV	LOC118505073|XP_035896251.1|ASTE
OG0007298	LOC115759420|XP_030556177.1|DNOV	LOC118505100|XP_035896296.1|ASTE
OG0007299	LOC115759560|XP_030556386.1|DNOV	LOC118508410|XP_035904066.1|ASTE
OG0007300	LOC115770960|XP_030572289.1|DNOV	LOC118507707|XP_035902495.1|ASTE
OG0007301	LOC115765794|XP_030565359.1|DNOV	LOC118502773|XP_035891258.1|ASTE
OG0007302	LOC115767891|XP_030568117.1|DNOV	LOC118505388|XP_035896988.1|ASTE
OG0007303	LOC115767054|XP_030567047.1|DNOV	LOC118504774|XP_035895596.1|ASTE
OG0007304	LOC115769290|XP_030569877.1|DNOV	LOC118503186|XP_035892060.1|ASTE
OG0007305	LOC115766119|XP_030565802.1|DNOV	LOC118503267|XP_035892220.1|ASTE
OG0007306	LOC115766100|XP_030565781.1|DNOV	LOC118503266|XP_035892219.1|ASTE
OG0007307	LOC115770727|XP_030571987.1|DNOV	LOC118504543|XP_035895034.1|ASTE
OG0007308	LOC115764839|XP_030563948.1|DNOV	LOC118504528|XP_035894963.1|ASTE
OG0007309	LOC115770557|XP_030571728.1|DNOV	LOC118502533|XP_035890697.1|ASTE
OG0007310	LOC115770796|XP_030572078.1|DNOV	LOC118502531|XP_035890691.1|ASTE
OG0007311	LOC115770636|XP_030571841.1|DNOV	LOC118502530|XP_035890688.1|ASTE
OG0007312	LOC115762290|XP_030560315.1|DNOV	LOC118504465|XP_035894863.1|ASTE
OG0007313	LOC115765351|XP_030564725.1|DNOV	LOC118503016|XP_035891733.1|ASTE
OG0007314	LOC115768483|XP_030568923.1|DNOV	LOC118503011|XP_035891720.1|ASTE
OG0007315	LOC115767556|XP_030567699.1|DNOV	LOC118502978|XP_035891642.1|ASTE
OG0007316	LOC115763741|XP_030562305.1|DNOV	LOC118502997|XP_035891698.1|ASTE
OG0007317	LOC115765703|XP_030565225.1|DNOV	LOC118506983|XP_035900744.1|ASTE
OG0007318	LOC115765699|XP_030565216.1|DNOV	LOC118506968|XP_035900696.1|ASTE
OG0007319	LOC115771251|XP_030572712.1|DNOV	LOC118505692|XP_035897724.1|ASTE
OG0007320	LOC115763187|XP_030561505.1|DNOV	LOC118506551|XP_035899748.1|ASTE
OG0007321	LOC115768029|XP_030568311.1|DNOV	LOC118506545|XP_035899729.1|ASTE
OG0007322	LOC115767058|XP_030567054.1|DNOV	LOC118507591|XP_035902148.1|ASTE
OG0007323	LOC115766429|XP_030566212.1|DNOV	LOC118507588|XP_035902144.1|ASTE
OG0007324	LOC115766217|XP_030565930.1|DNOV	LOC118506946|XP_035900657.1|ASTE
OG0007325	LOC115761619|XP_030559308.1|DNOV	LOC118506934|XP_035900643.1|ASTE
OG0007326	LOC115766221|XP_030565935.1|DNOV	LOC118506928|XP_035900620.1|ASTE
OG0007327	LOC115762782|XP_030560995.1|DNOV	LOC118508435|XP_035904107.1|ASTE
OG0007328	LOC115761396|XP_030559013.1|DNOV	LOC118506941|XP_035900652.1|ASTE
OG0007329	LOC115770760|XP_030572033.1|DNOV	LOC118502658|XP_035891002.1|ASTE
OG0007331	LOC115768364|XP_030568794.1|DNOV	LOC118506890|XP_035900558.1|ASTE
OG0007332	LOC115768324|XP_030568739.1|DNOV	LOC118502517|XP_035890662.1|ASTE
OG0007333	LOC115770740|XP_030572002.1|DNOV	LOC118502581|XP_035890816.1|ASTE
OG0007334	LOC115763661|XP_030562193.1|DNOV	LOC118506691|XP_035900056.1|ASTE
OG0007335	LOC115769928|XP_030570827.1|DNOV	LOC118504743|XP_035895524.1|ASTE
OG0007336	LOC115768576|XP_030569075.1|DNOV	LOC118506733|XP_035900165.1|ASTE
OG0007337	LOC115770933|XP_030572254.1|DNOV	LOC118506739|XP_035900190.1|ASTE
OG0007338	LOC115771028|XP_030572422.1|DNOV	LOC118506398|XP_035899342.1|ASTE
OG0007339	LOC115770593|XP_030571788.1|DNOV	LOC118506531|XP_035899692.1|ASTE
OG0007340	LOC115765629|XP_030565140.1|DNOV	LOC118505135|XP_035896369.1|ASTE
OG0007341	LOC115759628|XP_030556476.1|DNOV	LOC118505791|XP_035898017.1|ASTE
OG0007342	LOC115764730|XP_030563801.1|DNOV	LOC118506961|XP_035900675.1|ASTE
OG0007343	LOC115770675|XP_030571917.1|DNOV	LOC118504507|XP_035894930.1|ASTE
OG0007344	LOC115759269|XP_030556031.1|DNOV	LOC118504506|XP_035894929.1|ASTE
OG0007345	LOC115770842|XP_030572138.1|DNOV	LOC118504504|XP_035894924.1|ASTE
OG0007346	LOC115765821|XP_030565405.1|DNOV	LOC118504817|XP_035895714.1|ASTE
OG0007347	LOC115766895|XP_030566827.1|DNOV	LOC118502631|XP_035890909.1|ASTE
OG0007348	LOC115766891|XP_030566824.1|DNOV	LOC118502622|XP_035890889.1|ASTE
OG0007349	LOC115766889|XP_030566821.1|DNOV	LOC118502620|XP_035890887.1|ASTE
OG0007350	LOC115767596|XP_030567748.1|DNOV	LOC118502639|XP_035890978.1|ASTE
OG0007351	LOC115770055|XP_030571006.1|DNOV	LOC118508368|XP_035903983.1|ASTE
OG0007352	LOC115762459|XP_030560527.1|DNOV	LOC118502806|XP_035891337.1|ASTE
OG0007353	LOC115763665|XP_030562196.1|DNOV	LOC118502811|XP_035891344.1|ASTE
OG0007354	LOC115770779|XP_030572059.1|DNOV	LOC118505412|XP_035897054.1|ASTE
OG0007355	LOC115765668|XP_030565186.1|DNOV	LOC118502676|XP_035891058.1|ASTE
OG0007356	LOC115762102|XP_030560063.1|DNOV	LOC118502772|XP_035891257.1|ASTE
OG0007357	LOC115764621|XP_030563643.1|DNOV	LOC118502766|XP_035891245.1|ASTE
OG0007358	LOC115770793|XP_030572074.1|DNOV	LOC118502767|XP_035891249.1|ASTE
OG0007359	LOC115761597|XP_030559255.1|DNOV	LOC118504496|XP_035894912.1|ASTE
OG0007360	LOC115761631|XP_030559320.1|DNOV	LOC118506388|XP_035899321.1|ASTE
OG0007361	LOC115771357|XP_030572890.1|DNOV	LOC118504304|XP_035894493.1|ASTE
OG0007362	LOC115763394|XP_030561797.1|DNOV	LOC118504306|XP_035894500.1|ASTE
OG0007363	LOC115768366|XP_030568798.1|DNOV	LOC118506269|XP_035899064.1|ASTE
OG0007364	LOC115768401|XP_030568834.1|DNOV	LOC118505770|XP_035897906.1|ASTE
OG0007365	LOC115768399|XP_030568832.1|DNOV	LOC118503249|XP_035892179.1|ASTE
OG0007366	LOC115766115|XP_030565796.1|DNOV	LOC118503251|XP_035892182.1|ASTE
OG0007367	LOC115762556|XP_030560693.1|DNOV	LOC118503256|XP_035892189.1|ASTE
OG0007368	LOC115764628|XP_030563655.1|DNOV	LOC118508501|XP_035904230.1|ASTE
OG0007369	LOC115767906|XP_030568139.1|DNOV	LOC118504868|XP_035895805.1|ASTE
OG0007370	LOC115765008|XP_030564222.1|DNOV	LOC118504865|XP_035895800.1|ASTE
OG0007371	LOC115764200|XP_030562948.1|DNOV	LOC118508382|XP_035904012.1|ASTE
OG0007372	LOC115766131|XP_030565813.1|DNOV	LOC118504245|XP_035894361.1|ASTE
OG0007373	LOC115767733|XP_030567904.1|DNOV	LOC118504250|XP_035894370.1|ASTE
OG0007374	LOC115764285|XP_030563076.1|DNOV	LOC118502522|XP_035890676.1|ASTE
OG0007375	LOC115767318|XP_030567418.1|DNOV	LOC118505044|XP_035896188.1|ASTE
OG0007376	LOC115766842|XP_030566749.1|DNOV	LOC118505054|XP_035896221.1|ASTE
OG0007377	LOC115769001|XP_030569571.1|DNOV	LOC118505017|XP_035896099.1|ASTE
OG0007378	LOC115768809|XP_030569366.1|DNOV	LOC118504982|XP_035896028.1|ASTE
OG0007379	LOC115767731|XP_030567901.1|DNOV	LOC118504997|XP_035896067.1|ASTE
OG0007380	LOC115768505|XP_030568950.1|DNOV	LOC118505002|XP_035896080.1|ASTE
OG0007381	LOC115767724|XP_030567893.1|DNOV	LOC118507564|XP_035902079.1|ASTE
OG0007382	LOC115768760|XP_030569310.1|DNOV	LOC118502873|XP_035891474.1|ASTE
OG0007383	LOC115768668|XP_030569208.1|DNOV	LOC118507561|XP_035902056.1|ASTE
OG0007384	LOC115766472|XP_030566276.1|DNOV	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE
OG0007385	LOC115768186|XP_030568554.1|DNOV	LOC118506823|XP_035900406.1|ASTE
OG0007386	LOC115768923|XP_030569519.1|DNOV	LOC118506848|XP_035900471.1|ASTE
OG0007387	LOC115765275|XP_030564625.1|DNOV	LOC118506856|XP_035900479.1|ASTE
OG0007388	LOC115766349|XP_030566105.1|DNOV	LOC118506842|XP_035900449.1|ASTE
OG0007389	LOC115763165|XP_030561478.1|DNOV	LOC118507081|XP_035900957.1|ASTE
OG0007390	LOC115768490|XP_030568932.1|DNOV	LOC118506850|XP_035900473.1|ASTE
OG0007391	LOC115766192|XP_030565896.1|DNOV	LOC118507438|XP_035901809.1|ASTE
OG0007392	LOC115767976|XP_030568235.1|DNOV	LOC118506861|XP_035900485.1|ASTE
OG0007393	LOC115770849|XP_030572145.1|DNOV	LOC118505263|XP_035896718.1|ASTE
OG0007394	LOC115765404|XP_030564801.1|DNOV	LOC118505173|XP_035896507.1|ASTE
OG0007395	LOC115764364|XP_030563186.1|DNOV	LOC118505207|XP_035896584.1|ASTE
OG0007396	LOC115759619|XP_030556462.1|DNOV	LOC118505155|XP_035896441.1|ASTE
OG0007397	LOC115759962|XP_030556964.1|DNOV	LOC118504536|XP_035894992.1|ASTE
OG0007398	LOC115761991|XP_030559913.1|DNOV	LOC118505854|XP_035898127.1|ASTE
OG0007399	LOC115767308|XP_030567406.1|DNOV	LOC118505855|XP_035898129.1|ASTE
OG0007400	LOC115767795|XP_030567986.1|DNOV	LOC118509347|XP_035905758.1|ASTE
OG0007401	LOC115764310|XP_030563108.1|DNOV	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE
OG0007402	LOC115759476|XP_030556270.1|DNOV	LOC118510985|XP_035909388.1|ASTE
OG0007404	LOC115759450|XP_030556239.1|DNOV	LOC118510978|XP_035909372.1|ASTE
OG0007405	LOC115759622|XP_030556466.1|DNOV	LOC118510979|XP_035909373.1|ASTE
OG0007406	LOC115764618|XP_030563638.1|DNOV	LOC118511183|XP_035909832.1|ASTE
OG0007407	LOC115759345|XP_030556125.1|DNOV	LOC118510927|XP_035909231.1|ASTE
OG0007408	LOC115771564|XP_030573175.1|DNOV	LOC118511398|XP_035910325.1|ASTE
OG0007409	LOC115759020|XP_030555691.1|DNOV	LOC118510953|XP_035909291.1|ASTE
OG0007410	LOC115765237|XP_030564554.1|DNOV	LOC118504266|XP_035894388.1|ASTE
OG0007411	LOC115766864|XP_030566783.1|DNOV	LOC118504273|XP_035894400.1|ASTE
OG0007412	LOC115768312|XP_030568719.1|DNOV	LOC118504271|XP_035894398.1|ASTE
OG0007413	LOC115763407|XP_030561822.1|DNOV	LOC118503642|XP_035893036.1|ASTE
OG0007414	LOC115767027|XP_030567013.1|DNOV	LOC118517702|XP_035920026.1|ASTE
OG0007415	LOC115769087|XP_030569659.1|DNOV	LOC118512406|XP_035912690.1|ASTE
OG0007416	LOC115766819|XP_030566715.1|DNOV	LOC118512398|XP_035912673.1|ASTE
OG0007417	LOC115765312|XP_030564670.1|DNOV	LOC118512409|XP_035912697.1|ASTE
OG0007418	LOC115764758|XP_030563857.1|DNOV	LOC118512412|XP_035912702.1|ASTE
OG0007419	LOC115771777|XP_030573495.1|DNOV	LOC118517717|XP_035920055.1|ASTE
OG0007420	LOC115762476|XP_030560556.1|DNOV	LOC118512425|XP_035912722.1|ASTE
OG0007421	LOC115765253|XP_030564589.1|DNOV	LOC118505383|XP_035896978.1|ASTE
OG0007422	LOC115766850|XP_030566761.1|DNOV	LOC118508218|XP_035903697.1|ASTE
OG0007423	LOC115769101|XP_030569671.1|DNOV	LOC118508216|XP_035903690.1|ASTE
OG0007424	LOC115766178|XP_030565883.1|DNOV	LOC118504881|XP_035895830.1|ASTE
OG0007425	LOC115771503|XP_030573090.1|DNOV	LOC118506009|XP_035898486.1|ASTE
OG0007426	LOC115767302|XP_030567397.1|DNOV	LOC118506004|XP_035898482.1|ASTE
OG0007427	LOC115768761|XP_030569311.1|DNOV	LOC118506016|XP_035898495.1|ASTE
OG0007428	LOC115766836|XP_030566733.1|DNOV	LOC118511568|XP_035910701.1|ASTE
OG0007429	LOC115767414|XP_030567550.1|DNOV	LOC118504230|XP_035894340.1|ASTE
OG0007430	LOC115762614|XP_030560772.1|DNOV	LOC118506160|XP_035898824.1|ASTE
OG0007431	LOC115768543|XP_030569009.1|DNOV	LOC118506159|XP_035898823.1|ASTE
OG0007432	LOC115771406|XP_030572966.1|DNOV	LOC118508402|XP_035904056.1|ASTE
OG0007433	LOC115768892|XP_030569464.1|DNOV	LOC118503486|XP_035892681.1|ASTE
OG0007434	LOC115767320|XP_030567424.1|DNOV	LOC118504010|XP_035893859.1|ASTE
OG0007435	LOC115766267|XP_030565993.1|DNOV	LOC118504012|XP_035893867.1|ASTE
OG0007436	LOC115770226|XP_030571292.1|DNOV	LOC118504028|XP_035893901.1|ASTE
OG0007437	LOC115770386|XP_030571495.1|DNOV	LOC118504042|XP_035893933.1|ASTE
OG0007438	LOC115770147|XP_030571157.1|DNOV	LOC118504283|XP_035894451.1|ASTE
OG0007439	LOC115766300|XP_030566036.1|DNOV	LOC118507604|XP_035902170.1|ASTE
OG0007440	LOC115764246|XP_030563024.1|DNOV	LOC118505787|XP_035897989.1|ASTE
OG0007441	LOC115757836|XP_030554128.1|DNOV	LOC118507264|XP_035901447.1|ASTE
OG0007442	LOC115765720|XP_030565244.1|DNOV	LOC118503273|XP_035892239.1|ASTE
OG0007443	LOC115762453|XP_030560516.1|DNOV	LOC118507273|XP_035901470.1|ASTE
OG0007444	LOC115763584|XP_030562067.1|DNOV	LOC118507411|XP_035901765.1|ASTE
OG0007445	LOC115763529|XP_030562004.1|DNOV	LOC118503990|XP_035893832.1|ASTE
OG0007446	LOC115760127|XP_030557185.1|DNOV	LOC118507406|XP_035901757.1|ASTE
OG0007447	LOC115767708|XP_030567861.1|DNOV	LOC118503991|XP_035893833.1|ASTE
OG0007448	LOC115760388|XP_030557548.1|DNOV	LOC118503917|XP_035893611.1|ASTE
OG0007449	LOC115769608|XP_030570367.1|DNOV	LOC118503714|XP_035893170.1|ASTE
OG0007450	LOC115765964|XP_030565577.1|DNOV	LOC118503720|XP_035893215.1|ASTE
OG0007451	LOC115771427|XP_030572990.1|DNOV	LOC118505962|XP_035898390.1|ASTE
OG0007452	LOC115771495|XP_030573080.1|DNOV	LOC118505959|XP_035898386.1|ASTE
OG0007453	LOC115767587|XP_030567738.1|DNOV	LOC118507158|XP_035901101.1|ASTE
OG0007454	LOC115767240|XP_030567304.1|DNOV	LOC118506215|XP_035898929.1|ASTE
OG0007455	LOC115758116|XP_030554529.1|DNOV	LOC118503480|XP_035892673.1|ASTE
OG0007456	LOC115766854|XP_030566769.1|DNOV	LOC118508084|XP_035903452.1|ASTE
OG0007457	LOC115769961|XP_030570867.1|DNOV	LOC118503318|XP_035892350.1|ASTE
OG0007458	LOC115758840|XP_030555481.1|DNOV	LOC118504032|XP_035893909.1|ASTE
OG0007459	LOC115761205|XP_030558749.1|DNOV	LOC118504026|XP_035893899.1|ASTE
OG0007460	LOC115766478|XP_030566320.1|DNOV	LOC118504024|XP_035893896.1|ASTE
OG0007461	LOC115770118|XP_030571101.1|DNOV	LOC118507977|XP_035903217.1|ASTE
OG0007462	LOC115768416|XP_030568848.1|DNOV	LOC118502350|XP_035890425.1|ASTE
OG0007463	LOC115768468|XP_030568905.1|DNOV	LOC118517741|XP_035920079.1|ASTE
OG0007464	LOC115770119|XP_030571103.1|DNOV	LOC118505315|XP_035896846.1|ASTE
OG0007465	LOC115771506|XP_030573095.1|DNOV	LOC118508068|XP_035903418.1|ASTE
OG0007466	LOC115757864|XP_030554161.1|DNOV	LOC118503503|XP_035892732.1|ASTE
OG0007468	LOC115758190|XP_030554593.1|DNOV	LOC118503976|XP_035893804.1|ASTE
OG0007469	LOC115768530|XP_030568981.1|DNOV	LOC118503997|XP_035893841.1|ASTE
OG0007470	LOC115760103|XP_030557152.1|DNOV	LOC118503478|XP_035892670.1|ASTE
OG0007471	LOC115764467|XP_030563369.1|DNOV	LOC118507983|XP_035903240.1|ASTE
OG0007472	LOC115765183|XP_030564470.1|DNOV	LOC118504030|XP_035893903.1|ASTE
OG0007473	LOC115770232|XP_030571298.1|DNOV	LOC118517644|XP_035919858.1|ASTE
OG0007474	LOC115758546|XP_030555106.1|DNOV	LOC118503329|XP_035892371.1|ASTE
OG0007475	LOC115762747|XP_030560945.1|DNOV	LOC118505976|XP_035898422.1|ASTE
OG0007476	LOC115768590|XP_030569096.1|DNOV	LOC118510918|XP_035909216.1|ASTE
OG0007477	LOC115768571|XP_030569063.1|DNOV	LOC118508198|XP_035903656.1|ASTE
OG0007478	LOC115763058|XP_030561344.1|DNOV	LOC118508193|XP_035903649.1|ASTE
OG0007479	LOC115765123|XP_030564379.1|DNOV	LOC118505309|XP_035896840.1|ASTE
OG0007480	LOC115770754|XP_030572026.1|DNOV	LOC118508556|XP_035904341.1|ASTE
OG0007482	LOC115758324|XP_030554751.1|DNOV	LOC118503949|XP_035893727.1|ASTE
OG0007483	LOC115758238|XP_030554655.1|DNOV	LOC118504776|XP_035895597.1|ASTE
OG0007484	LOC115765202|XP_030564498.1|DNOV	LOC118503902|XP_035893585.1|ASTE
OG0007485	LOC115767598|XP_030567750.1|DNOV	LOC118503905|XP_035893590.1|ASTE
OG0007486	LOC115769006|XP_030569575.1|DNOV	LOC118503955|XP_035893736.1|ASTE
OG0007487	LOC115766753|XP_030566591.1|DNOV	LOC118503954|XP_035893732.1|ASTE
OG0007488	LOC115771453|XP_030573028.1|DNOV	LOC118517650|XP_035919871.1|ASTE
OG0007489	LOC115770594|XP_030571789.1|DNOV	LOC118512379|XP_035912640.1|ASTE
OG0007490	LOC115768303|XP_030568707.1|DNOV	LOC118509901|XP_035907053.1|ASTE
OG0007491	LOC115768026|XP_030568305.1|DNOV	LOC118504880|XP_035895829.1|ASTE
OG0007492	LOC115761683|XP_030559402.1|DNOV	LOC118507217|XP_035901210.1|ASTE
OG0007493	LOC115769067|XP_030569641.1|DNOV	LOC118510091|XP_035907400.1|ASTE
OG0007494	LOC115763557|XP_030562036.1|DNOV	LOC118510297|XP_035907814.1|ASTE
OG0007495	LOC115765112|XP_030564360.1|DNOV	LOC118507211|XP_035901193.1|ASTE
OG0007496	LOC115768218|XP_030568604.1|DNOV	LOC118504112|XP_035894093.1|ASTE
OG0007497	LOC115770502|XP_030571657.1|DNOV	LOC118504113|XP_035894097.1|ASTE
OG0007498	LOC115770076|XP_030571040.1|DNOV	LOC118512314|XP_035912458.1|ASTE
OG0007499	LOC115771523|XP_030573118.1|DNOV	LOC118512351|XP_035912545.1|ASTE
OG0007500	LOC115771524|XP_030573119.1|DNOV	LOC118510929|XP_035909240.1|ASTE
OG0007501	LOC115771455|XP_030573030.1|DNOV	LOC118503884|XP_035893531.1|ASTE
OG0007502	LOC115767477|XP_030567641.1|DNOV	LOC118504123|XP_035894107.1|ASTE
OG0007503	LOC115765503|XP_030564976.1|DNOV	LOC118504063|XP_035893992.1|ASTE
OG0007504	LOC115770212|XP_030571266.1|DNOV	LOC118504106|XP_035894086.1|ASTE
OG0007505	LOC115770107|XP_030571084.1|DNOV	LOC118504061|XP_035893988.1|ASTE
OG0007506	LOC115770105|XP_030571082.1|DNOV	LOC118504094|XP_035894069.1|ASTE
OG0007507	LOC115760167|XP_030557247.1|DNOV	LOC118504156|XP_035894177.1|ASTE
OG0007508	LOC115759313|XP_030556083.1|DNOV	LOC118512348|XP_035912535.1|ASTE
OG0007509	LOC115763511|XP_030561968.1|DNOV	LOC118512336|XP_035912514.1|ASTE
OG0007510	LOC115764590|XP_030563601.1|DNOV	LOC118506095|XP_035898672.1|ASTE
