Orthogroup	DNOV.longest_only	DGUA.longest_only
OG0010259	LOC115770383|XP_030571491.1|DNOV	LOC117580532|XP_034123017.1|DGUA
OG0010260	LOC115763116|XP_030561420.1|DNOV	LOC117584094|XP_034128733.1|DGUA
OG0010267	LOC115769716|XP_030570505.1|DNOV	LOC117589316|XP_034137014.1|DGUA
OG0010272	LOC115758085|XP_030554459.1|DNOV	LOC117581363|XP_034124392.1|DGUA
OG0010276	LOC115767181|XP_030567230.1|DNOV	LOC117580769|XP_034123354.1|DGUA
OG0010279	LOC115761566|XP_030559214.1|DNOV	LOC117582897|XP_034126881.1|DGUA
OG0010280	LOC115771359|XP_030572902.1|DNOV	LOC117588563|XP_034135841.1|DGUA
OG0010282	LOC115761655|XP_030559357.1|DNOV	LOC117583202|XP_034127297.1|DGUA
OG0010283	LOC115770704|XP_030571959.1|DNOV	LOC117586472|XP_034132452.1|DGUA
OG0010284	LOC115772006|XP_030573798.1|DNOV	LOC117582845|XP_034126790.1|DGUA
OG0010285	LOC115761202|XP_030558747.1|DNOV	LOC117585633|XP_034131108.1|DGUA
OG0010286	LOC115765068|XP_030564303.1|DNOV	LOC117585372|XP_034130710.1|DGUA
OG0010288	LOC115759479|XP_030556272.1|DNOV	LOC117582853|XP_034126812.1|DGUA
OG0010289	LOC115764146|XP_030562882.1|DNOV	LOC117583308|XP_034127443.1|DGUA
OG0010290	LOC115762011|XP_030559940.1|DNOV	LOC117583442|XP_034127634.1|DGUA
OG0010292	LOC115757711|XP_030553929.1|DNOV	LOC117589859|XP_034138014.1|DGUA
OG0010293	LOC115760022|XP_030557044.1|DNOV	LOC117582490|XP_034126153.1|DGUA
OG0010294	LOC115763093|XP_030561391.1|DNOV	LOC117587615|XP_034134362.1|DGUA
OG0010295	LOC115758578|XP_030555154.1|DNOV	LOC117587926|XP_034134804.1|DGUA
OG0010296	LOC115764337|XP_030563155.1|DNOV	LOC117578852|XP_034120532.1|DGUA
OG0010297	LOC115762056|XP_030560002.1|DNOV	LOC117580287|XP_034122695.1|DGUA, LOC117590287|XP_034138667.1|DGUA
OG0010298	LOC115764059|XP_030562769.1|DNOV	LOC117582139|XP_034125616.1|DGUA
OG0010299	LOC115762301|XP_030560328.1|DNOV	LOC117584368|XP_034129099.1|DGUA
OG0010300	LOC115762344|XP_030560370.1|DNOV	LOC117584657|XP_034129579.1|DGUA
OG0010301	LOC115763840|XP_030562460.1|DNOV	LOC117586037|XP_034131774.1|DGUA
OG0010302	LOC115764574|XP_030563572.1|DNOV	LOC117589811|XP_034137934.1|DGUA
OG0010303	LOC115764830|XP_030563942.1|DNOV	LOC117580889|XP_034123569.1|DGUA
OG0010304	LOC115767197|XP_030567247.1|DNOV	LOC117580873|XP_034123514.1|DGUA
OG0010305	LOC115766380|XP_030566144.1|DNOV	LOC117590961|XP_034139904.1|DGUA
OG0010306	LOC115767191|XP_030567242.1|DNOV	LOC117590946|XP_034139885.1|DGUA
OG0010307	LOC115768686|XP_030569232.1|DNOV	LOC117581431|XP_034124491.1|DGUA
OG0010308	LOC115771342|XP_030572873.1|DNOV	LOC117588588|XP_034135883.1|DGUA
OG0010310	LOC115768448|XP_030568867.1|DNOV	LOC117588345|XP_034135446.1|DGUA
OG0010311	LOC115766440|XP_030566229.1|DNOV	LOC117590208|XP_034138551.1|DGUA
OG0010312	LOC115766357|XP_030566117.1|DNOV	LOC117590330|XP_034138716.1|DGUA
OG0010313	LOC115768909|XP_030569500.1|DNOV	LOC117589285|XP_034136967.1|DGUA
OG0010314	LOC115771327|XP_030572852.1|DNOV	LOC117588363|XP_034135469.1|DGUA
OG0010315	LOC115765309|XP_030564667.1|DNOV	LOC117580775|XP_034123362.1|DGUA
OG0010318	LOC115768473|XP_030568908.1|DNOV	LOC117591047|XP_034140034.1|DGUA
OG0010319	LOC115766874|XP_030566796.1|DNOV	LOC117580931|XP_034123602.1|DGUA
OG0010320	LOC115768196|XP_030568569.1|DNOV	LOC117591295|XP_034140387.1|DGUA
OG0010322	LOC115766968|XP_030566921.1|DNOV	LOC117579692|XP_034121573.1|DGUA
OG0010323	LOC115770604|XP_030571801.1|DNOV	LOC117588845|XP_034136231.1|DGUA
OG0010325	LOC115771177|XP_030572622.1|DNOV	LOC117579562|XP_034121375.1|DGUA
OG0010327	LOC115771247|XP_030572708.1|DNOV	LOC117589260|XP_034136928.1|DGUA
OG0010329	LOC115762885|XP_030561120.1|DNOV	LOC117588938|XP_034136407.1|DGUA
OG0010330	LOC115768713|XP_030569272.1|DNOV	LOC117579941|XP_034121988.1|DGUA
OG0010332	LOC115766815|XP_030566710.1|DNOV	LOC117581032|XP_034123753.1|DGUA
OG0010333	LOC115763046|XP_030561329.1|DNOV	LOC117584625|XP_034129537.1|DGUA
OG0010334	LOC115759868|XP_030556838.1|DNOV	LOC117582475|XP_034126109.1|DGUA
OG0010335	LOC115767211|XP_030567265.1|DNOV	LOC117590943|XP_034139877.1|DGUA
OG0010336	LOC115767770|XP_030567953.1|DNOV	LOC117588664|XP_034135997.1|DGUA
OG0010337	LOC115767368|XP_030567487.1|DNOV	LOC117591029|XP_034140015.1|DGUA
OG0010338	LOC115767349|XP_030567460.1|DNOV	LOC117581538|XP_034124743.1|DGUA
OG0010339	LOC115768241|XP_030568627.1|DNOV	LOC117587065|XP_034133398.1|DGUA
OG0010340	LOC115768975|XP_030569551.1|DNOV	LOC117588573|XP_034135860.1|DGUA
OG0010341	LOC115768980|XP_030569556.1|DNOV	LOC117588572|XP_034135859.1|DGUA
OG0010342	LOC115766823|XP_030566719.1|DNOV	LOC117590544|XP_034139164.1|DGUA
OG0010343	LOC115768810|XP_030569367.1|DNOV	LOC117580984|XP_034123670.1|DGUA
OG0010344	LOC115767361|XP_030567479.1|DNOV	LOC117581466|XP_034124579.1|DGUA
OG0010345	LOC115768296|XP_030568701.1|DNOV	LOC117591376|XP_034140509.1|DGUA
OG0010346	LOC115768507|XP_030568953.1|DNOV	LOC117590768|XP_034139605.1|DGUA
OG0010347	LOC115768787|XP_030569344.1|DNOV	LOC117581523|XP_034124708.1|DGUA
OG0010348	LOC115768861|XP_030569424.1|DNOV	LOC117592310|XP_034141875.1|DGUA
OG0010349	LOC115768378|XP_030568809.1|DNOV	LOC117590710|XP_034139501.1|DGUA
OG0010350	LOC115768374|XP_030568806.1|DNOV	LOC117580751|XP_034123334.1|DGUA
OG0010351	LOC115768183|XP_030568551.1|DNOV	LOC117591043|XP_034140029.1|DGUA
OG0010352	LOC115765377|XP_030564761.1|DNOV	LOC117588739|XP_034136107.1|DGUA
OG0010353	LOC115765427|XP_030564833.1|DNOV	LOC117581175|XP_034124009.1|DGUA
OG0010354	LOC115768067|XP_030568378.1|DNOV	LOC117581584|XP_034124826.1|DGUA
OG0010355	LOC115766876|XP_030566802.1|DNOV	LOC117580788|XP_034123375.1|DGUA
OG0010356	LOC115764257|XP_030563036.1|DNOV	LOC117588382|XP_034135497.1|DGUA
OG0010357	LOC115765439|XP_030564864.1|DNOV	LOC117588371|XP_034135478.1|DGUA
OG0010358	LOC115767306|XP_030567403.1|DNOV	LOC117581352|XP_034124375.1|DGUA
OG0010359	LOC115767002|XP_030566984.1|DNOV	LOC117590784|XP_034139624.1|DGUA
OG0010360	LOC115767042|XP_030567031.1|DNOV	LOC117590702|XP_034139492.1|DGUA
OG0010361	LOC115767046|XP_030567037.1|DNOV	LOC117590697|XP_034139489.1|DGUA
OG0010362	LOC115767099|XP_030567107.1|DNOV	LOC117590731|XP_034139530.1|DGUA
OG0010363	LOC115765313|XP_030564671.1|DNOV	LOC117581345|XP_034124363.1|DGUA
OG0010364	LOC115765294|XP_030564646.1|DNOV	LOC117590354|XP_034138780.1|DGUA
OG0010365	LOC115765366|XP_030564749.1|DNOV	LOC117581252|XP_034124147.1|DGUA
OG0010366	LOC115765302|XP_030564657.1|DNOV	LOC117580981|XP_034123666.1|DGUA
OG0010367	LOC115765101|XP_030564346.1|DNOV	LOC117588603|XP_034135903.1|DGUA
OG0010368	LOC115765100|XP_030564345.1|DNOV	LOC117588610|XP_034135911.1|DGUA
OG0010369	LOC115767873|XP_030568093.1|DNOV	LOC117590247|XP_034138611.1|DGUA
OG0010370	LOC115765325|XP_030564686.1|DNOV	LOC117580776|XP_034123363.1|DGUA
OG0010371	LOC115765317|XP_030564677.1|DNOV	LOC117581284|XP_034124199.1|DGUA
OG0010372	LOC115771325|XP_030572850.1|DNOV	LOC117588693|XP_034136032.1|DGUA
OG0010373	LOC115771328|XP_030572853.1|DNOV	LOC117588362|XP_034135468.1|DGUA
OG0010374	LOC115766381|XP_030566145.1|DNOV	LOC117590952|XP_034139891.1|DGUA
OG0010375	LOC115766360|XP_030566120.1|DNOV	LOC117590953|XP_034139892.1|DGUA
OG0010376	LOC115764325|XP_030563134.1|DNOV	LOC117581303|XP_034124235.1|DGUA
OG0010377	LOC115764297|XP_030563091.1|DNOV	LOC117580860|XP_034123499.1|DGUA
OG0010378	LOC115771334|XP_030572860.1|DNOV	LOC117580781|XP_034123368.1|DGUA
OG0010379	LOC115768055|XP_030568355.1|DNOV	LOC117588596|XP_034135892.1|DGUA
OG0010380	LOC115764420|XP_030563279.1|DNOV	LOC117580794|XP_034123380.1|DGUA
OG0010381	LOC115767542|XP_030567681.1|DNOV	LOC117581367|XP_034124393.1|DGUA
OG0010382	LOC115764345|XP_030563162.1|DNOV	LOC117580898|XP_034123549.1|DGUA
OG0010383	LOC115764411|XP_030563269.1|DNOV	LOC117580829|XP_034123441.1|DGUA
OG0010384	LOC115768352|XP_030568776.1|DNOV	LOC117590773|XP_034139612.1|DGUA
OG0010385	LOC115759097|XP_030555791.1|DNOV	LOC117591309|XP_034140406.1|DGUA
OG0010386	LOC115763576|XP_030562054.1|DNOV	LOC117590917|XP_034139840.1|DGUA
OG0010387	LOC115763521|XP_030561983.1|DNOV	LOC117590905|XP_034139826.1|DGUA
OG0010388	LOC115763399|XP_030561803.1|DNOV	LOC117588192|XP_034135205.1|DGUA
OG0010389	LOC115763352|XP_030561733.1|DNOV	LOC117588189|XP_034135200.1|DGUA
OG0010390	LOC115763604|XP_030562092.1|DNOV	LOC117584636|XP_034129552.1|DGUA
OG0010391	LOC115763335|XP_030561701.1|DNOV	LOC117584624|XP_034129536.1|DGUA
OG0010392	LOC115763208|XP_030561534.1|DNOV	LOC117587678|XP_034134460.1|DGUA
OG0010393	LOC115763272|XP_030561610.1|DNOV	LOC117584310|XP_034129027.1|DGUA
OG0010394	LOC115763532|XP_030562007.1|DNOV	LOC117584519|XP_034129355.1|DGUA
OG0010395	LOC115763169|XP_030561482.1|DNOV	LOC117588159|XP_034135158.1|DGUA
OG0010396	LOC115763221|XP_030561554.1|DNOV	LOC117583921|XP_034128491.1|DGUA
OG0010397	LOC115763184|XP_030561501.1|DNOV	LOC117584635|XP_034129551.1|DGUA
OG0010398	LOC115769209|XP_030569777.1|DNOV	LOC117587666|XP_034134448.1|DGUA
OG0010399	LOC115769198|XP_030569762.1|DNOV	LOC117587538|XP_034134233.1|DGUA
OG0010400	LOC115759356|XP_030556138.1|DNOV	LOC117587813|XP_034134660.1|DGUA
OG0010401	LOC115758771|XP_030555395.1|DNOV	LOC117587808|XP_034134653.1|DGUA
OG0010402	LOC115758539|XP_030555092.1|DNOV	LOC117587713|XP_034134507.1|DGUA
OG0010403	LOC115758363|XP_030554810.1|DNOV	LOC117587710|XP_034134505.1|DGUA
OG0010404	LOC115758976|XP_030555638.1|DNOV	LOC117587874|XP_034134743.1|DGUA
OG0010405	LOC115758759|XP_030555378.1|DNOV	LOC117587875|XP_034134744.1|DGUA
OG0010406	LOC115758760|XP_030555379.1|DNOV	LOC117587877|XP_034134745.1|DGUA
OG0010407	LOC115759340|XP_030556119.1|DNOV	LOC117587703|XP_034134491.1|DGUA
OG0010408	LOC115758469|XP_030555003.1|DNOV	LOC117587537|XP_034134232.1|DGUA
OG0010409	LOC115769267|XP_030569837.1|DNOV	LOC117584254|XP_034128949.1|DGUA
OG0010410	LOC115763393|XP_030561796.1|DNOV	LOC117583979|XP_034128576.1|DGUA
OG0010411	LOC115760250|XP_030557366.1|DNOV	LOC117581797|XP_034125129.1|DGUA
OG0010412	LOC115759895|XP_030556872.1|DNOV	LOC117581948|XP_034125321.1|DGUA
OG0010413	LOC115760205|XP_030557299.1|DNOV	LOC117581953|XP_034125327.1|DGUA
OG0010414	LOC115760065|XP_030557104.1|DNOV	LOC117581986|XP_034125369.1|DGUA
OG0010415	LOC115765459|XP_030564883.1|DNOV	LOC117584459|XP_034129266.1|DGUA
OG0010416	LOC115765513|XP_030564991.1|DNOV	LOC117584163|XP_034128818.1|DGUA
OG0010417	LOC115765524|XP_030565003.1|DNOV	LOC117584213|XP_034128873.1|DGUA
OG0010418	LOC115759742|XP_030556641.1|DNOV	LOC117584223|XP_034128895.1|DGUA
OG0010419	LOC115758945|XP_030555605.1|DNOV	LOC117584463|XP_034129271.1|DGUA
OG0010420	LOC115759263|XP_030556025.1|DNOV	LOC117584665|XP_034129584.1|DGUA
OG0010421	LOC115759267|XP_030556028.1|DNOV	LOC117582075|XP_034125523.1|DGUA
OG0010422	LOC115759271|XP_030556033.1|DNOV	LOC117584446|XP_034129254.1|DGUA
OG0010423	LOC115758688|XP_030555292.1|DNOV	LOC117587681|XP_034134464.1|DGUA
OG0010424	LOC115758790|XP_030555423.1|DNOV	LOC117584395|XP_034129143.1|DGUA
OG0010425	LOC115759994|XP_030557010.1|DNOV	LOC117582005|XP_034125391.1|DGUA
OG0010426	LOC115759990|XP_030557003.1|DNOV	LOC117581902|XP_034125261.1|DGUA
OG0010427	LOC115765935|XP_030565541.1|DNOV	LOC117584400|XP_034129154.1|DGUA
OG0010428	LOC115765944|XP_030565550.1|DNOV	LOC117584835|XP_034129856.1|DGUA
OG0010429	LOC115765949|XP_030565557.1|DNOV	LOC117581695|XP_034124963.1|DGUA
OG0010430	LOC115760057|XP_030557095.1|DNOV	LOC117582116|XP_034125581.1|DGUA
OG0010431	LOC115760307|XP_030557455.1|DNOV	LOC117581995|XP_034125382.1|DGUA
OG0010432	LOC115760306|XP_030557454.1|DNOV	LOC117581996|XP_034125383.1|DGUA
OG0010433	LOC115759929|XP_030556926.1|DNOV	LOC117582613|XP_034126378.1|DGUA
OG0010434	LOC115758872|XP_030555524.1|DNOV	LOC117582528|XP_034126220.1|DGUA
OG0010435	LOC115758521|XP_030555074.1|DNOV	LOC117584772|XP_034129765.1|DGUA
OG0010436	LOC115759257|XP_030556017.1|DNOV	LOC117582118|XP_034125585.1|DGUA
OG0010437	LOC115760173|XP_030557255.1|DNOV	LOC117584342|XP_034129065.1|DGUA
OG0010438	LOC115758757|XP_030555376.1|DNOV	LOC117579448|XP_034121228.1|DGUA
OG0010439	LOC115758641|XP_030555237.1|DNOV	LOC117591069|XP_034140062.1|DGUA
OG0010440	LOC115765509|XP_030564987.1|DNOV	LOC117584218|XP_034128888.1|DGUA
OG0010441	LOC115765529|XP_030565006.1|DNOV	LOC117584468|XP_034129280.1|DGUA
OG0010442	LOC115765460|XP_030564884.1|DNOV	LOC117586399|XP_034132322.1|DGUA
OG0010443	LOC115763224|XP_030561558.1|DNOV	LOC117584108|XP_034128747.1|DGUA
OG0010444	LOC115763141|XP_030561449.1|DNOV	LOC117584130|XP_034128774.1|DGUA
OG0010445	LOC115758631|XP_030555225.1|DNOV	LOC117584101|XP_034128741.1|DGUA
OG0010446	LOC115765545|XP_030565030.1|DNOV	LOC117581884|XP_034125241.1|DGUA
OG0010447	LOC115762643|XP_030560808.1|DNOV	LOC117589291|XP_034136972.1|DGUA
OG0010448	LOC115770255|XP_030571330.1|DNOV	LOC117580406|XP_034122844.1|DGUA
OG0010449	LOC115770412|XP_030571533.1|DNOV	LOC117579207|XP_034120867.1|DGUA
OG0010450	LOC115770267|XP_030571345.1|DNOV	LOC117587200|XP_034133635.1|DGUA
OG0010451	LOC115770205|XP_030571259.1|DNOV	LOC117587400|XP_034133947.1|DGUA
OG0010452	LOC115771470|XP_030573053.1|DNOV	LOC117579275|XP_034120962.1|DGUA
OG0010453	LOC115770106|XP_030571083.1|DNOV	LOC117579273|XP_034120959.1|DGUA
OG0010454	LOC115769791|XP_030570618.1|DNOV	LOC117588871|XP_034136269.1|DGUA
OG0010455	LOC115769671|XP_030570446.1|DNOV	LOC117580337|XP_034122732.1|DGUA
OG0010456	LOC115769508|XP_030570199.1|DNOV	LOC117589190|XP_034136807.1|DGUA
OG0010457	LOC115766928|XP_030566875.1|DNOV	LOC117579464|XP_034121243.1|DGUA
OG0010458	LOC115766929|XP_030566876.1|DNOV	LOC117579560|XP_034121372.1|DGUA
OG0010459	LOC115766931|XP_030566878.1|DNOV	LOC117579682|XP_034121561.1|DGUA
OG0010460	LOC115766933|XP_030566880.1|DNOV	LOC117579686|XP_034121564.1|DGUA
OG0010461	LOC115766962|XP_030566910.1|DNOV	LOC117579542|XP_034121351.1|DGUA
OG0010462	LOC115768080|XP_030568406.1|DNOV	LOC117588997|XP_034136496.1|DGUA
OG0010463	LOC115762918|XP_030561158.1|DNOV	LOC117588969|XP_034136448.1|DGUA
OG0010464	LOC115762882|XP_030561117.1|DNOV	LOC117588946|XP_034136416.1|DGUA
OG0010465	LOC115762859|XP_030561095.1|DNOV	LOC117588964|XP_034136443.1|DGUA
OG0010466	LOC115762844|XP_030561079.1|DNOV	LOC117588934|XP_034136402.1|DGUA
OG0010467	LOC115762851|XP_030561087.1|DNOV	LOC117588955|XP_034136433.1|DGUA
OG0010468	LOC115762730|XP_030560924.1|DNOV	LOC117580512|XP_034122995.1|DGUA
OG0010469	LOC115762896|XP_030561131.1|DNOV	LOC117579800|XP_034121765.1|DGUA
OG0010470	LOC115770520|XP_030571683.1|DNOV	LOC117589273|XP_034136955.1|DGUA
OG0010471	LOC115769651|XP_030570427.1|DNOV	LOC117589442|XP_034137272.1|DGUA
OG0010472	LOC115769565|XP_030570277.1|DNOV	LOC117589137|XP_034136713.1|DGUA
OG0010473	LOC115769453|XP_030570126.1|DNOV	LOC117579429|XP_034121202.1|DGUA
OG0010474	LOC115769844|XP_030570680.1|DNOV	LOC117587344|XP_034133875.1|DGUA
OG0010475	LOC115769400|XP_030570063.1|DNOV	LOC117587155|XP_034133551.1|DGUA
OG0010476	LOC115769761|XP_030570576.1|DNOV	LOC117580290|XP_034122655.1|DGUA
OG0010477	LOC115767177|XP_030567227.1|DNOV	LOC117587202|XP_034133638.1|DGUA
OG0010478	LOC115771176|XP_030572621.1|DNOV	LOC117579561|XP_034121373.1|DGUA
OG0010479	LOC115771146|XP_030572577.1|DNOV	LOC117579855|XP_034121857.1|DGUA
OG0010480	LOC115771011|XP_030572377.1|DNOV	LOC117589048|XP_034136566.1|DGUA
OG0010481	LOC115770782|XP_030572066.1|DNOV	LOC117587384|XP_034133928.1|DGUA
OG0010482	LOC115770393|XP_030571501.1|DNOV	LOC117589371|XP_034137173.1|DGUA
OG0010483	LOC115770479|XP_030571623.1|DNOV	LOC117579937|XP_034121983.1|DGUA
OG0010484	LOC115771413|XP_030572972.1|DNOV	LOC117589031|XP_034136550.1|DGUA
OG0010485	LOC115769588|XP_030570327.1|DNOV	LOC117580565|XP_034123057.1|DGUA
OG0010486	LOC115767124|XP_030567148.1|DNOV	LOC117579154|XP_034120804.1|DGUA
OG0010487	LOC115768579|XP_030569086.1|DNOV	LOC117580398|XP_034122835.1|DGUA
OG0010488	LOC115767721|XP_030567891.1|DNOV	LOC117579191|XP_034120850.1|DGUA
OG0010489	LOC115767818|XP_030568018.1|DNOV	LOC117579225|XP_034120890.1|DGUA
OG0010490	LOC115763484|XP_030561932.1|DNOV	LOC117588390|XP_034135533.1|DGUA
OG0010491	LOC115762529|XP_030560662.1|DNOV	LOC117592650|XP_034142485.1|DGUA
OG0010492	LOC115770367|XP_030571473.1|DNOV	LOC117579371|XP_034121129.1|DGUA
OG0010493	LOC115770286|XP_030571381.1|DNOV	LOC117579206|XP_034120866.1|DGUA
OG0010494	LOC115770268|XP_030571346.1|DNOV	LOC117579379|XP_034121143.1|DGUA
OG0010495	LOC115770271|XP_030571355.1|DNOV	LOC117580108|XP_034122272.1|DGUA
OG0010496	LOC115769383|XP_030570038.1|DNOV	LOC117579072|XP_034120667.1|DGUA
OG0010497	LOC115769438|XP_030570105.1|DNOV	LOC117580484|XP_034122957.1|DGUA
OG0010498	LOC115762250|XP_030560262.1|DNOV	LOC117588674|XP_034136012.1|DGUA
OG0010499	LOC115762256|XP_030560271.1|DNOV	LOC117582291|XP_034125822.1|DGUA
OG0010500	LOC115762326|XP_030560353.1|DNOV	LOC117592497|XP_034142233.1|DGUA
OG0010501	LOC115763258|XP_030561600.1|DNOV	LOC117592558|XP_034142324.1|DGUA
OG0010502	LOC115770034|XP_030570960.1|DNOV	LOC117580490|XP_034122969.1|DGUA
OG0010503	LOC115762443|XP_030560502.1|DNOV	LOC117582591|XP_034126343.1|DGUA
OG0010504	LOC115761016|XP_030558491.1|DNOV	LOC117591938|XP_034141237.1|DGUA
OG0010506	LOC115762178|XP_030560158.1|DNOV	LOC117578454|XP_034119870.1|DGUA
OG0010507	LOC115762217|XP_030560210.1|DNOV	LOC117587313|XP_034133833.1|DGUA
OG0010508	LOC115761066|XP_030558543.1|DNOV	LOC117579646|XP_034121521.1|DGUA
OG0010509	LOC115765321|XP_030564684.1|DNOV	LOC117591908|XP_034141190.1|DGUA
OG0010510	LOC115757806|XP_030554083.1|DNOV	LOC117583638|XP_034127980.1|DGUA
OG0010511	LOC115758057|XP_030554431.1|DNOV	LOC117592565|XP_034142336.1|DGUA
OG0010512	LOC115757883|XP_030554183.1|DNOV	LOC117587266|XP_034133735.1|DGUA
OG0010513	LOC115758080|XP_030554453.1|DNOV	LOC117583627|XP_034127970.1|DGUA
OG0010514	LOC115757901|XP_030554209.1|DNOV	LOC117582185|XP_034125682.1|DGUA
OG0010515	LOC115758849|XP_030555498.1|DNOV	LOC117592700|XP_034142557.1|DGUA
OG0010516	LOC115758015|XP_030554374.1|DNOV	LOC117582330|XP_034125874.1|DGUA
OG0010517	LOC115758156|XP_030554550.1|DNOV	LOC117590388|XP_034138866.1|DGUA
OG0010518	LOC115762027|XP_030559955.1|DNOV	LOC117589858|XP_034138017.1|DGUA
OG0010519	LOC115758274|XP_030554697.1|DNOV	LOC117592110|XP_034141523.1|DGUA
OG0010520	LOC115758266|XP_030554687.1|DNOV	LOC117591974|XP_034141300.1|DGUA
OG0010521	LOC115757948|XP_030554281.1|DNOV	LOC117583835|XP_034128328.1|DGUA
OG0010522	LOC115758218|XP_030554629.1|DNOV	LOC117592307|XP_034141872.1|DGUA
OG0010523	LOC115762763|XP_030560971.1|DNOV	LOC117592305|XP_034141870.1|DGUA
OG0010524	LOC115761203|XP_030558751.1|DNOV	LOC117590747|XP_034139551.1|DGUA
OG0010525	LOC115767429|XP_030567568.1|DNOV	LOC117592452|XP_034142107.1|DGUA
OG0010526	LOC115767463|XP_030567629.1|DNOV	LOC117583898|XP_034128462.1|DGUA
OG0010527	LOC115766615|XP_030566466.1|DNOV	LOC117592641|XP_034142475.1|DGUA
OG0010528	LOC115766559|XP_030566397.1|DNOV	LOC117590760|XP_034139596.1|DGUA
OG0010529	LOC115766570|XP_030566412.1|DNOV	LOC117584296|XP_034129014.1|DGUA
OG0010530	LOC115764469|XP_030563371.1|DNOV	LOC117580123|XP_034122349.1|DGUA
OG0010531	LOC115760406|XP_030557573.1|DNOV	LOC117585549|XP_034130961.1|DGUA
OG0010532	LOC115770916|XP_030572225.1|DNOV	LOC117586601|XP_034132675.1|DGUA
OG0010533	LOC115768698|XP_030569247.1|DNOV	LOC117580370|XP_034122790.1|DGUA
OG0010534	LOC115763728|XP_030562283.1|DNOV	LOC117585105|XP_034130275.1|DGUA
OG0010535	LOC115763677|XP_030562209.1|DNOV	LOC117586213|XP_034132043.1|DGUA
OG0010536	LOC115763895|XP_030562533.1|DNOV	LOC117586122|XP_034131877.1|DGUA
OG0010537	LOC115759646|XP_030556495.1|DNOV	LOC117586128|XP_034131884.1|DGUA
OG0010538	LOC115770686|XP_030571932.1|DNOV	LOC117586715|XP_034132884.1|DGUA
OG0010539	LOC115766193|XP_030565897.1|DNOV	LOC117586386|XP_034132308.1|DGUA
OG0010540	LOC115761473|XP_030559099.1|DNOV	LOC117583294|XP_034127423.1|DGUA
OG0010541	LOC115764161|XP_030562898.1|DNOV	LOC117579839|XP_034121827.1|DGUA
OG0010542	LOC115763987|XP_030562660.1|DNOV	LOC117583006|XP_034127048.1|DGUA
OG0010543	LOC115761255|XP_030558828.1|DNOV	LOC117591462|XP_034140630.1|DGUA
OG0010544	LOC115761739|XP_030559485.1|DNOV	LOC117589513|XP_034137391.1|DGUA
OG0010545	LOC115761469|XP_030559095.1|DNOV	LOC117589577|XP_034137524.1|DGUA
OG0010546	LOC115764151|XP_030562886.1|DNOV	LOC117585021|XP_034130153.1|DGUA
OG0010547	LOC115764153|XP_030562888.1|DNOV	LOC117585023|XP_034130155.1|DGUA
OG0010548	LOC115764207|XP_030562957.1|DNOV	LOC117583228|XP_034127338.1|DGUA
OG0010549	LOC115764867|XP_030564005.1|DNOV	LOC117585759|XP_034131306.1|DGUA
OG0010550	LOC115764986|XP_030564173.1|DNOV	LOC117584967|XP_034130056.1|DGUA
OG0010551	LOC115765081|XP_030564317.1|DNOV	LOC117585837|XP_034131469.1|DGUA
OG0010552	LOC115764920|XP_030564085.1|DNOV	LOC117583199|XP_034127293.1|DGUA
OG0010553	LOC115765006|XP_030564216.1|DNOV	LOC117583200|XP_034127295.1|DGUA
OG0010554	LOC115764997|XP_030564195.1|DNOV	LOC117583411|XP_034127590.1|DGUA
OG0010555	LOC115761550|XP_030559192.1|DNOV	LOC117589504|XP_034137377.1|DGUA
OG0010556	LOC115763703|XP_030562252.1|DNOV	LOC117591204|XP_034140235.1|DGUA
OG0010557	LOC115770571|XP_030571746.1|DNOV	LOC117585092|XP_034130251.1|DGUA
OG0010559	LOC115765773|XP_030565304.1|DNOV	LOC117591133|XP_034140133.1|DGUA
OG0010560	LOC115765624|XP_030565134.1|DNOV	LOC117586187|XP_034132002.1|DGUA
OG0010561	LOC115765620|XP_030565130.1|DNOV	LOC117585582|XP_034131010.1|DGUA
OG0010562	LOC115765644|XP_030565162.1|DNOV	LOC117586567|XP_034132618.1|DGUA
OG0010563	LOC115765645|XP_030565163.1|DNOV	LOC117586568|XP_034132619.1|DGUA
OG0010564	LOC115757671|XP_030553859.1|DNOV	LOC117582709|XP_034126521.1|DGUA
OG0010565	LOC115759423|XP_030556180.1|DNOV	LOC117583452|XP_034127643.1|DGUA
OG0010566	LOC115759612|XP_030556452.1|DNOV	LOC117582991|XP_034127031.1|DGUA
OG0010567	LOC115771859|XP_030573600.1|DNOV	LOC117585542|XP_034130949.1|DGUA
OG0010568	LOC115757754|XP_030554020.1|DNOV	LOC117583097|XP_034127168.1|DGUA
OG0010569	LOC115771842|XP_030573584.1|DNOV	LOC117582978|XP_034126992.1|DGUA
OG0010570	LOC115771993|XP_030573779.1|DNOV	LOC117583433|XP_034127623.1|DGUA
OG0010571	LOC115771974|XP_030573754.1|DNOV	LOC117585328|XP_034130659.1|DGUA
OG0010572	LOC115771754|XP_030573464.1|DNOV	LOC117585404|XP_034130764.1|DGUA
OG0010573	LOC115771915|XP_030573664.1|DNOV	LOC117583495|XP_034127726.1|DGUA
OG0010574	LOC115771689|XP_030573366.1|DNOV	LOC117583501|XP_034127734.1|DGUA
OG0010575	LOC115771823|XP_030573563.1|DNOV	LOC117583455|XP_034127646.1|DGUA
OG0010576	LOC115757679|XP_030553875.1|DNOV	LOC117583193|XP_034127287.1|DGUA
