Orthogroup	DNOV.longest_only	DPER.longest_only
OG0009863	LOC115758383|XP_030554845.1|DNOV	LOC6593754|XP_002018666.2|DPER
OG0009864	LOC115758607|XP_030555194.1|DNOV	LOC6589114|XP_026844516.1|DPER
OG0009865	LOC115763411|XP_030561821.1|DNOV	LOC6595380|XP_002020816.1|DPER
OG0009866	LOC115770213|XP_030571267.1|DNOV	LOC6601358|XP_026847905.1|DPER
OG0009867	LOC115766975|XP_030566930.1|DNOV	LOC6599661|XP_002024793.2|DPER
OG0009868	LOC115766979|XP_030566939.1|DNOV	LOC6602297|XP_002027356.1|DPER
OG0009869	LOC115768461|XP_030568894.1|DNOV	LOC6588911|XP_026844801.1|DPER
OG0009870	LOC115766899|XP_030566840.1|DNOV	LOC6598939|XP_026848987.1|DPER
OG0009871	LOC115762202|XP_030560189.1|DNOV	LOC6592363|XP_026841876.1|DPER
OG0009872	LOC115760488|XP_030557700.1|DNOV	LOC6600813|XP_002025880.1|DPER
OG0009873	LOC115760701|XP_030558026.1|DNOV	LOC6593200|XP_026840928.1|DPER
OG0009874	LOC115770274|XP_030571358.1|DNOV	LOC6598895|XP_002024100.1|DPER
OG0009875	LOC115770516|XP_030571677.1|DNOV	LOC6603256|XP_002028243.2|DPER
OG0009876	LOC115763296|XP_030561648.1|DNOV, LOC115760678|XP_030558005.1|DNOV	LOC6590250|XP_002016542.2|DPER
OG0009877	LOC115758256|XP_030554675.1|DNOV	LOC6593275|XP_026842268.1|DPER
OG0009878	LOC115760508|XP_030557729.1|DNOV	LOC113565073|XP_026841255.1|DPER
OG0009879	LOC115761040|XP_030558515.1|DNOV	LOC6592812|XP_002017609.1|DPER
OG0009880	LOC115762209|XP_030560195.1|DNOV, LOC115762140|XP_030560111.1|DNOV	LOC6593179|XP_002018113.1|DPER
OG0009881	LOC115760887|XP_030558310.1|DNOV	LOC6590267|XP_026842309.1|DPER
OG0009882	LOC115761074|XP_030558553.1|DNOV	LOC113565025|XP_026840606.1|DPER
OG0009883	LOC115757922|XP_030554246.1|DNOV, LOC115758152|XP_030554546.1|DNOV	LOC6593235|XP_002018356.2|DPER
OG0009884	LOC115758146|XP_030554540.1|DNOV, LOC115757899|XP_030554205.1|DNOV	LOC6593238|XP_002018359.1|DPER
OG0009885	LOC115758207|XP_030554618.1|DNOV	LOC6593037|XP_002017714.1|DPER
OG0009886	LOC115758163|XP_030554562.1|DNOV, LOC115757799|XP_030554077.1|DNOV	LOC6590043|XP_002016437.1|DPER
OG0009887	LOC115762005|XP_030559936.1|DNOV	LOC6592461|XP_002017796.1|DPER
OG0009888	LOC115767484|XP_030567651.1|DNOV	LOC6590242|XP_002016716.1|DPER
OG0009889	LOC115766610|XP_030566459.1|DNOV	LOC6589930|XP_026842069.1|DPER
OG0009890	LOC115766512|XP_030566333.1|DNOV	LOC6601626|XP_002026629.1|DPER
OG0009891	LOC115764493|XP_030563441.1|DNOV	LOC6592817|XP_002017614.1|DPER
OG0009892	LOC115758089|XP_030554466.1|DNOV	LOC6587379|XP_002013667.2|DPER, LOC6603106|XP_026847157.1|DPER, LOC6597457|XP_026849308.1|DPER
OG0009893	LOC115758053|XP_030554426.1|DNOV	LOC6592197|XP_002017832.1|DPER
OG0009895	LOC115761648|XP_030559344.1|DNOV	LOC6594200|XP_026851199.1|DPER
OG0009896	LOC115770701|XP_030571955.1|DNOV	LOC6591908|XP_002017055.2|DPER
OG0009897	LOC115766206|XP_030565918.1|DNOV	LOC6594235|XP_002019969.2|DPER
OG0009898	LOC115766105|XP_030565785.1|DNOV	LOC6591636|XP_002017127.1|DPER
OG0009899	LOC115771930|XP_030573690.1|DNOV	LOC6587404|XP_002013234.1|DPER
OG0009900	LOC115761254|XP_030558827.1|DNOV	LOC6588498|XP_002013914.1|DPER
OG0009901	LOC115770554|XP_030571724.1|DNOV	LOC6591647|XP_002016860.1|DPER
OG0009902	LOC115765622|XP_030565132.1|DNOV	LOC6594058|XP_002019857.2|DPER
OG0009903	LOC115759439|XP_030556214.1|DNOV	LOC6594630|XP_002019476.1|DPER
OG0009904	LOC115757666|XP_030553843.1|DNOV	LOC113567326|XP_026850532.1|DPER
OG0009905	LOC115761723|XP_030559464.1|DNOV	LOC6588615|XP_026840140.1|DPER
OG0009906	LOC115761499|XP_030559127.1|DNOV	LOC6588500|XP_002013162.1|DPER
OG0009907	LOC115771681|XP_030573357.1|DNOV, LOC115757737|XP_030553982.1|DNOV	LOC6598842|XP_002023960.1|DPER
OG0009909	LOC115772032|XP_030573822.1|DNOV	LOC6587210|XP_002013023.2|DPER
OG0009910	LOC115757758|XP_030554029.1|DNOV	LOC6587496|XP_002013525.2|DPER
OG0009912	LOC115758852|XP_030555499.1|DNOV, LOC115758853|XP_030555501.1|DNOV	LOC6596473|XP_002021768.1|DPER
OG0009913	LOC115763069|XP_030561358.1|DNOV	LOC6603375|XP_002028355.1|DPER
OG0009916	LOC115769171|XP_030569735.1|DNOV	LOC6598103|XP_026843557.1|DPER
OG0009922	LOC115769357|XP_030569997.1|DNOV	LOC113566558|XP_026848439.1|DPER
OG0009925	LOC115764804|XP_030563910.1|DNOV	LOC6591734|XP_026844082.1|DPER
OG0009930	LOC115766817|XP_030566713.1|DNOV	LOC6597588|XP_002022775.1|DPER
OG0009932	LOC115760914|XP_030558345.1|DNOV	LOC6592923|XP_002018443.2|DPER
OG0009937	LOC115760357|XP_030557506.1|DNOV	LOC113565792|XP_026844771.1|DPER
OG0009938	LOC115767202|XP_030567252.1|DNOV	LOC6598427|XP_026848708.1|DPER
OG0009940	LOC115763900|XP_030562544.1|DNOV	LOC6592008|XP_026849438.1|DPER
OG0009941	LOC115765966|XP_030565579.1|DNOV	LOC6593705|XP_002018629.1|DPER
OG0009942	LOC115760670|XP_030557996.1|DNOV	LOC6601263|XP_026842001.1|DPER
OG0009943	LOC115763022|XP_030561279.1|DNOV	LOC6589003|XP_026844317.1|DPER
OG0009944	LOC115768503|XP_030568948.1|DNOV	LOC6596673|XP_002021976.1|DPER
OG0009945	LOC115771351|XP_030572884.1|DNOV	LOC6596898|XP_026849894.1|DPER
OG0009946	LOC115770757|XP_030572029.1|DNOV	LOC113564927|XP_026840202.1|DPER
OG0009947	LOC115769885|XP_030570754.1|DNOV	LOC6602930|XP_026848848.1|DPER
OG0009948	LOC115767035|XP_030567023.1|DNOV	LOC6596831|XP_002022012.1|DPER
OG0009949	LOC115763658|XP_030562189.1|DNOV	LOC6591376|XP_002017240.2|DPER
OG0009950	LOC115766161|XP_030565861.1|DNOV	LOC6594158|XP_026840247.1|DPER
OG0009951	LOC115763757|XP_030562331.1|DNOV	LOC6594094|XP_002019686.1|DPER
OG0009952	LOC115764770|XP_030563868.1|DNOV	LOC6591411|XP_002016937.1|DPER
OG0009953	LOC115763904|XP_030562549.1|DNOV	LOC6592007|XP_002017435.2|DPER
OG0009954	LOC115770961|XP_030572290.1|DNOV	LOC6591689|XP_002017326.1|DPER
OG0009956	LOC115767557|XP_030567700.1|DNOV	LOC6600792|XP_002025815.2|DPER
OG0009957	LOC115761295|XP_030558882.1|DNOV	LOC6594970|XP_002020489.1|DPER
OG0009958	LOC115772046|XP_030573845.1|DNOV	LOC6587957|XP_002013014.1|DPER
OG0009960	LOC115763979|XP_030562644.1|DNOV	LOC6594386|XP_002019300.1|DPER
OG0009961	LOC115764178|XP_030562924.1|DNOV	LOC6594607|XP_002019310.1|DPER
OG0009962	LOC115761795|XP_030559594.1|DNOV	LOC6587801|XP_002014045.1|DPER
OG0009964	LOC115771849|XP_030573591.1|DNOV	LOC6595091|XP_002020153.1|DPER
OG0009965	LOC115759600|XP_030556431.1|DNOV	LOC6594832|XP_002020527.1|DPER
OG0009966	LOC115765463|XP_030564898.1|DNOV	LOC6589842|XP_026844902.1|DPER
OG0009967	LOC115760096|XP_030557141.1|DNOV	LOC6589256|XP_002015282.2|DPER
OG0009968	LOC115759168|XP_030555898.1|DNOV	LOC113565844|XP_026844986.1|DPER
OG0009969	LOC115758657|XP_030555256.1|DNOV	LOC6589081|XP_026844506.1|DPER
OG0009970	LOC115759830|XP_030556782.1|DNOV	LOC6588736|XP_002014933.1|DPER
OG0009971	LOC115765540|XP_030565023.1|DNOV	LOC6595429|XP_026844780.1|DPER
OG0009972	LOC115759998|XP_030557014.1|DNOV	LOC6589302|XP_002014393.1|DPER
OG0009973	LOC115760291|XP_030557424.1|DNOV	LOC6589879|XP_002014375.2|DPER
OG0009974	LOC115763266|XP_030561605.1|DNOV	LOC6596523|XP_026843228.1|DPER
OG0009975	LOC115758689|XP_030555293.1|DNOV	LOC6596339|XP_002021695.1|DPER
OG0009976	LOC115763045|XP_030561328.1|DNOV	LOC6593303|XP_002019191.1|DPER
OG0009977	LOC115763361|XP_030561749.1|DNOV	LOC6589139|XP_026844004.1|DPER
OG0009978	LOC115763362|XP_030561750.1|DNOV	LOC6588967|XP_002014427.1|DPER
OG0009979	LOC115763498|XP_030561953.1|DNOV	LOC6596255|XP_002021784.1|DPER
OG0009980	LOC115761089|XP_030558570.1|DNOV	LOC6596941|XP_002022223.2|DPER
OG0009981	LOC115758586|XP_030555169.1|DNOV	LOC6590282|XP_002016339.1|DPER
OG0009983	LOC115760933|XP_030558369.1|DNOV, LOC115760932|XP_030558368.1|DNOV	LOC6593201|XP_026840929.1|DPER
OG0009984	LOC115762053|XP_030559993.1|DNOV	LOC6600799|XP_002025970.1|DPER
OG0009985	LOC115767560|XP_030567743.1|DNOV	LOC113565129|XP_026841780.1|DPER
OG0009986	LOC115762493|XP_030560590.1|DNOV	LOC6591005|XP_026842838.1|DPER
OG0009987	LOC115770202|XP_030571640.1|DNOV	LOC6590949|XP_002016019.1|DPER
OG0009988	LOC115771040|XP_030572480.1|DNOV	LOC6590948|XP_002016018.1|DPER
OG0009989	LOC115766517|XP_030566343.1|DNOV	LOC6590458|XP_026842594.1|DPER
OG0009990	LOC115757992|XP_030554346.1|DNOV	LOC6593111|XP_002018340.1|DPER
OG0009991	LOC115762037|XP_030559967.1|DNOV	LOC6590874|XP_026842770.1|DPER
OG0009992	LOC115767763|XP_030567945.1|DNOV	LOC6600408|XP_002025442.1|DPER
OG0009993	LOC115765107|XP_030564351.1|DNOV	LOC6599339|XP_026847211.1|DPER
OG0009994	LOC115768380|XP_030568812.1|DNOV	LOC6598334|XP_026846319.1|DPER
OG0009995	LOC115767333|XP_030567445.1|DNOV	LOC6596955|XP_026845437.1|DPER
OG0009996	LOC115768603|XP_030569116.1|DNOV	LOC6596854|XP_002022086.1|DPER
OG0009997	LOC115767066|XP_030567066.1|DNOV	LOC6597494|XP_002022642.1|DPER
OG0009998	LOC115766843|XP_030566750.1|DNOV	LOC6598252|XP_026846236.1|DPER
OG0009999	LOC115768817|XP_030569375.1|DNOV	LOC6597488|XP_026848878.1|DPER
OG0010000	LOC115767289|XP_030567381.1|DNOV	LOC6597291|XP_002022432.1|DPER
OG0010001	LOC115769027|XP_030569595.1|DNOV	LOC6599385|XP_002024437.1|DPER
OG0010002	LOC115768074|XP_030568399.1|DNOV	LOC113566354|XP_026847437.1|DPER
OG0010003	LOC115763020|XP_030561274.1|DNOV	LOC6589604|XP_002014311.2|DPER
OG0010004	LOC115767977|XP_030568236.1|DNOV	LOC6600220|XP_002025218.2|DPER
OG0010005	LOC115767808|XP_030568001.1|DNOV	LOC6598432|XP_002023610.1|DPER
OG0010006	LOC115767276|XP_030567367.1|DNOV	LOC6598447|XP_026848672.1|DPER
OG0010007	LOC115768681|XP_030569225.1|DNOV	LOC6599261|XP_026848278.1|DPER
OG0010008	LOC115767083|XP_030567089.1|DNOV	LOC6601745|XP_002026820.1|DPER
OG0010009	LOC115759216|XP_030555968.1|DNOV	LOC6593474|XP_002019232.1|DPER
OG0010010	LOC115764342|XP_030563157.1|DNOV	LOC6599436|XP_002024534.1|DPER
OG0010011	LOC115768737|XP_030569281.1|DNOV	LOC6597776|XP_002022979.1|DPER
OG0010013	LOC115768194|XP_030568565.1|DNOV	LOC6600723|XP_026848697.1|DPER
OG0010014	LOC115764371|XP_030563192.1|DNOV	LOC6599315|XP_026847105.1|DPER
OG0010015	LOC115768192|XP_030568562.1|DNOV	LOC6600724|XP_026848642.1|DPER
OG0010016	LOC115765421|XP_030564827.1|DNOV	LOC113566314|XP_026847217.1|DPER
OG0010017	LOC115768200|XP_030568573.1|DNOV	LOC6600722|XP_002025792.1|DPER
OG0010018	LOC115767983|XP_030568242.1|DNOV	LOC6600169|XP_002025268.2|DPER
OG0010019	LOC115766303|XP_030566040.1|DNOV	LOC6598401|XP_002023524.2|DPER
OG0010020	LOC115767851|XP_030568064.1|DNOV	LOC6597409|XP_026846555.1|DPER
OG0010021	LOC115766379|XP_030566143.1|DNOV	LOC6600038|XP_002025085.1|DPER
OG0010022	LOC115765412|XP_030564816.1|DNOV	LOC6597729|XP_026847041.1|DPER
OG0010023	LOC115768144|XP_030568499.1|DNOV	LOC6598348|XP_026846338.1|DPER
OG0010024	LOC115768151|XP_030568506.1|DNOV	LOC6598346|XP_002023472.1|DPER
OG0010025	LOC115768900|XP_030569476.1|DNOV	LOC6596766|XP_026845838.1|DPER
OG0010026	LOC115765342|XP_030564712.1|DNOV	LOC6602660|XP_002027700.1|DPER
OG0010027	LOC115765222|XP_030564524.1|DNOV	LOC6602663|XP_026845976.1|DPER
OG0010028	LOC115767107|XP_030567119.1|DNOV	LOC6599186|XP_026848247.1|DPER
OG0010029	LOC115766415|XP_030566196.1|DNOV	LOC6597329|XP_026846489.1|DPER
OG0010030	LOC115771326|XP_030572851.1|DNOV	LOC6598226|XP_002023368.1|DPER
OG0010031	LOC115771362|XP_030572903.1|DNOV	LOC6598223|XP_002023365.1|DPER
OG0010032	LOC115763124|XP_030561430.1|DNOV	LOC6596403|XP_002021588.1|DPER
OG0010033	LOC115768834|XP_030569390.1|DNOV	LOC113566143|XP_026846273.1|DPER
OG0010034	LOC115769082|XP_030569655.1|DNOV	LOC6598457|XP_002023685.2|DPER
OG0010035	LOC115769075|XP_030569648.1|DNOV	LOC6598490|XP_026846349.1|DPER
OG0010036	LOC115769073|XP_030569646.1|DNOV	LOC6598488|XP_026846278.1|DPER
OG0010037	LOC115769083|XP_030569656.1|DNOV	LOC6598487|XP_026846350.1|DPER
OG0010038	LOC115768256|XP_030568646.1|DNOV	LOC6596775|XP_026849899.1|DPER
OG0010039	LOC115758071|XP_030554444.1|DNOV	LOC6590681|XP_002015820.1|DPER
OG0010040	LOC115759018|XP_030555690.1|DNOV	LOC6593342|XP_002018744.2|DPER
OG0010041	LOC115768797|XP_030569353.1|DNOV	LOC6600361|XP_002025485.2|DPER
OG0010042	LOC115765307|XP_030564662.1|DNOV	LOC6597858|XP_002023051.1|DPER
OG0010043	LOC115765384|XP_030564769.1|DNOV	LOC6597889|XP_002023049.1|DPER
OG0010044	LOC115768006|XP_030568275.1|DNOV	LOC6600159|XP_002025242.2|DPER
OG0010045	LOC115768201|XP_030568574.1|DNOV	LOC6599924|XP_002025052.1|DPER
OG0010046	LOC115768202|XP_030568575.1|DNOV	LOC6599923|XP_002025051.1|DPER
OG0010047	LOC115767213|XP_030567268.1|DNOV	LOC6598525|XP_002023564.1|DPER
OG0010048	LOC115767742|XP_030567913.1|DNOV	LOC6600403|XP_002025458.1|DPER
OG0010049	LOC115767187|XP_030567238.1|DNOV	LOC6599112|XP_002024413.1|DPER
OG0010050	LOC115767250|XP_030567316.1|DNOV	LOC6599114|XP_026849252.1|DPER
OG0010051	LOC115768377|XP_030568808.1|DNOV	LOC6596815|XP_026845903.1|DPER
OG0010052	LOC115767559|XP_030567702.1|DNOV	LOC113566592|XP_026848692.1|DPER
OG0010053	LOC115769095|XP_030569665.1|DNOV	LOC6599927|XP_002025055.2|DPER
OG0010054	LOC115765256|XP_030564595.1|DNOV	LOC6598358|XP_026846316.1|DPER
OG0010055	LOC115765290|XP_030564641.1|DNOV	LOC6598362|XP_026846203.1|DPER
OG0010056	LOC115771364|XP_030572907.1|DNOV	LOC6597286|XP_002022573.2|DPER
OG0010057	LOC115767022|XP_030567006.1|DNOV	LOC6596658|XP_026845905.1|DPER
OG0010058	LOC115767552|XP_030567694.1|DNOV	LOC6599312|XP_026847221.1|DPER
OG0010059	LOC115771371|XP_030572914.1|DNOV	LOC6596927|XP_002021857.1|DPER
OG0010060	LOC115768600|XP_030569111.1|DNOV	LOC6604029|XP_026845253.1|DPER
OG0010061	LOC115766937|XP_030566885.1|DNOV	LOC6599744|XP_002024814.1|DPER
OG0010062	LOC115762771|XP_030560981.1|DNOV	LOC6601456|XP_002026458.2|DPER
OG0010063	LOC115771212|XP_030572671.1|DNOV	LOC6601391|XP_026847916.1|DPER
OG0010064	LOC115770944|XP_030572266.1|DNOV	LOC6601401|XP_026847886.1|DPER
OG0010066	LOC115762724|XP_030560913.1|DNOV	LOC6600327|XP_002025380.1|DPER
OG0010067	LOC115768088|XP_030568423.1|DNOV	LOC6601171|XP_026848082.1|DPER
OG0010068	LOC115767510|XP_030567675.1|DNOV	LOC6601159|XP_002026258.2|DPER
OG0010069	LOC115767664|XP_030567811.1|DNOV	LOC6595859|XP_002021404.2|DPER
OG0010070	LOC115770047|XP_030570990.1|DNOV	LOC113566390|XP_026847546.1|DPER
OG0010071	LOC115769922|XP_030570807.1|DNOV	LOC113566446|XP_026847824.1|DPER
OG0010072	LOC115771168|XP_030572610.1|DNOV	LOC6599589|XP_002024709.1|DPER
OG0010073	LOC115771031|XP_030572426.1|DNOV	LOC113566750|XP_026849570.1|DPER
OG0010074	LOC115768274|XP_030568671.1|DNOV	LOC6596908|XP_002021869.1|DPER
OG0010075	LOC115769424|XP_030570092.1|DNOV	LOC6596207|XP_002021275.2|DPER
OG0010076	LOC115770370|XP_030571476.1|DNOV	LOC6596232|XP_002021192.1|DPER
OG0010077	LOC115762849|XP_030561085.1|DNOV	LOC6599871|XP_026847390.1|DPER
OG0010078	LOC115762860|XP_030561096.1|DNOV	LOC6599872|XP_002024926.1|DPER
OG0010079	LOC115762887|XP_030561121.1|DNOV	LOC6604328|XP_026847387.1|DPER
OG0010080	LOC115762678|XP_030560852.1|DNOV	LOC6599478|XP_026849430.1|DPER
OG0010081	LOC115769609|XP_030570364.1|DNOV	LOC113566753|XP_026849586.1|DPER
OG0010082	LOC115769402|XP_030570065.1|DNOV	LOC6601700|XP_002026703.1|DPER
OG0010083	LOC115768762|XP_030569315.1|DNOV	LOC6601962|XP_002027012.1|DPER
OG0010084	LOC115770474|XP_030571618.1|DNOV	LOC113566030|XP_026845606.1|DPER
OG0010085	LOC115770321|XP_030571418.1|DNOV	LOC6603267|XP_026848191.1|DPER
OG0010087	LOC115771547|XP_030573147.1|DNOV	LOC6602270|XP_002027319.1|DPER
OG0010088	LOC115767702|XP_030567857.1|DNOV	LOC6595761|XP_002021342.1|DPER
OG0010089	LOC115766338|XP_030566094.1|DNOV	LOC6598913|XP_002024015.2|DPER
OG0010090	LOC115766771|XP_030566641.1|DNOV	LOC6602026|XP_026846868.1|DPER
OG0010091	LOC115761402|XP_030559020.1|DNOV	LOC6588481|XP_002013206.1|DPER
OG0010092	LOC115760362|XP_030557512.1|DNOV	LOC113564898|XP_026839975.1|DPER
OG0010093	LOC115762371|XP_030560406.1|DNOV	LOC6595368|XP_002020804.1|DPER
OG0010094	LOC115761201|XP_030558746.1|DNOV	LOC6587267|XP_002012744.2|DPER
OG0010095	LOC115764173|XP_030562920.1|DNOV	LOC113564957|XP_026840523.1|DPER
OG0010096	LOC115767604|XP_030567759.1|DNOV	LOC6603114|XP_002028131.1|DPER
OG0010097	LOC115767203|XP_030567253.1|DNOV	LOC113566099|XP_026845950.1|DPER
OG0010098	LOC115759317|XP_030556088.1|DNOV	LOC6588778|XP_002014249.1|DPER
OG0010099	LOC115759765|XP_030556682.1|DNOV	LOC6589403|XP_002015292.1|DPER
OG0010100	LOC115769722|XP_030570514.1|DNOV	LOC6600309|XP_026849085.1|DPER
OG0010101	LOC115769413|XP_030570081.1|DNOV	LOC6595893|XP_026845382.1|DPER
OG0010102	LOC115768588|XP_030569098.1|DNOV	LOC6595789|XP_026845692.1|DPER
OG0010103	LOC115769068|XP_030569644.1|DNOV	LOC6595762|XP_002021343.2|DPER
OG0010104	LOC115762750|XP_030560948.1|DNOV	LOC6599777|XP_002024864.1|DPER
OG0010105	LOC115765828|XP_030565412.1|DNOV	LOC6595590|XP_026843912.1|DPER
OG0010106	LOC115757963|XP_030554303.1|DNOV	LOC6591294|XP_002015807.1|DPER
OG0010107	LOC115762153|XP_030560125.1|DNOV	LOC6592564|XP_002018246.1|DPER
OG0010108	LOC115760762|XP_030558107.1|DNOV	LOC6590803|XP_002016349.1|DPER
OG0010110	LOC115762720|XP_030560906.1|DNOV	LOC6601470|XP_002026437.2|DPER
OG0010111	LOC115764760|XP_030563855.1|DNOV	LOC6587194|XP_002013641.1|DPER
OG0010112	LOC115761582|XP_030559231.1|DNOV	LOC6587352|XP_002014035.2|DPER
OG0010113	LOC115768451|XP_030568872.1|DNOV	LOC6599252|XP_002024278.1|DPER
OG0010114	LOC115768227|XP_030568614.1|DNOV	LOC6603830|XP_002028788.1|DPER
OG0010115	LOC115768284|XP_030568683.1|DNOV	LOC6596774|XP_026849898.1|DPER
OG0010116	LOC115768511|XP_030568958.1|DNOV	LOC6597609|XP_026848943.1|DPER
OG0010117	LOC115768191|XP_030568561.1|DNOV	LOC6599921|XP_002025049.1|DPER
OG0010118	LOC115768197|XP_030568570.1|DNOV	LOC6599913|XP_002025024.1|DPER
OG0010119	LOC115765425|XP_030564831.1|DNOV	LOC6597384|XP_002022587.1|DPER
OG0010120	LOC115764284|XP_030563075.1|DNOV	LOC113566673|XP_026849159.1|DPER
OG0010121	LOC115768707|XP_030569255.1|DNOV	LOC6601785|XP_026849831.1|DPER
OG0010122	LOC115765087|XP_030564327.1|DNOV	LOC6598300|XP_002023502.1|DPER
OG0010123	LOC115765170|XP_030564450.1|DNOV	LOC6599175|XP_026848305.1|DPER
OG0010125	LOC115765417|XP_030564822.1|DNOV, LOC115765331|XP_030564693.1|DNOV	LOC6597863|XP_002023056.1|DPER
OG0010126	LOC115763495|XP_030561948.1|DNOV	LOC6593285|XP_026843444.1|DPER
OG0010127	LOC115763552|XP_030562030.1|DNOV	LOC6589888|XP_026844106.1|DPER
OG0010128	LOC115763553|XP_030562031.1|DNOV	LOC6589236|XP_002014498.1|DPER
OG0010129	LOC115763388|XP_030561788.1|DNOV	LOC6593628|XP_002019094.1|DPER
OG0010130	LOC115763037|XP_030561311.1|DNOV	LOC6593512|XP_002019203.1|DPER
OG0010131	LOC115769282|XP_030569867.1|DNOV	LOC6598114|XP_026843554.1|DPER
OG0010132	LOC115769257|XP_030569826.1|DNOV	LOC6597940|XP_002023175.1|DPER
OG0010133	LOC115769237|XP_030569813.1|DNOV	LOC6597939|XP_002023174.1|DPER
OG0010134	LOC115758360|XP_030554808.1|DNOV	LOC6589883|XP_002014487.2|DPER
OG0010135	LOC115758926|XP_030555583.1|DNOV	LOC6596554|XP_026843455.1|DPER
OG0010136	LOC115759067|XP_030555755.1|DNOV	LOC6596336|XP_002021693.1|DPER
OG0010137	LOC115759337|XP_030556115.1|DNOV	LOC6593805|XP_002019272.1|DPER
OG0010138	LOC115759030|XP_030555706.1|DNOV	LOC113565749|XP_026844607.1|DPER
OG0010139	LOC115763244|XP_030561583.1|DNOV	LOC6588868|XP_002015259.2|DPER
OG0010140	LOC115760135|XP_030557195.1|DNOV	LOC6589458|XP_026844642.1|DPER
OG0010141	LOC115765512|XP_030564990.1|DNOV	LOC6589660|XP_026843893.1|DPER
OG0010142	LOC115758734|XP_030555344.1|DNOV	LOC6595680|XP_002020706.1|DPER
OG0010143	LOC115759013|XP_030555684.1|DNOV	LOC6589133|XP_026844461.1|DPER
OG0010144	LOC115760035|XP_030557062.1|DNOV	LOC6595383|XP_002020786.1|DPER
OG0010145	LOC115765953|XP_030565562.1|DNOV	LOC6593676|XP_002018623.1|DPER
OG0010146	LOC115765847|XP_030565433.1|DNOV	LOC6593670|XP_026843425.1|DPER
OG0010147	LOC115758988|XP_030555649.1|DNOV	LOC6589284|XP_002014654.1|DPER
OG0010148	LOC115760145|XP_030557213.1|DNOV	LOC6589342|XP_026844533.1|DPER
OG0010149	LOC115760030|XP_030557057.1|DNOV	LOC6589782|XP_002015358.1|DPER
OG0010150	LOC115767711|XP_030567867.1|DNOV	LOC6588942|XP_002014912.1|DPER
OG0010151	LOC115759107|XP_030555806.1|DNOV	LOC113565532|XP_026843627.1|DPER
OG0010152	LOC115765495|XP_030564964.1|DNOV	LOC6589686|XP_002014771.2|DPER, LOC113565915|XP_026845085.1|DPER
OG0010153	LOC115763151|XP_030561459.1|DNOV	LOC6596408|XP_002021593.1|DPER
OG0010154	LOC115763233|XP_030561569.1|DNOV	LOC6596415|XP_002021600.1|DPER
OG0010155	LOC115763113|XP_030561416.1|DNOV	LOC6596613|XP_002021609.1|DPER
OG0010156	LOC115770209|XP_030571264.1|DNOV	LOC6587457|XP_002013075.1|DPER
OG0010157	LOC115770384|XP_030571492.1|DNOV	LOC6601356|XP_002026526.2|DPER
OG0010158	LOC115770256|XP_030571331.1|DNOV	LOC6600259|XP_002025424.2|DPER
OG0010159	LOC115766981|XP_030566937.1|DNOV	LOC6599663|XP_002024795.2|DPER
OG0010160	LOC115766958|XP_030566905.1|DNOV	LOC6589082|XP_002014757.2|DPER
OG0010161	LOC115762846|XP_030561082.1|DNOV	LOC6599874|XP_002024928.1|DPER
OG0010162	LOC115762589|XP_030560736.1|DNOV, LOC115762712|XP_030560897.1|DNOV	LOC6599104|XP_002024405.1|DPER
OG0010163	LOC115762667|XP_030560840.1|DNOV	LOC6597108|XP_002022297.1|DPER
OG0010164	LOC115769875|XP_030570737.1|DNOV	LOC6596051|XP_002021235.1|DPER
OG0010165	LOC115769473|XP_030570151.1|DNOV	LOC6599466|XP_002024615.1|DPER
OG0010166	LOC115769714|XP_030570503.1|DNOV	LOC6602460|XP_002027488.1|DPER
OG0010167	LOC115769477|XP_030570155.1|DNOV, LOC115769478|XP_030570156.1|DNOV	LOC6602522|XP_002027503.1|DPER
OG0010168	LOC115770182|XP_030571203.1|DNOV	LOC6603264|XP_026848174.1|DPER
OG0010169	LOC115769024|XP_030569594.1|DNOV	LOC6598861|XP_026847923.1|DPER
OG0010170	LOC115768136|XP_030568494.1|DNOV	LOC6599029|XP_002024146.1|DPER
OG0010171	LOC115768081|XP_030568411.1|DNOV	LOC6599027|XP_002024144.1|DPER
OG0010172	LOC115769444|XP_030570118.1|DNOV	LOC6601971|XP_002027018.1|DPER
OG0010173	LOC115766278|XP_030566045.1|DNOV	LOC6592367|XP_002017972.1|DPER
OG0010174	LOC115772073|XP_030573888.1|DNOV	LOC6592727|XP_002018094.1|DPER
OG0010175	LOC115762544|XP_030560681.1|DNOV	LOC6592585|XP_002018067.1|DPER
OG0010176	LOC115761196|XP_030558739.1|DNOV	LOC6592419|XP_002018064.2|DPER
OG0010177	LOC115760939|XP_030558379.1|DNOV	LOC6602069|XP_002027175.1|DPER
OG0010178	LOC115761059|XP_030558536.1|DNOV	LOC6589941|XP_002015969.1|DPER
OG0010179	LOC115769253|XP_030569827.1|DNOV	LOC6602285|XP_002027344.1|DPER
OG0010180	LOC115771587|XP_030573210.1|DNOV	LOC6601504|XP_002026566.2|DPER
OG0010181	LOC115769377|XP_030570028.1|DNOV	LOC6602186|XP_002027226.2|DPER
OG0010182	LOC115762226|XP_030560221.1|DNOV	LOC113565104|XP_026841597.1|DPER
OG0010183	LOC115762294|XP_030560320.1|DNOV	LOC6593084|XP_002017897.1|DPER
OG0010184	LOC115763158|XP_030561473.1|DNOV	LOC6590229|XP_002016078.1|DPER
