Orthogroup	DANA.longest_only	DNOV.longest_only
OG0009514	LOC6504665|XP_001966446.2|DANA	LOC115767238|XP_030567299.1|DNOV
OG0009515	LOC6497464|XP_001962026.1|DANA	LOC115759827|XP_030556777.1|DNOV
OG0009516	LOC6497623|XP_032307406.1|DANA	LOC115759873|XP_030556843.1|DNOV
OG0009517	LOC6496849|XP_001963279.2|DANA	LOC115760210|XP_030557316.1|DNOV, LOC115760211|XP_030557317.1|DNOV
OG0009518	LOC26514296|XP_014765601.1|DANA	LOC115770385|XP_030571494.1|DNOV
OG0009519	LOC6507662|XP_001956098.2|DANA	LOC115767255|XP_030567326.1|DNOV, LOC115765826|XP_030565410.1|DNOV
OG0009520	LOC26513652|XP_014767195.1|DANA	LOC115761455|XP_030559081.1|DNOV
OG0009521	LOC6493103|XP_001957048.1|DANA	LOC115765901|XP_030565508.1|DNOV
OG0009522	LOC6495356|XP_001958651.1|DANA	LOC115762619|XP_030560781.1|DNOV, LOC115758154|XP_030554551.1|DNOV
OG0009523	LOC6495866|XP_001959742.2|DANA	LOC115760645|XP_030557967.1|DNOV
OG0009524	LOC6494137|XP_001960889.1|DANA	LOC115766860|XP_030566820.1|DNOV
OG0009525	LOC6495280|XP_001958711.1|DANA	LOC115762238|XP_030560240.1|DNOV
OG0009526	LOC6495281|XP_001958710.1|DANA	LOC115762242|XP_030560245.1|DNOV
OG0009527	LOC6495615|XP_001959224.1|DANA	LOC115761032|XP_030558505.1|DNOV
OG0009528	LOC6495177|XP_001958907.1|DANA	LOC115761048|XP_030558523.1|DNOV
OG0009529	LOC6495964|XP_001959943.1|DANA	LOC115769976|XP_030570922.1|DNOV
OG0009530	LOC6496545|XP_032306625.1|DANA	LOC115758049|XP_030554423.1|DNOV
OG0009531	LOC26515563|XP_014764141.1|DANA	LOC115758275|XP_030554698.1|DNOV
OG0009532	LOC6496122|XP_001960271.1|DANA	LOC115761126|XP_030558646.1|DNOV
OG0009533	LOC6496004|XP_001960026.1|DANA, LOC6496003|XP_032306464.1|DANA	LOC115766601|XP_030566446.1|DNOV
OG0009534	LOC6496002|XP_001960019.1|DANA	LOC115766614|XP_030566465.1|DNOV
OG0009535	LOC6496139|XP_001960324.2|DANA	LOC115766519|XP_030566345.1|DNOV
OG0009536	LOC6500538|XP_001953412.2|DANA	LOC115761950|XP_030559849.1|DNOV
OG0009537	LOC6500311|XP_014766494.1|DANA	LOC115761913|XP_030559790.1|DNOV, LOC115761915|XP_030559793.1|DNOV
OG0009538	LOC6500561|XP_001953481.1|DANA	LOC115761854|XP_030559701.1|DNOV
OG0009540	LOC6505529|XP_001964754.1|DANA	LOC115765071|XP_030564306.1|DNOV
OG0009542	LOC6505956|XP_014760856.1|DANA	LOC115771989|XP_030573770.1|DNOV
OG0009543	LOC6499577|XP_001954353.1|DANA	LOC115764828|XP_030563937.1|DNOV
OG0009545	LOC6498983|XP_014765866.1|DANA	LOC115761564|XP_030559209.1|DNOV, LOC115764344|XP_030563159.1|DNOV, LOC115767540|XP_030567678.1|DNOV
OG0009546	LOC6501663|XP_001955710.2|DANA	LOC115769031|XP_030569599.1|DNOV, LOC115764741|XP_030563817.1|DNOV
OG0009560	LOC6503992|XP_001963971.1|DANA	LOC115765373|XP_030564755.1|DNOV
OG0009562	LOC6497375|XP_001962213.1|DANA	LOC115763222|XP_030561556.1|DNOV
OG0009563	LOC6506384|XP_001957976.1|DANA	LOC115768859|XP_030569426.1|DNOV
OG0009564	LOC26515462|XP_032311983.1|DANA	LOC115766274|XP_030565999.1|DNOV
OG0009565	LOC6502833|XP_001956879.2|DANA	LOC115771152|XP_030572584.1|DNOV
OG0009567	LOC6498844|XP_032312276.1|DANA	LOC115764215|XP_030562986.1|DNOV
OG0009568	LOC6504198|XP_032311290.1|DANA	LOC115759086|XP_030555778.1|DNOV
OG0009569	LOC6501984|XP_001966815.2|DANA	LOC115766339|XP_030566091.1|DNOV
OG0009570	LOC6500417|XP_001953175.1|DANA	LOC115763822|XP_030562432.1|DNOV
OG0009571	LOC6499647|XP_001954221.1|DANA	LOC115764714|XP_030563773.1|DNOV
OG0009572	LOC6503925|XP_001963858.2|DANA	LOC115768268|XP_030568661.1|DNOV
OG0009573	LOC6504004|XP_001963991.1|DANA	LOC115767610|XP_030567768.1|DNOV
OG0009574	LOC6503047|XP_032308934.1|DANA	LOC115768825|XP_030569382.1|DNOV
OG0009575	LOC6495387|XP_001958720.1|DANA	LOC115762349|XP_030560377.1|DNOV
OG0009576	LOC6499181|XP_001955155.1|DANA	LOC115764038|XP_030562734.1|DNOV
OG0009577	LOC6497124|XP_001962706.3|DANA	LOC115759298|XP_030556061.1|DNOV
OG0009578	LOC6498431|XP_014762125.1|DANA	LOC115763603|XP_030562090.1|DNOV
OG0009579	LOC6504529|XP_001967080.1|DANA	LOC115766311|XP_030566054.1|DNOV
OG0009580	LOC6494817|XP_001959605.1|DANA	LOC115762469|XP_030560546.1|DNOV
OG0009581	LOC6497752|XP_032307470.1|DANA	LOC115769179|XP_030569743.1|DNOV
OG0009582	LOC6506579|XP_014764823.1|DANA	LOC115771161|XP_030572594.1|DNOV
OG0009583	LOC6505029|XP_001965601.1|DANA	LOC115771343|XP_030572874.1|DNOV
OG0009584	LOC6502392|XP_001967185.3|DANA	LOC115765174|XP_030564454.1|DNOV
OG0009586	LOC6506580|XP_001957609.1|DANA	LOC115769702|XP_030570489.1|DNOV
OG0009587	LOC6494499|XP_001960215.1|DANA	LOC115771649|XP_030573355.1|DNOV
OG0009589	LOC6493296|XP_001957464.1|DANA	LOC115771194|XP_030572650.1|DNOV
OG0009590	LOC6507631|XP_001956038.1|DANA	LOC115771119|XP_030572543.1|DNOV
OG0009591	LOC6501212|XP_001954774.1|DANA	LOC115766180|XP_030565882.1|DNOV
OG0009592	LOC26514686|XP_014767321.1|DANA	LOC115759449|XP_030556236.1|DNOV
OG0009593	LOC6499352|XP_032312242.1|DANA	LOC115759533|XP_030556343.1|DNOV
OG0009594	LOC26514404|XP_014767285.1|DANA	LOC115770950|XP_030572271.1|DNOV
OG0009595	LOC6500460|XP_014766566.1|DANA	LOC115761507|XP_030559135.1|DNOV
OG0009596	LOC6500466|XP_001953280.1|DANA	LOC115761415|XP_030559032.1|DNOV
OG0009597	LOC6505730|XP_001964368.1|DANA	LOC115761513|XP_030559142.1|DNOV
OG0009598	LOC6505729|XP_014760775.1|DANA	LOC115761377|XP_030558988.1|DNOV
OG0009599	LOC6498968|XP_001955589.1|DANA	LOC115765749|XP_030565271.1|DNOV
OG0009600	LOC6498951|XP_001955618.1|DANA	LOC115770753|XP_030572025.1|DNOV
OG0009601	LOC6503402|XP_001967499.1|DANA	LOC115770859|XP_030572155.1|DNOV
OG0009602	LOC6499576|XP_001954354.1|DANA	LOC115764692|XP_030563746.1|DNOV
OG0009603	LOC6500960|XP_032312279.1|DANA	LOC115759468|XP_030556261.1|DNOV
OG0009604	LOC6503856|XP_001963724.1|DANA	LOC115768881|XP_030569451.1|DNOV
OG0009605	LOC6499595|XP_001954329.1|DANA	LOC115765600|XP_030565113.1|DNOV
OG0009606	LOC6499593|XP_001954333.1|DANA	LOC115765709|XP_030565229.1|DNOV
OG0009607	LOC6501002|XP_001954334.3|DANA	LOC115765743|XP_030565267.1|DNOV
OG0009608	LOC6503408|XP_032312314.1|DANA	LOC115770742|XP_030572003.1|DNOV
OG0009609	LOC6501258|XP_001954867.1|DANA	LOC115770963|XP_030572293.1|DNOV
OG0009610	LOC6501233|XP_001954816.1|DANA	LOC115759475|XP_030556269.1|DNOV
OG0009611	LOC6499348|XP_001954817.3|DANA	LOC115759643|XP_030556492.1|DNOV
OG0009612	LOC6499288|XP_001954945.1|DANA	LOC115763812|XP_030562422.1|DNOV
OG0009613	LOC6502426|XP_001962244.1|DANA	LOC115763090|XP_030561388.1|DNOV
OG0009614	LOC6501556|XP_001955467.1|DANA	LOC115764833|XP_030563941.1|DNOV
OG0009615	LOC6505916|XP_001964613.1|DANA	LOC115771635|XP_030573294.1|DNOV
OG0009616	LOC6505908|XP_001964596.1|DANA	LOC115772093|XP_030573914.1|DNOV
OG0009617	LOC6500885|XP_032311353.1|DANA	LOC115761249|XP_030558814.1|DNOV
OG0009618	LOC116655072|XP_032308016.1|DANA	LOC115768467|XP_030568898.1|DNOV
OG0009618	LOC26514092|XP_014759033.2|DANA	LOC115768466|XP_030568897.1|DNOV, LOC115768469|XP_030568902.1|DNOV
OG0009619	LOC6499367|XP_001954782.1|DANA	LOC115771707|XP_030573386.1|DNOV
OG0009620	LOC6501114|XP_001954574.1|DANA	LOC115764954|XP_030564135.1|DNOV
OG0009621	LOC6499471|XP_001954572.2|DANA	LOC115764931|XP_030564101.1|DNOV
OG0009622	LOC6505860|XP_001964503.1|DANA	LOC115764055|XP_030562762.1|DNOV
OG0009623	LOC6502663|XP_001953828.2|DANA	LOC115761591|XP_030559246.1|DNOV, LOC115767081|XP_030567091.1|DNOV
OG0009624	LOC6500275|XP_032309247.1|DANA	LOC115771727|XP_030573411.1|DNOV
OG0009625	LOC6505973|XP_001964705.1|DANA	LOC115759638|XP_030556486.1|DNOV
OG0009626	LOC6499508|XP_001954478.1|DANA	LOC115768640|XP_030569172.1|DNOV
OG0009627	LOC6501056|XP_001954476.2|DANA	LOC115768641|XP_030569173.1|DNOV
OG0009628	LOC6501059|XP_001954483.1|DANA	LOC115761204|XP_030558748.1|DNOV
OG0009629	LOC6500643|XP_032305778.1|DANA	LOC115761551|XP_030559193.1|DNOV
OG0009630	LOC6499919|XP_001953634.1|DANA	LOC115761404|XP_030559022.1|DNOV
OG0009631	LOC6499713|XP_001954079.1|DANA	LOC115761549|XP_030559190.1|DNOV
OG0009632	LOC6505016|XP_001965624.1|DANA	LOC115766332|XP_030566083.1|DNOV
OG0009633	LOC6495979|XP_001959965.1|DANA	LOC115759276|XP_030556042.1|DNOV
OG0009634	LOC6499985|XP_001953488.1|DANA	LOC115771719|XP_030573402.1|DNOV
OG0009635	LOC6501561|XP_001955475.3|DANA	LOC115764791|XP_030563894.1|DNOV
OG0009636	LOC6493215|XP_001957283.1|DANA	LOC115770146|XP_030571156.1|DNOV
OG0009637	LOC6499109|XP_032310198.1|DANA	LOC115761763|XP_030559530.1|DNOV
OG0009638	LOC6500652|XP_001953653.1|DANA	LOC115759656|XP_030556505.1|DNOV
OG0009639	LOC6500578|XP_001953511.1|DANA	LOC115765686|XP_030565204.1|DNOV
OG0009640	LOC6501341|XP_001955029.1|DANA	LOC115764049|XP_030562750.1|DNOV
OG0009641	LOC6499732|XP_001954042.1|DANA	LOC115761596|XP_030559254.1|DNOV
OG0009642	LOC6500854|XP_001954040.1|DANA	LOC115761553|XP_030559196.1|DNOV
OG0009643	LOC6500719|XP_001953788.2|DANA	LOC115771705|XP_030573385.1|DNOV
OG0009644	LOC6499050|XP_001955407.1|DANA	LOC115771715|XP_030573395.1|DNOV
OG0009645	LOC6499052|XP_001955405.1|DANA	LOC115757661|XP_030553837.1|DNOV
OG0009646	LOC6505559|XP_001964699.2|DANA	LOC115759599|XP_030556430.1|DNOV
OG0009647	LOC6505972|XP_001964704.1|DANA	LOC115759639|XP_030556487.1|DNOV
OG0009648	LOC6499164|XP_001955178.2|DANA	LOC115764198|XP_030562946.1|DNOV
OG0009649	LOC6500770|XP_001953886.1|DANA	LOC115757710|XP_030553928.1|DNOV
OG0009650	LOC6498684|XP_032311070.1|DANA	LOC115760191|XP_030557281.1|DNOV
OG0009651	LOC6506032|XP_001965085.1|DANA	LOC115759687|XP_030556540.1|DNOV
OG0009652	LOC6498054|XP_001961979.1|DANA	LOC115759824|XP_030556775.1|DNOV
OG0009653	LOC6497472|XP_001962005.1|DANA	LOC115759920|XP_030556915.1|DNOV
OG0009654	LOC6497473|XP_001962004.1|DANA	LOC115760212|XP_030557321.1|DNOV
OG0009655	LOC6506045|XP_014760534.2|DANA	LOC115759950|XP_030556952.1|DNOV
OG0009656	LOC6497231|XP_001962515.1|DANA	LOC115758944|XP_030555604.1|DNOV
OG0009657	LOC6497227|XP_001962522.2|DANA	LOC115758868|XP_030555520.1|DNOV
OG0009658	LOC6504236|XP_001965112.2|DANA	LOC115758669|XP_030555272.1|DNOV
OG0009659	LOC6506148|XP_001965121.2|DANA	LOC115768542|XP_030569008.1|DNOV
OG0009660	LOC6498106|XP_001962090.1|DANA	LOC115759897|XP_030556873.1|DNOV
OG0009662	LOC6498153|XP_001962189.1|DANA	LOC115758440|XP_030554955.1|DNOV
OG0009663	LOC6497444|XP_032307682.1|DANA	LOC115758929|XP_030555587.1|DNOV
OG0009664	LOC6496725|XP_014759265.1|DANA	LOC115763429|XP_030561849.1|DNOV
OG0009665	LOC6497887|XP_001961648.1|DANA	LOC115765987|XP_030565611.1|DNOV
OG0009666	LOC6503534|XP_014760390.1|DANA	LOC115758656|XP_030555255.1|DNOV
OG0009667	LOC6498159|XP_001962204.1|DANA	LOC115762985|XP_030561227.1|DNOV
OG0009668	LOC6503654|XP_001965275.1|DANA	LOC115758808|XP_030555446.1|DNOV
OG0009669	LOC6497653|XP_001961628.1|DANA	LOC115765886|XP_030565487.1|DNOV
OG0009670	LOC6498517|XP_001962983.1|DANA	LOC115758566|XP_030555135.1|DNOV
OG0009671	LOC6498226|XP_001962342.1|DANA	LOC115760018|XP_030557040.1|DNOV
OG0009672	LOC6505414|XP_001964885.1|DANA	LOC115760025|XP_030557047.1|DNOV
OG0009673	LOC6505422|XP_001964887.1|DANA	LOC115759967|XP_030556975.1|DNOV
OG0009674	LOC6498287|XP_001962464.2|DANA	LOC115759221|XP_030555976.1|DNOV
OG0009675	LOC6498364|XP_001962628.1|DANA	LOC115763383|XP_030561783.1|DNOV
OG0009676	LOC6504146|XP_032311114.1|DANA	LOC115758778|XP_030555404.1|DNOV
OG0009677	LOC6498336|XP_001962573.1|DANA	LOC115763493|XP_030561944.1|DNOV
OG0009678	LOC6498375|XP_001962662.2|DANA	LOC115763074|XP_030561369.1|DNOV
OG0009679	LOC6498388|XP_032311030.1|DANA	LOC115759036|XP_030555718.1|DNOV
OG0009680	LOC6505991|XP_001965062.2|DANA	LOC115758769|XP_030555393.1|DNOV
OG0009681	LOC6494712|XP_014762926.1|DANA	LOC115760947|XP_030558389.1|DNOV
OG0009682	LOC6495055|XP_001959161.1|DANA	LOC115762325|XP_030560352.1|DNOV
OG0009683	LOC6495531|XP_001959046.1|DANA	LOC115762141|XP_030560112.1|DNOV
OG0009684	LOC6495532|XP_001959047.1|DANA	LOC115762208|XP_030560194.1|DNOV
OG0009685	LOC6495534|XP_001959049.1|DANA	LOC115762218|XP_030560212.1|DNOV
OG0009686	LOC6494550|XP_001960124.3|DANA	LOC115763675|XP_030562210.1|DNOV
OG0009687	LOC6496053|XP_001960120.2|DANA	LOC115758577|XP_030555157.1|DNOV
OG0009688	LOC6496588|XP_001961206.1|DANA	LOC115760999|XP_030558473.1|DNOV
OG0009689	LOC6494825|XP_001959592.1|DANA	LOC115760656|XP_030557983.1|DNOV
OG0009690	LOC6494220|XP_001960720.1|DANA	LOC115757831|XP_030554124.1|DNOV
OG0009691	LOC6495650|XP_001959298.2|DANA	LOC115763901|XP_030562550.1|DNOV
OG0009692	LOC6496424|XP_001960887.1|DANA	LOC115766949|XP_030566935.1|DNOV
OG0009693	LOC6495367|XP_032306989.1|DANA	LOC115762500|XP_030560596.1|DNOV
OG0009694	LOC116654670|XP_032305934.1|DANA	LOC115762087|XP_030560042.1|DNOV
OG0009695	LOC6494395|XP_001960410.1|DANA	LOC115762418|XP_030560469.1|DNOV
OG0009696	LOC26515031|XP_014764079.1|DANA	LOC115760549|XP_030557806.1|DNOV
OG0009697	LOC6502238|XP_001966043.1|DANA	LOC115758737|XP_030555347.1|DNOV
OG0009698	LOC6495989|XP_001959992.3|DANA	LOC115762519|XP_030560638.1|DNOV
OG0009699	LOC6495264|XP_014763212.1|DANA	LOC115762477|XP_030560557.1|DNOV
OG0009700	LOC6494780|XP_001959683.1|DANA	LOC115760517|XP_030557744.1|DNOV
OG0009701	LOC6501583|XP_001955520.1|DANA	LOC115759408|XP_030556159.1|DNOV
OG0009703	LOC6504437|XP_001964955.1|DANA	LOC115758390|XP_030554853.1|DNOV
OG0009704	LOC6494084|XP_001961009.1|DANA	LOC115760459|XP_030557648.1|DNOV
OG0009705	LOC6494921|XP_001959419.1|DANA	LOC115760495|XP_030557706.1|DNOV
OG0009706	LOC6495710|XP_001959412.1|DANA	LOC115760675|XP_030558002.1|DNOV
OG0009707	LOC6505835|XP_014760811.1|DANA	LOC115759543|XP_030556358.1|DNOV
OG0009708	LOC6495536|XP_001959051.1|DANA	LOC115762496|XP_030560593.1|DNOV
OG0009709	LOC6495539|XP_001959054.1|DANA	LOC115762492|XP_030560589.1|DNOV
OG0009710	LOC6495106|XP_001959055.1|DANA	LOC115762491|XP_030560588.1|DNOV
OG0009711	LOC6495099|XP_001959071.1|DANA	LOC115762039|XP_030559965.1|DNOV
OG0009712	LOC6506812|XP_001957190.1|DANA	LOC115762852|XP_030561088.1|DNOV
OG0009713	LOC6495414|XP_001958789.1|DANA	LOC115764500|XP_030563449.1|DNOV
OG0009714	LOC6494014|XP_001961146.1|DANA	LOC115758290|XP_030554715.1|DNOV
OG0009715	LOC6495311|XP_032306157.1|DANA	LOC115762646|XP_030560815.1|DNOV
OG0009716	LOC6502548|XP_001958800.1|DANA	LOC115759825|XP_030556779.1|DNOV
OG0009717	LOC6496134|XP_014763638.1|DANA	LOC115764545|XP_030563519.1|DNOV
OG0009718	LOC6496550|XP_001961124.1|DANA	LOC115757912|XP_030554227.1|DNOV
OG0009719	LOC6496451|XP_001960939.1|DANA	LOC115757882|XP_030554182.1|DNOV
OG0009720	LOC6494267|XP_032306731.1|DANA	LOC115766624|XP_030566477.1|DNOV
OG0009721	LOC6495686|XP_001959380.1|DANA	LOC115758074|XP_030554448.1|DNOV
OG0009723	LOC6507700|XP_032310776.1|DANA	LOC115766927|XP_030566873.1|DNOV
OG0009724	LOC6494792|XP_001959657.1|DANA	LOC115762863|XP_030561135.1|DNOV
OG0009725	LOC6494754|XP_001959732.1|DANA	LOC115760704|XP_030558029.1|DNOV
OG0009726	LOC6500704|XP_001953760.1|DANA	LOC115765684|XP_030565202.1|DNOV
OG0009727	LOC6496540|XP_001961103.1|DANA	LOC115764530|XP_030563488.1|DNOV
OG0009728	LOC6496011|XP_001960036.2|DANA	LOC115767425|XP_030567561.1|DNOV
OG0009729	LOC6496012|XP_001960037.1|DANA	LOC115767466|XP_030567630.1|DNOV
OG0009730	LOC6503009|XP_001963420.1|DANA	LOC115768481|XP_030568920.1|DNOV
OG0009731	LOC6494320|XP_001960540.2|DANA	LOC115758172|XP_030554572.1|DNOV
OG0009732	LOC6495437|XP_001958845.1|DANA	LOC115771286|XP_030572771.1|DNOV
OG0009733	LOC6505058|XP_001965541.1|DANA	LOC115766999|XP_030566981.1|DNOV
OG0009734	LOC6503931|XP_001963865.3|DANA	LOC115768508|XP_030568955.1|DNOV
OG0009735	LOC6497697|XP_001961546.1|DANA	LOC115765957|XP_030565568.1|DNOV
OG0009736	LOC6504109|XP_032308750.1|DANA	LOC115768034|XP_030568317.1|DNOV
OG0009737	LOC6500368|XP_001953064.3|DANA	LOC115761428|XP_030559050.1|DNOV
OG0009738	LOC6505075|XP_001965513.1|DANA	LOC115767034|XP_030567021.1|DNOV
OG0009739	LOC6505073|XP_001965515.1|DANA	LOC115767037|XP_030567026.1|DNOV
OG0009740	LOC6502306|XP_001966210.2|DANA	LOC115767314|XP_030567414.1|DNOV
OG0009741	LOC6505379|XP_001964868.1|DANA	LOC115763004|XP_030561254.1|DNOV
OG0009742	LOC6501829|XP_032308170.1|DANA	LOC115765102|XP_030564347.1|DNOV
OG0009743	LOC6504417|XP_001967019.1|DANA	LOC115766451|XP_030566243.1|DNOV
OG0009744	LOC6503495|XP_001964273.1|DANA	LOC115769056|XP_030569629.1|DNOV
OG0009746	LOC6493826|XP_001958513.1|DANA	LOC115767762|XP_030567944.1|DNOV
OG0009747	LOC6498129|XP_001962137.1|DANA	LOC115768506|XP_030568952.1|DNOV
OG0009748	LOC6498752|XP_001967273.1|DANA	LOC115765144|XP_030564407.1|DNOV
OG0009749	LOC6507863|XP_001956486.1|DANA	LOC115766953|XP_030566903.1|DNOV
OG0009750	LOC6507482|XP_001955914.1|DANA	LOC115769681|XP_030570459.1|DNOV
OG0009751	LOC6504468|XP_001966959.2|DANA	LOC115764410|XP_030563268.1|DNOV
OG0009752	LOC6504637|XP_001966492.1|DANA	LOC115768030|XP_030568312.1|DNOV
OG0009753	LOC6504638|XP_001966491.1|DANA	LOC115768027|XP_030568307.1|DNOV
OG0009754	LOC6496191|XP_001960409.1|DANA	LOC115762416|XP_030560468.1|DNOV
OG0009755	LOC6502373|XP_001967169.1|DANA	LOC115767861|XP_030568079.1|DNOV
OG0009756	LOC6501917|XP_001966682.3|DANA	LOC115765316|XP_030564676.1|DNOV
OG0009757	LOC6494367|XP_001960450.1|DANA	LOC115764494|XP_030563442.1|DNOV
OG0009758	LOC6499399|XP_001954715.1|DANA	LOC115764199|XP_030562947.1|DNOV
OG0009759	LOC26515171|XP_014760044.1|DANA	LOC115769055|XP_030569628.1|DNOV
OG0009760	LOC6504809|XP_001966380.1|DANA	LOC115767001|XP_030566983.1|DNOV
OG0009761	LOC6504803|XP_001966374.1|DANA, LOC6504802|XP_001966373.1|DANA	LOC115767020|XP_030567005.1|DNOV
OG0009762	LOC6504623|XP_001966512.1|DANA	LOC115766906|XP_030566844.1|DNOV
OG0009763	LOC6506660|XP_001957461.3|DANA	LOC115771193|XP_030572648.1|DNOV
OG0009764	LOC6493368|XP_001957608.1|DANA	LOC115769485|XP_030570163.1|DNOV
OG0009765	LOC6507064|XP_001956729.1|DANA	LOC115762939|XP_030561179.1|DNOV
OG0009766	LOC6493791|XP_001958440.1|DANA	LOC115762692|XP_030560874.1|DNOV
OG0009767	LOC6493782|XP_001958423.1|DANA	LOC115762876|XP_030561110.1|DNOV
OG0009768	LOC6493001|XP_001956833.1|DANA	LOC115766948|XP_030566896.1|DNOV
OG0009769	LOC6493723|XP_001958309.1|DANA	LOC115762657|XP_030560824.1|DNOV
OG0009770	LOC6506418|XP_032310649.1|DANA	LOC115771210|XP_030572669.1|DNOV
OG0009771	LOC26513735|XP_014765527.1|DANA	LOC115760021|XP_030557043.1|DNOV
OG0009772	LOC6507390|XP_032310286.1|DANA	LOC115765839|XP_030565427.1|DNOV
OG0009773	LOC6493376|XP_001957634.1|DANA	LOC115769644|XP_030570414.1|DNOV
OG0009774	LOC6493041|XP_001956925.3|DANA	LOC115771214|XP_030572674.1|DNOV
OG0009775	LOC6506411|XP_032309934.1|DANA	LOC115770159|XP_030571178.1|DNOV
OG0009776	LOC6506489|XP_001957781.2|DANA	LOC115769581|XP_030570317.1|DNOV
OG0009777	LOC6506479|XP_001957796.2|DANA	LOC115770254|XP_030571329.1|DNOV
OG0009778	LOC6506875|XP_001957081.1|DANA	LOC115771108|XP_030572528.1|DNOV
OG0009779	LOC6506393|XP_001957949.1|DANA	LOC115767669|XP_030567818.1|DNOV
OG0009780	LOC6493530|XP_001957950.1|DANA	LOC115767667|XP_030567815.1|DNOV
OG0009781	LOC6493768|XP_001958403.1|DANA	LOC115769461|XP_030570134.1|DNOV
OG0009782	LOC6492996|XP_001956816.1|DANA	LOC115759297|XP_030556060.1|DNOV
OG0009783	LOC6507408|XP_001956076.1|DANA	LOC115769532|XP_030570234.1|DNOV
OG0009784	LOC6507493|XP_001955895.1|DANA	LOC115768087|XP_030568422.1|DNOV
OG0009785	LOC6506828|XP_001957157.2|DANA	LOC115769547|XP_030570250.1|DNOV
OG0009786	LOC6506379|XP_001957989.1|DANA	LOC115770135|XP_030571138.1|DNOV
OG0009787	LOC6493558|XP_001957993.1|DANA	LOC115770139|XP_030571144.1|DNOV
OG0009788	LOC6507558|XP_001955913.1|DANA	LOC115769563|XP_030570275.1|DNOV
OG0009789	LOC6493091|XP_001957021.1|DANA	LOC115769568|XP_030570284.1|DNOV
OG0009790	LOC6496113|XP_001960250.1|DANA	LOC115759402|XP_030556154.1|DNOV
OG0009791	LOC6493027|XP_001956891.2|DANA	LOC115771216|XP_030572676.1|DNOV
OG0009792	LOC6493036|XP_001956915.1|DANA	LOC115769750|XP_030570552.1|DNOV
OG0009793	LOC6507505|XP_001955866.1|DANA	LOC115762951|XP_030561200.1|DNOV
OG0009794	LOC6499725|XP_001954057.1|DANA	LOC115770657|XP_030571883.1|DNOV
OG0009795	LOC6501816|XP_001966867.1|DANA	LOC115764264|XP_030563046.1|DNOV
OG0009796	LOC6493489|XP_001957854.1|DANA	LOC115770347|XP_030571445.1|DNOV
OG0009797	LOC6493195|XP_001957242.1|DANA	LOC115769839|XP_030570673.1|DNOV
OG0009798	LOC6493194|XP_001957241.3|DANA	LOC115769740|XP_030570541.1|DNOV
OG0009799	LOC6506920|XP_001956994.1|DANA	LOC115762811|XP_030561029.1|DNOV
OG0009800	LOC6493570|XP_001958017.1|DANA	LOC115771380|XP_030572925.1|DNOV
OG0009801	LOC6493137|XP_001957125.1|DANA	LOC115767130|XP_030567152.1|DNOV
OG0009802	LOC6506848|XP_014764923.1|DANA	LOC115767169|XP_030567212.1|DNOV
OG0009803	LOC6506820|XP_001957178.2|DANA	LOC115762845|XP_030561080.1|DNOV
OG0009804	LOC6506809|XP_001957196.1|DANA	LOC115762858|XP_030561094.1|DNOV
OG0009805	LOC6493172|XP_001957197.1|DANA	LOC115762751|XP_030560949.1|DNOV
OG0009806	LOC26514874|XP_014765676.2|DANA	LOC115762901|XP_030561137.1|DNOV
OG0009807	LOC6493183|XP_001957216.1|DANA	LOC115762808|XP_030561026.1|DNOV
OG0009808	LOC6507018|XP_032309799.1|DANA	LOC115769352|XP_030569981.1|DNOV
OG0009809	LOC6507635|XP_001956048.1|DANA	LOC115769746|XP_030570547.1|DNOV
OG0009810	LOC6493145|XP_001957144.1|DANA	LOC115767890|XP_030568119.1|DNOV
OG0009811	LOC6506836|XP_001957143.1|DANA	LOC115767846|XP_030568060.1|DNOV
OG0009812	LOC6493747|XP_001958360.2|DANA	LOC115770879|XP_030572177.1|DNOV
OG0009813	LOC6507104|XP_001956668.1|DANA	LOC115769332|XP_030569953.1|DNOV
OG0009814	LOC6506610|XP_001957551.1|DANA	LOC115771302|XP_030572800.1|DNOV
OG0009815	LOC6506297|XP_001958176.1|DANA	LOC115771533|XP_030573131.1|DNOV
OG0009816	LOC6507832|XP_001956435.1|DANA	LOC115770185|XP_030571206.1|DNOV
OG0009817	LOC6507226|XP_001956436.3|DANA	LOC115770043|XP_030570984.1|DNOV
OG0009818	LOC6493284|XP_001957437.1|DANA	LOC115769437|XP_030570104.1|DNOV
OG0009819	LOC6506676|XP_001957436.1|DANA	LOC115769435|XP_030570103.1|DNOV
OG0009820	LOC6506677|XP_001957435.1|DANA	LOC115769434|XP_030570102.1|DNOV
OG0009821	LOC6506755|XP_032309844.1|DANA	LOC115757655|XP_030557685.1|DNOV, LOC115770145|XP_030571154.1|DNOV
OG0009822	LOC6493693|XP_001958248.1|DANA	LOC115769741|XP_030570544.1|DNOV
OG0009823	LOC26515463|XP_014765730.1|DANA	LOC115765181|XP_030564465.1|DNOV
OG0009824	LOC6507876|XP_001956510.1|DANA	LOC115767671|XP_030567826.1|DNOV
OG0009825	LOC6506126|XP_014764634.1|DANA	LOC115771451|XP_030573026.1|DNOV
OG0009826	LOC6493844|XP_001958544.1|DANA	LOC115770512|XP_030571672.1|DNOV
OG0009827	LOC6506104|XP_001958543.1|DANA	LOC115770514|XP_030571675.1|DNOV
OG0009828	LOC6507186|XP_001956523.3|DANA	LOC115765983|XP_030565608.1|DNOV
