Orthogroup	DANA.longest_only	AEAL.longest_only
OG0006812	LOC6506202|XP_001958351.1|DANA	LOC109431672|XP_019563471.1|AEAL
OG0006813	LOC6499696|XP_001954113.1|DANA	LOC109430952|XP_019562613.1|AEAL
OG0006814	LOC6507626|XP_001956027.1|DANA	LOC109398023|XP_019525915.2|AEAL
OG0006815	LOC6493141|XP_032309922.1|DANA	LOC109398004|XP_029730630.1|AEAL
OG0006816	LOC6493140|XP_001957132.1|DANA	LOC109431646|XP_029730627.1|AEAL
OG0006817	LOC6507484|XP_001955910.1|DANA	LOC109426268|XP_019557285.2|AEAL
OG0006818	LOC6507048|XP_001956749.1|DANA	LOC109398094|XP_029730570.1|AEAL, LOC109426278|XP_029714139.1|AEAL
OG0006819	LOC6492930|XP_001956671.1|DANA	LOC115267593|XP_029730546.1|AEAL
OG0006820	LOC6493593|XP_001958059.2|DANA	LOC115254187|XP_029730543.1|AEAL, LOC109398016|XP_019525901.2|AEAL
OG0006821	LOC6498449|XP_001962843.1|DANA	LOC109399475|XP_019527464.2|AEAL
OG0006823	LOC6493373|XP_001957627.1|DANA	LOC109398039|XP_019525939.1|AEAL
OG0006824	LOC6493335|XP_001957544.1|DANA	LOC115254003|XP_029714082.1|AEAL, LOC109399511|XP_019527502.1|AEAL
OG0006826	LOC6493380|XP_001957642.1|DANA	LOC109404376|XP_029735658.1|AEAL
OG0006827	LOC6500103|XP_032309208.1|DANA	LOC109408670|XP_029735819.1|AEAL, LOC109403076|XP_019531358.2|AEAL
OG0006828	LOC6498561|XP_001963066.2|DANA	LOC109403057|XP_029735842.1|AEAL
OG0006829	LOC6493308|XP_001957495.2|DANA	LOC115266751|XP_029729163.1|AEAL, LOC109420842|XP_019550857.1|AEAL
OG0006830	LOC6507591|XP_001955963.1|DANA	LOC109412540|XP_029735912.1|AEAL, LOC109420844|XP_029729165.1|AEAL
OG0006831	LOC6507031|XP_001956790.1|DANA	LOC109401024|XP_019529052.2|AEAL
OG0006832	LOC6506977|XP_001956889.1|DANA	LOC109420874|XP_019550915.1|AEAL
OG0006833	LOC6493154|XP_014764240.1|DANA	LOC109401001|XP_029735958.1|AEAL
OG0006834	LOC6500843|XP_001954023.1|DANA	LOC109422464|XP_019552790.2|AEAL, LOC109428687|XP_019560044.2|AEAL
OG0006835	LOC6506597|XP_001957575.1|DANA	LOC109428639|XP_029735980.1|AEAL
OG0006836	LOC6493108|XP_001957060.1|DANA	LOC109428644|XP_029735992.1|AEAL, LOC109422490|XP_029721599.1|AEAL
OG0006837	LOC6507684|XP_001956143.1|DANA	LOC109428652|XP_019560000.2|AEAL
OG0006838	LOC6506490|XP_001957777.1|DANA	LOC109428654|XP_019560004.1|AEAL
OG0006839	LOC6507682|XP_001956138.1|DANA	LOC109428657|XP_029735997.1|AEAL
OG0006840	LOC6496995|XP_032311270.1|DANA	LOC109424281|XP_029735631.1|AEAL
OG0006841	LOC6507697|XP_001956165.1|DANA	LOC115270167|XP_029735265.1|AEAL
OG0006842	LOC6506850|XP_001957120.2|DANA	LOC109424254|XP_029735308.1|AEAL
OG0006843	LOC6502209|XP_001966029.1|DANA	LOC109408577|XP_019537447.2|AEAL, LOC109423861|XP_019554443.2|AEAL
OG0006844	LOC6500309|XP_001952944.1|DANA	LOC109423860|XP_019554442.2|AEAL
OG0006845	LOC6493360|XP_001957596.1|DANA	LOC109430625|XP_019562257.2|AEAL, LOC109423769|XP_029735499.1|AEAL
OG0006846	LOC6493753|XP_032310083.1|DANA	LOC109423766|XP_029735507.1|AEAL
OG0006847	LOC6506190|XP_014764659.2|DANA	LOC109430633|XP_019562270.2|AEAL
OG0006848	LOC6495659|XP_001959324.1|DANA	LOC109423744|XP_029735561.1|AEAL
OG0006849	LOC6493030|XP_001956900.1|DANA	LOC109423720|XP_019554251.2|AEAL
OG0006850	LOC6506970|XP_001956899.2|DANA	LOC109423718|XP_019554249.1|AEAL
OG0006851	LOC6493029|XP_032309937.1|DANA	LOC109423717|XP_019554247.2|AEAL
OG0006852	LOC6493973|XP_032311619.1|DANA	LOC109408244|XP_029728725.1|AEAL
OG0006853	LOC6506207|XP_032310303.1|DANA	LOC109411124|XP_019540123.2|AEAL
OG0006854	LOC6494165|XP_001960838.1|DANA	LOC109411132|XP_029728775.1|AEAL, LOC109408197|XP_019536981.1|AEAL
OG0006855	LOC6507744|XP_001956258.1|DANA	LOC109411146|XP_029728780.1|AEAL
OG0006856	LOC6495611|XP_001959199.2|DANA	LOC109408212|XP_019537004.1|AEAL
OG0006857	LOC6493903|XP_032311544.1|DANA	LOC109411153|XP_029728791.1|AEAL
OG0006858	LOC6493501|XP_001957877.1|DANA	LOC109411160|XP_019540180.2|AEAL
OG0006859	LOC6494656|XP_032307264.1|DANA	LOC109408235|XP_029728803.1|AEAL
OG0006860	LOC6493958|XP_001961250.1|DANA	LOC109408243|XP_029728870.1|AEAL, LOC109408902|XP_019537818.1|AEAL
OG0006861	LOC6494671|XP_014762910.1|DANA	LOC109416692|XP_029728889.1|AEAL
OG0006862	LOC6493010|XP_001956846.1|DANA	LOC109416487|XP_019546106.2|AEAL
OG0006863	LOC6505172|XP_001965477.1|DANA	LOC109415134|XP_029728935.1|AEAL, LOC109414987|XP_019544386.2|AEAL
OG0006864	LOC6494858|XP_001959538.1|DANA	LOC109414997|XP_019544411.2|AEAL
OG0006865	LOC6501379|XP_001955116.1|DANA	LOC109415006|XP_029728985.1|AEAL, LOC115266622|XP_029728986.1|AEAL
OG0006866	LOC6495850|XP_001959708.1|DANA	LOC109415110|XP_019544515.2|AEAL
OG0006867	LOC6496065|XP_001960146.2|DANA	LOC109415008|XP_019544420.2|AEAL
OG0006868	LOC6496064|XP_001960145.1|DANA	LOC115266629|XP_029728991.1|AEAL, LOC109415105|XP_029728990.1|AEAL
OG0006869	LOC6494838|XP_014763007.1|DANA	LOC109407039|XP_029729087.1|AEAL
OG0006870	LOC6496608|XP_001961249.3|DANA	LOC109417392|XP_029729008.1|AEAL
OG0006873	LOC6495653|XP_014763416.1|DANA	LOC109408309|XP_029732827.1|AEAL
OG0006875	LOC6497646|XP_001961641.1|DANA	LOC109411545|XP_029709926.1|AEAL, LOC115255872|XP_029709917.1|AEAL
OG0006876	LOC6494236|XP_001960687.1|DANA	LOC115253955|XP_029709939.1|AEAL, LOC109421775|XP_029709932.1|AEAL, LOC115255890|XP_029709924.1|AEAL
OG0006877	LOC26514018|XP_014762287.1|DANA	LOC109411896|XP_019541059.2|AEAL, LOC109407071|XP_029709935.1|AEAL
OG0006878	LOC6497117|XP_032311216.1|DANA	LOC109414492|XP_029728216.1|AEAL, LOC109421554|XP_029728225.1|AEAL
OG0006879	LOC6494273|XP_001960620.1|DANA	LOC109414485|XP_029728232.1|AEAL
OG0006880	LOC6497399|XP_001962163.1|DANA	LOC109414478|XP_029728238.1|AEAL, LOC109421401|XP_029728211.1|AEAL
OG0006881	LOC6497829|XP_001961532.1|DANA	LOC109404739|XP_029728310.1|AEAL, LOC115253747|XP_029728505.1|AEAL
OG0006882	LOC6493956|XP_001961254.1|DANA	LOC109428213|XP_019559457.1|AEAL
OG0006883	LOC6497345|XP_001962276.2|DANA	LOC115259047|XP_029715413.1|AEAL, LOC115259056|XP_029715421.1|AEAL, LOC109427823|XP_019558953.2|AEAL
OG0006884	LOC6498370|XP_001962643.1|DANA	LOC109427860|XP_029715490.1|AEAL
OG0006885	LOC6498614|XP_014762203.1|DANA	LOC109424163|XP_029715452.1|AEAL
OG0006887	LOC6502210|XP_032308791.1|DANA	LOC109433249|XP_029714932.1|AEAL
OG0006888	LOC6498587|XP_032310986.1|DANA	LOC109424394|XP_029714907.1|AEAL
OG0006889	LOC6498195|XP_001962275.1|DANA	LOC109424428|XP_019555082.2|AEAL
OG0006890	LOC6506181|XP_014760543.1|DANA	LOC109433258|XP_019565227.2|AEAL
OG0006891	LOC6497574|XP_001961785.1|DANA	LOC109424528|XP_019555250.2|AEAL
OG0006892	LOC6497885|XP_032307557.1|DANA	LOC109433230|XP_019565191.2|AEAL
OG0006893	LOC6503415|XP_001965320.1|DANA	LOC109433266|XP_019565238.2|AEAL
OG0006894	LOC6507158|XP_001965319.1|DANA	LOC109433275|XP_019565248.2|AEAL
OG0006895	LOC26513892|XP_014761353.2|DANA	LOC109622875|XP_019932885.2|AEAL
OG0006896	LOC6497739|XP_001961450.1|DANA	LOC109622873|XP_019932883.1|AEAL
OG0006897	LOC6505407|XP_032311297.1|DANA	LOC109622866|XP_029713905.1|AEAL
OG0006898	LOC6497881|XP_001961639.1|DANA	LOC109420090|XP_019549947.2|AEAL
OG0006899	LOC6498113|XP_001962103.1|DANA	LOC109420086|XP_019549943.2|AEAL
OG0006900	LOC6502200|XP_001966046.1|DANA	LOC109420077|XP_019549926.1|AEAL
OG0006901	LOC6503334|XP_001965390.1|DANA	LOC109407834|XP_019536548.1|AEAL
OG0006902	LOC6505129|XP_001965406.2|DANA	LOC109408221|XP_019537021.2|AEAL, LOC109400996|XP_029713306.1|AEAL
OG0006903	LOC6505531|XP_001964750.3|DANA	LOC109400973|XP_029713227.1|AEAL
OG0006904	LOC6497085|XP_001962789.1|DANA	LOC109412353|XP_019541540.1|AEAL, LOC109416188|XP_029712991.1|AEAL
OG0006906	LOC6497684|XP_001961576.1|DANA	LOC109412364|XP_019541559.2|AEAL
OG0006907	LOC6503774|XP_032311225.1|DANA	LOC109412368|XP_029712619.1|AEAL
OG0006908	LOC6497811|XP_001961493.1|DANA	LOC109401408|XP_019529505.2|AEAL
OG0006909	LOC6498571|XP_001963093.1|DANA	LOC109432862|XP_019564753.2|AEAL
OG0006910	LOC6498044|XP_032307649.1|DANA	LOC109401363|XP_019529415.2|AEAL
OG0006911	LOC6502939|XP_001963556.1|DANA	LOC109401433|XP_029712092.1|AEAL, LOC109404653|XP_029712143.1|AEAL
OG0006912	LOC6497071|XP_032311382.1|DANA	LOC109412936|XP_029715451.1|AEAL
OG0006913	LOC6496856|XP_001963264.1|DANA	LOC109411249|XP_029715458.1|AEAL
OG0006914	LOC6493816|XP_001958494.1|DANA	LOC109411251|XP_019540314.2|AEAL
OG0006915	LOC6498494|XP_032311107.1|DANA	LOC109433122|XP_029719554.1|AEAL, LOC109411253|XP_029715440.1|AEAL
OG0006916	LOC6504307|XP_032311357.1|DANA	LOC109433065|XP_029715435.1|AEAL
OG0006919	LOC6505425|XP_032310969.1|DANA	LOC109405799|XP_019534401.2|AEAL
OG0006920	LOC6497944|XP_001961768.3|DANA	LOC115259360|XP_029715763.1|AEAL, LOC109411283|XP_029715703.1|AEAL, LOC109433032|XP_029711361.1|AEAL
OG0006921	LOC6497481|XP_032307668.1|DANA	LOC109433057|XP_029711204.1|AEAL
OG0006922	LOC6504337|XP_001965025.1|DANA	LOC109433079|XP_019565016.1|AEAL
OG0006923	LOC6497687|XP_001961570.1|DANA	LOC109420029|XP_029711125.1|AEAL
OG0006924	LOC6498828|XP_001965875.1|DANA	LOC109420136|XP_019549996.1|AEAL
OG0006925	LOC6505538|XP_001964736.2|DANA	LOC109433145|XP_029711057.1|AEAL
OG0006926	LOC6503287|XP_014759113.1|DANA	LOC109401713|XP_019529842.2|AEAL
OG0006927	LOC6503285|XP_001967584.1|DANA	LOC109401722|XP_019529859.2|AEAL
OG0006928	LOC6497228|XP_001962521.2|DANA	LOC109401719|XP_019529851.1|AEAL
OG0006930	LOC6504114|XP_014760413.1|DANA	LOC109622004|XP_029725030.1|AEAL
OG0006931	LOC6506075|XP_001965108.1|DANA	LOC109621953|XP_019931713.2|AEAL, LOC109415045|XP_019544439.2|AEAL
OG0006932	LOC6496934|XP_001963101.1|DANA	LOC109404204|XP_029724911.1|AEAL, LOC109621947|XP_029724954.1|AEAL
OG0006933	LOC6498575|XP_001963097.1|DANA	LOC109404209|XP_029724950.1|AEAL, LOC109621944|XP_029724893.1|AEAL
OG0006934	LOC6501043|XP_001954449.3|DANA	LOC109414027|XP_019543305.2|AEAL
OG0006935	LOC6497736|XP_014761801.1|DANA	LOC109400337|XP_029724843.1|AEAL
OG0006937	LOC6498563|XP_001963071.2|DANA	LOC109425161|XP_019555947.1|AEAL
OG0006938	LOC6496980|XP_001963005.1|DANA	LOC109429440|XP_019560940.2|AEAL
OG0006939	LOC6503970|XP_014761128.1|DANA	LOC109429439|XP_019560938.1|AEAL
OG0006940	LOC6498664|XP_014762222.1|DANA	LOC109425142|XP_019555917.2|AEAL
OG0006941	LOC6497062|XP_001962825.1|DANA	LOC115266941|XP_029729501.1|AEAL
OG0006942	LOC6493971|XP_014762499.1|DANA	LOC109429376|XP_019560820.2|AEAL
OG0006943	LOC6498179|XP_001962238.3|DANA	LOC109408128|XP_019536903.2|AEAL
OG0006944	LOC6498680|XP_032311248.1|DANA	LOC109408124|XP_029729427.1|AEAL
OG0006945	LOC6497876|XP_001961625.1|DANA	LOC109408119|XP_019536883.2|AEAL
OG0006946	LOC6500872|XP_014766771.1|DANA	LOC109419069|XP_029729408.1|AEAL
OG0006947	LOC6497813|XP_001961500.1|DANA	LOC109419043|XP_019548804.2|AEAL
OG0006948	LOC6498265|XP_032307712.1|DANA	LOC109419076|XP_019548831.2|AEAL
OG0006949	LOC6506669|XP_001965223.1|DANA	LOC109409333|XP_019538327.2|AEAL, LOC115266913|XP_029729391.1|AEAL, LOC109419093|XP_019548850.2|AEAL
OG0006950	LOC6505393|XP_001966902.2|DANA	LOC109419530|XP_019549292.2|AEAL, LOC109409295|XP_019538281.2|AEAL
OG0006951	LOC6498332|XP_032307747.1|DANA	LOC109409276|XP_029718124.1|AEAL, LOC109419572|XP_029714721.1|AEAL
OG0006952	LOC6499898|XP_001953674.1|DANA	LOC109419579|XP_019549344.2|AEAL
OG0006953	LOC6506442|XP_001957874.2|DANA	LOC109409270|XP_019538236.2|AEAL
OG0006954	LOC6497034|XP_001962877.3|DANA	LOC109419584|XP_019549350.1|AEAL
OG0006955	LOC6499475|XP_001954563.1|DANA	LOC109419587|XP_029714881.1|AEAL
OG0006956	LOC6497223|XP_032307653.1|DANA	LOC109409251|XP_029714835.1|AEAL
OG0006957	LOC6497087|XP_001962785.1|DANA	LOC109409249|XP_029714949.1|AEAL
OG0006958	LOC6494915|XP_001959429.1|DANA	LOC109419599|XP_019549375.2|AEAL
OG0006959	LOC6507386|XP_001956110.1|DANA	LOC109409246|XP_019538206.2|AEAL
OG0006960	LOC6498038|XP_001961947.1|DANA	LOC109409242|XP_019538202.2|AEAL
OG0006961	LOC6497622|XP_014761753.1|DANA	LOC109621277|XP_029715239.1|AEAL
OG0006962	LOC6497802|XP_001961477.1|DANA	LOC109622815|XP_019932817.1|AEAL, LOC109397523|XP_029715283.1|AEAL
OG0006963	LOC6498548|XP_032311186.1|DANA	LOC115271035|XP_029736322.1|AEAL, LOC109621307|XP_029714610.1|AEAL
OG0006964	LOC6498544|XP_001963032.2|DANA	LOC109622834|XP_019932838.2|AEAL
OG0006965	LOC6497880|XP_001961637.1|DANA	LOC109404412|XP_019532837.2|AEAL
OG0006966	LOC6498186|XP_001962254.1|DANA	LOC109398644|XP_019526575.2|AEAL
OG0006967	LOC6495602|XP_001959184.1|DANA	LOC109398643|XP_019526573.2|AEAL
OG0006968	LOC6494652|XP_014762906.1|DANA	LOC109404609|XP_019533059.2|AEAL
OG0006969	LOC6506453|XP_032309898.1|DANA	LOC109404806|XP_029715233.1|AEAL
OG0006970	LOC6499089|XP_001955325.1|DANA	LOC109406723|XP_029714544.1|AEAL, LOC115258532|XP_029714526.1|AEAL
OG0006971	LOC6497979|XP_001961832.1|DANA	LOC109398724|XP_019526664.2|AEAL
OG0006972	LOC6498643|XP_014762210.1|DANA	LOC109398704|XP_019526631.2|AEAL
OG0006973	LOC6497678|XP_001961590.1|DANA	LOC109407268|XP_029714457.1|AEAL
OG0006974	LOC6498508|XP_001962968.1|DANA	LOC109405866|XP_019534471.2|AEAL, LOC109407205|XP_029716571.1|AEAL
OG0006975	LOC6498524|XP_001962993.1|DANA	LOC109407230|XP_029714714.1|AEAL
OG0006976	LOC6498386|XP_032311383.1|DANA	LOC109424232|XP_019554858.2|AEAL
OG0006977	LOC6496586|XP_001961202.3|DANA	LOC109420931|XP_029714072.1|AEAL, LOC109412683|XP_029720653.1|AEAL
OG0006978	LOC6497914|XP_014761885.1|DANA	LOC109412651|XP_029714040.1|AEAL, LOC109420936|XP_029720648.1|AEAL, LOC115258141|XP_029714045.1|AEAL
OG0006979	LOC6503359|XP_001965365.1|DANA	LOC109428471|XP_019559789.2|AEAL
OG0006980	LOC6498212|XP_001962310.1|DANA	LOC109420995|XP_019551018.2|AEAL
OG0006981	LOC6497162|XP_001962646.1|DANA	LOC109428695|XP_029715201.1|AEAL
OG0006982	LOC6498377|XP_001962670.2|DANA	LOC109428719|XP_019560092.1|AEAL
OG0006983	LOC6497679|XP_001961589.1|DANA	LOC109428745|XP_019560118.2|AEAL
OG0006984	LOC6496833|XP_032311073.1|DANA	LOC109421007|XP_019551037.1|AEAL
OG0006985	LOC6497445|XP_001962061.1|DANA	LOC109421011|XP_019551041.2|AEAL
OG0006986	LOC6498298|XP_001962488.1|DANA	LOC109428798|XP_019560199.2|AEAL
OG0006987	LOC6496626|XP_001961288.1|DANA	LOC109421056|XP_019551089.2|AEAL
OG0006988	LOC6497656|XP_001961623.1|DANA	LOC115253814|XP_029732625.1|AEAL, LOC109421061|XP_029715160.1|AEAL
OG0006989	LOC6497032|XP_001962883.1|DANA	LOC109416523|XP_019546140.1|AEAL
OG0006990	LOC6506830|XP_032310931.1|DANA	LOC109415689|XP_029715572.1|AEAL, LOC109416528|XP_029714588.1|AEAL
OG0006991	LOC6505889|XP_001964558.1|DANA	LOC109405612|XP_019534217.2|AEAL
OG0006992	LOC6498526|XP_001962997.2|DANA	LOC109417672|XP_029709324.1|AEAL
OG0006993	LOC6497613|XP_014761751.1|DANA	LOC109417226|XP_029709486.1|AEAL
OG0006994	LOC6497946|XP_001961775.1|DANA	LOC109417726|XP_029709182.1|AEAL
OG0006995	LOC6505770|XP_001965019.1|DANA	LOC109417740|XP_029709153.1|AEAL
OG0006996	LOC6505774|XP_001965020.1|DANA	LOC115253942|XP_029709143.1|AEAL, LOC109420025|XP_019549878.1|AEAL
OG0006997	LOC6495566|XP_001959114.1|DANA	LOC115255251|XP_029709058.1|AEAL, LOC109419399|XP_029710310.1|AEAL, LOC115255246|XP_029709053.1|AEAL, LOC115255260|XP_029709073.1|AEAL
OG0006998	LOC6499895|XP_001953680.1|DANA	LOC109397496|XP_019525339.2|AEAL, LOC115253470|XP_029708978.1|AEAL
OG0006999	LOC6498678|XP_014762239.1|DANA	LOC109419965|XP_019549799.1|AEAL, LOC115255191|XP_029708991.1|AEAL
OG0007000	LOC6507445|XP_001965378.2|DANA	LOC109419905|XP_019549733.2|AEAL
OG0007001	LOC6495699|XP_032306540.1|DANA	LOC109420715|XP_019550716.2|AEAL
OG0007002	LOC6498009|XP_014761920.1|DANA	LOC109414139|XP_029708866.1|AEAL
OG0007003	LOC6494504|XP_014762817.1|DANA	LOC109414105|XP_019543401.2|AEAL, LOC109420684|XP_019550661.2|AEAL
OG0007004	LOC6497442|XP_001962066.1|DANA	LOC109420669|XP_019550636.2|AEAL
OG0007005	LOC6497621|XP_032307636.1|DANA	LOC109413918|XP_029708750.1|AEAL
OG0007006	LOC6497112|XP_001962731.3|DANA	LOC109420556|XP_029732942.1|AEAL, LOC115255108|XP_029708808.1|AEAL
OG0007007	LOC6496929|XP_001963115.2|DANA	LOC109429462|XP_019560960.1|AEAL, LOC109420650|XP_019550556.1|AEAL
OG0007008	LOC6503863|XP_001965233.3|DANA	LOC109420576|XP_029709534.1|AEAL
OG0007009	LOC6498576|XP_001963100.1|DANA	LOC109417170|XP_019546841.2|AEAL
OG0007010	LOC6497661|XP_014761770.1|DANA	LOC109420531|XP_029708697.1|AEAL, LOC109417005|XP_029708694.1|AEAL
OG0007011	LOC6498960|XP_001955603.1|DANA	LOC109407750|XP_019536469.1|AEAL
OG0007012	LOC6506221|XP_032311027.1|DANA	LOC109420523|XP_029708669.1|AEAL, LOC115255430|XP_029709421.1|AEAL
OG0007013	LOC6497127|XP_001962702.2|DANA	LOC109419736|XP_029708636.1|AEAL, LOC115255020|XP_029708583.1|AEAL
OG0007014	LOC6498392|XP_014762109.1|DANA	LOC109419738|XP_019549558.2|AEAL
OG0007015	LOC6497164|XP_014761538.1|DANA	LOC109419757|XP_019549572.2|AEAL
OG0007016	LOC6497775|XP_032307710.1|DANA	LOC109419762|XP_019549587.2|AEAL
OG0007017	LOC6497724|XP_014761797.1|DANA	LOC115254978|XP_029708529.1|AEAL, LOC109402110|XP_019530277.2|AEAL
OG0007018	LOC6498372|XP_014762104.1|DANA	LOC115254993|XP_029708557.1|AEAL, LOC109402109|XP_019530276.1|AEAL
OG0007019	LOC6505403|XP_001966895.3|DANA	LOC109431815|XP_019563627.2|AEAL
OG0007020	LOC6506510|XP_001965189.1|DANA	LOC109427442|XP_029708477.1|AEAL
OG0007022	LOC6497851|XP_014761849.1|DANA	LOC109428002|XP_019559208.2|AEAL
OG0007023	LOC6496951|XP_032311424.1|DANA	LOC109428038|XP_029728557.1|AEAL
OG0007024	LOC6501283|XP_001954916.1|DANA	LOC109428057|XP_029728558.1|AEAL
OG0007025	LOC6503777|XP_001963765.1|DANA	LOC109433591|XP_029729239.1|AEAL, LOC115253748|XP_029729230.1|AEAL
OG0007026	LOC6503357|XP_001965368.1|DANA	LOC109433586|XP_019565564.2|AEAL
OG0007027	LOC6498317|XP_001962527.1|DANA	LOC109430141|XP_019561721.1|AEAL
OG0007029	LOC6497364|XP_032307605.1|DANA	LOC115261023|XP_029718255.1|AEAL
OG0007030	LOC6501876|XP_032308364.1|DANA	LOC109430167|XP_019561757.2|AEAL, LOC115264867|XP_029724760.1|AEAL
OG0007031	LOC6496778|XP_014760194.1|DANA	LOC115264869|XP_029724761.1|AEAL, LOC109430169|XP_019561759.1|AEAL
OG0007032	LOC6507797|XP_001956362.1|DANA	LOC109432628|XP_019564538.2|AEAL
OG0007033	LOC6497700|XP_001961536.1|DANA	LOC109432653|XP_019564563.2|AEAL
OG0007034	LOC6496709|XP_001967338.1|DANA	LOC109427572|XP_019558690.2|AEAL
OG0007035	LOC6504481|XP_001966989.1|DANA	LOC109432680|XP_019564602.2|AEAL
OG0007036	LOC6507941|XP_001956653.2|DANA	LOC109427558|XP_019558674.2|AEAL
OG0007037	LOC6501625|XP_001955632.1|DANA	LOC109427574|XP_019558697.2|AEAL
OG0007038	LOC6496390|XP_032306909.1|DANA	LOC109416244|XP_029727394.1|AEAL
OG0007039	LOC6494988|XP_001959270.1|DANA	LOC109423952|XP_019554564.2|AEAL, LOC115265623|XP_029727345.1|AEAL
OG0007040	LOC6497024|XP_001962908.1|DANA	LOC115265621|XP_029727338.1|AEAL, LOC115265638|XP_029727371.1|AEAL
OG0007041	LOC6498294|XP_001962479.1|DANA	LOC115265620|XP_029727324.1|AEAL
OG0007042	LOC6504816|XP_014760468.1|DANA	LOC109431007|XP_029727308.1|AEAL
OG0007043	LOC6500040|XP_032305402.1|DANA	LOC109404810|XP_019533306.2|AEAL
OG0007044	LOC6498657|XP_001963261.2|DANA	LOC109419325|XP_029727224.1|AEAL, LOC115265604|XP_029727208.1|AEAL, LOC109623251|XP_019933497.2|AEAL
OG0007045	LOC6500411|XP_001953159.1|DANA	LOC109419322|XP_029727212.1|AEAL
OG0007046	LOC6501689|XP_001955768.1|DANA	LOC109419315|XP_019549096.2|AEAL
OG0007047	LOC6498331|XP_001962562.1|DANA	LOC109421664|XP_019551739.2|AEAL
OG0007048	LOC6497419|XP_032307374.1|DANA	LOC109421660|XP_019551730.2|AEAL
OG0007049	LOC6503874|XP_001965232.1|DANA	LOC109421618|XP_019551666.1|AEAL
OG0007050	LOC6498660|XP_001963265.1|DANA	LOC109409175|XP_019538140.2|AEAL
OG0007051	LOC6498066|XP_001962012.2|DANA	LOC109409200|XP_029727111.1|AEAL
OG0007052	LOC6503797|XP_001963728.1|DANA	LOC109409143|XP_019538105.2|AEAL, LOC109421537|XP_019551602.2|AEAL
OG0007053	LOC6499945|XP_001953580.1|DANA	LOC109421518|XP_029727081.1|AEAL
OG0007054	LOC6496182|XP_001960389.1|DANA	LOC109621331|XP_019930921.2|AEAL
OG0007055	LOC6496429|XP_001960897.2|DANA	LOC109621337|XP_029726807.1|AEAL
OG0007056	LOC26514061|XP_014765565.1|DANA	LOC109421461|XP_019551500.2|AEAL
OG0007057	LOC6503858|XP_001963727.1|DANA	LOC115254154|XP_029727024.1|AEAL, LOC109432528|XP_029726869.1|AEAL
OG0007058	LOC6505147|XP_001965438.1|DANA	LOC109432558|XP_019564445.2|AEAL, LOC109421430|XP_019551460.2|AEAL
OG0007059	LOC6504458|XP_032310881.1|DANA	LOC109421345|XP_029726913.1|AEAL, LOC109432556|XP_019564442.2|AEAL
OG0007060	LOC6497405|XP_001962150.1|DANA	LOC115265572|XP_029727066.1|AEAL
OG0007061	LOC6498134|XP_032307651.1|DANA	LOC109421193|XP_029726917.1|AEAL, LOC109432482|XP_029727065.1|AEAL
OG0007062	LOC6505515|XP_032311443.1|DANA	LOC109621806|XP_019931506.2|AEAL
OG0007063	LOC6497500|XP_001961955.1|DANA	LOC109421307|XP_019551355.3|AEAL
OG0007064	LOC6495795|XP_001959602.1|DANA	LOC109421303|XP_019551348.1|AEAL
OG0007065	LOC6506255|XP_001958256.1|DANA	LOC109621809|XP_019931517.2|AEAL
OG0007066	LOC6493605|XP_001958091.1|DANA	LOC109621858|XP_019931608.2|AEAL
OG0007067	LOC6498635|XP_001963210.1|DANA	LOC109421298|XP_019551341.2|AEAL
OG0007068	LOC6496976|XP_001963014.1|DANA	LOC109621853|XP_029726958.1|AEAL
OG0007069	LOC6505589|XP_001964969.1|DANA	LOC109410817|XP_029710355.1|AEAL, LOC115256260|XP_029710390.1|AEAL
OG0007070	LOC6502515|XP_001960522.1|DANA	LOC109621231|XP_019530737.2|AEAL
OG0007071	LOC6494386|XP_001960423.1|DANA	LOC109402516|XP_019530752.2|AEAL
OG0007073	LOC6506732|XP_001965238.1|DANA	LOC109402498|XP_019530727.2|AEAL
OG0007074	LOC6495357|XP_001958653.1|DANA	LOC109415856|XP_019545349.2|AEAL
OG0007075	LOC6498120|XP_001962116.2|DANA	LOC109415853|XP_019545346.2|AEAL
OG0007076	LOC6496335|XP_001960719.1|DANA	LOC109402466|XP_019530702.2|AEAL
OG0007077	LOC6498631|XP_001963193.1|DANA	LOC109416798|XP_019546403.1|AEAL
OG0007078	LOC6498319|XP_001962530.1|DANA	LOC109402527|XP_019530771.2|AEAL
OG0007079	LOC6497221|XP_014761563.1|DANA	LOC109416792|XP_029720038.1|AEAL
OG0007080	LOC6505373|XP_032311099.1|DANA	LOC109429583|XP_029719935.1|AEAL
OG0007081	LOC6506309|XP_001965151.1|DANA	LOC109429582|XP_019561109.2|AEAL
OG0007082	LOC6497862|XP_001961588.1|DANA	LOC109426524|XP_019557606.2|AEAL
OG0007083	LOC6498485|XP_001962924.1|DANA	LOC109429576|XP_029719930.1|AEAL
OG0007084	LOC6503096|XP_001963418.1|DANA	LOC115262079|XP_029719891.1|AEAL, LOC109429573|XP_029719925.1|AEAL
OG0007085	LOC6496836|XP_032311247.1|DANA	LOC109429560|XP_029719916.1|AEAL, LOC109429977|XP_029719908.1|AEAL
OG0007086	LOC6498136|XP_001962152.1|DANA	LOC109429546|XP_029720094.1|AEAL
OG0007087	LOC6493674|XP_001958207.2|DANA	LOC109429894|XP_019561437.2|AEAL
OG0007088	LOC6497358|XP_001962253.2|DANA	LOC109429892|XP_029720103.1|AEAL
