Orthogroup	DANA.longest_only	DSUZ.longest_only
OG0009039	LOC6499263|XP_001954998.1|DANA	LOC108014570|XP_016936212.2|DSUZ
OG0009040	LOC6494201|XP_001960761.1|DANA	LOC108009681|XP_016929708.1|DSUZ
OG0009041	LOC6498846|XP_001955811.1|DANA	LOC108014141|XP_036672617.1|DSUZ
OG0009042	LOC6504223|XP_001965131.1|DANA	LOC108005357|XP_016924095.2|DSUZ
OG0009043	LOC6497080|XP_001962796.1|DANA	LOC108005626|XP_016924429.1|DSUZ
OG0009044	LOC6496987|XP_001962991.1|DANA	LOC108016968|XP_016939400.1|DSUZ
OG0009045	LOC6501142|XP_014766904.1|DANA	LOC108016011|XP_036674988.1|DSUZ
OG0009046	LOC6493802|XP_032310838.1|DANA	LOC108007765|XP_016927010.2|DSUZ
OG0009047	LOC6495995|XP_014763580.1|DANA	LOC108017742|XP_016940341.1|DSUZ
OG0009048	LOC6504311|XP_001965045.1|DANA	LOC108017057|XP_016939507.1|DSUZ
OG0009049	LOC6494187|XP_001965966.1|DANA	LOC108014555|XP_016936188.1|DSUZ
OG0009050	LOC6497094|XP_001962767.1|DANA	LOC108016257|XP_016938371.1|DSUZ
OG0009051	LOC6508047|XP_001959039.1|DANA	LOC108017898|XP_016940557.1|DSUZ
OG0009052	LOC6499638|XP_001954244.1|DANA	LOC108011789|XP_036675110.1|DSUZ
OG0009053	LOC6503416|XP_032312307.1|DANA	LOC108020615|XP_036673285.1|DSUZ
OG0009054	LOC6500536|XP_014766603.1|DANA	LOC108019279|XP_036673853.1|DSUZ
OG0009055	LOC6497524|XP_001961910.1|DANA	LOC108013394|XP_016934738.1|DSUZ
OG0009056	LOC6497287|XP_001962387.2|DANA	LOC108009078|XP_016928617.1|DSUZ
OG0009057	LOC6507667|XP_014765398.1|DANA	LOC108012858|XP_016933814.1|DSUZ
OG0009058	LOC6498715|XP_032311981.1|DANA	LOC108020352|XP_036673235.1|DSUZ
OG0009059	LOC6493406|XP_014764362.1|DANA	LOC108007405|XP_036671314.1|DSUZ
OG0009060	LOC6501253|XP_001954855.1|DANA	LOC108014709|XP_036674276.1|DSUZ
OG0009061	LOC6495508|XP_001959001.1|DANA	LOC108009659|XP_016929669.1|DSUZ
OG0009062	LOC6496430|XP_001960900.1|DANA	LOC108009089|XP_016928635.1|DSUZ
OG0009063	LOC6497870|XP_014761860.1|DANA	LOC108021090|XP_016945102.1|DSUZ
OG0009064	LOC6495157|XP_001958942.1|DANA	LOC108009694|XP_016929732.1|DSUZ
OG0009065	LOC6501537|XP_001955441.1|DANA	LOC108015826|XP_036674384.1|DSUZ
OG0009066	LOC6507757|XP_001956286.1|DANA	LOC108012497|XP_016933395.1|DSUZ
OG0009067	LOC6493840|XP_014764574.1|DANA	LOC108007449|XP_036671666.1|DSUZ
OG0009068	LOC6494571|XP_032307293.1|DANA	LOC108017834|XP_016940476.1|DSUZ
OG0009069	LOC6506085|XP_001965113.2|DANA	LOC108005747|XP_016924567.1|DSUZ
OG0009070	LOC6494340|XP_014762757.1|DANA	LOC108009970|XP_016930221.1|DSUZ
OG0009071	LOC6500052|XP_014766356.1|DANA	LOC118877895|XP_036674234.1|DSUZ
OG0009072	LOC6502721|XP_001964369.1|DANA	LOC108013817|XP_016935283.2|DSUZ
OG0009073	LOC6500131|XP_001953164.1|DANA	LOC108015575|XP_036672764.1|DSUZ
OG0009074	LOC6499430|XP_001954655.1|DANA	LOC108011674|XP_036674195.1|DSUZ
OG0009075	LOC6498881|XP_001955748.1|DANA	LOC108005939|XP_016924854.1|DSUZ
OG0009076	LOC6499622|XP_001954275.1|DANA	LOC108018527|XP_016941568.2|DSUZ
OG0009077	LOC6501670|XP_001955719.2|DANA	LOC108013797|XP_036674923.1|DSUZ, LOC118878006|XP_036674922.1|DSUZ
OG0009078	LOC6499538|XP_001954414.1|DANA	LOC108006045|XP_016924978.1|DSUZ
OG0009079	LOC6503452|XP_032312324.1|DANA	LOC108011520|XP_036674016.1|DSUZ
OG0009080	LOC6498835|XP_032307446.1|DANA, LOC116654911|XP_032307437.1|DANA, LOC6501322|XP_001954992.1|DANA	LOC108014556|XP_036673328.1|DSUZ
OG0009081	LOC6499591|XP_001954336.1|DANA	LOC108016311|XP_016938434.1|DSUZ
OG0009082	LOC6505699|XP_001964433.1|DANA	LOC108014813|XP_036673485.1|DSUZ
OG0009083	LOC6503930|XP_001963864.3|DANA	LOC108004741|XP_016923256.2|DSUZ
OG0009084	LOC6500333|XP_014766506.1|DANA	LOC108010938|XP_036674655.1|DSUZ
OG0009085	LOC6499527|XP_001954438.1|DANA	LOC108006013|XP_036674450.1|DSUZ
OG0009086	LOC6499607|XP_014766148.1|DANA	LOC108011663|XP_016932349.1|DSUZ
OG0009087	LOC6501453|XP_001955289.2|DANA	LOC108017461|XP_036674317.1|DSUZ
OG0009088	LOC6505558|XP_032305718.1|DANA, LOC6505556|XP_001964707.2|DANA	LOC108017264|XP_016939767.2|DSUZ
OG0009089	LOC6503615|XP_001964062.1|DANA	LOC108011211|XP_016931793.1|DSUZ, LOC108005198|XP_016923872.1|DSUZ
OG0009090	LOC6499024|XP_001955490.1|DANA	LOC108015491|XP_036675578.1|DSUZ
OG0009091	LOC6499616|XP_001954284.2|DANA	LOC108011594|XP_016932251.1|DSUZ
OG0009092	LOC6499212|XP_014765940.1|DANA	LOC108013854|XP_016935331.1|DSUZ, LOC108016063|XP_036675135.1|DSUZ
OG0009093	LOC6500371|XP_001953071.1|DANA	LOC108020241|XP_016943850.2|DSUZ, LOC118876770|XP_036677509.1|DSUZ
OG0009094	LOC6505998|XP_001964755.3|DANA	LOC108007554|XP_016926734.1|DSUZ
OG0009095	LOC6505997|XP_001964753.2|DANA	LOC118877917|XP_036674367.1|DSUZ
OG0009096	LOC6501339|XP_001955023.1|DANA	LOC108006369|XP_016925379.2|DSUZ
OG0009097	LOC6499251|XP_001955022.2|DANA	LOC108006368|XP_016925378.2|DSUZ
OG0009098	LOC6501335|XP_001955015.1|DANA	LOC108006357|XP_036675366.1|DSUZ
OG0009099	LOC6501582|XP_001955519.1|DANA	LOC108015459|XP_036675526.1|DSUZ
OG0009100	LOC6497346|XP_001962272.1|DANA	LOC108011747|XP_016932465.1|DSUZ
OG0009101	LOC6497993|XP_001961853.1|DANA	LOC108011382|XP_016931994.1|DSUZ
OG0009102	LOC6497854|XP_014761851.1|DANA	LOC108021570|XP_016945839.1|DSUZ
OG0009103	LOC6498061|XP_001962003.1|DANA	LOC108006217|XP_016925147.1|DSUZ
OG0009104	LOC6497474|XP_001962000.1|DANA	LOC108006026|XP_016924961.1|DSUZ
OG0009105	LOC6498455|XP_001962859.2|DANA	LOC108011957|XP_016932705.1|DSUZ
OG0009106	LOC6498124|XP_001962128.1|DANA	LOC108021627|XP_016945923.1|DSUZ
OG0009107	LOC6498662|XP_001963268.1|DANA	LOC108021571|XP_016945842.1|DSUZ
OG0009108	LOC6501306|XP_001954962.2|DANA	LOC108007008|XP_016926103.1|DSUZ
OG0009109	LOC6498483|XP_001962918.1|DANA	LOC108007931|XP_016927194.1|DSUZ
OG0009110	LOC6507500|XP_001965387.1|DANA	LOC108020983|XP_016944931.1|DSUZ
OG0009111	LOC6507699|XP_001956167.1|DANA	LOC108020204|XP_036670735.1|DSUZ
OG0009112	LOC6507962|XP_001965362.1|DANA	LOC108020760|XP_016944630.1|DSUZ
OG0009113	LOC6498619|XP_001963166.2|DANA	LOC108007402|XP_016926548.1|DSUZ
OG0009114	LOC6505506|XP_001964956.2|DANA	LOC108005885|XP_036668716.1|DSUZ
OG0009115	LOC6498217|XP_001962324.1|DANA	LOC108018581|XP_016941628.1|DSUZ, LOC108018799|XP_016941874.2|DSUZ
OG0009116	LOC6497731|XP_001961469.1|DANA	LOC108011859|XP_016932591.1|DSUZ
OG0009117	LOC6497137|XP_001962685.2|DANA	LOC108007732|XP_016926977.1|DSUZ
OG0009118	LOC6504128|XP_001964240.1|DANA	LOC108016550|XP_016938713.1|DSUZ
OG0009119	LOC6497103|XP_001962749.1|DANA	LOC108008178|XP_016927462.1|DSUZ
OG0009120	LOC6507284|XP_001956312.3|DANA	LOC108012250|XP_016933038.1|DSUZ
OG0009121	LOC6496581|XP_001961194.2|DANA	LOC108017797|XP_016940430.1|DSUZ
OG0009122	LOC6494705|XP_032306950.1|DANA	LOC108008628|XP_016927998.1|DSUZ
OG0009123	LOC6495049|XP_001959171.1|DANA	LOC108010118|XP_016930432.1|DSUZ
OG0009124	LOC6497830|XP_001961533.2|DANA	LOC108009330|XP_016929099.1|DSUZ
OG0009125	LOC6495533|XP_001959048.1|DANA	LOC108017751|XP_016940353.1|DSUZ
OG0009126	LOC6496051|XP_001960118.1|DANA	LOC108008587|XP_016927955.1|DSUZ
OG0009127	LOC6494104|XP_001960968.1|DANA	LOC108010126|XP_016930442.1|DSUZ
OG0009128	LOC6495553|XP_001959088.1|DANA	LOC108017865|XP_016940513.1|DSUZ
OG0009129	LOC6495218|XP_001958822.1|DANA	LOC108019719|XP_016943119.1|DSUZ
OG0009130	LOC6496481|XP_014763854.1|DANA	LOC108019815|XP_016943314.1|DSUZ
OG0009131	LOC6494098|XP_014762638.1|DANA	LOC108009930|XP_016930160.1|DSUZ
OG0009132	LOC6494396|XP_001960408.1|DANA	LOC108009328|XP_016929090.1|DSUZ
OG0009133	LOC6496525|XP_001961069.1|DANA	LOC108019693|XP_016943076.1|DSUZ
OG0009134	LOC6496215|XP_001960464.1|DANA	LOC108017917|XP_016940575.1|DSUZ
OG0009135	LOC6495560|XP_001959104.2|DANA	LOC108010312|XP_016930693.1|DSUZ
OG0009136	LOC6494661|XP_001959913.1|DANA	LOC108008572|XP_016927935.1|DSUZ
OG0009137	LOC6495701|XP_001959402.1|DANA	LOC108009830|XP_016930006.1|DSUZ
OG0009138	LOC6494928|XP_001959399.1|DANA	LOC108008780|XP_016928167.1|DSUZ
OG0009139	LOC6494654|XP_001959925.1|DANA	LOC108008361|XP_016927687.1|DSUZ
OG0009140	LOC6495389|XP_001958724.1|DANA	LOC108008614|XP_016927984.1|DSUZ
OG0009141	LOC6495537|XP_001959052.1|DANA	LOC108017767|XP_016940373.1|DSUZ
OG0009142	LOC6495098|XP_001959072.1|DANA	LOC108018079|XP_016940970.1|DSUZ
OG0009143	LOC6496419|XP_001960876.2|DANA	LOC108008880|XP_016928274.1|DSUZ
OG0009144	LOC26515427|XP_014764129.1|DANA	LOC108008789|XP_016928174.1|DSUZ
OG0009145	LOC6494464|XP_001960279.1|DANA	LOC108008740|XP_016928127.1|DSUZ
OG0009146	LOC6496549|XP_001961122.1|DANA	LOC108019873|XP_016943432.1|DSUZ
OG0009147	LOC6494266|XP_001960637.1|DANA	LOC108008758|XP_016928145.1|DSUZ
OG0009148	LOC6495219|XP_001958819.1|DANA	LOC108019897|XP_016943469.1|DSUZ
OG0009149	LOC6494585|XP_001960058.2|DANA	LOC108008110|XP_016927388.1|DSUZ
OG0009150	LOC6496536|XP_001961093.1|DANA	LOC108019736|XP_036669854.1|DSUZ
OG0009151	LOC6495395|XP_001958747.1|DANA	LOC108010270|XP_016930621.1|DSUZ
OG0009152	LOC6495331|XP_001958618.1|DANA	LOC108009143|XP_016928736.1|DSUZ
OG0009153	LOC6495739|XP_001959470.1|DANA	LOC108009137|XP_016928729.1|DSUZ
OG0009154	LOC6501455|XP_001955293.1|DANA	LOC108015774|XP_016937805.1|DSUZ
OG0009155	LOC6495411|XP_001958784.1|DANA	LOC108017956|XP_016940713.1|DSUZ
OG0009156	LOC6505370|XP_001964863.1|DANA	LOC108021716|XP_016946042.1|DSUZ
OG0009157	LOC6497537|XP_001961883.1|DANA	LOC108021567|XP_016945834.1|DSUZ
OG0009158	LOC6507526|XP_001955858.1|DANA	LOC108013202|XP_016934402.1|DSUZ
OG0009159	LOC6504575|XP_001966597.1|DANA	LOC108005447|XP_016924225.1|DSUZ
OG0009160	LOC6502912|XP_001963603.2|DANA	LOC108008706|XP_016928103.2|DSUZ
OG0009161	LOC6504611|XP_001966530.2|DANA	LOC108016971|XP_016939402.1|DSUZ
OG0009162	LOC6506950|XP_001956931.1|DANA	LOC108012540|XP_016933443.1|DSUZ
OG0009163	LOC6493448|XP_014764383.1|DANA	LOC108013399|XP_016934741.1|DSUZ
OG0009164	LOC6507469|XP_001955953.2|DANA	LOC108013543|XP_016934935.1|DSUZ
OG0009165	LOC6493533|XP_001957953.1|DANA	LOC108013024|XP_016934103.2|DSUZ
OG0009166	LOC6506229|XP_001958301.2|DANA	LOC108012287|XP_016933077.1|DSUZ
OG0009167	LOC6493151|XP_001957154.1|DANA	LOC108013445|XP_036671699.1|DSUZ
OG0009168	LOC6506831|XP_032309660.1|DANA	LOC108013443|XP_016934807.2|DSUZ
OG0009169	LOC6507763|XP_032310630.1|DANA	LOC108013087|XP_016934209.1|DSUZ
OG0009170	LOC6493185|XP_001957218.1|DANA	LOC108007494|XP_016926665.2|DSUZ
OG0009171	LOC6507037|XP_001956776.1|DANA	LOC118877374|XP_036671805.1|DSUZ
OG0009172	LOC6507916|XP_001956595.2|DANA	LOC108014002|XP_036671656.1|DSUZ
OG0009173	LOC6493121|XP_001957088.1|DANA	LOC108013182|XP_016934372.1|DSUZ
OG0009174	LOC6502362|XP_001967532.1|DANA	LOC108018974|XP_016942065.2|DSUZ
OG0009175	LOC6498346|XP_001962591.1|DANA	LOC108007876|XP_016927133.1|DSUZ
OG0009176	LOC6507833|XP_001956439.1|DANA	LOC108012465|XP_016933344.1|DSUZ
OG0009178	LOC6493246|XP_001957350.1|DANA	LOC108007024|XP_036671694.1|DSUZ
OG0009179	LOC6493873|XP_032310251.1|DANA	LOC108007685|XP_016926898.1|DSUZ, LOC118877192|XP_036670342.1|DSUZ
OG0009180	LOC6507228|XP_001956429.1|DANA	LOC108012641|XP_016933552.1|DSUZ
OG0009181	LOC6493204|XP_001957256.2|DANA	LOC108005741|XP_016924558.1|DSUZ
OG0009182	LOC6493607|XP_032310743.1|DANA	LOC108011757|XP_036670421.1|DSUZ
OG0009183	LOC6493820|XP_001958502.1|DANA	LOC108012237|XP_016933023.1|DSUZ
OG0009184	LOC6506098|XP_001958561.2|DANA	LOC108007691|XP_016926903.1|DSUZ
OG0009185	LOC6507789|XP_001956345.1|DANA	LOC108017636|XP_016940233.1|DSUZ
OG0009186	LOC6506753|XP_001957304.2|DANA	LOC108012437|XP_016933292.1|DSUZ
OG0009187	LOC6500693|XP_001953738.1|DANA	LOC108018292|XP_016941307.1|DSUZ
OG0009188	LOC6496067|XP_001960148.1|DANA	LOC108008620|XP_016927990.1|DSUZ
OG0009189	LOC6506909|XP_032310313.1|DANA	LOC108018820|XP_016941894.2|DSUZ
OG0009190	LOC6507538|XP_001955879.1|DANA	LOC108012693|XP_016933609.1|DSUZ
OG0009191	LOC26514173|XP_014763985.1|DANA	LOC108008192|XP_016927472.1|DSUZ
OG0009192	LOC116656230|XP_032311599.1|DANA, LOC6502742|XP_001965768.1|DANA	LOC108015066|XP_016936795.1|DSUZ
OG0009193	LOC6498232|XP_001962351.2|DANA	LOC108021604|XP_016945889.1|DSUZ
OG0009195	LOC6493463|XP_001957812.1|DANA	LOC108012722|XP_016933643.1|DSUZ
OG0009196	LOC6506471|XP_032310230.1|DANA	LOC108012256|XP_016933044.1|DSUZ
OG0009197	LOC26514310|XP_014759075.2|DANA	LOC108012307|XP_016933097.2|DSUZ
OG0009198	LOC6506727|XP_001957351.1|DANA	LOC108007541|XP_016926720.2|DSUZ
OG0009199	LOC6506272|XP_001958223.2|DANA	LOC108015798|XP_016937847.2|DSUZ
OG0009200	LOC6495631|XP_001959263.1|DANA	LOC108009950|XP_016930186.1|DSUZ
OG0009201	LOC6495013|XP_001959222.1|DANA	LOC108017890|XP_016940548.1|DSUZ
OG0009202	LOC6494119|XP_001960935.1|DANA	LOC108008826|XP_036669464.1|DSUZ
OG0009203	LOC6493914|XP_001961333.1|DANA	LOC108019675|XP_016943055.1|DSUZ
OG0009204	LOC6495120|XP_001959013.1|DANA	LOC108008623|XP_016927993.1|DSUZ, LOC108008829|XP_016928226.1|DSUZ
OG0009205	LOC6495515|XP_001959009.1|DANA	LOC108008931|XP_016928331.1|DSUZ
OG0009206	LOC6496366|XP_001960771.1|DANA	LOC108009019|XP_016928480.1|DSUZ
OG0009207	LOC6499277|XP_001954963.1|DANA	LOC108012026|XP_036673352.1|DSUZ
OG0009209	LOC6501037|XP_001954434.2|DANA	LOC118877909|XP_036674335.1|DSUZ
OG0009210	LOC6495616|XP_001959225.1|DANA	LOC108017873|XP_016940523.1|DSUZ
OG0009211	LOC6497970|XP_001961818.2|DANA	LOC108021454|XP_016945669.1|DSUZ
OG0009214	LOC6493104|XP_001957049.2|DANA	LOC108012716|XP_016933633.1|DSUZ
OG0009219	LOC6499990|XP_001953474.3|DANA	LOC108010835|XP_036675643.1|DSUZ
OG0009221	LOC6496928|XP_001963116.1|DANA	LOC108010037|XP_016930337.1|DSUZ
OG0009224	LOC6500580|XP_001953513.1|DANA	LOC108011067|XP_016931619.1|DSUZ
OG0009225	LOC6503604|XP_001964073.1|DANA	LOC108016586|XP_016938759.1|DSUZ
OG0009226	LOC116655052|XP_032307942.1|DANA	LOC118878358|XP_036676903.1|DSUZ
OG0009228	LOC6503993|XP_001963973.1|DANA	LOC108019167|XP_016942414.1|DSUZ
OG0009229	LOC6502681|XP_001954924.1|DANA	LOC108014407|XP_016936006.2|DSUZ
OG0009231	LOC6504592|XP_001966565.1|DANA	LOC108018977|XP_016942069.1|DSUZ
OG0009232	LOC6503546|XP_001964182.1|DANA	LOC108016518|XP_036676157.1|DSUZ
OG0009234	LOC6503024|XP_014761285.1|DANA	LOC108004595|XP_016923022.1|DSUZ
OG0009236	LOC26513937|XP_014765553.1|DANA	LOC108005631|XP_016924431.1|DSUZ
OG0009237	LOC6496938|XP_014761437.1|DANA	LOC108021381|XP_016945565.1|DSUZ
OG0009238	LOC6502826|XP_001956596.2|DANA	LOC108018651|XP_016941712.2|DSUZ
OG0009239	LOC6493572|XP_001958020.1|DANA	LOC108006887|XP_016925960.1|DSUZ
OG0009241	LOC6497803|XP_001961479.1|DANA	LOC108021231|XP_016945326.1|DSUZ
OG0009243	LOC116654778|XP_032307159.1|DANA	LOC118876946|XP_036669381.1|DSUZ
OG0009245	LOC6499299|XP_001954917.1|DANA	LOC108018602|XP_016941651.2|DSUZ
OG0009248	LOC6505258|XP_001965640.1|DANA	LOC108013723|XP_016935152.1|DSUZ
OG0009249	LOC6496904|XP_001963175.1|DANA	LOC108021686|XP_016946000.1|DSUZ
OG0009251	LOC6504818|XP_001966391.1|DANA	LOC108005660|XP_016924471.1|DSUZ
OG0009252	LOC6504784|XP_001966338.2|DANA	LOC108015261|XP_016937106.1|DSUZ
OG0009253	LOC6505286|XP_032307921.1|DANA	LOC108014994|XP_016936705.1|DSUZ
OG0009254	LOC6504129|XP_001964242.3|DANA	LOC108016549|XP_036676563.1|DSUZ
OG0009255	LOC6502208|XP_001966031.1|DANA	LOC108016856|XP_016939210.1|DSUZ
OG0009256	LOC6505062|XP_001965532.1|DANA	LOC108004850|XP_016923421.1|DSUZ
OG0009257	LOC6505044|XP_001965572.1|DANA	LOC108005125|XP_036677200.1|DSUZ
OG0009258	LOC6503909|XP_001963825.3|DANA	LOC108005366|XP_036677040.1|DSUZ
OG0009259	LOC6505105|XP_001965447.3|DANA	LOC108019110|XP_016942320.1|DSUZ
OG0009260	LOC6504819|XP_001966396.1|DANA	LOC108020467|XP_016944281.1|DSUZ
OG0009261	LOC6503173|XP_032311813.1|DANA	LOC108013732|XP_016935165.1|DSUZ
OG0009262	LOC6503713|XP_001963878.1|DANA	LOC108011108|XP_016931669.2|DSUZ
OG0009263	LOC6498755|XP_001967268.1|DANA	LOC108015194|XP_016937003.1|DSUZ
OG0009264	LOC6498747|XP_032308166.1|DANA	LOC108015041|XP_016936762.1|DSUZ
OG0009265	LOC6498800|XP_001967284.1|DANA	LOC108015059|XP_016936788.1|DSUZ
OG0009266	LOC6498454|XP_001962858.1|DANA	LOC108011956|XP_036668659.1|DSUZ
OG0009268	LOC6494336|XP_001960507.1|DANA	LOC108009944|XP_036669636.1|DSUZ
OG0009269	LOC6505796|XP_014760794.1|DANA	LOC108018606|XP_036673518.1|DSUZ
OG0009270	LOC6502525|XP_001959944.2|DANA	LOC108008996|XP_016928429.1|DSUZ
OG0009271	LOC6505223|XP_032307812.1|DANA	LOC108005412|XP_016924161.1|DSUZ
OG0009272	LOC6493226|XP_001957302.1|DANA	LOC108012771|XP_036672048.1|DSUZ
OG0009273	LOC6497492|XP_001961973.2|DANA	LOC108008964|XP_016928384.1|DSUZ
OG0009274	LOC6506903|XP_032309741.1|DANA	LOC108007148|XP_036671781.1|DSUZ
OG0009275	LOC26515525|XP_014761234.2|DANA	LOC108020179|XP_016943772.1|DSUZ
OG0009276	LOC6494736|XP_001959758.1|DANA	LOC108017872|XP_016940522.1|DSUZ
OG0009277	LOC6504806|XP_001966377.2|DANA	LOC108014929|XP_016936638.1|DSUZ
OG0009278	LOC6503703|XP_014761041.1|DANA	LOC108016574|XP_016938735.1|DSUZ
OG0009279	LOC6497300|XP_001962365.2|DANA	LOC108010824|XP_036678624.1|DSUZ
OG0009280	LOC6504941|XP_032309300.1|DANA	LOC108016983|XP_016939418.1|DSUZ
OG0009281	LOC6503518|XP_001964224.1|DANA	LOC108004769|XP_016923303.1|DSUZ
OG0009282	LOC6503447|XP_001965316.1|DANA	LOC108012285|XP_016933079.1|DSUZ
OG0009283	LOC6496956|XP_014761452.1|DANA	LOC108018107|XP_036678405.1|DSUZ
OG0009284	LOC6506284|XP_001958198.1|DANA	LOC108020718|XP_016944576.1|DSUZ
OG0009285	LOC6496629|XP_032308025.1|DANA	LOC108020417|XP_016944211.1|DSUZ
OG0009286	LOC6493784|XP_001958425.1|DANA	LOC108012443|XP_016933300.1|DSUZ
OG0009287	LOC6506195|XP_001958366.1|DANA	LOC108012487|XP_016933385.1|DSUZ
OG0009288	LOC6504737|XP_001966295.1|DANA	LOC108011156|XP_016931730.1|DSUZ
OG0009289	LOC6506040|XP_014759725.2|DANA	LOC108020384|XP_016944131.1|DSUZ
OG0009290	LOC6495275|XP_001958723.1|DANA	LOC108009000|XP_016928434.1|DSUZ
OG0009291	LOC6506049|XP_001966636.2|DANA	LOC108020385|XP_036673556.1|DSUZ
OG0009292	LOC6503666|XP_001963968.1|DANA	LOC108018919|XP_016942000.1|DSUZ
OG0009293	LOC6503669|XP_032308574.1|DANA	LOC108018982|XP_016942077.1|DSUZ
OG0009294	LOC6507949|XP_014763744.1|DANA	LOC108008896|XP_016928290.1|DSUZ
OG0009295	LOC6504593|XP_032309295.1|DANA	LOC108019058|XP_016942173.1|DSUZ
OG0009296	LOC6501005|XP_001954346.2|DANA	LOC108016308|XP_016938431.2|DSUZ
OG0009297	LOC6499584|XP_001954344.2|DANA	LOC108016303|XP_036675656.1|DSUZ
OG0009298	LOC6500512|XP_001953370.2|DANA	LOC108017416|XP_016939930.2|DSUZ, LOC118877792|XP_036673768.1|DSUZ
OG0009299	LOC6500127|XP_001953170.1|DANA	LOC108005052|XP_036672716.1|DSUZ, LOC108005051|XP_016923680.2|DSUZ
OG0009300	LOC6500415|XP_014766550.1|DANA	LOC108005028|XP_036672699.1|DSUZ, LOC108005026|XP_036673268.1|DSUZ
OG0009301	LOC6500055|XP_032305720.1|DANA	LOC108012067|XP_036674232.1|DSUZ
OG0009302	LOC6505731|XP_001964367.1|DANA	LOC118878002|XP_036674905.1|DSUZ
OG0009303	LOC6500596|XP_001953536.1|DANA	LOC108011001|XP_016931516.2|DSUZ
OG0009304	LOC6500130|XP_001953165.1|DANA	LOC108015963|XP_016938034.2|DSUZ
OG0009305	LOC6501267|XP_001954886.1|DANA	LOC108004947|XP_016923534.2|DSUZ
OG0009306	LOC6503000|XP_001963435.1|DANA	LOC108004670|XP_016923137.1|DSUZ
OG0009307	LOC6499520|XP_001954448.3|DANA	LOC108012112|XP_016932884.1|DSUZ
OG0009308	LOC6499450|XP_001954616.1|DANA	LOC108016018|XP_016938102.2|DSUZ
OG0009309	LOC6499309|XP_001954896.1|DANA	LOC108004938|XP_036673854.1|DSUZ
OG0009310	LOC6499546|XP_001954404.1|DANA	LOC108014809|XP_016936493.2|DSUZ
OG0009311	LOC6501149|XP_032305539.1|DANA	LOC108010614|XP_036674648.1|DSUZ, LOC118876764|XP_036673630.1|DSUZ
OG0009312	LOC6499315|XP_001954884.3|DANA	LOC108004942|XP_036673809.1|DSUZ
OG0009313	LOC6499320|XP_014766009.1|DANA	LOC108007375|XP_016926519.2|DSUZ
OG0009314	LOC6494741|XP_014760095.1|DANA	LOC108014544|XP_036673264.1|DSUZ
OG0009315	LOC6501199|XP_001954751.1|DANA	LOC108006968|XP_016926062.2|DSUZ
OG0009316	LOC6500962|XP_001954252.1|DANA	LOC108007972|XP_016927231.2|DSUZ
OG0009317	LOC6499087|XP_001955331.3|DANA	LOC108020328|XP_036673355.1|DSUZ
OG0009318	LOC6505714|XP_001964405.2|DANA	LOC108018377|XP_016941410.2|DSUZ
OG0009319	LOC6501321|XP_001954986.1|DANA	LOC118877671|XP_036673196.1|DSUZ
OG0009320	LOC6501001|XP_001954332.1|DANA	LOC108014066|XP_016935574.1|DSUZ
OG0009321	LOC6499589|XP_001954339.1|DANA	LOC108016306|XP_016938429.2|DSUZ
OG0009322	LOC6500611|XP_001953561.1|DANA	LOC108007650|XP_036674084.1|DSUZ
OG0009323	LOC6501140|XP_001954623.1|DANA	LOC108016021|XP_016938105.1|DSUZ
OG0009324	LOC6501228|XP_001954803.1|DANA	LOC118877570|XP_036672693.1|DSUZ, LOC108006133|XP_016925076.1|DSUZ
OG0009325	LOC6499864|XP_014766261.1|DANA	LOC108020228|XP_036673841.1|DSUZ, LOC108018457|XP_036677532.1|DSUZ
OG0009326	LOC6500261|XP_001952917.2|DANA	LOC118878114|XP_036675436.1|DSUZ, LOC108020174|XP_016943766.2|DSUZ
OG0009327	LOC6499009|XP_001955522.1|DANA	LOC108015524|XP_016937483.1|DSUZ
OG0009328	LOC6501576|XP_001955506.1|DANA	LOC108015471|XP_016937391.2|DSUZ
OG0009329	LOC6501504|XP_032310917.1|DANA	LOC108011895|XP_036674719.1|DSUZ
OG0009330	LOC6500927|XP_001954184.1|DANA	LOC108010996|XP_016931507.1|DSUZ, LOC108017540|XP_036672837.1|DSUZ
OG0009331	LOC6505661|XP_001964508.1|DANA	LOC108020119|XP_036672742.1|DSUZ
OG0009332	LOC6499719|XP_001954069.1|DANA	LOC108011577|XP_016932236.2|DSUZ
OG0009333	LOC6500814|XP_001953972.2|DANA	LOC108005716|XP_036673182.1|DSUZ
OG0009334	LOC116654566|XP_032305721.1|DANA, LOC6505952|XP_001964668.2|DANA	LOC108012162|XP_036675493.1|DSUZ
OG0009335	LOC6501122|XP_001954593.1|DANA	LOC108006101|XP_016925035.2|DSUZ
OG0009336	LOC6499982|XP_001953493.1|DANA	LOC108010838|XP_016931297.2|DSUZ
OG0009337	LOC6502145|XP_001966125.3|DANA	LOC108005501|XP_016924294.1|DSUZ
OG0009338	LOC26513701|XP_014767199.1|DANA	LOC108011601|XP_016932261.1|DSUZ, LOC118879040|XP_036677928.1|DSUZ
OG0009339	LOC6502669|XP_032305749.1|DANA	LOC108011613|XP_016932272.1|DSUZ
OG0009340	LOC6500165|XP_001953101.1|DANA	LOC108014908|XP_036674649.1|DSUZ, LOC108014912|XP_036672824.1|DSUZ
OG0009341	LOC6505857|XP_001964493.1|DANA	LOC108018298|XP_016941319.1|DSUZ
OG0009342	LOC6500661|XP_001953672.1|DANA	LOC108008062|XP_016927334.1|DSUZ
