Orthogroup	DANA.longest_only	BCOP.longest_only
OG0007521	LOC6504508|XP_001967043.1|DANA	LOC119071906|XP_037032914.1|BCOP
OG0007522	LOC6503127|XP_001963473.1|DANA	LOC119084331|XP_037050157.1|BCOP
OG0007523	LOC6496246|XP_001960534.2|DANA	LOC119083536|XP_037049153.1|BCOP
OG0007524	LOC6497242|XP_001962491.1|DANA	LOC119066707|XP_037025203.1|BCOP
OG0007525	LOC6502416|XP_014762248.1|DANA	LOC119071945|XP_037032964.1|BCOP
OG0007526	LOC6499492|XP_001954517.2|DANA	LOC119084013|XP_037049723.1|BCOP
OG0007527	LOC6506456|XP_001957842.1|DANA	LOC119071383|XP_037032147.1|BCOP
OG0007528	LOC6496654|XP_001961340.1|DANA	LOC119071184|XP_037031850.1|BCOP
OG0007529	LOC6496092|XP_001960209.1|DANA	LOC119078564|XP_037042028.1|BCOP
OG0007530	LOC6500666|XP_001953683.1|DANA	LOC119085432|XP_037051743.1|BCOP
OG0007531	LOC6496649|XP_001961331.1|DANA	LOC119076289|XP_037038845.1|BCOP
OG0007532	LOC6496448|XP_001960928.2|DANA	LOC119071891|XP_037032885.1|BCOP
OG0007534	LOC6507829|XP_001956432.1|DANA	LOC119066784|XP_037025341.1|BCOP
OG0007535	LOC6493281|XP_001957431.2|DANA	LOC119072811|XP_037034000.1|BCOP
OG0007536	LOC6505822|XP_032305556.1|DANA	LOC119084476|XP_037050359.1|BCOP
OG0007537	LOC6493277|XP_032309672.1|DANA	LOC119082303|XP_037047681.1|BCOP
OG0007538	LOC6493275|XP_001957422.3|DANA	LOC119082344|XP_037047752.1|BCOP
OG0007539	LOC6497899|XP_001961682.2|DANA	LOC119077843|XP_037041057.1|BCOP
OG0007540	LOC6499983|XP_001953491.1|DANA	LOC119068307|XP_037027744.1|BCOP
OG0007541	LOC6496542|XP_001961110.1|DANA	LOC119085375|XP_037051652.1|BCOP
OG0007542	LOC6494515|XP_001960193.1|DANA	LOC119071896|XP_037032894.1|BCOP
OG0007543	LOC6501801|XP_032308044.1|DANA	LOC119081001|XP_037045567.1|BCOP
OG0007544	LOC6493268|XP_032310583.1|DANA	LOC119072367|XP_037033456.1|BCOP
OG0007545	LOC6497257|XP_001962456.1|DANA	LOC119077013|XP_037040021.1|BCOP
OG0007546	LOC6502670|XP_001954321.1|DANA	LOC119072202|XP_037033265.1|BCOP
OG0007547	LOC6495132|XP_001958986.1|DANA	LOC119076939|XP_037039873.1|BCOP
OG0007548	LOC6507400|XP_014765214.1|DANA	LOC119070873|XP_037031284.1|BCOP
OG0007549	LOC6493568|XP_001958014.1|DANA	LOC119083284|XP_037048867.1|BCOP
OG0007550	LOC6506113|XP_001958525.1|DANA	LOC119085556|XP_037051866.1|BCOP
OG0007551	LOC6494082|XP_032306210.1|DANA	LOC119083261|XP_037048837.1|BCOP
OG0007552	LOC6497638|XP_001961659.2|DANA	LOC119066218|XP_037024436.1|BCOP
OG0007553	LOC6497222|XP_001962528.1|DANA	LOC119083274|XP_037048856.1|BCOP
OG0007554	LOC6507758|XP_001956288.1|DANA	LOC119071641|XP_037032496.1|BCOP
OG0007555	LOC6494298|XP_001960580.1|DANA	LOC119075523|XP_037037886.1|BCOP
OG0007556	LOC6494249|XP_032306599.1|DANA	LOC119066114|XP_037024290.1|BCOP
OG0007557	LOC6494251|XP_001960661.2|DANA	LOC119074241|XP_037036158.1|BCOP
OG0007558	LOC6494640|XP_032306561.1|DANA	LOC119071901|XP_037032901.1|BCOP
OG0007559	LOC116656084|XP_032311387.1|DANA	LOC119085112|XP_037051265.1|BCOP
OG0007560	LOC6506763|XP_001957282.1|DANA	LOC119085945|XP_037052394.1|BCOP
OG0007561	LOC6493648|XP_032310027.1|DANA	LOC119070673|XP_037031007.1|BCOP
OG0007562	LOC6507925|XP_032310436.1|DANA	LOC119066841|XP_037025401.1|BCOP
OG0007563	LOC6507206|XP_001956477.1|DANA	LOC119083169|XP_037048723.1|BCOP
OG0007564	LOC6506665|XP_001957451.1|DANA	LOC119071615|XP_037032449.1|BCOP
OG0007565	LOC6499881|XP_001953710.1|DANA	LOC119070125|XP_037030340.1|BCOP
OG0007566	LOC6494213|XP_001960738.1|DANA	LOC119076249|XP_037038810.1|BCOP
OG0007567	LOC6505929|XP_001964635.2|DANA	LOC119067474|XP_037026370.1|BCOP
OG0007568	LOC6495810|XP_001959632.2|DANA	LOC119082249|XP_037047606.1|BCOP
OG0007569	LOC6494582|XP_001960063.1|DANA	LOC119082584|XP_037048017.1|BCOP
OG0007570	LOC6494804|XP_032306596.1|DANA	LOC119082690|XP_037048158.1|BCOP
OG0007571	LOC6494805|XP_001959630.1|DANA	LOC119082703|XP_037048176.1|BCOP
OG0007572	LOC6497958|XP_001961794.2|DANA	LOC119072260|XP_037033344.1|BCOP
OG0007573	LOC6494724|XP_001959793.1|DANA	LOC119066186|XP_037024383.1|BCOP
OG0007574	LOC6495840|XP_001959687.1|DANA	LOC119082036|XP_037047254.1|BCOP
OG0007575	LOC6496180|XP_032307065.1|DANA	LOC119070661|XP_037030986.1|BCOP
OG0007576	LOC6502975|XP_032308980.1|DANA	LOC119074599|XP_037036740.1|BCOP
OG0007577	LOC6502131|XP_001966152.1|DANA	LOC119084047|XP_037049778.1|BCOP
OG0007578	LOC6499468|XP_032308683.1|DANA, LOC26514262|XP_014760645.1|DANA	LOC119066631|XP_037025087.1|BCOP
OG0007579	LOC6495222|XP_001958815.1|DANA	LOC119067398|XP_037026237.1|BCOP
OG0007580	LOC6493259|XP_001957370.2|DANA	LOC119066013|XP_037024125.1|BCOP
OG0007581	LOC6503567|XP_001965287.1|DANA	LOC119072272|XP_037033359.1|BCOP
OG0007582	LOC6500341|XP_001953006.2|DANA	LOC119071322|XP_037032102.1|BCOP
OG0007583	LOC6496106|XP_001960237.2|DANA	LOC119066884|XP_037025467.1|BCOP
OG0007584	LOC6502173|XP_001966082.1|DANA	LOC119076004|XP_037038472.1|BCOP
OG0007585	LOC6507122|XP_001956632.1|DANA	LOC119074864|XP_037037080.1|BCOP
OG0007586	LOC6504363|XP_001964989.2|DANA	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP
OG0007587	LOC6495817|XP_032306343.1|DANA	LOC119078321|XP_037041721.1|BCOP
OG0007588	LOC6499156|XP_014760139.1|DANA	LOC119082269|XP_037047631.1|BCOP
OG0007589	LOC6503985|XP_001963959.1|DANA	LOC119068451|XP_037027925.1|BCOP
OG0007590	LOC6507810|XP_032309907.1|DANA	LOC119086036|XP_037052505.1|BCOP
OG0007591	LOC6495332|XP_001958616.1|DANA	LOC119072631|XP_037033770.1|BCOP
OG0007592	LOC6495852|XP_001959711.1|DANA	LOC119076671|XP_037039460.1|BCOP
OG0007593	LOC6504147|XP_032308700.1|DANA	LOC119080481|XP_037044761.1|BCOP
OG0007594	LOC6495344|XP_001958624.1|DANA	LOC119071020|XP_037031515.1|BCOP
OG0007595	LOC6496021|XP_001960060.1|DANA	LOC119078784|XP_037042391.1|BCOP
OG0007596	LOC6493161|XP_001957170.3|DANA	LOC119081265|XP_037045901.1|BCOP
OG0007597	LOC6506277|XP_001958213.1|DANA	LOC119071808|XP_037032768.1|BCOP
OG0007598	LOC6494411|XP_001960381.1|DANA	LOC119071781|XP_037032734.1|BCOP
OG0007599	LOC6493283|XP_001957434.1|DANA	LOC119070996|XP_037031485.1|BCOP
OG0007600	LOC6506305|XP_001958150.1|DANA	LOC119071018|XP_037031512.1|BCOP
OG0007601	LOC6493600|XP_032310381.1|DANA	LOC119072403|XP_037033515.1|BCOP
OG0007602	LOC6507791|XP_001956349.1|DANA	LOC119082825|XP_037048371.1|BCOP
OG0007603	LOC6507273|XP_014765122.1|DANA	LOC119072194|XP_037033259.1|BCOP
OG0007604	LOC6507487|XP_001955905.1|DANA	LOC119077783|XP_037040986.1|BCOP
OG0007605	LOC6506105|XP_001958540.3|DANA	LOC119082722|XP_037048198.1|BCOP
OG0007606	LOC6507145|XP_032310415.1|DANA	LOC119084597|XP_037050541.1|BCOP
OG0007607	LOC6498923|XP_001955671.1|DANA	LOC119071192|XP_037031861.1|BCOP
OG0007608	LOC6506749|XP_032310824.1|DANA	LOC119066945|XP_037025559.1|BCOP
OG0007609	LOC6505221|XP_001965570.1|DANA	LOC119066934|XP_037025542.1|BCOP
OG0007610	LOC6494341|XP_001960501.2|DANA	LOC119070665|XP_037030994.1|BCOP
OG0007611	LOC6504364|XP_014759434.1|DANA	LOC119081003|XP_037045572.1|BCOP
OG0007612	LOC6496227|XP_001960491.1|DANA	LOC119071105|XP_037031642.1|BCOP
OG0007613	LOC6494796|XP_001959651.3|DANA	LOC119074273|XP_037036190.1|BCOP
OG0007614	LOC6493094|XP_001957031.1|DANA	LOC119076951|XP_037039899.1|BCOP
OG0007615	LOC6493563|XP_001958004.1|DANA	LOC119082556|XP_037047968.1|BCOP
OG0007616	LOC6505930|XP_001964636.2|DANA	LOC119069594|XP_037029579.1|BCOP
OG0007617	LOC6493239|XP_001957338.1|DANA	LOC119071153|XP_037031794.1|BCOP
OG0007618	LOC6507828|XP_001956431.1|DANA	LOC119071346|XP_037032128.1|BCOP
OG0007619	LOC6493835|XP_001958530.1|DANA	LOC119071209|XP_037031899.1|BCOP
OG0007620	LOC6506692|XP_032310236.1|DANA	LOC119070877|XP_037031288.1|BCOP
OG0007622	LOC6507848|XP_014765490.2|DANA	LOC119066659|XP_037025127.1|BCOP
OG0007623	LOC6507109|XP_032310425.1|DANA	LOC119071525|XP_037032293.1|BCOP
OG0007624	LOC6506745|XP_001957317.1|DANA	LOC119072080|XP_037033126.1|BCOP
OG0007625	LOC6507879|XP_032309518.1|DANA	LOC119079869|XP_037043842.1|BCOP
OG0007626	LOC6492938|XP_001956690.1|DANA	LOC119066196|XP_037024410.1|BCOP
OG0007627	LOC6507089|XP_001956689.1|DANA	LOC119066195|XP_037024407.1|BCOP
OG0007628	LOC6493213|XP_032308052.1|DANA	LOC119081017|XP_037045594.1|BCOP
OG0007629	LOC6507030|XP_001956792.1|DANA	LOC119070302|XP_037030463.1|BCOP
OG0007630	LOC6499339|XP_001954835.3|DANA	LOC119085723|XP_037052067.1|BCOP
OG0007631	LOC6499098|XP_001955306.1|DANA	LOC119067824|XP_037026883.1|BCOP
OG0007632	LOC6507553|XP_001955904.1|DANA	LOC119079681|XP_037043633.1|BCOP
OG0007633	LOC26514077|XP_014762296.1|DANA	LOC119071501|XP_037032254.1|BCOP
OG0007635	LOC6498426|XP_001962788.1|DANA	LOC119076977|XP_037039973.1|BCOP
OG0007637	LOC6499447|XP_001965899.2|DANA	LOC119075303|XP_037037609.1|BCOP
OG0007638	LOC6504680|XP_032309071.1|DANA	LOC119069631|XP_037029628.1|BCOP
OG0007639	LOC6502990|XP_001963459.1|DANA	LOC119076548|XP_037039239.1|BCOP
OG0007640	LOC6495629|XP_001959254.1|DANA	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP
OG0007642	LOC6496327|XP_001960707.1|DANA	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP
OG0007643	LOC6499266|XP_001954991.1|DANA	LOC119076163|XP_037038743.1|BCOP
OG0007644	LOC6505633|XP_001964567.1|DANA	LOC119077913|XP_037041183.1|BCOP
OG0007664	LOC6501559|XP_001955472.2|DANA	LOC119068333|XP_037027782.1|BCOP
OG0007665	LOC6502359|XP_032308271.1|DANA	LOC119083291|XP_037048883.1|BCOP
OG0007666	LOC6504456|XP_001966950.1|DANA	LOC119069059|XP_037028828.1|BCOP
OG0007667	LOC6503957|XP_001963917.1|DANA	LOC119067831|XP_037026900.1|BCOP
OG0007668	LOC6497504|XP_001961946.1|DANA	LOC119068502|XP_037028007.1|BCOP
OG0007669	LOC6504821|XP_032309023.1|DANA	LOC119068119|XP_037027463.1|BCOP
OG0007670	LOC6504822|XP_001966399.1|DANA	LOC119068118|XP_037027462.1|BCOP
OG0007671	LOC6501920|XP_001966691.2|DANA	LOC119080749|XP_037045198.1|BCOP
OG0007672	LOC6503960|XP_001963923.1|DANA	LOC119068347|XP_037027798.1|BCOP
OG0007673	LOC6505598|XP_001964619.1|DANA	LOC119068170|XP_037027549.1|BCOP
OG0007674	LOC6504479|XP_001966986.3|DANA	LOC119069180|XP_037029004.1|BCOP
OG0007675	LOC6505008|XP_001965642.1|DANA	LOC119067178|XP_037025898.1|BCOP
OG0007676	LOC6505096|XP_001965473.1|DANA	LOC119085646|XP_037051978.1|BCOP
OG0007677	LOC6503554|XP_001964168.1|DANA	LOC119067686|XP_037026700.1|BCOP
OG0007678	LOC26513704|XP_032311950.1|DANA	LOC119071242|XP_037031972.1|BCOP
OG0007679	LOC6501878|XP_032311967.1|DANA	LOC119068314|XP_037027753.1|BCOP
OG0007680	LOC6497726|XP_001961478.2|DANA	LOC119077111|XP_037040174.1|BCOP
OG0007681	LOC6498914|XP_032312168.1|DANA	LOC119080411|XP_037044643.1|BCOP
OG0007683	LOC6503116|XP_001963454.1|DANA	LOC119067313|XP_037026117.1|BCOP
OG0007684	LOC6505260|XP_001965644.1|DANA	LOC119068608|XP_037028162.1|BCOP
OG0007685	LOC6493475|XP_032311802.1|DANA	LOC119069639|XP_037029641.1|BCOP
OG0007686	LOC6502322|XP_001967151.2|DANA	LOC119068852|XP_037028564.1|BCOP
OG0007687	LOC6502119|XP_001966171.2|DANA	LOC119070117|XP_037030326.1|BCOP
OG0007688	LOC6499824|XP_001953838.1|DANA	LOC119070012|XP_037030186.1|BCOP
OG0007689	LOC6504377|XP_001967088.2|DANA	LOC119067159|XP_037025848.1|BCOP
OG0007690	LOC6501836|XP_014759595.1|DANA	LOC119067161|XP_037025850.1|BCOP
OG0007691	LOC6498931|XP_014765829.1|DANA	LOC119068212|XP_037027600.1|BCOP
OG0007692	LOC6504482|XP_032308248.1|DANA	LOC119067017|XP_037025639.1|BCOP
OG0007693	LOC6498804|XP_001967292.1|DANA	LOC119068346|XP_037027797.1|BCOP
OG0007694	LOC6506340|XP_001958073.1|DANA	LOC119070597|XP_037030911.1|BCOP
OG0007695	LOC6503075|XP_032308951.1|DANA	LOC119067674|XP_037026681.1|BCOP
OG0007696	LOC6502774|XP_001958199.3|DANA	LOC119077927|XP_037041202.1|BCOP
OG0007697	LOC6507698|XP_014765413.1|DANA	LOC119082150|XP_037047449.1|BCOP
OG0007698	LOC6503565|XP_001964150.2|DANA	LOC119067031|XP_037025662.1|BCOP
OG0007699	LOC6503720|XP_001963868.1|DANA	LOC119080688|XP_037045024.1|BCOP
OG0007700	LOC6507947|XP_001966480.1|DANA	LOC119070385|XP_037030593.1|BCOP
OG0007701	LOC6503898|XP_032308467.1|DANA	LOC119070389|XP_037030602.1|BCOP
OG0007702	LOC6503881|XP_001963774.1|DANA	LOC119084825|XP_037050804.1|BCOP
OG0007703	LOC6502288|XP_001966175.1|DANA	LOC119067391|XP_037026216.1|BCOP
OG0007704	LOC6501187|XP_001954720.1|DANA	LOC119068080|XP_037027382.1|BCOP
OG0007706	LOC6505066|XP_001965527.1|DANA	LOC119069507|XP_037029479.1|BCOP
OG0007707	LOC6504270|XP_032308860.1|DANA	LOC119081617|XP_037046562.1|BCOP
OG0007708	LOC6504918|XP_014759855.1|DANA	LOC119070332|XP_037030498.1|BCOP
OG0007709	LOC6502169|XP_001966092.1|DANA	LOC119069570|XP_037029545.1|BCOP
OG0007710	LOC6507964|XP_032311915.1|DANA	LOC119067621|XP_037026608.1|BCOP
OG0007711	LOC6504493|XP_001967006.1|DANA	LOC119076091|XP_037038641.1|BCOP
OG0007712	LOC6503742|XP_032308418.1|DANA	LOC119068621|XP_037028177.1|BCOP
OG0007713	LOC6504014|XP_032308445.1|DANA	LOC119070005|XP_037030156.1|BCOP
OG0007715	LOC6501853|XP_001966798.1|DANA	LOC119080283|XP_037044448.1|BCOP
OG0007716	LOC6503519|XP_001964222.1|DANA	LOC119070395|XP_037030609.1|BCOP
OG0007717	LOC6499392|XP_001954728.1|DANA	LOC119067538|XP_037026489.1|BCOP
OG0007718	LOC6503617|XP_001964060.1|DANA	LOC119077098|XP_037040150.1|BCOP
OG0007719	LOC6503969|XP_032308572.1|DANA	LOC119068645|XP_037028213.1|BCOP
OG0007720	LOC6503967|XP_032308385.1|DANA	LOC119068648|XP_037028218.1|BCOP
OG0007721	LOC6501922|XP_032308131.1|DANA	LOC119069643|XP_037029656.1|BCOP
OG0007722	LOC6501903|XP_001966697.3|DANA	LOC119069655|XP_037029669.1|BCOP
OG0007723	LOC6501925|XP_032308164.1|DANA	LOC119069572|XP_037029550.1|BCOP
OG0007724	LOC6507328|XP_001965355.3|DANA	LOC119067668|XP_037026669.1|BCOP
OG0007725	LOC6505235|XP_001965592.1|DANA	LOC119068859|XP_037028590.1|BCOP
OG0007726	LOC6503141|XP_001963511.1|DANA	LOC119067273|XP_037026047.1|BCOP
OG0007727	LOC6502256|XP_001966094.1|DANA	LOC119067335|XP_037026135.1|BCOP
OG0007729	LOC6502978|XP_001963481.1|DANA	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP
OG0007730	LOC6504749|XP_032309020.1|DANA	LOC119068093|XP_037027407.1|BCOP
OG0007731	LOC6507000|XP_014765028.1|DANA	LOC119080881|XP_037045358.1|BCOP
OG0007732	LOC6498766|XP_032308205.1|DANA	LOC119081740|XP_037046804.1|BCOP
OG0007733	LOC6504507|XP_001967041.1|DANA	LOC119069152|XP_037028952.1|BCOP
OG0007734	LOC6504402|XP_001967039.1|DANA	LOC119067213|XP_037025952.1|BCOP
OG0007735	LOC6503877|XP_001963761.1|DANA	LOC119068095|XP_037027413.1|BCOP
OG0007736	LOC6504833|XP_001966418.1|DANA	LOC119069184|XP_037029012.1|BCOP
OG0007737	LOC6501103|XP_001954553.1|DANA	LOC119079340|XP_037043061.1|BCOP
OG0007738	LOC6499771|XP_014766218.1|DANA	LOC119069482|XP_037029444.1|BCOP
OG0007739	LOC6504971|XP_001965714.2|DANA	LOC119085601|XP_037051919.1|BCOP
OG0007740	LOC6504926|XP_001966605.1|DANA	LOC119070341|XP_037030524.1|BCOP
OG0007741	LOC6502250|XP_032309340.1|DANA	LOC119069910|XP_037030011.1|BCOP
OG0007742	LOC6502391|XP_014759387.1|DANA	LOC119070344|XP_037030529.1|BCOP
OG0007743	LOC6505530|XP_032312382.1|DANA	LOC119068246|XP_037027672.1|BCOP
OG0007745	LOC6500884|XP_001954103.2|DANA	LOC119069933|XP_037030052.1|BCOP
OG0007746	LOC6505637|XP_001964557.1|DANA	LOC119067680|XP_037026688.1|BCOP
OG0007747	LOC6504995|XP_032307820.1|DANA	LOC119070077|XP_037030273.1|BCOP
OG0007748	LOC116655118|XP_032308236.1|DANA, LOC6498768|XP_032308235.1|DANA	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP
OG0007749	LOC6504648|XP_001966475.1|DANA	LOC119069838|XP_037029900.1|BCOP
OG0007750	LOC6505949|XP_001964665.1|DANA	LOC119085968|XP_037052425.1|BCOP
OG0007751	LOC6497696|XP_001961548.1|DANA	LOC119069217|XP_037029089.1|BCOP
OG0007752	LOC6503958|XP_001963919.1|DANA	LOC119077701|XP_037040869.1|BCOP
OG0007753	LOC6501838|XP_001966826.1|DANA	LOC119067613|XP_037026602.1|BCOP
OG0007754	LOC6506120|XP_001958508.1|DANA	LOC119070133|XP_037030352.1|BCOP
OG0007755	LOC6505161|XP_001965460.3|DANA	LOC119080613|XP_037044911.1|BCOP
OG0007756	LOC6502123|XP_032309402.1|DANA	LOC119068054|XP_037027344.1|BCOP
OG0007757	LOC6503598|XP_001964084.2|DANA	LOC119078897|XP_037042524.1|BCOP
OG0007758	LOC6506318|XP_001965152.1|DANA	LOC119068279|XP_037027705.1|BCOP
OG0007759	LOC6498979|XP_001955570.2|DANA	LOC119068280|XP_037027707.1|BCOP
OG0007760	LOC6504917|XP_001966587.1|DANA	LOC119069919|XP_037030035.1|BCOP
OG0007761	LOC6505157|XP_001965455.1|DANA	LOC119068142|XP_037027498.1|BCOP
OG0007762	LOC6505101|XP_001965456.2|DANA	LOC119068145|XP_037027508.1|BCOP
OG0007763	LOC6497694|XP_001961552.2|DANA	LOC119071309|XP_037032082.1|BCOP
OG0007764	LOC6503680|XP_014761024.1|DANA	LOC119082115|XP_037047388.1|BCOP
OG0007765	LOC6503979|XP_032308612.1|DANA	LOC119067679|XP_037026687.1|BCOP
OG0007766	LOC6500172|XP_014766410.1|DANA	LOC119069847|XP_037029912.1|BCOP
OG0007768	LOC6504582|XP_001966585.1|DANA	LOC119067126|XP_037025795.1|BCOP
OG0007769	LOC6494135|XP_001965971.2|DANA	LOC119067348|XP_037026154.1|BCOP
OG0007770	LOC6497945|XP_001961773.1|DANA	LOC119069586|XP_037029571.1|BCOP
OG0007771	LOC6497812|XP_001961497.2|DANA	LOC119067267|XP_037026040.1|BCOP
OG0007772	LOC6502207|XP_001966033.1|DANA	LOC119069501|XP_037029468.1|BCOP
OG0007773	LOC116656051|XP_032311222.1|DANA, LOC6497116|XP_001962726.3|DANA	LOC119066237|XP_037024449.1|BCOP, LOC119070827|XP_037031224.1|BCOP
OG0007774	LOC6493521|XP_001957917.2|DANA	LOC119068831|XP_037028496.1|BCOP
OG0007775	LOC6498788|XP_001967257.1|DANA	LOC119070255|XP_037030418.1|BCOP
OG0007776	LOC6505173|XP_014760308.1|DANA	LOC119082322|XP_037047720.1|BCOP
OG0007777	LOC6505257|XP_001965639.1|DANA	LOC119070253|XP_037030416.1|BCOP
OG0007778	LOC6502957|XP_001963516.1|DANA	LOC119085583|XP_037051896.1|BCOP
OG0007779	LOC6507023|XP_001956804.1|DANA	LOC119068861|XP_037028592.1|BCOP
OG0007780	LOC6505140|XP_001965427.1|DANA	LOC119083624|XP_037049254.1|BCOP
OG0007781	LOC6502297|XP_014760003.1|DANA	LOC119069875|XP_037029945.1|BCOP
OG0007782	LOC6504176|XP_001964325.1|DANA	LOC119075779|XP_037038234.1|BCOP
OG0007783	LOC6503095|XP_001963414.1|DANA	LOC119078608|XP_037042097.1|BCOP
OG0007784	LOC6500987|XP_001954305.1|DANA	LOC119085053|XP_037051164.1|BCOP
OG0007785	LOC6502212|XP_001966021.1|DANA	LOC119068756|XP_037028387.1|BCOP
OG0007786	LOC6497693|XP_032307445.1|DANA	LOC119066224|XP_037024442.1|BCOP
OG0007787	LOC6499013|XP_032312132.1|DANA	LOC119084486|XP_037050383.1|BCOP
OG0007789	LOC6499796|XP_032306612.1|DANA	LOC119085137|XP_037051305.1|BCOP
OG0007790	LOC6499073|XP_001955364.3|DANA	LOC119067874|XP_037027035.1|BCOP
OG0007791	LOC6499074|XP_032310798.1|DANA	LOC119081421|XP_037046224.1|BCOP, LOC119067885|XP_037027061.1|BCOP
OG0007792	LOC6503152|XP_001963529.1|DANA	LOC119069533|XP_037029504.1|BCOP
OG0007793	LOC6500328|XP_032305327.1|DANA	LOC119068479|XP_037027985.1|BCOP
OG0007794	LOC6503196|XP_001963623.1|DANA	LOC119067042|XP_037025681.1|BCOP
OG0007795	LOC6503560|XP_001964158.1|DANA	LOC119070611|XP_037030935.1|BCOP
OG0007796	LOC6499880|XP_001953712.1|DANA	LOC119081576|XP_037046509.1|BCOP
OG0007797	LOC6498989|XP_014765867.1|DANA	LOC119068358|XP_037027821.1|BCOP
OG0007798	LOC6498990|XP_001955551.1|DANA	LOC119068355|XP_037027818.1|BCOP
OG0007799	LOC6501620|XP_001955619.1|DANA	LOC119068490|XP_037027997.1|BCOP
OG0007801	LOC6502659|XP_001953686.2|DANA	LOC119066779|XP_037025333.1|BCOP
OG0007802	LOC6499998|XP_001953436.1|DANA	LOC119068427|XP_037027890.1|BCOP
OG0007803	LOC6499911|XP_001953649.2|DANA	LOC119068511|XP_037028011.1|BCOP
OG0007804	LOC6505056|XP_032308010.1|DANA	LOC119068766|XP_037028408.1|BCOP
OG0007805	LOC6505205|XP_001965546.1|DANA	LOC119068758|XP_037028390.1|BCOP
OG0007806	LOC6505055|XP_001965547.1|DANA	LOC119068762|XP_037028393.1|BCOP
OG0007808	LOC6499889|XP_001953694.1|DANA	LOC119069960|XP_037030087.1|BCOP
OG0007809	LOC6502948|XP_001963538.1|DANA	LOC119067570|XP_037026549.1|BCOP
OG0007810	LOC6505810|XP_001965029.1|DANA	LOC119070116|XP_037030324.1|BCOP
OG0007811	LOC6500248|XP_032312148.1|DANA	LOC119070357|XP_037030545.1|BCOP
OG0007812	LOC6501938|XP_001966727.1|DANA	LOC119078776|XP_037042381.1|BCOP
OG0007813	LOC6501451|XP_001955285.1|DANA	LOC119068055|XP_037027345.1|BCOP
OG0007814	LOC6503794|XP_001963733.1|DANA	LOC119068777|XP_037028432.1|BCOP
OG0007815	LOC6501874|XP_001966758.1|DANA	LOC119069315|XP_037029262.1|BCOP
OG0007817	LOC6501415|XP_001955203.1|DANA	LOC119076246|XP_037038804.1|BCOP
OG0007818	LOC6498905|XP_001955703.2|DANA	LOC119068663|XP_037028239.1|BCOP
OG0007819	LOC6502927|XP_001963573.1|DANA	LOC119068784|XP_037028439.1|BCOP
OG0007820	LOC6500566|XP_014766627.1|DANA	LOC119069216|XP_037029087.1|BCOP
OG0007823	LOC6498994|XP_001955545.1|DANA	LOC119069178|XP_037029000.1|BCOP
OG0007825	LOC6500866|XP_001954066.1|DANA	LOC119069308|XP_037029254.1|BCOP
OG0007826	LOC6501355|XP_001955058.1|DANA	LOC119070377|XP_037030587.1|BCOP
OG0007827	LOC6504569|XP_001966615.1|DANA	LOC119074698|XP_037036879.1|BCOP
OG0007828	LOC6493318|XP_001957514.1|DANA	LOC119073805|XP_037035462.1|BCOP
OG0007829	LOC6499603|XP_001954315.1|DANA	LOC119069130|XP_037028928.1|BCOP
OG0007830	LOC6500892|XP_001954118.1|DANA	LOC119069036|XP_037028800.1|BCOP
OG0007831	LOC6504907|XP_001966569.2|DANA	LOC119079591|XP_037043480.1|BCOP
OG0007832	LOC6502246|XP_001967143.2|DANA	LOC119069259|XP_037029208.1|BCOP
OG0007833	LOC6504889|XP_014759846.1|DANA	LOC119068099|XP_037027418.1|BCOP
OG0007834	LOC6500664|XP_001953678.1|DANA	LOC119069819|XP_037029877.1|BCOP
OG0007837	LOC6501395|XP_001955159.1|DANA	LOC119068818|XP_037028487.1|BCOP
OG0007839	LOC6501955|XP_001966759.1|DANA	LOC119068595|XP_037028144.1|BCOP
OG0007840	LOC6499014|XP_001955511.1|DANA	LOC119069244|XP_037029192.1|BCOP
OG0007842	LOC6501184|XP_014766916.1|DANA	LOC119070437|XP_037030676.1|BCOP
OG0007843	LOC6499400|XP_001954713.2|DANA	LOC119070438|XP_037030683.1|BCOP
OG0007844	LOC6495621|XP_001959239.1|DANA	LOC119068546|XP_037028069.1|BCOP
OG0007846	LOC6504048|XP_001964081.1|DANA	LOC119083478|XP_037049094.1|BCOP
OG0007847	LOC6499117|XP_001955266.1|DANA	LOC119067223|XP_037025964.1|BCOP
OG0007848	LOC6498903|XP_001955705.1|DANA	LOC119076743|XP_037039583.1|BCOP
OG0007849	LOC6505680|XP_001964468.1|DANA	LOC119070356|XP_037030544.1|BCOP
OG0007850	LOC6505840|XP_001964467.3|DANA	LOC119067876|XP_037027040.1|BCOP
OG0007851	LOC26515123|XP_014760936.1|DANA	LOC119067932|XP_037027141.1|BCOP
OG0007852	LOC6499839|XP_001953802.1|DANA	LOC119070489|XP_037030738.1|BCOP
OG0007853	LOC6499227|XP_001955067.3|DANA	LOC119068429|XP_037027892.1|BCOP
OG0007854	LOC6501655|XP_014767151.1|DANA	LOC119082558|XP_037047979.1|BCOP
