Orthogroup	DANA.longest_only	DVIR.longest_only
OG0009259	LOC6505105|XP_001965447.3|DANA	LOC6632112|XP_002055021.1|DVIR
OG0009260	LOC6504819|XP_001966396.1|DANA	LOC6631859|XP_002055203.1|DVIR
OG0009261	LOC6503173|XP_032311813.1|DANA	LOC6634828|XP_002058217.2|DVIR
OG0009262	LOC6503713|XP_001963878.1|DANA	LOC6634771|XP_002058197.3|DVIR
OG0009263	LOC6498755|XP_001967268.1|DANA	LOC6635608|XP_002058951.1|DVIR
OG0009264	LOC6498747|XP_032308166.1|DANA	LOC6631972|XP_032295606.1|DVIR
OG0009265	LOC6498800|XP_001967284.1|DANA	LOC6631916|XP_002055597.1|DVIR
OG0009266	LOC6498454|XP_001962858.1|DANA	LOC6628517|XP_032294083.1|DVIR
OG0009267	LOC6497319|XP_014761642.1|DANA	LOC6628178|XP_002051448.2|DVIR
OG0009268	LOC6494336|XP_001960507.1|DANA	LOC6626748|XP_002049311.3|DVIR
OG0009269	LOC6505796|XP_014760794.1|DANA	LOC6630285|XP_002054896.1|DVIR
OG0009270	LOC6502525|XP_001959944.2|DANA	LOC6625854|XP_002050110.2|DVIR
OG0009271	LOC6505223|XP_032307812.1|DANA	LOC6632109|XP_002055632.2|DVIR
OG0009272	LOC6493226|XP_001957302.1|DANA	LOC6624687|XP_002048096.2|DVIR
OG0009273	LOC6497492|XP_001961973.2|DANA	LOC6628266|XP_002052546.1|DVIR
OG0009274	LOC6506903|XP_032309741.1|DANA	LOC6624200|XP_015031206.1|DVIR
OG0009275	LOC26515525|XP_014761234.2|DANA	LOC6631512|XP_032295874.1|DVIR
OG0009276	LOC6494736|XP_001959758.1|DANA	LOC6636467|XP_002059916.1|DVIR
OG0009277	LOC6504806|XP_001966377.2|DANA	LOC6636938|XP_002060394.2|DVIR
OG0009278	LOC6503703|XP_014761041.1|DANA	LOC6631761|XP_032295761.1|DVIR
OG0009279	LOC6497300|XP_001962365.2|DANA	LOC6627651|XP_002052502.1|DVIR
OG0009280	LOC6504941|XP_032309300.1|DANA	LOC6631719|XP_015026487.1|DVIR
OG0009281	LOC6503518|XP_001964224.1|DANA	LOC6636120|XP_002059621.1|DVIR
OG0009282	LOC6503447|XP_001965316.1|DANA	LOC6628721|XP_002051894.1|DVIR
OG0009283	LOC6496956|XP_014761452.1|DANA	LOC6636632|XP_015023807.1|DVIR
OG0009284	LOC6506284|XP_001958198.1|DANA	LOC6622875|XP_002048025.1|DVIR
OG0009286	LOC6493784|XP_001958425.1|DANA	LOC6623396|XP_002046144.1|DVIR
OG0009287	LOC6506195|XP_001958366.1|DANA	LOC6623892|XP_002046854.1|DVIR
OG0009288	LOC6504737|XP_001966295.1|DANA	LOC6636179|XP_002059565.2|DVIR
OG0009289	LOC6506040|XP_014759725.2|DANA	LOC6636215|XP_002059716.2|DVIR
OG0009290	LOC6495275|XP_001958723.1|DANA	LOC6636488|XP_002059850.1|DVIR
OG0009291	LOC6506049|XP_001966636.2|DANA	LOC6636216|XP_002059717.1|DVIR
OG0009292	LOC6503666|XP_001963968.1|DANA	LOC6632034|XP_002055500.1|DVIR
OG0009293	LOC6503669|XP_032308574.1|DANA	LOC6631891|XP_002055492.1|DVIR
OG0009294	LOC6507949|XP_014763744.1|DANA	LOC6625498|XP_032293047.1|DVIR
OG0009295	LOC6504593|XP_032309295.1|DANA	LOC6633811|XP_032296595.1|DVIR
OG0009296	LOC6501005|XP_001954346.2|DANA	LOC6630862|XP_002053464.1|DVIR
OG0009297	LOC6499584|XP_001954344.2|DANA	LOC6630864|XP_032292435.1|DVIR
OG0009298	LOC6500512|XP_001953370.2|DANA	LOC6632362|XP_015026207.1|DVIR
OG0009299	LOC6500127|XP_001953170.1|DANA	LOC6632554|XP_002056537.2|DVIR
OG0009300	LOC6500415|XP_014766550.1|DANA	LOC6632555|XP_002056538.3|DVIR
OG0009301	LOC6500055|XP_032305720.1|DANA	LOC6632748|XP_002056471.2|DVIR
OG0009302	LOC6505731|XP_001964367.1|DANA	LOC6632497|XP_002056450.1|DVIR
OG0009303	LOC6500596|XP_001953536.1|DANA	LOC6629457|XP_002054704.1|DVIR
OG0009304	LOC6500130|XP_001953165.1|DANA	LOC6632522|XP_032289664.1|DVIR
OG0009305	LOC6501267|XP_001954886.1|DANA	LOC6629509|XP_032292947.1|DVIR
OG0009306	LOC6503000|XP_001963435.1|DANA	LOC6634453|XP_002058172.2|DVIR
OG0009307	LOC6499520|XP_001954448.3|DANA	LOC6630659|XP_002053438.1|DVIR
OG0009308	LOC6499450|XP_001954616.1|DANA	LOC116651784|XP_032294687.1|DVIR, LOC6630049|XP_002054717.1|DVIR
OG0009309	LOC6499309|XP_001954896.1|DANA	LOC6633142|XP_002056381.1|DVIR
OG0009310	LOC6499546|XP_001954404.1|DANA	LOC6629611|XP_002053584.1|DVIR
OG0009311	LOC6501149|XP_032305539.1|DANA	LOC6632290|XP_002056732.2|DVIR
OG0009312	LOC6499315|XP_001954884.3|DANA	LOC6629505|XP_002053167.1|DVIR
OG0009313	LOC6499320|XP_014766009.1|DANA	LOC6631228|XP_015027245.1|DVIR
OG0009314	LOC6494741|XP_014760095.1|DANA	LOC6631296|XP_002053368.1|DVIR
OG0009315	LOC6501199|XP_001954751.1|DANA	LOC6632682|XP_002056653.1|DVIR
OG0009316	LOC6500962|XP_001954252.1|DANA	LOC6629260|XP_002054677.1|DVIR
OG0009317	LOC6499087|XP_001955331.3|DANA	LOC6629790|XP_032295298.1|DVIR
OG0009318	LOC6505714|XP_001964405.2|DANA	LOC6629904|XP_002053402.3|DVIR
OG0009319	LOC6501321|XP_001954986.1|DANA	LOC6631071|XP_002053216.1|DVIR
OG0009320	LOC6501001|XP_001954332.1|DANA	LOC6630437|XP_002053478.1|DVIR
OG0009321	LOC6499589|XP_001954339.1|DANA	LOC6630869|XP_002053471.1|DVIR
OG0009322	LOC6500611|XP_001953561.1|DANA	LOC6629804|XP_002054878.1|DVIR
OG0009323	LOC6501140|XP_001954623.1|DANA	LOC6630818|XP_002054725.1|DVIR
OG0009324	LOC6501228|XP_001954803.1|DANA	LOC6633145|XP_002056596.1|DVIR
OG0009325	LOC6499864|XP_014766261.1|DANA	LOC6633106|XP_032288806.1|DVIR
OG0009326	LOC6500261|XP_001952917.2|DANA	LOC6630356|XP_002054036.1|DVIR
OG0009327	LOC6499009|XP_001955522.1|DANA	LOC6635225|XP_002058413.1|DVIR
OG0009328	LOC6501576|XP_001955506.1|DANA	LOC6633023|XP_015025924.1|DVIR
OG0009329	LOC6501504|XP_032310917.1|DANA	LOC6630530|XP_032294648.1|DVIR, LOC116651898|XP_032295198.1|DVIR
OG0009330	LOC6500927|XP_001954184.1|DANA	LOC6635003|XP_002058516.1|DVIR
OG0009331	LOC6505661|XP_001964508.1|DANA	LOC6635106|XP_002058666.1|DVIR
OG0009332	LOC6499719|XP_001954069.1|DANA	LOC6632370|XP_002056200.1|DVIR
OG0009333	LOC6500814|XP_001953972.2|DANA	LOC6630949|XP_002053939.1|DVIR
OG0009334	LOC116654566|XP_032305721.1|DANA, LOC6505952|XP_001964668.2|DANA	LOC6630194|XP_032296223.1|DVIR
OG0009335	LOC6501122|XP_001954593.1|DANA	LOC6629886|XP_002054546.2|DVIR
OG0009336	LOC6499982|XP_001953493.1|DANA	LOC6631058|XP_002054224.1|DVIR
OG0009337	LOC6502145|XP_001966125.3|DANA	LOC6633832|XP_015025654.1|DVIR
OG0009338	LOC26513701|XP_014767199.1|DANA	LOC6634994|XP_002058496.1|DVIR
OG0009339	LOC6502669|XP_032305749.1|DANA	LOC6634989|XP_002058491.1|DVIR, LOC116651893|XP_032295159.1|DVIR
OG0009340	LOC6500165|XP_001953101.1|DANA	LOC6632245|XP_002056074.1|DVIR
OG0009341	LOC6505857|XP_001964493.1|DANA	LOC6630089|XP_002054256.1|DVIR
OG0009342	LOC6500661|XP_001953672.1|DANA	LOC6635078|XP_002058724.1|DVIR
OG0009343	LOC6499900|XP_014766272.1|DANA	LOC6635077|XP_002058723.1|DVIR
OG0009344	LOC6500825|XP_001953985.1|DANA	LOC6634964|XP_032294969.1|DVIR
OG0009345	LOC6501472|XP_001955322.1|DANA	LOC6632305|XP_002055994.1|DVIR
OG0009346	LOC6501481|XP_001955341.2|DANA	LOC6629783|XP_002054745.2|DVIR
OG0009347	LOC6499245|XP_001955034.1|DANA	LOC6635042|XP_032295107.1|DVIR
OG0009348	LOC6500858|XP_001954048.1|DANA	LOC6630917|XP_032292103.1|DVIR
OG0009349	LOC6500711|XP_014766687.1|DANA, LOC6500712|XP_032305542.1|DANA	LOC6636381|XP_002059910.2|DVIR
OG0009350	LOC6505955|XP_001964680.2|DANA	LOC6629486|XP_002054081.2|DVIR
OG0009351	LOC6505959|XP_001964684.2|DANA	LOC6629438|XP_002054073.1|DVIR
OG0009352	LOC6499166|XP_001955173.1|DANA	LOC116649752|XP_032294993.1|DVIR
OG0009353	LOC6501219|XP_001954785.1|DANA	LOC6630074|XP_032295265.1|DVIR
OG0009354	LOC6496919|XP_001963142.1|DANA	LOC6627976|XP_002051782.1|DVIR
OG0009355	LOC6498469|XP_001962888.2|DANA	LOC6635748|XP_002059219.2|DVIR
OG0009356	LOC6497003|XP_001962945.1|DANA	LOC6628000|XP_032293941.1|DVIR
OG0009357	LOC26513663|XP_014762256.1|DANA	LOC26530901|XP_015028874.1|DVIR
OG0009358	LOC6497482|XP_032307669.1|DANA	LOC6627952|XP_002052528.1|DVIR
OG0009359	LOC6498058|XP_001961988.1|DANA	LOC6627953|XP_002052529.1|DVIR
OG0009360	LOC6497462|XP_001962029.1|DANA	LOC6627764|XP_002052653.1|DVIR
OG0009361	LOC6497461|XP_001962030.1|DANA	LOC6627763|XP_002052652.1|DVIR
OG0009362	LOC6497460|XP_001962031.1|DANA	LOC6627762|XP_002052651.2|DVIR
OG0009363	LOC6504211|XP_001965148.2|DANA	LOC6629218|XP_002051938.1|DVIR
OG0009364	LOC6497229|XP_001962519.1|DANA	LOC6627353|XP_002051964.1|DVIR
OG0009365	LOC6504228|XP_014760418.1|DANA	LOC6635708|XP_032293946.1|DVIR
OG0009366	LOC6498152|XP_001962188.1|DANA	LOC6627519|XP_002051628.1|DVIR
OG0009367	LOC6497018|XP_001962921.1|DANA	LOC6627898|XP_002051812.1|DVIR
OG0009368	LOC26514683|XP_014760654.1|DANA	LOC26531185|XP_015028896.1|DVIR
OG0009369	LOC6504426|XP_001964957.1|DANA	LOC6628715|XP_002051888.1|DVIR
OG0009370	LOC6503697|XP_001965270.2|DANA	LOC26530474|XP_015028816.1|DVIR
OG0009371	LOC6503686|XP_001965271.1|DANA	LOC6628538|XP_002052061.2|DVIR
OG0009372	LOC6507565|XP_001965396.1|DANA	LOC6628557|XP_002051954.1|DVIR
OG0009373	LOC6497630|XP_001961674.1|DANA	LOC116651555|XP_032294041.1|DVIR, LOC6628525|XP_002052721.1|DVIR
OG0009374	LOC6497595|XP_001961741.2|DANA	LOC6629041|XP_002052187.2|DVIR
OG0009376	LOC6497224|XP_001962525.2|DANA	LOC6628142|XP_002052429.1|DVIR
OG0009377	LOC6497776|XP_001961417.1|DANA	LOC6633900|XP_002057593.2|DVIR
OG0009378	LOC6505430|XP_001964895.2|DANA	LOC6634035|XP_002057772.1|DVIR
OG0009379	LOC6498385|XP_001962689.1|DANA	LOC6628070|XP_002051435.2|DVIR
OG0009380	LOC6502407|XP_001963053.3|DANA	LOC6628161|XP_002052416.1|DVIR
OG0009381	LOC6497129|XP_001962695.1|DANA	LOC6628592|XP_002051485.1|DVIR
OG0009382	LOC6497770|XP_001961408.2|DANA	LOC6627737|XP_002051121.1|DVIR
OG0009383	LOC6497342|XP_001962285.1|DANA	LOC6628706|XP_002051324.1|DVIR
OG0009384	LOC6497106|XP_001962742.1|DANA	LOC6634089|XP_002057509.1|DVIR
OG0009385	LOC6498410|XP_032311136.1|DANA	LOC6634049|XP_002057502.1|DVIR
OG0009386	LOC6498422|XP_001962772.1|DANA	LOC6633967|XP_002057475.2|DVIR
OG0009387	LOC6496574|XP_001961184.2|DANA	LOC6627029|XP_002050944.1|DVIR
OG0009388	LOC6496577|XP_001961190.1|DANA	LOC6627165|XP_002050950.1|DVIR
OG0009389	LOC6495897|XP_001959808.2|DANA	LOC6626900|XP_002050822.1|DVIR, LOC6626960|XP_032292324.1|DVIR
OG0009390	LOC6495588|XP_032305927.1|DANA	LOC6635900|XP_002059425.2|DVIR
OG0009391	LOC6503292|XP_001967568.1|DANA	LOC6628888|XP_002052089.2|DVIR
OG0009392	LOC6495530|XP_001959045.1|DANA	LOC6636352|XP_002059951.1|DVIR
OG0009393	LOC6498874|XP_032312220.1|DANA	LOC6626110|XP_002050023.1|DVIR
OG0009394	LOC6495980|XP_001959967.1|DANA	LOC6626942|XP_032292172.1|DVIR
OG0009395	LOC6496371|XP_001960780.1|DANA	LOC6626182|XP_002050246.1|DVIR
OG0009396	LOC6495261|XP_001958740.1|DANA	LOC6636384|XP_002059800.1|DVIR
OG0009397	LOC6494968|XP_001959311.2|DANA	LOC6625682|XP_002050315.1|DVIR
OG0009398	LOC6495981|XP_001959975.2|DANA	LOC26531449|XP_015030334.1|DVIR
OG0009399	LOC6502544|XP_001958695.2|DANA	LOC6635931|XP_002059370.3|DVIR
OG0009400	LOC6495078|XP_001959113.1|DANA	LOC6627279|XP_002048698.1|DVIR
OG0009401	LOC6497055|XP_001962841.1|DANA	LOC6627754|XP_002051127.1|DVIR
OG0009402	LOC6499326|XP_001954863.1|DANA	LOC116650350|XP_032289689.1|DVIR, LOC6632767|XP_002056372.1|DVIR
OG0009403	LOC6494138|XP_001960888.1|DANA	LOC6627213|XP_002050210.1|DVIR
OG0009404	LOC6494618|XP_001960002.1|DANA	LOC6635801|XP_002059389.3|DVIR
OG0009405	LOC6495564|XP_001959111.1|DANA	LOC6627173|XP_002048696.1|DVIR
OG0009406	LOC6495922|XP_001959861.2|DANA	LOC6636480|XP_032291667.1|DVIR, LOC116650648|XP_032290810.1|DVIR
OG0009407	LOC6494684|XP_001959862.1|DANA	LOC6635989|XP_032291555.1|DVIR
OG0009408	LOC6494387|XP_001960420.2|DANA	LOC6626601|XP_002050635.2|DVIR
OG0009409	LOC6494926|XP_001959403.2|DANA	LOC6626710|XP_032292279.1|DVIR
OG0009410	LOC6495382|XP_001958713.1|DANA	LOC6636478|XP_032291651.1|DVIR, LOC116650573|XP_032290490.1|DVIR
OG0009411	LOC6494859|XP_014763015.1|DANA	LOC6625972|XP_032292550.1|DVIR
OG0009412	LOC6494009|XP_014762536.1|DANA	LOC6625339|XP_015029192.1|DVIR
OG0009413	LOC6495538|XP_001959053.1|DANA	LOC6636396|XP_002059965.1|DVIR
OG0009414	LOC6495104|XP_001959057.1|DANA	LOC6636400|XP_002059969.1|DVIR
OG0009415	LOC6495091|XP_032307160.1|DANA	LOC6625456|XP_002048886.1|DVIR
OG0009416	LOC6496420|XP_001960877.1|DANA	LOC6624908|XP_002050221.1|DVIR
OG0009417	LOC116654711|XP_032306602.1|DANA	LOC116650960|XP_032292168.1|DVIR
OG0009418	LOC6496418|XP_001960875.1|DANA	LOC6624943|XP_002050223.1|DVIR
OG0009419	LOC6496416|XP_001960873.2|DANA	LOC6624945|XP_002050225.2|DVIR
OG0009420	LOC6496415|XP_014763820.1|DANA	LOC6624946|XP_015029262.1|DVIR
OG0009421	LOC6494303|XP_001960568.1|DANA	LOC6625120|XP_002049500.1|DVIR
OG0009422	LOC6494013|XP_032306621.1|DANA	LOC6624964|XP_002049325.2|DVIR
OG0009423	LOC26514374|XP_014764003.1|DANA	LOC26530479|XP_015030207.1|DVIR
OG0009424	LOC6494495|XP_001960223.1|DANA	LOC6626482|XP_002049076.1|DVIR
OG0009425	LOC6493915|XP_001961332.1|DANA	LOC6626848|XP_002049195.1|DVIR
OG0009426	LOC6494027|XP_001961123.1|DANA	LOC6625095|XP_002049546.1|DVIR
OG0009427	LOC6496596|XP_001961220.1|DANA	LOC6626913|XP_032292681.1|DVIR
OG0009428	LOC6496020|XP_001960055.1|DANA	LOC6626399|XP_002049136.1|DVIR
OG0009429	LOC6495517|XP_001959019.1|DANA	LOC6626053|XP_002049609.1|DVIR
OG0009430	LOC6494296|XP_001960582.1|DANA	LOC6626494|XP_002049319.1|DVIR
OG0009431	LOC6495303|XP_001958664.1|DANA	LOC116651106|XP_032292835.1|DVIR, LOC6626798|XP_032289568.1|DVIR
OG0009432	LOC6494257|XP_001960655.1|DANA	LOC6624997|XP_002049454.1|DVIR
OG0009433	LOC6494749|XP_001959741.1|DANA	LOC6626266|XP_002050908.2|DVIR
OG0009434	LOC6494751|XP_001959736.1|DANA	LOC6626415|XP_002050913.1|DVIR
OG0009435	LOC6495864|XP_014763520.1|DANA	LOC6626414|XP_002050912.1|DVIR
OG0009436	LOC6496538|XP_032307012.1|DANA	LOC6635330|XP_002058879.1|DVIR
OG0009437	LOC6495333|XP_014763264.1|DANA	LOC6625114|XP_002049288.1|DVIR
OG0009438	LOC6495448|XP_032306754.1|DANA	LOC6627288|XP_032292909.1|DVIR
OG0009439	LOC6495452|XP_001958874.1|DANA	LOC6627013|XP_002049623.1|DVIR
OG0009440	LOC6495719|XP_001959434.1|DANA	LOC6625228|XP_002049965.1|DVIR
OG0009441	LOC6502142|XP_032309349.1|DANA	LOC26531844|XP_032296527.1|DVIR
OG0009442	LOC6504915|XP_001966584.1|DANA	LOC6631772|XP_032296014.1|DVIR
OG0009443	LOC6495902|XP_001959822.2|DANA	LOC6627055|XP_002050836.1|DVIR
OG0009444	LOC6504401|XP_032308098.1|DANA	LOC6631987|XP_015026703.1|DVIR
OG0009445	LOC6504267|XP_001967376.2|DANA	LOC6636724|XP_002060119.2|DVIR
OG0009446	LOC6503041|XP_032308930.1|DANA	LOC6634804|XP_032289255.1|DVIR
OG0009448	LOC6504413|XP_001967023.1|DANA	LOC6632104|XP_002055627.2|DVIR
OG0009449	LOC6501859|XP_001966787.2|DANA	LOC6631408|XP_002055417.1|DVIR
OG0009450	LOC6505120|XP_032307927.1|DANA	LOC6635439|XP_002058918.3|DVIR
OG0009451	LOC6497128|XP_001962699.1|DANA	LOC6628587|XP_002051480.2|DVIR
OG0009452	LOC6503776|XP_001963766.1|DANA	LOC6631822|XP_002055194.3|DVIR
OG0009453	LOC6501628|XP_001955639.1|DANA	LOC6629532|XP_002053966.2|DVIR
OG0009454	LOC6506279|XP_001958209.1|DANA	LOC6622924|XP_032290190.1|DVIR
OG0009455	LOC6502116|XP_001966178.1|DANA	LOC6636163|XP_015024181.1|DVIR
OG0009456	LOC6503017|XP_001963396.1|DANA	LOC6633659|XP_002056853.1|DVIR
OG0009457	LOC6503470|XP_001964320.1|DANA	LOC6633773|XP_002057305.1|DVIR
OG0009458	LOC6503789|XP_014761081.1|DANA	LOC6631542|XP_002054963.3|DVIR
OG0009459	LOC6492954|XP_032309821.1|DANA	LOC6623140|XP_032291401.1|DVIR
OG0009460	LOC6493000|XP_032310159.1|DANA	LOC6636569|XP_032291516.1|DVIR
OG0009461	LOC6493004|XP_032310685.1|DANA	LOC6636565|XP_032291517.1|DVIR
OG0009462	LOC6507396|XP_001956096.1|DANA	LOC6622869|XP_002046488.1|DVIR
OG0009463	LOC6506560|XP_001957640.1|DANA	LOC6622584|XP_002047012.1|DVIR
OG0009464	LOC6506958|XP_001956923.1|DANA	LOC6623157|XP_002046724.1|DVIR
OG0009465	LOC6506947|XP_001956936.3|DANA	LOC6622795|XP_002046710.2|DVIR
OG0009466	LOC6493523|XP_001957924.3|DANA	LOC6622475|XP_002048194.1|DVIR
OG0009467	LOC6507365|XP_001956160.1|DANA	LOC6623273|XP_002046094.1|DVIR
OG0009468	LOC6506876|XP_001957080.1|DANA	LOC6623239|XP_002046618.1|DVIR
OG0009469	LOC6493539|XP_001957960.1|DANA	LOC6624542|XP_002046530.1|DVIR
OG0009470	LOC6493770|XP_001958405.2|DANA	LOC6623546|XP_002047313.1|DVIR
OG0009471	LOC6498577|XP_001963102.1|DANA	LOC6634069|XP_002057871.2|DVIR
OG0009472	LOC6507549|XP_001955897.1|DANA	LOC6636816|XP_002060298.1|DVIR
OG0009473	LOC6493153|XP_001957159.1|DANA	LOC6624507|XP_002047177.1|DVIR
OG0009474	LOC6492945|XP_001956712.1|DANA	LOC6622745|XP_002047054.1|DVIR
OG0009475	LOC6506990|XP_001956869.1|DANA	LOC26531203|XP_015031710.1|DVIR
OG0009476	LOC26514698|XP_014765655.1|DANA	LOC26531100|XP_015031693.1|DVIR
OG0009477	LOC6506815|XP_001957185.1|DANA	LOC6623599|XP_002046220.1|DVIR
OG0009478	LOC6493181|XP_001957214.1|DANA	LOC6623707|XP_002046192.1|DVIR
OG0009479	LOC6497387|XP_001962187.2|DANA	LOC6627118|XP_002048961.2|DVIR
OG0009480	LOC6493497|XP_014764406.1|DANA	LOC6623373|XP_002048312.3|DVIR
OG0009481	LOC6507344|XP_001956205.1|DANA	LOC6636549|XP_015023820.1|DVIR
OG0009482	LOC6493658|XP_014764486.1|DANA	LOC6623067|XP_032291370.1|DVIR
OG0009483	LOC6493660|XP_001958175.1|DANA	LOC6622141|XP_002047575.1|DVIR
OG0009484	LOC6501271|XP_001954894.1|DANA	LOC6633140|XP_002056379.1|DVIR
OG0009485	LOC6492939|XP_001956691.1|DANA	LOC6622734|XP_002047032.1|DVIR
OG0009486	LOC6507088|XP_001956692.1|DANA	LOC6622081|XP_002047033.1|DVIR
OG0009487	LOC6507836|XP_001956447.1|DANA	LOC6622951|XP_002048043.1|DVIR
OG0009488	LOC6507255|XP_001956377.1|DANA	LOC6622659|XP_002047996.1|DVIR
OG0009489	LOC6507862|XP_001956485.1|DANA	LOC6624482|XP_002048407.1|DVIR
OG0009490	LOC6496548|XP_032307105.1|DANA	LOC6625093|XP_002049544.1|DVIR
OG0009491	LOC6506365|XP_001958019.1|DANA	LOC6624477|XP_002047621.1|DVIR
OG0009492	LOC6493854|XP_001958564.1|DANA	LOC6622340|XP_032290607.1|DVIR
OG0009493	LOC6493846|XP_032310035.1|DANA	LOC6622441|XP_032290319.1|DVIR
OG0009494	LOC6493845|XP_001958545.2|DANA	LOC6622467|XP_002047945.1|DVIR
OG0009495	LOC6506762|XP_001957285.2|DANA	LOC6624516|XP_032290368.1|DVIR
OG0009496	LOC6507277|XP_001956342.1|DANA	LOC6623400|XP_032289959.1|DVIR
OG0009497	LOC6501545|XP_001955454.1|DANA	LOC6630163|XP_002054783.1|DVIR
OG0009498	LOC6493228|XP_032309935.1|DANA	LOC6624628|XP_002048090.1|DVIR
OG0009499	LOC6506757|XP_032309623.1|DANA	LOC6624615|XP_002048100.2|DVIR
OG0009500	LOC6506744|XP_001957318.1|DANA	LOC6622556|XP_002048082.1|DVIR
OG0009501	LOC6506337|XP_001958075.1|DANA	LOC6623537|XP_002048236.1|DVIR
OG0009502	LOC6494578|XP_001965933.1|DANA	LOC6630096|XP_002053689.1|DVIR
OG0009503	LOC6497119|XP_001962718.1|DANA	LOC6628910|XP_002051378.1|DVIR
OG0009504	LOC6494545|XP_001965923.1|DANA	LOC6634896|XP_002058484.2|DVIR, LOC116651743|XP_032294637.1|DVIR
OG0009505	LOC6496851|XP_001963275.1|DANA	LOC6628472|XP_032294319.1|DVIR
OG0009506	LOC6506989|XP_001956871.1|DANA	LOC6623597|XP_032290653.1|DVIR
OG0009507	LOC6506711|XP_001957382.1|DANA	LOC6624529|XP_002047102.1|DVIR
OG0009508	LOC6497797|XP_001961466.1|DANA	LOC6636914|XP_002060370.2|DVIR, LOC116650229|XP_032289375.1|DVIR
OG0009509	LOC6494125|XP_001960918.1|DANA	LOC6624849|XP_002050850.2|DVIR
OG0009510	LOC6503745|XP_001963820.1|DANA	LOC6634440|XP_002058055.2|DVIR
OG0009511	LOC6502917|XP_001963591.1|DANA	LOC6633488|XP_002057347.2|DVIR
OG0009512	LOC6504163|XP_001964298.1|DANA	LOC116652158|XP_032296008.1|DVIR
OG0009513	LOC6504989|XP_001965680.2|DANA	LOC6636114|XP_032295884.1|DVIR
OG0009514	LOC116655918|XP_032310811.1|DANA	LOC6623026|XP_002046698.1|DVIR
OG0009514	LOC6504665|XP_001966446.2|DANA	LOC6636064|XP_032295679.1|DVIR
OG0009515	LOC6497464|XP_001962026.1|DANA	LOC6627767|XP_002052656.1|DVIR
OG0009516	LOC6497623|XP_032307406.1|DANA	LOC6628274|XP_032294638.1|DVIR
OG0009517	LOC6496849|XP_001963279.2|DANA	LOC6628359|XP_032294609.1|DVIR, LOC6628361|XP_032294610.1|DVIR
OG0009518	LOC26514296|XP_014765601.1|DANA	LOC26530686|XP_015031637.1|DVIR
OG0009519	LOC6507662|XP_001956098.2|DANA	LOC6635494|XP_032295566.1|DVIR, LOC6622879|XP_032291069.1|DVIR
OG0009520	LOC26513652|XP_014767195.1|DANA	LOC6632598|XP_002056025.2|DVIR
OG0009521	LOC6493103|XP_001957048.1|DANA	LOC6623439|XP_032289946.1|DVIR
OG0009522	LOC6495356|XP_001958651.1|DANA	LOC6624761|XP_002049755.1|DVIR, LOC116651088|XP_032292725.1|DVIR
OG0009523	LOC6495866|XP_001959742.2|DANA	LOC6626265|XP_002050907.1|DVIR
OG0009524	LOC6494137|XP_001960889.1|DANA	LOC6627212|XP_002050209.1|DVIR
OG0009525	LOC6495280|XP_001958711.1|DANA	LOC116650585|XP_032290527.1|DVIR, LOC6636449|XP_002059838.1|DVIR
OG0009526	LOC6495281|XP_001958710.1|DANA	LOC116650869|XP_032291650.1|DVIR, LOC6636448|XP_002059837.1|DVIR
OG0009527	LOC6495615|XP_001959224.1|DANA	LOC116651065|XP_032292710.1|DVIR, LOC6625446|XP_015030187.1|DVIR
OG0009528	LOC6495177|XP_001958907.1|DANA	LOC6625870|XP_002050790.2|DVIR
OG0009529	LOC6495964|XP_001959943.1|DANA	LOC6625856|XP_015029278.1|DVIR
OG0009530	LOC6496545|XP_032306625.1|DANA	LOC116651133|XP_032292895.1|DVIR, LOC6626923|XP_032292896.1|DVIR
OG0009531	LOC26515563|XP_014764141.1|DANA	LOC26531211|XP_015030296.1|DVIR
OG0009532	LOC6496122|XP_001960271.1|DANA	LOC6626655|XP_002049885.1|DVIR
OG0009533	LOC6496004|XP_001960026.1|DANA, LOC6496003|XP_032306464.1|DANA	LOC6624911|XP_002049108.1|DVIR
OG0009534	LOC6496002|XP_001960019.1|DANA	LOC6626722|XP_002049093.1|DVIR
OG0009535	LOC6496139|XP_001960324.2|DANA	LOC6625367|XP_032293172.1|DVIR
OG0009536	LOC6500538|XP_001953412.2|DANA	LOC6630077|XP_015027374.1|DVIR
OG0009537	LOC6500311|XP_014766494.1|DANA	LOC6636996|XP_032288939.1|DVIR, LOC6631139|XP_032288941.1|DVIR
OG0009538	LOC6500561|XP_001953481.1|DANA	LOC6629274|XP_002052980.2|DVIR
OG0009540	LOC6505529|XP_001964754.1|DANA	LOC6633232|XP_002055847.1|DVIR
OG0009541	LOC116654557|XP_032305706.1|DANA, LOC6500299|XP_001952926.1|DANA	LOC116652034|XP_032295632.1|DVIR
OG0009542	LOC6505956|XP_014760856.1|DANA	LOC6629485|XP_002054080.1|DVIR
OG0009543	LOC6499577|XP_001954353.1|DANA	LOC6629573|XP_002054856.1|DVIR
OG0009545	LOC6498983|XP_014765866.1|DANA	LOC26531757|XP_032289406.1|DVIR, LOC116652194|XP_032296097.1|DVIR
OG0009546	LOC6501663|XP_001955710.2|DANA	LOC6623688|XP_002048599.1|DVIR, LOC116651876|XP_032295027.1|DVIR
OG0009557	LOC6500662|XP_001953676.2|DANA	LOC116652340|XP_032296691.1|DVIR
OG0009560	LOC6503992|XP_001963971.1|DANA	LOC6632036|XP_002055502.1|DVIR
