Orthogroup	DANA.longest_only	HILL.longest_only
OG0006702	LOC6507670|XP_001956118.2|DANA	LOC119648266|XP_037905846.1|HILL
OG0006703	LOC6506570|XP_001957623.1|DANA	LOC119649368|XP_037907412.1|HILL
OG0006704	LOC6493370|XP_001957622.1|DANA	LOC119649674|XP_037907861.1|HILL
OG0006707	LOC6494688|XP_001959856.1|DANA	LOC119646489|XP_037902876.1|HILL
OG0006709	LOC6503592|XP_001964100.1|DANA	LOC119646133|XP_037902410.1|HILL
OG0006710	LOC6506183|XP_032310707.1|DANA	LOC119649858|XP_037908149.1|HILL
OG0006711	LOC6493764|XP_032310767.1|DANA	LOC119649857|XP_037908144.1|HILL
OG0006712	LOC6507643|XP_032310637.1|DANA	LOC119648307|XP_037905901.1|HILL
OG0006713	LOC6493483|XP_001957845.1|DANA	LOC119650347|XP_037908949.1|HILL
OG0006714	LOC6506454|XP_001957846.1|DANA	LOC119650346|XP_037908946.1|HILL
OG0006715	LOC6506184|XP_032310845.1|DANA	LOC119648912|XP_037906746.1|HILL
OG0006716	LOC6497572|XP_001961790.1|DANA	LOC119651593|XP_037911167.1|HILL
OG0006717	LOC6506648|XP_001957477.1|DANA	LOC119648294|XP_037905882.1|HILL
OG0006718	LOC6493300|XP_001957478.1|DANA	LOC119648409|XP_037906087.1|HILL
OG0006719	LOC6493363|XP_001957603.2|DANA	LOC119650233|XP_037908739.1|HILL
OG0006720	LOC6493694|XP_001958250.2|DANA	LOC119650370|XP_037909028.1|HILL
OG0006721	LOC6493298|XP_032310772.1|DANA	LOC119649549|XP_037907669.1|HILL
OG0006722	LOC6506822|XP_001957175.1|DANA	LOC119649327|XP_037907356.1|HILL
OG0006723	LOC6497284|XP_001962392.1|DANA	LOC119658938|XP_037922719.1|HILL
OG0006724	LOC6501540|XP_001955446.1|DANA	LOC119659984|XP_037924282.1|HILL
OG0006725	LOC6499039|XP_001955450.1|DANA	LOC119660239|XP_037924621.1|HILL
OG0006726	LOC6500292|XP_032309253.1|DANA	LOC119654868|XP_037916391.1|HILL
OG0006727	LOC6501543|XP_001955451.1|DANA	LOC119659216|XP_037923117.1|HILL
OG0006728	LOC6499377|XP_001954756.1|DANA	LOC119652388|XP_037912421.1|HILL
OG0006729	LOC6496610|XP_014763893.1|DANA	LOC119647269|XP_037904088.1|HILL
OG0006730	LOC6493957|XP_001961252.1|DANA	LOC119647270|XP_037904091.1|HILL
OG0006731	LOC6498244|XP_001962383.1|DANA	LOC119649399|XP_037907452.1|HILL
OG0006732	LOC6493347|XP_001957569.3|DANA	LOC119650157|XP_037908630.1|HILL
OG0006733	LOC6506200|XP_001958355.1|DANA	LOC119650415|XP_037909136.1|HILL
OG0006734	LOC6493746|XP_001958359.1|DANA	LOC119648874|XP_037906693.1|HILL
OG0006735	LOC6507727|XP_001956227.1|DANA	LOC119648389|XP_037906054.1|HILL
OG0006736	LOC6493345|XP_001957563.1|DANA	LOC119647995|XP_037905308.1|HILL
OG0006737	LOC6506536|XP_001957693.1|DANA	LOC119650276|XP_037908829.1|HILL
OG0006738	LOC6496553|XP_001961131.1|DANA	LOC119648263|XP_037905842.1|HILL
OG0006739	LOC6493319|XP_001957516.1|DANA	LOC119648264|XP_037905844.1|HILL
OG0006740	LOC6493354|XP_001957581.1|DANA	LOC119648149|XP_037905648.1|HILL
OG0006741	LOC6506593|XP_001957582.1|DANA	LOC119648063|XP_037905458.1|HILL
OG0006743	LOC6503336|XP_001965389.2|DANA	LOC119660984|XP_037925997.1|HILL
OG0006744	LOC6507312|XP_001956267.1|DANA	LOC119648196|XP_037905717.1|HILL
OG0006745	LOC6501265|XP_032306307.1|DANA	LOC119660191|XP_037924537.1|HILL
OG0006746	LOC6506965|XP_001956908.1|DANA	LOC119648006|XP_037905326.1|HILL
OG0006747	LOC26514168|XP_014765583.1|DANA	LOC119649601|XP_037907743.1|HILL
OG0006748	LOC6504728|XP_001966320.1|DANA	LOC119646538|XP_037902937.1|HILL
OG0006749	LOC6507461|XP_001955967.1|DANA	LOC119649274|XP_037907291.1|HILL
OG0006750	LOC6502138|XP_001966138.1|DANA	LOC119657897|XP_037920981.1|HILL
OG0006752	LOC6507647|XP_001956069.1|DANA	LOC119648292|XP_037905880.1|HILL
OG0006753	LOC6507648|XP_001956070.1|DANA	LOC119649451|XP_037907534.1|HILL
OG0006754	LOC6506505|XP_001957753.1|DANA	LOC119649029|XP_037906914.1|HILL
OG0006755	LOC6492934|XP_001956682.1|DANA	LOC119649960|XP_037908324.1|HILL
OG0006756	LOC6506154|XP_001958450.1|DANA	LOC119650259|XP_037908788.1|HILL
OG0006757	LOC6506153|XP_001958451.1|DANA	LOC119649187|XP_037907142.1|HILL
OG0006758	LOC6493119|XP_001957082.1|DANA	LOC119650023|XP_037908427.1|HILL
OG0006759	LOC6506873|XP_014764932.1|DANA	LOC119647416|XP_037904226.1|HILL
OG0006760	LOC6493063|XP_001956974.1|DANA	LOC119647592|XP_037904534.1|HILL
OG0006761	LOC6499148|XP_001955209.1|DANA	LOC119660931|XP_037925847.1|HILL
OG0006762	LOC6504520|XP_032308265.1|DANA	LOC119657977|XP_037921116.1|HILL
OG0006763	LOC6495790|XP_001959589.1|DANA	LOC119661295|XP_037926509.1|HILL
OG0006764	LOC6494884|XP_001959493.1|DANA	LOC119661160|XP_037926304.1|HILL
OG0006765	LOC6495791|XP_001959591.1|DANA	LOC119646184|XP_037902494.1|HILL
OG0006766	LOC6507652|XP_032309631.1|DANA	LOC119647858|XP_037905054.1|HILL
OG0006767	LOC6493054|XP_001956958.1|DANA	LOC119649005|XP_037906876.1|HILL
OG0006768	LOC6506934|XP_001956959.1|DANA	LOC119648092|XP_037905513.1|HILL
OG0006769	LOC6506935|XP_001956957.1|DANA	LOC119648093|XP_037905519.1|HILL
OG0006770	LOC6506634|XP_001957499.3|DANA	LOC119649222|XP_037907209.1|HILL
OG0006771	LOC6503172|XP_001963575.1|DANA	LOC119661627|XP_037926977.1|HILL
OG0006772	LOC6494557|XP_001960106.1|DANA	LOC119660006|XP_037924315.1|HILL
OG0006773	LOC6493093|XP_001957028.1|DANA	LOC119650135|XP_037908594.1|HILL
OG0006774	LOC6493587|XP_032309836.1|DANA	LOC119648099|XP_037905527.1|HILL
OG0006775	LOC6507036|XP_032310715.1|DANA	LOC119647633|XP_037904618.1|HILL
OG0006776	LOC6507410|XP_001956072.3|DANA	LOC119649137|XP_037907072.1|HILL
OG0006777	LOC6507035|XP_001956780.1|DANA	LOC119649138|XP_037907073.1|HILL
OG0006778	LOC6507499|XP_001955880.1|DANA	LOC119649505|XP_037907603.1|HILL
OG0006779	LOC6507659|XP_032310618.1|DANA	LOC119650345|XP_037908942.1|HILL
OG0006780	LOC6493519|XP_001957912.1|DANA	LOC119649689|XP_037907884.1|HILL
OG0006781	LOC6493339|XP_001957550.1|DANA	LOC119647888|XP_037905114.1|HILL
OG0006782	LOC6506654|XP_001957469.1|DANA	LOC119648225|XP_037905769.1|HILL
OG0006783	LOC6496214|XP_032306669.1|DANA	LOC119651276|XP_037910711.1|HILL
OG0006784	LOC6507367|XP_032310355.1|DANA	LOC119647732|XP_037904761.1|HILL
OG0006785	LOC6495467|XP_001958910.1|DANA	LOC119646218|XP_037902528.1|HILL
OG0006786	LOC6495785|XP_001959576.1|DANA	LOC119646585|XP_037903008.1|HILL
OG0006787	LOC6507906|XP_032309781.1|DANA	LOC119650194|XP_037908688.1|HILL
OG0006789	LOC6504419|XP_001967016.1|DANA	LOC119650196|XP_037908691.1|HILL
OG0006790	LOC6496729|XP_001967344.2|DANA	LOC119648733|XP_037906478.1|HILL
OG0006791	LOC6507621|XP_001956012.3|DANA	LOC119648991|XP_037906844.1|HILL
OG0006792	LOC6507778|XP_032309698.1|DANA	LOC119648412|XP_037906090.1|HILL
OG0006793	LOC6507279|XP_001956334.1|DANA	LOC119650244|XP_037908756.1|HILL
OG0006794	LOC6496627|XP_001961289.1|DANA	LOC119661128|XP_037926255.1|HILL
OG0006795	LOC6507044|XP_001956760.1|DANA	LOC119649325|XP_037907354.1|HILL
OG0006796	LOC6506364|XP_001958021.1|DANA	LOC119648356|XP_037905997.1|HILL
OG0006797	LOC6498565|XP_001963073.1|DANA	LOC119661206|XP_037926358.1|HILL
OG0006798	LOC6493021|XP_001956873.3|DANA	LOC119649520|XP_037907632.1|HILL
OG0006799	LOC6507765|XP_001956303.1|DANA	LOC119649882|XP_037908187.1|HILL
OG0006800	LOC6506686|XP_014764866.1|DANA	LOC119647478|XP_037904346.1|HILL
OG0006801	LOC6501858|XP_001966789.1|DANA	LOC119658429|XP_037921757.1|HILL
OG0006802	LOC6495845|XP_001959704.1|DANA	LOC119657672|XP_037920630.1|HILL
OG0006805	LOC6494325|XP_001960530.1|DANA	LOC119646146|XP_037902431.1|HILL
OG0006806	LOC6507019|XP_001956812.2|DANA	LOC119648040|XP_037905395.1|HILL
OG0006807	LOC6493594|XP_032309840.1|DANA	LOC119660718|XP_037925290.1|HILL
OG0006808	LOC6495925|XP_001959866.1|DANA	LOC119656892|XP_037919498.1|HILL
OG0006809	LOC6506843|XP_001957135.1|DANA	LOC119650036|XP_037908444.1|HILL
OG0006810	LOC6506404|XP_001957937.2|DANA	LOC119648007|XP_037905331.1|HILL
OG0006811	LOC6501647|XP_001955674.1|DANA	LOC119649376|XP_037907422.1|HILL
OG0006812	LOC6506202|XP_001958351.1|DANA	LOC119650238|XP_037908746.1|HILL
OG0006813	LOC6499696|XP_001954113.1|DANA	LOC119661508|XP_037926804.1|HILL
OG0006814	LOC6507626|XP_001956027.1|DANA	LOC119647476|XP_037904344.1|HILL
OG0006815	LOC6493141|XP_032309922.1|DANA	LOC119648036|XP_037905390.1|HILL
OG0006816	LOC6493140|XP_001957132.1|DANA	LOC119648027|XP_037905373.1|HILL
OG0006817	LOC6507484|XP_001955910.1|DANA	LOC119650097|XP_037908543.1|HILL
OG0006818	LOC6507048|XP_001956749.1|DANA	LOC119650372|XP_037909031.1|HILL
OG0006819	LOC6492930|XP_001956671.1|DANA	LOC119650236|XP_037908744.1|HILL
OG0006821	LOC6498449|XP_001962843.1|DANA	LOC119657667|XP_037920620.1|HILL
OG0006822	LOC6495606|XP_032306475.1|DANA	LOC119661726|XP_037927119.1|HILL
OG0006823	LOC6493373|XP_001957627.1|DANA	LOC119649207|XP_037907192.1|HILL
OG0006824	LOC6493335|XP_001957544.1|DANA	LOC119649876|XP_037908180.1|HILL
OG0006825	LOC6506149|XP_001958457.1|DANA	LOC119649993|XP_037908377.1|HILL
OG0006826	LOC6493380|XP_001957642.1|DANA	LOC119649906|XP_037908226.1|HILL
OG0006827	LOC6500103|XP_032309208.1|DANA	LOC119660187|XP_037924529.1|HILL
OG0006828	LOC6498561|XP_001963066.2|DANA	LOC119650679|XP_037909560.1|HILL
OG0006829	LOC6493308|XP_001957495.2|DANA	LOC119649561|XP_037907685.1|HILL
OG0006830	LOC6507591|XP_001955963.1|DANA	LOC119649395|XP_037907445.1|HILL
OG0006831	LOC6507031|XP_001956790.1|DANA	LOC119649644|XP_037907827.1|HILL
OG0006832	LOC6506977|XP_001956889.1|DANA	LOC119649657|XP_037907841.1|HILL
OG0006833	LOC6493154|XP_014764240.1|DANA	LOC119650301|XP_037908867.1|HILL
OG0006834	LOC6500843|XP_001954023.1|DANA	LOC119647470|XP_037904333.1|HILL
OG0006835	LOC6506597|XP_001957575.1|DANA	LOC119648228|XP_037905776.1|HILL
OG0006836	LOC6493108|XP_001957060.1|DANA	LOC119649688|XP_037907880.1|HILL
OG0006837	LOC6507684|XP_001956143.1|DANA	LOC119647796|XP_037904928.1|HILL
OG0006838	LOC6506490|XP_001957777.1|DANA	LOC119647680|XP_037904688.1|HILL
OG0006839	LOC6507682|XP_001956138.1|DANA	LOC119650101|XP_037908549.1|HILL
OG0006840	LOC6496995|XP_032311270.1|DANA	LOC119650441|XP_037909206.1|HILL
OG0006841	LOC6507697|XP_001956165.1|DANA	LOC119648453|XP_037906137.1|HILL
OG0006842	LOC6506850|XP_001957120.2|DANA	LOC119649718|XP_037907926.1|HILL
OG0006843	LOC6502209|XP_001966029.1|DANA	LOC119657216|XP_037919955.1|HILL
OG0006844	LOC6500309|XP_001952944.1|DANA	LOC119661599|XP_037926932.1|HILL
OG0006845	LOC6493360|XP_001957596.1|DANA	LOC119647483|XP_037904366.1|HILL
OG0006846	LOC6493753|XP_032310083.1|DANA	LOC119650190|XP_037908678.1|HILL
OG0006847	LOC6506190|XP_014764659.2|DANA	LOC119648763|XP_037906520.1|HILL
OG0006848	LOC6495659|XP_001959324.1|DANA	LOC119647050|XP_037903736.1|HILL
OG0006849	LOC6493030|XP_001956900.1|DANA	LOC119649904|XP_037908225.1|HILL
OG0006850	LOC6506970|XP_001956899.2|DANA	LOC119648885|XP_037906709.1|HILL
OG0006851	LOC6493029|XP_032309937.1|DANA	LOC119648184|XP_037905698.1|HILL
OG0006852	LOC6493973|XP_032311619.1|DANA	LOC119646927|XP_037903535.1|HILL
OG0006853	LOC6506207|XP_032310303.1|DANA	LOC119648916|XP_037906750.1|HILL
OG0006854	LOC6494165|XP_001960838.1|DANA	LOC119646229|XP_037902545.1|HILL
OG0006855	LOC6507744|XP_001956258.1|DANA	LOC119648097|XP_037905524.1|HILL
OG0006856	LOC6495611|XP_001959199.2|DANA	LOC119653491|XP_037914052.1|HILL
OG0006857	LOC6493903|XP_032311544.1|DANA	LOC119661538|XP_037926846.1|HILL
OG0006858	LOC6493501|XP_001957877.1|DANA	LOC119650443|XP_037909214.1|HILL
OG0006859	LOC6494656|XP_032307264.1|DANA	LOC119652818|XP_037913077.1|HILL
OG0006860	LOC6493958|XP_001961250.1|DANA	LOC119646644|XP_037903085.1|HILL
OG0006862	LOC6493010|XP_001956846.1|DANA	LOC119648782|XP_037906547.1|HILL
OG0006863	LOC6505172|XP_001965477.1|DANA	LOC119660922|XP_037925826.1|HILL
OG0006864	LOC6494858|XP_001959538.1|DANA	LOC119647206|XP_037903956.1|HILL
OG0006866	LOC6495850|XP_001959708.1|DANA	LOC119660180|XP_037924520.1|HILL
OG0006868	LOC6496064|XP_001960145.1|DANA	LOC119652219|XP_037912094.1|HILL
OG0006869	LOC6494838|XP_014763007.1|DANA	LOC119660320|XP_037924725.1|HILL
OG0006870	LOC6496608|XP_001961249.3|DANA	LOC119661161|XP_037926305.1|HILL
OG0006871	LOC6496502|XP_001961029.1|DANA	LOC119658582|XP_037921965.1|HILL
OG0006872	LOC6494565|XP_001960092.1|DANA	LOC119658584|XP_037921968.1|HILL
OG0006873	LOC6495653|XP_014763416.1|DANA	LOC119660224|XP_037924590.1|HILL
OG0006874	LOC6505378|XP_014759532.1|DANA	LOC119651319|XP_037910780.1|HILL
OG0006875	LOC6497646|XP_001961641.1|DANA	LOC119659147|XP_037923017.1|HILL
OG0006876	LOC6494236|XP_001960687.1|DANA	LOC119653893|XP_037914943.1|HILL
OG0006877	LOC26514018|XP_014762287.1|DANA	LOC119654761|XP_037916230.1|HILL
OG0006878	LOC6497117|XP_032311216.1|DANA	LOC119660784|XP_037925499.1|HILL
OG0006879	LOC6494273|XP_001960620.1|DANA	LOC119661302|XP_037926518.1|HILL
OG0006880	LOC6497399|XP_001962163.1|DANA	LOC119654910|XP_037916466.1|HILL
OG0006881	LOC6497829|XP_001961532.1|DANA	LOC119652976|XP_037913314.1|HILL
OG0006882	LOC6493956|XP_001961254.1|DANA	LOC119659756|XP_037923949.1|HILL
OG0006883	LOC6497345|XP_001962276.2|DANA	LOC119652380|XP_037912405.1|HILL
OG0006884	LOC6498370|XP_001962643.1|DANA	LOC119651903|XP_037911658.1|HILL
OG0006885	LOC6498614|XP_014762203.1|DANA	LOC119646124|XP_037902401.1|HILL
OG0006886	LOC6500800|XP_001953944.1|DANA	LOC119646126|XP_037902404.1|HILL
OG0006887	LOC6502210|XP_032308791.1|DANA	LOC119647245|XP_037904045.1|HILL
OG0006888	LOC6498587|XP_032310986.1|DANA	LOC119650656|XP_037909519.1|HILL
OG0006889	LOC6498195|XP_001962275.1|DANA	LOC119650655|XP_037909518.1|HILL
OG0006890	LOC6506181|XP_014760543.1|DANA	LOC119661432|XP_037926705.1|HILL
OG0006891	LOC6497574|XP_001961785.1|DANA	LOC119646623|XP_037903059.1|HILL
OG0006892	LOC6497885|XP_032307557.1|DANA	LOC119660923|XP_037925835.1|HILL
OG0006893	LOC6503415|XP_001965320.1|DANA	LOC119655123|XP_037916784.1|HILL
OG0006894	LOC6507158|XP_001965319.1|DANA	LOC119661144|XP_037926279.1|HILL
OG0006895	LOC26513892|XP_014761353.2|DANA	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL
OG0006896	LOC6497739|XP_001961450.1|DANA	LOC119652212|XP_037912078.1|HILL
OG0006897	LOC6505407|XP_032311297.1|DANA	LOC119650685|XP_037909574.1|HILL
OG0006898	LOC6497881|XP_001961639.1|DANA	LOC119661507|XP_037926803.1|HILL
OG0006899	LOC6498113|XP_001962103.1|DANA	LOC119648892|XP_037906721.1|HILL
OG0006900	LOC6502200|XP_001966046.1|DANA	LOC119661552|XP_037926870.1|HILL
OG0006901	LOC6503334|XP_001965390.1|DANA	LOC119655058|XP_037916681.1|HILL
OG0006902	LOC6505129|XP_001965406.2|DANA	LOC119657774|XP_037920772.1|HILL
OG0006903	LOC6505531|XP_001964750.3|DANA	LOC119651760|XP_037911426.1|HILL
OG0006904	LOC6497085|XP_001962789.1|DANA	LOC119651468|XP_037911004.1|HILL
OG0006905	LOC6497915|XP_001961705.3|DANA	LOC119653920|XP_037915007.1|HILL
OG0006906	LOC6497684|XP_001961576.1|DANA	LOC119656148|XP_037918410.1|HILL
OG0006907	LOC6503774|XP_032311225.1|DANA	LOC119656231|XP_037918564.1|HILL
OG0006908	LOC6497811|XP_001961493.1|DANA	LOC119650988|XP_037910182.1|HILL
OG0006909	LOC6498571|XP_001963093.1|DANA	LOC119650986|XP_037910180.1|HILL
OG0006910	LOC6498044|XP_032307649.1|DANA	LOC119650575|XP_037909319.1|HILL
OG0006911	LOC6502939|XP_001963556.1|DANA	LOC119660903|XP_037925771.1|HILL
OG0006912	LOC6497071|XP_032311382.1|DANA	LOC119652839|XP_037913103.1|HILL
OG0006913	LOC6496856|XP_001963264.1|DANA	LOC119651510|XP_037911063.1|HILL
OG0006914	LOC6493816|XP_001958494.1|DANA	LOC119651580|XP_037911147.1|HILL
OG0006915	LOC6498494|XP_032311107.1|DANA	LOC119654887|XP_037916429.1|HILL
OG0006916	LOC6504307|XP_032311357.1|DANA	LOC119650581|XP_037909334.1|HILL
OG0006917	LOC6497790|XP_032307582.1|DANA	LOC119650626|XP_037909447.1|HILL
OG0006918	LOC6497791|XP_014761823.1|DANA	LOC119650607|XP_037909401.1|HILL
OG0006919	LOC6505425|XP_032310969.1|DANA	LOC119650781|XP_037909819.1|HILL
OG0006920	LOC6497944|XP_001961768.3|DANA	LOC119656503|XP_037918772.1|HILL
OG0006921	LOC6497481|XP_032307668.1|DANA	LOC119646149|XP_037902436.1|HILL
OG0006922	LOC6504337|XP_001965025.1|DANA	LOC119652000|XP_037911856.1|HILL
OG0006923	LOC6497687|XP_001961570.1|DANA	LOC119661501|XP_037926796.1|HILL
OG0006924	LOC6498828|XP_001965875.1|DANA	LOC119651340|XP_037910822.1|HILL
OG0006925	LOC6505538|XP_001964736.2|DANA	LOC119651082|XP_037910356.1|HILL
OG0006926	LOC6503287|XP_014759113.1|DANA	LOC119647212|XP_037903964.1|HILL
OG0006927	LOC6503285|XP_001967584.1|DANA	LOC119646964|XP_037903593.1|HILL
OG0006928	LOC6497228|XP_001962521.2|DANA	LOC119646939|XP_037903557.1|HILL
OG0006929	LOC6497688|XP_014761789.1|DANA	LOC119654808|XP_037916295.1|HILL
OG0006930	LOC6504114|XP_014760413.1|DANA	LOC119659727|XP_037923915.1|HILL
OG0006931	LOC6506075|XP_001965108.1|DANA	LOC119656138|XP_037918399.1|HILL
OG0006932	LOC6496934|XP_001963101.1|DANA	LOC119651063|XP_037910325.1|HILL
OG0006933	LOC6498575|XP_001963097.1|DANA	LOC119652937|XP_037913254.1|HILL
OG0006934	LOC6501043|XP_001954449.3|DANA	LOC119651298|XP_037910748.1|HILL
OG0006935	LOC6497736|XP_014761801.1|DANA	LOC119651071|XP_037910335.1|HILL
OG0006936	LOC6498501|XP_014762160.1|DANA	LOC119653089|XP_037913517.1|HILL
OG0006937	LOC6498563|XP_001963071.2|DANA	LOC119653062|XP_037913468.1|HILL
OG0006938	LOC6496980|XP_001963005.1|DANA	LOC119653061|XP_037913467.1|HILL
OG0006939	LOC6503970|XP_014761128.1|DANA	LOC119661706|XP_037927085.1|HILL
OG0006940	LOC6498664|XP_014762222.1|DANA	LOC119661177|XP_037926322.1|HILL
OG0006941	LOC6497062|XP_001962825.1|DANA	LOC119652749|XP_037912976.1|HILL
OG0006942	LOC6493971|XP_014762499.1|DANA	LOC119650606|XP_037909402.1|HILL
OG0006943	LOC6498179|XP_001962238.3|DANA	LOC119647271|XP_037904092.1|HILL
OG0006944	LOC6498680|XP_032311248.1|DANA	LOC119652842|XP_037913107.1|HILL
OG0006945	LOC6497876|XP_001961625.1|DANA	LOC119651438|XP_037910967.1|HILL
OG0006946	LOC6500872|XP_014766771.1|DANA	LOC119651709|XP_037911349.1|HILL
OG0006947	LOC6497813|XP_001961500.1|DANA	LOC119651509|XP_037911061.1|HILL
OG0006948	LOC6498265|XP_032307712.1|DANA	LOC119652614|XP_037912779.1|HILL
OG0006949	LOC6506669|XP_001965223.1|DANA	LOC119653771|XP_037914698.1|HILL
OG0006950	LOC6505393|XP_001966902.2|DANA	LOC119652939|XP_037913256.1|HILL
OG0006951	LOC6498332|XP_032307747.1|DANA	LOC119661781|XP_037927185.1|HILL
OG0006952	LOC6499898|XP_001953674.1|DANA	LOC119652998|XP_037913352.1|HILL
OG0006953	LOC6506442|XP_001957874.2|DANA	LOC119661649|XP_037927009.1|HILL
OG0006954	LOC6497034|XP_001962877.3|DANA	LOC119646236|XP_037902554.1|HILL
OG0006955	LOC6499475|XP_001954563.1|DANA	LOC119651322|XP_037910784.1|HILL
OG0006956	LOC6497223|XP_032307653.1|DANA	LOC119650987|XP_037910181.1|HILL
OG0006957	LOC6497087|XP_001962785.1|DANA	LOC119651115|XP_037910417.1|HILL
OG0006958	LOC6494915|XP_001959429.1|DANA	LOC119654781|XP_037916253.1|HILL
OG0006959	LOC6507386|XP_001956110.1|DANA	LOC119661000|XP_037926034.1|HILL
OG0006960	LOC6498038|XP_001961947.1|DANA	LOC119646412|XP_037902786.1|HILL
OG0006961	LOC6497622|XP_014761753.1|DANA	LOC119660726|XP_037925312.1|HILL
OG0006962	LOC6497802|XP_001961477.1|DANA	LOC119650617|XP_037909428.1|HILL
OG0006963	LOC6498548|XP_032311186.1|DANA	LOC119651727|XP_037911382.1|HILL
OG0006964	LOC6498544|XP_001963032.2|DANA	LOC119653084|XP_037913505.1|HILL
OG0006965	LOC6497880|XP_001961637.1|DANA	LOC119657108|XP_037919799.1|HILL
OG0006966	LOC6498186|XP_001962254.1|DANA	LOC119661695|XP_037927069.1|HILL
OG0006967	LOC6495602|XP_001959184.1|DANA	LOC119661632|XP_037926981.1|HILL
OG0006968	LOC6494652|XP_014762906.1|DANA	LOC119648845|XP_037906652.1|HILL
OG0006969	LOC6506453|XP_032309898.1|DANA	LOC119648017|XP_037905350.1|HILL
OG0006970	LOC6499089|XP_001955325.1|DANA	LOC119652947|XP_037913269.1|HILL
OG0006971	LOC6497979|XP_001961832.1|DANA	LOC119646587|XP_037903009.1|HILL
OG0006972	LOC6498643|XP_014762210.1|DANA	LOC119650459|XP_037909251.1|HILL
OG0006973	LOC6497678|XP_001961590.1|DANA	LOC119653744|XP_037914599.1|HILL
OG0006974	LOC6498508|XP_001962968.1|DANA	LOC119657777|XP_037920778.1|HILL
OG0006975	LOC6498524|XP_001962993.1|DANA	LOC119648185|XP_037905704.1|HILL
OG0006976	LOC6498386|XP_032311383.1|DANA	LOC119651924|XP_037911682.1|HILL
OG0006977	LOC6496586|XP_001961202.3|DANA	LOC119661542|XP_037926856.1|HILL
OG0006978	LOC6497914|XP_014761885.1|DANA	LOC119661203|XP_037926353.1|HILL
OG0006979	LOC6503359|XP_001965365.1|DANA	LOC119651547|XP_037911108.1|HILL
OG0006980	LOC6498212|XP_001962310.1|DANA	LOC119652078|XP_037911944.1|HILL
OG0006981	LOC6497162|XP_001962646.1|DANA	LOC119651855|XP_037911585.1|HILL
OG0006982	LOC6498377|XP_001962670.2|DANA	LOC119650827|XP_037909891.1|HILL
OG0006983	LOC6497679|XP_001961589.1|DANA	LOC119652719|XP_037912938.1|HILL
OG0006984	LOC6496833|XP_032311073.1|DANA	LOC119653580|XP_037914257.1|HILL
OG0006985	LOC6497445|XP_001962061.1|DANA	LOC119654950|XP_037916538.1|HILL
OG0006986	LOC6498298|XP_001962488.1|DANA	LOC119646848|XP_037903398.1|HILL
OG0006987	LOC6496626|XP_001961288.1|DANA	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL
OG0006988	LOC6497656|XP_001961623.1|DANA	LOC119651181|XP_037910538.1|HILL
OG0006989	LOC6497032|XP_001962883.1|DANA	LOC119646637|XP_037903078.1|HILL
OG0006990	LOC6506830|XP_032310931.1|DANA	LOC119660231|XP_037924610.1|HILL
OG0006991	LOC6505889|XP_001964558.1|DANA	LOC119659918|XP_037924172.1|HILL
OG0006992	LOC6498526|XP_001962997.2|DANA	LOC119654770|XP_037916243.1|HILL
OG0006993	LOC6497613|XP_014761751.1|DANA	LOC119647005|XP_037903662.1|HILL
OG0006994	LOC6497946|XP_001961775.1|DANA	LOC119649293|XP_037907317.1|HILL
OG0006995	LOC6505770|XP_001965019.1|DANA	LOC119651571|XP_037911133.1|HILL
OG0006996	LOC6505774|XP_001965020.1|DANA	LOC119646867|XP_037903419.1|HILL
OG0006997	LOC6495566|XP_001959114.1|DANA	LOC119647031|XP_037903700.1|HILL
OG0006998	LOC6499895|XP_001953680.1|DANA	LOC119660963|XP_037925939.1|HILL
OG0006999	LOC6498678|XP_014762239.1|DANA	LOC119646440|XP_037902818.1|HILL
OG0007000	LOC6507445|XP_001965378.2|DANA	LOC119646176|XP_037902487.1|HILL
OG0007001	LOC6495699|XP_032306540.1|DANA	LOC119658689|XP_037922206.1|HILL
OG0007002	LOC6498009|XP_014761920.1|DANA	LOC119653165|XP_037913636.1|HILL
OG0007004	LOC6497442|XP_001962066.1|DANA	LOC119651548|XP_037911109.1|HILL
OG0007005	LOC6497621|XP_032307636.1|DANA	LOC119651805|XP_037911521.1|HILL
OG0007006	LOC6497112|XP_001962731.3|DANA	LOC119651085|XP_037910361.1|HILL
OG0007007	LOC6496929|XP_001963115.2|DANA	LOC119651755|XP_037911421.1|HILL
OG0007008	LOC6503863|XP_001965233.3|DANA	LOC119652278|XP_037912200.1|HILL
OG0007009	LOC6498576|XP_001963100.1|DANA	LOC119651110|XP_037910403.1|HILL
OG0007010	LOC6497661|XP_014761770.1|DANA	LOC119655190|XP_037916884.1|HILL
OG0007011	LOC6498960|XP_001955603.1|DANA	LOC119654054|XP_037915149.1|HILL
OG0007012	LOC6506221|XP_032311027.1|DANA	LOC119661329|XP_037926557.1|HILL
OG0007013	LOC6497127|XP_001962702.2|DANA	LOC119652788|XP_037913029.1|HILL
OG0007014	LOC6498392|XP_014762109.1|DANA	LOC119652274|XP_037912191.1|HILL
OG0007015	LOC6497164|XP_014761538.1|DANA	LOC119650666|XP_037909542.1|HILL
OG0007016	LOC6497775|XP_032307710.1|DANA	LOC119653222|XP_037913726.1|HILL
