Orthogroup	DANA.longest_only	DFIC.longest_only
OG0008224	LOC6493229|XP_001957312.1|DANA	LOC108096278|XP_017053230.1|DFIC
OG0008225	LOC6502239|XP_001966045.1|DANA	LOC108095591|XP_017052242.1|DFIC
OG0008226	LOC6503773|XP_001963770.1|DANA	LOC108097286|XP_017054983.1|DFIC
OG0008227	LOC6505926|XP_001964629.3|DANA	LOC108086595|XP_017039053.1|DFIC
OG0008228	LOC6506009|XP_032312371.1|DANA	LOC108088448|XP_017041714.1|DFIC
OG0008229	LOC6500240|XP_014766429.1|DANA	LOC108087187|XP_017039933.1|DFIC
OG0008230	LOC6501285|XP_001954920.1|DANA	LOC108087331|XP_017040150.1|DFIC
OG0008232	LOC6507587|XP_001955954.1|DANA	LOC108100588|XP_017060057.1|DFIC
OG0008233	LOC6498284|XP_001962459.1|DANA	LOC108098345|XP_017056676.1|DFIC, LOC108098344|XP_017056674.1|DFIC
OG0008234	LOC6494389|XP_001960418.2|DANA	LOC108090816|XP_017045163.1|DFIC
OG0008235	LOC6502097|XP_001966220.1|DANA	LOC108095539|XP_017052157.1|DFIC
OG0008236	LOC6493896|XP_001961375.1|DANA	LOC108101345|XP_017061141.1|DFIC
OG0008237	LOC6496039|XP_001960098.2|DANA	LOC108101579|XP_017061480.1|DFIC
OG0008238	LOC6507657|XP_001956089.1|DANA	LOC108100337|XP_017059644.1|DFIC
OG0008239	LOC6493064|XP_001956976.1|DANA	LOC108093258|XP_017048723.1|DFIC
OG0008240	LOC6494832|XP_001959580.1|DANA	LOC108096612|XP_017053845.1|DFIC
OG0008243	LOC6495953|XP_001959920.1|DANA	LOC108087725|XP_017040735.1|DFIC
OG0008244	LOC6500840|XP_001954013.1|DANA	LOC108099577|XP_017058669.1|DFIC
OG0008245	LOC6494601|XP_001960029.1|DANA	LOC108094771|XP_017051033.1|DFIC
OG0008246	LOC6494307|XP_001960564.1|DANA	LOC108093676|XP_017049344.1|DFIC
OG0008247	LOC6501332|XP_001955007.2|DANA	LOC108095890|XP_017052692.1|DFIC
OG0008248	LOC6505924|XP_001964628.1|DANA	LOC108086521|XP_017038939.1|DFIC
OG0008249	LOC6505562|XP_001964694.1|DANA	LOC108099383|XP_017058370.1|DFIC
OG0008250	LOC6494842|XP_001959564.1|DANA	LOC108096945|XP_017054394.1|DFIC
OG0008251	LOC6495526|XP_001959041.1|DANA	LOC108094219|XP_017050166.1|DFIC
OG0008252	LOC6495793|XP_001959596.1|DANA	LOC108090408|XP_017044549.1|DFIC
OG0008253	LOC6495211|XP_001958841.1|DANA	LOC108090314|XP_017044415.1|DFIC
OG0008254	LOC6506705|XP_032310172.1|DANA	LOC108100126|XP_017059371.1|DFIC
OG0008255	LOC6493865|XP_001958583.1|DANA	LOC108088799|XP_017042258.1|DFIC
OG0008256	LOC6495097|XP_001959073.1|DANA	LOC108094269|XP_017050229.1|DFIC
OG0008257	LOC6503870|XP_001963752.1|DANA, LOC116655189|XP_032308620.1|DANA, LOC6503871|XP_032308619.1|DANA	LOC108091352|XP_017045994.1|DFIC
OG0008258	LOC6497926|XP_001961732.1|DANA	LOC108098174|XP_017056395.1|DFIC
OG0008259	LOC6506531|XP_001965195.2|DANA	LOC108089994|XP_017043985.1|DFIC
OG0008260	LOC6506878|XP_001957075.2|DANA	LOC108099315|XP_017058215.1|DFIC, LOC108099123|XP_017057947.1|DFIC
OG0008261	LOC6494547|XP_001960134.2|DANA	LOC108094004|XP_017049919.1|DFIC
OG0008262	LOC6496665|XP_001961359.2|DANA	LOC108101664|XP_017061577.1|DFIC
OG0008263	LOC6495119|XP_032307236.1|DANA	LOC108094796|XP_017051057.1|DFIC, LOC108094775|XP_017051037.1|DFIC
OG0008264	LOC6495122|XP_001959011.1|DANA	LOC108094770|XP_017051031.1|DFIC
OG0008265	LOC6505532|XP_001964748.2|DANA	LOC108088505|XP_017041824.1|DFIC
OG0008266	LOC6500187|XP_001953055.1|DANA	LOC108090129|XP_017044154.1|DFIC
OG0008267	LOC6499259|XP_014765987.1|DANA	LOC108095840|XP_017052620.1|DFIC
OG0008268	LOC6497967|XP_001961812.1|DANA	LOC108089903|XP_017043869.1|DFIC
OG0008269	LOC6497383|XP_001962194.1|DANA	LOC108091269|XP_017045872.1|DFIC
OG0008270	LOC6505110|XP_014760297.1|DANA	LOC108097199|XP_017054833.1|DFIC
OG0008271	LOC6506897|XP_001957043.1|DANA	LOC108099114|XP_017057933.1|DFIC
OG0008272	LOC6504149|XP_032308803.1|DANA	LOC108097097|XP_017054644.1|DFIC
OG0008273	LOC6501157|XP_001954659.2|DANA	LOC108102072|XP_017062202.1|DFIC
OG0008274	LOC6502229|XP_001966026.1|DANA	LOC108097107|XP_017054665.1|DFIC
OG0008275	LOC6504053|XP_001964088.1|DANA	LOC108097013|XP_017054500.1|DFIC
OG0008276	LOC6504912|XP_032309262.1|DANA	LOC108094660|XP_017050859.1|DFIC
OG0008278	LOC6498590|XP_001963122.1|DANA	LOC108089155|XP_017042767.1|DFIC
OG0008279	LOC6504247|XP_014759195.1|DANA	LOC108097671|XP_017055615.1|DFIC
OG0008280	LOC6504249|XP_001967380.3|DANA	LOC108097672|XP_017055617.1|DFIC
OG0008281	LOC6498741|XP_001967291.1|DANA	LOC108094495|XP_017050586.1|DFIC
OG0008282	LOC6504596|XP_001966559.1|DANA	LOC108091155|XP_017045680.1|DFIC
OG0008283	LOC6504952|XP_001965743.1|DANA	LOC108098027|XP_017056169.1|DFIC
OG0008284	LOC6501777|XP_032311756.1|DANA	LOC108095007|XP_017051339.1|DFIC
OG0008285	LOC6501904|XP_032308206.1|DANA	LOC108097737|XP_017055730.1|DFIC
OG0008286	LOC6503138|XP_032308948.1|DANA	LOC108101706|XP_017061632.1|DFIC
OG0008287	LOC6505150|XP_001965445.2|DANA	LOC108098074|XP_017056255.1|DFIC
OG0008288	LOC6501706|XP_001955806.1|DANA	LOC108087961|XP_017041043.1|DFIC
OG0008289	LOC26514426|XP_014767286.1|DANA	LOC108099303|XP_017058187.1|DFIC
OG0008290	LOC6504452|XP_001966962.1|DANA	LOC108097422|XP_017055178.1|DFIC
OG0008291	LOC6502277|XP_001966149.1|DANA	LOC108098053|XP_017056225.1|DFIC
OG0008292	LOC6502230|XP_001966027.2|DANA	LOC108097240|XP_017054907.1|DFIC
OG0008293	LOC6505625|XP_001964579.1|DANA	LOC108100766|XP_017060294.1|DFIC
OG0008294	LOC6500757|XP_001953860.1|DANA	LOC108087277|XP_017040074.1|DFIC
OG0008295	LOC6498760|XP_001967258.2|DANA	LOC108097797|XP_017055817.1|DFIC
OG0008296	LOC6502708|XP_032311961.1|DANA	LOC108102152|XP_017062331.1|DFIC
OG0008297	LOC6505151|XP_001965448.1|DANA	LOC108097972|XP_017056077.1|DFIC
OG0008298	LOC6503153|XP_032308890.1|DANA	LOC108088724|XP_017042160.1|DFIC
OG0008299	LOC6505907|XP_001964593.1|DANA	LOC108095898|XP_017052703.1|DFIC
OG0008300	LOC6504505|XP_001967037.1|DANA	LOC108094568|XP_017050674.1|DFIC
OG0008301	LOC6500624|XP_001953591.1|DANA	LOC108098882|XP_017057558.1|DFIC
OG0008302	LOC6504998|XP_001965664.1|DANA	LOC108098133|XP_017056345.1|DFIC
OG0008303	LOC6503468|XP_001964322.1|DANA	LOC108091336|XP_017045968.1|DFIC
OG0008304	LOC6503508|XP_032308799.1|DANA	LOC108092956|XP_017048322.1|DFIC
OG0008306	LOC6504463|XP_001966951.1|DANA	LOC108092932|XP_017048287.1|DFIC
OG0008307	LOC6501564|XP_001955478.1|DANA	LOC108092186|XP_017047201.1|DFIC
OG0008309	LOC6505767|XP_001965018.1|DANA	LOC108092714|XP_017047929.1|DFIC
OG0008310	LOC6506290|XP_032310171.1|DANA	LOC108088308|XP_017041528.1|DFIC
OG0008311	LOC6505219|XP_001965565.1|DANA	LOC108097461|XP_017055224.1|DFIC
OG0008312	LOC26513882|XP_014767224.1|DANA	LOC108087932|XP_017041009.1|DFIC
OG0008313	LOC6501963|XP_001966769.2|DANA	LOC108097495|XP_017055290.1|DFIC
OG0008314	LOC6494939|XP_001959360.1|DANA	LOC108086680|XP_017039162.1|DFIC
OG0008315	LOC6506617|XP_001957533.1|DANA	LOC108099945|XP_017059110.1|DFIC
OG0008317	LOC6501218|XP_014766949.1|DANA	LOC108099671|XP_017058795.1|DFIC
OG0008318	LOC6501796|XP_001967179.1|DANA	LOC108102136|XP_017062296.1|DFIC
OG0008319	LOC6496066|XP_001960147.1|DANA	LOC108093899|XP_017049748.1|DFIC
OG0008320	LOC6501852|XP_014759625.1|DANA	LOC108097581|XP_017055455.1|DFIC
OG0008321	LOC6505841|XP_001964469.1|DANA	LOC108098925|XP_017057617.1|DFIC
OG0008322	LOC26514442|XP_032311423.1|DANA	LOC108089173|XP_017042798.1|DFIC
OG0008323	LOC6500685|XP_001953722.1|DANA	LOC108098870|XP_017057545.1|DFIC
OG0008324	LOC6503496|XP_014760956.1|DANA	LOC108092867|XP_017048191.1|DFIC
OG0008325	LOC6504580|XP_001966590.1|DANA	LOC108094584|XP_017050690.1|DFIC
OG0008326	LOC6500703|XP_032308892.1|DANA	LOC108096850|XP_017054259.1|DFIC
OG0008327	LOC6494902|XP_001959461.1|DANA	LOC108090982|XP_017045427.1|DFIC
OG0008328	LOC6503077|XP_001963383.1|DANA	LOC108097356|XP_017055085.1|DFIC
OG0008329	LOC6503064|XP_001963359.1|DANA	LOC108092924|XP_017048275.1|DFIC
OG0008330	LOC6496438|XP_001960914.1|DANA	LOC108090285|XP_017044384.1|DFIC
OG0008331	LOC6493454|XP_001957784.1|DANA	LOC108087580|XP_017040501.1|DFIC
OG0008332	LOC6493371|XP_014764351.1|DANA	LOC108089520|XP_017043336.1|DFIC
OG0008333	LOC6506652|XP_001957472.1|DANA	LOC108089582|XP_017043427.1|DFIC
OG0008334	LOC6506653|XP_001957471.1|DANA	LOC108089546|XP_017043372.1|DFIC
OG0008335	LOC6506895|XP_001957044.1|DANA	LOC108099110|XP_017057924.1|DFIC
OG0008336	LOC26514663|XP_032309753.1|DANA	LOC108088272|XP_017041479.1|DFIC
OG0008337	LOC6495559|XP_032306002.1|DANA	LOC108090486|XP_017044684.1|DFIC
OG0008338	LOC6506234|XP_001958294.1|DANA	LOC108100519|XP_017059965.1|DFIC
OG0008339	LOC6501893|XP_001966718.1|DANA	LOC108088650|XP_017042066.1|DFIC
OG0008340	LOC6494544|XP_001960136.1|DANA	LOC108093850|XP_017049674.1|DFIC
OG0008341	LOC6506461|XP_001957834.2|DANA	LOC108089752|XP_017043627.1|DFIC
OG0008342	LOC6506872|XP_001957084.1|DANA	LOC108099135|XP_017057963.1|DFIC
OG0008344	LOC6507466|XP_001955956.1|DANA	LOC108100280|XP_017059555.1|DFIC
OG0008345	LOC6506904|XP_001957027.1|DANA	LOC108099062|XP_017057827.1|DFIC
OG0008346	LOC6504773|XP_001966318.1|DANA	LOC108092949|XP_017048309.1|DFIC
OG0008347	LOC6497990|XP_001961850.1|DANA	LOC108101264|XP_017061008.1|DFIC
OG0008348	LOC6506942|XP_001956942.1|DANA	LOC108099889|XP_017059033.1|DFIC
OG0008349	LOC6506668|XP_001957446.2|DANA	LOC108095411|XP_017051985.1|DFIC
OG0008350	LOC6501855|XP_001966792.1|DANA	LOC108097485|XP_017055273.1|DFIC
OG0008351	LOC6507473|XP_001955943.3|DANA	LOC108100550|XP_017060008.1|DFIC
OG0008352	LOC6492989|XP_001956803.1|DANA	LOC108089617|XP_017043468.1|DFIC
OG0008353	LOC6492935|XP_001956685.1|DANA	LOC108099812|XP_017058933.1|DFIC
OG0008354	LOC6504477|XP_001966982.1|DANA	LOC108091093|XP_017045597.1|DFIC
OG0008355	LOC6495245|XP_001958768.2|DANA	LOC108086402|XP_017038792.1|DFIC
OG0008356	LOC6507743|XP_001956255.1|DANA	LOC108089444|XP_017043173.1|DFIC
OG0008357	LOC6499368|XP_001954775.1|DANA	LOC108099446|XP_017058472.1|DFIC
OG0008358	LOC6497114|XP_001962728.1|DANA	LOC108088104|XP_017041246.1|DFIC
OG0008359	LOC6496199|XP_001960433.1|DANA	LOC108090712|XP_017044996.1|DFIC
OG0008360	LOC6494188|XP_001960802.1|DANA	LOC108096886|XP_017054316.1|DFIC
OG0008361	LOC6497196|XP_032307751.1|DANA	LOC108100986|XP_017060634.1|DFIC
OG0008362	LOC6504883|XP_001966526.1|DANA	LOC108092946|XP_017048306.1|DFIC
OG0008363	LOC6494527|XP_001960171.1|DANA	LOC108093912|XP_017049767.1|DFIC
OG0008364	LOC6493260|XP_001957371.1|DANA	LOC108096287|XP_017053247.1|DFIC
OG0008365	LOC6494801|XP_001959640.1|DANA	LOC108087798|XP_017040830.1|DFIC
OG0008366	LOC6499307|XP_001954902.1|DANA	LOC108087032|XP_017039689.1|DFIC
OG0008367	LOC6504719|XP_001966337.1|DANA	LOC108097374|XP_017055111.1|DFIC
OG0008368	LOC6496872|XP_032311031.1|DANA	LOC108100057|XP_017059278.1|DFIC
OG0008370	LOC6499892|XP_001953687.2|DANA	LOC108095944|XP_017052769.1|DFIC
OG0008371	LOC6501044|XP_032305786.1|DANA	LOC108092064|XP_017047016.1|DFIC
OG0008373	LOC6498589|XP_001963121.1|DANA	LOC108089152|XP_017042764.1|DFIC
OG0008374	LOC6502488|XP_001966912.1|DANA	LOC108101616|XP_017061523.1|DFIC
OG0008375	LOC6497561|XP_001961813.1|DANA	LOC108089904|XP_017043870.1|DFIC
OG0008376	LOC6498522|XP_001962989.1|DANA	LOC108089865|XP_017043802.1|DFIC
OG0008377	LOC26514513|XP_014762339.1|DANA	LOC108095080|XP_017051492.1|DFIC
OG0008378	LOC6497671|XP_014761774.1|DANA	LOC108095078|XP_017051491.1|DFIC
OG0008379	LOC6497155|XP_001962655.1|DANA	LOC108093435|XP_017048984.1|DFIC
OG0008380	LOC6498594|XP_001963126.1|DANA	LOC108089262|XP_017042922.1|DFIC
OG0008381	LOC6506232|XP_001965135.1|DANA	LOC108089916|XP_017043886.1|DFIC
OG0008383	LOC6497594|XP_032307785.1|DANA	LOC108091262|XP_017045864.1|DFIC
OG0008384	LOC26514736|XP_032307358.1|DANA	LOC108089298|XP_017043001.1|DFIC
OG0008385	LOC6498325|XP_001962546.1|DANA	LOC108089982|XP_017043972.1|DFIC
OG0008386	LOC6504400|XP_001967042.1|DANA	LOC108098125|XP_017056335.1|DFIC
OG0008387	LOC6501571|XP_032311535.1|DANA	LOC108088485|XP_017041783.1|DFIC
OG0008388	LOC6497503|XP_001961948.1|DANA	LOC108101000|XP_017060655.1|DFIC
OG0008389	LOC6498185|XP_001962252.1|DANA	LOC108098295|XP_017056593.1|DFIC
OG0008390	LOC26515237|XP_014760674.1|DANA	LOC108089933|XP_017043909.1|DFIC
OG0008391	LOC6498115|XP_001962105.1|DANA	LOC108092341|XP_017047366.1|DFIC
OG0008392	LOC6507118|XP_001956637.1|DANA	LOC108100460|XP_017059877.1|DFIC
OG0008393	LOC6492924|XP_001956661.1|DANA	LOC108100456|XP_017059870.1|DFIC
OG0008394	LOC6506146|XP_001958460.1|DANA	LOC108088888|XP_017042375.1|DFIC
OG0008395	LOC6501850|XP_032308227.1|DANA	LOC108097710|XP_017055687.1|DFIC
OG0008396	LOC6502253|XP_032309359.1|DANA	LOC108098057|XP_017056232.1|DFIC
OG0008397	LOC6492916|XP_001963677.2|DANA	LOC108095373|XP_017051941.1|DFIC
OG0008398	LOC6503809|XP_032308573.1|DANA	LOC108095393|XP_017051963.1|DFIC
OG0008399	LOC6504817|XP_001966390.2|DANA	LOC108097230|XP_017054880.1|DFIC
OG0008400	LOC6507535|XP_001955875.1|DANA	LOC108099536|XP_017058602.1|DFIC
OG0008401	LOC6503332|XP_001965392.1|DANA	LOC108091556|XP_017046315.1|DFIC
OG0008402	LOC6499834|XP_001953815.1|DANA	LOC108088034|XP_017041153.1|DFIC
OG0008403	LOC6504436|XP_001966980.1|DANA	LOC108091088|XP_017045589.1|DFIC
OG0008404	LOC6494469|XP_014760081.1|DANA	LOC108090191|XP_017044267.1|DFIC
OG0008405	LOC6503587|XP_001964108.1|DANA	LOC108091172|XP_017045707.1|DFIC
OG0008406	LOC6504123|XP_001964232.1|DANA	LOC108095527|XP_017052138.1|DFIC, LOC108101691|XP_017061610.1|DFIC
OG0008407	LOC6499414|XP_001954691.3|DANA	LOC108102020|XP_017062109.1|DFIC
OG0008408	LOC6504936|XP_032309289.1|DANA	LOC108097088|XP_017054626.1|DFIC
OG0008409	LOC6507942|XP_001957268.1|DANA	LOC108100576|XP_017060043.1|DFIC
OG0008410	LOC6499428|XP_001954658.1|DANA	LOC108102081|XP_017062219.1|DFIC
OG0008411	LOC6501303|XP_001954959.1|DANA	LOC108097498|XP_017055300.1|DFIC
OG0008412	LOC6503582|XP_001964120.2|DANA	LOC108095585|XP_017052231.1|DFIC
OG0008413	LOC6506240|XP_014764690.1|DANA	LOC108100346|XP_017059660.1|DFIC
OG0008414	LOC6503947|XP_001963896.1|DANA	LOC108097228|XP_017054878.1|DFIC
OG0008415	LOC6505276|XP_001965671.1|DANA	LOC108098009|XP_017056139.1|DFIC
OG0008416	LOC6501821|XP_014759585.1|DANA	LOC108087594|XP_017040515.1|DFIC
OG0008417	LOC6504641|XP_001966487.1|DANA	LOC108091312|XP_017045925.1|DFIC
OG0008418	LOC6503541|XP_001964186.2|DANA	LOC108086493|XP_017038907.1|DFIC
OG0008419	LOC6502983|XP_032308944.1|DANA	LOC108097472|XP_017055234.1|DFIC
OG0008420	LOC6504006|XP_001963992.1|DANA	LOC108095554|XP_017052178.1|DFIC
OG0008421	LOC6504260|XP_032308835.1|DANA	LOC108097720|XP_017055704.1|DFIC
OG0008422	LOC6503040|XP_032308941.1|DANA	LOC108092923|XP_017048274.1|DFIC
OG0008423	LOC6496165|XP_001960356.1|DANA	LOC108096580|XP_017053767.1|DFIC
OG0008424	LOC6502241|XP_001966050.1|DANA	LOC108101696|XP_017061620.1|DFIC
OG0008425	LOC6499314|XP_001954885.2|DANA	LOC108087044|XP_017039709.1|DFIC
OG0008426	LOC6495125|XP_001958999.1|DANA	LOC108093932|XP_017049798.1|DFIC
OG0008427	LOC6502290|XP_001966180.2|DANA	LOC108097299|XP_017055002.1|DFIC
OG0008429	LOC6500972|XP_001954277.1|DANA	LOC108099649|XP_017058768.1|DFIC
OG0008430	LOC6502115|XP_001966179.1|DANA	LOC108091278|XP_017045881.1|DFIC
OG0008432	LOC6499097|XP_032310375.1|DANA	LOC108095802|XP_017052556.1|DFIC
OG0008433	LOC6493832|XP_032310627.1|DANA	LOC108095473|XP_017052076.1|DFIC
OG0008434	LOC6505570|XP_001964678.1|DANA	LOC108086796|XP_017039326.1|DFIC
OG0008435	LOC6498596|XP_001963130.1|DANA	LOC108089113|XP_017042713.1|DFIC
OG0008436	LOC26514899|XP_014764060.1|DANA	LOC108090469|XP_017044655.1|DFIC
OG0008438	LOC6507966|XP_032311829.1|DANA	LOC108099548|XP_017058619.1|DFIC
OG0008439	LOC6495499|XP_001958982.1|DANA	LOC108093961|XP_017049855.1|DFIC
OG0008440	LOC6501429|XP_014767040.1|DANA	LOC108090112|XP_017044121.1|DFIC
OG0008441	LOC6493869|XP_001958590.2|DANA	LOC108088776|XP_017042220.1|DFIC
OG0008442	LOC6494355|XP_032307205.1|DANA	LOC108095185|XP_017051661.1|DFIC
OG0008443	LOC6492931|XP_001956677.1|DANA	LOC108096261|XP_017053206.1|DFIC
OG0008444	LOC6493679|XP_001958217.1|DANA	LOC108088313|XP_017041538.1|DFIC
OG0008445	LOC6503068|XP_001963364.1|DANA	LOC108092981|XP_017048362.1|DFIC
OG0008446	LOC6504503|XP_032308093.1|DANA	LOC108098064|XP_017056242.1|DFIC
OG0008447	LOC6504602|XP_001966548.1|DANA	LOC108095595|XP_017052249.1|DFIC
OG0008448	LOC6502149|XP_014759950.2|DANA	LOC108097884|XP_017055909.1|DFIC
OG0008449	LOC6503485|XP_001964288.1|DANA	LOC108095346|XP_017051915.1|DFIC
OG0008450	LOC26514226|XP_014759703.1|DANA	LOC108088642|XP_017042048.1|DFIC
OG0008451	LOC6500133|XP_032312293.1|DANA	LOC108101023|XP_017060678.1|DFIC
OG0008452	LOC6497841|XP_032307494.1|DANA	LOC108091571|XP_017046336.1|DFIC
OG0008453	LOC6494093|XP_001960991.1|DANA	LOC108101513|XP_017061362.1|DFIC
OG0008454	LOC6504652|XP_032309293.1|DANA	LOC108097156|XP_017054767.1|DFIC
OG0008455	LOC6493430|XP_001957734.1|DANA	LOC108100360|XP_017059684.1|DFIC
OG0008456	LOC6501175|XP_001954695.1|DANA	LOC108102059|XP_017062178.1|DFIC
OG0008457	LOC6498855|XP_001955793.1|DANA	LOC108092091|XP_017047069.1|DFIC
OG0008458	LOC6496309|XP_001960667.2|DANA	LOC108090913|XP_017045323.1|DFIC
OG0008459	LOC6502933|XP_001963564.1|DANA	LOC108097604|XP_017055500.1|DFIC, LOC108088732|XP_017042171.1|DFIC
OG0008460	LOC6497760|XP_001961409.1|DANA	LOC108102236|XP_017062463.1|DFIC
OG0008461	LOC6498082|XP_014761973.1|DANA	LOC108092702|XP_017047906.1|DFIC
OG0008462	LOC6498110|XP_001962098.1|DANA	LOC108092519|XP_017047630.1|DFIC
OG0008463	LOC26514214|XP_014760640.1|DANA	LOC108091504|XP_017046234.1|DFIC
OG0008464	LOC6494388|XP_001960419.1|DANA	LOC108090817|XP_017045164.1|DFIC
OG0008465	LOC26515200|XP_014764100.1|DANA	LOC108096810|XP_017054190.1|DFIC
OG0008466	LOC6494771|XP_001959698.1|DANA	LOC108101869|XP_017061894.1|DFIC
OG0008467	LOC6495644|XP_001959292.1|DANA	LOC108087865|XP_017040938.1|DFIC
OG0008468	LOC6497016|XP_001962923.1|DANA	LOC108093481|XP_017049056.1|DFIC, LOC108090633|XP_017044937.1|DFIC
OG0008469	LOC6494448|XP_032307164.1|DANA	LOC108088563|XP_017041899.1|DFIC, LOC108091542|XP_017046296.1|DFIC
OG0008470	LOC6495838|XP_001959684.2|DANA	LOC108101853|XP_017061862.1|DFIC
OG0008472	LOC6495966|XP_032307294.1|DANA	LOC108093843|XP_017049663.1|DFIC
OG0008473	LOC6501928|XP_001967160.2|DANA, LOC116656200|XP_032311540.1|DANA	LOC108102118|XP_017062270.1|DFIC
OG0008474	LOC6499310|XP_001954893.3|DANA	LOC108087015|XP_017039671.1|DFIC
OG0008475	LOC6504359|XP_001964996.1|DANA	LOC108092638|XP_017047765.1|DFIC, LOC108098346|XP_017057104.1|DFIC
OG0008476	LOC6494230|XP_001965952.1|DANA	LOC108098832|XP_017057477.1|DFIC
OG0008477	LOC6496523|XP_014763867.1|DANA	LOC108087854|XP_017040927.1|DFIC
OG0008478	LOC6499890|XP_032305412.1|DANA	LOC108095644|XP_017052299.1|DFIC
OG0008479	LOC6494798|XP_001959645.3|DANA	LOC108087868|XP_017040941.1|DFIC
OG0008480	LOC6493258|XP_014764290.2|DANA	LOC108096337|XP_017053365.1|DFIC
OG0008481	LOC6504934|XP_001966613.2|DANA, LOC26513668|XP_014759878.1|DANA	LOC108097166|XP_017054789.1|DFIC
OG0008482	LOC6493042|XP_001956932.1|DANA	LOC108099914|XP_017059064.1|DFIC
OG0008483	LOC6496866|XP_001963247.1|DANA	LOC108094146|XP_017050073.1|DFIC
OG0008484	LOC6499943|XP_001953584.1|DANA	LOC108098951|XP_017057648.1|DFIC
OG0008485	LOC6497322|XP_001962321.1|DANA	LOC108093436|XP_017048988.1|DFIC
OG0008486	LOC6501769|XP_014759325.1|DANA	LOC108101969|XP_017062048.1|DFIC
OG0008487	LOC6505116|XP_001965430.1|DANA	LOC108097193|XP_017054828.1|DFIC
OG0008488	LOC6501301|XP_001954947.1|DANA	LOC108098606|XP_017057157.1|DFIC
OG0008489	LOC26514988|XP_014767367.1|DANA	LOC108093537|XP_017049119.1|DFIC
OG0008490	LOC6500218|XP_001953002.1|DANA	LOC108095907|XP_017052724.1|DFIC
OG0008491	LOC6500252|XP_001952935.1|DANA	LOC108087092|XP_017039762.1|DFIC
OG0008492	LOC6498074|XP_001962027.1|DANA	LOC108101164|XP_017060875.1|DFIC
OG0008493	LOC6497105|XP_001962745.1|DANA	LOC108098372|XP_017056716.1|DFIC
OG0008494	LOC6496385|XP_001960798.2|DANA	LOC108096544|XP_017053720.1|DFIC
OG0008495	LOC6496364|XP_001960768.1|DANA	LOC108086728|XP_017039242.1|DFIC
OG0008496	LOC6494492|XP_001960227.1|DANA	LOC108096809|XP_017054189.1|DFIC
OG0008497	LOC26515339|XP_014764121.1|DANA	LOC108094774|XP_017051036.1|DFIC
OG0008498	LOC6495975|XP_001959958.1|DANA	LOC108094060|XP_017049989.1|DFIC
OG0008499	LOC6496006|XP_001960030.1|DANA	LOC108094784|XP_017051047.1|DFIC
OG0008500	LOC6495835|XP_014763508.2|DANA	LOC108090359|XP_017044473.1|DFIC
OG0008501	LOC6493405|XP_001957681.1|DANA	LOC108099861|XP_017058998.1|DFIC
OG0008502	LOC6501879|XP_001966750.1|DANA	LOC108088661|XP_017042078.1|DFIC
OG0008503	LOC6504122|XP_001964229.1|DANA	LOC108101695|XP_017061619.1|DFIC
OG0008504	LOC26514485|XP_014765630.1|DANA	LOC108099029|XP_017057767.1|DFIC
OG0008505	LOC6506932|XP_001956964.1|DANA	LOC108093075|XP_017048478.1|DFIC
OG0008506	LOC6506923|XP_001956989.1|DANA	LOC108093161|XP_017048597.1|DFIC
OG0008507	LOC6497989|XP_001961848.1|DANA, LOC6506256|XP_001958255.2|DANA	LOC108099845|XP_017058981.1|DFIC
OG0008509	LOC6504172|XP_001964317.2|DANA	LOC108091306|XP_017045916.1|DFIC
OG0008511	LOC6505334|XP_001964836.1|DANA	LOC108098739|XP_017057359.1|DFIC
OG0008512	LOC6503021|XP_001963392.1|DANA	LOC108102228|XP_017062446.1|DFIC
OG0008513	LOC6498107|XP_001962091.1|DANA	LOC108092572|XP_017047701.1|DFIC
OG0008514	LOC6497361|XP_001962247.1|DANA, LOC6497362|XP_001962246.1|DANA	LOC108098287|XP_017056583.1|DFIC, LOC108098288|XP_017056584.1|DFIC
OG0008516	LOC6506592|XP_001957583.2|DANA	LOC108096241|XP_017053155.1|DFIC
OG0008517	LOC6493549|XP_001957979.1|DANA	LOC108096363|XP_017053404.1|DFIC
OG0008518	LOC6493579|XP_001958034.2|DANA	LOC108088837|XP_017042299.1|DFIC
OG0008519	LOC6495366|XP_001958673.3|DANA	LOC108086648|XP_017039115.1|DFIC
OG0008520	LOC6499345|XP_001954823.3|DANA, LOC6499344|XP_001954824.2|DANA	LOC108101059|XP_017060735.1|DFIC
OG0008521	LOC6498837|XP_001955839.2|DANA, LOC26514875|XP_014767355.2|DANA	LOC108095999|XP_017052834.1|DFIC
OG0008521	LOC26514301|XP_014767270.1|DANA	LOC108095650|XP_017052304.1|DFIC
OG0008522	LOC26514381|XP_014762323.1|DANA	LOC108095097|XP_017051522.1|DFIC
OG0008522	LOC6502542|XP_032306304.1|DANA	LOC108086723|XP_017039235.1|DFIC
OG0008523	LOC6497753|XP_001961423.3|DANA	LOC108098180|XP_017056402.1|DFIC
OG0008524	LOC6503681|XP_014761026.1|DANA	LOC108097934|XP_017056015.1|DFIC
OG0008525	LOC6502476|XP_001963199.1|DANA	LOC108100061|XP_017059285.1|DFIC
OG0008527	LOC6505179|XP_014760309.1|DANA	LOC108088707|XP_017042138.1|DFIC
OG0008528	LOC6507378|XP_001956132.1|DANA	LOC108099108|XP_017057921.1|DFIC
OG0008530	LOC6504484|XP_001966992.1|DANA	LOC108097652|XP_017055571.1|DFIC
