Orthogroup	DANA.longest_only	BTRY.longest_only
OG0006884	LOC6498370|XP_001962643.1|DANA	LOC120769358|XP_039952253.1|BTRY
OG0006885	LOC6498614|XP_014762203.1|DANA	LOC120768294|XP_039950856.1|BTRY
OG0006886	LOC6500800|XP_001953944.1|DANA	LOC120766610|XP_039948151.1|BTRY
OG0006887	LOC6502210|XP_032308791.1|DANA	LOC120775223|XP_039961224.1|BTRY
OG0006888	LOC6498587|XP_032310986.1|DANA	LOC120781549|XP_039969714.1|BTRY
OG0006889	LOC6498195|XP_001962275.1|DANA	LOC120775738|XP_039961990.1|BTRY
OG0006890	LOC6506181|XP_014760543.1|DANA	LOC120767726|XP_039949869.1|BTRY
OG0006891	LOC6497574|XP_001961785.1|DANA	LOC120767727|XP_039949870.1|BTRY
OG0006892	LOC6497885|XP_032307557.1|DANA	LOC120767916|XP_039950210.1|BTRY
OG0006893	LOC6503415|XP_001965320.1|DANA	LOC120767915|XP_039950208.1|BTRY
OG0006894	LOC6507158|XP_001965319.1|DANA	LOC120767914|XP_039950205.1|BTRY
OG0006895	LOC26513892|XP_014761353.2|DANA	LOC120775943|XP_039962286.1|BTRY
OG0006896	LOC6497739|XP_001961450.1|DANA	LOC120771433|XP_039955363.1|BTRY
OG0006897	LOC6505407|XP_032311297.1|DANA	LOC120781856|XP_039970008.1|BTRY
OG0006898	LOC6497881|XP_001961639.1|DANA	LOC120769133|XP_039951936.1|BTRY
OG0006899	LOC6498113|XP_001962103.1|DANA	LOC120769507|XP_039952473.1|BTRY
OG0006900	LOC6502200|XP_001966046.1|DANA	LOC120767960|XP_039950285.1|BTRY
OG0006901	LOC6503334|XP_001965390.1|DANA	LOC120768008|XP_039950368.1|BTRY
OG0006902	LOC6505129|XP_001965406.2|DANA	LOC120774416|XP_039959977.1|BTRY
OG0006903	LOC6505531|XP_001964750.3|DANA	LOC120766237|XP_039947549.1|BTRY
OG0006904	LOC6497085|XP_001962789.1|DANA	LOC120768634|XP_039951334.1|BTRY
OG0006905	LOC6497915|XP_001961705.3|DANA	LOC120767444|XP_039949440.1|BTRY
OG0006906	LOC6497684|XP_001961576.1|DANA	LOC120769136|XP_039951942.1|BTRY
OG0006907	LOC6503774|XP_032311225.1|DANA	LOC120769609|XP_039952623.1|BTRY
OG0006908	LOC6497811|XP_001961493.1|DANA	LOC120768374|XP_039950973.1|BTRY
OG0006909	LOC6498571|XP_001963093.1|DANA	LOC120781384|XP_039969523.1|BTRY
OG0006910	LOC6498044|XP_032307649.1|DANA	LOC120767617|XP_039949707.1|BTRY
OG0006912	LOC6497071|XP_032311382.1|DANA	LOC120768095|XP_039950569.1|BTRY
OG0006913	LOC6496856|XP_001963264.1|DANA	LOC120767397|XP_039949367.1|BTRY
OG0006914	LOC6493816|XP_001958494.1|DANA	LOC120776915|XP_039963920.1|BTRY
OG0006915	LOC6498494|XP_032311107.1|DANA	LOC120776912|XP_039963916.1|BTRY
OG0006916	LOC6504307|XP_032311357.1|DANA	LOC120767249|XP_039949037.1|BTRY
OG0006917	LOC6497790|XP_032307582.1|DANA	LOC120768085|XP_039950548.1|BTRY
OG0006918	LOC6497791|XP_014761823.1|DANA	LOC120768259|XP_039950786.1|BTRY
OG0006921	LOC6497481|XP_032307668.1|DANA	LOC120769801|XP_039952921.1|BTRY
OG0006922	LOC6504337|XP_001965025.1|DANA	LOC120768139|XP_039950631.1|BTRY
OG0006923	LOC6497687|XP_001961570.1|DANA	LOC120767616|XP_039949705.1|BTRY
OG0006924	LOC6498828|XP_001965875.1|DANA	LOC120769189|XP_039952015.1|BTRY
OG0006925	LOC6505538|XP_001964736.2|DANA	LOC120766717|XP_039948296.1|BTRY
OG0006926	LOC6503287|XP_014759113.1|DANA	LOC120768560|XP_039951242.1|BTRY
OG0006927	LOC6503285|XP_001967584.1|DANA	LOC120769389|XP_039952293.1|BTRY
OG0006928	LOC6497228|XP_001962521.2|DANA	LOC120769698|XP_039952759.1|BTRY
OG0006929	LOC6497688|XP_014761789.1|DANA	LOC120767463|XP_039949480.1|BTRY
OG0006930	LOC6504114|XP_014760413.1|DANA	LOC120769526|XP_039952498.1|BTRY
OG0006931	LOC6506075|XP_001965108.1|DANA	LOC120768441|XP_039951063.1|BTRY
OG0006932	LOC6496934|XP_001963101.1|DANA	LOC120782087|XP_039970171.1|BTRY
OG0006933	LOC6498575|XP_001963097.1|DANA	LOC120781407|XP_039969551.1|BTRY
OG0006934	LOC6501043|XP_001954449.3|DANA	LOC120766759|XP_039948367.1|BTRY
OG0006935	LOC6497736|XP_014761801.1|DANA	LOC120769159|XP_039951974.1|BTRY
OG0006936	LOC6498501|XP_014762160.1|DANA	LOC120769223|XP_039952053.1|BTRY
OG0006937	LOC6498563|XP_001963071.2|DANA	LOC120768187|XP_039950690.1|BTRY
OG0006938	LOC6496980|XP_001963005.1|DANA	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY
OG0006939	LOC6503970|XP_014761128.1|DANA	LOC120772311|XP_039956759.1|BTRY
OG0006940	LOC6498664|XP_014762222.1|DANA	LOC120769694|XP_039952754.1|BTRY
OG0006941	LOC6497062|XP_001962825.1|DANA	LOC120768086|XP_039950551.1|BTRY
OG0006942	LOC6493971|XP_014762499.1|DANA	LOC120770976|XP_039954645.1|BTRY
OG0006943	LOC6498179|XP_001962238.3|DANA	LOC120767899|XP_039950177.1|BTRY
OG0006944	LOC6498680|XP_032311248.1|DANA	LOC120767386|XP_039949325.1|BTRY
OG0006945	LOC6497876|XP_001961625.1|DANA	LOC120767836|XP_039950060.1|BTRY
OG0006946	LOC6500872|XP_014766771.1|DANA	LOC120767008|XP_039948754.1|BTRY
OG0006947	LOC6497813|XP_001961500.1|DANA	LOC120767986|XP_039950338.1|BTRY
OG0006948	LOC6498265|XP_032307712.1|DANA	LOC120769249|XP_039952085.1|BTRY
OG0006949	LOC6506669|XP_001965223.1|DANA	LOC120769423|XP_039952339.1|BTRY
OG0006950	LOC6505393|XP_001966902.2|DANA	LOC120767771|XP_039949944.1|BTRY
OG0006951	LOC6498332|XP_032307747.1|DANA	LOC120767705|XP_039949835.1|BTRY
OG0006952	LOC6499898|XP_001953674.1|DANA	LOC120782077|XP_039970165.1|BTRY
OG0006953	LOC6506442|XP_001957874.2|DANA	LOC120776695|XP_039963514.1|BTRY
OG0006954	LOC6497034|XP_001962877.3|DANA	LOC120767955|XP_039950276.1|BTRY
OG0006955	LOC6499475|XP_001954563.1|DANA	LOC120782299|XP_039970443.1|BTRY
OG0006956	LOC6497223|XP_032307653.1|DANA	LOC120769029|XP_039951804.1|BTRY
OG0006957	LOC6497087|XP_001962785.1|DANA	LOC120767858|XP_039950100.1|BTRY
OG0006958	LOC6494915|XP_001959429.1|DANA	LOC120770973|XP_039954642.1|BTRY
OG0006959	LOC6507386|XP_001956110.1|DANA	LOC120778533|XP_039966309.1|BTRY
OG0006960	LOC6498038|XP_001961947.1|DANA	LOC120769463|XP_039952409.1|BTRY
OG0006961	LOC6497622|XP_014761753.1|DANA	LOC120769150|XP_039951961.1|BTRY
OG0006962	LOC6497802|XP_001961477.1|DANA	LOC120768018|XP_039950408.1|BTRY
OG0006963	LOC6498548|XP_032311186.1|DANA	LOC120768554|XP_039951232.1|BTRY
OG0006964	LOC6498544|XP_001963032.2|DANA	LOC120769090|XP_039951883.1|BTRY
OG0006965	LOC6497880|XP_001961637.1|DANA	LOC120769752|XP_039952847.1|BTRY
OG0006966	LOC6498186|XP_001962254.1|DANA	LOC120768990|XP_039951758.1|BTRY
OG0006967	LOC6495602|XP_001959184.1|DANA	LOC120772059|XP_039956376.1|BTRY
OG0006968	LOC6494652|XP_014762906.1|DANA	LOC120772441|XP_039956992.1|BTRY
OG0006969	LOC6506453|XP_032309898.1|DANA	LOC120777399|XP_039964629.1|BTRY
OG0006970	LOC6499089|XP_001955325.1|DANA	LOC120782832|XP_039971287.1|BTRY
OG0006971	LOC6497979|XP_001961832.1|DANA	LOC120768640|XP_039951344.1|BTRY
OG0006972	LOC6498643|XP_014762210.1|DANA	LOC120779970|XP_039968203.1|BTRY
OG0006973	LOC6497678|XP_001961590.1|DANA	LOC120768354|XP_039950943.1|BTRY
OG0006974	LOC6498508|XP_001962968.1|DANA	LOC120777011|XP_039964048.1|BTRY
OG0006975	LOC6498524|XP_001962993.1|DANA	LOC120769274|XP_039952123.1|BTRY
OG0006976	LOC6498386|XP_032311383.1|DANA	LOC120769297|XP_039952160.1|BTRY
OG0006977	LOC6496586|XP_001961202.3|DANA	LOC120771714|XP_039955801.1|BTRY
OG0006979	LOC6503359|XP_001965365.1|DANA	LOC120767231|XP_039948992.1|BTRY
OG0006980	LOC6498212|XP_001962310.1|DANA	LOC120768059|XP_039950512.1|BTRY
OG0006981	LOC6497162|XP_001962646.1|DANA	LOC120767443|XP_039949439.1|BTRY
OG0006982	LOC6498377|XP_001962670.2|DANA	LOC120769064|XP_039951853.1|BTRY
OG0006983	LOC6497679|XP_001961589.1|DANA	LOC120768356|XP_039950946.1|BTRY
OG0006984	LOC6496833|XP_032311073.1|DANA	LOC120769324|XP_039952209.1|BTRY
OG0006985	LOC6497445|XP_001962061.1|DANA	LOC120769737|XP_039952824.1|BTRY
OG0006986	LOC6498298|XP_001962488.1|DANA	LOC120769605|XP_039952619.1|BTRY
OG0006987	LOC6496626|XP_001961288.1|DANA	LOC120781280|XP_039969410.1|BTRY
OG0006988	LOC6497656|XP_001961623.1|DANA	LOC120767950|XP_039950270.1|BTRY
OG0006989	LOC6497032|XP_001962883.1|DANA	LOC120768291|XP_039950852.1|BTRY
OG0006990	LOC6506830|XP_032310931.1|DANA	LOC120767995|XP_039950346.1|BTRY
OG0006991	LOC6505889|XP_001964558.1|DANA	LOC120766305|XP_039947656.1|BTRY
OG0006992	LOC6498526|XP_001962997.2|DANA	LOC120767447|XP_039949444.1|BTRY
OG0006993	LOC6497613|XP_014761751.1|DANA	LOC120767303|XP_039949123.1|BTRY
OG0006994	LOC6497946|XP_001961775.1|DANA	LOC120767847|XP_039950079.1|BTRY
OG0006995	LOC6505770|XP_001965019.1|DANA	LOC120767985|XP_039950336.1|BTRY
OG0006996	LOC6505774|XP_001965020.1|DANA	LOC120768638|XP_039951337.1|BTRY
OG0006997	LOC6495566|XP_001959114.1|DANA	LOC120770265|XP_039953508.1|BTRY
OG0006998	LOC6499895|XP_001953680.1|DANA	LOC120768502|XP_039951160.1|BTRY
OG0006999	LOC6498678|XP_014762239.1|DANA	LOC120771953|XP_039956197.1|BTRY
OG0007000	LOC6507445|XP_001965378.2|DANA	LOC120768899|XP_039951590.1|BTRY
OG0007001	LOC6495699|XP_032306540.1|DANA	LOC120773046|XP_039957911.1|BTRY, LOC120770140|XP_039953260.1|BTRY
OG0007002	LOC6498009|XP_014761920.1|DANA	LOC120768980|XP_039951718.1|BTRY
OG0007003	LOC6494504|XP_014762817.1|DANA	LOC120770091|XP_039953174.1|BTRY
OG0007004	LOC6497442|XP_001962066.1|DANA	LOC120767898|XP_039950174.1|BTRY
OG0007005	LOC6497621|XP_032307636.1|DANA	LOC120769494|XP_039952457.1|BTRY
OG0007006	LOC6497112|XP_001962731.3|DANA	LOC120769273|XP_039952119.1|BTRY
OG0007007	LOC6496929|XP_001963115.2|DANA	LOC120781600|XP_039969770.1|BTRY
OG0007008	LOC6503863|XP_001965233.3|DANA	LOC120768896|XP_039951584.1|BTRY
OG0007009	LOC6498576|XP_001963100.1|DANA	LOC120781686|XP_039969837.1|BTRY
OG0007010	LOC6497661|XP_014761770.1|DANA	LOC120768388|XP_039950990.1|BTRY
OG0007011	LOC6498960|XP_001955603.1|DANA	LOC120768459|XP_039951094.1|BTRY
OG0007012	LOC6506221|XP_032311027.1|DANA	LOC120769315|XP_039952195.1|BTRY
OG0007013	LOC6497127|XP_001962702.2|DANA	LOC120769104|XP_039951899.1|BTRY
OG0007014	LOC6498392|XP_014762109.1|DANA	LOC120769491|XP_039952454.1|BTRY
OG0007015	LOC6497164|XP_014761538.1|DANA	LOC120769754|XP_039952851.1|BTRY
OG0007016	LOC6497775|XP_032307710.1|DANA	LOC120767220|XP_039948969.1|BTRY
OG0007017	LOC6497724|XP_014761797.1|DANA	LOC120769674|XP_039952726.1|BTRY
OG0007018	LOC6498372|XP_014762104.1|DANA	LOC120768120|XP_039950605.1|BTRY
OG0007019	LOC6505403|XP_001966895.3|DANA	LOC120768498|XP_039951154.1|BTRY
OG0007021	LOC6497890|XP_001961655.1|DANA	LOC120767668|XP_039949774.1|BTRY
OG0007022	LOC6497851|XP_014761849.1|DANA	LOC120768020|XP_039950414.1|BTRY
OG0007023	LOC6496951|XP_032311424.1|DANA	LOC120777225|XP_039964340.1|BTRY
OG0007024	LOC6501283|XP_001954916.1|DANA	LOC120766607|XP_039948148.1|BTRY
OG0007025	LOC6503777|XP_001963765.1|DANA	LOC120774850|XP_039960605.1|BTRY
OG0007026	LOC6503357|XP_001965368.1|DANA	LOC120767346|XP_039949238.1|BTRY
OG0007027	LOC6498317|XP_001962527.1|DANA	LOC120769083|XP_039951877.1|BTRY
OG0007028	LOC6503337|XP_032311151.1|DANA	LOC120767284|XP_039949093.1|BTRY
OG0007029	LOC6497364|XP_032307605.1|DANA	LOC120768387|XP_039950986.1|BTRY
OG0007030	LOC6501876|XP_032308364.1|DANA	LOC120774469|XP_039960059.1|BTRY
OG0007031	LOC6496778|XP_014760194.1|DANA	LOC120768251|XP_039950779.1|BTRY
OG0007032	LOC6507797|XP_001956362.1|DANA	LOC120771197|XP_039955030.1|BTRY
OG0007033	LOC6497700|XP_001961536.1|DANA	LOC120767854|XP_039950092.1|BTRY
OG0007034	LOC6496709|XP_001967338.1|DANA	LOC120768048|XP_039950491.1|BTRY
OG0007035	LOC6504481|XP_001966989.1|DANA	LOC120772678|XP_039957349.1|BTRY
OG0007036	LOC6507941|XP_001956653.2|DANA	LOC120778007|XP_039965604.1|BTRY
OG0007037	LOC6501625|XP_001955632.1|DANA	LOC120779971|XP_039968206.1|BTRY
OG0007038	LOC6496390|XP_032306909.1|DANA	LOC120770251|XP_039953486.1|BTRY
OG0007039	LOC6494988|XP_001959270.1|DANA	LOC120775473|XP_039961605.1|BTRY
OG0007040	LOC6497024|XP_001962908.1|DANA	LOC120769780|XP_039952897.1|BTRY
OG0007041	LOC6498294|XP_001962479.1|DANA	LOC120769289|XP_039952144.1|BTRY
OG0007042	LOC6504816|XP_014760468.1|DANA	LOC120767844|XP_039950072.1|BTRY
OG0007043	LOC6500040|XP_032305402.1|DANA	LOC120766954|XP_039948673.1|BTRY
OG0007045	LOC6500411|XP_001953159.1|DANA	LOC120767043|XP_039948830.1|BTRY
OG0007046	LOC6501689|XP_001955768.1|DANA	LOC120782395|XP_039970572.1|BTRY
OG0007047	LOC6498331|XP_001962562.1|DANA	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY
OG0007048	LOC6497419|XP_032307374.1|DANA	LOC120767989|XP_039950342.1|BTRY
OG0007049	LOC6503874|XP_001965232.1|DANA	LOC120767813|XP_039950026.1|BTRY
OG0007050	LOC6498660|XP_001963265.1|DANA	LOC120768268|XP_039950800.1|BTRY
OG0007051	LOC6498066|XP_001962012.2|DANA	LOC120768900|XP_039951591.1|BTRY
OG0007052	LOC6503797|XP_001963728.1|DANA	LOC120774706|XP_039960370.1|BTRY
OG0007053	LOC6499945|XP_001953580.1|DANA	LOC120780510|XP_039968719.1|BTRY
OG0007054	LOC6496182|XP_001960389.1|DANA	LOC120771998|XP_039956289.1|BTRY
OG0007055	LOC6496429|XP_001960897.2|DANA	LOC120770557|XP_039954067.1|BTRY
OG0007056	LOC26514061|XP_014765565.1|DANA	LOC120777595|XP_039964966.1|BTRY
OG0007057	LOC6503858|XP_001963727.1|DANA	LOC120774707|XP_039960375.1|BTRY
OG0007058	LOC6505147|XP_001965438.1|DANA	LOC120775597|XP_039961770.1|BTRY
OG0007059	LOC6504458|XP_032310881.1|DANA	LOC120768581|XP_039951270.1|BTRY
OG0007060	LOC6497405|XP_001962150.1|DANA	LOC120768483|XP_039951132.1|BTRY
OG0007061	LOC6498134|XP_032307651.1|DANA	LOC120769409|XP_039952321.1|BTRY
OG0007062	LOC6505515|XP_032311443.1|DANA	LOC120769819|XP_039952961.1|BTRY
OG0007063	LOC6497500|XP_001961955.1|DANA	LOC120767546|XP_039949594.1|BTRY
OG0007064	LOC6495795|XP_001959602.1|DANA	LOC120781229|XP_039969299.1|BTRY
OG0007065	LOC6506255|XP_001958256.1|DANA	LOC120767317|XP_039949184.1|BTRY
OG0007066	LOC6493605|XP_001958091.1|DANA	LOC120776858|XP_039963838.1|BTRY
OG0007067	LOC6498635|XP_001963210.1|DANA	LOC120768220|XP_039950729.1|BTRY
OG0007068	LOC6496976|XP_001963014.1|DANA	LOC120768004|XP_039950363.1|BTRY
OG0007069	LOC6505589|XP_001964969.1|DANA	LOC120767907|XP_039950191.1|BTRY
OG0007070	LOC6502515|XP_001960522.1|DANA	LOC120770377|XP_039953728.1|BTRY
OG0007071	LOC6494386|XP_001960423.1|DANA	LOC120770360|XP_039953705.1|BTRY
OG0007072	LOC6502654|XP_001953285.1|DANA	LOC120782290|XP_039970427.1|BTRY
OG0007073	LOC6506732|XP_001965238.1|DANA	LOC120768270|XP_039950802.1|BTRY
OG0007074	LOC6495357|XP_001958653.1|DANA	LOC120771748|XP_039955853.1|BTRY
OG0007075	LOC6498120|XP_001962116.2|DANA	LOC120767314|XP_039949174.1|BTRY
OG0007076	LOC6496335|XP_001960719.1|DANA	LOC120771229|XP_039955074.1|BTRY
OG0007077	LOC6498631|XP_001963193.1|DANA	LOC120768266|XP_039950797.1|BTRY
OG0007078	LOC6498319|XP_001962530.1|DANA	LOC120768939|XP_039951656.1|BTRY
OG0007079	LOC6497221|XP_014761563.1|DANA	LOC120768942|XP_039951661.1|BTRY
OG0007080	LOC6505373|XP_032311099.1|DANA	LOC120768007|XP_039950366.1|BTRY
OG0007081	LOC6506309|XP_001965151.1|DANA	LOC120768902|XP_039951593.1|BTRY
OG0007082	LOC6497862|XP_001961588.1|DANA	LOC120768134|XP_039950626.1|BTRY
OG0007083	LOC6498485|XP_001962924.1|DANA	LOC120767583|XP_039949664.1|BTRY
OG0007084	LOC6503096|XP_001963418.1|DANA	LOC120774380|XP_039959918.1|BTRY
OG0007085	LOC6496836|XP_032311247.1|DANA	LOC120768915|XP_039951620.1|BTRY
OG0007086	LOC6498136|XP_001962152.1|DANA	LOC120769254|XP_039952090.1|BTRY
OG0007087	LOC6493674|XP_001958207.2|DANA	LOC120769084|XP_039951878.1|BTRY
OG0007088	LOC6497358|XP_001962253.2|DANA	LOC120769709|XP_039952782.1|BTRY
OG0007089	LOC6497643|XP_001961651.1|DANA	LOC120768089|XP_039950561.1|BTRY
OG0007090	LOC6498094|XP_032307684.1|DANA	LOC120767393|XP_039949343.1|BTRY
OG0007091	LOC6497398|XP_001962165.1|DANA	LOC120768295|XP_039950858.1|BTRY
OG0007092	LOC6500606|XP_014766642.1|DANA	LOC120769325|XP_039952217.1|BTRY
OG0007093	LOC6505446|XP_001964908.1|DANA	LOC120777570|XP_039964908.1|BTRY
OG0007094	LOC6505442|XP_001964907.1|DANA	LOC120772640|XP_039957298.1|BTRY
OG0007095	LOC6498647|XP_001963235.1|DANA	LOC120768396|XP_039951003.1|BTRY
OG0007096	LOC6498281|XP_014762044.1|DANA	LOC120768415|XP_039951030.1|BTRY
OG0007097	LOC6506797|XP_001965253.1|DANA	LOC120767198|XP_039948933.1|BTRY
OG0007098	LOC6503741|XP_032310930.1|DANA	LOC120767860|XP_039950103.1|BTRY
OG0007099	LOC6499721|XP_001954065.1|DANA	LOC120778745|XP_039966656.1|BTRY
OG0007100	LOC6497277|XP_001962405.1|DANA	LOC120769229|XP_039952060.1|BTRY
OG0007101	LOC6506984|XP_001965289.1|DANA	LOC120767556|XP_039949621.1|BTRY
OG0007102	LOC6497856|XP_001961579.2|DANA	LOC120769365|XP_039952260.1|BTRY
OG0007103	LOC6497496|XP_001961963.1|DANA	LOC120768087|XP_039950558.1|BTRY
OG0007104	LOC6496873|XP_001963232.1|DANA	LOC120781663|XP_039969817.1|BTRY
OG0007105	LOC6496930|XP_001963113.1|DANA	LOC120767969|XP_039950311.1|BTRY
OG0007106	LOC6497844|XP_032307786.1|DANA	LOC120768213|XP_039950717.1|BTRY
OG0007107	LOC6497418|XP_014761701.1|DANA	LOC120767897|XP_039950168.1|BTRY
OG0007108	LOC6506520|XP_001965193.1|DANA	LOC120769384|XP_039952288.1|BTRY
OG0007109	LOC6497465|XP_001962024.1|DANA	LOC120769205|XP_039952034.1|BTRY
OG0007110	LOC6497955|XP_001961791.1|DANA	LOC120768921|XP_039951630.1|BTRY
OG0007111	LOC6496848|XP_014761400.1|DANA	LOC120767562|XP_039949632.1|BTRY
OG0007112	LOC6503344|XP_001965377.1|DANA	LOC120767605|XP_039949688.1|BTRY
OG0007113	LOC6507960|XP_001955270.1|DANA	LOC120766535|XP_039948040.1|BTRY
OG0007114	LOC6498302|XP_001962497.1|DANA	LOC120767952|XP_039950273.1|BTRY
OG0007115	LOC6498463|XP_001962878.1|DANA	LOC120767951|XP_039950271.1|BTRY
OG0007116	LOC6504272|XP_001965092.2|DANA	LOC120767433|XP_039949424.1|BTRY
OG0007117	LOC6497983|XP_001961839.1|DANA	LOC120769247|XP_039952083.1|BTRY
OG0007118	LOC6497384|XP_001962193.1|DANA	LOC120767681|XP_039949799.1|BTRY
OG0007119	LOC6503781|XP_032308482.1|DANA	LOC120774715|XP_039960392.1|BTRY
OG0007120	LOC6503059|XP_032308879.1|DANA	LOC120776092|XP_039962507.1|BTRY
OG0007121	LOC6502197|XP_001966052.1|DANA	LOC120774892|XP_039960694.1|BTRY
OG0007122	LOC6502908|XP_032311797.1|DANA	LOC120774321|XP_039959796.1|BTRY
OG0007123	LOC6503191|XP_032311869.1|DANA	LOC120773852|XP_039958924.1|BTRY
OG0007124	LOC6507324|XP_001956244.1|DANA	LOC120776842|XP_039963802.1|BTRY
OG0007125	LOC6493821|XP_032310591.1|DANA	LOC120779031|XP_039967086.1|BTRY
OG0007126	LOC6493604|XP_001958088.1|DANA	LOC120776460|XP_039963061.1|BTRY
OG0007127	LOC6492927|XP_001956665.1|DANA	LOC120777861|XP_039965344.1|BTRY
OG0007128	LOC6493822|XP_001958505.1|DANA	LOC120777358|XP_039964560.1|BTRY
OG0007129	LOC6506123|XP_001958504.1|DANA	LOC120777761|XP_039965198.1|BTRY
OG0007130	LOC6507107|XP_001956659.1|DANA	LOC120777224|XP_039964339.1|BTRY
OG0007131	LOC6493806|XP_001958474.1|DANA	LOC120778210|XP_039965901.1|BTRY
OG0007132	LOC6493808|XP_001958478.1|DANA	LOC120778128|XP_039965766.1|BTRY
OG0007133	LOC6506557|XP_001957653.1|DANA	LOC120777070|XP_039964131.1|BTRY
OG0007134	LOC6493528|XP_001957938.2|DANA	LOC120776662|XP_039963466.1|BTRY
OG0007135	LOC6493192|XP_001957234.1|DANA	LOC120777739|XP_039965164.1|BTRY
OG0007136	LOC6506238|XP_032309770.1|DANA	LOC120776611|XP_039963334.1|BTRY
OG0007137	LOC6504725|XP_032309095.1|DANA	LOC120773910|XP_039959029.1|BTRY
OG0007138	LOC6502215|XP_001966014.1|DANA	LOC120773739|XP_039958732.1|BTRY
OG0007139	LOC6502987|XP_014761276.1|DANA	LOC120775539|XP_039961695.1|BTRY
OG0007140	LOC6504870|XP_001966488.1|DANA	LOC120775377|XP_039961472.1|BTRY
OG0007141	LOC6504622|XP_001966513.1|DANA	LOC120776024|XP_039962404.1|BTRY
OG0007142	LOC6506355|XP_001958041.1|DANA	LOC120776762|XP_039963659.1|BTRY
OG0007143	LOC6505519|XP_014760694.1|DANA	LOC120766937|XP_039948620.1|BTRY
OG0007144	LOC6501211|XP_032305511.1|DANA	LOC120779398|XP_039967533.1|BTRY
OG0007145	LOC116656594|XP_032312315.1|DANA	LOC120782574|XP_039970852.1|BTRY
OG0007146	LOC6499600|XP_001954322.1|DANA	LOC120782602|XP_039970903.1|BTRY
OG0007147	LOC6500660|XP_001953667.1|DANA	LOC120775294|XP_039961344.1|BTRY
OG0007148	LOC6503839|XP_032308505.1|DANA	LOC120774364|XP_039959884.1|BTRY
OG0007149	LOC6495954|XP_001959922.2|DANA	LOC120772447|XP_039957001.1|BTRY
OG0007150	LOC6493805|XP_001958473.1|DANA	LOC120778564|XP_039966361.1|BTRY
OG0007151	LOC6507290|XP_001956305.1|DANA	LOC120777058|XP_039964105.1|BTRY
OG0007152	LOC6502923|XP_001963580.1|DANA	LOC120775579|XP_039961750.1|BTRY
OG0007153	LOC6502979|XP_001963479.1|DANA	LOC120774157|XP_039959501.1|BTRY
OG0007154	LOC6494292|XP_032306340.1|DANA	LOC120771658|XP_039955706.1|BTRY
OG0007155	LOC6495472|XP_001958921.1|DANA	LOC120772392|XP_039956916.1|BTRY
OG0007156	LOC6500767|XP_001953883.1|DANA	LOC120775235|XP_039961252.1|BTRY
OG0007157	LOC6499141|XP_001955220.2|DANA	LOC120773185|XP_039958074.1|BTRY
OG0007158	LOC6507016|XP_001956818.2|DANA	LOC120776834|XP_039963789.1|BTRY
OG0007159	LOC6503513|XP_032308757.1|DANA	LOC120774244|XP_039959643.1|BTRY
OG0007160	LOC6500934|XP_001954200.1|DANA	LOC120775053|XP_039960971.1|BTRY
OG0007161	LOC6504847|XP_001966442.1|DANA	LOC120775807|XP_039962089.1|BTRY
OG0007162	LOC6502920|XP_032311814.1|DANA	LOC120773979|XP_039959166.1|BTRY
OG0007163	LOC6505629|XP_001964573.1|DANA	LOC120779843|XP_039968141.1|BTRY
OG0007164	LOC6505899|XP_001964574.1|DANA	LOC120766534|XP_039948039.1|BTRY
OG0007165	LOC6503515|XP_032308758.1|DANA	LOC120775889|XP_039962204.1|BTRY
OG0007166	LOC6493038|XP_032309511.1|DANA	LOC120774831|XP_039960576.1|BTRY
OG0007167	LOC6504906|XP_001966568.1|DANA	LOC120775594|XP_039961764.1|BTRY
OG0007168	LOC6503130|XP_032308952.1|DANA	LOC120774156|XP_039959500.1|BTRY
OG0007169	LOC6504864|XP_001966476.1|DANA	LOC120774420|XP_039959982.1|BTRY
OG0007170	LOC6499610|XP_014766151.1|DANA	LOC120773506|XP_039958392.1|BTRY
OG0007171	LOC6504072|XP_001964119.1|DANA	LOC120775056|XP_039960970.1|BTRY
OG0007172	LOC6503951|XP_001963903.2|DANA	LOC120773609|XP_039958543.1|BTRY
OG0007173	LOC6503699|XP_001963901.1|DANA	LOC120773608|XP_039958542.1|BTRY
OG0007174	LOC6499490|XP_001954525.1|DANA	LOC120766460|XP_039947923.1|BTRY
OG0007175	LOC6507325|XP_001956243.2|DANA	LOC120778605|XP_039966411.1|BTRY
OG0007176	LOC6500343|XP_001953010.2|DANA	LOC120773201|XP_039958076.1|BTRY
OG0007177	LOC6500490|XP_001953335.1|DANA	LOC120766173|XP_039947460.1|BTRY
OG0007178	LOC6500965|XP_032312358.1|DANA	LOC120766614|XP_039948156.1|BTRY
OG0007179	LOC6500439|XP_001953216.1|DANA	LOC120766175|XP_039947462.1|BTRY
OG0007180	LOC6500038|XP_001953338.1|DANA	LOC120766958|XP_039948682.1|BTRY
OG0007181	LOC6504881|XP_001966523.1|DANA	LOC120774890|XP_039960688.1|BTRY
OG0007182	LOC6500397|XP_001953134.2|DANA	LOC120782283|XP_039970419.1|BTRY
OG0007183	LOC6500398|XP_032305893.1|DANA	LOC120782428|XP_039970614.1|BTRY
OG0007184	LOC6500396|XP_032308233.1|DANA	LOC120782693|XP_039971026.1|BTRY
