Orthogroup	DANA.longest_only	DGUA.longest_only
OG0010012	LOC6502002|XP_001966849.1|DANA	LOC117588604|XP_034135904.1|DGUA
OG0010013	LOC6503107|XP_001963439.1|DANA	LOC117591292|XP_034140383.1|DGUA
OG0010014	LOC6505289|XP_001965700.1|DANA	LOC117588585|XP_034135882.1|DGUA
OG0010015	LOC6503108|XP_014761304.1|DANA	LOC117591293|XP_034140384.1|DGUA
OG0010016	LOC6504949|XP_001965752.1|DANA	LOC117590367|XP_034138805.1|DGUA
OG0010017	LOC6503106|XP_001963438.1|DANA	LOC117591291|XP_034140380.1|DGUA
OG0010018	LOC6504646|XP_001966481.1|DANA	LOC117580880|XP_034123522.1|DGUA
OG0010019	LOC6502059|XP_032308830.1|DANA	LOC117590218|XP_034138575.1|DGUA
OG0010020	LOC6501877|XP_014759635.1|DANA	LOC117590275|XP_034138651.1|DGUA
OG0010021	LOC6504956|XP_001965734.2|DANA	LOC117590949|XP_034139889.1|DGUA
OG0010022	LOC6504515|XP_001967052.2|DANA	LOC117581343|XP_034124361.1|DGUA
OG0010023	LOC6504132|XP_001964246.1|DANA	LOC117590478|XP_034139027.1|DGUA
OG0010024	LOC6504131|XP_001964245.2|DANA	LOC117590486|XP_034139034.1|DGUA
OG0010025	LOC6504677|XP_001966425.2|DANA	LOC117590497|XP_034139050.1|DGUA
OG0010026	LOC6504483|XP_001966991.2|DANA	LOC117588442|XP_034135616.1|DGUA
OG0010027	LOC6504430|XP_001966994.1|DANA	LOC117581530|XP_034124729.1|DGUA
OG0010028	LOC6505204|XP_032308011.1|DANA	LOC117591432|XP_034140587.1|DGUA
OG0010029	LOC26514132|XP_014761357.1|DANA	LOC117580869|XP_034123509.1|DGUA
OG0010030	LOC6505230|XP_001965585.1|DANA	LOC117588364|XP_034135471.1|DGUA
OG0010031	LOC6505039|XP_001965580.2|DANA	LOC117588360|XP_034135466.1|DGUA
OG0010032	LOC6496700|XP_001967356.2|DANA	LOC117584193|XP_034128852.1|DGUA
OG0010033	LOC6502371|XP_001967550.3|DANA	LOC117590441|XP_034138952.1|DGUA
OG0010034	LOC6505128|XP_032307913.1|DANA	LOC117590271|XP_034138647.1|DGUA
OG0010035	LOC6505123|XP_001965412.1|DANA	LOC117590251|XP_034138614.1|DGUA
OG0010036	LOC6505121|XP_001965414.1|DANA	LOC117590236|XP_034138599.1|DGUA
OG0010037	LOC6505131|XP_001965415.1|DANA	LOC117590282|XP_034138659.1|DGUA
OG0010038	LOC6504012|XP_001964004.1|DANA	LOC117590508|XP_034139086.1|DGUA
OG0010039	LOC6495677|XP_001959368.1|DANA	LOC117592003|XP_034141343.1|DGUA
OG0010040	LOC6497307|XP_001962352.1|DANA	LOC117587859|XP_034134716.1|DGUA
OG0010041	LOC6503759|XP_032308592.1|DANA	LOC117580846|XP_034123483.1|DGUA
OG0010042	LOC6501900|XP_001966704.3|DANA	LOC117580778|XP_034123365.1|DGUA
OG0010043	LOC6501902|XP_001966702.1|DANA	LOC117580780|XP_034123367.1|DGUA
OG0010044	LOC6504629|XP_014759766.1|DANA	LOC117581648|XP_034124914.1|DGUA
OG0010045	LOC6502247|XP_001966077.2|DANA	LOC117580790|XP_034123377.1|DGUA
OG0010046	LOC6502175|XP_001966078.1|DANA	LOC117580791|XP_034123378.1|DGUA
OG0010047	LOC6505262|XP_001965645.3|DANA	LOC117590845|XP_034139733.1|DGUA
OG0010048	LOC6503904|XP_014761113.1|DANA	LOC117581650|XP_034124916.1|DGUA
OG0010049	LOC6502234|XP_001966034.1|DANA	LOC117591412|XP_034140557.1|DGUA
OG0010050	LOC6502206|XP_001966035.1|DANA	LOC117591405|XP_034140548.1|DGUA
OG0010051	LOC6503477|XP_001964309.1|DANA	LOC117590706|XP_034139495.1|DGUA
OG0010052	LOC6504814|XP_001966386.1|DANA	LOC117591190|XP_034140217.1|DGUA
OG0010053	LOC6502177|XP_001966074.1|DANA	LOC117581573|XP_034124813.1|DGUA
OG0010054	LOC6503987|XP_001963963.2|DANA	LOC117590524|XP_034139132.1|DGUA
OG0010055	LOC6503991|XP_001963970.1|DANA	LOC117590535|XP_034139147.1|DGUA
OG0010056	LOC6502201|XP_001966044.1|DANA	LOC117591420|XP_034140566.1|DGUA
OG0010057	LOC6504793|XP_001966358.1|DANA	LOC117590727|XP_034139526.1|DGUA
OG0010058	LOC6503650|XP_032308499.1|DANA	LOC117588669|XP_034136003.1|DGUA
OG0010059	LOC6503133|XP_032308981.1|DANA	LOC117590814|XP_034139673.1|DGUA
OG0010060	LOC6504059|XP_001964096.2|DANA	LOC117581142|XP_034123965.1|DGUA
OG0010061	LOC6507359|XP_001956177.1|DANA	LOC117579691|XP_034121572.1|DGUA
OG0010062	LOC6493783|XP_001958424.1|DANA	LOC117587352|XP_034133883.1|DGUA
OG0010064	LOC6506939|XP_001956945.1|DANA	LOC117588838|XP_034136222.1|DGUA
OG0010065	LOC6493331|XP_001957537.1|DANA	LOC117579284|XP_034120972.1|DGUA
OG0010066	LOC6507599|XP_001955978.2|DANA	LOC117579234|XP_034120906.1|DGUA
OG0010067	LOC6507494|XP_001955891.2|DANA	LOC117588915|XP_034136379.1|DGUA
OG0010068	LOC6493056|XP_001956962.1|DANA	LOC117586853|XP_034133039.1|DGUA
OG0010069	LOC6507583|XP_001955949.1|DANA	LOC117587033|XP_034133350.1|DGUA
OG0010070	LOC26515410|XP_014765727.1|DANA	LOC117579241|XP_034120914.1|DGUA
OG0010071	LOC116655776|XP_032309936.1|DANA	LOC117589192|XP_034136810.1|DGUA
OG0010072	LOC6493346|XP_032310698.1|DANA	LOC117589035|XP_034136553.1|DGUA
OG0010073	LOC6493348|XP_001957571.1|DANA	LOC117589314|XP_034137003.1|DGUA
OG0010074	LOC6504019|XP_001964016.1|DANA	LOC117590816|XP_034139675.1|DGUA
OG0010075	LOC26515307|XP_014765718.2|DANA	LOC117579710|XP_034121594.1|DGUA
OG0010076	LOC6493302|XP_001957483.1|DANA	LOC117586902|XP_034133137.1|DGUA
OG0010077	LOC6506816|XP_001957181.1|DANA	LOC117588943|XP_034136413.1|DGUA
OG0010078	LOC6493164|XP_001957182.1|DANA	LOC117588963|XP_034136442.1|DGUA
OG0010079	LOC6493174|XP_001957199.2|DANA	LOC117588942|XP_034136411.1|DGUA
OG0010081	LOC26513834|XP_032310820.1|DANA	LOC117580028|XP_034122145.1|DGUA
OG0010082	LOC6493138|XP_001957128.1|DANA	LOC117589033|XP_034136552.1|DGUA
OG0010083	LOC6507822|XP_001956416.1|DANA	LOC117579210|XP_034120870.1|DGUA
OG0010084	LOC6507812|XP_001956393.1|DANA	LOC117579932|XP_034121976.1|DGUA
OG0010085	LOC6506099|XP_001958553.2|DANA	LOC117580440|XP_034122887.1|DGUA
OG0010086	LOC6507820|XP_001956413.1|DANA	LOC117580420|XP_034122864.1|DGUA
OG0010087	LOC6506680|XP_001957427.1|DANA	LOC117580283|XP_034122647.1|DGUA
OG0010088	LOC6507271|XP_001956351.1|DANA	LOC117579153|XP_034120803.1|DGUA
OG0010089	LOC6507895|XP_001956542.1|DANA	LOC117580152|XP_034122357.1|DGUA
OG0010090	LOC6505471|XP_001966246.1|DANA	LOC117590634|XP_034139344.1|DGUA
OG0010091	LOC6500280|XP_001952881.1|DANA	LOC117583526|XP_034127764.1|DGUA
OG0010092	LOC26514956|XP_014760184.1|DANA	LOC117590152|XP_034138427.1|DGUA
OG0010093	LOC6495848|XP_001959706.2|DANA	LOC117592076|XP_034141479.1|DGUA
OG0010095	LOC26514989|XP_032312170.1|DANA	LOC117585655|XP_034131132.1|DGUA
OG0010096	LOC6503020|XP_001963393.2|DANA	LOC117588614|XP_034135914.1|DGUA
OG0010097	LOC6504726|XP_001966322.2|DANA	LOC117590695|XP_034139487.1|DGUA
OG0010098	LOC6497120|XP_001962717.1|DANA	LOC117587924|XP_034134802.1|DGUA
OG0010099	LOC6497468|XP_001962019.1|DANA	LOC117582049|XP_034125483.1|DGUA
OG0010100	LOC6506619|XP_001957530.1|DANA	LOC117580158|XP_034122367.1|DGUA
OG0010101	LOC6506145|XP_001958461.1|DANA	LOC117579791|XP_034121744.1|DGUA
OG0010102	LOC6507794|XP_001956359.1|DANA	LOC117579717|XP_034121602.1|DGUA
OG0010103	LOC6507272|XP_001956350.1|DANA	LOC117579151|XP_034120800.1|DGUA
OG0010104	LOC6507299|XP_001956291.2|DANA	LOC117579593|XP_034121418.1|DGUA
OG0010105	LOC6498042|XP_001961954.2|DANA	LOC117587835|XP_034134687.1|DGUA
OG0010106	LOC6495687|XP_001959381.2|DANA	LOC117590000|XP_034138178.1|DGUA
OG0010107	LOC6494701|XP_001959828.1|DANA	LOC117592429|XP_034142071.1|DGUA
OG0010108	LOC6496047|XP_001960113.1|DANA	LOC117592649|XP_034142484.1|DGUA
OG0010110	LOC6493795|XP_001958448.1|DANA	LOC117587435|XP_034134005.1|DGUA
OG0010111	LOC6499063|XP_014765889.1|DANA	LOC117589865|XP_034138025.1|DGUA
OG0010112	LOC6500178|XP_001953077.1|DANA	LOC117589610|XP_034137577.1|DGUA
OG0010113	LOC6504734|XP_001966300.1|DANA	LOC117580621|XP_034123090.1|DGUA
OG0010114	LOC6503044|XP_001963353.1|DANA	LOC117590487|XP_034139035.1|DGUA
OG0010115	LOC6503647|XP_001964005.1|DANA	LOC117590507|XP_034139084.1|DGUA, LOC117579195|XP_034120855.1|DGUA
OG0010116	LOC6503929|XP_032308474.1|DANA	LOC117581515|XP_034124698.1|DGUA, LOC117581518|XP_034124700.1|DGUA, LOC117580882|XP_034123525.1|DGUA
OG0010117	LOC6502248|XP_001966080.1|DANA	LOC117589177|XP_034136787.1|DGUA
OG0010118	LOC6504764|XP_001966307.1|DANA	LOC117588391|XP_034135534.1|DGUA
OG0010119	LOC6501868|XP_032308242.1|DANA	LOC117580942|XP_034123616.1|DGUA
OG0010120	LOC6501848|XP_001966806.1|DANA	LOC117590410|XP_034138899.1|DGUA
OG0010121	LOC6505178|XP_001965487.2|DANA	LOC117588435|XP_034135607.1|DGUA
OG0010122	LOC6501854|XP_001966794.1|DANA	LOC117591435|XP_034140588.1|DGUA, LOC117591436|XP_034140589.1|DGUA
OG0010123	LOC6501827|XP_001966852.2|DANA	LOC117588611|XP_034135912.1|DGUA
OG0010125	LOC6501931|XP_001966710.1|DANA	LOC117581172|XP_034124006.1|DGUA
OG0010126	LOC6492908|XP_001961521.1|DANA	LOC117590926|XP_034139854.1|DGUA
OG0010127	LOC6505439|XP_001964905.2|DANA	LOC117588105|XP_034135067.1|DGUA
OG0010128	LOC6505432|XP_001964900.1|DANA	LOC117587689|XP_034134472.1|DGUA
OG0010129	LOC6505763|XP_001965012.1|DANA	LOC117587762|XP_034134586.1|DGUA
OG0010130	LOC6505336|XP_001964840.1|DANA	LOC117588223|XP_034135260.1|DGUA
OG0010131	LOC26515017|XP_014762397.1|DANA	LOC117584617|XP_034129525.1|DGUA
OG0010132	LOC6497066|XP_001962818.1|DANA	LOC117587931|XP_034134809.1|DGUA
OG0010133	LOC6498437|XP_001962819.2|DANA	LOC117587888|XP_034134755.1|DGUA
OG0010134	LOC6505452|XP_001964915.1|DANA, LOC6505447|XP_001964912.1|DANA	LOC117587714|XP_034134510.1|DGUA
OG0010135	LOC6498381|XP_001962678.1|DANA	LOC117587952|XP_034134840.1|DGUA
OG0010136	LOC6497141|XP_001962676.1|DANA	LOC117587655|XP_034134437.1|DGUA
OG0010137	LOC6498207|XP_001962297.3|DANA	LOC117588073|XP_034135029.1|DGUA
OG0010138	LOC26515279|XP_014759278.1|DANA	LOC117588057|XP_034135005.1|DGUA
OG0010139	LOC6497381|XP_001962201.1|DANA	LOC117582576|XP_034126313.1|DGUA
OG0010140	LOC6498101|XP_001962079.1|DANA	LOC117581985|XP_034125367.1|DGUA
OG0010141	LOC6496882|XP_001963214.1|DANA	LOC117584316|XP_034129036.1|DGUA
OG0010142	LOC6497995|XP_001961862.1|DANA	LOC117581932|XP_034125303.1|DGUA
OG0010143	LOC6502456|XP_014762252.1|DANA	LOC117591617|XP_034140820.1|DGUA, LOC117584239|XP_034128926.1|DGUA
OG0010144	LOC6497910|XP_001961697.1|DANA	LOC117582202|XP_034125701.1|DGUA
OG0010145	LOC6497566|XP_001961802.1|DANA	LOC117584401|XP_034129155.1|DGUA
OG0010146	LOC6497564|XP_001961808.1|DANA	LOC117584853|XP_034129884.1|DGUA
OG0010147	LOC6503381|XP_001965334.1|DANA	LOC117582183|XP_034125678.1|DGUA
OG0010148	LOC6498687|XP_014762245.1|DANA	LOC117582660|XP_034126464.1|DGUA
OG0010149	LOC6498675|XP_001963299.2|DANA	LOC117582368|XP_034125918.1|DGUA
OG0010150	LOC6497668|XP_001961604.1|DANA	LOC117581918|XP_034125279.1|DGUA
OG0010151	LOC26513694|XP_014760621.1|DANA	LOC117591078|XP_034140070.1|DGUA
OG0010153	LOC6498192|XP_001962270.1|DANA	LOC117584534|XP_034129376.1|DGUA
OG0010154	LOC6498189|XP_032307352.1|DANA	LOC117584144|XP_034128795.1|DGUA
OG0010155	LOC6497356|XP_001962256.1|DANA	LOC117584387|XP_034129132.1|DGUA
OG0010156	LOC6493006|XP_001956840.1|DANA	LOC117586917|XP_034133157.1|DGUA
OG0010157	LOC6506464|XP_001957819.1|DANA	LOC117579784|XP_034121734.1|DGUA
OG0010158	LOC6493459|XP_001957797.2|DANA	LOC117579478|XP_034121264.1|DGUA
OG0010159	LOC6507347|XP_001956198.1|DANA	LOC117579064|XP_034120661.1|DGUA
OG0010160	LOC6507010|XP_001956831.2|DANA	LOC117584048|XP_034128679.1|DGUA
OG0010161	LOC6493166|XP_001957184.1|DANA	LOC117588935|XP_034136403.1|DGUA
OG0010162	LOC6506552|XP_001957660.1|DANA	LOC117590543|XP_034139163.1|DGUA
OG0010163	LOC6502722|XP_001964365.2|DANA, LOC6506924|XP_001956981.1|DANA	LOC117580049|XP_034122178.1|DGUA
OG0010164	LOC6493419|XP_001957713.1|DANA	LOC117586989|XP_034133280.1|DGUA
OG0010165	LOC6493775|XP_001958410.1|DANA	LOC117587342|XP_034133873.1|DGUA
OG0010166	LOC6507282|XP_001956320.1|DANA	LOC117580286|XP_034122653.1|DGUA
OG0010167	LOC6502808|XP_001956310.1|DANA, LOC26514656|XP_014765650.1|DANA	LOC117580136|XP_034122325.1|DGUA
OG0010168	LOC26514125|XP_014765578.1|DANA	LOC117580441|XP_034122888.1|DGUA, LOC117579535|XP_034121347.1|DGUA
OG0010169	LOC6507164|XP_001956560.2|DANA	LOC117580554|XP_034123045.1|DGUA
OG0010170	LOC6493687|XP_001958240.1|DANA	LOC117579319|XP_034121022.1|DGUA
OG0010171	LOC6493688|XP_001958241.1|DANA	LOC117580540|XP_034123025.1|DGUA
OG0010172	LOC6506338|XP_001958074.1|DANA	LOC117591234|XP_034140299.1|DGUA
OG0010173	LOC6495764|XP_001959526.1|DANA	LOC117588959|XP_034136441.1|DGUA
OG0010174	LOC6496108|XP_001960243.1|DANA	LOC117578639|XP_034120136.1|DGUA
OG0010175	LOC6494471|XP_001960267.1|DANA	LOC117580325|XP_034122715.1|DGUA
OG0010176	LOC6494482|XP_001960249.1|DANA	LOC117587625|XP_034134379.1|DGUA
OG0010177	LOC6496026|XP_001960071.1|DANA	LOC117581567|XP_034124797.1|DGUA
OG0010178	LOC6494127|XP_001960912.1|DANA	LOC117592293|XP_034141851.1|DGUA
OG0010179	LOC6493718|XP_001958298.1|DANA	LOC117580466|XP_034122933.1|DGUA
OG0010180	LOC6493659|XP_001958174.2|DANA	LOC117579103|XP_034120717.1|DGUA
OG0010181	LOC6506139|XP_001958476.1|DANA	LOC117579996|XP_034122084.1|DGUA
OG0010182	LOC116654705|XP_032306536.1|DANA	LOC117580000|XP_034122093.1|DGUA
OG0010183	LOC6495585|XP_001959150.3|DANA	LOC117580007|XP_034122106.1|DGUA
OG0010184	LOC26515009|XP_014764072.1|DANA	LOC117583592|XP_034127876.1|DGUA
OG0010185	LOC6494218|XP_014762672.1|DANA	LOC117583577|XP_034127851.1|DGUA
OG0010186	LOC6507804|XP_001956382.1|DANA	LOC117580296|XP_034122668.1|DGUA
OG0010187	LOC6495294|XP_032306468.1|DANA	LOC117591374|XP_034140511.1|DGUA
OG0010188	LOC6502510|XP_001960899.2|DANA	LOC117592489|XP_034142224.1|DGUA
OG0010189	LOC6494670|XP_001959895.2|DANA	LOC117585297|XP_034130620.1|DGUA
OG0010190	LOC6495265|XP_001958736.1|DANA	LOC117591890|XP_034141164.1|DGUA
OG0010191	LOC6495279|XP_001958712.1|DANA	LOC117591885|XP_034141159.1|DGUA
OG0010192	LOC26514985|XP_014764068.1|DANA	LOC117584271|XP_034128977.1|DGUA
OG0010193	LOC6496514|XP_032306346.1|DANA	LOC117578606|XP_034120089.1|DGUA
OG0010194	LOC6507888|XP_001956530.1|DANA	LOC117579697|XP_034121579.1|DGUA
OG0010195	LOC6507185|XP_001956526.2|DANA	LOC117579698|XP_034121580.1|DGUA
OG0010196	LOC6494779|XP_001959686.1|DANA	LOC117578885|XP_034120571.1|DGUA
OG0010197	LOC6494851|XP_001959552.2|DANA	LOC117586859|XP_034133049.1|DGUA
OG0010198	LOC6495976|XP_014763570.1|DANA	LOC117589324|XP_034137059.1|DGUA
OG0010199	LOC6495819|XP_001959652.1|DANA	LOC117592587|XP_034142365.1|DGUA
OG0010200	LOC6494310|XP_001960560.2|DANA	LOC117583840|XP_034128343.1|DGUA
OG0010201	LOC6496452|XP_032306494.1|DANA	LOC117587246|XP_034133712.1|DGUA
OG0010202	LOC6495111|XP_001959029.1|DANA	LOC117578579|XP_034120052.1|DGUA
OG0010203	LOC6494950|XP_014763083.1|DANA	LOC117592328|XP_034141910.1|DGUA
OG0010204	LOC6495161|XP_001958934.1|DANA	LOC117585842|XP_034131478.1|DGUA
OG0010205	LOC6494513|XP_001960196.1|DANA	LOC117591832|XP_034141079.1|DGUA
OG0010206	LOC6494453|XP_032306063.1|DANA	LOC117579117|XP_034120740.1|DGUA
OG0010207	LOC6494200|XP_001960766.1|DANA	LOC117584006|XP_034128630.1|DGUA
OG0010208	LOC6496229|XP_001960496.1|DANA	LOC117592699|XP_034142555.1|DGUA
OG0010209	LOC6496230|XP_001960497.3|DANA	LOC117592702|XP_034142559.1|DGUA
OG0010210	LOC6494338|XP_001960504.1|DANA	LOC117592274|XP_034141826.1|DGUA
OG0010211	LOC6496277|XP_001960592.1|DANA	LOC117592056|XP_034141442.1|DGUA
OG0010212	LOC6494468|XP_001960274.1|DANA	LOC117583904|XP_034128476.1|DGUA
OG0010213	LOC6496124|XP_001960277.2|DANA	LOC117587705|XP_034134499.1|DGUA
OG0010214	LOC6494463|XP_001960282.1|DANA	LOC117579848|XP_034121842.1|DGUA
OG0010215	LOC6496014|XP_001960041.1|DANA	LOC117584168|XP_034128827.1|DGUA
OG0010216	LOC6495680|XP_001959372.1|DANA	LOC117592041|XP_034141404.1|DGUA
OG0010217	LOC6496142|XP_001960328.2|DANA	LOC117581703|XP_034124976.1|DGUA
OG0010218	LOC6496146|XP_001960332.1|DANA	LOC117592001|XP_034141340.1|DGUA
OG0010219	LOC6494424|XP_001960347.1|DANA	LOC117580773|XP_034123361.1|DGUA
OG0010220	LOC6494282|XP_001960609.1|DANA	LOC117579980|XP_034122092.1|DGUA
OG0010221	LOC6494284|XP_001960607.1|DANA	LOC117579819|XP_034121841.1|DGUA
OG0010222	LOC6494880|XP_001959499.2|DANA	LOC117587323|XP_034133884.1|DGUA
OG0010223	LOC26514212|XP_014763989.1|DANA	LOC117586977|XP_034133296.1|DGUA
OG0010224	LOC6495497|XP_001958979.1|DANA	LOC117587644|XP_034134424.1|DGUA
OG0010225	LOC6500018|XP_001953391.2|DANA	LOC117586358|XP_034132269.1|DGUA
OG0010226	LOC6500454|XP_032305492.1|DANA	LOC117586033|XP_034131769.1|DGUA
OG0010227	LOC26513947|XP_032312252.1|DANA	LOC117586557|XP_034132611.1|DGUA
OG0010228	LOC6500118|XP_001953187.1|DANA	LOC117586266|XP_034132100.1|DGUA
OG0010229	LOC6501246|XP_001954841.1|DANA, LOC6501245|XP_001954840.1|DANA	LOC117586444|XP_034132375.1|DGUA
OG0010230	LOC6501242|XP_001954836.1|DANA	LOC117586455|XP_034132389.1|DGUA
OG0010232	LOC26515303|XP_014767411.1|DANA	LOC117589562|XP_034137492.1|DGUA
OG0010233	LOC6506020|XP_001964787.1|DANA	LOC117589680|XP_034137725.1|DGUA
OG0010234	LOC26515464|XP_014767428.1|DANA	LOC117583405|XP_034127582.1|DGUA
OG0010235	LOC6505524|XP_001964764.1|DANA, LOC6505523|XP_001964765.1|DANA, LOC6505522|XP_001964766.1|DANA	LOC117584953|XP_034130041.1|DGUA
OG0010236	LOC6499022|XP_001955496.2|DANA	LOC117583780|XP_034128233.1|DGUA
OG0010237	LOC26514288|XP_032310147.1|DANA	LOC117585709|XP_034131237.1|DGUA
OG0010238	LOC6501010|XP_001954371.2|DANA	LOC117591226|XP_034140291.1|DGUA
OG0010239	LOC6500847|XP_001954028.2|DANA	LOC117582975|XP_034126988.1|DGUA
OG0010240	LOC6502418|XP_001962762.1|DANA	LOC117584136|XP_034128780.1|DGUA
OG0010241	LOC116655331|XP_032308947.1|DANA	LOC117589602|XP_034137567.1|DGUA
OG0010242	LOC6500785|XP_001953915.1|DANA, LOC6500784|XP_001953914.1|DANA	LOC117583127|XP_034127209.1|DGUA
OG0010243	LOC6500569|XP_032305460.1|DANA	LOC117583553|XP_034127805.1|DGUA
OG0010244	LOC6500646|XP_001953640.1|DANA	LOC117582942|XP_034126939.1|DGUA
OG0010245	LOC6500602|XP_001953544.1|DANA	LOC117586240|XP_034132068.1|DGUA
OG0010246	LOC6500160|XP_001953111.1|DANA	LOC117589700|XP_034137753.1|DGUA
OG0010247	LOC6502686|XP_001955425.1|DANA	LOC117582906|XP_034126891.1|DGUA
OG0010248	LOC6499675|XP_032312090.1|DANA	LOC117583515|XP_034127751.1|DGUA
OG0010249	LOC6501167|XP_001954684.2|DANA	LOC117590116|XP_034138357.1|DGUA
OG0010250	LOC6500869|XP_001954073.2|DANA	LOC117589821|XP_034137943.1|DGUA
OG0010251	LOC6501093|XP_001954539.1|DANA	LOC117584949|XP_034130033.1|DGUA
OG0010253	LOC6495909|XP_001959837.1|DANA	LOC117591986|XP_034141320.1|DGUA
OG0010254	LOC6494706|XP_001959818.2|DANA	LOC117580460|XP_034122928.1|DGUA
OG0010255	LOC6505245|XP_032307970.1|DANA, LOC6505022|XP_001965615.1|DANA	LOC117588646|XP_034135970.1|DGUA
OG0010256	LOC6503779|XP_001963762.2|DANA	LOC117582984|XP_034127000.1|DGUA
OG0010258	LOC6506696|XP_001957399.1|DANA	LOC117580478|XP_034122952.1|DGUA
OG0010259	LOC26514829|XP_014765669.1|DANA	LOC117580532|XP_034123017.1|DGUA
OG0010260	LOC6498355|XP_001962615.2|DANA	LOC117584094|XP_034128733.1|DGUA
OG0010267	LOC6507562|XP_032309965.1|DANA	LOC117589316|XP_034137014.1|DGUA
OG0010272	LOC6494032|XP_001961112.1|DANA	LOC117581363|XP_034124392.1|DGUA
OG0010276	LOC6501990|XP_001966828.2|DANA	LOC117580769|XP_034123354.1|DGUA
OG0010277	LOC6499813|XP_001953859.1|DANA	LOC117589846|XP_034137993.1|DGUA
OG0010280	LOC6505030|XP_001965600.1|DANA	LOC117588563|XP_034135841.1|DGUA
OG0010282	LOC6499077|XP_001955351.1|DANA	LOC117583202|XP_034127297.1|DGUA
OG0010283	LOC6499262|XP_001954999.1|DANA	LOC117586472|XP_034132452.1|DGUA
OG0010284	LOC6505918|XP_001964616.1|DANA	LOC117582845|XP_034126790.1|DGUA
OG0010285	LOC6501060|XP_001954484.1|DANA	LOC117585633|XP_034131108.1|DGUA
OG0010286	LOC6506004|XP_001964763.1|DANA	LOC117585372|XP_034130710.1|DGUA
OG0010287	LOC6501215|XP_001954779.1|DANA	LOC117589843|XP_034137990.1|DGUA
OG0010288	LOC6500650|XP_001953650.1|DANA	LOC117582853|XP_034126812.1|DGUA
OG0010289	LOC6499246|XP_001955033.1|DANA	LOC117583308|XP_034127443.1|DGUA
OG0010290	LOC26514753|XP_014767334.1|DANA	LOC117583442|XP_034127634.1|DGUA
OG0010291	LOC6505970|XP_001964702.1|DANA	LOC117583407|XP_034127584.1|DGUA
OG0010292	LOC6500769|XP_001953885.1|DANA	LOC117589859|XP_034138014.1|DGUA
OG0010293	LOC6498092|XP_001962065.2|DANA	LOC117582490|XP_034126153.1|DGUA
OG0010294	LOC6497150|XP_001962661.2|DANA	LOC117587615|XP_034134362.1|DGUA
OG0010295	LOC6498380|XP_032311379.1|DANA	LOC117587926|XP_034134804.1|DGUA
OG0010296	LOC6496496|XP_032306213.1|DANA	LOC117578852|XP_034120532.1|DGUA
OG0010297	LOC116654754|XP_032307007.1|DANA	LOC117580287|XP_034122695.1|DGUA, LOC117590287|XP_034138667.1|DGUA
OG0010298	LOC6494549|XP_001960125.1|DANA	LOC117582139|XP_034125616.1|DGUA
OG0010299	LOC6496484|XP_014763855.2|DANA	LOC117584368|XP_034129099.1|DGUA
OG0010300	LOC6495282|XP_001958709.2|DANA	LOC117584657|XP_034129579.1|DGUA
OG0010301	LOC6499442|XP_001954633.1|DANA, LOC26513703|XP_014767201.1|DANA	LOC117586037|XP_034131774.1|DGUA
OG0010303	LOC6494909|XP_001959443.1|DANA	LOC117580889|XP_034123569.1|DGUA
OG0010304	LOC6504427|XP_032308228.1|DANA	LOC117580873|XP_034123514.1|DGUA
OG0010306	LOC6505313|XP_001965744.1|DANA	LOC117590946|XP_034139885.1|DGUA
OG0010307	LOC6504748|XP_014759797.1|DANA	LOC117581431|XP_034124491.1|DGUA
OG0010308	LOC6505033|XP_001965597.1|DANA	LOC117588588|XP_034135883.1|DGUA
OG0010309	LOC26514311|XP_014765603.1|DANA	LOC117586877|XP_034133068.1|DGUA
OG0010310	LOC6503959|XP_001963921.1|DANA	LOC117588345|XP_034135446.1|DGUA
OG0010311	LOC6498796|XP_032308088.1|DANA	LOC117590208|XP_034138551.1|DGUA
OG0010312	LOC6498746|XP_032308165.1|DANA	LOC117590330|XP_034138716.1|DGUA
OG0010313	LOC6506363|XP_001958022.2|DANA	LOC117589285|XP_034136967.1|DGUA
OG0010314	LOC6505229|XP_001965584.2|DANA	LOC117588363|XP_034135469.1|DGUA
OG0010315	LOC6501901|XP_001966703.1|DANA	LOC117580775|XP_034123362.1|DGUA
OG0010316	LOC6496422|XP_001960884.2|DANA	LOC117592376|XP_034141966.1|DGUA, LOC117588323|XP_034135414.1|DGUA
OG0010318	LOC6504073|XP_001964122.2|DANA	LOC117591047|XP_034140034.1|DGUA
OG0010319	LOC6504866|XP_001966477.1|DANA	LOC117580931|XP_034123602.1|DGUA
OG0010320	LOC6502999|XP_032308955.1|DANA	LOC117591295|XP_034140387.1|DGUA
OG0010321	LOC6507363|XP_032310181.1|DANA	LOC117579951|XP_034122016.1|DGUA
OG0010322	LOC6507361|XP_001956176.1|DANA	LOC117579692|XP_034121573.1|DGUA
OG0010323	LOC6507379|XP_014765192.1|DANA	LOC117588845|XP_034136231.1|DGUA
OG0010324	LOC6506515|XP_001957736.1|DANA	LOC117579390|XP_034121154.1|DGUA
OG0010325	LOC6493517|XP_001957906.2|DANA	LOC117579562|XP_034121375.1|DGUA
OG0010326	LOC6507645|XP_001956065.1|DANA	LOC117587378|XP_034133919.1|DGUA
OG0010327	LOC6506600|XP_001957567.1|DANA	LOC117589260|XP_034136928.1|DGUA
OG0010328	LOC6506821|XP_001957177.1|DANA	LOC117588960|XP_034136438.1|DGUA
