Orthogroup	DANA.longest_only	DALB.longest_only
OG0010052	LOC6504814|XP_001966386.1|DANA	LOC117575074|XP_034115062.1|DALB
OG0010053	LOC6502177|XP_001966074.1|DANA	LOC117578272|XP_034119586.1|DALB
OG0010054	LOC6503987|XP_001963963.2|DANA	LOC117566435|XP_034101860.1|DALB
OG0010055	LOC6503991|XP_001963970.1|DANA	LOC117567778|XP_034103872.1|DALB
OG0010056	LOC6502201|XP_001966044.1|DANA	LOC117572281|XP_034110883.1|DALB
OG0010057	LOC6504793|XP_001966358.1|DANA	LOC117577631|XP_034118389.1|DALB
OG0010058	LOC6503650|XP_032308499.1|DANA	LOC117566047|XP_034101391.1|DALB
OG0010059	LOC6503133|XP_032308981.1|DANA	LOC117578062|XP_034119089.1|DALB
OG0010060	LOC6504059|XP_001964096.2|DANA	LOC117564538|XP_034099255.1|DALB
OG0010061	LOC6507359|XP_001956177.1|DANA	LOC117571988|XP_034110387.1|DALB
OG0010062	LOC6493783|XP_001958424.1|DANA	LOC117571915|XP_034110284.1|DALB
OG0010063	LOC6506948|XP_032310670.1|DANA	LOC117572471|XP_034111209.1|DALB
OG0010064	LOC6506939|XP_001956945.1|DANA	LOC117571091|XP_034108966.1|DALB
OG0010065	LOC6493331|XP_001957537.1|DANA	LOC117571545|XP_034109628.1|DALB
OG0010066	LOC6507599|XP_001955978.2|DANA	LOC117572535|XP_034111292.1|DALB
OG0010068	LOC6493056|XP_001956962.1|DANA	LOC117566828|XP_034102288.1|DALB
OG0010070	LOC26515410|XP_014765727.1|DANA	LOC117570964|XP_034108797.1|DALB
OG0010071	LOC116655776|XP_032309936.1|DANA	LOC117568907|XP_034105702.1|DALB
OG0010072	LOC6493346|XP_032310698.1|DANA	LOC117569936|XP_034107184.1|DALB
OG0010073	LOC6493348|XP_001957571.1|DANA	LOC117567958|XP_034104151.1|DALB
OG0010074	LOC6504019|XP_001964016.1|DANA	LOC117572569|XP_034111343.1|DALB
OG0010075	LOC26515307|XP_014765718.2|DANA	LOC117567723|XP_034103776.1|DALB
OG0010076	LOC6493302|XP_001957483.1|DANA	LOC117567403|XP_034103253.1|DALB
OG0010077	LOC6506816|XP_001957181.1|DANA	LOC117569429|XP_034106480.1|DALB
OG0010078	LOC6493164|XP_001957182.1|DANA	LOC117569432|XP_034106483.1|DALB
OG0010079	LOC6493174|XP_001957199.2|DANA	LOC117572029|XP_034110470.1|DALB
OG0010080	LOC6507329|XP_001956232.1|DANA	LOC117572559|XP_034111326.1|DALB
OG0010081	LOC26513834|XP_032310820.1|DANA	LOC117567583|XP_034103555.1|DALB
OG0010082	LOC6493138|XP_001957128.1|DANA	LOC117568723|XP_034105432.1|DALB
OG0010083	LOC6507822|XP_001956416.1|DANA	LOC117566467|XP_034101889.1|DALB
OG0010084	LOC6507812|XP_001956393.1|DANA	LOC117567477|XP_034103398.1|DALB
OG0010085	LOC6506099|XP_001958553.2|DANA	LOC117567881|XP_034104042.1|DALB
OG0010086	LOC6507820|XP_001956413.1|DANA	LOC117567562|XP_034103513.1|DALB
OG0010087	LOC6506680|XP_001957427.1|DANA	LOC117567643|XP_034103640.1|DALB
OG0010088	LOC6507271|XP_001956351.1|DANA	LOC117569801|XP_034107005.1|DALB
OG0010089	LOC6507895|XP_001956542.1|DANA	LOC117571318|XP_034109289.1|DALB
OG0010090	LOC6505471|XP_001966246.1|DANA	LOC117573197|XP_034112081.1|DALB
OG0010091	LOC6500280|XP_001952881.1|DANA	LOC117574560|XP_034114323.1|DALB
OG0010092	LOC26514956|XP_014760184.1|DANA	LOC117577391|XP_034118190.1|DALB
OG0010093	LOC6495848|XP_001959706.2|DANA	LOC117567113|XP_034102806.1|DALB
OG0010094	LOC6501061|XP_001954485.1|DANA	LOC117573514|XP_034112639.1|DALB
OG0010095	LOC26514989|XP_032312170.1|DANA	LOC117576809|XP_034117767.1|DALB
OG0010096	LOC6503020|XP_001963393.2|DANA	LOC117577881|XP_034118751.1|DALB
OG0010097	LOC6504726|XP_001966322.2|DANA	LOC117566722|XP_034102160.1|DALB
OG0010098	LOC6497120|XP_001962717.1|DANA	LOC117565564|XP_034100623.1|DALB
OG0010099	LOC6497468|XP_001962019.1|DANA	LOC117566123|XP_034101490.1|DALB
OG0010100	LOC6506619|XP_001957530.1|DANA	LOC117569087|XP_034105994.1|DALB
OG0010101	LOC6506145|XP_001958461.1|DANA	LOC117572346|XP_034110995.1|DALB
OG0010102	LOC6507794|XP_001956359.1|DANA	LOC117571127|XP_034109019.1|DALB
OG0010103	LOC6507272|XP_001956350.1|DANA	LOC117566456|XP_034101878.1|DALB
OG0010104	LOC6507299|XP_001956291.2|DANA	LOC117567196|XP_034102916.1|DALB
OG0010105	LOC6498042|XP_001961954.2|DANA	LOC117567685|XP_034103700.1|DALB
OG0010106	LOC6495687|XP_001959381.2|DANA	LOC117567624|XP_034103606.1|DALB
OG0010107	LOC6494701|XP_001959828.1|DANA	LOC117566622|XP_034102053.1|DALB
OG0010108	LOC6496047|XP_001960113.1|DANA	LOC117566546|XP_034101979.1|DALB
OG0010110	LOC6493795|XP_001958448.1|DANA	LOC117569757|XP_034106940.1|DALB
OG0010111	LOC6499063|XP_014765889.1|DANA	LOC117574789|XP_034114636.1|DALB
OG0010113	LOC6504734|XP_001966300.1|DANA	LOC117571405|XP_034109434.1|DALB
OG0010114	LOC6503044|XP_001963353.1|DANA	LOC117571993|XP_034110396.1|DALB
OG0010115	LOC6503647|XP_001964005.1|DANA	LOC117564476|XP_034099170.1|DALB
OG0010116	LOC6503929|XP_032308474.1|DANA	LOC117565664|XP_034100784.1|DALB
OG0010117	LOC6502248|XP_001966080.1|DANA	LOC117577603|XP_034118340.1|DALB
OG0010118	LOC6504764|XP_001966307.1|DANA	LOC117577819|XP_034118644.1|DALB
OG0010119	LOC6501868|XP_032308242.1|DANA	LOC117566754|XP_034102191.1|DALB
OG0010120	LOC6501848|XP_001966806.1|DANA	LOC117577927|XP_034118821.1|DALB
OG0010121	LOC6505178|XP_001965487.2|DANA	LOC117572420|XP_034111104.1|DALB
OG0010122	LOC6501854|XP_001966794.1|DANA	LOC117577980|XP_034118962.1|DALB
OG0010123	LOC6501827|XP_001966852.2|DANA	LOC117572460|XP_034111190.1|DALB
OG0010125	LOC6501931|XP_001966710.1|DANA	LOC117573764|XP_034113051.1|DALB
OG0010126	LOC6492908|XP_001961521.1|DANA	LOC117565781|XP_034100949.1|DALB
OG0010127	LOC6505439|XP_001964905.2|DANA	LOC117565203|XP_034100099.1|DALB
OG0010128	LOC6505432|XP_001964900.1|DANA	LOC117564707|XP_034099478.1|DALB
OG0010129	LOC6505763|XP_001965012.1|DANA	LOC117565163|XP_034100038.1|DALB
OG0010130	LOC6505336|XP_001964840.1|DANA	LOC117563208|XP_034097288.1|DALB
OG0010131	LOC26515017|XP_014762397.1|DANA	LOC117563670|XP_034097984.1|DALB
OG0010132	LOC6497066|XP_001962818.1|DANA	LOC117564497|XP_034099205.1|DALB
OG0010133	LOC6498437|XP_001962819.2|DANA	LOC117564499|XP_034099206.1|DALB
OG0010134	LOC6505452|XP_001964915.1|DANA, LOC6505447|XP_001964912.1|DANA	LOC117566108|XP_034101469.1|DALB
OG0010135	LOC6498381|XP_001962678.1|DANA	LOC117563740|XP_034098111.1|DALB
OG0010136	LOC6497141|XP_001962676.1|DANA	LOC117565365|XP_034100320.1|DALB
OG0010137	LOC6498207|XP_001962297.3|DANA	LOC117563769|XP_034098167.1|DALB
OG0010138	LOC26515279|XP_014759278.1|DANA	LOC117565335|XP_034100275.1|DALB
OG0010139	LOC6497381|XP_001962201.1|DANA	LOC117564039|XP_034098534.1|DALB
OG0010140	LOC6498101|XP_001962079.1|DANA	LOC117566171|XP_034101565.1|DALB
OG0010141	LOC6496882|XP_001963214.1|DANA	LOC117564200|XP_034098769.1|DALB
OG0010142	LOC6497995|XP_001961862.1|DANA	LOC117564233|XP_034098814.1|DALB
OG0010143	LOC6502456|XP_014762252.1|DANA	LOC117565528|XP_034100563.1|DALB
OG0010144	LOC6497910|XP_001961697.1|DANA	LOC117565320|XP_034100251.1|DALB
OG0010145	LOC6497566|XP_001961802.1|DANA	LOC117564947|XP_034099793.1|DALB
OG0010146	LOC6497564|XP_001961808.1|DANA	LOC117564948|XP_034099794.1|DALB
OG0010147	LOC6503381|XP_001965334.1|DANA	LOC117564523|XP_034099234.1|DALB
OG0010148	LOC6498687|XP_014762245.1|DANA	LOC117564783|XP_034099578.1|DALB
OG0010149	LOC6498675|XP_001963299.2|DANA	LOC117564526|XP_034099238.1|DALB
OG0010150	LOC6497668|XP_001961604.1|DANA	LOC117564978|XP_034099815.1|DALB
OG0010151	LOC26513694|XP_014760621.1|DANA	LOC117564460|XP_034099135.1|DALB
OG0010153	LOC6498192|XP_001962270.1|DANA	LOC117564563|XP_034099287.1|DALB
OG0010154	LOC6498189|XP_032307352.1|DANA	LOC117564178|XP_034098737.1|DALB
OG0010155	LOC6497356|XP_001962256.1|DANA	LOC117564184|XP_034098748.1|DALB
OG0010156	LOC6493006|XP_001956840.1|DANA	LOC117568307|XP_034104745.1|DALB
OG0010157	LOC6506464|XP_001957819.1|DANA	LOC117571524|XP_034109591.1|DALB
OG0010158	LOC6493459|XP_001957797.2|DANA	LOC117570855|XP_034108625.1|DALB
OG0010159	LOC6507347|XP_001956198.1|DANA	LOC117572001|XP_034110407.1|DALB
OG0010160	LOC6507010|XP_001956831.2|DANA	LOC117571669|XP_034109800.1|DALB
OG0010161	LOC6493166|XP_001957184.1|DANA	LOC117570499|XP_034108086.1|DALB
OG0010162	LOC6506552|XP_001957660.1|DANA	LOC117568513|XP_034105106.1|DALB
OG0010163	LOC6502722|XP_001964365.2|DANA, LOC6506924|XP_001956981.1|DANA	LOC117572119|XP_034110635.1|DALB
OG0010164	LOC6493419|XP_001957713.1|DANA	LOC117567660|XP_034103669.1|DALB
OG0010165	LOC6493775|XP_001958410.1|DANA	LOC117567835|XP_034103974.1|DALB
OG0010166	LOC6507282|XP_001956320.1|DANA	LOC117569882|XP_034107112.1|DALB
OG0010167	LOC6502808|XP_001956310.1|DANA, LOC26514656|XP_014765650.1|DANA	LOC117572322|XP_034110947.1|DALB
OG0010168	LOC26514125|XP_014765578.1|DANA	LOC117569551|XP_034106649.1|DALB, LOC117566442|XP_034101864.1|DALB
OG0010169	LOC6507164|XP_001956560.2|DANA	LOC117566458|XP_034101879.1|DALB
OG0010170	LOC6493687|XP_001958240.1|DANA	LOC117569154|XP_034106105.1|DALB
OG0010171	LOC6493688|XP_001958241.1|DANA	LOC117568724|XP_034105433.1|DALB
OG0010172	LOC6506338|XP_001958074.1|DANA	LOC117572809|XP_034111806.1|DALB
OG0010173	LOC6495764|XP_001959526.1|DANA	LOC117570945|XP_034108770.1|DALB
OG0010174	LOC6496108|XP_001960243.1|DANA	LOC117571208|XP_034109145.1|DALB
OG0010175	LOC6494471|XP_001960267.1|DANA	LOC117569902|XP_034107134.1|DALB
OG0010176	LOC6494482|XP_001960249.1|DANA	LOC117569626|XP_034106754.1|DALB
OG0010177	LOC6496026|XP_001960071.1|DANA	LOC117567145|XP_034102848.1|DALB
OG0010178	LOC6494127|XP_001960912.1|DANA	LOC117566498|XP_034101929.1|DALB
OG0010179	LOC6493718|XP_001958298.1|DANA	LOC117569471|XP_034106530.1|DALB
OG0010180	LOC6493659|XP_001958174.2|DANA	LOC117569299|XP_034106298.1|DALB
OG0010181	LOC6506139|XP_001958476.1|DANA	LOC117571043|XP_034108901.1|DALB
OG0010182	LOC116654705|XP_032306536.1|DANA	LOC117568385|XP_034104887.1|DALB
OG0010183	LOC6495585|XP_001959150.3|DANA	LOC117568386|XP_034104888.1|DALB
OG0010184	LOC26515009|XP_014764072.1|DANA	LOC117566576|XP_034102008.1|DALB
OG0010185	LOC6494218|XP_014762672.1|DANA	LOC117570226|XP_034107617.1|DALB
OG0010186	LOC6507804|XP_001956382.1|DANA	LOC117568461|XP_034105029.1|DALB
OG0010187	LOC6495294|XP_032306468.1|DANA	LOC117570071|XP_034107401.1|DALB
OG0010188	LOC6502510|XP_001960899.2|DANA	LOC117572214|XP_034110781.1|DALB
OG0010189	LOC6494670|XP_001959895.2|DANA	LOC117569462|XP_034106520.1|DALB
OG0010190	LOC6495265|XP_001958736.1|DANA	LOC117571083|XP_034108956.1|DALB
OG0010191	LOC6495279|XP_001958712.1|DANA	LOC117571637|XP_034109753.1|DALB
OG0010192	LOC26514985|XP_014764068.1|DANA	LOC117569030|XP_034105915.1|DALB
OG0010193	LOC6496514|XP_032306346.1|DANA	LOC117570473|XP_034108047.1|DALB
OG0010194	LOC6507888|XP_001956530.1|DANA	LOC117571293|XP_034109254.1|DALB
OG0010195	LOC6507185|XP_001956526.2|DANA	LOC117569074|XP_034105979.1|DALB
OG0010196	LOC6494779|XP_001959686.1|DANA	LOC117567467|XP_034103377.1|DALB
OG0010197	LOC6494851|XP_001959552.2|DANA	LOC117570759|XP_034108477.1|DALB
OG0010198	LOC6495976|XP_014763570.1|DANA	LOC117571744|XP_034109982.1|DALB
OG0010199	LOC6495819|XP_001959652.1|DANA	LOC117572248|XP_034110825.1|DALB
OG0010200	LOC6494310|XP_001960560.2|DANA	LOC117568492|XP_034105072.1|DALB
OG0010201	LOC6496452|XP_032306494.1|DANA	LOC117567766|XP_034103850.1|DALB
OG0010202	LOC6495111|XP_001959029.1|DANA	LOC117571117|XP_034109003.1|DALB
OG0010203	LOC6494950|XP_014763083.1|DANA	LOC117571303|XP_034109264.1|DALB
OG0010204	LOC6495161|XP_001958934.1|DANA	LOC117569726|XP_034106889.1|DALB
OG0010205	LOC6494513|XP_001960196.1|DANA	LOC117572133|XP_034110657.1|DALB
OG0010206	LOC6494453|XP_032306063.1|DANA	LOC117571247|XP_034109192.1|DALB
OG0010207	LOC6494200|XP_001960766.1|DANA	LOC117571362|XP_034109362.1|DALB
OG0010208	LOC6496229|XP_001960496.1|DANA	LOC117571490|XP_034109549.1|DALB
OG0010209	LOC6496230|XP_001960497.3|DANA	LOC117568467|XP_034105041.1|DALB
OG0010210	LOC6494338|XP_001960504.1|DANA	LOC117569787|XP_034106980.1|DALB
OG0010211	LOC6496277|XP_001960592.1|DANA	LOC117572081|XP_034110564.1|DALB
OG0010212	LOC6494468|XP_001960274.1|DANA	LOC117567312|XP_034103091.1|DALB
OG0010213	LOC6496124|XP_001960277.2|DANA	LOC117567313|XP_034103092.1|DALB
OG0010214	LOC6494463|XP_001960282.1|DANA	LOC117569500|XP_034106575.1|DALB
OG0010215	LOC6496014|XP_001960041.1|DANA	LOC117569802|XP_034107006.1|DALB
OG0010216	LOC6495680|XP_001959372.1|DANA	LOC117571393|XP_034109403.1|DALB
OG0010217	LOC6496142|XP_001960328.2|DANA	LOC117569768|XP_034106952.1|DALB
OG0010218	LOC6496146|XP_001960332.1|DANA	LOC117570900|XP_034108696.1|DALB
OG0010219	LOC6494424|XP_001960347.1|DANA	LOC117571252|XP_034109198.1|DALB
OG0010220	LOC6494282|XP_001960609.1|DANA	LOC117568728|XP_034105438.1|DALB, LOC117570521|XP_034108113.1|DALB
OG0010221	LOC6494284|XP_001960607.1|DANA	LOC117570519|XP_034108111.1|DALB
OG0010222	LOC6494880|XP_001959499.2|DANA	LOC117572798|XP_034111794.1|DALB
OG0010223	LOC26514212|XP_014763989.1|DANA	LOC117572797|XP_034111793.1|DALB
OG0010224	LOC6495497|XP_001958979.1|DANA	LOC117569777|XP_034106968.1|DALB
OG0010225	LOC6500018|XP_001953391.2|DANA	LOC117576184|XP_034116665.1|DALB, LOC117576104|XP_034116552.1|DALB
OG0010226	LOC6500454|XP_032305492.1|DANA	LOC117574640|XP_034114429.1|DALB
OG0010227	LOC26513947|XP_032312252.1|DANA	LOC117573863|XP_034113226.1|DALB
OG0010228	LOC6500118|XP_001953187.1|DANA	LOC117576945|XP_034117993.1|DALB, LOC117576962|XP_034118029.1|DALB, LOC117576955|XP_034118009.1|DALB
OG0010229	LOC6501246|XP_001954841.1|DANA, LOC6501245|XP_001954840.1|DANA	LOC117573633|XP_034112832.1|DALB
OG0010230	LOC6501242|XP_001954836.1|DANA	LOC117576117|XP_034116566.1|DALB
OG0010232	LOC26515303|XP_014767411.1|DANA	LOC117576285|XP_034116823.1|DALB
OG0010233	LOC6506020|XP_001964787.1|DANA	LOC117574802|XP_034114658.1|DALB
OG0010234	LOC26515464|XP_014767428.1|DANA	LOC117575785|XP_034116050.1|DALB
OG0010235	LOC6505524|XP_001964764.1|DANA, LOC6505523|XP_001964765.1|DANA, LOC6505522|XP_001964766.1|DANA	LOC117575982|XP_034116360.1|DALB
OG0010236	LOC6499022|XP_001955496.2|DANA	LOC117573590|XP_034112776.1|DALB
OG0010237	LOC26514288|XP_032310147.1|DANA	LOC117575474|XP_034115598.1|DALB
OG0010238	LOC6501010|XP_001954371.2|DANA	LOC117574364|XP_034114089.1|DALB
OG0010239	LOC6500847|XP_001954028.2|DANA	LOC117575457|XP_034115556.1|DALB
OG0010240	LOC6502418|XP_001962762.1|DANA	LOC117576761|XP_034117698.1|DALB
OG0010241	LOC116655331|XP_032308947.1|DANA	LOC117574409|XP_034114137.1|DALB
OG0010242	LOC6500785|XP_001953915.1|DANA, LOC6500784|XP_001953914.1|DANA	LOC117573711|XP_034112972.1|DALB
OG0010243	LOC6500569|XP_032305460.1|DANA	LOC117574227|XP_034113827.1|DALB
OG0010244	LOC6500646|XP_001953640.1|DANA	LOC117576196|XP_034116680.1|DALB
OG0010245	LOC6500602|XP_001953544.1|DANA	LOC117574695|XP_034114495.1|DALB, LOC117574775|XP_034114614.1|DALB
OG0010246	LOC6500160|XP_001953111.1|DANA	LOC117575018|XP_034114988.1|DALB
OG0010247	LOC6502686|XP_001955425.1|DANA	LOC117573792|XP_034113090.1|DALB
OG0010248	LOC6499675|XP_032312090.1|DANA	LOC117576030|XP_034116430.1|DALB
OG0010249	LOC6501167|XP_001954684.2|DANA	LOC117577314|XP_034118171.1|DALB, LOC117577248|XP_034118128.1|DALB
OG0010267	LOC6507562|XP_032309965.1|DANA	LOC117567727|XP_034103779.1|DALB
OG0010272	LOC6494032|XP_001961112.1|DANA	LOC117568563|XP_034105182.1|DALB
OG0010275	LOC6501399|XP_032309563.1|DANA	LOC117574516|XP_034114267.1|DALB
OG0010277	LOC6499813|XP_001953859.1|DANA	LOC117575978|XP_034116351.1|DALB
OG0010280	LOC6505030|XP_001965600.1|DANA	LOC117578018|XP_034119010.1|DALB
OG0010282	LOC6499077|XP_001955351.1|DANA	LOC117576710|XP_034117620.1|DALB
OG0010283	LOC6499262|XP_001954999.1|DANA	LOC117575163|XP_034115156.1|DALB
OG0010285	LOC6501060|XP_001954484.1|DANA	LOC117573516|XP_034112641.1|DALB
OG0010286	LOC6506004|XP_001964763.1|DANA	LOC117573578|XP_034112757.1|DALB
OG0010287	LOC6501215|XP_001954779.1|DANA	LOC117574233|XP_034113834.1|DALB
OG0010290	LOC26514753|XP_014767334.1|DANA	LOC117574306|XP_034114005.1|DALB
OG0010292	LOC6500769|XP_001953885.1|DANA	LOC117573820|XP_034113136.1|DALB
OG0010296	LOC6496496|XP_032306213.1|DANA	LOC117572657|XP_034111542.1|DALB
OG0010298	LOC6494549|XP_001960125.1|DANA	LOC117569080|XP_034105987.1|DALB
OG0010299	LOC6496484|XP_014763855.2|DANA	LOC117571309|XP_034109274.1|DALB
OG0010301	LOC6499442|XP_001954633.1|DANA, LOC26513703|XP_014767201.1|DANA	LOC117573831|XP_034113154.1|DALB
OG0010304	LOC6504427|XP_032308228.1|DANA	LOC117567877|XP_034104041.1|DALB
OG0010306	LOC6505313|XP_001965744.1|DANA	LOC117571671|XP_034109806.1|DALB
OG0010307	LOC6504748|XP_014759797.1|DANA	LOC117573352|XP_034112373.1|DALB
OG0010308	LOC6505033|XP_001965597.1|DANA	LOC117570025|XP_034107339.1|DALB
OG0010309	LOC26514311|XP_014765603.1|DANA	LOC117571087|XP_034108962.1|DALB
OG0010310	LOC6503959|XP_001963921.1|DANA	LOC117566228|XP_034101669.1|DALB
OG0010311	LOC6498796|XP_032308088.1|DANA	LOC117568480|XP_034105061.1|DALB
OG0010312	LOC6498746|XP_032308165.1|DANA	LOC117574318|XP_034114023.1|DALB
OG0010313	LOC6506363|XP_001958022.2|DANA	LOC117566682|XP_034102121.1|DALB
OG0010314	LOC6505229|XP_001965584.2|DANA	LOC117575236|XP_034115262.1|DALB
OG0010316	LOC6496422|XP_001960884.2|DANA	LOC117569702|XP_034106855.1|DALB
OG0010317	LOC6504055|XP_001964090.1|DANA	LOC117569063|XP_034105971.1|DALB, LOC117568960|XP_034105812.1|DALB
OG0010318	LOC6504073|XP_001964122.2|DANA	LOC117577875|XP_034118724.1|DALB
OG0010319	LOC6504866|XP_001966477.1|DANA	LOC117577660|XP_034118476.1|DALB
OG0010320	LOC6502999|XP_032308955.1|DANA	LOC117577987|XP_034118974.1|DALB
OG0010321	LOC6507363|XP_032310181.1|DANA	LOC117568943|XP_034105772.1|DALB
OG0010322	LOC6507361|XP_001956176.1|DANA	LOC117572066|XP_034110537.1|DALB
OG0010324	LOC6506515|XP_001957736.1|DANA	LOC117571614|XP_034109725.1|DALB
OG0010325	LOC6493517|XP_001957906.2|DANA	LOC117571414|XP_034109444.1|DALB
OG0010326	LOC6507645|XP_001956065.1|DANA	LOC117572010|XP_034110420.1|DALB
OG0010327	LOC6506600|XP_001957567.1|DANA	LOC117572150|XP_034110680.1|DALB
OG0010328	LOC6506821|XP_001957177.1|DANA	LOC117569430|XP_034106481.1|DALB
OG0010330	LOC6493689|XP_001958242.1|DANA	LOC117569044|XP_034105933.1|DALB
OG0010331	LOC6507208|XP_032309925.1|DANA	LOC117568061|XP_034104307.1|DALB
OG0010332	LOC6502182|XP_001966068.3|DANA	LOC117577985|XP_034118973.1|DALB
OG0010334	LOC6506043|XP_001965089.1|DANA	LOC117565542|XP_034100579.1|DALB
OG0010335	LOC6505312|XP_001965741.2|DANA	LOC117577715|XP_034118509.1|DALB
OG0010336	LOC6504124|XP_001964234.2|DANA	LOC117566076|XP_034101471.1|DALB
OG0010337	LOC6503570|XP_001964139.1|DANA	LOC117565226|XP_034100128.1|DALB
OG0010338	LOC6504594|XP_001966563.1|DANA	LOC117574360|XP_034114088.1|DALB
OG0010339	LOC6506799|XP_001957219.2|DANA	LOC117566797|XP_034102234.1|DALB
OG0010340	LOC6503661|XP_001963980.1|DANA	LOC117564415|XP_034099041.1|DALB
OG0010341	LOC6503660|XP_001963982.1|DANA	LOC117573390|XP_034112485.1|DALB
OG0010342	LOC6502171|XP_032309373.1|DANA	LOC117565863|XP_034101091.1|DALB
OG0010343	LOC6502255|XP_001966091.1|DANA	LOC117577712|XP_034118510.1|DALB
OG0010344	LOC6502154|XP_001966113.1|DANA	LOC117565943|XP_034101224.1|DALB
OG0010345	LOC6503122|XP_001963463.2|DANA	LOC117566078|XP_034101453.1|DALB
OG0010346	LOC6504810|XP_001966381.1|DANA	LOC117568799|XP_034105554.1|DALB
OG0010347	LOC6503848|XP_001963711.1|DANA	LOC117576350|XP_034116930.1|DALB
OG0010348	LOC6495421|XP_001958812.1|DANA	LOC117573182|XP_034112056.1|DALB
OG0010349	LOC6504169|XP_001964307.3|DANA	LOC117576741|XP_034117667.1|DALB
OG0010350	LOC6503471|XP_032308696.1|DANA	LOC117578039|XP_034119047.1|DALB
OG0010351	LOC6503073|XP_001963377.1|DANA	LOC117572426|XP_034111143.1|DALB
OG0010352	LOC6504057|XP_001964093.3|DANA	LOC117577624|XP_034118381.1|DALB
OG0010353	LOC6501870|XP_001966773.1|DANA	LOC117566775|XP_034102212.1|DALB
OG0010354	LOC6502353|XP_001967544.1|DANA	LOC117573537|XP_034112708.1|DALB
OG0010355	LOC6503894|XP_001963799.3|DANA	LOC117576988|XP_034118068.1|DALB
OG0010356	LOC6505092|XP_032308000.1|DANA	LOC117571745|XP_034109988.1|DALB
OG0010357	LOC6504464|XP_001966953.1|DANA	LOC117577588|XP_034118323.1|DALB
OG0010358	LOC6504988|XP_001965681.1|DANA	LOC117571357|XP_034109360.1|DALB
OG0010359	LOC6504807|XP_032309091.1|DANA	LOC117567069|XP_034102706.1|DALB
OG0010360	LOC6504804|XP_001966376.1|DANA	LOC117570267|XP_034107676.1|DALB
OG0010361	LOC6504698|XP_001966375.1|DANA	LOC117567174|XP_034102885.1|DALB
OG0010362	LOC6504797|XP_001966361.1|DANA	LOC117577656|XP_034118435.1|DALB
OG0010363	LOC6501968|XP_001966783.1|DANA	LOC117567350|XP_034103178.1|DALB
OG0010364	LOC6502740|XP_032311943.1|DANA	LOC117563401|XP_034097629.1|DALB
OG0010365	LOC6504394|XP_001967058.1|DANA	LOC117577799|XP_034118617.1|DALB
OG0010366	LOC6504961|XP_001965730.1|DANA	LOC117576437|XP_034117089.1|DALB
OG0010367	LOC6501998|XP_032308168.1|DANA	LOC117567445|XP_034103348.1|DALB
OG0010368	LOC6502003|XP_001966850.1|DANA	LOC117577960|XP_034118898.1|DALB
OG0010369	LOC6505117|XP_001965425.1|DANA	LOC117569434|XP_034106491.1|DALB
OG0010370	LOC6501899|XP_001966705.3|DANA	LOC117577921|XP_034118808.1|DALB
OG0010371	LOC6501913|XP_001966681.3|DANA	LOC117578078|XP_034119120.1|DALB
OG0010372	LOC6505231|XP_001965586.1|DANA	LOC117567815|XP_034103946.1|DALB
OG0010373	LOC6505227|XP_001965583.1|DANA	LOC117576583|XP_034117359.1|DALB
OG0010374	LOC6505308|XP_001965735.1|DANA	LOC117565403|XP_034100381.1|DALB
OG0010375	LOC6504955|XP_001965736.1|DANA	LOC117567968|XP_034104171.1|DALB
OG0010376	LOC6504584|XP_001966582.1|DANA	LOC117564712|XP_034099487.1|DALB
OG0010377	LOC6504828|XP_001966411.2|DANA	LOC117567974|XP_034104186.1|DALB
OG0010378	LOC6503771|XP_001963772.2|DANA	LOC117563981|XP_034098467.1|DALB
OG0010379	LOC26514791|XP_014759307.1|DANA	LOC117577889|XP_034118758.1|DALB
OG0010380	LOC6503838|XP_001963695.1|DANA	LOC117577763|XP_034118565.1|DALB
OG0010381	LOC26514577|XP_014761220.1|DANA	LOC117577831|XP_034118662.1|DALB
OG0010382	LOC6503819|XP_001963683.1|DANA	LOC117570418|XP_034107940.1|DALB
OG0010383	LOC6503828|XP_001963679.1|DANA	LOC117577934|XP_034118830.1|DALB
OG0010384	LOC6504044|XP_001964072.1|DANA	LOC117569901|XP_034107173.1|DALB
OG0010385	LOC6497710|XP_032307505.1|DANA	LOC117563226|XP_034097320.1|DALB
OG0010386	LOC6497757|XP_001961418.1|DANA	LOC117564670|XP_034099424.1|DALB
OG0010387	LOC6497823|XP_001961523.1|DANA	LOC117565544|XP_034100581.1|DALB
OG0010388	LOC6496969|XP_001963027.1|DANA	LOC117564706|XP_034099476.1|DALB
OG0010389	LOC6505394|XP_001964876.2|DANA	LOC117563676|XP_034097993.1|DALB
OG0010390	LOC26514738|XP_014762362.1|DANA	LOC117563446|XP_034097676.1|DALB
OG0010391	LOC6498430|XP_001962801.2|DANA	LOC117565804|XP_034100984.1|DALB
OG0010392	LOC6505357|XP_001964851.1|DANA	LOC117563584|XP_034097861.1|DALB
OG0010393	LOC6497798|XP_001961470.1|DANA	LOC117563639|XP_034097939.1|DALB
OG0010394	LOC6496996|XP_001962966.3|DANA	LOC117563364|XP_034097553.1|DALB
OG0010395	LOC6498259|XP_001962416.2|DANA	LOC117564642|XP_034099393.1|DALB
OG0010396	LOC6498358|XP_001962619.2|DANA	LOC117564814|XP_034099627.1|DALB
OG0010397	LOC6505664|XP_001964982.1|DANA	LOC117563661|XP_034097968.1|DALB
