Orthogroup	DANA.longest_only	AAEG.longest_only
OG0006766	LOC6507652|XP_032309631.1|DANA	LOC5566494|XP_021697881.1|AAEG
OG0006767	LOC6493054|XP_001956958.1|DANA	LOC5575135|XP_001655512.2|AAEG
OG0006768	LOC6506934|XP_001956959.1|DANA	LOC5575136|XP_001655513.1|AAEG
OG0006769	LOC6506935|XP_001956957.1|DANA	LOC5575137|XP_001655514.1|AAEG
OG0006770	LOC6506634|XP_001957499.3|DANA	LOC5578617|XP_001657036.2|AAEG
OG0006771	LOC6503172|XP_001963575.1|DANA	LOC5571183|XP_021697944.1|AAEG
OG0006772	LOC6494557|XP_001960106.1|DANA	LOC5571188|XP_001653516.2|AAEG
OG0006773	LOC6493093|XP_001957028.1|DANA	LOC5573990|XP_021697979.1|AAEG
OG0006774	LOC6493587|XP_032309836.1|DANA	LOC5573997|XP_021698005.1|AAEG
OG0006775	LOC6507036|XP_032310715.1|DANA	LOC5573999|XP_001661086.1|AAEG
OG0006776	LOC6507410|XP_001956072.3|DANA	LOC5568730|XP_001658110.2|AAEG
OG0006777	LOC6507035|XP_001956780.1|DANA	LOC5574003|XP_001661090.1|AAEG
OG0006778	LOC6507499|XP_001955880.1|DANA	LOC5574004|XP_021698010.1|AAEG
OG0006779	LOC6507659|XP_032310618.1|DANA	LOC5574358|XP_021698013.1|AAEG
OG0006780	LOC6493519|XP_001957912.1|DANA	LOC5568735|XP_021698016.1|AAEG
OG0006781	LOC6493339|XP_001957550.1|DANA	LOC5568743|XP_021698045.1|AAEG
OG0006782	LOC6506654|XP_001957469.1|DANA	LOC5568748|XP_001658129.2|AAEG
OG0006783	LOC6496214|XP_032306669.1|DANA	LOC5566824|XP_021698068.1|AAEG
OG0006784	LOC6507367|XP_032310355.1|DANA	LOC5569157|XP_021698137.1|AAEG
OG0006785	LOC6495467|XP_001958910.1|DANA	LOC5572098|XP_021698148.1|AAEG
OG0006786	LOC6495785|XP_001959576.1|DANA	LOC5569163|XP_021698171.1|AAEG
OG0006787	LOC6507906|XP_032309781.1|DANA	LOC5574864|XP_021698278.1|AAEG
OG0006788	LOC6507157|XP_001956572.1|DANA	LOC5574863|XP_001661687.2|AAEG
OG0006789	LOC6504419|XP_001967016.1|DANA	LOC5575957|XP_001662311.1|AAEG
OG0006790	LOC6496729|XP_001967344.2|DANA	LOC5574862|XP_001661688.1|AAEG
OG0006791	LOC6507621|XP_001956012.3|DANA	LOC5565671|XP_001650026.1|AAEG
OG0006792	LOC6507778|XP_032309698.1|DANA	LOC5574453|XP_001661470.1|AAEG
OG0006793	LOC6507279|XP_001956334.1|DANA	LOC5564220|XP_001648568.2|AAEG
OG0006794	LOC6496627|XP_001961289.1|DANA	LOC5564228|XP_001648564.1|AAEG
OG0006795	LOC6507044|XP_001956760.1|DANA	LOC5564217|XP_001648559.2|AAEG
OG0006796	LOC6506364|XP_001958021.1|DANA	LOC5564317|XP_001648653.1|AAEG
OG0006797	LOC6498565|XP_001963073.1|DANA	LOC5564300|XP_001648651.1|AAEG
OG0006798	LOC6493021|XP_001956873.3|DANA	LOC5569020|XP_001658276.1|AAEG
OG0006799	LOC6507765|XP_001956303.1|DANA	LOC5574158|XP_021698429.1|AAEG
OG0006800	LOC6506686|XP_014764866.1|DANA	LOC5569603|XP_001652883.2|AAEG
OG0006801	LOC6501858|XP_001966789.1|DANA	LOC5577968|XP_001663631.1|AAEG
OG0006802	LOC6495845|XP_001959704.1|DANA	LOC5570796|XP_021698590.1|AAEG
OG0006803	LOC6495374|XP_032305932.1|DANA	LOC5570783|XP_001653286.2|AAEG
OG0006804	LOC6507304|XP_014765141.1|DANA	LOC5570793|XP_021698604.1|AAEG
OG0006805	LOC6494325|XP_001960530.1|DANA	LOC5570791|XP_021698606.1|AAEG
OG0006806	LOC6507019|XP_001956812.2|DANA	LOC5579155|XP_021698640.1|AAEG
OG0006807	LOC6493594|XP_032309840.1|DANA	LOC5568754|XP_021698685.1|AAEG
OG0006808	LOC6495925|XP_001959866.1|DANA	LOC5572534|XP_001654061.2|AAEG
OG0006809	LOC6506843|XP_001957135.1|DANA	LOC5572289|XP_001653975.2|AAEG
OG0006810	LOC6506404|XP_001957937.2|DANA	LOC5572287|XP_001653972.2|AAEG
OG0006811	LOC6501647|XP_001955674.1|DANA	LOC5572286|XP_001653971.2|AAEG
OG0006812	LOC6506202|XP_001958351.1|DANA	LOC23687584|XP_021698727.1|AAEG
OG0006813	LOC6499696|XP_001954113.1|DANA	LOC5572277|XP_021698748.1|AAEG
OG0006814	LOC6507626|XP_001956027.1|DANA	LOC5572195|XP_001653862.1|AAEG
OG0006815	LOC6493141|XP_032309922.1|DANA	LOC5564563|XP_021698821.1|AAEG
OG0006816	LOC6493140|XP_001957132.1|DANA	LOC5571886|XP_021698823.1|AAEG
OG0006817	LOC6507484|XP_001955910.1|DANA	LOC5566090|XP_001650458.2|AAEG
OG0006818	LOC6507048|XP_001956749.1|DANA	LOC5566034|XP_021698857.1|AAEG
OG0006819	LOC6492930|XP_001956671.1|DANA	LOC5574351|XP_001661386.2|AAEG
OG0006820	LOC6493593|XP_001958059.2|DANA	LOC5574348|XP_021698908.1|AAEG
OG0006821	LOC6498449|XP_001962843.1|DANA	LOC5574342|XP_021698910.1|AAEG
OG0006822	LOC6495606|XP_032306475.1|DANA	LOC5577977|XP_021698914.1|AAEG
OG0006823	LOC6493373|XP_001957627.1|DANA	LOC5574338|XP_001661371.1|AAEG
OG0006824	LOC6493335|XP_001957544.1|DANA	LOC5574333|XP_001661366.1|AAEG
OG0006825	LOC6506149|XP_001958457.1|DANA	LOC5577266|XP_021698973.1|AAEG
OG0006826	LOC6493380|XP_001957642.1|DANA	LOC5577270|XP_021698987.1|AAEG
OG0006827	LOC6500103|XP_032309208.1|DANA	LOC5573289|XP_021699051.1|AAEG
OG0006828	LOC6498561|XP_001963066.2|DANA	LOC5573299|XP_021699066.1|AAEG
OG0006829	LOC6493308|XP_001957495.2|DANA	LOC5575939|XP_001662292.2|AAEG
OG0006830	LOC6507591|XP_001955963.1|DANA	LOC5577292|XP_021699169.1|AAEG
OG0006831	LOC6507031|XP_001956790.1|DANA	LOC5572503|XP_001660443.2|AAEG
OG0006832	LOC6506977|XP_001956889.1|DANA	LOC5577144|XP_021699221.1|AAEG
OG0006833	LOC6493154|XP_014764240.1|DANA	LOC5577147|XP_021699228.1|AAEG
OG0006834	LOC6500843|XP_001954023.1|DANA	LOC5573014|XP_001654342.2|AAEG
OG0006835	LOC6506597|XP_001957575.1|DANA	LOC5573011|XP_021699250.1|AAEG
OG0006836	LOC6493108|XP_001957060.1|DANA	LOC5573010|XP_001654338.2|AAEG
OG0006837	LOC6507684|XP_001956143.1|DANA	LOC5573001|XP_001654328.1|AAEG
OG0006838	LOC6506490|XP_001957777.1|DANA	LOC5574542|XP_021699261.1|AAEG
OG0006839	LOC6507682|XP_001956138.1|DANA	LOC5574541|XP_021699268.1|AAEG
OG0006840	LOC6496995|XP_032311270.1|DANA	LOC5578845|XP_021699292.1|AAEG
OG0006841	LOC6507697|XP_001956165.1|DANA	LOC5578859|XP_021699353.1|AAEG
OG0006842	LOC6506850|XP_001957120.2|DANA	LOC5571041|XP_021699362.1|AAEG
OG0006843	LOC6502209|XP_001966029.1|DANA	LOC110676304|XP_021699379.1|AAEG
OG0006844	LOC6500309|XP_001952944.1|DANA	LOC5578061|XP_001663683.2|AAEG
OG0006845	LOC6493360|XP_001957596.1|DANA	LOC5570325|XP_001653153.1|AAEG
OG0006846	LOC6493753|XP_032310083.1|DANA	LOC5570323|XP_021699516.1|AAEG
OG0006847	LOC6506190|XP_014764659.2|DANA	LOC5578493|XP_021699519.1|AAEG
OG0006848	LOC6495659|XP_001959324.1|DANA	LOC5570720|XP_001659313.2|AAEG
OG0006849	LOC6493030|XP_001956900.1|DANA	LOC5576986|XP_001663087.2|AAEG
OG0006850	LOC6506970|XP_001956899.2|DANA	LOC5576985|XP_001663086.2|AAEG
OG0006851	LOC6493029|XP_032309937.1|DANA	LOC5576984|XP_021699580.1|AAEG
OG0006852	LOC6493973|XP_032311619.1|DANA	LOC5570872|XP_001659378.1|AAEG
OG0006853	LOC6506207|XP_032310303.1|DANA	LOC5569275|XP_021699681.1|AAEG
OG0006854	LOC6494165|XP_001960838.1|DANA	LOC5578326|XP_021699692.1|AAEG
OG0006855	LOC6507744|XP_001956258.1|DANA	LOC5575625|XP_021699709.1|AAEG
OG0006856	LOC6495611|XP_001959199.2|DANA	LOC5573556|XP_021699711.1|AAEG
OG0006857	LOC6493903|XP_032311544.1|DANA	LOC110676379|XP_021699724.1|AAEG
OG0006858	LOC6493501|XP_001957877.1|DANA	LOC5576383|XP_021699727.1|AAEG
OG0006859	LOC6494656|XP_032307264.1|DANA	LOC5569576|XP_001658637.2|AAEG
OG0006860	LOC6493958|XP_001961250.1|DANA	LOC5567709|XP_021699758.1|AAEG
OG0006861	LOC6494671|XP_014762910.1|DANA	LOC5567692|XP_021699794.1|AAEG
OG0006862	LOC6493010|XP_001956846.1|DANA	LOC5565716|XP_001650075.2|AAEG
OG0006863	LOC6505172|XP_001965477.1|DANA	LOC5564741|XP_021699864.1|AAEG
OG0006864	LOC6494858|XP_001959538.1|DANA	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG
OG0006865	LOC6501379|XP_001955116.1|DANA	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG
OG0006866	LOC6495850|XP_001959708.1|DANA	LOC5574641|XP_001661556.2|AAEG
OG0006867	LOC6496065|XP_001960146.2|DANA	LOC110676410|XP_021699895.1|AAEG
OG0006868	LOC6496064|XP_001960145.1|DANA	LOC5574640|XP_021699897.1|AAEG
OG0006869	LOC6494838|XP_014763007.1|DANA	LOC5574645|XP_021699909.1|AAEG
OG0006870	LOC6496608|XP_001961249.3|DANA	LOC5572042|XP_001660147.3|AAEG
OG0006871	LOC6496502|XP_001961029.1|DANA	LOC5572050|XP_001660156.2|AAEG
OG0006872	LOC6494565|XP_001960092.1|DANA	LOC110676417|XP_021699960.1|AAEG
OG0006873	LOC6495653|XP_014763416.1|DANA	LOC5564188|XP_021699967.1|AAEG
OG0006874	LOC6505378|XP_014759532.1|DANA	LOC5574548|XP_001661497.1|AAEG
OG0006875	LOC6497646|XP_001961641.1|DANA	LOC5574376|XP_021700082.1|AAEG
OG0006876	LOC6494236|XP_001960687.1|DANA	LOC5574374|XP_021700091.1|AAEG
OG0006877	LOC26514018|XP_014762287.1|DANA	LOC23687406|XP_021700101.1|AAEG
OG0006878	LOC6497117|XP_032311216.1|DANA	LOC5574390|XP_001661408.2|AAEG
OG0006879	LOC6494273|XP_001960620.1|DANA	LOC5575906|XP_021700113.1|AAEG
OG0006880	LOC6497399|XP_001962163.1|DANA	LOC5575901|XP_001662278.1|AAEG
OG0006881	LOC6497829|XP_001961532.1|DANA	LOC5574362|XP_001661395.3|AAEG
OG0006882	LOC6493956|XP_001961254.1|DANA	LOC5571154|XP_001653470.1|AAEG
OG0006883	LOC6497345|XP_001962276.2|DANA	LOC5575437|XP_021700362.1|AAEG
OG0006884	LOC6498370|XP_001962643.1|DANA	LOC5575441|XP_021700369.1|AAEG
OG0006885	LOC6498614|XP_014762203.1|DANA	LOC5575449|XP_021700372.1|AAEG
OG0006886	LOC6500800|XP_001953944.1|DANA	LOC5578152|XP_001663724.2|AAEG
OG0006887	LOC6502210|XP_032308791.1|DANA	LOC5578153|XP_021700394.1|AAEG
OG0006888	LOC6498587|XP_032310986.1|DANA	LOC5578155|XP_021700401.1|AAEG
OG0006889	LOC6498195|XP_001962275.1|DANA	LOC5578158|XP_001663730.1|AAEG
OG0006890	LOC6506181|XP_014760543.1|DANA	LOC5571936|XP_001660046.2|AAEG
OG0006891	LOC6497574|XP_001961785.1|DANA	LOC5571942|XP_021700428.1|AAEG
OG0006892	LOC6497885|XP_032307557.1|DANA	LOC5571945|XP_001660049.1|AAEG
OG0006893	LOC6503415|XP_001965320.1|DANA	LOC5571947|XP_001660051.2|AAEG
OG0006894	LOC6507158|XP_001965319.1|DANA	LOC5571949|XP_021700441.1|AAEG
OG0006895	LOC26513892|XP_014761353.2|DANA	LOC5569506|XP_021700483.1|AAEG
OG0006896	LOC6497739|XP_001961450.1|DANA	LOC5569507|XP_021700485.1|AAEG
OG0006897	LOC6505407|XP_032311297.1|DANA	LOC5569512|XP_021700487.1|AAEG
OG0006898	LOC6497881|XP_001961639.1|DANA	LOC5568223|XP_001652155.2|AAEG
OG0006899	LOC6498113|XP_001962103.1|DANA	LOC5580327|XP_001663279.1|AAEG
OG0006900	LOC6502200|XP_001966046.1|DANA	LOC5569011|XP_001652665.1|AAEG
OG0006901	LOC6503334|XP_001965390.1|DANA	LOC5564161|XP_001648490.1|AAEG
OG0006902	LOC6505129|XP_001965406.2|DANA	LOC5565619|XP_001649973.1|AAEG
OG0006903	LOC6505531|XP_001964750.3|DANA	LOC5566449|XP_001650817.2|AAEG
OG0006904	LOC6497085|XP_001962789.1|DANA	LOC5565700|XP_001650043.1|AAEG
OG0006905	LOC6497915|XP_001961705.3|DANA	LOC5565680|XP_001650055.2|AAEG
OG0006906	LOC6497684|XP_001961576.1|DANA	LOC5570925|XP_001653405.2|AAEG
OG0006907	LOC6503774|XP_032311225.1|DANA	LOC5570922|XP_021700604.1|AAEG
OG0006908	LOC6497811|XP_001961493.1|DANA	LOC5570916|XP_001653395.1|AAEG
OG0006909	LOC6498571|XP_001963093.1|DANA	LOC5570914|XP_001653393.1|AAEG
OG0006910	LOC6498044|XP_032307649.1|DANA	LOC5570913|XP_021700629.1|AAEG
OG0006911	LOC6502939|XP_001963556.1|DANA	LOC5574739|XP_021700699.1|AAEG
OG0006912	LOC6497071|XP_032311382.1|DANA	LOC5571728|XP_021700724.1|AAEG
OG0006913	LOC6496856|XP_001963264.1|DANA	LOC5571738|XP_021700728.1|AAEG
OG0006914	LOC6493816|XP_001958494.1|DANA	LOC5571737|XP_021700731.1|AAEG
OG0006915	LOC6498494|XP_032311107.1|DANA	LOC5571734|XP_021700733.1|AAEG
OG0006916	LOC6504307|XP_032311357.1|DANA	LOC5571740|XP_021700738.1|AAEG
OG0006917	LOC6497790|XP_032307582.1|DANA	LOC5571433|XP_021700741.1|AAEG
OG0006918	LOC6497791|XP_014761823.1|DANA	LOC5571429|XP_001659681.1|AAEG
OG0006919	LOC6505425|XP_032310969.1|DANA	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG
OG0006920	LOC6497944|XP_001961768.3|DANA	LOC5566347|XP_021700770.1|AAEG
OG0006921	LOC6497481|XP_032307668.1|DANA	LOC5569682|XP_021700789.1|AAEG
OG0006922	LOC6504337|XP_001965025.1|DANA	LOC5570429|XP_001659136.1|AAEG
OG0006923	LOC6497687|XP_001961570.1|DANA	LOC5570430|XP_021700795.1|AAEG
OG0006924	LOC6498828|XP_001965875.1|DANA	LOC5572672|XP_001654138.1|AAEG
OG0006925	LOC6505538|XP_001964736.2|DANA	LOC5572641|XP_021700802.1|AAEG
OG0006926	LOC6503287|XP_014759113.1|DANA	LOC5572653|XP_001654153.2|AAEG
OG0006927	LOC6503285|XP_001967584.1|DANA	LOC5572654|XP_021700823.1|AAEG
OG0006928	LOC6497228|XP_001962521.2|DANA	LOC5572656|XP_021700826.1|AAEG
OG0006929	LOC6497688|XP_014761789.1|DANA	LOC5574315|XP_001655092.2|AAEG
OG0006930	LOC6504114|XP_014760413.1|DANA	LOC5579442|XP_021700855.1|AAEG
OG0006931	LOC6506075|XP_001965108.1|DANA	LOC5565756|XP_001650128.2|AAEG
OG0006932	LOC6496934|XP_001963101.1|DANA	LOC5565777|XP_001650136.1|AAEG
OG0006933	LOC6498575|XP_001963097.1|DANA	LOC5565757|XP_021700902.1|AAEG
OG0006934	LOC6501043|XP_001954449.3|DANA	LOC5564835|XP_021700940.1|AAEG
OG0006935	LOC6497736|XP_014761801.1|DANA	LOC5565351|XP_001649746.1|AAEG
OG0006936	LOC6498501|XP_014762160.1|DANA	LOC5569176|XP_021701029.1|AAEG
OG0006937	LOC6498563|XP_001963071.2|DANA	LOC5569180|XP_001652760.1|AAEG
OG0006938	LOC6496980|XP_001963005.1|DANA	LOC5569181|XP_011493383.1|AAEG
OG0006939	LOC6503970|XP_014761128.1|DANA	LOC5569183|XP_001652766.1|AAEG
OG0006940	LOC6498664|XP_014762222.1|DANA	LOC5564492|XP_001648832.1|AAEG
OG0006941	LOC6497062|XP_001962825.1|DANA	LOC5566991|XP_021701107.1|AAEG
OG0006942	LOC6493971|XP_014762499.1|DANA	LOC5566521|XP_021701142.1|AAEG
OG0006943	LOC6498179|XP_001962238.3|DANA	LOC5571666|XP_001653753.2|AAEG
OG0006944	LOC6498680|XP_032311248.1|DANA	LOC5571664|XP_021701188.1|AAEG
OG0006945	LOC6497876|XP_001961625.1|DANA	LOC5571661|XP_021701189.1|AAEG
OG0006946	LOC6500872|XP_014766771.1|DANA	LOC5571642|XP_001653737.2|AAEG
OG0006947	LOC6497813|XP_001961500.1|DANA	LOC5571643|XP_001653736.1|AAEG
OG0006948	LOC6498265|XP_032307712.1|DANA	LOC5571647|XP_001653732.1|AAEG
OG0006949	LOC6506669|XP_001965223.1|DANA	LOC5575675|XP_001655804.1|AAEG
OG0006950	LOC6505393|XP_001966902.2|DANA	LOC5573845|XP_001654882.1|AAEG
OG0006951	LOC6498332|XP_032307747.1|DANA	LOC23687432|XP_021701306.1|AAEG
OG0006952	LOC6499898|XP_001953674.1|DANA	LOC5573803|XP_001661053.1|AAEG
OG0006953	LOC6506442|XP_001957874.2|DANA	LOC5568799|XP_001658164.1|AAEG
OG0006954	LOC6497034|XP_001962877.3|DANA	LOC5568801|XP_001658166.2|AAEG
OG0006955	LOC6499475|XP_001954563.1|DANA	LOC5568807|XP_001658168.2|AAEG
OG0006956	LOC6497223|XP_032307653.1|DANA	LOC5568815|XP_001658181.2|AAEG
OG0006957	LOC6497087|XP_001962785.1|DANA	LOC5568816|XP_021701325.1|AAEG
OG0006958	LOC6494915|XP_001959429.1|DANA	LOC5568817|XP_001658183.2|AAEG
OG0006959	LOC6507386|XP_001956110.1|DANA	LOC5568819|XP_001658185.1|AAEG
OG0006960	LOC6498038|XP_001961947.1|DANA	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG
OG0006961	LOC6497622|XP_014761753.1|DANA	LOC5568830|XP_021701344.1|AAEG
OG0006962	LOC6497802|XP_001961477.1|DANA	LOC5564978|XP_001649330.2|AAEG
OG0006963	LOC6498548|XP_032311186.1|DANA	LOC5570300|XP_021701406.1|AAEG
OG0006964	LOC6498544|XP_001963032.2|DANA	LOC5577475|XP_001656501.2|AAEG
OG0006965	LOC6497880|XP_001961637.1|DANA	LOC5578795|XP_001657167.2|AAEG
OG0006966	LOC6498186|XP_001962254.1|DANA	LOC5578794|XP_001657165.1|AAEG
OG0006967	LOC6495602|XP_001959184.1|DANA	LOC5578793|XP_001657164.2|AAEG
OG0006968	LOC6494652|XP_014762906.1|DANA	LOC5578768|XP_021701446.1|AAEG
OG0006969	LOC6506453|XP_032309898.1|DANA	LOC5578753|XP_001657121.1|AAEG
OG0006970	LOC6499089|XP_001955325.1|DANA	LOC5570954|XP_021701486.1|AAEG
OG0006971	LOC6497979|XP_001961832.1|DANA	LOC5576430|XP_001662635.1|AAEG
OG0006972	LOC6498643|XP_014762210.1|DANA	LOC5576427|XP_001662630.2|AAEG
OG0006973	LOC6497678|XP_001961590.1|DANA	LOC5577727|XP_021697246.1|AAEG
OG0006974	LOC6498508|XP_001962968.1|DANA	LOC5565282|XP_001649622.2|AAEG
OG0006975	LOC6498524|XP_001962993.1|DANA	LOC5568241|XP_001657933.2|AAEG
OG0006976	LOC6498386|XP_032311383.1|DANA	LOC5570636|XP_021701628.1|AAEG
OG0006977	LOC6496586|XP_001961202.3|DANA	LOC5578973|XP_021701659.1|AAEG
OG0006978	LOC6497914|XP_014761885.1|DANA	LOC5576060|XP_021701664.1|AAEG
OG0006979	LOC6503359|XP_001965365.1|DANA	LOC5577127|XP_021701683.1|AAEG
OG0006980	LOC6498212|XP_001962310.1|DANA	LOC5576862|XP_001662958.1|AAEG
OG0006981	LOC6497162|XP_001962646.1|DANA	LOC5577187|XP_021701706.1|AAEG
OG0006982	LOC6498377|XP_001962670.2|DANA	LOC5577184|XP_021701707.1|AAEG
OG0006983	LOC6497679|XP_001961589.1|DANA	LOC5577190|XP_021701711.1|AAEG
OG0006984	LOC6496833|XP_032311073.1|DANA	LOC23687802|XP_021701713.1|AAEG
OG0006985	LOC6497445|XP_001962061.1|DANA	LOC5574881|XP_021701718.1|AAEG
OG0006986	LOC6498298|XP_001962488.1|DANA	LOC5574879|XP_001661689.1|AAEG
OG0006987	LOC6496626|XP_001961288.1|DANA	LOC5565864|XP_001650230.1|AAEG
OG0006988	LOC6497656|XP_001961623.1|DANA	LOC5564530|XP_021701754.1|AAEG
OG0006989	LOC6497032|XP_001962883.1|DANA	LOC5568486|XP_001658071.1|AAEG
OG0006990	LOC6506830|XP_032310931.1|DANA	LOC5573100|XP_021701800.1|AAEG
OG0006991	LOC6505889|XP_001964558.1|DANA	LOC5573091|XP_001654405.1|AAEG
OG0006992	LOC6498526|XP_001962997.2|DANA	LOC5564482|XP_021701933.1|AAEG
OG0006993	LOC6497613|XP_014761751.1|DANA	LOC5579471|XP_021702015.1|AAEG
OG0006994	LOC6497946|XP_001961775.1|DANA	LOC5563793|XP_021702026.1|AAEG
OG0006995	LOC6505770|XP_001965019.1|DANA	LOC5563857|XP_001648171.2|AAEG
OG0006996	LOC6505774|XP_001965020.1|DANA	LOC5575714|XP_001662161.1|AAEG
OG0006997	LOC6495566|XP_001959114.1|DANA	LOC5572015|XP_021702111.1|AAEG
OG0006998	LOC6499895|XP_001953680.1|DANA	LOC5567716|XP_001657637.2|AAEG
OG0006999	LOC6498678|XP_014762239.1|DANA	LOC5567313|XP_001651748.1|AAEG
OG0007000	LOC6507445|XP_001965378.2|DANA	LOC5576503|XP_001662695.1|AAEG
OG0007001	LOC6495699|XP_032306540.1|DANA	LOC5577601|XP_011492990.2|AAEG
OG0007002	LOC6498009|XP_014761920.1|DANA	LOC5575182|XP_021702262.1|AAEG
OG0007003	LOC6494504|XP_014762817.1|DANA	LOC5575180|XP_001655561.2|AAEG
OG0007004	LOC6497442|XP_001962066.1|DANA	LOC5575159|XP_021702294.1|AAEG
OG0007005	LOC6497621|XP_032307636.1|DANA	LOC5575158|XP_021702298.1|AAEG
OG0007006	LOC6497112|XP_001962731.3|DANA	LOC5566374|XP_021702362.1|AAEG
OG0007007	LOC6496929|XP_001963115.2|DANA	LOC5566398|XP_001650762.1|AAEG
OG0007008	LOC6503863|XP_001965233.3|DANA	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG
OG0007009	LOC6498576|XP_001963100.1|DANA	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG
OG0007010	LOC6497661|XP_014761770.1|DANA	LOC5572440|XP_021702437.1|AAEG
OG0007011	LOC6498960|XP_001955603.1|DANA	LOC5572447|XP_001660391.1|AAEG
OG0007012	LOC6506221|XP_032311027.1|DANA	LOC5572451|XP_021702453.1|AAEG
OG0007013	LOC6497127|XP_001962702.2|DANA	LOC5572466|XP_001660412.2|AAEG
OG0007014	LOC6498392|XP_014762109.1|DANA	LOC5565305|XP_021702487.1|AAEG
OG0007015	LOC6497164|XP_014761538.1|DANA	LOC5565307|XP_001649665.2|AAEG
OG0007016	LOC6497775|XP_032307710.1|DANA	LOC5565300|XP_021702509.1|AAEG
OG0007017	LOC6497724|XP_014761797.1|DANA	LOC5566799|XP_021702550.1|AAEG
OG0007018	LOC6498372|XP_014762104.1|DANA	LOC5566800|XP_021702552.1|AAEG
OG0007019	LOC6505403|XP_001966895.3|DANA	LOC5576032|XP_021702615.1|AAEG
OG0007020	LOC6506510|XP_001965189.1|DANA	LOC5564911|XP_021702621.1|AAEG
OG0007021	LOC6497890|XP_001961655.1|DANA	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG
OG0007022	LOC6497851|XP_014761849.1|DANA	LOC5572816|XP_021702701.1|AAEG
OG0007023	LOC6496951|XP_032311424.1|DANA	LOC23687450|XP_011493524.1|AAEG
OG0007024	LOC6501283|XP_001954916.1|DANA	LOC5572828|XP_001654224.2|AAEG
OG0007025	LOC6503777|XP_001963765.1|DANA	LOC5570694|XP_021702717.1|AAEG
OG0007026	LOC6503357|XP_001965368.1|DANA	LOC5570696|XP_021702721.1|AAEG
OG0007027	LOC6498317|XP_001962527.1|DANA	LOC5572901|XP_021702739.1|AAEG
OG0007028	LOC6503337|XP_032311151.1|DANA	LOC5572902|XP_021702740.1|AAEG
OG0007029	LOC6497364|XP_032307605.1|DANA	LOC5568614|XP_021702769.1|AAEG
OG0007030	LOC6501876|XP_032308364.1|DANA	LOC5568605|XP_001652439.1|AAEG
OG0007031	LOC6496778|XP_014760194.1|DANA	LOC5568611|XP_021702789.1|AAEG
OG0007032	LOC6507797|XP_001956362.1|DANA	LOC5577539|XP_021702804.1|AAEG
OG0007033	LOC6497700|XP_001961536.1|DANA	LOC5577537|XP_001656550.2|AAEG
OG0007034	LOC6496709|XP_001967338.1|DANA	LOC5564020|XP_001648342.1|AAEG
OG0007035	LOC6504481|XP_001966989.1|DANA	LOC5564021|XP_001648343.1|AAEG
OG0007036	LOC6507941|XP_001956653.2|DANA	LOC5564022|XP_001648345.1|AAEG
OG0007037	LOC6501625|XP_001955632.1|DANA	LOC5564024|XP_001648346.1|AAEG
OG0007038	LOC6496390|XP_032306909.1|DANA	LOC5566784|XP_021702855.1|AAEG
OG0007039	LOC6494988|XP_001959270.1|DANA	LOC5573247|XP_001654456.2|AAEG
OG0007040	LOC6497024|XP_001962908.1|DANA	LOC5573251|XP_001654461.1|AAEG
OG0007041	LOC6498294|XP_001962479.1|DANA	LOC5571858|XP_021702924.1|AAEG
OG0007042	LOC6504816|XP_014760468.1|DANA	LOC5571857|XP_021702927.1|AAEG
OG0007043	LOC6500040|XP_032305402.1|DANA	LOC5571860|XP_021702937.1|AAEG
OG0007044	LOC6498657|XP_001963261.2|DANA	LOC5564830|XP_021703000.1|AAEG
OG0007045	LOC6500411|XP_001953159.1|DANA	LOC5564842|XP_021703006.1|AAEG
OG0007046	LOC6501689|XP_001955768.1|DANA	LOC5564845|XP_021703016.1|AAEG
OG0007047	LOC6498331|XP_001962562.1|DANA	LOC5569074|XP_001658304.1|AAEG
OG0007048	LOC6497419|XP_032307374.1|DANA	LOC5569077|XP_021703044.1|AAEG
OG0007049	LOC6503874|XP_001965232.1|DANA	LOC5567973|XP_001657795.1|AAEG
OG0007050	LOC6498660|XP_001963265.1|DANA	LOC5573699|XP_001661025.1|AAEG
OG0007051	LOC6498066|XP_001962012.2|DANA	LOC5571525|XP_021703126.1|AAEG
OG0007052	LOC6503797|XP_001963728.1|DANA	LOC5568941|XP_021703172.1|AAEG
OG0007053	LOC6499945|XP_001953580.1|DANA	LOC5568923|XP_021703194.1|AAEG
OG0007054	LOC6496182|XP_001960389.1|DANA	LOC5573119|XP_001660735.2|AAEG
OG0007055	LOC6496429|XP_001960897.2|DANA	LOC5573122|XP_001660738.2|AAEG
OG0007056	LOC26514061|XP_014765565.1|DANA	LOC5573139|XP_001660755.1|AAEG
OG0007057	LOC6503858|XP_001963727.1|DANA	LOC5573186|XP_001660803.2|AAEG
OG0007058	LOC6505147|XP_001965438.1|DANA	LOC5573192|XP_001660809.2|AAEG
OG0007059	LOC6504458|XP_032310881.1|DANA	LOC5573895|XP_001654928.2|AAEG
