Orthogroup	DANA.longest_only	DSUP.longest_only
OG0009381	LOC6497129|XP_001962695.1|DANA	LOC119546758|XP_037709219.1|DSUP
OG0009382	LOC6497770|XP_001961408.2|DANA	LOC119546285|XP_037708393.1|DSUP
OG0009383	LOC6497342|XP_001962285.1|DANA	LOC119559011|XP_037728079.1|DSUP
OG0009384	LOC6497106|XP_001962742.1|DANA	LOC119548456|XP_037711650.1|DSUP
OG0009385	LOC6498410|XP_032311136.1|DANA	LOC119546310|XP_037708434.1|DSUP
OG0009386	LOC6498422|XP_001962772.1|DANA	LOC119548697|XP_037712089.1|DSUP
OG0009387	LOC6496574|XP_001961184.2|DANA	LOC119549900|XP_037714137.1|DSUP
OG0009388	LOC6496577|XP_001961190.1|DANA	LOC119551488|XP_037716780.1|DSUP
OG0009389	LOC6495897|XP_001959808.2|DANA	LOC119550468|XP_037715084.1|DSUP
OG0009390	LOC6495588|XP_032305927.1|DANA	LOC119549215|XP_037713001.1|DSUP
OG0009391	LOC6503292|XP_001967568.1|DANA	LOC119546607|XP_037708972.1|DSUP
OG0009392	LOC6495530|XP_001959045.1|DANA	LOC119550119|XP_037714529.1|DSUP
OG0009393	LOC6498874|XP_032312220.1|DANA	LOC119560729|XP_037730271.1|DSUP
OG0009394	LOC6495980|XP_001959967.1|DANA	LOC119550079|XP_037714476.1|DSUP
OG0009395	LOC6496371|XP_001960780.1|DANA	LOC119549694|XP_037713845.1|DSUP
OG0009396	LOC6495261|XP_001958740.1|DANA	LOC119550958|XP_037715913.1|DSUP
OG0009397	LOC6494968|XP_001959311.2|DANA	LOC119550076|XP_037714473.1|DSUP
OG0009398	LOC6495981|XP_001959975.2|DANA	LOC119550820|XP_037715690.1|DSUP
OG0009399	LOC6502544|XP_001958695.2|DANA	LOC119550966|XP_037715929.1|DSUP
OG0009400	LOC6495078|XP_001959113.1|DANA	LOC119551490|XP_037716784.1|DSUP
OG0009401	LOC6497055|XP_001962841.1|DANA	LOC119547408|XP_037710185.1|DSUP
OG0009402	LOC6499326|XP_001954863.1|DANA	LOC119556848|XP_037725250.1|DSUP
OG0009403	LOC6494138|XP_001960888.1|DANA	LOC119550677|XP_037715464.1|DSUP
OG0009404	LOC6494618|XP_001960002.1|DANA	LOC119549134|XP_037712833.1|DSUP
OG0009405	LOC6495564|XP_001959111.1|DANA	LOC119552090|XP_037717795.1|DSUP
OG0009406	LOC6495922|XP_001959861.2|DANA	LOC119551371|XP_037716621.1|DSUP
OG0009407	LOC6494684|XP_001959862.1|DANA	LOC119551832|XP_037717329.1|DSUP
OG0009408	LOC6494387|XP_001960420.2|DANA	LOC119549101|XP_037712763.1|DSUP
OG0009409	LOC6494926|XP_001959403.2|DANA	LOC119549831|XP_037714038.1|DSUP
OG0009410	LOC6495382|XP_001958713.1|DANA	LOC119551649|XP_037717012.1|DSUP
OG0009411	LOC6494859|XP_014763015.1|DANA	LOC119551085|XP_037716175.1|DSUP
OG0009412	LOC6494009|XP_014762536.1|DANA	LOC119550503|XP_037715124.1|DSUP
OG0009413	LOC6495538|XP_001959053.1|DANA	LOC119550549|XP_037715208.1|DSUP
OG0009414	LOC6495104|XP_001959057.1|DANA	LOC119550608|XP_037715360.1|DSUP
OG0009415	LOC6495091|XP_032307160.1|DANA	LOC119552006|XP_037717662.1|DSUP
OG0009416	LOC6496420|XP_001960877.1|DANA	LOC119550146|XP_037714584.1|DSUP
OG0009417	LOC116654711|XP_032306602.1|DANA	LOC119550148|XP_037714586.1|DSUP
OG0009418	LOC6496418|XP_001960875.1|DANA	LOC119550646|XP_037715414.1|DSUP
OG0009419	LOC6496416|XP_001960873.2|DANA	LOC119550905|XP_037715823.1|DSUP
OG0009420	LOC6496415|XP_014763820.1|DANA	LOC119550530|XP_037715178.1|DSUP
OG0009421	LOC6494303|XP_001960568.1|DANA	LOC119551361|XP_037716610.1|DSUP
OG0009422	LOC6494013|XP_032306621.1|DANA	LOC119551516|XP_037716828.1|DSUP
OG0009423	LOC26514374|XP_014764003.1|DANA	LOC119549026|XP_037712634.1|DSUP
OG0009424	LOC6494495|XP_001960223.1|DANA	LOC119550077|XP_037714474.1|DSUP
OG0009425	LOC6493915|XP_001961332.1|DANA	LOC119559419|XP_037728442.1|DSUP
OG0009426	LOC6494027|XP_001961123.1|DANA	LOC119559390|XP_037728378.1|DSUP
OG0009427	LOC6496596|XP_001961220.1|DANA	LOC119549089|XP_037712748.1|DSUP
OG0009428	LOC6496020|XP_001960055.1|DANA	LOC119551912|XP_037717455.1|DSUP
OG0009429	LOC6495517|XP_001959019.1|DANA	LOC119550327|XP_037714861.1|DSUP
OG0009430	LOC6494296|XP_001960582.1|DANA	LOC119551401|XP_037716664.1|DSUP
OG0009431	LOC6495303|XP_001958664.1|DANA	LOC119551495|XP_037716789.1|DSUP
OG0009432	LOC6494257|XP_001960655.1|DANA	LOC119550315|XP_037714849.1|DSUP
OG0009433	LOC6494749|XP_001959741.1|DANA	LOC119550097|XP_037714505.1|DSUP
OG0009434	LOC6494751|XP_001959736.1|DANA	LOC119549633|XP_037713749.1|DSUP
OG0009435	LOC6495864|XP_014763520.1|DANA	LOC119550874|XP_037715786.1|DSUP
OG0009436	LOC6496538|XP_032307012.1|DANA	LOC119551987|XP_037717636.1|DSUP
OG0009437	LOC6495333|XP_014763264.1|DANA	LOC119551576|XP_037716904.1|DSUP
OG0009438	LOC6495448|XP_032306754.1|DANA	LOC119550550|XP_037715209.1|DSUP
OG0009439	LOC6495452|XP_001958874.1|DANA	LOC119551237|XP_037716405.1|DSUP
OG0009440	LOC6495719|XP_001959434.1|DANA	LOC119549957|XP_037714268.1|DSUP
OG0009441	LOC6502142|XP_032309349.1|DANA	LOC119556993|XP_037725453.1|DSUP
OG0009442	LOC6504915|XP_001966584.1|DANA	LOC119557745|XP_037726560.1|DSUP
OG0009443	LOC6495902|XP_001959822.2|DANA	LOC119558708|XP_037727980.1|DSUP, LOC119550322|XP_037714855.1|DSUP
OG0009444	LOC6504401|XP_032308098.1|DANA	LOC119557945|XP_037726893.1|DSUP
OG0009445	LOC6504267|XP_001967376.2|DANA	LOC119557775|XP_037726603.1|DSUP
OG0009446	LOC6503041|XP_032308930.1|DANA	LOC119558292|XP_037727608.1|DSUP
OG0009447	LOC6501999|XP_001966845.1|DANA	LOC119557752|XP_037726567.1|DSUP
OG0009448	LOC6504413|XP_001967023.1|DANA	LOC119557644|XP_037726422.1|DSUP
OG0009449	LOC6501859|XP_001966787.2|DANA	LOC119558112|XP_037727264.1|DSUP
OG0009450	LOC6505120|XP_032307927.1|DANA	LOC119557791|XP_037726619.1|DSUP
OG0009451	LOC6497128|XP_001962699.1|DANA	LOC119547926|XP_037710899.1|DSUP
OG0009452	LOC6503776|XP_001963766.1|DANA	LOC119557718|XP_037726528.1|DSUP
OG0009453	LOC6501628|XP_001955639.1|DANA	LOC119560812|XP_037730385.1|DSUP
OG0009454	LOC6506279|XP_001958209.1|DANA	LOC119555178|XP_037722355.1|DSUP
OG0009455	LOC6502116|XP_001966178.1|DANA	LOC119556585|XP_037724813.1|DSUP
OG0009456	LOC6503017|XP_001963396.1|DANA	LOC119556768|XP_037725122.1|DSUP
OG0009457	LOC6503470|XP_001964320.1|DANA	LOC119557167|XP_037725702.1|DSUP
OG0009458	LOC6503789|XP_014761081.1|DANA	LOC119555940|XP_037723573.1|DSUP
OG0009459	LOC6492954|XP_032309821.1|DANA	LOC119553414|XP_037719717.1|DSUP
OG0009460	LOC6493000|XP_032310159.1|DANA	LOC119554955|XP_037722003.1|DSUP
OG0009461	LOC6493004|XP_032310685.1|DANA	LOC119554313|XP_037721102.1|DSUP
OG0009462	LOC6507396|XP_001956096.1|DANA	LOC119554621|XP_037721542.1|DSUP
OG0009463	LOC6506560|XP_001957640.1|DANA	LOC119552767|XP_037718503.1|DSUP
OG0009464	LOC6506958|XP_001956923.1|DANA	LOC119553973|XP_037720605.1|DSUP
OG0009465	LOC6506947|XP_001956936.3|DANA	LOC119554737|XP_037721687.1|DSUP
OG0009466	LOC6493523|XP_001957924.3|DANA	LOC119553748|XP_037720276.1|DSUP
OG0009467	LOC6507365|XP_001956160.1|DANA	LOC119554523|XP_037721397.1|DSUP
OG0009468	LOC6506876|XP_001957080.1|DANA	LOC119554750|XP_037721706.1|DSUP
OG0009469	LOC6493539|XP_001957960.1|DANA	LOC119555625|XP_037723074.1|DSUP
OG0009470	LOC6493770|XP_001958405.2|DANA	LOC119554198|XP_037720925.1|DSUP
OG0009471	LOC6498577|XP_001963102.1|DANA	LOC119547035|XP_037709636.1|DSUP
OG0009472	LOC6507549|XP_001955897.1|DANA	LOC119554218|XP_037720972.1|DSUP
OG0009473	LOC6493153|XP_001957159.1|DANA	LOC119554203|XP_037720931.1|DSUP
OG0009474	LOC6492945|XP_001956712.1|DANA	LOC119555348|XP_037722614.1|DSUP
OG0009475	LOC6506990|XP_001956869.1|DANA	LOC119555234|XP_037722442.1|DSUP
OG0009476	LOC26514698|XP_014765655.1|DANA	LOC119554150|XP_037720866.1|DSUP
OG0009477	LOC6506815|XP_001957185.1|DANA	LOC119553983|XP_037720617.1|DSUP
OG0009478	LOC6493181|XP_001957214.1|DANA	LOC119555353|XP_037722618.1|DSUP
OG0009479	LOC6497387|XP_001962187.2|DANA	LOC119546125|XP_037708147.1|DSUP
OG0009480	LOC6493497|XP_014764406.1|DANA	LOC119555076|XP_037722215.1|DSUP
OG0009481	LOC6507344|XP_001956205.1|DANA	LOC119553441|XP_037719759.1|DSUP
OG0009482	LOC6493658|XP_014764486.1|DANA	LOC119552501|XP_037718034.1|DSUP
OG0009483	LOC6493660|XP_001958175.1|DANA	LOC119553582|XP_037719959.1|DSUP
OG0009484	LOC6501271|XP_001954894.1|DANA	LOC119555185|XP_037722368.1|DSUP
OG0009485	LOC6492939|XP_001956691.1|DANA	LOC119553847|XP_037720419.1|DSUP
OG0009486	LOC6507088|XP_001956692.1|DANA	LOC119553850|XP_037720423.1|DSUP
OG0009487	LOC6507836|XP_001956447.1|DANA	LOC119554246|XP_037721011.1|DSUP
OG0009488	LOC6507255|XP_001956377.1|DANA	LOC119554066|XP_037720735.1|DSUP
OG0009489	LOC6507862|XP_001956485.1|DANA	LOC119554957|XP_037722008.1|DSUP
OG0009490	LOC6496548|XP_032307105.1|DANA	LOC119559465|XP_037728502.1|DSUP
OG0009491	LOC6506365|XP_001958019.1|DANA	LOC119553207|XP_037719389.1|DSUP
OG0009492	LOC6493854|XP_001958564.1|DANA	LOC119554334|XP_037721127.1|DSUP
OG0009493	LOC6493846|XP_032310035.1|DANA	LOC119552607|XP_037718197.1|DSUP
OG0009494	LOC6493845|XP_001958545.2|DANA	LOC119552609|XP_037718201.1|DSUP
OG0009495	LOC6506762|XP_001957285.2|DANA	LOC119555436|XP_037722735.1|DSUP
OG0009496	LOC6507277|XP_001956342.1|DANA	LOC119554196|XP_037720919.1|DSUP
OG0009497	LOC6501545|XP_001955454.1|DANA	LOC119560407|XP_037729768.1|DSUP
OG0009498	LOC6493228|XP_032309935.1|DANA	LOC119553814|XP_037720362.1|DSUP
OG0009499	LOC6506757|XP_032309623.1|DANA	LOC119554441|XP_037721280.1|DSUP
OG0009500	LOC6506744|XP_001957318.1|DANA	LOC119554158|XP_037720874.1|DSUP
OG0009501	LOC6506337|XP_001958075.1|DANA	LOC119554041|XP_037720698.1|DSUP
OG0009502	LOC6494578|XP_001965933.1|DANA	LOC119563215|XP_037732440.1|DSUP
OG0009503	LOC6497119|XP_001962718.1|DANA	LOC119562709|XP_037731824.1|DSUP
OG0009504	LOC6494545|XP_001965923.1|DANA	LOC119560813|XP_037730383.1|DSUP
OG0009505	LOC6496851|XP_001963275.1|DANA	LOC119547972|XP_037710951.1|DSUP
OG0009506	LOC6506989|XP_001956871.1|DANA	LOC119553288|XP_037719527.1|DSUP
OG0009507	LOC6506711|XP_001957382.1|DANA	LOC119554475|XP_037721319.1|DSUP
OG0009508	LOC6497797|XP_001961466.1|DANA	LOC119546815|XP_037709330.1|DSUP
OG0009509	LOC6494125|XP_001960918.1|DANA	LOC119550460|XP_037715072.1|DSUP
OG0009510	LOC6503745|XP_001963820.1|DANA	LOC119557825|XP_037726711.1|DSUP
OG0009511	LOC6502917|XP_001963591.1|DANA	LOC119563326|XP_037732596.1|DSUP
OG0009512	LOC6504163|XP_001964298.1|DANA	LOC119557352|XP_037726016.1|DSUP
OG0009513	LOC6504989|XP_001965680.2|DANA	LOC119558067|XP_037727164.1|DSUP
OG0009514	LOC6504665|XP_001966446.2|DANA	LOC119550936|XP_037715888.1|DSUP
OG0009515	LOC6497464|XP_001962026.1|DANA	LOC119546026|XP_037707970.1|DSUP
OG0009516	LOC6497623|XP_032307406.1|DANA	LOC119546734|XP_037709154.1|DSUP
OG0009517	LOC6496849|XP_001963279.2|DANA	LOC119548721|XP_037712136.1|DSUP
OG0009518	LOC26514296|XP_014765601.1|DANA	LOC119554201|XP_037720930.1|DSUP
OG0009519	LOC6507662|XP_001956098.2|DANA	LOC119553418|XP_037719723.1|DSUP
OG0009520	LOC26513652|XP_014767195.1|DANA	LOC119554283|XP_037721070.1|DSUP
OG0009521	LOC6493103|XP_001957048.1|DANA	LOC119553783|XP_037720319.1|DSUP
OG0009522	LOC6495356|XP_001958651.1|DANA	LOC119551010|XP_037715991.1|DSUP
OG0009523	LOC6495866|XP_001959742.2|DANA	LOC119549226|XP_037713037.1|DSUP
OG0009524	LOC6494137|XP_001960889.1|DANA	LOC119550574|XP_037715293.1|DSUP
OG0009525	LOC6495280|XP_001958711.1|DANA	LOC119550895|XP_037715813.1|DSUP
OG0009526	LOC6495281|XP_001958710.1|DANA	LOC119551996|XP_037717648.1|DSUP
OG0009527	LOC6495615|XP_001959224.1|DANA	LOC119550900|XP_037715819.1|DSUP
OG0009528	LOC6495177|XP_001958907.1|DANA	LOC119550483|XP_037715100.1|DSUP
OG0009529	LOC6495964|XP_001959943.1|DANA	LOC119552048|XP_037717719.1|DSUP
OG0009530	LOC6496545|XP_032306625.1|DANA	LOC119559392|XP_037728383.1|DSUP
OG0009531	LOC26515563|XP_014764141.1|DANA	LOC119550970|XP_037715933.1|DSUP
OG0009532	LOC6496122|XP_001960271.1|DANA	LOC119551955|XP_037717578.1|DSUP
OG0009533	LOC6496004|XP_001960026.1|DANA, LOC6496003|XP_032306464.1|DANA	LOC119550540|XP_037715190.1|DSUP
OG0009534	LOC6496002|XP_001960019.1|DANA	LOC119550888|XP_037715805.1|DSUP, LOC119562443|XP_037731556.1|DSUP, LOC119562442|XP_037731555.1|DSUP
OG0009535	LOC6496139|XP_001960324.2|DANA	LOC119551433|XP_037716703.1|DSUP
OG0009536	LOC6500538|XP_001953412.2|DANA	LOC119547504|XP_037710327.1|DSUP
OG0009537	LOC6500311|XP_014766494.1|DANA	LOC119553091|XP_037719178.1|DSUP
OG0009538	LOC6500561|XP_001953481.1|DANA	LOC119562387|XP_037731509.1|DSUP
OG0009540	LOC6505529|XP_001964754.1|DANA	LOC119562438|XP_037731554.1|DSUP
OG0009541	LOC116654557|XP_032305706.1|DANA	LOC119555454|XP_037722773.1|DSUP
OG0009542	LOC6505956|XP_014760856.1|DANA	LOC119558321|XP_037727665.1|DSUP
OG0009543	LOC6499577|XP_001954353.1|DANA	LOC119563298|XP_037732555.1|DSUP
OG0009544	LOC6502678|XP_001954746.2|DANA	LOC119563231|XP_037732464.1|DSUP
OG0009545	LOC6498983|XP_014765866.1|DANA	LOC119545839|XP_037707725.1|DSUP
OG0009546	LOC6501663|XP_001955710.2|DANA	LOC119560109|XP_037729385.1|DSUP
OG0009547	LOC6496255|XP_001960553.2|DANA	LOC119549362|XP_037713314.1|DSUP, LOC119549361|XP_037713313.1|DSUP
OG0009548	LOC26514844|XP_014765673.2|DANA	LOC119560341|XP_037729660.1|DSUP, LOC119555446|XP_037722747.1|DSUP
OG0009548	LOC26514566|XP_014765641.1|DANA	LOC119555490|XP_037722827.1|DSUP
OG0009549	LOC6493683|XP_001958228.3|DANA	LOC119553788|XP_037720326.1|DSUP, LOC119553916|XP_037720519.1|DSUP
OG0009557	LOC6500662|XP_001953676.2|DANA	LOC119562896|XP_037731943.1|DSUP
OG0009560	LOC6503992|XP_001963971.1|DANA	LOC119555842|XP_037723399.1|DSUP
OG0009562	LOC6497375|XP_001962213.1|DANA	LOC119547378|XP_037710132.1|DSUP
OG0009563	LOC6506384|XP_001957976.1|DANA	LOC119554916|XP_037721947.1|DSUP
OG0009564	LOC26515462|XP_032311983.1|DANA	LOC119555967|XP_037723617.1|DSUP
OG0009565	LOC6502833|XP_001956879.2|DANA	LOC119553830|XP_037720391.1|DSUP
OG0009567	LOC6498844|XP_032312276.1|DANA	LOC119559871|XP_037728929.1|DSUP
OG0009568	LOC6504198|XP_032311290.1|DANA	LOC119547324|XP_037710053.1|DSUP
OG0009569	LOC6501984|XP_001966815.2|DANA	LOC119556698|XP_037725023.1|DSUP
OG0009570	LOC6500417|XP_001953175.1|DANA	LOC119559973|XP_037729137.1|DSUP
OG0009571	LOC6499647|XP_001954221.1|DANA	LOC119550365|XP_037714936.1|DSUP
OG0009572	LOC6503925|XP_001963858.2|DANA	LOC119557857|XP_037726775.1|DSUP
OG0009573	LOC6504004|XP_001963991.1|DANA	LOC119557282|XP_037725898.1|DSUP
OG0009574	LOC6503047|XP_032308934.1|DANA	LOC119556308|XP_037724318.1|DSUP
OG0009575	LOC6495387|XP_001958720.1|DANA	LOC119551282|XP_037716476.1|DSUP
OG0009576	LOC6499181|XP_001955155.1|DANA	LOC119560291|XP_037729589.1|DSUP
OG0009577	LOC6497124|XP_001962706.3|DANA	LOC119548470|XP_037711666.1|DSUP
OG0009578	LOC6498431|XP_014762125.1|DANA	LOC119548499|XP_037711707.1|DSUP
OG0009579	LOC6504529|XP_001967080.1|DANA	LOC119557833|XP_037726723.1|DSUP
OG0009580	LOC6494817|XP_001959605.1|DANA	LOC119550163|XP_037714626.1|DSUP
OG0009581	LOC6497752|XP_032307470.1|DANA	LOC119546322|XP_037708449.1|DSUP
OG0009582	LOC6506579|XP_014764823.1|DANA	LOC119554148|XP_037720852.1|DSUP
OG0009583	LOC6505029|XP_001965601.1|DANA	LOC119558007|XP_037727043.1|DSUP
OG0009585	LOC6499888|XP_032305418.1|DANA	LOC119545762|XP_037707535.1|DSUP
OG0009586	LOC6506580|XP_001957609.1|DANA	LOC119554665|XP_037721595.1|DSUP
OG0009587	LOC6494499|XP_001960215.1|DANA	LOC119551729|XP_037717159.1|DSUP
OG0009588	LOC6500675|XP_001953702.1|DANA	LOC119556083|XP_037723867.1|DSUP
OG0009589	LOC6493296|XP_001957464.1|DANA	LOC119555704|XP_037723286.1|DSUP
OG0009590	LOC6507631|XP_001956038.1|DANA	LOC119553888|XP_037720479.1|DSUP
OG0009591	LOC6501212|XP_001954774.1|DANA	LOC119563236|XP_037732470.1|DSUP
OG0009592	LOC26514686|XP_014767321.1|DANA	LOC119560402|XP_037729763.1|DSUP
OG0009593	LOC6499352|XP_032312242.1|DANA	LOC119560036|XP_037729265.1|DSUP
OG0009594	LOC26514404|XP_014767285.1|DANA	LOC119550113|XP_037714526.1|DSUP
OG0009595	LOC6500460|XP_014766566.1|DANA	LOC119560565|XP_037730011.1|DSUP
OG0009596	LOC6500466|XP_001953280.1|DANA	LOC119560110|XP_037729386.1|DSUP
OG0009597	LOC6505730|XP_001964368.1|DANA	LOC119560386|XP_037729739.1|DSUP
OG0009598	LOC6505729|XP_014760775.1|DANA	LOC119560302|XP_037729601.1|DSUP
OG0009599	LOC6498968|XP_001955589.1|DANA	LOC119553524|XP_037719878.1|DSUP
OG0009600	LOC6498951|XP_001955618.1|DANA	LOC119559358|XP_037728335.1|DSUP
OG0009601	LOC6503402|XP_001967499.1|DANA	LOC119552387|XP_037718003.1|DSUP
OG0009602	LOC6499576|XP_001954354.1|DANA	LOC119563013|XP_037732132.1|DSUP
OG0009603	LOC6500960|XP_032312279.1|DANA	LOC119545799|XP_037707606.1|DSUP
OG0009604	LOC6503856|XP_001963724.1|DANA	LOC119556592|XP_037724827.1|DSUP
OG0009605	LOC6499595|XP_001954329.1|DANA	LOC119557668|XP_037726463.1|DSUP
OG0009606	LOC6499593|XP_001954333.1|DANA	LOC119553313|XP_037719571.1|DSUP
OG0009607	LOC6501002|XP_001954334.3|DANA	LOC119557443|XP_037726136.1|DSUP
OG0009608	LOC6503408|XP_032312314.1|DANA	LOC119563470|XP_037732810.1|DSUP
OG0009609	LOC6501258|XP_001954867.1|DANA	LOC119552194|XP_037717979.1|DSUP
OG0009610	LOC6501233|XP_001954816.1|DANA	LOC119560121|XP_037729399.1|DSUP
OG0009611	LOC6499348|XP_001954817.3|DANA	LOC119560838|XP_037730417.1|DSUP
OG0009612	LOC6499288|XP_001954945.1|DANA	LOC119560669|XP_037730170.1|DSUP
OG0009613	LOC6502426|XP_001962244.1|DANA	LOC119546132|XP_037708162.1|DSUP
OG0009614	LOC6501556|XP_001955467.1|DANA	LOC119560447|XP_037729821.1|DSUP
OG0009615	LOC6505916|XP_001964613.1|DANA	LOC119550476|XP_037715096.1|DSUP
OG0009616	LOC6505908|XP_001964596.1|DANA	LOC119557728|XP_037726544.1|DSUP
OG0009617	LOC6500885|XP_032311353.1|DANA	LOC119563504|XP_037732875.1|DSUP
OG0009619	LOC6499367|XP_001954782.1|DANA	LOC119560660|XP_037730157.1|DSUP
OG0009620	LOC6501114|XP_001954574.1|DANA	LOC119560027|XP_037729251.1|DSUP
OG0009621	LOC6499471|XP_001954572.2|DANA	LOC119560323|XP_037729632.1|DSUP
OG0009622	LOC6505860|XP_001964503.1|DANA	LOC119560135|XP_037729414.1|DSUP
OG0009623	LOC6502663|XP_001953828.2|DANA	LOC119560861|XP_037730457.1|DSUP
OG0009624	LOC6500275|XP_032309247.1|DANA	LOC119545671|XP_037707326.1|DSUP
OG0009625	LOC6505973|XP_001964705.1|DANA	LOC119552128|XP_037717848.1|DSUP
OG0009626	LOC6499508|XP_001954478.1|DANA	LOC119563466|XP_037732803.1|DSUP
OG0009627	LOC6501056|XP_001954476.2|DANA	LOC119556914|XP_037725332.1|DSUP
OG0009628	LOC6501059|XP_001954483.1|DANA	LOC119545719|XP_037707462.1|DSUP
OG0009629	LOC6500643|XP_032305778.1|DANA	LOC119560993|XP_037730705.1|DSUP
OG0009630	LOC6499919|XP_001953634.1|DANA	LOC119556442|XP_037724608.1|DSUP
OG0009631	LOC6499713|XP_001954079.1|DANA	LOC119563525|XP_037732926.1|DSUP
OG0009632	LOC6505016|XP_001965624.1|DANA	LOC119556860|XP_037725258.1|DSUP
OG0009633	LOC6495979|XP_001959965.1|DANA	LOC119550333|XP_037714877.1|DSUP
OG0009634	LOC6499985|XP_001953488.1|DANA	LOC119554235|XP_037720997.1|DSUP
OG0009635	LOC6501561|XP_001955475.3|DANA	LOC119560874|XP_037730476.1|DSUP
OG0009636	LOC6493215|XP_001957283.1|DANA	LOC119553407|XP_037719708.1|DSUP
OG0009637	LOC6499109|XP_032310198.1|DANA	LOC119562994|XP_037732102.1|DSUP
OG0009638	LOC6500652|XP_001953653.1|DANA	LOC119560883|XP_037730488.1|DSUP
OG0009639	LOC6500578|XP_001953511.1|DANA	LOC119560360|XP_037729691.1|DSUP
OG0009640	LOC6501341|XP_001955029.1|DANA	LOC119563460|XP_037732797.1|DSUP
OG0009641	LOC6499732|XP_001954042.1|DANA	LOC119560619|XP_037730085.1|DSUP
OG0009642	LOC6500854|XP_001954040.1|DANA	LOC119560584|XP_037730036.1|DSUP
OG0009643	LOC6500719|XP_001953788.2|DANA	LOC119555152|XP_037722310.1|DSUP
OG0009644	LOC6499050|XP_001955407.1|DANA	LOC119556895|XP_037725308.1|DSUP
OG0009645	LOC6499052|XP_001955405.1|DANA	LOC119563359|XP_037732638.1|DSUP
OG0009646	LOC6505559|XP_001964699.2|DANA	LOC119558191|XP_037727403.1|DSUP
OG0009647	LOC6505972|XP_001964704.1|DANA	LOC119562835|XP_037731899.1|DSUP
OG0009648	LOC6499164|XP_001955178.2|DANA	LOC119560520|XP_037729922.1|DSUP
OG0009649	LOC6500770|XP_001953886.1|DANA	LOC119556568|XP_037724798.1|DSUP
OG0009650	LOC6498684|XP_032311070.1|DANA	LOC119545938|XP_037707807.1|DSUP
OG0009651	LOC6506032|XP_001965085.1|DANA	LOC119548736|XP_037712179.1|DSUP
OG0009652	LOC6498054|XP_001961979.1|DANA	LOC119548215|XP_037711279.1|DSUP
OG0009653	LOC6497472|XP_001962005.1|DANA	LOC119547242|XP_037709948.1|DSUP
OG0009654	LOC6497473|XP_001962004.1|DANA	LOC119547243|XP_037709949.1|DSUP
OG0009655	LOC6506045|XP_014760534.2|DANA	LOC119546371|XP_037708531.1|DSUP
OG0009656	LOC6497231|XP_001962515.1|DANA	LOC119546172|XP_037708223.1|DSUP
OG0009657	LOC6497227|XP_001962522.2|DANA	LOC119547548|XP_037710376.1|DSUP
OG0009658	LOC6504236|XP_001965112.2|DANA	LOC119547542|XP_037710368.1|DSUP
OG0009659	LOC6506148|XP_001965121.2|DANA	LOC119547900|XP_037710865.1|DSUP
OG0009660	LOC6498106|XP_001962090.1|DANA	LOC119547147|XP_037709790.1|DSUP
OG0009661	LOC6504447|XP_001964953.1|DANA	LOC119548288|XP_037711382.1|DSUP
OG0009662	LOC6498153|XP_001962189.1|DANA	LOC119547442|XP_037710231.1|DSUP
OG0009663	LOC6497444|XP_032307682.1|DANA	LOC119547599|XP_037710447.1|DSUP
OG0009664	LOC6496725|XP_014759265.1|DANA	LOC119547786|XP_037710726.1|DSUP
OG0009665	LOC6497887|XP_001961648.1|DANA	LOC119548362|XP_037711505.1|DSUP
OG0009666	LOC6503534|XP_014760390.1|DANA	LOC119546806|XP_037709314.1|DSUP
OG0009667	LOC6498159|XP_001962204.1|DANA	LOC119546691|XP_037709097.1|DSUP
OG0009668	LOC6503654|XP_001965275.1|DANA	LOC119548330|XP_037711448.1|DSUP
OG0009669	LOC6497653|XP_001961628.1|DANA	LOC119547166|XP_037709821.1|DSUP
OG0009670	LOC6498517|XP_001962983.1|DANA	LOC119547331|XP_037710066.1|DSUP
OG0009671	LOC6498226|XP_001962342.1|DANA	LOC119546555|XP_037708847.1|DSUP
OG0009672	LOC6505414|XP_001964885.1|DANA	LOC119547010|XP_037709608.1|DSUP
OG0009673	LOC6505422|XP_001964887.1|DANA	LOC119547286|XP_037709999.1|DSUP
OG0009674	LOC6498287|XP_001962464.2|DANA	LOC119546429|XP_037708626.1|DSUP
OG0009675	LOC6498364|XP_001962628.1|DANA	LOC119547419|XP_037710197.1|DSUP
OG0009676	LOC6504146|XP_032311114.1|DANA	LOC119547595|XP_037710443.1|DSUP
OG0009677	LOC6498336|XP_001962573.1|DANA	LOC119548512|XP_037711727.1|DSUP
OG0009678	LOC6498375|XP_001962662.2|DANA	LOC119548790|XP_037712290.1|DSUP
OG0009679	LOC6498388|XP_032311030.1|DANA	LOC119548500|XP_037711708.1|DSUP
OG0009680	LOC6505991|XP_001965062.2|DANA	LOC119546927|XP_037709491.1|DSUP
OG0009681	LOC6494712|XP_014762926.1|DANA	LOC119551868|XP_037717387.1|DSUP
OG0009682	LOC6495055|XP_001959161.1|DANA	LOC119551907|XP_037717449.1|DSUP
OG0009683	LOC6495531|XP_001959046.1|DANA	LOC119551731|XP_037717160.1|DSUP
OG0009684	LOC6495532|XP_001959047.1|DANA	LOC119550878|XP_037715791.1|DSUP
OG0009685	LOC6495534|XP_001959049.1|DANA	LOC119550880|XP_037715795.1|DSUP
OG0009686	LOC6494550|XP_001960124.3|DANA	LOC119549951|XP_037714263.1|DSUP
OG0009687	LOC6496053|XP_001960120.2|DANA	LOC119550746|XP_037715594.1|DSUP
