Orthogroup	DANA.longest_only	DEUG.longest_only
OG0007629	LOC6507030|XP_001956792.1|DANA	LOC108109828|XP_017074053.1|DEUG
OG0007630	LOC6499339|XP_001954835.3|DANA	LOC108117077|XP_017084739.1|DEUG
OG0007631	LOC6499098|XP_001955306.1|DANA	LOC108115880|XP_017083009.1|DEUG
OG0007632	LOC6507553|XP_001955904.1|DANA	LOC108104701|XP_017066405.1|DEUG
OG0007633	LOC26514077|XP_014762296.1|DANA	LOC108105670|XP_017067859.1|DEUG
OG0007634	LOC6501578|XP_001955510.1|DANA	LOC108111447|XP_017076405.1|DEUG
OG0007635	LOC6498426|XP_001962788.1|DANA	LOC108105870|XP_017068135.1|DEUG
OG0007636	LOC6493667|XP_001958188.1|DANA	LOC108108537|XP_017072099.1|DEUG
OG0007637	LOC6499447|XP_001965899.2|DANA	LOC108118275|XP_017086361.1|DEUG
OG0007638	LOC6504680|XP_032309071.1|DANA	LOC108102435|XP_017062901.1|DEUG
OG0007639	LOC6502990|XP_001963459.1|DANA	LOC108105082|XP_017066994.1|DEUG
OG0007640	LOC6495629|XP_001959254.1|DANA	LOC108104801|XP_017066563.1|DEUG
OG0007641	LOC6500971|XP_001954274.1|DANA	LOC108109494|XP_017073520.1|DEUG
OG0007642	LOC6496327|XP_001960707.1|DANA	LOC108106509|XP_017069092.1|DEUG
OG0007643	LOC6499266|XP_001954991.1|DANA	LOC108110677|XP_017075291.1|DEUG, LOC108116438|XP_017083833.1|DEUG
OG0007644	LOC6505633|XP_001964567.1|DANA	LOC108109381|XP_017073363.1|DEUG
OG0007645	LOC6501304|XP_001954960.1|DANA	LOC108116509|XP_017083934.1|DEUG, LOC108116290|XP_017083567.1|DEUG, LOC108116256|XP_017083534.1|DEUG, LOC108116257|XP_017083535.1|DEUG
OG0007646	LOC6497392|XP_001962179.2|DANA	LOC108104150|XP_017065539.1|DEUG
OG0007647	LOC6498286|XP_001962462.1|DANA	LOC108114842|XP_017081477.1|DEUG
OG0007648	LOC6494078|XP_001961022.1|DANA	LOC108109276|XP_017073257.1|DEUG
OG0007649	LOC6507768|XP_001956315.2|DANA	LOC108114621|XP_017081176.1|DEUG
OG0007650	LOC6494586|XP_001960057.2|DANA	LOC108108881|XP_017072588.1|DEUG
OG0007651	LOC6503575|XP_001964127.2|DANA	LOC108103837|XP_017065015.1|DEUG
OG0007652	LOC26515208|XP_014764104.1|DANA	LOC108104490|XP_017066092.1|DEUG
OG0007653	LOC6493232|XP_001957320.1|DANA	LOC108114559|XP_017081098.1|DEUG
OG0007654	LOC6493105|XP_001957050.1|DANA	LOC108107648|XP_017070722.1|DEUG
OG0007655	LOC6494445|XP_032306963.1|DANA	LOC108111922|XP_017077053.1|DEUG
OG0007656	LOC6501299|XP_001954944.1|DANA, LOC6501298|XP_001954943.1|DANA	LOC108110259|XP_017074736.1|DEUG
OG0007657	LOC6499033|XP_014765877.1|DANA	LOC108111640|XP_017076660.1|DEUG
OG0007657	LOC116654509|XP_032305504.1|DANA	LOC108108363|XP_017071897.1|DEUG
OG0007658	LOC6502565|XP_001959629.1|DANA	LOC108111970|XP_017077165.1|DEUG, LOC108111969|XP_017077163.1|DEUG
OG0007659	LOC6502579|XP_032306949.1|DANA	LOC108104879|XP_017066695.1|DEUG
OG0007660	LOC6499528|XP_001954433.1|DANA	LOC108116265|XP_017083544.1|DEUG
OG0007661	LOC26514708|XP_032307056.1|DANA	LOC108109023|XP_017072785.1|DEUG, LOC108108876|XP_017072582.1|DEUG
OG0007664	LOC6501559|XP_001955472.2|DANA	LOC108111650|XP_017076670.1|DEUG
OG0007665	LOC6502359|XP_032308271.1|DANA	LOC108104317|XP_017065790.1|DEUG
OG0007666	LOC6504456|XP_001966950.1|DANA	LOC108104305|XP_017065769.1|DEUG
OG0007667	LOC6503957|XP_001963917.1|DANA	LOC108112638|XP_017078242.1|DEUG
OG0007668	LOC6497504|XP_001961946.1|DANA	LOC108106138|XP_017068519.1|DEUG
OG0007669	LOC6504821|XP_032309023.1|DANA	LOC108102403|XP_017062838.1|DEUG
OG0007670	LOC6504822|XP_001966399.1|DANA	LOC108102402|XP_017062837.1|DEUG
OG0007671	LOC6501920|XP_001966691.2|DANA	LOC108118087|XP_017086123.1|DEUG
OG0007672	LOC6503960|XP_001963923.1|DANA	LOC108118521|XP_017086756.1|DEUG
OG0007673	LOC6505598|XP_001964619.1|DANA	LOC108115808|XP_017082886.1|DEUG
OG0007674	LOC6504479|XP_001966986.3|DANA	LOC108118350|XP_017086481.1|DEUG
OG0007675	LOC6505008|XP_001965642.1|DANA	LOC108102968|XP_017063758.1|DEUG
OG0007676	LOC6505096|XP_001965473.1|DANA	LOC108109945|XP_017074240.1|DEUG
OG0007677	LOC6503554|XP_001964168.1|DANA	LOC108103709|XP_017064795.1|DEUG
OG0007678	LOC26513704|XP_032311950.1|DANA	LOC108102985|XP_017063784.1|DEUG
OG0007679	LOC6501878|XP_032311967.1|DANA	LOC108102921|XP_017063661.1|DEUG
OG0007680	LOC6497726|XP_001961478.2|DANA	LOC108110763|XP_017075467.1|DEUG
OG0007681	LOC6498914|XP_032312168.1|DANA	LOC108117281|XP_017085124.1|DEUG
OG0007683	LOC6503116|XP_001963454.1|DANA	LOC108105043|XP_017066936.1|DEUG
OG0007684	LOC6505260|XP_001965644.1|DANA	LOC108103010|XP_017063823.1|DEUG
OG0007685	LOC6493475|XP_032311802.1|DANA	LOC108115205|XP_017082030.1|DEUG
OG0007686	LOC6502322|XP_001967151.2|DANA	LOC108102937|XP_017063689.1|DEUG
OG0007687	LOC6502119|XP_001966171.2|DANA	LOC108110312|XP_017074815.1|DEUG
OG0007688	LOC6499824|XP_001953838.1|DANA	LOC108116622|XP_017084088.1|DEUG
OG0007689	LOC6504377|XP_001967088.2|DANA	LOC108109717|XP_017073838.1|DEUG
OG0007690	LOC6501836|XP_014759595.1|DANA	LOC108102953|XP_017063720.1|DEUG
OG0007691	LOC6498931|XP_014765829.1|DANA	LOC108116084|XP_017083290.1|DEUG
OG0007692	LOC6504482|XP_032308248.1|DANA	LOC108118371|XP_017086529.1|DEUG
OG0007693	LOC6498804|XP_001967292.1|DANA	LOC108103578|XP_017064591.1|DEUG
OG0007694	LOC6506340|XP_001958073.1|DANA	LOC108118221|XP_017086288.1|DEUG
OG0007695	LOC6503075|XP_032308951.1|DANA	LOC108103212|XP_017064095.1|DEUG
OG0007696	LOC6502774|XP_001958199.3|DANA	LOC108108440|XP_017071982.1|DEUG
OG0007697	LOC6507698|XP_014765413.1|DANA	LOC108107918|XP_017071228.1|DEUG
OG0007698	LOC6503565|XP_001964150.2|DANA	LOC108103898|XP_017065131.1|DEUG
OG0007699	LOC6503720|XP_001963868.1|DANA	LOC108104967|XP_017066824.1|DEUG
OG0007700	LOC6507947|XP_001966480.1|DANA	LOC108103647|XP_017064692.1|DEUG
OG0007701	LOC6503898|XP_032308467.1|DANA	LOC108103226|XP_017064116.1|DEUG
OG0007702	LOC6503881|XP_001963774.1|DANA	LOC108105529|XP_017067648.1|DEUG
OG0007703	LOC6502288|XP_001966175.1|DANA	LOC108110333|XP_017074852.1|DEUG
OG0007704	LOC6501187|XP_001954720.1|DANA	LOC108104214|XP_017065646.1|DEUG
OG0007705	LOC6501847|XP_001966810.1|DANA	LOC108106056|XP_017068403.1|DEUG
OG0007706	LOC6505066|XP_001965527.1|DANA	LOC108109994|XP_017074319.1|DEUG
OG0007707	LOC6504270|XP_032308860.1|DANA	LOC108102955|XP_017063727.1|DEUG
OG0007708	LOC6504918|XP_014759855.1|DANA	LOC108110026|XP_017074359.1|DEUG
OG0007709	LOC6502169|XP_001966092.1|DANA	LOC108118385|XP_017086549.1|DEUG
OG0007710	LOC6507964|XP_032311915.1|DANA	LOC108102938|XP_017063692.1|DEUG
OG0007711	LOC6504493|XP_001967006.1|DANA	LOC108103471|XP_017064460.1|DEUG
OG0007712	LOC6503742|XP_032308418.1|DANA	LOC108110075|XP_017074448.1|DEUG
OG0007713	LOC6504014|XP_032308445.1|DANA	LOC108104383|XP_017065907.1|DEUG
OG0007714	LOC6504526|XP_001967074.1|DANA	LOC108117689|XP_017085705.1|DEUG
OG0007715	LOC6501853|XP_001966798.1|DANA	LOC108102906|XP_017063618.1|DEUG
OG0007716	LOC6503519|XP_001964222.1|DANA	LOC108110120|XP_017074514.1|DEUG
OG0007717	LOC6499392|XP_001954728.1|DANA	LOC108104226|XP_017065662.1|DEUG
OG0007718	LOC6503617|XP_001964060.1|DANA	LOC108117673|XP_017085690.1|DEUG
OG0007719	LOC6503969|XP_032308572.1|DANA	LOC108103681|XP_017064748.1|DEUG
OG0007720	LOC6503967|XP_032308385.1|DANA	LOC108103699|XP_017064784.1|DEUG
OG0007721	LOC6501922|XP_032308131.1|DANA	LOC108109687|XP_017073777.1|DEUG
OG0007722	LOC6501903|XP_001966697.3|DANA	LOC108109651|XP_017073717.1|DEUG
OG0007723	LOC6501925|XP_032308164.1|DANA	LOC108103173|XP_017064047.1|DEUG
OG0007724	LOC6507328|XP_001965355.3|DANA	LOC108111224|XP_017076115.1|DEUG
OG0007725	LOC6505235|XP_001965592.1|DANA	LOC108118379|XP_017086542.1|DEUG
OG0007726	LOC6503141|XP_001963511.1|DANA	LOC108104349|XP_017065844.1|DEUG
OG0007727	LOC6502256|XP_001966094.1|DANA	LOC108118361|XP_017086517.1|DEUG
OG0007728	LOC6504738|XP_001966288.1|DANA	LOC108103236|XP_017064125.1|DEUG
OG0007729	LOC6502978|XP_001963481.1|DANA	LOC108109985|XP_017074308.1|DEUG
OG0007730	LOC6504749|XP_032309020.1|DANA	LOC108103234|XP_017064123.1|DEUG
OG0007731	LOC6507000|XP_014765028.1|DANA	LOC108108276|XP_017071765.1|DEUG
OG0007732	LOC6498766|XP_032308205.1|DANA	LOC108109690|XP_017073787.1|DEUG
OG0007733	LOC6504507|XP_001967041.1|DANA	LOC108103991|XP_017065268.1|DEUG
OG0007734	LOC6504402|XP_001967039.1|DANA	LOC108103967|XP_017065230.1|DEUG
OG0007735	LOC6503877|XP_001963761.1|DANA	LOC108117426|XP_017085328.1|DEUG
OG0007736	LOC6504833|XP_001966418.1|DANA	LOC108102441|XP_017062924.1|DEUG
OG0007737	LOC6501103|XP_001954553.1|DANA	LOC108117161|XP_017084923.1|DEUG
OG0007738	LOC6499771|XP_014766218.1|DANA	LOC108115636|XP_017082677.1|DEUG
OG0007739	LOC6504971|XP_001965714.2|DANA	LOC108118302|XP_017086402.1|DEUG
OG0007740	LOC6504926|XP_001966605.1|DANA	LOC108109754|XP_017073912.1|DEUG
OG0007741	LOC6502250|XP_032309340.1|DANA	LOC108104351|XP_017065845.1|DEUG
OG0007742	LOC6502391|XP_014759387.1|DANA	LOC108102981|XP_017063779.1|DEUG
OG0007743	LOC6505530|XP_032312382.1|DANA	LOC108116092|XP_017083299.1|DEUG
OG0007744	LOC26515257|XP_014762411.1|DANA	LOC108104056|XP_017065397.1|DEUG
OG0007745	LOC6500884|XP_001954103.2|DANA	LOC108116886|XP_017084474.1|DEUG
OG0007746	LOC6505637|XP_001964557.1|DANA	LOC108109588|XP_017073654.1|DEUG
OG0007747	LOC6504995|XP_032307820.1|DANA	LOC108105360|XP_017067375.1|DEUG
OG0007748	LOC6498768|XP_032308235.1|DANA	LOC108109716|XP_017073837.1|DEUG
OG0007749	LOC6504648|XP_001966475.1|DANA	LOC108103650|XP_017064696.1|DEUG
OG0007750	LOC6505949|XP_001964665.1|DANA	LOC108113499|XP_017079575.1|DEUG
OG0007751	LOC6497696|XP_001961548.1|DANA	LOC108111070|XP_017075889.1|DEUG
OG0007752	LOC6503958|XP_001963919.1|DANA	LOC108112646|XP_017078254.1|DEUG
OG0007753	LOC6501838|XP_001966826.1|DANA	LOC108103157|XP_017064027.1|DEUG
OG0007754	LOC6506120|XP_001958508.1|DANA	LOC108117255|XP_017085097.1|DEUG
OG0007755	LOC6505161|XP_001965460.3|DANA	LOC108117239|XP_017085067.1|DEUG
OG0007756	LOC6502123|XP_032309402.1|DANA	LOC108116668|XP_017084157.1|DEUG
OG0007757	LOC6503598|XP_001964084.2|DANA	LOC108103713|XP_017064799.1|DEUG
OG0007758	LOC6506318|XP_001965152.1|DANA	LOC108107050|XP_017069901.1|DEUG
OG0007759	LOC6498979|XP_001955570.2|DANA	LOC108111391|XP_017076315.1|DEUG
OG0007760	LOC6504917|XP_001966587.1|DANA	LOC108110106|XP_017074490.1|DEUG
OG0007761	LOC6505157|XP_001965455.1|DANA	LOC108117703|XP_017085737.1|DEUG
OG0007762	LOC6505101|XP_001965456.2|DANA	LOC108117701|XP_017085728.1|DEUG
OG0007763	LOC6497694|XP_001961552.2|DANA	LOC108111205|XP_017076091.1|DEUG
OG0007764	LOC6503680|XP_014761024.1|DANA	LOC108117416|XP_017085314.1|DEUG
OG0007765	LOC6503979|XP_032308612.1|DANA	LOC108117419|XP_017085319.1|DEUG
OG0007766	LOC6500172|XP_014766410.1|DANA	LOC108116973|XP_017084621.1|DEUG
OG0007768	LOC6504582|XP_001966585.1|DANA	LOC108110110|XP_017074496.1|DEUG
OG0007769	LOC6494135|XP_001965971.2|DANA	LOC108110012|XP_017074337.1|DEUG
OG0007770	LOC6497945|XP_001961773.1|DANA	LOC108106194|XP_017068610.1|DEUG
OG0007771	LOC6497812|XP_001961497.2|DANA	LOC108105859|XP_017068122.1|DEUG
OG0007772	LOC6502207|XP_001966033.1|DANA	LOC108104389|XP_017065917.1|DEUG
OG0007773	LOC116656051|XP_032311222.1|DANA, LOC6497116|XP_001962726.3|DANA	LOC108113434|XP_017079487.1|DEUG
OG0007774	LOC6493521|XP_001957917.2|DANA	LOC108104891|XP_017066710.1|DEUG
OG0007775	LOC6498788|XP_001967257.1|DANA	LOC108102928|XP_017063675.1|DEUG
OG0007776	LOC6505173|XP_014760308.1|DANA	LOC108109974|XP_017074283.1|DEUG
OG0007777	LOC6505257|XP_001965639.1|DANA	LOC108102998|XP_017063804.1|DEUG
OG0007778	LOC6502957|XP_001963516.1|DANA	LOC108105107|XP_017067030.1|DEUG
OG0007779	LOC6507023|XP_001956804.1|DANA	LOC108114668|XP_017081235.1|DEUG
OG0007780	LOC6505140|XP_001965427.1|DANA	LOC108103334|XP_017064259.1|DEUG
OG0007781	LOC6502297|XP_014760003.1|DANA	LOC108117705|XP_017085741.1|DEUG
OG0007782	LOC6504176|XP_001964325.1|DANA	LOC108110409|XP_017074965.1|DEUG
OG0007783	LOC6503095|XP_001963414.1|DANA	LOC108103219|XP_017064106.1|DEUG
OG0007784	LOC6500987|XP_001954305.1|DANA	LOC108114975|XP_017081684.1|DEUG
OG0007785	LOC6502212|XP_001966021.1|DANA	LOC108117499|XP_017085472.1|DEUG
OG0007786	LOC6497693|XP_032307445.1|DANA	LOC108110526|XP_017075096.1|DEUG
OG0007787	LOC6499013|XP_032312132.1|DANA	LOC108111340|XP_017076257.1|DEUG
OG0007788	LOC6499363|XP_001954791.1|DANA	LOC108115648|XP_017082691.1|DEUG
OG0007789	LOC6499796|XP_032306612.1|DANA	LOC108110218|XP_017074689.1|DEUG
OG0007790	LOC6499073|XP_001955364.3|DANA	LOC108115984|XP_017083132.1|DEUG
OG0007791	LOC6499074|XP_032310798.1|DANA	LOC108115855|XP_017082965.1|DEUG
OG0007792	LOC6503152|XP_001963529.1|DANA	LOC108105055|XP_017066960.1|DEUG
OG0007793	LOC6500328|XP_032305327.1|DANA	LOC108116359|XP_017083672.1|DEUG
OG0007794	LOC6503196|XP_001963623.1|DANA	LOC108103754|XP_017064854.1|DEUG
OG0007795	LOC6503560|XP_001964158.1|DANA	LOC108103717|XP_017064802.1|DEUG
OG0007796	LOC6499880|XP_001953712.1|DANA	LOC108113747|XP_017079929.1|DEUG
OG0007797	LOC6498989|XP_014765867.1|DANA	LOC108111372|XP_017076293.1|DEUG
OG0007798	LOC6498990|XP_001955551.1|DANA	LOC108111373|XP_017076294.1|DEUG
OG0007799	LOC6501620|XP_001955619.1|DANA	LOC108115628|XP_017082668.1|DEUG
OG0007800	LOC6500856|XP_001954045.1|DANA	LOC108115716|XP_017082777.1|DEUG
OG0007801	LOC6502659|XP_001953686.2|DANA	LOC108113766|XP_017079953.1|DEUG
OG0007802	LOC6499998|XP_001953436.1|DANA	LOC108109854|XP_017074120.1|DEUG
OG0007803	LOC6499911|XP_001953649.2|DANA	LOC108117026|XP_017084684.1|DEUG
OG0007804	LOC6505056|XP_032308010.1|DANA	LOC108116999|XP_017084656.1|DEUG
OG0007805	LOC6505205|XP_001965546.1|DANA	LOC108117716|XP_017085761.1|DEUG
OG0007806	LOC6505055|XP_001965547.1|DANA	LOC108117715|XP_017085760.1|DEUG
OG0007808	LOC6499889|XP_001953694.1|DANA	LOC108113678|XP_017079843.1|DEUG
OG0007809	LOC6502948|XP_001963538.1|DANA	LOC108105075|XP_017066988.1|DEUG
OG0007810	LOC6505810|XP_001965029.1|DANA	LOC108111049|XP_017075867.1|DEUG
OG0007811	LOC6500248|XP_032312148.1|DANA	LOC108117502|XP_017085471.1|DEUG
OG0007812	LOC6501938|XP_001966727.1|DANA	LOC108117625|XP_017085644.1|DEUG
OG0007813	LOC6501451|XP_001955285.1|DANA	LOC108117521|XP_017085506.1|DEUG
OG0007814	LOC6503794|XP_001963733.1|DANA	LOC108117619|XP_017085634.1|DEUG
OG0007815	LOC6501874|XP_001966758.1|DANA	LOC108103177|XP_017064052.1|DEUG
OG0007816	LOC6506771|XP_001957271.1|DANA	LOC108114455|XP_017080945.1|DEUG
OG0007817	LOC6501415|XP_001955203.1|DANA	LOC108115359|XP_017082274.1|DEUG
OG0007818	LOC6498905|XP_001955703.2|DANA	LOC108116697|XP_017084200.1|DEUG
OG0007819	LOC6502927|XP_001963573.1|DANA	LOC108105033|XP_017066921.1|DEUG
OG0007820	LOC6500566|XP_014766627.1|DANA	LOC108105211|XP_017067155.1|DEUG
OG0007821	LOC6501593|XP_032312215.1|DANA	LOC108111450|XP_017076408.1|DEUG
OG0007822	LOC6498996|XP_001955543.3|DANA	LOC108111449|XP_017076406.1|DEUG
OG0007823	LOC6498994|XP_001955545.1|DANA	LOC108111364|XP_017076286.1|DEUG
OG0007824	LOC6505541|XP_001964731.1|DANA	LOC108115972|XP_017083104.1|DEUG
OG0007825	LOC6500866|XP_001954066.1|DANA	LOC108116865|XP_017084421.1|DEUG
OG0007826	LOC6501355|XP_001955058.1|DANA	LOC108115987|XP_017083136.1|DEUG
OG0007827	LOC6504569|XP_001966615.1|DANA	LOC108109740|XP_017073887.1|DEUG
OG0007828	LOC6493318|XP_001957514.1|DANA	LOC108107781|XP_017070966.1|DEUG
OG0007829	LOC6499603|XP_001954315.1|DANA	LOC108115004|XP_017081734.1|DEUG
OG0007830	LOC6500892|XP_001954118.1|DANA	LOC108116821|XP_017084360.1|DEUG
OG0007831	LOC6504907|XP_001966569.2|DANA	LOC108110052|XP_017074417.1|DEUG
OG0007832	LOC6502246|XP_001967143.2|DANA	LOC108109706|XP_017073824.1|DEUG
OG0007833	LOC6504889|XP_014759846.1|DANA	LOC108103652|XP_017064698.1|DEUG
OG0007834	LOC6500664|XP_001953678.1|DANA	LOC108113776|XP_017079964.1|DEUG
OG0007835	LOC6500671|XP_001953692.1|DANA	LOC108113774|XP_017079960.1|DEUG
OG0007836	LOC6501389|XP_032309327.1|DANA	LOC108116898|XP_017084497.1|DEUG
OG0007837	LOC6501395|XP_001955159.1|DANA	LOC108115282|XP_017082131.1|DEUG
OG0007838	LOC6499171|XP_032305723.1|DANA	LOC108115253|XP_017082099.1|DEUG
OG0007839	LOC6501955|XP_001966759.1|DANA	LOC108103154|XP_017064021.1|DEUG
OG0007840	LOC6499014|XP_001955511.1|DANA	LOC108111445|XP_017076403.1|DEUG
OG0007841	LOC6500827|XP_001953993.2|DANA	LOC108109568|XP_017073633.1|DEUG
OG0007842	LOC6501184|XP_014766916.1|DANA	LOC108116019|XP_017083194.1|DEUG
OG0007843	LOC6499400|XP_001954713.2|DANA	LOC108115955|XP_017083081.1|DEUG
OG0007844	LOC6495621|XP_001959239.1|DANA	LOC108112253|XP_017077564.1|DEUG
OG0007845	LOC6500168|XP_001953098.2|DANA	LOC108117006|XP_017084663.1|DEUG
OG0007846	LOC6504048|XP_001964081.1|DANA	LOC108103696|XP_017064781.1|DEUG
OG0007847	LOC6499117|XP_001955266.1|DANA	LOC108116691|XP_017084194.1|DEUG
OG0007848	LOC6498903|XP_001955705.1|DANA	LOC108116692|XP_017084195.1|DEUG
OG0007849	LOC6505680|XP_001964468.1|DANA	LOC108110275|XP_017074754.1|DEUG
OG0007850	LOC6505840|XP_001964467.3|DANA	LOC108110264|XP_017074744.1|DEUG
OG0007851	LOC26515123|XP_014760936.1|DANA	LOC108115778|XP_017082838.1|DEUG
OG0007852	LOC6499839|XP_001953802.1|DANA	LOC108111807|XP_017076897.1|DEUG
OG0007853	LOC6499227|XP_001955067.3|DANA	LOC108115954|XP_017083080.1|DEUG
OG0007854	LOC6501655|XP_014767151.1|DANA	LOC108116687|XP_017084189.1|DEUG
OG0007855	LOC6500640|XP_001953626.3|DANA	LOC108108367|XP_017071903.1|DEUG
OG0007856	LOC6498904|XP_014765812.1|DANA	LOC108116693|XP_017084196.1|DEUG
OG0007857	LOC6499054|XP_014765879.1|DANA	LOC108116672|XP_017084158.1|DEUG
OG0007858	LOC6497448|XP_014761709.2|DANA	LOC108106104|XP_017068467.1|DEUG
OG0007859	LOC6501857|XP_001966790.1|DANA	LOC108103134|XP_017063993.1|DEUG
OG0007860	LOC6500684|XP_032312334.1|DANA	LOC108116420|XP_017083796.1|DEUG
OG0007861	LOC6500682|XP_001953717.1|DANA	LOC108116301|XP_017083579.1|DEUG
OG0007862	LOC116656385|XP_032311770.1|DANA	LOC108111319|XP_017076203.1|DEUG
OG0007863	LOC6497929|XP_001961739.1|DANA	LOC108118407|XP_017086571.1|DEUG
OG0007864	LOC6499470|XP_001954575.2|DANA	LOC108109526|XP_017073575.1|DEUG
OG0007865	LOC6507919|XP_001956601.1|DANA	LOC108114432|XP_017080912.1|DEUG
OG0007866	LOC6500916|XP_032305427.1|DANA	LOC108117067|XP_017084729.1|DEUG
OG0007867	LOC6498944|XP_014765839.1|DANA	LOC108115698|XP_017082757.1|DEUG
OG0007868	LOC6499114|XP_001955273.2|DANA	LOC108113699|XP_017079864.1|DEUG
OG0007869	LOC6503080|XP_032308978.1|DANA	LOC108103207|XP_017064086.1|DEUG
OG0007870	LOC6493496|XP_032309996.1|DANA	LOC108114147|XP_017080421.1|DEUG
OG0007871	LOC6503734|XP_032308485.1|DANA	LOC108110097|XP_017074481.1|DEUG
OG0007872	LOC6506500|XP_032310023.1|DANA	LOC108102737|XP_017063374.1|DEUG
OG0007873	LOC26514431|XP_014765621.1|DANA	LOC108102746|XP_017063386.1|DEUG
OG0007874	LOC6503637|XP_032308465.1|DANA	LOC108104429|XP_017065973.1|DEUG
OG0007875	LOC6496605|XP_014763891.1|DANA	LOC108112166|XP_017077428.1|DEUG
OG0007876	LOC6503027|XP_001963384.1|DANA	LOC108103273|XP_017064174.1|DEUG
OG0007877	LOC6503915|XP_032308527.1|DANA	LOC108110022|XP_017074355.1|DEUG
OG0007878	LOC6495599|XP_014763363.1|DANA	LOC108109253|XP_017073225.1|DEUG
OG0007879	LOC6506537|XP_014764809.1|DANA	LOC108108545|XP_017072108.1|DEUG
OG0007880	LOC6504175|XP_001964324.1|DANA	LOC108110406|XP_017074963.1|DEUG
OG0007881	LOC6507644|XP_001956064.1|DANA	LOC108108181|XP_017071614.1|DEUG
OG0007882	LOC6493126|XP_001957096.1|DANA	LOC108108138|XP_017071552.1|DEUG
OG0007883	LOC6493125|XP_001957095.1|DANA	LOC108108029|XP_017071386.1|DEUG
OG0007884	LOC6506581|XP_001957602.1|DANA	LOC108114018|XP_017080253.1|DEUG
OG0007885	LOC6493960|XP_032311601.1|DANA	LOC108112168|XP_017077432.1|DEUG
OG0007887	LOC6506866|XP_001957097.2|DANA	LOC108108137|XP_017071551.1|DEUG
OG0007888	LOC6506526|XP_001957712.1|DANA	LOC108114607|XP_017081158.1|DEUG
OG0007889	LOC6493742|XP_001958353.1|DANA	LOC108114727|XP_017081324.1|DEUG
OG0007890	LOC6507725|XP_014765428.2|DANA	LOC108109849|XP_017074096.1|DEUG
OG0007891	LOC6501077|XP_001954515.1|DANA	LOC108105554|XP_017067682.1|DEUG
OG0007892	LOC6496674|XP_001961376.2|DANA	LOC108113666|XP_017079831.1|DEUG
OG0007893	LOC6495903|XP_001959825.1|DANA	LOC108109186|XP_017073108.1|DEUG
OG0007894	LOC6493725|XP_032309761.1|DANA	LOC108108270|XP_017071716.1|DEUG
OG0007895	LOC6507551|XP_032310799.1|DANA	LOC108104641|XP_017066305.1|DEUG
OG0007896	LOC6506460|XP_014764775.1|DANA	LOC108114666|XP_017081233.1|DEUG
OG0007897	LOC6507608|XP_001955995.1|DANA	LOC108108206|XP_017071652.1|DEUG
OG0007899	LOC6493415|XP_014764372.1|DANA	LOC108108574|XP_017072154.1|DEUG
OG0007900	LOC26515216|XP_014764105.1|DANA	LOC108112563|XP_017077999.1|DEUG
OG0007902	LOC6504739|XP_001966284.1|DANA	LOC108110101|XP_017074483.1|DEUG
OG0007903	LOC6506790|XP_001957237.1|DANA	LOC108114565|XP_017081104.1|DEUG
OG0007904	LOC6506914|XP_001957001.1|DANA	LOC108114535|XP_017081062.1|DEUG
OG0007905	LOC6498147|XP_001962175.1|DANA	LOC108118338|XP_017086461.1|DEUG
OG0007906	LOC6506614|XP_014764842.1|DANA	LOC108108143|XP_017071559.1|DEUG
OG0007907	LOC6493342|XP_001957557.1|DANA	LOC108107551|XP_017070593.1|DEUG
OG0007908	LOC6506606|XP_001957558.1|DANA	LOC108107552|XP_017070596.1|DEUG
OG0007909	LOC6504890|XP_001966539.2|DANA	LOC108104415|XP_017065959.1|DEUG
OG0007910	LOC6493653|XP_001958168.1|DANA	LOC108108643|XP_017072233.1|DEUG
OG0007911	LOC6493128|XP_001957100.1|DANA	LOC108107976|XP_017071309.1|DEUG
OG0007912	LOC6507464|XP_001955960.1|DANA	LOC108113707|XP_017079878.1|DEUG
OG0007913	LOC6506864|XP_001957101.3|DANA	LOC108107982|XP_017071314.1|DEUG
OG0007914	LOC6507127|XP_001956623.2|DANA	LOC108107946|XP_017071266.1|DEUG
OG0007915	LOC6493384|XP_001957647.1|DANA	LOC108114221|XP_017080563.1|DEUG
OG0007916	LOC6498251|XP_001962403.1|DANA	LOC108102494|XP_017063000.1|DEUG
OG0007917	LOC6495924|XP_001959864.1|DANA	LOC108104457|XP_017066009.1|DEUG
OG0007918	LOC6494617|XP_001960003.1|DANA	LOC108112861|XP_017078676.1|DEUG
OG0007919	LOC6494729|XP_001959776.1|DANA	LOC108113019|XP_017078933.1|DEUG
OG0007920	LOC6494945|XP_001959349.2|DANA	LOC108109290|XP_017073273.1|DEUG
OG0007921	LOC6495247|XP_001958765.1|DANA	LOC108106790|XP_017069524.1|DEUG
OG0007922	LOC6500528|XP_014766598.1|DANA	LOC108111819|XP_017076912.1|DEUG
OG0007923	LOC6502993|XP_014761280.1|DANA	LOC108117595|XP_017085597.1|DEUG
OG0007924	LOC6494327|XP_014762752.1|DANA	LOC108113203|XP_017079223.1|DEUG
OG0007925	LOC6494379|XP_001960431.1|DANA	LOC108107488|XP_017070523.1|DEUG
OG0007926	LOC6494416|XP_001960370.1|DANA	LOC108112831|XP_017078626.1|DEUG
OG0007927	LOC6497764|XP_032307715.1|DANA	LOC108107055|XP_017069907.1|DEUG
OG0007928	LOC6497186|XP_014761551.1|DANA	LOC108110678|XP_017075290.1|DEUG
