Orthogroup	DELE.longest_only	BTRY.longest_only
OG0006616	LOC108150205|XP_017133706.1|DELE	LOC120778051|XP_039965662.1|BTRY
OG0006617	LOC108135631|XP_017111940.1|DELE	LOC120776396|XP_039962948.1|BTRY
OG0006618	LOC108150220|XP_017133752.1|DELE	LOC120778017|XP_039965621.1|BTRY
OG0006619	LOC108146034|XP_017127315.1|DELE	LOC120776983|XP_039964016.1|BTRY
OG0006620	LOC108146397|XP_017127885.1|DELE	LOC120777693|XP_039965100.1|BTRY
OG0006621	LOC108146867|XP_017128583.1|DELE	LOC120778780|XP_039966697.1|BTRY
OG0006622	LOC108146223|XP_017127630.1|DELE	LOC120776723|XP_039963571.1|BTRY
OG0006623	LOC108146332|XP_017127787.1|DELE	LOC120778232|XP_039965924.1|BTRY
OG0006624	LOC108145093|XP_017125774.1|DELE	LOC120772519|XP_039957108.1|BTRY
OG0006625	LOC108145096|XP_017125777.1|DELE	LOC120770060|XP_039953114.1|BTRY
OG0006626	LOC108147016|XP_017128762.1|DELE	LOC120770938|XP_039954582.1|BTRY
OG0006627	LOC108145490|XP_017126436.1|DELE	LOC120772892|XP_039957697.1|BTRY
OG0006628	LOC108145438|XP_017126351.1|DELE	LOC120770325|XP_039953642.1|BTRY
OG0006629	LOC108145478|XP_017126420.1|DELE	LOC120781264|XP_039969356.1|BTRY
OG0006630	LOC108144208|XP_017124368.1|DELE	LOC120772819|XP_039957549.1|BTRY
OG0006631	LOC108135513|XP_017111747.1|DELE	LOC120777528|XP_039964844.1|BTRY
OG0006632	LOC108143408|XP_017123286.1|DELE	LOC120771665|XP_039955715.1|BTRY
OG0006633	LOC108146279|XP_017127708.1|DELE	LOC120776757|XP_039963653.1|BTRY
OG0006634	LOC108149258|XP_017132192.1|DELE	LOC120767666|XP_039949773.1|BTRY
OG0006635	LOC108147970|XP_017130259.1|DELE	LOC120767712|XP_039949842.1|BTRY
OG0006636	LOC108148174|XP_017130563.1|DELE	LOC120774400|XP_039959953.1|BTRY
OG0006637	LOC108142610|XP_017122073.1|DELE	LOC120776576|XP_039963274.1|BTRY
OG0006638	LOC108143520|XP_017123493.1|DELE	LOC120771077|XP_039954830.1|BTRY
OG0006639	LOC108143413|XP_017123292.1|DELE	LOC120770954|XP_039954603.1|BTRY
OG0006640	LOC108147061|XP_017128839.1|DELE	LOC120781209|XP_039969262.1|BTRY
OG0006641	LOC108141337|XP_017120125.1|DELE	LOC120771814|XP_039955956.1|BTRY
OG0006642	LOC108149181|XP_017132086.1|DELE	LOC120771828|XP_039955991.1|BTRY
OG0006643	LOC108144516|XP_017124945.1|DELE	LOC120772528|XP_039957127.1|BTRY
OG0006644	LOC108150328|XP_017133939.1|DELE	LOC120777562|XP_039964892.1|BTRY
OG0006645	LOC108138824|XP_017116814.1|DELE	LOC120781426|XP_039969580.1|BTRY
OG0006646	LOC108144596|XP_017125089.1|DELE	LOC120769999|XP_039953023.1|BTRY
OG0006647	LOC108145170|XP_017125890.1|DELE	LOC120772933|XP_039957766.1|BTRY
OG0006648	LOC108145720|XP_017126770.1|DELE	LOC120777394|XP_039964621.1|BTRY
OG0006649	LOC108145444|XP_017126363.1|DELE	LOC120771043|XP_039954777.1|BTRY
OG0006650	LOC108145091|XP_017125767.1|DELE	LOC120781211|XP_039969265.1|BTRY
OG0006651	LOC108142448|XP_017121800.1|DELE	LOC120777350|XP_039964540.1|BTRY
OG0006652	LOC108150120|XP_017133576.1|DELE	LOC120778630|XP_039966450.1|BTRY
OG0006653	LOC108145860|XP_017126970.1|DELE	LOC120776380|XP_039962916.1|BTRY
OG0006654	LOC108146502|XP_017128027.1|DELE	LOC120779152|XP_039967304.1|BTRY
OG0006655	LOC108145892|XP_017127032.1|DELE	LOC120776398|XP_039962953.1|BTRY
OG0006656	LOC108146118|XP_017127438.1|DELE	LOC120777729|XP_039965153.1|BTRY
OG0006657	LOC108145502|XP_017126451.1|DELE	LOC120770578|XP_039954093.1|BTRY
OG0006658	LOC108146129|XP_017127463.1|DELE	LOC120778449|XP_039966176.1|BTRY
OG0006659	LOC108146300|XP_017127737.1|DELE	LOC120778735|XP_039966634.1|BTRY
OG0006660	LOC108142684|XP_017122179.1|DELE	LOC120777792|XP_039965256.1|BTRY
OG0006661	LOC108142646|XP_017122133.1|DELE	LOC120779087|XP_039967172.1|BTRY
OG0006662	LOC108147963|XP_017130248.1|DELE	LOC120768092|XP_039950564.1|BTRY
OG0006663	LOC108142727|XP_017122240.1|DELE	LOC120777767|XP_039965211.1|BTRY
OG0006664	LOC108148967|XP_017131794.1|DELE	LOC120768976|XP_039952089.1|BTRY
OG0006665	LOC108146020|XP_017127285.1|DELE	LOC120776659|XP_039963462.1|BTRY
OG0006666	LOC108143555|XP_017123553.1|DELE	LOC120781292|XP_039969423.1|BTRY
OG0006667	LOC108142791|XP_017122329.1|DELE	LOC120778096|XP_039965730.1|BTRY
OG0006668	LOC108147033|XP_017128779.1|DELE	LOC120771884|XP_039956076.1|BTRY
OG0006669	LOC108146948|XP_017128692.1|DELE	LOC120778981|XP_039967006.1|BTRY
OG0006670	LOC108146934|XP_017128672.1|DELE	LOC120778477|XP_039966227.1|BTRY
OG0006671	LOC108146797|XP_017128455.1|DELE	LOC120778067|XP_039965686.1|BTRY
OG0006672	LOC108147430|XP_017129393.1|DELE	LOC120778488|XP_039966243.1|BTRY
OG0006673	LOC108147542|XP_017129616.1|DELE	LOC120777779|XP_039965234.1|BTRY
OG0006674	LOC108145683|XP_017126729.1|DELE	LOC120778584|XP_039966385.1|BTRY
OG0006675	LOC108146110|XP_017127431.1|DELE	LOC120772445|XP_039956999.1|BTRY
OG0006676	LOC108147471|XP_017129507.1|DELE	LOC120778075|XP_039965701.1|BTRY
OG0006677	LOC108147474|XP_017129511.1|DELE	LOC120777883|XP_039965375.1|BTRY
OG0006678	LOC108142814|XP_017122364.1|DELE	LOC120777628|XP_039965016.1|BTRY
OG0006679	LOC108145907|XP_017127056.1|DELE	LOC120779163|XP_039967322.1|BTRY
OG0006680	LOC108148693|XP_017131328.1|DELE	LOC120781309|XP_039969443.1|BTRY
OG0006681	LOC108146795|XP_017128453.1|DELE	LOC120779211|XP_039967422.1|BTRY
OG0006682	LOC108147521|XP_017129592.1|DELE	LOC120777466|XP_039964724.1|BTRY
OG0006683	LOC108147557|XP_017129632.1|DELE	LOC120778011|XP_039965611.1|BTRY
OG0006684	LOC108147472|XP_017129509.1|DELE	LOC120776719|XP_039963551.1|BTRY
OG0006685	LOC108141423|XP_017120290.1|DELE	LOC120770789|XP_039954303.1|BTRY
OG0006686	LOC108142434|XP_017121785.1|DELE	LOC120777814|XP_039965285.1|BTRY
OG0006687	LOC108136626|XP_017113434.1|DELE	LOC120774094|XP_039959364.1|BTRY
OG0006688	LOC108142686|XP_017122184.1|DELE	LOC120777303|XP_039964455.1|BTRY
OG0006689	LOC108145764|XP_017126821.1|DELE	LOC120778572|XP_039966370.1|BTRY
OG0006690	LOC108135257|XP_017111417.1|DELE	LOC120780613|XP_039968807.1|BTRY
OG0006691	LOC108146780|XP_017128417.1|DELE	LOC120776690|XP_039963507.1|BTRY
OG0006692	LOC108146276|XP_017127704.1|DELE	LOC120776756|XP_039963652.1|BTRY
OG0006693	LOC108145926|XP_017127101.1|DELE	LOC120776548|XP_039963231.1|BTRY
OG0006694	LOC108136304|XP_017112882.1|DELE	LOC120774144|XP_039959474.1|BTRY
OG0006695	LOC108147504|XP_017129560.1|DELE	LOC120777606|XP_039964981.1|BTRY
OG0006696	LOC108148398|XP_017130920.1|DELE	LOC120782145|XP_039970216.1|BTRY
OG0006697	LOC108150343|XP_017133960.1|DELE	LOC120776494|XP_039963110.1|BTRY
OG0006698	LOC108146892|XP_017128617.1|DELE	LOC120776496|XP_039963113.1|BTRY
OG0006699	LOC108146164|XP_017127549.1|DELE	LOC120777432|XP_039964673.1|BTRY
OG0006700	LOC108142578|XP_017122021.1|DELE	LOC120776752|XP_039963642.1|BTRY
OG0006701	LOC108149821|XP_017133182.1|DELE	LOC120772917|XP_039957751.1|BTRY
OG0006702	LOC108145839|XP_017126941.1|DELE	LOC120778679|XP_039966548.1|BTRY
OG0006703	LOC108146966|XP_017128712.1|DELE	LOC120778254|XP_039965956.1|BTRY
OG0006704	LOC108146967|XP_017128713.1|DELE	LOC120778255|XP_039965958.1|BTRY
OG0006705	LOC108145435|XP_017126346.1|DELE	LOC120771970|XP_039956251.1|BTRY
OG0006706	LOC108144757|XP_017125351.1|DELE	LOC120772393|XP_039956917.1|BTRY
OG0006707	LOC108143518|XP_017123491.1|DELE	LOC120770948|XP_039954595.1|BTRY
OG0006708	LOC108134865|XP_017110842.1|DELE	LOC120766742|XP_039948342.1|BTRY
OG0006709	LOC108137740|XP_017115129.1|DELE	LOC120771848|XP_039956025.1|BTRY
OG0006710	LOC108142501|XP_017121887.1|DELE	LOC120779134|XP_039967271.1|BTRY
OG0006712	LOC108145963|XP_017127171.1|DELE	LOC120779106|XP_039967212.1|BTRY
OG0006713	LOC108150346|XP_017133964.1|DELE	LOC120778121|XP_039965759.1|BTRY
OG0006714	LOC108150345|XP_017133963.1|DELE	LOC120778120|XP_039965758.1|BTRY
OG0006715	LOC108142700|XP_017122204.1|DELE	LOC120778068|XP_039965692.1|BTRY
OG0006716	LOC108138752|XP_017116643.1|DELE	LOC120767754|XP_039949903.1|BTRY
OG0006717	LOC108146863|XP_017128578.1|DELE	LOC120777478|XP_039964746.1|BTRY
OG0006718	LOC108146937|XP_017128677.1|DELE	LOC120777297|XP_039964448.1|BTRY
OG0006719	LOC108146994|XP_017128748.1|DELE	LOC120779155|XP_039967311.1|BTRY
OG0006720	LOC108135700|XP_017112030.1|DELE	LOC120779144|XP_039967285.1|BTRY, LOC120779086|XP_039967171.1|BTRY
OG0006721	LOC108146856|XP_017128561.1|DELE	LOC120778112|XP_039965749.1|BTRY
OG0006722	LOC108146399|XP_017127888.1|DELE	LOC120777819|XP_039965290.1|BTRY
OG0006723	LOC108135281|XP_017111451.1|DELE	LOC120767552|XP_039949611.1|BTRY
OG0006724	LOC108143065|XP_017122768.1|DELE	LOC120766802|XP_039948443.1|BTRY
OG0006725	LOC108142972|XP_017122611.1|DELE	LOC120770375|XP_039953726.1|BTRY
OG0006726	LOC108139215|XP_017117356.1|DELE	LOC120766725|XP_039948307.1|BTRY
OG0006727	LOC108142969|XP_017122608.1|DELE	LOC120767344|XP_039949241.1|BTRY
OG0006728	LOC108142911|XP_017122488.1|DELE	LOC120766732|XP_039948319.1|BTRY
OG0006729	LOC108149760|XP_017133064.1|DELE	LOC120771010|XP_039954711.1|BTRY
OG0006730	LOC108149758|XP_017133060.1|DELE	LOC120770415|XP_039953789.1|BTRY
OG0006731	LOC108135272|XP_017111439.1|DELE	LOC120776553|XP_039963238.1|BTRY
OG0006732	LOC108146381|XP_017127864.1|DELE	LOC120777909|XP_039965424.1|BTRY
OG0006733	LOC108142230|XP_017121437.1|DELE	LOC120778093|XP_039965727.1|BTRY
OG0006734	LOC108142734|XP_017122248.1|DELE	LOC120777832|XP_039965303.1|BTRY
OG0006735	LOC108147490|XP_017129534.1|DELE	LOC120776585|XP_039963288.1|BTRY
OG0006736	LOC108147544|XP_017129618.1|DELE	LOC120778026|XP_039965633.1|BTRY
OG0006737	LOC108135504|XP_017111737.1|DELE	LOC120772638|XP_039957295.1|BTRY
OG0006738	LOC108147590|XP_017129719.1|DELE	LOC120777006|XP_039964042.1|BTRY
OG0006739	LOC108147448|XP_017129465.1|DELE	LOC120777230|XP_039964345.1|BTRY
OG0006740	LOC108135560|XP_017111806.1|DELE	LOC120777928|XP_039965445.1|BTRY
OG0006741	LOC108135559|XP_017111804.1|DELE	LOC120777477|XP_039964745.1|BTRY
OG0006742	LOC108140558|XP_017118909.1|DELE	LOC120782310|XP_039970460.1|BTRY
OG0006743	LOC108148997|XP_017131833.1|DELE	LOC120769509|XP_039952479.1|BTRY
OG0006744	LOC108150338|XP_017133954.1|DELE	LOC120777471|XP_039964729.1|BTRY
OG0006745	LOC108135100|XP_017111165.1|DELE	LOC120782545|XP_039970809.1|BTRY
OG0006746	LOC108147465|XP_017129491.1|DELE	LOC120776888|XP_039963880.1|BTRY
OG0006747	LOC108147530|XP_017129603.1|DELE	LOC120777431|XP_039964672.1|BTRY
OG0006748	LOC108137317|XP_017114432.1|DELE	LOC120773987|XP_039959182.1|BTRY
OG0006749	LOC108146192|XP_017127591.1|DELE	LOC120777762|XP_039965199.1|BTRY
OG0006750	LOC108137647|XP_017114962.1|DELE	LOC120775957|XP_039962303.1|BTRY
OG0006752	LOC108145666|XP_017126708.1|DELE	LOC120777273|XP_039964410.1|BTRY
OG0006753	LOC108145731|XP_017126783.1|DELE	LOC120778743|XP_039966646.1|BTRY
OG0006754	LOC108146000|XP_017127243.1|DELE	LOC120779200|XP_039967404.1|BTRY
OG0006755	LOC108146151|XP_017127504.1|DELE	LOC120777375|XP_039964597.1|BTRY
OG0006756	LOC108142852|XP_017122409.1|DELE	LOC120779195|XP_039967394.1|BTRY
OG0006757	LOC108142311|XP_017121552.1|DELE	LOC120779204|XP_039967409.1|BTRY
OG0006758	LOC108146138|XP_017127481.1|DELE	LOC120777305|XP_039964464.1|BTRY
OG0006759	LOC108146137|XP_017127479.1|DELE	LOC120776416|XP_039962982.1|BTRY
OG0006760	LOC108142567|XP_017122006.1|DELE	LOC120778179|XP_039965850.1|BTRY
OG0006761	LOC108148397|XP_017130918.1|DELE	LOC120782735|XP_039971102.1|BTRY
OG0006762	LOC108144163|XP_017124314.1|DELE	LOC120781141|XP_039969207.1|BTRY
OG0006763	LOC108139066|XP_017117180.1|DELE	LOC120772032|XP_039956337.1|BTRY
OG0006764	LOC108149767|XP_017133084.1|DELE	LOC120770970|XP_039954639.1|BTRY
OG0006765	LOC108139016|XP_017117112.1|DELE	LOC120771572|XP_039955571.1|BTRY
OG0006766	LOC108146281|XP_017127710.1|DELE	LOC120776711|XP_039963541.1|BTRY
OG0006767	LOC108142418|XP_017121762.1|DELE	LOC120777577|XP_039964921.1|BTRY
OG0006768	LOC108142410|XP_017121749.1|DELE	LOC120777559|XP_039964883.1|BTRY
OG0006769	LOC108142804|XP_017122351.1|DELE	LOC120778061|XP_039965676.1|BTRY
OG0006770	LOC108147401|XP_017129327.1|DELE	LOC120778018|XP_039965624.1|BTRY
OG0006771	LOC108137658|XP_017114981.1|DELE	LOC120774266|XP_039959675.1|BTRY
OG0006772	LOC108149577|XP_017132700.1|DELE	LOC120770476|XP_039953914.1|BTRY
OG0006773	LOC108145965|XP_017127185.1|DELE	LOC120778755|XP_039966665.1|BTRY
OG0006774	LOC108145982|XP_017127206.1|DELE	LOC120776339|XP_039962811.1|BTRY
OG0006775	LOC108146717|XP_017128294.1|DELE	LOC120777472|XP_039964730.1|BTRY
OG0006776	LOC108146304|XP_017127745.1|DELE	LOC120776827|XP_039963781.1|BTRY
OG0006777	LOC108146723|XP_017128304.1|DELE	LOC120776830|XP_039963785.1|BTRY
OG0006778	LOC108146434|XP_017127927.1|DELE	LOC120777776|XP_039965231.1|BTRY
OG0006779	LOC108146180|XP_017127575.1|DELE	LOC120776332|XP_039962799.1|BTRY
OG0006780	LOC108142709|XP_017122217.1|DELE	LOC120777235|XP_039964358.1|BTRY
OG0006781	LOC108147509|XP_017129568.1|DELE	LOC120777289|XP_039964434.1|BTRY
OG0006782	LOC108145973|XP_017127191.1|DELE	LOC120778845|XP_039966802.1|BTRY
OG0006783	LOC108141263|XP_017120004.1|DELE	LOC120771962|XP_039956211.1|BTRY
OG0006784	LOC108146007|XP_017127252.1|DELE	LOC120776863|XP_039963843.1|BTRY
OG0006785	LOC108149128|XP_017132022.1|DELE	LOC120771381|XP_039955283.1|BTRY
OG0006786	LOC108138834|XP_017116835.1|DELE	LOC120771203|XP_039955038.1|BTRY
OG0006787	LOC108135643|XP_017111954.1|DELE	LOC120776753|XP_039963643.1|BTRY
OG0006788	LOC108135644|XP_017111956.1|DELE	LOC120776754|XP_039963650.1|BTRY
OG0006789	LOC108150031|XP_017133481.1|DELE	LOC120775605|XP_039961779.1|BTRY
OG0006790	LOC108147932|XP_017130204.1|DELE	LOC120775606|XP_039961781.1|BTRY
OG0006791	LOC108146888|XP_017128610.1|DELE	LOC120778865|XP_039966835.1|BTRY
OG0006792	LOC108150111|XP_017133564.1|DELE	LOC120778785|XP_039966706.1|BTRY
OG0006793	LOC108150207|XP_017133708.1|DELE	LOC120777777|XP_039965232.1|BTRY
OG0006794	LOC108145111|XP_017125803.1|DELE	LOC120770029|XP_039953074.1|BTRY
OG0006795	LOC108146354|XP_017127820.1|DELE	LOC120778023|XP_039965630.1|BTRY
OG0006796	LOC108146930|XP_017128669.1|DELE	LOC120777979|XP_039965553.1|BTRY
OG0006797	LOC108141690|XP_017120659.1|DELE	LOC120772527|XP_039957126.1|BTRY
OG0006798	LOC108150252|XP_017133806.1|DELE	LOC120779159|XP_039967315.1|BTRY
OG0006799	LOC108150195|XP_017133693.1|DELE	LOC120776374|XP_039962890.1|BTRY
OG0006800	LOC108146658|XP_017128192.1|DELE	LOC120776722|XP_039963570.1|BTRY
OG0006801	LOC108137408|XP_017114555.1|DELE	LOC120775259|XP_039961274.1|BTRY
OG0006802	LOC108144887|XP_017125535.1|DELE	LOC120771269|XP_039955124.1|BTRY
OG0006803	LOC108144583|XP_017125066.1|DELE	LOC120771268|XP_039955122.1|BTRY
OG0006804	LOC108150364|XP_017133990.1|DELE	LOC120776335|XP_039962807.1|BTRY
OG0006805	LOC108145026|XP_017125697.1|DELE	LOC120770888|XP_039954465.1|BTRY
OG0006806	LOC108146217|XP_017127624.1|DELE	LOC120777025|XP_039964071.1|BTRY
OG0006807	LOC108146052|XP_017127346.1|DELE	LOC120780062|XP_039968262.1|BTRY
OG0006808	LOC108143552|XP_017123550.1|DELE	LOC120771216|XP_039955052.1|BTRY
OG0006809	LOC108145665|XP_017126707.1|DELE	LOC120776730|XP_039963589.1|BTRY
OG0006810	LOC108146133|XP_017127473.1|DELE	LOC120779140|XP_039967279.1|BTRY
OG0006811	LOC108148986|XP_017131817.1|DELE	LOC120777864|XP_039965349.1|BTRY
OG0006812	LOC108147510|XP_017129570.1|DELE	LOC120777535|XP_039964851.1|BTRY
OG0006813	LOC108136754|XP_017113593.1|DELE	LOC120781267|XP_039969383.1|BTRY
OG0006814	LOC108146846|XP_017128537.1|DELE	LOC120776892|XP_039963883.1|BTRY
OG0006815	LOC108146019|XP_017127284.1|DELE	LOC120776806|XP_039963736.1|BTRY
OG0006816	LOC108146095|XP_017127411.1|DELE	LOC120778471|XP_039966216.1|BTRY
OG0006817	LOC108146372|XP_017127850.1|DELE	LOC120777461|XP_039964718.1|BTRY
OG0006818	LOC108146497|XP_017128018.1|DELE	LOC120778455|XP_039966184.1|BTRY
OG0006819	LOC108146006|XP_017127249.1|DELE	LOC120776472|XP_039963079.1|BTRY
OG0006820	LOC108146293|XP_017127727.1|DELE	LOC120778826|XP_039966769.1|BTRY
OG0006821	LOC108134519|XP_017110346.1|DELE	LOC120776100|XP_039962523.1|BTRY
OG0006822	LOC108143513|XP_017123475.1|DELE	LOC120772055|XP_039956366.1|BTRY
OG0006823	LOC108146879|XP_017128600.1|DELE	LOC120772632|XP_039957288.1|BTRY
OG0006824	LOC108147562|XP_017129639.1|DELE	LOC120772639|XP_039957296.1|BTRY
OG0006825	LOC108146881|XP_017128603.1|DELE	LOC120778294|XP_039966014.1|BTRY
OG0006826	LOC108146972|XP_017128718.1|DELE	LOC120778879|XP_039966856.1|BTRY
OG0006827	LOC108141193|XP_017119926.1|DELE	LOC120766312|XP_039947664.1|BTRY
OG0006828	LOC108142071|XP_017121246.1|DELE	LOC120767362|XP_039949267.1|BTRY
OG0006829	LOC108147540|XP_017129614.1|DELE	LOC120778600|XP_039966407.1|BTRY
OG0006830	LOC108146147|XP_017127492.1|DELE	LOC120777789|XP_039965248.1|BTRY
OG0006831	LOC108147502|XP_017129559.1|DELE	LOC120778257|XP_039965961.1|BTRY
OG0006832	LOC108147535|XP_017129608.1|DELE	LOC120778107|XP_039965744.1|BTRY
OG0006833	LOC108142373|XP_017121691.1|DELE	LOC120778946|XP_039966942.1|BTRY
OG0006834	LOC108143755|XP_017123774.1|DELE	LOC120777268|XP_039964406.1|BTRY
OG0006835	LOC108146267|XP_017127696.1|DELE	LOC120777218|XP_039964329.1|BTRY
OG0006836	LOC108146500|XP_017128025.1|DELE	LOC120777568|XP_039964901.1|BTRY
OG0006837	LOC108146334|XP_017127788.1|DELE	LOC120777312|XP_039964485.1|BTRY
OG0006838	LOC108150342|XP_017133959.1|DELE	LOC120778655|XP_039966506.1|BTRY
OG0006839	LOC108146423|XP_017127917.1|DELE	LOC120778445|XP_039966169.1|BTRY
OG0006840	LOC108135256|XP_017111413.1|DELE	LOC120777010|XP_039964045.1|BTRY
OG0006841	LOC108146124|XP_017127458.1|DELE	LOC120777529|XP_039964845.1|BTRY
OG0006842	LOC108146143|XP_017127487.1|DELE	LOC120778876|XP_039966854.1|BTRY
OG0006843	LOC108136271|XP_017112829.1|DELE	LOC120775023|XP_039960913.1|BTRY
OG0006844	LOC108140544|XP_017118870.1|DELE	LOC120782520|XP_039970763.1|BTRY
OG0006845	LOC108146691|XP_017128237.1|DELE	LOC120777428|XP_039964668.1|BTRY
OG0006846	LOC108142820|XP_017122370.1|DELE	LOC120777875|XP_039965367.1|BTRY
OG0006847	LOC108142745|XP_017122260.1|DELE	LOC120777603|XP_039964975.1|BTRY
OG0006848	LOC108145206|XP_017125936.1|DELE	LOC120772030|XP_039956334.1|BTRY
OG0006849	LOC108147512|XP_017129574.1|DELE	LOC120777688|XP_039965096.1|BTRY
OG0006850	LOC108147527|XP_017129600.1|DELE	LOC120778492|XP_039966252.1|BTRY
OG0006851	LOC108147444|XP_017129458.1|DELE	LOC120778850|XP_039966810.1|BTRY
OG0006852	LOC108149745|XP_017133019.1|DELE	LOC120771311|XP_039955180.1|BTRY
OG0006853	LOC108147391|XP_017129316.1|DELE	LOC120777780|XP_039965235.1|BTRY
OG0006854	LOC108141508|XP_017120425.1|DELE	LOC120772289|XP_039956733.1|BTRY
OG0006855	LOC108146905|XP_017128636.1|DELE	LOC120779136|XP_039967274.1|BTRY
OG0006856	LOC108138742|XP_017116629.1|DELE	LOC120770357|XP_039953699.1|BTRY
OG0006858	LOC108135594|XP_017111886.1|DELE	LOC120777523|XP_039964825.1|BTRY
OG0006859	LOC108149606|XP_017132792.1|DELE	LOC120772448|XP_039957002.1|BTRY
OG0006860	LOC108149759|XP_017133061.1|DELE	LOC120770416|XP_039953791.1|BTRY
OG0006861	LOC108144989|XP_017125631.1|DELE	LOC120770919|XP_039954549.1|BTRY
OG0006862	LOC108142809|XP_017122359.1|DELE	LOC120777997|XP_039965586.1|BTRY
OG0006863	LOC108136660|XP_017113473.1|DELE	LOC120773908|XP_039959025.1|BTRY
OG0006864	LOC108144991|XP_017125639.1|DELE, LOC108137416|XP_017114567.1|DELE	LOC120772620|XP_039957269.1|BTRY
OG0006865	LOC108140681|XP_017119116.1|DELE	LOC120778030|XP_039965640.1|BTRY
OG0006866	LOC108137547|XP_017114760.1|DELE	LOC120772106|XP_039956451.1|BTRY
OG0006867	LOC108144192|XP_017124346.1|DELE	LOC120781237|XP_039969309.1|BTRY
OG0006868	LOC108144540|XP_017125000.1|DELE	LOC120781213|XP_039969270.1|BTRY
OG0006869	LOC108138702|XP_017116542.1|DELE	LOC120772143|XP_039956504.1|BTRY
OG0006870	LOC108149777|XP_017133117.1|DELE	LOC120772302|XP_039956745.1|BTRY
OG0006871	LOC108145464|XP_017126399.1|DELE	LOC120772270|XP_039956708.1|BTRY
OG0006872	LOC108149584|XP_017132708.1|DELE	LOC120771546|XP_039955535.1|BTRY
OG0006873	LOC108145228|XP_017125981.1|DELE	LOC120771560|XP_039955556.1|BTRY
OG0006874	LOC108138013|XP_017115475.1|DELE, LOC108135014|XP_017111036.1|DELE	LOC120767559|XP_039949629.1|BTRY
OG0006875	LOC108149448|XP_017132527.1|DELE	LOC120767543|XP_039949583.1|BTRY
OG0006876	LOC108144498|XP_017124919.1|DELE	LOC120770051|XP_039953103.1|BTRY
OG0006877	LOC108149276|XP_017132211.1|DELE	LOC120771634|XP_039955664.1|BTRY
OG0006878	LOC108148147|XP_017130509.1|DELE	LOC120781865|XP_039970020.1|BTRY
OG0006879	LOC108144655|XP_017125188.1|DELE	LOC120770875|XP_039954444.1|BTRY
OG0006880	LOC108150506|XP_017134211.1|DELE	LOC120769097|XP_039951890.1|BTRY
OG0006881	LOC108138812|XP_017116794.1|DELE	LOC120768549|XP_039951226.1|BTRY
OG0006882	LOC108149844|XP_017133210.1|DELE	LOC120771780|XP_039955906.1|BTRY
OG0006883	LOC108150557|XP_017134279.1|DELE	LOC120768262|XP_039950793.1|BTRY
OG0006884	LOC108138794|XP_017116762.1|DELE	LOC120769358|XP_039952253.1|BTRY
OG0006885	LOC108135346|XP_017111527.1|DELE	LOC120768294|XP_039950856.1|BTRY
OG0006886	LOC108148771|XP_017131466.1|DELE	LOC120766610|XP_039948151.1|BTRY
OG0006887	LOC108136245|XP_017112773.1|DELE	LOC120775223|XP_039961224.1|BTRY
OG0006888	LOC108141915|XP_017121024.1|DELE	LOC120781549|XP_039969714.1|BTRY
OG0006889	LOC108150559|XP_017134281.1|DELE	LOC120775738|XP_039961990.1|BTRY
OG0006890	LOC108139017|XP_017117109.1|DELE	LOC120767726|XP_039949869.1|BTRY
OG0006891	LOC108138311|XP_017115956.1|DELE	LOC120767727|XP_039949870.1|BTRY
OG0006892	LOC108149553|XP_017132683.1|DELE	LOC120767916|XP_039950210.1|BTRY
OG0006893	LOC108145351|XP_017126233.1|DELE	LOC120767915|XP_039950208.1|BTRY
OG0006894	LOC108145330|XP_017126205.1|DELE	LOC120767914|XP_039950205.1|BTRY
OG0006895	LOC108140792|XP_017119280.1|DELE	LOC120775943|XP_039962286.1|BTRY
OG0006896	LOC108138302|XP_017115946.1|DELE	LOC120771433|XP_039955363.1|BTRY
OG0006897	LOC108141880|XP_017120975.1|DELE	LOC120781856|XP_039970008.1|BTRY
OG0006898	LOC108149514|XP_017132630.1|DELE	LOC120769133|XP_039951936.1|BTRY
OG0006899	LOC108148048|XP_017130386.1|DELE	LOC120769507|XP_039952473.1|BTRY
OG0006900	LOC108149970|XP_017133378.1|DELE	LOC120767960|XP_039950285.1|BTRY
OG0006901	LOC108149055|XP_017131893.1|DELE	LOC120768008|XP_039950368.1|BTRY
OG0006902	LOC108141659|XP_017120622.1|DELE	LOC120774416|XP_039959977.1|BTRY
OG0006903	LOC108148632|XP_017131233.1|DELE	LOC120766237|XP_039947549.1|BTRY
OG0006904	LOC108149481|XP_017132586.1|DELE	LOC120768634|XP_039951334.1|BTRY
OG0006905	LOC108138893|XP_017116916.1|DELE	LOC120767444|XP_039949440.1|BTRY
OG0006906	LOC108138832|XP_017116828.1|DELE	LOC120769136|XP_039951942.1|BTRY
OG0006907	LOC108141790|XP_017120800.1|DELE	LOC120769609|XP_039952623.1|BTRY
OG0006908	LOC108138970|XP_017117041.1|DELE	LOC120768374|XP_039950973.1|BTRY
OG0006909	LOC108142122|XP_017121309.1|DELE	LOC120781384|XP_039969523.1|BTRY
OG0006910	LOC108141881|XP_017120979.1|DELE	LOC120767617|XP_039949707.1|BTRY
OG0006912	LOC108138904|XP_017116944.1|DELE	LOC120768095|XP_039950569.1|BTRY
OG0006913	LOC108138235|XP_017115848.1|DELE	LOC120767397|XP_039949367.1|BTRY
OG0006914	LOC108146756|XP_017128379.1|DELE	LOC120776915|XP_039963920.1|BTRY
OG0006915	LOC108138810|XP_017116793.1|DELE	LOC120776912|XP_039963916.1|BTRY
