Orthogroup	DELE.longest_only	AALB.longest_only
OG0005829	LOC108143969|XP_017124061.1|DELE	LOC118468797|XP_035795897.1|AALB
OG0005830	LOC108146112|XP_017127432.1|DELE	LOC118456257|XP_035772752.1|AALB
OG0005831	LOC108145673|XP_017126716.1|DELE	LOC118456254|XP_035772748.1|AALB
OG0005832	LOC108146480|XP_017127995.1|DELE	LOC118458998|XP_035777890.1|AALB
OG0005833	LOC108145864|XP_017126989.1|DELE	LOC118460615|XP_035780947.1|AALB
OG0005834	LOC108145870|XP_017126997.1|DELE	LOC118460623|XP_035780964.1|AALB
OG0005835	LOC108145674|XP_017126718.1|DELE	LOC118458219|XP_035776371.1|AALB
OG0005836	LOC108135636|XP_017111946.1|DELE	LOC118459046|XP_035777964.1|AALB
OG0005837	LOC108139249|XP_017117414.1|DELE	LOC118457575|XP_035775145.1|AALB
OG0005838	LOC108140765|XP_017119240.1|DELE	LOC118458330|XP_035776575.1|AALB
OG0005839	LOC108147991|XP_017130295.1|DELE	LOC118456985|XP_035774087.1|AALB
OG0005840	LOC108137032|XP_017114021.1|DELE	LOC118456986|XP_035774089.1|AALB
OG0005841	LOC108140982|XP_017119541.1|DELE	LOC118457609|XP_035775215.1|AALB
OG0005842	LOC108136173|XP_017112660.1|DELE	LOC118461329|XP_035782427.1|AALB
OG0005843	LOC108143237|XP_017123024.1|DELE	LOC118461324|XP_035782422.1|AALB
OG0005844	LOC108146191|XP_017127590.1|DELE	LOC118461323|XP_035782420.1|AALB
OG0005845	LOC108141154|XP_017119868.1|DELE	LOC118461509|XP_035782831.1|AALB
OG0005846	LOC108143816|XP_017123827.1|DELE	LOC118458750|XP_035777423.1|AALB
OG0005848	LOC108137664|XP_017115001.1|DELE	LOC118459604|XP_035779044.1|AALB
OG0005849	LOC108148151|XP_017130524.1|DELE	LOC118468756|XP_035795811.1|AALB
OG0005850	LOC108134983|XP_017111004.1|DELE	LOC118458015|XP_035776006.1|AALB, LOC118458155|XP_035776243.1|AALB
OG0005851	LOC108135236|XP_017111387.1|DELE	LOC118467661|XP_035794302.1|AALB
OG0005852	LOC108140787|XP_017119268.1|DELE	LOC118456519|XP_035773255.1|AALB
OG0005853	LOC108135427|XP_017111648.1|DELE	LOC118460546|XP_035780830.1|AALB
OG0005854	LOC108141051|XP_017119687.1|DELE	LOC118459127|XP_035778090.1|AALB
OG0005855	LOC108137122|XP_017114144.1|DELE	LOC118458189|XP_035776325.1|AALB
OG0005856	LOC108134855|XP_017110822.1|DELE	LOC118457902|XP_035775782.1|AALB
OG0005857	LOC108136769|XP_017113619.1|DELE	LOC118459069|XP_035777999.1|AALB
OG0005858	LOC108135157|XP_017111268.1|DELE	LOC118463673|XP_035786323.1|AALB
OG0005859	LOC108148063|XP_017130405.1|DELE	LOC118460017|XP_035779841.1|AALB
OG0005860	LOC108141087|XP_017119758.1|DELE	LOC118468441|XP_035795099.1|AALB
OG0005861	LOC108142964|XP_017122598.1|DELE	LOC118468933|XP_035796150.1|AALB
OG0005862	LOC108145355|XP_017126234.1|DELE	LOC118466352|XP_035791377.1|AALB
OG0005863	LOC108143545|XP_017123542.1|DELE	LOC118461484|XP_035782751.1|AALB
OG0005864	LOC108144033|XP_017124153.1|DELE	LOC118468936|XP_035796161.1|AALB
OG0005865	LOC108139211|XP_017117349.1|DELE	LOC118466586|XP_035792039.1|AALB
OG0005866	LOC108144197|XP_017124355.1|DELE	LOC118466382|XP_035791506.1|AALB
OG0005867	LOC108150445|XP_017134093.1|DELE	LOC118463377|XP_035785798.1|AALB
OG0005869	LOC108137205|XP_017114285.1|DELE	LOC118467835|XP_035794620.1|AALB
OG0005870	LOC108136316|XP_017112903.1|DELE	LOC118466348|XP_035791374.1|AALB
OG0005871	LOC108136357|XP_017112954.1|DELE	LOC118464780|XP_035788303.1|AALB
OG0005872	LOC108143951|XP_017124035.1|DELE	LOC118464779|XP_035788301.1|AALB
OG0005873	LOC108142994|XP_017122657.1|DELE	LOC118467218|XP_035793356.1|AALB
OG0005874	LOC108134905|XP_017110903.1|DELE	LOC118462560|XP_035784240.1|AALB
OG0005875	LOC108145533|XP_017126520.1|DELE	LOC118464732|XP_035788221.1|AALB
OG0005876	LOC108137111|XP_017114125.1|DELE	LOC118463202|XP_035785530.1|AALB
OG0005877	LOC108148159|XP_017130545.1|DELE	LOC118467671|XP_035794320.1|AALB
OG0005878	LOC108137294|XP_017114404.1|DELE	LOC118466791|XP_035792425.1|AALB
OG0005880	LOC108146610|XP_017128146.1|DELE	LOC118466874|XP_035792616.1|AALB
OG0005881	LOC108136029|XP_017112450.1|DELE	LOC118466880|XP_035792628.1|AALB
OG0005882	LOC108141617|XP_017120572.1|DELE	LOC118464891|XP_035788529.1|AALB
OG0005883	LOC108145835|XP_017126932.1|DELE	LOC118464637|XP_035787977.1|AALB
OG0005884	LOC108142750|XP_017122265.1|DELE	LOC118462738|XP_035784587.1|AALB
OG0005885	LOC108146976|XP_017128721.1|DELE	LOC118462722|XP_035784559.1|AALB
OG0005886	LOC108142672|XP_017122166.1|DELE	LOC118462720|XP_035784556.1|AALB
OG0005887	LOC108136065|XP_017112498.1|DELE	LOC118466804|XP_035792449.1|AALB
OG0005888	LOC108138369|XP_017116032.1|DELE	LOC118466805|XP_035792450.1|AALB
OG0005889	LOC108146916|XP_017128646.1|DELE	LOC118466853|XP_035792574.1|AALB
OG0005890	LOC108136318|XP_017112907.1|DELE	LOC118467268|XP_035793449.1|AALB
OG0005891	LOC108135587|XP_017111872.1|DELE	LOC118467273|XP_035793463.1|AALB
OG0005892	LOC108135676|XP_017112003.1|DELE	LOC118467272|XP_035793462.1|AALB
OG0005893	LOC108136123|XP_017112601.1|DELE	LOC118466798|XP_035792442.1|AALB
OG0005894	LOC108136125|XP_017112602.1|DELE	LOC118466800|XP_035792444.1|AALB
OG0005895	LOC108136126|XP_017112603.1|DELE	LOC118466803|XP_035792448.1|AALB
OG0005896	LOC108142759|XP_017122283.1|DELE	LOC118466799|XP_035792443.1|AALB
OG0005897	LOC108146798|XP_017128458.1|DELE	LOC118464367|XP_035787594.1|AALB
OG0005898	LOC108137681|XP_017115029.1|DELE	LOC118464333|XP_035787543.1|AALB
OG0005899	LOC108149664|XP_017132898.1|DELE	LOC118466735|XP_035792310.1|AALB
OG0005900	LOC108137871|XP_017115299.1|DELE	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB
OG0005901	LOC108142003|XP_017121159.1|DELE	LOC118463087|XP_035785260.1|AALB
OG0005902	LOC108149747|XP_017133027.1|DELE	LOC118463086|XP_035785258.1|AALB
OG0005903	LOC108136877|XP_017113817.1|DELE	LOC118462471|XP_035784062.1|AALB
OG0005904	LOC108135487|XP_017111722.1|DELE	LOC118465860|XP_035790385.1|AALB
OG0005905	LOC108142620|XP_017122093.1|DELE	LOC118463332|XP_035785722.1|AALB
OG0005906	LOC108145814|XP_017126893.1|DELE	LOC118464795|XP_035788321.1|AALB
OG0005907	LOC108142504|XP_017121899.1|DELE	LOC118463726|XP_035786413.1|AALB
OG0005908	LOC108142645|XP_017122132.1|DELE	LOC118467982|XP_035794864.1|AALB
OG0005909	LOC108143245|XP_017123035.1|DELE	LOC118464442|XP_035787710.1|AALB
OG0005910	LOC108141330|XP_017120100.1|DELE	LOC118465076|XP_035788866.1|AALB
OG0005911	LOC108141333|XP_017120105.1|DELE	LOC118465079|XP_035788875.1|AALB
OG0005912	LOC108144224|XP_017124389.1|DELE	LOC118463172|XP_035785460.1|AALB
OG0005913	LOC108137374|XP_017114514.1|DELE	LOC118466332|XP_035791345.1|AALB
OG0005914	LOC108146607|XP_017128177.1|DELE, LOC108149838|XP_017133202.1|DELE	LOC118464076|XP_035787025.1|AALB
OG0005915	LOC108149826|XP_017133187.1|DELE	LOC118462882|XP_035784848.1|AALB
OG0005916	LOC108145492|XP_017126438.1|DELE	LOC118466937|XP_035792723.1|AALB
OG0005917	LOC108137055|XP_017114052.1|DELE	LOC118464643|XP_035788001.1|AALB
OG0005918	LOC108138588|XP_017116367.1|DELE	LOC118465561|XP_035789805.1|AALB
OG0005919	LOC108141349|XP_017120155.1|DELE	LOC118464432|XP_035787697.1|AALB
OG0005920	LOC108141425|XP_017120293.1|DELE	LOC118466741|XP_035792320.1|AALB
OG0005921	LOC108146509|XP_017128035.1|DELE	LOC118466747|XP_035792326.1|AALB
OG0005922	LOC108136309|XP_017112893.1|DELE	LOC118466591|XP_035792046.1|AALB
OG0005923	LOC108142835|XP_017122389.1|DELE	LOC118465887|XP_035790431.1|AALB
OG0005924	LOC108146853|XP_017128557.1|DELE	LOC118465890|XP_035790434.1|AALB
OG0005925	LOC108146850|XP_017128547.1|DELE	LOC118467036|XP_035792914.1|AALB
OG0005926	LOC108136661|XP_017113474.1|DELE	LOC118467436|XP_035793835.1|AALB
OG0005927	LOC108148381|XP_017130896.1|DELE	LOC118463235|XP_035785586.1|AALB
OG0005928	LOC108137283|XP_017114379.1|DELE	LOC118463236|XP_035785588.1|AALB
OG0005929	LOC108146377|XP_017127857.1|DELE	LOC118463228|XP_035785571.1|AALB
OG0005930	LOC108144391|XP_017124659.1|DELE	LOC118467614|XP_035794209.1|AALB
OG0005931	LOC108145124|XP_017125828.1|DELE	LOC118466595|XP_035792056.1|AALB
OG0005932	LOC108143643|XP_017123644.1|DELE	LOC118463901|XP_035786725.1|AALB
OG0005933	LOC108149890|XP_017133276.1|DELE	LOC118465557|XP_035789795.1|AALB
OG0005934	LOC108149796|XP_017133150.1|DELE	LOC118467660|XP_035794298.1|AALB
OG0005935	LOC108138365|XP_017116024.1|DELE	LOC118466000|XP_035790687.1|AALB
OG0005936	LOC108135294|XP_017111467.1|DELE	LOC118466006|XP_035790696.1|AALB
OG0005937	LOC108138376|XP_017116047.1|DELE	LOC118466002|XP_035790690.1|AALB
OG0005938	LOC108144553|XP_017125016.1|DELE	LOC118464226|XP_035787299.1|AALB
OG0005939	LOC108135453|XP_017111686.1|DELE	LOC118467454|XP_035793852.1|AALB
OG0005940	LOC108141800|XP_017120848.1|DELE	LOC118467210|XP_035793330.1|AALB
OG0005941	LOC108141505|XP_017120422.1|DELE	LOC118467211|XP_035793332.1|AALB
OG0005942	LOC108136919|XP_017113880.1|DELE, LOC108149897|XP_017133285.1|DELE	LOC118464075|XP_035787024.1|AALB
OG0005943	LOC108145104|XP_017125789.1|DELE	LOC118467911|XP_035794734.1|AALB
OG0005944	LOC108145085|XP_017125760.1|DELE	LOC118464787|XP_035788312.1|AALB
OG0005945	LOC108143542|XP_017123532.1|DELE	LOC118464137|XP_035787133.1|AALB
OG0005946	LOC108143510|XP_017123470.1|DELE	LOC118463729|XP_035786416.1|AALB
OG0005947	LOC108144465|XP_017124855.1|DELE	LOC118467159|XP_035793196.1|AALB
OG0005948	LOC108145669|XP_017126712.1|DELE	LOC118464023|XP_035786972.1|AALB
OG0005949	LOC108143135|XP_017122870.1|DELE	LOC118464024|XP_035786973.1|AALB
OG0005950	LOC108134494|XP_017110304.1|DELE	LOC118466011|XP_035790710.1|AALB
OG0005951	LOC108150239|XP_017133786.1|DELE	LOC118466673|XP_035792170.1|AALB
OG0005952	LOC108134493|XP_017110302.1|DELE	LOC118463618|XP_035786203.1|AALB
OG0005953	LOC108149556|XP_017132682.1|DELE	LOC118463622|XP_035786213.1|AALB
OG0005954	LOC108149443|XP_017132523.1|DELE	LOC118463111|XP_035785328.1|AALB
OG0005955	LOC108139331|XP_017117531.1|DELE	LOC118466055|XP_035790797.1|AALB
OG0005956	LOC108144493|XP_017124913.1|DELE	LOC118465576|XP_035789836.1|AALB
OG0005957	LOC108139127|XP_017117229.1|DELE	LOC118462826|XP_035784748.1|AALB
OG0005958	LOC108147312|XP_017129224.1|DELE	LOC118466973|XP_035792777.1|AALB
OG0005959	LOC108142100|XP_017121283.1|DELE	LOC118464759|XP_035788271.1|AALB
OG0005960	LOC108136557|XP_017113353.1|DELE	LOC118464753|XP_035788265.1|AALB
OG0005961	LOC108144576|XP_017125057.1|DELE	LOC118466236|XP_035791168.1|AALB
OG0005962	LOC108143369|XP_017123178.1|DELE	LOC118466331|XP_035791344.1|AALB
OG0005963	LOC108138310|XP_017115959.1|DELE	LOC118465731|XP_035790086.1|AALB
OG0005964	LOC108141860|XP_017120941.1|DELE	LOC118467821|XP_035794603.1|AALB
OG0005965	LOC108141511|XP_017120428.1|DELE	LOC118467826|XP_035794609.1|AALB
OG0005966	LOC108137959|XP_017115409.1|DELE	LOC118467820|XP_035794602.1|AALB
OG0005967	LOC108143530|XP_017123511.1|DELE	LOC118463609|XP_035786182.1|AALB
OG0005968	LOC108144976|XP_017125613.1|DELE	LOC118463607|XP_035786171.1|AALB
OG0005969	LOC108144849|XP_017125481.1|DELE	LOC118467486|XP_035793919.1|AALB
OG0005970	LOC108150329|XP_017133940.1|DELE	LOC118464156|XP_035787176.1|AALB
OG0005971	LOC108147585|XP_017129713.1|DELE	LOC118465974|XP_035790627.1|AALB
OG0005972	LOC108142594|XP_017122048.1|DELE	LOC118465971|XP_035790619.1|AALB
OG0005973	LOC108142341|XP_017121586.1|DELE	LOC118462562|XP_035784244.1|AALB
OG0005974	LOC108142764|XP_017122287.1|DELE	LOC118465460|XP_035789648.1|AALB
OG0005975	LOC108142723|XP_017122234.1|DELE	LOC118467392|XP_035793742.1|AALB
OG0005977	LOC108143557|XP_017123555.1|DELE	LOC118465170|XP_035789023.1|AALB
OG0005978	LOC108144315|XP_017124504.1|DELE	LOC118465169|XP_035789022.1|AALB
OG0005979	LOC108149138|XP_017132033.1|DELE	LOC118465165|XP_035789017.1|AALB
OG0005980	LOC108149626|XP_017132845.1|DELE	LOC118467887|XP_035794693.1|AALB
OG0005981	LOC108137633|XP_017114910.1|DELE	LOC118467894|XP_035794705.1|AALB
OG0005982	LOC108149662|XP_017132897.1|DELE	LOC118467890|XP_035794699.1|AALB
OG0005983	LOC108137758|XP_017115149.1|DELE	LOC118467892|XP_035794702.1|AALB
OG0005984	LOC108150004|XP_017133438.1|DELE	LOC118466190|XP_035791089.1|AALB
OG0005985	LOC108144430|XP_017124795.1|DELE	LOC118467376|XP_035793690.1|AALB
OG0005986	LOC108135442|XP_017111671.1|DELE	LOC118467391|XP_035793738.1|AALB
OG0005987	LOC108147690|XP_017129892.1|DELE	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC108144866|XP_017125506.1|DELE	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC108136463|XP_017113148.1|DELE	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC108144580|XP_017125060.1|DELE	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC108149723|XP_017132982.1|DELE	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC108150293|XP_017133886.1|DELE	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC108150294|XP_017133888.1|DELE	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC108146917|XP_017128648.1|DELE	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC108142819|XP_017122369.1|DELE	LOC118467419|XP_035793798.1|AALB
OG0005996	LOC108143156|XP_017122892.1|DELE	LOC118467422|XP_035793801.1|AALB
OG0005998	LOC108136027|XP_017112448.1|DELE	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC108146462|XP_017127965.1|DELE	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC108144484|XP_017124899.1|DELE	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC108147397|XP_017129322.1|DELE	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC108141478|XP_017120378.1|DELE	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC108136127|XP_017112604.1|DELE	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC108141028|XP_017119606.1|DELE	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC108144375|XP_017124639.1|DELE	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC108145233|XP_017125988.1|DELE	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC108135963|XP_017112406.1|DELE	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC108138898|XP_017116925.1|DELE	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC108142586|XP_017122034.1|DELE	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC108146849|XP_017128544.1|DELE	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC108145999|XP_017127241.1|DELE	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC108150194|XP_017133687.1|DELE	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC108144951|XP_017125587.1|DELE	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC108147002|XP_017128755.1|DELE	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC108144411|XP_017124744.1|DELE	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC108149833|XP_017133199.1|DELE	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC108149721|XP_017132976.1|DELE	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC108141597|XP_017120533.1|DELE	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC108141867|XP_017120948.1|DELE	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC108142807|XP_017122357.1|DELE	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC108146810|XP_017128484.1|DELE	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC108149476|XP_017132579.1|DELE	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC108148858|XP_017131644.1|DELE	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC108137599|XP_017114822.1|DELE	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC108137935|XP_017115376.1|DELE	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC108148754|XP_017131440.1|DELE	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC108149072|XP_017131930.1|DELE	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC108149812|XP_017133170.1|DELE	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC108149790|XP_017133144.1|DELE	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC108143103|XP_017122814.1|DELE	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC108144796|XP_017125404.1|DELE	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC108144530|XP_017124978.1|DELE	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC108149722|XP_017132977.1|DELE	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC108140771|XP_017119248.1|DELE	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC108140566|XP_017118915.1|DELE	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC108141699|XP_017120671.1|DELE	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC108149775|XP_017133115.1|DELE	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC108148389|XP_017130905.1|DELE	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC108135961|XP_017112403.1|DELE	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC108147591|XP_017129720.1|DELE	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC108137586|XP_017114806.1|DELE	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC108141380|XP_017120209.1|DELE	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC108135619|XP_017111924.1|DELE	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC108137303|XP_017114412.1|DELE	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC108135966|XP_017112413.1|DELE	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC108144724|XP_017125310.1|DELE	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC108146908|XP_017128639.1|DELE	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC108150336|XP_017133950.1|DELE	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC108137127|XP_017114156.1|DELE	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC108143000|XP_017122670.1|DELE	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC108142789|XP_017122324.1|DELE	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC108141396|XP_017120238.1|DELE	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC108147533|XP_017129606.1|DELE	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC108145316|XP_017126165.1|DELE	LOC118466241|XP_035791184.1|AALB
OG0006055	LOC108134791|XP_017110729.1|DELE	LOC118467320|XP_035793551.1|AALB
OG0006056	LOC108141503|XP_017120419.1|DELE	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC108146225|XP_017127633.1|DELE	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC108135828|XP_017112199.1|DELE	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC108146811|XP_017128486.1|DELE	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC108146812|XP_017128488.1|DELE	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC108144195|XP_017124353.1|DELE	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC108136981|XP_017113963.1|DELE	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC108142116|XP_017121303.1|DELE	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC108149750|XP_017133030.1|DELE	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC108146504|XP_017128030.1|DELE	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC108149659|XP_017132893.1|DELE	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC108149701|XP_017132959.1|DELE	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC108134572|XP_017110412.1|DELE	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC108135615|XP_017111919.1|DELE	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC108146605|XP_017128142.1|DELE	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC108140637|XP_017119047.1|DELE	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC108145658|XP_017126699.1|DELE	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC108146375|XP_017127853.1|DELE	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC108149988|XP_017133407.1|DELE	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC108138532|XP_017116283.1|DELE	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC108149802|XP_017133157.1|DELE	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC108146247|XP_017127671.1|DELE	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC108146289|XP_017127723.1|DELE	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC108142638|XP_017122123.1|DELE	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC108142592|XP_017122046.1|DELE	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC108141539|XP_017120468.1|DELE	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC108141355|XP_017120162.1|DELE	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC108146286|XP_017127716.1|DELE	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC108136120|XP_017112593.1|DELE	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC108146609|XP_017128145.1|DELE	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC108146986|XP_017128733.1|DELE	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC108144740|XP_017125326.1|DELE	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC108135690|XP_017112021.1|DELE	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC108147749|XP_017129969.1|DELE	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC108146477|XP_017127985.1|DELE	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC108150273|XP_017133848.1|DELE	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC108137692|XP_017115054.1|DELE	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC108141509|XP_017120426.1|DELE	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC108135627|XP_017111936.1|DELE	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC108143437|XP_017123341.1|DELE	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC108149726|XP_017132981.1|DELE	LOC118464426|XP_035787682.1|AALB
OG0006097	LOC108135570|XP_017111820.1|DELE	LOC118466459|XP_035791705.1|AALB
OG0006098	LOC108145516|XP_017126481.1|DELE	LOC118466465|XP_035791716.1|AALB
OG0006099	LOC108144183|XP_017124335.1|DELE	LOC118465437|XP_035789580.1|AALB
OG0006100	LOC108136204|XP_017112699.1|DELE, LOC108135363|XP_017111544.1|DELE	LOC118465473|XP_035789661.1|AALB
OG0006101	LOC108142117|XP_017121304.1|DELE	LOC118465823|XP_035790303.1|AALB
OG0006102	LOC108143307|XP_017123111.1|DELE	LOC118464359|XP_035787575.1|AALB
OG0006103	LOC108144285|XP_017124465.1|DELE	LOC118465477|XP_035789671.1|AALB
OG0006104	LOC108138556|XP_017116316.1|DELE	LOC118464372|XP_035787606.1|AALB
OG0006105	LOC108138596|XP_017116375.1|DELE	LOC118464709|XP_035788133.1|AALB
OG0006106	LOC108143247|XP_017123041.1|DELE	LOC118467921|XP_035794756.1|AALB
OG0006107	LOC108145445|XP_017126364.1|DELE	LOC118466991|XP_035792805.1|AALB
OG0006108	LOC108135925|XP_017112358.1|DELE	LOC118463767|XP_035786475.1|AALB
OG0006109	LOC108150566|XP_017134299.1|DELE	LOC118466030|XP_035790747.1|AALB
OG0006110	LOC108135679|XP_017112006.1|DELE	LOC118465149|XP_035788988.1|AALB
OG0006111	LOC108145480|XP_017126424.1|DELE	LOC118462739|XP_035784591.1|AALB
OG0006112	LOC108144229|XP_017124394.1|DELE	LOC118464947|XP_035788629.1|AALB
OG0006113	LOC108146953|XP_017128697.1|DELE	LOC118464940|XP_035788619.1|AALB
OG0006114	LOC108148868|XP_017131657.1|DELE	LOC118463464|XP_035785947.1|AALB
OG0006115	LOC108137928|XP_017115364.1|DELE	LOC118463683|XP_035786342.1|AALB
OG0006116	LOC108144762|XP_017125358.1|DELE	LOC118465729|XP_035790083.1|AALB
OG0006117	LOC108144577|XP_017125058.1|DELE	LOC118465024|XP_035788782.1|AALB
OG0006118	LOC108144438|XP_017124811.1|DELE	LOC118463366|XP_035785778.1|AALB
OG0006119	LOC108134670|XP_017110554.1|DELE	LOC118464202|XP_035787254.1|AALB
OG0006120	LOC108144832|XP_017125458.1|DELE	LOC118466019|XP_035790728.1|AALB
OG0006121	LOC108146794|XP_017128452.1|DELE	LOC118463280|XP_035785649.1|AALB
OG0006122	LOC108145279|XP_017126067.1|DELE	LOC118464654|XP_035788014.1|AALB
OG0006123	LOC108144777|XP_017125375.1|DELE	LOC118463071|XP_035785223.1|AALB
OG0006124	LOC108136723|XP_017113535.1|DELE	LOC118463073|XP_035785225.1|AALB
OG0006125	LOC108146803|XP_017128471.1|DELE	LOC118464697|XP_035788112.1|AALB
OG0006126	LOC108146857|XP_017128563.1|DELE	LOC118462731|XP_035784570.1|AALB
OG0006127	LOC108136091|XP_017112551.1|DELE	LOC118462717|XP_035784554.1|AALB
OG0006128	LOC108136135|XP_017112618.1|DELE	LOC118465685|XP_035790009.1|AALB
OG0006129	LOC108136119|XP_017112591.1|DELE	LOC118465824|XP_035790304.1|AALB
OG0006130	LOC108136112|XP_017112581.1|DELE	LOC118463868|XP_035786678.1|AALB
OG0006131	LOC108136088|XP_017112545.1|DELE	LOC118466316|XP_035791321.1|AALB
OG0006132	LOC108136098|XP_017112559.1|DELE	LOC118464345|XP_035787558.1|AALB
OG0006133	LOC108136113|XP_017112582.1|DELE	LOC118466317|XP_035791323.1|AALB
OG0006134	LOC108136094|XP_017112554.1|DELE	LOC118466312|XP_035791316.1|AALB
