Orthogroup	DELE.longest_only	AAEG.longest_only
OG0006712	LOC108145963|XP_017127171.1|DELE	LOC5568326|XP_021697052.1|AAEG
OG0006713	LOC108150346|XP_017133964.1|DELE	LOC5568323|XP_021697067.1|AAEG
OG0006714	LOC108150345|XP_017133963.1|DELE	LOC5568322|XP_001652200.1|AAEG
OG0006715	LOC108142700|XP_017122204.1|DELE	LOC5568301|XP_001652178.2|AAEG
OG0006716	LOC108138752|XP_017116643.1|DELE	LOC5568300|XP_021697096.1|AAEG
OG0006717	LOC108146863|XP_017128578.1|DELE	LOC5568299|XP_001652176.1|AAEG
OG0006718	LOC108146937|XP_017128677.1|DELE	LOC5568296|XP_001652173.1|AAEG
OG0006719	LOC108146994|XP_017128748.1|DELE	LOC5568293|XP_021697100.1|AAEG
OG0006720	LOC108135700|XP_017112030.1|DELE	LOC110675714|XP_021697113.1|AAEG
OG0006721	LOC108146856|XP_017128561.1|DELE	LOC5571810|XP_001659942.1|AAEG
OG0006722	LOC108146399|XP_017127888.1|DELE	LOC5571811|XP_021697116.1|AAEG
OG0006723	LOC108135281|XP_017111451.1|DELE	LOC5574704|XP_021697229.1|AAEG
OG0006724	LOC108143065|XP_017122768.1|DELE	LOC5572699|XP_001660517.1|AAEG
OG0006725	LOC108142972|XP_017122611.1|DELE	LOC5572697|XP_001660516.1|AAEG
OG0006726	LOC108139215|XP_017117356.1|DELE	LOC5572696|XP_001660515.1|AAEG
OG0006727	LOC108142969|XP_017122608.1|DELE	LOC5572694|XP_021697243.1|AAEG
OG0006728	LOC108142911|XP_017122488.1|DELE	LOC5571605|XP_001653725.2|AAEG
OG0006729	LOC108149760|XP_017133064.1|DELE	LOC5570741|XP_021697358.1|AAEG
OG0006730	LOC108149758|XP_017133060.1|DELE	LOC5576648|XP_001662804.1|AAEG
OG0006731	LOC108135272|XP_017111439.1|DELE	LOC5564512|XP_021697371.1|AAEG
OG0006732	LOC108146381|XP_017127864.1|DELE	LOC5565659|XP_021697379.1|AAEG
OG0006733	LOC108142230|XP_017121437.1|DELE	LOC5577724|XP_001656668.1|AAEG
OG0006734	LOC108142734|XP_017122248.1|DELE	LOC5574452|XP_021697405.1|AAEG
OG0006735	LOC108147490|XP_017129534.1|DELE	LOC5571389|XP_021697404.1|AAEG
OG0006736	LOC108147544|XP_017129618.1|DELE	LOC5579060|XP_001657257.2|AAEG
OG0006737	LOC108135504|XP_017111737.1|DELE	LOC5567091|XP_001651451.1|AAEG
OG0006738	LOC108147590|XP_017129719.1|DELE	LOC5576075|XP_001662412.1|AAEG
OG0006739	LOC108147448|XP_017129465.1|DELE	LOC5576082|XP_001662411.1|AAEG
OG0006740	LOC108135560|XP_017111806.1|DELE	LOC5576078|XP_001662409.1|AAEG
OG0006741	LOC108135559|XP_017111804.1|DELE	LOC5576076|XP_001662408.2|AAEG
OG0006742	LOC108140558|XP_017118909.1|DELE	LOC5578252|XP_021697471.1|AAEG
OG0006743	LOC108148997|XP_017131833.1|DELE	LOC5578257|XP_021697473.1|AAEG
OG0006744	LOC108150338|XP_017133954.1|DELE	LOC5576852|XP_021697528.1|AAEG
OG0006745	LOC108135100|XP_017111165.1|DELE	LOC5574228|XP_021697557.1|AAEG
OG0006746	LOC108147465|XP_017129491.1|DELE	LOC5574062|XP_021697583.1|AAEG
OG0006747	LOC108147530|XP_017129603.1|DELE	LOC5574061|XP_021697595.1|AAEG
OG0006748	LOC108137317|XP_017114432.1|DELE	LOC5567758|XP_021697604.1|AAEG
OG0006749	LOC108146192|XP_017127591.1|DELE	LOC5564953|XP_021697669.1|AAEG
OG0006750	LOC108137647|XP_017114962.1|DELE	LOC5573546|XP_021697677.1|AAEG
OG0006752	LOC108145666|XP_017126708.1|DELE	LOC5565551|XP_001649918.2|AAEG
OG0006753	LOC108145731|XP_017126783.1|DELE	LOC5565561|XP_001649914.2|AAEG
OG0006754	LOC108146000|XP_017127243.1|DELE	LOC5565536|XP_021697747.1|AAEG
OG0006755	LOC108146151|XP_017127504.1|DELE	LOC5565556|XP_001649893.1|AAEG
OG0006756	LOC108142852|XP_017122409.1|DELE	LOC5565532|XP_021697759.1|AAEG
OG0006757	LOC108142311|XP_017121552.1|DELE	LOC5563838|XP_001648155.1|AAEG
OG0006758	LOC108146138|XP_017127481.1|DELE	LOC5563841|XP_001648157.1|AAEG
OG0006759	LOC108146137|XP_017127479.1|DELE	LOC5563839|XP_021697761.1|AAEG
OG0006760	LOC108142567|XP_017122006.1|DELE	LOC5565543|XP_021697770.1|AAEG
OG0006761	LOC108148397|XP_017130918.1|DELE	LOC5564146|XP_001648476.1|AAEG
OG0006762	LOC108144163|XP_017124314.1|DELE	LOC5576549|XP_021697835.1|AAEG
OG0006763	LOC108139066|XP_017117180.1|DELE	LOC5573513|XP_001660911.1|AAEG
OG0006764	LOC108149767|XP_017133084.1|DELE	LOC5574925|XP_021697878.1|AAEG
OG0006765	LOC108139016|XP_017117112.1|DELE	LOC5566529|XP_001650919.1|AAEG
OG0006766	LOC108146281|XP_017127710.1|DELE	LOC5566494|XP_021697881.1|AAEG
OG0006767	LOC108142418|XP_017121762.1|DELE	LOC5575135|XP_001655512.2|AAEG
OG0006768	LOC108142410|XP_017121749.1|DELE	LOC5575136|XP_001655513.1|AAEG
OG0006769	LOC108142804|XP_017122351.1|DELE	LOC5575137|XP_001655514.1|AAEG
OG0006770	LOC108147401|XP_017129327.1|DELE	LOC5578617|XP_001657036.2|AAEG
OG0006771	LOC108137658|XP_017114981.1|DELE	LOC5571183|XP_021697944.1|AAEG
OG0006772	LOC108149577|XP_017132700.1|DELE	LOC5571188|XP_001653516.2|AAEG
OG0006773	LOC108145965|XP_017127185.1|DELE	LOC5573990|XP_021697979.1|AAEG
OG0006774	LOC108145982|XP_017127206.1|DELE	LOC5573997|XP_021698005.1|AAEG
OG0006775	LOC108146717|XP_017128294.1|DELE	LOC5573999|XP_001661086.1|AAEG
OG0006776	LOC108146304|XP_017127745.1|DELE	LOC5568730|XP_001658110.2|AAEG
OG0006777	LOC108146723|XP_017128304.1|DELE	LOC5574003|XP_001661090.1|AAEG
OG0006778	LOC108146434|XP_017127927.1|DELE	LOC5574004|XP_021698010.1|AAEG
OG0006779	LOC108146180|XP_017127575.1|DELE	LOC5574358|XP_021698013.1|AAEG
OG0006780	LOC108142709|XP_017122217.1|DELE	LOC5568735|XP_021698016.1|AAEG
OG0006781	LOC108147509|XP_017129568.1|DELE	LOC5568743|XP_021698045.1|AAEG
OG0006782	LOC108145973|XP_017127191.1|DELE	LOC5568748|XP_001658129.2|AAEG
OG0006783	LOC108141263|XP_017120004.1|DELE	LOC5566824|XP_021698068.1|AAEG
OG0006784	LOC108146007|XP_017127252.1|DELE	LOC5569157|XP_021698137.1|AAEG
OG0006785	LOC108149128|XP_017132022.1|DELE	LOC5572098|XP_021698148.1|AAEG
OG0006786	LOC108138834|XP_017116835.1|DELE	LOC5569163|XP_021698171.1|AAEG
OG0006787	LOC108135643|XP_017111954.1|DELE	LOC5574864|XP_021698278.1|AAEG
OG0006788	LOC108135644|XP_017111956.1|DELE	LOC5574863|XP_001661687.2|AAEG
OG0006789	LOC108150031|XP_017133481.1|DELE	LOC5575957|XP_001662311.1|AAEG
OG0006790	LOC108147932|XP_017130204.1|DELE	LOC5574862|XP_001661688.1|AAEG
OG0006791	LOC108146888|XP_017128610.1|DELE	LOC5565671|XP_001650026.1|AAEG
OG0006792	LOC108150111|XP_017133564.1|DELE	LOC5574453|XP_001661470.1|AAEG
OG0006793	LOC108150207|XP_017133708.1|DELE	LOC5564220|XP_001648568.2|AAEG
OG0006794	LOC108145111|XP_017125803.1|DELE	LOC5564228|XP_001648564.1|AAEG
OG0006795	LOC108146354|XP_017127820.1|DELE	LOC5564217|XP_001648559.2|AAEG
OG0006796	LOC108146930|XP_017128669.1|DELE	LOC5564317|XP_001648653.1|AAEG
OG0006797	LOC108141690|XP_017120659.1|DELE	LOC5564300|XP_001648651.1|AAEG
OG0006798	LOC108150252|XP_017133806.1|DELE	LOC5569020|XP_001658276.1|AAEG
OG0006799	LOC108150195|XP_017133693.1|DELE	LOC5574158|XP_021698429.1|AAEG
OG0006800	LOC108146658|XP_017128192.1|DELE	LOC5569603|XP_001652883.2|AAEG
OG0006801	LOC108137408|XP_017114555.1|DELE	LOC5577968|XP_001663631.1|AAEG
OG0006802	LOC108144887|XP_017125535.1|DELE	LOC5570796|XP_021698590.1|AAEG
OG0006803	LOC108144583|XP_017125066.1|DELE	LOC5570783|XP_001653286.2|AAEG
OG0006804	LOC108150364|XP_017133990.1|DELE	LOC5570793|XP_021698604.1|AAEG
OG0006805	LOC108145026|XP_017125697.1|DELE	LOC5570791|XP_021698606.1|AAEG
OG0006806	LOC108146217|XP_017127624.1|DELE	LOC5579155|XP_021698640.1|AAEG
OG0006807	LOC108146052|XP_017127346.1|DELE	LOC5568754|XP_021698685.1|AAEG
OG0006808	LOC108143552|XP_017123550.1|DELE	LOC5572534|XP_001654061.2|AAEG
OG0006809	LOC108145665|XP_017126707.1|DELE	LOC5572289|XP_001653975.2|AAEG
OG0006810	LOC108146133|XP_017127473.1|DELE	LOC5572287|XP_001653972.2|AAEG
OG0006811	LOC108148986|XP_017131817.1|DELE	LOC5572286|XP_001653971.2|AAEG
OG0006812	LOC108147510|XP_017129570.1|DELE	LOC23687584|XP_021698727.1|AAEG
OG0006813	LOC108136754|XP_017113593.1|DELE	LOC5572277|XP_021698748.1|AAEG
OG0006814	LOC108146846|XP_017128537.1|DELE	LOC5572195|XP_001653862.1|AAEG
OG0006815	LOC108146019|XP_017127284.1|DELE	LOC5564563|XP_021698821.1|AAEG
OG0006816	LOC108146095|XP_017127411.1|DELE	LOC5571886|XP_021698823.1|AAEG
OG0006817	LOC108146372|XP_017127850.1|DELE	LOC5566090|XP_001650458.2|AAEG
OG0006818	LOC108146497|XP_017128018.1|DELE	LOC5566034|XP_021698857.1|AAEG
OG0006819	LOC108146006|XP_017127249.1|DELE	LOC5574351|XP_001661386.2|AAEG
OG0006820	LOC108146293|XP_017127727.1|DELE	LOC5574348|XP_021698908.1|AAEG
OG0006821	LOC108134519|XP_017110346.1|DELE	LOC5574342|XP_021698910.1|AAEG
OG0006822	LOC108143513|XP_017123475.1|DELE	LOC5577977|XP_021698914.1|AAEG
OG0006823	LOC108146879|XP_017128600.1|DELE	LOC5574338|XP_001661371.1|AAEG
OG0006824	LOC108147562|XP_017129639.1|DELE	LOC5574333|XP_001661366.1|AAEG
OG0006825	LOC108146881|XP_017128603.1|DELE	LOC5577266|XP_021698973.1|AAEG
OG0006826	LOC108146972|XP_017128718.1|DELE	LOC5577270|XP_021698987.1|AAEG
OG0006827	LOC108141193|XP_017119926.1|DELE	LOC5573289|XP_021699051.1|AAEG
OG0006828	LOC108142071|XP_017121246.1|DELE	LOC5573299|XP_021699066.1|AAEG
OG0006829	LOC108147540|XP_017129614.1|DELE	LOC5575939|XP_001662292.2|AAEG
OG0006830	LOC108146147|XP_017127492.1|DELE	LOC5577292|XP_021699169.1|AAEG
OG0006831	LOC108147502|XP_017129559.1|DELE	LOC5572503|XP_001660443.2|AAEG
OG0006832	LOC108147535|XP_017129608.1|DELE	LOC5577144|XP_021699221.1|AAEG
OG0006833	LOC108142373|XP_017121691.1|DELE	LOC5577147|XP_021699228.1|AAEG
OG0006834	LOC108143755|XP_017123774.1|DELE	LOC5573014|XP_001654342.2|AAEG
OG0006835	LOC108146267|XP_017127696.1|DELE	LOC5573011|XP_021699250.1|AAEG
OG0006836	LOC108146500|XP_017128025.1|DELE	LOC5573010|XP_001654338.2|AAEG
OG0006837	LOC108146334|XP_017127788.1|DELE	LOC5573001|XP_001654328.1|AAEG
OG0006838	LOC108150342|XP_017133959.1|DELE	LOC5574542|XP_021699261.1|AAEG
OG0006839	LOC108146423|XP_017127917.1|DELE	LOC5574541|XP_021699268.1|AAEG
OG0006840	LOC108135256|XP_017111413.1|DELE	LOC5578845|XP_021699292.1|AAEG
OG0006841	LOC108146124|XP_017127458.1|DELE	LOC5578859|XP_021699353.1|AAEG
OG0006842	LOC108146143|XP_017127487.1|DELE	LOC5571041|XP_021699362.1|AAEG
OG0006843	LOC108136271|XP_017112829.1|DELE	LOC110676304|XP_021699379.1|AAEG
OG0006844	LOC108140544|XP_017118870.1|DELE	LOC5578061|XP_001663683.2|AAEG
OG0006845	LOC108146691|XP_017128237.1|DELE	LOC5570325|XP_001653153.1|AAEG
OG0006846	LOC108142820|XP_017122370.1|DELE	LOC5570323|XP_021699516.1|AAEG
OG0006847	LOC108142745|XP_017122260.1|DELE	LOC5578493|XP_021699519.1|AAEG
OG0006848	LOC108145206|XP_017125936.1|DELE	LOC5570720|XP_001659313.2|AAEG
OG0006849	LOC108147512|XP_017129574.1|DELE	LOC5576986|XP_001663087.2|AAEG
OG0006850	LOC108147527|XP_017129600.1|DELE	LOC5576985|XP_001663086.2|AAEG
OG0006851	LOC108147444|XP_017129458.1|DELE	LOC5576984|XP_021699580.1|AAEG
OG0006852	LOC108149745|XP_017133019.1|DELE	LOC5570872|XP_001659378.1|AAEG
OG0006853	LOC108147391|XP_017129316.1|DELE	LOC5569275|XP_021699681.1|AAEG
OG0006854	LOC108141508|XP_017120425.1|DELE	LOC5578326|XP_021699692.1|AAEG
OG0006855	LOC108146905|XP_017128636.1|DELE	LOC5575625|XP_021699709.1|AAEG
OG0006856	LOC108138742|XP_017116629.1|DELE	LOC5573556|XP_021699711.1|AAEG
OG0006857	LOC108136896|XP_017113846.1|DELE	LOC110676379|XP_021699724.1|AAEG
OG0006858	LOC108135594|XP_017111886.1|DELE	LOC5576383|XP_021699727.1|AAEG
OG0006859	LOC108149606|XP_017132792.1|DELE	LOC5569576|XP_001658637.2|AAEG
OG0006860	LOC108149759|XP_017133061.1|DELE	LOC5567709|XP_021699758.1|AAEG
OG0006861	LOC108144989|XP_017125631.1|DELE	LOC5567692|XP_021699794.1|AAEG
OG0006862	LOC108142809|XP_017122359.1|DELE	LOC5565716|XP_001650075.2|AAEG
OG0006863	LOC108136660|XP_017113473.1|DELE	LOC5564741|XP_021699864.1|AAEG
OG0006864	LOC108144991|XP_017125639.1|DELE, LOC108137416|XP_017114567.1|DELE	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG
OG0006865	LOC108140681|XP_017119116.1|DELE	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG
OG0006866	LOC108137547|XP_017114760.1|DELE	LOC5574641|XP_001661556.2|AAEG
OG0006867	LOC108144192|XP_017124346.1|DELE	LOC110676410|XP_021699895.1|AAEG
OG0006868	LOC108144540|XP_017125000.1|DELE	LOC5574640|XP_021699897.1|AAEG
OG0006869	LOC108138702|XP_017116542.1|DELE	LOC5574645|XP_021699909.1|AAEG
OG0006870	LOC108149777|XP_017133117.1|DELE	LOC5572042|XP_001660147.3|AAEG
OG0006871	LOC108145464|XP_017126399.1|DELE	LOC5572050|XP_001660156.2|AAEG
OG0006872	LOC108149584|XP_017132708.1|DELE	LOC110676417|XP_021699960.1|AAEG
OG0006873	LOC108145228|XP_017125981.1|DELE	LOC5564188|XP_021699967.1|AAEG
OG0006874	LOC108138013|XP_017115475.1|DELE, LOC108135014|XP_017111036.1|DELE	LOC5574548|XP_001661497.1|AAEG
OG0006875	LOC108149448|XP_017132527.1|DELE	LOC5574376|XP_021700082.1|AAEG
OG0006876	LOC108144498|XP_017124919.1|DELE	LOC5574374|XP_021700091.1|AAEG
OG0006877	LOC108149276|XP_017132211.1|DELE	LOC23687406|XP_021700101.1|AAEG
OG0006878	LOC108148147|XP_017130509.1|DELE	LOC5574390|XP_001661408.2|AAEG
OG0006879	LOC108144655|XP_017125188.1|DELE	LOC5575906|XP_021700113.1|AAEG
OG0006880	LOC108150506|XP_017134211.1|DELE	LOC5575901|XP_001662278.1|AAEG
OG0006881	LOC108138812|XP_017116794.1|DELE	LOC5574362|XP_001661395.3|AAEG
OG0006882	LOC108149844|XP_017133210.1|DELE	LOC5571154|XP_001653470.1|AAEG
OG0006883	LOC108150557|XP_017134279.1|DELE	LOC5575437|XP_021700362.1|AAEG
OG0006884	LOC108138794|XP_017116762.1|DELE	LOC5575441|XP_021700369.1|AAEG
OG0006885	LOC108135346|XP_017111527.1|DELE	LOC5575449|XP_021700372.1|AAEG
OG0006886	LOC108148771|XP_017131466.1|DELE	LOC5578152|XP_001663724.2|AAEG
OG0006887	LOC108136245|XP_017112773.1|DELE	LOC5578153|XP_021700394.1|AAEG
OG0006888	LOC108141915|XP_017121024.1|DELE	LOC5578155|XP_021700401.1|AAEG
OG0006889	LOC108150559|XP_017134281.1|DELE	LOC5578158|XP_001663730.1|AAEG
OG0006890	LOC108139017|XP_017117109.1|DELE	LOC5571936|XP_001660046.2|AAEG
OG0006891	LOC108138311|XP_017115956.1|DELE	LOC5571942|XP_021700428.1|AAEG
OG0006892	LOC108149553|XP_017132683.1|DELE	LOC5571945|XP_001660049.1|AAEG
OG0006893	LOC108145351|XP_017126233.1|DELE	LOC5571947|XP_001660051.2|AAEG
OG0006894	LOC108145330|XP_017126205.1|DELE	LOC5571949|XP_021700441.1|AAEG
OG0006895	LOC108140792|XP_017119280.1|DELE	LOC5569506|XP_021700483.1|AAEG
OG0006896	LOC108138302|XP_017115946.1|DELE	LOC5569507|XP_021700485.1|AAEG
OG0006897	LOC108141880|XP_017120975.1|DELE	LOC5569512|XP_021700487.1|AAEG
OG0006898	LOC108149514|XP_017132630.1|DELE	LOC5568223|XP_001652155.2|AAEG
OG0006899	LOC108148048|XP_017130386.1|DELE	LOC5580327|XP_001663279.1|AAEG
OG0006900	LOC108149970|XP_017133378.1|DELE	LOC5569011|XP_001652665.1|AAEG
OG0006901	LOC108149055|XP_017131893.1|DELE	LOC5564161|XP_001648490.1|AAEG
OG0006902	LOC108141659|XP_017120622.1|DELE	LOC5565619|XP_001649973.1|AAEG
OG0006903	LOC108148632|XP_017131233.1|DELE	LOC5566449|XP_001650817.2|AAEG
OG0006904	LOC108149481|XP_017132586.1|DELE	LOC5565700|XP_001650043.1|AAEG
OG0006905	LOC108138893|XP_017116916.1|DELE	LOC5565680|XP_001650055.2|AAEG
OG0006906	LOC108138832|XP_017116828.1|DELE	LOC5570925|XP_001653405.2|AAEG
OG0006907	LOC108141790|XP_017120800.1|DELE	LOC5570922|XP_021700604.1|AAEG
OG0006908	LOC108138970|XP_017117041.1|DELE	LOC5570916|XP_001653395.1|AAEG
OG0006909	LOC108142122|XP_017121309.1|DELE	LOC5570914|XP_001653393.1|AAEG
OG0006910	LOC108141881|XP_017120979.1|DELE	LOC5570913|XP_021700629.1|AAEG
OG0006911	LOC108147703|XP_017129913.1|DELE	LOC5574739|XP_021700699.1|AAEG
OG0006912	LOC108138904|XP_017116944.1|DELE	LOC5571728|XP_021700724.1|AAEG
OG0006913	LOC108138235|XP_017115848.1|DELE	LOC5571738|XP_021700728.1|AAEG
OG0006914	LOC108146756|XP_017128379.1|DELE	LOC5571737|XP_021700731.1|AAEG
OG0006915	LOC108138810|XP_017116793.1|DELE	LOC5571734|XP_021700733.1|AAEG
OG0006916	LOC108149353|XP_017132332.1|DELE	LOC5571740|XP_021700738.1|AAEG
OG0006917	LOC108138159|XP_017115736.1|DELE	LOC5571433|XP_021700741.1|AAEG
OG0006918	LOC108138351|XP_017116011.1|DELE	LOC5571429|XP_001659681.1|AAEG
OG0006919	LOC108141885|XP_017120983.1|DELE	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG
OG0006920	LOC108134529|XP_017110364.1|DELE	LOC5566347|XP_021700770.1|AAEG
OG0006921	LOC108134714|XP_017110601.1|DELE	LOC5569682|XP_021700789.1|AAEG
OG0006922	LOC108149534|XP_017132655.1|DELE	LOC5570429|XP_001659136.1|AAEG
OG0006923	LOC108134733|XP_017110636.1|DELE	LOC5570430|XP_021700795.1|AAEG
OG0006924	LOC108137057|XP_017114053.1|DELE	LOC5572672|XP_001654138.1|AAEG
OG0006925	LOC108149030|XP_017131868.1|DELE	LOC5572641|XP_021700802.1|AAEG
OG0006926	LOC108147972|XP_017130260.1|DELE	LOC5572653|XP_001654153.2|AAEG
OG0006927	LOC108148034|XP_017130363.1|DELE	LOC5572654|XP_021700823.1|AAEG
OG0006928	LOC108147980|XP_017130278.1|DELE	LOC5572656|XP_021700826.1|AAEG
OG0006929	LOC108134980|XP_017111001.1|DELE	LOC5574315|XP_001655092.2|AAEG
OG0006930	LOC108138916|XP_017116964.1|DELE	LOC5579442|XP_021700855.1|AAEG
OG0006931	LOC108138184|XP_017115786.1|DELE	LOC5565756|XP_001650128.2|AAEG
OG0006932	LOC108141895|XP_017120995.1|DELE	LOC5565777|XP_001650136.1|AAEG
OG0006933	LOC108141688|XP_017120656.1|DELE	LOC5565757|XP_021700902.1|AAEG
OG0006934	LOC108147206|XP_017129051.1|DELE	LOC5564835|XP_021700940.1|AAEG
OG0006935	LOC108138285|XP_017115930.1|DELE	LOC5565351|XP_001649746.1|AAEG
OG0006936	LOC108135250|XP_017111403.1|DELE	LOC5569176|XP_021701029.1|AAEG
OG0006937	LOC108142102|XP_017121285.1|DELE	LOC5569180|XP_001652760.1|AAEG
OG0006938	LOC108141894|XP_017120994.1|DELE	LOC5569181|XP_011493383.1|AAEG
OG0006939	LOC108136330|XP_017112921.1|DELE	LOC5569183|XP_001652766.1|AAEG
OG0006940	LOC108138299|XP_017115943.1|DELE	LOC5564492|XP_001648832.1|AAEG
OG0006941	LOC108134499|XP_017110312.1|DELE	LOC5566991|XP_021701107.1|AAEG
OG0006942	LOC108149778|XP_017133121.1|DELE	LOC5566521|XP_021701142.1|AAEG
OG0006943	LOC108150483|XP_017134177.1|DELE	LOC5571666|XP_001653753.2|AAEG
OG0006944	LOC108147941|XP_017130215.1|DELE	LOC5571664|XP_021701188.1|AAEG
OG0006945	LOC108149450|XP_017132531.1|DELE	LOC5571661|XP_021701189.1|AAEG
OG0006946	LOC108136889|XP_017113833.1|DELE	LOC5571642|XP_001653737.2|AAEG
OG0006947	LOC108138981|XP_017117055.1|DELE	LOC5571643|XP_001653736.1|AAEG
OG0006948	LOC108138350|XP_017116009.1|DELE	LOC5571647|XP_001653732.1|AAEG
OG0006949	LOC108138787|XP_017116752.1|DELE	LOC5575675|XP_001655804.1|AAEG
OG0006950	LOC108146852|XP_017128555.1|DELE	LOC5573845|XP_001654882.1|AAEG
OG0006951	LOC108141806|XP_017120857.1|DELE	LOC23687432|XP_021701306.1|AAEG
OG0006952	LOC108135807|XP_017112172.1|DELE	LOC5573803|XP_001661053.1|AAEG
OG0006953	LOC108135640|XP_017111950.1|DELE	LOC5568799|XP_001658164.1|AAEG
OG0006954	LOC108138326|XP_017115977.1|DELE	LOC5568801|XP_001658166.2|AAEG
OG0006955	LOC108136939|XP_017113905.1|DELE	LOC5568807|XP_001658168.2|AAEG
OG0006956	LOC108138756|XP_017116648.1|DELE	LOC5568815|XP_001658181.2|AAEG
OG0006957	LOC108149436|XP_017132507.1|DELE	LOC5568816|XP_021701325.1|AAEG
OG0006958	LOC108144804|XP_017125418.1|DELE	LOC5568817|XP_001658183.2|AAEG
OG0006959	LOC108146461|XP_017127963.1|DELE	LOC5568819|XP_001658185.1|AAEG
OG0006960	LOC108149233|XP_017132158.1|DELE	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG
OG0006961	LOC108139052|XP_017117159.1|DELE	LOC5568830|XP_021701344.1|AAEG
OG0006962	LOC108148006|XP_017130323.1|DELE	LOC5564978|XP_001649330.2|AAEG
OG0006963	LOC108141780|XP_017120776.1|DELE	LOC5570300|XP_021701406.1|AAEG
OG0006964	LOC108142042|XP_017121210.1|DELE	LOC5577475|XP_001656501.2|AAEG
OG0006965	LOC108149458|XP_017132538.1|DELE	LOC5578795|XP_001657167.2|AAEG
OG0006966	LOC108141853|XP_017120933.1|DELE	LOC5578794|XP_001657165.1|AAEG
OG0006967	LOC108143566|XP_017123564.1|DELE	LOC5578793|XP_001657164.2|AAEG
OG0006968	LOC108144422|XP_017124764.1|DELE	LOC5578768|XP_021701446.1|AAEG
OG0006969	LOC108150340|XP_017133956.1|DELE	LOC5578753|XP_001657121.1|AAEG
OG0006970	LOC108147268|XP_017129162.1|DELE	LOC5570954|XP_021701486.1|AAEG
OG0006971	LOC108148049|XP_017130388.1|DELE	LOC5576430|XP_001662635.1|AAEG
OG0006972	LOC108134505|XP_017110318.1|DELE	LOC5576427|XP_001662630.2|AAEG
OG0006973	LOC108145446|XP_017126369.1|DELE	LOC5577727|XP_021697246.1|AAEG
OG0006974	LOC108135258|XP_017111415.1|DELE	LOC5565282|XP_001649622.2|AAEG
OG0006975	LOC108147789|XP_017130017.1|DELE	LOC5568241|XP_001657933.2|AAEG
OG0006976	LOC108137800|XP_017115193.1|DELE	LOC5570636|XP_021701628.1|AAEG
OG0006977	LOC108145174|XP_017125896.1|DELE	LOC5578973|XP_021701659.1|AAEG
OG0006978	LOC108138951|XP_017117019.1|DELE	LOC5576060|XP_021701664.1|AAEG
OG0006979	LOC108137870|XP_017115296.1|DELE	LOC5577127|XP_021701683.1|AAEG
OG0006980	LOC108149855|XP_017133224.1|DELE	LOC5576862|XP_001662958.1|AAEG
OG0006981	LOC108149394|XP_017132415.1|DELE	LOC5577187|XP_021701706.1|AAEG
OG0006982	LOC108141906|XP_017121013.1|DELE, LOC108138601|XP_017116380.1|DELE	LOC5577184|XP_021701707.1|AAEG
OG0006983	LOC108145463|XP_017126403.1|DELE	LOC5577190|XP_021701711.1|AAEG
OG0006984	LOC108150490|XP_017134187.1|DELE	LOC23687802|XP_021701713.1|AAEG
OG0006985	LOC108149241|XP_017132166.1|DELE	LOC5574881|XP_021701718.1|AAEG
OG0006986	LOC108138973|XP_017117046.1|DELE	LOC5574879|XP_001661689.1|AAEG
OG0006987	LOC108145122|XP_017125823.1|DELE	LOC5565864|XP_001650230.1|AAEG
OG0006988	LOC108149470|XP_017132570.1|DELE	LOC5564530|XP_021701754.1|AAEG
OG0006989	LOC108138273|XP_017115912.1|DELE	LOC5568486|XP_001658071.1|AAEG
OG0006990	LOC108141872|XP_017120955.1|DELE	LOC5573100|XP_021701800.1|AAEG
OG0006991	LOC108142965|XP_017122600.1|DELE	LOC5573091|XP_001654405.1|AAEG
OG0006992	LOC108147995|XP_017130299.1|DELE	LOC5564482|XP_021701933.1|AAEG
OG0006993	LOC108138770|XP_017116696.1|DELE	LOC5579471|XP_021702015.1|AAEG
OG0006994	LOC108138866|XP_017116882.1|DELE	LOC5563793|XP_021702026.1|AAEG
OG0006995	LOC108149228|XP_017132149.1|DELE	LOC5563857|XP_001648171.2|AAEG
OG0006996	LOC108149547|XP_017132673.1|DELE	LOC5575714|XP_001662161.1|AAEG
OG0006997	LOC108145392|XP_017126277.1|DELE	LOC5572015|XP_021702111.1|AAEG
OG0006998	LOC108143962|XP_017124049.1|DELE	LOC5567716|XP_001657637.2|AAEG
OG0006999	LOC108147977|XP_017130273.1|DELE	LOC5567313|XP_001651748.1|AAEG
OG0007000	LOC108137848|XP_017115264.1|DELE	LOC5576503|XP_001662695.1|AAEG
OG0007001	LOC108137952|XP_017115400.1|DELE	LOC5577601|XP_011492990.2|AAEG
OG0007002	LOC108138776|XP_017116725.1|DELE	LOC5575182|XP_021702262.1|AAEG
OG0007003	LOC108149738|XP_017133005.1|DELE	LOC5575180|XP_001655561.2|AAEG
OG0007004	LOC108147906|XP_017130156.1|DELE	LOC5575159|XP_021702294.1|AAEG
OG0007005	LOC108139062|XP_017117172.1|DELE	LOC5575158|XP_021702298.1|AAEG
OG0007006	LOC108148364|XP_017130877.1|DELE	LOC5566374|XP_021702362.1|AAEG
