Orthogroup	DELE.longest_only	ASTE.longest_only
OG0006117	LOC108144577|XP_017125058.1|DELE	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC108144438|XP_017124811.1|DELE	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC108134670|XP_017110554.1|DELE	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC108144832|XP_017125458.1|DELE	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC108146794|XP_017128452.1|DELE	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC108145279|XP_017126067.1|DELE	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC108144777|XP_017125375.1|DELE	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC108136723|XP_017113535.1|DELE	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC108146803|XP_017128471.1|DELE	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC108146857|XP_017128563.1|DELE	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC108136091|XP_017112551.1|DELE	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC108136135|XP_017112618.1|DELE	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC108136119|XP_017112591.1|DELE	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC108136112|XP_017112581.1|DELE	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC108136088|XP_017112545.1|DELE	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC108136098|XP_017112559.1|DELE	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC108136113|XP_017112582.1|DELE	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC108136094|XP_017112554.1|DELE	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC108136069|XP_017112519.1|DELE	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC108146806|XP_017128480.1|DELE	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC108136041|XP_017112461.1|DELE	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC108145376|XP_017126260.1|DELE	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC108149884|XP_017133269.1|DELE	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC108144770|XP_017125369.1|DELE	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC108144562|XP_017125037.1|DELE	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC108145969|XP_017127188.1|DELE	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC108146874|XP_017128594.1|DELE	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC108146951|XP_017128695.1|DELE	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC108142673|XP_017122168.1|DELE	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC108149368|XP_017132359.1|DELE	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC108143033|XP_017122720.1|DELE	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC108142523|XP_017121931.1|DELE	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC108146882|XP_017128604.1|DELE	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC108146880|XP_017128602.1|DELE	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC108141824|XP_017120892.1|DELE	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC108143994|XP_017124102.1|DELE	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC108144862|XP_017125500.1|DELE	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC108142896|XP_017122472.1|DELE	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC108143912|XP_017123981.1|DELE	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC108146889|XP_017128611.1|DELE	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC108149691|XP_017132946.1|DELE, LOC108136647|XP_017113462.1|DELE	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC108144885|XP_017125533.1|DELE	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC108143403|XP_017123273.1|DELE	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC108145288|XP_017126091.1|DELE	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC108149714|XP_017132968.1|DELE	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC108135792|XP_017112148.1|DELE	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC108148926|XP_017131732.1|DELE	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC108139325|XP_017117523.1|DELE	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC108144035|XP_017124156.1|DELE	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC108141195|XP_017119928.1|DELE	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC108143930|XP_017124004.1|DELE	LOC118507320|XP_035901604.1|ASTE
OG0006187	LOC108148500|XP_017131026.1|DELE	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC108138576|XP_017116347.1|DELE	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC108138578|XP_017116352.1|DELE	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC108143012|XP_017122690.1|DELE	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC108147181|XP_017129011.1|DELE	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC108137594|XP_017114814.1|DELE	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC108147688|XP_017129889.1|DELE	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC108141621|XP_017120576.1|DELE	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC108148180|XP_017130571.1|DELE	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC108139357|XP_017117570.1|DELE	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC108145292|XP_017126096.1|DELE	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC108142282|XP_017121500.1|DELE	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC108143858|XP_017123909.1|DELE	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC108140725|XP_017119182.1|DELE	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC108136517|XP_017113266.1|DELE	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC108136665|XP_017113479.1|DELE	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC108136253|XP_017112787.1|DELE	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC108136991|XP_017113975.1|DELE	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC108137421|XP_017114573.1|DELE	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC108134935|XP_017110944.1|DELE	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC108149387|XP_017132405.1|DELE	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC108146040|XP_017127325.1|DELE	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC108136608|XP_017113415.1|DELE	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC108136417|XP_017113013.1|DELE	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC108149519|XP_017132636.1|DELE	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC108149518|XP_017132635.1|DELE	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC108141620|XP_017120575.1|DELE	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC108136441|XP_017113089.1|DELE	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC108136336|XP_017112929.1|DELE	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC108149498|XP_017132610.1|DELE	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC108150395|XP_017134038.1|DELE	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC108135698|XP_017112028.1|DELE	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC108143104|XP_017122815.1|DELE	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC108142906|XP_017122482.1|DELE	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC108144407|XP_017124731.1|DELE	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC108137403|XP_017114551.1|DELE	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC108141197|XP_017119934.1|DELE	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC108143284|XP_017123088.1|DELE	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC108142431|XP_017121779.1|DELE	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC108143383|XP_017123237.1|DELE	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC108145284|XP_017126077.1|DELE	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC108149983|XP_017133395.1|DELE	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC108138523|XP_017116272.1|DELE	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC108138549|XP_017116309.1|DELE	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC108138448|XP_017116137.1|DELE	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC108149982|XP_017133394.1|DELE	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC108134890|XP_017110882.1|DELE	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC108137409|XP_017114557.1|DELE	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC108145572|XP_017126574.1|DELE	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC108140935|XP_017119492.1|DELE	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC108148549|XP_017131086.1|DELE	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC108149981|XP_017133392.1|DELE	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC108137732|XP_017115120.1|DELE	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC108139266|XP_017117443.1|DELE	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC108142955|XP_017122585.1|DELE	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC108136212|XP_017112708.1|DELE	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC108149625|XP_017132844.1|DELE	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC108140791|XP_017119274.1|DELE	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC108134969|XP_017110985.1|DELE	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC108136511|XP_017113260.1|DELE	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC108148646|XP_017131260.1|DELE	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC108148644|XP_017131257.1|DELE	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC108136210|XP_017112707.1|DELE	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC108141995|XP_017121148.1|DELE	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC108137398|XP_017114546.1|DELE	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC108150023|XP_017133472.1|DELE	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC108137276|XP_017114363.1|DELE	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC108136570|XP_017113367.1|DELE	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC108139356|XP_017117569.1|DELE	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC108137277|XP_017114365.1|DELE	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC108138200|XP_017115806.1|DELE	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC108137332|XP_017114453.1|DELE	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC108136251|XP_017112778.1|DELE	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC108136165|XP_017112651.1|DELE	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC108141410|XP_017120262.1|DELE	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC108136314|XP_017112901.1|DELE	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC108136596|XP_017113399.1|DELE	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC108134637|XP_017110513.1|DELE	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC108143105|XP_017122816.1|DELE	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC108137255|XP_017114328.1|DELE	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC108135870|XP_017112262.1|DELE	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC108138573|XP_017116344.1|DELE	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC108145056|XP_017125725.1|DELE	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC108141007|XP_017119574.1|DELE	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC108146323|XP_017127776.1|DELE	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC108135873|XP_017112263.1|DELE	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC108136185|XP_017112672.1|DELE	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC108135420|XP_017111629.1|DELE	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC108140878|XP_017119397.1|DELE	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC108140877|XP_017119396.1|DELE	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC108147602|XP_017129731.1|DELE	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC108150396|XP_017134042.1|DELE	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC108146387|XP_017127870.1|DELE	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC108141224|XP_017119965.1|DELE	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC108137011|XP_017114000.1|DELE	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC108135438|XP_017111668.1|DELE	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC108144040|XP_017124167.1|DELE	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC108136818|XP_017113711.1|DELE	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC108136504|XP_017113232.1|DELE	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC108138325|XP_017115976.1|DELE	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC108149999|XP_017133425.1|DELE	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC108145660|XP_017126702.1|DELE	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC108147687|XP_017129886.1|DELE	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC108137584|XP_017114803.1|DELE	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC108134845|XP_017110795.1|DELE	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC108148149|XP_017130511.1|DELE	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC108147732|XP_017129949.1|DELE	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC108135910|XP_017112317.1|DELE	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC108141172|XP_017119892.1|DELE	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC108147725|XP_017129943.1|DELE	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC108144579|XP_017125064.1|DELE	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC108144551|XP_017125014.1|DELE	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC108148625|XP_017131213.1|DELE	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC108143922|XP_017123995.1|DELE	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC108147656|XP_017129825.1|DELE	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC108136434|XP_017113080.1|DELE	LOC118504534|XP_035894989.1|ASTE
OG0006312	LOC108136610|XP_017113418.1|DELE	LOC118504498|XP_035894918.1|ASTE
OG0006313	LOC108138550|XP_017116310.1|DELE	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC108134819|XP_017110761.1|DELE	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC108142950|XP_017122572.1|DELE	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC108140900|XP_017119433.1|DELE	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC108138592|XP_017116372.1|DELE	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC108134869|XP_017110847.1|DELE	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC108141527|XP_017120449.1|DELE	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC108137335|XP_017114456.1|DELE	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC108136523|XP_017113287.1|DELE	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC108137406|XP_017114553.1|DELE	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC108134822|XP_017110765.1|DELE	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC108136277|XP_017112846.1|DELE	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC108140779|XP_017119256.1|DELE	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC108136128|XP_017112608.1|DELE	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC108149005|XP_017131838.1|DELE	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC108137363|XP_017114488.1|DELE	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC108136269|XP_017112817.1|DELE	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC108143855|XP_017123906.1|DELE	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC108137310|XP_017114424.1|DELE	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC108150012|XP_017133454.1|DELE	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC108136501|XP_017113224.1|DELE	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC108136447|XP_017113101.1|DELE	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC108148922|XP_017131728.1|DELE	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC108138409|XP_017116083.1|DELE	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC108142274|XP_017121488.1|DELE	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC108140960|XP_017119516.1|DELE	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC108134906|XP_017110905.1|DELE	LOC118507704|XP_035902474.1|ASTE
OG0006340	LOC108147694|XP_017129897.1|DELE	LOC118508045|XP_035903356.1|ASTE
OG0006341	LOC108137290|XP_017114398.1|DELE	LOC118507857|XP_035902911.1|ASTE
OG0006342	LOC108137306|XP_017114419.1|DELE	LOC118507633|XP_035902254.1|ASTE
OG0006343	LOC108137233|XP_017114301.1|DELE	LOC118507617|XP_035902230.1|ASTE
OG0006345	LOC108148712|XP_017131366.1|DELE	LOC118517395|XP_035919350.1|ASTE
OG0006346	LOC108148747|XP_017131430.1|DELE	LOC118503271|XP_035892238.1|ASTE
OG0006347	LOC108136760|XP_017113600.1|DELE	LOC118517425|XP_035919432.1|ASTE
OG0006348	LOC108141394|XP_017120241.1|DELE	LOC118517504|XP_035919612.1|ASTE
OG0006349	LOC108136270|XP_017112825.1|DELE	LOC118515568|XP_035917933.1|ASTE
OG0006350	LOC108149025|XP_017131860.1|DELE	LOC118506409|XP_035899382.1|ASTE
OG0006351	LOC108137667|XP_017115010.1|DELE	LOC118506099|XP_035898681.1|ASTE
OG0006352	LOC108149823|XP_017133184.1|DELE	LOC118517499|XP_035919603.1|ASTE
OG0006353	LOC108149009|XP_017131841.1|DELE	LOC118517471|XP_035919536.1|ASTE
OG0006354	LOC108137377|XP_017114517.1|DELE	LOC118517473|XP_035919538.1|ASTE
OG0006355	LOC108137270|XP_017114353.1|DELE	LOC118515758|XP_035917952.1|ASTE
OG0006356	LOC108136237|XP_017112757.1|DELE	LOC118512389|XP_035912654.1|ASTE
OG0006357	LOC108148150|XP_017130514.1|DELE	LOC118507457|XP_035901844.1|ASTE
OG0006358	LOC108145974|XP_017127194.1|DELE	LOC118503964|XP_035893773.1|ASTE
OG0006359	LOC108140582|XP_017118953.1|DELE	LOC118503952|XP_035893734.1|ASTE
OG0006360	LOC108141535|XP_017120465.1|DELE	LOC118503959|XP_035893747.1|ASTE
OG0006361	LOC108148407|XP_017130931.1|DELE	LOC118506852|XP_035900474.1|ASTE
OG0006362	LOC108137125|XP_017114153.1|DELE	LOC118507805|XP_035902761.1|ASTE
OG0006364	LOC108138186|XP_017115787.1|DELE	LOC118502910|XP_035891526.1|ASTE
OG0006365	LOC108145157|XP_017125876.1|DELE	LOC118504883|XP_035895836.1|ASTE
OG0006366	LOC108144619|XP_017125137.1|DELE	LOC118504856|XP_035895775.1|ASTE
OG0006367	LOC108137404|XP_017114552.1|DELE	LOC118503247|XP_035892163.1|ASTE
OG0006368	LOC108148888|XP_017131680.1|DELE	LOC118502632|XP_035890929.1|ASTE
OG0006369	LOC108148627|XP_017131219.1|DELE	LOC118502358|XP_035890460.1|ASTE
OG0006370	LOC108136465|XP_017113147.1|DELE	LOC118506825|XP_035900414.1|ASTE
OG0006371	LOC108143773|XP_017123790.1|DELE	LOC118506397|XP_035899346.1|ASTE
OG0006372	LOC108149031|XP_017131871.1|DELE	LOC118517375|XP_035919287.1|ASTE
OG0006373	LOC108136528|XP_017113291.1|DELE	LOC118506611|XP_035899874.1|ASTE
OG0006374	LOC108136532|XP_017113302.1|DELE	LOC118517361|XP_035919271.1|ASTE
OG0006375	LOC108137668|XP_017115012.1|DELE	LOC118510430|XP_035908102.1|ASTE
OG0006376	LOC108137412|XP_017114560.1|DELE	LOC118504443|XP_035894817.1|ASTE
OG0006377	LOC108136633|XP_017113441.1|DELE	LOC118507989|XP_035903253.1|ASTE
OG0006378	LOC108148897|XP_017131700.1|DELE	LOC118504822|XP_035895724.1|ASTE
OG0006379	LOC108148134|XP_017130472.1|DELE	LOC118503456|XP_035892624.1|ASTE
OG0006380	LOC108137184|XP_017114256.1|DELE	LOC118510639|XP_035909033.1|ASTE
OG0006381	LOC108137126|XP_017114155.1|DELE	LOC118511686|XP_035910961.1|ASTE
OG0006382	LOC108150035|XP_017133487.1|DELE	LOC118504146|XP_035894142.1|ASTE
OG0006383	LOC108138410|XP_017116084.1|DELE	LOC118504051|XP_035893961.1|ASTE
OG0006384	LOC108138411|XP_017116088.1|DELE	LOC118504168|XP_035894205.1|ASTE
OG0006385	LOC108137375|XP_017114515.1|DELE	LOC118504375|XP_035894675.1|ASTE
OG0006386	LOC108135223|XP_017111342.1|DELE	LOC118506337|XP_035899210.1|ASTE
OG0006387	LOC108148488|XP_017131010.1|DELE	LOC118505050|XP_035896220.1|ASTE
OG0006388	LOC108136445|XP_017113097.1|DELE	LOC118510413|XP_035908075.1|ASTE
OG0006389	LOC108136446|XP_017113098.1|DELE	LOC118510610|XP_035908520.1|ASTE
OG0006392	LOC108136331|XP_017112924.1|DELE	LOC118517606|XP_035919796.1|ASTE
OG0006393	LOC108150529|XP_017134247.1|DELE	LOC118508111|XP_035903498.1|ASTE
OG0006394	LOC108140404|XP_017118608.1|DELE	LOC118504551|XP_035895052.1|ASTE
OG0006395	LOC108143096|XP_017122806.1|DELE	LOC118502664|XP_035891020.1|ASTE
OG0006396	LOC108137769|XP_017115160.1|DELE	LOC118511965|XP_035911590.1|ASTE
OG0006397	LOC108136478|XP_017113179.1|DELE	LOC118506471|XP_035899541.1|ASTE
OG0006398	LOC108141335|XP_017120120.1|DELE	LOC118506474|XP_035899543.1|ASTE
OG0006399	LOC108137673|XP_017115017.1|DELE	LOC118506487|XP_035899563.1|ASTE
OG0006400	LOC108137672|XP_017115016.1|DELE	LOC118506480|XP_035899554.1|ASTE
OG0006401	LOC108135539|XP_017111776.1|DELE	LOC118506485|XP_035899558.1|ASTE
OG0006402	LOC108140804|XP_017119292.1|DELE	LOC118506490|XP_035899571.1|ASTE
OG0006403	LOC108140354|XP_017118537.1|DELE	LOC118506495|XP_035899582.1|ASTE
OG0006404	LOC108140519|XP_017118817.1|DELE	LOC118504738|XP_035895509.1|ASTE
OG0006405	LOC108146952|XP_017128696.1|DELE	LOC118504756|XP_035895571.1|ASTE
OG0006406	LOC108147227|XP_017129108.1|DELE	LOC118504526|XP_035894961.1|ASTE
OG0006407	LOC108136488|XP_017113191.1|DELE	LOC118510640|XP_035908611.1|ASTE
OG0006408	LOC108147701|XP_017129911.1|DELE	LOC118517137|XP_035918891.1|ASTE, LOC118509591|XP_035906264.1|ASTE
OG0006409	LOC108148178|XP_017130568.1|DELE	LOC118514938|XP_035917699.1|ASTE
OG0006410	LOC108137693|XP_017115055.1|DELE	LOC118504555|XP_035895060.1|ASTE
OG0006411	LOC108137753|XP_017115142.1|DELE	LOC118504554|XP_035895059.1|ASTE
OG0006412	LOC108148893|XP_017131692.1|DELE	LOC118504559|XP_035895062.1|ASTE
OG0006413	LOC108148789|XP_017131495.1|DELE	LOC118504560|XP_035895063.1|ASTE
OG0006414	LOC108144070|XP_017124206.1|DELE	LOC118503904|XP_035893588.1|ASTE
OG0006415	LOC108137284|XP_017114382.1|DELE	LOC118517518|XP_035919637.1|ASTE
OG0006416	LOC108138553|XP_017116312.1|DELE	LOC118506133|XP_035898763.1|ASTE
OG0006417	LOC108138870|XP_017116886.1|DELE	LOC118508088|XP_035903460.1|ASTE
OG0006418	LOC108150028|XP_017133477.1|DELE	LOC118510489|XP_035908272.1|ASTE
OG0006419	LOC108143056|XP_017122757.1|DELE	LOC118505602|XP_035897523.1|ASTE, LOC118516563|XP_035918418.1|ASTE
OG0006420	LOC108135181|XP_017111292.1|DELE	LOC118508289|XP_035903826.1|ASTE
OG0006421	LOC108137775|XP_017115167.1|DELE	LOC118508288|XP_035903823.1|ASTE
OG0006422	LOC108137796|XP_017115189.1|DELE	LOC118505561|XP_035897405.1|ASTE
OG0006423	LOC108148814|XP_017131554.1|DELE	LOC118505574|XP_035897423.1|ASTE
OG0006424	LOC108148816|XP_017131558.1|DELE	LOC118505580|XP_035897430.1|ASTE
OG0006425	LOC108148731|XP_017131399.1|DELE	LOC118505573|XP_035897422.1|ASTE
OG0006426	LOC108148730|XP_017131398.1|DELE	LOC118505572|XP_035897421.1|ASTE
OG0006427	LOC108147303|XP_017129216.1|DELE	LOC118505583|XP_035897437.1|ASTE
OG0006429	LOC108136732|XP_017113553.1|DELE	LOC118502684|XP_035891087.1|ASTE
OG0006430	LOC108142770|XP_017122299.1|DELE	LOC118506468|XP_035899536.1|ASTE
OG0006431	LOC108148786|XP_017131490.1|DELE	LOC118508445|XP_035904128.1|ASTE
OG0006432	LOC108135774|XP_017112119.1|DELE	LOC118502922|XP_035891550.1|ASTE
OG0006433	LOC108134777|XP_017110715.1|DELE	LOC118506376|XP_035899295.1|ASTE
OG0006434	LOC108141838|XP_017120911.1|DELE	LOC118506154|XP_035898815.1|ASTE
OG0006435	LOC108147224|XP_017129093.1|DELE	LOC118506805|XP_035900345.1|ASTE
OG0006436	LOC108150021|XP_017133468.1|DELE	LOC118502864|XP_035891465.1|ASTE
OG0006437	LOC108136509|XP_017113250.1|DELE	LOC118502874|XP_035891477.1|ASTE
OG0006438	LOC108137865|XP_017115290.1|DELE	LOC118508305|XP_035903855.1|ASTE
OG0006439	LOC108135081|XP_017111136.1|DELE	LOC118507792|XP_035902725.1|ASTE
OG0006440	LOC108135084|XP_017111142.1|DELE	LOC118507791|XP_035902722.1|ASTE
OG0006441	LOC108148343|XP_017130844.1|DELE	LOC118507556|XP_035902037.1|ASTE
OG0006442	LOC108143046|XP_017122743.1|DELE	LOC118507550|XP_035902024.1|ASTE
OG0006443	LOC108148288|XP_017130746.1|DELE	LOC118502544|XP_035890713.1|ASTE
