Orthogroup	DELE.longest_only	BCOP.longest_only
OG0006752	LOC108145666|XP_017126708.1|DELE	LOC119077698|XP_037040870.1|BCOP
OG0006753	LOC108145731|XP_017126783.1|DELE	LOC119073746|XP_037035300.1|BCOP
OG0006754	LOC108146000|XP_017127243.1|DELE	LOC119068399|XP_037027858.1|BCOP
OG0006755	LOC108146151|XP_017127504.1|DELE	LOC119077931|XP_037041207.1|BCOP
OG0006756	LOC108142852|XP_017122409.1|DELE	LOC119080171|XP_037044285.1|BCOP
OG0006757	LOC108142311|XP_017121552.1|DELE	LOC119080202|XP_037044337.1|BCOP
OG0006758	LOC108146138|XP_017127481.1|DELE	LOC119080781|XP_037045245.1|BCOP
OG0006759	LOC108146137|XP_017127479.1|DELE	LOC119084836|XP_037050821.1|BCOP
OG0006760	LOC108142567|XP_017122006.1|DELE	LOC119081727|XP_037046782.1|BCOP
OG0006761	LOC108148397|XP_017130918.1|DELE	LOC119075242|XP_037037532.1|BCOP
OG0006762	LOC108144163|XP_017124314.1|DELE	LOC119082655|XP_037048133.1|BCOP
OG0006763	LOC108139066|XP_017117180.1|DELE	LOC119073392|XP_037034713.1|BCOP
OG0006764	LOC108149767|XP_017133084.1|DELE	LOC119073377|XP_037034697.1|BCOP
OG0006765	LOC108139016|XP_017117112.1|DELE	LOC119073390|XP_037034711.1|BCOP
OG0006766	LOC108146281|XP_017127710.1|DELE	LOC119066043|XP_037024165.1|BCOP
OG0006767	LOC108142418|XP_017121762.1|DELE	LOC119080809|XP_037045275.1|BCOP
OG0006768	LOC108142410|XP_017121749.1|DELE	LOC119077316|XP_037040381.1|BCOP
OG0006769	LOC108142804|XP_017122351.1|DELE	LOC119077300|XP_037040359.1|BCOP
OG0006770	LOC108147401|XP_017129327.1|DELE	LOC119080474|XP_037044749.1|BCOP
OG0006772	LOC108149577|XP_017132700.1|DELE	LOC119079409|XP_037043194.1|BCOP
OG0006773	LOC108145965|XP_017127185.1|DELE	LOC119073747|XP_037035301.1|BCOP
OG0006774	LOC108145982|XP_017127206.1|DELE	LOC119081610|XP_037046546.1|BCOP
OG0006775	LOC108146717|XP_017128294.1|DELE	LOC119083631|XP_037049260.1|BCOP
OG0006776	LOC108146304|XP_017127745.1|DELE	LOC119078749|XP_037042349.1|BCOP
OG0006777	LOC108146723|XP_017128304.1|DELE	LOC119081296|XP_037045954.1|BCOP
OG0006778	LOC108146434|XP_017127927.1|DELE	LOC119078797|XP_037042403.1|BCOP
OG0006779	LOC108146180|XP_017127575.1|DELE	LOC119080196|XP_037044331.1|BCOP
OG0006780	LOC108142709|XP_017122217.1|DELE	LOC119080192|XP_037044329.1|BCOP
OG0006781	LOC108147509|XP_017129568.1|DELE	LOC119076254|XP_037038819.1|BCOP
OG0006782	LOC108145973|XP_017127191.1|DELE	LOC119077174|XP_037040253.1|BCOP
OG0006783	LOC108141263|XP_017120004.1|DELE	LOC119081717|XP_037046736.1|BCOP
OG0006784	LOC108146007|XP_017127252.1|DELE	LOC119076362|XP_037038963.1|BCOP
OG0006785	LOC108149128|XP_017132022.1|DELE	LOC119079887|XP_037043865.1|BCOP
OG0006786	LOC108138834|XP_017116835.1|DELE	LOC119079889|XP_037043868.1|BCOP
OG0006787	LOC108135643|XP_017111954.1|DELE	LOC119083659|XP_037049330.1|BCOP
OG0006788	LOC108135644|XP_017111956.1|DELE	LOC119066021|XP_037024137.1|BCOP
OG0006789	LOC108150031|XP_017133481.1|DELE	LOC119066012|XP_037024128.1|BCOP
OG0006790	LOC108147932|XP_017130204.1|DELE	LOC119067437|XP_037026306.1|BCOP
OG0006791	LOC108146888|XP_017128610.1|DELE	LOC119080737|XP_037045176.1|BCOP
OG0006792	LOC108150111|XP_017133564.1|DELE	LOC119077295|XP_037040356.1|BCOP
OG0006793	LOC108150207|XP_017133708.1|DELE	LOC119085392|XP_037051683.1|BCOP
OG0006794	LOC108145111|XP_017125803.1|DELE	LOC119079674|XP_037043621.1|BCOP
OG0006795	LOC108146354|XP_017127820.1|DELE	LOC119080029|XP_037044106.1|BCOP
OG0006796	LOC108146930|XP_017128669.1|DELE	LOC119077007|XP_037040016.1|BCOP
OG0006797	LOC108141690|XP_017120659.1|DELE	LOC119076840|XP_037039741.1|BCOP
OG0006798	LOC108150252|XP_017133806.1|DELE	LOC119080207|XP_037044341.1|BCOP
OG0006799	LOC108150195|XP_017133693.1|DELE	LOC119081390|XP_037046172.1|BCOP
OG0006800	LOC108146658|XP_017128192.1|DELE	LOC119069052|XP_037028814.1|BCOP
OG0006801	LOC108137408|XP_017114555.1|DELE	LOC119067342|XP_037026145.1|BCOP
OG0006802	LOC108144887|XP_017125535.1|DELE	LOC119079041|XP_037042727.1|BCOP
OG0006803	LOC108144583|XP_017125066.1|DELE	LOC119081624|XP_037046568.1|BCOP
OG0006804	LOC108150364|XP_017133990.1|DELE	LOC119079620|XP_037043515.1|BCOP
OG0006805	LOC108145026|XP_017125697.1|DELE	LOC119073359|XP_037034656.1|BCOP
OG0006806	LOC108146217|XP_017127624.1|DELE	LOC119080291|XP_037044457.1|BCOP
OG0006807	LOC108146052|XP_017127346.1|DELE	LOC119073233|XP_037034440.1|BCOP
OG0006808	LOC108143552|XP_017123550.1|DELE	LOC119073261|XP_037034531.1|BCOP
OG0006809	LOC108145665|XP_017126707.1|DELE	LOC119080444|XP_037044704.1|BCOP
OG0006810	LOC108146133|XP_017127473.1|DELE	LOC119073734|XP_037035261.1|BCOP
OG0006811	LOC108148986|XP_017131817.1|DELE	LOC119073675|XP_037035176.1|BCOP
OG0006812	LOC108147510|XP_017129570.1|DELE	LOC119073260|XP_037034528.1|BCOP
OG0006813	LOC108136754|XP_017113593.1|DELE	LOC119066162|XP_037024356.1|BCOP
OG0006814	LOC108146846|XP_017128537.1|DELE	LOC119076437|XP_037039087.1|BCOP
OG0006815	LOC108146019|XP_017127284.1|DELE	LOC119080475|XP_037044750.1|BCOP
OG0006816	LOC108146095|XP_017127411.1|DELE	LOC119080395|XP_037044609.1|BCOP
OG0006817	LOC108146372|XP_017127850.1|DELE	LOC119066069|XP_037024195.1|BCOP
OG0006818	LOC108146497|XP_017128018.1|DELE	LOC119066072|XP_037024211.1|BCOP
OG0006820	LOC108146293|XP_017127727.1|DELE	LOC119079359|XP_037043101.1|BCOP
OG0006821	LOC108134519|XP_017110346.1|DELE	LOC119067434|XP_037026301.1|BCOP
OG0006822	LOC108143513|XP_017123475.1|DELE	LOC119079810|XP_037043772.1|BCOP
OG0006823	LOC108146879|XP_017128600.1|DELE	LOC119080049|XP_037044150.1|BCOP
OG0006824	LOC108147562|XP_017129639.1|DELE	LOC119080108|XP_037044234.1|BCOP
OG0006825	LOC108146881|XP_017128603.1|DELE	LOC119079631|XP_037043526.1|BCOP
OG0006826	LOC108146972|XP_017128718.1|DELE	LOC119079602|XP_037043492.1|BCOP
OG0006828	LOC108142071|XP_017121246.1|DELE	LOC119085085|XP_037051223.1|BCOP
OG0006829	LOC108147540|XP_017129614.1|DELE	LOC119078716|XP_037042283.1|BCOP
OG0006830	LOC108146147|XP_017127492.1|DELE	LOC119080248|XP_037044394.1|BCOP
OG0006831	LOC108147502|XP_017129559.1|DELE	LOC119073811|XP_037035479.1|BCOP
OG0006832	LOC108147535|XP_017129608.1|DELE	LOC119073957|XP_037035741.1|BCOP
OG0006833	LOC108142373|XP_017121691.1|DELE	LOC119073961|XP_037035758.1|BCOP
OG0006835	LOC108146267|XP_017127696.1|DELE	LOC119079310|XP_037043000.1|BCOP
OG0006837	LOC108146334|XP_017127788.1|DELE	LOC119073471|XP_037034871.1|BCOP
OG0006838	LOC108150342|XP_017133959.1|DELE	LOC119073623|XP_037035104.1|BCOP
OG0006839	LOC108146423|XP_017127917.1|DELE	LOC119073505|XP_037034915.1|BCOP
OG0006840	LOC108135256|XP_017111413.1|DELE	LOC119079938|XP_037043941.1|BCOP
OG0006841	LOC108146124|XP_017127458.1|DELE	LOC119080431|XP_037044683.1|BCOP
OG0006842	LOC108146143|XP_017127487.1|DELE	LOC119076665|XP_037039457.1|BCOP
OG0006843	LOC108136271|XP_017112829.1|DELE	LOC119083495|XP_037049114.1|BCOP
OG0006844	LOC108140544|XP_017118870.1|DELE	LOC119083483|XP_037049108.1|BCOP
OG0006845	LOC108146691|XP_017128237.1|DELE	LOC119081214|XP_037045829.1|BCOP
OG0006846	LOC108142820|XP_017122370.1|DELE	LOC119081209|XP_037045822.1|BCOP
OG0006847	LOC108142745|XP_017122260.1|DELE	LOC119081871|XP_037047003.1|BCOP
OG0006848	LOC108145206|XP_017125936.1|DELE	LOC119075813|XP_037038279.1|BCOP
OG0006849	LOC108147512|XP_017129574.1|DELE	LOC119075963|XP_037038440.1|BCOP
OG0006850	LOC108147527|XP_017129600.1|DELE	LOC119080760|XP_037045216.1|BCOP
OG0006851	LOC108147444|XP_017129458.1|DELE	LOC119081385|XP_037046170.1|BCOP
OG0006852	LOC108149745|XP_017133019.1|DELE	LOC119073848|XP_037035585.1|BCOP
OG0006853	LOC108147391|XP_017129316.1|DELE	LOC119080477|XP_037044752.1|BCOP
OG0006854	LOC108141508|XP_017120425.1|DELE	LOC119073937|XP_037035707.1|BCOP
OG0006855	LOC108146905|XP_017128636.1|DELE	LOC119080681|XP_037045009.1|BCOP
OG0006856	LOC108138742|XP_017116629.1|DELE	LOC119073393|XP_037034715.1|BCOP
OG0006857	LOC108136896|XP_017113846.1|DELE	LOC119082334|XP_037047738.1|BCOP
OG0006858	LOC108135594|XP_017111886.1|DELE	LOC119075553|XP_037037918.1|BCOP
OG0006859	LOC108149606|XP_017132792.1|DELE	LOC119079974|XP_037044006.1|BCOP
OG0006860	LOC108149759|XP_017133061.1|DELE	LOC119082966|XP_037048505.1|BCOP, LOC119082190|XP_037047509.1|BCOP
OG0006861	LOC108144989|XP_017125631.1|DELE	LOC119073523|XP_037034953.1|BCOP
OG0006862	LOC108142809|XP_017122359.1|DELE	LOC119080722|XP_037045103.1|BCOP
OG0006863	LOC108136660|XP_017113473.1|DELE	LOC119067887|XP_037027064.1|BCOP
OG0006864	LOC108144991|XP_017125639.1|DELE, LOC108137416|XP_017114567.1|DELE	LOC119066054|XP_037024174.1|BCOP
OG0006865	LOC108140681|XP_017119116.1|DELE	LOC119067733|XP_037026740.1|BCOP
OG0006866	LOC108137547|XP_017114760.1|DELE	LOC119079526|XP_037043402.1|BCOP, LOC119073062|XP_037034261.1|BCOP
OG0006867	LOC108144192|XP_017124346.1|DELE	LOC119079478|XP_037043310.1|BCOP
OG0006868	LOC108144540|XP_017125000.1|DELE	LOC119079455|XP_037043267.1|BCOP
OG0006869	LOC108138702|XP_017116542.1|DELE	LOC119077831|XP_037041044.1|BCOP
OG0006871	LOC108145464|XP_017126399.1|DELE	LOC119079945|XP_037043949.1|BCOP
OG0006872	LOC108149584|XP_017132708.1|DELE	LOC119073898|XP_037035682.1|BCOP
OG0006873	LOC108145228|XP_017125981.1|DELE	LOC119073866|XP_037035629.1|BCOP
OG0006874	LOC108138013|XP_017115475.1|DELE, LOC108135014|XP_017111036.1|DELE	LOC119078512|XP_037041968.1|BCOP
OG0006876	LOC108144498|XP_017124919.1|DELE	LOC119066525|XP_037024941.1|BCOP
OG0006877	LOC108149276|XP_017132211.1|DELE	LOC119066526|XP_037024945.1|BCOP
OG0006878	LOC108148147|XP_017130509.1|DELE	LOC119076252|XP_037038814.1|BCOP
OG0006879	LOC108144655|XP_017125188.1|DELE	LOC119076276|XP_037038837.1|BCOP
OG0006880	LOC108150506|XP_017134211.1|DELE	LOC119081755|XP_037046833.1|BCOP
OG0006881	LOC108138812|XP_017116794.1|DELE	LOC119070813|XP_037031188.1|BCOP
OG0006882	LOC108149844|XP_017133210.1|DELE	LOC119082031|XP_037047249.1|BCOP
OG0006884	LOC108138794|XP_017116762.1|DELE	LOC119085271|XP_037051518.1|BCOP
OG0006885	LOC108135346|XP_017111527.1|DELE	LOC119078824|XP_037042426.1|BCOP
OG0006886	LOC108148771|XP_017131466.1|DELE	LOC119083913|XP_037049623.1|BCOP
OG0006887	LOC108136245|XP_017112773.1|DELE	LOC119081677|XP_037046658.1|BCOP, LOC119076383|XP_037038997.1|BCOP
OG0006888	LOC108141915|XP_017121024.1|DELE	LOC119085152|XP_037051338.1|BCOP
OG0006889	LOC108150559|XP_017134281.1|DELE	LOC119078528|XP_037041989.1|BCOP
OG0006890	LOC108139017|XP_017117109.1|DELE	LOC119071059|XP_037031578.1|BCOP
OG0006891	LOC108138311|XP_017115956.1|DELE	LOC119083267|XP_037048842.1|BCOP
OG0006892	LOC108149553|XP_017132683.1|DELE	LOC119068012|XP_037027266.1|BCOP
OG0006893	LOC108145351|XP_017126233.1|DELE	LOC119066328|XP_037024623.1|BCOP
OG0006894	LOC108145330|XP_017126205.1|DELE	LOC119066339|XP_037024640.1|BCOP
OG0006895	LOC108140792|XP_017119280.1|DELE	LOC119081002|XP_037045571.1|BCOP
OG0006896	LOC108138302|XP_017115946.1|DELE	LOC119085145|XP_037051318.1|BCOP
OG0006897	LOC108141880|XP_017120975.1|DELE	LOC119070891|XP_037031309.1|BCOP
OG0006898	LOC108149514|XP_017132630.1|DELE	LOC119066462|XP_037024863.1|BCOP
OG0006899	LOC108148048|XP_017130386.1|DELE	LOC119070832|XP_037031233.1|BCOP
OG0006900	LOC108149970|XP_017133378.1|DELE	LOC119077018|XP_037040026.1|BCOP
OG0006901	LOC108149055|XP_017131893.1|DELE	LOC119079371|XP_037043136.1|BCOP
OG0006902	LOC108141659|XP_017120622.1|DELE	LOC119081357|XP_037046102.1|BCOP
OG0006903	LOC108148632|XP_017131233.1|DELE	LOC119068286|XP_037027717.1|BCOP
OG0006904	LOC108149481|XP_017132586.1|DELE	LOC119078771|XP_037042376.1|BCOP
OG0006905	LOC108138893|XP_017116916.1|DELE	LOC119078885|XP_037042501.1|BCOP, LOC119078886|XP_037042502.1|BCOP
OG0006906	LOC108138832|XP_017116828.1|DELE	LOC119066821|XP_037025364.1|BCOP
OG0006907	LOC108141790|XP_017120800.1|DELE	LOC119085887|XP_037052298.1|BCOP
OG0006908	LOC108138970|XP_017117041.1|DELE	LOC119082289|XP_037047658.1|BCOP
OG0006909	LOC108142122|XP_017121309.1|DELE	LOC119066441|XP_037024831.1|BCOP
OG0006910	LOC108141881|XP_017120979.1|DELE	LOC119081919|XP_037047056.1|BCOP
OG0006911	LOC108147703|XP_017129913.1|DELE	LOC119081052|XP_037045654.1|BCOP
OG0006912	LOC108138904|XP_017116944.1|DELE	LOC119076978|XP_037039969.1|BCOP
OG0006913	LOC108138235|XP_017115848.1|DELE	LOC119066647|XP_037025113.1|BCOP
OG0006914	LOC108146756|XP_017128379.1|DELE	LOC119078448|XP_037041876.1|BCOP
OG0006915	LOC108138810|XP_017116793.1|DELE	LOC119066645|XP_037025108.1|BCOP
OG0006916	LOC108149353|XP_017132332.1|DELE	LOC119070679|XP_037031015.1|BCOP
OG0006917	LOC108138159|XP_017115736.1|DELE	LOC119082557|XP_037047972.1|BCOP
OG0006918	LOC108138351|XP_017116011.1|DELE	LOC119077153|XP_037040237.1|BCOP
OG0006919	LOC108141885|XP_017120983.1|DELE	LOC119072823|XP_037034020.1|BCOP
OG0006920	LOC108134529|XP_017110364.1|DELE	LOC119084576|XP_037050526.1|BCOP
OG0006921	LOC108134714|XP_017110601.1|DELE	LOC119082106|XP_037047369.1|BCOP
OG0006922	LOC108149534|XP_017132655.1|DELE	LOC119084793|XP_037050753.1|BCOP
OG0006923	LOC108134733|XP_017110636.1|DELE	LOC119082118|XP_037047393.1|BCOP
OG0006924	LOC108137057|XP_017114053.1|DELE	LOC119082748|XP_037048225.1|BCOP
OG0006925	LOC108149030|XP_017131868.1|DELE	LOC119082746|XP_037048224.1|BCOP
OG0006926	LOC108147972|XP_017130260.1|DELE	LOC119072877|XP_037034080.1|BCOP
OG0006927	LOC108148034|XP_017130363.1|DELE	LOC119071868|XP_037032824.1|BCOP
OG0006928	LOC108147980|XP_017130278.1|DELE	LOC119085426|XP_037051735.1|BCOP
OG0006929	LOC108134980|XP_017111001.1|DELE	LOC119075603|XP_037037967.1|BCOP
OG0006930	LOC108138916|XP_017116964.1|DELE	LOC119075613|XP_037037985.1|BCOP
OG0006931	LOC108138184|XP_017115786.1|DELE	LOC119085937|XP_037052385.1|BCOP
OG0006932	LOC108141895|XP_017120995.1|DELE	LOC119072886|XP_037034104.1|BCOP
OG0006933	LOC108141688|XP_017120656.1|DELE	LOC119072890|XP_037034108.1|BCOP
OG0006934	LOC108147206|XP_017129051.1|DELE	LOC119072819|XP_037034015.1|BCOP
OG0006935	LOC108138285|XP_017115930.1|DELE	LOC119075625|XP_037037998.1|BCOP
OG0006936	LOC108135250|XP_017111403.1|DELE	LOC119078596|XP_037042079.1|BCOP
OG0006937	LOC108142102|XP_017121285.1|DELE	LOC119076233|XP_037038787.1|BCOP
OG0006938	LOC108141894|XP_017120994.1|DELE	LOC119076234|XP_037038788.1|BCOP
OG0006939	LOC108136330|XP_017112921.1|DELE	LOC119081841|XP_037046977.1|BCOP
OG0006940	LOC108138299|XP_017115943.1|DELE	LOC119084688|XP_037050664.1|BCOP
OG0006941	LOC108134499|XP_017110312.1|DELE	LOC119085373|XP_037051650.1|BCOP
OG0006942	LOC108149778|XP_017133121.1|DELE	LOC119079999|XP_037044061.1|BCOP
OG0006943	LOC108150483|XP_017134177.1|DELE	LOC119076924|XP_037039843.1|BCOP
OG0006944	LOC108147941|XP_017130215.1|DELE	LOC119083009|XP_037048543.1|BCOP
OG0006945	LOC108149450|XP_017132531.1|DELE	LOC119074229|XP_037036143.1|BCOP
OG0006946	LOC108136889|XP_017113833.1|DELE	LOC119067297|XP_037026092.1|BCOP
OG0006947	LOC108138981|XP_017117055.1|DELE	LOC119074773|XP_037036975.1|BCOP
OG0006948	LOC108138350|XP_017116009.1|DELE	LOC119075676|XP_037038089.1|BCOP
OG0006949	LOC108138787|XP_017116752.1|DELE	LOC119070906|XP_037031327.1|BCOP
OG0006950	LOC108146852|XP_017128555.1|DELE	LOC119073592|XP_037035060.1|BCOP
OG0006952	LOC108135807|XP_017112172.1|DELE	LOC119068424|XP_037027888.1|BCOP
OG0006953	LOC108135640|XP_017111950.1|DELE	LOC119078706|XP_037042269.1|BCOP
OG0006954	LOC108138326|XP_017115977.1|DELE	LOC119066724|XP_037025239.1|BCOP
OG0006955	LOC108136939|XP_017113905.1|DELE	LOC119069593|XP_037029578.1|BCOP
OG0006956	LOC108138756|XP_017116648.1|DELE	LOC119078413|XP_037041810.1|BCOP
OG0006957	LOC108149436|XP_017132507.1|DELE	LOC119078647|XP_037042137.1|BCOP
OG0006958	LOC108144804|XP_017125418.1|DELE	LOC119072006|XP_037033019.1|BCOP
OG0006959	LOC108146461|XP_017127963.1|DELE	LOC119079533|XP_037043413.1|BCOP
OG0006960	LOC108149233|XP_017132158.1|DELE	LOC119075357|XP_037037684.1|BCOP
OG0006961	LOC108139052|XP_017117159.1|DELE	LOC119078520|XP_037041978.1|BCOP
OG0006962	LOC108148006|XP_017130323.1|DELE	LOC119078599|XP_037042083.1|BCOP
OG0006963	LOC108141780|XP_017120776.1|DELE	LOC119075657|XP_037038061.1|BCOP
OG0006964	LOC108142042|XP_017121210.1|DELE	LOC119075641|XP_037038018.1|BCOP
OG0006965	LOC108149458|XP_017132538.1|DELE	LOC119085920|XP_037052369.1|BCOP
OG0006966	LOC108141853|XP_017120933.1|DELE	LOC119070953|XP_037031403.1|BCOP
OG0006967	LOC108143566|XP_017123564.1|DELE	LOC119081566|XP_037046493.1|BCOP
OG0006968	LOC108144422|XP_017124764.1|DELE	LOC119075560|XP_037037926.1|BCOP
OG0006969	LOC108150340|XP_017133956.1|DELE	LOC119073662|XP_037035161.1|BCOP
OG0006970	LOC108147268|XP_017129162.1|DELE	LOC119081657|XP_037046634.1|BCOP
OG0006971	LOC108148049|XP_017130388.1|DELE	LOC119077110|XP_037040173.1|BCOP
OG0006972	LOC108134505|XP_017110318.1|DELE	LOC119070921|XP_037031355.1|BCOP
OG0006973	LOC108145446|XP_017126369.1|DELE	LOC119072062|XP_037033092.1|BCOP
OG0006974	LOC108135258|XP_017111415.1|DELE	LOC119082243|XP_037047602.1|BCOP
OG0006975	LOC108147789|XP_017130017.1|DELE	LOC119078756|XP_037042356.1|BCOP
OG0006976	LOC108137800|XP_017115193.1|DELE	LOC119071577|XP_037032414.1|BCOP
OG0006977	LOC108145174|XP_017125896.1|DELE	LOC119083766|XP_037049444.1|BCOP
OG0006978	LOC108138951|XP_017117019.1|DELE	LOC119079161|XP_037042873.1|BCOP
OG0006979	LOC108137870|XP_017115296.1|DELE	LOC119075330|XP_037037651.1|BCOP
OG0006980	LOC108149855|XP_017133224.1|DELE	LOC119081962|XP_037047161.1|BCOP
OG0006981	LOC108149394|XP_017132415.1|DELE	LOC119081952|XP_037047140.1|BCOP
OG0006982	LOC108141906|XP_017121013.1|DELE, LOC108138601|XP_017116380.1|DELE	LOC119066086|XP_037024249.1|BCOP
OG0006983	LOC108145463|XP_017126403.1|DELE	LOC119085899|XP_037052337.1|BCOP
OG0006984	LOC108150490|XP_017134187.1|DELE	LOC119085814|XP_037052193.1|BCOP
OG0006985	LOC108149241|XP_017132166.1|DELE	LOC119072678|XP_037033847.1|BCOP
OG0006986	LOC108138973|XP_017117046.1|DELE	LOC119072681|XP_037033851.1|BCOP
OG0006988	LOC108149470|XP_017132570.1|DELE	LOC119071147|XP_037031770.1|BCOP
OG0006989	LOC108138273|XP_017115912.1|DELE	LOC119076544|XP_037039234.1|BCOP
OG0006990	LOC108141872|XP_017120955.1|DELE	LOC119072679|XP_037033848.1|BCOP
OG0006991	LOC108142965|XP_017122600.1|DELE	LOC119083999|XP_037049706.1|BCOP
OG0006992	LOC108147995|XP_017130299.1|DELE	LOC119085825|XP_037052217.1|BCOP
OG0006993	LOC108138770|XP_017116696.1|DELE	LOC119081946|XP_037047107.1|BCOP
OG0006994	LOC108138866|XP_017116882.1|DELE	LOC119080662|XP_037044982.1|BCOP
OG0006995	LOC108149228|XP_017132149.1|DELE	LOC119085427|XP_037051737.1|BCOP
OG0006996	LOC108149547|XP_017132673.1|DELE	LOC119080112|XP_037044238.1|BCOP
OG0006997	LOC108145392|XP_017126277.1|DELE	LOC119083792|XP_037049493.1|BCOP
OG0006998	LOC108143962|XP_017124049.1|DELE	LOC119078533|XP_037041995.1|BCOP
OG0006999	LOC108147977|XP_017130273.1|DELE	LOC119081140|XP_037045780.1|BCOP
OG0007000	LOC108137848|XP_017115264.1|DELE	LOC119077635|XP_037040751.1|BCOP
OG0007001	LOC108137952|XP_017115400.1|DELE	LOC119081481|XP_037046376.1|BCOP
OG0007002	LOC108138776|XP_017116725.1|DELE	LOC119078738|XP_037042318.1|BCOP
OG0007004	LOC108147906|XP_017130156.1|DELE	LOC119075317|XP_037037632.1|BCOP
OG0007005	LOC108139062|XP_017117172.1|DELE	LOC119075356|XP_037037683.1|BCOP
OG0007006	LOC108148364|XP_017130877.1|DELE	LOC119078935|XP_037042574.1|BCOP
OG0007007	LOC108141928|XP_017121051.1|DELE	LOC119082607|XP_037048065.1|BCOP
OG0007008	LOC108134964|XP_017110979.1|DELE	LOC119071748|XP_037032677.1|BCOP
OG0007009	LOC108141896|XP_017120996.1|DELE	LOC119070865|XP_037031270.1|BCOP
OG0007010	LOC108149471|XP_017132571.1|DELE	LOC119066644|XP_037025106.1|BCOP
OG0007011	LOC108139128|XP_017117230.1|DELE	LOC119067119|XP_037025790.1|BCOP
OG0007012	LOC108138635|XP_017116462.1|DELE	LOC119072860|XP_037034062.1|BCOP
OG0007013	LOC108137812|XP_017115216.1|DELE	LOC119085930|XP_037052377.1|BCOP
OG0007014	LOC108137810|XP_017115208.1|DELE	LOC119085935|XP_037052383.1|BCOP
OG0007015	LOC108138792|XP_017116760.1|DELE	LOC119078437|XP_037041852.1|BCOP
OG0007016	LOC108150703|XP_017134454.1|DELE	LOC119084659|XP_037050621.1|BCOP
OG0007017	LOC108138918|XP_017116969.1|DELE	LOC119066308|XP_037024588.1|BCOP
OG0007018	LOC108149441|XP_017132518.1|DELE	LOC119066310|XP_037024591.1|BCOP
OG0007019	LOC108145588|XP_017126605.1|DELE	LOC119072573|XP_037033714.1|BCOP
OG0007020	LOC108135186|XP_017111296.1|DELE	LOC119085236|XP_037051444.1|BCOP
OG0007021	LOC108149266|XP_017132201.1|DELE	LOC119070899|XP_037031321.1|BCOP
OG0007022	LOC108134734|XP_017110637.1|DELE	LOC119078773|XP_037042378.1|BCOP
OG0007023	LOC108142114|XP_017121301.1|DELE	LOC119070852|XP_037031259.1|BCOP
OG0007024	LOC108137026|XP_017114013.1|DELE	LOC119070829|XP_037031226.1|BCOP
OG0007025	LOC108136355|XP_017112953.1|DELE	LOC119066243|XP_037024459.1|BCOP
OG0007026	LOC108137847|XP_017115263.1|DELE	LOC119066248|XP_037024467.1|BCOP
OG0007027	LOC108138760|XP_017116657.1|DELE	LOC119086045|XP_037052513.1|BCOP
OG0007028	LOC108148840|XP_017131605.1|DELE	LOC119066414|XP_037024781.1|BCOP
OG0007030	LOC108136651|XP_017113464.1|DELE	LOC119069493|XP_037029458.1|BCOP
OG0007031	LOC108138464|XP_017116164.1|DELE	LOC119071585|XP_037032426.1|BCOP
OG0007032	LOC108143146|XP_017122881.1|DELE	LOC119079281|XP_037042962.1|BCOP
OG0007033	LOC108138847|XP_017116848.1|DELE	LOC119070853|XP_037031261.1|BCOP
OG0007034	LOC108148072|XP_017130414.1|DELE	LOC119067253|XP_037026024.1|BCOP
OG0007035	LOC108148122|XP_017130461.1|DELE	LOC119074138|XP_037036020.1|BCOP
OG0007036	LOC108142494|XP_017121877.1|DELE	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP
OG0007037	LOC108148954|XP_017131776.1|DELE	LOC119070490|XP_037030741.1|BCOP
OG0007038	LOC108149189|XP_017132099.1|DELE	LOC119079632|XP_037043532.1|BCOP
OG0007039	LOC108135008|XP_017111031.1|DELE	LOC119072831|XP_037034034.1|BCOP
OG0007040	LOC108138305|XP_017115951.1|DELE	LOC119082119|XP_037047399.1|BCOP
OG0007041	LOC108135266|XP_017111429.1|DELE	LOC119075649|XP_037038031.1|BCOP
OG0007042	LOC108141684|XP_017120651.1|DELE	LOC119085398|XP_037051695.1|BCOP
OG0007043	LOC108137461|XP_017114654.1|DELE	LOC119074323|XP_037036293.1|BCOP
OG0007044	LOC108138318|XP_017115966.1|DELE	LOC119075597|XP_037037962.1|BCOP
OG0007045	LOC108136893|XP_017113839.1|DELE	LOC119074801|XP_037036980.1|BCOP
OG0007046	LOC108141219|XP_017119960.1|DELE	LOC119078745|XP_037042339.1|BCOP
OG0007047	LOC108148015|XP_017130338.1|DELE	LOC119076321|XP_037038888.1|BCOP
OG0007048	LOC108147984|XP_017130284.1|DELE	LOC119076324|XP_037038891.1|BCOP
OG0007049	LOC108134973|XP_017110993.1|DELE	LOC119072941|XP_037034163.1|BCOP
OG0007050	LOC108138313|XP_017115958.1|DELE	LOC119082230|XP_037047582.1|BCOP
OG0007051	LOC108134738|XP_017110650.1|DELE	LOC119084673|XP_037050646.1|BCOP
OG0007052	LOC108135424|XP_017111642.1|DELE	LOC119082298|XP_037047674.1|BCOP
OG0007053	LOC108134509|XP_017110333.1|DELE	LOC119072991|XP_037034211.1|BCOP
OG0007054	LOC108144618|XP_017125133.1|DELE	LOC119081638|XP_037046605.1|BCOP
OG0007055	LOC108137940|XP_017115386.1|DELE	LOC119081530|XP_037046425.1|BCOP
OG0007056	LOC108146474|XP_017127982.1|DELE	LOC119084607|XP_037050565.1|BCOP
