Orthogroup	DELE.longest_only	CCAP.longest_only
OG0007055	LOC108137940|XP_017115386.1|DELE	CCAP1982_LOCUS22840|CAD7014876.1|CCAP
OG0007056	LOC108146474|XP_017127982.1|DELE	CCAP1982_LOCUS12881|CAD7004476.1|CCAP
OG0007059	LOC108138249|XP_017115878.1|DELE	CCAP1982_LOCUS8284|CAD6999761.1|CCAP
OG0007060	LOC108138008|XP_017115467.1|DELE	CCAP1982_LOCUS8288|CAD6999765.1|CCAP
OG0007061	LOC108138026|XP_017115486.1|DELE	CCAP1982_LOCUS8289|CAD6999766.1|CCAP
OG0007062	LOC108148906|XP_017131714.1|DELE	CCAP1982_LOCUS7441|CAD6998894.1|CCAP
OG0007063	LOC108142076|XP_017121252.1|DELE	CCAP1982_LOCUS5521|CAD6996845.1|CCAP
OG0007064	LOC108143398|XP_017123267.1|DELE	CCAP1982_LOCUS21728|CAD7013687.1|CCAP
OG0007065	LOC108135499|XP_017111731.1|DELE	CCAP1982_LOCUS8842|CAD7000360.1|CCAP
OG0007066	LOC108136030|XP_017112451.1|DELE	CCAP1982_LOCUS13819|CAD7005459.1|CCAP
OG0007067	LOC108134528|XP_017110361.1|DELE	CCAP1982_LOCUS7438|CAD6998891.1|CCAP
OG0007068	LOC108141821|XP_017120888.1|DELE	CCAP1982_LOCUS6290|CAD6997660.1|CCAP
OG0007070	LOC108143453|XP_017123373.1|DELE	CCAP1982_LOCUS21250|CAD7013179.1|CCAP
OG0007071	LOC108141391|XP_017120230.1|DELE	CCAP1982_LOCUS22928|CAD7014968.1|CCAP
OG0007073	LOC108134968|XP_017110984.1|DELE	CCAP1982_LOCUS8062|CAD6999541.1|CCAP
OG0007074	LOC108141528|XP_017120450.1|DELE	CCAP1982_LOCUS20176|CAD7012076.1|CCAP
OG0007075	LOC108147951|XP_017130228.1|DELE	CCAP1982_LOCUS8114|CAD6999590.1|CCAP
OG0007076	LOC108149818|XP_017133176.1|DELE	CCAP1982_LOCUS22136|CAD7014131.1|CCAP
OG0007077	LOC108135320|XP_017111495.1|DELE	CCAP1982_LOCUS7920|CAD6999394.1|CCAP
OG0007078	LOC108138750|XP_017116640.1|DELE	CCAP1982_LOCUS7354|CAD6998803.1|CCAP
OG0007079	LOC108138755|XP_017116647.1|DELE	CCAP1982_LOCUS7353|CAD6998799.1|CCAP
OG0007080	LOC108141943|XP_017121075.1|DELE	CCAP1982_LOCUS6393|CAD6997763.1|CCAP
OG0007081	LOC108135283|XP_017111454.1|DELE	CCAP1982_LOCUS5561|CAD6996887.1|CCAP
OG0007082	LOC108145456|XP_017126390.1|DELE	CCAP1982_LOCUS6673|CAD6998057.1|CCAP
OG0007083	LOC108138027|XP_017115488.1|DELE	CCAP1982_LOCUS6906|CAD6998297.1|CCAP
OG0007086	LOC108150528|XP_017134246.1|DELE	CCAP1982_LOCUS8255|CAD6999729.1|CCAP
OG0007087	LOC108135524|XP_017111760.1|DELE	CCAP1982_LOCUS6897|CAD6998288.1|CCAP
OG0007088	LOC108141841|XP_017120915.1|DELE	CCAP1982_LOCUS6895|CAD6998286.1|CCAP
OG0007089	LOC108149462|XP_017132554.1|DELE	CCAP1982_LOCUS7485|CAD6998938.1|CCAP
OG0007090	LOC108147908|XP_017130158.1|DELE	CCAP1982_LOCUS8235|CAD6999709.1|CCAP
OG0007091	LOC108150534|XP_017134255.1|DELE	CCAP1982_LOCUS6972|CAD6998372.1|CCAP
OG0007092	LOC108140629|XP_017119035.1|DELE	CCAP1982_LOCUS4644|CAD6995942.1|CCAP
OG0007093	LOC108141941|XP_017121070.1|DELE	CCAP1982_LOCUS10850|CAD7002356.1|CCAP
OG0007095	LOC108138861|XP_017116874.1|DELE	CCAP1982_LOCUS7737|CAD6999203.1|CCAP
OG0007096	LOC108138731|XP_017116598.1|DELE	CCAP1982_LOCUS5513|CAD6996840.1|CCAP
OG0007097	LOC108141770|XP_017120757.1|DELE	CCAP1982_LOCUS7965|CAD6999441.1|CCAP
OG0007098	LOC108142075|XP_017121250.1|DELE	CCAP1982_LOCUS7969|CAD6999445.1|CCAP
OG0007099	LOC108150046|XP_017133502.1|DELE	CCAP1982_LOCUS2724|CAD6993938.1|CCAP
OG0007100	LOC108135247|XP_017111401.1|DELE	CCAP1982_LOCUS7691|CAD6999152.1|CCAP
OG0007102	LOC108145477|XP_017126423.1|DELE	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP
OG0007103	LOC108142021|XP_017121185.1|DELE	CCAP1982_LOCUS6721|CAD6998107.1|CCAP
OG0007104	LOC108134535|XP_017110371.1|DELE	CCAP1982_LOCUS5635|CAD6996970.1|CCAP
OG0007105	LOC108142056|XP_017121229.1|DELE	CCAP1982_LOCUS5711|CAD6997057.1|CCAP
OG0007106	LOC108137863|XP_017115284.1|DELE	CCAP1982_LOCUS7479|CAD6998932.1|CCAP
OG0007107	LOC108147973|XP_017130262.1|DELE	CCAP1982_LOCUS8486|CAD6999982.1|CCAP
OG0007109	LOC108138819|XP_017116806.1|DELE	CCAP1982_LOCUS8807|CAD7000324.1|CCAP
OG0007110	LOC108138759|XP_017116653.1|DELE	CCAP1982_LOCUS8571|CAD7000070.1|CCAP
OG0007111	LOC108138104|XP_017115588.1|DELE	CCAP1982_LOCUS7393|CAD6998844.1|CCAP
OG0007112	LOC108137868|XP_017115293.1|DELE	CCAP1982_LOCUS7501|CAD6998954.1|CCAP
OG0007113	LOC108143844|XP_017123883.1|DELE	CCAP1982_LOCUS2444|CAD6993634.1|CCAP
OG0007114	LOC108138331|XP_017115983.1|DELE	CCAP1982_LOCUS8259|CAD6999733.1|CCAP
OG0007115	LOC108138309|XP_017115955.1|DELE	CCAP1982_LOCUS8261|CAD6999735.1|CCAP
OG0007116	LOC108138172|XP_017115753.1|DELE	CCAP1982_LOCUS8864|CAD7000388.1|CCAP
OG0007117	LOC108148020|XP_017130343.1|DELE	CCAP1982_LOCUS7696|CAD6999158.1|CCAP
OG0007118	LOC108138279|XP_017115926.1|DELE	CCAP1982_LOCUS8559|CAD7000055.1|CCAP
OG0007124	LOC108146947|XP_017128690.1|DELE	CCAP1982_LOCUS14438|CAD7006106.1|CCAP
OG0007125	LOC108146838|XP_017128526.1|DELE	CCAP1982_LOCUS13823|CAD7005463.1|CCAP
OG0007126	LOC108136130|XP_017112610.1|DELE	CCAP1982_LOCUS13816|CAD7005456.1|CCAP
OG0007127	LOC108142637|XP_017122122.1|DELE	CCAP1982_LOCUS14233|CAD7005893.1|CCAP
OG0007128	LOC108147004|XP_017128757.1|DELE	CCAP1982_LOCUS13827|CAD7005467.1|CCAP
OG0007129	LOC108146839|XP_017128528.1|DELE	CCAP1982_LOCUS13825|CAD7005465.1|CCAP
OG0007130	LOC108142605|XP_017122064.1|DELE	CCAP1982_LOCUS13965|CAD7005606.1|CCAP
OG0007131	LOC108143235|XP_017123023.1|DELE	CCAP1982_LOCUS11653|CAD7003191.1|CCAP
OG0007132	LOC108143258|XP_017123058.1|DELE	CCAP1982_LOCUS11686|CAD7003225.1|CCAP
OG0007133	LOC108146955|XP_017128699.1|DELE	CCAP1982_LOCUS13226|CAD7004840.1|CCAP
OG0007134	LOC108146135|XP_017127476.1|DELE	CCAP1982_LOCUS12053|CAD7003609.1|CCAP
OG0007135	LOC108146511|XP_017128037.1|DELE	CCAP1982_LOCUS11440|CAD7002977.1|CCAP
OG0007136	LOC108142572|XP_017122011.1|DELE	CCAP1982_LOCUS11814|CAD7003355.1|CCAP
OG0007142	LOC108146248|XP_017127673.1|DELE	CCAP1982_LOCUS14614|CAD7006291.1|CCAP
OG0007143	LOC108148895|XP_017131698.1|DELE	CCAP1982_LOCUS3194|CAD6994446.1|CCAP
OG0007144	LOC108142981|XP_017122632.1|DELE	CCAP1982_LOCUS241|CAD6991312.1|CCAP
OG0007145	LOC108139101|XP_017117202.1|DELE	CCAP1982_LOCUS430|CAD6991507.1|CCAP
OG0007146	LOC108147321|XP_017129236.1|DELE	CCAP1982_LOCUS433|CAD6991511.1|CCAP
OG0007149	LOC108149605|XP_017132791.1|DELE	CCAP1982_LOCUS22324|CAD7014327.1|CCAP
OG0007150	LOC108143238|XP_017123025.1|DELE	CCAP1982_LOCUS11655|CAD7003193.1|CCAP
OG0007151	LOC108150091|XP_017133544.1|DELE	CCAP1982_LOCUS11432|CAD7002968.1|CCAP
OG0007154	LOC108144433|XP_017124806.1|DELE	CCAP1982_LOCUS20283|CAD7012182.1|CCAP
OG0007155	LOC108144175|XP_017124325.1|DELE	CCAP1982_LOCUS19995|CAD7011883.1|CCAP
OG0007156	LOC108140419|XP_017118631.1|DELE	CCAP1982_LOCUS1430|CAD6992582.1|CCAP
OG0007157	LOC108148356|XP_017130863.1|DELE	CCAP1982_LOCUS563|CAD6991649.1|CCAP
OG0007158	LOC108146078|XP_017127383.1|DELE	CCAP1982_LOCUS12225|CAD7003791.1|CCAP
OG0007160	LOC108140501|XP_017118771.1|DELE	CCAP1982_LOCUS4974|CAD6996290.1|CCAP
OG0007163	LOC108142934|XP_017122517.1|DELE	CCAP1982_LOCUS149|CAD6991211.1|CCAP
OG0007164	LOC108142929|XP_017122512.1|DELE	CCAP1982_LOCUS148|CAD6991210.1|CCAP
OG0007174	LOC108137395|XP_017114543.1|DELE	CCAP1982_LOCUS777|CAD6991886.1|CCAP
OG0007175	LOC108146996|XP_017128750.1|DELE	CCAP1982_LOCUS14454|CAD7006122.1|CCAP
OG0007176	LOC108143944|XP_017124028.1|DELE	CCAP1982_LOCUS829|CAD6991941.1|CCAP
OG0007177	LOC108137483|XP_017114688.1|DELE	CCAP1982_LOCUS748|CAD6991849.1|CCAP
OG0007178	LOC108144085|XP_017124225.1|DELE	CCAP1982_LOCUS867|CAD6991980.1|CCAP
OG0007179	LOC108141071|XP_017119721.1|DELE	CCAP1982_LOCUS750|CAD6991852.1|CCAP
OG0007180	LOC108137492|XP_017114698.1|DELE	CCAP1982_LOCUS745|CAD6991846.1|CCAP
OG0007182	LOC108136929|XP_017113892.1|DELE	CCAP1982_LOCUS967|CAD6992087.1|CCAP
OG0007183	LOC108136794|XP_017113658.1|DELE	CCAP1982_LOCUS970|CAD6992091.1|CCAP
OG0007184	LOC108136928|XP_017113891.1|DELE	CCAP1982_LOCUS962|CAD6992082.1|CCAP
OG0007185	LOC108138791|XP_017116759.1|DELE	CCAP1982_LOCUS7881|CAD6999354.1|CCAP
OG0007186	LOC108135088|XP_017111148.1|DELE	CCAP1982_LOCUS906|CAD6992022.1|CCAP
OG0007187	LOC108147231|XP_017129112.1|DELE	CCAP1982_LOCUS335|CAD6991408.1|CCAP
OG0007188	LOC108143028|XP_017122714.1|DELE	CCAP1982_LOCUS5020|CAD6996342.1|CCAP
OG0007189	LOC108139316|XP_017117511.1|DELE	CCAP1982_LOCUS4951|CAD6996268.1|CCAP
OG0007190	LOC108140624|XP_017119027.1|DELE	CCAP1982_LOCUS708|CAD6991805.1|CCAP
OG0007191	LOC108135659|XP_017111981.1|DELE	CCAP1982_LOCUS12894|CAD7004492.1|CCAP
OG0007195	LOC108141130|XP_017119840.1|DELE	CCAP1982_LOCUS680|CAD6991773.1|CCAP
OG0007196	LOC108147184|XP_017129016.1|DELE	CCAP1982_LOCUS451|CAD6991533.1|CCAP
OG0007197	LOC108143234|XP_017123022.1|DELE	CCAP1982_LOCUS13596|CAD7005238.1|CCAP
OG0007198	LOC108136703|XP_017113517.1|DELE	CCAP1982_LOCUS898|CAD6992012.1|CCAP
OG0007199	LOC108136903|XP_017113851.1|DELE	CCAP1982_LOCUS580|CAD6991666.1|CCAP
OG0007200	LOC108140732|XP_017119197.1|DELE	CCAP1982_LOCUS4879|CAD6996187.1|CCAP
OG0007201	LOC108146979|XP_017128725.1|DELE	CCAP1982_LOCUS11204|CAD7002729.1|CCAP
OG0007202	LOC108146682|XP_017128227.1|DELE	CCAP1982_LOCUS13344|CAD7004966.1|CCAP
OG0007203	LOC108146679|XP_017128223.1|DELE	CCAP1982_LOCUS13330|CAD7004951.1|CCAP
OG0007205	LOC108146960|XP_017128705.1|DELE	CCAP1982_LOCUS13329|CAD7004950.1|CCAP
OG0007206	LOC108140510|XP_017118782.1|DELE	CCAP1982_LOCUS716|CAD6991815.1|CCAP
OG0007207	LOC108143853|XP_017123904.1|DELE	CCAP1982_LOCUS721|CAD6991820.1|CCAP
OG0007208	LOC108139272|XP_017117449.1|DELE	CCAP1982_LOCUS720|CAD6991819.1|CCAP
OG0007209	LOC108139273|XP_017117451.1|DELE	CCAP1982_LOCUS719|CAD6991818.1|CCAP
OG0007210	LOC108136956|XP_017113930.1|DELE	CCAP1982_LOCUS894|CAD6992008.1|CCAP
OG0007211	LOC108140509|XP_017118780.1|DELE	CCAP1982_LOCUS4295|CAD6995585.1|CCAP
OG0007212	LOC108148947|XP_017131768.1|DELE	CCAP1982_LOCUS169|CAD6991232.1|CCAP
OG0007214	LOC108150271|XP_017133842.1|DELE	CCAP1982_LOCUS13363|CAD7004987.1|CCAP
OG0007215	LOC108140810|XP_017119301.1|DELE	CCAP1982_LOCUS392|CAD6991468.1|CCAP
OG0007216	LOC108148473|XP_017130994.1|DELE	CCAP1982_LOCUS1848|CAD6993013.1|CCAP, CCAP1982_LOCUS1847|CAD6993012.1|CCAP
OG0007217	LOC108141464|XP_017120358.1|DELE	CCAP1982_LOCUS20135|CAD7012031.1|CCAP
OG0007218	LOC108142891|XP_017122455.1|DELE	CCAP1982_LOCUS261|CAD6991332.1|CCAP
OG0007219	LOC108134994|XP_017111019.1|DELE	CCAP1982_LOCUS780|CAD6991889.1|CCAP
OG0007220	LOC108135827|XP_017112198.1|DELE	CCAP1982_LOCUS1421|CAD6992573.1|CCAP
OG0007221	LOC108147214|XP_017129068.1|DELE	CCAP1982_LOCUS5051|CAD6996372.1|CCAP
OG0007222	LOC108140476|XP_017118704.1|DELE	CCAP1982_LOCUS4924|CAD6996240.1|CCAP
OG0007223	LOC108142930|XP_017122513.1|DELE	CCAP1982_LOCUS155|CAD6991217.1|CCAP
OG0007224	LOC108135843|XP_017112216.1|DELE	CCAP1982_LOCUS4413|CAD6995706.1|CCAP
OG0007225	LOC108148374|XP_017130888.1|DELE	CCAP1982_LOCUS240|CAD6991311.1|CCAP
OG0007226	LOC108143892|XP_017123954.1|DELE	CCAP1982_LOCUS372|CAD6991446.1|CCAP
OG0007227	LOC108147554|XP_017129629.1|DELE	CCAP1982_LOCUS12755|CAD7004337.1|CCAP
OG0007228	LOC108146174|XP_017127569.1|DELE	CCAP1982_LOCUS12753|CAD7004335.1|CCAP
OG0007229	LOC108141093|XP_017119785.1|DELE	CCAP1982_LOCUS2800|CAD6994023.1|CCAP
OG0007230	LOC108136895|XP_017113842.1|DELE	CCAP1982_LOCUS4944|CAD6996261.1|CCAP
OG0007231	LOC108135113|XP_017111191.1|DELE	CCAP1982_LOCUS802|CAD6991913.1|CCAP
OG0007232	LOC108145826|XP_017126920.1|DELE	CCAP1982_LOCUS12462|CAD7004037.1|CCAP
OG0007233	LOC108146272|XP_017127701.1|DELE	CCAP1982_LOCUS12465|CAD7004040.1|CCAP
OG0007234	LOC108146533|XP_017128063.1|DELE	CCAP1982_LOCUS12468|CAD7004043.1|CCAP
OG0007235	LOC108146269|XP_017127698.1|DELE	CCAP1982_LOCUS12480|CAD7004055.1|CCAP
OG0007236	LOC108140966|XP_017119523.1|DELE	CCAP1982_LOCUS952|CAD6992072.1|CCAP
OG0007237	LOC108143863|XP_017123917.1|DELE	CCAP1982_LOCUS86|CAD6991144.1|CCAP
OG0007239	LOC108141192|XP_017119920.1|DELE	CCAP1982_LOCUS4425|CAD6995718.1|CCAP
OG0007240	LOC108136951|XP_017113922.1|DELE	CCAP1982_LOCUS11582|CAD7003120.1|CCAP
OG0007245	LOC108148812|XP_017131540.1|DELE	CCAP1982_LOCUS1858|CAD6993022.1|CCAP
OG0007246	LOC108134600|XP_017110453.1|DELE	CCAP1982_LOCUS2224|CAD6993409.1|CCAP
OG0007247	LOC108149809|XP_017133164.1|DELE	CCAP1982_LOCUS7138|CAD6998553.1|CCAP
OG0007251	LOC108143904|XP_017123970.1|DELE	CCAP1982_LOCUS955|CAD6992075.1|CCAP
OG0007252	LOC108135163|XP_017111275.1|DELE	CCAP1982_LOCUS4289|CAD6995579.1|CCAP
OG0007253	LOC108146134|XP_017127475.1|DELE	CCAP1982_LOCUS12058|CAD7003616.1|CCAP
OG0007254	LOC108137016|XP_017114005.1|DELE	CCAP1982_LOCUS645|CAD6991733.1|CCAP
OG0007256	LOC108137484|XP_017114689.1|DELE	CCAP1982_LOCUS747|CAD6991848.1|CCAP
OG0007257	LOC108135075|XP_017111120.1|DELE	CCAP1982_LOCUS5123|CAD6996451.1|CCAP
OG0007258	LOC108135077|XP_017111122.1|DELE	CCAP1982_LOCUS259|CAD6991330.1|CCAP
OG0007266	LOC108140590|XP_017118971.1|DELE	CCAP1982_LOCUS21|CAD6991072.1|CCAP
OG0007267	LOC108136942|XP_017113909.1|DELE	CCAP1982_LOCUS22944|CAD7014986.1|CCAP
OG0007268	LOC108144660|XP_017125195.1|DELE	CCAP1982_LOCUS19677|CAD7011588.1|CCAP
OG0007270	LOC108139230|XP_017117385.1|DELE	CCAP1982_LOCUS5137|CAD6996468.1|CCAP
OG0007271	LOC108140769|XP_017119246.1|DELE	CCAP1982_LOCUS84|CAD6991142.1|CCAP
OG0007272	LOC108147476|XP_017129515.1|DELE	CCAP1982_LOCUS12889|CAD7004485.1|CCAP
OG0007273	LOC108136992|XP_017113976.1|DELE	CCAP1982_LOCUS4633|CAD6995931.1|CCAP
OG0007274	LOC108135150|XP_017111259.1|DELE	CCAP1982_LOCUS4273|CAD6995562.1|CCAP
OG0007275	LOC108146443|XP_017127938.1|DELE	CCAP1982_LOCUS11313|CAD7002844.1|CCAP
OG0007276	LOC108146409|XP_017127900.1|DELE	CCAP1982_LOCUS11322|CAD7002854.1|CCAP
OG0007277	LOC108146939|XP_017128680.1|DELE	CCAP1982_LOCUS12267|CAD7003834.1|CCAP
OG0007278	LOC108142775|XP_017122306.1|DELE	CCAP1982_LOCUS14983|CAD7006683.1|CCAP
OG0007279	LOC108150240|XP_017133790.1|DELE	CCAP1982_LOCUS14984|CAD7006684.1|CCAP
OG0007280	LOC108142699|XP_017122198.1|DELE	CCAP1982_LOCUS14986|CAD7006686.1|CCAP
OG0007281	LOC108148852|XP_017131628.1|DELE	CCAP1982_LOCUS595|CAD6991682.1|CCAP
OG0007282	LOC108148851|XP_017131627.1|DELE	CCAP1982_LOCUS594|CAD6991681.1|CCAP
OG0007283	LOC108147294|XP_017129205.1|DELE	CCAP1982_LOCUS208|CAD6991277.1|CCAP
OG0007284	LOC108136870|XP_017113801.1|DELE	CCAP1982_LOCUS3395|CAD6994660.1|CCAP
OG0007287	LOC108149472|XP_017132576.1|DELE	CCAP1982_LOCUS7484|CAD6998937.1|CCAP
OG0007290	LOC108137005|XP_017113991.1|DELE	CCAP1982_LOCUS587|CAD6991674.1|CCAP
OG0007291	LOC108147738|XP_017129958.1|DELE	CCAP1982_LOCUS3528|CAD6994797.1|CCAP
OG0007293	LOC108147235|XP_017129117.1|DELE	CCAP1982_LOCUS298|CAD6991368.1|CCAP
OG0007294	LOC108134881|XP_017110869.1|DELE	CCAP1982_LOCUS1027|CAD6992149.1|CCAP
OG0007295	LOC108140435|XP_017118651.1|DELE	CCAP1982_LOCUS3441|CAD6994706.1|CCAP
OG0007296	LOC108147237|XP_017129120.1|DELE	CCAP1982_LOCUS1016|CAD6992137.1|CCAP
OG0007297	LOC108140454|XP_017118675.1|DELE	CCAP1982_LOCUS4653|CAD6995944.1|CCAP
OG0007298	LOC108137499|XP_017114705.1|DELE	CCAP1982_LOCUS4435|CAD6995730.1|CCAP
OG0007299	LOC108143988|XP_017124091.1|DELE	CCAP1982_LOCUS5169|CAD6996501.1|CCAP
OG0007300	LOC108135145|XP_017111246.1|DELE	CCAP1982_LOCUS379|CAD6991454.1|CCAP
OG0007301	LOC108148267|XP_017130708.1|DELE	CCAP1982_LOCUS4540|CAD6995838.1|CCAP
OG0007302	LOC108137471|XP_017114665.1|DELE	CCAP1982_LOCUS5045|CAD6996366.1|CCAP
OG0007304	LOC108138846|XP_017116847.1|DELE	CCAP1982_LOCUS6553|CAD6997935.1|CCAP
OG0007305	LOC108135669|XP_017111993.1|DELE	CCAP1982_LOCUS14100|CAD7005751.1|CCAP
OG0007306	LOC108135668|XP_017111992.1|DELE	CCAP1982_LOCUS14101|CAD7005752.1|CCAP
OG0007307	LOC108140670|XP_017119102.1|DELE	CCAP1982_LOCUS5065|CAD6996390.1|CCAP
OG0007309	LOC108147274|XP_017129171.1|DELE	CCAP1982_LOCUS310|CAD6991383.1|CCAP
OG0007310	LOC108136946|XP_017113916.1|DELE	CCAP1982_LOCUS309|CAD6991382.1|CCAP
OG0007311	LOC108136810|XP_017113701.1|DELE	CCAP1982_LOCUS304|CAD6991375.1|CCAP
OG0007316	LOC108136815|XP_017113707.1|DELE	CCAP1982_LOCUS997|CAD6992113.1|CCAP
OG0007317	LOC108148340|XP_017130839.1|DELE	CCAP1982_LOCUS766|CAD6991874.1|CCAP
OG0007318	LOC108148339|XP_017130835.1|DELE	CCAP1982_LOCUS765|CAD6991872.1|CCAP
OG0007319	LOC108146742|XP_017128354.1|DELE	CCAP1982_LOCUS11203|CAD7002728.1|CCAP
OG0007324	LOC108137491|XP_017114697.1|DELE	CCAP1982_LOCUS4825|CAD6996131.1|CCAP
OG0007325	LOC108148822|XP_017131567.1|DELE	CCAP1982_LOCUS4878|CAD6996186.1|CCAP
OG0007326	LOC108137482|XP_017114684.1|DELE	CCAP1982_LOCUS4843|CAD6996150.1|CCAP
OG0007327	LOC108146243|XP_017127666.1|DELE	CCAP1982_LOCUS12605|CAD7004186.1|CCAP
OG0007328	LOC108140356|XP_017118539.1|DELE	CCAP1982_LOCUS4824|CAD6996130.1|CCAP
OG0007329	LOC108143887|XP_017123950.1|DELE	CCAP1982_LOCUS836|CAD6991948.1|CCAP
OG0007333	LOC108135121|XP_017111212.1|DELE	CCAP1982_LOCUS5111|CAD6996439.1|CCAP
OG0007335	LOC108142576|XP_017122015.1|DELE	CCAP1982_LOCUS14948|CAD7006643.1|CCAP
OG0007336	LOC108137768|XP_017115159.1|DELE	CCAP1982_LOCUS256|CAD6991327.1|CCAP
OG0007337	LOC108135670|XP_017111994.1|DELE	CCAP1982_LOCUS12036|CAD7003588.1|CCAP
OG0007338	LOC108146531|XP_017128060.1|DELE	CCAP1982_LOCUS14978|CAD7006677.1|CCAP
OG0007339	LOC108143918|XP_017123987.1|DELE	CCAP1982_LOCUS176|CAD6991240.1|CCAP
OG0007340	LOC108136764|XP_017113612.1|DELE	CCAP1982_LOCUS5191|CAD6996523.1|CCAP
OG0007341	LOC108137454|XP_017114639.1|DELE	CCAP1982_LOCUS4563|CAD6995862.1|CCAP
OG0007342	LOC108147273|XP_017129167.1|DELE	CCAP1982_LOCUS5140|CAD6996471.1|CCAP
OG0007343	LOC108139145|XP_017117251.1|DELE	CCAP1982_LOCUS426|CAD6991502.1|CCAP
OG0007345	LOC108139147|XP_017117254.1|DELE	CCAP1982_LOCUS429|CAD6991505.1|CCAP
OG0007346	LOC108146221|XP_017127629.1|DELE	CCAP1982_LOCUS12748|CAD7004329.1|CCAP
OG0007351	LOC108143243|XP_017123031.1|DELE	CCAP1982_LOCUS13609|CAD7005252.1|CCAP
OG0007352	LOC108145028|XP_017125700.1|DELE	CCAP1982_LOCUS21584|CAD7013524.1|CCAP
OG0007353	LOC108141141|XP_017119854.1|DELE	CCAP1982_LOCUS1008|CAD6992129.1|CCAP
OG0007354	LOC108135446|XP_017111678.1|DELE	CCAP1982_LOCUS20275|CAD7012173.1|CCAP
OG0007355	LOC108148279|XP_017130724.1|DELE	CCAP1982_LOCUS558|CAD6991644.1|CCAP
OG0007356	LOC108143435|XP_017123339.1|DELE	CCAP1982_LOCUS21381|CAD7013311.1|CCAP
OG0007357	LOC108148264|XP_017130699.1|DELE	CCAP1982_LOCUS4455|CAD6995751.1|CCAP
OG0007358	LOC108140649|XP_017119064.1|DELE	CCAP1982_LOCUS4816|CAD6996121.1|CCAP
OG0007360	LOC108135042|XP_017111072.1|DELE	CCAP1982_LOCUS1890|CAD6993060.1|CCAP
OG0007362	LOC108138645|XP_017116474.1|DELE	CCAP1982_LOCUS5554|CAD6996881.1|CCAP
OG0007366	LOC108135839|XP_017112212.1|DELE	CCAP1982_LOCUS4415|CAD6995708.1|CCAP
OG0007367	LOC108146109|XP_017127430.1|DELE	CCAP1982_LOCUS12741|CAD7004322.1|CCAP
OG0007368	LOC108140759|XP_017119234.1|DELE	CCAP1982_LOCUS584|CAD6991671.1|CCAP
OG0007369	LOC108140603|XP_017119001.1|DELE	CCAP1982_LOCUS4308|CAD6995601.1|CCAP
OG0007370	LOC108145462|XP_017126398.1|DELE	CCAP1982_LOCUS22387|CAD7014393.1|CCAP
OG0007371	LOC108148745|XP_017131429.1|DELE	CCAP1982_LOCUS3268|CAD6994524.1|CCAP
OG0007372	LOC108142990|XP_017122650.1|DELE	CCAP1982_LOCUS246|CAD6991317.1|CCAP
OG0007389	LOC108135232|XP_017111379.1|DELE	CCAP1982_LOCUS6401|CAD6997775.1|CCAP
OG0007393	LOC108139248|XP_017117412.1|DELE	CCAP1982_LOCUS5062|CAD6996385.1|CCAP
OG0007396	LOC108137463|XP_017114658.1|DELE	CCAP1982_LOCUS4566|CAD6995865.1|CCAP
OG0007397	LOC108142080|XP_017121256.1|DELE	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP
OG0007398	LOC108144764|XP_017125360.1|DELE	CCAP1982_LOCUS20412|CAD7012318.1|CCAP
OG0007402	LOC108135814|XP_017112178.1|DELE	CCAP1982_LOCUS4479|CAD6995775.1|CCAP
OG0007403	LOC108135781|XP_017112130.1|DELE	CCAP1982_LOCUS4486|CAD6995782.1|CCAP
OG0007404	LOC108135802|XP_017112163.1|DELE	CCAP1982_LOCUS4527|CAD6995824.1|CCAP
OG0007405	LOC108143999|XP_017124107.1|DELE	CCAP1982_LOCUS686|CAD6991781.1|CCAP
OG0007406	LOC108141067|XP_017119713.1|DELE	CCAP1982_LOCUS4363|CAD6995656.1|CCAP
OG0007407	LOC108137807|XP_017115204.1|DELE	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP
OG0007408	LOC108145970|XP_017127189.1|DELE	CCAP1982_LOCUS14593|CAD7006269.1|CCAP
OG0007409	LOC108138907|XP_017116948.1|DELE	CCAP1982_LOCUS7010|CAD6998410.1|CCAP
OG0007413	LOC108147044|XP_017128806.1|DELE	CCAP1982_LOCUS23203|CAD7015255.1|CCAP
OG0007419	LOC108139265|XP_017117442.1|DELE	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP
OG0007420	LOC108145008|XP_017125661.1|DELE	CCAP1982_LOCUS21572|CAD7013512.1|CCAP
OG0007424	LOC108150256|XP_017133815.1|DELE	CCAP1982_LOCUS13372|CAD7004996.1|CCAP
OG0007425	LOC108145693|XP_017126740.1|DELE	CCAP1982_LOCUS13380|CAD7005005.1|CCAP
OG0007429	LOC108144977|XP_017125618.1|DELE	CCAP1982_LOCUS21051|CAD7012960.1|CCAP
OG0007430	LOC108146380|XP_017127863.1|DELE	CCAP1982_LOCUS12596|CAD7004176.1|CCAP
OG0007431	LOC108139004|XP_017117088.1|DELE	CCAP1982_LOCUS8214|CAD6999686.1|CCAP
