Orthogroup	DELE.longest_only	DVIR.longest_only
OG0007586	LOC108149406|XP_017132432.1|DELE	LOC6634318|XP_002057458.1|DVIR
OG0007587	LOC108145232|XP_017125984.1|DELE	LOC6626558|XP_032292861.1|DVIR
OG0007588	LOC108141810|XP_017120875.1|DELE	LOC6629164|XP_002052367.1|DVIR
OG0007589	LOC108136566|XP_017113364.1|DELE	LOC6631888|XP_002055489.3|DVIR
OG0007590	LOC108143174|XP_017122910.1|DELE	LOC6624250|XP_032290733.1|DVIR
OG0007591	LOC108141354|XP_017120161.1|DELE	LOC6625111|XP_002049285.1|DVIR
OG0007592	LOC108137537|XP_017114749.1|DELE	LOC6625492|XP_002048829.1|DVIR
OG0007593	LOC108149872|XP_017133247.1|DELE	LOC6633683|XP_032295553.1|DVIR
OG0007594	LOC108141540|XP_017120469.1|DELE	LOC6626734|XP_002049278.2|DVIR
OG0007595	LOC108143585|XP_017123590.1|DELE	LOC6626043|XP_002049141.1|DVIR
OG0007596	LOC108147393|XP_017129318.1|DELE	LOC6624510|XP_032290678.1|DVIR
OG0007597	LOC108135693|XP_017112024.1|DELE	LOC6624214|XP_002048670.1|DVIR
OG0007598	LOC108141426|XP_017120297.1|DELE	LOC6625297|XP_002049259.2|DVIR
OG0007599	LOC108146969|XP_017128715.1|DELE	LOC116650070|XP_032289309.1|DVIR, LOC6622370|XP_002047492.1|DVIR
OG0007600	LOC108146491|XP_017128012.1|DELE	LOC6622417|XP_002047496.1|DVIR
OG0007601	LOC108136022|XP_017112438.1|DELE	LOC6622510|XP_032290811.1|DVIR
OG0007602	LOC108143278|XP_017123083.1|DELE	LOC6624180|XP_002048652.1|DVIR
OG0007603	LOC108143263|XP_017123065.1|DELE	LOC6624187|XP_032289945.1|DVIR
OG0007604	LOC108146087|XP_017127398.1|DELE	LOC6636831|XP_032291529.1|DVIR
OG0007605	LOC108143131|XP_017122860.1|DELE	LOC6622504|XP_032290669.1|DVIR
OG0007606	LOC108135577|XP_017111855.1|DELE	LOC6623593|XP_015030397.1|DVIR
OG0007607	LOC108148718|XP_017131375.1|DELE	LOC6630903|XP_032294943.1|DVIR
OG0007608	LOC108142813|XP_017122363.1|DELE	LOC6622097|XP_002048078.1|DVIR
OG0007609	LOC108135433|XP_017111661.1|DELE	LOC6631755|XP_002054923.1|DVIR
OG0007610	LOC108141537|XP_017120466.1|DELE	LOC6626743|XP_032293048.1|DVIR
OG0007611	LOC108145272|XP_017126046.1|DELE	LOC6636242|XP_015024054.1|DVIR
OG0007612	LOC108141499|XP_017120407.1|DELE	LOC6625929|XP_002049298.1|DVIR
OG0007613	LOC108145250|XP_017126016.1|DELE	LOC6626562|XP_002049812.3|DVIR
OG0007614	LOC108146242|XP_017127665.1|DELE	LOC6623189|XP_002046103.1|DVIR
OG0007615	LOC108142472|XP_017121843.1|DELE	LOC6623080|XP_002047262.1|DVIR
OG0007616	LOC108148796|XP_017131505.1|DELE	LOC6630478|XP_002053754.1|DVIR
OG0007617	LOC108136121|XP_017112595.1|DELE	LOC6624046|XP_032289975.1|DVIR
OG0007618	LOC108146629|XP_017128163.1|DELE	LOC6623062|XP_032290663.1|DVIR
OG0007619	LOC108146726|XP_017128311.1|DELE	LOC6622539|XP_015030560.1|DVIR
OG0007620	LOC108146777|XP_017128413.1|DELE	LOC6624387|XP_032290003.1|DVIR
OG0007621	LOC108143596|XP_017123608.1|DELE	LOC6625684|XP_002050317.1|DVIR
OG0007622	LOC108135564|XP_017111810.1|DELE	LOC6624563|XP_015031514.2|DVIR
OG0007623	LOC108142490|XP_017121868.1|DELE	LOC6623071|XP_032290667.1|DVIR
OG0007624	LOC108142231|XP_017121438.1|DELE	LOC6622779|XP_002048083.1|DVIR
OG0007625	LOC108150233|XP_017133777.1|DELE	LOC6623394|XP_032289881.1|DVIR
OG0007626	LOC108145875|XP_017127004.1|DELE	LOC6622735|XP_002047031.1|DVIR
OG0007627	LOC108145873|XP_017127001.1|DELE	LOC6622715|XP_002047030.1|DVIR
OG0007628	LOC108145274|XP_017126055.1|DELE	LOC6636234|XP_002059748.1|DVIR
OG0007629	LOC108147518|XP_017129588.1|DELE	LOC6624463|XP_002046602.1|DVIR
OG0007630	LOC108135749|XP_017112072.1|DELE	LOC6630538|XP_002054603.3|DVIR
OG0007631	LOC108140761|XP_017119236.1|DELE	LOC6633211|XP_002055976.1|DVIR
OG0007632	LOC108146093|XP_017127410.1|DELE	LOC26531257|XP_032289262.1|DVIR, LOC116650579|XP_032290494.1|DVIR
OG0007633	LOC108149396|XP_017132419.1|DELE	LOC6628338|XP_032294491.1|DVIR
OG0007634	LOC108148779|XP_017131479.1|DELE	LOC6635211|XP_032295123.1|DVIR
OG0007635	LOC108149480|XP_017132585.1|DELE	LOC6634335|XP_002057463.2|DVIR
OG0007636	LOC108145740|XP_017126792.1|DELE	LOC6623997|XP_002047588.2|DVIR
OG0007637	LOC108134744|XP_017110672.1|DELE	LOC6629073|XP_002052375.1|DVIR
OG0007638	LOC108150391|XP_017134022.1|DELE	LOC6635929|XP_032292495.1|DVIR
OG0007639	LOC108134868|XP_017110846.1|DELE	LOC116649736|XP_032296490.1|DVIR
OG0007640	LOC108147042|XP_017128804.1|DELE	LOC6626107|XP_002050511.1|DVIR
OG0007641	LOC108143915|XP_017123984.1|DELE	LOC6629440|XP_002053157.1|DVIR
OG0007642	LOC108149748|XP_017133028.1|DELE	LOC6626502|XP_002050871.1|DVIR, LOC6626366|XP_002050695.1|DVIR
OG0007643	LOC108140793|XP_017119276.1|DELE	LOC6631100|XP_032291097.1|DVIR
OG0007644	LOC108142928|XP_017122510.1|DELE	LOC6630946|XP_002054048.1|DVIR
OG0007645	LOC108140421|XP_017118632.1|DELE	LOC6633228|XP_002056286.1|DVIR
OG0007646	LOC108138052|XP_017115517.1|DELE	LOC6627715|XP_002051637.1|DVIR
OG0007647	LOC108138796|XP_017116764.1|DELE	LOC6628324|XP_032293662.1|DVIR
OG0007648	LOC108145346|XP_017126225.1|DELE	LOC6627176|XP_002050394.2|DVIR
OG0007649	LOC108150268|XP_017133839.1|DELE	LOC6623445|XP_002047281.1|DVIR
OG0007650	LOC108143300|XP_017123104.1|DELE	LOC6626400|XP_002049137.3|DVIR
OG0007651	LOC108150036|XP_017133488.1|DELE	LOC26531350|XP_032296644.1|DVIR
OG0007652	LOC108145831|XP_017126967.1|DELE, LOC108149753|XP_017133050.1|DELE	LOC26531799|XP_015024750.1|DVIR, LOC26530875|XP_015024747.1|DVIR
OG0007653	LOC108142799|XP_017122342.1|DELE	LOC116650469|XP_032290030.1|DVIR, LOC6622547|XP_002048436.1|DVIR
OG0007654	LOC108145760|XP_017126816.1|DELE	LOC6623165|XP_002047745.1|DVIR
OG0007655	LOC108143647|XP_017123648.1|DELE	LOC6635353|XP_002058899.2|DVIR, LOC6627181|XP_002049746.2|DVIR, LOC6622686|XP_032289987.1|DVIR
OG0007656	LOC108140455|XP_017118676.1|DELE	LOC6632866|XP_015025811.1|DVIR
OG0007657	LOC108139108|XP_017117210.1|DELE, LOC108135027|XP_017111047.1|DELE	LOC26531719|XP_015027927.2|DVIR, LOC116651929|XP_032295313.1|DVIR
OG0007659	LOC108141293|XP_017120049.1|DELE	LOC26530911|XP_015030260.1|DVIR, LOC6626742|XP_002049305.2|DVIR
OG0007660	LOC108136973|XP_017113953.1|DELE	LOC6630266|XP_002053425.1|DVIR, LOC6630265|XP_002053424.1|DVIR
OG0007664	LOC108139130|XP_017117233.1|DELE	LOC6630004|XP_002054766.2|DVIR
OG0007665	LOC108135922|XP_017112354.1|DELE	LOC6631934|XP_002055481.2|DVIR, LOC116652020|XP_032295559.1|DVIR
OG0007666	LOC108135942|XP_017112380.1|DELE	LOC6631832|XP_032295848.1|DVIR
OG0007667	LOC108140925|XP_017119478.1|DELE	LOC6631313|XP_002055056.1|DVIR
OG0007668	LOC108149257|XP_017132189.1|DELE	LOC6634313|XP_002057563.1|DVIR
OG0007669	LOC108140893|XP_017119420.1|DELE	LOC6631857|XP_032295556.1|DVIR
OG0007670	LOC108140892|XP_017119418.1|DELE	LOC6631856|XP_002055200.1|DVIR
OG0007671	LOC108136553|XP_017113348.1|DELE	LOC6632121|XP_002055259.1|DVIR
OG0007672	LOC108138440|XP_017116130.1|DELE	LOC6632059|XP_002055112.1|DVIR
OG0007673	LOC108148943|XP_017131765.1|DELE	LOC6629756|XP_002053898.3|DVIR
OG0007674	LOC108138528|XP_017116278.1|DELE	LOC6632172|XP_032295987.1|DVIR
OG0007675	LOC108138540|XP_017116299.1|DELE	LOC6631532|XP_002055339.1|DVIR
OG0007676	LOC108136476|XP_017113168.1|DELE	LOC6635453|XP_002059055.1|DVIR
OG0007677	LOC108137587|XP_017114807.1|DELE	LOC6633632|XP_002057276.2|DVIR
OG0007678	LOC108141629|XP_017120586.1|DELE	LOC6631910|XP_002055591.1|DVIR
OG0007679	LOC108141613|XP_017120567.1|DELE	LOC6631914|XP_002055595.1|DVIR
OG0007680	LOC108147993|XP_017130297.1|DELE	LOC6634189|XP_015025182.1|DVIR
OG0007681	LOC108136923|XP_017113887.1|DELE	LOC6632227|XP_002055875.1|DVIR
OG0007682	LOC108138465|XP_017116162.1|DELE	LOC6631477|XP_032295896.1|DVIR
OG0007683	LOC108134866|XP_017110844.1|DELE	LOC6634489|XP_002058227.1|DVIR, LOC116652290|XP_032296487.1|DVIR
OG0007684	LOC108138597|XP_017116376.1|DELE	LOC6631530|XP_002055337.1|DVIR
OG0007685	LOC108134852|XP_017110808.1|DELE	LOC6632155|XP_032295571.1|DVIR
OG0007686	LOC108145564|XP_017126558.1|DELE	LOC6631415|XP_002055424.1|DVIR
OG0007687	LOC108137135|XP_017114177.1|DELE	LOC6634396|XP_032296275.1|DVIR
OG0007688	LOC108136694|XP_017113507.1|DELE	LOC6635010|XP_002058654.1|DVIR
OG0007689	LOC108144644|XP_017125179.1|DELE	LOC6631966|XP_002055229.1|DVIR
OG0007690	LOC108137120|XP_017114137.1|DELE	LOC6631389|XP_015026605.1|DVIR
OG0007691	LOC108148878|XP_017131668.1|DELE	LOC6632934|XP_002056121.1|DVIR
OG0007692	LOC108148181|XP_017130572.1|DELE	LOC6631456|XP_002055544.2|DVIR
OG0007693	LOC108134922|XP_017110926.1|DELE	LOC6631539|XP_002055063.1|DVIR
OG0007694	LOC108136155|XP_017112639.1|DELE	LOC6623089|XP_002048238.1|DVIR
OG0007695	LOC108141422|XP_017120300.1|DELE	LOC6633644|XP_032289088.1|DVIR
OG0007696	LOC108137420|XP_017114572.1|DELE	LOC6622846|XP_002048026.2|DVIR
OG0007697	LOC108146125|XP_017127459.1|DELE	LOC6622215|XP_002046087.1|DVIR
OG0007698	LOC108150009|XP_017133449.1|DELE	LOC6633828|XP_002057107.2|DVIR
OG0007699	LOC108138593|XP_017116373.1|DELE	LOC6634653|XP_002058106.2|DVIR
OG0007700	LOC108136261|XP_017112806.1|DELE	LOC6633396|XP_002057206.1|DVIR
OG0007701	LOC108149868|XP_017133239.1|DELE	LOC6633608|XP_032289038.1|DVIR
OG0007702	LOC108136324|XP_017112915.1|DELE	LOC6631448|XP_002054959.1|DVIR
OG0007703	LOC108137183|XP_017114255.1|DELE	LOC6634531|XP_002057960.2|DVIR
OG0007704	LOC108142902|XP_017122478.1|DELE	LOC6632877|XP_032289507.1|DVIR
OG0007705	LOC108136546|XP_017113334.1|DELE	LOC6636720|XP_002060193.1|DVIR
OG0007706	LOC108136544|XP_017113331.1|DELE	LOC6635496|XP_002059085.2|DVIR
OG0007707	LOC108135418|XP_017111619.1|DELE	LOC6631926|XP_032295584.1|DVIR
OG0007708	LOC108137623|XP_017114883.1|DELE	LOC6632141|XP_015026433.2|DVIR
OG0007709	LOC108147731|XP_017129948.1|DELE	LOC6636142|XP_002059536.2|DVIR
OG0007710	LOC108145565|XP_017126560.1|DELE	LOC6631429|XP_002055537.2|DVIR
OG0007711	LOC108150025|XP_017133474.1|DELE	LOC6631983|XP_002055608.1|DVIR
OG0007712	LOC108137139|XP_017114188.1|DELE	LOC6634444|XP_002058059.1|DVIR
OG0007713	LOC108147618|XP_017129743.1|DELE	LOC6633728|XP_032296623.1|DVIR
OG0007714	LOC108144303|XP_017124487.1|DELE	LOC6631589|XP_002055441.1|DVIR
OG0007715	LOC108144397|XP_017124670.1|DELE	LOC6631675|XP_002055001.1|DVIR
OG0007716	LOC108137630|XP_017114905.1|DELE	LOC6631949|XP_002055401.3|DVIR
OG0007717	LOC108142952|XP_017122581.1|DELE	LOC6632918|XP_002055921.2|DVIR
OG0007718	LOC108140930|XP_017119483.1|DELE	LOC6634694|XP_002058305.1|DVIR
OG0007719	LOC108136276|XP_017112833.1|DELE	LOC6631897|XP_015026641.1|DVIR
OG0007720	LOC108136313|XP_017112900.1|DELE	LOC6631862|XP_032295869.1|DVIR
OG0007721	LOC108137304|XP_017114413.1|DELE	LOC6631564|XP_015026360.1|DVIR
OG0007722	LOC108137244|XP_017114315.1|DELE	LOC6631566|XP_002055553.2|DVIR
OG0007723	LOC108137326|XP_017114446.1|DELE	LOC6631618|XP_032295954.1|DVIR
OG0007724	LOC108137855|XP_017115272.1|DELE	LOC6627853|XP_002052848.1|DVIR
OG0007725	LOC108136581|XP_017113382.1|DELE	LOC6631785|XP_032295724.1|DVIR
OG0007726	LOC108137604|XP_017114868.1|DELE	LOC6636021|XP_002059545.1|DVIR
OG0007727	LOC108136348|XP_017112944.1|DELE	LOC6636140|XP_002059534.1|DVIR
OG0007728	LOC108141040|XP_017119662.1|DELE	LOC6636045|XP_032295971.1|DVIR
OG0007729	LOC108137743|XP_017115132.1|DELE	LOC6636171|XP_002059557.1|DVIR
OG0007730	LOC108141078|XP_017119741.1|DELE	LOC6636044|XP_002059571.1|DVIR
OG0007731	LOC108142202|XP_017121378.1|DELE	LOC6624531|XP_015031245.1|DVIR
OG0007732	LOC108144455|XP_017124839.1|DELE	LOC6632057|XP_002055110.1|DVIR
OG0007733	LOC108136577|XP_017113376.1|DELE	LOC6631985|XP_002055610.1|DVIR
OG0007734	LOC108147640|XP_017129784.1|DELE	LOC6631989|XP_002055614.1|DVIR
OG0007735	LOC108138525|XP_017116275.1|DELE	LOC6631305|XP_002055048.1|DVIR
OG0007736	LOC108150401|XP_017134048.1|DELE	LOC6634687|XP_032289214.1|DVIR
OG0007737	LOC108140575|XP_017118937.1|DELE	LOC6629966|XP_015027598.1|DVIR
OG0007738	LOC108148807|XP_017131524.1|DELE	LOC6630958|XP_015027762.1|DVIR
OG0007739	LOC108135938|XP_017112375.1|DELE	LOC6631646|XP_002055365.2|DVIR
OG0007740	LOC108138566|XP_017116335.1|DELE	LOC6633417|XP_032296305.1|DVIR
OG0007741	LOC108148135|XP_017130475.1|DELE	LOC6636088|XP_032296154.1|DVIR
OG0007742	LOC108141607|XP_017120550.1|DELE	LOC6636672|XP_002060150.1|DVIR
OG0007743	LOC108148631|XP_017131230.1|DELE	LOC6633134|XP_032288805.1|DVIR
OG0007744	LOC108138113|XP_017115627.1|DELE	LOC26531712|XP_015031785.1|DVIR
OG0007745	LOC108136846|XP_017113757.1|DELE	LOC6632591|XP_032289445.1|DVIR
OG0007746	LOC108144027|XP_017124147.1|DELE	LOC6631273|XP_002054057.1|DVIR
OG0007747	LOC108136217|XP_017112725.1|DELE	LOC6636161|XP_032296225.1|DVIR
OG0007748	LOC108145172|XP_017125905.1|DELE	LOC6631900|XP_032295929.1|DVIR
OG0007749	LOC108136223|XP_017112733.1|DELE	LOC6634528|XP_002057957.1|DVIR
OG0007750	LOC108143936|XP_017124012.1|DELE	LOC6630200|XP_032296222.1|DVIR
OG0007751	LOC108137858|XP_017115277.1|DELE	LOC6628194|XP_002052853.1|DVIR
OG0007752	LOC108140918|XP_017119468.1|DELE	LOC6631311|XP_002055054.1|DVIR
OG0007753	LOC108137413|XP_017114561.1|DELE	LOC6631828|XP_002055470.1|DVIR
OG0007754	LOC108142798|XP_017122341.1|DELE	LOC6631874|XP_002055031.1|DVIR
OG0007755	LOC108142263|XP_017121473.1|DELE	LOC6631750|XP_002055029.2|DVIR
OG0007756	LOC108141109|XP_017119815.1|DELE	LOC6633689|XP_002057006.2|DVIR
OG0007757	LOC108136247|XP_017112775.1|DELE	LOC6633388|XP_032296392.1|DVIR
OG0007758	LOC108135262|XP_017111420.1|DELE	LOC6634211|XP_002057804.2|DVIR
OG0007759	LOC108148949|XP_017131770.1|DELE	LOC6629496|XP_002054516.1|DVIR
OG0007760	LOC108137742|XP_017115131.1|DELE	LOC6631775|XP_032296015.1|DVIR
OG0007761	LOC108144558|XP_017125029.1|DELE	LOC6631449|XP_002055025.3|DVIR
OG0007762	LOC108144784|XP_017125388.1|DELE	LOC6631469|XP_002055026.1|DVIR
OG0007763	LOC108137852|XP_017115270.1|DELE	LOC6628198|XP_002052857.3|DVIR
OG0007764	LOC108136472|XP_017113161.1|DELE	LOC6633725|XP_002057090.2|DVIR
OG0007765	LOC108136473|XP_017113162.1|DELE	LOC6633724|XP_002057089.1|DVIR
OG0007766	LOC108134725|XP_017110622.1|DELE	LOC6632252|XP_015026047.1|DVIR
OG0007767	LOC108145270|XP_017126039.1|DELE	LOC6636208|XP_032290092.1|DVIR
OG0007768	LOC108137590|XP_017114811.1|DELE	LOC6631773|XP_002055181.1|DVIR
OG0007769	LOC108134947|XP_017110961.1|DELE	LOC6634768|XP_002058007.1|DVIR
OG0007770	LOC108139059|XP_017117169.1|DELE	LOC6634770|XP_015025035.1|DVIR
OG0007771	LOC108138979|XP_017117052.1|DELE	LOC6628657|XP_002051507.2|DVIR
OG0007772	LOC108136289|XP_017112864.1|DELE	LOC6633572|XP_002057076.1|DVIR
OG0007773	LOC108148289|XP_017130750.1|DELE	LOC6628919|XP_002051387.1|DVIR
OG0007774	LOC108142864|XP_017122426.1|DELE	LOC6623059|XP_002046678.1|DVIR
OG0007775	LOC108147733|XP_017129951.1|DELE	LOC6631663|XP_002054941.1|DVIR
OG0007776	LOC108136599|XP_017113404.1|DELE	LOC6632002|XP_002055094.2|DVIR
OG0007777	LOC108138543|XP_017116301.1|DELE	LOC6631826|XP_032295850.1|DVIR
OG0007778	LOC108147616|XP_017129741.1|DELE	LOC6634460|XP_002057948.2|DVIR
OG0007779	LOC108146414|XP_017127906.1|DELE	LOC6623872|XP_002046231.1|DVIR
OG0007780	LOC108141308|XP_017120066.1|DELE	LOC6636695|XP_002060115.1|DVIR
OG0007781	LOC108148152|XP_017130534.1|DELE	LOC6634645|XP_032296453.1|DVIR
OG0007782	LOC108136611|XP_017113419.1|DELE	LOC6633704|XP_002057299.1|DVIR
OG0007783	LOC108140978|XP_017119540.1|DELE	LOC6634509|XP_002058279.1|DVIR
OG0007784	LOC108141120|XP_017119823.1|DELE	LOC6631034|XP_002054125.2|DVIR
OG0007785	LOC108135434|XP_017111662.1|DELE	LOC6633482|XP_032296622.1|DVIR
OG0007786	LOC108137830|XP_017115244.1|DELE	LOC6628305|XP_032294257.1|DVIR
OG0007787	LOC108148990|XP_017131820.1|DELE	LOC6635215|XP_032294790.1|DVIR
OG0007788	LOC108148815|XP_017131555.1|DELE	LOC6630566|XP_002054383.1|DVIR
OG0007789	LOC108140351|XP_017118533.1|DELE	LOC6635142|XP_032294903.1|DVIR
OG0007790	LOC108147172|XP_017128994.1|DELE	LOC6632759|XP_032288739.1|DVIR
OG0007791	LOC108147226|XP_017129103.1|DELE	LOC6632213|XP_015025929.1|DVIR
OG0007792	LOC108147693|XP_017129896.1|DELE	LOC6634427|XP_002057939.1|DVIR
OG0007793	LOC108134658|XP_017110543.1|DELE	LOC6629960|XP_002053618.2|DVIR
OG0007794	LOC108134871|XP_017110850.1|DELE	LOC6634682|XP_002057998.1|DVIR
OG0007795	LOC108137593|XP_017114813.1|DELE	LOC6633791|XP_002056963.2|DVIR
OG0007796	LOC108143911|XP_017123978.1|DELE	LOC6632886|XP_002055789.1|DVIR
OG0007797	LOC108148656|XP_017131275.1|DELE	LOC6632620|XP_002056102.2|DVIR
OG0007798	LOC108148657|XP_017131276.1|DELE	LOC6632429|XP_002056101.1|DVIR
OG0007799	LOC108149016|XP_017131851.1|DELE	LOC6635189|XP_002058388.1|DVIR
OG0007800	LOC108148999|XP_017131831.1|DELE	LOC6630920|XP_002053779.1|DVIR
OG0007801	LOC108144062|XP_017124196.1|DELE	LOC6635271|XP_015024778.2|DVIR
OG0007802	LOC108143062|XP_017122765.1|DELE	LOC26531808|XP_015027947.1|DVIR
OG0007803	LOC108135730|XP_017112053.1|DELE	LOC6634979|XP_032295000.1|DVIR
OG0007804	LOC108142487|XP_017121862.1|DELE	LOC6635470|XP_002058978.2|DVIR
OG0007805	LOC108135896|XP_017112301.1|DELE	LOC6635468|XP_002058976.1|DVIR
OG0007806	LOC108135889|XP_017112294.1|DELE	LOC6635467|XP_002058975.1|DVIR
OG0007808	LOC108143762|XP_017123780.1|DELE	LOC6630859|XP_002052954.2|DVIR
OG0007809	LOC108147726|XP_017129944.1|DELE	LOC6634409|XP_002057930.1|DVIR
OG0007810	LOC108149423|XP_017132479.1|DELE	LOC6634182|XP_002057440.1|DVIR
OG0007811	LOC108140543|XP_017118869.1|DELE	LOC6631142|XP_032288929.1|DVIR
OG0007812	LOC108136388|XP_017112989.1|DELE	LOC6635542|XP_032296263.1|DVIR
OG0007813	LOC108143009|XP_017122687.1|DELE	LOC6632508|XP_002056013.2|DVIR
OG0007814	LOC108135437|XP_017111667.1|DELE	LOC6633875|XP_002057386.1|DVIR
OG0007815	LOC108136584|XP_017113385.1|DELE	LOC6631851|XP_002055587.1|DVIR
OG0007816	LOC108142654|XP_017122144.1|DELE	LOC6624673|XP_002047610.2|DVIR
OG0007817	LOC108148282|XP_017130732.1|DELE	LOC6629425|XP_002054357.1|DVIR
OG0007818	LOC108136988|XP_017113971.1|DELE	LOC6635153|XP_002058637.3|DVIR
OG0007819	LOC108137656|XP_017114977.1|DELE	LOC6634557|XP_002057974.1|DVIR
OG0007820	LOC108143038|XP_017122725.1|DELE	LOC6631044|XP_002054218.2|DVIR
OG0007821	LOC108148961|XP_017131786.1|DELE	LOC6632430|XP_002056160.1|DVIR
OG0007822	LOC108148960|XP_017131785.1|DELE	LOC6632431|XP_002056161.1|DVIR
OG0007823	LOC108148688|XP_017131321.1|DELE	LOC6632433|XP_002056163.1|DVIR
OG0007824	LOC108148639|XP_017131250.1|DELE	LOC6635035|XP_032295328.1|DVIR
OG0007825	LOC108150572|XP_017134317.1|DELE	LOC6632367|XP_002056197.1|DVIR
OG0007826	LOC108148673|XP_017131296.1|DELE	LOC6630154|XP_032295301.1|DVIR
OG0007827	LOC108138451|XP_017116142.1|DELE	LOC6633549|XP_002057246.1|DVIR
OG0007828	LOC108147447|XP_017129464.1|DELE	LOC6622234|XP_002046356.1|DVIR
OG0007829	LOC108141174|XP_017119890.1|DELE	LOC6633032|XP_002056059.2|DVIR
OG0007830	LOC108136708|XP_017113522.1|DELE	LOC6632848|XP_002056246.1|DVIR
OG0007831	LOC108136483|XP_017113186.1|DELE	LOC6634625|XP_002058024.1|DVIR
OG0007832	LOC108137236|XP_017114303.1|DELE	LOC6632162|XP_002055771.2|DVIR
OG0007833	LOC108136319|XP_017112908.1|DELE	LOC6633722|XP_002057087.1|DVIR
OG0007834	LOC108143963|XP_017124051.1|DELE	LOC6629701|XP_002052959.2|DVIR
OG0007836	LOC108139117|XP_017117219.1|DELE	LOC6634849|XP_015024939.1|DVIR
OG0007837	LOC108148252|XP_017130656.1|DELE	LOC6634900|XP_002058552.2|DVIR
OG0007838	LOC108148416|XP_017130945.1|DELE	LOC6634911|XP_002058563.1|DVIR
OG0007839	LOC108136457|XP_017113132.1|DELE	LOC6636030|XP_002059635.1|DVIR
OG0007840	LOC108148777|XP_017131476.1|DELE	LOC6635213|XP_002058401.2|DVIR
OG0007841	LOC108144036|XP_017124157.1|DELE	LOC6630407|XP_002054195.2|DVIR
OG0007842	LOC108148683|XP_017131312.1|DELE	LOC6634960|XP_032294882.1|DVIR
OG0007843	LOC108148570|XP_017131105.1|DELE	LOC6634961|XP_002058595.1|DVIR
OG0007844	LOC108137983|XP_017115443.1|DELE	LOC6625505|XP_032292266.1|DVIR
OG0007845	LOC108147318|XP_017129234.1|DELE	LOC6632248|XP_002056077.1|DVIR
OG0007846	LOC108136246|XP_017112774.1|DELE	LOC6633384|XP_015025553.1|DVIR
OG0007847	LOC108136975|XP_017113955.1|DELE	LOC6634855|XP_002058645.1|DVIR
OG0007848	LOC108136953|XP_017113927.1|DELE	LOC6635155|XP_002058639.1|DVIR
OG0007849	LOC108139288|XP_017117472.1|DELE	LOC6629890|XP_002054550.1|DVIR
OG0007850	LOC108139287|XP_017117471.1|DELE	LOC6629889|XP_002054549.3|DVIR
OG0007851	LOC108148540|XP_017131071.1|DELE	LOC6630618|XP_002053747.2|DVIR
OG0007852	LOC108134797|XP_017110736.1|DELE	LOC6629931|XP_032294958.1|DVIR
OG0007853	LOC108148976|XP_017131804.1|DELE	LOC6629684|XP_032292210.1|DVIR
OG0007854	LOC108136927|XP_017113890.1|DELE	LOC6635062|XP_002058629.1|DVIR
OG0007855	LOC108135050|XP_017111078.1|DELE	LOC6632715|XP_032289611.1|DVIR
OG0007856	LOC108136954|XP_017113928.1|DELE	LOC6635154|XP_015024836.1|DVIR
OG0007857	LOC108135224|XP_017111346.1|DELE	LOC6630022|XP_002054472.1|DVIR
OG0007858	LOC108149495|XP_017132605.1|DELE	LOC6629221|XP_015028285.1|DVIR
OG0007859	LOC108136642|XP_017113454.1|DELE	LOC6635463|XP_002058971.1|DVIR
OG0007860	LOC108135061|XP_017111096.1|DELE	LOC6633167|XP_002055797.1|DVIR
OG0007861	LOC108150177|XP_017133657.1|DELE	LOC6633109|XP_032288892.1|DVIR
OG0007863	LOC108150429|XP_017134075.1|DELE	LOC6629039|XP_002052185.1|DVIR
OG0007864	LOC108143972|XP_017124065.1|DELE	LOC6632786|XP_032288790.1|DVIR
OG0007865	LOC108142656|XP_017122146.1|DELE	LOC6624595|XP_002047645.1|DVIR
OG0007866	LOC108140774|XP_017119251.1|DELE	LOC6630495|XP_002054389.1|DVIR
OG0007867	LOC108148753|XP_017131438.1|DELE	LOC6629636|XP_002054841.1|DVIR
OG0007868	LOC108144080|XP_017124219.1|DELE	LOC6631125|XP_002054245.1|DVIR
OG0007869	LOC108140800|XP_017119291.1|DELE	LOC6633504|XP_002056828.1|DVIR
OG0007870	LOC108150354|XP_017133977.1|DELE	LOC6623680|XP_032291107.1|DVIR
OG0007871	LOC108137737|XP_017115124.1|DELE	LOC6633813|XP_002057034.1|DVIR
OG0007872	LOC108146816|XP_017128496.1|DELE	LOC6622318|XP_032290510.1|DVIR
OG0007873	LOC108146897|XP_017128627.1|DELE	LOC6624376|XP_002046399.1|DVIR, LOC116650700|XP_032291026.1|DVIR
OG0007874	LOC108147736|XP_017129955.1|DELE	LOC6636058|XP_002059522.1|DVIR
OG0007875	LOC108149784|XP_017133127.1|DELE	LOC6626608|XP_002050560.2|DVIR
OG0007876	LOC108141455|XP_017120351.1|DELE	LOC6633640|XP_032296410.1|DVIR
OG0007877	LOC108144545|XP_017125008.1|DELE	LOC6633365|XP_032296571.1|DVIR
OG0007878	LOC108143559|XP_017123556.1|DELE	LOC6635840|XP_002059452.1|DVIR
OG0007879	LOC108135573|XP_017111831.1|DELE	LOC6623653|XP_002046824.1|DVIR
OG0007880	LOC108136618|XP_017113424.1|DELE	LOC6633705|XP_002057300.1|DVIR
OG0007881	LOC108146390|XP_017127873.1|DELE	LOC6636921|XP_002060377.1|DVIR
OG0007882	LOC108146327|XP_017127781.1|DELE	LOC6636830|XP_002060269.1|DVIR
