Orthogroup	DELE.longest_only	AEAL.longest_only
OG0007353	LOC108141141|XP_017119854.1|DELE	LOC109415062|XP_019544464.2|AEAL, LOC109403287|XP_019531639.2|AEAL
OG0007354	LOC108135446|XP_017111678.1|DELE	LOC109414121|XP_019543410.2|AEAL
OG0007355	LOC108148279|XP_017130724.1|DELE	LOC109415075|XP_029718665.1|AEAL
OG0007356	LOC108143435|XP_017123339.1|DELE	LOC109414127|XP_029718670.1|AEAL
OG0007357	LOC108148264|XP_017130699.1|DELE	LOC109414131|XP_019543434.2|AEAL
OG0007358	LOC108140649|XP_017119064.1|DELE	LOC109416838|XP_019546476.2|AEAL
OG0007359	LOC108147192|XP_017129034.1|DELE	LOC109398821|XP_029709976.1|AEAL, LOC109417347|XP_019546998.2|AEAL
OG0007360	LOC108135042|XP_017111072.1|DELE	LOC109398863|XP_019526852.2|AEAL
OG0007361	LOC108137627|XP_017114890.1|DELE	LOC109429171|XP_029718794.1|AEAL, LOC109398837|XP_029718827.1|AEAL
OG0007362	LOC108138645|XP_017116474.1|DELE	LOC109429170|XP_029718829.1|AEAL, LOC109398884|XP_029718795.1|AEAL
OG0007363	LOC108136645|XP_017113457.1|DELE	LOC109429162|XP_019560572.2|AEAL
OG0007364	LOC108149913|XP_017133304.1|DELE	LOC109429157|XP_029718833.1|AEAL, LOC115253602|XP_029718799.1|AEAL
OG0007365	LOC108149925|XP_017133331.1|DELE	LOC109429156|XP_029718847.1|AEAL, LOC109398868|XP_029718845.1|AEAL
OG0007366	LOC108135839|XP_017112212.1|DELE	LOC109429149|XP_019560544.2|AEAL
OG0007367	LOC108146109|XP_017127430.1|DELE	LOC109429148|XP_029730079.1|AEAL
OG0007368	LOC108140759|XP_017119234.1|DELE	LOC109429118|XP_019560513.2|AEAL
OG0007369	LOC108140603|XP_017119001.1|DELE	LOC109429111|XP_029719014.1|AEAL
OG0007370	LOC108145462|XP_017126398.1|DELE	LOC109429104|XP_019560489.2|AEAL
OG0007371	LOC108148745|XP_017131429.1|DELE	LOC109429098|XP_029719005.1|AEAL
OG0007372	LOC108142990|XP_017122650.1|DELE	LOC109411604|XP_029718972.1|AEAL
OG0007373	LOC108148124|XP_017130463.1|DELE	LOC109427239|XP_029718919.1|AEAL, LOC115254073|XP_029718971.1|AEAL
OG0007374	LOC108136595|XP_017113397.1|DELE	LOC115261150|XP_029718369.1|AEAL, LOC115261162|XP_029718380.1|AEAL
OG0007375	LOC108136524|XP_017113288.1|DELE	LOC115260327|XP_029717117.1|AEAL, LOC109428135|XP_029710431.1|AEAL
OG0007376	LOC108148157|XP_017130542.1|DELE	LOC109406883|XP_019535437.2|AEAL
OG0007377	LOC108143919|XP_017123991.1|DELE	LOC115261502|XP_029719095.1|AEAL, LOC109404483|XP_019532916.1|AEAL
OG0007378	LOC108147681|XP_017129867.1|DELE	LOC109406319|XP_019534959.2|AEAL, LOC115261505|XP_029719098.1|AEAL
OG0007379	LOC108136480|XP_017113183.1|DELE	LOC109404472|XP_029719039.1|AEAL, LOC109406315|XP_019534953.1|AEAL
OG0007380	LOC108135913|XP_017112333.1|DELE	LOC109406304|XP_029719029.1|AEAL, LOC109404485|XP_029719110.1|AEAL, LOC115261487|XP_029719064.1|AEAL
OG0007381	LOC108136648|XP_017113459.1|DELE	LOC109406328|XP_029719045.1|AEAL, LOC109404503|XP_019532946.2|AEAL
OG0007382	LOC108136224|XP_017112734.1|DELE	LOC109406293|XP_019534923.2|AEAL, LOC115261517|XP_029719141.1|AEAL
OG0007383	LOC108137078|XP_017114073.1|DELE	LOC109404958|XP_029719144.1|AEAL
OG0007384	LOC108136222|XP_017112732.1|DELE	LOC109404966|XP_029719198.1|AEAL, LOC109416165|XP_029718397.1|AEAL
OG0007385	LOC108148158|XP_017130544.1|DELE	LOC115261524|XP_029719200.1|AEAL, LOC109404981|XP_029719237.1|AEAL
OG0007386	LOC108136352|XP_017112950.1|DELE	LOC109416145|XP_029719223.1|AEAL, LOC109416207|XP_029719212.1|AEAL
OG0007387	LOC108134824|XP_017110767.1|DELE	LOC109416206|XP_029719222.1|AEAL, LOC109416144|XP_019545657.2|AEAL
OG0007388	LOC108134851|XP_017110804.1|DELE	LOC109416142|XP_029719221.1|AEAL, LOC109416205|XP_029719216.1|AEAL
OG0007389	LOC108135232|XP_017111379.1|DELE	LOC109416635|XP_029719266.1|AEAL, LOC109432844|XP_029719277.1|AEAL
OG0007390	LOC108136293|XP_017112868.1|DELE	LOC109432835|XP_029719292.1|AEAL, LOC109416626|XP_029719291.1|AEAL, LOC115254082|XP_029719263.1|AEAL
OG0007391	LOC108143877|XP_017123938.1|DELE	LOC109416624|XP_029719261.1|AEAL, LOC109432833|XP_029719282.1|AEAL, LOC115261554|XP_029719283.1|AEAL
OG0007392	LOC108137151|XP_017114206.1|DELE	LOC115261572|XP_029719327.1|AEAL, LOC109416618|XP_019546228.2|AEAL, LOC109432819|XP_029719254.1|AEAL, LOC115261559|XP_029719302.1|AEAL
OG0007393	LOC108139248|XP_017117412.1|DELE	LOC109432808|XP_019564698.2|AEAL
OG0007395	LOC108144043|XP_017124173.1|DELE	LOC109432733|XP_019564662.1|AEAL
OG0007396	LOC108137463|XP_017114658.1|DELE	LOC109621965|XP_029710319.1|AEAL
OG0007397	LOC108142080|XP_017121256.1|DELE	LOC115268851|XP_029732883.1|AEAL
OG0007399	LOC108136484|XP_017113187.1|DELE	LOC109416482|XP_029732994.1|AEAL, LOC109419429|XP_029732996.1|AEAL
OG0007400	LOC108136175|XP_017112662.1|DELE	LOC109416704|XP_029733002.1|AEAL
OG0007401	LOC108137652|XP_017114972.1|DELE	LOC109411905|XP_019541076.2|AEAL
OG0007402	LOC108135814|XP_017112178.1|DELE	LOC109411915|XP_019541091.1|AEAL
OG0007403	LOC108135781|XP_017112130.1|DELE	LOC115260278|XP_029717074.1|AEAL, LOC109406256|XP_019534863.2|AEAL
OG0007404	LOC108135802|XP_017112163.1|DELE	LOC109411920|XP_029733057.1|AEAL
OG0007405	LOC108143999|XP_017124107.1|DELE	LOC109406270|XP_029733055.1|AEAL
OG0007406	LOC108141067|XP_017119713.1|DELE	LOC109406267|XP_019534891.1|AEAL
OG0007407	LOC108137807|XP_017115204.1|DELE	LOC109406729|XP_029733035.1|AEAL
OG0007408	LOC108145970|XP_017127189.1|DELE	LOC109406742|XP_019535333.1|AEAL
OG0007409	LOC108138907|XP_017116948.1|DELE	LOC109406743|XP_029733034.1|AEAL
OG0007410	LOC108141610|XP_017120555.1|DELE	LOC109424555|XP_029734041.1|AEAL, LOC109411979|XP_029712458.1|AEAL
OG0007411	LOC108137077|XP_017114072.1|DELE	LOC115269431|XP_029734040.1|AEAL, LOC109411984|XP_019541187.1|AEAL
OG0007412	LOC108140934|XP_017119491.1|DELE	LOC109411982|XP_019541184.1|AEAL, LOC115269430|XP_029734039.1|AEAL
OG0007413	LOC108147044|XP_017128806.1|DELE	LOC109424545|XP_029734047.1|AEAL
OG0007414	LOC108137300|XP_017114410.1|DELE	LOC109428783|XP_019560172.2|AEAL, LOC109405087|XP_029733941.1|AEAL
OG0007415	LOC108149965|XP_017133374.1|DELE	LOC109428819|XP_019560212.2|AEAL, LOC109397789|XP_019525652.2|AEAL
OG0007416	LOC108137626|XP_017114889.1|DELE	LOC109397755|XP_029733975.1|AEAL, LOC109428797|XP_029733955.1|AEAL
OG0007417	LOC108137172|XP_017114233.1|DELE	LOC109397779|XP_029733961.1|AEAL, LOC109419481|XP_019549248.1|AEAL
OG0007421	LOC108136267|XP_017112815.1|DELE	LOC109405134|XP_029724204.1|AEAL
OG0007422	LOC108137173|XP_017114235.1|DELE	LOC115264538|XP_029724147.1|AEAL, LOC109405347|XP_019533949.2|AEAL
OG0007423	LOC108140883|XP_017119402.1|DELE	LOC115253739|XP_029724142.1|AEAL, LOC109405371|XP_029724183.1|AEAL
OG0007424	LOC108150256|XP_017133815.1|DELE	LOC109399515|XP_019527513.1|AEAL
OG0007425	LOC108145693|XP_017126740.1|DELE	LOC109405539|XP_029724166.1|AEAL
OG0007426	LOC108136486|XP_017113189.1|DELE	LOC109399397|XP_029728100.1|AEAL, LOC109405592|XP_029724164.1|AEAL
OG0007427	LOC108148166|XP_017130555.1|DELE	LOC109405618|XP_029724163.1|AEAL, LOC109399358|XP_029728102.1|AEAL
OG0007428	LOC108135412|XP_017111598.1|DELE	LOC109401709|XP_029724226.1|AEAL, LOC109407860|XP_019536584.2|AEAL
OG0007430	LOC108146380|XP_017127863.1|DELE	LOC109432015|XP_019563862.2|AEAL
OG0007431	LOC108139004|XP_017117088.1|DELE	LOC109431996|XP_019563844.2|AEAL
OG0007432	LOC108138377|XP_017116048.1|DELE	LOC109431311|XP_019563073.2|AEAL
OG0007433	LOC108138551|XP_017116311.1|DELE	LOC115264749|XP_029724635.1|AEAL
OG0007434	LOC108135585|XP_017111869.1|DELE	LOC115258248|XP_029714177.1|AEAL
OG0007435	LOC108135655|XP_017111974.1|DELE	LOC109407705|XP_029724289.1|AEAL, LOC109431240|XP_029724281.1|AEAL
OG0007436	LOC108142238|XP_017121446.1|DELE	LOC109431245|XP_019563017.2|AEAL
OG0007437	LOC108136140|XP_017112624.1|DELE	LOC109409399|XP_029724376.1|AEAL
OG0007438	LOC108142503|XP_017121894.1|DELE	LOC109409390|XP_029724378.1|AEAL
OG0007439	LOC108135741|XP_017112064.1|DELE	LOC115264641|XP_029724404.1|AEAL, LOC115264659|XP_029724458.1|AEAL, LOC109412634|XP_029724453.1|AEAL
OG0007440	LOC108140864|XP_017119343.1|DELE	LOC109412627|XP_029724450.1|AEAL, LOC109415904|XP_029724414.1|AEAL
OG0007441	LOC108141445|XP_017120333.1|DELE	LOC109424345|XP_029716611.1|AEAL
OG0007446	LOC108149447|XP_017132526.1|DELE	LOC109424388|XP_029717199.1|AEAL
OG0007447	LOC108149561|XP_017132688.1|DELE	LOC109422297|XP_029717204.1|AEAL
OG0007449	LOC108135714|XP_017112048.1|DELE	LOC109418789|XP_019548569.2|AEAL
OG0007450	LOC108149389|XP_017132408.1|DELE	LOC109418805|XP_019548575.2|AEAL
OG0007451	LOC108142531|XP_017121946.1|DELE	LOC109418820|XP_019548594.1|AEAL
OG0007452	LOC108142644|XP_017122131.1|DELE	LOC109405808|XP_019534411.2|AEAL
OG0007453	LOC108150327|XP_017133937.1|DELE	LOC109418829|XP_019548609.2|AEAL
OG0007454	LOC108136122|XP_017112599.1|DELE	LOC109401683|XP_019529817.2|AEAL
OG0007455	LOC108143308|XP_017123113.1|DELE	LOC109420357|XP_019550229.1|AEAL
OG0007456	LOC108142458|XP_017121824.1|DELE	LOC115257904|XP_029713754.1|AEAL, LOC109420360|XP_019550232.2|AEAL
OG0007457	LOC108146253|XP_017127680.1|DELE	LOC109403452|XP_019531825.2|AEAL
OG0007458	LOC108136686|XP_017113501.1|DELE	LOC109403451|XP_029713464.1|AEAL
OG0007459	LOC108137368|XP_017114497.1|DELE	LOC109403455|XP_019531831.2|AEAL
OG0007460	LOC108144649|XP_017125183.1|DELE	LOC109433182|XP_019565132.2|AEAL
OG0007461	LOC108142533|XP_017121948.1|DELE	LOC109403439|XP_019531802.2|AEAL
OG0007462	LOC108142834|XP_017122388.1|DELE	LOC109403466|XP_029712873.1|AEAL
OG0007463	LOC108142874|XP_017122437.1|DELE	LOC109433216|XP_029712872.1|AEAL
OG0007464	LOC108142452|XP_017121809.1|DELE	LOC109433210|XP_029712925.1|AEAL
OG0007465	LOC108146613|XP_017128148.1|DELE	LOC109403448|XP_019531818.2|AEAL, LOC115257534|XP_029713117.1|AEAL
OG0007466	LOC108144393|XP_017124661.1|DELE	LOC109424501|XP_019552736.1|AEAL
OG0007467	LOC108145118|XP_017125818.1|DELE	LOC109422400|XP_019552727.2|AEAL
OG0007468	LOC108144437|XP_017124810.1|DELE	LOC109424494|XP_029733196.1|AEAL
OG0007469	LOC108135674|XP_017112000.1|DELE	LOC109424483|XP_019555176.2|AEAL
OG0007470	LOC108135238|XP_017111390.1|DELE	LOC109424479|XP_019555172.1|AEAL
OG0007471	LOC108144554|XP_017125021.1|DELE	LOC109422378|XP_029716833.1|AEAL
OG0007472	LOC108135452|XP_017111684.1|DELE	LOC109422373|XP_019552667.2|AEAL, LOC109424467|XP_029729570.1|AEAL
OG0007473	LOC108142741|XP_017122253.1|DELE	LOC109424406|XP_019555043.2|AEAL
OG0007474	LOC108143543|XP_017123533.1|DELE	LOC109422319|XP_029708134.1|AEAL
OG0007475	LOC108142564|XP_017122001.1|DELE	LOC109418703|XP_029713180.1|AEAL
OG0007476	LOC108137706|XP_017115073.1|DELE	LOC109405265|XP_019533842.2|AEAL
OG0007477	LOC108137639|XP_017114933.1|DELE	LOC109405247|XP_019533824.2|AEAL
OG0007478	LOC108141980|XP_017121124.1|DELE	LOC109410096|XP_029712747.1|AEAL, LOC109418616|XP_019548370.2|AEAL
OG0007479	LOC108136343|XP_017112940.1|DELE	LOC109413114|XP_019542374.2|AEAL, LOC109418553|XP_019548304.1|AEAL
OG0007480	LOC108140710|XP_017119160.1|DELE	LOC109413111|XP_029713147.1|AEAL, LOC109413112|XP_029713137.1|AEAL
OG0007481	LOC108146506|XP_017128031.1|DELE	LOC115257884|XP_029713718.1|AEAL, LOC109418540|XP_019548291.2|AEAL
OG0007482	LOC108149484|XP_017132591.1|DELE	LOC109413086|XP_019542324.2|AEAL
OG0007483	LOC108147028|XP_017128774.1|DELE	LOC109407805|XP_029721508.1|AEAL
OG0007484	LOC108137700|XP_017115065.1|DELE	LOC109425718|XP_019556590.2|AEAL
OG0007485	LOC108140910|XP_017119454.1|DELE	LOC109425744|XP_019556615.2|AEAL
OG0007486	LOC108148428|XP_017130955.1|DELE	LOC109425733|XP_019556608.2|AEAL
OG0007487	LOC108145303|XP_017126122.1|DELE	LOC109425700|XP_019556549.2|AEAL
OG0007488	LOC108142698|XP_017122197.1|DELE	LOC109401282|XP_019529317.2|AEAL
OG0007489	LOC108143920|XP_017123988.1|DELE	LOC109413576|XP_019542810.1|AEAL
OG0007490	LOC108134874|XP_017110855.1|DELE	LOC109413591|XP_029721391.1|AEAL, LOC109401251|XP_029721335.1|AEAL
OG0007491	LOC108138579|XP_017116354.1|DELE	LOC109413590|XP_029721392.1|AEAL, LOC109401259|XP_029721339.1|AEAL
OG0007492	LOC108149644|XP_017132869.1|DELE	LOC109401279|XP_019529311.2|AEAL
OG0007493	LOC108148162|XP_017130548.1|DELE	LOC109623307|XP_029721222.1|AEAL, LOC115262709|XP_029721246.1|AEAL, LOC109401177|XP_019529199.2|AEAL
OG0007494	LOC108142120|XP_017121306.1|DELE	LOC109401257|XP_029712141.1|AEAL
OG0007495	LOC108136470|XP_017113158.1|DELE	LOC109401304|XP_019529350.2|AEAL
OG0007496	LOC108142823|XP_017122374.1|DELE	LOC109623266|XP_029712109.1|AEAL
OG0007497	LOC108150295|XP_017133890.1|DELE	LOC109401159|XP_019529178.1|AEAL
OG0007498	LOC108146769|XP_017128396.1|DELE	LOC109401161|XP_029712130.1|AEAL
OG0007499	LOC108146844|XP_017128534.1|DELE	LOC109623260|XP_029712132.1|AEAL
OG0007500	LOC108146604|XP_017128141.1|DELE	LOC109623259|XP_019933307.2|AEAL
OG0007501	LOC108150561|XP_017134284.1|DELE	LOC115257013|XP_029712107.1|AEAL
OG0007502	LOC108135881|XP_017112277.1|DELE	LOC109623349|XP_029721148.1|AEAL
OG0007503	LOC108138972|XP_017117045.1|DELE	LOC109427038|XP_019558128.2|AEAL
OG0007504	LOC108142719|XP_017122229.1|DELE	LOC109623352|XP_019933454.2|AEAL
OG0007505	LOC108136117|XP_017112589.1|DELE	LOC109427042|XP_019558136.3|AEAL
OG0007506	LOC108136154|XP_017112638.1|DELE	LOC115262682|XP_029721146.1|AEAL, LOC109623354|XP_019933458.2|AEAL
OG0007507	LOC108138213|XP_017115822.1|DELE	LOC109397409|XP_029721122.1|AEAL
OG0007508	LOC108148031|XP_017130359.1|DELE	LOC109412773|XP_029721036.1|AEAL, LOC109397417|XP_029721049.1|AEAL
OG0007509	LOC108149524|XP_017132643.1|DELE	LOC109413656|XP_029721056.1|AEAL, LOC109424733|XP_019555464.2|AEAL
OG0007510	LOC108149886|XP_017133271.1|DELE	LOC109424721|XP_019555424.2|AEAL
OG0007511	LOC108149532|XP_017132653.1|DELE	LOC109424685|XP_019555394.2|AEAL
OG0007512	LOC108136841|XP_017113751.1|DELE	LOC109424684|XP_019555393.2|AEAL
OG0007513	LOC108137866|XP_017115291.1|DELE	LOC109424667|XP_019555380.2|AEAL
OG0007514	LOC108146146|XP_017127491.1|DELE	LOC109424679|XP_029721027.1|AEAL
OG0007516	LOC108149384|XP_017132402.1|DELE	LOC109412035|XP_029721015.1|AEAL
OG0007517	LOC108142596|XP_017122052.1|DELE	LOC109412041|XP_019541228.2|AEAL
OG0007518	LOC108144658|XP_017125193.1|DELE	LOC109412049|XP_019541237.2|AEAL
OG0007519	LOC108145245|XP_017126006.1|DELE	LOC109412060|XP_029720899.1|AEAL, LOC115262778|XP_029721523.1|AEAL
OG0007520	LOC108144995|XP_017125648.1|DELE	LOC109412063|XP_019541256.2|AEAL, LOC115262620|XP_029720877.1|AEAL
OG0007521	LOC108136452|XP_017113123.1|DELE	LOC109421946|XP_029720894.1|AEAL, LOC109408611|XP_029720924.1|AEAL
OG0007522	LOC108134573|XP_017110414.1|DELE	LOC109421935|XP_019552112.1|AEAL
OG0007524	LOC108138908|XP_017116949.1|DELE	LOC109408764|XP_019537692.2|AEAL, LOC109432704|XP_029723908.1|AEAL
OG0007525	LOC108149552|XP_017132679.1|DELE	LOC109428913|XP_019560299.1|AEAL
OG0007526	LOC108140525|XP_017118823.1|DELE	LOC109428992|XP_029715562.1|AEAL
OG0007527	LOC108150202|XP_017133701.1|DELE	LOC109428898|XP_029715551.1|AEAL
OG0007528	LOC108135959|XP_017112399.1|DELE	LOC109414899|XP_029715556.1|AEAL
OG0007529	LOC108149727|XP_017132983.1|DELE	LOC109416898|XP_029730887.1|AEAL
OG0007530	LOC108143987|XP_017124090.1|DELE	LOC109397001|XP_019524865.2|AEAL, LOC115267770|XP_029730903.1|AEAL
OG0007531	LOC108135957|XP_017112396.1|DELE	LOC109396981|XP_019524836.2|AEAL, LOC109432241|XP_019564111.2|AEAL
OG0007532	LOC108144841|XP_017125470.1|DELE	LOC109432325|XP_019564209.2|AEAL
OG0007533	LOC108146815|XP_017128495.1|DELE	LOC109396992|XP_019524855.2|AEAL
OG0007534	LOC108147003|XP_017128756.1|DELE	LOC109397005|XP_019524870.1|AEAL
OG0007535	LOC108146622|XP_017128155.1|DELE	LOC109432339|XP_029731013.1|AEAL
OG0007536	LOC108140688|XP_017119126.1|DELE	LOC109432293|XP_019564181.1|AEAL
OG0007537	LOC108146737|XP_017128330.1|DELE	LOC109397126|XP_029731004.1|AEAL
OG0007538	LOC108146772|XP_017128400.1|DELE	LOC109432299|XP_029730999.1|AEAL
OG0007539	LOC108149414|XP_017132462.1|DELE	LOC109397027|XP_029732005.1|AEAL
OG0007540	LOC108143001|XP_017122671.1|DELE	LOC109432312|XP_019564196.2|AEAL
OG0007541	LOC108149119|XP_017132009.1|DELE	LOC109432314|XP_019564198.2|AEAL
OG0007542	LOC108143698|XP_017123715.1|DELE	LOC109432315|XP_019564200.2|AEAL
OG0007543	LOC108145291|XP_017126095.1|DELE	LOC109397096|XP_019524963.2|AEAL
OG0007544	LOC108142355|XP_017121646.1|DELE	LOC109409847|XP_019538875.2|AEAL
OG0007545	LOC108138732|XP_017116599.1|DELE	LOC109409851|XP_019538886.1|AEAL
OG0007546	LOC108147322|XP_017129237.1|DELE	LOC109409867|XP_019538922.2|AEAL
OG0007547	LOC108144518|XP_017124948.1|DELE	LOC109409903|XP_019538964.1|AEAL
OG0007548	LOC108146189|XP_017127587.1|DELE	LOC109399088|XP_029731141.1|AEAL
OG0007550	LOC108146843|XP_017128533.1|DELE	LOC109411189|XP_019540212.2|AEAL
OG0007551	LOC108147025|XP_017128770.1|DELE	LOC109411191|XP_019540231.2|AEAL
OG0007552	LOC108149164|XP_017132055.1|DELE	LOC109399629|XP_019527670.2|AEAL
OG0007553	LOC108138758|XP_017116652.1|DELE	LOC109399625|XP_019527667.2|AEAL
OG0007554	LOC108150333|XP_017133944.1|DELE	LOC109399590|XP_029731197.1|AEAL
OG0007555	LOC108144473|XP_017124873.1|DELE	LOC109397880|XP_029731193.1|AEAL
OG0007556	LOC108144828|XP_017125449.1|DELE	LOC109398036|XP_019525975.2|AEAL
OG0007557	LOC108144688|XP_017125242.1|DELE	LOC109399584|XP_019527604.2|AEAL
OG0007558	LOC108149770|XP_017133096.1|DELE	LOC109621530|XP_029731206.1|AEAL
OG0007559	LOC108142050|XP_017121221.1|DELE	LOC109399599|XP_019527631.1|AEAL
OG0007560	LOC108142735|XP_017122249.1|DELE	LOC109399674|XP_019527726.2|AEAL
OG0007561	LOC108146316|XP_017127766.1|DELE	LOC109399688|XP_019527744.1|AEAL
OG0007562	LOC108142514|XP_017121922.1|DELE	LOC109399677|XP_019527731.2|AEAL, LOC109418885|XP_019548659.2|AEAL
OG0007563	LOC108135660|XP_017111982.1|DELE	LOC109426525|XP_019557604.2|AEAL
OG0007564	LOC108146752|XP_017128371.1|DELE	LOC109408366|XP_029710108.1|AEAL
OG0007565	LOC108143910|XP_017123977.1|DELE	LOC109408989|XP_019537938.2|AEAL, LOC109426492|XP_019557566.2|AEAL
OG0007566	LOC108149801|XP_017133155.1|DELE	LOC109408986|XP_029710085.1|AEAL
OG0007567	LOC108148853|XP_017131629.1|DELE	LOC109402150|XP_029731375.1|AEAL
OG0007568	LOC108149091|XP_017131976.1|DELE	LOC109426460|XP_029731374.1|AEAL
OG0007569	LOC108143487|XP_017123425.1|DELE	LOC109426459|XP_019557525.2|AEAL
OG0007570	LOC108149090|XP_017131974.1|DELE	LOC109402134|XP_019530302.2|AEAL
OG0007571	LOC108149107|XP_017131995.1|DELE	LOC109426456|XP_029731376.1|AEAL
OG0007572	LOC108149388|XP_017132407.1|DELE	LOC109426439|XP_019557492.2|AEAL
OG0007573	LOC108141408|XP_017120261.1|DELE	LOC109404018|XP_029731414.1|AEAL
OG0007574	LOC108144418|XP_017124756.1|DELE	LOC109426430|XP_019557483.1|AEAL
OG0007575	LOC108141438|XP_017120316.1|DELE	LOC109403726|XP_029731415.1|AEAL
OG0007576	LOC108144202|XP_017124365.1|DELE	LOC109426385|XP_029731452.1|AEAL
OG0007577	LOC108142550|XP_017121973.1|DELE	LOC109403412|XP_019531787.2|AEAL
OG0007578	LOC108150502|XP_017134203.1|DELE	LOC109426378|XP_029731471.1|AEAL
OG0007579	LOC108145520|XP_017126493.1|DELE	LOC109622242|XP_019932053.2|AEAL
OG0007580	LOC108136055|XP_017112478.1|DELE	LOC109622295|XP_029731485.1|AEAL
OG0007581	LOC108150494|XP_017134192.1|DELE	LOC109431580|XP_019563360.3|AEAL
OG0007582	LOC108143854|XP_017123905.1|DELE	LOC109622239|XP_019932051.1|AEAL
OG0007583	LOC108141862|XP_017120944.1|DELE	LOC109622237|XP_029731500.1|AEAL
OG0007584	LOC108147664|XP_017129836.1|DELE	LOC109622224|XP_029731404.1|AEAL, LOC109622221|XP_029731517.1|AEAL
OG0007585	LOC108142765|XP_017122291.1|DELE	LOC115267910|XP_029731403.1|AEAL, LOC109622220|XP_019932018.2|AEAL
OG0007586	LOC108149406|XP_017132432.1|DELE	LOC109622185|XP_019931974.2|AEAL
OG0007587	LOC108145232|XP_017125984.1|DELE	LOC109403162|XP_029731550.1|AEAL
OG0007588	LOC108141810|XP_017120875.1|DELE	LOC109622178|XP_019931965.2|AEAL
OG0007589	LOC108136566|XP_017113364.1|DELE	LOC109403359|XP_019531719.2|AEAL
OG0007590	LOC108143174|XP_017122910.1|DELE	LOC109403350|XP_019539807.1|AEAL
OG0007591	LOC108141354|XP_017120161.1|DELE	LOC109403348|XP_019531697.2|AEAL
OG0007592	LOC108137537|XP_017114749.1|DELE	LOC109410742|XP_019539800.2|AEAL
OG0007593	LOC108149872|XP_017133247.1|DELE	LOC109410610|XP_019539677.1|AEAL, LOC109410728|XP_029731605.1|AEAL
OG0007594	LOC108141540|XP_017120469.1|DELE	LOC109410708|XP_029732227.1|AEAL
OG0007595	LOC108143585|XP_017123590.1|DELE	LOC109410654|XP_019539732.2|AEAL
OG0007596	LOC108147393|XP_017129318.1|DELE	LOC109410667|XP_019539751.2|AEAL
OG0007597	LOC108135693|XP_017112024.1|DELE	LOC109407693|XP_019536386.1|AEAL
OG0007598	LOC108141426|XP_017120297.1|DELE	LOC109621477|XP_019931065.2|AEAL
OG0007601	LOC108136022|XP_017112438.1|DELE	LOC109426048|XP_019557034.2|AEAL
OG0007602	LOC108143278|XP_017123083.1|DELE	LOC109426039|XP_019557023.1|AEAL
OG0007603	LOC108143263|XP_017123065.1|DELE	LOC109426028|XP_019557006.1|AEAL
OG0007604	LOC108146087|XP_017127398.1|DELE	LOC109425976|XP_019556939.2|AEAL, LOC115268083|XP_029731961.1|AEAL
OG0007605	LOC108143131|XP_017122860.1|DELE	LOC109425970|XP_029731865.1|AEAL
OG0007606	LOC108135577|XP_017111855.1|DELE	LOC109407641|XP_019536339.2|AEAL
OG0007607	LOC108148718|XP_017131375.1|DELE	LOC109407674|XP_029731878.1|AEAL
OG0007608	LOC108142813|XP_017122363.1|DELE	LOC109425945|XP_019556895.2|AEAL
OG0007609	LOC108135433|XP_017111661.1|DELE	LOC115254030|XP_029715624.1|AEAL, LOC109407619|XP_029731884.1|AEAL
OG0007610	LOC108141537|XP_017120466.1|DELE	LOC109425912|XP_019556830.2|AEAL
OG0007611	LOC108145272|XP_017126046.1|DELE	LOC109425852|XP_029731943.1|AEAL
OG0007612	LOC108141499|XP_017120407.1|DELE	LOC109425850|XP_029731952.1|AEAL
OG0007613	LOC108145250|XP_017126016.1|DELE	LOC109407580|XP_019536217.2|AEAL
OG0007614	LOC108146242|XP_017127665.1|DELE	LOC109425827|XP_019556719.2|AEAL
OG0007615	LOC108142472|XP_017121843.1|DELE	LOC109407566|XP_019536185.2|AEAL
OG0007616	LOC108148796|XP_017131505.1|DELE	LOC109407565|XP_019536184.2|AEAL
OG0007617	LOC108136121|XP_017112595.1|DELE	LOC109407563|XP_019536181.1|AEAL
OG0007618	LOC108146629|XP_017128163.1|DELE	LOC109407680|XP_019536378.2|AEAL
OG0007619	LOC108146726|XP_017128311.1|DELE	LOC109425820|XP_019556709.2|AEAL
OG0007620	LOC108146777|XP_017128413.1|DELE	LOC109407558|XP_019536172.2|AEAL
OG0007621	LOC108143596|XP_017123608.1|DELE	LOC109407546|XP_019536155.2|AEAL, LOC115253452|XP_029720427.1|AEAL
OG0007622	LOC108135564|XP_017111810.1|DELE	LOC109425803|XP_029720431.1|AEAL
OG0007623	LOC108142490|XP_017121868.1|DELE	LOC109407655|XP_029720441.1|AEAL
OG0007624	LOC108142231|XP_017121438.1|DELE	LOC109407520|XP_019536124.2|AEAL
OG0007625	LOC108150233|XP_017133777.1|DELE	LOC109407518|XP_019536121.2|AEAL
OG0007626	LOC108145875|XP_017127004.1|DELE	LOC109407514|XP_019536116.1|AEAL
OG0007627	LOC108145873|XP_017127001.1|DELE	LOC109407513|XP_029720457.1|AEAL
OG0007628	LOC108145274|XP_017126055.1|DELE	LOC109424917|XP_019555641.2|AEAL
OG0007629	LOC108147518|XP_017129588.1|DELE	LOC109430269|XP_019561863.2|AEAL, LOC109415540|XP_029722870.1|AEAL
OG0007630	LOC108135749|XP_017112072.1|DELE	LOC109401834|XP_029709720.1|AEAL, LOC109414685|XP_029709722.1|AEAL
