Orthogroup	DELE.longest_only	CQUI.longest_only
OG0005681	LOC108135458|XP_017111694.1|DELE	LOC6032250|XP_001842888.1|CQUI
OG0005682	LOC108135448|XP_017111683.1|DELE	LOC6042883|XP_038120414.1|CQUI
OG0005683	LOC108149984|XP_017133402.1|DELE	LOC6053453|XP_038122323.1|CQUI
OG0005684	LOC108147545|XP_017129619.1|DELE	LOC6053452|XP_001869533.2|CQUI
OG0005685	LOC108138401|XP_017116071.1|DELE	LOC6044222|XP_038116426.1|CQUI
OG0005686	LOC108140807|XP_017119295.1|DELE	LOC6035002|XP_038115755.1|CQUI
OG0005687	LOC108146543|XP_017128073.1|DELE	LOC6035008|XP_038119420.1|CQUI
OG0005688	LOC108141516|XP_017120434.1|DELE	LOC6035009|XP_038119423.1|CQUI
OG0005689	LOC108141441|XP_017120327.1|DELE	LOC6035013|XP_001845258.2|CQUI
OG0005690	LOC108136770|XP_017113620.1|DELE	LOC6035034|XP_038116366.1|CQUI
OG0005691	LOC108139235|XP_017117391.1|DELE	LOC6038148|XP_038118473.1|CQUI
OG0005692	LOC108137857|XP_017115276.1|DELE	LOC6048873|XP_038116464.1|CQUI
OG0005693	LOC108147551|XP_017129626.1|DELE	LOC6043884|XP_038116467.1|CQUI
OG0005694	LOC108136854|XP_017113778.1|DELE	LOC6044686|XP_038116199.1|CQUI
OG0005695	LOC108136781|XP_017113632.1|DELE	LOC6049537|XP_001866276.1|CQUI
OG0005696	LOC108136783|XP_017113634.1|DELE	LOC6041229|XP_001850521.1|CQUI
OG0005697	LOC108136776|XP_017113626.1|DELE	LOC6041228|XP_001850520.2|CQUI
OG0005698	LOC108143482|XP_017123418.1|DELE	LOC6041227|XP_001850519.2|CQUI
OG0005699	LOC108143868|XP_017123921.1|DELE	LOC6041221|XP_038116325.1|CQUI
OG0005700	LOC108137134|XP_017114171.1|DELE	LOC6041189|XP_038120084.1|CQUI
OG0005701	LOC108148074|XP_017130416.1|DELE	LOC6049607|XP_001866332.2|CQUI
OG0005702	LOC108136616|XP_017113423.1|DELE	LOC6052879|XP_038120415.1|CQUI
OG0005703	LOC108145251|XP_017126017.1|DELE	LOC6052878|XP_038118101.1|CQUI
OG0005704	LOC108134859|XP_017110831.1|DELE	LOC6052586|XP_038119369.1|CQUI
OG0005705	LOC108142762|XP_017122285.1|DELE	LOC6040336|XP_038119036.1|CQUI
OG0005706	LOC108140638|XP_017119049.1|DELE	LOC6040296|XP_001849724.2|CQUI
OG0005707	LOC108137642|XP_017114946.1|DELE	LOC6043488|XP_038121098.1|CQUI
OG0005708	LOC108135909|XP_017112316.1|DELE	LOC6047740|XP_001864759.1|CQUI
OG0005709	LOC108147259|XP_017129145.1|DELE	LOC6047736|XP_001864755.2|CQUI
OG0005710	LOC108136933|XP_017113897.1|DELE	LOC6047732|XP_001864751.1|CQUI
OG0005711	LOC108142271|XP_017121483.1|DELE	LOC6052568|XP_001868818.1|CQUI
OG0005712	LOC108134745|XP_017110673.1|DELE	LOC6039130|XP_038114767.1|CQUI
OG0005713	LOC108147311|XP_017129223.1|DELE	LOC6039141|XP_038120618.1|CQUI
OG0005714	LOC108143022|XP_017122702.1|DELE	LOC6039150|XP_038122174.1|CQUI
OG0005715	LOC108140584|XP_017118955.1|DELE	LOC6047594|XP_038115706.1|CQUI
OG0005716	LOC108143860|XP_017123913.1|DELE	LOC6047590|XP_038116526.1|CQUI
OG0005717	LOC108141155|XP_017119870.1|DELE	LOC6047591|XP_001864630.2|CQUI
OG0005718	LOC108136015|XP_017112434.1|DELE	LOC6047592|XP_001864631.2|CQUI
OG0005719	LOC108147193|XP_017129036.1|DELE	LOC6049626|XP_001866353.1|CQUI
OG0005720	LOC108137021|XP_017114010.1|DELE	LOC6049629|XP_038120637.1|CQUI
OG0005721	LOC108147241|XP_017129128.1|DELE	LOC6045140|XP_038118666.1|CQUI
OG0005722	LOC108141136|XP_017119847.1|DELE	LOC6042057|XP_038118659.1|CQUI
OG0005723	LOC108137498|XP_017114703.1|DELE	LOC6042050|XP_038119530.1|CQUI
OG0005724	LOC108144971|XP_017125608.1|DELE	LOC6049382|XP_038118043.1|CQUI
OG0005725	LOC108140717|XP_017119167.1|DELE	LOC6049390|XP_038116132.1|CQUI
OG0005726	LOC108145595|XP_017126614.1|DELE	LOC6054117|XP_038120498.1|CQUI
OG0005727	LOC108141108|XP_017119808.1|DELE	LOC6036925|XP_038118378.1|CQUI
OG0005728	LOC108139307|XP_017117498.1|DELE	LOC6054099|XP_038119757.1|CQUI
OG0005729	LOC108139228|XP_017117380.1|DELE	LOC6053341|XP_038115779.1|CQUI
OG0005730	LOC108144038|XP_017124164.1|DELE	LOC6039829|XP_038121515.1|CQUI
OG0005731	LOC108144037|XP_017124162.1|DELE	LOC6039828|XP_038120326.1|CQUI
OG0005732	LOC108135119|XP_017111207.1|DELE	LOC6039821|XP_001849333.2|CQUI
OG0005733	LOC108135118|XP_017111203.1|DELE	LOC6039816|XP_038119809.1|CQUI
OG0005734	LOC108143852|XP_017123903.1|DELE	LOC6039820|XP_038115148.1|CQUI
OG0005735	LOC108141134|XP_017119846.1|DELE	LOC6039814|XP_038121738.1|CQUI
OG0005736	LOC108148266|XP_017130707.1|DELE	LOC6039809|XP_038121737.1|CQUI
OG0005737	LOC108139309|XP_017117500.1|DELE	LOC6039790|XP_038122090.1|CQUI
OG0005738	LOC108140540|XP_017118857.1|DELE	LOC6039793|XP_038122091.1|CQUI
OG0005739	LOC108140618|XP_017119020.1|DELE	LOC6039789|XP_038122092.1|CQUI
OG0005740	LOC108147244|XP_017129132.1|DELE	LOC119769698|XP_038119039.1|CQUI
OG0005741	LOC108148390|XP_017130906.1|DELE	LOC119769699|XP_038119041.1|CQUI
OG0005742	LOC108137006|XP_017113992.1|DELE	LOC6054152|XP_038121686.1|CQUI
OG0005743	LOC108144067|XP_017124205.1|DELE	LOC6049242|XP_001866038.2|CQUI
OG0005744	LOC108142899|XP_017122475.1|DELE	LOC6054150|XP_001870113.2|CQUI
OG0005745	LOC108137444|XP_017114597.1|DELE	LOC6051066|XP_038119546.1|CQUI
OG0005746	LOC108137438|XP_017114592.1|DELE	LOC6050144|XP_001866801.2|CQUI
OG0005747	LOC108137497|XP_017114702.1|DELE	LOC6050145|XP_038120735.1|CQUI
OG0005748	LOC108136894|XP_017113840.1|DELE	LOC119768854|XP_038116241.1|CQUI
OG0005749	LOC108137676|XP_017115021.1|DELE	LOC6051961|XP_038114795.1|CQUI
OG0005750	LOC108148368|XP_017130880.1|DELE	LOC6043768|XP_038118602.1|CQUI
OG0005751	LOC108146608|XP_017128144.1|DELE	LOC6045787|XP_001863089.2|CQUI
OG0005752	LOC108141360|XP_017120170.1|DELE	LOC6051693|XP_001868084.2|CQUI
OG0005753	LOC108138831|XP_017116827.1|DELE	LOC6039715|XP_001849270.2|CQUI
OG0005754	LOC108144435|XP_017124808.1|DELE	LOC6039699|XP_001849258.1|CQUI
OG0005755	LOC108144811|XP_017125429.1|DELE	LOC6039684|XP_038118470.1|CQUI
OG0005756	LOC108139261|XP_017117437.1|DELE	LOC6048020|XP_038119125.1|CQUI
OG0005757	LOC108144066|XP_017124204.1|DELE	LOC6047809|XP_038118855.1|CQUI
OG0005758	LOC108141140|XP_017119853.1|DELE	LOC6042972|XP_038117984.1|CQUI
OG0005759	LOC108139258|XP_017117431.1|DELE	LOC6044305|XP_038119603.1|CQUI
OG0005760	LOC108140712|XP_017119162.1|DELE	LOC6032530|XP_038121179.1|CQUI
OG0005761	LOC108136851|XP_017113765.1|DELE	LOC6032532|XP_038118595.1|CQUI
OG0005762	LOC108140599|XP_017118994.1|DELE	LOC6032534|XP_001843115.2|CQUI
OG0005763	LOC108145080|XP_017125754.1|DELE	LOC6032542|XP_001843122.1|CQUI
OG0005764	LOC108148297|XP_017130767.1|DELE	LOC6032547|XP_038119212.1|CQUI
OG0005765	LOC108148295|XP_017130756.1|DELE	LOC6032553|XP_038118544.1|CQUI
OG0005766	LOC108136762|XP_017113608.1|DELE	LOC6032562|XP_038117788.1|CQUI
OG0005767	LOC108136878|XP_017113818.1|DELE	LOC6032564|XP_001843140.2|CQUI
OG0005768	LOC108138557|XP_017116317.1|DELE	LOC6048879|XP_038118825.1|CQUI
OG0005769	LOC108137489|XP_017114694.1|DELE	LOC6039528|XP_038118455.1|CQUI
OG0005770	LOC108140521|XP_017118820.1|DELE	LOC6039521|XP_038114864.1|CQUI
OG0005771	LOC108148548|XP_017131085.1|DELE	LOC6039519|XP_001849121.2|CQUI
OG0005773	LOC108140428|XP_017118642.1|DELE	LOC6039500|XP_001849103.1|CQUI
OG0005774	LOC108140505|XP_017118775.1|DELE	LOC6039487|XP_001849093.2|CQUI
OG0005775	LOC108142379|XP_017121703.1|DELE	LOC6039532|XP_038118951.1|CQUI
OG0005776	LOC108143267|XP_017123070.1|DELE	LOC6043445|XP_038118008.1|CQUI
OG0005777	LOC108142069|XP_017121244.1|DELE	LOC6043431|XP_001859028.2|CQUI
OG0005778	LOC108143831|XP_017123867.1|DELE	LOC6044523|XP_038118948.1|CQUI
OG0005779	LOC108140644|XP_017119055.1|DELE	LOC6045570|XP_038115075.1|CQUI
OG0005780	LOC108142634|XP_017122114.1|DELE	LOC6045571|XP_038120833.1|CQUI
OG0005781	LOC108150159|XP_017133617.1|DELE	LOC6042293|XP_038121388.1|CQUI
OG0005782	LOC108150228|XP_017133764.1|DELE	LOC6042291|XP_001851427.2|CQUI
OG0005783	LOC108143570|XP_017123569.1|DELE	LOC6042271|XP_001851408.1|CQUI
OG0005784	LOC108147264|XP_017129156.1|DELE	LOC6046890|XP_038121578.1|CQUI
OG0005785	LOC108147277|XP_017129175.1|DELE	LOC6046891|XP_038117596.1|CQUI
OG0005786	LOC108135116|XP_017111196.1|DELE	LOC6046892|XP_038120400.1|CQUI
OG0005787	LOC108141212|XP_017119950.1|DELE	LOC6046896|XP_038120311.1|CQUI
OG0005788	LOC108149805|XP_017133160.1|DELE	LOC6050403|XP_038117894.1|CQUI
OG0005789	LOC108148458|XP_017130982.1|DELE	LOC6046391|XP_001863604.1|CQUI
OG0005790	LOC108148547|XP_017131084.1|DELE	LOC6046392|XP_001863605.1|CQUI
OG0005791	LOC108150708|XP_017134473.1|DELE	LOC6040168|XP_038117873.1|CQUI
OG0005792	LOC108134502|XP_017110320.1|DELE	LOC6040165|XP_038121985.1|CQUI
OG0005793	LOC108140756|XP_017119226.1|DELE	LOC6040158|XP_038120510.1|CQUI
OG0005794	LOC108144544|XP_017125004.1|DELE	LOC6040152|XP_001849607.1|CQUI
OG0005795	LOC108135106|XP_017111171.1|DELE	LOC6037590|XP_001847486.2|CQUI
OG0005796	LOC108142378|XP_017121700.1|DELE	LOC6037587|XP_038122009.1|CQUI
OG0005797	LOC108150216|XP_017133737.1|DELE	LOC6037585|XP_001847481.1|CQUI
OG0005798	LOC108139225|XP_017117378.1|DELE	LOC6037578|XP_001847474.1|CQUI
OG0005799	LOC108141049|XP_017119681.1|DELE	LOC6037582|XP_038116552.1|CQUI
OG0005800	LOC108141241|XP_017119987.1|DELE	LOC6037571|XP_001847467.1|CQUI
OG0005801	LOC108141218|XP_017119959.1|DELE	LOC6037573|XP_001847469.2|CQUI
OG0005802	LOC108140570|XP_017118930.1|DELE	LOC6037557|XP_038117507.1|CQUI
OG0005803	LOC108139218|XP_017117360.1|DELE	LOC6037549|XP_038117491.1|CQUI
OG0005804	LOC108136997|XP_017113984.1|DELE	LOC6044874|XP_001862316.2|CQUI
OG0005805	LOC108144640|XP_017125168.1|DELE	LOC6041568|XP_038115070.1|CQUI
OG0005806	LOC108139371|XP_017117587.1|DELE	LOC6048012|XP_001864986.2|CQUI
OG0005807	LOC108139139|XP_017117243.1|DELE	LOC6048007|XP_038120180.1|CQUI
OG0005808	LOC108148103|XP_017130437.1|DELE	LOC6039213|XP_001848854.2|CQUI
OG0005809	LOC108145859|XP_017126969.1|DELE	LOC6032735|XP_038118555.1|CQUI
OG0005810	LOC108141052|XP_017119688.1|DELE	LOC6032746|XP_001843292.2|CQUI
OG0005811	LOC108141053|XP_017119690.1|DELE	LOC6032744|XP_001843290.2|CQUI
OG0005812	LOC108139335|XP_017117538.1|DELE	LOC6032756|XP_001843298.1|CQUI
OG0005813	LOC108135029|XP_017111055.1|DELE	LOC6032759|XP_001843300.1|CQUI
OG0005814	LOC108148357|XP_017130864.1|DELE	LOC6032766|XP_001843306.2|CQUI
OG0005815	LOC108145072|XP_017125744.1|DELE	LOC6032767|XP_038121181.1|CQUI
OG0005816	LOC108142960|XP_017122592.1|DELE	LOC6033839|XP_038117555.1|CQUI
OG0005817	LOC108143957|XP_017124044.1|DELE	LOC6033830|XP_001844224.2|CQUI
OG0005818	LOC108147297|XP_017129208.1|DELE	LOC6033812|XP_038118895.1|CQUI
OG0005819	LOC108141185|XP_017119910.1|DELE	LOC6037790|XP_001847667.2|CQUI
OG0005820	LOC108141186|XP_017119911.1|DELE	LOC6037783|XP_001847661.2|CQUI
OG0005821	LOC108141204|XP_017119938.1|DELE	LOC6037767|XP_038114725.1|CQUI
OG0005822	LOC108135295|XP_017111468.1|DELE	LOC6037766|XP_038114724.1|CQUI
OG0005823	LOC108148172|XP_017130560.1|DELE	LOC6037765|XP_001847645.2|CQUI
OG0005824	LOC108135052|XP_017111085.1|DELE	LOC6037760|XP_001847640.1|CQUI
OG0005825	LOC108150352|XP_017133973.1|DELE	LOC6040844|XP_001850179.2|CQUI
OG0005826	LOC108140457|XP_017118682.1|DELE	LOC6040842|XP_001850177.1|CQUI
OG0005827	LOC108148937|XP_017131747.1|DELE	LOC6040841|XP_001850176.2|CQUI
OG0005828	LOC108142384|XP_017121707.1|DELE	LOC6040837|XP_001850172.1|CQUI
OG0005829	LOC108143969|XP_017124061.1|DELE	LOC6040834|XP_001850169.2|CQUI
OG0005830	LOC108146112|XP_017127432.1|DELE	LOC6035828|XP_001845948.1|CQUI
OG0005831	LOC108145673|XP_017126716.1|DELE	LOC6035825|XP_038115160.1|CQUI
OG0005832	LOC108146480|XP_017127995.1|DELE	LOC6035822|XP_038115159.1|CQUI
OG0005833	LOC108145864|XP_017126989.1|DELE	LOC6035816|XP_038119142.1|CQUI
OG0005834	LOC108145870|XP_017126997.1|DELE	LOC6035808|XP_038119145.1|CQUI
OG0005835	LOC108145674|XP_017126718.1|DELE	LOC6035804|XP_001845926.2|CQUI
OG0005836	LOC108135636|XP_017111946.1|DELE	LOC6035800|XP_038118277.1|CQUI
OG0005837	LOC108139249|XP_017117414.1|DELE	LOC6035794|XP_001845916.2|CQUI
OG0005838	LOC108140765|XP_017119240.1|DELE	LOC119770634|XP_038121818.1|CQUI
OG0005839	LOC108147991|XP_017130295.1|DELE	LOC6042762|XP_038117820.1|CQUI
OG0005840	LOC108137032|XP_017114021.1|DELE	LOC6051130|XP_001867614.2|CQUI
OG0005841	LOC108140982|XP_017119541.1|DELE	LOC6038977|XP_038118674.1|CQUI
OG0005842	LOC108136173|XP_017112660.1|DELE	LOC6038972|XP_038121601.1|CQUI
OG0005843	LOC108143237|XP_017123024.1|DELE	LOC6038966|XP_001848655.2|CQUI
OG0005844	LOC108146191|XP_017127590.1|DELE	LOC6038965|XP_038120818.1|CQUI
OG0005845	LOC108141154|XP_017119868.1|DELE	LOC6038955|XP_001848645.2|CQUI
OG0005846	LOC108143816|XP_017123827.1|DELE	LOC6038954|XP_038120817.1|CQUI
OG0005848	LOC108137664|XP_017115001.1|DELE	LOC6033999|XP_001844386.2|CQUI
OG0005849	LOC108148151|XP_017130524.1|DELE	LOC6034010|XP_038118706.1|CQUI
OG0005850	LOC108134983|XP_017111004.1|DELE	LOC6034026|XP_038120229.1|CQUI
OG0005851	LOC108135236|XP_017111387.1|DELE	LOC6034028|XP_001844413.2|CQUI
OG0005852	LOC108140787|XP_017119268.1|DELE	LOC6034045|XP_038117124.1|CQUI
OG0005853	LOC108135427|XP_017111648.1|DELE	LOC6047960|XP_001864942.2|CQUI
OG0005854	LOC108141051|XP_017119687.1|DELE	LOC6047957|XP_001864940.2|CQUI
OG0005855	LOC108137122|XP_017114144.1|DELE	LOC6047955|XP_038122311.1|CQUI, LOC119770036|XP_038120069.1|CQUI
OG0005856	LOC108134855|XP_017110822.1|DELE	LOC6051347|XP_038119232.1|CQUI
OG0005857	LOC108136769|XP_017113619.1|DELE	LOC6037298|XP_001847224.2|CQUI
OG0005858	LOC108135157|XP_017111268.1|DELE	LOC6045831|XP_001863123.1|CQUI
OG0005859	LOC108148063|XP_017130405.1|DELE	LOC6045829|XP_038113048.1|CQUI
OG0005860	LOC108141087|XP_017119758.1|DELE	LOC6045493|XP_038110180.1|CQUI
OG0005861	LOC108142964|XP_017122598.1|DELE	LOC6047387|XP_038107422.1|CQUI
OG0005863	LOC108143545|XP_017123542.1|DELE	LOC6033708|XP_001844130.2|CQUI
OG0005864	LOC108144033|XP_017124153.1|DELE	LOC119766572|XP_038107299.1|CQUI
OG0005865	LOC108139211|XP_017117349.1|DELE	LOC6039959|XP_001849452.2|CQUI
OG0005866	LOC108144197|XP_017124355.1|DELE	LOC6039950|XP_038113235.1|CQUI
OG0005867	LOC108150445|XP_017134093.1|DELE	LOC6039942|XP_001849437.2|CQUI
OG0005868	LOC108149832|XP_017133195.1|DELE	LOC6046195|XP_001863426.2|CQUI
OG0005869	LOC108137205|XP_017114285.1|DELE	LOC6044742|XP_001862205.1|CQUI
OG0005870	LOC108136316|XP_017112903.1|DELE	LOC6046200|XP_038113330.1|CQUI
OG0005873	LOC108142994|XP_017122657.1|DELE	LOC6033774|XP_001844180.1|CQUI
OG0005874	LOC108134905|XP_017110903.1|DELE	LOC6050587|XP_038107126.1|CQUI
OG0005875	LOC108145533|XP_017126520.1|DELE	LOC6044626|XP_038110042.1|CQUI
OG0005876	LOC108137111|XP_017114125.1|DELE	LOC6031492|XP_038107740.1|CQUI
OG0005877	LOC108148159|XP_017130545.1|DELE	LOC6031450|XP_038108217.1|CQUI
OG0005878	LOC108137294|XP_017114404.1|DELE	LOC6036854|XP_038113672.1|CQUI
OG0005879	LOC108142444|XP_017121798.1|DELE	LOC119767453|XP_038112014.1|CQUI, LOC119767776|XP_038113169.1|CQUI
OG0005880	LOC108146610|XP_017128146.1|DELE	LOC6036897|XP_038109603.1|CQUI
OG0005881	LOC108136029|XP_017112450.1|DELE	LOC6036898|XP_001846874.1|CQUI
OG0005882	LOC108141617|XP_017120572.1|DELE	LOC6036904|XP_038110785.1|CQUI
OG0005883	LOC108145835|XP_017126932.1|DELE	LOC6036908|XP_038111603.1|CQUI
OG0005884	LOC108142750|XP_017122265.1|DELE	LOC6036909|XP_038110107.1|CQUI
OG0005885	LOC108146976|XP_017128721.1|DELE	LOC6046817|XP_001863956.2|CQUI
OG0005886	LOC108142672|XP_017122166.1|DELE	LOC6046818|XP_038109778.1|CQUI
OG0005887	LOC108136065|XP_017112498.1|DELE	LOC6037750|XP_038110619.1|CQUI
OG0005888	LOC108138369|XP_017116032.1|DELE	LOC6048248|XP_038110893.1|CQUI
OG0005889	LOC108146916|XP_017128646.1|DELE	LOC6040038|XP_038108356.1|CQUI
OG0005890	LOC108136318|XP_017112907.1|DELE	LOC6040054|XP_038112362.1|CQUI
OG0005891	LOC108135587|XP_017111872.1|DELE	LOC6040055|XP_001849526.1|CQUI
OG0005892	LOC108135676|XP_017112003.1|DELE	LOC6040058|XP_001849529.2|CQUI
OG0005893	LOC108136123|XP_017112601.1|DELE	LOC6033393|XP_038110306.1|CQUI
OG0005894	LOC108136125|XP_017112602.1|DELE	LOC6033395|XP_001843851.1|CQUI
OG0005895	LOC108136126|XP_017112603.1|DELE	LOC6033397|XP_001843850.1|CQUI
OG0005896	LOC108142759|XP_017122283.1|DELE	LOC6033390|XP_001843845.1|CQUI
OG0005897	LOC108146798|XP_017128458.1|DELE	LOC6042527|XP_038109560.1|CQUI
OG0005898	LOC108137681|XP_017115029.1|DELE	LOC6037932|XP_001847786.2|CQUI
OG0005899	LOC108149664|XP_017132898.1|DELE	LOC6038559|XP_001848345.2|CQUI
OG0005900	LOC108137871|XP_017115299.1|DELE	LOC6038564|XP_038109521.1|CQUI
OG0005901	LOC108142003|XP_017121159.1|DELE	LOC6043529|XP_001859584.2|CQUI
OG0005902	LOC108149747|XP_017133027.1|DELE	LOC6043530|XP_038112651.1|CQUI
OG0005903	LOC108136877|XP_017113817.1|DELE	LOC6043531|XP_001859594.1|CQUI, LOC119767684|XP_038112761.1|CQUI
OG0005904	LOC108135487|XP_017111722.1|DELE	LOC6043533|XP_038106327.1|CQUI, LOC119767169|XP_038110994.1|CQUI
OG0005905	LOC108142620|XP_017122093.1|DELE	LOC6036842|XP_038110154.1|CQUI
OG0005906	LOC108145814|XP_017126893.1|DELE	LOC6051861|XP_001868222.2|CQUI
OG0005907	LOC108142504|XP_017121899.1|DELE	LOC6048680|XP_038112010.1|CQUI
OG0005908	LOC108142645|XP_017122132.1|DELE	LOC6032414|XP_038112350.1|CQUI
OG0005909	LOC108143245|XP_017123035.1|DELE	LOC6032411|XP_038110424.1|CQUI
OG0005910	LOC108141330|XP_017120100.1|DELE	LOC6032402|XP_038112653.1|CQUI
OG0005911	LOC108141333|XP_017120105.1|DELE	LOC6032401|XP_038106341.1|CQUI
OG0005912	LOC108144224|XP_017124389.1|DELE	LOC6032392|XP_001842997.2|CQUI
OG0005913	LOC108137374|XP_017114514.1|DELE	LOC6045065|XP_038108256.1|CQUI
OG0005914	LOC108146607|XP_017128177.1|DELE, LOC108149838|XP_017133202.1|DELE	LOC6045060|XP_038108563.1|CQUI
OG0005915	LOC108149826|XP_017133187.1|DELE	LOC6043171|XP_038113050.1|CQUI
OG0005916	LOC108145492|XP_017126438.1|DELE	LOC119766034|XP_038106313.1|CQUI, LOC119766036|XP_038106315.1|CQUI, LOC119767093|XP_038110614.1|CQUI
OG0005917	LOC108137055|XP_017114052.1|DELE	LOC6053603|XP_001869661.2|CQUI
OG0005918	LOC108138588|XP_017116367.1|DELE	LOC6053602|XP_001869660.2|CQUI
OG0005919	LOC108141349|XP_017120155.1|DELE	LOC6048422|XP_038111306.1|CQUI
OG0005920	LOC108141425|XP_017120293.1|DELE	LOC6038534|XP_001848322.2|CQUI
OG0005921	LOC108146509|XP_017128035.1|DELE	LOC6038537|XP_038108185.1|CQUI
OG0005922	LOC108136309|XP_017112893.1|DELE	LOC6033399|XP_001843854.2|CQUI
OG0005923	LOC108142835|XP_017122389.1|DELE	LOC119770607|XP_038121755.1|CQUI, LOC6040078|XP_001849547.2|CQUI
OG0005924	LOC108146853|XP_017128557.1|DELE	LOC6040079|XP_001849548.2|CQUI
OG0005925	LOC108146850|XP_017128547.1|DELE	LOC6052090|XP_038111073.1|CQUI
OG0005926	LOC108136661|XP_017113474.1|DELE	LOC6043500|XP_038110673.1|CQUI
OG0005927	LOC108148381|XP_017130896.1|DELE	LOC6045700|XP_038113244.1|CQUI
OG0005928	LOC108137283|XP_017114379.1|DELE	LOC6045698|XP_038113245.1|CQUI
OG0005929	LOC108146377|XP_017127857.1|DELE	LOC6045704|XP_001863011.2|CQUI
OG0005930	LOC108144391|XP_017124659.1|DELE	LOC6033418|XP_001843871.2|CQUI
OG0005931	LOC108145124|XP_017125828.1|DELE	LOC6033416|XP_038112897.1|CQUI
OG0005932	LOC108143643|XP_017123644.1|DELE	LOC6033410|XP_038113724.1|CQUI
OG0005933	LOC108149890|XP_017133276.1|DELE	LOC6038552|XP_038111301.1|CQUI
OG0005934	LOC108149796|XP_017133150.1|DELE	LOC6038555|XP_038109586.1|CQUI
OG0005935	LOC108138365|XP_017116024.1|DELE	LOC6034248|XP_038107120.1|CQUI
OG0005936	LOC108135294|XP_017111467.1|DELE	LOC119767552|XP_038112329.1|CQUI
OG0005937	LOC108138376|XP_017116047.1|DELE	LOC6053514|XP_038110134.1|CQUI
OG0005938	LOC108144553|XP_017125016.1|DELE	LOC119766089|XP_038106409.1|CQUI
OG0005939	LOC108135453|XP_017111686.1|DELE	LOC6048273|XP_001865217.2|CQUI
OG0005940	LOC108141800|XP_017120848.1|DELE	LOC6048287|XP_038111185.1|CQUI
OG0005941	LOC108141505|XP_017120422.1|DELE	LOC6048289|XP_001865227.2|CQUI
OG0005942	LOC108136919|XP_017113880.1|DELE, LOC108149897|XP_017133285.1|DELE	LOC6045991|XP_038110220.1|CQUI
OG0005943	LOC108145104|XP_017125789.1|DELE	LOC6043655|XP_038106402.1|CQUI
OG0005944	LOC108145085|XP_017125760.1|DELE	LOC6043653|XP_038106204.1|CQUI
OG0005945	LOC108143542|XP_017123532.1|DELE	LOC6043657|XP_038106401.1|CQUI
OG0005946	LOC108143510|XP_017123470.1|DELE	LOC6043684|XP_001861313.2|CQUI
OG0005947	LOC108144465|XP_017124855.1|DELE	LOC6042621|XP_038108523.1|CQUI
OG0005948	LOC108145669|XP_017126712.1|DELE	LOC6049084|XP_001865900.2|CQUI
OG0005949	LOC108143135|XP_017122870.1|DELE	LOC6049082|XP_001869959.1|CQUI
OG0005950	LOC108134494|XP_017110304.1|DELE	LOC6047672|XP_038110562.1|CQUI
OG0005951	LOC108150239|XP_017133786.1|DELE	LOC6054058|XP_038113345.1|CQUI
OG0005952	LOC108134493|XP_017110302.1|DELE	LOC6044181|XP_001861724.2|CQUI
OG0005953	LOC108149556|XP_017132682.1|DELE	LOC6044183|XP_001861726.2|CQUI
OG0005954	LOC108149443|XP_017132523.1|DELE	LOC6044184|XP_001861727.2|CQUI
OG0005955	LOC108139331|XP_017117531.1|DELE	LOC6036746|XP_038109986.1|CQUI
OG0005956	LOC108144493|XP_017124913.1|DELE	LOC6036620|XP_038111445.1|CQUI
OG0005957	LOC108139127|XP_017117229.1|DELE	LOC6036624|XP_001846652.1|CQUI
OG0005958	LOC108147312|XP_017129224.1|DELE	LOC6036626|XP_038112287.1|CQUI
OG0005959	LOC108142100|XP_017121283.1|DELE	LOC6054461|XP_038112286.1|CQUI
OG0005960	LOC108136557|XP_017113353.1|DELE	LOC6037975|XP_001847825.2|CQUI
OG0005961	LOC108144576|XP_017125057.1|DELE	LOC6044813|XP_038109931.1|CQUI
OG0005962	LOC108143369|XP_017123178.1|DELE	LOC6045070|XP_001862482.2|CQUI
OG0005963	LOC108138310|XP_017115959.1|DELE	LOC6038121|XP_038109251.1|CQUI
OG0005964	LOC108141860|XP_017120941.1|DELE	LOC6038111|XP_038112179.1|CQUI
OG0005965	LOC108141511|XP_017120428.1|DELE	LOC6035708|XP_001845840.2|CQUI
OG0005966	LOC108137959|XP_017115409.1|DELE	LOC6054248|XP_038106105.1|CQUI
OG0005967	LOC108143530|XP_017123511.1|DELE	LOC6047090|XP_001864194.1|CQUI
OG0005968	LOC108144976|XP_017125613.1|DELE	LOC6051698|XP_038110551.1|CQUI
OG0005969	LOC108144849|XP_017125481.1|DELE	LOC6039660|XP_038110909.1|CQUI
OG0005970	LOC108150329|XP_017133940.1|DELE	LOC6039629|XP_038109901.1|CQUI
OG0005971	LOC108147585|XP_017129713.1|DELE	LOC119765006|XP_038114464.1|CQUI
OG0005972	LOC108142594|XP_017122048.1|DELE	LOC6037700|XP_038114453.1|CQUI
OG0005973	LOC108142341|XP_017121586.1|DELE	LOC6037705|XP_001847590.2|CQUI
OG0005974	LOC108142764|XP_017122287.1|DELE	LOC6037708|XP_038114457.1|CQUI
OG0005975	LOC108142723|XP_017122234.1|DELE	LOC6037715|XP_001847598.1|CQUI
OG0005977	LOC108143557|XP_017123555.1|DELE	LOC6037724|XP_001847605.1|CQUI
OG0005978	LOC108144315|XP_017124504.1|DELE	LOC6037721|XP_038114461.1|CQUI
OG0005979	LOC108149138|XP_017132033.1|DELE	LOC6037727|XP_001847608.2|CQUI
