Orthogroup	DELE.longest_only	SLEB.longest_only
OG0008660	LOC108135621|XP_017111927.1|DELE	LOC115632340|XP_030385304.1|SLEB
OG0008661	LOC108145667|XP_017126710.1|DELE	LOC115622889|XP_030372852.1|SLEB
OG0008662	LOC108146677|XP_017128222.1|DELE, LOC108146685|XP_017128234.1|DELE, LOC108134950|XP_017110963.1|DELE	LOC115632683|XP_030385779.1|SLEB
OG0008663	LOC108146465|XP_017127968.1|DELE	LOC115620030|XP_030368995.1|SLEB
OG0008664	LOC108145872|XP_017127000.1|DELE	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB
OG0008665	LOC108139018|XP_017117110.1|DELE	LOC115622631|XP_030372497.1|SLEB
OG0008666	LOC108143147|XP_017122882.1|DELE	LOC115624942|XP_030375652.1|SLEB
OG0008667	LOC108142712|XP_017122220.1|DELE	LOC115622272|XP_030372034.1|SLEB
OG0008668	LOC108145714|XP_017126764.1|DELE	LOC115628340|XP_030380263.1|SLEB
OG0008669	LOC108138303|XP_017115948.1|DELE	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB
OG0008670	LOC108139368|XP_017117582.1|DELE	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB
OG0008672	LOC108150510|XP_017134215.1|DELE, LOC108150527|XP_017134245.1|DELE	LOC115630967|XP_030383406.1|SLEB
OG0008673	LOC108149244|XP_017132169.1|DELE	LOC115631991|XP_030384781.1|SLEB
OG0008677	LOC108137399|XP_017114547.1|DELE	LOC115621271|XP_030370731.1|SLEB
OG0008679	LOC108137334|XP_017114455.1|DELE	LOC115627966|XP_030379720.1|SLEB
OG0008680	LOC108135948|XP_017112392.1|DELE	LOC115628725|XP_030380785.1|SLEB
OG0008681	LOC108136562|XP_017113360.1|DELE	LOC115629646|XP_030382017.1|SLEB
OG0008682	LOC108136466|XP_017113149.1|DELE	LOC115629623|XP_030381982.1|SLEB
OG0008683	LOC108136338|XP_017112930.1|DELE	LOC115628676|XP_030380710.1|SLEB
OG0008684	LOC108147630|XP_017129774.1|DELE	LOC115629774|XP_030382189.1|SLEB
OG0008685	LOC108141728|XP_017120710.1|DELE	LOC115619953|XP_030368842.1|SLEB
OG0008686	LOC108148617|XP_017131202.1|DELE	LOC115620630|XP_030369820.1|SLEB
OG0008687	LOC108144772|XP_017125371.1|DELE	LOC115634581|XP_030388274.1|SLEB
OG0008688	LOC108136198|XP_017112685.1|DELE	LOC115628008|XP_030379791.1|SLEB
OG0008689	LOC108139322|XP_017117520.1|DELE	LOC115624384|XP_030374955.1|SLEB
OG0008690	LOC108138173|XP_017115755.1|DELE	LOC115626393|XP_030377613.1|SLEB
OG0008691	LOC108142391|XP_017121716.1|DELE	LOC115633110|XP_030386355.1|SLEB
OG0008694	LOC108136603|XP_017113410.1|DELE	LOC115629573|XP_030381924.1|SLEB
OG0008695	LOC108135962|XP_017112404.1|DELE	LOC115626143|XP_030377266.1|SLEB
OG0008697	LOC108145617|XP_017126642.1|DELE	LOC115628427|XP_030380374.1|SLEB
OG0008698	LOC108142429|XP_017121778.1|DELE	LOC115627487|XP_030379030.1|SLEB
OG0008699	LOC108146627|XP_017128161.1|DELE	LOC115624700|XP_030375376.1|SLEB
OG0008700	LOC108136969|XP_017113949.1|DELE	LOC115623934|XP_030374354.1|SLEB
OG0008701	LOC108143700|XP_017123717.1|DELE	LOC115633940|XP_030387318.1|SLEB
OG0008702	LOC108135038|XP_017111065.1|DELE	LOC115626524|XP_030377763.1|SLEB
OG0008704	LOC108134759|XP_017110691.1|DELE	LOC115631289|XP_030383863.1|SLEB
OG0008705	LOC108150731|XP_017134520.1|DELE	LOC115625931|XP_030377027.1|SLEB
OG0008706	LOC108142937|XP_017122521.1|DELE	LOC115620450|XP_030369540.1|SLEB
OG0008707	LOC108148131|XP_017130467.1|DELE	LOC115627380|XP_030378893.1|SLEB
OG0008708	LOC108137657|XP_017114978.1|DELE	LOC115627245|XP_030378726.1|SLEB
OG0008709	LOC108147182|XP_017129013.1|DELE	LOC115620584|XP_030369749.1|SLEB
OG0008710	LOC108134709|XP_017110597.1|DELE	LOC115620387|XP_030369455.1|SLEB
OG0008711	LOC108140671|XP_017119103.1|DELE	LOC115623542|XP_030373785.1|SLEB
OG0008712	LOC108141524|XP_017120447.1|DELE	LOC115634211|XP_030387663.1|SLEB
OG0008714	LOC108147862|XP_017130109.1|DELE	LOC115631738|XP_030384437.1|SLEB
OG0008715	LOC108144071|XP_017124207.1|DELE	LOC115620817|XP_030370104.1|SLEB
OG0008716	LOC108139115|XP_017117217.1|DELE	LOC115625402|XP_030376300.1|SLEB
OG0008717	LOC108142767|XP_017122293.1|DELE	LOC115632391|XP_030385381.1|SLEB
OG0008718	LOC108144541|XP_017125001.1|DELE	LOC115634161|XP_030387601.1|SLEB
OG0008719	LOC108142925|XP_017122502.1|DELE	LOC115620398|XP_030369470.1|SLEB
OG0008721	LOC108136230|XP_017112743.1|DELE	LOC115633382|XP_030386686.1|SLEB
OG0008722	LOC108143839|XP_017123877.1|DELE	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB
OG0008723	LOC108146368|XP_017127841.1|DELE	LOC115622219|XP_030371976.1|SLEB
OG0008724	LOC108142086|XP_017121268.1|DELE	LOC115626042|XP_030377153.1|SLEB
OG0008725	LOC108145345|XP_017126224.1|DELE	LOC115634685|XP_030388408.1|SLEB
OG0008726	LOC108145034|XP_017125706.1|DELE	LOC115621851|XP_030371526.1|SLEB
OG0008727	LOC108136858|XP_017113786.1|DELE	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB
OG0008728	LOC108135087|XP_017111144.1|DELE	LOC115620780|XP_030370049.1|SLEB
OG0008729	LOC108136383|XP_017112985.1|DELE	LOC115627682|XP_030379285.1|SLEB
OG0008730	LOC108148176|XP_017130566.1|DELE	LOC115627140|XP_030378577.1|SLEB
OG0008731	LOC108139166|XP_017117274.1|DELE	LOC115621876|XP_030371562.1|SLEB
OG0008732	LOC108138118|XP_017115640.1|DELE	LOC115628542|XP_030380563.1|SLEB
OG0008734	LOC108141214|XP_017119954.1|DELE	LOC115621802|XP_030371443.1|SLEB
OG0008735	LOC108143324|XP_017123132.1|DELE	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB
OG0008736	LOC108144922|XP_017125577.1|DELE	LOC115633756|XP_030387091.1|SLEB
OG0008738	LOC108141926|XP_017121047.1|DELE	LOC115625671|XP_030376667.1|SLEB
OG0008739	LOC108142760|XP_017122284.1|DELE	LOC115626366|XP_030377583.1|SLEB
OG0008740	LOC108141514|XP_017120432.1|DELE, LOC108141276|XP_017120032.1|DELE	LOC115630611|XP_030383099.1|SLEB
OG0008741	LOC108141341|XP_017120139.1|DELE	LOC115627190|XP_030378657.1|SLEB
OG0008742	LOC108146107|XP_017127427.1|DELE	LOC115632461|XP_030385477.1|SLEB
OG0008743	LOC108144376|XP_017124640.1|DELE	LOC115630495|XP_030382947.1|SLEB
OG0008744	LOC108149586|XP_017132710.1|DELE	LOC115634653|XP_030388370.1|SLEB
OG0008745	LOC108137425|XP_017114577.1|DELE	LOC115633407|XP_030386710.1|SLEB
OG0008746	LOC108135134|XP_017111234.1|DELE	LOC115623370|XP_030373515.1|SLEB
OG0008747	LOC108142407|XP_017121742.1|DELE	LOC115622403|XP_030372193.1|SLEB
OG0008748	LOC108148056|XP_017130396.1|DELE	LOC115631630|XP_030384297.1|SLEB
OG0008749	LOC108134508|XP_017110328.1|DELE	LOC115631646|XP_030384317.1|SLEB
OG0008750	LOC108141946|XP_017121077.1|DELE	LOC115625682|XP_030376679.1|SLEB
OG0008751	LOC108141018|XP_017119583.1|DELE, LOC108141010|XP_017119575.1|DELE	LOC115624269|XP_030374755.1|SLEB
OG0008752	LOC108143832|XP_017123871.1|DELE	LOC115623648|XP_030373954.1|SLEB
OG0008753	LOC108150172|XP_017133632.1|DELE	LOC115623051|XP_030373090.1|SLEB
OG0008756	LOC108135742|XP_017112065.1|DELE	LOC115621932|XP_030371640.1|SLEB
OG0008757	LOC108148559|XP_017131096.1|DELE	LOC115621624|XP_030371180.1|SLEB
OG0008758	LOC108149140|XP_017132038.1|DELE	LOC115631593|XP_030384254.1|SLEB
OG0008759	LOC108134521|XP_017110348.1|DELE	LOC115631550|XP_030384187.1|SLEB
OG0008760	LOC108135312|XP_017111485.1|DELE	LOC115630691|XP_030383202.1|SLEB, LOC115630685|XP_030383192.1|SLEB, LOC115630696|XP_030383208.1|SLEB
OG0008761	LOC108142039|XP_017121203.1|DELE	LOC115626426|XP_030377658.1|SLEB
OG0008762	LOC108145361|XP_017126242.1|DELE	LOC115632108|XP_030384957.1|SLEB
OG0008763	LOC108134802|XP_017110743.1|DELE	LOC115625718|XP_030376724.1|SLEB
OG0008764	LOC108149265|XP_017132197.1|DELE	LOC115626038|XP_030377148.1|SLEB
OG0008765	LOC108143330|XP_017123139.1|DELE	LOC115633627|XP_030386926.1|SLEB
OG0008766	LOC108147836|XP_017130080.1|DELE	LOC115631879|XP_030384587.1|SLEB
OG0008767	LOC108149293|XP_017132268.1|DELE, LOC108138585|XP_017116366.1|DELE	LOC115632388|XP_030385380.1|SLEB
OG0008768	LOC108144739|XP_017125325.1|DELE	LOC115620213|XP_030369215.1|SLEB
OG0008769	LOC108145237|XP_017125993.1|DELE	LOC115628546|XP_030380571.1|SLEB
OG0008770	LOC108149648|XP_017132876.1|DELE	LOC115628178|XP_030380025.1|SLEB
OG0008771	LOC108144549|XP_017125009.1|DELE	LOC115633895|XP_030387263.1|SLEB
OG0008772	LOC108144377|XP_017124641.1|DELE	LOC115633752|XP_030387090.1|SLEB, LOC115634259|XP_030387712.1|SLEB, LOC115633744|XP_030387080.1|SLEB
OG0008773	LOC108144334|XP_017124533.1|DELE	LOC115624535|XP_030375119.1|SLEB
OG0008774	LOC108143327|XP_017123136.1|DELE	LOC115633903|XP_030387267.1|SLEB
OG0008775	LOC108144475|XP_017124877.1|DELE	LOC115634693|XP_030388433.1|SLEB
OG0008776	LOC108149803|XP_017133158.1|DELE	LOC115634657|XP_030388375.1|SLEB
OG0008777	LOC108137544|XP_017114756.1|DELE	LOC115619977|XP_030368873.1|SLEB
OG0008778	LOC108145125|XP_017125829.1|DELE	LOC115624510|XP_030375082.1|SLEB
OG0008779	LOC108140968|XP_017119528.1|DELE	LOC115627126|XP_030378557.1|SLEB
OG0008780	LOC108141198|XP_017119931.1|DELE	LOC115628374|XP_030380312.1|SLEB
OG0008781	LOC108141366|XP_017120185.1|DELE	LOC115628715|XP_030380769.1|SLEB
OG0008782	LOC108142635|XP_017122115.1|DELE	LOC115623238|XP_030373353.1|SLEB
OG0008783	LOC108135368|XP_017111548.1|DELE	LOC115634019|XP_030387405.1|SLEB
OG0008784	LOC108142806|XP_017122354.1|DELE	LOC115625633|XP_030376625.1|SLEB
OG0008785	LOC108150262|XP_017133832.1|DELE	LOC115624499|XP_030375063.1|SLEB, LOC115626503|XP_030377748.1|SLEB
OG0008786	LOC108137788|XP_017115182.1|DELE	LOC115622110|XP_030371811.1|SLEB
OG0008788	LOC108147411|XP_017129339.1|DELE	LOC115622354|XP_030372129.1|SLEB
OG0008789	LOC108145728|XP_017126780.1|DELE	LOC115628346|XP_030380272.1|SLEB
OG0008791	LOC108144186|XP_017124339.1|DELE, LOC108144219|XP_017124384.1|DELE	LOC115634193|XP_030387641.1|SLEB
OG0008792	LOC108143707|XP_017123727.1|DELE	LOC115624763|XP_030375456.1|SLEB
OG0008793	LOC108135968|XP_017112415.1|DELE	LOC115624544|XP_030375130.1|SLEB
OG0008795	LOC108134894|XP_017110889.1|DELE	LOC115623944|XP_030374366.1|SLEB
OG0008797	LOC108136034|XP_017112457.1|DELE	LOC115621600|XP_030371152.1|SLEB
OG0008799	LOC108149575|XP_017132699.1|DELE	LOC115622440|XP_030372242.1|SLEB, LOC115634335|XP_030387851.1|SLEB, LOC115634229|XP_030387680.1|SLEB, LOC115622439|XP_030372241.1|SLEB
OG0008805	LOC108136240|XP_017112762.1|DELE	LOC115628687|XP_030380721.1|SLEB
OG0008806	LOC108134910|XP_017110911.1|DELE	LOC115629230|XP_030381500.1|SLEB
OG0008807	LOC108137641|XP_017114944.1|DELE	LOC115629769|XP_030382181.1|SLEB
OG0008808	LOC108136280|XP_017112854.1|DELE	LOC115629654|XP_030382028.1|SLEB
OG0008809	LOC108143086|XP_017122792.1|DELE	LOC115625597|XP_030376579.1|SLEB
OG0008811	LOC108140661|XP_017119082.1|DELE	LOC115621577|XP_030371127.1|SLEB
OG0008814	LOC108144398|XP_017124666.1|DELE	LOC115634582|XP_030388275.1|SLEB
OG0008816	LOC108146995|XP_017128749.1|DELE	LOC115632718|XP_030385823.1|SLEB
OG0008819	LOC108143563|XP_017123561.1|DELE	LOC115634394|XP_030387946.1|SLEB
OG0008820	LOC108141670|XP_017120632.1|DELE	LOC115626041|XP_030377152.1|SLEB
OG0008821	LOC108140886|XP_017119408.1|DELE	LOC115626653|XP_030377918.1|SLEB
OG0008823	LOC108136390|XP_017112990.1|DELE	LOC115629145|XP_030381360.1|SLEB
OG0008824	LOC108146675|XP_017128217.1|DELE	LOC115630449|XP_030382912.1|SLEB
OG0008825	LOC108146753|XP_017128372.1|DELE	LOC115634136|XP_030387566.1|SLEB
OG0008829	LOC108136292|XP_017112867.1|DELE	LOC115628825|XP_030380917.1|SLEB
OG0008830	LOC108136414|XP_017113009.1|DELE	LOC115627688|XP_030379291.1|SLEB
OG0008831	LOC108136303|XP_017112881.1|DELE	LOC115629313|XP_030381619.1|SLEB
OG0008832	LOC108136305|XP_017112885.1|DELE	LOC115629215|XP_030381478.1|SLEB
OG0008833	LOC108136614|XP_017113421.1|DELE	LOC115626743|XP_030378054.1|SLEB
OG0008834	LOC108143995|XP_017124103.1|DELE	LOC115628202|XP_030380055.1|SLEB
OG0008837	LOC108137510|XP_017114713.1|DELE	LOC115634357|XP_030387877.1|SLEB
OG0008838	LOC108141954|XP_017121085.1|DELE	LOC115625722|XP_030376730.1|SLEB
OG0008839	LOC108149724|XP_017132978.1|DELE	LOC115622470|XP_030372274.1|SLEB
OG0008840	LOC108141846|XP_017120926.1|DELE	LOC115631523|XP_030384154.1|SLEB
OG0008841	LOC108146495|XP_017128017.1|DELE	LOC115628406|XP_030380355.1|SLEB
OG0008843	LOC108146060|XP_017127363.1|DELE	LOC115632829|XP_030385944.1|SLEB
OG0008845	LOC108138020|XP_017115479.1|DELE	LOC115631227|XP_030383794.1|SLEB
OG0008846	LOC108146314|XP_017127765.1|DELE	LOC115622568|XP_030372399.1|SLEB
OG0008847	LOC108148412|XP_017130941.1|DELE	LOC115624232|XP_030374708.1|SLEB
OG0008848	LOC108144657|XP_017125192.1|DELE	LOC115624086|XP_030374575.1|SLEB
OG0008849	LOC108138533|XP_017116284.1|DELE	LOC115628875|XP_030380989.1|SLEB
OG0008850	LOC108145393|XP_017126279.1|DELE	LOC115634327|XP_030387845.1|SLEB
OG0008851	LOC108142067|XP_017121242.1|DELE, LOC108142066|XP_017121240.1|DELE	LOC115630609|XP_030383092.1|SLEB
OG0008852	LOC108145382|XP_017126265.1|DELE	LOC115634520|XP_030388186.1|SLEB
OG0008854	LOC108149340|XP_017132322.1|DELE	LOC115631179|XP_030383728.1|SLEB
OG0008855	LOC108140940|XP_017119499.1|DELE	LOC115629496|XP_030381833.1|SLEB
OG0008856	LOC108145318|XP_017126174.1|DELE	LOC115627830|XP_030379530.1|SLEB
OG0008857	LOC108142681|XP_017122175.1|DELE	LOC115628414|XP_030380361.1|SLEB
OG0008858	LOC108140586|XP_017118961.1|DELE	LOC115622435|XP_030372236.1|SLEB
OG0008859	LOC108150363|XP_017133989.1|DELE	LOC115623252|XP_030373380.1|SLEB
OG0008860	LOC108148880|XP_017131673.1|DELE	LOC115621818|XP_030371468.1|SLEB
OG0008861	LOC108149808|XP_017133168.1|DELE	LOC115634403|XP_030387956.1|SLEB
OG0008862	LOC108148271|XP_017130714.1|DELE	LOC115620492|XP_030369593.1|SLEB
OG0008863	LOC108150512|XP_017134221.1|DELE	LOC115624490|XP_030375053.1|SLEB
OG0008864	LOC108143663|XP_017123664.1|DELE	LOC115624894|XP_030375602.1|SLEB
OG0008865	LOC108138211|XP_017115819.1|DELE	LOC115631488|XP_030384104.1|SLEB
OG0008866	LOC108145381|XP_017126268.1|DELE	LOC115628508|XP_030380511.1|SLEB
OG0008867	LOC108136555|XP_017113351.1|DELE	LOC115626999|XP_030378374.1|SLEB
OG0008868	LOC108145437|XP_017126350.1|DELE	LOC115634108|XP_030387526.1|SLEB
OG0008869	LOC108150564|XP_017134290.1|DELE	LOC115632154|XP_030385031.1|SLEB
OG0008870	LOC108146196|XP_017127599.1|DELE	LOC115633669|XP_030386974.1|SLEB
OG0008871	LOC108146725|XP_017128309.1|DELE	LOC115622592|XP_030372448.1|SLEB
OG0008872	LOC108139005|XP_017117089.1|DELE	LOC115631826|XP_030384526.1|SLEB
OG0008873	LOC108135296|XP_017111469.1|DELE	LOC115625922|XP_030377017.1|SLEB
OG0008874	LOC108144276|XP_017124452.1|DELE	LOC115634548|XP_030388224.1|SLEB
OG0008875	LOC108145027|XP_017125698.1|DELE	LOC115634050|XP_030387454.1|SLEB
OG0008876	LOC108145331|XP_017126201.1|DELE	LOC115627868|XP_030379610.1|SLEB
OG0008877	LOC108146830|XP_017128514.1|DELE	LOC115624591|XP_030375189.1|SLEB
OG0008878	LOC108142054|XP_017121225.1|DELE	LOC115628505|XP_030380508.1|SLEB
OG0008879	LOC108144656|XP_017125190.1|DELE	LOC115634326|XP_030387844.1|SLEB
OG0008880	LOC108140417|XP_017118626.1|DELE	LOC115621839|XP_030371510.1|SLEB
OG0008881	LOC108144258|XP_017124428.1|DELE	LOC115634233|XP_030387685.1|SLEB
OG0008882	LOC108141902|XP_017121005.1|DELE	LOC115626058|XP_030377170.1|SLEB
OG0008883	LOC108139224|XP_017117376.1|DELE	LOC115623634|XP_030373935.1|SLEB
OG0008884	LOC108148934|XP_017131742.1|DELE	LOC115623946|XP_030374368.1|SLEB
OG0008885	LOC108138931|XP_017116992.1|DELE	LOC115626228|XP_030377388.1|SLEB
OG0008886	LOC108144592|XP_017125084.1|DELE	LOC115620240|XP_030369251.1|SLEB
OG0008887	LOC108143454|XP_017123375.1|DELE	LOC115630787|XP_030383306.1|SLEB
OG0008888	LOC108150379|XP_017134007.1|DELE	LOC115632226|XP_030385145.1|SLEB
OG0008889	LOC108143682|XP_017123689.1|DELE	LOC115624996|XP_030375731.1|SLEB
OG0008891	LOC108146123|XP_017127452.1|DELE	LOC115632138|XP_030385013.1|SLEB, LOC115632758|XP_030385865.1|SLEB
OG0008892	LOC108144511|XP_017124936.1|DELE	LOC115626563|XP_030377805.1|SLEB
OG0008893	LOC108147457|XP_017129476.1|DELE	LOC115622309|XP_030372074.1|SLEB
OG0008894	LOC108148760|XP_017131450.1|DELE	LOC115620853|XP_030370157.1|SLEB
OG0008895	LOC108139321|XP_017117518.1|DELE	LOC115624381|XP_030374948.1|SLEB, LOC115624006|XP_030374437.1|SLEB
OG0008896	LOC108136148|XP_017112631.1|DELE, LOC108136147|XP_017112630.1|DELE	LOC115622974|XP_030372986.1|SLEB
OG0008897	LOC108136778|XP_017113629.1|DELE	LOC115624137|XP_030374592.1|SLEB
OG0008898	LOC108136684|XP_017113495.1|DELE, LOC108149108|XP_017131996.1|DELE	LOC115624662|XP_030375308.1|SLEB
OG0008899	LOC108138852|XP_017116856.1|DELE	LOC115631965|XP_030384688.1|SLEB
OG0008900	LOC108149451|XP_017132532.1|DELE	LOC115631314|XP_030383889.1|SLEB
OG0008901	LOC108146860|XP_017128569.1|DELE	LOC115632958|XP_030386117.1|SLEB
OG0008902	LOC108145327|XP_017126197.1|DELE	LOC115627815|XP_030379506.1|SLEB
OG0008903	LOC108149349|XP_017132333.1|DELE	LOC115631898|XP_030384607.1|SLEB
OG0008904	LOC108144867|XP_017125507.1|DELE	LOC115632089|XP_030384962.1|SLEB
OG0008905	LOC108145307|XP_017126139.1|DELE	LOC115627727|XP_030379341.1|SLEB
OG0008906	LOC108150292|XP_017133883.1|DELE	LOC115622857|XP_030372802.1|SLEB
OG0008907	LOC108139171|XP_017117281.1|DELE	LOC115625408|XP_030376307.1|SLEB, LOC115625410|XP_030376309.1|SLEB, LOC115625405|XP_030376304.1|SLEB, LOC115625409|XP_030376308.1|SLEB
OG0008908	LOC108141202|XP_017119936.1|DELE	LOC115623854|XP_030374258.1|SLEB
OG0008909	LOC108148930|XP_017131735.1|DELE	LOC115621383|XP_030370872.1|SLEB
OG0008910	LOC108143081|XP_017122786.1|DELE	LOC115625160|XP_030375949.1|SLEB
OG0008911	LOC108140385|XP_017118579.1|DELE	LOC115620652|XP_030369861.1|SLEB
OG0008912	LOC108140997|XP_017119560.1|DELE	LOC115621722|XP_030371295.1|SLEB
OG0008913	LOC108148900|XP_017131705.1|DELE	LOC115620362|XP_030369426.1|SLEB
OG0008914	LOC108139140|XP_017117244.1|DELE	LOC115624242|XP_030374721.1|SLEB
OG0008915	LOC108148220|XP_017130621.1|DELE	LOC115623882|XP_030374292.1|SLEB
OG0008916	LOC108138329|XP_017115981.1|DELE	LOC115631507|XP_030384130.1|SLEB
OG0008917	LOC108138242|XP_017115861.1|DELE	LOC115631650|XP_030384321.1|SLEB
OG0008918	LOC108138703|XP_017116538.1|DELE	LOC115631194|XP_030383744.1|SLEB
OG0008919	LOC108137859|XP_017115278.1|DELE	LOC115631248|XP_030383818.1|SLEB
OG0008920	LOC108136157|XP_017112642.1|DELE	LOC115624851|XP_030375556.1|SLEB
OG0008921	LOC108141890|XP_017120989.1|DELE	LOC115628473|XP_030380455.1|SLEB
OG0008922	LOC108141808|XP_017120862.1|DELE	LOC115625937|XP_030377034.1|SLEB
OG0008923	LOC108145200|XP_017125932.1|DELE	LOC115620171|XP_030369159.1|SLEB, LOC115630229|XP_030382646.1|SLEB
OG0008924	LOC108136806|XP_017113695.1|DELE, LOC108145472|XP_017126412.1|DELE	LOC115620004|XP_030368952.1|SLEB
OG0008925	LOC108138658|XP_017116491.1|DELE	LOC115624856|XP_030375565.1|SLEB
OG0008926	LOC108143400|XP_017123269.1|DELE	LOC115632034|XP_030384855.1|SLEB
OG0008927	LOC108144625|XP_017125141.1|DELE	LOC115626633|XP_030377937.1|SLEB
OG0008928	LOC108147371|XP_017129295.1|DELE	LOC115634178|XP_030387624.1|SLEB
OG0008929	LOC108145168|XP_017125888.1|DELE	LOC115634509|XP_030388135.1|SLEB
OG0008930	LOC108139300|XP_017117487.1|DELE	LOC115623793|XP_030374232.1|SLEB, LOC115623892|XP_030374342.1|SLEB
OG0008931	LOC108141273|XP_017120028.1|DELE	LOC115633805|XP_030387148.1|SLEB
OG0008932	LOC108144290|XP_017124467.1|DELE	LOC115634479|XP_030388070.1|SLEB
OG0008933	LOC108144167|XP_017124315.1|DELE	LOC115633774|XP_030387113.1|SLEB
OG0008934	LOC108142265|XP_017121476.1|DELE	LOC115628382|XP_030380325.1|SLEB
OG0008935	LOC108147353|XP_017129271.1|DELE	LOC115630017|XP_030382516.1|SLEB
OG0008936	LOC108136839|XP_017113754.1|DELE, LOC108141861|XP_017120942.1|DELE	LOC115633764|XP_030387098.1|SLEB
OG0008937	LOC108143285|XP_017123089.1|DELE	LOC115633834|XP_030387181.1|SLEB
OG0008938	LOC108149079|XP_017131941.1|DELE	LOC115626165|XP_030377303.1|SLEB
OG0008939	LOC108145021|XP_017125683.1|DELE	LOC115622567|XP_030372403.1|SLEB
OG0008940	LOC108137861|XP_017115287.1|DELE, LOC108143701|XP_017123718.1|DELE	LOC115624661|XP_030375303.1|SLEB
OG0008941	LOC108137188|XP_017114260.1|DELE	LOC115627475|XP_030379014.1|SLEB
OG0008942	LOC108142776|XP_017122307.1|DELE	LOC115629110|XP_030381295.1|SLEB, LOC115634144|XP_030387577.1|SLEB
OG0008943	LOC108137585|XP_017114805.1|DELE	LOC115627028|XP_030378417.1|SLEB
OG0008944	LOC108148161|XP_017130547.1|DELE	LOC115629901|XP_030382361.1|SLEB
OG0008945	LOC108141447|XP_017120339.1|DELE	LOC115629513|XP_030381855.1|SLEB, LOC115626782|XP_030378107.1|SLEB
OG0008946	LOC108144915|XP_017125571.1|DELE	LOC115624274|XP_030374760.1|SLEB
OG0008947	LOC108138393|XP_017116060.1|DELE	LOC115632654|XP_030385745.1|SLEB, LOC115627358|XP_030378867.1|SLEB, LOC115624281|XP_030374799.1|SLEB
OG0008948	LOC108137147|XP_017114202.1|DELE	LOC115626674|XP_030377960.1|SLEB
OG0008949	LOC108142229|XP_017121436.1|DELE, LOC108142227|XP_017121434.1|DELE	LOC115632995|XP_030386175.1|SLEB
OG0008950	LOC108140633|XP_017119046.1|DELE	LOC115633377|XP_030386680.1|SLEB
OG0008951	LOC108146640|XP_017128174.1|DELE	LOC115628425|XP_030380372.1|SLEB
OG0008952	LOC108136183|XP_017112671.1|DELE	LOC115631380|XP_030383962.1|SLEB, LOC115629281|XP_030381575.1|SLEB
OG0008954	LOC108138102|XP_017115586.1|DELE	LOC115632148|XP_030385027.1|SLEB, LOC115632147|XP_030385026.1|SLEB, LOC115632903|XP_030386054.1|SLEB, LOC115632963|XP_030386124.1|SLEB
OG0008955	LOC108146603|XP_017128140.1|DELE	LOC115632702|XP_030385798.1|SLEB
OG0008956	LOC108141470|XP_017120365.1|DELE	LOC115632797|XP_030385909.1|SLEB
OG0008957	LOC108146927|XP_017128661.1|DELE	LOC115622629|XP_030372496.1|SLEB
OG0008958	LOC108143229|XP_017123014.1|DELE	LOC115632263|XP_030385201.1|SLEB
OG0008959	LOC108142206|XP_017121384.1|DELE	LOC115623015|XP_030373045.1|SLEB
OG0008960	LOC108142513|XP_017121919.1|DELE	LOC115622279|XP_030372041.1|SLEB
OG0008961	LOC108138950|XP_017117017.1|DELE	LOC115630649|XP_030383151.1|SLEB
OG0008962	LOC108136399|XP_017112998.1|DELE	LOC115626905|XP_030378274.1|SLEB
OG0008964	LOC108138389|XP_017116057.1|DELE	LOC115627872|XP_030379616.1|SLEB, LOC115627881|XP_030379627.1|SLEB
OG0008965	LOC108141655|XP_017120614.1|DELE	LOC115626068|XP_030377181.1|SLEB
OG0008966	LOC108138017|XP_017115476.1|DELE	LOC115624491|XP_030375054.1|SLEB
OG0008969	LOC108147892|XP_017130142.1|DELE	LOC115631924|XP_030384635.1|SLEB, LOC115623254|XP_030373383.1|SLEB, LOC115631860|XP_030384568.1|SLEB
OG0008970	LOC108147877|XP_017130124.1|DELE	LOC115631530|XP_030384160.1|SLEB
OG0008971	LOC108147409|XP_017129337.1|DELE	LOC115622873|XP_030372823.1|SLEB
OG0008972	LOC108142248|XP_017121457.1|DELE	LOC115622703|XP_030372593.1|SLEB
OG0008973	LOC108136021|XP_017112437.1|DELE	LOC115631730|XP_030384427.1|SLEB
OG0008977	LOC108149238|XP_017132162.1|DELE	LOC115626083|XP_030377195.1|SLEB
OG0008978	LOC108137844|XP_017115262.1|DELE, LOC108137853|XP_017115274.1|DELE	LOC115634242|XP_030387696.1|SLEB, LOC115619950|XP_030368839.1|SLEB
OG0008979	LOC108149355|XP_017132340.1|DELE	LOC115626420|XP_030377648.1|SLEB
OG0008983	LOC108144632|XP_017125151.1|DELE	LOC115633063|XP_030386283.1|SLEB
OG0008985	LOC108145707|XP_017126757.1|DELE	LOC115632634|XP_030385723.1|SLEB
OG0008987	LOC108147812|XP_017130044.1|DELE	LOC115631448|XP_030384052.1|SLEB
