Orthogroup	DMEL.longest_only	AAEG.longest_only
OG0007751	Nle|NP_477294.2|DMEL	LOC5564060|XP_021703839.1|AAEG
OG0007752	CG14615|NP_608459.1|DMEL	LOC5564061|XP_001648364.2|AAEG
OG0007753	Aladin|NP_572557.1|DMEL	LOC5564038|XP_001648366.2|AAEG
OG0007754	Uba5|NP_572722.2|DMEL	LOC5564045|XP_021703960.1|AAEG
OG0007755	CG43155|NP_572720.2|DMEL	LOC5564046|XP_021703985.1|AAEG
OG0007756	CG6847|NP_573259.2|DMEL	LOC5564068|XP_021704096.1|AAEG
OG0007757	Tre1|NP_001284901.1|DMEL	LOC5571506|XP_021694258.1|AAEG
OG0007758	mmy|NP_609032.1|DMEL	LOC5571496|XP_001659746.2|AAEG
OG0007759	CG2218|NP_651790.1|DMEL	LOC5571493|XP_001659743.2|AAEG
OG0007760	CG15643|NP_788909.1|DMEL	LOC5580111|XP_001655054.1|AAEG
OG0007761	CG1486|NP_608450.1|DMEL	LOC5580107|XP_021704459.1|AAEG
OG0007762	tty|NP_728415.4|DMEL	LOC5580108|XP_001655040.1|AAEG
OG0007763	Ptth|NP_001285550.1|DMEL	LOC110677702|XP_021704492.1|AAEG
OG0007764	sws|NP_727224.2|DMEL	LOC5578658|XP_021704511.1|AAEG
OG0007765	sn|NP_727226.1|DMEL	LOC5578659|XP_021704527.1|AAEG
OG0007766	CG9813|NP_001262533.1|DMEL	LOC110677718|XP_021704592.1|AAEG
OG0007767	Actbeta|NP_651942.2|DMEL	LOC110674289|XP_021694260.1|AAEG
OG0007768	CG7872|NP_573044.1|DMEL	LOC5577256|XP_021705022.1|AAEG
OG0007769	mRpL3|NP_511166.2|DMEL	LOC5577257|XP_001656360.1|AAEG
OG0007770	CG12375|NP_609183.1|DMEL	LOC5577258|XP_001656361.1|AAEG
OG0007771	THG|NP_609737.1|DMEL	LOC5579197|XP_021705065.1|AAEG
OG0007772	CG14805|NP_569954.1|DMEL	LOC5579196|XP_001657325.2|AAEG
OG0007773	Gal|NP_608978.2|DMEL	LOC5565066|XP_001649403.2|AAEG
OG0007774	CG14838|NP_648138.1|DMEL	LOC5576009|XP_001662352.2|AAEG
OG0007775	mRNA-cap|NP_572952.1|DMEL	LOC5575290|XP_021706199.1|AAEG
OG0007776	CG6123|NP_573286.1|DMEL	LOC5575288|XP_021706251.1|AAEG
OG0007777	CG11134|NP_572916.1|DMEL	LOC5575432|XP_001655750.2|AAEG
OG0007778	l_1_G0004|NP_608387.1|DMEL	LOC5575428|XP_001655746.1|AAEG
OG0007779	Golgin104|NP_648879.1|DMEL	LOC5569994|XP_021707172.1|AAEG
OG0007780	CG32795|NP_570029.1|DMEL	LOC5575471|XP_001661986.1|AAEG
OG0007781	sol|NP_476738.3|DMEL	LOC5568545|XP_021707578.1|AAEG
OG0007782	CG6379|NP_572148.2|DMEL	LOC5568541|XP_001652367.1|AAEG
OG0007783	Spt6|NP_651962.2|DMEL	LOC5568538|XP_021707687.1|AAEG
OG0007784	Cont|NP_649461.2|DMEL	LOC5568537|XP_001652371.2|AAEG
OG0007785	Socs16D|NP_001259662.1|DMEL	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG
OG0007786	Gsc|NP_001137762.2|DMEL	LOC5568534|XP_021707765.1|AAEG
OG0007787	TkR99D|NP_001263092.1|DMEL	LOC5568532|XP_001652376.3|AAEG
OG0007788	pinta|NP_651042.1|DMEL	LOC5572776|XP_001654175.2|AAEG
OG0007789	CG31191|NP_001097850.3|DMEL	LOC5579261|XP_021708436.1|AAEG
OG0007790	CG11873|NP_001263051.1|DMEL	LOC23687431|XP_021709172.1|AAEG
OG0007791	CG31068|NP_733205.3|DMEL	LOC110679370|XP_021709494.1|AAEG
OG0007792	CG17065|NP_001162805.1|DMEL	LOC5574606|XP_001655220.2|AAEG
OG0007793	CG14683|NP_788632.1|DMEL	LOC5567424|XP_001657398.1|AAEG
OG0007794	Naa15-16|NP_573384.1|DMEL	LOC5567421|XP_021710553.1|AAEG
OG0007795	CG3040|NP_572372.1|DMEL	LOC5567404|XP_021710666.1|AAEG
OG0007796	CG13663|NP_651351.1|DMEL	LOC5568342|XP_001657996.1|AAEG
OG0007797	CG9743|NP_651781.1|DMEL	LOC5578684|XP_001657083.2|AAEG
OG0007798	CG15531|NP_651780.1|DMEL	LOC5578682|XP_001657081.2|AAEG
OG0007799	Pfdn5|NP_651053.1|DMEL	LOC5577510|XP_001656531.1|AAEG
OG0007800	rdhB|NP_651024.1|DMEL	LOC5577525|XP_001656527.2|AAEG
OG0007801	CG11836|NP_001356925.1|DMEL	LOC5569263|XP_021712559.1|AAEG
OG0007802	BBIP1|NP_001163568.1|DMEL	LOC110681343|XP_021712786.1|AAEG
OG0007803	ChAT|NP_477004.5|DMEL	LOC5573378|XP_021713002.1|AAEG
OG0007804	Evi5|NP_727526.2|DMEL	LOC5577980|XP_021713024.1|AAEG
OG0007805	dod|NP_523428.1|DMEL	LOC5572600|XP_001654110.2|AAEG
OG0007806	peng|NP_523429.1|DMEL	LOC5572599|XP_001654109.2|AAEG
OG0007808	Nepl16|NP_001097912.1|DMEL	LOC5568727|XP_021713155.1|AAEG
OG0007809	CG9577|NP_608375.1|DMEL	LOC5576287|XP_001662577.2|AAEG
OG0007810	CG7099|NP_609648.1|DMEL	LOC5576284|XP_021713185.1|AAEG
OG0007811	Bruce|NP_001262460.1|DMEL	LOC5576283|XP_021713187.1|AAEG
OG0007812	CG1789|NP_572504.1|DMEL	LOC5572169|XP_001660244.1|AAEG
OG0007813	CG31121|NP_733058.1|DMEL	LOC5574622|XP_021713239.1|AAEG
OG0007814	CG6398|NP_573244.1|DMEL	LOC5574050|XP_001655028.1|AAEG
OG0007815	Bx42|NP_511093.2|DMEL	LOC5564605|XP_001648953.1|AAEG
OG0007816	CG5282|NP_649221.1|DMEL	LOC5580205|XP_001655617.2|AAEG
OG0007817	Hpr1|NP_649594.1|DMEL	LOC5580204|XP_001655616.2|AAEG
OG0007818	Kal1|NP_651220.3|DMEL	LOC5580187|XP_021713409.1|AAEG
OG0007819	Rpp20|NP_001285462.1|DMEL	LOC5580186|XP_021713411.1|AAEG
OG0007820	CG1607|NP_001263139.1|DMEL	LOC5580164|XP_021692931.1|AAEG
OG0007821	CG15529|NP_651773.1|DMEL	LOC5580172|XP_021692938.1|AAEG
OG0007822	CG11498|NP_001334706.1|DMEL	LOC5580169|XP_021692934.1|AAEG
OG0007823	CG31028|NP_733352.3|DMEL	LOC5580174|XP_001655579.2|AAEG
OG0007824	CG2321|NP_651692.2|DMEL	LOC5578277|XP_001663805.2|AAEG
OG0007825	CG46280|NP_650253.1|DMEL	LOC5570839|XP_001653346.2|AAEG
OG0007826	CG9986|NP_651623.1|DMEL	LOC5564810|XP_001649155.2|AAEG
OG0007827	CG3224|NP_572335.1|DMEL	LOC5578942|XP_001657231.1|AAEG
OG0007828	Ppat-Dpck|NP_647985.1|DMEL	LOC5578935|XP_001657223.1|AAEG
OG0007829	srl|NP_730835.2|DMEL	LOC5578928|XP_021693203.1|AAEG
OG0007830	CG14309|NP_650718.2|DMEL	LOC5578921|XP_001657207.1|AAEG
OG0007831	CG9240|NP_573054.2|DMEL	LOC5563711|XP_001648009.2|AAEG
OG0007832	Naxe|NP_572604.2|DMEL	LOC5576351|XP_021693308.1|AAEG
OG0007833	CG16903|NP_569980.1|DMEL	LOC5576345|XP_001656083.2|AAEG
OG0007834	CG11791|NP_651327.1|DMEL	LOC5576734|XP_021693352.1|AAEG
OG0007835	CG33096|NP_001356926.1|DMEL	LOC5576739|XP_001656235.1|AAEG
OG0007836	CG42375|NP_001138048.1|DMEL	LOC5576721|XP_001656228.2|AAEG
OG0007837	Osi11|NP_649630.1|DMEL	LOC5564511|XP_001648825.2|AAEG
OG0007838	Osi2|NP_649621.1|DMEL	LOC5573635|XP_001660962.2|AAEG
OG0007839	Arfrp1|NP_572526.1|DMEL	LOC5573310|XP_001654530.1|AAEG
OG0007840	eIF2Balpha|NP_651752.1|DMEL	LOC5573056|XP_001654378.1|AAEG
OG0007841	Cby|NP_650989.6|DMEL	LOC5577932|XP_021694422.1|AAEG
OG0007842	jus|NP_001097963.1|DMEL	LOC5575947|XP_021693726.1|AAEG
OG0007843	CG14515|NP_651681.2|DMEL	LOC5576515|XP_001662708.2|AAEG
OG0007844	CG33958|NP_001033958.1|DMEL	LOC5565598|XP_021693787.1|AAEG
OG0007845	CCHa2|NP_650285.1|DMEL	LOC5565599|XP_021693790.1|AAEG
OG0007846	CG4119|NP_572242.1|DMEL	LOC5565605|XP_021693796.1|AAEG
OG0007847	CG18428|NP_651213.1|DMEL	LOC5565602|XP_021693797.1|AAEG
OG0007848	Sec10|NP_651218.1|DMEL	LOC5565926|XP_001650302.2|AAEG
OG0007849	PpD3|NP_524946.1|DMEL	LOC5565958|XP_001650298.2|AAEG
OG0007850	CG16908|NP_649937.1|DMEL	LOC5565936|XP_001650296.2|AAEG
OG0007851	CG34293|NP_001097945.1|DMEL	LOC5565961|XP_021693928.1|AAEG
OG0007852	CG10035|NP_650182.1|DMEL	LOC110674691|XP_021694427.1|AAEG
OG0007853	CG10000|NP_651630.3|DMEL	LOC5573537|XP_001654672.2|AAEG
OG0007854	CG5510|NP_651224.1|DMEL	LOC5573534|XP_021693955.1|AAEG
OG0007855	nerfin-2|NP_001262446.1|DMEL	LOC5579957|XP_001658473.2|AAEG
OG0007856	Npc2f|NP_651219.1|DMEL	LOC110674221|XP_021694064.1|AAEG
OG0007857	CG10365|NP_651176.1|DMEL	LOC5565635|XP_021694071.1|AAEG
OG0007858	Snx6|NP_001245939.1|DMEL	LOC5578918|XP_021694074.1|AAEG
OG0007859	Zpr1|NP_572532.1|DMEL	LOC5576111|XP_001662456.2|AAEG
OG0007860	Mcm5|NP_524308.2|DMEL	LOC5576119|XP_001662466.1|AAEG
OG0007861	Desi|NP_650016.1|DMEL	LOC5576129|XP_001662475.2|AAEG
OG0007862	CG45073|NP_001287601.1|DMEL	LOC5576130|XP_001662476.2|AAEG
OG0007863	CG6115|NP_652578.1|DMEL	LOC5576133|XP_001662481.2|AAEG
OG0007864	CG9626|NP_649781.1|DMEL	LOC5565140|XP_021694141.1|AAEG
OG0007865	CG7264|NP_648515.1|DMEL	LOC110674239|XP_021694150.1|AAEG
OG0007866	CG5285|NP_650609.1|DMEL	LOC5577584|XP_021694151.1|AAEG
OG0007867	AdipoR|NP_651061.1|DMEL	LOC5565083|XP_021694163.1|AAEG
OG0007868	mah|NP_651316.1|DMEL	LOC5572607|XP_021694173.1|AAEG
OG0007869	Nep1|NP_511056.2|DMEL	LOC5566104|XP_021695322.1|AAEG
OG0007870	SuUR|NP_524835.1|DMEL	LOC5571441|XP_001659693.2|AAEG
OG0007871	CG9114|NP_573016.1|DMEL	LOC5579864|XP_001664326.2|AAEG
OG0007872	unc-13-4A|NP_648096.4|DMEL	LOC5575755|XP_021695607.1|AAEG
OG0007873	CG42307|NP_001137899.1|DMEL	LOC110675366|XP_021695788.1|AAEG
OG0007874	CG3309|NP_572216.1|DMEL	LOC110675408|XP_021696036.1|AAEG
OG0007875	CG11883|NP_001097260.1|DMEL	LOC5575910|XP_021696043.1|AAEG
OG0007876	Tsp5D|NP_001259266.1|DMEL	LOC5572896|XP_021696216.1|AAEG
OG0007877	gce|NP_511160.2|DMEL	LOC5579996|XP_021696288.1|AAEG
OG0007878	CG33785|NP_001027443.1|DMEL	LOC5570510|XP_001659197.1|AAEG
OG0007879	Eip74EF|NP_730288.1|DMEL	LOC5566265|XP_021696579.1|AAEG
OG0007880	Xpac|NP_476866.1|DMEL	LOC5574281|XP_001661332.1|AAEG
OG0007881	CG14982|NP_647841.1|DMEL	LOC5572344|XP_021696820.1|AAEG
OG0007882	mge|NP_523910.1|DMEL	LOC110675667|XP_021696955.1|AAEG
OG0007883	Eip63F-1|NP_524902.2|DMEL	LOC5576419|XP_021696957.1|AAEG
OG0007884	Obp73a|NP_001097628.1|DMEL	LOC110675711|XP_021697101.1|AAEG
OG0007885	Git|NP_610599.3|DMEL	LOC5572689|XP_001660508.1|AAEG
OG0007886	CG7110|NP_609652.3|DMEL	LOC5578537|XP_021697271.1|AAEG
OG0007887	ida|NP_647837.2|DMEL	LOC5575897|XP_021697300.1|AAEG
OG0007888	APP-BP1|NP_648435.1|DMEL	LOC5579977|XP_001658604.1|AAEG
OG0007889	Syx7|NP_730632.1|DMEL	LOC5579978|XP_021697400.1|AAEG
OG0007890	Atg18a|NP_001261565.1|DMEL	LOC5579058|XP_001657258.1|AAEG
OG0007891	B9d1|NP_650470.1|DMEL	LOC5567753|XP_001657653.1|AAEG
OG0007892	l_2_09851|NP_610182.3|DMEL	LOC5572762|XP_001660583.2|AAEG
OG0007893	mi|NP_611803.1|DMEL	LOC5572767|XP_021697644.1|AAEG
OG0007894	nwk|NP_001286994.1|DMEL	LOC5571563|XP_021697737.1|AAEG
OG0007895	rno|NP_612007.2|DMEL	LOC5565534|XP_021697739.1|AAEG
OG0007896	ND-13B|NP_648409.1|DMEL	LOC5565541|XP_001649896.2|AAEG
OG0007897	ArfGAP1|NP_524040.2|DMEL	LOC5573998|XP_001661085.2|AAEG
OG0007898	yellow-g2|NP_647710.1|DMEL	LOC5568731|XP_001658111.1|AAEG
OG0007899	Ccn|NP_730294.1|DMEL	LOC5566834|XP_021698107.1|AAEG
OG0007900	ND-MWFE|NP_001097297.1|DMEL	LOC5573667|XP_001660989.2|AAEG
OG0007901	Prm|NP_523982.2|DMEL	LOC5574161|XP_001655070.1|AAEG
OG0007902	opm|NP_572994.1|DMEL	LOC5579153|XP_001664248.2|AAEG
OG0007903	Strump|NP_648840.1|DMEL	LOC5571408|XP_021698668.1|AAEG
OG0007904	HIPP1|NP_649261.1|DMEL	LOC5571406|XP_021698670.1|AAEG
OG0007905	Wwox|NP_609171.1|DMEL	LOC5569668|XP_001652932.1|AAEG
OG0007906	DIP-delta|NP_001097508.2|DMEL	LOC5564155|XP_021698763.1|AAEG
OG0007907	Fitm|NP_729053.2|DMEL	LOC5567319|XP_021698800.1|AAEG
OG0007908	Gdap1|NP_647945.1|DMEL	LOC5572190|XP_001653860.2|AAEG
OG0007909	Rtca|NP_569977.1|DMEL	LOC5572189|XP_001653847.2|AAEG
OG0007910	Ugt316A1|NP_649085.1|DMEL	LOC5575606|XP_001662092.2|AAEG
OG0007911	Ccz1|NP_647835.1|DMEL	LOC5572502|XP_001660442.2|AAEG
OG0007912	mRpL46|NP_647661.1|DMEL	LOC5572504|XP_001660444.2|AAEG
OG0007913	CG14977|NP_001261382.1|DMEL	LOC110676274|XP_021699205.1|AAEG
OG0007914	prc|NP_524658.2|DMEL	LOC110676292|XP_021699291.1|AAEG
OG0007915	Su_P_|NP_524116.2|DMEL	LOC5571046|XP_001659483.1|AAEG
OG0007916	CG14000|NP_608969.1|DMEL	LOC110676318|XP_021699420.1|AAEG
OG0007917	CG33774|NP_001027396.1|DMEL	LOC110676370|XP_021699636.1|AAEG
OG0007918	CG30157|NP_724519.1|DMEL	LOC5575622|XP_021699697.1|AAEG
OG0007919	CG8180|NP_001286458.1|DMEL	LOC5567705|XP_001651871.2|AAEG
OG0007920	CG15673|NP_611591.3|DMEL	LOC5567703|XP_001651869.2|AAEG
OG0007921	Tsp47F|NP_725044.1|DMEL	LOC5567694|XP_001651855.1|AAEG
OG0007922	CG4702|NP_001247070.1|DMEL	LOC5575902|XP_021699835.1|AAEG
OG0007923	Myo10A|NP_001036269.2|DMEL	LOC5574835|XP_021699842.1|AAEG
OG0007924	nemy|NP_725208.1|DMEL	LOC5574644|XP_021699901.1|AAEG
OG0007925	CG2736|NP_611991.1|DMEL	LOC5572043|XP_021699922.1|AAEG
OG0007926	CG8320|NP_611072.2|DMEL	LOC5569988|XP_001658877.1|AAEG
OG0007927	Liprin-alpha|NP_001260155.1|DMEL	LOC5569985|XP_021700016.1|AAEG
OG0007928	Hnf4|NP_723413.1|DMEL	LOC5574683|XP_021700061.1|AAEG
OG0007929	Nlg2|NP_523496.1|DMEL	LOC5564085|XP_021700070.1|AAEG
OG0007930	CG34038|NP_001033975.2|DMEL	LOC110676455|XP_021700084.1|AAEG
OG0007931	CG9527|NP_001137800.1|DMEL	LOC5571144|XP_001653457.2|AAEG
OG0007932	Mfe2|NP_573109.1|DMEL	LOC5568633|XP_021700315.1|AAEG
OG0007933	CG14906|NP_650573.1|DMEL	LOC5568631|XP_021700324.1|AAEG
OG0007934	CG14651|NP_649475.3|DMEL	LOC110675597|XP_021696704.1|AAEG
OG0007935	Edem2|NP_609611.1|DMEL	LOC5575448|XP_001661964.1|AAEG
OG0007936	RpS27A|NP_476778.1|DMEL	LOC5578156|XP_021700404.1|AAEG
OG0007937	mts|NP_476805.1|DMEL	LOC5580325|XP_021700499.1|AAEG
OG0007938	CG6729|NP_609449.1|DMEL	LOC5577419|XP_001656499.1|AAEG
OG0007939	Cep97|NP_608811.2|DMEL	LOC5564446|XP_021700503.1|AAEG
OG0007940	capu|NP_001137784.1|DMEL	LOC5577415|XP_021700508.1|AAEG
OG0007941	Atf6|NP_995745.1|DMEL	LOC5578356|XP_001656926.2|AAEG
OG0007942	CG15914|NP_573084.1|DMEL	LOC5566445|XP_001650816.1|AAEG
OG0007943	CG43778|NP_001369129.1|DMEL	LOC5566425|XP_021700554.1|AAEG
OG0007944	dlt|NP_728672.1|DMEL	LOC5565687|XP_021700587.1|AAEG
OG0007945	CG7384|NP_609417.1|DMEL	LOC5570921|XP_001653400.2|AAEG
OG0007946	CG17658|NP_611845.2|DMEL	LOC5572920|XP_001654253.2|AAEG
OG0007947	Uvrag|NP_609632.1|DMEL	LOC5571730|XP_001659882.2|AAEG
OG0007948	CycE|NP_001246037.1|DMEL	LOC5571432|XP_021700743.1|AAEG
OG0007949	fz4|NP_511068.2|DMEL	LOC5570422|XP_001659133.3|AAEG
OG0007950	Oseg5|NP_610064.2|DMEL	LOC5574308|XP_021700852.1|AAEG
OG0007951	CG31650|NP_608899.1|DMEL	LOC5564717|XP_021700853.1|AAEG
OG0007952	slf|NP_608858.3|DMEL	LOC5574304|XP_001655089.1|AAEG
OG0007953	CG13982|NP_609025.1|DMEL	LOC5564304|XP_021700920.1|AAEG
OG0007954	meng|NP_609070.1|DMEL	LOC5576296|XP_021700956.1|AAEG
OG0007955	CG42366|NP_723501.2|DMEL	LOC5565359|XP_021700980.1|AAEG
OG0007956	Nf-YB|NP_609997.1|DMEL	LOC5565369|XP_001649728.1|AAEG
OG0007957	CG5731|NP_609354.1|DMEL	LOC5566514|XP_021701158.1|AAEG
OG0007958	CG13404|NP_572954.2|DMEL	LOC5571663|XP_001653749.1|AAEG
OG0007959	amos|NP_477446.1|DMEL	LOC5571659|XP_021701191.1|AAEG
OG0007960	SmB|NP_001188780.1|DMEL	LOC5574494|XP_001655156.1|AAEG
OG0007961	CG5112|NP_651400.1|DMEL	LOC5568818|XP_021701330.1|AAEG
OG0007962	Smyd3|NP_524768.2|DMEL	LOC5578792|XP_001657162.2|AAEG
OG0007963	CG9426|NP_609616.1|DMEL	LOC5578765|XP_001657135.1|AAEG
OG0007964	CG9596|NP_995638.1|DMEL	LOC5578754|XP_021701460.1|AAEG
OG0007965	stai|NP_001245912.1|DMEL	LOC5576861|XP_001662959.1|AAEG
OG0007966	Rrp40|NP_722725.1|DMEL	LOC5577209|XP_001663303.2|AAEG
OG0007967	Itgbn|NP_523608.2|DMEL	LOC110676818|XP_021701797.1|AAEG, LOC5572423|XP_021711967.1|AAEG
OG0007968	haf|NP_001356954.1|DMEL	LOC5573094|XP_001654401.2|AAEG
OG0007969	Mob3|NP_609364.1|DMEL	LOC5569035|XP_021701854.1|AAEG
OG0007970	CNBP|NP_611739.1|DMEL	LOC23687839|XP_021702045.1|AAEG
OG0007971	hop|NP_511119.2|DMEL	LOC5576502|XP_001662694.2|AAEG
OG0007972	Cpr49Ah|NP_610777.1|DMEL	LOC5577611|XP_001656605.1|AAEG
OG0007973	CG6405|NP_609564.1|DMEL	LOC5573509|XP_021702247.1|AAEG
OG0007974	Fer3HCH|NP_572854.1|DMEL	LOC5575167|XP_001655545.1|AAEG
OG0007975	cas|NP_524677.1|DMEL	LOC5566384|XP_021702372.1|AAEG
OG0007976	CG12659|NP_001259344.1|DMEL	LOC5572446|XP_001660390.1|AAEG
OG0007977	Mcr|NP_524688.1|DMEL	LOC5576030|XP_001655971.2|AAEG
OG0007978	mRpL24|NP_523476.1|DMEL	LOC5576031|XP_001655972.2|AAEG
OG0007979	CG43861|NP_001260615.1|DMEL	LOC5564562|XP_021702657.1|AAEG
OG0007980	Arpc2|NP_610033.1|DMEL	LOC5572799|XP_001654200.1|AAEG
OG0007981	CG8134|NP_573056.1|DMEL	LOC5572801|XP_001654202.2|AAEG
OG0007982	TTLL4A|NP_723642.2|DMEL	LOC5572804|XP_021702687.1|AAEG
OG0007983	JMJD4|NP_609870.1|DMEL	LOC5577546|XP_001656562.1|AAEG
OG0007984	CG10137|NP_609981.1|DMEL	LOC110676981|XP_021702895.1|AAEG
OG0007985	CG41378|NP_001163836.1|DMEL	LOC5573242|XP_001654451.1|AAEG
OG0007986	CG5435|NP_609567.2|DMEL	LOC5573250|XP_001654460.1|AAEG
OG0007987	Snx21|NP_608709.1|DMEL	LOC5573813|XP_021702973.1|AAEG
OG0007988	Kua|NP_610026.1|DMEL	LOC110677009|XP_021703024.1|AAEG
OG0007989	CG5708|NP_609359.1|DMEL	LOC5569070|XP_021703037.1|AAEG
OG0007990	Wdfy2|NP_609400.1|DMEL	LOC5569085|XP_001658314.1|AAEG
OG0007991	bowl|NP_476883.1|DMEL	LOC5571319|XP_021703124.1|AAEG
OG0007992	lmgA|NP_001097122.1|DMEL	LOC5568943|XP_001658265.1|AAEG
OG0007993	gammaCOP|NP_001263145.1|DMEL	LOC110677031|XP_021703192.1|AAEG
OG0007994	CG4619|NP_001162929.1|DMEL	LOC5573951|XP_001654989.2|AAEG
OG0007995	DIP-kappa|NP_723828.1|DMEL	LOC5567004|XP_021703504.1|AAEG
OG0007996	CG7378|NP_001285421.1|DMEL	LOC5568002|XP_021703553.1|AAEG
OG0007997	MED11|NP_649057.1|DMEL	LOC5565908|XP_001650252.1|AAEG
OG0007998	Tango6|NP_609922.2|DMEL	LOC5565889|XP_001650247.2|AAEG
OG0007999	CG17124|NP_609450.1|DMEL	LOC5568195|XP_021703926.1|AAEG
OG0008000	CG6495|NP_609451.1|DMEL	LOC5579520|XP_021703929.1|AAEG
OG0008001	CCT4|NP_609579.1|DMEL	LOC5569514|XP_001652824.1|AAEG
OG0008002	AP-2alpha|NP_995607.1|DMEL	LOC5564871|XP_021704062.1|AAEG
OG0008003	IFT43|NP_609581.3|DMEL	LOC23687575|XP_011493142.2|AAEG
OG0008004	ewg|NP_001245444.1|DMEL	LOC5568569|XP_021710094.1|AAEG
OG0008005	spri|NP_001259418.1|DMEL	LOC5568568|XP_021710682.1|AAEG
OG0008006	CG14232|NP_608348.1|DMEL	LOC5567855|XP_021705078.1|AAEG
OG0008007	Usf|NP_572167.3|DMEL	LOC5567869|XP_001651889.2|AAEG
OG0008008	Blos3|NP_001097640.1|DMEL	LOC5570316|XP_021708317.1|AAEG
OG0008009	Nsun2|NP_652007.1|DMEL	LOC5579023|XP_001664204.1|AAEG
OG0008010	CG3632|NP_001096996.1|DMEL	LOC5564303|XP_021710601.1|AAEG
OG0008011	CG4269|NP_611683.1|DMEL	LOC5564310|XP_021707947.1|AAEG
OG0008012	Pex6|NP_001027403.2|DMEL	LOC5564320|XP_001648668.1|AAEG
OG0008013	isopeptidase-T-3|NP_001261098.1|DMEL	LOC5570141|XP_001653124.2|AAEG
OG0008014	Fip1|NP_649476.1|DMEL	LOC5570138|XP_001653120.1|AAEG
OG0008015	Plod|NP_648451.1|DMEL	LOC5570134|XP_021706328.1|AAEG
OG0008016	nkt|NP_648450.3|DMEL	LOC5570132|XP_021706329.1|AAEG
OG0008017	hec|NP_572843.2|DMEL	LOC5568052|XP_021707945.1|AAEG
OG0008018	futsch|NP_001096864.1|DMEL	LOC5572519|XP_021710788.1|AAEG
OG0008019	CG12531|NP_608350.2|DMEL	LOC5575110|XP_021706695.1|AAEG
OG0008020	Regnase-1|NP_650863.3|DMEL	LOC5575098|XP_021708828.1|AAEG
OG0008021	Fcp3C|NP_477482.2|DMEL	LOC5563788|XP_001648063.1|AAEG
OG0008022	Nep5|NP_733186.2|DMEL	LOC5571713|XP_021705831.1|AAEG
OG0008023	fs_1_N|NP_569901.1|DMEL	LOC5571135|XP_001659577.1|AAEG
OG0008024	CG11409|NP_569902.2|DMEL	LOC5571134|XP_001659575.2|AAEG
OG0008025	Lrpprc2|NP_569913.1|DMEL	LOC5567369|XP_001657384.1|AAEG, LOC110681218|XP_021712680.1|AAEG
OG0008026	Pa1|NP_572712.1|DMEL	LOC5575391|XP_001661916.1|AAEG
OG0008027	pon|NP_525072.2|DMEL	LOC5575396|XP_001661913.1|AAEG
OG0008028	14-3-3epsilon|NP_732309.1|DMEL	LOC5574404|XP_001655111.1|AAEG
OG0008029	Nab2|NP_651243.1|DMEL	LOC5574414|XP_021704944.1|AAEG
OG0008030	atms|NP_649493.1|DMEL	LOC5570065|XP_021705981.1|AAEG
OG0008031	betaggt-II|NP_524894.1|DMEL	LOC5570069|XP_001653055.1|AAEG
OG0008032	RpL6|NP_651876.1|DMEL	LOC5570244|XP_021704947.1|AAEG
OG0008033	CG42327|NP_001036706.2|DMEL	LOC5579888|XP_021706307.1|AAEG
OG0008034	ATP8B|NP_731669.2|DMEL	LOC5566562|XP_021708872.1|AAEG
OG0008035	CG9411|NP_572962.1|DMEL	LOC5569835|XP_021706983.1|AAEG
OG0008036	CG4553|NP_651396.1|DMEL	LOC5578747|XP_001657114.1|AAEG
OG0008037	Fur1|NP_001262954.1|DMEL	LOC5578803|XP_021709692.1|AAEG
OG0008038	Klf15|NP_572185.1|DMEL	LOC5573340|XP_001660820.1|AAEG
OG0008039	CG15923|NP_001262769.1|DMEL	LOC5567526|XP_021707577.1|AAEG
OG0008040	CG1896|NP_651886.1|DMEL	LOC5567530|XP_021705845.1|AAEG
OG0008041	gd|NP_001259479.1|DMEL	LOC5567545|XP_021708893.1|AAEG
OG0008042	CG5641|NP_650196.1|DMEL	LOC5567385|XP_001651787.2|AAEG
OG0008043	CG2918|NP_569995.1|DMEL	LOC23687683|XP_011493168.2|AAEG
OG0008044	per|NP_525056.2|DMEL	LOC5570169|XP_021710526.1|AAEG
OG0008045	CG2875|NP_570069.1|DMEL	LOC5578016|XP_001656754.1|AAEG
OG0008046	CG16953|NP_650897.3|DMEL	LOC5578012|XP_021711098.1|AAEG, LOC110678092|XP_021706379.1|AAEG
OG0008047	CG5793|NP_001247226.1|DMEL	LOC5578010|XP_001656748.2|AAEG
OG0008048	Srp72|NP_650898.1|DMEL	LOC5578008|XP_021704856.1|AAEG
OG0008049	slmb|NP_001262802.1|DMEL	LOC5578007|XP_021709483.1|AAEG
OG0008050	Tnks|NP_001262963.1|DMEL	LOC5578003|XP_021708496.1|AAEG
OG0008051	Su_fu_|NP_536750.2|DMEL	LOC5578000|XP_001656738.1|AAEG
OG0008052	Hel89B|NP_732097.2|DMEL	LOC5577449|XP_021710136.1|AAEG
OG0008053	Vps11|NP_730776.1|DMEL	LOC5579184|XP_001664280.1|AAEG
OG0008054	CG13377|NP_569835.1|DMEL	LOC5570299|XP_021705511.1|AAEG
OG0008055	dsh|NP_511118.2|DMEL	LOC5570297|XP_021709132.1|AAEG
OG0008056	pck|NP_726742.1|DMEL	LOC5566177|XP_001650527.1|AAEG
OG0008057	SecS|NP_649556.3|DMEL	LOC5564663|XP_001649002.2|AAEG
